slot_owner_a,slot_owner_b,slot_ref_count,slot_ref_count_abs_log1p,slot_ref_count_is_even,slot_ref_count_mod3,slot_ref_count_mod5,slot_ref_count_mod7,slot_ref_count_mod10,slot_numerator,slot_numerator_abs_log1p,slot_numerator_is_even,slot_numerator_mod3,slot_numerator_mod5,slot_numerator_mod7,slot_numerator_mod10,slot_denominator,slot_denominator_abs_log1p,slot_denominator_is_even,slot_denominator_mod3,slot_denominator_mod5,slot_denominator_mod7,slot_denominator_mod10,slot_offset,slot_offset_abs_log1p,slot_offset_is_even,slot_offset_mod3,slot_offset_mod5,slot_offset_mod7,slot_offset_mod10,gcd_all,n_multiple_pairs,y
7,1,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,21,3.091042453358316,0,0,1,0,1,1,3,87.0
9,2,33,3.5263605246161616,0,0,3,5,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,1,2,71.0
1,2,90,4.51085950651685,1,0,0,6,0,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,1,2,117.0
3,5,42,3.7612001156935624,1,0,2,0,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,28,3.367295829986474,1,1,3,0,8,1,1,105.0
8,3,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,1,2,67.0
6,0,90,4.51085950651685,1,0,0,6,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,1,4,119.0
9,7,95,4.564348191467836,0,2,0,4,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,1,2,151.0
0,9,54,4.007333185232471,1,0,4,5,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,1,3,106.0
2,3,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,1,4,66.0
4,1,78,4.3694478524670215,1,0,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,5,121.0
2,1,96,4.574710978503383,1,0,1,5,6,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,1,3,156.0
1,9,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,1,5,48.0
2,4,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,13,2.6390573296152584,0,1,3,6,3,1,1,51.0
4,1,72,4.290459441148391,1,0,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,1,4,116.0
1,9,44,3.8066624897703196,1,2,4,2,4,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,1,1,92.0
1,1,77,4.356708826689592,0,2,2,0,7,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,26,3.295836866004329,1,2,1,5,6,1,1,159.0
5,4,26,3.295836866004329,1,2,1,5,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,4,42.0
5,6,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,29,3.4011973816621555,0,2,4,1,9,1,3,35.0
7,0,98,4.59511985013459,1,2,3,0,8,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,1,5,127.0
6,7,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,2,4,58.0
1,2,99,4.605170185988092,0,0,4,1,9,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,15,2.772588722239781,0,0,0,1,5,1,1,177.0
0,1,48,3.8918202981106265,1,0,3,6,8,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,2,96.0
0,3,84,4.442651256490317,1,0,4,0,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,13,2.6390573296152584,0,1,3,6,3,1,4,139.0
6,9,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,1,3,56.0
3,5,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,25,3.258096538021482,0,1,0,4,5,1,1,46.0
6,1,92,4.532599493153256,1,2,2,1,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,1,4,125.0
4,9,92,4.532599493153256,1,2,2,1,2,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,30,3.4339872044851463,1,0,0,2,0,1,2,145.0
6,1,49,3.912023005428146,0,1,4,0,9,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,1,4,75.0
7,1,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,1,2,58.0
8,4,49,3.912023005428146,0,1,4,0,9,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,27,3.332204510175204,0,0,2,6,7,1,1,118.0
1,2,99,4.605170185988092,0,0,4,1,9,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,1,3,185.0
4,7,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,21,3.091042453358316,0,0,1,0,1,1,2,48.0
2,4,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,1,1,27.0
1,8,44,3.8066624897703196,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,22,3.1354942159291497,1,1,2,1,2,1,5,74.0
0,8,54,4.007333185232471,1,0,4,5,4,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,1,1,116.0
1,4,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,2,48.0
8,7,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,1,2,39.0
1,1,72,4.290459441148391,1,0,2,2,2,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,1,4,113.0
0,3,75,4.330733340286331,0,0,0,5,5,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,1,0,147.0
2,2,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,17,2.8903717578961645,0,2,2,3,7,1,4,38.0
2,6,56,4.04305126783455,1,2,1,0,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,21,3.091042453358316,0,0,1,0,1,1,2,119.0
9,5,70,4.2626798770413155,1,1,0,0,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,13,2.6390573296152584,0,1,3,6,3,1,4,118.0
5,0,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,1,6,40.0
6,8,56,4.04305126783455,1,2,1,0,6,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,2,3,102.0
4,1,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,23,3.1780538303479458,0,2,3,2,3,1,1,36.0
7,6,74,4.31748811353631,1,2,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,1,5,121.0
9,2,80,4.394449154672439,1,2,0,3,0,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,14,2.70805020110221,1,2,4,0,4,1,2,150.0
9,8,66,4.204692619390966,1,0,1,3,6,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,13,2.6390573296152584,0,1,3,6,3,1,2,91.0
0,6,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,30,3.4339872044851463,1,0,0,2,0,1,2,58.0
6,6,66,4.204692619390966,1,0,1,3,6,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,1,5,103.0
9,4,72,4.290459441148391,1,0,2,2,2,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,21,3.091042453358316,0,0,1,0,1,1,3,105.0
8,1,54,4.007333185232471,1,0,4,5,4,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,1,1,121.0
8,7,44,3.8066624897703196,1,2,4,2,4,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,14,2.70805020110221,1,2,4,0,4,1,0,91.0
4,6,20,3.044522437723423,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,16,2.833213344056216,1,1,1,2,6,1,1,50.0
1,2,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,1,4,41.0
0,1,85,4.454347296253507,0,1,0,1,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,1,160.0
2,8,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,17,2.8903717578961645,0,2,2,3,7,1,4,47.0
6,0,52,3.970291913552122,1,1,2,3,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,21,3.091042453358316,0,0,1,0,1,1,2,112.0
8,0,80,4.394449154672439,1,2,0,3,0,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,25,3.258096538021482,0,1,0,4,5,1,1,135.0
3,6,72,4.290459441148391,1,0,2,2,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,4,133.0
8,2,55,4.02535169073515,0,1,0,6,5,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,27,3.332204510175204,0,0,2,6,7,1,1,122.0
8,7,90,4.51085950651685,1,0,0,6,0,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,24,3.2188758248682006,1,0,4,3,4,1,2,194.0
8,4,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,1,1,49.0
4,5,100,4.61512051684126,1,1,0,2,0,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,2,3,200.0
4,3,78,4.3694478524670215,1,0,3,1,8,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,1,4,114.0
9,5,85,4.454347296253507,0,1,0,1,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,0,2,0,1,2,183.0
4,7,44,3.8066624897703196,1,2,4,2,4,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,0,4,5,1,2,91.0
4,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,1,1,27.0
1,2,33,3.5263605246161616,0,0,3,5,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,1,4,54.0
6,1,84,4.442651256490317,1,0,4,0,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,1,3,137.0
1,3,60,4.110873864173311,1,0,0,4,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,6,86.0
9,6,54,4.007333185232471,1,0,4,5,4,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,28,3.367295829986474,1,1,3,0,8,1,4,88.0
6,4,56,4.04305126783455,1,2,1,0,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,29,3.4011973816621555,0,2,4,1,9,1,4,113.0
6,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,1,4,27.0
8,5,63,4.1588830833596715,0,0,3,0,3,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,0,4,5,1,1,130.0
3,2,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,28,3.367295829986474,1,1,3,0,8,1,1,47.0
3,4,28,3.367295829986474,1,1,3,0,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,1,5,52.0
4,1,32,3.4965075614664802,1,2,2,4,2,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,26,3.295836866004329,1,2,1,5,6,2,1,82.0
7,6,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,5,29.0
1,7,77,4.356708826689592,0,2,2,0,7,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,3,150.0
0,5,21,3.091042453358316,0,0,1,0,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,2,38.0
5,6,63,4.1588830833596715,0,0,3,0,3,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,1,1,105.0
3,4,32,3.4965075614664802,1,2,2,4,2,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,1,3,52.0
3,8,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,26,3.295836866004329,1,2,1,5,6,1,1,46.0
0,7,70,4.2626798770413155,1,1,0,0,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,1,2,99.0
9,6,78,4.3694478524670215,1,0,3,1,8,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,13,2.6390573296152584,0,1,3,6,3,1,1,143.0
8,5,99,4.605170185988092,0,0,4,1,9,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,1,1,184.0
5,2,95,4.564348191467836,0,2,0,4,5,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,29,3.4011973816621555,0,2,4,1,9,1,0,162.0
7,3,84,4.442651256490317,1,0,4,0,4,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,28,3.367295829986474,1,1,3,0,8,1,2,147.0
7,6,64,4.174387269895637,1,1,4,1,4,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,22,3.1354942159291497,1,1,2,1,2,1,1,110.0
8,3,86,4.465908118654584,1,2,1,2,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,4,136.0
4,7,20,3.044522437723423,1,2,0,6,0,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,28,3.367295829986474,1,1,3,0,8,1,1,66.0
7,6,50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,1,4,61.0
4,5,42,3.7612001156935624,1,0,2,0,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,1,2,92.0
3,5,82,4.418840607796598,1,1,2,5,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,1,4,134.0
3,8,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,4,4,70.0
1,3,63,4.1588830833596715,0,0,3,0,3,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,1,4,78.0
1,3,98,4.59511985013459,1,2,3,0,8,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,1,4,123.0
3,2,88,4.48863636973214,1,1,3,4,8,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,30,3.4339872044851463,1,0,0,2,0,1,4,129.0
4,6,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,2,1,73.0
9,8,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,1,1,28.0
3,8,93,4.543294782270004,0,0,3,2,3,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,1,5,125.0
0,0,46,3.8501476017100584,1,1,1,4,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,5,77.0
6,8,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,1,6,8.0
7,8,56,4.04305126783455,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,1,2,123.0
2,1,36,3.6109179126442243,1,0,1,1,6,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,5,46.0
0,9,44,3.8066624897703196,1,2,4,2,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,1,5,77.0
8,4,75,4.330733340286331,0,0,0,5,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,2,138.0
4,1,63,4.1588830833596715,0,0,3,0,3,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,1,112.0
4,5,42,3.7612001156935624,1,0,2,0,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,1,2,93.0
2,0,44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,17,2.8903717578961645,0,2,2,3,7,1,1,94.0
2,8,75,4.330733340286331,0,0,0,5,5,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,27,3.332204510175204,0,0,2,6,7,1,0,152.0
6,4,72,4.290459441148391,1,0,2,2,2,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,25,3.258096538021482,0,1,0,4,5,1,3,109.0
0,7,98,4.59511985013459,1,2,3,0,8,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,21,3.091042453358316,0,0,1,0,1,1,5,133.0
6,7,99,4.605170185988092,0,0,4,1,9,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,19,2.995732273553991,0,1,4,5,9,1,1,172.0
7,1,90,4.51085950651685,1,0,0,6,0,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,30,3.4339872044851463,1,0,0,2,0,1,4,201.0
9,0,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,16,2.833213344056216,1,1,1,2,6,1,4,38.0
1,4,76,4.343805421853684,1,1,1,6,6,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,25,3.258096538021482,0,1,0,4,5,1,1,120.0
9,6,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,1,2,20.0
4,7,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,24,3.2188758248682006,1,0,4,3,4,3,3,64.0
3,1,63,4.1588830833596715,0,0,3,0,3,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,28,3.367295829986474,1,1,3,0,8,1,2,105.0
1,2,60,4.110873864173311,1,0,0,4,0,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,27,3.332204510175204,0,0,2,6,7,1,4,92.0
5,0,51,3.9512437185814275,0,0,1,2,1,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,18,2.9444389791664403,1,0,3,4,8,3,2,103.0
1,5,96,4.574710978503383,1,0,1,5,6,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,2,139.0
6,2,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,19,2.995732273553991,0,1,4,5,9,1,3,69.0
9,4,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,21,3.091042453358316,0,0,1,0,1,1,1,32.0
5,2,80,4.394449154672439,1,2,0,3,0,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,25,3.258096538021482,0,1,0,4,5,1,4,115.0
1,9,90,4.51085950651685,1,0,0,6,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,1,4,134.0
4,3,64,4.174387269895637,1,1,4,1,4,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,1,1,102.0
5,6,93,4.543294782270004,0,0,3,2,3,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,5,127.0
1,7,94,4.553876891600541,1,1,4,3,4,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,25,3.258096538021482,0,1,0,4,5,1,1,166.0
9,6,66,4.204692619390966,1,0,1,3,6,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,1,4,100.0
2,2,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,28,3.367295829986474,1,1,3,0,8,1,5,37.0
2,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,1,1,25.0
5,8,84,4.442651256490317,1,0,4,0,4,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,1,3,118.0
2,2,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,3,6,81.0
4,8,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,29,3.4011973816621555,0,2,4,1,9,1,1,42.0
7,6,100,4.61512051684126,1,1,0,2,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,1,3,196.0
3,1,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,30,3.4339872044851463,1,0,0,2,0,1,3,54.0
8,4,93,4.543294782270004,0,0,3,2,3,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,1,1,137.0
0,1,48,3.8918202981106265,1,0,3,6,8,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,22,3.1354942159291497,1,1,2,1,2,1,2,114.0
5,6,48,3.8918202981106265,1,0,3,6,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,1,6,72.0
6,9,90,4.51085950651685,1,0,0,6,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,18,2.9444389791664403,1,0,3,4,8,1,6,153.0
7,5,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,1,3,27.0
