slot_person,slot_a,slot_a_abs_log1p,slot_a_is_even,slot_a_mod3,slot_a_mod5,slot_a_mod7,slot_a_mod10,slot_d,slot_d_abs_log1p,slot_d_is_even,slot_d_mod3,slot_d_mod5,slot_d_mod7,slot_d_mod10,slot_item_a,slot_item_b,slot_super_category,slot_occasion,gcd_all,n_multiple_pairs,y
5,97,4.584967478670572,0,1,2,6,7,10,2.3978952727983707,1,1,0,3,0,1,16,1,3,1,0,204.0
14,49,3.912023005428146,0,1,4,0,9,21,3.091042453358316,0,0,1,0,1,14,14,6,6,7,0,119.0
0,113,4.736198448394496,0,2,3,1,3,15,2.772588722239781,0,0,0,1,5,8,5,1,5,1,0,241.0
7,57,4.060443010546419,0,0,2,1,7,16,2.833213344056216,1,1,1,2,6,1,16,1,6,1,0,130.0
13,109,4.700480365792417,0,1,4,4,9,20,3.044522437723423,1,2,0,6,0,31,26,0,4,1,0,238.0
12,9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,0,1,5,22,4,3,0,3,0,33.0
3,29,3.4011973816621555,0,2,4,1,9,3,1.3862943611198906,0,0,3,3,3,19,18,4,2,1,0,61.0
3,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,6,4,3,1,2,0,104.0
4,54,4.007333185232471,1,0,4,5,4,10,2.3978952727983707,1,1,0,3,0,5,16,1,5,2,0,118.0
5,27,3.332204510175204,0,0,2,6,7,7,2.0794415416798357,0,1,2,0,7,5,1,1,0,1,0,61.0
6,36,3.6109179126442243,1,0,1,1,6,20,3.044522437723423,1,2,0,6,0,2,21,2,0,4,0,92.0
10,70,4.2626798770413155,1,1,0,0,0,14,2.70805020110221,1,2,4,0,4,3,21,2,7,14,1,154.0
4,64,4.174387269895637,1,1,4,1,4,13,2.6390573296152584,0,1,3,6,3,19,13,4,2,1,0,141.0
1,74,4.31748811353631,1,2,4,4,4,9,2.302585092994046,0,0,4,2,9,8,5,1,3,1,0,157.0
7,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,27,29,5,2,1,0,17.0
13,71,4.276666119016055,0,2,1,1,1,16,2.833213344056216,1,1,1,2,6,5,1,1,7,1,0,158.0
7,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,24,21,2,5,1,0,55.0
6,116,4.762173934797756,1,2,1,4,6,4,1.6094379124341003,1,1,4,4,4,20,19,3,0,4,1,236.0
1,113,4.736198448394496,0,2,3,1,3,2,1.0986122886681098,1,2,2,2,2,15,10,5,0,1,0,228.0
6,49,3.912023005428146,0,1,4,0,9,13,2.6390573296152584,0,1,3,6,3,25,6,3,6,1,0,111.0
8,8,2.1972245773362196,1,2,3,1,8,24,3.2188758248682006,1,0,4,3,4,3,15,2,0,8,1,40.0
7,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,4,25,3,2,1,0,23.0
5,52,3.970291913552122,1,1,2,3,2,15,2.772588722239781,0,0,0,1,5,27,29,5,2,1,0,119.0
7,100,4.61512051684126,1,1,0,2,0,5,1.791759469228055,0,2,0,5,5,30,30,4,6,5,1,205.0
3,41,3.7376696182833684,0,2,1,6,1,16,2.833213344056216,1,1,1,2,6,26,30,4,2,1,0,98.0
9,56,4.04305126783455,1,2,1,0,6,15,2.772588722239781,0,0,0,1,5,17,31,2,6,1,0,127.0
8,60,4.110873864173311,1,0,0,4,0,1,0.6931471805599453,0,1,1,1,1,26,30,4,2,1,1,121.0
5,62,4.143134726391533,1,2,2,6,2,3,1.3862943611198906,0,0,3,3,3,31,0,0,1,1,0,127.0
12,109,4.700480365792417,0,1,4,4,9,18,2.9444389791664403,1,0,3,4,8,20,6,3,2,1,0,236.0
14,109,4.700480365792417,0,1,4,4,9,13,2.6390573296152584,0,1,3,6,3,7,23,0,3,1,0,231.0
13,108,4.6913478822291435,1,0,3,3,8,4,1.6094379124341003,1,1,4,4,4,5,5,1,5,4,1,220.0
2,69,4.248495242049359,0,0,4,6,9,24,3.2188758248682006,1,0,4,3,4,30,30,4,7,3,0,162.0
11,41,3.7376696182833684,0,2,1,6,1,14,2.70805020110221,1,2,4,0,4,25,6,3,6,1,0,96.0
4,93,4.543294782270004,0,0,3,2,3,13,2.6390573296152584,0,1,3,6,3,28,27,1,4,1,0,199.0
12,46,3.8501476017100584,1,1,1,4,6,11,2.4849066497880004,0,2,1,4,1,4,25,3,5,1,0,103.0
12,50,3.9318256327243257,1,2,0,1,0,17,2.8903717578961645,0,2,2,3,7,24,21,2,5,1,0,117.0
7,30,3.4339872044851463,1,0,0,2,0,14,2.70805020110221,1,2,4,0,4,16,2,2,1,2,0,74.0
12,94,4.553876891600541,1,1,4,3,4,8,2.1972245773362196,1,2,3,1,8,30,18,4,0,2,0,196.0
10,87,4.477336814478207,0,0,2,3,7,11,2.4849066497880004,0,2,1,4,1,12,12,6,7,1,0,185.0
13,86,4.465908118654584,1,2,1,2,6,21,3.091042453358316,0,0,1,0,1,2,15,2,7,1,0,193.0
14,118,4.77912349311153,1,1,3,6,8,14,2.70805020110221,1,2,4,0,4,29,28,6,4,2,0,250.0
14,52,3.970291913552122,1,1,2,3,2,24,3.2188758248682006,1,0,4,3,4,12,14,6,6,4,0,128.0
0,34,3.5553480614894135,1,1,4,6,4,17,2.8903717578961645,0,2,2,3,7,12,17,6,4,17,1,85.0
2,82,4.418840607796598,1,1,2,5,2,4,1.6094379124341003,1,1,4,4,4,27,20,5,3,2,0,168.0
5,56,4.04305126783455,1,2,1,0,6,12,2.5649493574615367,1,0,2,5,2,24,31,2,4,4,0,124.0
4,119,4.787491742782046,0,2,4,0,9,25,3.258096538021482,0,1,0,4,5,31,26,0,4,1,0,263.0
13,11,2.4849066497880004,0,2,1,4,1,15,2.772588722239781,0,0,0,1,5,13,7,0,0,1,0,37.0
10,106,4.672828834461906,1,1,1,1,6,6,1.9459101490553132,1,0,1,6,6,29,12,6,3,2,0,218.0
5,16,2.833213344056216,1,1,1,2,6,13,2.6390573296152584,0,1,3,6,3,14,14,6,3,1,0,45.0
9,92,4.532599493153256,1,2,2,1,2,11,2.4849066497880004,0,2,1,4,1,14,14,6,3,1,0,195.0
4,84,4.442651256490317,1,0,4,0,4,5,1.791759469228055,0,2,0,5,5,25,25,3,7,1,0,173.0
8,7,2.0794415416798357,0,1,2,0,7,22,3.1354942159291497,1,1,2,1,2,26,30,4,1,1,0,36.0
6,57,4.060443010546419,0,0,2,1,7,9,2.302585092994046,0,0,4,2,9,22,19,3,6,3,0,123.0
5,120,4.795790545596741,1,0,0,1,0,15,2.772588722239781,0,0,0,1,5,18,23,0,7,15,1,255.0
11,39,3.6888794541139363,0,0,4,4,9,11,2.4849066497880004,0,2,1,4,1,7,26,0,4,1,0,89.0
13,62,4.143134726391533,1,2,2,6,2,8,2.1972245773362196,1,2,3,1,8,23,24,5,4,2,0,132.0
8,56,4.04305126783455,1,2,1,0,6,5,1.791759469228055,0,2,0,5,5,28,16,1,6,1,0,117.0
2,115,4.7535901911063645,0,1,0,3,5,4,1.6094379124341003,1,1,4,4,4,22,6,3,1,1,0,234.0
2,117,4.770684624465665,0,0,2,5,7,20,3.044522437723423,1,2,0,6,0,16,21,2,6,1,0,254.0
11,43,3.784189633918261,0,1,3,1,3,18,2.9444389791664403,1,0,3,4,8,6,6,3,6,1,0,104.0
2,94,4.553876891600541,1,1,4,3,4,2,1.0986122886681098,1,2,2,2,2,0,23,0,5,2,1,190.0
11,78,4.3694478524670215,1,0,3,1,8,12,2.5649493574615367,1,0,2,5,2,19,8,4,4,6,0,168.0
12,32,3.4965075614664802,1,2,2,4,2,22,3.1354942159291497,1,1,2,1,2,0,23,0,1,2,0,86.0
2,20,3.044522437723423,1,2,0,6,0,18,2.9444389791664403,1,0,3,4,8,30,13,4,0,2,0,58.0
3,111,4.718498871295094,0,0,1,6,1,18,2.9444389791664403,1,0,3,4,8,8,27,1,0,3,0,240.0
10,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,19,13,4,0,3,1,51.0
11,47,3.871201010907891,0,2,2,5,7,10,2.3978952727983707,1,1,0,3,0,14,14,6,4,1,0,104.0
4,50,3.9318256327243257,1,2,0,1,0,7,2.0794415416798357,0,1,2,0,7,20,19,3,6,1,0,107.0
12,41,3.7376696182833684,0,2,1,6,1,11,2.4849066497880004,0,2,1,4,1,9,8,4,5,1,0,93.0
7,38,3.6635616461296463,1,2,3,3,8,24,3.2188758248682006,1,0,4,3,4,21,17,6,4,2,0,100.0
2,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,14,17,6,6,1,0,29.0
2,67,4.219507705176107,0,1,2,4,7,20,3.044522437723423,1,2,0,6,0,26,30,4,4,1,0,154.0
7,110,4.709530201312334,1,2,0,5,0,12,2.5649493574615367,1,0,2,5,2,12,17,6,2,2,0,232.0
2,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,28,5,1,4,4,1,92.0
3,93,4.543294782270004,0,0,3,2,3,23,3.1780538303479458,0,2,3,2,3,19,18,4,7,1,0,209.0
13,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,5,1,1,0,3,0,36.0
2,91,4.5217885770490405,0,1,1,0,1,2,1.0986122886681098,1,2,2,2,2,7,22,0,7,1,0,184.0
13,120,4.795790545596741,1,0,0,1,0,22,3.1354942159291497,1,1,2,1,2,20,11,3,2,2,0,262.0
3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,28,5,1,2,1,1,11.0
5,36,3.6109179126442243,1,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,30,13,4,3,18,1,90.0
4,111,4.718498871295094,0,0,1,6,1,8,2.1972245773362196,1,2,3,1,8,0,23,0,4,1,0,230.0
1,98,4.59511985013459,1,2,3,0,8,16,2.833213344056216,1,1,1,2,6,24,21,2,0,2,0,212.0
13,26,3.295836866004329,1,2,1,5,6,11,2.4849066497880004,0,2,1,4,1,26,18,4,3,1,0,63.0
10,92,4.532599493153256,1,2,2,1,2,22,3.1354942159291497,1,1,2,1,2,4,25,3,7,2,0,206.0
7,89,4.499809670330265,0,2,4,5,9,19,2.995732273553991,0,1,4,5,9,12,17,6,5,1,0,197.0
11,86,4.465908118654584,1,2,1,2,6,13,2.6390573296152584,0,1,3,6,3,20,6,3,0,1,0,185.0
2,32,3.4965075614664802,1,2,2,4,2,6,1.9459101490553132,1,0,1,6,6,30,13,4,1,2,0,70.0
9,97,4.584967478670572,0,1,2,6,7,18,2.9444389791664403,1,0,3,4,8,13,7,0,3,1,0,212.0
2,62,4.143134726391533,1,2,2,6,2,19,2.995732273553991,0,1,4,5,9,29,28,6,1,1,0,143.0
0,119,4.787491742782046,0,2,4,0,9,18,2.9444389791664403,1,0,3,4,8,14,14,6,5,1,0,256.0
14,26,3.295836866004329,1,2,1,5,6,19,2.995732273553991,0,1,4,5,9,3,3,2,7,1,0,71.0
6,75,4.330733340286331,0,0,0,5,5,11,2.4849066497880004,0,2,1,4,1,29,28,6,5,1,0,161.0
0,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,27,29,5,1,5,0,40.0
10,87,4.477336814478207,0,0,2,3,7,11,2.4849066497880004,0,2,1,4,1,15,20,5,3,1,0,185.0
11,106,4.672828834461906,1,1,1,1,6,7,2.0794415416798357,0,1,2,0,7,29,14,6,1,1,0,219.0
4,56,4.04305126783455,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,30,30,4,2,7,1,119.0
4,64,4.174387269895637,1,1,4,1,4,2,1.0986122886681098,1,2,2,2,2,30,30,4,5,2,1,130.0
7,32,3.4965075614664802,1,2,2,4,2,18,2.9444389791664403,1,0,3,4,8,28,5,1,2,2,0,82.0
13,26,3.295836866004329,1,2,1,5,6,4,1.6094379124341003,1,1,4,4,4,9,30,4,6,2,0,56.0
9,17,2.8903717578961645,0,2,2,3,7,25,3.258096538021482,0,1,0,4,5,7,23,0,1,1,0,59.0
6,42,3.7612001156935624,1,0,2,0,2,11,2.4849066497880004,0,2,1,4,1,23,10,5,6,1,0,95.0
6,114,4.74493212836325,1,0,4,2,4,17,2.8903717578961645,0,2,2,3,7,28,27,1,6,1,0,245.0
5,100,4.61512051684126,1,1,0,2,0,6,1.9459101490553132,1,0,1,6,6,14,17,6,1,2,0,206.0
3,31,3.4657359027997265,0,1,1,3,1,7,2.0794415416798357,0,1,2,0,7,7,22,0,6,1,0,69.0
2,40,3.713572066704308,1,1,0,5,0,22,3.1354942159291497,1,1,2,1,2,5,16,1,7,2,0,102.0
10,95,4.564348191467836,0,2,0,4,5,4,1.6094379124341003,1,1,4,4,4,30,30,4,0,1,0,194.0
11,86,4.465908118654584,1,2,1,2,6,7,2.0794415416798357,0,1,2,0,7,11,29,5,1,1,0,179.0
7,37,3.6375861597263857,0,1,2,2,7,17,2.8903717578961645,0,2,2,3,7,10,10,5,6,1,0,91.0
1,56,4.04305126783455,1,2,1,0,6,6,1.9459101490553132,1,0,1,6,6,22,19,3,5,2,0,118.0
6,45,3.828641396489095,0,0,0,3,5,12,2.5649493574615367,1,0,2,5,2,3,3,2,1,3,0,102.0
0,26,3.295836866004329,1,2,1,5,6,15,2.772588722239781,0,0,0,1,5,10,20,5,7,1,0,67.0
8,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,26,18,4,7,3,1,15.0
4,42,3.7612001156935624,1,0,2,0,2,20,3.044522437723423,1,2,0,6,0,27,29,5,0,2,0,104.0
1,103,4.6443908991413725,0,1,3,5,3,13,2.6390573296152584,0,1,3,6,3,13,0,0,4,1,0,219.0
8,89,4.499809670330265,0,2,4,5,9,5,1.791759469228055,0,2,0,5,5,16,3,2,7,1,0,183.0
7,62,4.143134726391533,1,2,2,6,2,2,1.0986122886681098,1,2,2,2,2,20,11,3,2,2,1,126.0
7,27,3.332204510175204,0,0,2,6,7,22,3.1354942159291497,1,1,2,1,2,7,23,0,7,1,0,76.0
6,94,4.553876891600541,1,1,4,3,4,16,2.833213344056216,1,1,1,2,6,24,2,2,6,2,0,204.0
5,19,2.995732273553991,0,1,4,5,9,25,3.258096538021482,0,1,0,4,5,30,30,4,1,1,0,63.0
7,99,4.605170185988092,0,0,4,1,9,5,1.791759469228055,0,2,0,5,5,23,24,5,1,1,0,203.0
4,103,4.6443908991413725,0,1,3,5,3,7,2.0794415416798357,0,1,2,0,7,5,1,1,1,1,0,213.0
8,33,3.5263605246161616,0,0,3,5,3,15,2.772588722239781,0,0,0,1,5,30,13,4,0,3,0,81.0
10,55,4.02535169073515,0,1,0,6,5,25,3.258096538021482,0,1,0,4,5,19,8,4,5,5,0,135.0
12,90,4.51085950651685,1,0,0,6,0,2,1.0986122886681098,1,2,2,2,2,21,12,6,2,2,1,182.0
5,33,3.5263605246161616,0,0,3,5,3,18,2.9444389791664403,1,0,3,4,8,14,17,6,3,3,0,84.0
5,22,3.1354942159291497,1,1,2,1,2,19,2.995732273553991,0,1,4,5,9,1,27,1,4,1,0,63.0
8,100,4.61512051684126,1,1,0,2,0,22,3.1354942159291497,1,1,2,1,2,2,2,2,7,2,0,222.0
10,71,4.276666119016055,0,2,1,1,1,23,3.1780538303479458,0,2,3,2,3,10,20,5,4,1,0,165.0
9,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,23,29,5,7,2,0,40.0
7,63,4.1588830833596715,0,0,3,0,3,14,2.70805020110221,1,2,4,0,4,21,28,6,3,7,0,140.0
0,109,4.700480365792417,0,1,4,4,9,1,0.6931471805599453,0,1,1,1,1,1,27,1,3,1,1,219.0
12,81,4.406719247264253,0,0,1,4,1,24,3.2188758248682006,1,0,4,3,4,23,10,5,6,3,0,186.0
0,27,3.332204510175204,0,0,2,6,7,8,2.1972245773362196,1,2,3,1,8,28,5,1,7,1,0,62.0
1,82,4.418840607796598,1,1,2,5,2,10,2.3978952727983707,1,1,0,3,0,22,19,3,2,2,0,174.0
2,120,4.795790545596741,1,0,0,1,0,2,1.0986122886681098,1,2,2,2,2,25,4,3,0,2,1,242.0
6,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,9,30,4,5,4,1,44.0
12,117,4.770684624465665,0,0,2,5,7,23,3.1780538303479458,0,2,3,2,3,1,16,1,0,1,0,257.0
14,85,4.454347296253507,0,1,0,1,5,22,3.1354942159291497,1,1,2,1,2,22,11,3,7,1,0,192.0
9,95,4.564348191467836,0,2,0,4,5,21,3.091042453358316,0,0,1,0,1,10,24,5,3,1,0,211.0
7,35,3.58351893845611,0,2,0,0,5,25,3.258096538021482,0,1,0,4,5,26,8,4,2,5,0,95.0
8,33,3.5263605246161616,0,0,3,5,3,12,2.5649493574615367,1,0,2,5,2,0,26,0,0,3,0,78.0
14,23,3.1780538303479458,0,2,3,2,3,17,2.8903717578961645,0,2,2,3,7,27,9,5,5,1,0,63.0
4,42,3.7612001156935624,1,0,2,0,2,16,2.833213344056216,1,1,1,2,6,17,2,2,4,2,0,100.0
10,89,4.499809670330265,0,2,4,5,9,12,2.5649493574615367,1,0,2,5,2,15,10,5,5,1,0,190.0
9,48,3.8918202981106265,1,0,3,6,8,11,2.4849066497880004,0,2,1,4,1,27,29,5,0,1,0,107.0
1,71,4.276666119016055,0,2,1,1,1,16,2.833213344056216,1,1,1,2,6,17,3,2,1,1,0,158.0
8,42,3.7612001156935624,1,0,2,0,2,22,3.1354942159291497,1,1,2,1,2,13,22,0,5,2,0,106.0
9,13,2.6390573296152584,0,1,3,6,3,13,2.6390573296152584,0,1,3,6,3,28,16,1,3,13,1,39.0
8,92,4.532599493153256,1,2,2,1,2,15,2.772588722239781,0,0,0,1,5,7,23,0,2,1,0,199.0
2,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,13,23,0,6,1,0,26.0
3,79,4.382026634673881,0,1,4,2,9,20,3.044522437723423,1,2,0,6,0,5,16,1,6,1,0,178.0
11,95,4.564348191467836,0,2,0,4,5,6,1.9459101490553132,1,0,1,6,6,6,6,3,0,1,0,196.0
9,99,4.605170185988092,0,0,4,1,9,11,2.4849066497880004,0,2,1,4,1,9,8,4,6,11,1,209.0
5,116,4.762173934797756,1,2,1,4,6,13,2.6390573296152584,0,1,3,6,3,11,9,5,6,1,0,245.0
1,120,4.795790545596741,1,0,0,1,0,24,3.2188758248682006,1,0,4,3,4,5,16,1,4,24,1,264.0
5,88,4.48863636973214,1,1,3,4,8,10,2.3978952727983707,1,1,0,3,0,15,10,5,0,2,0,186.0
4,55,4.02535169073515,0,1,0,6,5,15,2.772588722239781,0,0,0,1,5,10,24,5,1,5,0,125.0
5,111,4.718498871295094,0,0,1,6,1,1,0.6931471805599453,0,1,1,1,1,26,18,4,4,1,1,223.0
1,82,4.418840607796598,1,1,2,5,2,11,2.4849066497880004,0,2,1,4,1,21,28,6,1,1,0,175.0
5,105,4.663439094112067,0,0,0,0,5,10,2.3978952727983707,1,1,0,3,0,23,24,5,4,5,0,220.0
2,44,3.8066624897703196,1,2,4,2,4,14,2.70805020110221,1,2,4,0,4,10,20,5,0,2,0,102.0
2,61,4.127134385045092,0,1,1,5,1,16,2.833213344056216,1,1,1,2,6,1,27,1,2,1,0,138.0
6,71,4.276666119016055,0,2,1,1,1,12,2.5649493574615367,1,0,2,5,2,9,8,4,7,1,0,154.0
11,77,4.356708826689592,0,2,2,0,7,20,3.044522437723423,1,2,0,6,0,2,15,2,4,1,0,174.0
2,104,4.653960350157523,1,2,4,6,4,3,1.3862943611198906,0,0,3,3,3,30,30,4,6,1,0,211.0
8,114,4.74493212836325,1,0,4,2,4,25,3.258096538021482,0,1,0,4,5,16,21,2,7,1,0,253.0
11,44,3.8066624897703196,1,2,4,2,4,23,3.1780538303479458,0,2,3,2,3,1,16,1,7,1,0,111.0
5,59,4.0943445622221,0,2,4,3,9,6,1.9459101490553132,1,0,1,6,6,12,14,6,4,1,0,124.0
11,91,4.5217885770490405,0,1,1,0,1,22,3.1354942159291497,1,1,2,1,2,5,5,1,2,1,0,204.0
11,97,4.584967478670572,0,1,2,6,7,24,3.2188758248682006,1,0,4,3,4,26,8,4,7,1,0,218.0
10,89,4.499809670330265,0,2,4,5,9,16,2.833213344056216,1,1,1,2,6,10,20,5,2,1,0,194.0
11,66,4.204692619390966,1,0,1,3,6,6,1.9459101490553132,1,0,1,6,6,15,29,5,6,6,1,138.0
2,83,4.430816798843313,0,2,3,6,3,12,2.5649493574615367,1,0,2,5,2,17,15,2,1,1,0,178.0
10,16,2.833213344056216,1,1,1,2,6,24,3.2188758248682006,1,0,4,3,4,31,26,0,7,8,0,56.0
13,85,4.454347296253507,0,1,0,1,5,16,2.833213344056216,1,1,1,2,6,13,0,0,6,1,0,186.0
12,35,3.58351893845611,0,2,0,0,5,21,3.091042453358316,0,0,1,0,1,27,20,5,3,7,0,91.0
8,31,3.4657359027997265,0,1,1,3,1,9,2.302585092994046,0,0,4,2,9,10,24,5,3,1,0,71.0
13,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,20,25,3,2,2,0,46.0
11,39,3.6888794541139363,0,0,4,4,9,18,2.9444389791664403,1,0,3,4,8,19,18,4,3,3,0,96.0
13,95,4.564348191467836,0,2,0,4,5,25,3.258096538021482,0,1,0,4,5,15,29,5,6,5,0,215.0
3,55,4.02535169073515,0,1,0,6,5,8,2.1972245773362196,1,2,3,1,8,26,8,4,5,1,0,118.0
2,95,4.564348191467836,0,2,0,4,5,5,1.791759469228055,0,2,0,5,5,4,4,3,3,5,1,195.0
3,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,27,24,5,6,1,0,27.0
2,114,4.74493212836325,1,0,4,2,4,15,2.772588722239781,0,0,0,1,5,28,27,1,2,3,0,243.0
14,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,22,19,3,4,2,0,46.0
1,79,4.382026634673881,0,1,4,2,9,8,2.1972245773362196,1,2,3,1,8,23,24,5,2,1,0,166.0
2,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,15,29,5,1,5,1,25.0
11,101,4.624972813284271,0,2,1,3,1,7,2.0794415416798357,0,1,2,0,7,18,7,0,3,1,0,209.0
13,97,4.584967478670572,0,1,2,6,7,3,1.3862943611198906,0,0,3,3,3,15,10,5,5,1,0,197.0
11,88,4.48863636973214,1,1,3,4,8,4,1.6094379124341003,1,1,4,4,4,8,27,1,1,4,1,180.0
11,69,4.248495242049359,0,0,4,6,9,10,2.3978952727983707,1,1,0,3,0,15,29,5,3,1,0,148.0
9,113,4.736198448394496,0,2,3,1,3,13,2.6390573296152584,0,1,3,6,3,24,21,2,7,1,0,239.0
7,112,4.727387818712341,1,1,2,0,2,8,2.1972245773362196,1,2,3,1,8,28,16,1,7,8,1,232.0
13,9,2.302585092994046,0,0,4,2,9,24,3.2188758248682006,1,0,4,3,4,7,23,0,2,3,0,42.0
4,18,2.9444389791664403,1,0,3,4,8,24,3.2188758248682006,1,0,4,3,4,8,1,1,0,6,0,60.0
4,39,3.6888794541139363,0,0,4,4,9,15,2.772588722239781,0,0,0,1,5,24,3,2,1,3,0,93.0
5,53,3.9889840465642745,0,2,3,4,3,9,2.302585092994046,0,0,4,2,9,16,15,2,2,1,0,115.0
6,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,6,4,3,1,1,0,22.0
11,46,3.8501476017100584,1,1,1,4,6,11,2.4849066497880004,0,2,1,4,1,9,13,4,1,1,0,103.0
10,6,1.9459101490553132,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,19,8,4,7,2,0,34.0
1,77,4.356708826689592,0,2,2,0,7,23,3.1780538303479458,0,2,3,2,3,1,27,1,6,1,0,177.0
11,92,4.532599493153256,1,2,2,1,2,4,1.6094379124341003,1,1,4,4,4,8,5,1,7,4,1,188.0
3,46,3.8501476017100584,1,1,1,4,6,11,2.4849066497880004,0,2,1,4,1,14,14,6,6,1,0,103.0
5,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,5,5,1,0,1,0,43.0
10,89,4.499809670330265,0,2,4,5,9,5,1.791759469228055,0,2,0,5,5,4,11,3,5,1,0,183.0
12,28,3.367295829986474,1,1,3,0,8,22,3.1354942159291497,1,1,2,1,2,13,0,0,2,2,0,78.0
14,58,4.07753744390572,1,1,3,2,8,14,2.70805020110221,1,2,4,0,4,22,4,3,6,2,0,130.0
12,44,3.8066624897703196,1,2,4,2,4,17,2.8903717578961645,0,2,2,3,7,29,28,6,3,1,0,105.0
5,102,4.634728988229636,1,0,2,4,2,22,3.1354942159291497,1,1,2,1,2,1,16,1,7,2,0,226.0
7,26,3.295836866004329,1,2,1,5,6,22,3.1354942159291497,1,1,2,1,2,18,23,0,2,2,0,74.0
13,102,4.634728988229636,1,0,2,4,2,8,2.1972245773362196,1,2,3,1,8,19,8,4,6,2,0,212.0
2,63,4.1588830833596715,0,0,3,0,3,13,2.6390573296152584,0,1,3,6,3,13,23,0,4,1,0,139.0
8,57,4.060443010546419,0,0,2,1,7,6,1.9459101490553132,1,0,1,6,6,22,19,3,5,3,0,120.0
1,22,3.1354942159291497,1,1,2,1,2,19,2.995732273553991,0,1,4,5,9,16,3,2,7,1,0,63.0
5,56,4.04305126783455,1,2,1,0,6,22,3.1354942159291497,1,1,2,1,2,8,1,1,1,2,0,134.0
13,15,2.772588722239781,0,0,0,1,5,9,2.302585092994046,0,0,4,2,9,17,15,2,1,3,0,39.0
4,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,8,27,1,6,2,0,24.0
5,29,3.4011973816621555,0,2,4,1,9,22,3.1354942159291497,1,1,2,1,2,6,11,3,6,1,0,80.0
7,48,3.8918202981106265,1,0,3,6,8,23,3.1780538303479458,0,2,3,2,3,30,18,4,7,1,0,119.0
5,107,4.68213122712422,0,2,2,2,7,14,2.70805020110221,1,2,4,0,4,28,16,1,4,1,0,228.0
5,57,4.060443010546419,0,0,2,1,7,18,2.9444389791664403,1,0,3,4,8,4,19,3,4,3,0,132.0
10,100,4.61512051684126,1,1,0,2,0,1,0.6931471805599453,0,1,1,1,1,21,28,6,0,1,1,201.0
2,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,21,17,6,2,6,1,66.0
4,14,2.70805020110221,1,2,4,0,4,23,3.1780538303479458,0,2,3,2,3,29,12,6,7,1,0,51.0
1,78,4.3694478524670215,1,0,3,1,8,23,3.1780538303479458,0,2,3,2,3,28,16,1,1,1,0,179.0
9,32,3.4965075614664802,1,2,2,4,2,25,3.258096538021482,0,1,0,4,5,28,16,1,0,1,0,89.0
12,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,1,1,1,5,3,0,39.0
13,79,4.382026634673881,0,1,4,2,9,24,3.2188758248682006,1,0,4,3,4,31,22,0,1,1,0,182.0
6,111,4.718498871295094,0,0,1,6,1,17,2.8903717578961645,0,2,2,3,7,23,20,5,7,1,0,239.0
2,65,4.189654742026425,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,24,31,2,2,5,1,135.0
2,62,4.143134726391533,1,2,2,6,2,24,3.2188758248682006,1,0,4,3,4,6,4,3,2,2,0,148.0
10,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,8,5,1,5,2,0,50.0
11,119,4.787491742782046,0,2,4,0,9,5,1.791759469228055,0,2,0,5,5,14,28,6,6,1,0,243.0
4,57,4.060443010546419,0,0,2,1,7,14,2.70805020110221,1,2,4,0,4,21,28,6,2,1,0,128.0
