slot_person_name,slot_item_name,slot_finds_per_day,slot_finds_per_day_abs_log1p,slot_finds_per_day_is_even,slot_finds_per_day_mod3,slot_finds_per_day_mod5,slot_finds_per_day_mod7,slot_finds_per_day_mod10,slot_per_item_cents,slot_per_item_cents_abs_log1p,slot_per_item_cents_is_even,slot_per_item_cents_mod3,slot_per_item_cents_mod7,slot_per_item_cents_mod10,slot_days,slot_days_abs_log1p,slot_days_is_even,slot_days_mod3,slot_days_mod5,slot_days_mod7,slot_days_mod10,slot_currency_symbol,slot_per_item_value_text,slot_period_label,gcd_all,n_multiple_pairs,y
2,5,36,3.6109179126442243,1,0,1,1,6,150,5.017279836814924,1,0,3,0,26,3.295836866004329,1,2,1,5,6,2,4,5,2,0,1404.0
6,4,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,5,5,29,3.4011973816621555,0,2,4,1,9,1,12,5,1,1,14.5
4,4,25,3.258096538021482,0,1,0,4,5,20,3.044522437723423,1,2,6,0,32,3.4965075614664802,1,2,2,4,2,2,29,1,1,0,160.0
0,5,28,3.367295829986474,1,1,3,0,8,15,2.772588722239781,0,0,1,5,33,3.5263605246161616,0,0,3,5,3,1,14,2,1,0,138.6
3,6,31,3.4657359027997265,0,1,1,3,1,125,4.836281906951478,0,2,6,5,40,3.713572066704308,1,1,0,5,0,1,6,1,1,0,1550.0
4,3,7,2.0794415416798357,0,1,2,0,7,15,2.772588722239781,0,0,1,5,33,3.5263605246161616,0,0,3,5,3,2,23,1,1,0,34.65
7,7,31,3.4657359027997265,0,1,1,3,1,15,2.772588722239781,0,0,1,5,9,2.302585092994046,0,0,4,2,9,0,20,4,1,0,41.85
7,5,10,2.3978952727983707,1,1,0,3,0,200,5.303304908059076,1,2,4,0,35,3.58351893845611,0,2,0,0,5,1,25,1,5,1,700.0
3,7,17,2.8903717578961645,0,2,2,3,7,10,2.3978952727983707,1,1,3,0,12,2.5649493574615367,1,0,2,5,2,1,16,0,1,0,20.4
4,7,3,1.3862943611198906,0,0,3,3,3,200,5.303304908059076,1,2,4,0,6,1.9459101490553132,1,0,1,6,6,0,0,5,1,1,36.0
4,0,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,5,5,14,2.70805020110221,1,2,4,0,4,0,3,1,1,0,5.6
4,4,39,3.6888794541139363,0,0,4,4,9,80,4.394449154672439,1,2,3,0,32,3.4965075614664802,1,2,2,4,2,1,5,6,1,0,998.4
1,0,18,2.9444389791664403,1,0,3,4,8,75,4.330733340286331,0,0,5,5,26,3.295836866004329,1,2,1,5,6,2,32,5,1,0,351.0
5,3,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,6,0,28,3.367295829986474,1,1,3,0,8,0,17,4,4,0,44.8
7,0,17,2.8903717578961645,0,2,2,3,7,100,4.61512051684126,1,1,2,0,9,2.302585092994046,0,0,4,2,9,0,30,2,1,0,153.0
2,7,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,3,0,10,2.3978952727983707,1,1,0,3,0,2,22,0,2,1,8.0
1,0,6,1.9459101490553132,1,0,1,6,6,150,5.017279836814924,1,0,3,0,28,3.367295829986474,1,1,3,0,8,1,1,3,2,1,252.0
3,5,7,2.0794415416798357,0,1,2,0,7,150,5.017279836814924,1,0,3,0,38,3.6635616461296463,1,2,3,3,8,1,1,1,1,0,399.0
0,0,17,2.8903717578961645,0,2,2,3,7,200,5.303304908059076,1,2,4,0,14,2.70805020110221,1,2,4,0,4,2,37,6,1,0,476.0
6,0,33,3.5263605246161616,0,0,3,5,3,25,3.258096538021482,0,1,4,5,27,3.332204510175204,0,0,2,6,7,2,11,1,1,0,222.75
5,4,27,3.332204510175204,0,0,2,6,7,15,2.772588722239781,0,0,1,5,38,3.6635616461296463,1,2,3,3,8,1,14,1,1,0,153.9
1,1,11,2.4849066497880004,0,2,1,4,1,80,4.394449154672439,1,2,3,0,5,1.791759469228055,0,2,0,5,5,0,36,1,1,1,44.0
6,6,9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,1,5,34,3.5553480614894135,1,1,4,6,4,2,23,5,1,0,45.9
4,7,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,6,0,36,3.6109179126442243,1,0,1,1,6,2,29,2,1,0,108.0
7,0,16,2.833213344056216,1,1,1,2,6,125,4.836281906951478,0,2,6,5,12,2.5649493574615367,1,0,2,5,2,1,6,6,1,0,240.0
4,5,38,3.6635616461296463,1,2,3,3,8,150,5.017279836814924,1,0,3,0,20,3.044522437723423,1,2,0,6,0,0,19,5,2,0,1140.0
0,2,38,3.6635616461296463,1,2,3,3,8,50,3.9318256327243257,1,2,1,0,35,3.58351893845611,0,2,0,0,5,0,2,1,1,0,665.0
1,0,30,3.4339872044851463,1,0,0,2,0,200,5.303304908059076,1,2,4,0,36,3.6109179126442243,1,0,1,1,6,0,0,3,2,0,2160.0
4,3,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,5,5,7,2.0794415416798357,0,1,2,0,7,1,12,0,1,0,5.95
0,4,32,3.4965075614664802,1,2,2,4,2,150,5.017279836814924,1,0,3,0,16,2.833213344056216,1,1,1,2,6,2,4,0,2,1,768.0
2,1,24,3.2188758248682006,1,0,4,3,4,20,3.044522437723423,1,2,6,0,36,3.6109179126442243,1,0,1,1,6,2,29,5,4,0,172.8
5,2,27,3.332204510175204,0,0,2,6,7,125,4.836281906951478,0,2,6,5,7,2.0794415416798357,0,1,2,0,7,0,7,1,1,0,236.25
0,3,39,3.6888794541139363,0,0,4,4,9,25,3.258096538021482,0,1,4,5,15,2.772588722239781,0,0,0,1,5,1,26,6,1,0,146.25
0,2,33,3.5263605246161616,0,0,3,5,3,125,4.836281906951478,0,2,6,5,9,2.302585092994046,0,0,4,2,9,1,6,2,1,0,371.25
4,6,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,26,3.295836866004329,1,2,1,5,6,1,31,5,1,0,15.6
5,1,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,1,5,30,3.4339872044851463,1,0,0,2,0,2,23,3,15,3,67.5
6,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,5,5,23,3.1780538303479458,0,2,3,2,3,1,12,6,1,0,3.45
7,1,5,1.791759469228055,0,2,0,5,5,80,4.394449154672439,1,2,3,0,19,2.995732273553991,0,1,4,5,9,2,38,1,1,1,76.0
2,1,31,3.4657359027997265,0,1,1,3,1,25,3.258096538021482,0,1,4,5,22,3.1354942159291497,1,1,2,1,2,0,18,1,1,0,170.5
2,6,35,3.58351893845611,0,2,0,0,5,150,5.017279836814924,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,2,4,6,1,1,367.5
2,1,27,3.332204510175204,0,0,2,6,7,80,4.394449154672439,1,2,3,0,17,2.8903717578961645,0,2,2,3,7,2,38,0,1,0,367.2
4,5,20,3.044522437723423,1,2,0,6,0,20,3.044522437723423,1,2,6,0,20,3.044522437723423,1,2,0,6,0,0,17,5,20,3,80.0
2,5,19,2.995732273553991,0,1,4,5,9,80,4.394449154672439,1,2,3,0,25,3.258096538021482,0,1,0,4,5,2,38,1,1,0,380.0
7,1,29,3.4011973816621555,0,2,4,1,9,80,4.394449154672439,1,2,3,0,39,3.6888794541139363,0,0,4,4,9,2,38,6,1,0,904.8
6,7,15,2.772588722239781,0,0,0,1,5,100,4.61512051684126,1,1,2,0,19,2.995732273553991,0,1,4,5,9,0,30,4,1,0,285.0
7,5,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,5,5,20,3.044522437723423,1,2,0,6,0,0,3,2,5,3,40.0
4,7,36,3.6109179126442243,1,0,1,1,6,15,2.772588722239781,0,0,1,5,37,3.6375861597263857,0,1,2,2,7,2,23,1,1,0,199.8
4,2,39,3.6888794541139363,0,0,4,4,9,100,4.61512051684126,1,1,2,0,14,2.70805020110221,1,2,4,0,4,1,8,0,1,0,546.0
6,7,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,5,5,17,2.8903717578961645,0,2,2,3,7,2,33,6,1,1,4.25
5,6,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,1,5,38,3.6635616461296463,1,2,3,3,8,0,20,1,1,0,34.2
3,4,33,3.5263605246161616,0,0,3,5,3,125,4.836281906951478,0,2,6,5,7,2.0794415416798357,0,1,2,0,7,0,7,6,1,0,288.75
1,7,29,3.4011973816621555,0,2,4,1,9,20,3.044522437723423,1,2,6,0,16,2.833213344056216,1,1,1,2,6,0,17,6,1,0,92.8
1,3,30,3.4339872044851463,1,0,0,2,0,150,5.017279836814924,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,2,4,0,2,1,360.0
3,1,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,19,2.995732273553991,0,1,4,5,9,2,11,0,1,0,28.5
0,0,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,3,0,9,2.302585092994046,0,0,4,2,9,1,16,4,1,0,6.3
3,7,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,6,0,23,3.1780538303479458,0,2,3,2,3,1,31,2,1,1,46.0
4,7,14,2.70805020110221,1,2,4,0,4,50,3.9318256327243257,1,2,1,0,8,2.1972245773362196,1,2,3,1,8,2,28,6,2,0,56.0
4,3,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,5,5,32,3.4965075614664802,1,2,2,4,2,1,12,4,1,0,44.8
3,3,21,3.091042453358316,0,0,1,0,1,125,4.836281906951478,0,2,6,5,32,3.4965075614664802,1,2,2,4,2,2,21,4,1,0,840.0
1,2,23,3.1780538303479458,0,2,3,2,3,100,4.61512051684126,1,1,2,0,40,3.713572066704308,1,1,0,5,0,1,8,5,1,0,920.0
0,1,19,2.995732273553991,0,1,4,5,9,25,3.258096538021482,0,1,4,5,36,3.6109179126442243,1,0,1,1,6,1,26,4,1,0,171.0
4,2,32,3.4965075614664802,1,2,2,4,2,25,3.258096538021482,0,1,4,5,10,2.3978952727983707,1,1,0,3,0,0,18,5,1,0,80.0
1,7,33,3.5263605246161616,0,0,3,5,3,40,3.713572066704308,1,1,5,0,27,3.332204510175204,0,0,2,6,7,0,10,0,1,0,356.4
6,6,12,2.5649493574615367,1,0,2,5,2,50,3.9318256327243257,1,2,1,0,17,2.8903717578961645,0,2,2,3,7,2,28,4,1,0,102.0
4,1,38,3.6635616461296463,1,2,3,3,8,100,4.61512051684126,1,1,2,0,22,3.1354942159291497,1,1,2,1,2,1,8,2,2,0,836.0
0,3,15,2.772588722239781,0,0,0,1,5,150,5.017279836814924,1,0,3,0,14,2.70805020110221,1,2,4,0,4,0,19,6,1,1,315.0
5,0,38,3.6635616461296463,1,2,3,3,8,10,2.3978952727983707,1,1,3,0,30,3.4339872044851463,1,0,0,2,0,1,16,6,2,1,114.0
5,6,28,3.367295829986474,1,1,3,0,8,100,4.61512051684126,1,1,2,0,23,3.1780538303479458,0,2,3,2,3,0,30,4,1,0,644.0
6,5,16,2.833213344056216,1,1,1,2,6,75,4.330733340286331,0,0,5,5,31,3.4657359027997265,0,1,1,3,1,1,9,1,1,0,372.0
3,4,24,3.2188758248682006,1,0,4,3,4,15,2.772588722239781,0,0,1,5,19,2.995732273553991,0,1,4,5,9,2,23,6,1,0,68.4
1,5,11,2.4849066497880004,0,2,1,4,1,125,4.836281906951478,0,2,6,5,15,2.772588722239781,0,0,0,1,5,2,21,4,1,0,206.25
6,7,13,2.6390573296152584,0,1,3,6,3,100,4.61512051684126,1,1,2,0,29,3.4011973816621555,0,2,4,1,9,0,30,1,1,0,377.0
2,6,34,3.5553480614894135,1,1,4,6,4,75,4.330733340286331,0,0,5,5,29,3.4011973816621555,0,2,4,1,9,1,9,0,1,0,739.5
5,1,13,2.6390573296152584,0,1,3,6,3,150,5.017279836814924,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,0,19,0,1,0,234.0
2,2,40,3.713572066704308,1,1,0,5,0,100,4.61512051684126,1,1,2,0,31,3.4657359027997265,0,1,1,3,1,2,34,0,1,0,1240.0
6,7,22,3.1354942159291497,1,1,2,1,2,200,5.303304908059076,1,2,4,0,31,3.4657359027997265,0,1,1,3,1,0,0,6,1,0,1364.0
1,5,26,3.295836866004329,1,2,1,5,6,80,4.394449154672439,1,2,3,0,9,2.302585092994046,0,0,4,2,9,1,5,0,1,0,187.2
3,0,21,3.091042453358316,0,0,1,0,1,150,5.017279836814924,1,0,3,0,31,3.4657359027997265,0,1,1,3,1,1,1,4,1,0,976.5
2,7,6,1.9459101490553132,1,0,1,6,6,100,4.61512051684126,1,1,2,0,24,3.2188758248682006,1,0,4,3,4,1,8,2,2,1,144.0
7,0,29,3.4011973816621555,0,2,4,1,9,200,5.303304908059076,1,2,4,0,30,3.4339872044851463,1,0,0,2,0,0,0,5,1,0,1740.0
7,7,35,3.58351893845611,0,2,0,0,5,125,4.836281906951478,0,2,6,5,12,2.5649493574615367,1,0,2,5,2,2,21,1,1,0,525.0
1,2,31,3.4657359027997265,0,1,1,3,1,75,4.330733340286331,0,0,5,5,31,3.4657359027997265,0,1,1,3,1,0,13,1,1,1,720.75
4,5,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,5,5,25,3.258096538021482,0,1,0,4,5,2,33,0,5,2,12.5
6,2,22,3.1354942159291497,1,1,2,1,2,80,4.394449154672439,1,2,3,0,35,3.58351893845611,0,2,0,0,5,0,36,0,1,0,616.0
4,4,16,2.833213344056216,1,1,1,2,6,100,4.61512051684126,1,1,2,0,38,3.6635616461296463,1,2,3,3,8,0,30,3,2,0,608.0
3,2,23,3.1780538303479458,0,2,3,2,3,150,5.017279836814924,1,0,3,0,14,2.70805020110221,1,2,4,0,4,1,1,0,1,0,483.0
2,6,33,3.5263605246161616,0,0,3,5,3,50,3.9318256327243257,1,2,1,0,8,2.1972245773362196,1,2,3,1,8,1,27,5,1,0,132.0
2,0,12,2.5649493574615367,1,0,2,5,2,75,4.330733340286331,0,0,5,5,9,2.302585092994046,0,0,4,2,9,1,9,5,3,0,81.0
5,5,31,3.4657359027997265,0,1,1,3,1,75,4.330733340286331,0,0,5,5,30,3.4339872044851463,1,0,0,2,0,1,9,4,1,0,697.5
0,7,26,3.295836866004329,1,2,1,5,6,15,2.772588722239781,0,0,1,5,40,3.713572066704308,1,1,0,5,0,2,23,5,1,0,156.0
1,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,5,5,33,3.5263605246161616,0,0,3,5,3,0,3,4,1,1,4.95
1,3,36,3.6109179126442243,1,0,1,1,6,150,5.017279836814924,1,0,3,0,23,3.1780538303479458,0,2,3,2,3,2,4,1,1,0,1242.0
4,2,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,5,5,35,3.58351893845611,0,2,0,0,5,1,12,0,1,1,40.25
3,1,17,2.8903717578961645,0,2,2,3,7,50,3.9318256327243257,1,2,1,0,10,2.3978952727983707,1,1,0,3,0,1,27,3,1,1,85.0
3,6,37,3.6375861597263857,0,1,2,2,7,125,4.836281906951478,0,2,6,5,40,3.713572066704308,1,1,0,5,0,2,21,0,1,0,1850.0
5,7,38,3.6635616461296463,1,2,3,3,8,200,5.303304908059076,1,2,4,0,30,3.4339872044851463,1,0,0,2,0,0,0,5,2,0,2280.0
6,1,11,2.4849066497880004,0,2,1,4,1,25,3.258096538021482,0,1,4,5,24,3.2188758248682006,1,0,4,3,4,1,26,5,1,0,66.0
2,6,20,3.044522437723423,1,2,0,6,0,50,3.9318256327243257,1,2,1,0,22,3.1354942159291497,1,1,2,1,2,0,2,4,2,0,220.0
6,5,33,3.5263605246161616,0,0,3,5,3,20,3.044522437723423,1,2,6,0,24,3.2188758248682006,1,0,4,3,4,1,31,4,1,0,158.4
1,2,31,3.4657359027997265,0,1,1,3,1,15,2.772588722239781,0,0,1,5,21,3.091042453358316,0,0,1,0,1,1,14,5,1,0,97.65
0,7,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,31,3.4657359027997265,0,1,1,3,1,2,15,1,1,0,74.4
0,5,24,3.2188758248682006,1,0,4,3,4,25,3.258096538021482,0,1,4,5,11,2.4849066497880004,0,2,1,4,1,2,11,6,1,0,66.0
3,3,29,3.4011973816621555,0,2,4,1,9,125,4.836281906951478,0,2,6,5,9,2.302585092994046,0,0,4,2,9,1,6,1,1,0,326.25
3,1,30,3.4339872044851463,1,0,0,2,0,25,3.258096538021482,0,1,4,5,25,3.258096538021482,0,1,0,4,5,1,26,0,5,1,187.5
7,3,36,3.6109179126442243,1,0,1,1,6,25,3.258096538021482,0,1,4,5,39,3.6888794541139363,0,0,4,4,9,0,18,2,1,0,351.0
4,4,14,2.70805020110221,1,2,4,0,4,125,4.836281906951478,0,2,6,5,11,2.4849066497880004,0,2,1,4,1,1,6,5,1,0,192.5
1,4,21,3.091042453358316,0,0,1,0,1,100,4.61512051684126,1,1,2,0,9,2.302585092994046,0,0,4,2,9,0,30,1,1,0,189.0
2,2,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,0,20,3,1,0,4.2
4,4,12,2.5649493574615367,1,0,2,5,2,80,4.394449154672439,1,2,3,0,12,2.5649493574615367,1,0,2,5,2,0,36,1,4,1,115.2
6,3,16,2.833213344056216,1,1,1,2,6,75,4.330733340286331,0,0,5,5,30,3.4339872044851463,1,0,0,2,0,1,9,6,1,0,360.0
7,7,38,3.6635616461296463,1,2,3,3,8,75,4.330733340286331,0,0,5,5,9,2.302585092994046,0,0,4,2,9,0,13,4,1,0,256.5
7,5,34,3.5553480614894135,1,1,4,6,4,50,3.9318256327243257,1,2,1,0,17,2.8903717578961645,0,2,2,3,7,2,28,3,1,1,289.0
7,6,15,2.772588722239781,0,0,0,1,5,200,5.303304908059076,1,2,4,0,21,3.091042453358316,0,0,1,0,1,0,0,3,1,0,630.0
6,2,33,3.5263605246161616,0,0,3,5,3,200,5.303304908059076,1,2,4,0,39,3.6888794541139363,0,0,4,4,9,0,0,5,1,0,2574.0
0,7,32,3.4965075614664802,1,2,2,4,2,25,3.258096538021482,0,1,4,5,6,1.9459101490553132,1,0,1,6,6,1,26,5,1,0,48.0
7,3,20,3.044522437723423,1,2,0,6,0,125,4.836281906951478,0,2,6,5,15,2.772588722239781,0,0,0,1,5,2,21,4,5,0,375.0
7,7,21,3.091042453358316,0,0,1,0,1,125,4.836281906951478,0,2,6,5,20,3.044522437723423,1,2,0,6,0,0,7,0,1,0,525.0
2,6,39,3.6888794541139363,0,0,4,4,9,50,3.9318256327243257,1,2,1,0,25,3.258096538021482,0,1,0,4,5,2,28,2,1,1,487.5
4,4,30,3.4339872044851463,1,0,0,2,0,40,3.713572066704308,1,1,5,0,21,3.091042453358316,0,0,1,0,1,2,15,0,1,0,252.0
0,1,23,3.1780538303479458,0,2,3,2,3,25,3.258096538021482,0,1,4,5,32,3.4965075614664802,1,2,2,4,2,1,26,1,1,0,184.0
6,0,38,3.6635616461296463,1,2,3,3,8,5,1.791759469228055,0,2,5,5,26,3.295836866004329,1,2,1,5,6,2,33,0,1,0,49.4
4,4,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,19,2.995732273553991,0,1,4,5,9,1,24,6,1,0,45.6
7,7,18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,6,0,28,3.367295829986474,1,1,3,0,8,1,31,4,2,0,100.8
1,5,26,3.295836866004329,1,2,1,5,6,150,5.017279836814924,1,0,3,0,25,3.258096538021482,0,1,0,4,5,2,4,1,1,1,975.0
3,6,23,3.1780538303479458,0,2,3,2,3,80,4.394449154672439,1,2,3,0,24,3.2188758248682006,1,0,4,3,4,0,36,5,1,0,441.6
1,7,20,3.044522437723423,1,2,0,6,0,20,3.044522437723423,1,2,6,0,29,3.4011973816621555,0,2,4,1,9,1,31,5,1,1,116.0
2,6,28,3.367295829986474,1,1,3,0,8,100,4.61512051684126,1,1,2,0,32,3.4965075614664802,1,2,2,4,2,0,30,1,4,0,896.0
2,7,36,3.6109179126442243,1,0,1,1,6,200,5.303304908059076,1,2,4,0,12,2.5649493574615367,1,0,2,5,2,1,25,0,4,1,864.0
5,7,21,3.091042453358316,0,0,1,0,1,125,4.836281906951478,0,2,6,5,14,2.70805020110221,1,2,4,0,4,2,21,5,1,0,367.5
3,3,21,3.091042453358316,0,0,1,0,1,80,4.394449154672439,1,2,3,0,32,3.4965075614664802,1,2,2,4,2,2,38,5,1,0,537.6
5,4,17,2.8903717578961645,0,2,2,3,7,200,5.303304908059076,1,2,4,0,6,1.9459101490553132,1,0,1,6,6,0,0,3,1,0,204.0
3,3,7,2.0794415416798357,0,1,2,0,7,200,5.303304908059076,1,2,4,0,40,3.713572066704308,1,1,0,5,0,1,25,1,1,1,560.0
6,7,19,2.995732273553991,0,1,4,5,9,200,5.303304908059076,1,2,4,0,24,3.2188758248682006,1,0,4,3,4,2,37,1,1,0,912.0
7,7,21,3.091042453358316,0,0,1,0,1,40,3.713572066704308,1,1,5,0,29,3.4011973816621555,0,2,4,1,9,1,24,2,1,0,243.6
7,0,21,3.091042453358316,0,0,1,0,1,125,4.836281906951478,0,2,6,5,19,2.995732273553991,0,1,4,5,9,1,6,5,1,0,498.75
2,6,36,3.6109179126442243,1,0,1,1,6,5,1.791759469228055,0,2,5,5,38,3.6635616461296463,1,2,3,3,8,2,33,4,1,0,68.4
6,4,24,3.2188758248682006,1,0,4,3,4,80,4.394449154672439,1,2,3,0,13,2.6390573296152584,0,1,3,6,3,1,5,4,1,0,249.6
6,0,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,5,5,26,3.295836866004329,1,2,1,5,6,2,33,0,1,0,10.4
2,2,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,5,5,38,3.6635616461296463,1,2,3,3,8,0,3,1,1,0,34.2
0,7,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,5,1.791759469228055,0,2,0,5,5,2,11,5,5,3,6.25
3,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,5,5,34,3.5553480614894135,1,1,4,6,4,1,12,2,1,0,5.1
4,5,37,3.6375861597263857,0,1,2,2,7,15,2.772588722239781,0,0,1,5,20,3.044522437723423,1,2,0,6,0,2,23,3,1,0,111.0
7,0,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,34,3.5553480614894135,1,1,4,6,4,2,15,2,1,1,68.0
7,7,15,2.772588722239781,0,0,0,1,5,150,5.017279836814924,1,0,3,0,29,3.4011973816621555,0,2,4,1,9,0,19,3,1,1,652.5
4,4,38,3.6635616461296463,1,2,3,3,8,20,3.044522437723423,1,2,6,0,6,1.9459101490553132,1,0,1,6,6,2,29,2,2,0,45.6
6,6,4,1.6094379124341003,1,1,4,4,4,75,4.330733340286331,0,0,5,5,32,3.4965075614664802,1,2,2,4,2,1,9,1,1,1,96.0
0,1,35,3.58351893845611,0,2,0,0,5,75,4.330733340286331,0,0,5,5,20,3.044522437723423,1,2,0,6,0,0,13,6,5,0,525.0
0,1,32,3.4965075614664802,1,2,2,4,2,5,1.791759469228055,0,2,5,5,13,2.6390573296152584,0,1,3,6,3,2,33,3,1,0,20.8
2,2,27,3.332204510175204,0,0,2,6,7,80,4.394449154672439,1,2,3,0,40,3.713572066704308,1,1,0,5,0,1,5,1,1,1,864.0
7,7,29,3.4011973816621555,0,2,4,1,9,15,2.772588722239781,0,0,1,5,27,3.332204510175204,0,0,2,6,7,1,14,3,1,0,117.45
5,4,30,3.4339872044851463,1,0,0,2,0,150,5.017279836814924,1,0,3,0,15,2.772588722239781,0,0,0,1,5,0,19,1,15,3,675.0
6,1,23,3.1780538303479458,0,2,3,2,3,40,3.713572066704308,1,1,5,0,14,2.70805020110221,1,2,4,0,4,2,15,2,1,0,128.8
2,5,30,3.4339872044851463,1,0,0,2,0,200,5.303304908059076,1,2,4,0,30,3.4339872044851463,1,0,0,2,0,0,0,0,10,1,1800.0
7,7,39,3.6888794541139363,0,0,4,4,9,200,5.303304908059076,1,2,4,0,21,3.091042453358316,0,0,1,0,1,2,37,3,1,0,1638.0
7,0,22,3.1354942159291497,1,1,2,1,2,200,5.303304908059076,1,2,4,0,37,3.6375861597263857,0,1,2,2,7,0,0,4,1,0,1628.0
0,7,3,1.3862943611198906,0,0,3,3,3,80,4.394449154672439,1,2,3,0,29,3.4011973816621555,0,2,4,1,9,1,5,5,1,0,69.6
7,3,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,5,5,33,3.5263605246161616,0,0,3,5,3,2,33,2,1,1,33.0
5,7,13,2.6390573296152584,0,1,3,6,3,80,4.394449154672439,1,2,3,0,17,2.8903717578961645,0,2,2,3,7,2,38,6,1,0,176.8
5,4,37,3.6375861597263857,0,1,2,2,7,10,2.3978952727983707,1,1,3,0,15,2.772588722239781,0,0,0,1,5,2,22,1,1,0,55.5
2,6,17,2.8903717578961645,0,2,2,3,7,150,5.017279836814924,1,0,3,0,19,2.995732273553991,0,1,4,5,9,2,4,3,1,0,484.5
1,6,32,3.4965075614664802,1,2,2,4,2,150,5.017279836814924,1,0,3,0,29,3.4011973816621555,0,2,4,1,9,1,1,5,1,0,1392.0
3,0,25,3.258096538021482,0,1,0,4,5,20,3.044522437723423,1,2,6,0,34,3.5553480614894135,1,1,4,6,4,0,17,4,1,0,170.0
7,7,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,1,0,10,2.3978952727983707,1,1,0,3,0,2,28,5,5,3,25.0
5,7,11,2.4849066497880004,0,2,1,4,1,75,4.330733340286331,0,0,5,5,16,2.833213344056216,1,1,1,2,6,0,13,1,1,0,132.0
6,0,40,3.713572066704308,1,1,0,5,0,40,3.713572066704308,1,1,5,0,32,3.4965075614664802,1,2,2,4,2,2,15,4,8,1,512.0
7,3,18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,1,5,21,3.091042453358316,0,0,1,0,1,2,23,2,3,0,56.7
0,7,40,3.713572066704308,1,1,0,5,0,10,2.3978952727983707,1,1,3,0,19,2.995732273553991,0,1,4,5,9,0,35,4,1,1,76.0
3,0,27,3.332204510175204,0,0,2,6,7,200,5.303304908059076,1,2,4,0,9,2.302585092994046,0,0,4,2,9,2,37,6,1,1,486.0
0,3,36,3.6109179126442243,1,0,1,1,6,100,4.61512051684126,1,1,2,0,22,3.1354942159291497,1,1,2,1,2,2,34,3,2,0,792.0
7,3,4,1.6094379124341003,1,1,4,4,4,125,4.836281906951478,0,2,6,5,15,2.772588722239781,0,0,0,1,5,2,21,1,1,0,75.0
5,5,29,3.4011973816621555,0,2,4,1,9,100,4.61512051684126,1,1,2,0,31,3.4657359027997265,0,1,1,3,1,2,34,0,1,0,899.0
3,2,33,3.5263605246161616,0,0,3,5,3,10,2.3978952727983707,1,1,3,0,34,3.5553480614894135,1,1,4,6,4,1,16,5,1,0,112.2
0,4,39,3.6888794541139363,0,0,4,4,9,10,2.3978952727983707,1,1,3,0,38,3.6635616461296463,1,2,3,3,8,1,16,5,1,0,148.2
4,6,24,3.2188758248682006,1,0,4,3,4,75,4.330733340286331,0,0,5,5,9,2.302585092994046,0,0,4,2,9,2,32,0,3,0,162.0
2,7,12,2.5649493574615367,1,0,2,5,2,25,3.258096538021482,0,1,4,5,24,3.2188758248682006,1,0,4,3,4,1,26,6,1,1,72.0
7,1,5,1.791759469228055,0,2,0,5,5,100,4.61512051684126,1,1,2,0,6,1.9459101490553132,1,0,1,6,6,1,8,4,1,1,30.0
