slot_buyer_name,slot_item1_name,slot_item2_name,slot_item3_name,slot_n_item1,slot_n_item1_abs_log1p,slot_n_item1_is_even,slot_n_item1_mod3,slot_n_item1_mod5,slot_n_item1_mod7,slot_n_item1_mod10,slot_n_item2,slot_n_item2_abs_log1p,slot_n_item2_is_even,slot_n_item2_mod3,slot_n_item2_mod5,slot_n_item2_mod7,slot_n_item2_mod10,slot_item3_per_item1,slot_item3_per_item1_abs_log1p,slot_item3_per_item1_is_even,slot_item3_per_item1_mod3,slot_item3_per_item1_mod5,slot_item3_per_item1_mod7,slot_item3_per_item1_mod10,slot_cost_item1,slot_cost_item1_abs_log1p,slot_cost_item1_mod3,slot_cost_item1_mod7,slot_ratio_num,slot_ratio_num_abs_log1p,slot_ratio_num_is_even,slot_ratio_num_mod3,slot_ratio_num_mod5,slot_ratio_num_mod7,slot_ratio_num_mod10,slot_ratio_den,slot_ratio_den_abs_log1p,slot_ratio_den_is_even,slot_ratio_den_mod3,slot_ratio_den_mod5,slot_ratio_den_mod7,slot_ratio_den_mod10,slot_cost_item3,slot_cost_item3_abs_log1p,slot_cost_item3_is_even,slot_cost_item3_mod3,slot_cost_item3_mod7,slot_cost_item3_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
2,2,2,2,17,2.8903717578961645,0,2,2,3,7,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,2660,7.886457270977689,2,0,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,20,3.044522437723423,1,2,6,0,2,1,5,71200.0
3,3,3,3,20,3.044522437723423,1,2,0,6,0,26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,0,0,3,3,3,1600,7.3783837129967145,1,4,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,370,5.916202062607435,1,1,6,0,0,1,5,75000.0
1,2,2,2,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,11800,9.375939552625749,1,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,390,5.968707559985366,1,0,5,0,2,1,11,259400.0
8,1,1,1,5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,1960,7.581209826196346,1,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,120,4.795790545596741,1,0,1,0,1,1,11,30220.0
0,3,3,3,19,2.995732273553991,0,1,4,5,9,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,5600,8.630700432209832,2,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,175,5.170483995038151,0,1,0,5,3,1,13,130725.0
5,3,3,3,21,3.091042453358316,0,0,1,0,1,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,5600,8.630700432209832,2,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,120,4.795790545596741,1,0,1,0,3,1,10,166320.0
6,0,0,0,29,3.4011973816621555,0,2,4,1,9,22,3.1354942159291497,1,1,2,1,2,5,1.791759469228055,0,2,0,5,5,2280,7.732369222284388,0,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,110,4.709530201312334,1,2,5,0,0,1,10,98790.0
9,6,6,6,28,3.367295829986474,1,1,3,0,8,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,2000,7.601402334583733,2,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,1,1,13,89400.0
2,5,5,5,10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,7000,8.853808274977197,1,0,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,110,4.709530201312334,1,2,5,0,2,2,11,135200.0
2,4,4,4,11,2.4849066497880004,0,2,1,4,1,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,2240,7.714677473800927,2,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,185,5.225746673713202,0,2,3,5,1,1,4,53650.0
0,0,0,0,23,3.1780538303479458,0,2,3,2,3,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,2240,7.714677473800927,2,0,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,370,5.916202062607435,1,1,6,0,1,1,8,71790.0
3,5,5,5,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,3480,8.15507488781144,0,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,190,5.25227342804663,1,1,1,0,3,2,14,91880.0
1,2,2,2,21,3.091042453358316,0,0,1,0,1,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,2040,7.621195162809845,0,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,150,5.017279836814924,1,0,3,0,0,1,14,71940.0
7,2,2,2,18,2.9444389791664403,1,0,3,4,8,23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,0,1,6,6,1680,7.427144133408616,0,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,310,5.739792912179234,1,1,2,0,0,1,12,83040.0
3,1,1,1,14,2.70805020110221,1,2,4,0,4,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,360,5.8888779583328805,0,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,85,4.454347296253507,0,1,1,5,1,1,11,9760.0
6,0,0,0,20,3.044522437723423,1,2,0,6,0,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,9000,9.105090961257085,0,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,70,4.2626798770413155,1,1,0,0,3,1,11,270600.0
6,3,3,3,16,2.833213344056216,1,1,1,2,6,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,0,1,1,1,1,100,4.61512051684126,1,2,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,130,4.875197323201151,1,1,4,0,0,1,10,5180.0
3,6,6,6,24,3.2188758248682006,1,0,4,3,4,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,700,6.55250788703459,1,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,310,5.739792912179234,1,1,2,0,1,1,15,40780.0
2,0,0,0,19,2.995732273553991,0,1,4,5,9,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,1620,7.390798521735676,0,3,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,220,5.3981627015177525,1,1,3,0,3,1,9,49000.0
7,6,6,6,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,8000,8.987321812850125,2,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,180,5.198497031265826,1,0,5,0,2,1,14,60320.0
8,0,0,0,27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,22000,9.99884318585288,1,6,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,45,3.828641396489095,0,0,3,5,0,1,8,667610.0
0,5,5,5,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,10800,9.287394001418473,0,6,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,140,4.948759890378168,1,2,0,0,0,1,12,208400.0
0,1,1,1,10,2.3978952727983707,1,1,0,3,0,26,3.295836866004329,1,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,4500,8.412054873292933,0,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,330,5.802118375377063,1,0,1,0,3,1,12,142800.0
8,5,5,5,13,2.6390573296152584,0,1,3,6,3,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,9440,9.152817185732516,2,4,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,160,5.081404364984463,1,1,6,0,1,1,8,229600.0
4,2,2,2,12,2.5649493574615367,1,0,2,5,2,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,1230,7.115582126184454,0,5,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,75,4.330733340286331,0,0,5,5,1,1,5,31640.0
0,1,1,1,8,2.1972245773362196,1,2,3,1,8,29,3.4011973816621555,0,2,4,1,9,2,1.0986122886681098,1,2,2,2,2,6450,8.771990436532242,0,3,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,150,5.017279836814924,1,0,3,0,0,1,7,178700.0
7,3,3,3,27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,15600,9.65509029374725,0,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,6,0,2,1,10,480780.0
8,5,5,5,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,800,6.68586094706836,2,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,160,5.081404364984463,1,1,6,0,0,1,12,42400.0
3,5,5,5,21,3.091042453358316,0,0,1,0,1,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,360,5.8888779583328805,0,3,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,110,4.709530201312334,1,2,5,0,0,1,9,15210.0
9,6,6,6,29,3.4011973816621555,0,2,4,1,9,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,16450,9.708141544619421,1,0,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,200,5.303304908059076,1,2,4,0,2,1,4,607250.0
9,4,4,4,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,2820,7.944846711001996,0,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,70,4.2626798770413155,1,1,0,0,2,1,9,29360.0
1,4,4,4,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,5400,8.594339400592892,0,3,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,100,4.61512051684126,1,1,2,0,1,1,10,61600.0
9,0,0,0,24,3.2188758248682006,1,0,4,3,4,22,3.1354942159291497,1,1,2,1,2,1,0.6931471805599453,0,1,1,1,1,780,6.660575149839686,0,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,165,5.111987788356544,0,0,4,5,1,1,14,28400.0
5,1,1,1,28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,2100,7.650168700845001,0,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,260,5.564520407322694,1,2,1,0,2,1,10,108640.0
5,0,0,0,6,1.9459101490553132,1,0,1,6,6,29,3.4011973816621555,0,2,4,1,9,6,1.9459101490553132,1,0,1,6,6,1860,7.528869256642251,0,5,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,100,4.61512051684126,1,1,2,0,2,1,11,32740.0
4,1,1,1,7,2.0794415416798357,0,1,2,0,7,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,12500,9.433563920090563,2,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,90,4.51085950651685,1,0,6,0,0,1,7,241280.0
0,0,0,0,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1680,7.427144133408616,0,0,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,160,5.081404364984463,1,1,6,0,3,1,7,45360.0
5,6,6,6,15,2.772588722239781,0,0,0,1,5,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,4800,8.476579508530941,0,5,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,120,4.795790545596741,1,0,1,0,3,1,12,99800.0
5,6,6,6,24,3.2188758248682006,1,0,4,3,4,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,750,6.621405651764134,0,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,320,5.771441123130016,1,2,5,0,1,2,15,40860.0
4,4,4,4,26,3.295836866004329,1,2,1,5,6,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,3400,8.131824785007195,1,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,340,5.831882477283517,1,1,4,0,2,1,15,126140.0
2,2,2,2,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,12400,9.425532393502772,1,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,3,1,6,208450.0
6,6,6,6,20,3.044522437723423,1,2,0,6,0,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,47700,10.77270764101727,0,2,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,45,3.828641396489095,0,0,3,5,1,1,7,1589200.0
8,1,1,1,8,2.1972245773362196,1,2,3,1,8,29,3.4011973816621555,0,2,4,1,9,3,1.3862943611198906,0,0,3,3,3,1300,7.170888478512505,1,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,1,1,7,30450.0
9,4,4,4,16,2.833213344056216,1,1,1,2,6,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,3900,8.268988209506656,0,1,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,3,1,9,77950.0
3,0,0,0,20,3.044522437723423,1,2,0,6,0,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,2400,7.783640596221253,0,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,370,5.916202062607435,1,1,6,0,0,1,13,69400.0
9,1,1,1,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,10200,9.23024103368252,0,1,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,80,4.394449154672439,1,2,3,0,3,1,6,226760.0
3,1,1,1,11,2.4849066497880004,0,2,1,4,1,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1500,7.313886831633462,0,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,155,5.049856007249537,0,2,1,5,2,1,5,31120.0
2,1,1,1,24,3.2188758248682006,1,0,4,3,4,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,4900,8.497194544909547,1,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,0,2,13,182160.0
5,1,1,1,17,2.8903717578961645,0,2,2,3,7,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,2640,7.878912912297133,0,1,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,50,3.9318256327243257,1,2,1,0,2,1,8,71190.0
1,4,4,4,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,0,1,6,6,1140,7.039660349862076,0,6,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,140,4.948759890378168,1,2,0,0,3,1,11,16060.0
9,4,4,4,16,2.833213344056216,1,1,1,2,6,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,2880,7.9658927350845286,0,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,160,5.081404364984463,1,1,6,0,3,1,12,70080.0
3,4,4,4,17,2.8903717578961645,0,2,2,3,7,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1350,7.208600337960199,0,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,160,5.081404364984463,1,1,6,0,0,1,13,29270.0
6,3,3,3,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,24800,10.118639253920785,2,6,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,150,5.017279836814924,1,0,3,0,0,1,9,501800.0
9,2,2,2,17,2.8903717578961645,0,2,2,3,7,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,420,6.042632833682381,0,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,1,11,16850.0
2,2,2,2,27,3.332204510175204,0,0,2,6,7,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,2460,7.8083230503910555,0,3,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,40,3.713572066704308,1,1,5,0,3,1,6,79460.0
4,1,1,1,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,8600,9.059633754551479,2,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,90,4.51085950651685,1,0,6,0,1,1,9,89780.0
2,5,5,5,17,2.8903717578961645,0,2,2,3,7,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,5640,8.637816633739977,0,5,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,220,5.3981627015177525,1,1,3,0,2,1,8,154100.0
6,0,0,0,23,3.1780538303479458,0,2,3,2,3,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,6600,8.79497643168877,0,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,320,5.771441123130016,1,2,5,0,0,1,6,212040.0
8,0,0,0,20,3.044522437723423,1,2,0,6,0,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,3150,8.055475141757274,0,0,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,95,4.564348191467836,0,2,4,5,3,1,6,91600.0
3,6,6,6,22,3.1354942159291497,1,1,2,1,2,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,12000,9.392745258631441,0,2,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,105,4.663439094112067,0,0,0,5,1,1,7,351120.0
7,6,6,6,19,2.995732273553991,0,1,4,5,9,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,840,6.734591659972948,0,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,165,5.111987788356544,0,0,4,5,0,1,7,28965.0
8,3,3,3,30,3.4339872044851463,1,0,0,2,0,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,3500,8.160803920954665,2,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,280,5.638354669333745,1,1,0,0,0,1,10,180600.0
1,6,6,6,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,480,6.175867270105761,0,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,290,5.673323267171493,1,2,3,0,1,1,15,3880.0
1,1,1,1,27,3.332204510175204,0,0,2,6,7,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,11400,9.34145634983372,0,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,140,4.948759890378168,1,2,0,0,3,1,13,334340.0
5,5,5,5,17,2.8903717578961645,0,2,2,3,7,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,1920,7.560601162768557,0,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,280,5.638354669333745,1,1,0,0,3,1,11,60360.0
6,0,0,0,21,3.091042453358316,0,0,1,0,1,27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,0,2,0,5,5,10800,9.287394001418473,0,6,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,160,5.081404364984463,1,1,6,0,2,1,6,462300.0
1,2,2,2,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,23600,10.069044362997353,2,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,240,5.484796933490655,1,0,2,0,1,1,15,225400.0
4,4,4,4,10,2.3978952727983707,1,1,0,3,0,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,330,5.802118375377063,0,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,330,5.802118375377063,1,0,1,0,2,1,13,19140.0
1,0,0,0,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,28000,10.239995502805316,1,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,1,0,3,1,8,872200.0
5,0,0,0,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,32200,10.379752786950895,1,0,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,290,5.673323267171493,1,2,3,0,2,1,6,369490.0
7,3,3,3,6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,570,6.3473892096560105,0,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,90,4.51085950651685,1,0,6,0,3,1,19,7380.0
9,0,0,0,11,2.4849066497880004,0,2,1,4,1,29,3.4011973816621555,0,2,4,1,9,4,1.6094379124341003,1,1,4,4,4,2200,7.696667081526462,1,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,2,1,13,41910.0
0,4,4,4,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,18000,9.798182590890704,0,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,70,4.2626798770413155,1,1,0,0,0,1,9,342840.0
6,2,2,2,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,1380,7.2305631534092925,0,1,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,360,5.8888779583328805,1,0,3,0,3,1,14,16720.0
7,1,1,1,24,3.2188758248682006,1,0,4,3,4,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,4410,8.39185670010494,0,0,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,45,3.828641396489095,0,0,3,5,0,1,11,203160.0
8,4,4,4,30,3.4339872044851463,1,0,0,2,0,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,2400,7.783640596221253,0,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,110,4.709530201312334,1,2,5,0,2,1,9,112200.0
2,5,5,5,11,2.4849066497880004,0,2,1,4,1,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,440,6.089044875446846,2,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,135,4.912654885736052,0,0,2,5,3,1,12,11330.0
1,0,0,0,7,2.0794415416798357,0,1,2,0,7,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,860,6.7580945044277305,2,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,190,5.25227342804663,1,1,1,0,3,1,7,23420.0
0,1,1,1,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,400,5.993961427306569,1,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,70,4.2626798770413155,1,1,0,0,0,1,9,11680.0
2,2,2,2,17,2.8903717578961645,0,2,2,3,7,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,6250,8.740496729931813,1,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,1,1,5,202040.0
5,2,2,2,22,3.1354942159291497,1,1,2,1,2,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,2580,7.855932199718614,0,4,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,2,0,1,2,12,92480.0
3,0,0,0,4,1.6094379124341003,1,1,4,4,4,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,19200,9.862717639992917,0,6,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,30,3.4339872044851463,1,0,2,0,0,1,13,177840.0
7,5,5,5,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,3500,8.160803920954665,2,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,1,1,13,43000.0
0,0,0,0,12,2.5649493574615367,1,0,2,5,2,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,960,6.8679744089702925,0,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,140,4.948759890378168,1,2,0,0,1,1,12,23680.0
7,0,0,0,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,240,5.484796933490655,0,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,190,5.25227342804663,1,1,1,0,3,1,5,16800.0
