slot_person_name,slot_item,slot_container_singular,slot_container_plural,slot_servings_per_container,slot_servings_per_container_abs_log1p,slot_servings_per_container_is_even,slot_servings_per_container_mod3,slot_servings_per_container_mod5,slot_servings_per_container_mod7,slot_servings_per_container_mod10,slot_servings_per_day,slot_servings_per_day_abs_log1p,slot_servings_per_day_is_even,slot_servings_per_day_mod3,slot_servings_per_day_mod5,slot_servings_per_day_mod7,slot_servings_per_day_mod10,slot_days,slot_days_abs_log1p,slot_days_is_even,slot_days_mod3,slot_days_mod5,slot_days_mod7,slot_days_mod10,slot_price_per_container,slot_price_per_container_abs_log1p,slot_price_per_container_is_even,slot_price_per_container_mod3,slot_price_per_container_mod5,slot_price_per_container_mod7,slot_price_per_container_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
5,2,8,8,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,114,4.74493212836325,1,0,4,2,4,6,1.9459101490553132,1,0,1,6,6,2,1,4,108.0
6,8,1,1,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,33,3.5263605246161616,0,0,3,5,3,2,1.0986122886681098,1,2,2,2,2,2,1,2,12.0
0,5,3,3,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,169,5.135798437050262,0,1,4,1,9,6,1.9459101490553132,1,0,1,6,6,0,1,4,78.0
5,4,1,1,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,70,4.2626798770413155,1,1,0,0,0,4,1.6094379124341003,1,1,4,4,4,0,1,2,56.0
7,5,2,2,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,100,4.61512051684126,1,1,0,2,0,4,1.6094379124341003,1,1,4,4,4,2,1,4,80.0
1,6,3,3,41,3.7376696182833684,0,2,1,6,1,3,1.3862943611198906,0,0,3,3,3,41,3.7376696182833684,0,2,1,6,1,6,1.9459101490553132,1,0,1,6,6,2,1,2,18.0
4,4,1,1,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,176,5.176149732573829,1,2,1,1,6,8,2.1972245773362196,1,2,3,1,8,2,4,5,128.0
4,4,6,6,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,0,2,1,30.0
6,3,6,6,29,3.4011973816621555,0,2,4,1,9,2,1.0986122886681098,1,2,2,2,2,145,4.983606621708336,0,1,0,5,5,6,1.9459101490553132,1,0,1,6,6,0,1,2,60.0
2,4,2,2,43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,172,5.153291594497779,1,1,2,4,2,6,1.9459101490553132,1,0,1,6,6,2,1,1,120.0
6,5,6,6,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,114,4.74493212836325,1,0,4,2,4,14,2.70805020110221,1,2,4,0,4,2,2,3,266.0
4,4,0,0,33,3.5263605246161616,0,0,3,5,3,5,1.791759469228055,0,2,0,5,5,33,3.5263605246161616,0,0,3,5,3,8,2.1972245773362196,1,2,3,1,8,1,1,1,40.0
6,7,4,4,41,3.7376696182833684,0,2,1,6,1,5,1.791759469228055,0,2,0,5,5,164,5.10594547390058,1,2,4,3,4,3,1.3862943611198906,0,0,3,3,3,1,1,1,60.0
4,3,1,1,23,3.1780538303479458,0,2,3,2,3,1,0.6931471805599453,0,1,1,1,1,161,5.087596335232384,0,2,1,0,1,5,1.791759469228055,0,2,0,5,5,2,1,4,35.0
6,5,6,6,36,3.6109179126442243,1,0,1,1,6,3,1.3862943611198906,0,0,3,3,3,168,5.1298987149230735,1,0,3,0,8,12,2.5649493574615367,1,0,2,5,2,2,3,5,168.0
3,2,7,7,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,70,4.2626798770413155,1,1,0,0,0,9,2.302585092994046,0,0,4,2,9,2,1,2,135.0
8,8,3,3,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,171,5.147494476813453,0,0,1,3,1,6,1.9459101490553132,1,0,1,6,6,0,1,4,54.0
9,4,3,3,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,126,4.844187086458591,1,0,1,0,6,10,2.3978952727983707,1,1,0,3,0,2,2,1,140.0
8,6,6,6,44,3.8066624897703196,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,66,4.204692619390966,1,0,1,3,6,2,1.0986122886681098,1,2,2,2,2,0,2,5,6.0
3,4,7,7,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,102,4.634728988229636,1,0,2,4,2,12,2.5649493574615367,1,0,2,5,2,1,3,3,204.0
1,4,1,1,34,3.5553480614894135,1,1,4,6,4,2,1.0986122886681098,1,2,2,2,2,153,5.0369526024136295,0,0,3,6,3,10,2.3978952727983707,1,1,0,3,0,2,1,2,90.0
9,2,4,4,26,3.295836866004329,1,2,1,5,6,4,1.6094379124341003,1,1,4,4,4,91,4.5217885770490405,0,1,1,0,1,15,2.772588722239781,0,0,0,1,5,2,1,0,210.0
3,2,6,6,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,150,5.017279836814924,1,0,0,3,0,7,2.0794415416798357,0,1,2,0,7,1,1,3,105.0
8,1,5,5,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,77,4.356708826689592,0,2,2,0,7,4,1.6094379124341003,1,1,4,4,4,0,1,2,28.0
5,9,4,4,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,100,4.61512051684126,1,1,0,2,0,4,1.6094379124341003,1,1,4,4,4,0,2,6,40.0
6,7,5,5,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,100,4.61512051684126,1,1,0,2,0,3,1.3862943611198906,0,0,3,3,3,1,1,3,60.0
7,8,5,5,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,153,5.0369526024136295,0,0,3,6,3,9,2.302585092994046,0,0,4,2,9,2,1,3,153.0
1,5,5,5,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,10,2.3978952727983707,1,1,0,3,0,2,1,2,40.0
0,9,5,5,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,70,4.2626798770413155,1,1,0,0,0,5,1.791759469228055,0,2,0,5,5,2,1,2,50.0
4,7,8,8,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,78,4.3694478524670215,1,0,3,1,8,3,1.3862943611198906,0,0,3,3,3,2,1,2,45.0
4,6,4,4,31,3.4657359027997265,0,1,1,3,1,2,1.0986122886681098,1,2,2,2,2,93,4.543294782270004,0,0,3,2,3,6,1.9459101490553132,1,0,1,6,6,2,1,2,36.0
7,6,2,2,32,3.4965075614664802,1,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,64,4.174387269895637,1,1,4,1,4,9,2.302585092994046,0,0,4,2,9,2,1,3,72.0
2,8,6,6,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,3,1.3862943611198906,0,0,3,3,3,2,3,6,27.0
9,2,8,8,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,0,1,0,13,2.6390573296152584,0,1,3,6,3,0,1,1,130.0
7,4,6,6,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,0,1,3,42.0
5,2,1,1,46,3.8501476017100584,1,1,1,4,6,4,1.6094379124341003,1,1,4,4,4,92,4.532599493153256,1,2,2,1,2,15,2.772588722239781,0,0,0,1,5,0,1,2,120.0
5,2,6,6,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,72,4.290459441148391,1,0,2,2,2,4,1.6094379124341003,1,1,4,4,4,0,1,2,48.0
8,9,1,1,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,117,4.770684624465665,0,0,2,5,7,2,1.0986122886681098,1,2,2,2,2,1,1,3,26.0
6,8,2,2,43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,43,3.784189633918261,0,1,3,1,3,7,2.0794415416798357,0,1,2,0,7,2,1,1,35.0
4,9,2,2,37,3.6375861597263857,0,1,2,2,7,5,1.791759469228055,0,2,0,5,5,37,3.6375861597263857,0,1,2,2,7,8,2.1972245773362196,1,2,3,1,8,2,1,1,40.0
0,7,5,5,27,3.332204510175204,0,0,2,6,7,2,1.0986122886681098,1,2,2,2,2,162,5.093750200806762,1,0,2,1,2,7,2.0794415416798357,0,1,2,0,7,0,1,2,84.0
4,9,6,6,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,152,5.030437921392435,1,2,2,5,2,5,1.791759469228055,0,2,0,5,5,1,1,4,95.0
7,5,1,1,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,37,3.6375861597263857,0,1,2,2,7,5,1.791759469228055,0,2,0,5,5,1,1,1,20.0
8,3,5,5,31,3.4657359027997265,0,1,1,3,1,5,1.791759469228055,0,2,0,5,5,62,4.143134726391533,1,2,2,6,2,12,2.5649493574615367,1,0,2,5,2,0,1,1,120.0
8,1,3,3,35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,70,4.2626798770413155,1,1,0,0,0,9,2.302585092994046,0,0,4,2,9,0,1,1,72.0
5,2,1,1,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,171,5.147494476813453,0,0,1,3,1,7,2.0794415416798357,0,1,2,0,7,1,1,4,63.0
2,0,0,0,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,42,3.7612001156935624,1,0,2,0,2,14,2.70805020110221,1,2,4,0,4,0,1,5,98.0
2,9,8,8,41,3.7376696182833684,0,2,1,6,1,2,1.0986122886681098,1,2,2,2,2,82,4.418840607796598,1,1,2,5,2,12,2.5649493574615367,1,0,2,5,2,2,1,3,48.0
8,0,4,4,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,70,4.2626798770413155,1,1,0,0,0,4,1.6094379124341003,1,1,4,4,4,0,1,1,60.0
7,1,7,7,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,81,4.406719247264253,0,0,1,4,1,10,2.3978952727983707,1,1,0,3,0,0,1,0,180.0
3,7,6,6,28,3.367295829986474,1,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,140,4.948759890378168,1,2,0,0,0,2,1.0986122886681098,1,2,2,2,2,1,1,3,30.0
5,1,5,5,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,63,4.1588830833596715,0,0,3,0,3,5,1.791759469228055,0,2,0,5,5,0,1,0,90.0
9,5,0,0,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,38,3.6635616461296463,1,2,3,3,8,6,1.9459101490553132,1,0,1,6,6,0,1,1,114.0
0,3,0,0,43,3.784189633918261,0,1,3,1,3,2,1.0986122886681098,1,2,2,2,2,129,4.867534450455582,0,0,4,3,9,5,1.791759469228055,0,2,0,5,5,0,1,1,30.0
2,3,8,8,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,168,5.1298987149230735,1,0,3,0,8,2,1.0986122886681098,1,2,2,2,2,0,2,5,28.0
7,4,8,8,26,3.295836866004329,1,2,1,5,6,4,1.6094379124341003,1,1,4,4,4,78,4.3694478524670215,1,0,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,2,4,24.0
0,0,8,8,46,3.8501476017100584,1,1,1,4,6,4,1.6094379124341003,1,1,4,4,4,161,5.087596335232384,0,2,1,0,1,11,2.4849066497880004,0,2,1,4,1,2,1,0,154.0
5,1,7,7,37,3.6375861597263857,0,1,2,2,7,5,1.791759469228055,0,2,0,5,5,74,4.31748811353631,1,2,4,4,4,5,1.791759469228055,0,2,0,5,5,0,1,2,50.0
6,8,8,8,31,3.4657359027997265,0,1,1,3,1,3,1.3862943611198906,0,0,3,3,3,62,4.143134726391533,1,2,2,6,2,5,1.791759469228055,0,2,0,5,5,2,1,1,30.0
8,7,4,4,31,3.4657359027997265,0,1,1,3,1,3,1.3862943611198906,0,0,3,3,3,124,4.8283137373023015,1,1,4,5,4,15,2.772588722239781,0,0,0,1,5,1,1,2,180.0
8,5,5,5,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,170,5.14166355650266,1,2,0,2,0,14,2.70805020110221,1,2,4,0,4,1,2,3,238.0
5,3,7,7,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,0,2,5,6.0
3,0,7,7,27,3.332204510175204,0,0,2,6,7,2,1.0986122886681098,1,2,2,2,2,162,5.093750200806762,1,0,2,1,2,10,2.3978952727983707,1,1,0,3,0,2,1,3,120.0
1,8,7,7,49,3.912023005428146,0,1,4,0,9,5,1.791759469228055,0,2,0,5,5,147,4.997212273764115,0,0,2,0,7,14,2.70805020110221,1,2,4,0,4,1,1,1,210.0
9,6,7,7,41,3.7376696182833684,0,2,1,6,1,1,0.6931471805599453,0,1,1,1,1,164,5.10594547390058,1,2,4,3,4,9,2.302585092994046,0,0,4,2,9,1,1,4,36.0
0,8,6,6,31,3.4657359027997265,0,1,1,3,1,2,1.0986122886681098,1,2,2,2,2,155,5.049856007249537,0,2,0,1,5,3,1.3862943611198906,0,0,3,3,3,0,1,1,30.0
1,1,0,0,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,35,3.58351893845611,0,2,0,0,5,11,2.4849066497880004,0,2,1,4,1,0,1,1,55.0
0,1,3,3,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,64,4.174387269895637,1,1,4,1,4,13,2.6390573296152584,0,1,3,6,3,0,1,3,208.0
3,6,6,6,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,110,4.709530201312334,1,2,0,5,0,12,2.5649493574615367,1,0,2,5,2,1,1,2,132.0
0,5,8,8,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,49,3.912023005428146,0,1,4,0,9,3,1.3862943611198906,0,0,3,3,3,2,1,1,21.0
3,6,7,7,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,40,3.713572066704308,1,1,0,5,0,8,2.1972245773362196,1,2,3,1,8,2,1,6,40.0
1,5,6,6,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,100,4.61512051684126,1,1,0,2,0,13,2.6390573296152584,0,1,3,6,3,0,1,1,260.0
6,7,1,1,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,56,4.04305126783455,1,2,1,0,6,9,2.302585092994046,0,0,4,2,9,0,1,2,63.0
6,3,7,7,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,168,5.1298987149230735,1,0,3,0,8,3,1.3862943611198906,0,0,3,3,3,1,1,4,48.0
0,6,8,8,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,56,4.04305126783455,1,2,1,0,6,6,1.9459101490553132,1,0,1,6,6,2,2,4,48.0
2,5,7,7,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,6,1.9459101490553132,1,0,1,6,6,2,2,4,48.0
2,1,6,6,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,160,5.081404364984463,1,1,0,6,0,10,2.3978952727983707,1,1,0,3,0,0,1,6,160.0
1,7,7,7,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,104,4.653960350157523,1,2,4,6,4,11,2.4849066497880004,0,2,1,4,1,1,1,1,143.0
7,6,8,8,28,3.367295829986474,1,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,168,5.1298987149230735,1,0,3,0,8,11,2.4849066497880004,0,2,1,4,1,1,1,2,198.0
9,9,5,5,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,170,5.14166355650266,1,2,0,2,0,5,1.791759469228055,0,2,0,5,5,1,1,3,85.0
6,9,5,5,33,3.5263605246161616,0,0,3,5,3,3,1.3862943611198906,0,0,3,3,3,165,5.111987788356544,0,0,0,4,5,14,2.70805020110221,1,2,4,0,4,2,1,3,210.0
1,2,3,3,43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,1,1,2,25.0
5,4,8,8,23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,115,4.7535901911063645,0,1,0,3,5,6,1.9459101490553132,1,0,1,6,6,2,1,2,90.0
7,0,2,2,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,98,4.59511985013459,1,2,3,0,8,13,2.6390573296152584,0,1,3,6,3,0,1,4,91.0
5,5,1,1,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,51,3.9512437185814275,0,0,1,2,1,5,1.791759469228055,0,2,0,5,5,0,1,3,85.0
8,6,5,5,32,3.4965075614664802,1,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,64,4.174387269895637,1,1,4,1,4,10,2.3978952727983707,1,1,0,3,0,0,2,3,80.0
1,1,8,8,43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,172,5.153291594497779,1,1,2,4,2,6,1.9459101490553132,1,0,1,6,6,1,1,1,120.0
9,3,2,2,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,75,4.330733340286331,0,0,0,5,5,13,2.6390573296152584,0,1,3,6,3,0,1,3,195.0
1,8,7,7,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,91,4.5217885770490405,0,1,1,0,1,7,2.0794415416798357,0,1,2,0,7,2,1,3,91.0
1,6,3,3,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,126,4.844187086458591,1,0,1,0,6,4,1.6094379124341003,1,1,4,4,4,1,1,1,56.0
0,5,4,4,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,112,4.727387818712341,1,1,2,0,2,3,1.3862943611198906,0,0,3,3,3,2,1,4,24.0
0,8,5,5,41,3.7376696182833684,0,2,1,6,1,4,1.6094379124341003,1,1,4,4,4,164,5.10594547390058,1,2,4,3,4,14,2.70805020110221,1,2,4,0,4,2,1,2,224.0
5,4,7,7,31,3.4657359027997265,0,1,1,3,1,3,1.3862943611198906,0,0,3,3,3,93,4.543294782270004,0,0,3,2,3,11,2.4849066497880004,0,2,1,4,1,0,1,2,99.0
7,5,3,3,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,88,4.48863636973214,1,1,3,4,8,7,2.0794415416798357,0,1,2,0,7,2,1,4,77.0
3,9,4,4,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,32,3.4965075614664802,1,2,2,4,2,10,2.3978952727983707,1,1,0,3,0,0,1,3,40.0
5,6,4,4,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,39,3.6888794541139363,0,0,4,4,9,12,2.5649493574615367,1,0,2,5,2,1,1,1,180.0
6,0,8,8,41,3.7376696182833684,0,2,1,6,1,4,1.6094379124341003,1,1,4,4,4,123,4.820281565605037,0,0,3,4,3,5,1.791759469228055,0,2,0,5,5,2,1,1,60.0
3,7,8,8,31,3.4657359027997265,0,1,1,3,1,1,0.6931471805599453,0,1,1,1,1,93,4.543294782270004,0,0,3,2,3,15,2.772588722239781,0,0,0,1,5,1,1,4,45.0
7,5,7,7,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,65,4.189654742026425,0,2,0,2,5,13,2.6390573296152584,0,1,3,6,3,2,1,2,169.0
5,3,7,7,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,60,4.110873864173311,1,0,0,4,0,13,2.6390573296152584,0,1,3,6,3,1,1,4,65.0
8,1,8,8,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,111,4.718498871295094,0,0,1,6,1,9,2.302585092994046,0,0,4,2,9,1,1,1,108.0
7,1,7,7,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,57,4.060443010546419,0,0,2,1,7,14,2.70805020110221,1,2,4,0,4,2,1,1,266.0
2,5,0,0,46,3.8501476017100584,1,1,1,4,6,2,1.0986122886681098,1,2,2,2,2,115,4.7535901911063645,0,1,0,3,5,15,2.772588722239781,0,0,0,1,5,1,1,1,75.0
4,0,1,1,31,3.4657359027997265,0,1,1,3,1,5,1.791759469228055,0,2,0,5,5,31,3.4657359027997265,0,1,1,3,1,9,2.302585092994046,0,0,4,2,9,1,1,1,45.0
4,3,4,4,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,32,3.4965075614664802,1,2,2,4,2,10,2.3978952727983707,1,1,0,3,0,2,1,4,20.0
8,3,4,4,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,96,4.574710978503383,1,0,1,5,6,14,2.70805020110221,1,2,4,0,4,0,1,4,224.0
1,5,4,4,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,77,4.356708826689592,0,2,2,0,7,13,2.6390573296152584,0,1,3,6,3,2,1,0,182.0
3,0,8,8,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,170,5.14166355650266,1,2,0,2,0,12,2.5649493574615367,1,0,2,5,2,2,1,4,120.0
4,7,6,6,31,3.4657359027997265,0,1,1,3,1,5,1.791759469228055,0,2,0,5,5,124,4.8283137373023015,1,1,4,5,4,15,2.772588722239781,0,0,0,1,5,1,1,2,300.0
3,3,0,0,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,125,4.836281906951478,0,2,0,6,5,8,2.1972245773362196,1,2,3,1,8,2,1,4,40.0
6,7,1,1,41,3.7376696182833684,0,2,1,6,1,2,1.0986122886681098,1,2,2,2,2,82,4.418840607796598,1,1,2,5,2,5,1.791759469228055,0,2,0,5,5,2,1,2,20.0
0,4,6,6,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,110,4.709530201312334,1,2,0,5,0,5,1.791759469228055,0,2,0,5,5,0,1,2,100.0
9,8,8,8,47,3.871201010907891,0,2,2,5,7,2,1.0986122886681098,1,2,2,2,2,47,3.871201010907891,0,2,2,5,7,6,1.9459101490553132,1,0,1,6,6,1,1,2,12.0
1,1,6,6,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,133,4.897839799950911,0,1,3,0,3,15,2.772588722239781,0,0,0,1,5,1,1,2,285.0
2,9,2,2,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,77,4.356708826689592,0,2,2,0,7,4,1.6094379124341003,1,1,4,4,4,2,1,2,28.0
9,8,0,0,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,162,5.093750200806762,1,0,2,1,2,5,1.791759469228055,0,2,0,5,5,2,1,3,90.0
9,7,8,8,44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,176,5.176149732573829,1,2,1,1,6,11,2.4849066497880004,0,2,1,4,1,2,1,3,132.0
4,1,6,6,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,162,5.093750200806762,1,0,2,1,2,9,2.302585092994046,0,0,4,2,9,1,1,3,162.0
5,7,1,1,39,3.6888794541139363,0,0,4,4,9,2,1.0986122886681098,1,2,2,2,2,156,5.056245805348308,1,0,1,2,6,14,2.70805020110221,1,2,4,0,4,0,1,3,112.0
7,8,8,8,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,130,4.875197323201151,1,1,0,4,0,10,2.3978952727983707,1,1,0,3,0,1,2,5,100.0
7,4,6,6,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,120,4.795790545596741,1,0,0,1,0,9,2.302585092994046,0,0,4,2,9,1,1,3,135.0
8,4,3,3,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,119,4.787491742782046,0,2,4,0,9,10,2.3978952727983707,1,1,0,3,0,0,1,2,170.0
7,9,0,0,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,104,4.653960350157523,1,2,4,6,4,9,2.302585092994046,0,0,4,2,9,1,1,1,117.0
7,7,5,5,37,3.6375861597263857,0,1,2,2,7,5,1.791759469228055,0,2,0,5,5,148,5.003946305945459,1,1,3,1,8,3,1.3862943611198906,0,0,3,3,3,0,1,1,60.0
7,3,5,5,32,3.4965075614664802,1,2,2,4,2,5,1.791759469228055,0,2,0,5,5,96,4.574710978503383,1,0,1,5,6,9,2.302585092994046,0,0,4,2,9,2,1,1,135.0
2,8,4,4,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,80,4.394449154672439,1,2,0,3,0,3,1.3862943611198906,0,0,3,3,3,2,1,3,48.0
8,2,5,5,23,3.1780538303479458,0,2,3,2,3,1,0.6931471805599453,0,1,1,1,1,138,4.9344739331306915,1,0,3,5,8,7,2.0794415416798357,0,1,2,0,7,1,1,4,42.0
7,2,2,2,29,3.4011973816621555,0,2,4,1,9,1,0.6931471805599453,0,1,1,1,1,58,4.07753744390572,1,1,3,2,8,5,1.791759469228055,0,2,0,5,5,2,1,4,10.0
2,8,4,4,38,3.6635616461296463,1,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,133,4.897839799950911,0,1,3,0,3,7,2.0794415416798357,0,1,2,0,7,2,1,1,98.0
3,9,2,2,45,3.828641396489095,0,0,0,3,5,3,1.3862943611198906,0,0,3,3,3,120,4.795790545596741,1,0,0,1,0,14,2.70805020110221,1,2,4,0,4,1,1,2,112.0
9,2,0,0,47,3.871201010907891,0,2,2,5,7,4,1.6094379124341003,1,1,4,4,4,94,4.553876891600541,1,1,4,3,4,11,2.4849066497880004,0,2,1,4,1,0,1,1,88.0
0,3,1,1,41,3.7376696182833684,0,2,1,6,1,5,1.791759469228055,0,2,0,5,5,82,4.418840607796598,1,1,2,5,2,5,1.791759469228055,0,2,0,5,5,0,1,2,50.0
0,4,1,1,47,3.871201010907891,0,2,2,5,7,5,1.791759469228055,0,2,0,5,5,94,4.553876891600541,1,1,4,3,4,15,2.772588722239781,0,0,0,1,5,2,1,2,150.0
7,1,8,8,33,3.5263605246161616,0,0,3,5,3,5,1.791759469228055,0,2,0,5,5,66,4.204692619390966,1,0,1,3,6,9,2.302585092994046,0,0,4,2,9,1,1,1,90.0
4,5,5,5,35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,175,5.170483995038151,0,1,0,0,5,5,1.791759469228055,0,2,0,5,5,1,1,3,100.0
