slot_person_name,slot_total_items,slot_total_items_abs_log1p,slot_total_items_is_even,slot_total_items_mod3,slot_total_items_mod5,slot_total_items_mod7,slot_total_items_mod10,slot_group_size,slot_group_size_abs_log1p,slot_group_size_is_even,slot_group_size_mod3,slot_group_size_mod5,slot_group_size_mod7,slot_group_size_mod10,slot_container_singular,slot_container_plural,slot_item_singular,slot_item_plural,slot_box_weight_oz,slot_box_weight_oz_abs_log1p,slot_box_weight_oz_is_even,slot_box_weight_oz_mod3,slot_box_weight_oz_mod5,slot_box_weight_oz_mod7,slot_box_weight_oz_mod10,slot_item_weight_oz,slot_item_weight_oz_abs_log1p,slot_item_weight_oz_is_even,slot_item_weight_oz_mod3,slot_item_weight_oz_mod5,slot_item_weight_oz_mod7,slot_item_weight_oz_mod10,gcd_all,n_multiple_pairs,y
6,250,5.5254529391317835,1,1,0,5,0,10,2.3978952727983707,1,1,0,3,0,0,0,0,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,4,68.75
4,319,5.768320995793772,0,1,4,4,9,11,2.4849066497880004,0,2,1,4,1,6,6,9,9,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,5,30.81
9,81,4.406719247264253,0,0,1,4,1,3,1.3862943611198906,0,0,3,3,3,0,0,8,8,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,3,30.38
8,87,4.477336814478207,0,0,2,3,7,3,1.3862943611198906,0,0,3,3,3,2,2,7,7,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,1,3,58.0
0,128,4.859812404361672,1,2,3,2,8,4,1.6094379124341003,1,1,4,4,4,5,5,0,0,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,1,7,36.0
5,32,3.4965075614664802,1,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,5,5,4,4,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,1,8,12.0
7,52,3.970291913552122,1,1,2,3,2,4,1.6094379124341003,1,1,4,4,4,4,4,2,2,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,2,5,27.62
7,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,2,2,5,5,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,5,15.0
1,280,5.638354669333745,1,1,0,0,0,7,2.0794415416798357,0,1,2,0,7,1,1,6,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,2,67.5
1,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,0,0,4,4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,10,12.0
2,120,4.795790545596741,1,0,0,1,0,5,1.791759469228055,0,2,0,5,5,6,6,9,9,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,1,2,51.0
2,70,4.2626798770413155,1,1,0,0,0,10,2.3978952727983707,1,1,0,3,0,0,0,4,4,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,8,4.81
2,180,5.198497031265826,1,0,0,5,0,9,2.302585092994046,0,0,4,2,9,5,5,1,1,21,3.091042453358316,0,0,1,0,1,4,1.6094379124341003,1,1,4,4,4,1,3,71.25
7,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,5,5,4,4,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,3,12.94
9,40,3.713572066704308,1,1,0,5,0,8,2.1972245773362196,1,2,3,1,8,5,5,2,2,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,1,7,5.62
7,266,5.58724865840025,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,7,7,0,0,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,1,1,102.12
8,180,5.198497031265826,1,0,0,5,0,10,2.3978952727983707,1,1,0,3,0,3,3,2,2,23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,1,2,59.62
8,232,5.4510384535657,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,9,9,0,0,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,9,16.31
7,87,4.477336814478207,0,0,2,3,7,3,1.3862943611198906,0,0,3,3,3,9,9,5,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,5,29.0
0,32,3.4965075614664802,1,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,7,7,3,3,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,6,12.0
1,114,4.74493212836325,1,0,4,2,4,3,1.3862943611198906,0,0,3,3,3,5,5,8,8,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,5,38.0
3,38,3.6635616461296463,1,2,3,3,8,2,1.0986122886681098,1,2,2,2,2,4,4,7,7,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,3,26.12
0,168,5.1298987149230735,1,0,3,0,8,7,2.0794415416798357,0,1,2,0,7,8,8,5,5,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,6,33.0
4,56,4.04305126783455,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,5,5,7,7,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,1,22.0
0,144,4.976733742420574,1,0,4,4,4,4,1.6094379124341003,1,1,4,4,4,8,8,3,3,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,1,4,67.5
6,85,4.454347296253507,0,1,0,1,5,5,1.791759469228055,0,2,0,5,5,7,7,7,7,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,3,39.31
1,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,4,4,3,3,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,1,8,7.5
9,117,4.770684624465665,0,0,2,5,7,3,1.3862943611198906,0,0,3,3,3,6,6,5,5,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,4,41.44
6,231,5.44673737166631,0,0,1,0,1,11,2.4849066497880004,0,2,1,4,1,9,9,7,7,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,4,47.25
8,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,9,9,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,2,8.94
7,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,4,4,5,5,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,1,7,12.0
4,288,5.666426688112432,1,0,3,1,8,8,2.1972245773362196,1,2,3,1,8,0,0,8,8,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,1,6,74.25
1,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,5,5,1,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,5,8.75
7,81,4.406719247264253,0,0,1,4,1,9,2.302585092994046,0,0,4,2,9,6,6,3,3,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,1,3,21.38
6,88,4.48863636973214,1,1,3,4,8,4,1.6094379124341003,1,1,4,4,4,5,5,7,7,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,1,5,39.88
4,112,4.727387818712341,1,1,2,0,2,7,2.0794415416798357,0,1,2,0,7,3,3,7,7,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,1,3,55.0
2,32,3.4965075614664802,1,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,3,3,8,8,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,1,6,9.25
5,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,5,5,8,8,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,6,14.44
0,216,5.37989735354046,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,6,6,2,2,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,2,7,81.0
3,266,5.58724865840025,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,7,7,6,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,6,68.88
5,396,5.983936280687191,1,0,1,4,6,12,2.5649493574615367,1,0,2,5,2,9,9,7,7,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,1,6,43.31
4,170,5.14166355650266,1,2,0,2,0,10,2.3978952727983707,1,1,0,3,0,5,5,8,8,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,5,32.94
2,300,5.707110264748875,1,0,0,6,0,12,2.5649493574615367,1,0,2,5,2,4,4,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,6,59.38
9,162,5.093750200806762,1,0,2,1,2,6,1.9459101490553132,1,0,1,6,6,8,8,6,6,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,1,1,89.44
0,208,5.342334251964811,1,1,3,5,8,8,2.1972245773362196,1,2,3,1,8,3,3,2,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,10,32.5
3,195,5.278114659230517,0,0,0,6,5,5,1.791759469228055,0,2,0,5,5,1,1,6,6,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,2,51.19
0,52,3.970291913552122,1,1,2,3,2,2,1.0986122886681098,1,2,2,2,2,8,8,3,3,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,1,5,34.12
8,198,5.293304824724492,1,0,3,2,8,6,1.9459101490553132,1,0,1,6,6,7,7,7,7,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,1,4,63.94
0,56,4.04305126783455,1,2,1,0,6,4,1.6094379124341003,1,1,4,4,4,5,5,1,1,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,9,10.5
0,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,1,1,9,9,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,1,4,10.5
3,176,5.176149732573829,1,2,1,1,6,11,2.4849066497880004,0,2,1,4,1,7,7,8,8,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,1,6,18.0
6,115,4.7535901911063645,0,1,0,3,5,5,1.791759469228055,0,2,0,5,5,9,9,9,9,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,1,3,43.12
1,68,4.23410650459726,1,2,3,5,8,2,1.0986122886681098,1,2,2,2,2,6,6,3,3,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,3,46.75
0,341,5.834810737062605,0,2,1,5,1,11,2.4849066497880004,0,2,1,4,1,9,9,6,6,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,1,5,38.75
6,374,5.926926025970411,1,2,4,3,4,11,2.4849066497880004,0,2,1,4,1,8,8,9,9,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,1,5,42.5
1,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,8,8,8,8,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,3,11.5
2,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,3,3,1,1,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,4,20.62
3,162,5.093750200806762,1,0,2,1,2,6,1.9459101490553132,1,0,1,6,6,4,4,9,9,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,6,35.44
7,117,4.770684624465665,0,0,2,5,7,3,1.3862943611198906,0,0,3,3,3,4,4,9,9,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,1,6,43.88
1,306,5.726847747587197,1,0,1,5,6,9,2.302585092994046,0,0,4,2,9,8,8,6,6,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,5,57.38
7,84,4.442651256490317,1,0,4,0,4,4,1.6094379124341003,1,1,4,4,4,7,7,4,4,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,9,10.5
4,140,4.948759890378168,1,2,0,0,0,10,2.3978952727983707,1,1,0,3,0,2,2,9,9,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,4,41.12
5,130,4.875197323201151,1,1,0,4,0,5,1.791759469228055,0,2,0,5,5,5,5,5,5,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,1,4,35.75
9,276,5.6240175061873385,1,0,1,3,6,12,2.5649493574615367,1,0,2,5,2,7,7,9,9,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,8,37.38
5,130,4.875197323201151,1,1,0,4,0,5,1.791759469228055,0,2,0,5,5,6,6,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,6,34.12
7,170,5.14166355650266,1,2,0,2,0,5,1.791759469228055,0,2,0,5,5,8,8,3,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,2,38.25
3,78,4.3694478524670215,1,0,3,1,8,3,1.3862943611198906,0,0,3,3,3,3,3,1,1,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,1,4,42.25
1,100,4.61512051684126,1,1,0,2,0,4,1.6094379124341003,1,1,4,4,4,5,5,5,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,7,32.81
3,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,8,8,4,4,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,2,6,24.38
6,184,5.220355825078324,1,1,4,2,4,8,2.1972245773362196,1,2,3,1,8,9,9,3,3,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,2,50.31
6,350,5.860786223465865,1,2,0,0,0,10,2.3978952727983707,1,1,0,3,0,2,2,8,8,21,3.091042453358316,0,0,1,0,1,4,1.6094379124341003,1,1,4,4,4,1,2,133.44
3,192,5.262690188904886,1,0,2,3,2,6,1.9459101490553132,1,0,1,6,6,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,1,6,32.0
8,42,3.7612001156935624,1,0,2,0,2,6,1.9459101490553132,1,0,1,6,6,2,2,1,1,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,4,10.94
8,52,3.970291913552122,1,1,2,3,2,2,1.0986122886681098,1,2,2,2,2,2,2,4,4,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,5,37.38
8,84,4.442651256490317,1,0,4,0,4,4,1.6094379124341003,1,1,4,4,4,4,4,8,8,23,3.1780538303479458,0,2,3,2,3,1,0.6931471805599453,0,1,1,1,1,1,6,35.44
2,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,9,9,2,2,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,1,3,18.12
6,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,3,3,6,6,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,3,13.0
5,180,5.198497031265826,1,0,0,5,0,5,1.791759469228055,0,2,0,5,5,8,8,0,0,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,1,3,87.75
2,360,5.8888779583328805,1,0,0,3,0,10,2.3978952727983707,1,1,0,3,0,2,2,3,3,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,1,6,135.0
5,84,4.442651256490317,1,0,4,0,4,6,1.9459101490553132,1,0,1,6,6,4,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,7,21.88
2,56,4.04305126783455,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,2,2,4,4,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,1,3,25.0
2,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,2,2,5,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,4,13.5
8,78,4.3694478524670215,1,0,3,1,8,3,1.3862943611198906,0,0,3,3,3,8,8,6,6,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,4,24.38
9,108,4.6913478822291435,1,0,3,3,8,9,2.302585092994046,0,0,4,2,9,8,8,5,5,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,1,5,29.25
5,176,5.176149732573829,1,2,1,1,6,11,2.4849066497880004,0,2,1,4,1,5,5,7,7,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,4,41.0
9,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,4,4,6,6,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,1,7,3.75
4,36,3.6109179126442243,1,0,1,1,6,6,1.9459101490553132,1,0,1,6,6,8,8,7,7,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,1,6,13.5
5,304,5.720311776607412,1,1,4,3,4,8,2.1972245773362196,1,2,3,1,8,8,8,6,6,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,1,8,64.12
2,99,4.605170185988092,0,0,4,1,9,3,1.3862943611198906,0,0,3,3,3,0,0,7,7,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,1,6,28.88
2,38,3.6635616461296463,1,2,3,3,8,2,1.0986122886681098,1,2,2,2,2,2,2,7,7,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,3,10.69
3,35,3.58351893845611,0,2,0,0,5,7,2.0794415416798357,0,1,2,0,7,7,7,8,8,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,1,2,12.19
6,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,7,7,6,6,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,4,8.75
4,308,5.733341276897746,1,2,3,0,8,11,2.4849066497880004,0,2,1,4,1,0,0,9,9,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,1,4,98.0
2,112,4.727387818712341,1,1,2,0,2,7,2.0794415416798357,0,1,2,0,7,1,1,0,0,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,1,7,30.0
2,65,4.189654742026425,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,9,9,7,7,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,1,3,24.38
2,55,4.02535169073515,0,1,0,6,5,11,2.4849066497880004,0,2,1,4,1,4,4,7,7,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,1,2,24.69
7,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,3,3,0,0,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,5,9.06
1,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,1,1,9,9,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,1,5,19.5
7,297,5.697093486505405,0,0,2,3,7,9,2.302585092994046,0,0,4,2,9,0,0,5,5,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,1,117.56
2,216,5.37989735354046,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,8,8,0,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,7,41.62
4,336,5.820082930352362,1,0,1,0,6,12,2.5649493574615367,1,0,2,5,2,6,6,3,3,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,1,7,84.0
8,117,4.770684624465665,0,0,2,5,7,9,2.302585092994046,0,0,4,2,9,0,0,2,2,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,1,2,31.69
2,384,5.953243334287785,1,0,4,6,4,12,2.5649493574615367,1,0,2,5,2,6,6,3,3,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,5,62.0
0,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,7,7,4,4,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,1,4,13.75
2,240,5.484796933490655,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,1,1,7,7,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,5,52.5
1,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,4,4,8,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,9,11.69
1,125,4.836281906951478,0,2,0,6,5,5,1.791759469228055,0,2,0,5,5,9,9,3,3,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,1,2,42.19
6,217,5.384495062789089,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,3,3,9,9,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,2,36.81
4,62,4.143134726391533,1,2,2,6,2,2,1.0986122886681098,1,2,2,2,2,4,4,5,5,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,1,3,65.88
1,175,5.170483995038151,0,1,0,0,5,5,1.791759469228055,0,2,0,5,5,9,9,4,4,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,1,2,72.19
1,124,4.8283137373023015,1,1,4,5,4,4,1.6094379124341003,1,1,4,4,4,2,2,0,0,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,2,5,73.62
5,216,5.37989735354046,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,6,6,9,9,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,6,60.75
1,170,5.14166355650266,1,2,0,2,0,5,1.791759469228055,0,2,0,5,5,3,3,2,2,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,1,3,104.12
9,363,5.8971538676367405,0,0,3,6,3,11,2.4849066497880004,0,2,1,4,1,6,6,2,2,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,1,3,132.0
4,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,7,7,6,6,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,1,5,6.5
0,60,4.110873864173311,1,0,0,4,0,6,1.9459101490553132,1,0,1,6,6,0,0,4,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,8,8.75
9,78,4.3694478524670215,1,0,3,1,8,3,1.3862943611198906,0,0,3,3,3,0,0,5,5,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,1,3,40.62
9,297,5.697093486505405,0,0,2,3,7,11,2.4849066497880004,0,2,1,4,1,4,4,6,6,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,1,2,118.12
4,252,5.53338948872752,1,0,2,0,2,9,2.302585092994046,0,0,4,2,9,6,6,7,7,21,3.091042453358316,0,0,1,0,1,4,1.6094379124341003,1,1,4,4,4,1,4,99.75
6,112,4.727387818712341,1,1,2,0,2,4,1.6094379124341003,1,1,4,4,4,2,2,8,8,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,10,17.5
4,300,5.707110264748875,1,0,0,6,0,12,2.5649493574615367,1,0,2,5,2,3,3,9,9,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,6,95.31
3,99,4.605170185988092,0,0,4,1,9,9,2.302585092994046,0,0,4,2,9,0,0,7,7,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,4,18.56
7,99,4.605170185988092,0,0,4,1,9,3,1.3862943611198906,0,0,3,3,3,6,6,3,3,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,1,6,37.12
5,187,5.236441962829949,0,1,2,5,7,11,2.4849066497880004,0,2,1,4,1,8,8,9,9,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,0,1,1,1,1,1,5,34.0
3,341,5.834810737062605,0,2,1,5,1,11,2.4849066497880004,0,2,1,4,1,7,7,6,6,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,1,118.19
8,104,4.653960350157523,1,2,4,6,4,4,1.6094379124341003,1,1,4,4,4,0,0,2,2,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,6,35.75
9,192,5.262690188904886,1,0,2,3,2,12,2.5649493574615367,1,0,2,5,2,1,1,9,9,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,4,46.0
4,136,4.919980925828125,1,1,1,3,6,4,1.6094379124341003,1,1,4,4,4,0,0,3,3,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,1,2,82.88
3,216,5.37989735354046,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,8,8,7,7,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,1,5,50.62
1,210,5.351858133476067,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,0,0,7,7,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,6,52.5
3,56,4.04305126783455,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,5,5,0,0,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,3,19.5
1,88,4.48863636973214,1,1,3,4,8,8,2.1972245773362196,1,2,3,1,8,5,5,9,9,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,6,17.19
1,81,4.406719247264253,0,0,1,4,1,9,2.302585092994046,0,0,4,2,9,2,2,6,6,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,1,4,29.25
4,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,3,3,3,3,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,2,7,20.0
7,154,5.043425116919247,1,1,4,0,4,7,2.0794415416798357,0,1,2,0,7,2,2,9,9,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,5,17.88
