slot_reported,slot_reported_abs_log1p,slot_reported_is_even,slot_reported_mod3,slot_reported_mod5,slot_reported_mod7,slot_reported_mod10,slot_percent,slot_percent_abs_log1p,slot_percent_is_even,slot_percent_mod3,slot_percent_mod5,slot_percent_mod7,slot_percent_mod10,slot_name_overstater,slot_name_corrector,slot_event,gcd_all,n_multiple_pairs,y
741,6.60934924316738,0,0,1,6,1,14,2.70805020110221,1,2,4,0,4,3,0,4,1,0,650.0
39,3.6888794541139363,0,0,4,4,9,50,3.9318256327243257,1,2,0,1,0,7,1,9,1,0,26.0
435,6.077642243349034,0,0,0,1,5,45,3.828641396489095,0,0,0,3,5,3,2,5,15,0,300.0
2603,7.86480400332846,0,2,3,6,3,37,3.6375861597263857,0,1,2,2,7,5,5,3,1,0,1900.0
726,6.588926477533519,1,0,1,5,6,32,3.4965075614664802,1,2,2,4,2,6,6,2,2,0,550.0
165,5.111987788356544,0,0,0,4,5,32,3.4965075614664802,1,2,2,4,2,2,2,7,1,0,125.0
2442,7.8009820712577405,1,0,2,6,2,11,2.4849066497880004,0,2,1,4,1,4,2,7,11,1,2200.0
96,4.574710978503383,1,0,1,5,6,28,3.367295829986474,1,1,3,0,8,2,0,5,4,0,75.0
247,5.5134287461649825,0,1,2,2,7,30,3.4339872044851463,1,0,0,2,0,7,4,8,1,0,190.0
399,5.991464547107982,0,0,4,0,9,5,1.791759469228055,0,2,0,5,5,0,6,9,1,0,380.0
237,5.472270673671475,0,0,2,6,7,58,4.07753744390572,1,1,3,2,8,2,7,4,1,0,150.0
1475,7.297091005160418,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,1,3,1,1,0,1250.0
729,6.593044534142437,0,0,4,1,9,35,3.58351893845611,0,2,0,0,5,7,7,3,1,0,540.0
134,4.90527477843843,1,2,4,1,4,34,3.5553480614894135,1,1,4,6,4,0,7,9,2,0,100.0
630,6.447305862541213,1,0,0,0,0,26,3.295836866004329,1,2,1,5,6,1,2,5,2,0,500.0
3432,8.141189793457691,1,0,2,2,2,43,3.784189633918261,0,1,3,1,3,0,2,2,1,0,2400.0
143,4.969813299576001,0,2,3,3,3,30,3.4339872044851463,1,0,0,2,0,1,0,1,1,0,110.0
152,5.030437921392435,1,2,2,5,2,52,3.970291913552122,1,1,2,3,2,1,1,1,4,0,100.0
3857,8.257904193465674,0,2,2,0,7,33,3.5263605246161616,0,0,3,5,3,4,5,8,1,0,2900.0
57,4.060443010546419,0,0,2,1,7,50,3.9318256327243257,1,2,0,1,0,3,7,3,1,0,38.0
3108,8.042056410058754,1,0,3,0,8,11,2.4849066497880004,0,2,1,4,1,2,7,1,1,0,2800.0
3948,8.28121766128665,1,0,3,0,8,41,3.7376696182833684,0,2,1,6,1,7,3,3,1,0,2800.0
2033,7.617759576608505,0,2,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,5,8,1,0,1900.0
341,5.834810737062605,0,2,1,5,1,24,3.2188758248682006,1,0,4,3,4,0,0,3,1,0,275.0
3657,8.204671828950811,0,0,2,3,7,59,4.0943445622221,0,2,4,3,9,4,2,8,1,0,2300.0
3366,8.121777419161074,1,0,1,6,6,53,3.9889840465642745,0,2,3,4,3,7,4,4,1,0,2200.0
888,6.790097235513905,1,0,3,6,8,11,2.4849066497880004,0,2,1,4,1,3,4,5,1,0,800.0
2533,7.837554360881084,0,1,3,6,3,49,3.912023005428146,0,1,4,0,9,7,5,8,1,0,1700.0
527,6.269096283706261,0,2,2,2,7,55,4.02535169073515,0,1,0,6,5,1,7,9,1,0,340.0
847,6.742880635791903,0,1,2,0,7,54,4.007333185232471,1,0,4,5,4,4,0,8,1,0,550.0
72,4.290459441148391,1,0,2,2,2,60,4.110873864173311,1,0,0,4,0,2,6,7,12,0,45.0
162,5.093750200806762,1,0,2,1,2,20,3.044522437723423,1,2,0,6,0,0,1,1,2,0,135.0
3611,8.192016914536875,0,2,1,6,1,57,4.060443010546419,0,0,2,1,7,5,7,5,1,0,2300.0
592,6.385194398997726,1,1,2,4,2,48,3.8918202981106265,1,0,3,6,8,4,4,0,16,0,400.0
2961,7.993619994827744,0,0,1,0,1,41,3.7376696182833684,0,2,1,6,1,2,3,9,1,0,2100.0
4023,8.300031711779575,0,0,3,5,3,49,3.912023005428146,0,1,4,0,9,5,0,3,1,0,2700.0
88,4.48863636973214,1,1,3,4,8,60,4.110873864173311,1,0,0,4,0,0,0,8,4,0,55.0
2310,7.745435610274381,1,0,0,0,0,54,4.007333185232471,1,0,4,5,4,4,0,9,6,0,1500.0
200,5.303304908059076,1,2,0,4,0,60,4.110873864173311,1,0,0,4,0,4,5,1,20,0,125.0
2260,7.72356247227797,1,1,0,6,0,13,2.6390573296152584,0,1,3,6,3,0,5,9,1,0,2000.0
132,4.890349128221754,1,0,2,6,2,20,3.044522437723423,1,2,0,6,0,5,1,1,4,0,110.0
858,6.755768921984255,1,0,3,4,8,32,3.4965075614664802,1,2,2,4,2,4,1,1,2,0,650.0
290,5.673323267171493,1,2,0,3,0,45,3.828641396489095,0,0,0,3,5,5,0,0,5,0,200.0
3197,8.0702808933939,0,2,2,5,7,39,3.6888794541139363,0,0,4,4,9,6,0,4,1,0,2300.0
1197,7.088408778675395,0,0,2,0,7,26,3.295836866004329,1,2,1,5,6,4,4,1,1,0,950.0
411,6.021023349349527,0,0,1,5,1,37,3.6375861597263857,0,1,2,2,7,0,5,7,1,0,300.0
217,5.384495062789089,0,1,2,0,7,55,4.02535169073515,0,1,0,6,5,2,5,0,1,0,140.0
3978,8.288785810426928,1,0,3,2,8,53,3.9889840465642745,0,2,3,4,3,7,0,5,1,0,2600.0
759,6.633318433280377,0,0,4,3,9,38,3.6635616461296463,1,2,3,3,8,0,1,5,1,0,550.0
567,6.342121418721152,0,0,2,0,7,8,2.1972245773362196,1,2,3,1,8,7,7,2,1,0,525.0
560,6.329720905522696,1,2,0,0,0,12,2.5649493574615367,1,0,2,5,2,4,6,8,4,0,500.0
3175,8.063377822367027,0,1,0,4,5,27,3.332204510175204,0,0,2,6,7,2,6,8,1,0,2500.0
1022,6.930494765951626,1,2,2,0,2,46,3.8501476017100584,1,1,1,4,6,2,4,1,2,0,700.0
2233,7.711548979629146,0,1,3,0,3,54,4.007333185232471,1,0,4,5,4,7,3,7,1,0,1450.0
286,5.659482215759621,1,1,1,6,6,30,3.4339872044851463,1,0,0,2,0,2,7,2,2,0,220.0
901,6.804614520062624,0,1,1,5,1,6,1.9459101490553132,1,0,1,6,6,7,7,9,1,0,850.0
189,5.247024072160486,0,0,4,0,9,26,3.295836866004329,1,2,1,5,6,6,0,8,1,0,150.0
2925,7.98139158158007,0,0,0,6,5,17,2.8903717578961645,0,2,2,3,7,5,1,4,1,0,2500.0
182,5.209486152841421,1,2,2,0,2,30,3.4339872044851463,1,0,0,2,0,5,5,5,2,0,140.0
2331,7.754481547470383,0,0,1,0,1,11,2.4849066497880004,0,2,1,4,1,4,6,8,1,0,2100.0
3657,8.204671828950811,0,0,2,3,7,59,4.0943445622221,0,2,4,3,9,6,7,0,1,0,2300.0
2717,7.907651594711089,0,2,2,1,7,43,3.784189633918261,0,1,3,1,3,7,7,4,1,0,1900.0
912,6.816735880594968,1,0,2,2,2,14,2.70805020110221,1,2,4,0,4,6,3,3,2,0,800.0
279,5.634789603169249,0,0,4,6,9,24,3.2188758248682006,1,0,4,3,4,6,1,4,3,0,225.0
408,6.013715156042802,1,0,3,2,8,36,3.6109179126442243,1,0,1,1,6,1,6,1,12,0,300.0
290,5.673323267171493,1,2,0,3,0,45,3.828641396489095,0,0,0,3,5,2,1,0,5,0,200.0
861,6.759255270663693,0,0,1,0,1,23,3.1780538303479458,0,2,3,2,3,2,2,3,1,0,700.0
2033,7.617759576608505,0,2,3,3,3,7,2.0794415416798357,0,1,2,0,7,2,1,8,1,0,1900.0
567,6.342121418721152,0,0,2,0,7,35,3.58351893845611,0,2,0,0,5,3,3,4,7,0,420.0
2299,7.7406644019172415,0,1,4,3,9,21,3.091042453358316,0,0,1,0,1,1,3,8,1,0,1900.0
1925,7.563200592358071,0,2,0,0,5,54,4.007333185232471,1,0,4,5,4,6,1,4,1,0,1250.0
1273,7.149916836132109,0,1,3,6,3,34,3.5553480614894135,1,1,4,6,4,5,6,7,1,0,950.0
3146,8.054204897064407,1,2,1,3,6,43,3.784189633918261,0,1,3,1,3,7,3,9,1,0,2200.0
3146,8.054204897064407,1,2,1,3,6,43,3.784189633918261,0,1,3,1,3,3,3,2,1,0,2200.0
532,6.278521424165844,1,1,2,0,2,52,3.970291913552122,1,1,2,3,2,4,5,6,4,0,350.0
54,4.007333185232471,1,0,4,5,4,8,2.1972245773362196,1,2,3,1,8,7,7,4,2,0,50.0
144,4.976733742420574,1,0,4,4,4,20,3.044522437723423,1,2,0,6,0,2,2,1,4,0,120.0
4470,8.405367376233981,1,0,0,4,0,49,3.912023005428146,0,1,4,0,9,2,2,1,1,0,3000.0
147,4.997212273764115,0,0,2,0,7,40,3.713572066704308,1,1,0,5,0,0,5,5,1,0,105.0
1287,7.160845906664299,0,0,2,6,7,43,3.784189633918261,0,1,3,1,3,4,1,2,1,0,900.0
70,4.2626798770413155,1,1,0,0,0,25,3.258096538021482,0,1,0,4,5,1,5,5,5,0,56.0
1539,7.3395376954076745,0,0,4,6,9,14,2.70805020110221,1,2,4,0,4,1,6,5,1,0,1350.0
1812,7.502738210754851,1,0,2,6,2,51,3.9512437185814275,0,0,1,2,1,6,0,6,3,0,1200.0
2370,7.771067086065406,1,0,0,4,0,58,4.07753744390572,1,1,3,2,8,3,2,6,2,0,1500.0
62,4.143134726391533,1,2,2,6,2,55,4.02535169073515,0,1,0,6,5,5,3,6,1,0,40.0
2825,7.946617563244473,0,2,0,4,5,13,2.6390573296152584,0,1,3,6,3,5,3,7,1,0,2500.0
685,6.530877627725885,0,1,0,6,5,37,3.6375861597263857,0,1,2,2,7,1,1,1,1,0,500.0
54,4.007333185232471,1,0,4,5,4,20,3.044522437723423,1,2,0,6,0,1,5,7,2,0,45.0
270,5.602118820879701,1,0,0,4,0,35,3.58351893845611,0,2,0,0,5,0,6,6,5,0,200.0
609,6.413458957167357,0,0,4,0,9,16,2.833213344056216,1,1,1,2,6,6,7,6,1,0,525.0
365,5.902633333401366,0,2,0,1,5,46,3.8501476017100584,1,1,1,4,6,3,2,9,1,0,250.0
3354,8.118207049405783,1,0,4,1,4,29,3.4011973816621555,0,2,4,1,9,4,3,1,1,0,2600.0
3180,8.064950891749143,1,0,0,2,0,59,4.0943445622221,0,2,4,3,9,7,4,3,1,0,2000.0
1139,7.038783541388542,0,2,4,5,9,34,3.5553480614894135,1,1,4,6,4,0,5,7,17,0,850.0
315,5.755742213586912,0,0,0,0,5,5,1.791759469228055,0,2,0,5,5,6,1,5,5,1,300.0
2825,7.946617563244473,0,2,0,4,5,13,2.6390573296152584,0,1,3,6,3,7,6,9,1,0,2500.0
1617,7.388946097618437,0,0,2,0,7,47,3.871201010907891,0,2,2,5,7,2,1,0,1,0,1100.0
54,4.007333185232471,1,0,4,5,4,8,2.1972245773362196,1,2,3,1,8,4,7,0,2,0,50.0
444,6.09807428216624,1,0,4,3,4,11,2.4849066497880004,0,2,1,4,1,5,0,4,1,0,400.0
594,6.38856140554563,1,0,4,6,4,35,3.58351893845611,0,2,0,0,5,3,6,6,1,0,440.0
513,6.2422232654551655,0,0,3,2,3,35,3.58351893845611,0,2,0,0,5,5,7,7,1,0,380.0
4410,8.39185670010494,1,0,0,0,0,47,3.871201010907891,0,2,2,5,7,3,6,0,1,0,3000.0
714,6.5722825426940075,1,0,4,0,4,36,3.6109179126442243,1,0,1,1,6,1,6,8,6,0,525.0
682,6.52649485957079,1,1,2,3,2,24,3.2188758248682006,1,0,4,3,4,6,2,4,2,0,550.0
335,5.817111159963204,0,2,0,6,5,34,3.5553480614894135,1,1,4,6,4,3,3,0,1,0,250.0
378,5.937536205082426,1,0,3,0,8,26,3.295836866004329,1,2,1,5,6,2,0,9,2,0,300.0
30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,2,2,5,10,0,25.0
1349,7.2078598714324755,0,2,4,5,9,42,3.7612001156935624,1,0,2,0,2,5,6,2,1,0,950.0
96,4.574710978503383,1,0,1,5,6,28,3.367295829986474,1,1,3,0,8,1,3,4,4,0,75.0
621,6.432940092739179,0,0,1,5,1,8,2.1972245773362196,1,2,3,1,8,7,1,4,1,0,575.0
1725,7.453561871643373,0,0,0,3,5,38,3.6635616461296463,1,2,3,3,8,3,3,6,1,0,1250.0
1668,7.419979923661835,1,0,3,2,8,39,3.6888794541139363,0,0,4,4,9,2,6,4,3,0,1200.0
851,6.747586526829315,0,2,1,4,1,48,3.8918202981106265,1,0,3,6,8,1,3,5,1,0,575.0
4004,8.29529885950246,1,2,4,0,4,43,3.784189633918261,0,1,3,1,3,1,5,4,1,0,2800.0
4710,8.45765547870004,1,0,0,6,0,57,4.060443010546419,0,0,2,1,7,5,6,0,3,0,3000.0
30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,3,7,6,10,0,25.0
2940,7.9865049385539955,1,0,0,0,0,47,3.871201010907891,0,2,2,5,7,2,5,1,1,0,2000.0
237,5.472270673671475,0,0,2,6,7,58,4.07753744390572,1,1,3,2,8,0,4,0,1,0,150.0
680,6.523562306149512,1,2,0,1,0,36,3.6109179126442243,1,0,1,1,6,0,5,4,4,0,500.0
2226,7.708410667257367,1,0,1,0,6,59,4.0943445622221,0,2,4,3,9,6,7,1,1,0,1400.0
1065,6.97166860472579,0,0,0,1,5,42,3.7612001156935624,1,0,2,0,2,2,4,7,3,0,750.0
2431,7.796469243086058,0,1,1,2,1,43,3.784189633918261,0,1,3,1,3,5,6,7,1,0,1700.0
763,6.638567789166521,0,1,3,0,3,9,2.302585092994046,0,0,4,2,9,7,0,3,1,0,700.0
2398,7.782807262839695,1,1,3,4,8,9,2.302585092994046,0,0,4,2,9,7,0,3,1,0,2200.0
1177,7.071573364211532,0,1,2,1,7,7,2.0794415416798357,0,1,2,0,7,4,3,8,1,0,1100.0
858,6.755768921984255,1,0,3,4,8,32,3.4965075614664802,1,2,2,4,2,4,2,7,2,0,650.0
544,6.300785794663244,1,1,4,5,4,36,3.6109179126442243,1,0,1,1,6,7,1,1,4,0,400.0
158,5.0689042022202315,1,2,3,4,8,58,4.07753744390572,1,1,3,2,8,5,2,7,2,0,100.0
1060,6.966967138613983,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,6,0,2,2,0,1000.0
351,5.863631175598097,0,0,1,1,1,56,4.04305126783455,1,2,1,0,6,0,7,7,1,0,225.0
493,6.202535517187923,0,1,3,3,3,45,3.828641396489095,0,0,0,3,5,7,7,7,1,0,340.0
132,4.890349128221754,1,0,2,6,2,32,3.4965075614664802,1,2,2,4,2,5,6,1,4,0,100.0
2193,7.693481640835175,0,0,3,2,3,29,3.4011973816621555,0,2,4,1,9,3,4,5,1,0,1700.0
90,4.51085950651685,1,0,0,6,0,20,3.044522437723423,1,2,0,6,0,4,2,8,10,0,75.0
1027,6.93537044601511,0,1,2,5,7,58,4.07753744390572,1,1,3,2,8,2,7,8,1,0,650.0
228,5.43372200355424,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,6,6,8,2,0,200.0
702,6.555356891810665,1,0,2,2,2,17,2.8903717578961645,0,2,2,3,7,5,7,9,1,0,600.0
2499,7.824046010856292,0,0,4,0,9,19,2.995732273553991,0,1,4,5,9,4,4,3,1,0,2100.0
1593,7.374001859350161,0,0,3,4,3,18,2.9444389791664403,1,0,3,4,8,1,7,3,9,0,1350.0
44,3.8066624897703196,1,2,4,2,4,10,2.3978952727983707,1,1,0,3,0,0,2,6,2,0,40.0
4437,8.39795910349254,0,0,2,6,7,53,3.9889840465642745,0,2,3,4,3,4,7,0,1,0,2900.0
1185,7.078341579557671,0,0,0,2,5,58,4.07753744390572,1,1,3,2,8,2,5,9,1,0,750.0
380,5.942799375126701,1,2,0,2,0,52,3.970291913552122,1,1,2,3,2,4,6,7,4,0,250.0
2825,7.946617563244473,0,2,0,4,5,13,2.6390573296152584,0,1,3,6,3,1,1,8,1,0,2500.0
792,6.675823221634848,1,0,2,1,2,44,3.8066624897703196,1,2,4,2,4,5,0,5,44,1,550.0
282,5.645446897643238,1,0,2,2,2,41,3.7376696182833684,0,2,1,6,1,1,5,1,1,0,200.0
88,4.48863636973214,1,1,3,4,8,60,4.110873864173311,1,0,0,4,0,6,4,8,4,0,55.0
620,6.431331081933479,1,2,0,4,0,55,4.02535169073515,0,1,0,6,5,1,3,3,5,0,400.0
4553,8.423761246623686,0,2,3,3,3,57,4.060443010546419,0,0,2,1,7,7,7,8,1,0,2900.0
1926,7.563719668414366,1,0,1,1,6,7,2.0794415416798357,0,1,2,0,7,1,6,4,1,0,1800.0
2499,7.824046010856292,0,0,4,0,9,47,3.871201010907891,0,2,2,5,7,4,3,2,1,0,1700.0
1391,7.238496840894365,0,2,1,5,1,7,2.0794415416798357,0,1,2,0,7,4,4,7,1,0,1300.0
635,6.455198563340122,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,0,4,3,1,0,500.0
132,4.890349128221754,1,0,2,6,2,10,2.3978952727983707,1,1,0,3,0,1,2,0,2,0,120.0
592,6.385194398997726,1,1,2,4,2,48,3.8918202981106265,1,0,3,6,8,4,3,5,16,0,400.0
900,6.803505257608338,1,0,0,4,0,44,3.8066624897703196,1,2,4,2,4,2,3,7,4,0,625.0
273,5.6131281063880705,0,0,3,0,3,56,4.04305126783455,1,2,1,0,6,4,2,1,7,0,175.0
504,6.22455842927536,1,0,4,0,4,5,1.791759469228055,0,2,0,5,5,7,3,1,1,0,480.0
1397,7.242797922793756,0,2,2,4,7,27,3.332204510175204,0,0,2,6,7,3,7,0,1,0,1100.0
212,5.3612921657094255,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,0,2,2,0,200.0
171,5.147494476813453,0,0,1,3,1,14,2.70805020110221,1,2,4,0,4,2,5,2,1,0,150.0
832,6.725033642166843,1,1,2,6,2,28,3.367295829986474,1,1,3,0,8,3,7,0,4,0,650.0
2044,7.623153068476902,1,1,4,0,4,46,3.8501476017100584,1,1,1,4,6,2,0,4,2,0,1400.0
203,5.318119993844216,0,2,3,0,3,40,3.713572066704308,1,1,0,5,0,7,7,2,1,0,145.0
210,5.351858133476067,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,3,6,8,5,1,200.0
96,4.574710978503383,1,0,1,5,6,60,4.110873864173311,1,0,0,4,0,2,4,5,12,0,60.0
973,6.881411303642535,0,1,3,0,3,39,3.6888794541139363,0,0,4,4,9,6,1,2,1,0,700.0
3444,8.144679183447758,1,0,4,0,4,23,3.1780538303479458,0,2,3,2,3,4,0,6,1,0,2800.0
333,5.811140992976701,0,0,3,4,3,11,2.4849066497880004,0,2,1,4,1,0,6,9,1,0,300.0
603,6.403574197934815,0,0,3,1,3,34,3.5553480614894135,1,1,4,6,4,4,7,2,1,0,450.0
4379,8.384804003370492,0,2,4,4,9,51,3.9512437185814275,0,0,1,2,1,1,7,1,1,0,2900.0
1242,7.1252830915107115,1,0,2,3,2,38,3.6635616461296463,1,2,3,3,8,3,6,9,2,0,900.0
567,6.342121418721152,0,0,2,0,7,35,3.58351893845611,0,2,0,0,5,3,6,9,7,0,420.0
2997,8.005700678662542,0,0,2,1,7,11,2.4849066497880004,0,2,1,4,1,6,2,1,1,0,2700.0
1281,7.156176637480615,0,0,1,0,1,22,3.1354942159291497,1,1,2,1,2,0,2,5,1,0,1050.0
459,6.131226489483141,0,0,4,4,9,8,2.1972245773362196,1,2,3,1,8,6,3,4,1,0,425.0
3810,8.24564690087386,1,0,0,2,0,27,3.332204510175204,0,0,2,6,7,6,5,3,3,0,3000.0
930,6.836259277277067,1,0,0,6,0,24,3.2188758248682006,1,0,4,3,4,3,7,0,6,0,750.0
3666,8.207129168071326,1,0,1,5,6,41,3.7376696182833684,0,2,1,6,1,1,3,8,1,0,2600.0
609,6.413458957167357,0,0,4,0,9,45,3.828641396489095,0,0,0,3,5,6,5,7,3,0,420.0
3288,8.098338846189057,1,0,3,5,8,37,3.6375861597263857,0,1,2,2,7,4,7,9,1,0,2400.0
496,6.208590026096629,1,1,1,6,6,24,3.2188758248682006,1,0,4,3,4,6,7,7,8,0,400.0
2583,7.857093864902493,0,0,3,0,3,23,3.1780538303479458,0,2,3,2,3,5,7,7,1,0,2100.0
1073,6.97914527506881,0,2,3,2,3,48,3.8918202981106265,1,0,3,6,8,2,7,3,1,0,725.0
1764,7.475905969367397,1,0,4,0,4,26,3.295836866004329,1,2,1,5,6,2,5,1,2,0,1400.0
1098,7.002155954403621,1,0,3,6,8,22,3.1354942159291497,1,1,2,1,2,2,7,0,2,0,900.0
132,4.890349128221754,1,0,2,6,2,32,3.4965075614664802,1,2,2,4,2,4,2,0,4,0,100.0
3666,8.207129168071326,1,0,1,5,6,41,3.7376696182833684,0,2,1,6,1,3,7,4,1,0,2600.0
952,6.859614903654202,1,1,2,0,2,19,2.995732273553991,0,1,4,5,9,0,2,8,1,0,800.0
1884,7.541683099882111,1,0,4,1,4,57,4.060443010546419,0,0,2,1,7,2,5,7,3,0,1200.0
2466,7.810758116529357,1,0,1,2,6,37,3.6375861597263857,0,1,2,2,7,3,7,9,1,0,1800.0
143,4.969813299576001,0,2,3,3,3,10,2.3978952727983707,1,1,0,3,0,3,5,1,1,0,130.0
672,6.511745329644728,1,0,2,0,2,28,3.367295829986474,1,1,3,0,8,7,0,5,28,1,525.0
3816,8.247220052745229,1,0,1,1,6,59,4.0943445622221,0,2,4,3,9,3,6,1,1,0,2400.0
420,6.042632833682381,1,0,0,0,0,12,2.5649493574615367,1,0,2,5,2,0,5,8,12,1,375.0
798,6.683360945766275,1,0,3,0,8,52,3.970291913552122,1,1,2,3,2,7,5,5,2,0,525.0
4470,8.405367376233981,1,0,0,4,0,49,3.912023005428146,0,1,4,0,9,6,2,2,1,0,3000.0
936,6.842683282238422,1,0,1,5,6,17,2.8903717578961645,0,2,2,3,7,6,4,1,1,0,800.0
3108,8.042056410058754,1,0,3,0,8,11,2.4849066497880004,0,2,1,4,1,5,2,3,1,0,2800.0
465,6.144185634125646,0,0,0,3,5,24,3.2188758248682006,1,0,4,3,4,1,2,5,3,0,375.0
201,5.308267697401205,0,0,1,5,1,34,3.5553480614894135,1,1,4,6,4,7,6,1,1,0,150.0
1113,7.01571242048723,0,0,3,0,3,59,4.0943445622221,0,2,4,3,9,0,4,6,1,0,700.0
2952,7.990576881743923,1,0,2,5,2,23,3.1780538303479458,0,2,3,2,3,3,3,7,1,0,2400.0
2725,7.9105906122564775,0,1,0,2,5,9,2.302585092994046,0,0,4,2,9,4,0,9,1,0,2500.0
279,5.634789603169249,0,0,4,6,9,24,3.2188758248682006,1,0,4,3,4,6,1,2,3,0,225.0
132,4.890349128221754,1,0,2,6,2,10,2.3978952727983707,1,1,0,3,0,7,4,4,2,0,120.0
248,5.517452896464707,1,2,3,3,8,24,3.2188758248682006,1,0,4,3,4,0,0,5,8,0,200.0
306,5.726847747587197,1,0,1,5,6,36,3.6109179126442243,1,0,1,1,6,3,0,7,18,0,225.0
841,6.7357800142423265,0,1,1,1,1,16,2.833213344056216,1,1,1,2,6,6,3,6,1,0,725.0
735,6.601230118728877,0,0,0,0,5,47,3.871201010907891,0,2,2,5,7,2,1,9,1,0,500.0
729,6.593044534142437,0,0,4,1,9,8,2.1972245773362196,1,2,3,1,8,7,7,9,1,0,675.0
477,6.169610732491456,0,0,2,1,7,59,4.0943445622221,0,2,4,3,9,0,4,9,1,0,300.0
1106,7.009408932708637,1,2,1,0,6,58,4.07753744390572,1,1,3,2,8,6,6,2,2,0,700.0
3498,8.160232492367689,1,0,3,5,8,59,4.0943445622221,0,2,4,3,9,5,0,4,1,0,2200.0
609,6.413458957167357,0,0,4,0,9,16,2.833213344056216,1,1,1,2,6,2,4,4,1,0,525.0
128,4.859812404361672,1,2,3,2,8,60,4.110873864173311,1,0,0,4,0,3,2,7,4,0,80.0
1140,7.039660349862076,1,0,0,6,0,52,3.970291913552122,1,1,2,3,2,6,2,2,4,0,750.0
672,6.511745329644728,1,0,2,0,2,28,3.367295829986474,1,1,3,0,8,7,0,2,28,1,525.0
2261,7.724004656676065,0,2,1,0,1,19,2.995732273553991,0,1,4,5,9,6,7,7,19,1,1900.0
3741,8.227375506834035,0,0,1,3,1,29,3.4011973816621555,0,2,4,1,9,5,4,5,29,1,2900.0
532,6.278521424165844,1,1,2,0,2,33,3.5263605246161616,0,0,3,5,3,5,3,8,1,0,400.0
116,4.762173934797756,1,2,1,4,6,16,2.833213344056216,1,1,1,2,6,2,0,8,4,0,100.0
122,4.812184355372417,1,2,2,3,2,22,3.1354942159291497,1,1,2,1,2,2,3,0,2,0,100.0
434,6.075346031088684,1,2,4,0,4,55,4.02535169073515,0,1,0,6,5,4,5,3,1,0,280.0
948,6.855408798609928,1,0,3,3,8,58,4.07753744390572,1,1,3,2,8,6,3,0,2,0,600.0
112,4.727387818712341,1,1,2,0,2,40,3.713572066704308,1,1,0,5,0,5,3,7,8,0,80.0
725,6.587550014824796,0,2,0,4,5,16,2.833213344056216,1,1,1,2,6,5,1,6,1,0,625.0
180,5.198497031265826,1,0,0,5,0,44,3.8066624897703196,1,2,4,2,4,4,3,4,4,0,125.0
3432,8.141189793457691,1,0,2,2,2,43,3.784189633918261,0,1,3,1,3,3,6,2,1,0,2400.0
888,6.790097235513905,1,0,3,6,8,48,3.8918202981106265,1,0,3,6,8,2,1,3,24,0,600.0
189,5.247024072160486,0,0,4,0,9,8,2.1972245773362196,1,2,3,1,8,3,2,8,1,0,175.0
2180,7.687538766201629,1,2,0,3,0,9,2.302585092994046,0,0,4,2,9,4,3,8,1,0,2000.0
598,6.395261598115449,1,1,3,3,8,15,2.772588722239781,0,0,0,1,5,1,2,6,1,0,520.0
208,5.342334251964811,1,1,3,5,8,60,4.110873864173311,1,0,0,4,0,6,1,4,4,0,130.0
1431,7.266827347520591,0,0,1,3,1,59,4.0943445622221,0,2,4,3,9,4,7,2,1,0,900.0
1988,7.5953872788539725,1,2,3,0,8,42,3.7612001156935624,1,0,2,0,2,0,7,3,14,0,1400.0
972,6.880384082186005,1,0,2,6,2,44,3.8066624897703196,1,2,4,2,4,4,0,0,4,0,675.0
3978,8.288785810426928,1,0,3,2,8,53,3.9889840465642745,0,2,3,4,3,3,1,1,1,0,2600.0
3690,8.213652703029998,1,0,0,1,0,23,3.1780538303479458,0,2,3,2,3,1,0,2,1,0,3000.0
183,5.214935757608986,0,0,3,1,3,22,3.1354942159291497,1,1,2,1,2,3,0,9,1,0,150.0
1570,7.359467638255621,1,1,0,2,0,57,4.060443010546419,0,0,2,1,7,1,6,7,1,0,1000.0
754,6.626717749249025,1,1,4,5,4,16,2.833213344056216,1,1,1,2,6,1,5,1,2,0,650.0
1975,7.588829878307813,0,1,0,1,5,58,4.07753744390572,1,1,3,2,8,0,2,0,1,0,1250.0
55,4.02535169073515,0,1,0,6,5,25,3.258096538021482,0,1,0,4,5,6,0,9,5,0,44.0
3475,8.153637486385282,0,1,0,3,5,39,3.6888794541139363,0,0,4,4,9,4,3,6,1,0,2500.0
710,6.566672429803241,1,2,0,3,0,42,3.7612001156935624,1,0,2,0,2,4,1,2,2,0,500.0
553,6.317164686747284,0,1,3,0,3,58,4.07753744390572,1,1,3,2,8,1,7,0,1,0,350.0
609,6.413458957167357,0,0,4,0,9,45,3.828641396489095,0,0,0,3,5,4,7,6,3,0,420.0
555,6.320768294250582,0,0,0,2,5,48,3.8918202981106265,1,0,3,6,8,6,2,1,3,0,375.0
