slot_person_name,slot_base_monthly_salary,slot_base_monthly_salary_abs_log1p,slot_base_monthly_salary_mod3,slot_base_monthly_salary_mod7,slot_raise_percent,slot_raise_percent_abs_log1p,slot_raise_percent_is_even,slot_raise_percent_mod3,slot_raise_percent_mod5,slot_raise_percent_mod7,slot_raise_percent_mod10,slot_bonus_months_num,slot_bonus_months_num_abs_log1p,slot_bonus_months_num_is_even,slot_bonus_months_num_mod3,slot_bonus_months_num_mod5,slot_bonus_months_num_mod7,slot_bonus_months_num_mod10,slot_bonus_months_den,slot_bonus_months_den_abs_log1p,slot_bonus_months_den_mod3,slot_bonus_months_den_mod5,slot_bonus_months_den_mod7,slot_bonus_months_den_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
4,10800,9.287394001418473,0,6,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,3,1,5,163863.0
3,48000,10.778977123006351,0,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,4,1,8,660960.0
6,12400,9.425532393502772,1,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,4,1,6,166036.0
2,28000,10.239995502805316,1,0,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,3,1,5,388500.0
6,6800,8.824824939175638,2,3,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,4,1,5,97750.0
9,21600,9.980494888896912,0,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,0,1,6,300456.0
3,40000,10.596659732783579,1,2,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,2,1,5,591600.0
4,24000,10.085850775128717,0,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,1,1,9,327240.0
0,36400,10.502351525774941,1,0,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,4,1,6,530621.0
2,46800,10.753659849198824,0,5,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,3,1,5,680238.0
6,4000,8.294299608857235,1,3,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,2,1,5,53500.0
3,21600,9.980494888896912,0,5,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,3,1,7,314928.0
6,46800,10.753659849198824,0,5,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,3,1,7,636363.0
5,50000,10.819798284210286,2,6,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,3,1,7,630875.0
7,32000,10.373522431293592,2,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,1,1,6,428480.0
3,5600,8.630700432209832,2,0,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,4,1,7,72100.0
1,34400,10.445840912706414,2,2,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,4,1,9,438256.0
9,25600,10.150386692204734,1,1,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,2,1,7,336000.0
5,33600,10.422311107413181,0,0,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,3,1,9,508032.0
7,24000,10.085850775128717,0,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,0,1,10,303000.0
2,6000,8.699681400989514,0,1,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,3,1,7,80115.0
9,44400,10.70101727068921,0,6,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,0,1,7,647241.0
9,48000,10.778977123006351,0,1,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,3,1,5,758160.0
4,34000,10.434145214930487,1,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,1,1,5,472770.0
6,18400,9.820160289946374,1,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,3,1,5,255852.0
7,32800,10.39821428171237,1,5,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,4,1,6,445998.0
3,16000,9.680406499268875,1,5,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,1,1,6,233240.0
0,6800,8.824824939175638,2,3,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,0,1,6,99127.0
8,18000,9.798182590890704,0,3,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,3,1,9,255780.0
4,24000,10.085850775128717,0,4,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,0,1,9,311640.0
4,4000,8.294299608857235,1,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,0,1,6,52020.0
3,13600,9.517898598432753,1,6,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,4,2,7,201552.0
5,22000,9.99884318585288,1,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,0,2,9,291720.0
9,18800,9.841665338892785,2,5,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,0,1,4,276642.0
1,35200,10.468829770273567,1,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,4,1,7,479952.0
5,32800,10.39821428171237,1,5,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,4,1,6,495936.0
9,10400,9.249657234353133,2,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,0,1,5,136578.0
2,44800,10.709985739582528,1,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,4,1,7,576912.0
9,10400,9.249657234353133,2,5,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,1,1,6,146900.0
2,39200,10.576457535657255,2,0,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,1,2,8,568400.0
8,8400,9.036106025364846,0,0,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,0,2,10,115752.0
6,12000,9.392745258631441,0,2,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,0,2,9,162000.0
6,14000,9.546884034617925,2,0,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,3,1,8,189000.0
2,44400,10.70101727068921,0,6,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,2,1,6,617604.0
7,42000,10.645448706505872,0,0,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,2,1,7,572250.0
7,39200,10.576457535657255,2,0,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,3,1,3,587412.0
2,18000,9.798182590890704,0,3,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,3,1,9,243000.0
9,4400,8.38958706681109,2,4,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,1,2,7,58300.0
0,38400,10.555838779903407,0,5,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,3,1,6,584064.0
0,17200,9.75272280064639,1,1,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,2,1,4,264708.0
5,41200,10.626217806887722,1,5,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,0,2,7,610584.0
0,31200,10.348205424565993,0,1,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,4,1,9,471744.0
3,20000,9.90353755128617,2,1,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,0,1,8,280000.0
5,45200,10.718874489469398,2,1,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,4,1,5,627150.0
5,11200,9.32375833901174,1,0,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,3,1,5,167440.0
5,35200,10.468829770273567,1,4,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,3,2,6,519200.0
3,39200,10.576457535657255,2,0,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,3,1,6,542626.0
0,15200,9.62911649414402,2,3,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,2,2,6,224200.0
5,11600,9.358846580275406,2,1,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,0,1,5,158050.0
3,25200,10.134638955251866,0,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,2,1,9,324513.0
4,43200,10.673618922112436,0,3,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,2,1,7,670680.0
0,35600,10.480129006333248,2,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,1,2,9,453900.0
4,45200,10.718874489469398,2,1,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,1,1,5,675740.0
0,5200,8.556606193773073,1,6,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,0,1,5,69550.0
8,28800,10.268165387743457,0,2,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,0,1,9,423360.0
0,38400,10.555838779903407,0,5,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,1,1,8,547200.0
0,9200,9.127067452782361,2,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,2,1,4,123165.0
6,27600,10.225607282932941,0,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,4,1,8,373014.0
0,32400,10.385944565501662,0,4,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,4,1,10,409050.0
8,44400,10.70101727068921,0,6,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,0,2,9,643800.0
2,7600,8.936035096566041,1,5,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,4,2,8,108680.0
6,26400,10.181157167204903,0,3,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,0,1,8,376200.0
5,18800,9.841665338892785,2,5,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,2,1,3,281718.0
3,39600,10.586609649448985,0,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,1,1,10,519948.0
4,35200,10.468829770273567,1,4,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,4,1,5,523600.0
3,25200,10.134638955251866,0,0,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,0,1,7,350217.0
2,25200,10.134638955251866,0,0,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,0,1,9,333396.0
2,22800,10.034559673629849,0,1,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,4,1,8,293265.0
3,7200,8.881975184248867,0,4,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,1,1,6,111384.0
9,5200,8.556606193773073,1,6,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,3,1,6,78624.0
7,10000,9.210440366976517,1,4,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,3,1,6,143100.0
2,22000,9.99884318585288,1,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,0,1,9,288860.0
0,4800,8.476579508530941,0,5,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,0,1,7,67800.0
5,37600,10.534785924769006,1,3,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,4,1,5,562120.0
4,18000,9.798182590890704,0,3,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,3,1,9,257580.0
1,33200,10.410335274932896,2,6,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,1,1,5,460650.0
6,9600,9.169622538697624,0,3,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,2,1,7,130536.0
9,24000,10.085850775128717,0,4,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,3,1,9,324000.0
5,21600,9.980494888896912,0,5,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,3,1,8,283500.0
2,32800,10.39821428171237,1,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,3,1,6,451656.0
5,16400,9.70509758756311,2,6,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,4,1,4,227919.0
0,29200,10.281958234245314,1,3,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,1,1,8,438000.0
8,37200,10.524090921620362,0,2,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,4,1,7,519498.0
1,6400,8.764209507142004,1,2,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,0,1,8,88000.0
4,14000,9.546884034617925,2,0,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,4,1,8,198940.0
0,25200,10.134638955251866,0,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,0,1,9,324513.0
9,4000,8.294299608857235,1,3,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,0,1,6,58310.0
0,42400,10.65492722584759,1,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,2,1,6,606744.0
0,28000,10.239995502805316,1,0,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,0,1,4,406980.0
7,25600,10.150386692204734,1,1,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,4,1,5,355200.0
8,35200,10.468829770273567,1,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,0,1,6,462000.0
2,28800,10.268165387743457,0,2,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,2,1,9,432000.0
5,37600,10.534785924769006,1,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,2,2,9,488800.0
2,24800,10.118639253920785,2,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,2,1,6,322524.0
4,21600,9.980494888896912,0,5,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,4,1,7,297432.0
3,28000,10.239995502805316,1,0,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,1,1,5,415800.0
0,25200,10.134638955251866,0,0,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,2,2,9,393120.0
5,28000,10.239995502805316,1,0,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,4,1,6,395500.0
6,22800,10.034559673629849,0,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,4,1,8,305292.0
5,47600,10.7706090484022,2,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,0,1,7,624750.0
1,36400,10.502351525774941,1,0,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,2,1,5,530712.0
2,16400,9.70509758756311,2,6,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,1,1,9,209100.0
3,8800,9.082620630373812,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,0,1,9,109956.0
2,32000,10.373522431293592,2,3,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,1,1,3,505440.0
2,23600,10.069044362997353,2,3,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,4,1,3,353646.0
2,5200,8.556606193773073,1,6,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,0,1,6,72150.0
9,17600,9.77571099759397,2,2,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,3,1,4,263736.0
8,46400,10.74507628970625,2,4,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,0,1,5,709920.0
1,26000,10.165890277802454,2,2,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,4,1,7,359905.0
3,16400,9.70509758756311,2,6,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,4,1,4,240465.0
1,48400,10.78727575364831,1,2,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,2,1,8,677600.0
8,10400,9.249657234353133,2,5,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,2,1,4,161460.0
0,33200,10.410335274932896,2,6,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,3,1,3,524394.0
5,36000,10.491301994830229,0,6,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,2,1,8,485100.0
7,48800,10.795506083434564,2,3,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,1,2,8,761280.0
6,28000,10.239995502805316,1,0,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,0,1,8,411600.0
2,26800,10.196194479235656,1,4,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,1,1,6,405216.0
0,44800,10.709985739582528,1,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,3,2,9,571200.0
9,28400,10.254179634797001,2,1,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,2,1,6,394050.0
7,16800,9.729193687429403,0,0,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,0,1,7,231336.0
7,36400,10.502351525774941,1,0,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,1,1,7,508326.0
0,42400,10.65492722584759,1,1,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,0,2,8,661440.0
0,30400,10.322230781590136,1,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,1,1,6,435024.0
8,7200,8.881975184248867,0,4,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,2,2,2,2,1,2,9,110448.0
9,10000,9.210440366976517,1,4,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,0,1,8,142100.0
8,8800,9.082620630373812,1,1,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,1,1,6,123970.0
7,26000,10.165890277802454,2,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,1,1,6,358020.0
7,17200,9.75272280064639,1,1,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,4,1,5,230050.0
0,26400,10.181157167204903,0,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,4,1,10,336336.0
9,12800,9.45727857185611,2,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,2,1,7,164640.0
8,4000,8.294299608857235,1,3,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,1,1,7,59000.0
1,26400,10.181157167204903,0,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,2,1,8,346698.0
6,19600,9.883335864325275,1,0,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,1,1,6,280917.0
1,5200,8.556606193773073,1,6,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,0,2,7,71500.0
2,16000,9.680406499268875,1,5,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,2,2,2,2,1,1,8,216000.0
7,14400,9.575052927597383,0,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,0,1,8,187272.0
2,9200,9.127067452782361,2,2,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,0,1,6,129605.0
0,29200,10.281958234245314,1,3,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,4,4,4,3,1,4,405807.0
8,16400,9.70509758756311,2,6,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,0,1,3,250182.0
2,47200,10.762170357789895,1,6,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,2,2,2,2,3,1,4,726408.0
1,10000,9.210440366976517,1,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,2,1,9,126250.0
2,8800,9.082620630373812,1,1,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,4,4,4,0,1,7,118580.0
2,27200,10.211009016314167,2,5,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,4,4,4,1,2,9,353600.0
