slot_person,slot_qty1,slot_qty1_abs_log1p,slot_qty1_is_even,slot_qty1_mod3,slot_qty1_mod5,slot_qty1_mod7,slot_qty1_mod10,slot_brand1,slot_qty2,slot_qty2_abs_log1p,slot_qty2_is_even,slot_qty2_mod3,slot_qty2_mod5,slot_qty2_mod7,slot_qty2_mod10,slot_brand2,slot_last_week_qty,slot_last_week_qty_abs_log1p,slot_last_week_qty_is_even,slot_last_week_qty_mod3,slot_last_week_qty_mod5,slot_last_week_qty_mod7,slot_last_week_qty_mod10,slot_unit,slot_category,gcd_all,n_multiple_pairs,y
4,7,2.0794415416798357,0,1,2,0,7,7,18,2.9444389791664403,1,0,3,4,8,12,20,3.044522437723423,1,2,0,6,0,3,5,1,0,5.0
3,13,2.6390573296152584,0,1,3,6,3,19,2,1.0986122886681098,1,2,2,2,2,1,14,2.70805020110221,1,2,4,0,4,0,1,1,1,1.0
0,5,1.791759469228055,0,2,0,5,5,16,17,2.8903717578961645,0,2,2,3,7,10,1,0.6931471805599453,0,1,1,1,1,4,4,1,2,21.0
0,19,2.995732273553991,0,1,4,5,9,14,3,1.3862943611198906,0,0,3,3,3,14,19,2.995732273553991,0,1,4,5,9,2,3,1,1,3.0
0,16,2.833213344056216,1,1,1,2,6,30,12,2.5649493574615367,1,0,2,5,2,23,27,3.332204510175204,0,0,2,6,7,3,0,1,0,1.0
2,18,2.9444389791664403,1,0,3,4,8,0,15,2.772588722239781,0,0,0,1,5,0,17,2.8903717578961645,0,2,2,3,7,3,0,1,0,16.0
7,2,1.0986122886681098,1,2,2,2,2,24,12,2.5649493574615367,1,0,2,5,2,28,8,2.1972245773362196,1,2,3,1,8,0,0,2,2,6.0
7,14,2.70805020110221,1,2,4,0,4,25,10,2.3978952727983707,1,1,0,3,0,24,19,2.995732273553991,0,1,4,5,9,2,1,1,0,5.0
3,17,2.8903717578961645,0,2,2,3,7,27,3,1.3862943611198906,0,0,3,3,3,29,4,1.6094379124341003,1,1,4,4,4,3,6,1,0,16.0
7,13,2.6390573296152584,0,1,3,6,3,16,14,2.70805020110221,1,2,4,0,4,10,24,3.2188758248682006,1,0,4,3,4,3,4,1,0,3.0
7,20,3.044522437723423,1,2,0,6,0,27,9,2.302585092994046,0,0,4,2,9,22,13,2.6390573296152584,0,1,3,6,3,3,6,1,0,16.0
2,11,2.4849066497880004,0,2,1,4,1,19,13,2.6390573296152584,0,1,3,6,3,2,7,2.0794415416798357,0,1,2,0,7,2,1,1,0,17.0
1,13,2.6390573296152584,0,1,3,6,3,3,14,2.70805020110221,1,2,4,0,4,26,9,2.302585092994046,0,0,4,2,9,6,2,1,0,18.0
0,18,2.9444389791664403,1,0,3,4,8,18,16,2.833213344056216,1,1,1,2,6,29,10,2.3978952727983707,1,1,0,3,0,0,6,2,0,24.0
6,9,2.302585092994046,0,0,4,2,9,33,20,3.044522437723423,1,2,0,6,0,27,13,2.6390573296152584,0,1,3,6,3,4,4,1,0,16.0
0,3,1.3862943611198906,0,0,3,3,3,28,10,2.3978952727983707,1,1,0,3,0,19,12,2.5649493574615367,1,0,2,5,2,1,1,1,1,1.0
7,11,2.4849066497880004,0,2,1,4,1,28,20,3.044522437723423,1,2,0,6,0,1,27,3.332204510175204,0,0,2,6,7,0,1,1,0,4.0
0,8,2.1972245773362196,1,2,3,1,8,28,12,2.5649493574615367,1,0,2,5,2,1,6,1.9459101490553132,1,0,1,6,6,1,1,2,1,14.0
7,14,2.70805020110221,1,2,4,0,4,0,3,1.3862943611198906,0,0,3,3,3,15,13,2.6390573296152584,0,1,3,6,3,0,0,1,0,4.0
6,9,2.302585092994046,0,0,4,2,9,3,19,2.995732273553991,0,1,4,5,9,17,13,2.6390573296152584,0,1,3,6,3,5,2,1,0,15.0
2,16,2.833213344056216,1,1,1,2,6,31,12,2.5649493574615367,1,0,2,5,2,6,14,2.70805020110221,1,2,4,0,4,6,2,2,0,14.0
6,12,2.5649493574615367,1,0,2,5,2,26,17,2.8903717578961645,0,2,2,3,7,22,13,2.6390573296152584,0,1,3,6,3,0,6,1,0,16.0
7,7,2.0794415416798357,0,1,2,0,7,7,20,3.044522437723423,1,2,0,6,0,20,11,2.4849066497880004,0,2,1,4,1,0,5,1,0,16.0
0,3,1.3862943611198906,0,0,3,3,3,22,2,1.0986122886681098,1,2,2,2,2,28,2,1.0986122886681098,1,2,2,2,2,0,0,1,1,3.0
5,16,2.833213344056216,1,1,1,2,6,31,17,2.8903717578961645,0,2,2,3,7,3,23,3.1780538303479458,0,2,3,2,3,3,2,1,0,10.0
1,14,2.70805020110221,1,2,4,0,4,27,4,1.6094379124341003,1,1,4,4,4,29,8,2.1972245773362196,1,2,3,1,8,3,6,2,1,10.0
6,6,1.9459101490553132,1,0,1,6,6,18,8,2.1972245773362196,1,2,3,1,8,29,5,1.791759469228055,0,2,0,5,5,2,6,1,0,9.0
8,12,2.5649493574615367,1,0,2,5,2,10,18,2.9444389791664403,1,0,3,4,8,13,6,1.9459101490553132,1,0,1,6,6,0,0,6,2,24.0
9,10,2.3978952727983707,1,1,0,3,0,17,3,1.3862943611198906,0,0,3,3,3,9,7,2.0794415416798357,0,1,2,0,7,2,3,1,0,6.0
3,2,1.0986122886681098,1,2,2,2,2,20,6,1.9459101490553132,1,0,1,6,6,26,3,1.3862943611198906,0,0,3,3,3,6,2,1,2,5.0
1,11,2.4849066497880004,0,2,1,4,1,10,20,3.044522437723423,1,2,0,6,0,0,20,3.044522437723423,1,2,0,6,0,3,0,1,1,11.0
1,3,1.3862943611198906,0,0,3,3,3,20,2,1.0986122886681098,1,2,2,2,2,4,1,0.6931471805599453,0,1,1,1,1,5,2,1,2,4.0
2,18,2.9444389791664403,1,0,3,4,8,14,3,1.3862943611198906,0,0,3,3,3,34,19,2.995732273553991,0,1,4,5,9,2,3,1,1,2.0
1,2,1.0986122886681098,1,2,2,2,2,34,7,2.0794415416798357,0,1,2,0,7,20,7,2.0794415416798357,0,1,2,0,7,0,5,1,1,2.0
5,7,2.0794415416798357,0,1,2,0,7,26,16,2.833213344056216,1,1,1,2,6,18,1,0.6931471805599453,0,1,1,1,1,3,6,1,2,22.0
7,4,1.6094379124341003,1,1,4,4,4,24,4,1.6094379124341003,1,1,4,4,4,0,5,1.791759469228055,0,2,0,5,5,3,0,1,1,3.0
5,10,2.3978952727983707,1,1,0,3,0,31,6,1.9459101490553132,1,0,1,6,6,6,7,2.0794415416798357,0,1,2,0,7,5,2,1,0,9.0
7,20,3.044522437723423,1,2,0,6,0,21,12,2.5649493574615367,1,0,2,5,2,21,1,0.6931471805599453,0,1,1,1,1,4,5,1,2,31.0
3,7,2.0794415416798357,0,1,2,0,7,16,17,2.8903717578961645,0,2,2,3,7,16,16,2.833213344056216,1,1,1,2,6,5,4,1,0,8.0
0,12,2.5649493574615367,1,0,2,5,2,19,14,2.70805020110221,1,2,4,0,4,25,17,2.8903717578961645,0,2,2,3,7,1,1,1,0,9.0
6,6,1.9459101490553132,1,0,1,6,6,6,16,2.833213344056216,1,1,1,2,6,16,1,0.6931471805599453,0,1,1,1,1,5,4,1,2,21.0
6,10,2.3978952727983707,1,1,0,3,0,12,6,1.9459101490553132,1,0,1,6,6,21,14,2.70805020110221,1,2,4,0,4,4,5,2,0,2.0
4,12,2.5649493574615367,1,0,2,5,2,21,2,1.0986122886681098,1,2,2,2,2,20,8,2.1972245773362196,1,2,3,1,8,3,5,2,2,6.0
6,5,1.791759469228055,0,2,0,5,5,21,14,2.70805020110221,1,2,4,0,4,8,11,2.4849066497880004,0,2,1,4,1,4,5,1,0,8.0
7,13,2.6390573296152584,0,1,3,6,3,30,16,2.833213344056216,1,1,1,2,6,28,11,2.4849066497880004,0,2,1,4,1,4,0,1,0,18.0
9,13,2.6390573296152584,0,1,3,6,3,27,19,2.995732273553991,0,1,4,5,9,22,9,2.302585092994046,0,0,4,2,9,0,6,1,0,23.0
9,19,2.995732273553991,0,1,4,5,9,7,14,2.70805020110221,1,2,4,0,4,8,6,1.9459101490553132,1,0,1,6,6,3,5,1,0,27.0
4,15,2.772588722239781,0,0,0,1,5,34,20,3.044522437723423,1,2,0,6,0,20,24,3.2188758248682006,1,0,4,3,4,0,5,1,0,11.0
2,17,2.8903717578961645,0,2,2,3,7,20,4,1.6094379124341003,1,1,4,4,4,4,12,2.5649493574615367,1,0,2,5,2,5,2,1,1,9.0
3,11,2.4849066497880004,0,2,1,4,1,19,5,1.791759469228055,0,2,0,5,5,2,11,2.4849066497880004,0,2,1,4,1,2,1,1,1,5.0
0,6,1.9459101490553132,1,0,1,6,6,27,13,2.6390573296152584,0,1,3,6,3,29,11,2.4849066497880004,0,2,1,4,1,0,6,1,0,8.0
0,16,2.833213344056216,1,1,1,2,6,3,5,1.791759469228055,0,2,0,5,5,17,14,2.70805020110221,1,2,4,0,4,6,2,1,0,7.0
5,4,1.6094379124341003,1,1,4,4,4,22,6,1.9459101490553132,1,0,1,6,6,23,7,2.0794415416798357,0,1,2,0,7,0,0,1,0,3.0
0,3,1.3862943611198906,0,0,3,3,3,5,18,2.9444389791664403,1,0,3,4,8,5,12,2.5649493574615367,1,0,2,5,2,3,3,3,2,9.0
2,19,2.995732273553991,0,1,4,5,9,29,10,2.3978952727983707,1,1,0,3,0,33,3,1.3862943611198906,0,0,3,3,3,0,5,1,0,26.0
3,11,2.4849066497880004,0,2,1,4,1,29,4,1.6094379124341003,1,1,4,4,4,20,1,0.6931471805599453,0,1,1,1,1,4,5,1,2,14.0
9,12,2.5649493574615367,1,0,2,5,2,0,11,2.4849066497880004,0,2,1,4,1,28,21,3.091042453358316,0,0,1,0,1,2,0,1,0,2.0
6,18,2.9444389791664403,1,0,3,4,8,12,19,2.995732273553991,0,1,4,5,9,12,32,3.4965075614664802,1,2,2,4,2,3,5,1,0,5.0
5,17,2.8903717578961645,0,2,2,3,7,34,15,2.772588722239781,0,0,0,1,5,33,31,3.4657359027997265,0,1,1,3,1,0,5,1,0,1.0
2,7,2.0794415416798357,0,1,2,0,7,31,9,2.302585092994046,0,0,4,2,9,4,13,2.6390573296152584,0,1,3,6,3,5,2,1,0,3.0
4,6,1.9459101490553132,1,0,1,6,6,19,7,2.0794415416798357,0,1,2,0,7,25,8,2.1972245773362196,1,2,3,1,8,0,1,1,0,5.0
0,8,2.1972245773362196,1,2,3,1,8,10,18,2.9444389791664403,1,0,3,4,8,15,20,3.044522437723423,1,2,0,6,0,2,0,2,0,6.0
7,7,2.0794415416798357,0,1,2,0,7,34,19,2.995732273553991,0,1,4,5,9,21,2,1.0986122886681098,1,2,2,2,2,4,5,1,0,24.0
2,13,2.6390573296152584,0,1,3,6,3,18,14,2.70805020110221,1,2,4,0,4,11,6,1.9459101490553132,1,0,1,6,6,2,6,1,0,21.0
1,16,2.833213344056216,1,1,1,2,6,23,13,2.6390573296152584,0,1,3,6,3,4,1,0.6931471805599453,0,1,1,1,1,5,2,1,2,28.0
7,17,2.8903717578961645,0,2,2,3,7,15,19,2.995732273553991,0,1,4,5,9,31,29,3.4011973816621555,0,2,4,1,9,3,6,1,0,7.0
8,6,1.9459101490553132,1,0,1,6,6,30,17,2.8903717578961645,0,2,2,3,7,28,7,2.0794415416798357,0,1,2,0,7,4,0,1,0,16.0
1,16,2.833213344056216,1,1,1,2,6,18,5,1.791759469228055,0,2,0,5,5,31,19,2.995732273553991,0,1,4,5,9,0,6,1,0,2.0
2,13,2.6390573296152584,0,1,3,6,3,34,10,2.3978952727983707,1,1,0,3,0,20,22,3.1354942159291497,1,1,2,1,2,0,5,1,0,1.0
4,8,2.1972245773362196,1,2,3,1,8,4,8,2.1972245773362196,1,2,3,1,8,17,4,1.6094379124341003,1,1,4,4,4,3,2,4,3,12.0
2,14,2.70805020110221,1,2,4,0,4,27,9,2.302585092994046,0,0,4,2,9,22,7,2.0794415416798357,0,1,2,0,7,0,6,1,1,16.0
4,8,2.1972245773362196,1,2,3,1,8,26,17,2.8903717578961645,0,2,2,3,7,11,19,2.995732273553991,0,1,4,5,9,0,6,1,0,6.0
9,11,2.4849066497880004,0,2,1,4,1,26,2,1.0986122886681098,1,2,2,2,2,18,11,2.4849066497880004,0,2,1,4,1,2,6,1,1,2.0
1,15,2.772588722239781,0,0,0,1,5,11,4,1.6094379124341003,1,1,4,4,4,32,9,2.302585092994046,0,0,4,2,9,5,4,1,0,10.0
9,18,2.9444389791664403,1,0,3,4,8,19,2,1.0986122886681098,1,2,2,2,2,25,2,1.0986122886681098,1,2,2,2,2,0,1,2,3,18.0
7,6,1.9459101490553132,1,0,1,6,6,23,8,2.1972245773362196,1,2,3,1,8,3,6,1.9459101490553132,1,0,1,6,6,5,2,2,1,8.0
3,15,2.772588722239781,0,0,0,1,5,10,17,2.8903717578961645,0,2,2,3,7,13,4,1.6094379124341003,1,1,4,4,4,3,0,1,0,28.0
1,19,2.995732273553991,0,1,4,5,9,8,5,1.791759469228055,0,2,0,5,5,30,10,2.3978952727983707,1,1,0,3,0,2,3,1,1,14.0
0,3,1.3862943611198906,0,0,3,3,3,0,17,2.8903717578961645,0,2,2,3,7,28,9,2.302585092994046,0,0,4,2,9,4,0,1,1,11.0
4,5,1.791759469228055,0,2,0,5,5,24,19,2.995732273553991,0,1,4,5,9,23,11,2.4849066497880004,0,2,1,4,1,0,0,1,0,13.0
3,9,2.302585092994046,0,0,4,2,9,29,6,1.9459101490553132,1,0,1,6,6,12,7,2.0794415416798357,0,1,2,0,7,3,5,1,0,8.0
1,3,1.3862943611198906,0,0,3,3,3,13,17,2.8903717578961645,0,2,2,3,7,22,15,2.772588722239781,0,0,0,1,5,0,6,1,1,5.0
4,4,1.6094379124341003,1,1,4,4,4,22,18,2.9444389791664403,1,0,3,4,8,28,9,2.302585092994046,0,0,4,2,9,4,0,1,1,13.0
3,9,2.302585092994046,0,0,4,2,9,25,13,2.6390573296152584,0,1,3,6,3,1,20,3.044522437723423,1,2,0,6,0,1,1,1,0,2.0
7,13,2.6390573296152584,0,1,3,6,3,11,11,2.4849066497880004,0,2,1,4,1,32,15,2.772588722239781,0,0,0,1,5,5,4,1,0,9.0
2,8,2.1972245773362196,1,2,3,1,8,31,11,2.4849066497880004,0,2,1,4,1,4,18,2.9444389791664403,1,0,3,4,8,3,2,1,0,1.0
3,8,2.1972245773362196,1,2,3,1,8,5,19,2.995732273553991,0,1,4,5,9,5,15,2.772588722239781,0,0,0,1,5,0,3,1,0,12.0
0,17,2.8903717578961645,0,2,2,3,7,16,19,2.995732273553991,0,1,4,5,9,32,1,0.6931471805599453,0,1,1,1,1,5,4,1,2,35.0
7,16,2.833213344056216,1,1,1,2,6,12,16,2.833213344056216,1,1,1,2,6,21,18,2.9444389791664403,1,0,3,4,8,0,5,2,1,14.0
0,2,1.0986122886681098,1,2,2,2,2,6,11,2.4849066497880004,0,2,1,4,1,7,5,1.791759469228055,0,2,0,5,5,4,4,1,0,8.0
6,12,2.5649493574615367,1,0,2,5,2,19,17,2.8903717578961645,0,2,2,3,7,24,13,2.6390573296152584,0,1,3,6,3,2,1,1,0,16.0
0,6,1.9459101490553132,1,0,1,6,6,12,2,1.0986122886681098,1,2,2,2,2,33,5,1.791759469228055,0,2,0,5,5,4,5,1,1,3.0
8,5,1.791759469228055,0,2,0,5,5,4,17,2.8903717578961645,0,2,2,3,7,26,17,2.8903717578961645,0,2,2,3,7,6,2,1,1,5.0
0,11,2.4849066497880004,0,2,1,4,1,23,15,2.772588722239781,0,0,0,1,5,6,23,3.1780538303479458,0,2,3,2,3,3,2,1,0,3.0
8,20,3.044522437723423,1,2,0,6,0,21,4,1.6094379124341003,1,1,4,4,4,8,3,1.3862943611198906,0,0,3,3,3,3,5,1,1,21.0
8,17,2.8903717578961645,0,2,2,3,7,15,12,2.5649493574615367,1,0,2,5,2,31,20,3.044522437723423,1,2,0,6,0,3,6,1,0,9.0
7,2,1.0986122886681098,1,2,2,2,2,7,5,1.791759469228055,0,2,0,5,5,33,2,1.0986122886681098,1,2,2,2,2,0,5,1,1,5.0
2,12,2.5649493574615367,1,0,2,5,2,6,9,2.302585092994046,0,0,4,2,9,7,5,1.791759469228055,0,2,0,5,5,5,4,1,0,16.0
3,9,2.302585092994046,0,0,4,2,9,11,2,1.0986122886681098,1,2,2,2,2,7,4,1.6094379124341003,1,1,4,4,4,5,4,1,1,7.0
7,10,2.3978952727983707,1,1,0,3,0,30,17,2.8903717578961645,0,2,2,3,7,28,20,3.044522437723423,1,2,0,6,0,3,0,1,1,7.0
3,9,2.302585092994046,0,0,4,2,9,5,10,2.3978952727983707,1,1,0,3,0,14,16,2.833213344056216,1,1,1,2,6,0,3,1,0,3.0
5,11,2.4849066497880004,0,2,1,4,1,21,13,2.6390573296152584,0,1,3,6,3,12,20,3.044522437723423,1,2,0,6,0,3,5,1,0,4.0
0,18,2.9444389791664403,1,0,3,4,8,32,14,2.70805020110221,1,2,4,0,4,32,2,1.0986122886681098,1,2,2,2,2,5,4,2,2,30.0
1,18,2.9444389791664403,1,0,3,4,8,17,2,1.0986122886681098,1,2,2,2,2,9,16,2.833213344056216,1,1,1,2,6,3,3,2,2,4.0
8,2,1.0986122886681098,1,2,2,2,2,29,12,2.5649493574615367,1,0,2,5,2,12,9,2.302585092994046,0,0,4,2,9,3,5,1,1,5.0
3,19,2.995732273553991,0,1,4,5,9,17,8,2.1972245773362196,1,2,3,1,8,30,10,2.3978952727983707,1,1,0,3,0,3,3,1,0,17.0
7,3,1.3862943611198906,0,0,3,3,3,27,14,2.70805020110221,1,2,4,0,4,29,10,2.3978952727983707,1,1,0,3,0,0,6,1,0,7.0
9,8,2.1972245773362196,1,2,3,1,8,1,20,3.044522437723423,1,2,0,6,0,1,23,3.1780538303479458,0,2,3,2,3,2,1,1,0,5.0
3,15,2.772588722239781,0,0,0,1,5,10,8,2.1972245773362196,1,2,3,1,8,23,2,1.0986122886681098,1,2,2,2,2,4,0,1,1,21.0
9,15,2.772588722239781,0,0,0,1,5,20,6,1.9459101490553132,1,0,1,6,6,3,15,2.772588722239781,0,0,0,1,5,6,2,3,1,6.0
7,9,2.302585092994046,0,0,4,2,9,25,18,2.9444389791664403,1,0,3,4,8,25,24,3.2188758248682006,1,0,4,3,4,0,1,3,1,3.0
7,10,2.3978952727983707,1,1,0,3,0,5,7,2.0794415416798357,0,1,2,0,7,34,8,2.1972245773362196,1,2,3,1,8,3,3,1,0,9.0
5,15,2.772588722239781,0,0,0,1,5,10,19,2.995732273553991,0,1,4,5,9,23,1,0.6931471805599453,0,1,1,1,1,2,0,1,2,33.0
0,9,2.302585092994046,0,0,4,2,9,7,7,2.0794415416798357,0,1,2,0,7,33,7,2.0794415416798357,0,1,2,0,7,3,5,1,1,9.0
7,8,2.1972245773362196,1,2,3,1,8,19,12,2.5649493574615367,1,0,2,5,2,25,12,2.5649493574615367,1,0,2,5,2,2,1,4,1,8.0
7,11,2.4849066497880004,0,2,1,4,1,8,9,2.302585092994046,0,0,4,2,9,30,15,2.772588722239781,0,0,0,1,5,2,3,1,0,5.0
4,13,2.6390573296152584,0,1,3,6,3,21,19,2.995732273553991,0,1,4,5,9,20,14,2.70805020110221,1,2,4,0,4,4,5,1,0,18.0
2,2,1.0986122886681098,1,2,2,2,2,34,19,2.995732273553991,0,1,4,5,9,33,8,2.1972245773362196,1,2,3,1,8,3,5,1,1,13.0
9,7,2.0794415416798357,0,1,2,0,7,11,7,2.0794415416798357,0,1,2,0,7,10,11,2.4849066497880004,0,2,1,4,1,3,4,1,1,3.0
2,17,2.8903717578961645,0,2,2,3,7,17,7,2.0794415416798357,0,1,2,0,7,34,23,3.1780538303479458,0,2,3,2,3,2,3,1,0,1.0
2,8,2.1972245773362196,1,2,3,1,8,7,20,3.044522437723423,1,2,0,6,0,8,20,3.044522437723423,1,2,0,6,0,3,5,4,1,8.0
4,12,2.5649493574615367,1,0,2,5,2,13,13,2.6390573296152584,0,1,3,6,3,29,15,2.772588722239781,0,0,0,1,5,2,6,1,0,10.0
5,20,3.044522437723423,1,2,0,6,0,12,9,2.302585092994046,0,0,4,2,9,12,10,2.3978952727983707,1,1,0,3,0,3,5,1,1,19.0
0,5,1.791759469228055,0,2,0,5,5,31,13,2.6390573296152584,0,1,3,6,3,3,6,1.9459101490553132,1,0,1,6,6,3,2,1,0,12.0
4,16,2.833213344056216,1,1,1,2,6,12,2,1.0986122886681098,1,2,2,2,2,8,17,2.8903717578961645,0,2,2,3,7,3,5,1,1,1.0
9,17,2.8903717578961645,0,2,2,3,7,3,4,1.6094379124341003,1,1,4,4,4,17,15,2.772588722239781,0,0,0,1,5,6,2,1,0,6.0
4,7,2.0794415416798357,0,1,2,0,7,4,5,1.791759469228055,0,2,0,5,5,4,6,1.9459101490553132,1,0,1,6,6,6,2,1,0,6.0
9,18,2.9444389791664403,1,0,3,4,8,1,5,1.791759469228055,0,2,0,5,5,1,17,2.8903717578961645,0,2,2,3,7,0,1,1,0,6.0
6,6,1.9459101490553132,1,0,1,6,6,23,19,2.995732273553991,0,1,4,5,9,4,17,2.8903717578961645,0,2,2,3,7,6,2,1,0,8.0
3,8,2.1972245773362196,1,2,3,1,8,31,17,2.8903717578961645,0,2,2,3,7,3,7,2.0794415416798357,0,1,2,0,7,5,2,1,0,18.0
7,9,2.302585092994046,0,0,4,2,9,26,19,2.995732273553991,0,1,4,5,9,11,12,2.5649493574615367,1,0,2,5,2,2,6,1,0,16.0
3,8,2.1972245773362196,1,2,3,1,8,21,16,2.833213344056216,1,1,1,2,6,8,6,1.9459101490553132,1,0,1,6,6,0,5,2,1,18.0
5,8,2.1972245773362196,1,2,3,1,8,7,10,2.3978952727983707,1,1,0,3,0,12,9,2.302585092994046,0,0,4,2,9,0,5,1,0,9.0
5,16,2.833213344056216,1,1,1,2,6,17,6,1.9459101490553132,1,0,1,6,6,34,1,0.6931471805599453,0,1,1,1,1,2,3,1,2,21.0
7,2,1.0986122886681098,1,2,2,2,2,0,16,2.833213344056216,1,1,1,2,6,13,12,2.5649493574615367,1,0,2,5,2,0,0,2,2,6.0
8,12,2.5649493574615367,1,0,2,5,2,4,14,2.70805020110221,1,2,4,0,4,17,13,2.6390573296152584,0,1,3,6,3,3,2,1,0,13.0
5,7,2.0794415416798357,0,1,2,0,7,33,4,1.6094379124341003,1,1,4,4,4,27,3,1.3862943611198906,0,0,3,3,3,3,4,1,0,8.0
7,9,2.302585092994046,0,0,4,2,9,24,3,1.3862943611198906,0,0,3,3,3,23,10,2.3978952727983707,1,1,0,3,0,3,0,1,1,2.0
0,18,2.9444389791664403,1,0,3,4,8,29,6,1.9459101490553132,1,0,1,6,6,20,3,1.3862943611198906,0,0,3,3,3,4,5,3,3,21.0
8,3,1.3862943611198906,0,0,3,3,3,17,18,2.9444389791664403,1,0,3,4,8,30,20,3.044522437723423,1,2,0,6,0,0,3,1,1,1.0
0,11,2.4849066497880004,0,2,1,4,1,23,16,2.833213344056216,1,1,1,2,6,3,3,1.3862943611198906,0,0,3,3,3,5,2,1,0,24.0
4,6,1.9459101490553132,1,0,1,6,6,30,13,2.6390573296152584,0,1,3,6,3,15,16,2.833213344056216,1,1,1,2,6,3,0,1,0,3.0
3,13,2.6390573296152584,0,1,3,6,3,14,13,2.6390573296152584,0,1,3,6,3,9,8,2.1972245773362196,1,2,3,1,8,3,3,1,1,18.0
7,17,2.8903717578961645,0,2,2,3,7,26,2,1.0986122886681098,1,2,2,2,2,11,16,2.833213344056216,1,1,1,2,6,0,6,1,1,3.0
6,14,2.70805020110221,1,2,4,0,4,2,12,2.5649493574615367,1,0,2,5,2,19,8,2.1972245773362196,1,2,3,1,8,0,1,2,0,18.0
1,7,2.0794415416798357,0,1,2,0,7,17,14,2.70805020110221,1,2,4,0,4,9,10,2.3978952727983707,1,1,0,3,0,3,3,1,1,11.0
7,11,2.4849066497880004,0,2,1,4,1,25,17,2.8903717578961645,0,2,2,3,7,1,21,3.091042453358316,0,0,1,0,1,0,1,1,0,7.0
3,19,2.995732273553991,0,1,4,5,9,12,3,1.3862943611198906,0,0,3,3,3,8,7,2.0794415416798357,0,1,2,0,7,4,5,1,0,15.0
3,6,1.9459101490553132,1,0,1,6,6,19,12,2.5649493574615367,1,0,2,5,2,2,10,2.3978952727983707,1,1,0,3,0,0,1,2,1,8.0
7,13,2.6390573296152584,0,1,3,6,3,10,11,2.4849066497880004,0,2,1,4,1,15,6,1.9459101490553132,1,0,1,6,6,4,0,1,0,18.0
2,20,3.044522437723423,1,2,0,6,0,29,12,2.5649493574615367,1,0,2,5,2,21,21,3.091042453358316,0,0,1,0,1,3,5,1,0,11.0
6,6,1.9459101490553132,1,0,1,6,6,32,12,2.5649493574615367,1,0,2,5,2,10,10,2.3978952727983707,1,1,0,3,0,5,4,2,1,8.0
0,20,3.044522437723423,1,2,0,6,0,21,13,2.6390573296152584,0,1,3,6,3,8,19,2.995732273553991,0,1,4,5,9,0,5,1,0,14.0
7,18,2.9444389791664403,1,0,3,4,8,7,4,1.6094379124341003,1,1,4,4,4,12,6,1.9459101490553132,1,0,1,6,6,0,5,2,1,16.0
1,20,3.044522437723423,1,2,0,6,0,33,15,2.772588722239781,0,0,0,1,5,16,28,3.367295829986474,1,1,3,0,8,4,4,1,0,7.0
2,19,2.995732273553991,0,1,4,5,9,31,19,2.995732273553991,0,1,4,5,9,6,27,3.332204510175204,0,0,2,6,7,6,2,1,1,11.0
7,6,1.9459101490553132,1,0,1,6,6,16,13,2.6390573296152584,0,1,3,6,3,27,18,2.9444389791664403,1,0,3,4,8,5,4,1,1,1.0
3,13,2.6390573296152584,0,1,3,6,3,4,7,2.0794415416798357,0,1,2,0,7,26,11,2.4849066497880004,0,2,1,4,1,6,2,1,0,9.0
1,12,2.5649493574615367,1,0,2,5,2,13,8,2.1972245773362196,1,2,3,1,8,29,1,0.6931471805599453,0,1,1,1,1,2,6,1,2,19.0
9,2,1.0986122886681098,1,2,2,2,2,19,8,2.1972245773362196,1,2,3,1,8,2,2,1.0986122886681098,1,2,2,2,2,0,1,2,3,8.0
8,5,1.791759469228055,0,2,0,5,5,28,19,2.995732273553991,0,1,4,5,9,2,5,1.791759469228055,0,2,0,5,5,1,1,1,1,19.0
6,6,1.9459101490553132,1,0,1,6,6,9,13,2.6390573296152584,0,1,3,6,3,30,2,1.0986122886681098,1,2,2,2,2,0,3,1,1,17.0
7,9,2.302585092994046,0,0,4,2,9,2,16,2.833213344056216,1,1,1,2,6,2,14,2.70805020110221,1,2,4,0,4,0,1,1,0,11.0
5,11,2.4849066497880004,0,2,1,4,1,27,11,2.4849066497880004,0,2,1,4,1,22,4,1.6094379124341003,1,1,4,4,4,0,6,1,1,18.0
4,2,1.0986122886681098,1,2,2,2,2,6,19,2.995732273553991,0,1,4,5,9,27,20,3.044522437723423,1,2,0,6,0,4,4,1,1,1.0
2,3,1.3862943611198906,0,0,3,3,3,13,10,2.3978952727983707,1,1,0,3,0,11,7,2.0794415416798357,0,1,2,0,7,2,6,1,0,6.0
8,16,2.833213344056216,1,1,1,2,6,17,20,3.044522437723423,1,2,0,6,0,30,31,3.4657359027997265,0,1,1,3,1,2,3,1,0,5.0
0,6,1.9459101490553132,1,0,1,6,6,25,13,2.6390573296152584,0,1,3,6,3,24,12,2.5649493574615367,1,0,2,5,2,1,1,1,1,7.0
1,14,2.70805020110221,1,2,4,0,4,21,17,2.8903717578961645,0,2,2,3,7,8,19,2.995732273553991,0,1,4,5,9,4,5,1,0,12.0
7,12,2.5649493574615367,1,0,2,5,2,8,14,2.70805020110221,1,2,4,0,4,30,18,2.9444389791664403,1,0,3,4,8,2,3,2,0,8.0
2,16,2.833213344056216,1,1,1,2,6,31,15,2.772588722239781,0,0,0,1,5,3,15,2.772588722239781,0,0,0,1,5,6,2,1,1,16.0
