slot_name,slot_item,slot_prep_rate,slot_prep_rate_abs_log1p,slot_prep_rate_is_even,slot_prep_rate_mod3,slot_prep_rate_mod5,slot_prep_rate_mod7,slot_prep_rate_mod10,slot_batch_capacity,slot_batch_capacity_abs_log1p,slot_batch_capacity_is_even,slot_batch_capacity_mod3,slot_batch_capacity_mod5,slot_batch_capacity_mod7,slot_batch_capacity_mod10,slot_batch_time,slot_batch_time_abs_log1p,slot_batch_time_is_even,slot_batch_time_mod3,slot_batch_time_mod5,slot_batch_time_mod7,slot_batch_time_mod10,slot_total_items,slot_total_items_abs_log1p,slot_total_items_is_even,slot_total_items_mod3,slot_total_items_mod5,slot_total_items_mod7,slot_total_items_mod10,gcd_all,n_multiple_pairs,y
1,4,9,2.302585092994046,0,0,4,2,9,36,3.6109179126442243,1,0,1,1,6,23,3.1780538303479458,0,2,3,2,3,180,5.198497031265826,1,0,0,5,0,1,3,135.0
9,7,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,17,2.8903717578961645,0,2,2,3,7,80,4.394449154672439,1,2,0,3,0,1,3,144.0
6,0,18,2.9444389791664403,1,0,3,4,8,24,3.2188758248682006,1,0,4,3,4,11,2.4849066497880004,0,2,1,4,1,72,4.290459441148391,1,0,2,2,2,1,2,37.0
5,3,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,24,3.2188758248682006,1,0,4,3,4,144,4.976733742420574,1,0,4,4,4,8,5,234.0
11,9,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,21,3.091042453358316,0,0,1,0,1,80,4.394449154672439,1,2,0,3,0,1,2,94.0
6,9,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,0,4,5,19,2.995732273553991,0,1,4,5,9,150,5.017279836814924,1,0,0,3,0,1,2,129.0
5,11,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,24,3.2188758248682006,1,0,4,3,4,2,4,42.0
4,12,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,20,3.044522437723423,1,2,0,6,0,1,3,54.0
2,5,12,2.5649493574615367,1,0,2,5,2,36,3.6109179126442243,1,0,1,1,6,22,3.1354942159291497,1,1,2,1,2,108,4.6913478822291435,1,0,3,3,8,2,3,75.0
3,8,32,3.4965075614664802,1,2,2,4,2,24,3.2188758248682006,1,0,4,3,4,26,3.295836866004329,1,2,1,5,6,96,4.574710978503383,1,0,1,5,6,2,2,107.0
2,11,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,28,3.367295829986474,1,1,3,0,8,180,5.198497031265826,1,0,0,5,0,4,4,297.0
4,5,4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,64,4.174387269895637,1,1,4,1,4,4,6,48.0
4,1,9,2.302585092994046,0,0,4,2,9,36,3.6109179126442243,1,0,1,1,6,22,3.1354942159291497,1,1,2,1,2,144,4.976733742420574,1,0,4,4,4,1,3,104.0
5,8,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,30,3.4339872044851463,1,0,0,2,0,72,4.290459441148391,1,0,2,2,2,3,4,144.0
9,4,45,3.828641396489095,0,0,0,3,5,50,3.9318256327243257,1,2,0,1,0,19,2.995732273553991,0,1,4,5,9,450,6.111467339502679,1,0,0,2,0,1,2,181.0
6,8,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,0,6,0,26,3.295836866004329,1,2,1,5,6,80,4.394449154672439,1,2,0,3,0,2,2,109.0
8,10,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,30,3.4339872044851463,1,0,0,2,0,120,4.795790545596741,1,0,0,1,0,5,4,188.0
4,3,60,4.110873864173311,1,0,0,4,0,40,3.713572066704308,1,1,0,5,0,28,3.367295829986474,1,1,3,0,8,240,5.484796933490655,1,0,0,2,0,4,2,172.0
8,7,40,3.713572066704308,1,1,0,5,0,40,3.713572066704308,1,1,0,5,0,25,3.258096538021482,0,1,0,4,5,80,4.394449154672439,1,2,0,3,0,5,3,52.0
6,6,45,3.828641396489095,0,0,0,3,5,36,3.6109179126442243,1,0,1,1,6,9,2.302585092994046,0,0,4,2,9,180,5.198497031265826,1,0,0,5,0,9,5,49.0
8,11,45,3.828641396489095,0,0,0,3,5,25,3.258096538021482,0,1,0,4,5,8,2.1972245773362196,1,2,3,1,8,225,5.420534999272286,0,0,0,1,5,1,2,77.0
4,9,25,3.258096538021482,0,1,0,4,5,20,3.044522437723423,1,2,0,6,0,30,3.4339872044851463,1,0,0,2,0,100,4.61512051684126,1,1,0,2,0,5,2,154.0
4,0,40,3.713572066704308,1,1,0,5,0,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,400,5.993961427306569,1,1,0,1,0,5,5,50.0
6,11,40,3.713572066704308,1,1,0,5,0,40,3.713572066704308,1,1,0,5,0,13,2.6390573296152584,0,1,3,6,3,200,5.303304908059076,1,2,0,4,0,1,3,70.0
8,8,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,0,1,0,9,2.302585092994046,0,0,4,2,9,200,5.303304908059076,1,2,0,4,0,1,3,76.0
0,1,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,21,3.091042453358316,0,0,1,0,1,100,4.61512051684126,1,1,0,2,0,1,3,130.0
7,7,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,17,2.8903717578961645,0,2,2,3,7,192,5.262690188904886,1,0,2,3,2,1,3,232.0
7,9,6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,27,3.332204510175204,0,0,2,6,7,72,4.290459441148391,1,0,2,2,2,3,3,120.0
7,3,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,60,4.110873864173311,1,0,0,4,0,2,4,66.0
9,5,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,50,3.9318256327243257,1,2,0,1,0,1,3,100.0
3,5,54,4.007333185232471,1,0,4,5,4,18,2.9444389791664403,1,0,3,4,8,13,2.6390573296152584,0,1,3,6,3,108,4.6913478822291435,1,0,3,3,8,1,3,80.0
7,6,48,3.8918202981106265,1,0,3,6,8,32,3.4965075614664802,1,2,2,4,2,18,2.9444389791664403,1,0,3,4,8,96,4.574710978503383,1,0,1,5,6,2,2,56.0
7,2,36,3.6109179126442243,1,0,1,1,6,36,3.6109179126442243,1,0,1,1,6,17,2.8903717578961645,0,2,2,3,7,72,4.290459441148391,1,0,2,2,2,1,3,36.0
1,2,12,2.5649493574615367,1,0,2,5,2,32,3.4965075614664802,1,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,192,5.262690188904886,1,0,2,3,2,4,4,64.0
3,12,18,2.9444389791664403,1,0,3,4,8,24,3.2188758248682006,1,0,4,3,4,25,3.258096538021482,0,1,0,4,5,216,5.37989735354046,1,0,1,6,6,1,2,237.0
5,4,10,2.3978952727983707,1,1,0,3,0,50,3.9318256327243257,1,2,0,1,0,12,2.5649493574615367,1,0,2,5,2,150,5.017279836814924,1,0,0,3,0,2,3,51.0
11,3,14,2.70805020110221,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,22,3.1354942159291497,1,1,2,1,2,84,4.442651256490317,1,0,4,0,4,2,2,160.0
11,3,2,1.0986122886681098,1,2,2,2,2,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,0,6,0,32,3.4965075614664802,1,2,2,4,2,2,4,56.0
11,7,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,18,2.9444389791664403,1,0,3,4,8,60,4.110873864173311,1,0,0,4,0,3,2,77.0
0,2,40,3.713572066704308,1,1,0,5,0,40,3.713572066704308,1,1,0,5,0,7,2.0794415416798357,0,1,2,0,7,160,5.081404364984463,1,1,0,6,0,1,3,32.0
5,8,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,40,3.713572066704308,1,1,0,5,0,1,2,117.0
9,0,10,2.3978952727983707,1,1,0,3,0,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,350,5.860786223465865,1,2,0,0,0,5,6,70.0
1,9,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,12,2.5649493574615367,1,0,2,5,2,1,3,51.0
2,0,25,3.258096538021482,0,1,0,4,5,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,200,5.303304908059076,1,2,0,4,0,5,3,248.0
6,5,32,3.4965075614664802,1,2,2,4,2,24,3.2188758248682006,1,0,4,3,4,14,2.70805020110221,1,2,4,0,4,96,4.574710978503383,1,0,1,5,6,2,2,59.0
6,11,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,54,4.007333185232471,1,0,4,5,4,1,3,42.0
11,8,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,17,2.8903717578961645,0,2,2,3,7,120,4.795790545596741,1,0,0,1,0,1,3,108.0
5,1,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,25,3.258096538021482,0,1,0,4,5,5,5,105.0
4,3,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,16,2.833213344056216,1,1,1,2,6,80,4.394449154672439,1,2,0,3,0,1,4,80.0
3,10,25,3.258096538021482,0,1,0,4,5,50,3.9318256327243257,1,2,0,1,0,10,2.3978952727983707,1,1,0,3,0,250,5.5254529391317835,1,1,0,5,0,5,5,60.0
4,6,24,3.2188758248682006,1,0,4,3,4,32,3.4965075614664802,1,2,2,4,2,14,2.70805020110221,1,2,4,0,4,288,5.666426688112432,1,0,3,1,8,2,2,138.0
0,7,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,17,2.8903717578961645,0,2,2,3,7,24,3.2188758248682006,1,0,4,3,4,1,2,59.0
6,3,40,3.713572066704308,1,1,0,5,0,24,3.2188758248682006,1,0,4,3,4,15,2.772588722239781,0,0,0,1,5,120,4.795790545596741,1,0,0,1,0,1,3,78.0
1,10,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,24,3.2188758248682006,1,0,4,3,4,48,3.8918202981106265,1,0,3,6,8,2,5,152.0
0,2,25,3.258096538021482,0,1,0,4,5,25,3.258096538021482,0,1,0,4,5,23,3.1780538303479458,0,2,3,2,3,200,5.303304908059076,1,2,0,4,0,1,3,192.0
8,1,54,4.007333185232471,1,0,4,5,4,45,3.828641396489095,0,0,0,3,5,28,3.367295829986474,1,1,3,0,8,270,5.602118820879701,1,0,0,4,0,1,2,173.0
7,0,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,0,1,0,11,2.4849066497880004,0,2,1,4,1,400,5.993961427306569,1,1,0,1,0,1,3,288.0
11,12,20,3.044522437723423,1,2,0,6,0,50,3.9318256327243257,1,2,0,1,0,9,2.302585092994046,0,0,4,2,9,200,5.303304908059076,1,2,0,4,0,1,2,46.0
5,8,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,9,2.302585092994046,0,0,4,2,9,90,4.51085950651685,1,0,0,6,0,3,3,69.0
11,4,36,3.6109179126442243,1,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,25,3.258096538021482,0,1,0,4,5,36,3.6109179126442243,1,0,1,1,6,1,3,51.0
9,9,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,23,3.1780538303479458,0,2,3,2,3,30,3.4339872044851463,1,0,0,2,0,1,2,49.0
1,7,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,5,6,46.0
5,11,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,0,5,0,17,2.8903717578961645,0,2,2,3,7,240,5.484796933490655,1,0,0,2,0,1,3,150.0
7,2,32,3.4965075614664802,1,2,2,4,2,32,3.4965075614664802,1,2,2,4,2,27,3.332204510175204,0,0,2,6,7,96,4.574710978503383,1,0,1,5,6,1,3,84.0
2,4,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,5,4,31.0
4,2,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,18,2.9444389791664403,1,0,3,4,8,120,4.795790545596741,1,0,0,1,0,2,2,123.0
5,7,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,72,4.290459441148391,1,0,2,2,2,2,2,58.0
8,4,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,13,2.6390573296152584,0,1,3,6,3,36,3.6109179126442243,1,0,1,1,6,1,2,29.0
0,3,16,2.833213344056216,1,1,1,2,6,36,3.6109179126442243,1,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,144,4.976733742420574,1,0,4,4,4,2,4,81.0
3,6,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,45,3.828641396489095,0,0,0,3,5,1,2,113.0
3,11,4,1.6094379124341003,1,1,4,4,4,32,3.4965075614664802,1,2,2,4,2,14,2.70805020110221,1,2,4,0,4,160,5.081404364984463,1,1,0,6,0,2,3,110.0
6,2,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,150,5.017279836814924,1,0,0,3,0,1,4,65.0
4,7,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,108,4.6913478822291435,1,0,3,3,8,4,3,189.0
5,3,25,3.258096538021482,0,1,0,4,5,50,3.9318256327243257,1,2,0,1,0,20,3.044522437723423,1,2,0,6,0,300,5.707110264748875,1,0,0,6,0,5,4,132.0
9,11,20,3.044522437723423,1,2,0,6,0,40,3.713572066704308,1,1,0,5,0,22,3.1354942159291497,1,1,2,1,2,80,4.394449154672439,1,2,0,3,0,2,3,48.0
5,5,45,3.828641396489095,0,0,0,3,5,10,2.3978952727983707,1,1,0,3,0,16,2.833213344056216,1,1,1,2,6,90,4.51085950651685,1,0,0,6,0,1,2,146.0
9,10,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,11,2.4849066497880004,0,2,1,4,1,168,5.1298987149230735,1,0,3,0,8,1,3,119.0
11,10,2,1.0986122886681098,1,2,2,2,2,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,54,4.007333185232471,1,0,4,5,4,2,6,45.0
4,6,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,23,3.1780538303479458,0,2,3,2,3,96,4.574710978503383,1,0,1,5,6,1,3,232.0
5,0,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,0,1,0,21,3.091042453358316,0,0,1,0,1,400,5.993961427306569,1,1,0,1,0,1,3,248.0
10,2,5,1.791759469228055,0,2,0,5,5,45,3.828641396489095,0,0,0,3,5,12,2.5649493574615367,1,0,2,5,2,90,4.51085950651685,1,0,0,6,0,1,3,42.0
9,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,48,3.8918202981106265,1,0,3,6,8,3,6,208.0
10,8,8,2.1972245773362196,1,2,3,1,8,24,3.2188758248682006,1,0,4,3,4,23,3.1780538303479458,0,2,3,2,3,72,4.290459441148391,1,0,2,2,2,1,3,78.0
4,8,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,24,3.2188758248682006,1,0,4,3,4,75,4.330733340286331,0,0,0,5,5,1,3,135.0
6,9,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,80,4.394449154672439,1,2,0,3,0,1,5,60.0
2,5,10,2.3978952727983707,1,1,0,3,0,40,3.713572066704308,1,1,0,5,0,7,2.0794415416798357,0,1,2,0,7,280,5.638354669333745,1,1,0,0,0,1,4,77.0
6,5,50,3.9318256327243257,1,2,0,1,0,25,3.258096538021482,0,1,0,4,5,13,2.6390573296152584,0,1,3,6,3,200,5.303304908059076,1,2,0,4,0,1,3,108.0
10,6,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,22,3.1354942159291497,1,1,2,1,2,125,4.836281906951478,0,2,0,6,5,1,3,135.0
3,6,20,3.044522437723423,1,2,0,6,0,30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,60,4.110873864173311,1,0,0,4,0,10,4,43.0
9,11,27,3.332204510175204,0,0,2,6,7,45,3.828641396489095,0,0,0,3,5,12,2.5649493574615367,1,0,2,5,2,135,4.912654885736052,0,0,0,2,5,3,2,41.0
0,2,30,3.4339872044851463,1,0,0,2,0,25,3.258096538021482,0,1,0,4,5,20,3.044522437723423,1,2,0,6,0,150,5.017279836814924,1,0,0,3,0,5,2,125.0
4,10,2,1.0986122886681098,1,2,2,2,2,18,2.9444389791664403,1,0,3,4,8,24,3.2188758248682006,1,0,4,3,4,54,4.007333185232471,1,0,4,5,4,2,4,99.0
4,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,1,3,16.0
8,5,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,150,5.017279836814924,1,0,0,3,0,1,3,90.0
3,12,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,21,3.091042453358316,0,0,1,0,1,84,4.442651256490317,1,0,4,0,4,3,4,161.0
5,11,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,25,3.258096538021482,0,1,0,4,5,100,4.61512051684126,1,1,0,2,0,1,4,150.0
11,1,30,3.4339872044851463,1,0,0,2,0,30,3.4339872044851463,1,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,120,4.795790545596741,1,0,0,1,0,1,3,32.0
4,8,7,2.0794415416798357,0,1,2,0,7,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,175,5.170483995038151,0,1,0,0,5,1,2,235.0
2,8,24,3.2188758248682006,1,0,4,3,4,18,2.9444389791664403,1,0,3,4,8,30,3.4339872044851463,1,0,0,2,0,72,4.290459441148391,1,0,2,2,2,6,2,123.0
4,1,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,29,3.4011973816621555,0,2,4,1,9,16,2.833213344056216,1,1,1,2,6,1,3,66.0
11,1,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,144,4.976733742420574,1,0,4,4,4,1,3,66.0
4,5,16,2.833213344056216,1,1,1,2,6,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,0,6,0,96,4.574710978503383,1,0,1,5,6,4,3,126.0
6,8,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,0,5,0,9,2.302585092994046,0,0,4,2,9,280,5.638354669333745,1,1,0,0,0,1,3,203.0
7,3,32,3.4965075614664802,1,2,2,4,2,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,96,4.574710978503383,1,0,1,5,6,2,2,83.0
2,11,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,29,3.4011973816621555,0,2,4,1,9,160,5.081404364984463,1,1,0,6,0,1,3,272.0
11,11,21,3.091042453358316,0,0,1,0,1,12,2.5649493574615367,1,0,2,5,2,29,3.4011973816621555,0,2,4,1,9,84,4.442651256490317,1,0,4,0,4,1,2,207.0
8,5,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,0,5,0,1,3,20.0
9,8,16,2.833213344056216,1,1,1,2,6,32,3.4965075614664802,1,2,2,4,2,29,3.4011973816621555,0,2,4,1,9,64,4.174387269895637,1,1,4,1,4,1,3,62.0
1,10,36,3.6109179126442243,1,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,22,3.1354942159291497,1,1,2,1,2,36,3.6109179126442243,1,0,1,1,6,2,3,45.0
5,6,15,2.772588722239781,0,0,0,1,5,24,3.2188758248682006,1,0,4,3,4,13,2.6390573296152584,0,1,3,6,3,120,4.795790545596741,1,0,0,1,0,1,2,73.0
8,6,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,64,4.174387269895637,1,1,4,1,4,1,3,88.0
2,11,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,12,2.5649493574615367,1,0,2,5,2,60,4.110873864173311,1,0,0,4,0,1,3,54.0
5,4,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,21,3.091042453358316,0,0,1,0,1,60,4.110873864173311,1,0,0,4,0,1,2,68.0
9,5,2,1.0986122886681098,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,16,2.833213344056216,1,1,1,2,6,160,5.081404364984463,1,1,0,6,0,2,6,160.0
8,6,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,21,3.091042453358316,0,0,1,0,1,24,3.2188758248682006,1,0,4,3,4,1,2,45.0
3,0,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,0,1,0,19,2.995732273553991,0,1,4,5,9,150,5.017279836814924,1,0,0,3,0,1,2,82.0
5,8,25,3.258096538021482,0,1,0,4,5,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,175,5.170483995038151,0,1,0,0,5,1,3,49.0
9,4,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,30,3.4339872044851463,1,0,0,2,0,1,2,27.0
10,12,24,3.2188758248682006,1,0,4,3,4,24,3.2188758248682006,1,0,4,3,4,16,2.833213344056216,1,1,1,2,6,96,4.574710978503383,1,0,1,5,6,8,4,68.0
7,1,24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,13,2.6390573296152584,0,1,3,6,3,72,4.290459441148391,1,0,2,2,2,1,3,120.0
0,10,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,80,4.394449154672439,1,2,0,3,0,5,3,68.0
4,8,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,0,5,0,19,2.995732273553991,0,1,4,5,9,240,5.484796933490655,1,0,0,2,0,1,3,174.0
5,2,12,2.5649493574615367,1,0,2,5,2,30,3.4339872044851463,1,0,0,2,0,19,2.995732273553991,0,1,4,5,9,120,4.795790545596741,1,0,0,1,0,1,2,86.0
6,12,24,3.2188758248682006,1,0,4,3,4,24,3.2188758248682006,1,0,4,3,4,20,3.044522437723423,1,2,0,6,0,216,5.37989735354046,1,0,1,6,6,4,3,189.0
10,7,3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,24,3.2188758248682006,1,0,4,3,4,90,4.51085950651685,1,0,0,6,0,3,4,174.0
1,2,6,1.9459101490553132,1,0,1,6,6,32,3.4965075614664802,1,2,2,4,2,11,2.4849066497880004,0,2,1,4,1,96,4.574710978503383,1,0,1,5,6,1,2,49.0
5,11,36,3.6109179126442243,1,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,17,2.8903717578961645,0,2,2,3,7,144,4.976733742420574,1,0,4,4,4,1,3,140.0
1,11,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,0,5,0,27,3.332204510175204,0,0,2,6,7,200,5.303304908059076,1,2,0,4,0,1,3,175.0
7,9,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,144,4.976733742420574,1,0,4,4,4,2,4,56.0
3,4,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,0,4,5,29,3.4011973816621555,0,2,4,1,9,75,4.330733340286331,0,0,0,5,5,1,2,112.0
11,9,20,3.044522437723423,1,2,0,6,0,50,3.9318256327243257,1,2,0,1,0,28,3.367295829986474,1,1,3,0,8,100,4.61512051684126,1,1,0,2,0,2,2,61.0
7,11,12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,96,4.574710978503383,1,0,1,5,6,1,2,38.0
11,6,9,2.302585092994046,0,0,4,2,9,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,54,4.007333185232471,1,0,4,5,4,1,3,39.0
9,8,27,3.332204510175204,0,0,2,6,7,15,2.772588722239781,0,0,0,1,5,13,2.6390573296152584,0,1,3,6,3,135,4.912654885736052,0,0,0,2,5,1,2,122.0
3,12,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,18,2.9444389791664403,1,0,3,4,8,3,5,33.0
1,12,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,21,3.091042453358316,0,0,1,0,1,15,2.772588722239781,0,0,0,1,5,1,3,66.0
1,6,32,3.4965075614664802,1,2,2,4,2,36,3.6109179126442243,1,0,1,1,6,19,2.995732273553991,0,1,4,5,9,288,5.666426688112432,1,0,3,1,8,1,2,161.0
7,7,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,36,3.6109179126442243,1,0,1,1,6,2,3,62.0
2,3,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,29,3.4011973816621555,0,2,4,1,9,48,3.8918202981106265,1,0,3,6,8,1,3,66.0
1,11,2,1.0986122886681098,1,2,2,2,2,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,162,5.093750200806762,1,0,2,1,2,2,6,135.0
3,0,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,27,3.332204510175204,0,0,2,6,7,96,4.574710978503383,1,0,1,5,6,1,2,178.0
8,1,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,21,3.091042453358316,0,0,1,0,1,32,3.4965075614664802,1,2,2,4,2,1,3,92.0
7,5,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,48,3.8918202981106265,1,0,3,6,8,1,3,78.0
9,2,25,3.258096538021482,0,1,0,4,5,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,50,3.9318256327243257,1,2,0,1,0,1,2,57.0
