slot_owner_name,slot_animal,slot_daily_eggs,slot_daily_eggs_abs_log1p,slot_daily_eggs_is_even,slot_daily_eggs_mod3,slot_daily_eggs_mod5,slot_daily_eggs_mod7,slot_daily_eggs_mod10,slot_pack_name,slot_group_size,slot_group_size_abs_log1p,slot_group_size_is_even,slot_group_size_mod3,slot_group_size_mod5,slot_group_size_mod7,slot_group_size_mod10,slot_price_per_pack,slot_price_per_pack_abs_log1p,slot_price_per_pack_is_even,slot_price_per_pack_mod3,slot_price_per_pack_mod5,slot_price_per_pack_mod7,slot_price_per_pack_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
6,0,396,5.983936280687191,1,0,1,4,6,1,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,0,2,1,2310.0
0,0,882,6.78332520060396,1,0,2,0,2,2,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,0,1,2,2401.0
3,2,348,5.855071922202427,1,0,3,5,8,5,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,1,1,1,4466.0
1,0,384,5.953243334287785,1,0,4,6,4,0,24,3.2188758248682006,1,0,4,3,4,13,2.6390573296152584,0,1,3,6,3,1,1,1,1456.0
0,1,780,6.660575149839686,1,0,0,3,0,2,30,3.4339872044851463,1,0,0,2,0,16,2.833213344056216,1,1,1,2,6,0,2,1,2912.0
5,2,600,6.398594934535208,1,0,0,5,0,2,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,2,2,2,560.0
0,1,360,5.8888779583328805,1,0,0,3,0,0,24,3.2188758248682006,1,0,4,3,4,18,2.9444389791664403,1,0,3,4,8,2,6,2,1890.0
0,1,780,6.660575149839686,1,0,0,3,0,0,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,0,10,3,1820.0
2,0,680,6.523562306149512,1,2,0,1,0,1,20,3.044522437723423,1,2,0,6,0,14,2.70805020110221,1,2,4,0,4,0,2,1,3332.0
3,1,480,6.175867270105761,1,0,0,4,0,1,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,1,10,3,6720.0
0,0,90,4.51085950651685,1,0,0,6,0,2,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,2,9,3,315.0
1,1,324,5.783825182329737,1,0,4,2,4,4,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,1,6,3,756.0
7,0,180,5.198497031265826,1,0,0,5,0,4,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,2,5,2,1890.0
1,3,756,6.6293632534374485,1,0,1,0,6,4,18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,2,6,2,3528.0
5,2,864,6.762729506931879,1,0,4,3,4,0,24,3.2188758248682006,1,0,4,3,4,13,2.6390573296152584,0,1,3,6,3,2,1,1,3276.0
7,2,550,6.311734809152915,1,1,0,4,0,1,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,0,10,3,3850.0
5,2,150,5.017279836814924,1,0,0,3,0,2,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,1,3,2,420.0
0,3,324,5.783825182329737,1,0,4,2,4,4,18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,0,6,0,2,2,1,2520.0
1,3,120,4.795790545596741,1,0,0,1,0,0,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,1,6,3,420.0
4,0,468,6.150602768446279,1,0,3,6,8,0,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,0,3,3,819.0
0,0,345,5.846438775057725,0,0,0,2,5,0,15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,0,1,1,1771.0
5,2,120,4.795790545596741,1,0,0,1,0,2,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,1,3,1,315.0
0,0,630,6.447305862541213,1,0,0,0,0,4,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,0,2,1,1960.0
3,0,570,6.3473892096560105,1,0,0,3,0,0,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,0,5,2,2660.0
7,3,510,6.236369590203704,1,0,0,6,0,4,10,2.3978952727983707,1,1,0,3,0,14,2.70805020110221,1,2,4,0,4,0,2,1,4998.0
4,0,600,6.398594934535208,1,0,0,5,0,0,24,3.2188758248682006,1,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,1,12,3,2100.0
0,3,300,5.707110264748875,1,0,0,6,0,4,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,0,1,1,2310.0
5,0,96,4.574710978503383,1,0,1,5,6,2,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,2,3,1,252.0
0,1,810,6.698268054115413,1,0,0,5,0,2,30,3.4339872044851463,1,0,0,2,0,9,2.302585092994046,0,0,4,2,9,1,3,2,1701.0
3,2,170,5.14166355650266,1,2,0,2,0,0,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,1,10,3,1190.0
2,3,552,6.315358001522335,1,0,2,6,2,2,24,3.2188758248682006,1,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,0,12,3,1932.0
7,0,312,5.746203190540153,1,0,2,4,2,2,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,0,4,3,364.0
6,3,120,4.795790545596741,1,0,0,1,0,5,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,0,6,3,1680.0
0,3,600,6.398594934535208,1,0,0,5,0,0,24,3.2188758248682006,1,0,4,3,4,13,2.6390573296152584,0,1,3,6,3,0,1,1,2275.0
5,2,336,5.820082930352362,1,0,1,0,6,2,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,0,4,3,392.0
7,3,90,4.51085950651685,1,0,0,6,0,2,18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,0,6,0,2,2,1,700.0
7,1,510,6.236369590203704,1,0,0,6,0,0,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,0,5,1,4760.0
7,1,440,6.089044875446846,1,2,0,6,0,1,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,2,5,1,4620.0
3,2,80,4.394449154672439,1,2,0,3,0,0,20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,1,4,1,336.0
6,3,480,6.175867270105761,1,0,0,4,0,2,24,3.2188758248682006,1,0,4,3,4,17,2.8903717578961645,0,2,2,3,7,0,1,1,2380.0
0,1,580,6.364750756851911,1,1,0,6,0,1,20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,1,4,1,2436.0
6,0,750,6.621405651764134,1,0,0,1,0,0,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,2,1,1,1400.0
2,2,140,4.948759890378168,1,2,0,0,0,0,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,0,2,3,98.0
6,3,70,4.2626798770413155,1,1,0,0,0,1,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,2,2,1,196.0
2,3,468,6.150602768446279,1,0,3,6,8,4,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,2,4,1,5460.0
2,1,696,6.546785410760524,1,0,1,3,6,0,24,3.2188758248682006,1,0,4,3,4,19,2.995732273553991,0,1,4,5,9,0,1,1,3857.0
3,2,600,6.398594934535208,1,0,0,5,0,4,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,0,6,1,6300.0
7,2,576,6.3578422665081,1,0,1,2,6,0,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,1,1,3,168.0
2,0,828,6.720220155135295,1,0,3,2,8,2,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,0,2,1,2576.0
0,3,150,5.017279836814924,1,0,0,3,0,0,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,0,3,3,210.0
3,0,384,5.953243334287785,1,0,4,6,4,0,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,0,3,3,336.0
5,2,846,6.741700694652055,1,0,1,6,6,4,18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,0,1,5,0,3,1,4935.0
0,1,520,6.255750041753367,1,1,0,2,0,0,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,2,4,3,728.0
4,0,252,5.53338948872752,1,0,2,0,2,2,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,2,2,1,784.0
7,0,270,5.602118820879701,1,0,0,4,0,0,30,3.4339872044851463,1,0,0,2,0,16,2.833213344056216,1,1,1,2,6,0,2,1,1008.0
1,3,264,5.579729825986222,1,0,4,5,4,4,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,1,1,3,154.0
2,1,180,5.198497031265826,1,0,0,5,0,4,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,2,1,1,770.0
6,1,240,5.484796933490655,1,0,0,2,0,2,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,1,5,3,280.0
2,2,900,6.803505257608338,1,0,0,4,0,2,18,2.9444389791664403,1,0,3,4,8,19,2.995732273553991,0,1,4,5,9,1,1,1,6650.0
3,0,360,5.8888779583328805,1,0,0,3,0,1,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,0,5,2,3780.0
1,1,340,5.831882477283517,1,1,0,4,0,4,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,0,1,1,2618.0
0,0,342,5.8377304471659395,1,0,2,6,2,5,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,2,1,1596.0
1,1,735,6.601230118728877,0,0,0,0,5,2,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,1,15,3,5145.0
7,0,90,4.51085950651685,1,0,0,6,0,2,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,1,3,2,252.0
4,2,264,5.579729825986222,1,0,4,5,4,0,24,3.2188758248682006,1,0,4,3,4,18,2.9444389791664403,1,0,3,4,8,0,6,1,1386.0
5,3,846,6.741700694652055,1,0,1,6,6,2,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,2,2,1,3290.0
1,3,825,6.716594773520978,0,0,0,6,5,2,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,2,1,1,3080.0
3,2,110,4.709530201312334,1,2,0,5,0,4,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,0,2,1,616.0
0,1,888,6.790097235513905,1,0,3,6,8,0,24,3.2188758248682006,1,0,4,3,4,17,2.8903717578961645,0,2,2,3,7,1,1,1,4403.0
4,3,390,5.968707559985366,1,0,0,5,0,0,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,0,2,2,1638.0
3,3,132,4.890349128221754,1,0,2,6,2,1,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,2,4,1,616.0
7,0,96,4.574710978503383,1,0,1,5,6,0,24,3.2188758248682006,1,0,4,3,4,11,2.4849066497880004,0,2,1,4,1,1,1,1,308.0
2,3,408,6.013715156042802,1,0,3,2,8,4,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,0,6,1,4284.0
4,1,300,5.707110264748875,1,0,0,6,0,1,12,2.5649493574615367,1,0,2,5,2,13,2.6390573296152584,0,1,3,6,3,2,1,1,2275.0
5,3,780,6.660575149839686,1,0,0,3,0,0,30,3.4339872044851463,1,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,2,1,1,1274.0
7,0,230,5.442417710521793,1,2,0,6,0,0,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,1,2,1,644.0
7,0,300,5.707110264748875,1,0,0,6,0,0,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,1,5,2,1575.0
6,1,510,6.236369590203704,1,0,0,6,0,2,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,0,1,1,1,1,2,1,3,119.0
1,0,882,6.78332520060396,1,0,2,0,2,4,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,0,6,3,2058.0
0,2,792,6.675823221634848,1,0,2,1,2,2,24,3.2188758248682006,1,0,4,3,4,10,2.3978952727983707,1,1,0,3,0,0,2,1,2310.0
7,0,492,6.20050917404269,1,0,2,2,2,3,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,0,6,1,5166.0
7,2,384,5.953243334287785,1,0,4,6,4,0,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,2,1,3,112.0
1,1,60,4.110873864173311,1,0,0,4,0,2,15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,0,1,1,308.0
4,0,666,6.502790045915623,1,0,1,1,6,2,18,2.9444389791664403,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,1,18,3,4662.0
5,0,684,6.529418838262226,1,0,4,5,4,2,18,2.9444389791664403,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,0,2,1,3724.0
1,3,640,6.46302945692067,1,1,0,3,0,1,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,1,4,2,1792.0
4,1,630,6.447305862541213,1,0,0,0,0,4,18,2.9444389791664403,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,0,2,2,3430.0
4,3,510,6.236369590203704,1,0,0,6,0,2,30,3.4339872044851463,1,0,0,2,0,9,2.302585092994046,0,0,4,2,9,1,3,1,1071.0
2,1,200,5.303304908059076,1,2,0,4,0,0,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,1,5,3,350.0
6,2,500,6.2166061010848646,1,2,0,3,0,1,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,0,1,3,175.0
1,2,370,5.916202062607435,1,1,0,6,0,0,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,0,2,1,1036.0
4,0,120,4.795790545596741,1,0,0,1,0,2,15,2.772588722239781,0,0,0,1,5,12,2.5649493574615367,1,0,2,5,2,0,3,2,672.0
1,2,648,6.47543271670409,1,0,3,4,8,0,24,3.2188758248682006,1,0,4,3,4,16,2.833213344056216,1,1,1,2,6,2,8,1,3024.0
3,2,420,6.042632833682381,1,0,0,0,0,1,20,3.044522437723423,1,2,0,6,0,17,2.8903717578961645,0,2,2,3,7,2,1,1,2499.0
0,3,648,6.47543271670409,1,0,3,4,8,2,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,1,3,2,1701.0
3,1,240,5.484796933490655,1,0,0,2,0,2,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,0,3,3,168.0
4,3,450,6.111467339502679,1,0,0,2,0,0,30,3.4339872044851463,1,0,0,2,0,14,2.70805020110221,1,2,4,0,4,1,2,1,1470.0
0,0,816,6.705639094860003,1,0,1,4,6,2,24,3.2188758248682006,1,0,4,3,4,13,2.6390573296152584,0,1,3,6,3,2,1,1,3094.0
4,2,108,4.6913478822291435,1,0,3,3,8,4,18,2.9444389791664403,1,0,3,4,8,19,2.995732273553991,0,1,4,5,9,1,1,1,798.0
6,0,90,4.51085950651685,1,0,0,6,0,5,6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,0,6,3,1890.0
1,2,204,5.3230099791384085,1,0,4,1,4,3,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,0,6,3,714.0
3,2,336,5.820082930352362,1,0,1,0,6,4,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,1,4,1,3920.0
1,1,456,6.124683390894205,1,0,1,1,6,2,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,2,3,3,399.0
0,1,828,6.720220155135295,1,0,3,2,8,2,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,1,1,3,322.0
6,3,216,5.37989735354046,1,0,1,6,6,2,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,1,3,3,189.0
7,0,160,5.081404364984463,1,1,0,6,0,1,10,2.3978952727983707,1,1,0,3,0,14,2.70805020110221,1,2,4,0,4,2,2,1,1568.0
1,3,444,6.09807428216624,1,0,4,3,4,0,12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,1,4,1,4144.0
0,2,216,5.37989735354046,1,0,1,6,6,2,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,0,4,3,252.0
2,0,228,5.43372200355424,1,0,3,4,8,0,12,2.5649493574615367,1,0,2,5,2,19,2.995732273553991,0,1,4,5,9,1,1,2,2527.0
2,2,550,6.311734809152915,1,1,0,4,0,4,10,2.3978952727983707,1,1,0,3,0,16,2.833213344056216,1,1,1,2,6,2,2,1,6160.0
3,0,450,6.111467339502679,1,0,0,2,0,4,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,1,2,1,1400.0
6,3,408,6.013715156042802,1,0,3,2,8,0,24,3.2188758248682006,1,0,4,3,4,15,2.772588722239781,0,0,0,1,5,2,3,1,1785.0
6,0,150,5.017279836814924,1,0,0,3,0,2,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,2,3,3,210.0
4,3,580,6.364750756851911,1,1,0,6,0,4,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,0,10,3,8120.0
7,1,590,6.3818160174060985,1,2,0,2,0,4,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,1,5,1,6195.0
6,1,750,6.621405651764134,1,0,0,1,0,2,30,3.4339872044851463,1,0,0,2,0,14,2.70805020110221,1,2,4,0,4,1,2,1,2450.0
4,1,120,4.795790545596741,1,0,0,1,0,0,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,0,1,1,245.0
3,3,600,6.398594934535208,1,0,0,5,0,0,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,2,2,2,3360.0
1,2,135,4.912654885736052,0,0,0,2,5,0,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,0,15,3,945.0
0,1,900,6.803505257608338,1,0,0,4,0,2,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,1,5,3,1050.0
6,3,170,5.14166355650266,1,2,0,2,0,4,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,1,2,1,714.0
6,3,216,5.37989735354046,1,0,1,6,6,4,18,2.9444389791664403,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,0,2,1,1176.0
4,1,96,4.574710978503383,1,0,1,5,6,2,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,0,4,3,112.0
2,2,100,4.61512051684126,1,1,0,2,0,1,10,2.3978952727983707,1,1,0,3,0,13,2.6390573296152584,0,1,3,6,3,0,1,1,910.0
0,2,108,4.6913478822291435,1,0,3,3,8,3,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,2,4,1,504.0
2,2,600,6.398594934535208,1,0,0,5,0,1,20,3.044522437723423,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,1,1,1,1470.0
3,1,300,5.707110264748875,1,0,0,6,0,3,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,2,6,1,3150.0
1,0,230,5.442417710521793,1,2,0,6,0,1,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,0,2,1,1932.0
4,1,840,6.734591659972948,1,0,0,0,0,2,30,3.4339872044851463,1,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,2,2,2,1568.0
2,0,400,5.993961427306569,1,1,0,1,0,4,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,2,2,1,1680.0
7,2,168,5.1298987149230735,1,0,3,0,8,3,12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,1,4,1,1568.0
5,1,354,5.872117789475416,1,0,4,4,4,4,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,1,2,1,8260.0
2,1,80,4.394449154672439,1,2,0,3,0,1,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,0,4,3,112.0
4,2,450,6.111467339502679,1,0,0,2,0,0,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,0,1,1,1,1,2,1,3,105.0
5,1,720,6.580639137284949,1,0,0,6,0,1,20,3.044522437723423,1,2,0,6,0,11,2.4849066497880004,0,2,1,4,1,2,1,1,2772.0
7,0,672,6.511745329644728,1,0,2,0,2,4,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,1,12,3,4704.0
4,1,580,6.364750756851911,1,1,0,6,0,1,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,1,2,2,1624.0
6,1,84,4.442651256490317,1,0,4,0,4,4,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,2,4,3,196.0
2,0,600,6.398594934535208,1,0,0,5,0,1,20,3.044522437723423,1,2,0,6,0,18,2.9444389791664403,1,0,3,4,8,0,2,1,3780.0
7,0,810,6.698268054115413,1,0,0,5,0,0,30,3.4339872044851463,1,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,2,2,1,1512.0
1,0,342,5.8377304471659395,1,0,2,6,2,4,18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,0,6,0,0,2,1,2660.0
4,1,252,5.53338948872752,1,0,2,0,2,5,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,0,2,2,1176.0
4,2,825,6.716594773520978,0,0,0,6,5,2,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,0,3,1,2310.0
6,3,580,6.364750756851911,1,1,0,6,0,1,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,1,5,3,2030.0
7,3,360,5.8888779583328805,1,0,0,3,0,1,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,1,3,2,3780.0
4,1,420,6.042632833682381,1,0,0,0,0,0,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,1,10,3,980.0
0,1,162,5.093750200806762,1,0,2,1,2,4,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,2,9,3,567.0
2,3,318,5.765191102784844,1,0,3,3,8,5,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,0,2,1,7420.0
6,1,150,5.017279836814924,1,0,0,3,0,1,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,0,1,3,105.0
1,0,360,5.8888779583328805,1,0,0,3,0,4,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,2,3,840.0
5,2,600,6.398594934535208,1,0,0,5,0,1,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,0,4,2,1680.0
0,2,660,6.493753839851686,1,0,0,2,0,2,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,2,10,3,1540.0
1,2,600,6.398594934535208,1,0,0,5,0,2,15,2.772588722239781,0,0,0,1,5,13,2.6390573296152584,0,1,3,6,3,2,1,1,3640.0
4,0,270,5.602118820879701,1,0,0,4,0,4,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,0,1,1,1155.0
2,0,360,5.8888779583328805,1,0,0,3,0,5,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,6,3,2520.0
0,1,456,6.124683390894205,1,0,1,1,6,2,24,3.2188758248682006,1,0,4,3,4,18,2.9444389791664403,1,0,3,4,8,2,6,1,2394.0
5,1,460,6.133398042996649,1,1,0,5,0,0,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,2,5,1,4830.0
5,2,348,5.855071922202427,1,0,3,5,8,1,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,2,4,3,812.0
0,2,600,6.398594934535208,1,0,0,5,0,3,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,1,2,1750.0
6,2,90,4.51085950651685,1,0,0,6,0,2,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,1,3,2,252.0
3,3,720,6.580639137284949,1,0,0,6,0,2,24,3.2188758248682006,1,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,1,12,3,2520.0
1,2,840,6.734591659972948,1,0,0,0,0,1,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,2,4,3,1176.0
0,0,630,6.447305862541213,1,0,0,0,0,2,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,0,2,3,294.0
1,2,480,6.175867270105761,1,0,0,4,0,2,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,1,3,3,336.0
1,3,600,6.398594934535208,1,0,0,5,0,2,15,2.772588722239781,0,0,0,1,5,16,2.833213344056216,1,1,1,2,6,1,1,1,4480.0
0,0,840,6.734591659972948,1,0,0,0,0,1,20,3.044522437723423,1,2,0,6,0,19,2.995732273553991,0,1,4,5,9,1,1,1,5586.0
1,0,288,5.666426688112432,1,0,3,1,8,2,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,0,1,1,588.0
6,2,200,5.303304908059076,1,2,0,4,0,1,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,1,4,3,280.0
7,1,370,5.916202062607435,1,1,0,6,0,1,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,0,2,1,3108.0
5,3,432,6.07073772800249,1,0,2,5,2,0,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,0,3,3,756.0
0,1,240,5.484796933490655,1,0,0,2,0,0,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,1,1,3,112.0
1,2,396,5.983936280687191,1,0,1,4,6,0,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,2,1,3,231.0
5,1,186,5.231108616854587,1,0,1,4,6,5,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,3,3,651.0
3,3,705,6.559615237493242,0,0,0,5,5,0,15,2.772588722239781,0,0,0,1,5,18,2.9444389791664403,1,0,3,4,8,0,3,1,5922.0
