slot_person_name,slot_item_plural,slot_target_color,slot_other_color,slot_shade_a,slot_shade_b,slot_target_count_a,slot_target_count_a_abs_log1p,slot_target_count_a_is_even,slot_target_count_a_mod3,slot_target_count_a_mod5,slot_target_count_a_mod7,slot_target_count_a_mod10,slot_target_count_b,slot_target_count_b_abs_log1p,slot_target_count_b_is_even,slot_target_count_b_mod3,slot_target_count_b_mod5,slot_target_count_b_mod7,slot_target_count_b_mod10,slot_other_count_a,slot_other_count_a_abs_log1p,slot_other_count_a_is_even,slot_other_count_a_mod3,slot_other_count_a_mod5,slot_other_count_a_mod7,slot_other_count_a_mod10,slot_other_count_b,slot_other_count_b_abs_log1p,slot_other_count_b_is_even,slot_other_count_b_mod3,slot_other_count_b_mod5,slot_other_count_b_mod7,slot_other_count_b_mod10,gcd_all,n_multiple_pairs,y
1,10,8,6,2,0,26,3.295836866004329,1,2,1,5,6,7,2.0794415416798357,0,1,2,0,7,110,4.709530201312334,1,2,0,5,0,22,3.1354942159291497,1,1,2,1,2,1,1,20.0
7,8,1,1,8,6,16,2.833213344056216,1,1,1,2,6,90,4.51085950651685,1,0,0,6,0,148,5.003946305945459,1,1,3,1,8,11,2.4849066497880004,0,2,1,4,1,1,0,40.0
8,3,1,1,0,1,43,3.784189633918261,0,1,3,1,3,71,4.276666119016055,0,2,1,1,1,29,3.4011973816621555,0,2,4,1,9,47,3.871201010907891,0,2,2,5,7,1,0,60.0
5,6,1,8,3,3,133,4.897839799950911,0,1,3,0,3,3,1.3862943611198906,0,0,3,3,3,69,4.248495242049359,0,0,4,6,9,67,4.219507705176107,0,1,2,4,7,1,1,50.0
3,2,5,5,4,1,94,4.553876891600541,1,1,4,3,4,9,2.302585092994046,0,0,4,2,9,48,3.8918202981106265,1,0,3,6,8,55,4.02535169073515,0,1,0,6,5,1,0,50.0
8,1,7,3,4,4,16,2.833213344056216,1,1,1,2,6,11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,1,1,60.0
5,2,6,1,5,8,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,19,2.995732273553991,0,1,4,5,9,179,5.19295685089021,0,2,4,4,9,1,0,10.0
8,0,4,5,4,7,23,3.1780538303479458,0,2,3,2,3,28,3.367295829986474,1,1,3,0,8,24,3.2188758248682006,1,0,4,3,4,27,3.332204510175204,0,0,2,6,7,1,0,50.0
4,1,4,0,8,4,73,4.30406509320417,0,1,3,3,3,28,3.367295829986474,1,1,3,0,8,78,4.3694478524670215,1,0,3,1,8,23,3.1780538303479458,0,2,3,2,3,1,0,50.0
1,8,8,0,3,9,37,3.6375861597263857,0,1,2,2,7,26,3.295836866004329,1,2,1,5,6,30,3.4339872044851463,1,0,0,2,0,33,3.5263605246161616,0,0,3,5,3,1,0,50.0
8,1,6,1,9,9,25,3.258096538021482,0,1,0,4,5,211,5.356586274672012,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,53,3.9889840465642745,0,2,3,4,3,1,0,80.0
6,9,3,7,3,1,46,3.8501476017100584,1,1,1,4,6,20,3.044522437723423,1,2,0,6,0,86,4.465908118654584,1,2,1,2,6,13,2.6390573296152584,0,1,3,6,3,1,0,40.0
5,5,5,1,2,6,76,4.343805421853684,1,1,1,6,6,5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,35,3.58351893845611,0,2,0,0,5,1,2,60.0
4,4,2,0,4,3,12,2.5649493574615367,1,0,2,5,2,49,3.912023005428146,0,1,4,0,9,34,3.5553480614894135,1,1,4,6,4,27,3.332204510175204,0,0,2,6,7,1,0,50.0
3,2,0,2,0,5,88,4.48863636973214,1,1,3,4,8,21,3.091042453358316,0,0,1,0,1,83,4.430816798843313,0,2,3,6,3,26,3.295836866004329,1,2,1,5,6,1,0,50.0
1,10,0,2,9,0,55,4.02535169073515,0,1,0,6,5,97,4.584967478670572,0,1,2,6,7,19,2.995732273553991,0,1,4,5,9,19,2.995732273553991,0,1,4,5,9,1,1,80.0
8,7,3,7,8,7,9,2.302585092994046,0,0,4,2,9,47,3.871201010907891,0,2,2,5,7,1,0.6931471805599453,0,1,1,1,1,55,4.02535169073515,0,1,0,6,5,1,3,50.0
2,9,7,7,6,5,167,5.123963979403259,0,2,2,6,7,37,3.6375861597263857,0,1,2,2,7,35,3.58351893845611,0,2,0,0,5,16,2.833213344056216,1,1,1,2,6,1,0,80.0
0,10,8,3,2,7,3,1.3862943611198906,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,35,3.58351893845611,0,2,0,0,5,1,0,40.0
6,0,6,5,1,0,47,3.871201010907891,0,2,2,5,7,195,5.278114659230517,0,0,0,6,5,22,3.1354942159291497,1,1,2,1,2,11,2.4849066497880004,0,2,1,4,1,1,1,88.0
6,2,6,6,9,8,59,4.0943445622221,0,2,4,3,9,2,1.0986122886681098,1,2,2,2,2,27,3.332204510175204,0,0,2,6,7,34,3.5553480614894135,1,1,4,6,4,1,1,50.0
1,3,4,7,7,0,32,3.4965075614664802,1,2,2,4,2,105,4.663439094112067,0,0,0,0,5,93,4.543294782270004,0,0,3,2,3,44,3.8066624897703196,1,2,4,2,4,1,0,50.0
8,1,0,4,1,7,4,1.6094379124341003,1,1,4,4,4,103,4.6443908991413725,0,1,3,5,3,23,3.1780538303479458,0,2,3,2,3,84,4.442651256490317,1,0,4,0,4,1,1,50.0
7,9,7,3,3,7,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,15,2.772588722239781,0,0,0,1,5,16,2.833213344056216,1,1,1,2,6,1,0,50.0
0,8,6,2,1,7,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,14,2.70805020110221,1,2,4,0,4,14,2.70805020110221,1,2,4,0,4,2,1,50.0
2,1,2,2,7,3,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,1,45.0
1,1,0,2,4,0,100,4.61512051684126,1,1,0,2,0,8,2.1972245773362196,1,2,3,1,8,24,3.2188758248682006,1,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,4,2,75.0
8,6,2,1,7,1,42,3.7612001156935624,1,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,110,4.709530201312334,1,2,0,5,0,37,3.6375861597263857,0,1,2,2,7,1,1,25.0
9,7,7,1,0,1,59,4.0943445622221,0,2,4,3,9,23,3.1780538303479458,0,2,3,2,3,36,3.6109179126442243,1,0,1,1,6,46,3.8501476017100584,1,1,1,4,6,1,1,50.0
2,0,0,6,0,2,38,3.6635616461296463,1,2,3,3,8,27,3.332204510175204,0,0,2,6,7,8,2.1972245773362196,1,2,3,1,8,57,4.060443010546419,0,0,2,1,7,1,0,50.0
3,2,4,6,9,0,10,2.3978952727983707,1,1,0,3,0,92,4.532599493153256,1,2,2,1,2,18,2.9444389791664403,1,0,3,4,8,16,2.833213344056216,1,1,1,2,6,2,0,75.0
6,10,7,1,1,0,99,4.605170185988092,0,0,4,1,9,62,4.143134726391533,1,2,2,6,2,20,3.044522437723423,1,2,0,6,0,49,3.912023005428146,0,1,4,0,9,1,0,70.0
5,3,1,2,3,6,1,0.6931471805599453,0,1,1,1,1,36,3.6109179126442243,1,0,1,1,6,125,4.836281906951478,0,2,0,6,5,23,3.1780538303479458,0,2,3,2,3,1,3,20.0
3,7,5,3,2,0,7,2.0794415416798357,0,1,2,0,7,110,4.709530201312334,1,2,0,5,0,38,3.6635616461296463,1,2,3,3,8,1,0.6931471805599453,0,1,1,1,1,1,3,75.0
5,2,4,4,8,7,18,2.9444389791664403,1,0,3,4,8,23,3.1780538303479458,0,2,3,2,3,28,3.367295829986474,1,1,3,0,8,13,2.6390573296152584,0,1,3,6,3,1,0,50.0
1,6,7,7,3,9,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,2,50.0
5,3,2,4,3,1,94,4.553876891600541,1,1,4,3,4,5,1.791759469228055,0,2,0,5,5,44,3.8066624897703196,1,2,4,2,4,55,4.02535169073515,0,1,0,6,5,1,1,50.0
6,7,8,8,2,9,11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,41,3.7376696182833684,0,2,1,6,1,16,2.833213344056216,1,1,1,2,6,1,1,25.0
1,5,5,3,4,7,54,4.007333185232471,1,0,4,5,4,93,4.543294782270004,0,0,3,2,3,14,2.70805020110221,1,2,4,0,4,35,3.58351893845611,0,2,0,0,5,1,0,75.0
2,2,4,7,4,8,38,3.6635616461296463,1,2,3,3,8,83,4.430816798843313,0,2,3,6,3,105,4.663439094112067,0,0,0,0,5,16,2.833213344056216,1,1,1,2,6,1,0,50.0
1,3,3,8,2,3,38,3.6635616461296463,1,2,3,3,8,79,4.382026634673881,0,1,4,2,9,76,4.343805421853684,1,1,1,6,6,41,3.7376696182833684,0,2,1,6,1,1,1,50.0
7,10,3,8,0,8,4,1.6094379124341003,1,1,4,4,4,47,3.871201010907891,0,2,2,5,7,47,3.871201010907891,0,2,2,5,7,4,1.6094379124341003,1,1,4,4,4,1,2,50.0
7,4,6,0,5,0,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,1,2,50.0
8,0,6,0,9,9,25,3.258096538021482,0,1,0,4,5,61,4.127134385045092,0,1,1,5,1,2,1.0986122886681098,1,2,2,2,2,127,4.852030263919617,0,1,2,1,7,1,0,40.0
1,8,6,6,6,4,47,3.871201010907891,0,2,2,5,7,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,0,1,1,6,17,2.8903717578961645,0,2,2,3,7,1,1,50.0
2,5,1,5,9,5,14,2.70805020110221,1,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,50,3.9318256327243257,1,2,0,1,0,2,1,25.0
2,8,3,3,2,0,89,4.499809670330265,0,2,4,5,9,28,3.367295829986474,1,1,3,0,8,14,2.70805020110221,1,2,4,0,4,25,3.258096538021482,0,1,0,4,5,1,1,75.0
4,2,1,8,1,5,55,4.02535169073515,0,1,0,6,5,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,0,2,0,31,3.4657359027997265,0,1,1,3,1,1,1,50.0
9,10,0,7,1,7,32,3.4965075614664802,1,2,2,4,2,25,3.258096538021482,0,1,0,4,5,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,1,1,76.0
3,9,1,2,5,0,19,2.995732273553991,0,1,4,5,9,14,2.70805020110221,1,2,4,0,4,27,3.332204510175204,0,0,2,6,7,6,1.9459101490553132,1,0,1,6,6,1,0,50.0
4,1,5,6,1,6,122,4.812184355372417,1,2,2,3,2,16,2.833213344056216,1,1,1,2,6,11,2.4849066497880004,0,2,1,4,1,35,3.58351893845611,0,2,0,0,5,1,0,75.0
4,5,5,3,5,1,89,4.499809670330265,0,2,4,5,9,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,104,4.653960350157523,1,2,4,6,4,1,0,50.0
1,5,0,2,6,9,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,9,2.302585092994046,0,0,4,2,9,1,0,20.0
7,2,0,0,2,3,48,3.8918202981106265,1,0,3,6,8,71,4.276666119016055,0,2,1,1,1,79,4.382026634673881,0,1,4,2,9,40,3.713572066704308,1,1,0,5,0,1,0,50.0
9,9,0,7,1,2,35,3.58351893845611,0,2,0,0,5,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,1,2,50.0
2,1,2,4,6,5,3,1.3862943611198906,0,0,3,3,3,39,3.6888794541139363,0,0,4,4,9,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,1,1,75.0
7,1,1,2,2,5,16,2.833213344056216,1,1,1,2,6,162,5.093750200806762,1,0,2,1,2,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,2,3,89.0
6,1,7,3,5,9,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,17,2.8903717578961645,0,2,2,3,7,1,4,30.0
1,10,1,4,2,9,8,2.1972245773362196,1,2,3,1,8,69,4.248495242049359,0,0,4,6,9,45,3.828641396489095,0,0,0,3,5,32,3.4965075614664802,1,2,2,4,2,1,1,50.0
7,9,1,5,1,1,74,4.31748811353631,1,2,4,4,4,17,2.8903717578961645,0,2,2,3,7,67,4.219507705176107,0,1,2,4,7,24,3.2188758248682006,1,0,4,3,4,1,0,50.0
9,2,4,2,9,2,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,55,4.02535169073515,0,1,0,6,5,41,3.7376696182833684,0,2,1,6,1,1,0,20.0
1,5,0,3,7,4,14,2.70805020110221,1,2,4,0,4,98,4.59511985013459,1,2,3,0,8,41,3.7376696182833684,0,2,1,6,1,71,4.276666119016055,0,2,1,1,1,1,1,50.0
1,4,6,0,7,9,6,1.9459101490553132,1,0,1,6,6,19,2.995732273553991,0,1,4,5,9,53,3.9889840465642745,0,2,3,4,3,47,3.871201010907891,0,2,2,5,7,1,0,20.0
3,11,3,5,8,6,56,4.04305126783455,1,2,1,0,6,2,1.0986122886681098,1,2,2,2,2,56,4.04305126783455,1,2,1,0,6,2,1.0986122886681098,1,2,2,2,2,2,6,50.0
2,0,8,2,1,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,105,4.663439094112067,0,0,0,0,5,1,4,5.0
5,1,5,4,2,4,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,32,3.4965075614664802,1,2,2,4,2,2,4,20.0
6,5,3,1,2,4,10,2.3978952727983707,1,1,0,3,0,68,4.23410650459726,1,2,3,5,8,21,3.091042453358316,0,0,1,0,1,31,3.4657359027997265,0,1,1,3,1,1,0,60.0
8,5,3,2,0,9,3,1.3862943611198906,0,0,3,3,3,29,3.4011973816621555,0,2,4,1,9,4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,1,1,50.0
0,0,2,7,6,4,52,3.970291913552122,1,1,2,3,2,31,3.4657359027997265,0,1,1,3,1,47,3.871201010907891,0,2,2,5,7,36,3.6109179126442243,1,0,1,1,6,1,0,50.0
7,1,3,4,2,4,19,2.995732273553991,0,1,4,5,9,12,2.5649493574615367,1,0,2,5,2,14,2.70805020110221,1,2,4,0,4,17,2.8903717578961645,0,2,2,3,7,1,0,50.0
9,4,6,3,4,9,17,2.8903717578961645,0,2,2,3,7,91,4.5217885770490405,0,1,1,0,1,42,3.7612001156935624,1,0,2,0,2,30,3.4339872044851463,1,0,0,2,0,1,0,60.0
9,3,4,6,4,5,72,4.290459441148391,1,0,2,2,2,27,3.332204510175204,0,0,2,6,7,67,4.219507705176107,0,1,2,4,7,32,3.4965075614664802,1,2,2,4,2,1,0,50.0
3,6,4,7,1,3,60,4.110873864173311,1,0,0,4,0,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,64,4.174387269895637,1,1,4,1,4,2,4,50.0
5,2,6,1,7,4,23,3.1780538303479458,0,2,3,2,3,58,4.07753744390572,1,1,3,2,8,52,3.970291913552122,1,1,2,3,2,29,3.4011973816621555,0,2,4,1,9,1,1,50.0
9,7,3,8,8,7,23,3.1780538303479458,0,2,3,2,3,53,3.9889840465642745,0,2,3,4,3,50,3.9318256327243257,1,2,0,1,0,26,3.295836866004329,1,2,1,5,6,1,0,50.0
5,1,0,3,1,6,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,8,2.1972245773362196,1,2,3,1,8,1,0,40.0
5,0,6,1,3,2,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,41,3.7376696182833684,0,2,1,6,1,27,3.332204510175204,0,0,2,6,7,1,1,15.0
5,6,3,7,4,7,10,2.3978952727983707,1,1,0,3,0,49,3.912023005428146,0,1,4,0,9,143,4.969813299576001,0,2,3,3,3,93,4.543294782270004,0,0,3,2,3,1,0,20.0
7,5,7,3,3,0,22,3.1354942159291497,1,1,2,1,2,11,2.4849066497880004,0,2,1,4,1,43,3.784189633918261,0,1,3,1,3,34,3.5553480614894135,1,1,4,6,4,1,1,30.0
5,3,5,7,9,6,14,2.70805020110221,1,2,4,0,4,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,1,75.0
5,0,6,6,0,0,12,2.5649493574615367,1,0,2,5,2,85,4.454347296253507,0,1,0,1,5,83,4.430816798843313,0,2,3,6,3,14,2.70805020110221,1,2,4,0,4,1,0,50.0
1,10,4,1,2,9,112,4.727387818712341,1,1,2,0,2,16,2.833213344056216,1,1,1,2,6,113,4.736198448394496,0,2,3,1,3,15,2.772588722239781,0,0,0,1,5,1,1,50.0
5,1,5,4,8,5,14,2.70805020110221,1,2,4,0,4,148,5.003946305945459,1,1,3,1,8,18,2.9444389791664403,1,0,3,4,8,36,3.6109179126442243,1,0,1,1,6,2,1,75.0
0,1,5,0,3,1,27,3.332204510175204,0,0,2,6,7,126,4.844187086458591,1,0,1,0,6,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,1,0,90.0
6,9,0,7,9,9,4,1.6094379124341003,1,1,4,4,4,129,4.867534450455582,0,0,4,3,9,16,2.833213344056216,1,1,1,2,6,41,3.7376696182833684,0,2,1,6,1,1,1,70.0
5,4,1,4,2,6,5,1.791759469228055,0,2,0,5,5,26,3.295836866004329,1,2,1,5,6,23,3.1780538303479458,0,2,3,2,3,8,2.1972245773362196,1,2,3,1,8,1,0,50.0
2,11,0,3,3,9,63,4.1588830833596715,0,0,3,0,3,39,3.6888794541139363,0,0,4,4,9,2,1.0986122886681098,1,2,2,2,2,151,5.0238805208462765,0,1,1,4,1,1,0,40.0
5,9,0,2,6,9,5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,13,2.6390573296152584,0,1,3,6,3,75,4.330733340286331,0,0,0,5,5,1,1,20.0
3,10,2,2,1,7,86,4.465908118654584,1,2,1,2,6,15,2.772588722239781,0,0,0,1,5,63,4.1588830833596715,0,0,3,0,3,38,3.6635616461296463,1,2,3,3,8,1,0,50.0
1,11,2,8,4,8,22,3.1354942159291497,1,1,2,1,2,121,4.804021044733257,0,1,1,2,1,99,4.605170185988092,0,0,4,1,9,44,3.8066624897703196,1,2,4,2,4,11,1,50.0
0,3,7,5,2,7,76,4.343805421853684,1,1,1,6,6,43,3.784189633918261,0,1,3,1,3,20,3.044522437723423,1,2,0,6,0,99,4.605170185988092,0,0,4,1,9,1,0,50.0
1,9,4,7,3,5,83,4.430816798843313,0,2,3,6,3,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,1,1,75.0
8,5,5,1,3,0,61,4.127134385045092,0,1,1,5,1,27,3.332204510175204,0,0,2,6,7,69,4.248495242049359,0,0,4,6,9,118,4.77912349311153,1,1,3,6,8,1,0,32.0
4,10,8,0,3,9,13,2.6390573296152584,0,1,3,6,3,40,3.713572066704308,1,1,0,5,0,52,3.970291913552122,1,1,2,3,2,1,0.6931471805599453,0,1,1,1,1,1,4,50.0
0,4,4,1,5,5,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,13,2.6390573296152584,0,1,3,6,3,1,1,25.0
8,7,4,0,9,0,1,0.6931471805599453,0,1,1,1,1,22,3.1354942159291497,1,1,2,1,2,13,2.6390573296152584,0,1,3,6,3,10,2.3978952727983707,1,1,0,3,0,1,3,50.0
1,10,8,6,6,4,66,4.204692619390966,1,0,1,3,6,9,2.302585092994046,0,0,4,2,9,65,4.189654742026425,0,2,0,2,5,110,4.709530201312334,1,2,0,5,0,1,0,30.0
7,5,4,0,4,4,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,0,4,5,8,2.1972245773362196,1,2,3,1,8,1,1,25.0
3,4,4,0,4,1,20,3.044522437723423,1,2,0,6,0,53,3.9889840465642745,0,2,3,4,3,72,4.290459441148391,1,0,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,3,50.0
0,8,5,8,3,3,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,4,50.0
5,2,2,8,9,0,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,16,2.833213344056216,1,1,1,2,6,7,2.0794415416798357,0,1,2,0,7,1,1,50.0
1,10,2,7,8,5,52,3.970291913552122,1,1,2,3,2,155,5.049856007249537,0,2,0,1,5,30,3.4339872044851463,1,0,0,2,0,39,3.6888794541139363,0,0,4,4,9,1,0,75.0
7,11,6,5,5,4,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,1,4,50.0
2,10,4,5,4,4,61,4.127134385045092,0,1,1,5,1,56,4.04305126783455,1,2,1,0,6,45,3.828641396489095,0,0,0,3,5,72,4.290459441148391,1,0,2,2,2,1,0,50.0
9,5,5,1,5,8,65,4.189654742026425,0,2,0,2,5,54,4.007333185232471,1,0,4,5,4,117,4.770684624465665,0,0,2,5,7,2,1.0986122886681098,1,2,2,2,2,1,1,50.0
4,11,5,4,2,4,56,4.04305126783455,1,2,1,0,6,6,1.9459101490553132,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,71,4.276666119016055,0,2,1,1,1,1,0,40.0
6,5,1,3,1,4,136,4.919980925828125,1,1,1,3,6,7,2.0794415416798357,0,1,2,0,7,76,4.343805421853684,1,1,1,6,6,67,4.219507705176107,0,1,2,4,7,1,0,50.0
5,1,3,3,3,7,52,3.970291913552122,1,1,2,3,2,1,0.6931471805599453,0,1,1,1,1,13,2.6390573296152584,0,1,3,6,3,40,3.713572066704308,1,1,0,5,0,1,4,50.0
1,4,1,5,6,9,8,2.1972245773362196,1,2,3,1,8,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,90.0
5,2,4,0,4,4,61,4.127134385045092,0,1,1,5,1,11,2.4849066497880004,0,2,1,4,1,26,3.295836866004329,1,2,1,5,6,46,3.8501476017100584,1,1,1,4,6,1,0,50.0
2,5,0,2,1,1,59,4.0943445622221,0,2,4,3,9,57,4.060443010546419,0,0,2,1,7,47,3.871201010907891,0,2,2,5,7,69,4.248495242049359,0,0,4,6,9,1,0,50.0
6,1,6,3,3,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,11,2.4849066497880004,0,2,1,4,1,13,2.6390573296152584,0,1,3,6,3,1,3,25.0
4,5,8,6,6,0,19,2.995732273553991,0,1,4,5,9,9,2.302585092994046,0,0,4,2,9,29,3.4011973816621555,0,2,4,1,9,55,4.02535169073515,0,1,0,6,5,1,0,25.0
7,9,1,2,2,6,2,1.0986122886681098,1,2,2,2,2,66,4.204692619390966,1,0,1,3,6,63,4.1588830833596715,0,0,3,0,3,39,3.6888794541139363,0,0,4,4,9,1,1,40.0
5,10,3,8,1,7,14,2.70805020110221,1,2,4,0,4,73,4.30406509320417,0,1,3,3,3,25,3.258096538021482,0,1,0,4,5,62,4.143134726391533,1,2,2,6,2,1,0,50.0
2,4,2,1,2,8,17,2.8903717578961645,0,2,2,3,7,34,3.5553480614894135,1,1,4,6,4,13,2.6390573296152584,0,1,3,6,3,38,3.6635616461296463,1,2,3,3,8,1,1,50.0
1,8,1,5,1,6,13,2.6390573296152584,0,1,3,6,3,98,4.59511985013459,1,2,3,0,8,27,3.332204510175204,0,0,2,6,7,84,4.442651256490317,1,0,4,0,4,1,0,50.0
3,7,4,7,9,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,2,6,20.0
1,4,7,1,9,1,33,3.5263605246161616,0,0,3,5,3,10,2.3978952727983707,1,1,0,3,0,70,4.2626798770413155,1,1,0,0,0,59,4.0943445622221,0,2,4,3,9,1,1,25.0
8,4,0,8,5,5,112,4.727387818712341,1,1,2,0,2,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,0,2,0,88,4.48863636973214,1,1,3,4,8,2,1,50.0
4,10,3,1,1,4,20,3.044522437723423,1,2,0,6,0,51,3.9512437185814275,0,0,1,2,1,21,3.091042453358316,0,0,1,0,1,50,3.9318256327243257,1,2,0,1,0,1,0,50.0
6,3,3,4,0,5,4,1.6094379124341003,1,1,4,4,4,105,4.663439094112067,0,0,0,0,5,21,3.091042453358316,0,0,1,0,1,88,4.48863636973214,1,1,3,4,8,1,2,50.0
0,1,6,5,1,8,103,4.6443908991413725,0,1,3,5,3,9,2.302585092994046,0,0,4,2,9,85,4.454347296253507,0,1,0,1,5,27,3.332204510175204,0,0,2,6,7,1,1,50.0
6,8,2,6,1,7,73,4.30406509320417,0,1,3,3,3,122,4.812184355372417,1,2,2,3,2,23,3.1780538303479458,0,2,3,2,3,42,3.7612001156935624,1,0,2,0,2,1,0,75.0
9,5,3,8,3,1,31,3.4657359027997265,0,1,1,3,1,173,5.159055299214529,0,2,3,5,3,13,2.6390573296152584,0,1,3,6,3,23,3.1780538303479458,0,2,3,2,3,1,0,85.0
8,2,4,4,9,2,28,3.367295829986474,1,1,3,0,8,19,2.995732273553991,0,1,4,5,9,29,3.4011973816621555,0,2,4,1,9,18,2.9444389791664403,1,0,3,4,8,1,0,50.0
3,11,6,2,6,5,26,3.295836866004329,1,2,1,5,6,121,4.804021044733257,0,1,1,2,1,66,4.204692619390966,1,0,1,3,6,81,4.406719247264253,0,0,1,4,1,1,0,50.0
2,7,3,3,6,9,38,3.6635616461296463,1,2,3,3,8,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,27,3.332204510175204,0,0,2,6,7,1,1,60.0
1,5,6,6,3,9,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,112,4.727387818712341,1,1,2,0,2,5,1.791759469228055,0,2,0,5,5,1,1,10.0
7,6,0,3,3,9,23,3.1780538303479458,0,2,3,2,3,96,4.574710978503383,1,0,1,5,6,14,2.70805020110221,1,2,4,0,4,105,4.663439094112067,0,0,0,0,5,1,0,50.0
3,3,4,0,4,9,71,4.276666119016055,0,2,1,1,1,3,1.3862943611198906,0,0,3,3,3,203,5.318119993844216,0,2,3,0,3,19,2.995732273553991,0,1,4,5,9,1,0,25.0
6,9,5,4,7,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,1,2,25.0
6,3,5,8,4,9,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,1,50.0
