slot_player_a,slot_player_b,slot_sport,slot_score_unit,slot_a_first_score,slot_a_first_score_abs_log1p,slot_a_first_score_is_even,slot_a_first_score_mod3,slot_a_first_score_mod5,slot_a_first_score_mod7,slot_a_first_score_mod10,slot_b_fewer_in_first,slot_b_fewer_in_first_abs_log1p,slot_b_fewer_in_first_is_even,slot_b_fewer_in_first_mod3,slot_b_fewer_in_first_mod5,slot_b_fewer_in_first_mod7,slot_b_fewer_in_first_mod10,slot_a_fewer_in_second_vs_b_first,slot_a_fewer_in_second_vs_b_first_abs_log1p,slot_a_fewer_in_second_vs_b_first_is_even,slot_a_fewer_in_second_vs_b_first_mod3,slot_a_fewer_in_second_vs_b_first_mod5,slot_a_fewer_in_second_vs_b_first_mod7,slot_a_fewer_in_second_vs_b_first_mod10,gcd_all,n_multiple_pairs,y
9,5,0,0,32,3.4965075614664802,1,2,2,4,2,10,2.3978952727983707,1,1,0,3,0,21,3.091042453358316,0,0,1,0,1,1,0,33.0
1,10,5,0,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,1,2,13.0
18,14,1,1,38,3.6635616461296463,1,2,3,3,8,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,1,1,49.0
4,8,5,0,23,3.1780538303479458,0,2,3,2,3,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0,35.0
13,14,0,0,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,2,17.0
1,14,0,0,41,3.7376696182833684,0,2,1,6,1,27,3.332204510175204,0,0,2,6,7,7,2.0794415416798357,0,1,2,0,7,1,0,48.0
3,18,6,1,22,3.1354942159291497,1,1,2,1,2,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,1,2,25.0
9,3,3,1,38,3.6635616461296463,1,2,3,3,8,22,3.1354942159291497,1,1,2,1,2,13,2.6390573296152584,0,1,3,6,3,1,0,41.0
16,17,0,0,43,3.784189633918261,0,1,3,1,3,22,3.1354942159291497,1,1,2,1,2,17,2.8903717578961645,0,2,2,3,7,1,0,47.0
5,6,6,1,38,3.6635616461296463,1,2,3,3,8,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,1,64.0
7,19,6,1,26,3.295836866004329,1,2,1,5,6,9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,0,1,5,1,0,28.0
10,16,6,1,49,3.912023005428146,0,1,4,0,9,33,3.5263605246161616,0,0,3,5,3,11,2.4849066497880004,0,2,1,4,1,1,1,54.0
11,3,6,1,58,4.07753744390572,1,1,3,2,8,29,3.4011973816621555,0,2,4,1,9,6,1.9459101490553132,1,0,1,6,6,1,1,81.0
18,0,4,1,29,3.4011973816621555,0,2,4,1,9,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,1,1,34.0
13,0,2,1,30,3.4339872044851463,1,0,0,2,0,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,1,2,35.0
3,16,3,1,51,3.9512437185814275,0,0,1,2,1,21,3.091042453358316,0,0,1,0,1,18,2.9444389791664403,1,0,3,4,8,3,0,63.0
4,3,3,1,43,3.784189633918261,0,1,3,1,3,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,1,0,45.0
13,8,4,1,43,3.784189633918261,0,1,3,1,3,8,2.1972245773362196,1,2,3,1,8,21,3.091042453358316,0,0,1,0,1,1,0,57.0
0,14,1,1,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,1,23.0
16,17,0,0,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,38,3.6635616461296463,1,2,3,3,8,1,1,79.0
14,10,0,0,59,4.0943445622221,0,2,4,3,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,109.0
11,14,3,1,25,3.258096538021482,0,1,0,4,5,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,1,0,29.0
8,10,2,1,24,3.2188758248682006,1,0,4,3,4,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,1,1,29.0
12,13,0,0,48,3.8918202981106265,1,0,3,6,8,38,3.6635616461296463,1,2,3,3,8,7,2.0794415416798357,0,1,2,0,7,1,0,51.0
4,16,2,1,18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,2,1,20.0
5,11,6,1,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,3,16.0
6,18,0,0,29,3.4011973816621555,0,2,4,1,9,22,3.1354942159291497,1,1,2,1,2,5,1.791759469228055,0,2,0,5,5,1,0,31.0
1,13,3,1,43,3.784189633918261,0,1,3,1,3,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,1,0,61.0
6,9,2,1,27,3.332204510175204,0,0,2,6,7,20,3.044522437723423,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,1,0,27.0
2,14,3,1,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,0,1,1,1,1,16,2.833213344056216,1,1,1,2,6,1,2,25.0
15,11,2,1,38,3.6635616461296463,1,2,3,3,8,37,3.6375861597263857,0,1,2,2,7,1,0.6931471805599453,0,1,1,1,1,1,2,38.0
15,6,0,0,13,2.6390573296152584,0,1,3,6,3,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,1,2,15.0
12,15,6,1,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,8.0
4,18,0,0,46,3.8501476017100584,1,1,1,4,6,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0,81.0
0,14,5,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,11.0
5,12,3,1,25,3.258096538021482,0,1,0,4,5,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,1,0,35.0
10,8,3,1,41,3.7376696182833684,0,2,1,6,1,4,1.6094379124341003,1,1,4,4,4,31,3.4657359027997265,0,1,1,3,1,1,0,47.0
18,16,4,1,29,3.4011973816621555,0,2,4,1,9,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,1,1,34.0
6,15,0,0,37,3.6375861597263857,0,1,2,2,7,32,3.4965075614664802,1,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,1,1,38.0
10,12,1,1,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,9.0
14,17,1,1,23,3.1780538303479458,0,2,3,2,3,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,1,0,27.0
12,5,3,1,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,12.0
0,18,1,1,14,2.70805020110221,1,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,1,16.0
18,6,1,1,31,3.4657359027997265,0,1,1,3,1,27,3.332204510175204,0,0,2,6,7,4,1.6094379124341003,1,1,4,4,4,1,0,31.0
8,11,3,1,36,3.6109179126442243,1,0,1,1,6,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,1,2,36.0
4,5,6,1,57,4.060443010546419,0,0,2,1,7,53,3.9889840465642745,0,2,3,4,3,2,1.0986122886681098,1,2,2,2,2,1,0,59.0
9,5,0,0,41,3.7376696182833684,0,2,1,6,1,5,1.791759469228055,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,1,0,50.0
18,13,0,0,52,3.970291913552122,1,1,2,3,2,35,3.58351893845611,0,2,0,0,5,13,2.6390573296152584,0,1,3,6,3,1,1,56.0
15,9,6,1,39,3.6888794541139363,0,0,4,4,9,20,3.044522437723423,1,2,0,6,0,13,2.6390573296152584,0,1,3,6,3,1,1,45.0
8,6,0,0,42,3.7612001156935624,1,0,2,0,2,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,2,1,44.0
9,16,2,1,32,3.4965075614664802,1,2,2,4,2,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,2,2,32.0
10,4,6,1,43,3.784189633918261,0,1,3,1,3,11,2.4849066497880004,0,2,1,4,1,13,2.6390573296152584,0,1,3,6,3,1,0,62.0
3,6,5,0,22,3.1354942159291497,1,1,2,1,2,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,1,1,23.0
1,6,2,1,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,2,9.0
1,8,1,1,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,3,23.0
10,15,0,0,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,44,3.8066624897703196,1,2,4,2,4,2,2,50.0
17,8,4,1,43,3.784189633918261,0,1,3,1,3,38,3.6635616461296463,1,2,3,3,8,3,1.3862943611198906,0,0,3,3,3,1,0,45.0
13,1,1,1,38,3.6635616461296463,1,2,3,3,8,8,2.1972245773362196,1,2,3,1,8,25,3.258096538021482,0,1,0,4,5,1,0,43.0
3,11,1,1,33,3.5263605246161616,0,0,3,5,3,23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,0,1,6,6,1,0,37.0
8,3,1,1,58,4.07753744390572,1,1,3,2,8,38,3.6635616461296463,1,2,3,3,8,1,0.6931471805599453,0,1,1,1,1,1,2,77.0
1,1,0,0,56,4.04305126783455,1,2,1,0,6,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,1,1,61.0
13,11,3,1,54,4.007333185232471,1,0,4,5,4,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,1,1,55.0
14,9,4,1,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,2,9.0
9,0,5,0,47,3.871201010907891,0,2,2,5,7,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,1,0,70.0
18,7,4,1,15,2.772588722239781,0,0,0,1,5,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,2,18.0
13,16,2,1,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,0,17.0
4,12,0,0,47,3.871201010907891,0,2,2,5,7,36,3.6109179126442243,1,0,1,1,6,7,2.0794415416798357,0,1,2,0,7,1,0,51.0
5,16,2,1,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,23,3.1780538303479458,0,2,3,2,3,1,0,47.0
1,6,1,1,28,3.367295829986474,1,1,3,0,8,9,2.302585092994046,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,1,0,28.0
13,4,4,1,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,1,0,17.0
14,16,1,1,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,3,0,27.0
14,6,3,1,41,3.7376696182833684,0,2,1,6,1,35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,1,0,43.0
4,15,0,0,44,3.8066624897703196,1,2,4,2,4,41,3.7376696182833684,0,2,1,6,1,2,1.0986122886681098,1,2,2,2,2,1,1,45.0
10,10,6,1,43,3.784189633918261,0,1,3,1,3,42,3.7612001156935624,1,0,2,0,2,1,0.6931471805599453,0,1,1,1,1,1,2,43.0
9,4,0,0,14,2.70805020110221,1,2,4,0,4,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,2,0,14.0
14,13,6,1,38,3.6635616461296463,1,2,3,3,8,35,3.58351893845611,0,2,0,0,5,2,1.0986122886681098,1,2,2,2,2,1,1,39.0
10,9,2,1,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,2,10.0
14,15,3,1,47,3.871201010907891,0,2,2,5,7,26,3.295836866004329,1,2,1,5,6,12,2.5649493574615367,1,0,2,5,2,1,0,56.0
18,4,5,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,3,12.0
1,16,0,0,21,3.091042453358316,0,0,1,0,1,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,3,2,21.0
1,12,1,1,43,3.784189633918261,0,1,3,1,3,37,3.6375861597263857,0,1,2,2,7,1,0.6931471805599453,0,1,1,1,1,1,2,48.0
0,16,6,1,45,3.828641396489095,0,0,0,3,5,17,2.8903717578961645,0,2,2,3,7,16,2.833213344056216,1,1,1,2,6,1,0,57.0
9,10,0,0,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,1,0,25.0
0,4,0,0,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,0,27.0
11,15,2,1,32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,14,2.70805020110221,1,2,4,0,4,2,2,48.0
3,8,0,0,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,3,87.0
6,7,3,1,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,11.0
14,3,0,0,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,2,13.0
10,8,3,1,55,4.02535169073515,0,1,0,6,5,51,3.9512437185814275,0,0,1,2,1,4,1.6094379124341003,1,1,4,4,4,1,0,55.0
9,1,3,1,29,3.4011973816621555,0,2,4,1,9,3,1.3862943611198906,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,1,0,38.0
0,16,2,1,50,3.9318256327243257,1,2,0,1,0,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,2,2,50.0
18,11,6,1,17,2.8903717578961645,0,2,2,3,7,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,1,0,18.0
18,19,2,1,56,4.04305126783455,1,2,1,0,6,53,3.9889840465642745,0,2,3,4,3,1,0.6931471805599453,0,1,1,1,1,1,2,58.0
13,8,2,1,44,3.8066624897703196,1,2,4,2,4,10,2.3978952727983707,1,1,0,3,0,19,2.995732273553991,0,1,4,5,9,1,0,59.0
15,10,6,1,25,3.258096538021482,0,1,0,4,5,10,2.3978952727983707,1,1,0,3,0,13,2.6390573296152584,0,1,3,6,3,1,0,27.0
1,7,4,1,45,3.828641396489095,0,0,0,3,5,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,0,80.0
19,15,4,1,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,1,12.0
11,19,3,1,57,4.060443010546419,0,0,2,1,7,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,2,102.0
8,13,2,1,56,4.04305126783455,1,2,1,0,6,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,1,1,82.0
8,16,5,0,34,3.5553480614894135,1,1,4,6,4,22,3.1354942159291497,1,1,2,1,2,1,0.6931471805599453,0,1,1,1,1,1,2,45.0
3,18,4,1,11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,0,11.0
2,2,2,1,27,3.332204510175204,0,0,2,6,7,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,1,3,44.0
15,14,3,1,46,3.8501476017100584,1,1,1,4,6,9,2.302585092994046,0,0,4,2,9,32,3.4965075614664802,1,2,2,4,2,1,0,51.0
7,8,1,1,47,3.871201010907891,0,2,2,5,7,10,2.3978952727983707,1,1,0,3,0,28,3.367295829986474,1,1,3,0,8,1,0,56.0
6,0,6,1,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,1,23.0
10,5,0,0,48,3.8918202981106265,1,0,3,6,8,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,1,83.0
8,5,5,0,57,4.060443010546419,0,0,2,1,7,35,3.58351893845611,0,2,0,0,5,9,2.302585092994046,0,0,4,2,9,1,0,70.0
17,16,6,1,31,3.4657359027997265,0,1,1,3,1,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,1,0,44.0
7,14,6,1,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,14,2.70805020110221,1,2,4,0,4,1,2,15.0
17,11,0,0,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,0,10.0
0,15,1,1,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,1,0,23.0
15,17,3,1,49,3.912023005428146,0,1,4,0,9,34,3.5553480614894135,1,1,4,6,4,8,2.1972245773362196,1,2,3,1,8,1,0,56.0
15,11,2,1,54,4.007333185232471,1,0,4,5,4,17,2.8903717578961645,0,2,2,3,7,17,2.8903717578961645,0,2,2,3,7,1,1,74.0
2,5,3,1,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,1,0,15.0
2,3,5,0,30,3.4339872044851463,1,0,0,2,0,29,3.4011973816621555,0,2,4,1,9,1,0.6931471805599453,0,1,1,1,1,1,2,30.0
5,19,3,1,56,4.04305126783455,1,2,1,0,6,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,2,1,58.0
15,13,3,1,46,3.8501476017100584,1,1,1,4,6,28,3.367295829986474,1,1,3,0,8,13,2.6390573296152584,0,1,3,6,3,1,0,51.0
4,17,1,1,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,2,9.0
17,14,1,1,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,2,17.0
7,13,4,1,31,3.4657359027997265,0,1,1,3,1,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,1,1,40.0
13,12,3,1,29,3.4011973816621555,0,2,4,1,9,26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,0,0,3,3,3,1,0,29.0
19,7,4,1,42,3.7612001156935624,1,0,2,0,2,41,3.7376696182833684,0,2,1,6,1,1,0.6931471805599453,0,1,1,1,1,1,2,42.0
14,7,6,1,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,1,1,43.0
3,16,4,1,24,3.2188758248682006,1,0,4,3,4,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,3,2,24.0
7,14,3,1,35,3.58351893845611,0,2,0,0,5,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,1,1,42.0
11,5,1,1,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,1,2,12.0
15,14,6,1,59,4.0943445622221,0,2,4,3,9,23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,0,1,6,6,1,0,89.0
19,18,3,1,44,3.8066624897703196,1,2,4,2,4,32,3.4965075614664802,1,2,2,4,2,1,0.6931471805599453,0,1,1,1,1,1,2,55.0
11,6,2,1,58,4.07753744390572,1,1,3,2,8,7,2.0794415416798357,0,1,2,0,7,34,3.5553480614894135,1,1,4,6,4,1,0,75.0
19,16,4,1,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,3,2,12.0
4,4,6,1,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,0,2,0,2,1,62.0
19,6,3,1,27,3.332204510175204,0,0,2,6,7,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,1,2,28.0
13,1,3,1,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,1,0,23.0
4,2,4,1,31,3.4657359027997265,0,1,1,3,1,7,2.0794415416798357,0,1,2,0,7,22,3.1354942159291497,1,1,2,1,2,1,0,33.0
5,2,2,1,37,3.6375861597263857,0,1,2,2,7,28,3.367295829986474,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,1,1,39.0
6,17,3,1,60,4.110873864173311,1,0,0,4,0,12,2.5649493574615367,1,0,2,5,2,43,3.784189633918261,0,1,3,1,3,1,1,65.0
6,15,3,1,27,3.332204510175204,0,0,2,6,7,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,2,47.0
6,4,3,1,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,1,2,11.0
7,12,1,1,49,3.912023005428146,0,1,4,0,9,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,0,1,1,6,1,1,58.0
12,19,1,1,28,3.367295829986474,1,1,3,0,8,14,2.70805020110221,1,2,4,0,4,9,2.302585092994046,0,0,4,2,9,1,1,33.0
0,12,5,0,54,4.007333185232471,1,0,4,5,4,21,3.091042453358316,0,0,1,0,1,7,2.0794415416798357,0,1,2,0,7,1,1,80.0
1,4,1,1,32,3.4965075614664802,1,2,2,4,2,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,2,1,34.0
18,9,3,1,42,3.7612001156935624,1,0,2,0,2,13,2.6390573296152584,0,1,3,6,3,12,2.5649493574615367,1,0,2,5,2,1,0,59.0
2,9,0,0,16,2.833213344056216,1,1,1,2,6,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,1,2,18.0
14,17,3,1,51,3.9512437185814275,0,0,1,2,1,13,2.6390573296152584,0,1,3,6,3,31,3.4657359027997265,0,1,1,3,1,1,0,58.0
19,11,0,0,38,3.6635616461296463,1,2,3,3,8,16,2.833213344056216,1,1,1,2,6,7,2.0794415416798357,0,1,2,0,7,1,0,53.0
2,19,4,1,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,15,2.772588722239781,0,0,0,1,5,1,2,18.0
19,13,6,1,29,3.4011973816621555,0,2,4,1,9,16,2.833213344056216,1,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,1,1,34.0
1,17,5,0,54,4.007333185232471,1,0,4,5,4,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,1,0,86.0
12,19,2,1,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,1,1,22.0
19,6,5,0,52,3.970291913552122,1,1,2,3,2,33,3.5263605246161616,0,0,3,5,3,5,1.791759469228055,0,2,0,5,5,1,0,66.0
12,10,1,1,24,3.2188758248682006,1,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,4,2,28.0
0,0,3,1,28,3.367295829986474,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,1,1,38.0
11,4,1,1,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,1,12.0
9,3,1,1,41,3.7376696182833684,0,2,1,6,1,1,0.6931471805599453,0,1,1,1,1,25,3.258096538021482,0,1,0,4,5,1,2,56.0
4,9,1,1,59,4.0943445622221,0,2,4,3,9,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,1,0,88.0
15,4,6,1,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,1,9.0
11,8,5,0,60,4.110873864173311,1,0,0,4,0,37,3.6375861597263857,0,1,2,2,7,10,2.3978952727983707,1,1,0,3,0,1,1,73.0
6,11,4,1,39,3.6888794541139363,0,0,4,4,9,28,3.367295829986474,1,1,3,0,8,2,1.0986122886681098,1,2,2,2,2,1,1,48.0
12,19,1,1,57,4.060443010546419,0,0,2,1,7,31,3.4657359027997265,0,1,1,3,1,15,2.772588722239781,0,0,0,1,5,1,0,68.0
6,18,1,1,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,1,2,12.0
18,13,2,1,34,3.5553480614894135,1,1,4,6,4,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,2,0,36.0
8,1,5,0,19,2.995732273553991,0,1,4,5,9,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,1,1,20.0
2,15,1,1,54,4.007333185232471,1,0,4,5,4,43,3.784189633918261,0,1,3,1,3,9,2.302585092994046,0,0,4,2,9,1,1,56.0
3,13,3,1,34,3.5553480614894135,1,1,4,6,4,24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,2,1,36.0
5,10,3,1,18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,3,2,18.0
15,18,2,1,28,3.367295829986474,1,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,1,1,39.0
4,11,4,1,19,2.995732273553991,0,1,4,5,9,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,1,2,28.0
11,6,6,1,51,3.9512437185814275,0,0,1,2,1,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,0,87.0
8,13,3,1,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,1,21.0
1,5,1,1,46,3.8501476017100584,1,1,1,4,6,20,3.044522437723423,1,2,0,6,0,26,3.295836866004329,1,2,1,5,6,2,0,46.0
2,5,1,1,33,3.5263605246161616,0,0,3,5,3,5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,1,0,42.0
8,13,2,1,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,2,14.0
