slot_seller_name,slot_unit_desc,slot_target,slot_target_abs_log1p,slot_target_is_even,slot_target_mod3,slot_target_mod5,slot_target_mod7,slot_target_mod10,slot_closed_day1,slot_closed_day2,slot_weekend_sales,slot_weekend_sales_abs_log1p,slot_weekend_sales_is_even,slot_weekend_sales_mod3,slot_weekend_sales_mod5,slot_weekend_sales_mod7,slot_weekend_sales_mod10,slot_d1_label,slot_d2_label,slot_d3_label,slot_d1_sales,slot_d1_sales_abs_log1p,slot_d1_sales_is_even,slot_d1_sales_mod3,slot_d1_sales_mod5,slot_d1_sales_mod7,slot_d1_sales_mod10,slot_d2_sales,slot_d2_sales_abs_log1p,slot_d2_sales_is_even,slot_d2_sales_mod3,slot_d2_sales_mod5,slot_d2_sales_mod7,slot_d2_sales_mod10,slot_d3_sales,slot_d3_sales_abs_log1p,slot_d3_sales_is_even,slot_d3_sales_mod3,slot_d3_sales_mod5,slot_d3_sales_mod7,slot_d3_sales_mod10,gcd_all,n_multiple_pairs,y
7,5,270,5.602118820879701,1,0,0,4,0,3,2,58,4.07753744390572,1,1,3,2,8,0,3,0,50,3.9318256327243257,1,2,0,1,0,56,4.04305126783455,1,2,1,0,6,55,4.02535169073515,0,1,0,6,5,1,0,51.0
6,5,314,5.752572638825633,1,2,4,6,4,2,0,63,4.1588830833596715,0,0,3,0,3,0,0,1,49,3.912023005428146,0,1,4,0,9,42,3.7612001156935624,1,0,2,0,2,40,3.713572066704308,1,1,0,5,0,1,0,120.0
5,7,263,5.575949103146316,0,2,3,4,3,1,3,52,3.970291913552122,1,1,2,3,2,0,2,0,54,4.007333185232471,1,0,4,5,4,40,3.713572066704308,1,1,0,5,0,42,3.7612001156935624,1,0,2,0,2,1,0,75.0
5,2,252,5.53338948872752,1,0,2,0,2,3,2,50,3.9318256327243257,1,2,0,1,0,3,3,2,15,2.772588722239781,0,0,0,1,5,32,3.4965075614664802,1,2,2,4,2,48,3.8918202981106265,1,0,3,6,8,1,0,107.0
7,6,128,4.859812404361672,1,2,3,2,8,1,0,23,3.1780538303479458,0,2,3,2,3,0,1,1,42,3.7612001156935624,1,0,2,0,2,52,3.970291913552122,1,1,2,3,2,7,2.0794415416798357,0,1,2,0,7,1,1,4.0
0,5,167,5.123963979403259,0,2,2,6,7,2,2,39,3.6888794541139363,0,0,4,4,9,0,3,4,58,4.07753744390572,1,1,3,2,8,20,3.044522437723423,1,2,0,6,0,47,3.871201010907891,0,2,2,5,7,1,0,3.0
4,6,211,5.356586274672012,0,1,1,1,1,4,2,56,4.04305126783455,1,2,1,0,6,2,1,4,33,3.5263605246161616,0,0,3,5,3,59,4.0943445622221,0,2,4,3,9,55,4.02535169073515,0,1,0,6,5,1,0,8.0
2,7,226,5.424950017481403,1,1,1,2,6,0,2,38,3.6635616461296463,1,2,3,3,8,1,4,0,25,3.258096538021482,0,1,0,4,5,31,3.4657359027997265,0,1,1,3,1,15,2.772588722239781,0,0,0,1,5,1,0,117.0
7,2,198,5.293304824724492,1,0,3,2,8,2,0,52,3.970291913552122,1,1,2,3,2,4,3,2,16,2.833213344056216,1,1,1,2,6,57,4.060443010546419,0,0,2,1,7,59,4.0943445622221,0,2,4,3,9,1,0,14.0
5,2,204,5.3230099791384085,1,0,4,1,4,0,0,20,3.044522437723423,1,2,0,6,0,3,4,3,60,4.110873864173311,1,0,0,4,0,26,3.295836866004329,1,2,1,5,6,22,3.1354942159291497,1,1,2,1,2,2,1,76.0
4,7,168,5.1298987149230735,1,0,3,0,8,3,2,59,4.0943445622221,0,2,4,3,9,0,3,0,34,3.5553480614894135,1,1,4,6,4,52,3.970291913552122,1,1,2,3,2,8,2.1972245773362196,1,2,3,1,8,1,1,15.0
5,0,228,5.43372200355424,1,0,3,4,8,2,0,69,4.248495242049359,0,0,4,6,9,0,3,3,60,4.110873864173311,1,0,0,4,0,42,3.7612001156935624,1,0,2,0,2,16,2.833213344056216,1,1,1,2,6,1,0,41.0
4,2,99,4.605170185988092,0,0,4,1,9,0,1,23,3.1780538303479458,0,2,3,2,3,3,2,3,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,57,4.060443010546419,0,0,2,1,7,1,1,7.0
1,5,127,4.852030263919617,0,1,2,1,7,3,1,16,2.833213344056216,1,1,1,2,6,3,3,3,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,35,3.58351893845611,0,2,0,0,5,1,2,56.0
2,6,233,5.455321115357702,0,2,3,2,3,3,2,64,4.174387269895637,1,1,4,1,4,2,4,0,34,3.5553480614894135,1,1,4,6,4,13,2.6390573296152584,0,1,3,6,3,30,3.4339872044851463,1,0,0,2,0,1,0,92.0
6,2,236,5.4680601411351315,1,2,1,5,6,3,1,70,4.2626798770413155,1,1,0,0,0,3,0,1,57,4.060443010546419,0,0,2,1,7,38,3.6635616461296463,1,2,3,3,8,43,3.784189633918261,0,1,3,1,3,1,0,28.0
1,0,260,5.564520407322694,1,2,0,1,0,0,1,65,4.189654742026425,0,2,0,2,5,3,2,3,44,3.8066624897703196,1,2,4,2,4,12,2.5649493574615367,1,0,2,5,2,28,3.367295829986474,1,1,3,0,8,1,1,111.0
1,6,211,5.356586274672012,0,1,1,1,1,0,0,56,4.04305126783455,1,2,1,0,6,3,4,3,17,2.8903717578961645,0,2,2,3,7,40,3.713572066704308,1,1,0,5,0,46,3.8501476017100584,1,1,1,4,6,1,0,52.0
0,2,221,5.402677381872279,0,2,1,4,1,1,0,61,4.127134385045092,0,1,1,5,1,2,1,2,54,4.007333185232471,1,0,4,5,4,37,3.6375861597263857,0,1,2,2,7,32,3.4965075614664802,1,2,2,4,2,1,0,37.0
1,1,181,5.204006687076795,0,1,1,6,1,4,0,6,1.9459101490553132,1,0,1,6,6,2,0,0,45,3.828641396489095,0,0,0,3,5,55,4.02535169073515,0,1,0,6,5,53,3.9889840465642745,0,2,3,4,3,1,0,22.0
6,6,207,5.337538079701318,0,0,2,4,7,0,1,56,4.04305126783455,1,2,1,0,6,3,2,3,58,4.07753744390572,1,1,3,2,8,6,1.9459101490553132,1,0,1,6,6,41,3.7376696182833684,0,2,1,6,1,1,0,46.0
2,7,188,5.241747015059643,1,2,3,6,8,4,0,80,4.394449154672439,1,2,0,3,0,3,3,3,15,2.772588722239781,0,0,0,1,5,30,3.4339872044851463,1,0,0,2,0,19,2.995732273553991,0,1,4,5,9,1,1,44.0
1,7,235,5.4638318050256105,0,1,0,4,5,0,0,51,3.9512437185814275,0,0,1,2,1,4,4,0,41,3.7376696182833684,0,2,1,6,1,52,3.970291913552122,1,1,2,3,2,38,3.6635616461296463,1,2,3,3,8,1,0,53.0
0,2,220,5.3981627015177525,1,1,0,3,0,4,3,33,3.5263605246161616,0,0,3,5,3,1,0,0,46,3.8501476017100584,1,1,1,4,6,30,3.4339872044851463,1,0,0,2,0,26,3.295836866004329,1,2,1,5,6,1,0,85.0
7,6,160,5.081404364984463,1,1,0,6,0,4,0,13,2.6390573296152584,0,1,3,6,3,4,1,1,47,3.871201010907891,0,2,2,5,7,32,3.4965075614664802,1,2,2,4,2,17,2.8903717578961645,0,2,2,3,7,1,1,51.0
3,3,132,4.890349128221754,1,0,2,6,2,0,1,52,3.970291913552122,1,1,2,3,2,1,0,0,7,2.0794415416798357,0,1,2,0,7,27,3.332204510175204,0,0,2,6,7,12,2.5649493574615367,1,0,2,5,2,1,1,34.0
5,3,284,5.652489180268651,1,2,4,4,4,3,2,51,3.9512437185814275,0,0,1,2,1,3,4,1,47,3.871201010907891,0,2,2,5,7,52,3.970291913552122,1,1,2,3,2,29,3.4011973816621555,0,2,4,1,9,1,0,105.0
2,2,240,5.484796933490655,1,0,0,2,0,3,2,30,3.4339872044851463,1,0,0,2,0,2,4,0,60,4.110873864173311,1,0,0,4,0,41,3.7376696182833684,0,2,1,6,1,25,3.258096538021482,0,1,0,4,5,1,3,84.0
1,4,180,5.198497031265826,1,0,0,5,0,2,2,11,2.4849066497880004,0,2,1,4,1,1,4,1,38,3.6635616461296463,1,2,3,3,8,57,4.060443010546419,0,0,2,1,7,9,2.302585092994046,0,0,4,2,9,1,1,65.0
4,6,135,4.912654885736052,0,0,0,2,5,2,0,32,3.4965075614664802,1,2,2,4,2,0,0,1,14,2.70805020110221,1,2,4,0,4,29,3.4011973816621555,0,2,4,1,9,15,2.772588722239781,0,0,0,1,5,1,1,45.0
6,1,170,5.14166355650266,1,2,0,2,0,0,2,59,4.0943445622221,0,2,4,3,9,3,4,4,19,2.995732273553991,0,1,4,5,9,22,3.1354942159291497,1,1,2,1,2,31,3.4657359027997265,0,1,1,3,1,1,0,39.0
6,4,220,5.3981627015177525,1,1,0,3,0,4,2,71,4.276666119016055,0,2,1,1,1,2,1,4,47,3.871201010907891,0,2,2,5,7,45,3.828641396489095,0,0,0,3,5,42,3.7612001156935624,1,0,2,0,2,1,0,15.0
6,1,158,5.0689042022202315,1,2,3,4,8,3,3,60,4.110873864173311,1,0,0,4,0,3,4,3,14,2.70805020110221,1,2,4,0,4,40,3.713572066704308,1,1,0,5,0,13,2.6390573296152584,0,1,3,6,3,1,0,31.0
4,1,186,5.231108616854587,1,0,1,4,6,0,4,44,3.8066624897703196,1,2,4,2,4,0,0,4,11,2.4849066497880004,0,2,1,4,1,26,3.295836866004329,1,2,1,5,6,34,3.5553480614894135,1,1,4,6,4,1,1,71.0
3,4,220,5.3981627015177525,1,1,0,3,0,1,0,40,3.713572066704308,1,1,0,5,0,0,3,0,40,3.713572066704308,1,1,0,5,0,15,2.772588722239781,0,0,0,1,5,31,3.4657359027997265,0,1,1,3,1,1,1,94.0
1,5,201,5.308267697401205,0,0,1,5,1,0,4,8,2.1972245773362196,1,2,3,1,8,0,2,3,24,3.2188758248682006,1,0,4,3,4,38,3.6635616461296463,1,2,3,3,8,32,3.4965075614664802,1,2,2,4,2,1,2,99.0
0,2,194,5.272999558563747,1,2,4,5,4,0,4,15,2.772588722239781,0,0,0,1,5,0,0,4,57,4.060443010546419,0,0,2,1,7,26,3.295836866004329,1,2,1,5,6,41,3.7376696182833684,0,2,1,6,1,1,0,55.0
2,2,244,5.501258210544727,1,1,4,6,4,1,3,80,4.394449154672439,1,2,0,3,0,0,2,0,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,56,4.04305126783455,1,2,1,0,6,1,1,86.0
1,5,285,5.655991810819852,0,0,0,5,5,0,2,55,4.02535169073515,0,1,0,6,5,1,1,2,38,3.6635616461296463,1,2,3,3,8,53,3.9889840465642745,0,2,3,4,3,55,4.02535169073515,0,1,0,6,5,1,1,84.0
6,6,223,5.4116460518550396,0,1,3,6,3,1,3,35,3.58351893845611,0,2,0,0,5,1,4,0,57,4.060443010546419,0,0,2,1,7,50,3.9318256327243257,1,2,0,1,0,13,2.6390573296152584,0,1,3,6,3,1,0,68.0
0,0,241,5.488937726156687,0,1,1,3,1,2,2,15,2.772588722239781,0,0,0,1,5,2,2,2,20,3.044522437723423,1,2,0,6,0,59,4.0943445622221,0,2,4,3,9,39,3.6888794541139363,0,0,4,4,9,1,0,108.0
5,6,239,5.480638923341991,0,2,4,1,9,4,3,24,3.2188758248682006,1,0,4,3,4,3,0,4,19,2.995732273553991,0,1,4,5,9,59,4.0943445622221,0,2,4,3,9,35,3.58351893845611,0,2,0,0,5,1,0,102.0
1,6,109,4.700480365792417,0,1,4,4,9,2,3,20,3.044522437723423,1,2,0,6,0,4,2,2,50,3.9318256327243257,1,2,0,1,0,10,2.3978952727983707,1,1,0,3,0,14,2.70805020110221,1,2,4,0,4,1,2,15.0
5,7,249,5.521460917862246,0,0,4,4,9,0,4,74,4.31748811353631,1,2,4,4,4,4,2,2,59,4.0943445622221,0,2,4,3,9,15,2.772588722239781,0,0,0,1,5,52,3.970291913552122,1,1,2,3,2,1,0,49.0
5,5,200,5.303304908059076,1,2,0,4,0,0,2,29,3.4011973816621555,0,2,4,1,9,0,1,4,55,4.02535169073515,0,1,0,6,5,15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,1,1,90.0
2,4,213,5.365976015021851,0,0,3,3,3,0,0,12,2.5649493574615367,1,0,2,5,2,0,1,3,59,4.0943445622221,0,2,4,3,9,35,3.58351893845611,0,2,0,0,5,55,4.02535169073515,0,1,0,6,5,1,0,52.0
2,7,143,4.969813299576001,0,2,3,3,3,0,1,48,3.8918202981106265,1,0,3,6,8,3,2,3,27,3.332204510175204,0,0,2,6,7,14,2.70805020110221,1,2,4,0,4,34,3.5553480614894135,1,1,4,6,4,1,0,20.0
6,2,159,5.075173815233827,0,0,4,5,9,4,0,38,3.6635616461296463,1,2,3,3,8,3,3,3,36,3.6109179126442243,1,0,1,1,6,21,3.091042453358316,0,0,1,0,1,60,4.110873864173311,1,0,0,4,0,1,0,4.0
3,0,170,5.14166355650266,1,2,0,2,0,3,3,44,3.8066624897703196,1,2,4,2,4,0,1,3,19,2.995732273553991,0,1,4,5,9,36,3.6109179126442243,1,0,1,1,6,29,3.4011973816621555,0,2,4,1,9,1,0,42.0
2,4,179,5.19295685089021,0,2,4,4,9,3,2,40,3.713572066704308,1,1,0,5,0,2,4,0,39,3.6888794541139363,0,0,4,4,9,29,3.4011973816621555,0,2,4,1,9,20,3.044522437723423,1,2,0,6,0,1,1,51.0
3,3,232,5.4510384535657,1,1,2,1,2,2,0,25,3.258096538021482,0,1,0,4,5,4,3,2,21,3.091042453358316,0,0,1,0,1,46,3.8501476017100584,1,1,1,4,6,55,4.02535169073515,0,1,0,6,5,1,0,85.0
5,2,261,5.568344503761097,0,0,1,2,1,2,3,35,3.58351893845611,0,2,0,0,5,4,2,2,42,3.7612001156935624,1,0,2,0,2,34,3.5553480614894135,1,1,4,6,4,34,3.5553480614894135,1,1,4,6,4,1,1,116.0
5,4,200,5.303304908059076,1,2,0,4,0,2,1,63,4.1588830833596715,0,0,3,0,3,4,3,4,50,3.9318256327243257,1,2,0,1,0,35,3.58351893845611,0,2,0,0,5,10,2.3978952727983707,1,1,0,3,0,1,3,42.0
6,5,191,5.2574953720277815,0,2,1,2,1,1,0,53,3.9889840465642745,0,2,3,4,3,2,4,0,14,2.70805020110221,1,2,4,0,4,32,3.4965075614664802,1,2,2,4,2,41,3.7376696182833684,0,2,1,6,1,1,0,51.0
0,7,144,4.976733742420574,1,0,4,4,4,1,3,27,3.332204510175204,0,0,2,6,7,1,1,2,22,3.1354942159291497,1,1,2,1,2,60,4.110873864173311,1,0,0,4,0,33,3.5263605246161616,0,0,3,5,3,1,0,2.0
7,0,239,5.480638923341991,0,2,4,1,9,1,0,8,2.1972245773362196,1,2,3,1,8,0,1,1,43,3.784189633918261,0,1,3,1,3,23,3.1780538303479458,0,2,3,2,3,58,4.07753744390572,1,1,3,2,8,1,0,107.0
1,7,258,5.556828061699537,1,0,3,6,8,2,3,44,3.8066624897703196,1,2,4,2,4,4,4,4,28,3.367295829986474,1,1,3,0,8,44,3.8066624897703196,1,2,4,2,4,30,3.4339872044851463,1,0,0,2,0,2,1,112.0
7,4,188,5.241747015059643,1,2,3,6,8,2,0,53,3.9889840465642745,0,2,3,4,3,2,0,2,55,4.02535169073515,0,1,0,6,5,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,1,0,64.0
6,4,133,4.897839799950911,0,1,3,0,3,4,4,13,2.6390573296152584,0,1,3,6,3,4,2,1,47,3.871201010907891,0,2,2,5,7,37,3.6375861597263857,0,1,2,2,7,33,3.5263605246161616,0,0,3,5,3,1,0,3.0
7,6,248,5.517452896464707,1,2,3,3,8,1,4,23,3.1780538303479458,0,2,3,2,3,1,3,2,42,3.7612001156935624,1,0,2,0,2,22,3.1354942159291497,1,1,2,1,2,55,4.02535169073515,0,1,0,6,5,1,0,106.0
3,3,266,5.58724865840025,1,2,1,0,6,4,0,20,3.044522437723423,1,2,0,6,0,4,3,0,60,4.110873864173311,1,0,0,4,0,54,4.007333185232471,1,0,4,5,4,32,3.4965075614664802,1,2,2,4,2,2,1,100.0
6,1,160,5.081404364984463,1,1,0,6,0,2,3,32,3.4965075614664802,1,2,2,4,2,1,4,3,13,2.6390573296152584,0,1,3,6,3,39,3.6888794541139363,0,0,4,4,9,29,3.4011973816621555,0,2,4,1,9,1,2,47.0
5,3,125,4.836281906951478,0,2,0,6,5,1,4,26,3.295836866004329,1,2,1,5,6,1,3,2,22,3.1354942159291497,1,1,2,1,2,32,3.4965075614664802,1,2,2,4,2,37,3.6375861597263857,0,1,2,2,7,1,0,8.0
0,2,191,5.2574953720277815,0,2,1,2,1,1,3,56,4.04305126783455,1,2,1,0,6,3,4,4,8,2.1972245773362196,1,2,3,1,8,48,3.8918202981106265,1,0,3,6,8,27,3.332204510175204,0,0,2,6,7,1,2,52.0
6,1,171,5.147494476813453,0,0,1,3,1,1,4,38,3.6635616461296463,1,2,3,3,8,1,4,1,27,3.332204510175204,0,0,2,6,7,48,3.8918202981106265,1,0,3,6,8,21,3.091042453358316,0,0,1,0,1,1,0,37.0
6,0,150,5.017279836814924,1,0,0,3,0,1,3,77,4.356708826689592,0,2,2,0,7,1,1,2,11,2.4849066497880004,0,2,1,4,1,47,3.871201010907891,0,2,2,5,7,7,2.0794415416798357,0,1,2,0,7,1,2,8.0
2,6,191,5.2574953720277815,0,2,1,2,1,3,1,55,4.02535169073515,0,1,0,6,5,2,0,0,7,2.0794415416798357,0,1,2,0,7,36,3.6109179126442243,1,0,1,1,6,55,4.02535169073515,0,1,0,6,5,1,1,38.0
6,7,222,5.407171771460119,1,0,2,5,2,2,2,26,3.295836866004329,1,2,1,5,6,2,4,4,38,3.6635616461296463,1,2,3,3,8,60,4.110873864173311,1,0,0,4,0,16,2.833213344056216,1,1,1,2,6,2,0,82.0
1,6,124,4.8283137373023015,1,1,4,5,4,4,2,16,2.833213344056216,1,1,1,2,6,2,2,0,11,2.4849066497880004,0,2,1,4,1,55,4.02535169073515,0,1,0,6,5,18,2.9444389791664403,1,0,3,4,8,1,1,24.0
4,6,234,5.459585514144159,1,0,4,3,4,1,4,41,3.7376696182833684,0,2,1,6,1,0,3,4,35,3.58351893845611,0,2,0,0,5,52,3.970291913552122,1,1,2,3,2,34,3.5553480614894135,1,1,4,6,4,1,0,72.0
1,7,263,5.575949103146316,0,2,3,4,3,1,4,77,4.356708826689592,0,2,2,0,7,2,2,2,24,3.2188758248682006,1,0,4,3,4,16,2.833213344056216,1,1,1,2,6,41,3.7376696182833684,0,2,1,6,1,1,0,105.0
7,5,174,5.1647859739235145,1,0,4,6,4,0,0,73,4.30406509320417,0,1,3,3,3,0,1,3,14,2.70805020110221,1,2,4,0,4,13,2.6390573296152584,0,1,3,6,3,58,4.07753744390572,1,1,3,2,8,1,1,16.0
7,2,166,5.117993812416755,1,1,1,5,6,1,0,46,3.8501476017100584,1,1,1,4,6,0,3,0,11,2.4849066497880004,0,2,1,4,1,48,3.8918202981106265,1,0,3,6,8,52,3.970291913552122,1,1,2,3,2,1,0,9.0
6,0,222,5.407171771460119,1,0,2,5,2,0,2,46,3.8501476017100584,1,1,1,4,6,0,2,0,24,3.2188758248682006,1,0,4,3,4,10,2.3978952727983707,1,1,0,3,0,59,4.0943445622221,0,2,4,3,9,1,0,83.0
7,4,183,5.214935757608986,0,0,3,1,3,2,2,70,4.2626798770413155,1,1,0,0,0,2,2,2,9,2.302585092994046,0,0,4,2,9,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,1,86.0
1,6,209,5.3471075307174685,0,2,4,6,9,4,4,21,3.091042453358316,0,0,1,0,1,4,2,1,28,3.367295829986474,1,1,3,0,8,37,3.6375861597263857,0,1,2,2,7,50,3.9318256327243257,1,2,0,1,0,1,0,73.0
3,7,215,5.375278407684165,0,2,0,5,5,0,2,43,3.784189633918261,0,1,3,1,3,3,2,2,42,3.7612001156935624,1,0,2,0,2,56,4.04305126783455,1,2,1,0,6,13,2.6390573296152584,0,1,3,6,3,1,1,61.0
5,6,157,5.062595033026967,0,1,2,3,7,1,0,45,3.828641396489095,0,0,0,3,5,3,3,2,44,3.8066624897703196,1,2,4,2,4,24,3.2188758248682006,1,0,4,3,4,30,3.4339872044851463,1,0,0,2,0,1,0,14.0
4,3,223,5.4116460518550396,0,1,3,6,3,4,0,75,4.330733340286331,0,0,0,5,5,2,1,3,17,2.8903717578961645,0,2,2,3,7,49,3.912023005428146,0,1,4,0,9,5,1.791759469228055,0,2,0,5,5,1,1,77.0
4,7,252,5.53338948872752,1,0,2,0,2,4,0,40,3.713572066704308,1,1,0,5,0,3,0,1,23,3.1780538303479458,0,2,3,2,3,44,3.8066624897703196,1,2,4,2,4,60,4.110873864173311,1,0,0,4,0,1,0,85.0
3,5,185,5.225746673713202,0,2,0,3,5,4,2,69,4.248495242049359,0,0,4,6,9,1,3,0,19,2.995732273553991,0,1,4,5,9,21,3.091042453358316,0,0,1,0,1,51,3.9512437185814275,0,0,1,2,1,1,0,25.0
1,7,189,5.247024072160486,0,0,4,0,9,2,0,12,2.5649493574615367,1,0,2,5,2,0,3,3,60,4.110873864173311,1,0,0,4,0,45,3.828641396489095,0,0,0,3,5,39,3.6888794541139363,0,0,4,4,9,3,1,33.0
1,5,221,5.402677381872279,0,2,1,4,1,2,3,18,2.9444389791664403,1,0,3,4,8,1,4,3,33,3.5263605246161616,0,0,3,5,3,59,4.0943445622221,0,2,4,3,9,41,3.7376696182833684,0,2,1,6,1,1,0,70.0
6,5,206,5.332718793265369,1,2,1,3,6,4,3,23,3.1780538303479458,0,2,3,2,3,1,0,0,32,3.4965075614664802,1,2,2,4,2,29,3.4011973816621555,0,2,4,1,9,28,3.367295829986474,1,1,3,0,8,1,0,94.0
2,6,224,5.41610040220442,1,2,4,0,4,2,3,39,3.6888794541139363,0,0,4,4,9,0,2,3,57,4.060443010546419,0,0,2,1,7,31,3.4657359027997265,0,1,1,3,1,54,4.007333185232471,1,0,4,5,4,1,0,43.0
5,0,188,5.241747015059643,1,2,3,6,8,0,4,31,3.4657359027997265,0,1,1,3,1,1,0,2,9,2.302585092994046,0,0,4,2,9,34,3.5553480614894135,1,1,4,6,4,56,4.04305126783455,1,2,1,0,6,1,0,58.0
0,1,282,5.645446897643238,1,0,2,2,2,1,3,68,4.23410650459726,1,2,3,5,8,0,1,4,59,4.0943445622221,0,2,4,3,9,24,3.2188758248682006,1,0,4,3,4,50,3.9318256327243257,1,2,0,1,0,1,0,81.0
7,3,278,5.631211781821365,1,2,3,5,8,3,2,60,4.110873864173311,1,0,0,4,0,2,1,2,59,4.0943445622221,0,2,4,3,9,15,2.772588722239781,0,0,0,1,5,55,4.02535169073515,0,1,0,6,5,1,1,89.0
7,3,151,5.0238805208462765,0,1,1,4,1,2,0,7,2.0794415416798357,0,1,2,0,7,4,4,1,52,3.970291913552122,1,1,2,3,2,51,3.9512437185814275,0,0,1,2,1,29,3.4011973816621555,0,2,4,1,9,1,0,12.0
4,2,145,4.983606621708336,0,1,0,5,5,1,0,33,3.5263605246161616,0,0,3,5,3,0,3,0,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,54,4.007333185232471,1,0,4,5,4,1,1,42.0
6,7,259,5.560681631015528,0,1,4,0,9,2,0,53,3.9889840465642745,0,2,3,4,3,2,0,2,35,3.58351893845611,0,2,0,0,5,10,2.3978952727983707,1,1,0,3,0,47,3.871201010907891,0,2,2,5,7,1,0,114.0
4,5,144,4.976733742420574,1,0,4,4,4,4,2,22,3.1354942159291497,1,1,2,1,2,3,3,4,32,3.4965075614664802,1,2,2,4,2,24,3.2188758248682006,1,0,4,3,4,19,2.995732273553991,0,1,4,5,9,1,1,47.0
4,4,164,5.10594547390058,1,2,4,3,4,1,3,59,4.0943445622221,0,2,4,3,9,3,2,2,47,3.871201010907891,0,2,2,5,7,25,3.258096538021482,0,1,0,4,5,11,2.4849066497880004,0,2,1,4,1,1,0,22.0
5,4,135,4.912654885736052,0,0,0,2,5,2,1,9,2.302585092994046,0,0,4,2,9,4,3,4,36,3.6109179126442243,1,0,1,1,6,53,3.9889840465642745,0,2,3,4,3,22,3.1354942159291497,1,1,2,1,2,1,2,15.0
0,5,157,5.062595033026967,0,1,2,3,7,4,4,23,3.1780538303479458,0,2,3,2,3,2,0,4,39,3.6888794541139363,0,0,4,4,9,17,2.8903717578961645,0,2,2,3,7,20,3.044522437723423,1,2,0,6,0,1,0,58.0
3,4,208,5.342334251964811,1,1,3,5,8,3,4,51,3.9512437185814275,0,0,1,2,1,2,4,3,46,3.8501476017100584,1,1,1,4,6,41,3.7376696182833684,0,2,1,6,1,43,3.784189633918261,0,1,3,1,3,1,0,27.0
3,7,199,5.298317366548036,0,1,4,3,9,1,4,53,3.9889840465642745,0,2,3,4,3,2,4,4,12,2.5649493574615367,1,0,2,5,2,37,3.6375861597263857,0,1,2,2,7,28,3.367295829986474,1,1,3,0,8,1,0,69.0
0,6,186,5.231108616854587,1,0,1,4,6,3,2,54,4.007333185232471,1,0,4,5,4,0,3,0,43,3.784189633918261,0,1,3,1,3,33,3.5263605246161616,0,0,3,5,3,9,2.302585092994046,0,0,4,2,9,1,1,47.0
2,4,180,5.198497031265826,1,0,0,5,0,1,3,13,2.6390573296152584,0,1,3,6,3,0,2,0,6,1.9459101490553132,1,0,1,6,6,38,3.6635616461296463,1,2,3,3,8,34,3.5553480614894135,1,1,4,6,4,1,1,89.0
7,1,129,4.867534450455582,0,0,4,3,9,1,4,15,2.772588722239781,0,0,0,1,5,2,2,2,28,3.367295829986474,1,1,3,0,8,13,2.6390573296152584,0,1,3,6,3,58,4.07753744390572,1,1,3,2,8,1,0,15.0
7,4,292,5.680172609017068,1,1,2,5,2,3,3,67,4.219507705176107,0,1,2,4,7,3,0,2,41,3.7376696182833684,0,2,1,6,1,39,3.6888794541139363,0,0,4,4,9,29,3.4011973816621555,0,2,4,1,9,1,0,116.0
3,4,154,5.043425116919247,1,1,4,0,4,1,1,37,3.6375861597263857,0,1,2,2,7,3,3,4,15,2.772588722239781,0,0,0,1,5,21,3.091042453358316,0,0,1,0,1,43,3.784189633918261,0,1,3,1,3,1,0,38.0
0,4,271,5.605802066295998,0,1,1,5,1,0,0,55,4.02535169073515,0,1,0,6,5,0,1,3,30,3.4339872044851463,1,0,0,2,0,32,3.4965075614664802,1,2,2,4,2,53,3.9889840465642745,0,2,3,4,3,1,0,101.0
2,2,153,5.0369526024136295,0,0,3,6,3,3,4,65,4.189654742026425,0,2,0,2,5,0,3,3,33,3.5263605246161616,0,0,3,5,3,16,2.833213344056216,1,1,1,2,6,38,3.6635616461296463,1,2,3,3,8,1,0,1.0
4,1,139,4.941642422609304,0,1,4,6,9,2,1,11,2.4849066497880004,0,2,1,4,1,1,0,1,8,2.1972245773362196,1,2,3,1,8,27,3.332204510175204,0,0,2,6,7,37,3.6375861597263857,0,1,2,2,7,1,0,56.0
4,0,198,5.293304824724492,1,0,3,2,8,4,0,36,3.6109179126442243,1,0,1,1,6,2,1,3,18,2.9444389791664403,1,0,3,4,8,36,3.6109179126442243,1,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,18,8,90.0
3,7,174,5.1647859739235145,1,0,4,6,4,1,1,52,3.970291913552122,1,1,2,3,2,3,2,1,32,3.4965075614664802,1,2,2,4,2,35,3.58351893845611,0,2,0,0,5,24,3.2188758248682006,1,0,4,3,4,1,0,31.0
3,1,219,5.393627546352362,0,0,4,2,9,1,0,41,3.7376696182833684,0,2,1,6,1,3,4,1,49,3.912023005428146,0,1,4,0,9,48,3.8918202981106265,1,0,3,6,8,37,3.6375861597263857,0,1,2,2,7,1,0,44.0
