slot_person,slot_source1,slot_source2,slot_currency_word,slot_initial,slot_initial_abs_log1p,slot_initial_mod3,slot_initial_mod7,slot_first_amount,slot_first_amount_abs_log1p,slot_first_amount_mod3,slot_first_amount_mod7,slot_ratio,slot_ratio_abs_log1p,slot_ratio_is_even,slot_ratio_mod3,slot_ratio_mod5,slot_ratio_mod7,slot_ratio_mod10,gcd_all,n_multiple_pairs,y
6,8,15,6,12600,9.441531454869693,0,0,13800,9.53249633228804,0,3,2,1.0986122886681098,1,2,2,2,2,2,2,54000.0
2,13,8,1,8600,9.059633754551479,2,4,1200,7.0909098220799835,0,3,4,1.6094379124341003,1,1,4,4,4,4,2,14600.0
7,15,3,5,9100,9.116139576577355,1,0,10300,9.239996256883693,1,3,7,2.0794415416798357,0,1,2,0,7,1,1,91500.0
5,9,5,2,3900,8.268988209506656,0,1,5600,8.630700432209832,2,0,3,1.3862943611198906,0,0,3,3,3,1,1,26300.0
0,9,15,4,9300,9.137877200242468,0,4,13400,9.503084610020228,2,2,6,1.9459101490553132,1,0,1,6,6,2,1,103100.0
1,7,4,1,14600,9.588845298501564,2,5,8300,9.024131268455035,2,5,5,1.791759469228055,0,2,0,5,5,5,2,64400.0
4,5,12,1,6100,8.716207971151853,1,3,2300,7.741099090035366,2,4,7,2.0794415416798357,0,1,2,0,7,1,0,24500.0
4,8,12,4,11800,9.375939552625749,1,5,1800,7.496097345175956,0,1,2,1.0986122886681098,1,2,2,2,2,2,2,17200.0
0,2,7,4,2100,7.650168700845001,0,0,5800,8.665785595466064,1,4,6,1.9459101490553132,1,0,1,6,6,2,1,42700.0
1,10,8,3,9800,9.19023970026918,2,0,8000,8.987321812850125,2,6,7,2.0794415416798357,0,1,2,0,7,1,1,73800.0
1,5,1,5,8800,9.082620630373812,1,1,13200,9.488047863280759,0,5,4,1.6094379124341003,1,1,4,4,4,4,2,74800.0
4,8,0,1,13100,9.48044384215367,2,3,2200,7.696667081526462,1,2,5,1.791759469228055,0,2,0,5,5,5,2,26300.0
0,0,10,3,5400,8.594339400592892,0,3,9400,9.148571345578551,1,6,6,1.9459101490553132,1,0,1,6,6,2,1,71200.0
0,14,10,3,5800,8.665785595466064,1,4,7000,8.853808274977197,1,0,5,1.791759469228055,0,2,0,5,5,5,2,47800.0
4,0,3,3,1200,7.0909098220799835,0,3,7100,8.867990898182093,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,29600.0
3,6,6,5,5100,8.537191877922927,0,4,13800,9.53249633228804,0,3,6,1.9459101490553132,1,0,1,6,6,6,2,101700.0
7,10,8,6,1100,7.00397413672268,2,1,7400,8.909370405197466,2,1,4,1.6094379124341003,1,1,4,4,4,4,2,38100.0
3,11,9,1,14500,9.581972891547895,1,3,12600,9.441531454869693,0,0,5,1.791759469228055,0,2,0,5,5,5,2,90100.0
1,3,13,3,3300,8.101980731853192,0,3,3600,8.188966863648876,0,2,3,1.3862943611198906,0,0,3,3,3,3,2,17700.0
5,2,13,2,11100,9.314790473332646,0,5,10600,9.268703615273097,1,2,7,2.0794415416798357,0,1,2,0,7,1,0,95900.0
1,6,12,4,4900,8.497194544909547,1,0,8800,9.082620630373812,1,1,5,1.791759469228055,0,2,0,5,5,5,2,57700.0
0,3,7,5,12800,9.45727857185611,2,4,14100,9.55400099583723,0,2,3,1.3862943611198906,0,0,3,3,3,1,1,69200.0
0,0,15,6,10300,9.239996256883693,1,3,13800,9.53249633228804,0,3,6,1.9459101490553132,1,0,1,6,6,2,1,106900.0
7,1,1,2,2600,7.8636512654486515,2,3,9700,9.179984251961283,1,5,6,1.9459101490553132,1,0,1,6,6,2,0,70500.0
6,11,12,6,14100,9.55400099583723,0,2,9100,9.116139576577355,1,0,5,1.791759469228055,0,2,0,5,5,5,2,68700.0
0,7,10,0,3100,8.03947991910045,1,6,11200,9.32375833901174,1,0,3,1.3862943611198906,0,0,3,3,3,1,0,47900.0
6,14,11,2,4500,8.412054873292933,0,6,6100,8.716207971151853,1,3,6,1.9459101490553132,1,0,1,6,6,2,1,47200.0
5,10,9,4,6600,8.79497643168877,0,6,12300,9.417435838868785,0,1,7,2.0794415416798357,0,1,2,0,7,1,0,105000.0
5,8,0,5,11800,9.375939552625749,1,5,12900,9.465060106725137,0,6,3,1.3862943611198906,0,0,3,3,3,1,1,63400.0
0,4,13,6,5900,8.682877107057168,2,6,12200,9.409273194575334,2,6,4,1.6094379124341003,1,1,4,4,4,4,2,66900.0
5,2,7,4,7900,8.974744612722734,1,4,14800,9.60245002503719,1,2,3,1.3862943611198906,0,0,3,3,3,1,0,67100.0
6,1,6,4,9700,9.179984251961283,1,5,8600,9.059633754551479,2,4,3,1.3862943611198906,0,0,3,3,3,1,0,44100.0
1,3,12,1,3400,8.131824785007195,1,5,6100,8.716207971151853,1,3,7,2.0794415416798357,0,1,2,0,7,1,0,52200.0
3,9,1,2,3000,8.006700845440367,0,4,12300,9.417435838868785,0,1,6,1.9459101490553132,1,0,1,6,6,6,2,89100.0
4,2,0,0,5200,8.556606193773073,1,6,8700,9.071193240566025,0,6,3,1.3862943611198906,0,0,3,3,3,1,1,40000.0
0,7,2,6,13800,9.53249633228804,0,3,13900,9.539716058977092,1,5,4,1.6094379124341003,1,1,4,4,4,4,2,83300.0
5,13,9,4,3500,8.160803920954665,2,0,5300,8.575650760987806,2,1,4,1.6094379124341003,1,1,4,4,4,4,2,30000.0
7,10,8,5,1600,7.3783837129967145,1,4,5500,8.612685172875459,1,5,6,1.9459101490553132,1,0,1,6,6,2,0,40100.0
4,13,7,4,2300,7.741099090035366,2,4,14400,9.575052927597383,0,1,5,1.791759469228055,0,2,0,5,5,5,2,88700.0
7,14,11,6,5900,8.682877107057168,2,6,11900,9.38437770918244,2,0,7,2.0794415416798357,0,1,2,0,7,1,1,101100.0
2,11,9,0,1500,7.313886831633462,0,2,11600,9.358846580275406,2,1,5,1.791759469228055,0,2,0,5,5,5,2,71100.0
4,12,8,0,8400,9.036106025364846,0,0,8500,9.04793908261736,1,2,4,1.6094379124341003,1,1,4,4,4,4,2,50900.0
7,12,12,3,14800,9.60245002503719,1,2,11200,9.32375833901174,1,0,4,1.6094379124341003,1,1,4,4,4,4,2,70800.0
7,5,11,2,5700,8.648396877031582,0,2,12700,9.44943600950432,1,2,4,1.6094379124341003,1,1,4,4,4,4,2,69200.0
3,0,14,3,9200,9.127067452782361,2,2,3500,8.160803920954665,2,0,5,1.791759469228055,0,2,0,5,5,5,2,30200.0
2,14,4,6,2400,7.783640596221253,0,6,9700,9.179984251961283,1,5,5,1.791759469228055,0,2,0,5,5,5,2,60600.0
4,14,11,4,11200,9.32375833901174,1,0,9000,9.105090961257085,0,5,5,1.791759469228055,0,2,0,5,5,5,2,65200.0
4,0,0,4,8400,9.036106025364846,0,0,1000,6.90875477931522,1,6,7,2.0794415416798357,0,1,2,0,7,1,1,16400.0
1,11,12,5,14400,9.575052927597383,0,1,5100,8.537191877922927,0,4,6,1.9459101490553132,1,0,1,6,6,6,2,50100.0
5,0,1,0,8300,9.024131268455035,2,5,5900,8.682877107057168,2,6,5,1.791759469228055,0,2,0,5,5,5,2,43700.0
1,13,1,4,8300,9.024131268455035,2,5,3800,8.24301946898925,2,6,3,1.3862943611198906,0,0,3,3,3,1,0,23500.0
6,5,9,5,7200,8.881975184248867,0,4,12400,9.425532393502772,1,3,3,1.3862943611198906,0,0,3,3,3,1,1,56800.0
4,3,1,3,1800,7.496097345175956,0,1,9200,9.127067452782361,2,2,7,2.0794415416798357,0,1,2,0,7,1,0,75400.0
2,15,14,3,8300,9.024131268455035,2,5,8700,9.071193240566025,0,6,6,1.9459101490553132,1,0,1,6,6,2,1,69200.0
2,12,7,2,9000,9.105090961257085,0,5,6500,8.77971129020447,2,4,7,2.0794415416798357,0,1,2,0,7,1,0,61000.0
4,2,15,4,5800,8.665785595466064,1,4,13400,9.503084610020228,2,2,6,1.9459101490553132,1,0,1,6,6,2,0,99600.0
1,0,11,2,9700,9.179984251961283,1,5,14000,9.546884034617925,2,0,2,1.0986122886681098,1,2,2,2,2,2,2,51700.0
2,3,11,5,13700,9.525224101853109,2,1,8700,9.071193240566025,0,6,2,1.0986122886681098,1,2,2,2,2,2,2,39800.0
0,7,9,3,13400,9.503084610020228,2,2,12500,9.433563920090563,2,5,6,1.9459101490553132,1,0,1,6,6,2,0,100900.0
6,11,4,1,10000,9.210440366976517,1,4,4700,8.45553053102413,2,3,2,1.0986122886681098,1,2,2,2,2,2,2,24100.0
1,11,1,4,14300,9.568084743872936,2,6,13800,9.53249633228804,0,3,2,1.0986122886681098,1,2,2,2,2,2,2,55700.0
1,13,3,6,13000,9.472781556562168,1,1,1700,7.438971592395862,2,6,4,1.6094379124341003,1,1,4,4,4,4,2,21500.0
3,14,7,3,14300,9.568084743872936,2,6,4800,8.476579508530941,0,5,5,1.791759469228055,0,2,0,5,5,5,2,43100.0
6,13,9,0,1900,7.550135342488429,1,3,11900,9.38437770918244,2,0,6,1.9459101490553132,1,0,1,6,6,2,0,85200.0
7,9,12,2,7800,8.962007209588313,0,2,9800,9.19023970026918,2,0,7,2.0794415416798357,0,1,2,0,7,1,1,86200.0
6,15,13,3,10800,9.287394001418473,0,6,14800,9.60245002503719,1,2,7,2.0794415416798357,0,1,2,0,7,1,0,129200.0
5,2,8,2,5100,8.537191877922927,0,4,7800,8.962007209588313,0,2,6,1.9459101490553132,1,0,1,6,6,6,2,59700.0
3,15,12,3,11500,9.350189267092581,1,6,15000,9.61587214452889,0,6,7,2.0794415416798357,0,1,2,0,7,1,0,131500.0
7,10,4,3,11100,9.314790473332646,0,5,13900,9.539716058977092,1,5,6,1.9459101490553132,1,0,1,6,6,2,1,108400.0
1,5,4,6,13400,9.503084610020228,2,2,14600,9.588845298501564,2,5,3,1.3862943611198906,0,0,3,3,3,1,0,71800.0
7,6,1,5,14500,9.581972891547895,1,3,11400,9.34145634983372,0,4,5,1.791759469228055,0,2,0,5,5,5,2,82900.0
7,4,11,0,7100,8.867990898182093,2,2,1500,7.313886831633462,0,2,6,1.9459101490553132,1,0,1,6,6,2,1,17600.0
7,13,15,6,4700,8.45553053102413,2,3,13700,9.525224101853109,2,1,2,1.0986122886681098,1,2,2,2,2,2,2,45800.0
6,15,6,2,2800,7.937731775260109,1,0,3000,8.006700845440367,0,4,3,1.3862943611198906,0,0,3,3,3,1,1,14800.0
4,15,14,6,10800,9.287394001418473,0,6,2000,7.601402334583733,2,5,5,1.791759469228055,0,2,0,5,5,5,2,22800.0
3,8,5,2,8300,9.024131268455035,2,5,13900,9.539716058977092,1,5,2,1.0986122886681098,1,2,2,2,2,2,2,50000.0
5,12,8,4,6300,8.748463629942055,0,0,1000,6.90875477931522,1,6,6,1.9459101490553132,1,0,1,6,6,2,1,13300.0
2,6,6,2,6000,8.699681400989514,0,1,4200,8.343077871169383,0,0,4,1.6094379124341003,1,1,4,4,4,4,2,27000.0
7,12,9,2,6900,8.839421607620602,0,5,3100,8.03947991910045,1,6,3,1.3862943611198906,0,0,3,3,3,1,1,19300.0
0,7,4,5,5000,8.517393171418904,2,2,4800,8.476579508530941,0,5,7,2.0794415416798357,0,1,2,0,7,1,0,43400.0
6,15,2,1,10200,9.23024103368252,0,1,13000,9.472781556562168,1,1,6,1.9459101490553132,1,0,1,6,6,2,1,101200.0
3,9,2,0,9600,9.169622538697624,0,3,8700,9.071193240566025,0,6,7,2.0794415416798357,0,1,2,0,7,1,0,79200.0
5,7,15,3,12600,9.441531454869693,0,0,9100,9.116139576577355,1,0,7,2.0794415416798357,0,1,2,0,7,7,2,85400.0
2,8,8,2,12700,9.44943600950432,1,2,13900,9.539716058977092,1,5,7,2.0794415416798357,0,1,2,0,7,1,0,123900.0
3,8,3,3,1100,7.00397413672268,2,1,13800,9.53249633228804,0,3,3,1.3862943611198906,0,0,3,3,3,1,1,56300.0
0,5,2,1,5600,8.630700432209832,2,0,1200,7.0909098220799835,0,3,2,1.0986122886681098,1,2,2,2,2,2,2,9200.0
2,14,7,6,13100,9.48044384215367,2,3,6100,8.716207971151853,1,3,7,2.0794415416798357,0,1,2,0,7,1,0,61900.0
6,3,11,6,4100,8.31898612539206,2,5,4600,8.434028950155469,1,1,7,2.0794415416798357,0,1,2,0,7,1,0,40900.0
3,3,12,4,10300,9.239996256883693,1,3,7300,8.895766604056085,1,6,7,2.0794415416798357,0,1,2,0,7,1,0,68700.0
7,15,3,3,3800,8.24301946898925,2,6,3600,8.188966863648876,0,2,2,1.0986122886681098,1,2,2,2,2,2,2,14600.0
5,1,14,0,6800,8.824824939175638,2,3,7500,8.922791623969637,0,3,2,1.0986122886681098,1,2,2,2,2,2,2,29300.0
5,4,12,6,11400,9.34145634983372,0,4,2100,7.650168700845001,0,0,3,1.3862943611198906,0,0,3,3,3,3,2,19800.0
5,14,0,0,9400,9.148571345578551,1,6,10600,9.268703615273097,1,2,7,2.0794415416798357,0,1,2,0,7,1,0,94200.0
0,6,14,0,6500,8.77971129020447,2,4,12000,9.392745258631441,0,2,4,1.6094379124341003,1,1,4,4,4,4,2,66500.0
3,0,9,3,6500,8.77971129020447,2,4,10400,9.249657234353133,2,5,2,1.0986122886681098,1,2,2,2,2,2,2,37700.0
5,13,14,0,12000,9.392745258631441,0,2,4700,8.45553053102413,2,3,6,1.9459101490553132,1,0,1,6,6,2,1,44900.0
7,11,5,0,2700,7.901377353792616,0,5,5800,8.665785595466064,1,4,4,1.6094379124341003,1,1,4,4,4,4,2,31700.0
2,9,6,2,1800,7.496097345175956,0,1,2200,7.696667081526462,1,2,4,1.6094379124341003,1,1,4,4,4,4,2,12800.0
2,8,12,3,5000,8.517393171418904,2,2,15000,9.61587214452889,0,6,5,1.791759469228055,0,2,0,5,5,5,3,95000.0
6,10,9,0,2700,7.901377353792616,0,5,5900,8.682877107057168,2,6,5,1.791759469228055,0,2,0,5,5,5,2,38100.0
7,3,15,0,10100,9.220389707829185,2,6,11600,9.358846580275406,2,1,6,1.9459101490553132,1,0,1,6,6,2,0,91300.0
4,9,14,5,6600,8.79497643168877,0,6,10500,9.259225769705994,0,0,3,1.3862943611198906,0,0,3,3,3,3,2,48600.0
7,2,4,6,14800,9.60245002503719,1,2,1300,7.170888478512505,1,5,7,2.0794415416798357,0,1,2,0,7,1,0,25200.0
1,8,6,0,11800,9.375939552625749,1,5,13800,9.53249633228804,0,3,4,1.6094379124341003,1,1,4,4,4,4,2,80800.0
4,15,15,5,7500,8.922791623969637,0,3,8900,9.093918908958932,2,3,3,1.3862943611198906,0,0,3,3,3,1,1,43100.0
2,3,13,2,11000,9.305741456739435,2,3,10000,9.210440366976517,1,4,4,1.6094379124341003,1,1,4,4,4,4,2,61000.0
0,8,8,5,1400,7.244941546337007,2,0,11700,9.367429587218957,0,3,4,1.6094379124341003,1,1,4,4,4,4,2,59900.0
5,3,8,3,8000,8.987321812850125,2,6,14700,9.595670797663967,0,0,2,1.0986122886681098,1,2,2,2,2,2,2,52100.0
1,3,1,1,10400,9.249657234353133,2,5,14100,9.55400099583723,0,2,3,1.3862943611198906,0,0,3,3,3,1,1,66800.0
7,12,10,6,11600,9.358846580275406,2,1,11900,9.38437770918244,2,0,2,1.0986122886681098,1,2,2,2,2,2,2,47300.0
7,7,4,0,5500,8.612685172875459,1,5,8700,9.071193240566025,0,6,6,1.9459101490553132,1,0,1,6,6,2,1,66400.0
6,5,3,6,7000,8.853808274977197,1,0,13400,9.503084610020228,2,2,4,1.6094379124341003,1,1,4,4,4,4,2,74000.0
3,13,12,4,3400,8.131824785007195,1,5,14900,9.60918360377546,2,4,6,1.9459101490553132,1,0,1,6,6,2,0,107700.0
5,10,14,0,13000,9.472781556562168,1,1,5300,8.575650760987806,2,1,3,1.3862943611198906,0,0,3,3,3,1,0,34200.0
1,2,8,5,9300,9.137877200242468,0,4,2700,7.901377353792616,0,5,6,1.9459101490553132,1,0,1,6,6,6,2,28200.0
3,4,2,5,4400,8.38958706681109,2,4,2500,7.824445930877619,1,1,3,1.3862943611198906,0,0,3,3,3,1,0,14400.0
1,12,12,2,13700,9.525224101853109,2,1,10800,9.287394001418473,0,6,5,1.791759469228055,0,2,0,5,5,5,2,78500.0
6,11,0,1,2700,7.901377353792616,0,5,4300,8.366602832783736,1,2,3,1.3862943611198906,0,0,3,3,3,1,1,19900.0
7,12,7,1,5600,8.630700432209832,2,0,3800,8.24301946898925,2,6,2,1.0986122886681098,1,2,2,2,2,2,2,17000.0
0,13,4,6,12600,9.441531454869693,0,0,1200,7.0909098220799835,0,3,2,1.0986122886681098,1,2,2,2,2,2,2,16200.0
7,12,13,6,6600,8.79497643168877,0,6,8000,8.987321812850125,2,6,4,1.6094379124341003,1,1,4,4,4,4,2,46600.0
7,2,6,2,6400,8.764209507142004,1,2,14100,9.55400099583723,0,2,6,1.9459101490553132,1,0,1,6,6,2,1,105100.0
6,8,5,6,13200,9.488047863280759,0,5,12400,9.425532393502772,1,3,4,1.6094379124341003,1,1,4,4,4,4,2,75200.0
2,6,7,6,7300,8.895766604056085,1,6,14900,9.60918360377546,2,4,6,1.9459101490553132,1,0,1,6,6,2,0,111600.0
1,14,13,1,2200,7.696667081526462,1,2,3900,8.268988209506656,0,1,7,2.0794415416798357,0,1,2,0,7,1,0,33400.0
0,14,6,5,14200,9.561067663645012,1,4,7100,8.867990898182093,2,2,4,1.6094379124341003,1,1,4,4,4,4,3,49700.0
1,8,4,0,3000,8.006700845440367,0,4,7200,8.881975184248867,0,4,5,1.791759469228055,0,2,0,5,5,5,2,46200.0
6,2,3,1,11600,9.358846580275406,2,1,6000,8.699681400989514,0,1,6,1.9459101490553132,1,0,1,6,6,2,1,53600.0
7,2,0,5,13800,9.53249633228804,0,3,8000,8.987321812850125,2,6,6,1.9459101490553132,1,0,1,6,6,2,1,69800.0
7,0,6,6,9800,9.19023970026918,2,0,13400,9.503084610020228,2,2,5,1.791759469228055,0,2,0,5,5,5,2,90200.0
0,12,15,6,13900,9.539716058977092,1,5,13200,9.488047863280759,0,5,7,2.0794415416798357,0,1,2,0,7,1,0,119500.0
1,10,10,5,10500,9.259225769705994,0,0,11400,9.34145634983372,0,4,3,1.3862943611198906,0,0,3,3,3,3,2,56100.0
7,15,15,3,9300,9.137877200242468,0,4,9100,9.116139576577355,1,0,7,2.0794415416798357,0,1,2,0,7,1,1,82100.0
0,12,14,0,10500,9.259225769705994,0,0,14900,9.60918360377546,2,4,7,2.0794415416798357,0,1,2,0,7,1,1,129700.0
4,5,6,6,12000,9.392745258631441,0,2,4500,8.412054873292933,0,6,2,1.0986122886681098,1,2,2,2,2,2,2,25500.0
3,8,5,4,5800,8.665785595466064,1,4,7900,8.974744612722734,1,4,6,1.9459101490553132,1,0,1,6,6,2,0,61100.0
6,4,2,1,2400,7.783640596221253,0,6,7000,8.853808274977197,1,0,4,1.6094379124341003,1,1,4,4,4,4,2,37400.0
4,10,13,2,12300,9.417435838868785,0,1,13100,9.48044384215367,2,3,3,1.3862943611198906,0,0,3,3,3,1,1,64700.0
1,0,9,4,6600,8.79497643168877,0,6,14700,9.595670797663967,0,0,4,1.6094379124341003,1,1,4,4,4,4,2,80100.0
7,3,11,2,2600,7.8636512654486515,2,3,1200,7.0909098220799835,0,3,4,1.6094379124341003,1,1,4,4,4,4,2,8600.0
7,1,10,1,9500,9.15915233520675,2,1,7500,8.922791623969637,0,3,6,1.9459101490553132,1,0,1,6,6,2,1,62000.0
6,13,8,5,12700,9.44943600950432,1,2,10200,9.23024103368252,0,1,5,1.791759469228055,0,2,0,5,5,5,2,73900.0
1,11,14,6,2000,7.601402334583733,2,5,2700,7.901377353792616,0,5,7,2.0794415416798357,0,1,2,0,7,1,0,23600.0
4,3,4,4,5200,8.556606193773073,1,6,2900,7.972810784121404,2,2,2,1.0986122886681098,1,2,2,2,2,2,2,13900.0
7,13,1,2,14000,9.546884034617925,2,0,4400,8.38958706681109,2,4,7,2.0794415416798357,0,1,2,0,7,1,1,49200.0
3,11,13,1,4500,8.412054873292933,0,6,7300,8.895766604056085,1,6,4,1.6094379124341003,1,1,4,4,4,4,2,41000.0
6,11,6,5,10100,9.220389707829185,2,6,4000,8.294299608857235,1,3,3,1.3862943611198906,0,0,3,3,3,1,0,26100.0
4,7,7,2,6200,8.732465848349879,2,5,10200,9.23024103368252,0,1,3,1.3862943611198906,0,0,3,3,3,1,1,47000.0
3,6,9,3,1500,7.313886831633462,0,2,12600,9.441531454869693,0,0,6,1.9459101490553132,1,0,1,6,6,6,2,89700.0
7,3,14,5,12700,9.44943600950432,1,2,3100,8.03947991910045,1,6,4,1.6094379124341003,1,1,4,4,4,4,2,28200.0
0,11,5,6,2300,7.741099090035366,2,4,10600,9.268703615273097,1,2,3,1.3862943611198906,0,0,3,3,3,1,0,44700.0
3,9,2,2,3000,8.006700845440367,0,4,10600,9.268703615273097,1,2,6,1.9459101490553132,1,0,1,6,6,2,1,77200.0
2,6,5,1,7400,8.909370405197466,2,1,11500,9.350189267092581,1,6,2,1.0986122886681098,1,2,2,2,2,2,2,41900.0
1,2,4,1,3000,8.006700845440367,0,4,6500,8.77971129020447,2,4,4,1.6094379124341003,1,1,4,4,4,4,2,35500.0
7,3,12,3,8300,9.024131268455035,2,5,4000,8.294299608857235,1,3,5,1.791759469228055,0,2,0,5,5,5,2,32300.0
4,2,15,0,1100,7.00397413672268,2,1,15000,9.61587214452889,0,6,2,1.0986122886681098,1,2,2,2,2,2,2,46100.0
7,2,15,0,5500,8.612685172875459,1,5,7100,8.867990898182093,2,2,2,1.0986122886681098,1,2,2,2,2,2,2,26800.0
6,2,11,0,13200,9.488047863280759,0,5,7000,8.853808274977197,1,0,3,1.3862943611198906,0,0,3,3,3,1,1,41200.0
2,13,3,6,12400,9.425532393502772,1,3,4000,8.294299608857235,1,3,2,1.0986122886681098,1,2,2,2,2,2,2,24400.0
4,14,10,0,12700,9.44943600950432,1,2,10200,9.23024103368252,0,1,6,1.9459101490553132,1,0,1,6,6,2,1,84100.0
4,0,11,4,10000,9.210440366976517,1,4,2300,7.741099090035366,2,4,2,1.0986122886681098,1,2,2,2,2,2,2,16900.0
6,12,9,5,9100,9.116139576577355,1,0,9100,9.116139576577355,1,0,4,1.6094379124341003,1,1,4,4,4,4,3,54600.0
5,10,1,0,10500,9.259225769705994,0,0,12600,9.441531454869693,0,0,3,1.3862943611198906,0,0,3,3,3,3,2,60900.0
1,14,14,5,10500,9.259225769705994,0,0,6800,8.824824939175638,2,3,5,1.791759469228055,0,2,0,5,5,5,2,51300.0
5,11,15,6,5900,8.682877107057168,2,6,14400,9.575052927597383,0,1,6,1.9459101490553132,1,0,1,6,6,2,1,106700.0
0,13,14,4,7100,8.867990898182093,2,2,9000,9.105090961257085,0,5,5,1.791759469228055,0,2,0,5,5,5,2,61100.0
7,13,15,6,9100,9.116139576577355,1,0,11200,9.32375833901174,1,0,5,1.791759469228055,0,2,0,5,5,5,2,76300.0
5,7,11,2,7500,8.922791623969637,0,3,13700,9.525224101853109,2,1,5,1.791759469228055,0,2,0,5,5,5,2,89700.0
2,14,1,0,10900,9.296609807128359,1,1,1200,7.0909098220799835,0,3,2,1.0986122886681098,1,2,2,2,2,2,2,14500.0
3,12,14,4,8300,9.024131268455035,2,5,13700,9.525224101853109,2,1,4,1.6094379124341003,1,1,4,4,4,4,2,76800.0
4,7,11,0,1800,7.496097345175956,0,1,14000,9.546884034617925,2,0,2,1.0986122886681098,1,2,2,2,2,2,2,43800.0
1,15,1,2,2200,7.696667081526462,1,2,11300,9.332646496360152,2,2,3,1.3862943611198906,0,0,3,3,3,1,0,47400.0
1,12,14,5,12900,9.465060106725137,0,6,4000,8.294299608857235,1,3,4,1.6094379124341003,1,1,4,4,4,4,2,32900.0
6,7,6,6,2400,7.783640596221253,0,6,2500,7.824445930877619,1,1,7,2.0794415416798357,0,1,2,0,7,1,0,22400.0
0,2,2,4,8500,9.04793908261736,1,2,3100,8.03947991910045,1,6,5,1.791759469228055,0,2,0,5,5,5,2,27100.0
7,12,11,4,1600,7.3783837129967145,1,4,5500,8.612685172875459,1,5,4,1.6094379124341003,1,1,4,4,4,4,2,29100.0
5,3,0,2,12800,9.45727857185611,2,4,4400,8.38958706681109,2,4,3,1.3862943611198906,0,0,3,3,3,1,0,30400.0
2,10,5,2,6000,8.699681400989514,0,1,8500,9.04793908261736,1,2,2,1.0986122886681098,1,2,2,2,2,2,2,31500.0
6,13,3,1,8500,9.04793908261736,1,2,12800,9.45727857185611,2,4,4,1.6094379124341003,1,1,4,4,4,4,2,72500.0
6,0,4,1,12300,9.417435838868785,0,1,5300,8.575650760987806,2,1,4,1.6094379124341003,1,1,4,4,4,4,2,38800.0
7,6,2,0,5000,8.517393171418904,2,2,6800,8.824824939175638,2,3,4,1.6094379124341003,1,1,4,4,4,4,2,39000.0
2,12,5,1,11800,9.375939552625749,1,5,3500,8.160803920954665,2,0,6,1.9459101490553132,1,0,1,6,6,2,0,36300.0
3,7,7,4,8900,9.093918908958932,2,3,7600,8.936035096566041,1,5,6,1.9459101490553132,1,0,1,6,6,2,0,62100.0
5,5,10,5,2700,7.901377353792616,0,5,4200,8.343077871169383,0,0,6,1.9459101490553132,1,0,1,6,6,6,2,32100.0
1,6,13,6,3000,8.006700845440367,0,4,8400,9.036106025364846,0,0,3,1.3862943611198906,0,0,3,3,3,3,2,36600.0
2,0,12,3,12300,9.417435838868785,0,1,3700,8.216358332386156,1,4,4,1.6094379124341003,1,1,4,4,4,4,2,30800.0
3,13,3,0,2800,7.937731775260109,1,0,9600,9.169622538697624,0,3,7,2.0794415416798357,0,1,2,0,7,1,1,79600.0
3,6,0,6,13300,9.495594499353297,1,0,7700,8.94910546953925,2,0,2,1.0986122886681098,1,2,2,2,2,2,2,36400.0
2,9,12,5,5900,8.682877107057168,2,6,12300,9.417435838868785,0,1,7,2.0794415416798357,0,1,2,0,7,1,0,104300.0
5,7,1,5,5900,8.682877107057168,2,6,10800,9.287394001418473,0,6,6,1.9459101490553132,1,0,1,6,6,2,1,81500.0
5,8,9,1,4200,8.343077871169383,0,0,3300,8.101980731853192,0,3,5,1.791759469228055,0,2,0,5,5,5,2,24000.0
2,2,5,1,5200,8.556606193773073,1,6,2200,7.696667081526462,1,2,5,1.791759469228055,0,2,0,5,5,5,2,18400.0
4,0,12,5,8600,9.059633754551479,2,4,8600,9.059633754551479,2,4,2,1.0986122886681098,1,2,2,2,2,2,3,34400.0
4,15,15,3,10000,9.210440366976517,1,4,1400,7.244941546337007,2,0,7,2.0794415416798357,0,1,2,0,7,1,1,21200.0
6,10,1,3,8700,9.071193240566025,0,6,8700,9.071193240566025,0,6,4,1.6094379124341003,1,1,4,4,4,4,3,52200.0
4,10,2,5,10700,9.278092474027002,2,4,10600,9.268703615273097,1,2,6,1.9459101490553132,1,0,1,6,6,2,0,84900.0
1,14,13,0,5500,8.612685172875459,1,5,13100,9.48044384215367,2,3,5,1.791759469228055,0,2,0,5,5,5,2,84100.0
5,12,12,6,11400,9.34145634983372,0,4,5000,8.517393171418904,2,2,6,1.9459101490553132,1,0,1,6,6,2,1,46400.0
2,8,6,6,6800,8.824824939175638,2,3,11800,9.375939552625749,1,5,6,1.9459101490553132,1,0,1,6,6,2,0,89400.0
6,4,15,0,5800,8.665785595466064,1,4,11400,9.34145634983372,0,4,6,1.9459101490553132,1,0,1,6,6,2,1,85600.0
0,15,4,5,5300,8.575650760987806,2,1,5000,8.517393171418904,2,2,6,1.9459101490553132,1,0,1,6,6,2,0,40300.0
3,8,15,5,7300,8.895766604056085,1,6,8300,9.024131268455035,2,5,3,1.3862943611198906,0,0,3,3,3,1,0,40500.0
3,5,10,6,7000,8.853808274977197,1,0,14900,9.60918360377546,2,4,2,1.0986122886681098,1,2,2,2,2,2,2,51700.0
