slot_person,slot_equal_item1,slot_equal_item2,slot_equal_weight,slot_equal_weight_abs_log1p,slot_equal_weight_is_even,slot_equal_weight_mod3,slot_equal_weight_mod5,slot_equal_weight_mod7,slot_equal_weight_mod10,slot_other_subject,slot_other_weight,slot_other_weight_abs_log1p,slot_other_weight_is_even,slot_other_weight_mod3,slot_other_weight_mod5,slot_other_weight_mod7,slot_other_weight_mod10,slot_base_subject,slot_base_weight,slot_base_weight_abs_log1p,slot_base_weight_is_even,slot_base_weight_mod3,slot_base_weight_mod5,slot_base_weight_mod7,slot_base_weight_mod10,slot_multiplied_subject,slot_multiplier,slot_multiplier_abs_log1p,slot_multiplier_is_even,slot_multiplier_mod3,slot_multiplier_mod5,slot_multiplier_mod7,slot_multiplier_mod10,slot_unit,gcd_all,n_multiple_pairs,y
1,4,4,1,0.6931471805599453,0,1,1,1,1,5,4,1.6094379124341003,1,1,4,4,4,2,2,1.0986122886681098,1,2,2,2,2,5,2,1.0986122886681098,1,2,2,2,2,1,1,6,12.0
1,0,1,1,0.6931471805599453,0,1,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,1,0.6931471805599453,0,1,1,1,1,2,4,1.6094379124341003,1,1,4,4,4,0,1,6,11.0
5,5,6,1,0.6931471805599453,0,1,1,1,1,4,2,1.0986122886681098,1,2,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,4,1.6094379124341003,1,1,4,4,4,1,1,4,19.0
0,4,1,5,1.791759469228055,0,2,0,5,5,4,2,1.0986122886681098,1,2,2,2,2,4,4,1.6094379124341003,1,1,4,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,1,3,24.0
6,1,1,2,1.0986122886681098,1,2,2,2,2,5,6,1.9459101490553132,1,0,1,6,6,3,2,1.0986122886681098,1,2,2,2,2,1,3,1.3862943611198906,0,0,3,3,3,0,1,4,18.0
4,3,4,1,0.6931471805599453,0,1,1,1,1,2,8,2.1972245773362196,1,2,3,1,8,1,6,1.9459101490553132,1,0,1,6,6,2,2,1.0986122886681098,1,2,2,2,2,1,1,5,28.0
1,6,6,3,1.3862943611198906,0,0,3,3,3,2,4,1.6094379124341003,1,1,4,4,4,2,6,1.9459101490553132,1,0,1,6,6,1,2,1.0986122886681098,1,2,2,2,2,1,1,3,28.0
4,6,3,6,1.9459101490553132,1,0,1,6,6,5,7,2.0794415416798357,0,1,2,0,7,2,3,1.3862943611198906,0,0,3,3,3,2,2,1.0986122886681098,1,2,2,2,2,0,1,2,28.0
5,0,0,2,1.0986122886681098,1,2,2,2,2,1,8,2.1972245773362196,1,2,3,1,8,1,5,1.791759469228055,0,2,0,5,5,5,3,1.3862943611198906,0,0,3,3,3,1,1,1,32.0
0,6,2,4,1.6094379124341003,1,1,4,4,4,1,7,2.0794415416798357,0,1,2,0,7,3,5,1.791759469228055,0,2,0,5,5,5,2,1.0986122886681098,1,2,2,2,2,1,1,1,30.0
2,6,6,5,1.791759469228055,0,2,0,5,5,2,8,2.1972245773362196,1,2,3,1,8,1,2,1.0986122886681098,1,2,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,0,1,3,24.0
6,3,3,1,0.6931471805599453,0,1,1,1,1,4,5,1.791759469228055,0,2,0,5,5,2,2,1.0986122886681098,1,2,2,2,2,3,2,1.0986122886681098,1,2,2,2,2,0,1,4,13.0
4,6,5,1,0.6931471805599453,0,1,1,1,1,2,5,1.791759469228055,0,2,0,5,5,2,2,1.0986122886681098,1,2,2,2,2,5,3,1.3862943611198906,0,0,3,3,3,0,1,3,15.0
1,2,3,5,1.791759469228055,0,2,0,5,5,1,5,1.791759469228055,0,2,0,5,5,1,2,1.0986122886681098,1,2,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,0,1,2,21.0
3,5,4,1,0.6931471805599453,0,1,1,1,1,3,6,1.9459101490553132,1,0,1,6,6,2,1,0.6931471805599453,0,1,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,0,1,5,13.0
7,5,3,4,1.6094379124341003,1,1,4,4,4,2,5,1.791759469228055,0,2,0,5,5,3,6,1.9459101490553132,1,0,1,6,6,4,3,1.3862943611198906,0,0,3,3,3,1,1,1,37.0
5,5,5,4,1.6094379124341003,1,1,4,4,4,3,2,1.0986122886681098,1,2,2,2,2,4,3,1.3862943611198906,0,0,3,3,3,1,4,1.6094379124341003,1,1,4,4,4,0,1,3,25.0
1,1,4,2,1.0986122886681098,1,2,2,2,2,5,5,1.791759469228055,0,2,0,5,5,3,4,1.6094379124341003,1,1,4,4,4,1,2,1.0986122886681098,1,2,2,2,2,1,1,3,21.0
6,5,6,1,0.6931471805599453,0,1,1,1,1,5,2,1.0986122886681098,1,2,2,2,2,3,4,1.6094379124341003,1,1,4,4,4,0,3,1.3862943611198906,0,0,3,3,3,1,1,4,20.0
7,5,1,6,1.9459101490553132,1,0,1,6,6,3,4,1.6094379124341003,1,1,4,4,4,1,5,1.791759469228055,0,2,0,5,5,3,4,1.6094379124341003,1,1,4,4,4,1,1,1,41.0
0,5,1,2,1.0986122886681098,1,2,2,2,2,1,2,1.0986122886681098,1,2,2,2,2,0,2,1.0986122886681098,1,2,2,2,2,1,2,1.0986122886681098,1,2,2,2,2,0,2,6,12.0
3,4,1,4,1.6094379124341003,1,1,4,4,4,3,2,1.0986122886681098,1,2,2,2,2,1,4,1.6094379124341003,1,1,4,4,4,2,2,1.0986122886681098,1,2,2,2,2,1,2,6,22.0
1,3,2,6,1.9459101490553132,1,0,1,6,6,1,5,1.791759469228055,0,2,0,5,5,4,5,1.791759469228055,0,2,0,5,5,4,3,1.3862943611198906,0,0,3,3,3,0,1,2,37.0
3,1,1,3,1.3862943611198906,0,0,3,3,3,0,7,2.0794415416798357,0,1,2,0,7,1,6,1.9459101490553132,1,0,1,6,6,1,3,1.3862943611198906,0,0,3,3,3,0,1,3,37.0
3,5,4,1,0.6931471805599453,0,1,1,1,1,4,8,2.1972245773362196,1,2,3,1,8,4,5,1.791759469228055,0,2,0,5,5,2,3,1.3862943611198906,0,0,3,3,3,0,1,3,30.0
7,4,0,6,1.9459101490553132,1,0,1,6,6,3,2,1.0986122886681098,1,2,2,2,2,4,5,1.791759469228055,0,2,0,5,5,2,3,1.3862943611198906,0,0,3,3,3,1,1,2,34.0
3,2,6,4,1.6094379124341003,1,1,4,4,4,3,7,2.0794415416798357,0,1,2,0,7,4,5,1.791759469228055,0,2,0,5,5,2,3,1.3862943611198906,0,0,3,3,3,1,1,0,35.0
2,6,3,5,1.791759469228055,0,2,0,5,5,5,6,1.9459101490553132,1,0,1,6,6,1,1,0.6931471805599453,0,1,1,1,1,5,4,1.6094379124341003,1,1,4,4,4,0,1,3,21.0
2,5,5,5,1.791759469228055,0,2,0,5,5,1,7,2.0794415416798357,0,1,2,0,7,1,4,1.6094379124341003,1,1,4,4,4,5,2,1.0986122886681098,1,2,2,2,2,0,1,1,29.0
5,3,2,6,1.9459101490553132,1,0,1,6,6,0,3,1.3862943611198906,0,0,3,3,3,4,4,1.6094379124341003,1,1,4,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,1,2,35.0
5,5,6,3,1.3862943611198906,0,0,3,3,3,1,4,1.6094379124341003,1,1,4,4,4,3,2,1.0986122886681098,1,2,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,1,3,20.0
2,2,2,3,1.3862943611198906,0,0,3,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,5,1.791759469228055,0,2,0,5,5,5,3,1.3862943611198906,0,0,3,3,3,0,1,3,29.0
1,3,0,1,0.6931471805599453,0,1,1,1,1,0,5,1.791759469228055,0,2,0,5,5,1,5,1.791759469228055,0,2,0,5,5,3,4,1.6094379124341003,1,1,4,4,4,0,1,4,32.0
2,2,5,6,1.9459101490553132,1,0,1,6,6,1,2,1.0986122886681098,1,2,2,2,2,1,4,1.6094379124341003,1,1,4,4,4,2,4,1.6094379124341003,1,1,4,4,4,0,2,4,34.0
4,6,1,1,0.6931471805599453,0,1,1,1,1,4,6,1.9459101490553132,1,0,1,6,6,1,2,1.0986122886681098,1,2,2,2,2,4,3,1.3862943611198906,0,0,3,3,3,1,1,5,16.0
0,2,3,2,1.0986122886681098,1,2,2,2,2,5,5,1.791759469228055,0,2,0,5,5,2,5,1.791759469228055,0,2,0,5,5,2,4,1.6094379124341003,1,1,4,4,4,1,1,2,34.0
6,6,6,5,1.791759469228055,0,2,0,5,5,3,5,1.791759469228055,0,2,0,5,5,3,3,1.3862943611198906,0,0,3,3,3,5,4,1.6094379124341003,1,1,4,4,4,0,1,1,30.0
5,1,3,4,1.6094379124341003,1,1,4,4,4,0,7,2.0794415416798357,0,1,2,0,7,0,1,0.6931471805599453,0,1,1,1,1,2,2,1.0986122886681098,1,2,2,2,2,1,1,4,18.0
3,6,6,5,1.791759469228055,0,2,0,5,5,3,5,1.791759469228055,0,2,0,5,5,0,5,1.791759469228055,0,2,0,5,5,5,3,1.3862943611198906,0,0,3,3,3,0,1,3,35.0
7,2,6,2,1.0986122886681098,1,2,2,2,2,5,5,1.791759469228055,0,2,0,5,5,1,2,1.0986122886681098,1,2,2,2,2,3,4,1.6094379124341003,1,1,4,4,4,0,1,3,19.0
3,0,1,5,1.791759469228055,0,2,0,5,5,5,2,1.0986122886681098,1,2,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,4,1.6094379124341003,1,1,4,4,4,1,1,2,42.0
1,0,2,2,1.0986122886681098,1,2,2,2,2,1,3,1.3862943611198906,0,0,3,3,3,3,1,0.6931471805599453,0,1,1,1,1,0,3,1.3862943611198906,0,0,3,3,3,0,1,4,11.0
2,1,1,2,1.0986122886681098,1,2,2,2,2,4,5,1.791759469228055,0,2,0,5,5,3,5,1.791759469228055,0,2,0,5,5,3,3,1.3862943611198906,0,0,3,3,3,1,1,1,29.0
0,6,0,1,0.6931471805599453,0,1,1,1,1,0,5,1.791759469228055,0,2,0,5,5,1,3,1.3862943611198906,0,0,3,3,3,0,3,1.3862943611198906,0,0,3,3,3,1,1,4,19.0
0,0,5,6,1.9459101490553132,1,0,1,6,6,2,4,1.6094379124341003,1,1,4,4,4,4,5,1.791759469228055,0,2,0,5,5,4,2,1.0986122886681098,1,2,2,2,2,0,1,2,31.0
3,2,0,6,1.9459101490553132,1,0,1,6,6,0,5,1.791759469228055,0,2,0,5,5,3,3,1.3862943611198906,0,0,3,3,3,0,4,1.6094379124341003,1,1,4,4,4,0,1,1,32.0
1,0,2,6,1.9459101490553132,1,0,1,6,6,5,8,2.1972245773362196,1,2,3,1,8,0,4,1.6094379124341003,1,1,4,4,4,5,2,1.0986122886681098,1,2,2,2,2,0,2,4,32.0
0,0,2,5,1.791759469228055,0,2,0,5,5,0,5,1.791759469228055,0,2,0,5,5,0,3,1.3862943611198906,0,0,3,3,3,4,3,1.3862943611198906,0,0,3,3,3,1,1,2,27.0
3,3,2,3,1.3862943611198906,0,0,3,3,3,3,7,2.0794415416798357,0,1,2,0,7,3,3,1.3862943611198906,0,0,3,3,3,3,3,1.3862943611198906,0,0,3,3,3,0,1,3,25.0
1,0,0,6,1.9459101490553132,1,0,1,6,6,4,8,2.1972245773362196,1,2,3,1,8,0,3,1.3862943611198906,0,0,3,3,3,3,2,1.0986122886681098,1,2,2,2,2,0,1,3,29.0
0,3,6,5,1.791759469228055,0,2,0,5,5,5,8,2.1972245773362196,1,2,3,1,8,2,1,0.6931471805599453,0,1,1,1,1,3,2,1.0986122886681098,1,2,2,2,2,0,1,4,21.0
3,1,0,6,1.9459101490553132,1,0,1,6,6,3,5,1.791759469228055,0,2,0,5,5,4,4,1.6094379124341003,1,1,4,4,4,2,3,1.3862943611198906,0,0,3,3,3,0,1,1,33.0
1,4,0,6,1.9459101490553132,1,0,1,6,6,0,6,1.9459101490553132,1,0,1,6,6,1,5,1.791759469228055,0,2,0,5,5,0,3,1.3862943611198906,0,0,3,3,3,0,1,3,38.0
2,0,4,2,1.0986122886681098,1,2,2,2,2,5,3,1.3862943611198906,0,0,3,3,3,2,2,1.0986122886681098,1,2,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,0,1,3,17.0
2,5,3,4,1.6094379124341003,1,1,4,4,4,0,3,1.3862943611198906,0,0,3,3,3,3,6,1.9459101490553132,1,0,1,6,6,2,4,1.6094379124341003,1,1,4,4,4,0,1,2,41.0
5,4,4,4,1.6094379124341003,1,1,4,4,4,0,6,1.9459101490553132,1,0,1,6,6,4,4,1.6094379124341003,1,1,4,4,4,5,4,1.6094379124341003,1,1,4,4,4,1,2,3,34.0
2,5,5,6,1.9459101490553132,1,0,1,6,6,2,5,1.791759469228055,0,2,0,5,5,3,6,1.9459101490553132,1,0,1,6,6,1,3,1.3862943611198906,0,0,3,3,3,1,1,3,41.0
1,6,6,1,0.6931471805599453,0,1,1,1,1,2,8,2.1972245773362196,1,2,3,1,8,1,6,1.9459101490553132,1,0,1,6,6,3,4,1.6094379124341003,1,1,4,4,4,1,1,4,40.0
0,1,1,1,0.6931471805599453,0,1,1,1,1,0,4,1.6094379124341003,1,1,4,4,4,0,5,1.791759469228055,0,2,0,5,5,0,3,1.3862943611198906,0,0,3,3,3,1,1,3,26.0
6,1,1,4,1.6094379124341003,1,1,4,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1,0.6931471805599453,0,1,1,1,1,4,3,1.3862943611198906,0,0,3,3,3,0,1,4,15.0
6,6,2,1,0.6931471805599453,0,1,1,1,1,3,4,1.6094379124341003,1,1,4,4,4,1,3,1.3862943611198906,0,0,3,3,3,4,3,1.3862943611198906,0,0,3,3,3,1,1,4,18.0
6,5,6,3,1.3862943611198906,0,0,3,3,3,3,2,1.0986122886681098,1,2,2,2,2,3,1,0.6931471805599453,0,1,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,4,11.0
0,0,4,4,1.6094379124341003,1,1,4,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,6,1.9459101490553132,1,0,1,6,6,3,4,1.6094379124341003,1,1,4,4,4,0,2,4,40.0
2,5,3,1,0.6931471805599453,0,1,1,1,1,4,7,2.0794415416798357,0,1,2,0,7,4,1,0.6931471805599453,0,1,1,1,1,2,3,1.3862943611198906,0,0,3,3,3,0,1,5,13.0
3,4,2,6,1.9459101490553132,1,0,1,6,6,0,5,1.791759469228055,0,2,0,5,5,1,5,1.791759469228055,0,2,0,5,5,1,4,1.6094379124341003,1,1,4,4,4,1,1,1,42.0
6,1,0,3,1.3862943611198906,0,0,3,3,3,4,3,1.3862943611198906,0,0,3,3,3,0,3,1.3862943611198906,0,0,3,3,3,1,2,1.0986122886681098,1,2,2,2,2,1,1,3,18.0
4,5,4,4,1.6094379124341003,1,1,4,4,4,0,7,2.0794415416798357,0,1,2,0,7,4,5,1.791759469228055,0,2,0,5,5,0,3,1.3862943611198906,0,0,3,3,3,0,1,0,35.0
7,3,0,1,0.6931471805599453,0,1,1,1,1,0,5,1.791759469228055,0,2,0,5,5,4,6,1.9459101490553132,1,0,1,6,6,2,2,1.0986122886681098,1,2,2,2,2,1,1,4,25.0
0,2,2,1,0.6931471805599453,0,1,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,4,1.6094379124341003,1,1,4,4,4,5,2,1.0986122886681098,1,2,2,2,2,0,1,6,22.0
7,1,6,5,1.791759469228055,0,2,0,5,5,4,4,1.6094379124341003,1,1,4,4,4,0,4,1.6094379124341003,1,1,4,4,4,5,4,1.6094379124341003,1,1,4,4,4,1,1,3,34.0
4,0,1,4,1.6094379124341003,1,1,4,4,4,0,4,1.6094379124341003,1,1,4,4,4,0,4,1.6094379124341003,1,1,4,4,4,1,2,1.0986122886681098,1,2,2,2,2,0,2,6,24.0
6,1,6,1,0.6931471805599453,0,1,1,1,1,5,8,2.1972245773362196,1,2,3,1,8,3,4,1.6094379124341003,1,1,4,4,4,3,2,1.0986122886681098,1,2,2,2,2,1,1,6,22.0
1,0,5,5,1.791759469228055,0,2,0,5,5,4,6,1.9459101490553132,1,0,1,6,6,1,4,1.6094379124341003,1,1,4,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,1,1,32.0
2,0,2,2,1.0986122886681098,1,2,2,2,2,4,2,1.0986122886681098,1,2,2,2,2,0,5,1.791759469228055,0,2,0,5,5,3,4,1.6094379124341003,1,1,4,4,4,0,1,3,31.0
7,5,4,5,1.791759469228055,0,2,0,5,5,4,8,2.1972245773362196,1,2,3,1,8,3,2,1.0986122886681098,1,2,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,0,1,1,26.0
1,1,4,3,1.3862943611198906,0,0,3,3,3,1,5,1.791759469228055,0,2,0,5,5,0,6,1.9459101490553132,1,0,1,6,6,0,3,1.3862943611198906,0,0,3,3,3,0,1,3,35.0
7,4,1,5,1.791759469228055,0,2,0,5,5,2,4,1.6094379124341003,1,1,4,4,4,1,3,1.3862943611198906,0,0,3,3,3,2,2,1.0986122886681098,1,2,2,2,2,1,1,1,23.0
6,1,4,1,0.6931471805599453,0,1,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,2,2,1.0986122886681098,1,2,2,2,2,1,3,1.3862943611198906,0,0,3,3,3,1,1,3,17.0
3,5,6,2,1.0986122886681098,1,2,2,2,2,0,8,2.1972245773362196,1,2,3,1,8,2,5,1.791759469228055,0,2,0,5,5,1,4,1.6094379124341003,1,1,4,4,4,0,1,3,37.0
0,3,2,4,1.6094379124341003,1,1,4,4,4,2,8,2.1972245773362196,1,2,3,1,8,1,3,1.3862943611198906,0,0,3,3,3,3,4,1.6094379124341003,1,1,4,4,4,0,1,3,31.0
2,3,2,2,1.0986122886681098,1,2,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,1,0.6931471805599453,0,1,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,6,13.0
6,6,1,1,0.6931471805599453,0,1,1,1,1,2,4,1.6094379124341003,1,1,4,4,4,4,2,1.0986122886681098,1,2,2,2,2,0,4,1.6094379124341003,1,1,4,4,4,0,1,6,16.0
6,0,2,4,1.6094379124341003,1,1,4,4,4,1,4,1.6094379124341003,1,1,4,4,4,4,5,1.791759469228055,0,2,0,5,5,0,4,1.6094379124341003,1,1,4,4,4,1,1,3,37.0
3,1,4,6,1.9459101490553132,1,0,1,6,6,5,8,2.1972245773362196,1,2,3,1,8,4,6,1.9459101490553132,1,0,1,6,6,0,2,1.0986122886681098,1,2,2,2,2,0,2,4,38.0
0,6,1,2,1.0986122886681098,1,2,2,2,2,4,7,2.0794415416798357,0,1,2,0,7,4,3,1.3862943611198906,0,0,3,3,3,1,3,1.3862943611198906,0,0,3,3,3,1,1,1,23.0
3,0,2,3,1.3862943611198906,0,0,3,3,3,4,5,1.791759469228055,0,2,0,5,5,2,2,1.0986122886681098,1,2,2,2,2,3,2,1.0986122886681098,1,2,2,2,2,1,1,1,17.0
0,5,4,4,1.6094379124341003,1,1,4,4,4,0,4,1.6094379124341003,1,1,4,4,4,1,1,0.6931471805599453,0,1,1,1,1,2,4,1.6094379124341003,1,1,4,4,4,1,1,6,17.0
0,1,0,4,1.6094379124341003,1,1,4,4,4,5,8,2.1972245773362196,1,2,3,1,8,0,2,1.0986122886681098,1,2,2,2,2,4,4,1.6094379124341003,1,1,4,4,4,0,2,6,26.0
3,4,4,6,1.9459101490553132,1,0,1,6,6,3,8,2.1972245773362196,1,2,3,1,8,1,1,0.6931471805599453,0,1,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,1,4,25.0
4,3,1,2,1.0986122886681098,1,2,2,2,2,0,8,2.1972245773362196,1,2,3,1,8,2,5,1.791759469228055,0,2,0,5,5,0,4,1.6094379124341003,1,1,4,4,4,1,1,3,37.0
5,0,6,6,1.9459101490553132,1,0,1,6,6,5,8,2.1972245773362196,1,2,3,1,8,4,2,1.0986122886681098,1,2,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,0,2,5,26.0
2,1,1,4,1.6094379124341003,1,1,4,4,4,0,7,2.0794415416798357,0,1,2,0,7,0,2,1.0986122886681098,1,2,2,2,2,4,3,1.3862943611198906,0,0,3,3,3,1,1,1,23.0
6,4,3,6,1.9459101490553132,1,0,1,6,6,5,2,1.0986122886681098,1,2,2,2,2,3,5,1.791759469228055,0,2,0,5,5,2,2,1.0986122886681098,1,2,2,2,2,1,1,3,29.0
6,2,6,4,1.6094379124341003,1,1,4,4,4,0,8,2.1972245773362196,1,2,3,1,8,0,1,0.6931471805599453,0,1,1,1,1,0,4,1.6094379124341003,1,1,4,4,4,0,1,6,21.0
4,0,4,4,1.6094379124341003,1,1,4,4,4,4,3,1.3862943611198906,0,0,3,3,3,0,4,1.6094379124341003,1,1,4,4,4,3,2,1.0986122886681098,1,2,2,2,2,1,1,3,23.0
1,3,1,4,1.6094379124341003,1,1,4,4,4,0,4,1.6094379124341003,1,1,4,4,4,2,3,1.3862943611198906,0,0,3,3,3,1,4,1.6094379124341003,1,1,4,4,4,0,1,3,27.0
4,0,6,4,1.6094379124341003,1,1,4,4,4,4,3,1.3862943611198906,0,0,3,3,3,3,6,1.9459101490553132,1,0,1,6,6,0,4,1.6094379124341003,1,1,4,4,4,0,1,2,41.0
3,4,2,2,1.0986122886681098,1,2,2,2,2,0,5,1.791759469228055,0,2,0,5,5,1,1,0.6931471805599453,0,1,1,1,1,2,3,1.3862943611198906,0,0,3,3,3,0,1,3,13.0
3,0,4,5,1.791759469228055,0,2,0,5,5,3,2,1.0986122886681098,1,2,2,2,2,0,4,1.6094379124341003,1,1,4,4,4,2,3,1.3862943611198906,0,0,3,3,3,0,1,1,28.0
7,6,3,3,1.3862943611198906,0,0,3,3,3,1,3,1.3862943611198906,0,0,3,3,3,4,2,1.0986122886681098,1,2,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,0,1,2,15.0
2,6,3,6,1.9459101490553132,1,0,1,6,6,3,8,2.1972245773362196,1,2,3,1,8,0,3,1.3862943611198906,0,0,3,3,3,2,3,1.3862943611198906,0,0,3,3,3,0,1,3,32.0
7,1,0,2,1.0986122886681098,1,2,2,2,2,1,7,2.0794415416798357,0,1,2,0,7,3,4,1.6094379124341003,1,1,4,4,4,0,2,1.0986122886681098,1,2,2,2,2,0,1,3,23.0
0,2,3,4,1.6094379124341003,1,1,4,4,4,0,2,1.0986122886681098,1,2,2,2,2,4,1,0.6931471805599453,0,1,1,1,1,5,3,1.3862943611198906,0,0,3,3,3,0,1,4,14.0
1,6,0,1,0.6931471805599453,0,1,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,0,3,1.3862943611198906,0,0,3,3,3,2,4,1.6094379124341003,1,1,4,4,4,0,1,4,20.0
1,3,2,3,1.3862943611198906,0,0,3,3,3,4,3,1.3862943611198906,0,0,3,3,3,4,2,1.0986122886681098,1,2,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,0,1,2,15.0
5,5,3,3,1.3862943611198906,0,0,3,3,3,4,2,1.0986122886681098,1,2,2,2,2,0,4,1.6094379124341003,1,1,4,4,4,5,4,1.6094379124341003,1,1,4,4,4,0,1,3,28.0
4,5,5,2,1.0986122886681098,1,2,2,2,2,1,3,1.3862943611198906,0,0,3,3,3,1,2,1.0986122886681098,1,2,2,2,2,3,2,1.0986122886681098,1,2,2,2,2,1,1,3,13.0
4,5,1,6,1.9459101490553132,1,0,1,6,6,4,4,1.6094379124341003,1,1,4,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,2,1.0986122886681098,1,2,2,2,2,1,1,3,25.0
1,6,6,1,0.6931471805599453,0,1,1,1,1,2,3,1.3862943611198906,0,0,3,3,3,1,2,1.0986122886681098,1,2,2,2,2,3,4,1.6094379124341003,1,1,4,4,4,0,1,4,15.0
3,4,1,2,1.0986122886681098,1,2,2,2,2,5,2,1.0986122886681098,1,2,2,2,2,1,4,1.6094379124341003,1,1,4,4,4,5,2,1.0986122886681098,1,2,2,2,2,0,2,6,18.0
4,1,4,6,1.9459101490553132,1,0,1,6,6,4,8,2.1972245773362196,1,2,3,1,8,4,6,1.9459101490553132,1,0,1,6,6,1,2,1.0986122886681098,1,2,2,2,2,0,2,4,38.0
6,5,5,2,1.0986122886681098,1,2,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,3,3,1.3862943611198906,0,0,3,3,3,5,3,1.3862943611198906,0,0,3,3,3,0,1,1,23.0
3,2,6,2,1.0986122886681098,1,2,2,2,2,4,7,2.0794415416798357,0,1,2,0,7,0,6,1.9459101490553132,1,0,1,6,6,3,4,1.6094379124341003,1,1,4,4,4,1,1,2,41.0
6,1,0,2,1.0986122886681098,1,2,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,2,1.0986122886681098,1,2,2,2,2,1,4,1.6094379124341003,1,1,4,4,4,1,1,3,17.0
2,5,5,3,1.3862943611198906,0,0,3,3,3,2,2,1.0986122886681098,1,2,2,2,2,1,4,1.6094379124341003,1,1,4,4,4,1,4,1.6094379124341003,1,1,4,4,4,1,1,3,28.0
5,5,1,2,1.0986122886681098,1,2,2,2,2,3,6,1.9459101490553132,1,0,1,6,6,0,5,1.791759469228055,0,2,0,5,5,4,2,1.0986122886681098,1,2,2,2,2,1,1,3,25.0
4,3,3,2,1.0986122886681098,1,2,2,2,2,0,7,2.0794415416798357,0,1,2,0,7,4,6,1.9459101490553132,1,0,1,6,6,4,3,1.3862943611198906,0,0,3,3,3,1,1,2,35.0
7,6,3,2,1.0986122886681098,1,2,2,2,2,0,8,2.1972245773362196,1,2,3,1,8,1,2,1.0986122886681098,1,2,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,2,6,22.0
5,1,4,6,1.9459101490553132,1,0,1,6,6,4,7,2.0794415416798357,0,1,2,0,7,0,6,1.9459101490553132,1,0,1,6,6,0,4,1.6094379124341003,1,1,4,4,4,1,1,1,49.0
7,4,2,5,1.791759469228055,0,2,0,5,5,3,2,1.0986122886681098,1,2,2,2,2,4,5,1.791759469228055,0,2,0,5,5,5,3,1.3862943611198906,0,0,3,3,3,0,1,1,32.0
0,4,4,1,0.6931471805599453,0,1,1,1,1,5,3,1.3862943611198906,0,0,3,3,3,1,5,1.791759469228055,0,2,0,5,5,2,2,1.0986122886681098,1,2,2,2,2,0,1,3,20.0
0,0,6,2,1.0986122886681098,1,2,2,2,2,3,2,1.0986122886681098,1,2,2,2,2,1,2,1.0986122886681098,1,2,2,2,2,4,4,1.6094379124341003,1,1,4,4,4,1,2,6,16.0
7,5,3,5,1.791759469228055,0,2,0,5,5,4,7,2.0794415416798357,0,1,2,0,7,3,2,1.0986122886681098,1,2,2,2,2,0,3,1.3862943611198906,0,0,3,3,3,0,1,0,25.0
7,3,3,1,0.6931471805599453,0,1,1,1,1,0,3,1.3862943611198906,0,0,3,3,3,3,2,1.0986122886681098,1,2,2,2,2,0,4,1.6094379124341003,1,1,4,4,4,1,1,4,15.0
4,4,2,2,1.0986122886681098,1,2,2,2,2,4,8,2.1972245773362196,1,2,3,1,8,0,5,1.791759469228055,0,2,0,5,5,0,4,1.6094379124341003,1,1,4,4,4,1,1,3,37.0
4,5,5,3,1.3862943611198906,0,0,3,3,3,5,4,1.6094379124341003,1,1,4,4,4,3,4,1.6094379124341003,1,1,4,4,4,5,4,1.6094379124341003,1,1,4,4,4,1,1,3,30.0
7,2,2,5,1.791759469228055,0,2,0,5,5,5,8,2.1972245773362196,1,2,3,1,8,3,5,1.791759469228055,0,2,0,5,5,1,4,1.6094379124341003,1,1,4,4,4,0,1,2,43.0
5,1,5,2,1.0986122886681098,1,2,2,2,2,1,7,2.0794415416798357,0,1,2,0,7,3,3,1.3862943611198906,0,0,3,3,3,2,4,1.6094379124341003,1,1,4,4,4,1,1,1,26.0
