slot_item,slot_price,slot_price_abs_log1p,slot_price_mod3,slot_price_mod7,slot_discount_percent,slot_discount_percent_abs_log1p,slot_discount_percent_is_even,slot_discount_percent_mod3,slot_discount_percent_mod7,slot_discount_percent_mod10,slot_currency_symbol,slot_store,gcd_all,n_multiple_pairs,y
7,1740,7.462214939768189,0,4,45,3.828641396489095,0,0,3,5,0,10,15,0,957.0
4,1640,7.403061091090091,2,2,75,4.330733340286331,0,0,5,5,3,0,5,0,410.0
7,2880,7.9658927350845286,0,3,30,3.4339872044851463,1,0,2,0,1,8,30,1,2016.0
9,320,5.771441123130016,2,5,75,4.330733340286331,0,0,5,5,3,3,5,0,80.0
5,2320,7.749753406274437,1,3,40,3.713572066704308,1,1,5,0,2,6,40,1,1392.0
5,2700,7.901377353792616,0,5,90,4.51085950651685,1,0,6,0,2,2,90,1,270.0
6,3300,8.101980731853192,0,3,65,4.189654742026425,0,2,2,5,1,0,5,0,1155.0
8,700,6.55250788703459,1,0,70,4.2626798770413155,1,1,0,0,3,1,70,1,210.0
1,3900,8.268988209506656,0,1,55,4.02535169073515,0,1,6,5,3,1,5,0,1755.0
1,4080,8.314097335405807,0,6,75,4.330733340286331,0,0,5,5,3,9,15,0,1020.0
3,2640,7.878912912297133,0,1,75,4.330733340286331,0,0,5,5,1,1,15,0,660.0
0,4820,8.480736654405622,2,4,70,4.2626798770413155,1,1,0,0,2,2,10,0,1446.0
8,4540,8.420902531097951,1,4,30,3.4339872044851463,1,0,2,0,2,5,10,0,3178.0
0,4940,8.50532301884575,2,5,35,3.58351893845611,0,2,0,5,2,5,5,0,3211.0
9,4880,8.493105395887147,2,1,80,4.394449154672439,1,2,3,0,0,8,80,1,976.0
9,4480,8.407601514786142,1,0,25,3.258096538021482,0,1,4,5,2,1,5,0,3360.0
7,1900,7.550135342488429,1,3,65,4.189654742026425,0,2,2,5,0,1,5,0,665.0
9,5000,8.517393171418904,2,2,30,3.4339872044851463,1,0,2,0,0,2,10,0,3500.0
3,820,6.710523109452428,1,1,70,4.2626798770413155,1,1,0,0,1,6,10,0,246.0
6,620,6.431331081933479,2,4,60,4.110873864173311,1,0,4,0,3,4,20,0,248.0
0,1060,6.966967138613983,1,3,25,3.258096538021482,0,1,4,5,1,1,5,0,795.0
6,500,6.2166061010848646,2,3,25,3.258096538021482,0,1,4,5,3,4,25,1,375.0
1,820,6.710523109452428,1,1,10,2.3978952727983707,1,1,3,0,0,2,10,1,738.0
0,4300,8.366602832783736,1,2,40,3.713572066704308,1,1,5,0,1,6,20,0,2580.0
7,1360,7.215975002651466,1,2,30,3.4339872044851463,1,0,2,0,1,1,10,0,952.0
2,900,6.803505257608338,0,4,45,3.828641396489095,0,0,3,5,3,3,45,1,495.0
8,2740,7.916078096302786,1,3,90,4.51085950651685,1,0,6,0,3,7,10,0,274.0
9,1200,7.0909098220799835,0,3,60,4.110873864173311,1,0,4,0,3,8,60,1,480.0
7,820,6.710523109452428,1,1,50,3.9318256327243257,1,2,1,0,1,2,10,0,410.0
7,1360,7.215975002651466,1,2,10,2.3978952727983707,1,1,3,0,3,8,10,1,1224.0
0,4460,8.403128235128264,2,1,80,4.394449154672439,1,2,3,0,1,0,20,0,892.0
8,2780,7.930565854233965,2,1,20,3.044522437723423,1,2,6,0,2,3,20,1,2224.0
7,3340,8.114025442356757,1,1,30,3.4339872044851463,1,0,2,0,1,3,10,0,2338.0
8,1440,7.273092595999522,0,5,20,3.044522437723423,1,2,6,0,0,7,20,1,1152.0
7,3700,8.216358332386156,1,4,45,3.828641396489095,0,0,3,5,1,10,5,0,2035.0
7,740,6.608000625296087,2,5,60,4.110873864173311,1,0,4,0,2,3,20,0,296.0
8,4840,8.484876589939695,1,3,55,4.02535169073515,0,1,6,5,1,0,55,1,2178.0
8,2160,7.6783263565068856,0,4,70,4.2626798770413155,1,1,0,0,1,5,10,0,648.0
4,3940,8.279189777195004,1,6,5,1.791759469228055,0,2,5,5,0,3,5,1,3743.0
6,4120,8.323851131338817,1,4,30,3.4339872044851463,1,0,2,0,0,6,10,0,2884.0
3,4480,8.407601514786142,1,0,90,4.51085950651685,1,0,6,0,3,0,10,0,448.0
1,1260,7.13966033596492,0,0,70,4.2626798770413155,1,1,0,0,2,6,70,1,378.0
3,3060,8.026496938945412,0,1,80,4.394449154672439,1,2,3,0,2,3,20,0,612.0
2,2980,8.000014093678072,1,5,55,4.02535169073515,0,1,6,5,1,3,5,0,1341.0
6,3920,8.27410200229233,2,0,25,3.258096538021482,0,1,4,5,3,6,5,0,2940.0
1,2980,8.000014093678072,1,5,5,1.791759469228055,0,2,5,5,2,9,5,1,2831.0
9,3120,8.045908742270779,0,5,90,4.51085950651685,1,0,6,0,2,6,30,0,312.0
6,1120,7.02197642307216,1,0,80,4.394449154672439,1,2,3,0,1,9,80,1,224.0
6,260,5.564520407322694,2,1,35,3.58351893845611,0,2,0,5,1,6,5,0,169.0
0,1700,7.438971592395862,2,6,20,3.044522437723423,1,2,6,0,0,10,20,1,1360.0
3,1700,7.438971592395862,2,6,5,1.791759469228055,0,2,5,5,0,5,5,1,1615.0
8,1020,6.928537818164665,0,5,55,4.02535169073515,0,1,6,5,0,5,5,0,459.0
6,4960,8.509362612301048,1,4,5,1.791759469228055,0,2,5,5,1,3,5,1,4712.0
8,3360,8.119993827725105,0,0,55,4.02535169073515,0,1,6,5,0,10,5,0,1512.0
3,3740,8.227108234348146,2,2,40,3.713572066704308,1,1,5,0,0,5,20,0,2244.0
3,4180,8.338305731356565,1,1,70,4.2626798770413155,1,1,0,0,2,3,10,0,1254.0
4,3880,8.263848131368906,1,2,15,2.772588722239781,0,0,1,5,2,4,5,0,3298.0
6,4600,8.434028950155469,1,1,15,2.772588722239781,0,0,1,5,1,3,5,0,3910.0
0,4700,8.45553053102413,2,3,70,4.2626798770413155,1,1,0,0,1,1,10,0,1410.0
7,3160,8.058643712215618,1,3,40,3.713572066704308,1,1,5,0,2,4,40,1,1896.0
6,2720,7.908754738783246,2,4,75,4.330733340286331,0,0,5,5,3,7,5,0,680.0
9,2680,7.893945138235959,1,6,30,3.4339872044851463,1,0,2,0,2,10,10,0,1876.0
9,3860,8.258681496264236,2,3,70,4.2626798770413155,1,1,0,0,0,3,10,0,1158.0
4,4120,8.323851131338817,1,4,25,3.258096538021482,0,1,4,5,2,8,5,0,3090.0
6,4940,8.50532301884575,2,5,45,3.828641396489095,0,0,3,5,1,9,5,0,2717.0
3,4460,8.403128235128264,2,1,80,4.394449154672439,1,2,3,0,0,1,20,0,892.0
6,500,6.2166061010848646,2,3,70,4.2626798770413155,1,1,0,0,2,3,10,0,150.0
4,2860,7.95892649305011,1,4,35,3.58351893845611,0,2,0,5,1,1,5,0,1859.0
6,3940,8.279189777195004,1,6,40,3.713572066704308,1,1,5,0,2,6,20,0,2364.0
2,500,6.2166061010848646,2,3,20,3.044522437723423,1,2,6,0,0,4,20,1,400.0
7,2780,7.930565854233965,2,1,85,4.454347296253507,0,1,1,5,1,5,5,0,417.0
3,3260,8.089789175789319,2,5,25,3.258096538021482,0,1,4,5,3,1,5,0,2445.0
2,4680,8.45126704130007,0,4,65,4.189654742026425,0,2,2,5,2,9,65,1,1638.0
3,2880,7.9658927350845286,0,3,60,4.110873864173311,1,0,4,0,2,9,60,1,1152.0
7,4620,8.438366410870266,0,0,70,4.2626798770413155,1,1,0,0,1,5,70,1,1386.0
2,660,6.493753839851686,0,2,15,2.772588722239781,0,0,1,5,3,0,15,1,561.0
6,4840,8.484876589939695,1,3,40,3.713572066704308,1,1,5,0,0,1,40,1,2904.0
1,2460,7.8083230503910555,0,3,30,3.4339872044851463,1,0,2,0,1,5,30,1,1722.0
2,4880,8.493105395887147,2,1,55,4.02535169073515,0,1,6,5,0,3,5,0,2196.0
5,4820,8.480736654405622,2,4,75,4.330733340286331,0,0,5,5,2,1,5,0,1205.0
5,3040,8.019941687677365,1,2,90,4.51085950651685,1,0,6,0,2,3,10,0,304.0
7,3160,8.058643712215618,1,3,40,3.713572066704308,1,1,5,0,1,8,40,1,1896.0
3,2520,7.83241092718792,0,0,30,3.4339872044851463,1,0,2,0,3,4,30,1,1764.0
0,3620,8.19450550976564,2,1,70,4.2626798770413155,1,1,0,0,0,3,10,0,1086.0
6,2940,7.9865049385539955,0,0,65,4.189654742026425,0,2,2,5,2,1,5,0,1029.0
6,4160,8.333510708982942,2,2,75,4.330733340286331,0,0,5,5,2,0,5,0,1040.0
4,3860,8.258681496264236,2,3,50,3.9318256327243257,1,2,1,0,0,7,10,0,1930.0
6,1920,7.560601162768557,0,2,25,3.258096538021482,0,1,4,5,0,7,5,0,1440.0
8,920,6.825460036255307,2,3,80,4.394449154672439,1,2,3,0,1,4,40,0,184.0
4,2780,7.930565854233965,2,1,80,4.394449154672439,1,2,3,0,0,4,20,0,556.0
4,4300,8.366602832783736,1,2,15,2.772588722239781,0,0,1,5,2,5,5,0,3655.0
3,3160,8.058643712215618,1,3,5,1.791759469228055,0,2,5,5,2,4,5,1,3002.0
4,2560,7.848153086199526,1,5,60,4.110873864173311,1,0,4,0,3,8,20,0,1024.0
3,3820,8.2482674474469,1,5,55,4.02535169073515,0,1,6,5,3,0,5,0,1719.0
0,4500,8.412054873292933,0,6,55,4.02535169073515,0,1,6,5,1,5,5,0,2025.0
5,4840,8.484876589939695,1,3,85,4.454347296253507,0,1,1,5,1,8,5,0,726.0
7,4180,8.338305731356565,1,1,75,4.330733340286331,0,0,5,5,1,5,5,0,1045.0
7,3380,8.125926802707886,2,6,40,3.713572066704308,1,1,5,0,1,9,20,0,2028.0
1,2000,7.601402334583733,2,5,20,3.044522437723423,1,2,6,0,2,8,20,1,1600.0
0,3960,8.284251797621916,0,5,20,3.044522437723423,1,2,6,0,3,0,20,1,3168.0
1,3740,8.227108234348146,2,2,85,4.454347296253507,0,1,1,5,0,10,85,1,561.0
0,2300,7.741099090035366,2,4,10,2.3978952727983707,1,1,3,0,3,3,10,1,2070.0
5,900,6.803505257608338,0,4,40,3.713572066704308,1,1,5,0,0,5,20,0,540.0
7,360,5.8888779583328805,0,3,50,3.9318256327243257,1,2,1,0,3,7,10,0,180.0
5,4300,8.366602832783736,1,2,45,3.828641396489095,0,0,3,5,2,10,5,0,2365.0
1,1080,6.985641817639208,0,2,50,3.9318256327243257,1,2,1,0,1,8,10,0,540.0
3,860,6.7580945044277305,2,6,85,4.454347296253507,0,1,1,5,0,2,5,0,129.0
9,4420,8.394121193826242,1,3,20,3.044522437723423,1,2,6,0,3,3,20,1,3536.0
8,3100,8.03947991910045,1,6,60,4.110873864173311,1,0,4,0,3,10,20,0,1240.0
3,1520,7.327123292259293,2,1,75,4.330733340286331,0,0,5,5,3,2,5,0,380.0
4,2640,7.878912912297133,0,1,5,1.791759469228055,0,2,5,5,2,0,5,1,2508.0
8,4720,8.459775920546287,1,2,55,4.02535169073515,0,1,6,5,3,1,5,0,2124.0
1,660,6.493753839851686,0,2,30,3.4339872044851463,1,0,2,0,0,3,30,1,462.0
8,1120,7.02197642307216,1,0,80,4.394449154672439,1,2,3,0,2,8,80,1,224.0
9,3480,8.15507488781144,0,1,70,4.2626798770413155,1,1,0,0,0,3,10,0,1044.0
3,3960,8.284251797621916,0,5,65,4.189654742026425,0,2,2,5,3,8,5,0,1386.0
0,3340,8.114025442356757,1,1,70,4.2626798770413155,1,1,0,0,2,7,10,0,1002.0
6,4080,8.314097335405807,0,6,15,2.772588722239781,0,0,1,5,3,3,15,1,3468.0
9,1640,7.403061091090091,2,2,25,3.258096538021482,0,1,4,5,0,3,5,0,1230.0
0,4800,8.476579508530941,0,5,40,3.713572066704308,1,1,5,0,1,10,40,1,2880.0
8,2640,7.878912912297133,0,1,70,4.2626798770413155,1,1,0,0,2,9,10,0,792.0
2,220,5.3981627015177525,1,3,55,4.02535169073515,0,1,6,5,1,5,55,1,99.0
7,3160,8.058643712215618,1,3,40,3.713572066704308,1,1,5,0,1,3,40,1,1896.0
5,4400,8.38958706681109,2,4,5,1.791759469228055,0,2,5,5,1,10,5,1,4180.0
0,4120,8.323851131338817,1,4,10,2.3978952727983707,1,1,3,0,1,4,10,1,3708.0
5,4400,8.38958706681109,2,4,10,2.3978952727983707,1,1,3,0,0,7,10,1,3960.0
5,2540,7.840312983320164,2,6,40,3.713572066704308,1,1,5,0,1,6,20,0,1524.0
3,4920,8.501267040865978,0,6,85,4.454347296253507,0,1,1,5,2,10,5,0,738.0
5,2880,7.9658927350845286,0,3,20,3.044522437723423,1,2,6,0,0,0,20,1,2304.0
4,1880,7.53955882930103,2,4,35,3.58351893845611,0,2,0,5,3,3,5,0,1222.0
0,960,6.8679744089702925,0,1,70,4.2626798770413155,1,1,0,0,1,3,10,0,288.0
0,2940,7.9865049385539955,0,0,55,4.02535169073515,0,1,6,5,2,9,5,0,1323.0
1,4500,8.412054873292933,0,6,55,4.02535169073515,0,1,6,5,3,1,5,0,2025.0
2,3860,8.258681496264236,2,3,50,3.9318256327243257,1,2,1,0,2,6,10,0,1930.0
9,860,6.7580945044277305,2,6,70,4.2626798770413155,1,1,0,0,1,7,10,0,258.0
2,2440,7.80016307039296,1,4,20,3.044522437723423,1,2,6,0,2,3,20,1,1952.0
0,2500,7.824445930877619,1,1,25,3.258096538021482,0,1,4,5,3,6,25,1,1875.0
7,4620,8.438366410870266,0,0,90,4.51085950651685,1,0,6,0,3,3,30,0,462.0
7,1420,7.259116128097101,1,6,45,3.828641396489095,0,0,3,5,2,10,5,0,781.0
6,2480,7.816416983691801,2,2,15,2.772588722239781,0,0,1,5,2,8,5,0,2108.0
4,2180,7.687538766201629,2,3,10,2.3978952727983707,1,1,3,0,2,7,10,1,1962.0
7,4920,8.501267040865978,0,6,75,4.330733340286331,0,0,5,5,3,7,15,0,1230.0
7,3660,8.205491613120236,0,6,25,3.258096538021482,0,1,4,5,1,2,5,0,2745.0
6,2820,7.944846711001996,0,6,75,4.330733340286331,0,0,5,5,2,10,15,0,705.0
7,4800,8.476579508530941,0,5,55,4.02535169073515,0,1,6,5,3,4,5,0,2160.0
2,560,6.329720905522696,2,0,80,4.394449154672439,1,2,3,0,1,4,80,1,112.0
0,2840,7.951911381854188,2,5,60,4.110873864173311,1,0,4,0,1,6,20,0,1136.0
8,2760,7.923348211930154,0,2,80,4.394449154672439,1,2,3,0,0,0,40,0,552.0
6,1300,7.170888478512505,1,5,65,4.189654742026425,0,2,2,5,3,7,65,1,455.0
4,380,5.942799375126701,2,2,40,3.713572066704308,1,1,5,0,2,2,20,0,228.0
2,2380,7.7752758464868625,1,0,65,4.189654742026425,0,2,2,5,2,1,5,0,833.0
9,1220,7.107425474110705,2,2,60,4.110873864173311,1,0,4,0,1,7,20,0,488.0
4,4340,8.375860015299594,2,0,45,3.828641396489095,0,0,3,5,2,2,5,0,2387.0
9,1600,7.3783837129967145,1,4,50,3.9318256327243257,1,2,1,0,2,0,50,1,800.0
1,3820,8.2482674474469,1,5,45,3.828641396489095,0,0,3,5,0,10,5,0,2101.0
0,460,6.133398042996649,1,5,75,4.330733340286331,0,0,5,5,0,10,5,0,115.0
1,600,6.398594934535208,0,5,60,4.110873864173311,1,0,4,0,0,2,60,1,240.0
9,1540,7.340186835320115,1,0,75,4.330733340286331,0,0,5,5,0,10,5,0,385.0
2,1280,7.155396301896734,2,6,80,4.394449154672439,1,2,3,0,0,4,80,1,256.0
3,2360,7.766840537085513,2,1,10,2.3978952727983707,1,1,3,0,3,7,10,1,2124.0
9,2880,7.9658927350845286,0,3,50,3.9318256327243257,1,2,1,0,3,3,10,0,1440.0
4,4940,8.50532301884575,2,5,60,4.110873864173311,1,0,4,0,3,8,20,0,1976.0
1,4840,8.484876589939695,1,3,65,4.189654742026425,0,2,2,5,2,4,5,0,1694.0
0,4100,8.31898612539206,2,5,15,2.772588722239781,0,0,1,5,0,8,5,0,3485.0
3,3180,8.064950891749143,0,2,45,3.828641396489095,0,0,3,5,0,4,15,0,1749.0
0,1140,7.039660349862076,0,6,10,2.3978952727983707,1,1,3,0,0,1,10,1,1026.0
9,1620,7.390798521735676,0,3,75,4.330733340286331,0,0,5,5,3,3,15,0,405.0
5,4920,8.501267040865978,0,6,80,4.394449154672439,1,2,3,0,1,3,40,0,984.0
8,2700,7.901377353792616,0,5,50,3.9318256327243257,1,2,1,0,2,7,50,1,1350.0
6,3080,8.033009498596668,2,0,25,3.258096538021482,0,1,4,5,2,3,5,0,2310.0
2,2480,7.816416983691801,2,2,55,4.02535169073515,0,1,6,5,2,10,5,0,1116.0
1,2660,7.886457270977689,2,0,50,3.9318256327243257,1,2,1,0,1,0,10,0,1330.0
5,420,6.042632833682381,0,0,15,2.772588722239781,0,0,1,5,2,0,15,1,357.0
4,1680,7.427144133408616,0,0,60,4.110873864173311,1,0,4,0,0,5,60,1,672.0
5,1520,7.327123292259293,2,1,80,4.394449154672439,1,2,3,0,0,10,80,1,304.0
3,4200,8.343077871169383,0,0,55,4.02535169073515,0,1,6,5,0,4,5,0,1890.0
7,2240,7.714677473800927,2,0,60,4.110873864173311,1,0,4,0,2,10,20,0,896.0
7,3600,8.188966863648876,0,2,80,4.394449154672439,1,2,3,0,3,0,80,1,720.0
4,1180,7.074116816197362,1,4,5,1.791759469228055,0,2,5,5,2,6,5,1,1121.0
7,1020,6.928537818164665,0,5,60,4.110873864173311,1,0,4,0,2,2,60,1,408.0
7,1140,7.039660349862076,0,6,30,3.4339872044851463,1,0,2,0,2,10,30,1,798.0
3,3660,8.205491613120236,0,6,60,4.110873864173311,1,0,4,0,1,6,60,1,1464.0
7,4740,8.464003362902119,0,1,75,4.330733340286331,0,0,5,5,3,8,15,0,1185.0
7,1120,7.02197642307216,1,0,75,4.330733340286331,0,0,5,5,0,0,5,0,280.0
0,2340,7.75833346749091,0,2,45,3.828641396489095,0,0,3,5,2,6,45,1,1287.0
8,2060,7.630946580890459,2,2,20,3.044522437723423,1,2,6,0,3,7,20,1,1648.0
6,1000,6.90875477931522,1,6,70,4.2626798770413155,1,1,0,0,1,2,10,0,300.0
9,4340,8.375860015299594,2,0,65,4.189654742026425,0,2,2,5,0,10,5,0,1519.0
3,880,6.78105762593618,1,5,70,4.2626798770413155,1,1,0,0,3,6,10,0,264.0
6,2560,7.848153086199526,1,5,45,3.828641396489095,0,0,3,5,3,1,5,0,1408.0
0,3960,8.284251797621916,0,5,90,4.51085950651685,1,0,6,0,0,8,90,1,396.0
5,2580,7.855932199718614,0,4,40,3.713572066704308,1,1,5,0,1,0,20,0,1548.0
0,1540,7.340186835320115,1,0,45,3.828641396489095,0,0,3,5,3,4,5,0,847.0
5,4340,8.375860015299594,2,0,55,4.02535169073515,0,1,6,5,2,9,5,0,1953.0
3,620,6.431331081933479,2,4,5,1.791759469228055,0,2,5,5,2,2,5,1,589.0
9,900,6.803505257608338,0,4,70,4.2626798770413155,1,1,0,0,0,6,10,0,270.0
0,1440,7.273092595999522,0,5,65,4.189654742026425,0,2,2,5,3,3,5,0,504.0
6,1060,6.966967138613983,1,3,15,2.772588722239781,0,0,1,5,0,5,5,0,901.0
5,2520,7.83241092718792,0,0,90,4.51085950651685,1,0,6,0,2,8,90,1,252.0
8,4040,8.304247465078474,2,1,45,3.828641396489095,0,0,3,5,0,2,5,0,2222.0
4,500,6.2166061010848646,2,3,5,1.791759469228055,0,2,5,5,3,4,5,1,475.0
9,1880,7.53955882930103,2,4,45,3.828641396489095,0,0,3,5,2,5,5,0,1034.0
2,5000,8.517393171418904,2,2,25,3.258096538021482,0,1,4,5,0,9,25,1,3750.0
2,2060,7.630946580890459,2,2,70,4.2626798770413155,1,1,0,0,0,2,10,0,618.0
3,1460,7.2868764117507,2,4,65,4.189654742026425,0,2,2,5,0,5,5,0,511.0
7,3340,8.114025442356757,1,1,20,3.044522437723423,1,2,6,0,2,3,20,1,2672.0
0,2400,7.783640596221253,0,6,10,2.3978952727983707,1,1,3,0,1,0,10,1,2160.0
5,4400,8.38958706681109,2,4,5,1.791759469228055,0,2,5,5,3,0,5,1,4180.0
4,1260,7.13966033596492,0,0,90,4.51085950651685,1,0,6,0,3,1,90,1,126.0
1,3740,8.227108234348146,2,2,85,4.454347296253507,0,1,1,5,3,0,85,1,561.0
4,3320,8.108021221376747,2,2,30,3.4339872044851463,1,0,2,0,2,5,10,0,2324.0
2,4800,8.476579508530941,0,5,65,4.189654742026425,0,2,2,5,1,2,5,0,1680.0
1,3640,8.200013648175434,1,0,45,3.828641396489095,0,0,3,5,3,7,5,0,2002.0
1,3380,8.125926802707886,2,6,50,3.9318256327243257,1,2,1,0,0,2,10,0,1690.0
1,3580,8.183397369998433,1,3,55,4.02535169073515,0,1,6,5,2,9,5,0,1611.0
1,4840,8.484876589939695,1,3,10,2.3978952727983707,1,1,3,0,0,3,10,1,4356.0
6,260,5.564520407322694,2,1,25,3.258096538021482,0,1,4,5,3,1,5,0,195.0
3,520,6.255750041753367,1,2,55,4.02535169073515,0,1,6,5,3,4,5,0,234.0
0,960,6.8679744089702925,0,1,60,4.110873864173311,1,0,4,0,0,2,60,1,384.0
3,3740,8.227108234348146,2,2,50,3.9318256327243257,1,2,1,0,0,7,10,0,1870.0
2,1220,7.107425474110705,2,2,75,4.330733340286331,0,0,5,5,1,8,5,0,305.0
0,2340,7.75833346749091,0,2,25,3.258096538021482,0,1,4,5,3,0,5,0,1755.0
7,800,6.68586094706836,2,2,60,4.110873864173311,1,0,4,0,2,1,20,0,320.0
6,1960,7.581209826196346,1,0,5,1.791759469228055,0,2,5,5,3,9,5,1,1862.0
5,3380,8.125926802707886,2,6,45,3.828641396489095,0,0,3,5,1,6,5,0,1859.0
5,2180,7.687538766201629,2,3,10,2.3978952727983707,1,1,3,0,2,3,10,1,1962.0
1,4600,8.434028950155469,1,1,25,3.258096538021482,0,1,4,5,3,9,25,1,3450.0
5,740,6.608000625296087,2,5,20,3.044522437723423,1,2,6,0,1,2,20,1,592.0
8,3280,8.0959035329611,1,4,40,3.713572066704308,1,1,5,0,3,8,40,1,1968.0
4,1260,7.13966033596492,0,0,25,3.258096538021482,0,1,4,5,0,0,5,0,945.0
7,3480,8.15507488781144,0,1,30,3.4339872044851463,1,0,2,0,1,2,30,1,2436.0
7,3080,8.033009498596668,2,0,5,1.791759469228055,0,2,5,5,3,7,5,1,2926.0
5,760,6.634633357861686,1,4,25,3.258096538021482,0,1,4,5,3,1,5,0,570.0
7,4880,8.493105395887147,2,1,50,3.9318256327243257,1,2,1,0,3,1,10,0,2440.0
8,4980,8.513385953073284,0,3,20,3.044522437723423,1,2,6,0,3,6,20,1,3984.0
2,1000,6.90875477931522,1,6,30,3.4339872044851463,1,0,2,0,0,8,10,0,700.0
6,3680,8.210939733379021,2,5,45,3.828641396489095,0,0,3,5,2,1,5,0,2024.0
0,3140,8.052296499538647,2,4,55,4.02535169073515,0,1,6,5,3,7,5,0,1413.0
5,940,6.846943139585379,1,2,85,4.454347296253507,0,1,1,5,0,8,5,0,141.0
5,4860,8.488999457045455,0,2,15,2.772588722239781,0,0,1,5,1,7,15,1,4131.0
4,4580,8.429672593886743,2,2,35,3.58351893845611,0,2,0,5,1,10,5,0,2977.0
3,1380,7.2305631534092925,0,1,70,4.2626798770413155,1,1,0,0,2,5,10,0,414.0
7,200,5.303304908059076,2,4,35,3.58351893845611,0,2,0,5,0,10,5,0,130.0
0,3840,8.253488028345904,0,4,25,3.258096538021482,0,1,4,5,3,0,5,0,2880.0
6,1580,7.365812837209472,2,5,30,3.4339872044851463,1,0,2,0,3,6,10,0,1106.0
5,3580,8.183397369998433,1,3,70,4.2626798770413155,1,1,0,0,3,10,10,0,1074.0
7,300,5.707110264748875,0,6,80,4.394449154672439,1,2,3,0,2,1,20,0,60.0
8,1760,7.473637108496206,2,3,35,3.58351893845611,0,2,0,5,3,2,5,0,1144.0
4,1000,6.90875477931522,1,6,90,4.51085950651685,1,0,6,0,0,5,10,0,100.0
7,2760,7.923348211930154,0,2,80,4.394449154672439,1,2,3,0,0,6,40,0,552.0
6,4980,8.513385953073284,0,3,90,4.51085950651685,1,0,6,0,3,4,30,0,498.0
9,1260,7.13966033596492,0,0,15,2.772588722239781,0,0,1,5,0,3,15,1,1071.0
6,3000,8.006700845440367,0,4,80,4.394449154672439,1,2,3,0,3,9,40,0,600.0
0,2900,7.972810784121404,2,2,10,2.3978952727983707,1,1,3,0,1,7,10,1,2610.0
4,540,6.293419278846481,0,1,85,4.454347296253507,0,1,1,5,0,8,5,0,81.0
2,1260,7.13966033596492,0,0,15,2.772588722239781,0,0,1,5,1,9,15,1,1071.0
3,3560,8.177796683277778,2,4,50,3.9318256327243257,1,2,1,0,1,9,10,0,1780.0
7,3720,8.221747728346623,0,3,15,2.772588722239781,0,0,1,5,1,10,15,1,3162.0
6,3500,8.160803920954665,2,0,40,3.713572066704308,1,1,5,0,1,4,20,0,2100.0
9,4880,8.493105395887147,2,1,80,4.394449154672439,1,2,3,0,1,1,80,1,976.0
1,3120,8.045908742270779,0,5,50,3.9318256327243257,1,2,1,0,1,6,10,0,1560.0
7,2180,7.687538766201629,2,3,45,3.828641396489095,0,0,3,5,2,9,5,0,1199.0
1,1960,7.581209826196346,1,0,85,4.454347296253507,0,1,1,5,1,6,5,0,294.0
4,3660,8.205491613120236,0,6,90,4.51085950651685,1,0,6,0,3,8,30,0,366.0
0,2580,7.855932199718614,0,4,50,3.9318256327243257,1,2,1,0,3,9,10,0,1290.0
1,4360,8.380456667842767,1,6,90,4.51085950651685,1,0,6,0,3,0,10,0,436.0
3,4140,8.328692583545568,0,3,30,3.4339872044851463,1,0,2,0,2,1,30,1,2898.0
8,2380,7.7752758464868625,1,0,15,2.772588722239781,0,0,1,5,0,7,5,0,2023.0
9,3080,8.033009498596668,2,0,60,4.110873864173311,1,0,4,0,1,0,20,0,1232.0
7,3720,8.221747728346623,0,3,85,4.454347296253507,0,1,1,5,3,7,5,0,558.0
7,1720,7.450660796211539,1,5,20,3.044522437723423,1,2,6,0,2,9,20,1,1376.0
3,1320,7.186144304522325,0,4,85,4.454347296253507,0,1,1,5,3,0,5,0,198.0
1,520,6.255750041753367,1,2,90,4.51085950651685,1,0,6,0,0,3,10,0,52.0
7,400,5.993961427306569,1,1,90,4.51085950651685,1,0,6,0,0,3,10,0,40.0
3,3000,8.006700845440367,0,4,10,2.3978952727983707,1,1,3,0,2,8,10,1,2700.0
4,4380,8.385032287813898,0,5,90,4.51085950651685,1,0,6,0,3,6,30,0,438.0
6,840,6.734591659972948,0,0,85,4.454347296253507,0,1,1,5,2,1,5,0,126.0
1,1940,7.57095858316901,2,1,35,3.58351893845611,0,2,0,5,0,0,5,0,1261.0
9,4800,8.476579508530941,0,5,30,3.4339872044851463,1,0,2,0,3,0,30,1,3360.0
4,460,6.133398042996649,1,5,30,3.4339872044851463,1,0,2,0,0,10,10,0,322.0
7,4000,8.294299608857235,1,3,80,4.394449154672439,1,2,3,0,1,0,80,1,800.0
4,1720,7.450660796211539,1,5,5,1.791759469228055,0,2,5,5,1,3,5,1,1634.0
3,940,6.846943139585379,1,2,50,3.9318256327243257,1,2,1,0,2,7,10,0,470.0
7,4020,8.299285906897275,0,2,45,3.828641396489095,0,0,3,5,3,2,15,0,2211.0
2,1500,7.313886831633462,0,2,25,3.258096538021482,0,1,4,5,3,1,25,1,1125.0
4,1720,7.450660796211539,1,5,60,4.110873864173311,1,0,4,0,1,5,20,0,688.0
6,3940,8.279189777195004,1,6,60,4.110873864173311,1,0,4,0,3,4,20,0,1576.0
3,4000,8.294299608857235,1,3,80,4.394449154672439,1,2,3,0,3,7,80,1,800.0
8,2060,7.630946580890459,2,2,40,3.713572066704308,1,1,5,0,2,7,20,0,1236.0
3,2560,7.848153086199526,1,5,85,4.454347296253507,0,1,1,5,1,2,5,0,384.0
