slot_person_name,slot_item1,slot_item2,slot_item3,slot_min1,slot_min1_abs_log1p,slot_min1_is_even,slot_min1_mod3,slot_min1_mod7,slot_min1_mod10,slot_min2,slot_min2_abs_log1p,slot_min2_is_even,slot_min2_mod3,slot_min2_mod7,slot_min2_mod10,slot_min3,slot_min3_abs_log1p,slot_min3_is_even,slot_min3_mod3,slot_min3_mod7,slot_min3_mod10,slot_extra_percent,slot_extra_percent_abs_log1p,slot_extra_percent_is_even,slot_extra_percent_mod3,slot_extra_percent_mod7,slot_extra_percent_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
9,3,4,7,880,6.78105762593618,1,1,5,0,1280,7.155396301896734,1,2,6,0,1665,7.418180822726788,0,0,6,5,125,4.836281906951478,0,2,6,5,3,5,0,103275.0
9,7,0,4,1210,7.099201743553092,1,1,6,0,395,5.981414211254481,0,2,3,5,2670,7.890208213109961,1,0,3,0,100,4.61512051684126,1,1,2,0,0,5,0,102600.0
14,5,1,2,1710,7.444833273892193,1,0,2,0,1875,7.53689712956617,0,0,6,5,2465,7.81035268372429,0,2,1,5,25,3.258096538021482,0,1,4,5,2,5,1,90750.0
11,4,6,3,435,6.077642243349034,0,0,1,5,315,5.755742213586912,0,0,0,5,175,5.170483995038151,0,1,0,5,25,3.258096538021482,0,1,4,5,0,5,1,13875.0
0,5,4,6,710,6.566672429803241,1,2,3,0,435,6.077642243349034,0,0,1,5,1630,7.396948602621014,1,1,6,0,100,4.61512051684126,1,1,2,0,1,5,0,66600.0
0,7,1,7,1265,7.143617602704121,0,2,5,5,1510,7.32052696227274,1,1,5,0,400,5.993961427306569,1,1,1,0,150,5.017279836814924,1,0,3,0,1,5,0,95250.0
4,3,7,0,1970,7.58629630715272,1,2,3,0,1335,7.197435354096591,0,0,5,5,1345,7.204892510204673,0,1,1,5,75,4.330733340286331,0,0,5,5,0,5,0,97650.0
13,7,6,0,1070,6.976348070447749,1,2,6,0,1755,7.470793774195062,0,0,5,5,1250,7.1316985104669115,1,2,4,0,150,5.017279836814924,1,0,3,0,1,5,0,122250.0
3,4,3,2,1965,7.583756300707112,0,0,5,5,1455,7.283448228756631,0,0,6,5,2755,7.9215356321335495,0,1,4,5,75,4.330733340286331,0,0,5,5,3,5,0,129675.0
2,5,2,6,1990,7.596392304064196,1,1,2,0,315,5.755742213586912,0,0,0,5,2495,7.822444729489319,0,2,3,5,50,3.9318256327243257,1,2,1,0,2,5,0,86400.0
5,7,1,6,985,6.893656354602635,0,1,5,5,1305,7.174724309836376,0,0,3,5,210,5.351858133476067,1,0,0,0,125,4.836281906951478,0,2,6,5,3,5,0,67500.0
0,2,7,2,1925,7.563200592358071,0,2,0,5,570,6.3473892096560105,1,0,3,0,1755,7.470793774195062,0,0,5,5,50,3.9318256327243257,1,2,1,0,3,5,0,76500.0
4,3,6,0,1580,7.365812837209472,1,2,5,0,1335,7.197435354096591,0,0,5,5,1585,7.368970402194793,0,1,3,5,25,3.258096538021482,0,1,4,5,2,5,0,67500.0
8,6,6,6,1150,7.048386408721883,1,1,2,0,1405,7.2485040723706105,0,1,5,5,2645,7.880804344674901,0,2,6,5,50,3.9318256327243257,1,2,1,0,0,5,1,93600.0
6,3,6,0,950,6.85751406254539,1,2,5,0,510,6.236369590203704,1,0,6,0,415,6.030685260261263,0,1,2,5,100,4.61512051684126,1,1,2,0,1,5,0,45000.0
13,6,7,1,150,5.017279836814924,1,0,3,0,1735,7.459338895220296,0,1,6,5,2490,7.820439515262181,1,0,5,0,150,5.017279836814924,1,0,3,0,2,5,1,131250.0
11,0,6,0,95,4.564348191467836,0,2,4,5,640,6.46302945692067,1,1,3,0,1865,7.531552381407289,0,2,3,5,175,5.170483995038151,0,1,0,5,2,5,0,85800.0
1,7,1,0,1295,7.16703787691222,0,2,0,5,975,6.883462586413092,0,0,2,5,1630,7.396948602621014,1,1,6,0,125,4.836281906951478,0,2,6,5,0,5,0,105300.0
7,2,6,7,1095,6.999422467507961,0,0,3,5,870,6.769641976852503,1,0,2,0,2635,7.877017895622398,0,1,3,5,75,4.330733340286331,0,0,5,5,0,5,0,96600.0
5,6,7,7,940,6.846943139585379,1,1,2,0,535,6.284134161070802,0,1,3,5,2775,7.9287663216266955,0,0,3,5,125,4.836281906951478,0,2,6,5,0,5,0,114750.0
10,7,0,3,1625,7.3938782901077555,0,2,1,5,465,6.144185634125646,0,0,3,5,1535,7.336936913707618,0,2,2,5,175,5.170483995038151,0,1,0,5,2,5,0,119625.0
13,1,6,3,845,6.740519359606223,0,2,5,5,1485,7.303843225277705,0,0,1,5,1595,7.3752557780097545,0,2,6,5,25,3.258096538021482,0,1,4,5,3,5,0,58875.0
11,5,3,7,1335,7.197435354096591,0,0,5,5,145,4.983606621708336,0,1,5,5,1820,7.507141079727608,1,2,0,0,25,3.258096538021482,0,1,4,5,1,5,0,49500.0
11,7,6,0,315,5.755742213586912,0,0,0,5,780,6.660575149839686,1,0,3,0,230,5.442417710521793,1,2,6,0,175,5.170483995038151,0,1,0,5,2,5,0,43725.0
4,1,4,3,1190,7.0825485693553,1,2,0,0,535,6.284134161070802,0,1,3,5,1125,7.026426808699636,0,0,5,5,50,3.9318256327243257,1,2,1,0,2,5,0,51300.0
12,0,2,4,985,6.893656354602635,0,1,5,5,1550,7.346655163176539,1,2,3,0,1265,7.143617602704121,0,2,5,5,50,3.9318256327243257,1,2,1,0,2,5,1,68400.0
13,4,6,1,440,6.089044875446846,1,2,6,0,500,6.2166061010848646,1,2,3,0,1260,7.13966033596492,1,0,0,0,150,5.017279836814924,1,0,3,0,0,10,0,66000.0
6,7,5,4,1945,7.57353126274595,0,1,6,5,1345,7.204892510204673,0,1,1,5,1810,7.501634457883413,1,1,4,0,100,4.61512051684126,1,1,2,0,1,5,0,122400.0
7,1,6,2,1380,7.2305631534092925,1,0,1,0,1200,7.0909098220799835,1,0,3,0,2020,7.611347717403621,1,1,4,0,150,5.017279836814924,1,0,3,0,3,10,1,138000.0
7,1,4,1,690,6.53813982376767,1,0,4,0,50,3.9318256327243257,1,2,1,0,1685,7.430114138561801,0,2,5,5,50,3.9318256327243257,1,2,1,0,2,5,1,43650.0
6,2,0,6,1080,6.985641817639208,1,0,2,0,890,6.792344427470809,1,2,1,0,830,6.7226297948554485,1,2,4,0,100,4.61512051684126,1,1,2,0,3,10,0,67200.0
2,5,3,3,1020,6.928537818164665,1,0,5,0,1840,7.518064181233078,1,1,6,0,2290,7.736743682453495,1,1,1,0,75,4.330733340286331,0,0,5,5,3,5,0,108150.0
7,6,5,2,1250,7.1316985104669115,1,2,4,0,1495,7.310550158534422,0,1,4,5,80,4.394449154672439,1,2,3,0,175,5.170483995038151,0,1,0,5,2,5,0,93225.0
4,4,6,1,1950,7.576097340623111,1,0,4,0,380,5.942799375126701,1,2,2,0,1070,6.976348070447749,1,2,6,0,100,4.61512051684126,1,1,2,0,1,10,0,81600.0
7,3,4,5,1165,7.061334366910438,0,1,3,5,455,6.1224928095143865,0,2,0,5,2530,7.836369760545124,1,1,3,0,75,4.330733340286331,0,0,5,5,3,5,0,87150.0
6,2,4,4,730,6.594413459749778,1,1,2,0,670,6.508769136971682,1,1,5,0,2400,7.783640596221253,1,0,6,0,75,4.330733340286331,0,0,5,5,2,5,1,79800.0
5,6,3,6,230,5.442417710521793,1,2,6,0,985,6.893656354602635,0,1,5,5,1710,7.444833273892193,1,0,2,0,175,5.170483995038151,0,1,0,5,3,5,0,96525.0
11,7,0,1,1325,7.189922170745808,0,2,2,5,130,4.875197323201151,1,1,4,0,245,5.5053315359323625,0,2,0,5,100,4.61512051684126,1,1,2,0,1,5,0,40800.0
2,5,5,7,815,6.704414354964107,0,2,3,5,1130,7.030857476116121,1,2,3,0,2905,7.974532844130228,0,1,0,5,50,3.9318256327243257,1,2,1,0,1,5,0,87300.0
10,1,1,7,1070,6.976348070447749,1,2,6,0,1340,7.201170883281678,1,2,3,0,1390,7.237778191923443,1,1,4,0,100,4.61512051684126,1,1,2,0,1,10,0,91200.0
8,7,6,1,1840,7.518064181233078,1,1,6,0,915,6.82001636467413,0,0,5,5,2645,7.880804344674901,0,2,6,5,75,4.330733340286331,0,0,5,5,1,5,0,113400.0
11,0,1,6,240,5.484796933490655,1,0,2,0,880,6.78105762593618,1,1,5,0,430,6.066108090103747,1,1,3,0,175,5.170483995038151,0,1,0,5,3,5,0,51150.0
1,1,4,2,195,5.278114659230517,0,0,6,5,1900,7.550135342488429,1,1,3,0,980,6.8885724595653635,1,2,0,0,150,5.017279836814924,1,0,3,0,3,5,0,92250.0
5,3,5,6,1325,7.189922170745808,0,2,2,5,650,6.478509642208569,1,2,6,0,2125,7.661997558901893,0,1,4,5,175,5.170483995038151,0,1,0,5,2,25,0,135300.0
8,6,7,5,485,6.186208623900494,0,2,2,5,225,5.420534999272286,0,0,1,5,2615,7.86940171257709,0,2,4,5,175,5.170483995038151,0,1,0,5,0,5,0,109725.0
13,7,4,5,1950,7.576097340623111,1,0,4,0,1600,7.3783837129967145,1,1,4,0,1225,7.111512116496157,0,1,0,5,125,4.836281906951478,0,2,6,5,2,25,0,128925.0
12,2,2,2,385,5.955837369464831,0,1,0,5,1405,7.2485040723706105,0,1,5,5,685,6.530877627725885,0,1,6,5,125,4.836281906951478,0,2,6,5,2,5,0,66825.0
6,6,2,6,1420,7.259116128097101,1,1,6,0,670,6.508769136971682,1,1,5,0,2085,7.643003635560718,0,0,6,5,75,4.330733340286331,0,0,5,5,0,5,0,87675.0
12,6,6,1,1360,7.215975002651466,1,1,2,0,615,6.423246963533519,0,0,6,5,825,6.716594773520978,0,0,6,5,100,4.61512051684126,1,1,2,0,2,5,0,67200.0
14,4,4,5,55,4.02535169073515,0,1,6,5,1730,7.456454555176209,1,2,1,0,2415,7.789868559054706,0,0,0,5,25,3.258096538021482,0,1,4,5,3,5,0,63000.0
11,0,2,0,330,5.802118375377063,1,0,1,0,70,4.2626798770413155,1,1,0,0,2900,7.972810784121404,1,2,2,0,50,3.9318256327243257,1,2,1,0,1,10,1,59400.0
7,5,3,3,580,6.364750756851911,1,1,6,0,1830,7.5126175446745105,1,0,3,0,1940,7.57095858316901,1,2,1,0,25,3.258096538021482,0,1,4,5,0,5,0,65250.0
3,7,6,6,1365,7.2196420401307355,0,0,0,5,1810,7.501634457883413,1,1,4,0,275,5.62040086571715,0,2,2,5,25,3.258096538021482,0,1,4,5,1,5,1,51750.0
13,2,7,7,200,5.303304908059076,1,2,4,0,315,5.755742213586912,0,0,0,5,1585,7.368970402194793,0,1,3,5,25,3.258096538021482,0,1,4,5,0,5,1,31500.0
2,7,0,1,555,6.320768294250582,0,0,2,5,180,5.198497031265826,1,0,5,0,590,6.3818160174060985,1,2,2,0,125,4.836281906951478,0,2,6,5,0,5,0,35775.0
10,5,5,0,715,6.573680166960646,0,1,1,5,695,6.54534966033442,0,2,2,5,1815,7.504391559161238,0,0,2,5,175,5.170483995038151,0,1,0,5,0,5,0,106425.0
1,3,4,1,1195,7.086737934510577,0,1,5,5,175,5.170483995038151,0,1,0,5,1055,6.962243464266207,0,2,5,5,50,3.9318256327243257,1,2,1,0,0,5,0,43650.0
5,2,6,1,555,6.320768294250582,0,0,2,5,1860,7.528869256642251,1,0,5,0,2660,7.886457270977689,1,2,0,0,50,3.9318256327243257,1,2,1,0,2,5,0,91350.0
1,7,2,1,390,5.968707559985366,1,0,5,0,155,5.049856007249537,0,2,1,5,2330,7.754052639035757,1,2,6,0,125,4.836281906951478,0,2,6,5,0,5,0,77625.0
10,2,6,7,1385,7.234177179749849,0,2,6,5,715,6.573680166960646,0,1,1,5,2025,7.613818684808629,0,0,2,5,75,4.330733340286331,0,0,5,5,1,5,1,86625.0
1,4,0,7,80,4.394449154672439,1,2,3,0,630,6.447305862541213,1,0,0,0,2790,7.934155233536322,1,0,4,0,75,4.330733340286331,0,0,5,5,3,5,0,73500.0
7,2,1,3,900,6.803505257608338,1,0,4,0,1065,6.97166860472579,0,0,1,5,1610,7.384610383176974,1,2,0,0,100,4.61512051684126,1,1,2,0,2,5,1,85800.0
5,0,5,3,1810,7.501634457883413,1,1,4,0,295,5.69035945432406,0,1,1,5,1420,7.259116128097101,1,1,6,0,100,4.61512051684126,1,1,2,0,1,5,0,84600.0
12,3,0,4,690,6.53813982376767,1,0,4,0,620,6.431331081933479,1,2,4,0,265,5.583496308781699,0,1,6,5,25,3.258096538021482,0,1,4,5,0,5,0,23625.0
2,0,3,1,1255,7.135687347028144,0,1,2,5,735,6.601230118728877,0,0,0,5,1935,7.568379267836522,0,0,3,5,100,4.61512051684126,1,1,2,0,2,5,0,94200.0
2,1,1,1,1070,6.976348070447749,1,2,6,0,535,6.284134161070802,0,1,3,5,845,6.740519359606223,0,2,5,5,150,5.017279836814924,1,0,3,0,1,5,1,73500.0
14,2,3,4,790,6.673297967767654,1,1,6,0,1650,7.409136443920128,1,0,5,0,1860,7.528869256642251,1,0,5,0,150,5.017279836814924,1,0,3,0,3,10,1,129000.0
14,5,4,2,1350,7.208600337960199,1,0,6,0,1050,6.957497370876951,1,0,0,0,2100,7.650168700845001,1,0,0,0,125,4.836281906951478,0,2,6,5,1,25,1,121500.0
3,1,5,1,705,6.559615237493242,0,0,5,5,745,6.61472560020376,0,1,3,5,325,5.786897381366708,0,1,3,5,50,3.9318256327243257,1,2,1,0,1,5,0,31950.0
1,5,3,6,1505,7.317212408359839,0,2,0,5,130,4.875197323201151,1,1,4,0,2090,7.645397699428633,1,2,4,0,175,5.170483995038151,0,1,0,5,2,5,0,122925.0
1,2,0,1,1070,6.976348070447749,1,2,6,0,780,6.660575149839686,1,0,3,0,1050,6.957497370876951,1,0,0,0,150,5.017279836814924,1,0,3,0,3,10,1,87000.0
8,5,0,3,520,6.255750041753367,1,1,2,0,1020,6.928537818164665,1,0,5,0,385,5.955837369464831,0,1,0,5,25,3.258096538021482,0,1,4,5,0,5,0,28875.0
6,6,0,5,1125,7.026426808699636,0,0,5,5,385,5.955837369464831,0,1,0,5,390,5.968707559985366,1,0,5,0,150,5.017279836814924,1,0,3,0,2,5,0,57000.0
14,7,6,1,625,6.439350371100098,0,1,2,5,275,5.62040086571715,0,2,2,5,1250,7.1316985104669115,1,2,4,0,150,5.017279836814924,1,0,3,0,3,25,1,64500.0
8,1,6,7,1035,6.943122422819428,0,0,6,5,625,6.439350371100098,0,1,2,5,2540,7.840312983320164,1,2,6,0,75,4.330733340286331,0,0,5,5,2,5,0,88200.0
13,0,3,5,1020,6.928537818164665,1,0,5,0,240,5.484796933490655,1,0,2,0,1665,7.418180822726788,0,0,6,5,25,3.258096538021482,0,1,4,5,2,5,0,43875.0
14,1,0,0,885,6.786716950605081,0,0,3,5,95,4.564348191467836,0,2,4,5,2145,7.671360923190644,0,0,3,5,75,4.330733340286331,0,0,5,5,3,5,0,65625.0
0,2,6,5,735,6.601230118728877,0,0,0,5,315,5.755742213586912,0,0,0,5,1475,7.297091005160418,0,2,5,5,100,4.61512051684126,1,1,2,0,3,5,0,60600.0
4,4,4,4,1170,7.065613363597717,1,0,1,0,90,4.51085950651685,1,0,6,0,1565,7.356279876550748,0,2,4,5,175,5.170483995038151,0,1,0,5,3,5,1,93225.0
8,3,5,5,1720,7.450660796211539,1,1,5,0,1055,6.962243464266207,0,2,5,5,800,6.68586094706836,1,2,2,0,75,4.330733340286331,0,0,5,5,0,5,0,75075.0
5,0,1,4,1265,7.143617602704121,0,2,5,5,465,6.144185634125646,0,0,3,5,1720,7.450660796211539,1,1,5,0,100,4.61512051684126,1,1,2,0,0,5,0,82800.0
12,0,7,0,1640,7.403061091090091,1,2,2,0,440,6.089044875446846,1,2,6,0,95,4.564348191467836,0,2,4,5,25,3.258096538021482,0,1,4,5,0,5,0,32625.0
2,7,7,2,420,6.042632833682381,1,0,0,0,1850,7.523481312573497,1,2,2,0,1530,7.333676395657684,1,0,4,0,100,4.61512051684126,1,1,2,0,3,10,0,91200.0
3,7,0,5,510,6.236369590203704,1,0,6,0,180,5.198497031265826,1,0,5,0,1710,7.444833273892193,1,0,2,0,25,3.258096538021482,0,1,4,5,3,5,0,36000.0
6,7,5,7,265,5.583496308781699,0,1,6,5,1450,7.280008252884188,1,1,1,0,110,4.709530201312334,1,2,5,0,175,5.170483995038151,0,1,0,5,1,5,0,60225.0
13,6,7,5,995,6.903747257584598,0,2,1,5,1410,7.252053951852814,1,0,3,0,2820,7.944846711001996,1,0,6,0,25,3.258096538021482,0,1,4,5,3,5,1,78375.0
8,3,7,3,1710,7.444833273892193,1,0,2,0,925,6.8308742346461795,0,1,1,5,1115,7.017506142941256,0,2,2,5,175,5.170483995038151,0,1,0,5,0,5,0,123750.0
9,6,5,6,1180,7.074116816197362,1,1,4,0,1345,7.204892510204673,0,1,1,5,125,4.836281906951478,0,2,6,5,100,4.61512051684126,1,1,2,0,0,5,0,63600.0
14,4,5,5,150,5.017279836814924,1,0,3,0,325,5.786897381366708,0,1,3,5,1700,7.438971592395862,1,2,6,0,25,3.258096538021482,0,1,4,5,1,25,3,32625.0
1,7,0,1,1020,6.928537818164665,1,0,5,0,915,6.82001636467413,0,0,5,5,2290,7.736743682453495,1,1,1,0,125,4.836281906951478,0,2,6,5,0,5,0,114075.0
3,7,4,3,1465,7.290292882446597,0,1,2,5,680,6.523562306149512,1,2,1,0,2180,7.687538766201629,1,2,3,0,150,5.017279836814924,1,0,3,0,1,5,0,129750.0
13,4,7,2,190,5.25227342804663,1,1,1,0,340,5.831882477283517,1,1,4,0,1695,7.4360278163518485,0,0,1,5,75,4.330733340286331,0,0,5,5,0,5,0,46725.0
3,7,1,5,1995,7.59890045687141,0,0,0,5,680,6.523562306149512,1,2,1,0,350,5.860786223465865,1,2,0,0,75,4.330733340286331,0,0,5,5,3,5,0,63525.0
10,5,0,3,1020,6.928537818164665,1,0,5,0,1040,6.947937068614969,1,2,4,0,1990,7.596392304064196,1,1,2,0,25,3.258096538021482,0,1,4,5,0,5,0,60750.0
11,6,5,6,755,6.628041376179533,0,2,6,5,55,4.02535169073515,0,1,6,5,2715,7.906915488678587,0,0,6,5,175,5.170483995038151,0,1,0,5,2,5,0,116325.0
7,1,4,7,900,6.803505257608338,1,0,4,0,1400,7.244941546337007,1,2,0,0,2425,7.793999089503996,0,1,3,5,25,3.258096538021482,0,1,4,5,0,25,3,70875.0
10,7,5,5,1540,7.340186835320115,1,1,0,0,1490,7.307202314764738,1,2,6,0,2795,7.935945103353701,0,2,2,5,175,5.170483995038151,0,1,0,5,3,5,0,192225.0
1,4,2,2,470,6.154858094016418,1,2,1,0,1245,7.1276936993473985,0,0,6,5,2260,7.72356247227797,1,1,6,0,175,5.170483995038151,0,1,0,5,1,5,0,131175.0
7,1,4,4,360,5.8888779583328805,1,0,3,0,795,6.679599185844383,0,0,4,5,70,4.2626798770413155,1,1,0,0,75,4.330733340286331,0,0,5,5,0,5,0,25725.0
4,0,4,7,1640,7.403061091090091,1,2,2,0,830,6.7226297948554485,1,2,4,0,1505,7.317212408359839,0,2,0,5,100,4.61512051684126,1,1,2,0,3,5,0,95400.0
13,2,6,4,545,6.302618975744905,0,2,6,5,1825,7.509883061154913,0,1,5,5,155,5.049856007249537,0,2,1,5,125,4.836281906951478,0,2,6,5,1,5,0,68175.0
10,4,5,6,1885,7.542213463193403,0,1,2,5,325,5.786897381366708,0,1,3,5,1565,7.356279876550748,0,2,4,5,175,5.170483995038151,0,1,0,5,2,5,0,124575.0
11,5,3,7,1615,7.38770923908104,0,1,5,5,935,6.841615476477592,0,2,4,5,2600,7.8636512654486515,1,2,3,0,100,4.61512051684126,1,1,2,0,1,5,1,123600.0
3,2,5,4,485,6.186208623900494,0,2,2,5,1845,7.520776415062797,0,0,4,5,595,6.39024066706535,0,1,0,5,125,4.836281906951478,0,2,6,5,3,5,0,78975.0
6,7,5,4,745,6.61472560020376,0,1,3,5,115,4.7535901911063645,0,1,3,5,1915,7.557994958530806,0,1,4,5,75,4.330733340286331,0,0,5,5,1,5,0,58275.0
3,0,7,7,1825,7.509883061154913,0,1,5,5,350,5.860786223465865,1,2,0,0,1725,7.453561871643373,0,0,3,5,25,3.258096538021482,0,1,4,5,3,25,3,58500.0
14,2,1,6,1600,7.3783837129967145,1,1,4,0,1275,7.151485463904735,0,0,1,5,2325,7.75190533307861,0,0,1,5,150,5.017279836814924,1,0,3,0,0,25,0,156000.0
5,0,3,6,370,5.916202062607435,1,1,6,0,860,6.7580945044277305,1,2,6,0,1270,7.147559271189454,1,1,3,0,175,5.170483995038151,0,1,0,5,3,5,0,82500.0
4,1,7,7,925,6.8308742346461795,0,1,1,5,1240,7.123672785204607,1,1,1,0,335,5.817111159963204,0,2,6,5,125,4.836281906951478,0,2,6,5,0,5,0,67500.0
9,4,3,2,50,3.9318256327243257,1,2,1,0,730,6.594413459749778,1,1,2,0,895,6.79794041297493,0,1,6,5,75,4.330733340286331,0,0,5,5,2,5,0,35175.0
13,5,4,3,190,5.25227342804663,1,1,1,0,1495,7.310550158534422,0,1,4,5,1940,7.57095858316901,1,2,1,0,50,3.9318256327243257,1,2,1,0,1,5,0,65250.0
6,7,6,2,560,6.329720905522696,1,2,0,0,230,5.442417710521793,1,2,6,0,860,6.7580945044277305,1,2,6,0,100,4.61512051684126,1,1,2,0,1,10,0,39600.0
6,7,5,5,1845,7.520776415062797,0,0,4,5,1540,7.340186835320115,1,1,0,0,1790,7.490529402060711,1,2,5,0,75,4.330733340286331,0,0,5,5,1,5,0,108675.0
2,0,3,7,1495,7.310550158534422,0,1,4,5,1230,7.115582126184454,1,0,5,0,1950,7.576097340623111,1,0,4,0,25,3.258096538021482,0,1,4,5,2,5,1,70125.0
0,0,2,0,1895,7.547501682814967,0,2,5,5,930,6.836259277277067,1,0,6,0,2475,7.814399633804487,0,0,4,5,100,4.61512051684126,1,1,2,0,0,5,0,127200.0
9,3,7,5,760,6.634633357861686,1,1,4,0,130,4.875197323201151,1,1,4,0,2910,7.976251943745623,1,0,5,0,100,4.61512051684126,1,1,2,0,3,10,0,91200.0
10,0,4,4,700,6.55250788703459,1,1,0,0,1610,7.384610383176974,1,2,0,0,2490,7.820439515262181,1,0,5,0,150,5.017279836814924,1,0,3,0,2,10,0,144000.0
6,1,6,7,1765,7.476472381163905,0,1,1,5,215,5.375278407684165,0,2,5,5,1470,7.293697720601438,1,0,0,0,175,5.170483995038151,0,1,0,5,1,5,0,113850.0
5,1,3,6,1985,7.593877844605118,0,2,4,5,805,6.692083742506628,0,1,0,5,1035,6.943122422819428,0,0,6,5,25,3.258096538021482,0,1,4,5,3,5,0,57375.0
14,0,3,0,60,4.110873864173311,1,0,4,0,335,5.817111159963204,0,2,6,5,2680,7.893945138235959,1,1,6,0,75,4.330733340286331,0,0,5,5,0,5,1,64575.0
2,0,7,6,1005,6.913737350659685,0,0,4,5,1085,6.990256500493881,0,2,0,5,1235,7.119635638017636,0,2,3,5,50,3.9318256327243257,1,2,1,0,1,5,0,59850.0
1,3,7,5,1790,7.490529402060711,1,2,5,0,1255,7.135687347028144,0,1,2,5,2630,7.875119281040293,1,2,5,0,75,4.330733340286331,0,0,5,5,2,5,0,119175.0
13,0,4,6,635,6.455198563340122,0,2,5,5,1765,7.476472381163905,0,1,1,5,2900,7.972810784121404,1,2,2,0,25,3.258096538021482,0,1,4,5,2,5,1,79500.0
10,1,2,7,1910,7.555381944240273,1,2,6,0,1360,7.215975002651466,1,1,2,0,305,5.723585101952381,0,2,4,5,25,3.258096538021482,0,1,4,5,2,5,0,53625.0
12,1,7,2,885,6.786716950605081,0,0,3,5,1085,6.990256500493881,0,2,0,5,605,6.406879986069314,0,2,3,5,25,3.258096538021482,0,1,4,5,0,5,0,38625.0
5,3,4,4,1135,7.035268599281097,0,1,1,5,1540,7.340186835320115,1,1,0,0,2225,7.70796153183549,0,2,6,5,150,5.017279836814924,1,0,3,0,2,5,0,147000.0
4,2,6,4,120,4.795790545596741,1,0,1,0,945,6.852242569051878,0,0,0,5,1485,7.303843225277705,0,0,1,5,150,5.017279836814924,1,0,3,0,2,15,0,76500.0
7,0,3,0,1110,7.01301578963963,1,0,4,0,1255,7.135687347028144,0,1,2,5,860,6.7580945044277305,1,2,6,0,100,4.61512051684126,1,1,2,0,1,5,0,77400.0
6,3,4,1,175,5.170483995038151,0,1,0,5,840,6.734591659972948,1,0,0,0,2110,7.65491704784832,1,1,3,0,25,3.258096538021482,0,1,4,5,3,5,1,46875.0
2,4,1,4,1230,7.115582126184454,1,0,5,0,935,6.841615476477592,0,2,4,5,2335,7.756195343948118,0,1,4,5,100,4.61512051684126,1,1,2,0,3,5,0,108000.0
3,4,5,3,1995,7.59890045687141,0,0,0,5,575,6.3561076606958915,0,2,1,5,2980,8.000014093678072,1,1,5,0,150,5.017279836814924,1,0,3,0,0,5,0,166500.0
9,0,0,4,200,5.303304908059076,1,2,4,0,1780,7.484930283289661,1,1,2,0,2420,7.791935956938058,1,2,5,0,125,4.836281906951478,0,2,6,5,2,5,0,118800.0
11,3,3,3,1220,7.107425474110705,1,2,2,0,185,5.225746673713202,0,2,3,5,1220,7.107425474110705,1,2,2,0,125,4.836281906951478,0,2,6,5,3,5,1,70875.0
7,7,1,6,1460,7.2868764117507,1,2,4,0,1435,7.269616749608169,0,1,0,5,80,4.394449154672439,1,2,3,0,75,4.330733340286331,0,0,5,5,3,5,0,62475.0
11,2,2,1,1625,7.3938782901077555,0,2,1,5,1285,7.1592919047975645,0,1,4,5,940,6.846943139585379,1,1,2,0,25,3.258096538021482,0,1,4,5,2,5,1,57750.0
10,0,5,1,1300,7.170888478512505,1,1,5,0,365,5.902633333401366,0,2,1,5,185,5.225746673713202,0,2,3,5,100,4.61512051684126,1,1,2,0,0,5,1,44400.0
10,2,6,5,430,6.066108090103747,1,1,3,0,1385,7.234177179749849,0,2,6,5,2860,7.95892649305011,1,1,4,0,100,4.61512051684126,1,1,2,0,3,5,0,112200.0
5,3,6,3,125,4.836281906951478,0,2,6,5,1690,7.43307534889858,1,1,3,0,2485,7.818430272070656,0,1,0,5,150,5.017279836814924,1,0,3,0,3,5,0,129000.0
0,7,6,0,410,6.018593214496234,1,2,4,0,125,4.836281906951478,0,2,6,5,2740,7.916078096302786,1,1,3,0,100,4.61512051684126,1,1,2,0,0,5,0,78600.0
6,2,2,0,1965,7.583756300707112,0,0,5,5,900,6.803505257608338,1,0,4,0,1185,7.078341579557671,0,0,2,5,150,5.017279836814924,1,0,3,0,3,15,1,121500.0
14,0,6,0,1080,6.985641817639208,1,0,2,0,780,6.660575149839686,1,0,3,0,2790,7.934155233536322,1,0,4,0,150,5.017279836814924,1,0,3,0,2,30,0,139500.0
10,2,2,7,380,5.942799375126701,1,2,2,0,325,5.786897381366708,0,1,3,5,2595,7.86172707782398,0,0,5,5,125,4.836281906951478,0,2,6,5,1,5,0,89100.0
4,2,1,6,995,6.903747257584598,0,2,1,5,290,5.673323267171493,1,2,3,0,2940,7.9865049385539955,1,0,0,0,25,3.258096538021482,0,1,4,5,2,5,0,63375.0
9,6,5,5,1595,7.3752557780097545,0,2,6,5,700,6.55250788703459,1,1,0,0,1530,7.333676395657684,1,0,4,0,50,3.9318256327243257,1,2,1,0,0,5,1,68850.0
1,4,7,7,195,5.278114659230517,0,0,6,5,250,5.5254529391317835,1,1,5,0,730,6.594413459749778,1,1,2,0,150,5.017279836814924,1,0,3,0,3,5,0,35250.0
13,7,6,3,490,6.19644412779452,1,1,0,0,1795,7.493317248862145,0,1,3,5,1165,7.061334366910438,0,1,3,5,25,3.258096538021482,0,1,4,5,0,5,0,51750.0
2,7,4,4,315,5.755742213586912,0,0,0,5,1555,7.349873704738337,0,1,1,5,2755,7.9215356321335495,0,1,4,5,125,4.836281906951478,0,2,6,5,0,5,0,124875.0
