slot_person_name,slot_base_age,slot_base_age_abs_log1p,slot_base_age_is_even,slot_base_age_mod3,slot_base_age_mod5,slot_base_age_mod7,slot_base_age_mod10,slot_brother_multiplier,slot_brother_multiplier_abs_log1p,slot_brother_multiplier_is_even,slot_brother_multiplier_mod3,slot_brother_multiplier_mod5,slot_brother_multiplier_mod7,slot_brother_multiplier_mod10,slot_younger_percent,slot_younger_percent_abs_log1p,slot_younger_percent_is_even,slot_younger_percent_mod3,slot_younger_percent_mod7,slot_younger_percent_mod10,gcd_all,n_multiple_pairs,y
5,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,2,0,2,2,74.0
6,60,4.110873864173311,1,0,0,4,0,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,2,0,6,3,462.0
2,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,1,90.0
1,55,4.02535169073515,0,1,0,6,5,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,6,0,1,0,429.0
9,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,1,1,54.0
5,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,3,0,2,2,237.0
1,55,4.02535169073515,0,1,0,6,5,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,6,0,1,1,319.0
4,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,2,0,3,3,141.0
7,55,4.02535169073515,0,1,0,6,5,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,1,0,264.0
6,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,6,0,1,0,195.0
1,50,3.9318256327243257,1,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,2,0,2,1,385.0
8,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,6,0,2,2,58.0
4,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,1,270.0
3,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,3,0,2,1,295.0
8,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,1,138.0
2,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,2,70.0
6,50,3.9318256327243257,1,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,2,0,2,1,385.0
0,32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,1,1,120.0
9,50,3.9318256327243257,1,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,3,0,2,1,395.0
2,56,4.04305126783455,1,2,1,0,6,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,0,420.0
6,45,3.828641396489095,0,0,0,3,5,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,1,0,342.0
5,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,5,2,198.0
9,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,2,1,304.0
2,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,0,72.0
7,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,1,0,1,1,182.0
1,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,1,1,189.0
1,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,1,1,54.0
9,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,2,0,2,3,222.0
4,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,1,132.0
7,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,5,2,363.0
7,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,5,2,396.0
8,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,3,0,5,3,345.0
8,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,0,121.0
6,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,2,0,285.0
5,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,1,0,1,1,117.0
3,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,1,1,180.0
9,32,3.4965075614664802,1,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,1,176.0
2,44,3.8066624897703196,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,1,1,165.0
3,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,1,285.0
3,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,5,2,135.0
5,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,2,0,1,2,47.0
0,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,6,0,5,3,136.0
4,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,6,0,2,1,78.0
3,55,4.02535169073515,0,1,0,6,5,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,1,1,198.0
7,46,3.8501476017100584,1,1,1,4,6,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,2,161.0
5,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,6,0,2,1,290.0
1,36,3.6109179126442243,1,0,1,1,6,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,1,162.0
8,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,1,75.0
7,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,2,0,2,1,154.0
7,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,2,0,5,2,335.0
9,58,4.07753744390572,1,1,3,2,8,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,0,319.0
6,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,1,0,124.0
6,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,1,1,57.0
4,32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,2,112.0
7,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,1,228.0
4,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,3,0,5,3,345.0
6,54,4.007333185232471,1,0,4,5,4,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,1,243.0
7,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,1,0,155.0
8,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,1,0,1,1,117.0
2,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,2,0,2,2,77.0
6,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,2,1,304.0
1,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,1,44.0
8,32,3.4965075614664802,1,2,2,4,2,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,0,240.0
5,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,2,3,36.0
3,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,6,0,1,0,195.0
2,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,1,1,144.0
1,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,2,21.0
5,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,5,2,363.0
4,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,1,0,190.0
0,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,0,33.0
1,56,4.04305126783455,1,2,1,0,6,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,1,1,322.0
4,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,3,0,5,3,138.0
5,28,3.367295829986474,1,1,3,0,8,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,0,210.0
1,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,0,77.0
4,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,2,77.0
4,56,4.04305126783455,1,2,1,0,6,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,1,1,378.0
2,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,2,0,2,3,222.0
0,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,2,2,114.0
9,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,2,0,3,3,141.0
9,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,2,2,56.0
3,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,6,0,5,2,340.0
9,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,1,228.0
6,44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,0,209.0
8,50,3.9318256327243257,1,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,2,0,380.0
9,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,3,0,1,2,294.0
9,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,1,138.0
2,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,1,0,310.0
7,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,1,1,92.0
8,56,4.04305126783455,1,2,1,0,6,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,1,1,378.0
7,55,4.02535169073515,0,1,0,6,5,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,6,0,1,1,319.0
6,34,3.5553480614894135,1,1,4,6,4,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,0,153.0
4,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,2,2,216.0
8,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,1,1,115.0
4,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,2,3,36.0
1,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,6,0,5,2,374.0
7,34,3.5553480614894135,1,1,4,6,4,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,0,153.0
2,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,2,0,2,2,185.0
3,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,4,2,336.0
0,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,3,0,2,2,236.0
2,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,1,69.0
3,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,1,1,57.0
0,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,2,0,5,2,268.0
8,38,3.6635616461296463,1,2,3,3,8,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,0,171.0
5,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,1,228.0
0,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,3,0,1,1,49.0
2,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,1,55.0
6,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,1,132.0
2,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,2,3,228.0
7,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,1,220.0
2,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,0,99.0
2,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,3,0,2,3,117.0
4,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,0,99.0
8,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,1,1,162.0
8,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,3,0,5,3,69.0
4,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,3,0,2,3,78.0
5,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,1,88.0
6,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,3,0,1,1,245.0
8,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,3,0,5,3,414.0
2,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,1,0,120.0
5,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,6,0,5,2,306.0
6,54,4.007333185232471,1,0,4,5,4,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,0,297.0
0,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,2,1,76.0
1,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,2,1,228.0
4,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,2,3,144.0
7,52,3.970291913552122,1,1,2,3,2,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,2,182.0
6,56,4.04305126783455,1,2,1,0,6,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,0,266.0
7,48,3.8918202981106265,1,0,3,6,8,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,1,1,324.0
9,52,3.970291913552122,1,1,2,3,2,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,1,1,195.0
2,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,0,63.0
6,58,4.07753744390572,1,1,3,2,8,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,2,203.0
4,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,1,1,276.0
3,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,6,0,1,0,117.0
2,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,1,45.0
7,50,3.9318256327243257,1,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,3,0,2,1,395.0
6,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,5,2,165.0
7,45,3.828641396489095,0,0,0,3,5,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,1,1,216.0
2,35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,0,161.0
6,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,2,1,57.0
3,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,1,0,240.0
6,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,1,1,108.0
7,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,3,0,2,1,158.0
5,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,1,1,161.0
4,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,2,3,72.0
3,56,4.04305126783455,1,2,1,0,6,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,1,1,210.0
6,34,3.5553480614894135,1,1,4,6,4,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,2,119.0
3,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,2,0,5,2,268.0
3,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,2,3,36.0
9,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,0,36.0
2,56,4.04305126783455,1,2,1,0,6,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,1,1,322.0
1,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,2,2,190.0
9,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,1,92.0
6,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,2,63.0
2,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,2,2,342.0
4,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,2,49.0
3,52,3.970291913552122,1,1,2,3,2,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,1,0,403.0
4,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,1,180.0
0,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,1,0,240.0
6,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,1,0,240.0
2,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,3,0,1,2,294.0
1,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,3,0,2,2,237.0
0,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,2,0,2,3,37.0
8,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,5,2,270.0
6,42,3.7612001156935624,1,0,2,0,2,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,1,315.0
6,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,1,1,93.0
6,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,1,66.0
3,28,3.367295829986474,1,1,3,0,8,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,1,1,105.0
4,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,1,0,155.0
7,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,1,1,276.0
7,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,3,0,2,3,234.0
9,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,2,49.0
5,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,2,2,180.0
5,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,1,0,2,0,33.0
3,58,4.07753744390572,1,1,3,2,8,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,2,203.0
1,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,2,1,57.0
9,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,1,1,60.0
2,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,1,1,180.0
9,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,1,69.0
0,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,3,0,5,3,414.0
7,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,2,1,180.0
5,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,2,0,5,2,335.0
2,36,3.6109179126442243,1,0,1,1,6,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,1,1,279.0
0,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,0,230.0
7,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,2,2,216.0
6,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,6,0,5,3,68.0
6,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,1,1,54.0
6,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,6,0,5,2,102.0
3,44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,0,198.0
0,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,3,0,2,2,237.0
0,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,6,0,2,1,234.0
7,54,4.007333185232471,1,0,4,5,4,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,2,2,189.0
3,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,2,1,280.0
1,34,3.5553480614894135,1,1,4,6,4,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,0,153.0
5,54,4.007333185232471,1,0,4,5,4,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,1,243.0
6,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,1,1,96.0
2,60,4.110873864173311,1,0,0,4,0,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,3,0,2,2,474.0
9,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,2,1,76.0
