slot_name_equal1,slot_name_equal2,slot_name_diff_more,slot_name_diff_less,slot_item_plural,slot_action_past,slot_total_count,slot_total_count_abs_log1p,slot_total_count_is_even,slot_total_count_mod3,slot_total_count_mod5,slot_total_count_mod7,slot_total_count_mod10,slot_pair_total,slot_pair_total_abs_log1p,slot_pair_total_is_even,slot_pair_total_mod3,slot_pair_total_mod5,slot_pair_total_mod7,slot_pair_total_mod10,slot_difference,slot_difference_abs_log1p,slot_difference_is_even,slot_difference_mod3,slot_difference_mod5,slot_difference_mod7,slot_difference_mod10,gcd_all,n_multiple_pairs,y
9,25,20,16,0,0,84,4.442651256490317,1,0,4,0,4,72,4.290459441148391,1,0,2,2,2,14,2.70805020110221,1,2,4,0,4,2,1,37.0
5,8,27,3,5,5,115,4.7535901911063645,0,1,0,3,5,65,4.189654742026425,0,2,0,2,5,11,2.4849066497880004,0,2,1,4,1,1,0,13.0
22,4,16,0,5,5,101,4.624972813284271,0,2,1,3,1,55,4.02535169073515,0,1,0,6,5,19,2.995732273553991,0,1,4,5,9,1,0,14.0
4,9,15,16,2,2,68,4.23410650459726,1,2,3,5,8,44,3.8066624897703196,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,2,2,11.0
16,27,16,3,9,9,39,3.6888794541139363,0,0,4,4,9,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,1,0,6.0
5,7,25,14,9,9,44,3.8066624897703196,1,2,4,2,4,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,2,3,1.0
10,10,26,21,8,8,56,4.04305126783455,1,2,1,0,6,36,3.6109179126442243,1,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,2,1,17.0
11,7,12,26,9,9,60,4.110873864173311,1,0,0,4,0,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,4,2,20.0
7,20,5,7,2,2,101,4.624972813284271,0,2,1,3,1,69,4.248495242049359,0,0,4,6,9,11,2.4849066497880004,0,2,1,4,1,1,0,24.0
12,15,27,21,8,8,122,4.812184355372417,1,2,2,3,2,64,4.174387269895637,1,1,4,1,4,20,3.044522437723423,1,2,0,6,0,2,0,13.0
27,13,10,6,8,8,136,4.919980925828125,1,1,1,3,6,68,4.23410650459726,1,2,3,5,8,12,2.5649493574615367,1,0,2,5,2,4,1,6.0
25,6,13,15,1,1,45,3.828641396489095,0,0,0,3,5,29,3.4011973816621555,0,2,4,1,9,5,1.791759469228055,0,2,0,5,5,1,1,9.0
26,10,5,26,1,1,72,4.290459441148391,1,0,2,2,2,58,4.07753744390572,1,1,3,2,8,10,2.3978952727983707,1,1,0,3,0,2,0,27.0
1,9,0,22,1,1,50,3.9318256327243257,1,2,0,1,0,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,2,2,6.0
27,24,24,12,0,0,117,4.770684624465665,0,0,2,5,7,65,4.189654742026425,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,1,1,9.0
9,2,2,2,8,8,59,4.0943445622221,0,2,4,3,9,29,3.4011973816621555,0,2,4,1,9,15,2.772588722239781,0,0,0,1,5,1,0,7.0
27,25,3,4,5,5,128,4.859812404361672,1,2,3,2,8,62,4.143134726391533,1,2,2,6,2,20,3.044522437723423,1,2,0,6,0,2,0,8.0
23,14,17,26,7,7,110,4.709530201312334,1,2,0,5,0,72,4.290459441148391,1,0,2,2,2,16,2.833213344056216,1,1,1,2,6,2,0,25.0
13,11,5,26,6,6,54,4.007333185232471,1,0,4,5,4,28,3.367295829986474,1,1,3,0,8,2,1.0986122886681098,1,2,2,2,2,2,2,2.0
9,14,19,16,6,6,70,4.2626798770413155,1,1,0,0,0,38,3.6635616461296463,1,2,3,3,8,2,1.0986122886681098,1,2,2,2,2,2,2,4.0
7,4,3,18,5,5,51,3.9512437185814275,0,0,1,2,1,41,3.7376696182833684,0,2,1,6,1,7,2.0794415416798357,0,1,2,0,7,1,0,19.0
8,25,10,13,0,0,123,4.820281565605037,0,0,3,4,3,75,4.330733340286331,0,0,0,5,5,17,2.8903717578961645,0,2,2,3,7,1,0,22.0
12,14,23,7,5,5,142,4.962844630259907,1,1,2,2,2,76,4.343805421853684,1,1,1,6,6,16,2.833213344056216,1,1,1,2,6,2,0,13.0
18,16,10,6,9,9,86,4.465908118654584,1,2,1,2,6,60,4.110873864173311,1,0,0,4,0,10,2.3978952727983707,1,1,0,3,0,2,1,22.0
25,4,24,7,1,1,97,4.584967478670572,0,1,2,6,7,53,3.9889840465642745,0,2,3,4,3,5,1.791759469228055,0,2,0,5,5,1,0,7.0
8,19,17,16,6,6,130,4.875197323201151,1,1,0,4,0,74,4.31748811353631,1,2,4,4,4,14,2.70805020110221,1,2,4,0,4,2,0,16.0
4,17,24,14,5,5,59,4.0943445622221,0,2,4,3,9,53,3.9889840465642745,0,2,3,4,3,9,2.302585092994046,0,0,4,2,9,1,0,28.0
8,18,11,2,6,6,124,4.8283137373023015,1,1,4,5,4,64,4.174387269895637,1,1,4,1,4,8,2.1972245773362196,1,2,3,1,8,4,1,6.0
23,2,11,18,3,3,80,4.394449154672439,1,2,0,3,0,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,2,1,12.0
18,21,6,6,4,4,140,4.948759890378168,1,2,0,0,0,64,4.174387269895637,1,1,4,1,4,18,2.9444389791664403,1,0,3,4,8,2,0,3.0
21,21,1,1,3,3,88,4.48863636973214,1,1,3,4,8,46,3.8501476017100584,1,1,1,4,6,2,1.0986122886681098,1,2,2,2,2,2,2,3.0
26,8,3,25,3,3,70,4.2626798770413155,1,1,0,0,0,56,4.04305126783455,1,2,1,0,6,20,3.044522437723423,1,2,0,6,0,2,0,31.0
19,15,19,7,4,4,74,4.31748811353631,1,2,4,4,4,52,3.970291913552122,1,1,2,3,2,16,2.833213344056216,1,1,1,2,6,2,0,23.0
4,21,14,17,7,7,37,3.6375861597263857,0,1,2,2,7,25,3.258096538021482,0,1,0,4,5,11,2.4849066497880004,0,2,1,4,1,1,0,12.0
20,27,12,15,7,7,104,4.653960350157523,1,2,4,6,4,68,4.23410650459726,1,2,3,5,8,16,2.833213344056216,1,1,1,2,6,4,0,24.0
12,5,20,14,3,3,86,4.465908118654584,1,2,1,2,6,52,3.970291913552122,1,1,2,3,2,2,1.0986122886681098,1,2,2,2,2,2,2,10.0
9,0,27,13,8,8,98,4.59511985013459,1,2,3,0,8,52,3.970291913552122,1,1,2,3,2,16,2.833213344056216,1,1,1,2,6,2,0,11.0
20,21,23,27,4,4,55,4.02535169073515,0,1,0,6,5,43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,1,1,18.0
22,5,26,13,7,7,88,4.48863636973214,1,1,3,4,8,44,3.8066624897703196,1,2,4,2,4,12,2.5649493574615367,1,0,2,5,2,4,1,6.0
8,8,17,13,8,8,133,4.897839799950911,0,1,3,0,3,69,4.248495242049359,0,0,4,6,9,17,2.8903717578961645,0,2,2,3,7,1,0,11.0
8,19,23,21,6,6,105,4.663439094112067,0,0,0,0,5,73,4.30406509320417,0,1,3,3,3,15,2.772588722239781,0,0,0,1,5,1,1,28.0
25,11,24,17,5,5,123,4.820281565605037,0,0,3,4,3,65,4.189654742026425,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,1,1,6.0
5,25,10,19,6,6,77,4.356708826689592,0,2,2,0,7,63,4.1588830833596715,0,0,3,0,3,13,2.6390573296152584,0,1,3,6,3,1,0,31.0
24,22,10,18,0,0,116,4.762173934797756,1,2,1,4,6,56,4.04305126783455,1,2,1,0,6,18,2.9444389791664403,1,0,3,4,8,2,0,7.0
1,20,4,25,0,0,68,4.23410650459726,1,2,3,5,8,50,3.9318256327243257,1,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,2,0,19.0
8,6,4,23,3,3,73,4.30406509320417,0,1,3,3,3,59,4.0943445622221,0,2,4,3,9,7,2.0794415416798357,0,1,2,0,7,1,0,26.0
22,19,3,27,2,2,77,4.356708826689592,0,2,2,0,7,59,4.0943445622221,0,2,4,3,9,13,2.6390573296152584,0,1,3,6,3,1,0,27.0
20,7,26,15,3,3,110,4.709530201312334,1,2,0,5,0,54,4.007333185232471,1,0,4,5,4,14,2.70805020110221,1,2,4,0,4,2,0,6.0
17,4,14,2,2,2,58,4.07753744390572,1,1,3,2,8,38,3.6635616461296463,1,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,2,0,11.0
26,10,16,9,7,7,112,4.727387818712341,1,1,2,0,2,60,4.110873864173311,1,0,0,4,0,20,3.044522437723423,1,2,0,6,0,4,1,14.0
18,16,6,4,5,5,114,4.74493212836325,1,0,4,2,4,80,4.394449154672439,1,2,0,3,0,20,3.044522437723423,1,2,0,6,0,2,1,33.0
12,19,1,9,9,9,90,4.51085950651685,1,0,0,6,0,56,4.04305126783455,1,2,1,0,6,10,2.3978952727983707,1,1,0,3,0,2,1,16.0
12,21,22,2,9,9,124,4.8283137373023015,1,1,4,5,4,68,4.23410650459726,1,2,3,5,8,20,3.044522437723423,1,2,0,6,0,4,0,16.0
24,27,19,14,5,5,72,4.290459441148391,1,0,2,2,2,44,3.8066624897703196,1,2,4,2,4,20,3.044522437723423,1,2,0,6,0,4,0,18.0
6,13,4,7,3,3,50,3.9318256327243257,1,2,0,1,0,30,3.4339872044851463,1,0,0,2,0,16,2.833213344056216,1,1,1,2,6,2,0,13.0
20,9,13,22,9,9,28,3.367295829986474,1,1,3,0,8,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,3,1.0
27,23,8,19,9,9,134,4.90527477843843,1,2,4,1,4,68,4.23410650459726,1,2,3,5,8,18,2.9444389791664403,1,0,3,4,8,2,0,10.0
25,22,0,17,8,8,61,4.127134385045092,0,1,1,5,1,29,3.4011973816621555,0,2,4,1,9,15,2.772588722239781,0,0,0,1,5,1,0,6.0
13,15,27,16,9,9,76,4.343805421853684,1,1,1,6,6,38,3.6635616461296463,1,2,3,3,8,12,2.5649493574615367,1,0,2,5,2,2,1,6.0
23,4,10,20,2,2,57,4.060443010546419,0,0,2,1,7,25,3.258096538021482,0,1,0,4,5,17,2.8903717578961645,0,2,2,3,7,1,0,5.0
14,13,15,15,0,0,88,4.48863636973214,1,1,3,4,8,60,4.110873864173311,1,0,0,4,0,20,3.044522437723423,1,2,0,6,0,4,1,26.0
16,0,15,26,9,9,101,4.624972813284271,0,2,1,3,1,47,3.871201010907891,0,2,2,5,7,17,2.8903717578961645,0,2,2,3,7,1,0,5.0
18,7,6,18,8,8,130,4.875197323201151,1,1,0,4,0,64,4.174387269895637,1,1,4,1,4,14,2.70805020110221,1,2,4,0,4,2,0,6.0
12,2,21,4,3,3,63,4.1588830833596715,0,0,3,0,3,33,3.5263605246161616,0,0,3,5,3,5,1.791759469228055,0,2,0,5,5,1,0,4.0
24,3,5,20,5,5,118,4.77912349311153,1,1,3,6,8,70,4.2626798770413155,1,1,0,0,0,12,2.5649493574615367,1,0,2,5,2,2,0,17.0
17,5,0,0,3,3,85,4.454347296253507,0,1,0,1,5,45,3.828641396489095,0,0,0,3,5,11,2.4849066497880004,0,2,1,4,1,1,0,8.0
22,9,14,23,7,7,97,4.584967478670572,0,1,2,6,7,63,4.1588830833596715,0,0,3,0,3,7,2.0794415416798357,0,1,2,0,7,1,1,18.0
11,18,11,1,7,7,100,4.61512051684126,1,1,0,2,0,54,4.007333185232471,1,0,4,5,4,4,1.6094379124341003,1,1,4,4,4,2,1,6.0
13,4,17,9,6,6,98,4.59511985013459,1,2,3,0,8,46,3.8501476017100584,1,1,1,4,6,16,2.833213344056216,1,1,1,2,6,2,0,5.0
17,15,10,3,6,6,105,4.663439094112067,0,0,0,0,5,63,4.1588830833596715,0,0,3,0,3,13,2.6390573296152584,0,1,3,6,3,1,0,17.0
7,2,1,26,4,4,68,4.23410650459726,1,2,3,5,8,38,3.6635616461296463,1,2,3,3,8,6,1.9459101490553132,1,0,1,6,6,2,0,7.0
13,2,23,14,9,9,93,4.543294782270004,0,0,3,2,3,41,3.7376696182833684,0,2,1,6,1,13,2.6390573296152584,0,1,3,6,3,1,0,1.0
2,17,10,20,1,1,36,3.6109179126442243,1,0,1,1,6,28,3.367295829986474,1,1,3,0,8,2,1.0986122886681098,1,2,2,2,2,2,2,11.0
5,14,27,13,3,3,46,3.8501476017100584,1,1,1,4,6,30,3.4339872044851463,1,0,0,2,0,14,2.70805020110221,1,2,4,0,4,2,0,14.0
19,26,25,0,1,1,120,4.795790545596741,1,0,0,1,0,74,4.31748811353631,1,2,4,4,4,16,2.833213344056216,1,1,1,2,6,2,0,22.0
3,16,17,10,8,8,136,4.919980925828125,1,1,1,3,6,66,4.204692619390966,1,0,1,3,6,8,2.1972245773362196,1,2,3,1,8,2,1,2.0
13,18,10,13,1,1,80,4.394449154672439,1,2,0,3,0,72,4.290459441148391,1,0,2,2,2,12,2.5649493574615367,1,0,2,5,2,4,1,38.0
3,0,10,24,7,7,45,3.828641396489095,0,0,0,3,5,21,3.091042453358316,0,0,1,0,1,17,2.8903717578961645,0,2,2,3,7,1,0,7.0
19,17,19,24,1,1,68,4.23410650459726,1,2,3,5,8,54,4.007333185232471,1,0,4,5,4,14,2.70805020110221,1,2,4,0,4,2,0,27.0
6,14,16,6,3,3,77,4.356708826689592,0,2,2,0,7,57,4.060443010546419,0,0,2,1,7,7,2.0794415416798357,0,1,2,0,7,1,1,22.0
22,16,16,10,7,7,137,4.927253685157205,0,2,2,4,7,75,4.330733340286331,0,0,0,5,5,17,2.8903717578961645,0,2,2,3,7,1,0,15.0
26,18,18,10,3,3,73,4.30406509320417,0,1,3,3,3,59,4.0943445622221,0,2,4,3,9,5,1.791759469228055,0,2,0,5,5,1,0,25.0
27,21,6,25,8,8,65,4.189654742026425,0,2,0,2,5,45,3.828641396489095,0,0,0,3,5,7,2.0794415416798357,0,1,2,0,7,1,0,16.0
13,22,17,5,8,8,25,3.258096538021482,0,1,0,4,5,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,1,1,9.0
18,14,15,12,2,2,49,3.912023005428146,0,1,4,0,9,43,3.784189633918261,0,1,3,1,3,19,2.995732273553991,0,1,4,5,9,1,0,28.0
18,7,6,11,3,3,112,4.727387818712341,1,1,2,0,2,76,4.343805421853684,1,1,1,6,6,18,2.9444389791664403,1,0,3,4,8,2,0,29.0
8,17,16,11,2,2,43,3.784189633918261,0,1,3,1,3,33,3.5263605246161616,0,0,3,5,3,13,2.6390573296152584,0,1,3,6,3,1,0,18.0
2,14,20,11,0,0,93,4.543294782270004,0,0,3,2,3,75,4.330733340286331,0,0,0,5,5,19,2.995732273553991,0,1,4,5,9,1,0,38.0
23,20,7,26,9,9,109,4.700480365792417,0,1,4,4,9,69,4.248495242049359,0,0,4,6,9,19,2.995732273553991,0,1,4,5,9,1,0,24.0
26,17,21,0,8,8,92,4.532599493153256,1,2,2,1,2,46,3.8501476017100584,1,1,1,4,6,4,1.6094379124341003,1,1,4,4,4,2,2,2.0
18,16,9,15,2,2,93,4.543294782270004,0,0,3,2,3,55,4.02535169073515,0,1,0,6,5,7,2.0794415416798357,0,1,2,0,7,1,0,12.0
27,4,10,22,8,8,111,4.718498871295094,0,0,1,6,1,69,4.248495242049359,0,0,4,6,9,13,2.6390573296152584,0,1,3,6,3,1,0,20.0
18,4,15,6,0,0,60,4.110873864173311,1,0,0,4,0,36,3.6109179126442243,1,0,1,1,6,16,2.833213344056216,1,1,1,2,6,4,0,14.0
15,26,4,0,3,3,71,4.276666119016055,0,2,1,1,1,39,3.6888794541139363,0,0,4,4,9,15,2.772588722239781,0,0,0,1,5,1,0,11.0
12,4,7,22,9,9,93,4.543294782270004,0,0,3,2,3,53,3.9889840465642745,0,2,3,4,3,17,2.8903717578961645,0,2,2,3,7,1,0,15.0
19,22,25,4,5,5,89,4.499809670330265,0,2,4,5,9,43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,1,0,1.0
1,20,10,3,9,9,83,4.430816798843313,0,2,3,6,3,69,4.248495242049359,0,0,4,6,9,11,2.4849066497880004,0,2,1,4,1,1,0,33.0
0,27,0,8,1,1,67,4.219507705176107,0,1,2,4,7,35,3.58351893845611,0,2,0,0,5,9,2.302585092994046,0,0,4,2,9,1,0,6.0
5,8,10,11,9,9,142,4.962844630259907,1,1,2,2,2,68,4.23410650459726,1,2,3,5,8,14,2.70805020110221,1,2,4,0,4,2,0,4.0
22,26,2,25,2,2,98,4.59511985013459,1,2,3,0,8,72,4.290459441148391,1,0,2,2,2,14,2.70805020110221,1,2,4,0,4,2,1,30.0
22,5,22,27,8,8,69,4.248495242049359,0,0,4,6,9,49,3.912023005428146,0,1,4,0,9,19,2.995732273553991,0,1,4,5,9,1,0,24.0
12,23,24,1,3,3,79,4.382026634673881,0,1,4,2,9,63,4.1588830833596715,0,0,3,0,3,3,1.3862943611198906,0,0,3,3,3,1,1,25.0
0,16,1,4,2,2,87,4.477336814478207,0,0,2,3,7,65,4.189654742026425,0,2,0,2,5,7,2.0794415416798357,0,1,2,0,7,1,0,25.0
24,26,14,22,1,1,84,4.442651256490317,1,0,4,0,4,50,3.9318256327243257,1,2,0,1,0,14,2.70805020110221,1,2,4,0,4,2,1,15.0
21,13,14,19,3,3,54,4.007333185232471,1,0,4,5,4,34,3.5553480614894135,1,1,4,6,4,20,3.044522437723423,1,2,0,6,0,2,0,17.0
16,18,6,9,8,8,116,4.762173934797756,1,2,1,4,6,58,4.07753744390572,1,1,3,2,8,8,2.1972245773362196,1,2,3,1,8,2,1,4.0
20,26,6,2,6,6,75,4.330733340286331,0,0,0,5,5,67,4.219507705176107,0,1,2,4,7,7,2.0794415416798357,0,1,2,0,7,1,0,33.0
21,14,3,11,7,7,86,4.465908118654584,1,2,1,2,6,44,3.8066624897703196,1,2,4,2,4,8,2.1972245773362196,1,2,3,1,8,2,0,5.0
12,4,4,19,3,3,114,4.74493212836325,1,0,4,2,4,54,4.007333185232471,1,0,4,5,4,20,3.044522437723423,1,2,0,6,0,2,0,7.0
12,12,6,12,8,8,94,4.553876891600541,1,1,4,3,4,54,4.007333185232471,1,0,4,5,4,14,2.70805020110221,1,2,4,0,4,2,0,14.0
23,22,6,22,3,3,97,4.584967478670572,0,1,2,6,7,47,3.871201010907891,0,2,2,5,7,11,2.4849066497880004,0,2,1,4,1,1,0,4.0
27,10,20,6,7,7,85,4.454347296253507,0,1,0,1,5,63,4.1588830833596715,0,0,3,0,3,9,2.302585092994046,0,0,4,2,9,1,1,25.0
25,6,9,27,9,9,66,4.204692619390966,1,0,1,3,6,48,3.8918202981106265,1,0,3,6,8,14,2.70805020110221,1,2,4,0,4,2,0,22.0
2,0,27,11,3,3,118,4.77912349311153,1,1,3,6,8,68,4.23410650459726,1,2,3,5,8,16,2.833213344056216,1,1,1,2,6,2,0,17.0
14,11,27,4,4,4,120,4.795790545596741,1,0,0,1,0,64,4.174387269895637,1,1,4,1,4,16,2.833213344056216,1,1,1,2,6,8,1,12.0
15,17,3,22,4,4,58,4.07753744390572,1,1,3,2,8,46,3.8501476017100584,1,1,1,4,6,14,2.70805020110221,1,2,4,0,4,2,0,24.0
24,23,8,5,9,9,88,4.48863636973214,1,1,3,4,8,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,4,2,6.0
12,9,16,2,6,6,111,4.718498871295094,0,0,1,6,1,67,4.219507705176107,0,1,2,4,7,19,2.995732273553991,0,1,4,5,9,1,0,21.0
16,19,21,5,3,3,73,4.30406509320417,0,1,3,3,3,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,1,1,1.0
2,16,10,15,4,4,58,4.07753744390572,1,1,3,2,8,32,3.4965075614664802,1,2,2,4,2,10,2.3978952727983707,1,1,0,3,0,2,0,8.0
23,4,12,19,6,6,53,3.9889840465642745,0,2,3,4,3,25,3.258096538021482,0,1,0,4,5,15,2.772588722239781,0,0,0,1,5,1,0,6.0
14,2,11,19,0,0,55,4.02535169073515,0,1,0,6,5,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,5,2,20.0
13,27,12,19,2,2,65,4.189654742026425,0,2,0,2,5,51,3.9512437185814275,0,0,1,2,1,3,1.3862943611198906,0,0,3,3,3,1,1,20.0
20,5,14,1,7,7,129,4.867534450455582,0,0,4,3,9,61,4.127134385045092,0,1,1,5,1,11,2.4849066497880004,0,2,1,4,1,1,0,2.0
8,27,19,20,0,0,70,4.2626798770413155,1,1,0,0,0,50,3.9318256327243257,1,2,0,1,0,14,2.70805020110221,1,2,4,0,4,2,1,22.0
13,15,18,12,5,5,70,4.2626798770413155,1,1,0,0,0,48,3.8918202981106265,1,0,3,6,8,20,3.044522437723423,1,2,0,6,0,2,0,23.0
8,20,1,22,2,2,52,3.970291913552122,1,1,2,3,2,30,3.4339872044851463,1,0,0,2,0,16,2.833213344056216,1,1,1,2,6,2,0,12.0
17,22,26,20,3,3,91,4.5217885770490405,0,1,1,0,1,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,1,1,12.0
17,14,4,10,4,4,68,4.23410650459726,1,2,3,5,8,60,4.110873864173311,1,0,0,4,0,8,2.1972245773362196,1,2,3,1,8,4,0,30.0
1,2,4,24,7,7,36,3.6109179126442243,1,0,1,1,6,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,2,2,13.0
10,14,5,1,4,4,137,4.927253685157205,0,2,2,4,7,77,4.356708826689592,0,2,2,0,7,17,2.8903717578961645,0,2,2,3,7,1,0,17.0
0,26,6,21,5,5,69,4.248495242049359,0,0,4,6,9,35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,1,1,2.0
11,20,9,22,7,7,125,4.836281906951478,0,2,0,6,5,73,4.30406509320417,0,1,3,3,3,15,2.772588722239781,0,0,0,1,5,1,0,18.0
17,24,20,27,9,9,54,4.007333185232471,1,0,4,5,4,34,3.5553480614894135,1,1,4,6,4,4,1.6094379124341003,1,1,4,4,4,2,0,9.0
16,26,9,2,4,4,102,4.634728988229636,1,0,2,4,2,60,4.110873864173311,1,0,0,4,0,12,2.5649493574615367,1,0,2,5,2,6,1,15.0
16,10,11,11,8,8,60,4.110873864173311,1,0,0,4,0,46,3.8501476017100584,1,1,1,4,6,10,2.3978952727983707,1,1,0,3,0,2,1,21.0
26,4,24,6,6,6,66,4.204692619390966,1,0,1,3,6,38,3.6635616461296463,1,2,3,3,8,14,2.70805020110221,1,2,4,0,4,2,0,12.0
4,19,26,19,2,2,42,3.7612001156935624,1,0,2,0,2,18,2.9444389791664403,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,2,1,4.0
1,11,6,24,6,6,76,4.343805421853684,1,1,1,6,6,64,4.174387269895637,1,1,4,1,4,12,2.5649493574615367,1,0,2,5,2,4,0,32.0
5,20,13,14,0,0,99,4.605170185988092,0,0,4,1,9,63,4.1588830833596715,0,0,3,0,3,3,1.3862943611198906,0,0,3,3,3,3,2,15.0
8,25,5,25,3,3,100,4.61512051684126,1,1,0,2,0,54,4.007333185232471,1,0,4,5,4,2,1.0986122886681098,1,2,2,2,2,2,2,5.0
6,8,18,12,5,5,89,4.499809670330265,0,2,4,5,9,57,4.060443010546419,0,0,2,1,7,3,1.3862943611198906,0,0,3,3,3,1,1,14.0
14,24,11,16,1,1,20,3.044522437723423,1,2,0,6,0,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,2,0,7.0
21,24,11,12,6,6,67,4.219507705176107,0,1,2,4,7,53,3.9889840465642745,0,2,3,4,3,3,1.3862943611198906,0,0,3,3,3,1,0,21.0
2,2,4,27,5,5,83,4.430816798843313,0,2,3,6,3,47,3.871201010907891,0,2,2,5,7,9,2.302585092994046,0,0,4,2,9,1,0,10.0
26,20,15,4,9,9,116,4.762173934797756,1,2,1,4,6,64,4.174387269895637,1,1,4,1,4,12,2.5649493574615367,1,0,2,5,2,4,0,12.0
26,24,4,11,4,4,32,3.4965075614664802,1,2,2,4,2,20,3.044522437723423,1,2,0,6,0,18,2.9444389791664403,1,0,3,4,8,2,0,13.0
22,20,23,4,6,6,156,5.056245805348308,1,0,1,2,6,76,4.343805421853684,1,1,1,6,6,16,2.833213344056216,1,1,1,2,6,4,0,6.0
2,2,11,13,6,6,84,4.442651256490317,1,0,4,0,4,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,2,2,9.0
26,7,12,2,2,2,138,4.9344739331306915,1,0,3,5,8,76,4.343805421853684,1,1,1,6,6,20,3.044522437723423,1,2,0,6,0,2,0,17.0
21,1,14,26,2,2,68,4.23410650459726,1,2,3,5,8,36,3.6109179126442243,1,0,1,1,6,12,2.5649493574615367,1,0,2,5,2,4,1,8.0
8,10,24,23,8,8,58,4.07753744390572,1,1,3,2,8,40,3.713572066704308,1,1,0,5,0,16,2.833213344056216,1,1,1,2,6,2,0,19.0
5,21,1,6,0,0,80,4.394449154672439,1,2,0,3,0,42,3.7612001156935624,1,0,2,0,2,20,3.044522437723423,1,2,0,6,0,2,1,12.0
10,8,20,3,7,7,103,4.6443908991413725,0,1,3,5,3,49,3.912023005428146,0,1,4,0,9,19,2.995732273553991,0,1,4,5,9,1,0,7.0
23,11,19,15,2,2,149,5.0106352940962555,0,2,4,2,9,75,4.330733340286331,0,0,0,5,5,15,2.772588722239781,0,0,0,1,5,1,1,8.0
18,27,19,27,5,5,93,4.543294782270004,0,0,3,2,3,57,4.060443010546419,0,0,2,1,7,7,2.0794415416798357,0,1,2,0,7,1,0,14.0
1,16,27,13,1,1,94,4.553876891600541,1,1,4,3,4,50,3.9318256327243257,1,2,0,1,0,14,2.70805020110221,1,2,4,0,4,2,0,10.0
8,17,24,12,8,8,68,4.23410650459726,1,2,3,5,8,60,4.110873864173311,1,0,0,4,0,10,2.3978952727983707,1,1,0,3,0,2,1,31.0
27,3,7,13,9,9,69,4.248495242049359,0,0,4,6,9,55,4.02535169073515,0,1,0,6,5,3,1.3862943611198906,0,0,3,3,3,1,1,22.0
25,21,27,15,7,7,109,4.700480365792417,0,1,4,4,9,59,4.0943445622221,0,2,4,3,9,15,2.772588722239781,0,0,0,1,5,1,0,12.0
2,6,8,18,2,2,72,4.290459441148391,1,0,2,2,2,42,3.7612001156935624,1,0,2,0,2,6,1.9459101490553132,1,0,1,6,6,6,2,9.0
21,1,5,23,7,7,70,4.2626798770413155,1,1,0,0,0,28,3.367295829986474,1,1,3,0,8,16,2.833213344056216,1,1,1,2,6,2,0,1.0
3,26,13,14,9,9,106,4.672828834461906,1,1,1,1,6,54,4.007333185232471,1,0,4,5,4,2,1.0986122886681098,1,2,2,2,2,2,2,2.0
17,13,23,24,0,0,49,3.912023005428146,0,1,4,0,9,37,3.6375861597263857,0,1,2,2,7,19,2.995732273553991,0,1,4,5,9,1,0,22.0
14,18,11,16,9,9,59,4.0943445622221,0,2,4,3,9,29,3.4011973816621555,0,2,4,1,9,7,2.0794415416798357,0,1,2,0,7,1,0,3.0
13,3,23,9,1,1,102,4.634728988229636,1,0,2,4,2,50,3.9318256327243257,1,2,0,1,0,8,2.1972245773362196,1,2,3,1,8,2,0,3.0
2,12,13,20,1,1,54,4.007333185232471,1,0,4,5,4,30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,6,0,9.0
15,1,5,19,6,6,90,4.51085950651685,1,0,0,6,0,54,4.007333185232471,1,0,4,5,4,12,2.5649493574615367,1,0,2,5,2,6,0,15.0
