slot_name,slot_monthly_qty,slot_monthly_qty_abs_log1p,slot_monthly_qty_is_even,slot_monthly_qty_mod3,slot_monthly_qty_mod5,slot_monthly_qty_mod7,slot_monthly_qty_mod10,slot_annual_spend,slot_annual_spend_abs_log1p,slot_annual_spend_mod7,slot_currency,slot_item_singular,slot_item_plural,gcd_all,y
6,12,2.5649493574615367,1,0,2,5,2,5040,8.525359754082631,0,1,8,8,12,35.0
4,3,1.3862943611198906,0,0,3,3,3,8640,9.0642735958414,2,5,2,2,3,240.0
9,3,1.3862943611198906,0,0,3,3,3,7200,8.881975184248867,4,1,1,1,3,200.0
2,10,2.3978952727983707,1,1,0,3,0,16800,9.729193687429403,0,1,8,8,10,140.0
9,11,2.4849066497880004,0,2,1,4,1,22440,10.018644921923576,5,7,6,6,11,170.0
4,11,2.4849066497880004,0,2,1,4,1,3300,8.101980731853192,3,4,4,4,11,25.0
0,6,1.9459101490553132,1,0,1,6,6,7200,8.881975184248867,4,6,7,7,6,100.0
5,10,2.3978952727983707,1,1,0,3,0,23400,10.060534035475412,6,7,4,4,10,195.0
8,11,2.4849066497880004,0,2,1,4,1,12540,9.43675855582405,3,3,4,4,11,95.0
4,12,2.5649493574615367,1,0,2,5,2,17280,9.757362911053992,4,4,9,9,12,120.0
8,10,2.3978952727983707,1,1,0,3,0,1800,7.496097345175956,1,1,5,5,10,15.0
8,7,2.0794415416798357,0,1,2,0,7,10080,9.218407743053941,0,2,7,7,7,120.0
1,12,2.5649493574615367,1,0,2,5,2,1440,7.273092595999522,5,5,1,1,12,10.0
7,1,0.6931471805599453,0,1,1,1,1,3360,8.119993827725105,0,0,6,6,1,280.0
9,1,0.6931471805599453,0,1,1,1,1,120,4.795790545596741,1,1,1,1,1,10.0
4,2,1.0986122886681098,1,2,2,2,2,2400,7.783640596221253,6,2,1,1,2,100.0
4,9,2.302585092994046,0,0,4,2,9,19440,9.87513951702064,1,2,9,9,9,180.0
1,10,2.3978952727983707,1,1,0,3,0,31800,10.367253014814716,6,2,8,8,10,265.0
8,11,2.4849066497880004,0,2,1,4,1,16500,9.711176264112805,1,7,10,10,11,125.0
7,11,2.4849066497880004,0,2,1,4,1,23760,10.075800860133013,2,1,1,1,11,180.0
1,9,2.302585092994046,0,0,4,2,9,2700,7.901377353792616,5,0,9,9,9,25.0
7,4,1.6094379124341003,1,1,4,4,4,1680,7.427144133408616,0,5,2,2,4,35.0
0,9,2.302585092994046,0,0,4,2,9,14040,9.549736900114642,5,4,6,6,9,130.0
1,5,1.791759469228055,0,2,0,5,5,14100,9.55400099583723,2,4,0,0,5,235.0
7,1,0.6931471805599453,0,1,1,1,1,1560,7.353081920515432,6,7,5,5,1,130.0
1,7,2.0794415416798357,0,1,2,0,7,12180,9.407632639699958,0,5,9,9,7,145.0
6,2,1.0986122886681098,1,2,2,2,2,5640,8.637816633739977,5,1,3,3,2,235.0
1,9,2.302585092994046,0,0,4,2,9,23220,10.05281232064669,1,0,8,8,9,215.0
5,2,1.0986122886681098,1,2,2,2,2,2760,7.923348211930154,2,0,8,8,2,115.0
4,8,2.1972245773362196,1,2,3,1,8,14880,9.60784051043005,5,2,4,4,8,155.0
7,4,1.6094379124341003,1,1,4,4,4,3600,8.188966863648876,2,7,1,1,4,75.0
3,6,1.9459101490553132,1,0,1,6,6,7200,8.881975184248867,4,5,10,10,6,100.0
5,4,1.6094379124341003,1,1,4,4,4,6240,8.738895704934043,3,4,5,5,4,130.0
4,8,2.1972245773362196,1,2,3,1,8,28320,10.25135885791871,5,2,1,1,8,295.0
5,4,1.6094379124341003,1,1,4,4,4,5280,8.571870752706934,2,5,9,9,4,110.0
1,8,2.1972245773362196,1,2,3,1,8,26400,10.181157167204903,3,7,9,9,8,275.0
8,1,0.6931471805599453,0,1,1,1,1,3600,8.188966863648876,2,4,0,0,1,300.0
1,10,2.3978952727983707,1,1,0,3,0,30000,10.308985993422082,5,2,3,3,10,250.0
2,6,1.9459101490553132,1,0,1,6,6,360,5.8888779583328805,3,6,7,7,6,5.0
4,6,1.9459101490553132,1,0,1,6,6,10440,9.25349564229011,3,1,3,3,6,145.0
2,5,1.791759469228055,0,2,0,5,5,15300,9.635673464721814,5,2,10,10,5,255.0
2,4,1.6094379124341003,1,1,4,4,4,11520,9.351926736038054,5,6,6,6,4,240.0
1,10,2.3978952727983707,1,1,0,3,0,27000,10.203629181337648,1,3,2,2,10,225.0
6,11,2.4849066497880004,0,2,1,4,1,24420,10.103198696867215,4,4,3,3,11,185.0
3,1,0.6931471805599453,0,1,1,1,1,1140,7.039660349862076,6,5,2,2,1,95.0
8,1,0.6931471805599453,0,1,1,1,1,660,6.493753839851686,2,7,1,1,1,55.0
6,11,2.4849066497880004,0,2,1,4,1,13860,9.536834420213353,0,4,1,1,11,105.0
0,4,1.6094379124341003,1,1,4,4,4,3360,8.119993827725105,0,4,3,3,4,70.0
3,6,1.9459101490553132,1,0,1,6,6,20520,9.929204031040765,3,4,3,3,6,285.0
0,12,2.5649493574615367,1,0,2,5,2,6480,8.776630098427717,5,1,9,9,12,45.0
7,2,1.0986122886681098,1,2,2,2,2,4200,8.343077871169383,0,3,3,3,2,175.0
9,6,1.9459101490553132,1,0,1,6,6,4680,8.45126704130007,4,0,4,4,6,65.0
8,6,1.9459101490553132,1,0,1,6,6,4680,8.45126704130007,4,4,6,6,6,65.0
0,7,2.0794415416798357,0,1,2,0,7,15120,9.623839785112668,0,5,5,5,7,180.0
3,7,2.0794415416798357,0,1,2,0,7,1260,7.13966033596492,0,1,9,9,7,15.0
2,7,2.0794415416798357,0,1,2,0,7,2940,7.9865049385539955,0,0,8,8,7,35.0
5,4,1.6094379124341003,1,1,4,4,4,2880,7.9658927350845286,3,3,3,3,4,60.0
6,12,2.5649493574615367,1,0,2,5,2,1440,7.273092595999522,5,5,4,4,12,10.0
5,3,1.3862943611198906,0,0,3,3,3,5580,8.627123250788433,1,3,4,4,3,155.0
6,9,2.302585092994046,0,0,4,2,9,31860,10.369137970290991,3,1,9,9,9,295.0
3,6,1.9459101490553132,1,0,1,6,6,16200,9.692828247710418,2,0,6,6,6,225.0
3,7,2.0794415416798357,0,1,2,0,7,22680,10.029282848580436,0,5,6,6,7,270.0
5,8,2.1972245773362196,1,2,3,1,8,17760,9.784760321267326,1,2,8,8,8,185.0
5,12,2.5649493574615367,1,0,2,5,2,36000,10.491301994830229,6,0,9,9,12,250.0
3,9,2.302585092994046,0,0,4,2,9,3240,8.083637203141548,6,6,2,2,9,30.0
3,6,1.9459101490553132,1,0,1,6,6,20160,9.911505324129712,0,7,4,4,6,280.0
4,11,2.4849066497880004,0,2,1,4,1,36960,10.517618581666662,0,6,9,9,11,280.0
8,1,0.6931471805599453,0,1,1,1,1,2760,7.923348211930154,2,6,1,1,1,230.0
7,10,2.3978952727983707,1,1,0,3,0,13800,9.53249633228804,3,5,3,3,10,115.0
0,1,0.6931471805599453,0,1,1,1,1,1560,7.353081920515432,6,7,2,2,1,130.0
2,5,1.791759469228055,0,2,0,5,5,5400,8.594339400592892,3,2,8,8,5,90.0
2,8,2.1972245773362196,1,2,3,1,8,2880,7.9658927350845286,3,7,5,5,8,30.0
8,5,1.791759469228055,0,2,0,5,5,17400,9.76428295481558,5,7,9,9,5,290.0
8,2,1.0986122886681098,1,2,2,2,2,4440,8.398634855292102,2,1,1,1,2,185.0
3,3,1.3862943611198906,0,0,3,3,3,6120,8.71948076085107,2,7,10,10,3,170.0
0,2,1.0986122886681098,1,2,2,2,2,240,5.484796933490655,2,3,7,7,2,10.0
8,12,2.5649493574615367,1,0,2,5,2,2880,7.9658927350845286,3,3,7,7,12,20.0
9,3,1.3862943611198906,0,0,3,3,3,8640,9.0642735958414,2,2,2,2,3,240.0
6,1,0.6931471805599453,0,1,1,1,1,1980,7.591357046698551,6,7,10,10,1,165.0
7,10,2.3978952727983707,1,1,0,3,0,6600,8.79497643168877,6,3,9,9,10,55.0
7,5,1.791759469228055,0,2,0,5,5,9900,9.200391041122515,2,2,8,8,5,165.0
1,7,2.0794415416798357,0,1,2,0,7,25200,10.134638955251866,0,7,7,7,7,300.0
7,3,1.3862943611198906,0,0,3,3,3,2340,7.75833346749091,2,5,10,10,3,65.0
9,9,2.302585092994046,0,0,4,2,9,16740,9.725616079415785,3,3,6,6,9,155.0
0,9,2.302585092994046,0,0,4,2,9,15120,9.623839785112668,0,7,3,3,9,140.0
2,8,2.1972245773362196,1,2,3,1,8,11520,9.351926736038054,5,0,4,4,8,120.0
8,10,2.3978952727983707,1,1,0,3,0,3600,8.188966863648876,2,3,6,6,10,30.0
2,6,1.9459101490553132,1,0,1,6,6,17280,9.757362911053992,4,5,3,3,6,240.0
9,1,0.6931471805599453,0,1,1,1,1,300,5.707110264748875,6,3,8,8,1,25.0
2,5,1.791759469228055,0,2,0,5,5,14100,9.55400099583723,2,3,0,0,5,235.0
8,10,2.3978952727983707,1,1,0,3,0,27600,10.225607282932941,6,5,9,9,10,230.0
9,7,2.0794415416798357,0,1,2,0,7,20580,9.93212359907246,0,0,0,0,7,245.0
7,8,2.1972245773362196,1,2,3,1,8,15360,9.639587108749145,2,2,3,3,8,160.0
2,2,1.0986122886681098,1,2,2,2,2,5640,8.637816633739977,5,1,9,9,2,235.0
7,11,2.4849066497880004,0,2,1,4,1,24420,10.103198696867215,4,6,7,7,11,185.0
3,11,2.4849066497880004,0,2,1,4,1,16500,9.711176264112805,1,0,1,1,11,125.0
0,7,2.0794415416798357,0,1,2,0,7,13440,9.506065016071148,0,7,9,9,7,160.0
9,6,1.9459101490553132,1,0,1,6,6,19440,9.87513951702064,1,7,2,2,6,270.0
7,2,1.0986122886681098,1,2,2,2,2,5520,8.616314282284044,4,5,10,10,2,230.0
8,8,2.1972245773362196,1,2,3,1,8,2400,7.783640596221253,6,4,7,7,8,25.0
7,8,2.1972245773362196,1,2,3,1,8,5760,8.658866349732383,6,7,0,0,8,60.0
9,10,2.3978952727983707,1,1,0,3,0,33600,10.422311107413181,0,4,8,8,10,280.0
7,4,1.6094379124341003,1,1,4,4,4,240,5.484796933490655,2,6,10,10,4,5.0
7,10,2.3978952727983707,1,1,0,3,0,30000,10.308985993422082,5,5,1,1,10,250.0
3,3,1.3862943611198906,0,0,3,3,3,2520,7.83241092718792,0,7,2,2,3,70.0
3,2,1.0986122886681098,1,2,2,2,2,360,5.8888779583328805,3,5,8,8,2,15.0
1,10,2.3978952727983707,1,1,0,3,0,28800,10.268165387743457,2,0,0,0,10,240.0
4,11,2.4849066497880004,0,2,1,4,1,5940,8.689632748355741,4,2,3,3,11,45.0
3,4,1.6094379124341003,1,1,4,4,4,6000,8.699681400989514,1,1,2,2,4,125.0
8,1,0.6931471805599453,0,1,1,1,1,1800,7.496097345175956,1,3,1,1,1,150.0
7,10,2.3978952727983707,1,1,0,3,0,3000,8.006700845440367,4,6,2,2,10,25.0
0,8,2.1972245773362196,1,2,3,1,8,12480,9.431962766918454,6,6,5,5,8,130.0
2,2,1.0986122886681098,1,2,2,2,2,7200,8.881975184248867,4,0,3,3,2,300.0
4,5,1.791759469228055,0,2,0,5,5,6600,8.79497643168877,6,2,3,3,5,110.0
1,5,1.791759469228055,0,2,0,5,5,8700,9.071193240566025,6,1,2,2,5,145.0
8,4,1.6094379124341003,1,1,4,4,4,11040,9.309370895439137,1,2,2,2,4,230.0
7,6,1.9459101490553132,1,0,1,6,6,2880,7.9658927350845286,3,0,6,6,6,40.0
1,11,2.4849066497880004,0,2,1,4,1,20460,9.92627591416656,6,6,5,5,11,155.0
2,9,2.302585092994046,0,0,4,2,9,31320,10.35204407807524,2,1,1,1,9,290.0
5,3,1.3862943611198906,0,0,3,3,3,7200,8.881975184248867,4,2,1,1,3,200.0
6,7,2.0794415416798357,0,1,2,0,7,22680,10.029282848580436,0,6,1,1,7,270.0
4,5,1.791759469228055,0,2,0,5,5,1800,7.496097345175956,1,1,6,6,5,30.0
9,2,1.0986122886681098,1,2,2,2,2,120,4.795790545596741,1,2,7,7,2,5.0
9,1,0.6931471805599453,0,1,1,1,1,2580,7.855932199718614,4,0,0,0,1,215.0
5,12,2.5649493574615367,1,0,2,5,2,41760,10.639718168629964,5,2,4,4,12,290.0
7,8,2.1972245773362196,1,2,3,1,8,18720,9.837401167408268,2,5,8,8,8,195.0
2,5,1.791759469228055,0,2,0,5,5,14100,9.55400099583723,2,0,7,7,5,235.0
4,9,2.302585092994046,0,0,4,2,9,17820,9.7881328161731,5,1,7,7,9,165.0
4,8,2.1972245773362196,1,2,3,1,8,5280,8.571870752706934,2,6,9,9,8,55.0
7,3,1.3862943611198906,0,0,3,3,3,3240,8.083637203141548,6,4,4,4,3,90.0
4,6,1.9459101490553132,1,0,1,6,6,720,6.580639137284949,6,1,8,8,6,10.0
2,4,1.6094379124341003,1,1,4,4,4,8400,9.036106025364846,0,4,8,8,4,175.0
9,4,1.6094379124341003,1,1,4,4,4,13920,9.541153770388567,4,6,1,1,4,290.0
8,9,2.302585092994046,0,0,4,2,9,15120,9.623839785112668,0,2,3,3,9,140.0
5,7,2.0794415416798357,0,1,2,0,7,17220,9.7538848483049,0,1,10,10,7,205.0
0,9,2.302585092994046,0,0,4,2,9,9720,9.18204377282107,4,6,10,10,9,90.0
5,12,2.5649493574615367,1,0,2,5,2,43200,10.673618922112436,3,1,8,8,12,300.0
0,8,2.1972245773362196,1,2,3,1,8,10560,9.264923249746474,4,4,9,9,8,110.0
3,9,2.302585092994046,0,0,4,2,9,23760,10.075800860133013,2,0,9,9,9,220.0
9,10,2.3978952727983707,1,1,0,3,0,24600,10.110542371500753,2,3,3,3,10,205.0
2,7,2.0794415416798357,0,1,2,0,7,4620,8.438366410870266,0,3,10,10,7,55.0
0,2,1.0986122886681098,1,2,2,2,2,3360,8.119993827725105,0,4,10,10,2,140.0
5,7,2.0794415416798357,0,1,2,0,7,7980,8.984818995876008,0,2,6,6,7,95.0
6,2,1.0986122886681098,1,2,2,2,2,3840,8.253488028345904,4,1,10,10,2,160.0
4,4,1.6094379124341003,1,1,4,4,4,13920,9.541153770388567,4,5,8,8,4,290.0
4,6,1.9459101490553132,1,0,1,6,6,12960,9.469700127423375,3,1,5,5,6,180.0
4,9,2.302585092994046,0,0,4,2,9,16740,9.725616079415785,3,3,9,9,9,155.0
9,8,2.1972245773362196,1,2,3,1,8,9600,9.169622538697624,3,6,5,5,8,100.0
3,9,2.302585092994046,0,0,4,2,9,16740,9.725616079415785,3,1,3,3,9,155.0
5,10,2.3978952727983707,1,1,0,3,0,1200,7.0909098220799835,3,1,0,0,10,10.0
2,3,1.3862943611198906,0,0,3,3,3,3600,8.188966863648876,2,0,7,7,3,100.0
3,5,1.791759469228055,0,2,0,5,5,14400,9.575052927597383,1,7,5,5,5,240.0
5,5,1.791759469228055,0,2,0,5,5,8700,9.071193240566025,6,7,1,1,5,145.0
3,1,0.6931471805599453,0,1,1,1,1,2460,7.8083230503910555,3,7,4,4,1,205.0
7,7,2.0794415416798357,0,1,2,0,7,25200,10.134638955251866,0,6,8,8,7,300.0
9,8,2.1972245773362196,1,2,3,1,8,17280,9.757362911053992,4,2,4,4,8,180.0
4,4,1.6094379124341003,1,1,4,4,4,11760,9.372544251851037,0,5,1,1,4,245.0
6,5,1.791759469228055,0,2,0,5,5,7200,8.881975184248867,4,5,7,7,5,120.0
6,10,2.3978952727983707,1,1,0,3,0,27000,10.203629181337648,1,1,7,7,10,225.0
1,8,2.1972245773362196,1,2,3,1,8,18720,9.837401167408268,2,2,3,3,8,195.0
2,1,0.6931471805599453,0,1,1,1,1,1860,7.528869256642251,5,5,1,1,1,155.0
6,11,2.4849066497880004,0,2,1,4,1,9240,9.13140538388804,0,0,2,2,11,70.0
0,4,1.6094379124341003,1,1,4,4,4,8880,9.091669442258505,4,2,0,0,4,185.0
8,12,2.5649493574615367,1,0,2,5,2,12240,9.412546252075513,4,6,6,6,12,85.0
9,1,0.6931471805599453,0,1,1,1,1,2820,7.944846711001996,6,3,3,3,1,235.0
1,1,0.6931471805599453,0,1,1,1,1,180,5.198497031265826,5,4,3,3,1,15.0
0,4,1.6094379124341003,1,1,4,4,4,6480,8.776630098427717,5,3,8,8,4,135.0
3,6,1.9459101490553132,1,0,1,6,6,2520,7.83241092718792,0,5,1,1,6,35.0
3,4,1.6094379124341003,1,1,4,4,4,4080,8.314097335405807,6,4,9,9,4,85.0
7,4,1.6094379124341003,1,1,4,4,4,8400,9.036106025364846,0,0,2,2,4,175.0
7,1,0.6931471805599453,0,1,1,1,1,1620,7.390798521735676,3,0,2,2,1,135.0
7,12,2.5649493574615367,1,0,2,5,2,30240,10.316953898529778,0,7,4,4,12,210.0
1,7,2.0794415416798357,0,1,2,0,7,7140,8.87360810154911,0,1,2,2,7,85.0
7,10,2.3978952727983707,1,1,0,3,0,15000,9.61587214452889,6,2,7,7,10,125.0
0,12,2.5649493574615367,1,0,2,5,2,43200,10.673618922112436,3,7,5,5,12,300.0
9,4,1.6094379124341003,1,1,4,4,4,5520,8.616314282284044,4,4,3,3,4,115.0
5,4,1.6094379124341003,1,1,4,4,4,1680,7.427144133408616,0,0,5,5,4,35.0
1,6,1.9459101490553132,1,0,1,6,6,13320,9.497097016351463,6,6,6,6,6,185.0
4,10,2.3978952727983707,1,1,0,3,0,2400,7.783640596221253,6,2,3,3,10,20.0
0,2,1.0986122886681098,1,2,2,2,2,480,6.175867270105761,4,6,4,4,2,20.0
6,3,1.3862943611198906,0,0,3,3,3,1440,7.273092595999522,5,0,1,1,3,40.0
3,8,2.1972245773362196,1,2,3,1,8,26400,10.181157167204903,3,7,3,3,8,275.0
0,4,1.6094379124341003,1,1,4,4,4,5280,8.571870752706934,2,7,5,5,4,110.0
4,11,2.4849066497880004,0,2,1,4,1,12540,9.43675855582405,3,4,7,7,11,95.0
4,8,2.1972245773362196,1,2,3,1,8,28320,10.25135885791871,5,0,6,6,8,295.0
5,6,1.9459101490553132,1,0,1,6,6,16560,9.714805812589491,5,2,6,6,6,230.0
8,9,2.302585092994046,0,0,4,2,9,1080,6.985641817639208,2,1,1,1,9,10.0
9,1,0.6931471805599453,0,1,1,1,1,3600,8.188966863648876,2,3,1,1,1,300.0
5,9,2.302585092994046,0,0,4,2,9,14580,9.587474590316285,6,3,6,6,9,135.0
5,10,2.3978952727983707,1,1,0,3,0,20400,9.923339198238729,2,0,4,4,10,170.0
4,11,2.4849066497880004,0,2,1,4,1,29700,10.298935994257638,6,0,8,8,11,225.0
1,7,2.0794415416798357,0,1,2,0,7,23100,10.047631185616188,0,0,3,3,7,275.0
3,6,1.9459101490553132,1,0,1,6,6,20160,9.911505324129712,0,6,4,4,6,280.0
7,7,2.0794415416798357,0,1,2,0,7,8820,9.084890521258767,0,3,3,3,7,105.0
2,2,1.0986122886681098,1,2,2,2,2,2520,7.83241092718792,0,7,1,1,2,105.0
4,3,1.3862943611198906,0,0,3,3,3,1620,7.390798521735676,3,7,6,6,3,45.0
1,5,1.791759469228055,0,2,0,5,5,5700,8.648396877031582,2,6,3,3,5,95.0
2,7,2.0794415416798357,0,1,2,0,7,21000,9.952325334619427,0,2,4,4,7,250.0
5,10,2.3978952727983707,1,1,0,3,0,35400,10.474495347310453,1,7,8,8,10,295.0
6,12,2.5649493574615367,1,0,2,5,2,38880,10.568260978408226,2,2,4,4,12,270.0
4,5,1.791759469228055,0,2,0,5,5,18000,9.798182590890704,3,0,1,1,5,300.0
7,11,2.4849066497880004,0,2,1,4,1,5940,8.689632748355741,4,5,7,7,11,45.0
4,11,2.4849066497880004,0,2,1,4,1,26400,10.181157167204903,3,4,5,5,11,200.0
3,6,1.9459101490553132,1,0,1,6,6,21600,9.980494888896912,5,6,1,1,6,300.0
2,11,2.4849066497880004,0,2,1,4,1,25740,10.155840330434325,1,5,1,1,11,195.0
4,9,2.302585092994046,0,0,4,2,9,14580,9.587474590316285,6,6,7,7,9,135.0
1,5,1.791759469228055,0,2,0,5,5,13800,9.53249633228804,3,0,8,8,5,230.0
8,10,2.3978952727983707,1,1,0,3,0,15600,9.65509029374725,4,1,8,8,10,130.0
0,2,1.0986122886681098,1,2,2,2,2,3840,8.253488028345904,4,3,8,8,2,160.0
5,9,2.302585092994046,0,0,4,2,9,8640,9.0642735958414,2,5,1,1,9,80.0
9,5,1.791759469228055,0,2,0,5,5,10200,9.23024103368252,1,3,6,6,5,170.0
5,5,1.791759469228055,0,2,0,5,5,14400,9.575052927597383,1,6,4,4,5,240.0
3,2,1.0986122886681098,1,2,2,2,2,840,6.734591659972948,0,4,3,3,2,35.0
3,9,2.302585092994046,0,0,4,2,9,2700,7.901377353792616,5,4,7,7,9,25.0
5,7,2.0794415416798357,0,1,2,0,7,420,6.042632833682381,0,3,5,5,7,5.0
6,1,0.6931471805599453,0,1,1,1,1,3540,8.172164452111904,5,7,1,1,1,295.0
3,1,0.6931471805599453,0,1,1,1,1,2940,7.9865049385539955,0,2,9,9,1,245.0
6,4,1.6094379124341003,1,1,4,4,4,480,6.175867270105761,4,7,3,3,4,10.0
7,1,0.6931471805599453,0,1,1,1,1,3240,8.083637203141548,6,1,8,8,1,270.0
8,1,0.6931471805599453,0,1,1,1,1,660,6.493753839851686,2,1,5,5,1,55.0
2,4,1.6094379124341003,1,1,4,4,4,3600,8.188966863648876,2,6,9,9,4,75.0
1,1,0.6931471805599453,0,1,1,1,1,3360,8.119993827725105,0,4,1,1,1,280.0
6,2,1.0986122886681098,1,2,2,2,2,1080,6.985641817639208,2,1,9,9,2,45.0
1,8,2.1972245773362196,1,2,3,1,8,11520,9.351926736038054,5,0,3,3,8,120.0
3,2,1.0986122886681098,1,2,2,2,2,4200,8.343077871169383,0,2,1,1,2,175.0
4,10,2.3978952727983707,1,1,0,3,0,11400,9.34145634983372,4,5,6,6,10,95.0
7,5,1.791759469228055,0,2,0,5,5,7800,8.962007209588313,2,0,0,0,5,130.0
5,12,2.5649493574615367,1,0,2,5,2,43200,10.673618922112436,3,5,0,0,12,300.0
3,2,1.0986122886681098,1,2,2,2,2,4920,8.501267040865978,6,1,0,0,2,205.0
6,6,1.9459101490553132,1,0,1,6,6,13680,9.523763287920113,2,4,10,10,6,190.0
5,2,1.0986122886681098,1,2,2,2,2,5160,8.548885638148727,1,0,1,1,2,215.0
0,11,2.4849066497880004,0,2,1,4,1,10560,9.264923249746474,4,4,2,2,11,80.0
8,4,1.6094379124341003,1,1,4,4,4,10800,9.287394001418473,6,0,2,2,4,225.0
0,10,2.3978952727983707,1,1,0,3,0,32400,10.385944565501662,4,6,3,3,10,270.0
9,3,1.3862943611198906,0,0,3,3,3,8280,9.0217190130337,6,0,1,1,3,230.0
9,7,2.0794415416798357,0,1,2,0,7,3780,8.237743803890933,0,7,8,8,7,45.0
3,11,2.4849066497880004,0,2,1,4,1,21780,9.988793309115229,3,3,10,10,11,165.0
4,8,2.1972245773362196,1,2,3,1,8,960,6.8679744089702925,1,4,4,4,8,10.0
6,3,1.3862943611198906,0,0,3,3,3,9180,9.1248914101437,3,7,3,3,3,255.0
1,10,2.3978952727983707,1,1,0,3,0,8400,9.036106025364846,0,4,2,2,10,70.0
8,5,1.791759469228055,0,2,0,5,5,7200,8.881975184248867,4,6,5,5,5,120.0
7,10,2.3978952727983707,1,1,0,3,0,12600,9.441531454869693,0,1,10,10,10,105.0
1,4,1.6094379124341003,1,1,4,4,4,13920,9.541153770388567,4,2,1,1,4,290.0
3,11,2.4849066497880004,0,2,1,4,1,23100,10.047631185616188,0,3,3,3,11,175.0
7,4,1.6094379124341003,1,1,4,4,4,2400,7.783640596221253,6,2,1,1,4,50.0
2,11,2.4849066497880004,0,2,1,4,1,1320,7.186144304522325,4,4,0,0,11,10.0
3,7,2.0794415416798357,0,1,2,0,7,13020,9.474318717728728,0,0,10,10,7,155.0
1,10,2.3978952727983707,1,1,0,3,0,13800,9.53249633228804,3,2,2,2,10,115.0
1,9,2.302585092994046,0,0,4,2,9,7560,8.93075873555827,0,5,1,1,9,70.0
9,9,2.302585092994046,0,0,4,2,9,14580,9.587474590316285,6,1,7,7,9,135.0
3,12,2.5649493574615367,1,0,2,5,2,1440,7.273092595999522,5,4,0,0,12,10.0
0,7,2.0794415416798357,0,1,2,0,7,14280,9.566685261452934,0,1,6,6,7,170.0
6,1,0.6931471805599453,0,1,1,1,1,3600,8.188966863648876,2,2,0,0,1,300.0
7,6,1.9459101490553132,1,0,1,6,6,19800,9.893487720457795,4,4,6,6,6,275.0
6,10,2.3978952727983707,1,1,0,3,0,17400,9.76428295481558,5,3,5,5,10,145.0
7,12,2.5649493574615367,1,0,2,5,2,34560,10.450481157684562,1,6,9,9,12,240.0
8,9,2.302585092994046,0,0,4,2,9,7560,8.93075873555827,0,6,9,9,9,70.0
5,3,1.3862943611198906,0,0,3,3,3,7740,8.954286157204713,5,1,9,9,3,215.0
0,10,2.3978952727983707,1,1,0,3,0,28800,10.268165387743457,2,1,7,7,10,240.0
0,9,2.302585092994046,0,0,4,2,9,14040,9.549736900114642,5,0,1,1,9,130.0
0,9,2.302585092994046,0,0,4,2,9,27540,10.223431082444048,2,4,10,10,9,255.0
7,1,0.6931471805599453,0,1,1,1,1,2640,7.878912912297133,1,3,2,2,1,220.0
6,2,1.0986122886681098,1,2,2,2,2,6960,8.848078421168667,2,0,3,3,2,290.0
5,9,2.302585092994046,0,0,4,2,9,3780,8.237743803890933,0,3,5,5,9,35.0
8,11,2.4849066497880004,0,2,1,4,1,19140,9.859587910246109,2,4,8,8,11,145.0
9,4,1.6094379124341003,1,1,4,4,4,6480,8.776630098427717,5,0,10,10,4,135.0
9,4,1.6094379124341003,1,1,4,4,4,6720,8.812992231969966,0,0,2,2,4,140.0
2,7,2.0794415416798357,0,1,2,0,7,22680,10.029282848580436,0,4,5,5,7,270.0
7,1,0.6931471805599453,0,1,1,1,1,3600,8.188966863648876,2,6,0,0,1,300.0
4,9,2.302585092994046,0,0,4,2,9,17820,9.7881328161731,5,7,3,3,9,165.0
4,6,1.9459101490553132,1,0,1,6,6,6840,8.830689198760998,1,4,5,5,6,95.0
1,1,0.6931471805599453,0,1,1,1,1,2580,7.855932199718614,4,2,2,2,1,215.0
5,1,0.6931471805599453,0,1,1,1,1,3060,8.026496938945412,1,4,1,1,1,255.0
0,6,1.9459101490553132,1,0,1,6,6,16200,9.692828247710418,2,4,3,3,6,225.0
0,8,2.1972245773362196,1,2,3,1,8,19200,9.862717639992917,6,6,9,9,8,200.0
4,4,1.6094379124341003,1,1,4,4,4,7200,8.881975184248867,4,7,9,9,4,150.0
5,3,1.3862943611198906,0,0,3,3,3,1080,6.985641817639208,2,3,2,2,3,30.0
8,10,2.3978952727983707,1,1,0,3,0,15600,9.65509029374725,4,3,6,6,10,130.0
7,10,2.3978952727983707,1,1,0,3,0,17400,9.76428295481558,5,3,2,2,10,145.0
3,3,1.3862943611198906,0,0,3,3,3,8460,9.0432226489245,4,2,9,9,3,235.0
6,1,0.6931471805599453,0,1,1,1,1,360,5.8888779583328805,3,0,5,5,1,30.0
5,12,2.5649493574615367,1,0,2,5,2,21600,9.980494888896912,5,1,1,1,12,150.0
5,4,1.6094379124341003,1,1,4,4,4,7680,8.946505025998682,1,5,7,7,4,160.0
1,11,2.4849066497880004,0,2,1,4,1,27720,10.229945527689226,0,2,7,7,11,210.0
4,3,1.3862943611198906,0,0,3,3,3,7920,8.97727273946428,3,4,0,0,3,220.0
2,4,1.6094379124341003,1,1,4,4,4,10080,9.218407743053941,0,6,0,0,4,210.0
6,2,1.0986122886681098,1,2,2,2,2,4200,8.343077871169383,0,5,0,0,2,175.0
0,5,1.791759469228055,0,2,0,5,5,12900,9.465060106725137,6,6,1,1,5,215.0
0,10,2.3978952727983707,1,1,0,3,0,27600,10.225607282932941,6,6,10,10,10,230.0
