slot_name_a,slot_name_b,slot_name_c,slot_base_count,slot_base_count_abs_log1p,slot_base_count_mod3,slot_base_count_mod5,slot_base_count_mod7,slot_base_count_mod10,slot_multiplier,slot_multiplier_abs_log1p,slot_multiplier_is_even,slot_multiplier_mod3,slot_multiplier_mod5,slot_multiplier_mod7,slot_multiplier_mod10,slot_item_plural,n_multiple_pairs,y
8,4,1,44,3.8066624897703196,2,4,2,4,7,2.0794415416798357,0,1,2,0,7,1,4,110.0
3,10,0,8,2.1972245773362196,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,7,4,4.0
4,5,5,8,2.1972245773362196,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,6,6,8.0
7,7,9,6,1.9459101490553132,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,0,6,12.0
3,2,3,40,3.713572066704308,1,0,5,0,8,2.1972245773362196,1,2,3,1,8,9,6,120.0
8,3,5,30,3.4339872044851463,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,8,6,60.0
5,8,0,2,1.0986122886681098,2,2,2,2,5,1.791759469228055,0,2,0,5,5,8,4,3.0
10,2,3,46,3.8501476017100584,1,1,4,6,7,2.0794415416798357,0,1,2,0,7,1,4,115.0
11,9,2,2,1.0986122886681098,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,4,3.0
7,9,11,6,1.9459101490553132,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,6,12.0
10,6,0,38,3.6635616461296463,2,3,3,8,8,2.1972245773362196,1,2,3,1,8,9,5,114.0
4,3,7,54,4.007333185232471,0,4,5,4,9,2.302585092994046,0,0,4,2,9,6,5,189.0
5,1,2,2,1.0986122886681098,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2,6,6.0
11,10,2,54,4.007333185232471,0,4,5,4,9,2.302585092994046,0,0,4,2,9,5,5,189.0
6,2,2,22,3.1354942159291497,1,2,1,2,5,1.791759469228055,0,2,0,5,5,9,4,33.0
7,1,10,38,3.6635616461296463,2,3,3,8,9,2.302585092994046,0,0,4,2,9,1,4,133.0
3,5,1,24,3.2188758248682006,0,4,3,4,5,1.791759469228055,0,2,0,5,5,0,4,36.0
11,9,8,38,3.6635616461296463,2,3,3,8,5,1.791759469228055,0,2,0,5,5,6,4,57.0
4,8,4,46,3.8501476017100584,1,1,4,6,7,2.0794415416798357,0,1,2,0,7,1,4,115.0
11,7,7,56,4.04305126783455,2,1,0,6,8,2.1972245773362196,1,2,3,1,8,8,6,168.0
4,1,4,6,1.9459101490553132,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,5,6.0
5,3,2,10,2.3978952727983707,1,0,3,0,5,1.791759469228055,0,2,0,5,5,9,5,15.0
4,3,11,18,2.9444389791664403,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,0,5,18.0
7,4,7,36,3.6109179126442243,0,1,1,6,5,1.791759469228055,0,2,0,5,5,5,4,54.0
11,9,7,10,2.3978952727983707,1,0,3,0,5,1.791759469228055,0,2,0,5,5,0,5,15.0
1,10,10,2,1.0986122886681098,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,8,4,1.0
6,3,3,40,3.713572066704308,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,1,6,40.0
1,11,3,24,3.2188758248682006,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,3,4,60.0
3,10,8,6,1.9459101490553132,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,0,5,18.0
3,4,2,46,3.8501476017100584,1,1,4,6,4,1.6094379124341003,1,1,4,4,4,1,5,46.0
8,2,3,38,3.6635616461296463,2,3,3,8,3,1.3862943611198906,0,0,3,3,3,7,4,19.0
7,6,11,14,2.70805020110221,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,5,5,14.0
7,4,3,30,3.4339872044851463,0,0,2,0,5,1.791759469228055,0,2,0,5,5,8,5,45.0
8,0,3,12,2.5649493574615367,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,0,4,30.0
5,3,11,28,3.367295829986474,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,8,4,14.0
3,0,3,2,1.0986122886681098,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,0,6,6.0
0,1,11,6,1.9459101490553132,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,5,3.0
9,6,0,38,3.6635616461296463,2,3,3,8,8,2.1972245773362196,1,2,3,1,8,0,5,114.0
0,1,5,26,3.295836866004329,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,2,5,78.0
6,8,1,18,2.9444389791664403,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,1,4,45.0
1,1,10,48,3.8918202981106265,0,3,6,8,7,2.0794415416798357,0,1,2,0,7,8,4,120.0
4,1,9,20,3.044522437723423,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,2,4,50.0
8,11,4,4,1.6094379124341003,1,4,4,4,9,2.302585092994046,0,0,4,2,9,1,4,14.0
2,11,7,30,3.4339872044851463,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,6,5,90.0
11,11,5,30,3.4339872044851463,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,4,5,90.0
5,3,11,16,2.833213344056216,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,3,6,16.0
4,3,3,4,1.6094379124341003,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,7,6,12.0
11,4,1,10,2.3978952727983707,1,0,3,0,9,2.302585092994046,0,0,4,2,9,9,4,35.0
10,6,5,28,3.367295829986474,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,6,5,84.0
10,11,10,58,4.07753744390572,1,3,2,8,6,1.9459101490553132,1,0,1,6,6,2,5,116.0
4,9,6,32,3.4965075614664802,2,2,4,2,3,1.3862943611198906,0,0,3,3,3,5,4,16.0
11,3,6,34,3.5553480614894135,1,4,6,4,6,1.9459101490553132,1,0,1,6,6,9,5,68.0
5,3,4,18,2.9444389791664403,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,1,5,9.0
9,9,6,46,3.8501476017100584,1,1,4,6,3,1.3862943611198906,0,0,3,3,3,9,4,23.0
5,1,0,12,2.5649493574615367,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,6,4,30.0
7,1,10,42,3.7612001156935624,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,4,5,105.0
10,5,6,12,2.5649493574615367,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,0,6,12.0
5,5,8,2,1.0986122886681098,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,0,6,4.0
3,7,11,50,3.9318256327243257,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,3,5,50.0
6,7,6,10,2.3978952727983707,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,1,4,25.0
1,11,1,28,3.367295829986474,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,8,5,84.0
1,10,6,22,3.1354942159291497,1,2,1,2,9,2.302585092994046,0,0,4,2,9,7,4,77.0
5,11,8,34,3.5553480614894135,1,4,6,4,5,1.791759469228055,0,2,0,5,5,7,4,51.0
8,3,1,4,1.6094379124341003,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,2,6,12.0
5,0,2,54,4.007333185232471,0,4,5,4,4,1.6094379124341003,1,1,4,4,4,2,5,54.0
7,11,9,42,3.7612001156935624,0,2,0,2,6,1.9459101490553132,1,0,1,6,6,4,6,84.0
0,5,0,22,3.1354942159291497,1,2,1,2,5,1.791759469228055,0,2,0,5,5,0,4,33.0
6,5,0,42,3.7612001156935624,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,2,5,105.0
0,6,8,36,3.6109179126442243,0,1,1,6,5,1.791759469228055,0,2,0,5,5,5,4,54.0
8,10,7,58,4.07753744390572,1,3,2,8,9,2.302585092994046,0,0,4,2,9,6,4,203.0
11,6,5,56,4.04305126783455,2,1,0,6,8,2.1972245773362196,1,2,3,1,8,9,6,168.0
10,0,1,54,4.007333185232471,0,4,5,4,5,1.791759469228055,0,2,0,5,5,1,4,81.0
9,3,6,16,2.833213344056216,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,2,4,8.0
1,11,6,40,3.713572066704308,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,1,4,20.0
7,8,7,10,2.3978952727983707,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,5,5,10.0
6,1,3,20,3.044522437723423,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,2,6,20.0
11,2,3,32,3.4965075614664802,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,7,6,96.0
2,8,4,48,3.8918202981106265,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,7,5,24.0
9,5,10,48,3.8918202981106265,0,3,6,8,8,2.1972245773362196,1,2,3,1,8,3,6,144.0
10,0,7,34,3.5553480614894135,1,4,6,4,7,2.0794415416798357,0,1,2,0,7,1,4,85.0
1,0,5,2,1.0986122886681098,2,2,2,2,9,2.302585092994046,0,0,4,2,9,8,4,7.0
11,2,7,6,1.9459101490553132,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,4,5,6.0
7,6,1,54,4.007333185232471,0,4,5,4,9,2.302585092994046,0,0,4,2,9,6,5,189.0
3,9,6,6,1.9459101490553132,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,9,5,3.0
4,2,8,40,3.713572066704308,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,1,4,20.0
11,1,5,38,3.6635616461296463,2,3,3,8,6,1.9459101490553132,1,0,1,6,6,5,5,76.0
3,2,5,36,3.6109179126442243,0,1,1,6,9,2.302585092994046,0,0,4,2,9,4,5,126.0
6,9,4,6,1.9459101490553132,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,9,5,6.0
4,9,6,32,3.4965075614664802,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,8,6,96.0
6,4,6,32,3.4965075614664802,2,2,4,2,3,1.3862943611198906,0,0,3,3,3,5,4,16.0
1,10,6,48,3.8918202981106265,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,0,6,48.0
6,9,8,48,3.8918202981106265,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,3,6,48.0
4,7,11,30,3.4339872044851463,0,0,2,0,9,2.302585092994046,0,0,4,2,9,2,4,105.0
5,11,7,20,3.044522437723423,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,5,4,50.0
7,8,6,18,2.9444389791664403,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,6,6,36.0
7,11,9,38,3.6635616461296463,2,3,3,8,9,2.302585092994046,0,0,4,2,9,0,4,133.0
7,10,9,54,4.007333185232471,0,4,5,4,7,2.0794415416798357,0,1,2,0,7,4,4,135.0
11,10,8,46,3.8501476017100584,1,1,4,6,8,2.1972245773362196,1,2,3,1,8,5,5,138.0
11,11,7,34,3.5553480614894135,1,4,6,4,4,1.6094379124341003,1,1,4,4,4,8,5,34.0
0,11,6,24,3.2188758248682006,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,9,5,12.0
9,6,7,32,3.4965075614664802,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,0,6,96.0
0,11,5,10,2.3978952727983707,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,5,4,25.0
11,7,6,52,3.970291913552122,1,2,3,2,8,2.1972245773362196,1,2,3,1,8,8,5,156.0
0,8,9,34,3.5553480614894135,1,4,6,4,3,1.3862943611198906,0,0,3,3,3,6,4,17.0
2,3,7,22,3.1354942159291497,1,2,1,2,9,2.302585092994046,0,0,4,2,9,0,4,77.0
7,9,1,10,2.3978952727983707,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,5,4,5.0
1,11,1,40,3.713572066704308,1,0,5,0,8,2.1972245773362196,1,2,3,1,8,5,6,120.0
3,8,5,48,3.8918202981106265,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,5,6,48.0
7,4,7,42,3.7612001156935624,0,2,0,2,6,1.9459101490553132,1,0,1,6,6,5,6,84.0
5,8,11,52,3.970291913552122,1,2,3,2,8,2.1972245773362196,1,2,3,1,8,0,5,156.0
6,5,9,36,3.6109179126442243,0,1,1,6,5,1.791759469228055,0,2,0,5,5,3,4,54.0
2,11,11,10,2.3978952727983707,1,0,3,0,5,1.791759469228055,0,2,0,5,5,7,5,15.0
9,7,5,32,3.4965075614664802,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,3,6,96.0
2,7,2,34,3.5553480614894135,1,4,6,4,4,1.6094379124341003,1,1,4,4,4,7,5,34.0
7,8,1,42,3.7612001156935624,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,7,5,105.0
10,11,2,16,2.833213344056216,1,1,2,6,9,2.302585092994046,0,0,4,2,9,5,4,56.0
2,2,11,32,3.4965075614664802,2,2,4,2,5,1.791759469228055,0,2,0,5,5,7,4,48.0
0,6,3,48,3.8918202981106265,0,3,6,8,8,2.1972245773362196,1,2,3,1,8,3,6,144.0
10,10,8,22,3.1354942159291497,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,0,5,44.0
3,2,8,22,3.1354942159291497,1,2,1,2,9,2.302585092994046,0,0,4,2,9,3,4,77.0
0,9,2,36,3.6109179126442243,0,1,1,6,9,2.302585092994046,0,0,4,2,9,0,5,126.0
9,3,6,20,3.044522437723423,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,0,6,20.0
2,5,3,40,3.713572066704308,1,0,5,0,9,2.302585092994046,0,0,4,2,9,4,4,140.0
9,9,4,6,1.9459101490553132,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,3,5,6.0
2,4,4,12,2.5649493574615367,0,2,5,2,9,2.302585092994046,0,0,4,2,9,4,4,42.0
8,8,9,12,2.5649493574615367,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,4,5,6.0
4,9,7,22,3.1354942159291497,1,2,1,2,9,2.302585092994046,0,0,4,2,9,2,4,77.0
2,3,7,54,4.007333185232471,0,4,5,4,6,1.9459101490553132,1,0,1,6,6,8,6,108.0
9,7,1,34,3.5553480614894135,1,4,6,4,3,1.3862943611198906,0,0,3,3,3,4,4,17.0
9,11,4,30,3.4339872044851463,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,9,5,15.0
4,1,4,30,3.4339872044851463,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,2,5,15.0
10,10,7,48,3.8918202981106265,0,3,6,8,8,2.1972245773362196,1,2,3,1,8,7,6,144.0
1,8,3,28,3.367295829986474,1,3,0,8,5,1.791759469228055,0,2,0,5,5,5,4,42.0
1,1,3,30,3.4339872044851463,0,0,2,0,9,2.302585092994046,0,0,4,2,9,1,4,105.0
2,6,8,28,3.367295829986474,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,3,4,14.0
6,11,8,54,4.007333185232471,0,4,5,4,9,2.302585092994046,0,0,4,2,9,3,5,189.0
6,9,11,32,3.4965075614664802,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,1,6,96.0
6,4,3,38,3.6635616461296463,2,3,3,8,8,2.1972245773362196,1,2,3,1,8,9,5,114.0
7,8,5,24,3.2188758248682006,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,7,6,24.0
4,0,4,32,3.4965075614664802,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,9,6,32.0
6,10,1,8,2.1972245773362196,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,0,5,16.0
1,3,10,54,4.007333185232471,0,4,5,4,5,1.791759469228055,0,2,0,5,5,3,4,81.0
2,11,8,8,2.1972245773362196,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,7,6,8.0
10,11,3,48,3.8918202981106265,0,3,6,8,7,2.0794415416798357,0,1,2,0,7,0,4,120.0
4,6,8,14,2.70805020110221,2,4,0,4,5,1.791759469228055,0,2,0,5,5,6,4,21.0
2,5,6,8,2.1972245773362196,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,6,8.0
0,4,6,12,2.5649493574615367,0,2,5,2,5,1.791759469228055,0,2,0,5,5,0,4,18.0
8,2,2,16,2.833213344056216,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,2,6,48.0
4,6,1,48,3.8918202981106265,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,4,5,24.0
0,7,6,24,3.2188758248682006,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,8,5,12.0
8,4,4,50,3.9318256327243257,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,2,5,50.0
11,10,9,16,2.833213344056216,1,1,2,6,7,2.0794415416798357,0,1,2,0,7,8,4,40.0
11,9,0,22,3.1354942159291497,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,4,5,66.0
0,11,9,28,3.367295829986474,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,8,6,28.0
7,10,4,40,3.713572066704308,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,0,5,80.0
3,2,2,28,3.367295829986474,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,0,5,70.0
11,1,1,2,1.0986122886681098,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,4,4,5.0
0,9,8,26,3.295836866004329,2,1,5,6,5,1.791759469228055,0,2,0,5,5,5,4,39.0
10,3,9,12,2.5649493574615367,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,8,4,30.0
3,4,11,32,3.4965075614664802,2,2,4,2,7,2.0794415416798357,0,1,2,0,7,8,4,80.0
9,9,11,32,3.4965075614664802,2,2,4,2,3,1.3862943611198906,0,0,3,3,3,6,4,16.0
9,10,10,12,2.5649493574615367,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,4,5,36.0
6,7,5,38,3.6635616461296463,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,8,5,38.0
8,9,2,28,3.367295829986474,1,3,0,8,5,1.791759469228055,0,2,0,5,5,6,4,42.0
11,4,6,58,4.07753744390572,1,3,2,8,5,1.791759469228055,0,2,0,5,5,2,4,87.0
1,11,11,30,3.4339872044851463,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,4,5,30.0
10,4,0,44,3.8066624897703196,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,6,6,44.0
4,10,8,42,3.7612001156935624,0,2,0,2,8,2.1972245773362196,1,2,3,1,8,9,5,126.0
10,9,1,18,2.9444389791664403,0,3,4,8,5,1.791759469228055,0,2,0,5,5,2,4,27.0
7,1,11,18,2.9444389791664403,0,3,4,8,5,1.791759469228055,0,2,0,5,5,9,4,27.0
4,2,2,20,3.044522437723423,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,9,4,10.0
6,9,6,34,3.5553480614894135,1,4,6,4,4,1.6094379124341003,1,1,4,4,4,8,5,34.0
10,4,11,20,3.044522437723423,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,2,5,60.0
6,3,6,16,2.833213344056216,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,6,6,48.0
7,2,11,22,3.1354942159291497,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,3,5,66.0
6,3,7,10,2.3978952727983707,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,0,5,30.0
10,9,10,56,4.04305126783455,2,1,0,6,4,1.6094379124341003,1,1,4,4,4,2,6,56.0
8,0,0,12,2.5649493574615367,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,6,5,6.0
2,11,4,12,2.5649493574615367,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,9,4,30.0
4,3,3,46,3.8501476017100584,1,1,4,6,9,2.302585092994046,0,0,4,2,9,4,4,161.0
8,0,1,2,1.0986122886681098,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,6,6,6.0
1,7,3,34,3.5553480614894135,1,4,6,4,4,1.6094379124341003,1,1,4,4,4,0,5,34.0
6,7,6,40,3.713572066704308,1,0,5,0,8,2.1972245773362196,1,2,3,1,8,5,6,120.0
2,11,2,38,3.6635616461296463,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,1,5,38.0
2,9,1,18,2.9444389791664403,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,5,5,18.0
8,5,10,26,3.295836866004329,2,1,5,6,3,1.3862943611198906,0,0,3,3,3,4,4,13.0
9,0,3,50,3.9318256327243257,2,0,1,0,7,2.0794415416798357,0,1,2,0,7,8,4,125.0
8,0,9,20,3.044522437723423,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,3,6,20.0
1,11,7,38,3.6635616461296463,2,3,3,8,9,2.302585092994046,0,0,4,2,9,5,4,133.0
6,1,4,38,3.6635616461296463,2,3,3,8,7,2.0794415416798357,0,1,2,0,7,1,4,95.0
4,3,7,14,2.70805020110221,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,4,5,35.0
3,6,2,2,1.0986122886681098,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,6,4,5.0
1,6,4,28,3.367295829986474,1,3,0,8,5,1.791759469228055,0,2,0,5,5,8,4,42.0
3,0,3,50,3.9318256327243257,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,2,5,100.0
1,0,7,12,2.5649493574615367,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,3,6,24.0
0,9,7,12,2.5649493574615367,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,1,6,12.0
0,0,8,22,3.1354942159291497,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,1,5,44.0
1,7,2,48,3.8918202981106265,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,3,6,48.0
11,9,1,34,3.5553480614894135,1,4,6,4,3,1.3862943611198906,0,0,3,3,3,3,4,17.0
0,10,2,34,3.5553480614894135,1,4,6,4,9,2.302585092994046,0,0,4,2,9,3,4,119.0
4,5,2,20,3.044522437723423,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,9,5,40.0
11,1,4,38,3.6635616461296463,2,3,3,8,9,2.302585092994046,0,0,4,2,9,2,4,133.0
9,2,10,2,1.0986122886681098,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,4,1.0
9,2,8,30,3.4339872044851463,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,0,5,15.0
11,8,10,16,2.833213344056216,1,1,2,6,5,1.791759469228055,0,2,0,5,5,2,4,24.0
7,11,2,34,3.5553480614894135,1,4,6,4,7,2.0794415416798357,0,1,2,0,7,9,4,85.0
6,10,6,58,4.07753744390572,1,3,2,8,8,2.1972245773362196,1,2,3,1,8,3,5,174.0
8,11,7,50,3.9318256327243257,2,0,1,0,8,2.1972245773362196,1,2,3,1,8,8,5,150.0
9,7,8,28,3.367295829986474,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,5,6,28.0
9,10,9,56,4.04305126783455,2,1,0,6,9,2.302585092994046,0,0,4,2,9,6,4,196.0
6,8,8,48,3.8918202981106265,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,5,6,96.0
8,3,7,26,3.295836866004329,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,7,5,78.0
5,7,1,10,2.3978952727983707,1,0,3,0,5,1.791759469228055,0,2,0,5,5,9,5,15.0
1,2,10,44,3.8066624897703196,2,4,2,4,5,1.791759469228055,0,2,0,5,5,3,4,66.0
4,2,2,36,3.6109179126442243,0,1,1,6,7,2.0794415416798357,0,1,2,0,7,7,4,90.0
8,3,11,4,1.6094379124341003,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,2,5,8.0
10,9,6,54,4.007333185232471,0,4,5,4,6,1.9459101490553132,1,0,1,6,6,6,6,108.0
8,10,9,28,3.367295829986474,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,0,5,70.0
11,11,2,24,3.2188758248682006,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,0,6,48.0
3,6,2,36,3.6109179126442243,0,1,1,6,9,2.302585092994046,0,0,4,2,9,8,5,126.0
2,4,3,56,4.04305126783455,2,1,0,6,4,1.6094379124341003,1,1,4,4,4,9,6,56.0
7,10,7,14,2.70805020110221,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,1,5,35.0
5,1,2,44,3.8066624897703196,2,4,2,4,5,1.791759469228055,0,2,0,5,5,7,4,66.0
8,3,0,34,3.5553480614894135,1,4,6,4,9,2.302585092994046,0,0,4,2,9,8,4,119.0
9,5,0,46,3.8501476017100584,1,1,4,6,5,1.791759469228055,0,2,0,5,5,9,4,69.0
7,1,2,24,3.2188758248682006,0,4,3,4,5,1.791759469228055,0,2,0,5,5,4,4,36.0
8,8,10,8,2.1972245773362196,2,3,1,8,9,2.302585092994046,0,0,4,2,9,2,4,28.0
10,4,2,4,1.6094379124341003,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,0,4,10.0
9,10,8,14,2.70805020110221,2,4,0,4,9,2.302585092994046,0,0,4,2,9,6,4,49.0
1,3,6,30,3.4339872044851463,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,7,5,15.0
1,1,6,2,1.0986122886681098,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7,4,3.0
8,11,9,58,4.07753744390572,1,3,2,8,5,1.791759469228055,0,2,0,5,5,8,4,87.0
3,0,1,58,4.07753744390572,1,3,2,8,4,1.6094379124341003,1,1,4,4,4,4,5,58.0
5,7,2,14,2.70805020110221,2,4,0,4,5,1.791759469228055,0,2,0,5,5,3,4,21.0
9,1,1,42,3.7612001156935624,0,2,0,2,5,1.791759469228055,0,2,0,5,5,2,4,63.0
11,2,9,38,3.6635616461296463,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,8,5,38.0
3,2,10,38,3.6635616461296463,2,3,3,8,9,2.302585092994046,0,0,4,2,9,7,4,133.0
1,3,4,26,3.295836866004329,2,1,5,6,9,2.302585092994046,0,0,4,2,9,6,4,91.0
8,2,8,26,3.295836866004329,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,0,5,52.0
11,2,9,56,4.04305126783455,2,1,0,6,6,1.9459101490553132,1,0,1,6,6,7,5,112.0
8,8,7,32,3.4965075614664802,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,4,6,96.0
7,9,1,14,2.70805020110221,2,4,0,4,5,1.791759469228055,0,2,0,5,5,2,4,21.0
1,6,1,50,3.9318256327243257,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,9,5,100.0
4,7,11,56,4.04305126783455,2,1,0,6,3,1.3862943611198906,0,0,3,3,3,6,4,28.0
2,6,8,50,3.9318256327243257,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,4,4,25.0
5,10,2,40,3.713572066704308,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,2,4,20.0
7,8,3,56,4.04305126783455,2,1,0,6,8,2.1972245773362196,1,2,3,1,8,3,6,168.0
7,6,5,28,3.367295829986474,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,7,5,84.0
11,9,8,20,3.044522437723423,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,8,5,40.0
3,0,9,4,1.6094379124341003,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,3,6,12.0
2,5,1,40,3.713572066704308,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,1,4,20.0
0,8,5,2,1.0986122886681098,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,6,4.0
4,5,5,58,4.07753744390572,1,3,2,8,3,1.3862943611198906,0,0,3,3,3,9,4,29.0
6,10,9,30,3.4339872044851463,0,0,2,0,5,1.791759469228055,0,2,0,5,5,1,5,45.0
11,11,10,48,3.8918202981106265,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,7,5,24.0
3,10,1,52,3.970291913552122,1,2,3,2,9,2.302585092994046,0,0,4,2,9,7,4,182.0
2,2,4,56,4.04305126783455,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,1,5,140.0
7,0,6,52,3.970291913552122,1,2,3,2,8,2.1972245773362196,1,2,3,1,8,9,5,156.0
