slot_total_people,slot_total_people_abs_log1p,slot_total_people_mod3,slot_total_people_mod5,slot_total_people_mod7,slot_total_people_mod10,slot_per_group1_each,slot_per_group1_each_abs_log1p,slot_per_group1_each_is_even,slot_per_group1_each_mod3,slot_per_group1_each_mod5,slot_per_group1_each_mod7,slot_per_group1_each_mod10,slot_base_factor,slot_base_factor_abs_log1p,slot_base_factor_is_even,slot_base_factor_mod3,slot_base_factor_mod5,slot_base_factor_mod7,slot_base_factor_mod10,slot_extra_factor,slot_extra_factor_abs_log1p,slot_extra_factor_is_even,slot_extra_factor_mod3,slot_extra_factor_mod5,slot_extra_factor_mod7,slot_extra_factor_mod10,slot_item,slot_group1_member,slot_group2_member,gcd_all,n_multiple_pairs,y
26,3.295836866004329,2,1,5,6,79,4.382026634673881,0,1,4,2,9,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,8,8,8,1,3,316.0
14,2.70805020110221,2,4,0,4,91,4.5217885770490405,0,1,1,0,1,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,0,2,2,1,2,546.0
56,4.04305126783455,2,1,0,6,86,4.465908118654584,1,2,1,2,6,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,2,4,4,1,1,946.0
24,3.2188758248682006,0,4,3,4,104,4.653960350157523,1,2,4,6,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,9,9,1,3,728.0
26,3.295836866004329,2,1,5,6,77,4.356708826689592,0,2,2,0,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,0,1,1,1,1,539.0
38,3.6635616461296463,2,3,3,8,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,2,2,1,1,200.0
8,2.1972245773362196,2,3,1,8,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,7,5,5,1,5,96.0
16,2.833213344056216,1,1,2,6,57,4.060443010546419,0,0,2,1,7,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,9,1,1,1,2,285.0
36,3.6109179126442243,0,1,1,6,54,4.007333185232471,1,0,4,5,4,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,0,6,6,1,1,540.0
22,3.1354942159291497,1,2,1,2,79,4.382026634673881,0,1,4,2,9,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,8,4,4,1,0,948.0
22,3.1354942159291497,1,2,1,2,71,4.276666119016055,0,2,1,1,1,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,6,5,5,1,3,497.0
12,2.5649493574615367,0,2,5,2,37,3.6375861597263857,0,1,2,2,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,9,6,6,1,1,296.0
26,3.295836866004329,2,1,5,6,82,4.418840607796598,1,1,2,5,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,6,6,2,3,492.0
44,3.8066624897703196,2,4,2,4,99,4.605170185988092,0,0,4,1,9,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,0,7,7,1,5,198.0
14,2.70805020110221,2,4,0,4,85,4.454347296253507,0,1,0,1,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,8,3,3,1,3,850.0
44,3.8066624897703196,2,4,2,4,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,2,2,1,2,45.0
58,4.07753744390572,1,3,2,8,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,7,5,5,1,2,30.0
48,3.8918202981106265,0,3,6,8,40,3.713572066704308,1,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,7,4,4,1,2,320.0
14,2.70805020110221,2,4,0,4,31,3.4657359027997265,0,1,1,3,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,0,1,1,1,0,310.0
24,3.2188758248682006,0,4,3,4,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,3,6,6,2,4,500.0
52,3.970291913552122,1,2,3,2,39,3.6888794541139363,0,0,4,4,9,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,7,7,1,4,156.0
10,2.3978952727983707,1,0,3,0,112,4.727387818712341,1,1,2,0,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,3,5,5,1,3,448.0
4,1.6094379124341003,1,4,4,4,111,4.718498871295094,0,0,1,6,1,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,2,6,6,1,4,999.0
58,4.07753744390572,1,3,2,8,46,3.8501476017100584,1,1,1,4,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,2,2,1,2,230.0
58,4.07753744390572,1,3,2,8,40,3.713572066704308,1,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,2,9,9,1,0,400.0
40,3.713572066704308,1,0,5,0,75,4.330733340286331,0,0,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,6,6,1,3,600.0
32,3.4965075614664802,2,2,4,2,69,4.248495242049359,0,0,4,6,9,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,9,7,7,1,1,552.0
56,4.04305126783455,2,1,0,6,99,4.605170185988092,0,0,4,1,9,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,7,7,1,4,495.0
48,3.8918202981106265,0,3,6,8,63,4.1588830833596715,0,0,3,0,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,8,0,0,1,3,378.0
24,3.2188758248682006,0,4,3,4,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,7,3,3,1,3,250.0
32,3.4965075614664802,2,2,4,2,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,4,4,4,1,3,147.0
34,3.5553480614894135,1,4,6,4,55,4.02535169073515,0,1,0,6,5,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,1,1,1,2,330.0
14,2.70805020110221,2,4,0,4,89,4.499809670330265,0,2,4,5,9,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,3,2,2,1,2,712.0
26,3.295836866004329,2,1,5,6,51,3.9512437185814275,0,0,1,2,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,8,6,6,1,2,408.0
4,1.6094379124341003,1,4,4,4,31,3.4657359027997265,0,1,1,3,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,6,2,2,1,1,186.0
60,4.110873864173311,0,0,4,0,33,3.5263605246161616,0,0,3,5,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,0,0,1,3,264.0
44,3.8066624897703196,2,4,2,4,62,4.143134726391533,1,2,2,6,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,0,1,1,1,3,248.0
58,4.07753744390572,1,3,2,8,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,8,3,3,1,2,90.0
26,3.295836866004329,2,1,5,6,71,4.276666119016055,0,2,1,1,1,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,2,7,7,1,1,852.0
12,2.5649493574615367,0,2,5,2,115,4.7535901911063645,0,1,0,3,5,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,4,8,8,1,3,920.0
20,3.044522437723423,2,0,6,0,98,4.59511985013459,1,2,3,0,8,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,4,3,3,2,2,1176.0
38,3.6635616461296463,2,3,3,8,83,4.430816798843313,0,2,3,6,3,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,7,7,1,5,166.0
12,2.5649493574615367,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,5,5,5,4,4,96.0
18,2.9444389791664403,0,3,4,8,39,3.6888794541139363,0,0,4,4,9,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,9,9,1,3,156.0
34,3.5553480614894135,1,4,6,4,23,3.1780538303479458,0,2,3,2,3,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,9,9,9,1,3,207.0
6,1.9459101490553132,0,1,6,6,117,4.770684624465665,0,0,2,5,7,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,2,9,9,1,3,702.0
30,3.4339872044851463,0,0,2,0,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,0,0,2,4,96.0
50,3.9318256327243257,2,0,1,0,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,0,0,1,2,360.0
38,3.6635616461296463,2,3,3,8,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,5,5,1,5,18.0
4,1.6094379124341003,1,4,4,4,101,4.624972813284271,0,2,1,3,1,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,6,8,8,1,3,707.0
28,3.367295829986474,1,3,0,8,60,4.110873864173311,1,0,0,4,0,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,4,4,1,3,540.0
42,3.7612001156935624,0,2,0,2,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,9,9,1,3,108.0
16,2.833213344056216,1,1,2,6,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,4,0,0,1,3,119.0
58,4.07753744390572,1,3,2,8,58,4.07753744390572,1,1,3,2,8,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2,7,7,1,4,232.0
12,2.5649493574615367,0,2,5,2,80,4.394449154672439,1,2,0,3,0,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,5,5,1,3,640.0
60,4.110873864173311,0,0,4,0,42,3.7612001156935624,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,6,1,1,3,5,252.0
24,3.2188758248682006,0,4,3,4,65,4.189654742026425,0,2,0,2,5,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,0,7,7,1,4,455.0
22,3.1354942159291497,1,2,1,2,55,4.02535169073515,0,1,0,6,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,3,3,1,0,385.0
12,2.5649493574615367,0,2,5,2,89,4.499809670330265,0,2,4,5,9,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,4,4,1,4,445.0
22,3.1354942159291497,1,2,1,2,96,4.574710978503383,1,0,1,5,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,3,3,2,4,576.0
58,4.07753744390572,1,3,2,8,71,4.276666119016055,0,2,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,9,9,1,3,355.0
6,1.9459101490553132,0,1,6,6,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,9,5,5,1,3,138.0
22,3.1354942159291497,1,2,1,2,61,4.127134385045092,0,1,1,5,1,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,0,4,4,1,0,671.0
28,3.367295829986474,1,3,0,8,106,4.672828834461906,1,1,1,1,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,1,2,2,2,5,424.0
44,3.8066624897703196,2,4,2,4,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,4,1,1,1,4,44.0
10,2.3978952727983707,1,0,3,0,58,4.07753744390572,1,1,3,2,8,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,0,1,1,1,1,638.0
34,3.5553480614894135,1,4,6,4,106,4.672828834461906,1,1,1,1,6,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,0,4,4,1,3,636.0
4,1.6094379124341003,1,4,4,4,88,4.48863636973214,1,1,3,4,8,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,3,2,2,1,3,968.0
48,3.8918202981106265,0,3,6,8,86,4.465908118654584,1,2,1,2,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,9,9,1,4,430.0
28,3.367295829986474,1,3,0,8,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,4,4,1,2,117.0
50,3.9318256327243257,2,0,1,0,88,4.48863636973214,1,1,3,4,8,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,9,9,9,1,3,880.0
14,2.70805020110221,2,4,0,4,79,4.382026634673881,0,1,4,2,9,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,4,4,4,1,4,632.0
8,2.1972245773362196,2,3,1,8,71,4.276666119016055,0,2,1,1,1,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,4,1,1,1,4,639.0
32,3.4965075614664802,2,2,4,2,44,3.8066624897703196,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,0,0,2,5,176.0
60,4.110873864173311,0,0,4,0,102,4.634728988229636,1,0,2,4,2,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,4,6,6,1,1,1122.0
4,1.6094379124341003,1,4,4,4,81,4.406719247264253,0,0,1,4,1,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,2,3,3,1,0,972.0
6,1.9459101490553132,0,1,6,6,68,4.23410650459726,1,2,3,5,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,6,6,1,2,476.0
36,3.6109179126442243,0,1,1,6,100,4.61512051684126,1,1,0,2,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,8,7,7,1,3,500.0
52,3.970291913552122,1,2,3,2,89,4.499809670330265,0,2,4,5,9,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,7,4,4,1,4,445.0
14,2.70805020110221,2,4,0,4,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,1,1,1,5,120.0
10,2.3978952727983707,1,0,3,0,70,4.2626798770413155,1,1,0,0,0,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,6,3,3,1,5,560.0
24,3.2188758248682006,0,4,3,4,67,4.219507705176107,0,1,2,4,7,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,8,0,0,1,4,469.0
54,4.007333185232471,0,4,5,4,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,7,7,1,0,276.0
26,3.295836866004329,2,1,5,6,52,3.970291913552122,1,1,2,3,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,3,3,1,2,468.0
22,3.1354942159291497,1,2,1,2,66,4.204692619390966,1,0,1,3,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,3,3,1,4,330.0
54,4.007333185232471,0,4,5,4,54,4.007333185232471,1,0,4,5,4,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,4,8,8,1,1,702.0
46,3.8501476017100584,1,1,4,6,59,4.0943445622221,0,2,4,3,9,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,9,0,0,1,2,354.0
36,3.6109179126442243,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,4,4,1,5,24.0
30,3.4339872044851463,0,0,2,0,49,3.912023005428146,0,1,4,0,9,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,8,6,6,1,2,490.0
42,3.7612001156935624,0,2,0,2,31,3.4657359027997265,0,1,1,3,1,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,0,7,7,1,3,186.0
4,1.6094379124341003,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,3,7,7,2,6,144.0
40,3.713572066704308,1,0,5,0,47,3.871201010907891,0,2,2,5,7,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,8,8,1,1,517.0
30,3.4339872044851463,0,0,2,0,115,4.7535901911063645,0,1,0,3,5,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,0,0,1,3,1265.0
14,2.70805020110221,2,4,0,4,98,4.59511985013459,1,2,3,0,8,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,9,6,6,1,1,686.0
54,4.007333185232471,0,4,5,4,43,3.784189633918261,0,1,3,1,3,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,3,8,8,1,3,387.0
12,2.5649493574615367,0,2,5,2,68,4.23410650459726,1,2,3,5,8,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,0,3,3,1,4,272.0
28,3.367295829986474,1,3,0,8,101,4.624972813284271,0,2,1,3,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,2,3,3,1,1,505.0
58,4.07753744390572,1,3,2,8,71,4.276666119016055,0,2,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,8,8,1,3,355.0
54,4.007333185232471,0,4,5,4,72,4.290459441148391,1,0,2,2,2,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,9,5,5,1,1,936.0
14,2.70805020110221,2,4,0,4,88,4.48863636973214,1,1,3,4,8,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,6,6,1,1,880.0
38,3.6635616461296463,2,3,3,8,116,4.762173934797756,1,2,1,4,6,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,3,3,1,5,348.0
30,3.4339872044851463,0,0,2,0,41,3.7376696182833684,0,2,1,6,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,4,4,1,3,164.0
12,2.5649493574615367,0,2,5,2,41,3.7376696182833684,0,2,1,6,1,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,1,1,1,4,205.0
30,3.4339872044851463,0,0,2,0,64,4.174387269895637,1,1,4,1,4,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,2,3,3,2,3,768.0
4,1.6094379124341003,1,4,4,4,88,4.48863636973214,1,1,3,4,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,5,5,5,2,6,528.0
20,3.044522437723423,2,0,6,0,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,4,4,4,1,3,210.0
44,3.8066624897703196,2,4,2,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,0,9,9,1,4,25.0
20,3.044522437723423,2,0,6,0,74,4.31748811353631,1,2,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,5,6,6,1,5,148.0
54,4.007333185232471,0,4,5,4,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,5,5,1,3,250.0
10,2.3978952727983707,1,0,3,0,34,3.5553480614894135,1,1,4,6,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,0,1,1,2,3,204.0
48,3.8918202981106265,0,3,6,8,76,4.343805421853684,1,1,1,6,6,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,7,8,8,1,2,684.0
14,2.70805020110221,2,4,0,4,40,3.713572066704308,1,1,0,5,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,0,0,1,4,200.0
60,4.110873864173311,0,0,4,0,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,8,0,0,1,3,42.0
8,2.1972245773362196,2,3,1,8,44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,8,8,1,3,176.0
18,2.9444389791664403,0,3,4,8,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,8,2,2,1,3,105.0
48,3.8918202981106265,0,3,6,8,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,5,2,2,1,3,70.0
52,3.970291913552122,1,2,3,2,105,4.663439094112067,0,0,0,0,5,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,0,4,4,1,4,840.0
44,3.8066624897703196,2,4,2,4,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,7,9,9,1,0,78.0
8,2.1972245773362196,2,3,1,8,47,3.871201010907891,0,2,2,5,7,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,2,2,1,1,282.0
28,3.367295829986474,1,3,0,8,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,0,1,1,1,1,216.0
14,2.70805020110221,2,4,0,4,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,9,4,4,2,1,300.0
56,4.04305126783455,2,1,0,6,37,3.6375861597263857,0,1,2,2,7,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,0,4,4,1,1,444.0
46,3.8501476017100584,1,1,4,6,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,7,4,4,1,5,144.0
4,1.6094379124341003,1,4,4,4,59,4.0943445622221,0,2,4,3,9,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,0,0,1,4,295.0
36,3.6109179126442243,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,6,7,7,1,6,126.0
54,4.007333185232471,0,4,5,4,29,3.4011973816621555,0,2,4,1,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,9,9,1,1,203.0
52,3.970291913552122,1,2,3,2,79,4.382026634673881,0,1,4,2,9,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,5,0,0,1,2,632.0
56,4.04305126783455,2,1,0,6,33,3.5263605246161616,0,0,3,5,3,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,5,5,5,1,3,396.0
54,4.007333185232471,0,4,5,4,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,8,8,1,3,99.0
12,2.5649493574615367,0,2,5,2,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,3,1,1,1,3,168.0
30,3.4339872044851463,0,0,2,0,46,3.8501476017100584,1,1,1,4,6,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,7,2,2,1,3,414.0
30,3.4339872044851463,0,0,2,0,41,3.7376696182833684,0,2,1,6,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,4,6,6,1,2,246.0
10,2.3978952727983707,1,0,3,0,71,4.276666119016055,0,2,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,3,3,1,2,426.0
6,1.9459101490553132,0,1,6,6,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,9,7,7,1,0,81.0
24,3.2188758248682006,0,4,3,4,32,3.4965075614664802,1,2,2,4,2,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,0,0,1,3,192.0
22,3.1354942159291497,1,2,1,2,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,9,9,1,4,280.0
58,4.07753744390572,1,3,2,8,74,4.31748811353631,1,2,4,4,4,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,5,5,1,0,962.0
8,2.1972245773362196,2,3,1,8,31,3.4657359027997265,0,1,1,3,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,0,7,7,1,1,155.0
56,4.04305126783455,2,1,0,6,76,4.343805421853684,1,1,1,6,6,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,2,1,1,1,4,608.0
40,3.713572066704308,1,0,5,0,33,3.5263605246161616,0,0,3,5,3,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,6,3,3,1,3,264.0
52,3.970291913552122,1,2,3,2,114,4.74493212836325,1,0,4,2,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,4,7,7,2,4,684.0
12,2.5649493574615367,0,2,5,2,88,4.48863636973214,1,1,3,4,8,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,7,7,1,3,616.0
32,3.4965075614664802,2,2,4,2,90,4.51085950651685,1,0,0,6,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,5,1,1,1,5,270.0
