slot_person,slot_place,slot_unit,slot_day1,slot_day2,slot_day3,slot_base_amount,slot_base_amount_abs_log1p,slot_base_amount_is_even,slot_base_amount_mod3,slot_base_amount_mod5,slot_base_amount_mod7,slot_base_amount_mod10,slot_mult_day2,slot_mult_day2_abs_log1p,slot_mult_day2_is_even,slot_mult_day2_mod3,slot_mult_day2_mod5,slot_mult_day2_mod7,slot_mult_day2_mod10,slot_mult_day3,slot_mult_day3_abs_log1p,slot_mult_day3_is_even,slot_mult_day3_mod3,slot_mult_day3_mod5,slot_mult_day3_mod7,slot_mult_day3_mod10,slot_initial_total,slot_initial_total_abs_log1p,slot_initial_total_is_even,slot_initial_total_mod3,slot_initial_total_mod5,slot_initial_total_mod7,slot_initial_total_mod10,gcd_all,n_multiple_pairs,y
4,0,4,1,1,1,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,68,4.23410650459726,1,2,3,5,8,2,4,2.0
2,5,1,0,0,0,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,281,5.641907070938114,0,2,1,1,1,1,0,15.0
2,4,4,1,1,1,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,330,5.802118375377063,1,0,0,1,0,1,2,24.0
2,1,2,4,4,4,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,141,4.955827057601261,0,0,1,1,1,1,1,8.0
3,6,2,1,1,1,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,213,5.365976015021851,0,0,3,3,3,1,3,9.0
0,7,3,3,3,3,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,166,5.117993812416755,1,1,1,5,6,1,3,33.0
3,3,0,1,1,1,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,202,5.313205979041787,1,1,2,6,2,2,4,26.0
4,7,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,109,4.700480365792417,0,1,4,4,9,1,2,49.0
5,5,3,2,2,2,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,155,5.049856007249537,0,2,0,1,5,1,1,22.0
0,3,4,4,4,4,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,412,6.023447592961033,1,1,2,6,2,1,3,13.0
4,6,3,0,0,0,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,430,6.066108090103747,1,1,0,3,0,1,1,31.0
1,1,3,2,2,2,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,182,5.209486152841421,1,2,2,0,2,1,2,13.0
7,5,1,2,2,2,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,271,5.605802066295998,0,1,1,5,1,1,0,50.0
4,7,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,382,5.948034989180646,1,1,2,4,2,1,0,44.0
3,4,2,1,1,1,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,273,5.6131281063880705,0,0,3,0,3,1,3,13.0
0,3,0,4,4,4,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,148,5.003946305945459,1,1,3,1,8,1,3,18.0
2,2,0,4,4,4,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,245,5.5053315359323625,0,2,0,0,5,1,2,5.0
5,4,1,1,1,1,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,473,6.161207321695077,0,2,3,4,3,1,3,8.0
7,6,3,1,1,1,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,193,5.267858159063328,0,1,3,4,3,1,1,37.0
5,1,1,0,0,0,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,116,4.762173934797756,1,2,1,4,6,1,3,38.0
0,0,3,1,1,1,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,365,5.902633333401366,0,2,0,1,5,1,1,40.0
4,1,0,0,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,96,4.574710978503383,1,0,1,5,6,1,2,18.0
2,6,0,1,1,1,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,239,5.480638923341991,0,2,4,1,9,1,3,19.0
2,2,3,0,0,0,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,211,5.356586274672012,0,1,1,1,1,1,1,24.0
7,7,3,1,1,1,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,100,4.61512051684126,1,1,0,2,0,2,5,16.0
6,0,1,0,0,0,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,298,5.700443573390687,1,1,3,4,8,1,1,10.0
4,4,2,1,1,1,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,133,4.897839799950911,0,1,3,0,3,1,1,37.0
4,4,0,4,4,4,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,128,4.859812404361672,1,2,3,2,8,1,3,50.0
1,4,4,1,1,1,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,58,4.07753744390572,1,1,3,2,8,1,2,3.0
4,3,4,3,3,3,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,282,5.645446897643238,1,0,2,2,2,1,1,9.0
7,5,2,3,3,3,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,232,5.4510384535657,1,1,2,1,2,1,3,11.0
1,2,2,1,1,1,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,141,4.955827057601261,0,0,1,1,1,1,1,8.0
6,0,0,4,4,4,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,89,4.499809670330265,0,2,4,5,9,1,1,9.0
1,4,0,4,4,4,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,612,6.418364935936212,1,0,2,3,2,1,1,23.0
2,0,4,0,0,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,109,4.700480365792417,0,1,4,4,9,1,0,34.0
4,4,0,4,4,4,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,111,4.718498871295094,0,0,1,6,1,1,2,11.0
1,4,0,0,0,0,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,346,5.849324779946859,1,1,1,3,6,1,2,31.0
0,3,3,1,1,1,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,122,4.812184355372417,1,2,2,3,2,1,3,14.0
0,2,4,1,1,1,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,233,5.455321115357702,0,2,3,2,3,1,1,24.0
2,2,4,2,2,2,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,336,5.820082930352362,1,0,1,0,6,1,3,24.0
2,3,0,2,2,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,80,4.394449154672439,1,2,0,3,0,1,4,15.0
0,7,1,2,2,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,96,4.574710978503383,1,0,1,5,6,1,2,33.0
6,1,3,1,1,1,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,162,5.093750200806762,1,0,2,1,2,1,2,41.0
6,6,4,2,2,2,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,440,6.089044875446846,1,2,0,6,0,4,6,20.0
2,3,2,0,0,0,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,180,5.198497031265826,1,0,0,5,0,1,5,18.0
3,7,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,116,4.762173934797756,1,2,1,4,6,1,1,4.0
1,7,3,2,2,2,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,380,5.942799375126701,1,2,0,2,0,1,2,2.0
7,1,3,4,4,4,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,194,5.272999558563747,1,2,4,5,4,1,1,50.0
5,5,0,3,3,3,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,372,5.921578419643816,1,0,2,1,2,1,1,22.0
2,2,4,1,1,1,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,231,5.44673737166631,0,0,1,0,1,1,0,6.0
2,1,2,4,4,4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,112,4.727387818712341,1,1,2,0,2,1,3,8.0
0,3,2,4,4,4,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,292,5.680172609017068,1,1,2,5,2,1,2,37.0
7,2,2,0,0,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,118,4.77912349311153,1,1,3,6,8,1,2,14.0
3,1,2,4,4,4,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,162,5.093750200806762,1,0,2,1,2,1,3,12.0
0,5,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,226,5.424950017481403,1,1,1,2,6,1,0,50.0
5,5,2,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,108,4.6913478822291435,1,0,3,3,8,1,2,30.0
4,7,4,4,4,4,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,153,5.0369526024136295,0,0,3,6,3,1,1,20.0
5,7,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,65,4.189654742026425,0,2,0,2,5,1,1,1.0
2,4,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,166,5.117993812416755,1,1,1,5,6,1,3,4.0
6,6,0,1,1,1,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,134,4.90527477843843,1,2,4,1,4,1,1,4.0
2,1,4,4,4,4,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,331,5.805134968916488,0,1,1,2,1,1,0,8.0
3,6,3,2,2,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,142,4.962844630259907,1,1,2,2,2,1,1,47.0
3,5,2,4,4,4,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,286,5.659482215759621,1,1,1,6,6,1,2,1.0
0,6,3,2,2,2,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,123,4.820281565605037,0,0,3,4,3,1,1,6.0
3,3,3,2,2,2,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,210,5.351858133476067,1,0,0,0,0,1,1,2.0
4,0,1,0,0,0,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,209,5.3471075307174685,0,2,4,6,9,1,1,1.0
1,7,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,45,3.828641396489095,0,0,0,3,5,1,2,5.0
6,0,0,4,4,4,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,124,4.8283137373023015,1,1,4,5,4,1,2,34.0
6,5,1,3,3,3,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,94,4.553876891600541,1,1,4,3,4,2,3,28.0
4,2,2,2,2,2,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,505,6.226536669287466,0,1,0,1,5,5,5,40.0
7,3,3,1,1,1,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,118,4.77912349311153,1,1,3,6,8,1,1,1.0
1,5,3,0,0,0,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,279,5.634789603169249,0,0,4,6,9,1,1,31.0
0,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,56,4.04305126783455,1,2,1,0,6,1,3,2.0
7,4,2,0,0,0,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,218,5.389071729816501,1,2,3,1,8,1,3,38.0
3,0,0,1,1,1,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,266,5.58724865840025,1,2,1,0,6,1,2,19.0
6,1,0,2,2,2,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,404,6.003887067106539,1,2,4,5,4,1,2,14.0
7,5,4,3,3,3,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,296,5.6937321388027,1,2,1,2,6,1,0,23.0
4,6,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,89,4.499809670330265,0,2,4,5,9,1,1,41.0
4,7,4,0,0,0,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,159,5.075173815233827,0,0,4,5,9,1,3,3.0
7,1,1,3,3,3,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,87,4.477336814478207,0,0,2,3,7,1,3,17.0
1,7,4,0,0,0,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,216,5.37989735354046,1,0,1,6,6,1,5,36.0
0,3,1,2,2,2,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,211,5.356586274672012,0,1,1,1,1,1,2,31.0
3,1,2,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,78,4.3694478524670215,1,0,3,1,8,1,2,30.0
6,3,3,0,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,134,4.90527477843843,1,2,4,1,4,1,1,41.0
1,1,2,4,4,4,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,194,5.272999558563747,1,2,4,5,4,1,1,47.0
3,3,4,2,2,2,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,244,5.501258210544727,1,1,4,6,4,2,5,24.0
2,4,2,3,3,3,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,146,4.990432586778736,1,2,1,6,6,1,2,2.0
4,5,1,0,0,0,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,200,5.303304908059076,1,2,0,4,0,1,2,29.0
4,4,1,4,4,4,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,205,5.327876168789581,0,1,0,2,5,1,1,16.0
2,3,2,0,0,0,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,156,5.056245805348308,1,0,1,2,6,1,5,36.0
7,2,3,0,0,0,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,163,5.099866427824199,0,1,3,2,3,1,3,46.0
5,7,2,4,4,4,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,499,6.214608098422191,0,1,4,2,9,1,0,5.0
3,3,0,0,0,0,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,375,5.929589143389895,0,0,0,4,5,1,3,39.0
6,4,4,0,0,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,117,4.770684624465665,0,0,2,5,7,1,1,42.0
5,2,2,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,61,4.127134385045092,0,1,1,5,1,1,0,16.0
4,6,0,4,4,4,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,279,5.634789603169249,0,0,4,6,9,1,3,27.0
1,4,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,256,5.54907608489522,1,1,1,4,6,1,1,46.0
2,1,2,0,0,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,45,3.828641396489095,0,0,0,3,5,1,2,9.0
2,0,4,0,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,125,4.836281906951478,0,2,0,6,5,1,1,41.0
7,4,4,1,1,1,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,272,5.60947179518496,1,2,2,6,2,1,2,32.0
2,7,3,3,3,3,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,198,5.293304824724492,1,0,3,2,8,1,2,3.0
3,1,0,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,80,4.394449154672439,1,2,0,3,0,1,2,4.0
0,0,4,3,3,3,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,325,5.786897381366708,0,1,0,3,5,1,1,2.0
5,1,2,3,3,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,116,4.762173934797756,1,2,1,4,6,1,3,16.0
1,3,2,0,0,0,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,97,4.584967478670572,0,1,2,6,7,1,1,7.0
3,2,3,0,0,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,63,4.1588830833596715,0,0,3,0,3,1,3,35.0
2,1,3,2,2,2,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,98,4.59511985013459,1,2,3,0,8,2,4,10.0
6,2,4,2,2,2,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,156,5.056245805348308,1,0,1,2,6,1,3,26.0
5,6,0,4,4,4,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,208,5.342334251964811,1,1,3,5,8,1,2,39.0
7,6,2,2,2,2,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,280,5.638354669333745,1,1,0,0,0,1,3,7.0
2,2,3,0,0,0,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,257,5.552959584921617,0,2,2,5,7,1,1,47.0
6,3,2,0,0,0,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,165,5.111987788356544,0,0,0,4,5,1,1,48.0
4,2,2,1,1,1,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,185,5.225746673713202,0,2,0,3,5,1,3,25.0
3,3,0,2,2,2,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,376,5.932245187448011,1,1,1,5,6,1,2,1.0
4,1,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,72,4.290459441148391,1,0,2,2,2,1,5,18.0
7,4,2,4,4,4,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,205,5.327876168789581,0,1,0,2,5,1,2,13.0
7,6,3,4,4,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,81,4.406719247264253,0,0,1,4,1,3,6,42.0
5,6,3,3,3,3,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,306,5.726847747587197,1,0,1,5,6,1,1,33.0
4,3,4,2,2,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,118,4.77912349311153,1,1,3,6,8,1,1,6.0
3,5,3,3,3,3,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,141,4.955827057601261,0,0,1,1,1,1,3,11.0
2,3,0,0,0,0,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,177,5.181783550292085,0,0,2,2,7,1,3,15.0
0,1,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,132,4.890349128221754,1,0,2,6,2,1,2,7.0
7,1,1,2,2,2,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,165,5.111987788356544,0,0,0,4,5,1,2,13.0
4,6,0,0,0,0,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,212,5.3612921657094255,1,2,2,2,2,1,3,17.0
4,1,3,3,3,3,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,146,4.990432586778736,1,2,1,6,6,2,5,48.0
5,4,4,3,3,3,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,410,6.018593214496234,1,2,0,4,0,1,3,7.0
0,2,1,1,1,1,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,148,5.003946305945459,1,1,3,1,8,1,2,18.0
3,3,2,1,1,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,113,4.736198448394496,0,2,3,1,3,1,0,38.0
2,5,0,4,4,4,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,385,5.955837369464831,0,1,0,0,5,1,2,43.0
3,6,4,4,4,4,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,372,5.921578419643816,1,0,2,1,2,1,1,22.0
3,0,3,0,0,0,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,120,4.795790545596741,1,0,0,1,0,2,5,10.0
1,7,3,1,1,1,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,170,5.14166355650266,1,2,0,2,0,1,1,10.0
4,6,2,0,0,0,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,174,5.1647859739235145,1,0,4,6,4,1,4,12.0
