slot_group_a_label,slot_group_b_label,slot_ra,slot_ra_abs_log1p,slot_ra_is_even,slot_ra_mod3,slot_ra_mod5,slot_ra_mod7,slot_ra_mod10,slot_rb,slot_rb_abs_log1p,slot_rb_is_even,slot_rb_mod3,slot_rb_mod5,slot_rb_mod7,slot_rb_mod10,slot_total,slot_total_abs_log1p,slot_total_is_even,slot_total_mod3,slot_total_mod5,slot_total_mod7,slot_total_mod10,slot_b_leaves,slot_b_leaves_abs_log1p,slot_b_leaves_sign,slot_b_leaves_is_even,slot_b_leaves_mod3,slot_b_leaves_mod5,slot_b_leaves_mod7,slot_b_leaves_mod10,gcd_all,n_multiple_pairs,y
9,9,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,400,5.993961427306569,1,1,0,1,0,145,4.983606621708336,1,0,1,0,5,5,1,0,75.0
5,5,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,170,5.14166355650266,1,2,0,2,0,5,1.791759469228055,1,0,2,0,5,5,1,4,12.0
7,7,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,289,5.66988092298052,0,1,4,2,9,62,4.143134726391533,1,1,2,2,6,2,1,0,142.0
1,1,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,40,3.713572066704308,1,1,0,5,0,25,3.258096538021482,1,0,1,0,4,5,1,3,11.0
9,9,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,384,5.953243334287785,1,0,4,6,4,106,4.672828834461906,1,1,1,1,1,6,2,3,86.0
0,0,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,352,5.8664680569332965,1,1,2,2,2,135,4.912654885736052,1,0,0,0,2,5,1,1,25.0
9,9,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,45,3.828641396489095,0,0,0,3,5,9,2.302585092994046,1,0,0,4,2,9,3,3,18.0
6,6,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,80,4.394449154672439,1,2,0,3,0,37,3.6375861597263857,1,0,1,2,2,7,1,0,19.0
5,5,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,308,5.733341276897746,1,2,3,0,8,49,3.912023005428146,1,0,1,4,0,9,1,0,61.0
6,6,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,629,6.4457198193855785,0,2,4,6,9,44,3.8066624897703196,1,1,2,4,2,4,1,0,400.0
8,8,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,570,6.3473892096560105,1,0,0,3,0,146,4.990432586778736,1,1,2,1,6,6,1,3,44.0
9,9,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,105,4.663439094112067,0,0,0,0,5,10,2.3978952727983707,1,1,1,0,3,0,1,2,11.0
1,1,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,480,6.175867270105761,1,0,0,4,0,145,4.983606621708336,1,0,1,0,5,5,1,2,35.0
9,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,161,5.087596335232384,0,2,1,0,1,81,4.406719247264253,1,0,0,1,4,1,1,1,11.0
2,2,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,126,4.844187086458591,1,0,1,0,6,1,0.6931471805599453,1,0,1,1,1,1,1,5,17.0
8,8,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,252,5.53338948872752,1,0,2,0,2,7,2.0794415416798357,1,0,1,2,0,7,1,4,119.0
8,8,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,448,6.1070228877422545,1,1,3,0,8,142,4.962844630259907,1,1,1,2,2,2,1,1,110.0
9,9,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,324,5.783825182329737,1,0,4,2,4,15,2.772588722239781,1,0,0,0,1,5,3,4,66.0
1,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,1,0,0,3,3,3,3,6,3.0
9,9,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,429,6.063785208687608,0,0,4,2,9,20,3.044522437723423,1,1,2,0,6,0,1,1,244.0
8,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,126,4.844187086458591,1,0,1,0,6,11,2.4849066497880004,1,0,2,1,4,1,1,3,10.0
1,1,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,60,4.110873864173311,1,0,0,4,0,9,2.302585092994046,1,0,0,4,2,9,1,5,6.0
0,0,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,99,4.605170185988092,0,0,4,1,9,10,2.3978952727983707,1,1,1,0,3,0,1,2,8.0
7,7,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,437,6.082218910376446,0,2,2,3,7,64,4.174387269895637,1,1,1,4,1,4,1,0,145.0
8,8,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,38,3.6635616461296463,1,2,3,3,8,17,2.8903717578961645,1,0,2,2,3,7,1,5,2.0
7,7,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,442,6.093569770045136,1,1,2,1,2,111,4.718498871295094,1,0,0,1,6,1,1,0,195.0
5,5,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,130,4.875197323201151,1,1,0,4,0,20,3.044522437723423,1,1,2,0,6,0,2,3,6.0
7,7,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,81,4.406719247264253,0,0,1,4,1,18,2.9444389791664403,1,1,0,3,4,8,1,1,45.0
4,4,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,456,6.124683390894205,1,0,1,1,6,132,4.890349128221754,1,1,0,2,6,2,1,0,108.0
5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,64,4.174387269895637,1,1,4,1,4,32,3.4965075614664802,1,1,2,2,4,2,1,1,8.0
3,3,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,330,5.802118375377063,1,0,0,1,0,57,4.060443010546419,1,0,0,2,1,7,1,1,141.0
3,3,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,154,5.043425116919247,1,1,4,0,4,10,2.3978952727983707,1,1,1,0,3,0,2,3,12.0
1,1,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,260,5.564520407322694,1,2,0,1,0,17,2.8903717578961645,1,0,2,2,3,7,1,1,43.0
4,4,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,176,5.176149732573829,1,2,1,1,6,89,4.499809670330265,1,0,2,4,5,9,1,0,7.0
1,1,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,165,5.111987788356544,0,0,0,4,5,19,2.995732273553991,1,0,1,4,5,9,1,0,58.0
9,9,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,722,6.583409222158765,1,2,2,1,2,90,4.51085950651685,1,1,0,0,6,0,1,0,176.0
8,8,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,143,4.969813299576001,0,2,3,3,3,63,4.1588830833596715,1,0,0,3,0,3,1,1,14.0
1,1,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,209,5.3471075307174685,0,2,4,6,9,17,2.8903717578961645,1,0,2,2,3,7,1,0,97.0
3,3,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,168,5.1298987149230735,1,0,3,0,8,107,4.68213122712422,1,0,2,2,2,7,1,2,33.0
5,5,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,368,5.910796644040527,1,2,3,4,8,55,4.02535169073515,1,0,1,0,6,5,1,0,83.0
4,4,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,33,3.5263605246161616,0,0,3,5,3,5,1.791759469228055,1,0,2,0,5,5,1,1,4.0
4,4,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,33,3.5263605246161616,0,0,3,5,3,15,2.772588722239781,1,0,0,0,1,5,1,1,3.0
8,8,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,351,5.863631175598097,0,0,1,1,1,0,0.0,0,1,0,0,0,0,1,0,195.0
6,6,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,128,4.859812404361672,1,2,3,2,8,18,2.9444389791664403,1,1,0,3,4,8,1,3,94.0
1,1,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,110,4.709530201312334,1,2,0,5,0,15,2.772588722239781,1,0,0,0,1,5,1,3,7.0
2,2,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,256,5.54907608489522,1,1,1,4,6,3,1.3862943611198906,1,0,0,3,3,3,1,1,141.0
6,6,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,208,5.342334251964811,1,1,3,5,8,21,3.091042453358316,1,0,0,1,0,1,1,4,5.0
3,3,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,294,5.68697535633982,1,0,4,0,4,103,4.6443908991413725,1,0,1,3,5,3,1,0,23.0
1,1,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,198,5.293304824724492,1,0,3,2,8,39,3.6888794541139363,1,0,0,4,4,9,1,1,51.0
4,4,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,260,5.564520407322694,1,2,0,1,0,14,2.70805020110221,1,1,2,4,0,4,1,3,6.0
1,1,9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,414,6.028278520230698,1,0,4,1,4,130,4.875197323201151,1,1,1,0,4,0,1,3,77.0
8,8,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,255,5.545177444479562,0,0,0,3,5,85,4.454347296253507,1,0,1,0,1,5,1,1,68.0
5,5,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,460,6.133398042996649,1,1,0,5,0,76,4.343805421853684,1,1,1,1,6,6,1,0,144.0
3,3,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,481,6.1779441140506,0,1,1,5,1,54,4.007333185232471,1,1,0,4,5,4,1,1,168.0
7,7,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,276,5.6240175061873385,1,0,1,3,6,11,2.4849066497880004,1,0,2,1,4,1,1,3,127.0
8,8,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,1,2,2,2,2,1,2,6.0
4,4,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,210,5.351858133476067,1,0,0,0,0,18,2.9444389791664403,1,1,0,3,4,8,1,3,129.0
2,2,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,169,5.135798437050262,0,1,4,1,9,0,0.0,0,1,0,0,0,0,1,2,156.0
3,3,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,480,6.175867270105761,1,0,0,4,0,29,3.4011973816621555,1,0,2,4,1,9,1,1,251.0
0,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,180,5.198497031265826,1,0,0,5,0,46,3.8501476017100584,1,1,1,1,4,6,1,2,94.0
4,4,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,275,5.62040086571715,0,2,0,2,5,29,3.4011973816621555,1,0,2,4,1,9,1,0,46.0
9,9,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,91,4.5217885770490405,0,1,1,0,1,6,1.9459101490553132,1,1,0,1,6,6,1,4,1.0
5,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,198,5.293304824724492,1,0,3,2,8,11,2.4849066497880004,1,0,2,1,4,1,1,4,88.0
9,9,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,126,4.844187086458591,1,0,1,0,6,89,4.499809670330265,1,0,2,4,5,9,1,3,16.0
2,2,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,224,5.41610040220442,1,2,4,0,4,34,3.5553480614894135,1,1,1,4,6,4,1,0,14.0
7,7,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,84,4.442651256490317,1,0,4,0,4,10,2.3978952727983707,1,1,1,0,3,0,1,2,11.0
4,4,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,612,6.418364935936212,1,0,2,3,2,166,5.117993812416755,1,1,1,1,5,6,1,1,14.0
6,6,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,96,4.574710978503383,1,0,1,5,6,10,2.3978952727983707,1,1,1,0,3,0,2,3,38.0
1,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,147,4.997212273764115,0,0,2,0,7,45,3.828641396489095,1,0,0,0,3,5,1,2,39.0
4,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,312,5.746203190540153,1,0,2,4,2,2,1.0986122886681098,1,1,2,2,2,2,2,6,154.0
7,7,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,288,5.666426688112432,1,0,3,1,8,156,5.056245805348308,1,1,0,1,2,6,1,1,6.0
9,9,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,510,6.236369590203704,1,0,0,6,0,69,4.248495242049359,1,0,0,4,6,9,3,3,33.0
9,9,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,390,5.968707559985366,1,0,0,5,0,12,2.5649493574615367,1,1,0,2,5,2,1,3,288.0
4,4,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,117,4.770684624465665,0,0,2,5,7,18,2.9444389791664403,1,1,0,3,4,8,1,1,8.0
1,1,9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,108,4.6913478822291435,1,0,3,3,8,39,3.6888794541139363,1,0,0,4,4,9,3,3,15.0
4,4,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,330,5.802118375377063,1,0,0,1,0,40,3.713572066704308,1,1,1,0,5,0,1,1,92.0
0,0,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,434,6.075346031088684,1,2,4,0,4,102,4.634728988229636,1,1,0,2,4,2,1,0,177.0
7,7,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,420,6.042632833682381,1,0,0,0,0,131,4.882801922586371,1,0,2,1,5,1,1,0,100.0
9,9,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,104,4.653960350157523,1,2,4,6,4,17,2.8903717578961645,1,0,2,2,3,7,1,2,9.0
6,6,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,340,5.831882477283517,1,1,0,4,0,51,3.9512437185814275,1,0,0,1,2,1,1,1,189.0
5,5,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,154,5.043425116919247,1,1,4,0,4,7,2.0794415416798357,1,0,1,2,0,7,1,1,92.0
8,8,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,270,5.602118820879701,1,0,0,4,0,141,4.955827057601261,1,0,0,1,1,1,1,1,21.0
5,5,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,112,4.727387818712341,1,1,2,0,2,12,2.5649493574615367,1,1,0,2,5,2,4,3,44.0
4,4,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,552,6.315358001522335,1,0,2,6,2,250,5.5254529391317835,1,1,1,0,5,0,2,3,26.0
3,3,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,99,4.605170185988092,0,0,4,1,9,1,0.6931471805599453,1,0,1,1,1,1,1,4,71.0
4,4,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,228,5.43372200355424,1,0,3,4,8,16,2.833213344056216,1,1,1,1,2,6,2,3,98.0
4,4,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,399,5.991464547107982,0,0,4,0,9,178,5.187385805840755,1,1,1,3,3,8,1,0,31.0
2,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,216,5.37989735354046,1,0,1,6,6,49,3.912023005428146,1,0,1,4,0,9,1,1,71.0
5,5,11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,0,1,6,6,646,6.472346294500901,1,1,1,2,6,7,2.0794415416798357,1,0,1,2,0,7,1,0,221.0
6,6,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,132,4.890349128221754,1,0,2,6,2,10,2.3978952727983707,1,1,1,0,3,0,2,4,100.0
5,5,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,36,3.6109179126442243,1,0,1,1,6,7,2.0794415416798357,1,0,1,2,0,7,1,4,5.0
7,7,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,180,5.198497031265826,1,0,0,5,0,17,2.8903717578961645,1,0,2,2,3,7,1,2,103.0
1,1,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,195,5.278114659230517,0,0,0,6,5,76,4.343805421853684,1,1,1,1,6,6,1,0,14.0
4,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,112,4.727387818712341,1,1,2,0,2,45,3.828641396489095,1,0,0,0,3,5,1,2,19.0
2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,132,4.890349128221754,1,0,2,6,2,31,3.4657359027997265,1,0,1,1,3,1,1,4,2.0
0,0,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,64,4.174387269895637,1,1,4,1,4,1,0.6931471805599453,1,0,1,1,1,1,1,3,23.0
5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,80,4.394449154672439,1,2,0,3,0,10,2.3978952727983707,1,1,1,0,3,0,1,4,50.0
5,5,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,320,5.771441123130016,1,2,0,5,0,48,3.8918202981106265,1,1,0,3,6,8,2,5,16.0
6,6,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,126,4.844187086458591,1,0,1,0,6,5,1.791759469228055,1,0,2,0,5,5,1,2,93.0
3,3,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,260,5.564520407322694,1,2,0,1,0,40,3.713572066704308,1,1,1,0,5,0,1,0,77.0
6,6,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,144,4.976733742420574,1,0,4,4,4,14,2.70805020110221,1,1,2,4,0,4,2,1,76.0
3,3,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,468,6.150602768446279,1,0,3,6,8,283,5.648974238161206,1,0,1,3,3,3,1,2,29.0
2,2,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,0,2,0,14,2.70805020110221,1,1,2,4,0,4,2,1,4.0
3,3,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,210,5.351858133476067,1,0,0,0,0,17,2.8903717578961645,1,0,2,2,3,7,1,3,88.0
4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,210,5.351858133476067,1,0,0,0,0,5,1.791759469228055,1,0,2,0,5,5,1,4,55.0
2,2,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,34,3.5553480614894135,1,1,4,6,4,9,2.302585092994046,1,0,0,4,2,9,1,0,1.0
2,2,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,220,5.3981627015177525,1,1,0,3,0,36,3.6109179126442243,1,1,0,1,1,6,1,4,164.0
1,1,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,120,4.795790545596741,1,0,0,1,0,5,1.791759469228055,1,0,2,0,5,5,1,4,5.0
4,4,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,216,5.37989735354046,1,0,1,6,6,123,4.820281565605037,1,0,0,3,4,3,1,4,69.0
1,1,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,510,6.236369590203704,1,0,0,6,0,285,5.655991810819852,1,0,0,0,5,5,5,4,55.0
3,3,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,234,5.459585514144159,1,0,4,3,4,13,2.6390573296152584,1,0,1,3,6,3,1,4,5.0
6,6,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,182,5.209486152841421,1,2,2,0,2,41,3.7376696182833684,1,0,2,1,6,1,1,0,11.0
8,8,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,551,6.313548046277095,0,2,1,5,1,252,5.53338948872752,1,1,0,2,0,2,1,0,67.0
9,9,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,390,5.968707559985366,1,0,0,5,0,53,3.9889840465642745,1,0,2,3,4,3,1,1,103.0
6,6,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,234,5.459585514144159,1,0,4,3,4,90,4.51085950651685,1,1,0,0,6,0,1,3,126.0
5,5,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,399,5.991464547107982,0,0,4,0,9,11,2.4849066497880004,1,0,2,1,4,1,1,1,179.0
3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,1,0,1,6,6,2,4,4.0
5,5,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,320,5.771441123130016,1,2,0,5,0,7,2.0794415416798357,1,0,1,2,0,7,1,3,57.0
9,9,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,266,5.58724865840025,1,2,1,0,6,157,5.062595033026967,1,0,1,2,3,7,1,1,11.0
7,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,126,4.844187086458591,1,0,1,0,6,10,2.3978952727983707,1,1,1,0,3,0,2,3,74.0
7,7,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,190,5.25227342804663,1,1,0,1,0,32,3.4965075614664802,1,1,2,2,4,2,1,3,63.0
3,3,11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,76,4.343805421853684,1,1,1,6,6,0,0.0,0,1,0,0,0,0,1,0,32.0
7,7,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,204,5.3230099791384085,1,0,4,1,4,58,4.07753744390572,1,1,1,3,2,8,1,1,74.0
3,3,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,66,4.204692619390966,1,0,1,3,6,16,2.833213344056216,1,1,1,1,2,6,1,5,6.0
7,7,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,1,0,0,3,3,3,1,0,13.0
7,7,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,240,5.484796933490655,1,0,0,2,0,90,4.51085950651685,1,1,0,0,6,0,2,3,6.0
6,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,140,4.948759890378168,1,2,0,0,0,99,4.605170185988092,1,0,0,4,1,9,1,4,13.0
8,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,54,4.007333185232471,1,0,4,5,4,12,2.5649493574615367,1,1,0,2,5,2,1,5,6.0
1,1,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,396,5.983936280687191,1,0,1,4,6,258,5.556828061699537,1,1,0,3,6,8,2,2,6.0
5,5,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,403,6.0014148779611505,0,1,3,4,3,134,4.90527477843843,1,1,2,4,1,4,1,0,21.0
3,3,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,572,6.35088571671474,1,2,2,5,2,150,5.017279836814924,1,1,0,0,3,0,1,3,136.0
3,3,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,300,5.707110264748875,1,0,0,6,0,15,2.772588722239781,1,0,0,0,1,5,1,4,10.0
7,7,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,363,5.8971538676367405,0,0,3,6,3,9,2.302585092994046,1,0,0,4,2,9,1,1,57.0
3,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,124,4.8283137373023015,1,1,4,5,4,86,4.465908118654584,1,1,2,1,2,6,1,3,7.0
7,7,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,171,5.147494476813453,0,0,1,3,1,13,2.6390573296152584,1,0,1,3,6,3,1,0,50.0
4,4,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,396,5.983936280687191,1,0,1,4,6,118,4.77912349311153,1,1,1,3,6,8,2,3,212.0
9,9,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,65,4.189654742026425,0,2,0,2,5,17,2.8903717578961645,1,0,2,2,3,7,1,0,9.0
3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,280,5.638354669333745,1,1,0,0,0,29,3.4011973816621555,1,0,2,4,1,9,1,1,76.0
4,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,243,5.497168225293202,0,0,3,5,3,117,4.770684624465665,1,0,0,2,5,7,3,3,45.0
8,8,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,210,5.351858133476067,1,0,0,0,0,42,3.7612001156935624,1,1,0,2,0,2,1,2,68.0
3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,77,4.356708826689592,0,2,2,0,7,0,0.0,0,1,0,0,0,0,1,0,22.0
6,6,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,380,5.942799375126701,1,2,0,2,0,121,4.804021044733257,1,0,1,1,2,1,1,2,183.0
