slot_owner,slot_item,slot_currency_symbol,slot_initial_price,slot_initial_price_abs_log1p,slot_initial_price_mod3,slot_initial_price_mod7,slot_rate1,slot_rate1_abs_log1p,slot_rate1_is_even,slot_rate1_mod3,slot_rate1_mod5,slot_rate1_mod7,slot_rate1_mod10,slot_rate2,slot_rate2_abs_log1p,slot_rate2_is_even,slot_rate2_mod3,slot_rate2_mod5,slot_rate2_mod7,slot_rate2_mod10,slot_rate3,slot_rate3_abs_log1p,slot_rate3_is_even,slot_rate3_mod3,slot_rate3_mod5,slot_rate3_mod7,slot_rate3_mod10,gcd_all,n_multiple_pairs,y
5,0,0,14300,9.568084743872936,2,6,46,3.8501476017100584,1,1,1,4,6,40,3.713572066704308,1,1,0,5,0,15,2.772588722239781,0,0,0,1,5,1,0,3938.22
0,2,0,4500,8.412054873292933,0,6,31,3.4657359027997265,0,1,1,3,1,47,3.871201010907891,0,2,2,5,7,13,2.6390573296152584,0,1,3,6,3,1,0,1431.72
9,0,4,12000,9.392745258631441,0,2,35,3.58351893845611,0,2,0,0,5,33,3.5263605246161616,0,0,3,5,3,6,1.9459101490553132,1,0,1,6,6,1,1,4912.44
9,2,6,11100,9.314790473332646,0,5,33,3.5263605246161616,0,0,3,5,3,40,3.713572066704308,1,1,0,5,0,16,2.833213344056216,1,1,1,2,6,1,0,3748.25
3,0,5,26600,10.188704088048116,2,0,31,3.4657359027997265,0,1,1,3,1,23,3.1780538303479458,0,2,3,2,3,37,3.6375861597263857,0,1,2,2,7,1,0,8903.53
4,2,3,28700,10.264687244346277,2,0,24,3.2188758248682006,1,0,4,3,4,16,2.833213344056216,1,1,1,2,6,37,3.6375861597263857,0,1,2,2,7,1,0,11542.91
1,7,0,12600,9.441531454869693,0,0,36,3.6109179126442243,1,0,1,1,6,17,2.8903717578961645,0,2,2,3,7,31,3.4657359027997265,0,1,1,3,1,1,1,4618.25
0,5,6,15600,9.65509029374725,0,4,33,3.5263605246161616,0,0,3,5,3,34,3.5553480614894135,1,1,4,6,4,17,2.8903717578961645,0,2,2,3,7,1,1,5725.61
6,6,2,6400,8.764209507142004,1,2,27,3.332204510175204,0,0,2,6,7,36,3.6109179126442243,1,0,1,1,6,38,3.6635616461296463,1,2,3,3,8,1,0,1853.85
9,3,8,2000,7.601402334583733,2,5,47,3.871201010907891,0,2,2,5,7,17,2.8903717578961645,0,2,2,3,7,24,3.2188758248682006,1,0,4,3,4,1,0,668.65
2,7,4,22600,10.025749432069084,1,4,28,3.367295829986474,1,1,3,0,8,16,2.833213344056216,1,1,1,2,6,10,2.3978952727983707,1,1,0,3,0,2,1,12301.63
8,1,2,22100,10.003378135350923,2,1,48,3.8918202981106265,1,0,3,6,8,20,3.044522437723423,1,2,0,6,0,34,3.5553480614894135,1,1,4,6,4,2,2,6067.78
0,3,8,9300,9.137877200242468,0,4,27,3.332204510175204,0,0,2,6,7,13,2.6390573296152584,0,1,3,6,3,23,3.1780538303479458,0,2,3,2,3,1,0,4547.95
2,3,0,15300,9.635673464721814,0,5,46,3.8501476017100584,1,1,1,4,6,23,3.1780538303479458,0,2,3,2,3,34,3.5553480614894135,1,1,4,6,4,1,2,4198.75
0,3,8,5300,8.575650760987806,2,1,27,3.332204510175204,0,0,2,6,7,44,3.8066624897703196,1,2,4,2,4,35,3.58351893845611,0,2,0,0,5,1,0,1408.32
7,5,0,10200,9.23024103368252,0,1,50,3.9318256327243257,1,2,0,1,0,44,3.8066624897703196,1,2,4,2,4,15,2.772588722239781,0,0,0,1,5,1,2,2427.6
2,0,0,20600,9.933094897288786,2,6,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,17,2.8903717578961645,0,2,2,3,7,1,0,12789.3
1,1,3,22600,10.025749432069084,1,4,32,3.4965075614664802,1,2,2,4,2,43,3.784189633918261,0,1,3,1,3,12,2.5649493574615367,1,0,2,5,2,1,0,7708.59
6,2,0,14900,9.60918360377546,2,4,46,3.8501476017100584,1,1,1,4,6,42,3.7612001156935624,1,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,1,1,4340.01
7,7,2,4400,8.38958706681109,2,4,17,2.8903717578961645,0,2,2,3,7,12,2.5649493574615367,1,0,2,5,2,29,3.4011973816621555,0,2,4,1,9,1,0,2281.77
5,6,8,3200,8.071218539969863,2,1,40,3.713572066704308,1,1,0,5,0,25,3.258096538021482,0,1,0,4,5,22,3.1354942159291497,1,1,2,1,2,1,2,1123.2
2,4,7,29800,10.30229722897745,1,1,43,3.784189633918261,0,1,3,1,3,41,3.7376696182833684,0,2,1,6,1,31,3.4657359027997265,0,1,1,3,1,1,0,6915.0
1,7,2,11400,9.34145634983372,0,4,45,3.828641396489095,0,0,0,3,5,27,3.332204510175204,0,0,2,6,7,18,2.9444389791664403,1,0,3,4,8,3,0,3753.22
9,5,0,14700,9.595670797663967,0,0,17,2.8903717578961645,0,2,2,3,7,19,2.995732273553991,0,1,4,5,9,34,3.5553480614894135,1,1,4,6,4,1,1,6522.65
5,1,4,19100,9.857495968685136,2,4,22,3.1354942159291497,1,1,2,1,2,17,2.8903717578961645,0,2,2,3,7,29,3.4011973816621555,0,2,4,1,9,1,0,8779.39
1,2,7,9200,9.127067452782361,2,2,14,2.70805020110221,1,2,4,0,4,11,2.4849066497880004,0,2,1,4,1,39,3.6888794541139363,0,0,4,4,9,1,0,4295.42
0,3,6,16900,9.735128070758227,1,2,32,3.4965075614664802,1,2,2,4,2,25,3.258096538021482,0,1,0,4,5,23,3.1780538303479458,0,2,3,2,3,1,1,6636.63
1,4,1,3200,8.071218539969863,2,1,32,3.4965075614664802,1,2,2,4,2,39,3.6888794541139363,0,0,4,4,9,20,3.044522437723423,1,2,0,6,0,1,2,1061.89
5,2,3,7700,8.94910546953925,2,0,48,3.8918202981106265,1,0,3,6,8,21,3.091042453358316,0,0,1,0,1,35,3.58351893845611,0,2,0,0,5,1,1,2056.05
9,1,8,8100,8.999742789830492,0,1,23,3.1780538303479458,0,2,3,2,3,10,2.3978952727983707,1,1,0,3,0,16,2.833213344056216,1,1,1,2,6,1,1,4715.17
9,6,6,28700,10.264687244346277,2,0,22,3.1354942159291497,1,1,2,1,2,49,3.912023005428146,0,1,4,0,9,13,2.6390573296152584,0,1,3,6,3,1,0,9932.67
7,7,1,21700,9.985113621416073,1,0,46,3.8501476017100584,1,1,1,4,6,34,3.5553480614894135,1,1,4,6,4,17,2.8903717578961645,0,2,2,3,7,1,1,6419.12
1,7,3,28300,10.250652418696085,1,6,20,3.044522437723423,1,2,0,6,0,40,3.713572066704308,1,1,0,5,0,21,3.091042453358316,0,0,1,0,1,1,2,10731.36
1,3,3,11400,9.34145634983372,0,4,28,3.367295829986474,1,1,3,0,8,16,2.833213344056216,1,1,1,2,6,40,3.713572066704308,1,1,0,5,0,4,1,4136.83
2,1,8,13700,9.525224101853109,2,1,11,2.4849066497880004,0,2,1,4,1,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,1,1,9382.51
3,7,8,8600,9.059633754551479,2,4,40,3.713572066704308,1,1,0,5,0,19,2.995732273553991,0,1,4,5,9,31,3.4657359027997265,0,1,1,3,1,1,1,2883.92
5,2,0,25600,10.150386692204734,1,1,41,3.7376696182833684,0,2,1,6,1,18,2.9444389791664403,1,0,3,4,8,30,3.4339872044851463,1,0,0,2,0,1,0,8669.7
6,7,0,14300,9.568084743872936,2,6,19,2.995732273553991,0,1,4,5,9,29,3.4011973816621555,0,2,4,1,9,19,2.995732273553991,0,1,4,5,9,1,1,6661.38
2,4,3,4400,8.38958706681109,2,4,11,2.4849066497880004,0,2,1,4,1,28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,0,6,0,1,2,2255.62
9,0,1,21200,9.961803629358965,2,4,47,3.871201010907891,0,2,2,5,7,45,3.828641396489095,0,0,0,3,5,38,3.6635616461296463,1,2,3,3,8,1,0,3831.48
3,0,4,28700,10.264687244346277,2,0,41,3.7376696182833684,0,2,1,6,1,49,3.912023005428146,0,1,4,0,9,14,2.70805020110221,1,2,4,0,4,1,2,7426.81
3,7,1,22300,10.012386799492118,1,5,50,3.9318256327243257,1,2,0,1,0,20,3.044522437723423,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,1,2,8295.6
1,0,6,22200,10.007892611890918,0,3,42,3.7612001156935624,1,0,2,0,2,19,2.995732273553991,0,1,4,5,9,25,3.258096538021482,0,1,0,4,5,1,1,7822.17
4,5,8,5100,8.537191877922927,0,4,15,2.772588722239781,0,0,0,1,5,43,3.784189633918261,0,1,3,1,3,17,2.8903717578961645,0,2,2,3,7,1,2,2050.89
5,0,2,23300,10.056251557087757,2,4,44,3.8066624897703196,1,2,4,2,4,24,3.2188758248682006,1,0,4,3,4,35,3.58351893845611,0,2,0,0,5,1,0,6445.71
3,5,0,22600,10.025749432069084,1,4,44,3.8066624897703196,1,2,4,2,4,14,2.70805020110221,1,2,4,0,4,28,3.367295829986474,1,1,3,0,8,2,1,7836.6
3,4,2,6900,8.839421607620602,0,5,41,3.7376696182833684,0,2,1,6,1,27,3.332204510175204,0,0,2,6,7,11,2.4849066497880004,0,2,1,4,1,1,0,2644.93
9,7,8,24300,10.098272780745283,0,3,40,3.713572066704308,1,1,0,5,0,29,3.4011973816621555,0,2,4,1,9,34,3.5553480614894135,1,1,4,6,4,1,0,6832.19
6,0,0,7200,8.881975184248867,0,4,24,3.2188758248682006,1,0,4,3,4,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,3,4,4093.06
0,1,1,20700,9.937937287265354,0,1,35,3.58351893845611,0,2,0,0,5,14,2.70805020110221,1,2,4,0,4,32,3.4965075614664802,1,2,2,4,2,1,0,7868.48
1,1,4,8600,9.059633754551479,2,4,47,3.871201010907891,0,2,2,5,7,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,1,1,3099.44
7,7,3,13900,9.539716058977092,1,5,43,3.784189633918261,0,1,3,1,3,34,3.5553480614894135,1,1,4,6,4,26,3.295836866004329,1,2,1,5,6,1,0,3869.59
5,0,3,3000,8.006700845440367,0,4,32,3.4965075614664802,1,2,2,4,2,37,3.6375861597263857,0,1,2,2,7,40,3.713572066704308,1,1,0,5,0,1,1,771.12
7,5,3,4400,8.38958706681109,2,4,20,3.044522437723423,1,2,0,6,0,19,2.995732273553991,0,1,4,5,9,35,3.58351893845611,0,2,0,0,5,1,1,1853.28
3,6,3,6200,8.732465848349879,2,5,18,2.9444389791664403,1,0,3,4,8,29,3.4011973816621555,0,2,4,1,9,6,1.9459101490553132,1,0,1,6,6,1,1,3393.06
5,0,4,4900,8.497194544909547,1,0,25,3.258096538021482,0,1,0,4,5,49,3.912023005428146,0,1,4,0,9,5,1.791759469228055,0,2,0,5,5,1,4,1780.54
6,7,3,25800,10.158168529848494,0,5,47,3.871201010907891,0,2,2,5,7,22,3.1354942159291497,1,1,2,1,2,17,2.8903717578961645,0,2,2,3,7,1,0,8852.55
8,0,8,27300,10.214678610538817,0,0,47,3.871201010907891,0,2,2,5,7,34,3.5553480614894135,1,1,4,6,4,31,3.4657359027997265,0,1,1,3,1,1,0,6589.18
6,7,7,3200,8.071218539969863,2,1,39,3.6888794541139363,0,0,4,4,9,12,2.5649493574615367,1,0,2,5,2,23,3.1780538303479458,0,2,3,2,3,1,0,1322.68
6,6,4,19400,9.873079890114703,2,3,30,3.4339872044851463,1,0,0,2,0,16,2.833213344056216,1,1,1,2,6,37,3.6375861597263857,0,1,2,2,7,1,0,7186.54
2,4,5,8500,9.04793908261736,1,2,32,3.4965075614664802,1,2,2,4,2,23,3.1780538303479458,0,2,3,2,3,38,3.6635616461296463,1,2,3,3,8,1,0,2759.37
7,4,6,27000,10.203629181337648,0,1,44,3.8066624897703196,1,2,4,2,4,42,3.7612001156935624,1,0,2,0,2,5,1.791759469228055,0,2,0,5,5,1,1,8331.12
4,2,2,16300,9.69898173460629,1,4,39,3.6888794541139363,0,0,4,4,9,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,1,1,7419.47
2,4,6,20000,9.90353755128617,2,1,23,3.1780538303479458,0,2,3,2,3,29,3.4011973816621555,0,2,4,1,9,15,2.772588722239781,0,0,0,1,5,1,0,9293.9
9,7,7,16600,9.717218213494077,1,3,33,3.5263605246161616,0,0,3,5,3,24,3.2188758248682006,1,0,4,3,4,28,3.367295829986474,1,1,3,0,8,1,0,6085.96
1,3,3,3400,8.131824785007195,1,5,38,3.6635616461296463,1,2,3,3,8,43,3.784189633918261,0,1,3,1,3,35,3.58351893845611,0,2,0,0,5,1,0,781.01
5,3,6,8900,9.093918908958932,2,3,37,3.6375861597263857,0,1,2,2,7,27,3.332204510175204,0,0,2,6,7,18,2.9444389791664403,1,0,3,4,8,1,0,3356.35
9,7,0,20800,9.942756341456828,1,3,12,2.5649493574615367,1,0,2,5,2,19,2.995732273553991,0,1,4,5,9,28,3.367295829986474,1,1,3,0,8,1,0,10674.89
7,7,7,19700,9.888424674859083,2,2,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,37,3.6375861597263857,0,1,2,2,7,1,1,9829.51
9,2,5,4300,8.366602832783736,1,2,35,3.58351893845611,0,2,0,0,5,49,3.912023005428146,0,1,4,0,9,19,2.995732273553991,0,1,4,5,9,1,0,1154.61
4,6,0,15000,9.61587214452889,0,6,15,2.772588722239781,0,0,0,1,5,22,3.1354942159291497,1,1,2,1,2,16,2.833213344056216,1,1,1,2,6,1,1,8353.8
6,2,7,10300,9.239996256883693,1,3,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,2,3,6081.12
4,6,0,18200,9.809231816610408,2,0,13,2.6390573296152584,0,1,3,6,3,20,3.044522437723423,1,2,0,6,0,26,3.295836866004329,1,2,1,5,6,1,4,9373.73
4,6,1,24100,10.090008612393838,1,6,50,3.9318256327243257,1,2,0,1,0,48,3.8918202981106265,1,0,3,6,8,7,2.0794415416798357,0,1,2,0,7,1,1,5827.38
6,7,6,21300,9.966509298952284,0,6,29,3.4011973816621555,0,2,4,1,9,25,3.258096538021482,0,1,0,4,5,28,3.367295829986474,1,1,3,0,8,1,1,8166.42
3,5,7,3100,8.03947991910045,1,6,20,3.044522437723423,1,2,0,6,0,31,3.4657359027997265,0,1,1,3,1,5,1.791759469228055,0,2,0,5,5,1,4,1625.64
0,7,8,25700,10.154285180632154,2,3,21,3.091042453358316,0,0,1,0,1,33,3.5263605246161616,0,0,3,5,3,31,3.4657359027997265,0,1,1,3,1,1,0,9386.08
5,1,3,14900,9.60918360377546,2,4,47,3.871201010907891,0,2,2,5,7,34,3.5553480614894135,1,1,4,6,4,8,2.1972245773362196,1,2,3,1,8,1,0,4795.06
1,2,6,10400,9.249657234353133,2,5,19,2.995732273553991,0,1,4,5,9,28,3.367295829986474,1,1,3,0,8,12,2.5649493574615367,1,0,2,5,2,1,0,5337.45
1,5,3,4100,8.31898612539206,2,5,22,3.1354942159291497,1,1,2,1,2,16,2.833213344056216,1,1,1,2,6,28,3.367295829986474,1,1,3,0,8,2,0,1934.15
0,4,5,19100,9.857495968685136,2,4,49,3.912023005428146,0,1,4,0,9,37,3.6375861597263857,0,1,2,2,7,25,3.258096538021482,0,1,0,4,5,1,1,4602.62
5,1,1,18800,9.841665338892785,2,5,46,3.8501476017100584,1,1,1,4,6,22,3.1354942159291497,1,1,2,1,2,16,2.833213344056216,1,1,1,2,6,2,1,6651.59
9,2,3,19100,9.857495968685136,2,4,26,3.295836866004329,1,2,1,5,6,11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,1,0,11572.92
4,4,3,15100,9.62251624577579,1,1,17,2.8903717578961645,0,2,2,3,7,26,3.295836866004329,1,2,1,5,6,34,3.5553480614894135,1,1,4,6,4,1,1,6121.12
6,0,8,8700,9.071193240566025,0,6,11,2.4849066497880004,0,2,1,4,1,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,1,3,5516.89
9,3,5,18500,9.825580063659602,2,6,15,2.772588722239781,0,0,0,1,5,41,3.7376696182833684,0,2,1,6,1,14,2.70805020110221,1,2,4,0,4,1,0,7978.87
0,0,4,19600,9.883335864325275,1,0,48,3.8918202981106265,1,0,3,6,8,28,3.367295829986474,1,1,3,0,8,35,3.58351893845611,0,2,0,0,5,1,2,4769.86
3,1,2,22400,10.016860879703811,2,0,33,3.5263605246161616,0,0,3,5,3,33,3.5263605246161616,0,0,3,5,3,30,3.4339872044851463,1,0,0,2,0,1,1,7038.75
1,4,6,18100,9.803722464346553,1,5,20,3.044522437723423,1,2,0,6,0,14,2.70805020110221,1,2,4,0,4,37,3.6375861597263857,0,1,2,2,7,1,1,7845.26
3,7,3,18300,9.814710982145282,0,2,21,3.091042453358316,0,0,1,0,1,48,3.8918202981106265,1,0,3,6,8,20,3.044522437723423,1,2,0,6,0,1,1,6014.11
6,6,0,6100,8.716207971151853,1,3,11,2.4849066497880004,0,2,1,4,1,37,3.6375861597263857,0,1,2,2,7,28,3.367295829986474,1,1,3,0,8,1,0,2462.59
7,4,4,10700,9.278092474027002,2,4,37,3.6375861597263857,0,1,2,2,7,13,2.6390573296152584,0,1,3,6,3,34,3.5553480614894135,1,1,4,6,4,1,0,3870.68
9,1,2,3400,8.131824785007195,1,5,38,3.6635616461296463,1,2,3,3,8,40,3.713572066704308,1,1,0,5,0,29,3.4011973816621555,0,2,4,1,9,1,1,898.01
7,5,8,22200,10.007892611890918,0,3,10,2.3978952727983707,1,1,0,3,0,30,3.4339872044851463,1,0,0,2,0,40,3.713572066704308,1,1,0,5,0,10,5,8391.6
8,2,0,2700,7.901377353792616,0,5,39,3.6888794541139363,0,0,4,4,9,13,2.6390573296152584,0,1,3,6,3,32,3.4965075614664802,1,2,2,4,2,1,1,974.37
1,0,7,19000,9.852246888342531,1,2,11,2.4849066497880004,0,2,1,4,1,34,3.5553480614894135,1,1,4,6,4,34,3.5553480614894135,1,1,4,6,4,1,1,7366.0
7,0,5,10300,9.239996256883693,1,3,12,2.5649493574615367,1,0,2,5,2,37,3.6375861597263857,0,1,2,2,7,18,2.9444389791664403,1,0,3,4,8,1,0,4682.46
5,5,5,29300,10.285376924115587,2,5,42,3.7612001156935624,1,0,2,0,2,39,3.6888794541139363,0,0,4,4,9,20,3.044522437723423,1,2,0,6,0,1,1,8293.07
3,2,4,7100,8.867990898182093,2,2,43,3.784189633918261,0,1,3,1,3,21,3.091042453358316,0,0,1,0,1,37,3.6375861597263857,0,1,2,2,7,1,0,2014.19
3,3,6,25500,10.146472946063877,0,6,34,3.5553480614894135,1,1,4,6,4,27,3.332204510175204,0,0,2,6,7,34,3.5553480614894135,1,1,4,6,4,1,3,8108.69
7,6,1,27300,10.214678610538817,0,0,40,3.713572066704308,1,1,0,5,0,13,2.6390573296152584,0,1,3,6,3,10,2.3978952727983707,1,1,0,3,0,1,3,12825.54
1,0,7,2300,7.741099090035366,2,4,41,3.7376696182833684,0,2,1,6,1,24,3.2188758248682006,1,0,4,3,4,34,3.5553480614894135,1,1,4,6,4,1,0,680.67
4,4,5,28000,10.239995502805316,1,0,27,3.332204510175204,0,0,2,6,7,26,3.295836866004329,1,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,1,1,13915.55
0,7,0,10900,9.296609807128359,1,1,26,3.295836866004329,1,2,1,5,6,10,2.3978952727983707,1,1,0,3,0,38,3.6635616461296463,1,2,3,3,8,2,1,4500.83
7,5,8,10900,9.296609807128359,1,1,20,3.044522437723423,1,2,0,6,0,13,2.6390573296152584,0,1,3,6,3,34,3.5553480614894135,1,1,4,6,4,1,1,5007.02
2,5,5,25300,10.138599199626192,1,2,18,2.9444389791664403,1,0,3,4,8,32,3.4965075614664802,1,2,2,4,2,23,3.1780538303479458,0,2,3,2,3,1,1,10862.61
9,0,5,4600,8.434028950155469,1,1,20,3.044522437723423,1,2,0,6,0,24,3.2188758248682006,1,0,4,3,4,35,3.58351893845611,0,2,0,0,5,1,1,1817.92
9,6,1,23200,10.05195066017375,1,2,21,3.091042453358316,0,0,1,0,1,38,3.6635616461296463,1,2,3,3,8,37,3.6375861597263857,0,1,2,2,7,1,0,7158.92
3,0,4,16500,9.711176264112805,0,1,17,2.8903717578961645,0,2,2,3,7,48,3.8918202981106265,1,0,3,6,8,17,2.8903717578961645,0,2,2,3,7,1,1,5910.76
7,6,7,18900,9.846970109700957,0,0,50,3.9318256327243257,1,2,0,1,0,21,3.091042453358316,0,0,1,0,1,33,3.5263605246161616,0,0,3,5,3,1,2,5001.89
2,4,0,4700,8.45553053102413,2,3,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,37,3.6375861597263857,0,1,2,2,7,1,1,1980.32
5,1,2,23400,10.060534035475412,0,6,26,3.295836866004329,1,2,1,5,6,26,3.295836866004329,1,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,2,4,12045.01
4,1,2,3100,8.03947991910045,1,6,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,16,2.833213344056216,1,1,1,2,6,2,3,1874.88
4,5,2,4600,8.434028950155469,1,1,40,3.713572066704308,1,1,0,5,0,13,2.6390573296152584,0,1,3,6,3,25,3.258096538021482,0,1,0,4,5,1,2,1800.9
4,1,0,6200,8.732465848349879,2,5,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,26,3.295836866004329,1,2,1,5,6,1,1,3634.15
9,3,3,12500,9.433563920090563,2,5,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,32,3.4965075614664802,1,2,2,4,2,1,0,6657.2
0,6,5,6900,8.839421607620602,0,5,33,3.5263605246161616,0,0,3,5,3,31,3.4657359027997265,0,1,1,3,1,18,2.9444389791664403,1,0,3,4,8,1,0,2615.69
3,7,1,5000,8.517393171418904,2,2,34,3.5553480614894135,1,1,4,6,4,19,2.995732273553991,0,1,4,5,9,30,3.4339872044851463,1,0,0,2,0,1,0,1871.1
8,6,3,2800,7.937731775260109,1,0,12,2.5649493574615367,1,0,2,5,2,42,3.7612001156935624,1,0,2,0,2,28,3.367295829986474,1,1,3,0,8,2,1,1028.97
6,2,2,21200,9.961803629358965,2,4,43,3.784189633918261,0,1,3,1,3,21,3.091042453358316,0,0,1,0,1,22,3.1354942159291497,1,1,2,1,2,1,0,7446.16
3,3,4,8200,9.012011377036412,1,3,24,3.2188758248682006,1,0,4,3,4,30,3.4339872044851463,1,0,0,2,0,17,2.8903717578961645,0,2,2,3,7,1,0,3620.79
6,2,1,28200,10.247112717290387,0,4,21,3.091042453358316,0,0,1,0,1,43,3.784189633918261,0,1,3,1,3,27,3.332204510175204,0,0,2,6,7,1,0,9269.88
0,5,1,11500,9.350189267092581,1,6,18,2.9444389791664403,1,0,3,4,8,49,3.912023005428146,0,1,4,0,9,8,2.1972245773362196,1,2,3,1,8,1,0,4424.56
5,4,1,5700,8.648396877031582,0,2,47,3.871201010907891,0,2,2,5,7,29,3.4011973816621555,0,2,4,1,9,27,3.332204510175204,0,0,2,6,7,1,0,1565.78
9,7,8,22000,9.99884318585288,1,6,29,3.4011973816621555,0,2,4,1,9,42,3.7612001156935624,1,0,2,0,2,35,3.58351893845611,0,2,0,0,5,1,0,5888.74
3,2,2,5300,8.575650760987806,2,1,37,3.6375861597263857,0,1,2,2,7,41,3.7376696182833684,0,2,1,6,1,16,2.833213344056216,1,1,1,2,6,1,0,1654.81
7,1,4,21700,9.985113621416073,1,0,40,3.713572066704308,1,1,0,5,0,29,3.4011973816621555,0,2,4,1,9,33,3.5263605246161616,0,0,3,5,3,1,0,6193.61
3,1,1,21000,9.952325334619427,0,0,29,3.4011973816621555,0,2,4,1,9,13,2.6390573296152584,0,1,3,6,3,32,3.4965075614664802,1,2,2,4,2,1,0,8820.76
0,0,2,7700,8.94910546953925,2,0,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,1,4,5672.23
8,4,7,24200,10.094149233605084,2,1,34,3.5553480614894135,1,1,4,6,4,50,3.9318256327243257,1,2,0,1,0,26,3.295836866004329,1,2,1,5,6,2,1,5909.64
0,0,5,5600,8.630700432209832,2,0,16,2.833213344056216,1,1,1,2,6,47,3.871201010907891,0,2,2,5,7,39,3.6888794541139363,0,0,4,4,9,1,1,1520.8
1,4,8,4700,8.45553053102413,2,3,30,3.4339872044851463,1,0,0,2,0,29,3.4011973816621555,0,2,4,1,9,28,3.367295829986474,1,1,3,0,8,1,0,1681.85
3,0,3,26500,10.184937747111391,1,5,16,2.833213344056216,1,1,1,2,6,33,3.5263605246161616,0,0,3,5,3,15,2.772588722239781,0,0,0,1,5,1,0,12677.07
2,6,1,24400,10.102379394048045,1,5,27,3.332204510175204,0,0,2,6,7,19,2.995732273553991,0,1,4,5,9,32,3.4965075614664802,1,2,2,4,2,1,0,9810.85
5,2,1,14500,9.581972891547895,1,3,26,3.295836866004329,1,2,1,5,6,32,3.4965075614664802,1,2,2,4,2,18,2.9444389791664403,1,0,3,4,8,2,0,5983.05
6,2,7,29000,10.275085591132715,2,6,41,3.7376696182833684,0,2,1,6,1,46,3.8501476017100584,1,1,1,4,6,38,3.6635616461296463,1,2,3,3,8,1,0,5728.43
6,6,7,28900,10.27163147557801,1,4,16,2.833213344056216,1,1,1,2,6,33,3.5263605246161616,0,0,3,5,3,17,2.8903717578961645,0,2,2,3,7,1,1,13499.88
3,5,1,11800,9.375939552625749,1,5,31,3.4657359027997265,0,1,1,3,1,40,3.713572066704308,1,1,0,5,0,25,3.258096538021482,0,1,0,4,5,1,2,3663.9
0,5,1,29500,10.292179440058462,1,2,14,2.70805020110221,1,2,4,0,4,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,1,1,17251.6
5,2,4,10500,9.259225769705994,0,0,41,3.7376696182833684,0,2,1,6,1,12,2.5649493574615367,1,0,2,5,2,33,3.5263605246161616,0,0,3,5,3,1,1,3652.57
9,4,8,27800,10.2328272702548,2,3,49,3.912023005428146,0,1,4,0,9,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,1,1,10463.36
6,3,2,22000,9.99884318585288,1,6,41,3.7376696182833684,0,2,1,6,1,46,3.8501476017100584,1,1,1,4,6,15,2.772588722239781,0,0,0,1,5,1,0,5957.82
3,0,2,23700,10.073272520325904,0,5,12,2.5649493574615367,1,0,2,5,2,17,2.8903717578961645,0,2,2,3,7,39,3.6888794541139363,0,0,4,4,9,1,1,10559.39
8,7,4,26400,10.181157167204903,0,3,19,2.995732273553991,0,1,4,5,9,11,2.4849066497880004,0,2,1,4,1,23,3.1780538303479458,0,2,3,2,3,1,1,14654.46
3,6,4,19600,9.883335864325275,1,0,25,3.258096538021482,0,1,0,4,5,21,3.091042453358316,0,0,1,0,1,37,3.6375861597263857,0,1,2,2,7,1,1,7316.19
8,3,2,5400,8.594339400592892,0,3,34,3.5553480614894135,1,1,4,6,4,35,3.58351893845611,0,2,0,0,5,14,2.70805020110221,1,2,4,0,4,1,0,1992.28
4,5,3,3000,8.006700845440367,0,4,29,3.4011973816621555,0,2,4,1,9,28,3.367295829986474,1,1,3,0,8,6,1.9459101490553132,1,0,1,6,6,1,1,1441.58
0,0,6,8800,9.082620630373812,1,1,16,2.833213344056216,1,1,1,2,6,49,3.912023005428146,0,1,4,0,9,27,3.332204510175204,0,0,2,6,7,1,1,2752.04
9,6,3,6100,8.716207971151853,1,3,42,3.7612001156935624,1,0,2,0,2,47,3.871201010907891,0,2,2,5,7,36,3.6109179126442243,1,0,1,1,6,1,0,1200.09
