slot_owner_name,slot_fast_entity,slot_slow_entity,slot_ratio,slot_ratio_abs_log1p,slot_ratio_is_even,slot_ratio_mod3,slot_ratio_mod5,slot_ratio_mod7,slot_ratio_mod10,slot_fast_speed,slot_fast_speed_abs_log1p,slot_fast_speed_is_even,slot_fast_speed_mod3,slot_fast_speed_mod5,slot_fast_speed_mod7,slot_fast_speed_mod10,slot_dist_unit,slot_time_unit_singular,slot_time_unit_plural,slot_time_duration,slot_time_duration_abs_log1p,slot_time_duration_is_even,slot_time_duration_mod3,slot_time_duration_mod5,slot_time_duration_mod7,slot_time_duration_mod10,gcd_all,n_multiple_pairs,y
3,8,8,3,1.3862943611198906,0,0,3,3,3,93,4.543294782270004,0,0,3,2,3,4,0,0,112,4.727387818712341,1,1,2,0,2,1,1,3472.0
8,6,6,3,1.3862943611198906,0,0,3,3,3,66,4.204692619390966,1,0,1,3,6,5,0,0,141,4.955827057601261,0,0,1,1,1,3,2,3102.0
7,2,2,8,2.1972245773362196,1,2,3,1,8,216,5.37989735354046,1,0,1,6,6,0,2,2,80,4.394449154672439,1,2,0,3,0,8,2,2160.0
6,7,7,9,2.302585092994046,0,0,4,2,9,36,3.6109179126442243,1,0,1,1,6,3,0,0,72,4.290459441148391,1,0,2,2,2,9,3,288.0
2,0,0,9,2.302585092994046,0,0,4,2,9,270,5.602118820879701,1,0,0,4,0,1,2,2,11,2.4849066497880004,0,2,1,4,1,1,1,330.0
2,8,8,7,2.0794415416798357,0,1,2,0,7,98,4.59511985013459,1,2,3,0,8,0,2,2,132,4.890349128221754,1,0,2,6,2,1,1,1848.0
1,1,1,7,2.0794415416798357,0,1,2,0,7,182,5.209486152841421,1,2,2,0,2,4,0,0,120,4.795790545596741,1,0,0,1,0,1,1,3120.0
9,5,5,4,1.6094379124341003,1,1,4,4,4,76,4.343805421853684,1,1,1,6,6,3,1,1,159,5.075173815233827,0,0,4,5,9,1,1,3021.0
9,4,4,4,1.6094379124341003,1,1,4,4,4,156,5.056245805348308,1,0,1,2,6,3,1,1,24,3.2188758248682006,1,0,4,3,4,4,2,936.0
6,5,5,8,2.1972245773362196,1,2,3,1,8,296,5.6937321388027,1,2,1,2,6,3,2,2,14,2.70805020110221,1,2,4,0,4,2,1,518.0
6,3,3,5,1.791759469228055,0,2,0,5,5,190,5.25227342804663,1,1,0,1,0,1,1,1,57,4.060443010546419,0,0,2,1,7,1,1,2166.0
7,4,4,2,1.0986122886681098,1,2,2,2,2,60,4.110873864173311,1,0,0,4,0,5,1,1,100,4.61512051684126,1,1,0,2,0,2,2,3000.0
6,4,4,9,2.302585092994046,0,0,4,2,9,189,5.247024072160486,0,0,4,0,9,3,0,0,152,5.030437921392435,1,2,2,5,2,1,1,3192.0
3,1,1,3,1.3862943611198906,0,0,3,3,3,111,4.718498871295094,0,0,1,6,1,5,2,2,29,3.4011973816621555,0,2,4,1,9,1,1,1073.0
1,5,5,9,2.302585092994046,0,0,4,2,9,117,4.770684624465665,0,0,2,5,7,1,2,2,156,5.056245805348308,1,0,1,2,6,3,1,2028.0
5,4,4,6,1.9459101490553132,1,0,1,6,6,186,5.231108616854587,1,0,1,4,6,1,2,2,55,4.02535169073515,0,1,0,6,5,1,1,1705.0
6,2,2,5,1.791759469228055,0,2,0,5,5,60,4.110873864173311,1,0,0,4,0,4,0,0,148,5.003946305945459,1,1,3,1,8,1,1,1776.0
0,6,6,3,1.3862943611198906,0,0,3,3,3,87,4.477336814478207,0,0,2,3,7,2,0,0,130,4.875197323201151,1,1,0,4,0,1,1,3770.0
0,6,6,7,2.0794415416798357,0,1,2,0,7,35,3.58351893845611,0,2,0,0,5,4,1,1,100,4.61512051684126,1,1,0,2,0,1,1,500.0
3,8,8,8,2.1972245773362196,1,2,3,1,8,104,4.653960350157523,1,2,4,6,4,4,1,1,112,4.727387818712341,1,1,2,0,2,8,2,1456.0
1,4,4,5,1.791759469228055,0,2,0,5,5,35,3.58351893845611,0,2,0,0,5,0,2,2,45,3.828641396489095,0,0,0,3,5,5,2,315.0
3,9,9,3,1.3862943611198906,0,0,3,3,3,45,3.828641396489095,0,0,0,3,5,3,2,2,74,4.31748811353631,1,2,4,4,4,1,1,1110.0
7,5,5,6,1.9459101490553132,1,0,1,6,6,42,3.7612001156935624,1,0,2,0,2,0,0,0,118,4.77912349311153,1,1,3,6,8,2,1,826.0
4,3,3,7,2.0794415416798357,0,1,2,0,7,35,3.58351893845611,0,2,0,0,5,2,1,1,147,4.997212273764115,0,0,2,0,7,7,2,735.0
0,8,8,7,2.0794415416798357,0,1,2,0,7,28,3.367295829986474,1,1,3,0,8,5,2,2,81,4.406719247264253,0,0,1,4,1,1,1,324.0
4,9,9,6,1.9459101490553132,1,0,1,6,6,228,5.43372200355424,1,0,3,4,8,2,0,0,45,3.828641396489095,0,0,0,3,5,3,1,1710.0
1,5,5,9,2.302585092994046,0,0,4,2,9,225,5.420534999272286,0,0,0,1,5,0,2,2,57,4.060443010546419,0,0,2,1,7,3,1,1425.0
0,2,2,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,4,1,1,30,3.4339872044851463,1,0,0,2,0,3,2,90.0
1,6,6,6,1.9459101490553132,1,0,1,6,6,120,4.795790545596741,1,0,0,1,0,4,2,2,101,4.624972813284271,0,2,1,3,1,1,1,2020.0
8,8,8,4,1.6094379124341003,1,1,4,4,4,128,4.859812404361672,1,2,3,2,8,2,1,1,73,4.30406509320417,0,1,3,3,3,1,1,2336.0
2,4,4,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,3,2,2,17,2.8903717578961645,0,2,2,3,7,1,1,68.0
7,8,8,8,2.1972245773362196,1,2,3,1,8,120,4.795790545596741,1,0,0,1,0,2,1,1,33,3.5263605246161616,0,0,3,5,3,1,1,495.0
6,5,5,4,1.6094379124341003,1,1,4,4,4,84,4.442651256490317,1,0,4,0,4,1,2,2,28,3.367295829986474,1,1,3,0,8,4,3,588.0
6,3,3,9,2.302585092994046,0,0,4,2,9,72,4.290459441148391,1,0,2,2,2,3,1,1,101,4.624972813284271,0,2,1,3,1,1,1,808.0
3,6,6,5,1.791759469228055,0,2,0,5,5,35,3.58351893845611,0,2,0,0,5,0,0,0,106,4.672828834461906,1,1,1,1,6,1,1,742.0
7,5,5,9,2.302585092994046,0,0,4,2,9,360,5.8888779583328805,1,0,0,3,0,5,0,0,38,3.6635616461296463,1,2,3,3,8,1,1,1520.0
0,9,9,9,2.302585092994046,0,0,4,2,9,342,5.8377304471659395,1,0,2,6,2,2,0,0,30,3.4339872044851463,1,0,0,2,0,3,1,1140.0
9,1,1,8,2.1972245773362196,1,2,3,1,8,264,5.579729825986222,1,0,4,5,4,1,0,0,50,3.9318256327243257,1,2,0,1,0,2,1,1650.0
5,7,7,8,2.1972245773362196,1,2,3,1,8,192,5.262690188904886,1,0,2,3,2,5,1,1,89,4.499809670330265,0,2,4,5,9,1,1,2136.0
1,1,1,4,1.6094379124341003,1,1,4,4,4,128,4.859812404361672,1,2,3,2,8,2,0,0,120,4.795790545596741,1,0,0,1,0,4,2,3840.0
9,3,3,3,1.3862943611198906,0,0,3,3,3,108,4.6913478822291435,1,0,3,3,8,3,0,0,141,4.955827057601261,0,0,1,1,1,3,2,5076.0
5,6,6,4,1.6094379124341003,1,1,4,4,4,100,4.61512051684126,1,1,0,2,0,4,0,0,67,4.219507705176107,0,1,2,4,7,1,1,1675.0
7,9,9,8,2.1972245773362196,1,2,3,1,8,280,5.638354669333745,1,1,0,0,0,5,2,2,88,4.48863636973214,1,1,3,4,8,8,2,3080.0
0,3,3,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,0,2,0,4,1,1,49,3.912023005428146,0,1,4,0,9,1,1,735.0
9,1,1,2,1.0986122886681098,1,2,2,2,2,44,3.8066624897703196,1,2,4,2,4,3,1,1,83,4.430816798843313,0,2,3,6,3,1,1,1826.0
1,9,9,7,2.0794415416798357,0,1,2,0,7,49,3.912023005428146,0,1,4,0,9,2,1,1,59,4.0943445622221,0,2,4,3,9,1,1,413.0
9,3,3,4,1.6094379124341003,1,1,4,4,4,148,5.003946305945459,1,1,3,1,8,5,0,0,14,2.70805020110221,1,2,4,0,4,2,1,518.0
1,2,2,2,1.0986122886681098,1,2,2,2,2,74,4.31748811353631,1,2,4,4,4,4,2,2,119,4.787491742782046,0,2,4,0,9,1,1,4403.0
2,0,0,3,1.3862943611198906,0,0,3,3,3,78,4.3694478524670215,1,0,3,1,8,1,2,2,46,3.8501476017100584,1,1,1,4,6,1,1,1196.0
7,8,8,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,1,0,3,6,8,4,2,2,44,3.8066624897703196,1,2,4,2,4,4,2,528.0
2,7,7,6,1.9459101490553132,1,0,1,6,6,180,5.198497031265826,1,0,0,5,0,3,0,0,49,3.912023005428146,0,1,4,0,9,1,1,1470.0
5,6,6,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,0,5,0,3,2,2,169,5.135798437050262,0,1,4,1,9,1,1,1352.0
6,2,2,5,1.791759469228055,0,2,0,5,5,60,4.110873864173311,1,0,0,4,0,1,0,0,99,4.605170185988092,0,0,4,1,9,1,1,1188.0
4,5,5,8,2.1972245773362196,1,2,3,1,8,88,4.48863636973214,1,1,3,4,8,5,2,2,132,4.890349128221754,1,0,2,6,2,4,1,1452.0
2,9,9,7,2.0794415416798357,0,1,2,0,7,126,4.844187086458591,1,0,1,0,6,0,2,2,69,4.248495242049359,0,0,4,6,9,1,1,1242.0
1,8,8,8,2.1972245773362196,1,2,3,1,8,296,5.6937321388027,1,2,1,2,6,0,2,2,49,3.912023005428146,0,1,4,0,9,1,1,1813.0
4,4,4,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,1,0,0,125,4.836281906951478,0,2,0,6,5,1,1,1250.0
3,2,2,7,2.0794415416798357,0,1,2,0,7,280,5.638354669333745,1,1,0,0,0,2,0,0,137,4.927253685157205,0,2,2,4,7,1,1,5480.0
4,3,3,4,1.6094379124341003,1,1,4,4,4,68,4.23410650459726,1,2,3,5,8,0,2,2,102,4.634728988229636,1,0,2,4,2,2,1,1734.0
2,5,5,6,1.9459101490553132,1,0,1,6,6,108,4.6913478822291435,1,0,3,3,8,4,1,1,175,5.170483995038151,0,1,0,0,5,1,1,3150.0
9,3,3,5,1.791759469228055,0,2,0,5,5,75,4.330733340286331,0,0,0,5,5,0,0,0,168,5.1298987149230735,1,0,3,0,8,1,1,2520.0
3,0,0,8,2.1972245773362196,1,2,3,1,8,296,5.6937321388027,1,2,1,2,6,4,0,0,151,5.0238805208462765,0,1,1,4,1,1,1,5587.0
1,8,8,3,1.3862943611198906,0,0,3,3,3,114,4.74493212836325,1,0,4,2,4,3,0,0,151,5.0238805208462765,0,1,1,4,1,1,1,5738.0
6,3,3,4,1.6094379124341003,1,1,4,4,4,156,5.056245805348308,1,0,1,2,6,3,0,0,45,3.828641396489095,0,0,0,3,5,1,1,1755.0
8,8,8,5,1.791759469228055,0,2,0,5,5,60,4.110873864173311,1,0,0,4,0,2,0,0,163,5.099866427824199,0,1,3,2,3,1,1,1956.0
8,3,3,3,1.3862943611198906,0,0,3,3,3,90,4.51085950651685,1,0,0,6,0,1,2,2,35,3.58351893845611,0,2,0,0,5,1,1,1050.0
7,1,1,5,1.791759469228055,0,2,0,5,5,125,4.836281906951478,0,2,0,6,5,1,1,1,53,3.9889840465642745,0,2,3,4,3,1,1,1325.0
5,2,2,7,2.0794415416798357,0,1,2,0,7,56,4.04305126783455,1,2,1,0,6,1,1,1,123,4.820281565605037,0,0,3,4,3,1,1,984.0
4,1,1,6,1.9459101490553132,1,0,1,6,6,144,4.976733742420574,1,0,4,4,4,4,1,1,129,4.867534450455582,0,0,4,3,9,3,1,3096.0
0,9,9,9,2.302585092994046,0,0,4,2,9,306,5.726847747587197,1,0,1,5,6,0,0,0,68,4.23410650459726,1,2,3,5,8,1,1,2312.0
2,5,5,2,1.0986122886681098,1,2,2,2,2,68,4.23410650459726,1,2,3,5,8,0,1,1,66,4.204692619390966,1,0,1,3,6,2,2,2244.0
5,9,9,8,2.1972245773362196,1,2,3,1,8,264,5.579729825986222,1,0,4,5,4,3,1,1,111,4.718498871295094,0,0,1,6,1,1,1,3663.0
3,3,3,2,1.0986122886681098,1,2,2,2,2,70,4.2626798770413155,1,1,0,0,0,5,2,2,51,3.9512437185814275,0,0,1,2,1,1,1,1785.0
8,2,2,3,1.3862943611198906,0,0,3,3,3,84,4.442651256490317,1,0,4,0,4,3,2,2,22,3.1354942159291497,1,1,2,1,2,1,1,616.0
2,3,3,7,2.0794415416798357,0,1,2,0,7,259,5.560681631015528,0,1,4,0,9,1,1,1,150,5.017279836814924,1,0,0,3,0,1,1,5550.0
6,3,3,4,1.6094379124341003,1,1,4,4,4,136,4.919980925828125,1,1,1,3,6,4,2,2,26,3.295836866004329,1,2,1,5,6,2,1,884.0
5,3,3,7,2.0794415416798357,0,1,2,0,7,126,4.844187086458591,1,0,1,0,6,2,2,2,145,4.983606621708336,0,1,0,5,5,1,1,2610.0
6,4,4,9,2.302585092994046,0,0,4,2,9,171,5.147494476813453,0,0,1,3,1,5,2,2,124,4.8283137373023015,1,1,4,5,4,1,1,2356.0
2,4,4,7,2.0794415416798357,0,1,2,0,7,56,4.04305126783455,1,2,1,0,6,4,1,1,149,5.0106352940962555,0,2,4,2,9,1,1,1192.0
8,8,8,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,0,0,0,143,4.969813299576001,0,2,3,3,3,1,1,1430.0
2,4,4,8,2.1972245773362196,1,2,3,1,8,296,5.6937321388027,1,2,1,2,6,0,1,1,127,4.852030263919617,0,1,2,1,7,1,1,4699.0
7,5,5,2,1.0986122886681098,1,2,2,2,2,74,4.31748811353631,1,2,4,4,4,1,1,1,82,4.418840607796598,1,1,2,5,2,2,2,3034.0
8,8,8,5,1.791759469228055,0,2,0,5,5,160,5.081404364984463,1,1,0,6,0,2,0,0,40,3.713572066704308,1,1,0,5,0,5,3,1280.0
1,3,3,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,5,2,2,178,5.187385805840755,1,1,3,3,8,2,2,2136.0
4,6,6,7,2.0794415416798357,0,1,2,0,7,140,4.948759890378168,1,2,0,0,0,3,2,2,46,3.8501476017100584,1,1,1,4,6,1,1,920.0
0,2,2,7,2.0794415416798357,0,1,2,0,7,217,5.384495062789089,0,1,2,0,7,2,0,0,91,4.5217885770490405,0,1,1,0,1,7,2,2821.0
1,2,2,5,1.791759469228055,0,2,0,5,5,190,5.25227342804663,1,1,0,1,0,3,2,2,74,4.31748811353631,1,2,4,4,4,1,1,2812.0
6,2,2,8,2.1972245773362196,1,2,3,1,8,136,4.919980925828125,1,1,1,3,6,0,1,1,41,3.7376696182833684,0,2,1,6,1,1,1,697.0
8,7,7,7,2.0794415416798357,0,1,2,0,7,91,4.5217885770490405,0,1,1,0,1,4,0,0,40,3.713572066704308,1,1,0,5,0,1,1,520.0
9,8,8,5,1.791759469228055,0,2,0,5,5,80,4.394449154672439,1,2,0,3,0,4,1,1,143,4.969813299576001,0,2,3,3,3,1,1,2288.0
3,1,1,5,1.791759469228055,0,2,0,5,5,85,4.454347296253507,0,1,0,1,5,5,2,2,117,4.770684624465665,0,0,2,5,7,1,1,1989.0
3,0,0,2,1.0986122886681098,1,2,2,2,2,52,3.970291913552122,1,1,2,3,2,4,1,1,166,5.117993812416755,1,1,1,5,6,2,2,4316.0
7,5,5,6,1.9459101490553132,1,0,1,6,6,78,4.3694478524670215,1,0,3,1,8,5,0,0,118,4.77912349311153,1,1,3,6,8,2,1,1534.0
0,9,9,4,1.6094379124341003,1,1,4,4,4,108,4.6913478822291435,1,0,3,3,8,2,1,1,11,2.4849066497880004,0,2,1,4,1,1,1,297.0
1,8,8,5,1.791759469228055,0,2,0,5,5,195,5.278114659230517,0,0,0,6,5,2,1,1,136,4.919980925828125,1,1,1,3,6,1,1,5304.0
3,8,8,4,1.6094379124341003,1,1,4,4,4,76,4.343805421853684,1,1,1,6,6,0,2,2,153,5.0369526024136295,0,0,3,6,3,1,1,2907.0
8,9,9,8,2.1972245773362196,1,2,3,1,8,152,5.030437921392435,1,2,2,5,2,2,0,0,113,4.736198448394496,0,2,3,1,3,1,1,2147.0
0,3,3,3,1.3862943611198906,0,0,3,3,3,39,3.6888794541139363,0,0,4,4,9,1,2,2,167,5.123963979403259,0,2,2,6,7,1,1,2171.0
0,7,7,6,1.9459101490553132,1,0,1,6,6,42,3.7612001156935624,1,0,2,0,2,2,0,0,159,5.075173815233827,0,0,4,5,9,3,1,1113.0
9,6,6,8,2.1972245773362196,1,2,3,1,8,144,4.976733742420574,1,0,4,4,4,5,0,0,113,4.736198448394496,0,2,3,1,3,1,1,2034.0
8,3,3,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,5,2,2,36,3.6109179126442243,1,0,1,1,6,4,2,216.0
0,7,7,5,1.791759469228055,0,2,0,5,5,105,4.663439094112067,0,0,0,0,5,5,1,1,140,4.948759890378168,1,2,0,0,0,5,2,2940.0
0,8,8,5,1.791759469228055,0,2,0,5,5,140,4.948759890378168,1,2,0,0,0,1,0,0,32,3.4965075614664802,1,2,2,4,2,1,1,896.0
5,7,7,4,1.6094379124341003,1,1,4,4,4,60,4.110873864173311,1,0,0,4,0,2,1,1,42,3.7612001156935624,1,0,2,0,2,2,1,630.0
1,1,1,4,1.6094379124341003,1,1,4,4,4,112,4.727387818712341,1,1,2,0,2,3,1,1,174,5.1647859739235145,1,0,4,6,4,2,1,4872.0
8,9,9,6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,4,0,0,137,4.927253685157205,0,2,2,4,7,1,1,411.0
2,4,4,8,2.1972245773362196,1,2,3,1,8,96,4.574710978503383,1,0,1,5,6,4,0,0,70,4.2626798770413155,1,1,0,0,0,2,1,840.0
8,5,5,9,2.302585092994046,0,0,4,2,9,279,5.634789603169249,0,0,4,6,9,2,2,2,155,5.049856007249537,0,2,0,1,5,1,1,4805.0
1,2,2,8,2.1972245773362196,1,2,3,1,8,296,5.6937321388027,1,2,1,2,6,4,0,0,99,4.605170185988092,0,0,4,1,9,1,1,3663.0
5,2,2,8,2.1972245773362196,1,2,3,1,8,192,5.262690188904886,1,0,2,3,2,5,0,0,136,4.919980925828125,1,1,1,3,6,8,2,3264.0
8,1,1,5,1.791759469228055,0,2,0,5,5,125,4.836281906951478,0,2,0,6,5,2,0,0,108,4.6913478822291435,1,0,3,3,8,1,1,2700.0
5,4,4,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,4,1,1,167,5.123963979403259,0,2,2,6,7,1,1,835.0
6,9,9,6,1.9459101490553132,1,0,1,6,6,168,5.1298987149230735,1,0,3,0,8,3,0,0,34,3.5553480614894135,1,1,4,6,4,2,1,952.0
6,4,4,5,1.791759469228055,0,2,0,5,5,165,5.111987788356544,0,0,0,4,5,1,0,0,167,5.123963979403259,0,2,2,6,7,1,1,5511.0
1,6,6,4,1.6094379124341003,1,1,4,4,4,68,4.23410650459726,1,2,3,5,8,2,0,0,117,4.770684624465665,0,0,2,5,7,1,1,1989.0
6,0,0,4,1.6094379124341003,1,1,4,4,4,132,4.890349128221754,1,0,2,6,2,1,1,1,25,3.258096538021482,0,1,0,4,5,1,1,825.0
7,0,0,9,2.302585092994046,0,0,4,2,9,216,5.37989735354046,1,0,1,6,6,5,2,2,176,5.176149732573829,1,2,1,1,6,1,1,4224.0
9,1,1,8,2.1972245773362196,1,2,3,1,8,128,4.859812404361672,1,2,3,2,8,3,0,0,69,4.248495242049359,0,0,4,6,9,1,1,1104.0
5,5,5,4,1.6094379124341003,1,1,4,4,4,88,4.48863636973214,1,1,3,4,8,0,2,2,176,5.176149732573829,1,2,1,1,6,4,3,3872.0
5,2,2,3,1.3862943611198906,0,0,3,3,3,42,3.7612001156935624,1,0,2,0,2,3,2,2,162,5.093750200806762,1,0,2,1,2,3,2,2268.0
1,5,5,3,1.3862943611198906,0,0,3,3,3,69,4.248495242049359,0,0,4,6,9,4,0,0,158,5.0689042022202315,1,2,3,4,8,1,1,3634.0
0,1,1,7,2.0794415416798357,0,1,2,0,7,245,5.5053315359323625,0,2,0,0,5,5,1,1,76,4.343805421853684,1,1,1,6,6,1,1,2660.0
1,0,0,5,1.791759469228055,0,2,0,5,5,85,4.454347296253507,0,1,0,1,5,3,2,2,126,4.844187086458591,1,0,1,0,6,1,1,2142.0
1,4,4,6,1.9459101490553132,1,0,1,6,6,144,4.976733742420574,1,0,4,4,4,2,0,0,152,5.030437921392435,1,2,2,5,2,2,1,3648.0
1,0,0,7,2.0794415416798357,0,1,2,0,7,210,5.351858133476067,1,0,0,0,0,0,2,2,142,4.962844630259907,1,1,2,2,2,1,1,4260.0
0,4,4,5,1.791759469228055,0,2,0,5,5,80,4.394449154672439,1,2,0,3,0,4,1,1,118,4.77912349311153,1,1,3,6,8,1,1,1888.0
3,0,0,3,1.3862943611198906,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,2,1,1,104,4.653960350157523,1,2,4,6,4,1,1,728.0
9,9,9,4,1.6094379124341003,1,1,4,4,4,104,4.653960350157523,1,2,4,6,4,2,1,1,24,3.2188758248682006,1,0,4,3,4,4,2,624.0
7,3,3,7,2.0794415416798357,0,1,2,0,7,91,4.5217885770490405,0,1,1,0,1,1,2,2,70,4.2626798770413155,1,1,0,0,0,7,2,910.0
2,8,8,6,1.9459101490553132,1,0,1,6,6,222,5.407171771460119,1,0,2,5,2,4,0,0,151,5.0238805208462765,0,1,1,4,1,1,1,5587.0
0,9,9,2,1.0986122886681098,1,2,2,2,2,80,4.394449154672439,1,2,0,3,0,0,2,2,83,4.430816798843313,0,2,3,6,3,1,1,3320.0
4,9,9,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,3,1,1,61,4.127134385045092,0,1,1,5,1,1,1,183.0
9,0,0,5,1.791759469228055,0,2,0,5,5,140,4.948759890378168,1,2,0,0,0,5,0,0,152,5.030437921392435,1,2,2,5,2,1,1,4256.0
3,1,1,4,1.6094379124341003,1,1,4,4,4,48,3.8918202981106265,1,0,3,6,8,3,2,2,39,3.6888794541139363,0,0,4,4,9,1,1,468.0
4,6,6,2,1.0986122886681098,1,2,2,2,2,22,3.1354942159291497,1,1,2,1,2,4,0,0,154,5.043425116919247,1,1,4,0,4,2,3,1694.0
0,5,5,3,1.3862943611198906,0,0,3,3,3,120,4.795790545596741,1,0,0,1,0,4,1,1,70,4.2626798770413155,1,1,0,0,0,1,1,2800.0
1,7,7,2,1.0986122886681098,1,2,2,2,2,80,4.394449154672439,1,2,0,3,0,4,1,1,90,4.51085950651685,1,0,0,6,0,2,2,3600.0
0,3,3,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,1,1,47,3.871201010907891,0,2,2,5,7,1,1,141.0
4,5,5,7,2.0794415416798357,0,1,2,0,7,175,5.170483995038151,0,1,0,0,5,0,0,0,62,4.143134726391533,1,2,2,6,2,1,1,1550.0
3,4,4,2,1.0986122886681098,1,2,2,2,2,54,4.007333185232471,1,0,4,5,4,4,0,0,161,5.087596335232384,0,2,1,0,1,1,1,4347.0
7,6,6,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,0,0,0,72,4.290459441148391,1,0,2,2,2,2,2,360.0
6,4,4,6,1.9459101490553132,1,0,1,6,6,162,5.093750200806762,1,0,2,1,2,5,2,2,62,4.143134726391533,1,2,2,6,2,2,1,1674.0
6,5,5,7,2.0794415416798357,0,1,2,0,7,70,4.2626798770413155,1,1,0,0,0,3,1,1,87,4.477336814478207,0,0,2,3,7,1,1,870.0
1,3,3,3,1.3862943611198906,0,0,3,3,3,42,3.7612001156935624,1,0,2,0,2,2,1,1,67,4.219507705176107,0,1,2,4,7,1,1,938.0
2,4,4,2,1.0986122886681098,1,2,2,2,2,26,3.295836866004329,1,2,1,5,6,4,1,1,29,3.4011973816621555,0,2,4,1,9,1,1,377.0
1,0,0,2,1.0986122886681098,1,2,2,2,2,76,4.343805421853684,1,1,1,6,6,4,1,1,140,4.948759890378168,1,2,0,0,0,2,2,5320.0
8,4,4,8,2.1972245773362196,1,2,3,1,8,120,4.795790545596741,1,0,0,1,0,2,2,2,164,5.10594547390058,1,2,4,3,4,4,1,2460.0
3,9,9,5,1.791759469228055,0,2,0,5,5,145,4.983606621708336,0,1,0,5,5,4,0,0,180,5.198497031265826,1,0,0,5,0,5,2,5220.0
1,2,2,9,2.302585092994046,0,0,4,2,9,216,5.37989735354046,1,0,1,6,6,3,1,1,151,5.0238805208462765,0,1,1,4,1,1,1,3624.0
3,8,8,9,2.302585092994046,0,0,4,2,9,63,4.1588830833596715,0,0,3,0,3,2,1,1,88,4.48863636973214,1,1,3,4,8,1,1,616.0
1,1,1,5,1.791759469228055,0,2,0,5,5,100,4.61512051684126,1,1,0,2,0,5,2,2,26,3.295836866004329,1,2,1,5,6,1,1,520.0
0,1,1,2,1.0986122886681098,1,2,2,2,2,28,3.367295829986474,1,1,3,0,8,4,1,1,155,5.049856007249537,0,2,0,1,5,1,1,2170.0
2,3,3,6,1.9459101490553132,1,0,1,6,6,108,4.6913478822291435,1,0,3,3,8,5,0,0,75,4.330733340286331,0,0,0,5,5,3,1,1350.0
9,7,7,3,1.3862943611198906,0,0,3,3,3,78,4.3694478524670215,1,0,3,1,8,3,2,2,147,4.997212273764115,0,0,2,0,7,3,2,3822.0
3,2,2,2,1.0986122886681098,1,2,2,2,2,26,3.295836866004329,1,2,1,5,6,4,1,1,77,4.356708826689592,0,2,2,0,7,1,1,1001.0
5,3,3,6,1.9459101490553132,1,0,1,6,6,174,5.1647859739235145,1,0,4,6,4,2,2,2,86,4.465908118654584,1,2,1,2,6,2,1,2494.0
2,4,4,3,1.3862943611198906,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,1,2,2,114,4.74493212836325,1,0,4,2,4,3,2,798.0
5,5,5,2,1.0986122886681098,1,2,2,2,2,22,3.1354942159291497,1,1,2,1,2,0,0,0,120,4.795790545596741,1,0,0,1,0,2,2,1320.0
0,1,1,3,1.3862943611198906,0,0,3,3,3,39,3.6888794541139363,0,0,4,4,9,2,0,0,70,4.2626798770413155,1,1,0,0,0,1,1,910.0
7,1,1,2,1.0986122886681098,1,2,2,2,2,54,4.007333185232471,1,0,4,5,4,2,2,2,73,4.30406509320417,0,1,3,3,3,1,1,1971.0
6,2,2,9,2.302585092994046,0,0,4,2,9,171,5.147494476813453,0,0,1,3,1,4,2,2,47,3.871201010907891,0,2,2,5,7,1,1,893.0
4,3,3,6,1.9459101490553132,1,0,1,6,6,132,4.890349128221754,1,0,2,6,2,0,2,2,31,3.4657359027997265,0,1,1,3,1,1,1,682.0
3,2,2,9,2.302585092994046,0,0,4,2,9,198,5.293304824724492,1,0,3,2,8,2,1,1,155,5.049856007249537,0,2,0,1,5,1,1,3410.0
1,1,1,8,2.1972245773362196,1,2,3,1,8,112,4.727387818712341,1,1,2,0,2,2,2,2,109,4.700480365792417,0,1,4,4,9,1,1,1526.0
2,8,8,5,1.791759469228055,0,2,0,5,5,140,4.948759890378168,1,2,0,0,0,1,0,0,49,3.912023005428146,0,1,4,0,9,1,1,1372.0
9,4,4,6,1.9459101490553132,1,0,1,6,6,138,4.9344739331306915,1,0,3,5,8,2,2,2,36,3.6109179126442243,1,0,1,1,6,6,2,828.0
