slot_group_count,slot_group_count_abs_log1p,slot_group_count_mod3,slot_group_count_mod7,slot_avg_units_per_member,slot_avg_units_per_member_abs_log1p,slot_avg_units_per_member_mod3,slot_avg_units_per_member_mod7,slot_unit_price,slot_unit_price_abs_log1p,slot_unit_price_frac,slot_unit_price_n_decimals,slot_unit_cost,slot_unit_cost_abs_log1p,slot_unit_cost_frac,slot_unit_cost_n_decimals,slot_group_label,slot_item_name,slot_currency_symbol,slot_fund_purpose,gcd_all,n_multiple_pairs,y
40,3.713572066704308,1,5,40,3.713572066704308,1,5,3.12,1.415853163361435,0.1200000000000001,2,2.22,1.169381359556317,0.2200000000000002,2,4,2,0,0,40,1,1440.0
130,4.875197323201151,1,4,90,4.51085950651685,0,6,6.26,1.9823798288367047,0.2599999999999998,2,4.94,1.7817091333745536,0.9400000000000004,2,1,4,2,2,10,0,15444.0
130,4.875197323201151,1,4,20,3.044522437723423,2,6,2.81,1.3376291891386096,0.81,2,1.86,1.0508216248317612,0.8600000000000001,2,3,3,3,3,10,0,2470.0
30,3.4339872044851463,0,2,60,4.110873864173311,0,4,4.6,1.7227665977411035,0.5999999999999996,1,2.67,1.3001916620664788,0.6699999999999999,2,3,3,3,0,30,1,3474.0
30,3.4339872044851463,0,2,40,3.713572066704308,1,5,1.46,0.9001613499442714,0.45999999999999996,2,0.64,0.49469624183610705,0.64,2,2,3,2,0,10,0,984.0
170,5.14166355650266,2,2,50,3.9318256327243257,2,1,2.27,1.184789984909162,0.27,2,2.19,1.1600209167967532,0.18999999999999995,2,5,1,3,2,10,0,680.0
110,4.709530201312334,2,5,90,4.51085950651685,0,6,1.58,0.9477893989335261,0.5800000000000001,2,0.2,0.18232155679395465,0.2,1,4,1,0,0,10,0,13662.0
40,3.713572066704308,1,5,50,3.9318256327243257,2,1,3.81,1.5706970841176697,0.81,2,3.3,1.4586150226995167,0.2999999999999998,1,0,4,3,0,10,0,1020.0
160,5.081404364984463,1,6,60,4.110873864173311,0,4,5.8,1.916922612182061,0.7999999999999998,1,4.87,1.7698546338400052,0.8700000000000001,2,5,4,2,4,20,0,8928.0
100,4.61512051684126,1,2,40,3.713572066704308,1,5,1.27,0.8197798314933114,0.27,2,0.84,0.6097655716208943,0.84,2,0,0,3,0,20,0,1720.0
200,5.303304908059076,2,4,90,4.51085950651685,0,6,4.05,1.6193882432872684,0.04999999999999982,2,2.74,1.3190856114264407,0.7400000000000002,2,2,4,1,3,10,0,23580.0
140,4.948759890378168,2,0,20,3.044522437723423,2,6,4.64,1.7298840655099674,0.6399999999999997,2,3.06,1.4011829736136412,0.06000000000000005,2,2,1,3,3,20,1,4424.0
160,5.081404364984463,1,6,10,2.3978952727983707,1,3,3.59,1.5238800240724537,0.5899999999999999,2,1.89,1.0612565021243408,0.8899999999999999,2,5,1,0,4,10,1,2720.0
110,4.709530201312334,2,5,70,4.2626798770413155,1,0,3.1,1.410986973710262,0.10000000000000009,1,2.08,1.1249295969854831,0.08000000000000007,2,4,0,2,3,10,0,7854.0
90,4.51085950651685,0,6,50,3.9318256327243257,2,1,1.74,1.007957920399979,0.74,2,0.93,0.6575200029167942,0.93,2,2,3,3,0,10,0,3645.0
100,4.61512051684126,1,2,40,3.713572066704308,1,5,2.67,1.3001916620664788,0.6699999999999999,2,2.05,1.1151415906193203,0.04999999999999982,2,3,3,2,3,20,0,2480.0
60,4.110873864173311,0,4,70,4.2626798770413155,1,0,2.67,1.3001916620664788,0.6699999999999999,2,1.35,0.8544153281560676,0.3500000000000001,2,0,0,3,0,10,0,5544.0
100,4.61512051684126,1,2,100,4.61512051684126,1,2,6.23,1.9782390361706734,0.23000000000000043,2,4.64,1.7298840655099674,0.6399999999999997,2,5,2,1,1,100,1,15900.0
140,4.948759890378168,2,0,60,4.110873864173311,0,4,1.36,0.8586616190375187,0.3600000000000001,2,0.57,0.4510756193602167,0.57,2,5,0,2,3,20,0,6636.0
50,3.9318256327243257,2,1,80,4.394449154672439,2,3,2.14,1.144222799920162,0.14000000000000012,2,2.05,1.1151415906193203,0.04999999999999982,2,2,3,3,2,10,0,360.0
200,5.303304908059076,2,4,100,4.61512051684126,1,2,2.32,1.199964782928397,0.31999999999999984,2,0.53,0.4252677354043441,0.53,2,3,4,2,2,100,1,35800.0
60,4.110873864173311,0,4,20,3.044522437723423,2,6,5.78,1.9139771019523042,0.7800000000000002,2,4.12,1.6331544390514163,0.1200000000000001,2,0,1,2,4,20,1,1992.0
110,4.709530201312334,2,5,60,4.110873864173311,0,4,2.29,1.1908875647772805,0.29000000000000004,2,0.73,0.5481214085096876,0.73,2,1,2,0,2,10,0,10296.0
140,4.948759890378168,2,0,80,4.394449154672439,2,3,5.73,1.9065751436566365,0.7300000000000004,2,4.84,1.7647307968401356,0.8399999999999999,2,4,1,0,3,20,0,9968.0
180,5.198497031265826,0,5,90,4.51085950651685,0,6,1.9,1.0647107369924282,0.8999999999999999,1,1.1,0.7419373447293773,0.10000000000000009,1,2,0,1,5,90,1,12960.0
80,4.394449154672439,2,3,50,3.9318256327243257,2,1,2.44,1.235471471385307,0.43999999999999995,2,1.83,1.0402767116551463,0.8300000000000001,2,0,5,2,2,10,0,2440.0
200,5.303304908059076,2,4,70,4.2626798770413155,1,0,3.01,1.3887912413184778,0.009999999999999787,2,1.46,0.9001613499442714,0.45999999999999996,2,3,1,2,1,10,0,21700.0
100,4.61512051684126,1,2,100,4.61512051684126,1,2,4.5,1.7047480922384253,0.5,1,3.76,1.5602476682433286,0.7599999999999998,2,1,2,3,2,100,1,7400.0
150,5.017279836814924,0,3,70,4.2626798770413155,1,0,2.67,1.3001916620664788,0.6699999999999999,2,1.11,0.7466879474879752,0.1100000000000001,2,0,0,3,1,10,0,16380.0
160,5.081404364984463,1,6,100,4.61512051684126,1,2,5.94,1.937301774518713,0.9400000000000004,2,4.58,1.7191887763932197,0.5800000000000001,2,2,3,1,1,20,0,21760.0
140,4.948759890378168,2,0,20,3.044522437723423,2,6,3.35,1.4701758451005928,0.3500000000000001,2,3.3,1.4586150226995167,0.2999999999999998,1,2,1,3,4,20,1,140.0
80,4.394449154672439,2,3,100,4.61512051684126,1,2,6.36,1.9960599327407849,0.3600000000000003,2,4.94,1.7817091333745536,0.9400000000000004,2,1,3,2,2,20,0,11360.0
170,5.14166355650266,2,2,20,3.044522437723423,2,6,1.66,0.9783261227936076,0.6599999999999999,2,0.36,0.3074846997479606,0.36,2,5,5,2,3,10,0,4420.0
90,4.51085950651685,0,6,70,4.2626798770413155,1,0,2.06,1.1184149159642893,0.06000000000000005,2,1.3,0.832909122935104,0.30000000000000004,1,5,3,1,0,10,0,4788.0
90,4.51085950651685,0,6,10,2.3978952727983707,1,3,5.67,1.8976198599275322,0.6699999999999999,2,4.0,1.6094379124341003,0.0,1,1,1,2,2,10,1,1503.0
90,4.51085950651685,0,6,20,3.044522437723423,2,6,4.85,1.766441661243765,0.8499999999999996,2,4.53,1.7101878155342434,0.5300000000000002,2,0,3,1,3,10,0,576.0
20,3.044522437723423,2,6,60,4.110873864173311,0,4,4.84,1.7647307968401356,0.8399999999999999,2,4.34,1.6752256529721035,0.33999999999999986,2,4,4,2,4,20,1,600.0
160,5.081404364984463,1,6,20,3.044522437723423,2,6,5.03,1.7967470107390942,0.03000000000000025,2,3.17,1.4279160358107101,0.16999999999999993,2,3,2,0,2,20,1,5952.0
80,4.394449154672439,2,3,60,4.110873864173311,0,4,3.09,1.4085449700547104,0.08999999999999986,2,1.85,1.0473189942805592,0.8500000000000001,2,1,5,2,2,20,0,5952.0
130,4.875197323201151,1,4,30,3.4339872044851463,0,2,5.36,1.8500283773520307,0.3600000000000003,2,3.62,1.5303947050936475,0.6200000000000001,2,1,2,1,1,10,0,6786.0
160,5.081404364984463,1,6,10,2.3978952727983707,1,3,2.23,1.172482137234565,0.22999999999999998,2,0.89,0.636576829071551,0.89,2,3,4,1,0,10,1,2144.0
60,4.110873864173311,0,4,80,4.394449154672439,2,3,2.99,1.3837912309017721,0.9900000000000002,2,2.35,1.208960345836975,0.3500000000000001,2,4,1,0,0,20,0,3072.0
30,3.4339872044851463,0,2,100,4.61512051684126,1,2,2.79,1.332366019094335,0.79,2,2.49,1.2499017362143359,0.4900000000000002,2,4,2,1,1,10,0,900.0
180,5.198497031265826,0,5,60,4.110873864173311,0,4,3.37,1.4747630091074988,0.3700000000000001,2,1.73,1.0043016091968684,0.73,2,4,3,0,3,60,1,17712.0
200,5.303304908059076,2,4,90,4.51085950651685,0,6,3.94,1.597365331199831,0.94,2,2.43,1.2325602611778486,0.43000000000000016,2,4,0,2,5,10,0,27180.0
200,5.303304908059076,2,4,90,4.51085950651685,0,6,1.57,0.9439058989071285,0.5700000000000001,2,0.69,0.5247285289349821,0.69,2,4,3,3,0,10,0,15840.0
170,5.14166355650266,2,2,100,4.61512051684126,1,2,1.61,0.9593502213346021,0.6100000000000001,2,1.46,0.9001613499442714,0.45999999999999996,2,0,4,2,3,10,0,2550.0
190,5.25227342804663,1,1,10,2.3978952727983707,1,3,3.31,1.4609379041156565,0.31000000000000005,2,1.72,1.000631880307906,0.72,2,4,5,3,5,10,1,3021.0
180,5.198497031265826,0,5,90,4.51085950651685,0,6,4.94,1.7817091333745536,0.9400000000000004,2,3.24,1.4445632692438664,0.2400000000000002,2,2,2,1,4,90,1,27540.0
40,3.713572066704308,1,5,20,3.044522437723423,2,6,4.77,1.7526720805200082,0.7699999999999996,2,4.04,1.6174060820832772,0.040000000000000036,2,4,2,0,2,20,1,584.0
80,4.394449154672439,2,3,40,3.713572066704308,1,5,2.94,1.3711807233098425,0.94,2,2.16,1.1505720275988207,0.16000000000000014,2,5,4,0,5,40,1,2496.0
90,4.51085950651685,0,6,10,2.3978952727983707,1,3,2.8,1.33500106673234,0.7999999999999998,1,2.17,1.1537315878891892,0.16999999999999993,2,2,4,2,4,10,1,567.0
70,4.2626798770413155,1,0,100,4.61512051684126,1,2,4.2,1.6486586255873816,0.20000000000000018,1,3.67,1.541159071680806,0.6699999999999999,2,1,2,1,5,10,0,3710.0
140,4.948759890378168,2,0,40,3.713572066704308,1,5,2.79,1.332366019094335,0.79,2,2.03,1.1085626195212777,0.029999999999999805,2,5,0,2,1,20,0,4256.0
30,3.4339872044851463,0,2,30,3.4339872044851463,0,2,6.04,1.951608170169951,0.040000000000000036,2,4.13,1.6351056591826783,0.1299999999999999,2,0,4,2,5,30,1,1719.0
40,3.713572066704308,1,5,30,3.4339872044851463,0,2,1.81,1.0331844833456545,0.81,2,1.58,0.9477893989335261,0.5800000000000001,2,2,1,1,0,10,0,276.0
120,4.795790545596741,0,1,90,4.51085950651685,0,6,3.73,1.5539252025038417,0.73,2,3.53,1.5107219394949427,0.5299999999999998,2,1,5,0,4,30,0,2160.0
170,5.14166355650266,2,2,10,2.3978952727983707,1,3,5.0,1.791759469228055,0.0,1,4.34,1.6752256529721035,0.33999999999999986,2,0,3,1,4,10,1,1122.0
150,5.017279836814924,0,3,80,4.394449154672439,2,3,2.94,1.3711807233098425,0.94,2,1.77,1.0188473201992472,0.77,2,3,5,3,2,10,0,14040.0
100,4.61512051684126,1,2,80,4.394449154672439,2,3,2.85,1.3480731482996928,0.8500000000000001,2,2.65,1.2947271675944,0.6499999999999999,2,5,1,0,3,20,0,1600.0
110,4.709530201312334,2,5,70,4.2626798770413155,1,0,5.03,1.7967470107390942,0.03000000000000025,2,4.86,1.7681496035889213,0.8600000000000003,2,3,2,0,2,10,0,1309.0
130,4.875197323201151,1,4,50,3.9318256327243257,2,1,3.7,1.547562508716013,0.7000000000000002,1,2.73,1.3164082336557241,0.73,2,3,4,0,1,10,0,6305.0
70,4.2626798770413155,1,0,30,3.4339872044851463,0,2,3.85,1.5789787049493917,0.8500000000000001,2,3.12,1.415853163361435,0.1200000000000001,2,2,3,3,0,10,0,1533.0
170,5.14166355650266,2,2,80,4.394449154672439,2,3,5.16,1.8180767775454285,0.16000000000000014,2,4.11,1.631199404215613,0.11000000000000032,2,3,0,2,3,10,0,14280.0
40,3.713572066704308,1,5,100,4.61512051684126,1,2,5.78,1.9139771019523042,0.7800000000000002,2,4.0,1.6094379124341003,0.0,1,3,4,0,1,20,0,7120.0
60,4.110873864173311,0,4,80,4.394449154672439,2,3,5.93,1.9358598132018119,0.9299999999999997,2,4.96,1.7850704810772584,0.96,2,2,3,0,2,20,0,4656.0
200,5.303304908059076,2,4,100,4.61512051684126,1,2,5.22,1.827769906751088,0.21999999999999975,2,3.55,1.5151272329628591,0.5499999999999998,2,5,1,3,5,100,1,33400.0
150,5.017279836814924,0,3,30,3.4339872044851463,0,2,5.42,1.8594181177018698,0.41999999999999993,2,4.76,1.7509374747078,0.7599999999999998,2,4,1,2,2,30,1,2970.0
90,4.51085950651685,0,6,100,4.61512051684126,1,2,3.59,1.5238800240724537,0.5899999999999999,2,2.12,1.1378330018213911,0.1200000000000001,2,3,4,0,0,10,0,13230.0
40,3.713572066704308,1,5,50,3.9318256327243257,2,1,0.67,0.5128236264286637,0.67,2,0.39,0.3293037471426004,0.39,2,4,2,2,0,10,0,560.0
140,4.948759890378168,2,0,80,4.394449154672439,2,3,5.27,1.8357763546448294,0.2699999999999996,2,4.28,1.6639260977181702,0.28000000000000025,2,4,2,1,0,20,0,11088.0
100,4.61512051684126,1,2,80,4.394449154672439,2,3,5.36,1.8500283773520307,0.3600000000000003,2,4.33,1.673351238177753,0.33000000000000007,2,4,4,3,3,20,0,8240.0
150,5.017279836814924,0,3,100,4.61512051684126,1,2,5.32,1.843719208158766,0.3200000000000003,2,4.32,1.6714733033535532,0.3200000000000003,2,0,2,0,3,50,0,15000.0
160,5.081404364984463,1,6,70,4.2626798770413155,1,0,1.75,1.0116009116784799,0.75,2,0.74,0.5538851132264376,0.74,2,4,5,3,3,10,0,11312.0
120,4.795790545596741,0,1,10,2.3978952727983707,1,3,1.65,0.9745596399981308,0.6499999999999999,2,1.32,0.8415671856782186,0.32000000000000006,2,5,4,0,3,10,1,396.0
70,4.2626798770413155,1,0,60,4.110873864173311,0,4,3.47,1.4973884086254776,0.4700000000000002,2,2.5,1.252762968495368,0.5,1,5,1,0,4,10,0,4074.0
50,3.9318256327243257,2,1,90,4.51085950651685,0,6,5.39,1.8547342683894434,0.3899999999999997,2,4.93,1.780024213009634,0.9299999999999997,2,5,1,1,0,10,0,2070.0
130,4.875197323201151,1,4,40,3.713572066704308,1,5,3.04,1.3962446919730587,0.040000000000000036,2,2.06,1.1184149159642893,0.06000000000000005,2,2,5,2,2,10,0,5096.0
140,4.948759890378168,2,0,20,3.044522437723423,2,6,3.08,1.4060969884160703,0.08000000000000007,2,1.39,0.8712933659434192,0.3899999999999999,2,3,1,1,2,20,1,4732.0
120,4.795790545596741,0,1,70,4.2626798770413155,1,0,4.68,1.7369512327330598,0.6799999999999997,2,4.23,1.6544112780768316,0.23000000000000043,2,2,2,1,1,10,0,3780.0
110,4.709530201312334,2,5,10,2.3978952727983707,1,3,5.52,1.8748743759385615,0.5199999999999996,2,4.31,1.6695918352538475,0.3099999999999996,2,1,4,3,1,10,1,1331.0
190,5.25227342804663,1,1,40,3.713572066704308,1,5,2.99,1.3837912309017721,0.9900000000000002,2,2.54,1.264126727145683,0.54,2,3,1,0,2,10,0,3420.0
130,4.875197323201151,1,4,60,4.110873864173311,0,4,4.17,1.6428726885203377,0.16999999999999993,2,2.53,1.2612978709452054,0.5299999999999998,2,1,3,2,0,10,0,12792.0
30,3.4339872044851463,0,2,70,4.2626798770413155,1,0,1.07,0.7275486072772778,0.07000000000000006,2,0.5,0.4054651081081644,0.5,1,1,0,0,5,10,0,1197.0
20,3.044522437723423,2,6,80,4.394449154672439,2,3,5.91,1.9329696377795786,0.9100000000000001,2,4.68,1.7369512327330598,0.6799999999999997,2,0,4,0,4,20,1,1968.0
160,5.081404364984463,1,6,100,4.61512051684126,1,2,4.21,1.6505798557652755,0.20999999999999996,2,3.14,1.420695787837223,0.14000000000000012,2,4,0,1,1,20,0,17120.0
160,5.081404364984463,1,6,10,2.3978952727983707,1,3,4.71,1.742219023667919,0.71,2,4.38,1.682688374173693,0.3799999999999999,2,0,1,2,1,10,1,528.0
180,5.198497031265826,0,5,50,3.9318256327243257,2,1,3.46,1.4951487660319727,0.45999999999999996,2,2.19,1.1600209167967532,0.18999999999999995,2,0,4,3,1,10,0,11430.0
110,4.709530201312334,2,5,100,4.61512051684126,1,2,2.88,1.355835153635182,0.8799999999999999,2,1.15,0.7654678421395714,0.1499999999999999,2,2,2,1,4,10,0,19030.0
60,4.110873864173311,0,4,10,2.3978952727983707,1,3,2.47,1.244154593958768,0.4700000000000002,2,1.49,0.9122827104766162,0.49,2,0,2,0,3,10,1,588.0
130,4.875197323201151,1,4,10,2.3978952727983707,1,3,2.77,1.3270750014599193,0.77,2,2.04,1.1118575154181303,0.040000000000000036,2,0,4,1,3,10,1,949.0
60,4.110873864173311,0,4,70,4.2626798770413155,1,0,4.84,1.7647307968401356,0.8399999999999999,2,3.67,1.541159071680806,0.6699999999999999,2,0,5,1,1,10,0,4914.0
40,3.713572066704308,1,5,40,3.713572066704308,1,5,5.66,1.8961194845522977,0.6600000000000001,2,4.99,1.7900914121273581,0.9900000000000002,2,0,4,2,4,40,1,1072.0
80,4.394449154672439,2,3,20,3.044522437723423,2,6,2.39,1.220829921392359,0.3900000000000001,2,2.32,1.199964782928397,0.31999999999999984,2,2,3,3,3,20,1,112.0
40,3.713572066704308,1,5,90,4.51085950651685,0,6,4.97,1.7867469274045107,0.9699999999999998,2,4.6,1.7227665977411035,0.5999999999999996,1,1,5,3,1,10,0,1332.0
50,3.9318256327243257,2,1,80,4.394449154672439,2,3,1.96,1.085189268335969,0.96,2,1.67,0.9820784724121582,0.6699999999999999,2,1,0,0,1,10,0,1160.0
90,4.51085950651685,0,6,100,4.61512051684126,1,2,4.01,1.6114359150967734,0.009999999999999787,2,2.15,1.1474024528375417,0.1499999999999999,2,0,5,2,2,10,0,16740.0
30,3.4339872044851463,0,2,40,3.713572066704308,1,5,3.23,1.4422019930581866,0.22999999999999998,2,1.55,0.9360933591703348,0.55,2,5,2,0,2,10,0,2016.0
120,4.795790545596741,0,1,30,3.4339872044851463,0,2,6.91,2.0681277817795625,0.9100000000000001,2,4.98,1.7884205679625405,0.9800000000000004,2,4,3,2,1,30,1,6948.0
140,4.948759890378168,2,0,10,2.3978952727983707,1,3,3.07,1.4036429994545037,0.06999999999999984,2,1.76,1.0152306797290587,0.76,2,4,0,3,3,10,1,1834.0
60,4.110873864173311,0,4,10,2.3978952727983707,1,3,2.78,1.3297240096314962,0.7799999999999998,2,2.33,1.2029723039923526,0.33000000000000007,2,3,0,0,2,10,1,270.0
150,5.017279836814924,0,3,60,4.110873864173311,0,4,3.86,1.5810384379124023,0.8599999999999999,2,1.94,1.0784095813505903,0.94,2,3,5,3,5,30,0,17280.0
180,5.198497031265826,0,5,60,4.110873864173311,0,4,5.29,1.8389610707123492,0.29000000000000004,2,3.43,1.4883995840570443,0.43000000000000016,2,0,5,2,1,60,1,20088.0
30,3.4339872044851463,0,2,60,4.110873864173311,0,4,1.11,0.7466879474879752,0.1100000000000001,2,0.2,0.18232155679395465,0.2,1,5,3,2,3,30,1,1638.0
110,4.709530201312334,2,5,20,3.044522437723423,2,6,6.03,1.9501867058225735,0.03000000000000025,2,4.27,1.6620303625532709,0.2699999999999996,2,5,3,1,4,10,0,3872.0
120,4.795790545596741,0,1,90,4.51085950651685,0,6,2.16,1.1505720275988207,0.16000000000000014,2,0.83,0.6043159668533296,0.83,2,4,4,3,3,30,0,14364.0
80,4.394449154672439,2,3,30,3.4339872044851463,0,2,3.62,1.5303947050936475,0.6200000000000001,2,2.7,1.308332819650179,0.7000000000000002,1,3,0,3,1,10,0,2208.0
100,4.61512051684126,1,2,100,4.61512051684126,1,2,4.27,1.6620303625532709,0.2699999999999996,2,3.79,1.5665304114228238,0.79,2,4,0,0,3,100,1,4800.0
200,5.303304908059076,2,4,10,2.3978952727983707,1,3,5.93,1.9358598132018119,0.9299999999999997,2,4.85,1.766441661243765,0.8499999999999996,2,2,1,2,2,10,1,2160.0
70,4.2626798770413155,1,0,40,3.713572066704308,1,5,2.87,1.3532545070416904,0.8700000000000001,2,1.13,0.7561219797213337,0.1299999999999999,2,5,2,0,3,10,0,4872.0
20,3.044522437723423,2,6,100,4.61512051684126,1,2,6.11,1.9615022438151495,0.11000000000000032,2,4.39,1.6845453849209058,0.3899999999999997,2,4,4,0,2,20,1,3440.0
20,3.044522437723423,2,6,60,4.110873864173311,0,4,1.76,1.0152306797290587,0.76,2,1.7,0.9932517730102833,0.7,1,1,0,0,2,20,1,72.0
150,5.017279836814924,0,3,10,2.3978952727983707,1,3,2.08,1.1249295969854831,0.08000000000000007,2,0.81,0.5933268452777344,0.81,2,0,4,1,3,10,1,1905.0
110,4.709530201312334,2,5,10,2.3978952727983707,1,3,2.84,1.3454723665996355,0.8399999999999999,2,1.24,0.8064758658669485,0.24,2,4,4,2,4,10,1,1760.0
90,4.51085950651685,0,6,40,3.713572066704308,1,5,1.11,0.7466879474879752,0.1100000000000001,2,0.78,0.5766133643039938,0.78,2,1,3,1,4,10,0,1188.0
60,4.110873864173311,0,4,100,4.61512051684126,1,2,2.95,1.3737155789130306,0.9500000000000002,2,2.19,1.1600209167967532,0.18999999999999995,2,1,1,1,1,20,0,4560.0
170,5.14166355650266,2,2,80,4.394449154672439,2,3,3.74,1.556037135706985,0.7400000000000002,2,3.66,1.5390154481375546,0.6600000000000001,2,1,5,3,4,10,0,1088.0
70,4.2626798770413155,1,0,10,2.3978952727983707,1,3,4.01,1.6114359150967734,0.009999999999999787,2,2.25,1.1786549963416462,0.25,2,1,1,0,3,10,1,1232.0
90,4.51085950651685,0,6,50,3.9318256327243257,2,1,3.65,1.536867219599265,0.6499999999999999,2,2.49,1.2499017362143359,0.4900000000000002,2,5,1,0,2,10,0,5220.0
40,3.713572066704308,1,5,10,2.3978952727983707,1,3,6.41,2.0028304393079956,0.41000000000000014,2,4.66,1.7334238922150915,0.6600000000000001,2,1,4,0,0,10,1,700.0
50,3.9318256327243257,2,1,100,4.61512051684126,1,2,5.05,1.80005827204275,0.04999999999999982,2,3.65,1.536867219599265,0.6499999999999999,2,2,0,0,5,50,1,7000.0
140,4.948759890378168,2,0,50,3.9318256327243257,2,1,5.08,1.8050046959780757,0.08000000000000007,2,4.98,1.7884205679625405,0.9800000000000004,2,4,2,3,1,10,0,700.0
130,4.875197323201151,1,4,100,4.61512051684126,1,2,3.88,1.5851452198650557,0.8799999999999999,2,1.9,1.0647107369924282,0.8999999999999999,1,3,5,0,2,10,0,25740.0
30,3.4339872044851463,0,2,50,3.9318256327243257,2,1,5.92,1.9344157696295783,0.9199999999999999,2,3.97,1.6034198401085373,0.9700000000000002,2,4,2,1,3,10,0,2925.0
130,4.875197323201151,1,4,80,4.394449154672439,2,3,2.37,1.2149127443642704,0.3700000000000001,2,0.52,0.41871033485818504,0.52,2,3,4,3,3,10,0,19240.0
130,4.875197323201151,1,4,80,4.394449154672439,2,3,1.25,0.8109302162163288,0.25,2,0.64,0.49469624183610705,0.64,2,0,2,1,4,10,0,6344.0
30,3.4339872044851463,0,2,30,3.4339872044851463,0,2,3.06,1.4011829736136412,0.06000000000000005,2,1.5,0.9162907318741551,0.5,1,2,1,2,3,30,1,1404.0
40,3.713572066704308,1,5,50,3.9318256327243257,2,1,5.01,1.7934247485471162,0.009999999999999787,2,4.0,1.6094379124341003,0.0,1,4,0,3,0,10,0,2020.0
160,5.081404364984463,1,6,40,3.713572066704308,1,5,4.28,1.6639260977181702,0.28000000000000025,2,3.63,1.5325568680981427,0.6299999999999999,2,5,4,0,4,40,1,4160.0
60,4.110873864173311,0,4,80,4.394449154672439,2,3,5.25,1.8325814637483102,0.25,2,4.89,1.7732559976634952,0.8899999999999997,2,2,4,3,3,20,0,1728.0
90,4.51085950651685,0,6,40,3.713572066704308,1,5,2.91,1.3635373739972745,0.9100000000000001,2,2.81,1.3376291891386096,0.81,2,5,2,2,5,10,0,360.0
60,4.110873864173311,0,4,70,4.2626798770413155,1,0,5.26,1.8341801851120072,0.2599999999999998,2,4.39,1.6845453849209058,0.3899999999999997,2,3,0,1,2,10,0,3654.0
50,3.9318256327243257,2,1,100,4.61512051684126,1,2,2.67,1.3001916620664788,0.6699999999999999,2,1.79,1.0260415958332743,0.79,2,1,5,1,0,50,1,4400.0
150,5.017279836814924,0,3,100,4.61512051684126,1,2,5.69,1.900613874140137,0.6900000000000004,2,3.72,1.551808799597464,0.7200000000000002,2,4,3,3,5,50,0,29550.0
70,4.2626798770413155,1,0,70,4.2626798770413155,1,0,4.42,1.6900958154515549,0.41999999999999993,2,2.45,1.2383742310432684,0.4500000000000002,2,2,2,3,5,70,1,9653.0
100,4.61512051684126,1,2,40,3.713572066704308,1,5,2.89,1.358409157630355,0.8900000000000001,2,2.6,1.2809338454620642,0.6000000000000001,1,0,2,0,0,20,0,1160.0
190,5.25227342804663,1,1,50,3.9318256327243257,2,1,0.64,0.49469624183610705,0.64,2,0.36,0.3074846997479606,0.36,2,5,2,3,5,10,0,2660.0
200,5.303304908059076,2,4,20,3.044522437723423,2,6,3.51,1.506297153514587,0.5099999999999998,2,2.72,1.3137236682850553,0.7200000000000002,2,2,2,0,4,20,1,3160.0
60,4.110873864173311,0,4,10,2.3978952727983707,1,3,5.24,1.8309801823813363,0.2400000000000002,2,3.87,1.5830939370944985,0.8700000000000001,2,4,4,3,0,10,1,822.0
30,3.4339872044851463,0,2,70,4.2626798770413155,1,0,0.59,0.4637340162321401,0.59,2,0.27,0.23901690047049992,0.27,2,0,5,2,3,10,0,672.0
40,3.713572066704308,1,5,30,3.4339872044851463,0,2,3.88,1.5851452198650557,0.8799999999999999,2,2.9,1.3609765531356006,0.8999999999999999,1,1,2,0,2,10,0,1176.0
200,5.303304908059076,2,4,90,4.51085950651685,0,6,2.23,1.172482137234565,0.22999999999999998,2,1.22,0.7975071958841881,0.21999999999999997,2,3,3,1,4,10,0,18180.0
90,4.51085950651685,0,6,30,3.4339872044851463,0,2,5.6,1.8870696490323797,0.5999999999999996,1,3.78,1.5644405465033646,0.7799999999999998,2,0,1,0,2,30,1,4914.0
100,4.61512051684126,1,2,40,3.713572066704308,1,5,4.42,1.6900958154515549,0.41999999999999993,2,2.52,1.2584609896100056,0.52,2,5,4,3,5,20,0,7600.0
170,5.14166355650266,2,2,80,4.394449154672439,2,3,4.41,1.6882490928583902,0.41000000000000014,2,3.43,1.4883995840570443,0.43000000000000016,2,3,0,2,2,10,0,13328.0
90,4.51085950651685,0,6,10,2.3978952727983707,1,3,4.09,1.6272778305624314,0.08999999999999986,2,2.96,1.3762440252663892,0.96,2,1,0,1,0,10,1,1017.0
90,4.51085950651685,0,6,40,3.713572066704308,1,5,4.33,1.673351238177753,0.33000000000000007,2,4.18,1.6448050562713916,0.17999999999999972,2,1,3,3,4,10,0,540.0
90,4.51085950651685,0,6,100,4.61512051684126,1,2,4.49,1.7029282555214393,0.4900000000000002,2,3.69,1.545432582458188,0.69,2,2,3,2,5,10,0,7200.0
20,3.044522437723423,2,6,50,3.9318256327243257,2,1,1.94,1.0784095813505903,0.94,2,0.66,0.5068176023684519,0.66,2,3,4,3,0,10,0,1280.0
110,4.709530201312334,2,5,80,4.394449154672439,2,3,3.88,1.5851452198650557,0.8799999999999999,2,3.79,1.5665304114228238,0.79,2,2,5,2,4,10,0,792.0
110,4.709530201312334,2,5,80,4.394449154672439,2,3,6.52,2.017566137961748,0.5199999999999996,2,4.85,1.766441661243765,0.8499999999999996,2,5,1,2,4,10,0,14696.0
