slot_dist_first_to_second,slot_dist_first_to_second_abs_log1p,slot_dist_first_to_second_is_even,slot_dist_first_to_second_mod3,slot_dist_first_to_second_mod5,slot_dist_first_to_second_mod7,slot_dist_first_to_second_mod10,slot_dist_second_to_third,slot_dist_second_to_third_abs_log1p,slot_dist_second_to_third_is_even,slot_dist_second_to_third_mod3,slot_dist_second_to_third_mod5,slot_dist_second_to_third_mod7,slot_dist_second_to_third_mod10,slot_reduction_from_combined,slot_reduction_from_combined_abs_log1p,slot_reduction_from_combined_is_even,slot_reduction_from_combined_mod3,slot_reduction_from_combined_mod5,slot_reduction_from_combined_mod7,slot_reduction_from_combined_mod10,slot_loops_per_day,slot_loops_per_day_abs_log1p,slot_loops_per_day_is_even,slot_loops_per_day_mod3,slot_loops_per_day_mod5,slot_loops_per_day_mod7,slot_loops_per_day_mod10,slot_service_interval_distance,slot_service_interval_distance_abs_log1p,slot_service_interval_distance_is_even,slot_service_interval_distance_mod3,slot_service_interval_distance_mod5,slot_service_interval_distance_mod7,slot_service_interval_distance_mod10,slot_unit,slot_vehicle,slot_location_label,gcd_all,n_multiple_pairs,y
358,5.883322388488279,1,1,3,1,8,147,4.997212273764115,0,0,2,0,7,244,5.501258210544727,1,1,4,6,4,7,2.0794415416798357,0,1,2,0,7,58982,10.9850045457756,1,2,2,0,2,1,6,9,1,2,11.0
243,5.497168225293202,0,0,3,5,3,94,4.553876891600541,1,1,4,3,4,305,5.723585101952381,0,2,0,4,5,1,0.6931471805599453,0,1,1,1,1,5904,8.683554728631462,1,0,4,3,4,0,0,9,1,4,16.0
289,5.66988092298052,0,1,4,2,9,342,5.8377304471659395,1,0,2,6,2,346,5.849324779946859,1,1,1,3,6,6,1.9459101490553132,1,0,1,6,6,164880,12.01297928056293,1,0,0,2,0,0,1,8,1,2,30.0
273,5.6131281063880705,0,0,3,0,3,68,4.23410650459726,1,2,3,5,8,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,113760,11.641855035434437,1,0,0,3,0,1,0,9,1,2,45.0
284,5.652489180268651,1,2,4,4,4,181,5.204006687076795,0,1,1,6,1,421,6.045005314036012,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,81440,11.307634110687353,1,2,0,2,0,0,4,1,1,2,40.0
208,5.342334251964811,1,1,3,5,8,180,5.198497031265826,1,0,0,5,0,69,4.248495242049359,0,0,4,6,9,8,2.1972245773362196,1,2,3,1,8,231896,12.354048586549336,1,2,1,0,6,1,2,9,1,2,41.0
143,4.969813299576001,0,2,3,3,3,58,4.07753744390572,1,1,3,2,8,173,5.159055299214529,0,2,3,5,3,4,1.6094379124341003,1,1,4,4,4,53128,10.880478197509905,1,1,3,5,8,1,0,4,1,2,58.0
75,4.330733340286331,0,0,0,5,5,221,5.402677381872279,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,70080,11.157406994914858,1,0,0,3,0,1,5,1,1,3,15.0
61,4.127134385045092,0,1,1,5,1,231,5.44673737166631,0,0,1,0,1,279,5.634789603169249,0,0,4,6,9,4,1.6094379124341003,1,1,4,4,4,21960,9.997023431927293,1,0,0,1,0,1,2,3,1,2,18.0
54,4.007333185232471,1,0,4,5,4,217,5.384495062789089,0,1,2,0,7,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,76032,11.238922735552674,1,0,2,5,2,1,5,0,1,3,24.0
270,5.602118820879701,1,0,0,4,0,312,5.746203190540153,1,0,2,4,2,466,6.1463292576688975,1,1,1,4,6,7,2.0794415416798357,0,1,2,0,7,185668,12.131720797487299,1,1,3,0,8,1,1,1,1,1,38.0
116,4.762173934797756,1,2,1,4,6,153,5.0369526024136295,0,0,3,6,3,66,4.204692619390966,1,0,1,3,6,7,2.0794415416798357,0,1,2,0,7,158592,11.974096451017177,1,0,2,0,2,0,3,5,1,1,48.0
110,4.709530201312334,1,2,0,5,0,268,5.594711379601839,1,1,3,2,8,215,5.375278407684165,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,28132,10.244698543504514,1,1,2,6,2,0,4,2,1,4,52.0
310,5.739792912179234,1,1,0,2,0,362,5.8944028342648505,1,2,2,5,2,371,5.918893854273146,0,2,1,0,1,3,1.3862943611198906,0,0,3,3,3,116760,11.667884389508286,1,0,0,0,0,0,3,6,1,1,40.0
102,4.634728988229636,1,0,2,4,2,126,4.844187086458591,1,0,1,0,6,63,4.1588830833596715,0,0,3,0,3,4,1.6094379124341003,1,1,4,4,4,62880,11.04899933028452,1,0,0,6,0,0,7,9,1,2,40.0
91,4.5217885770490405,0,1,1,0,1,242,5.493061443340548,1,2,2,4,2,215,5.375278407684165,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,133496,11.801834284659831,1,2,1,6,6,0,5,3,1,1,37.0
173,5.159055299214529,0,2,3,5,3,241,5.488937726156687,0,1,1,3,1,97,4.584967478670572,0,1,2,6,7,6,1.9459101490553132,1,0,1,6,6,179826,12.099750556597801,1,0,1,3,6,1,1,2,1,1,41.0
88,4.48863636973214,1,1,3,4,8,23,3.1780538303479458,0,2,3,2,3,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,10638,9.272281773516365,1,0,3,5,8,0,1,7,1,2,27.0
276,5.6240175061873385,1,0,1,3,6,181,5.204006687076795,0,1,1,6,1,137,4.927253685157205,0,2,2,4,7,2,1.0986122886681098,1,2,2,2,2,45066,10.715905550345243,1,0,1,0,6,1,7,9,1,2,29.0
129,4.867534450455582,0,0,4,3,9,218,5.389071729816501,1,2,3,1,8,172,5.153291594497779,1,1,2,4,2,4,1.6094379124341003,1,1,4,4,4,64728,11.077964602632951,1,0,3,6,8,1,1,8,1,2,31.0
116,4.762173934797756,1,2,1,4,6,357,5.8805329864007,0,0,2,0,7,193,5.267858159063328,0,1,3,4,3,2,1.0986122886681098,1,2,2,2,2,49698,10.81374009115795,1,0,3,5,8,0,4,6,1,2,33.0
27,3.332204510175204,0,0,2,6,7,330,5.802118375377063,1,0,0,1,0,101,4.624972813284271,0,2,1,3,1,1,0.6931471805599453,0,1,1,1,1,17164,9.750627705891793,1,1,4,0,4,0,0,3,1,4,28.0
74,4.31748811353631,1,2,4,4,4,384,5.953243334287785,1,0,4,6,4,67,4.219507705176107,0,1,2,4,7,1,0.6931471805599453,0,1,1,1,1,6792,8.823647949191303,1,0,2,2,2,1,2,1,1,4,8.0
135,4.912654885736052,0,0,0,2,5,105,4.663439094112067,0,0,0,0,5,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,150336,11.920634719763171,1,0,1,4,6,0,6,3,3,3,58.0
157,5.062595033026967,0,1,2,3,7,376,5.932245187448011,1,1,1,5,6,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,183744,12.121304205820506,1,0,4,1,4,1,0,5,1,3,44.0
118,4.77912349311153,1,1,3,6,8,64,4.174387269895637,1,1,4,1,4,168,5.1298987149230735,1,0,3,0,8,5,1.791759469228055,0,2,0,5,5,41160,10.625246485085315,1,0,0,0,0,1,4,2,1,2,42.0
230,5.442417710521793,1,2,0,6,0,59,4.0943445622221,0,2,4,3,9,257,5.552959584921617,0,2,2,5,7,5,1.791759469228055,0,2,0,5,5,78645,11.272712048960424,0,0,0,0,5,1,7,5,1,2,49.0
263,5.575949103146316,0,2,3,4,3,328,5.796057750765372,1,1,3,6,8,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,79560,11.284279302019133,1,0,0,5,0,0,6,2,1,4,34.0
361,5.8916442118257715,0,1,1,4,1,190,5.25227342804663,1,1,0,1,0,519,6.253828811575473,0,0,4,1,9,2,1.0986122886681098,1,2,2,2,2,15158,9.626349693960018,1,2,3,3,8,1,6,6,1,2,13.0
118,4.77912349311153,1,1,3,6,8,121,4.804021044733257,0,1,1,2,1,120,4.795790545596741,1,0,0,1,0,8,2.1972245773362196,1,2,3,1,8,97376,11.486345322114884,1,2,1,6,6,1,2,8,1,2,34.0
138,4.9344739331306915,1,0,3,5,8,77,4.356708826689592,0,2,2,0,7,27,3.332204510175204,0,0,2,6,7,6,1.9459101490553132,1,0,1,6,6,111228,11.619346418165367,1,0,3,5,8,1,6,6,1,3,46.0
179,5.19295685089021,0,2,4,4,9,22,3.1354942159291497,1,1,2,1,2,64,4.174387269895637,1,1,4,1,4,3,1.3862943611198906,0,0,3,3,3,46644,10.750321019395061,1,0,4,3,4,0,2,0,1,1,46.0
108,4.6913478822291435,1,0,3,3,8,222,5.407171771460119,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,10544,9.263407092912875,1,2,4,2,4,0,7,6,1,7,16.0
194,5.272999558563747,1,2,4,5,4,110,4.709530201312334,1,2,0,5,0,56,4.04305126783455,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,227976,12.337000025655149,1,0,1,0,6,1,3,3,1,3,59.0
210,5.351858133476067,1,0,0,0,0,188,5.241747015059643,1,2,3,6,8,354,5.872117789475416,1,0,4,4,4,3,1.3862943611198906,0,0,3,3,3,60996,11.018579961618187,1,0,1,5,6,1,2,3,1,3,46.0
44,3.8066624897703196,1,2,4,2,4,250,5.5254529391317835,1,1,0,5,0,241,5.488937726156687,0,1,1,3,1,3,1.3862943611198906,0,0,3,3,3,44763,10.709159523937918,0,0,3,5,3,0,6,3,1,1,43.0
327,5.793013608384144,0,0,2,5,7,354,5.872117789475416,1,0,4,4,4,504,6.22455842927536,1,0,4,0,4,6,1.9459101490553132,1,0,1,6,6,113256,11.637414851589638,1,0,1,3,6,1,7,5,3,3,22.0
227,5.429345628954441,0,2,2,3,7,214,5.3706380281276624,1,1,4,4,4,73,4.30406509320417,0,1,3,3,3,2,1.0986122886681098,1,2,2,2,2,76046,11.2391068491776,1,2,1,5,6,0,2,0,1,2,47.0
230,5.442417710521793,1,2,0,6,0,189,5.247024072160486,0,0,4,0,9,235,5.4638318050256105,0,1,0,4,5,7,2.0794415416798357,0,1,2,0,7,118188,11.68004031701779,1,0,3,0,8,1,6,5,1,2,28.0
96,4.574710978503383,1,0,1,5,6,338,5.82600010738045,1,2,3,2,8,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,30996,10.34164570459081,1,0,1,0,6,0,0,5,1,3,9.0
304,5.720311776607412,1,1,4,3,4,383,5.950642552587727,0,2,3,5,3,121,4.804021044733257,0,1,1,2,1,2,1.0986122886681098,1,2,2,2,2,125300,11.738474121698282,1,2,0,0,0,0,4,7,1,2,50.0
143,4.969813299576001,0,2,3,3,3,57,4.060443010546419,0,0,2,1,7,24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,72192,11.187098367272093,1,0,2,1,2,1,7,0,1,3,24.0
67,4.219507705176107,0,1,2,4,7,77,4.356708826689592,0,2,2,0,7,94,4.553876891600541,1,1,4,3,4,5,1.791759469228055,0,2,0,5,5,35890,10.48824184666795,1,1,0,1,0,1,7,5,1,1,37.0
286,5.659482215759621,1,1,1,6,6,332,5.808142489980444,1,2,2,3,2,582,6.368187186350492,1,0,2,1,2,6,1.9459101490553132,1,0,1,6,6,23544,10.066668762677654,1,0,4,3,4,1,4,5,2,2,6.0
163,5.099866427824199,0,1,3,2,3,366,5.905361848054571,1,0,1,2,6,45,3.828641396489095,0,0,0,3,5,6,1.9459101490553132,1,0,1,6,6,66858,11.110341203236453,1,0,3,1,8,0,3,0,1,2,11.0
269,5.598421958998375,0,2,4,3,9,337,5.823045895483019,0,1,2,1,7,584,6.371611847231857,1,2,4,3,4,5,1.791759469228055,0,2,0,5,5,91060,11.419284890598735,1,1,0,4,0,0,3,9,1,1,29.0
291,5.676753802268282,0,0,1,4,1,214,5.3706380281276624,1,1,4,4,4,295,5.69035945432406,0,1,0,1,5,7,2.0794415416798357,0,1,2,0,7,265265,12.488488375109428,0,2,0,0,5,1,7,4,1,1,53.0
352,5.8664680569332965,1,1,2,2,2,208,5.342334251964811,1,1,3,5,8,229,5.438079308923196,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,13365,9.500469448071016,0,0,0,2,5,0,7,2,1,1,5.0
179,5.19295685089021,0,2,4,4,9,264,5.579729825986222,1,0,4,5,4,416,6.0330862217988015,1,2,1,3,6,3,1.3862943611198906,0,0,3,3,3,53580,10.888949806604913,1,0,0,2,0,1,2,3,1,2,38.0
201,5.308267697401205,0,0,1,5,1,341,5.834810737062605,0,2,1,5,1,281,5.641907070938114,0,2,1,1,1,2,1.0986122886681098,1,2,2,2,2,72270,11.188178221181435,1,0,0,2,0,1,4,4,1,1,45.0
131,4.882801922586371,0,2,1,5,1,56,4.04305126783455,1,2,1,0,6,61,4.127134385045092,0,1,1,5,1,7,2.0794415416798357,0,1,2,0,7,129269,11.769658519277993,0,2,4,0,9,0,7,7,1,2,59.0
244,5.501258210544727,1,1,4,6,4,392,5.973809611869261,1,2,2,0,2,399,5.991464547107982,0,0,4,0,9,3,1.3862943611198906,0,0,3,3,3,65475,11.089438942264245,0,0,0,4,5,0,3,5,1,2,25.0
365,5.902633333401366,0,2,0,1,5,90,4.51085950651685,1,0,0,6,0,209,5.3471075307174685,0,2,4,6,9,4,1.6094379124341003,1,1,4,4,4,120572,11.700010657613205,1,2,2,4,2,1,0,1,1,1,43.0
183,5.214935757608986,0,0,3,1,3,165,5.111987788356544,0,0,0,4,5,313,5.749392985908253,0,1,3,5,3,5,1.791759469228055,0,2,0,5,5,24895,10.122462426978117,0,1,0,3,5,1,4,1,1,2,13.0
297,5.697093486505405,0,0,2,3,7,395,5.981414211254481,0,2,0,3,5,134,4.90527477843843,1,2,4,1,4,3,1.3862943611198906,0,0,3,3,3,213750,12.272567065150636,1,0,0,5,0,1,3,8,1,2,57.0
32,3.4965075614664802,1,2,2,4,2,270,5.602118820879701,1,0,0,4,0,263,5.575949103146316,0,2,3,4,3,8,2.1972245773362196,1,2,3,1,8,81840,11.312533619514689,1,0,0,3,0,1,1,3,1,2,30.0
261,5.568344503761097,0,0,1,2,1,298,5.700443573390687,1,1,3,4,8,541,6.295266001439646,0,1,1,2,1,5,1.791759469228055,0,2,0,5,5,126940,11.751477690566945,1,1,0,2,0,0,3,0,1,1,44.0
66,4.204692619390966,1,0,1,3,6,343,5.840641657373398,0,1,3,0,3,185,5.225746673713202,0,2,0,3,5,3,1.3862943611198906,0,0,3,3,3,58869,10.983086902022308,0,0,4,6,9,0,4,1,1,2,31.0
43,3.784189633918261,0,1,3,1,3,295,5.69035945432406,0,1,0,1,5,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,60628,11.012528605444684,1,1,3,1,8,1,3,4,1,1,23.0
55,4.02535169073515,0,1,0,6,5,200,5.303304908059076,1,2,0,4,0,114,4.74493212836325,1,0,4,2,4,1,0.6931471805599453,0,1,1,1,1,16632,9.719143952790535,1,0,2,0,2,1,0,4,1,4,42.0
20,3.044522437723423,1,2,0,6,0,245,5.5053315359323625,0,2,0,0,5,44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,13122,9.482121694896287,1,0,2,4,2,1,5,8,1,1,9.0
242,5.493061443340548,1,2,2,4,2,386,5.958424693029782,1,2,1,1,6,145,4.983606621708336,0,1,0,5,5,1,0.6931471805599453,0,1,1,1,1,11110,9.315690887584008,1,1,0,1,0,0,6,1,1,4,10.0
378,5.937536205082426,1,0,3,0,8,378,5.937536205082426,1,0,3,0,8,85,4.454347296253507,0,1,0,1,5,5,1.791759469228055,0,2,0,5,5,35675,10.482233472786097,0,2,0,3,5,0,5,8,1,3,5.0
30,3.4339872044851463,1,0,0,2,0,285,5.655991810819852,0,0,0,5,5,79,4.382026634673881,0,1,4,2,9,5,1.791759469228055,0,2,0,5,5,68875,11.140063065406077,0,1,0,2,5,0,6,3,1,3,25.0
172,5.153291594497779,1,1,2,4,2,185,5.225746673713202,0,2,0,3,5,185,5.225746673713202,0,2,0,3,5,6,1.9459101490553132,1,0,1,6,6,155526,11.954574628969398,1,0,1,0,6,1,4,6,1,2,49.0
241,5.488937726156687,0,1,1,3,1,317,5.762051382780177,0,2,2,2,7,332,5.808142489980444,1,2,2,3,2,2,1.0986122886681098,1,2,2,2,2,17248,9.755509449764629,1,1,3,0,8,1,5,9,1,2,11.0
64,4.174387269895637,1,1,4,1,4,367,5.908082938168931,0,1,2,3,7,281,5.641907070938114,0,2,1,1,1,3,1.3862943611198906,0,0,3,3,3,26145,10.171451494121806,0,0,0,0,5,1,4,2,1,1,15.0
86,4.465908118654584,1,2,1,2,6,276,5.6240175061873385,1,0,1,3,6,290,5.673323267171493,1,2,0,3,0,7,2.0794415416798357,0,1,2,0,7,27342,10.216215833592425,1,0,2,0,2,1,1,5,1,1,9.0
91,4.5217885770490405,0,1,1,0,1,107,4.68213122712422,0,2,2,2,7,172,5.153291594497779,1,1,2,4,2,6,1.9459101490553132,1,0,1,6,6,14784,9.601368432286577,1,0,4,0,4,1,0,1,1,1,11.0
369,5.91350300563827,0,0,4,5,9,144,4.976733742420574,1,0,4,4,4,477,6.169610732491456,0,0,2,1,7,8,2.1972245773362196,1,2,3,1,8,259128,12.465081286184303,1,0,3,2,8,1,1,0,1,2,59.0
135,4.912654885736052,0,0,0,2,5,118,4.77912349311153,1,1,3,6,8,73,4.30406509320417,0,1,3,3,3,6,1.9459101490553132,1,0,1,6,6,132498,11.794330377210123,1,0,3,2,8,0,4,2,1,1,51.0
281,5.641907070938114,0,2,1,1,1,197,5.288267030694535,0,2,2,1,7,339,5.8289456176102075,0,0,4,3,9,5,1.791759469228055,0,2,0,5,5,30850,10.336924443719042,1,1,0,1,0,1,7,7,1,1,10.0
371,5.918893854273146,0,2,1,0,1,103,4.6443908991413725,0,1,3,5,3,162,5.093750200806762,1,0,2,1,2,4,1.6094379124341003,1,1,4,4,4,160344,11.985083022845304,1,0,4,2,4,0,7,8,1,1,51.0
302,5.713732805509369,1,2,2,1,2,118,4.77912349311153,1,1,3,6,8,335,5.817111159963204,0,2,0,6,5,5,1.791759469228055,0,2,0,5,5,85850,11.360368514481427,1,2,0,2,0,1,4,1,1,2,34.0
375,5.929589143389895,0,0,0,4,5,253,5.537334267018537,0,1,3,1,3,262,5.572154032177765,1,1,2,3,2,4,1.6094379124341003,1,1,4,4,4,127232,11.753775330203252,1,2,2,0,2,0,7,0,1,1,32.0
162,5.093750200806762,1,0,2,1,2,189,5.247024072160486,0,0,4,0,9,145,4.983606621708336,0,1,0,5,5,7,2.0794415416798357,0,1,2,0,7,74081,11.212927866795798,0,2,1,0,1,1,4,5,1,2,19.0
289,5.66988092298052,0,1,4,2,9,39,3.6888794541139363,0,0,4,4,9,120,4.795790545596741,1,0,0,1,0,3,1.3862943611198906,0,0,3,3,3,27336,10.215996374922929,1,0,1,1,6,0,3,2,1,3,17.0
127,4.852030263919617,0,1,2,1,7,42,3.7612001156935624,1,0,2,0,2,100,4.61512051684126,1,1,0,2,0,2,1.0986122886681098,1,2,2,2,2,24752,10.116701972772454,1,2,2,0,2,0,7,7,1,3,52.0
78,4.3694478524670215,1,0,3,1,8,234,5.459585514144159,1,0,4,3,4,204,5.3230099791384085,1,0,4,1,4,6,1.9459101490553132,1,0,1,6,6,131040,11.78326553031541,1,0,0,0,0,0,6,4,6,7,52.0
223,5.4116460518550396,0,1,3,6,3,341,5.834810737062605,0,2,1,5,1,222,5.407171771460119,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,57984,10.967939635390804,1,0,4,3,4,1,6,4,1,2,32.0
89,4.499809670330265,0,2,4,5,9,316,5.75890177387728,1,1,1,1,6,66,4.204692619390966,1,0,1,3,6,1,0.6931471805599453,0,1,1,1,1,43896,10.689601259598334,1,0,1,6,6,1,0,7,1,4,59.0
375,5.929589143389895,0,0,0,4,5,279,5.634789603169249,0,0,4,6,9,312,5.746203190540153,1,0,2,4,2,1,0.6931471805599453,0,1,1,1,1,47808,10.77496918527507,1,0,3,5,8,1,1,5,1,4,48.0
85,4.454347296253507,0,1,0,1,5,386,5.958424693029782,1,2,1,1,6,156,5.056245805348308,1,0,1,2,6,7,2.0794415416798357,0,1,2,0,7,187068,12.139232811736104,1,0,3,0,8,0,6,3,1,1,34.0
263,5.575949103146316,0,2,3,4,3,38,3.6635616461296463,1,2,3,3,8,300,5.707110264748875,1,0,0,6,0,5,1.791759469228055,0,2,0,5,5,34730,10.455387938873837,1,2,0,3,0,1,6,1,1,2,23.0
253,5.537334267018537,0,1,3,1,3,150,5.017279836814924,1,0,0,3,0,124,4.8283137373023015,1,1,4,5,4,5,1.791759469228055,0,2,0,5,5,34100,10.43708198835482,1,2,0,3,0,1,2,3,1,3,10.0
88,4.48863636973214,1,1,3,4,8,144,4.976733742420574,1,0,4,4,4,122,4.812184355372417,1,2,2,3,2,4,1.6094379124341003,1,1,4,4,4,9576,9.16711966952162,1,0,1,0,6,1,1,1,2,3,7.0
381,5.945420608606575,0,0,1,3,1,141,4.955827057601261,0,0,1,1,1,417,6.035481432524756,0,0,2,4,7,4,1.6094379124341003,1,1,4,4,4,82764,11.323760545694267,1,0,4,3,4,1,1,0,1,1,33.0
232,5.4510384535657,1,1,2,1,2,156,5.056245805348308,1,0,1,2,6,108,4.6913478822291435,1,0,3,3,8,3,1.3862943611198906,0,0,3,3,3,120240,11.697253341092207,1,0,0,1,0,1,2,3,1,3,60.0
190,5.25227342804663,1,1,0,1,0,176,5.176149732573829,1,2,1,1,6,169,5.135798437050262,0,1,4,1,9,7,2.0794415416798357,0,1,2,0,7,157640,11.968075574856442,1,2,0,0,0,1,3,6,1,1,40.0
279,5.634789603169249,0,0,4,6,9,379,5.940171252720432,0,1,4,1,9,349,5.857933154483459,0,1,4,6,9,6,1.9459101490553132,1,0,1,6,6,156654,11.96180121416014,1,0,4,1,4,1,1,4,1,1,27.0
278,5.631211781821365,1,2,3,5,8,304,5.720311776607412,1,1,4,3,4,454,6.12029741895095,1,1,4,6,4,1,0.6931471805599453,0,1,1,1,1,6390,8.762646029650282,1,0,0,6,0,0,0,5,1,4,9.0
99,4.605170185988092,0,0,4,1,9,159,5.075173815233827,0,0,4,5,9,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,12766,9.45461899582035,1,1,1,5,6,0,7,7,1,4,26.0
301,5.71042701737487,0,1,1,0,1,125,4.836281906951478,0,2,0,6,5,232,5.4510384535657,1,1,2,1,2,7,2.0794415416798357,0,1,2,0,7,52080,10.860555477926988,1,0,0,0,0,1,4,1,1,2,12.0
358,5.883322388488279,1,1,3,1,8,378,5.937536205082426,1,0,3,0,8,297,5.697093486505405,0,0,2,3,7,3,1.3862943611198906,0,0,3,3,3,21150,9.959442464680574,1,0,0,3,0,0,3,5,1,3,6.0
49,3.912023005428146,0,1,4,0,9,182,5.209486152841421,1,2,2,0,2,132,4.890349128221754,1,0,2,6,2,5,1.791759469228055,0,2,0,5,5,97350,11.486078282961248,1,0,0,1,0,0,1,7,1,1,59.0
155,5.049856007249537,0,2,0,1,5,367,5.908082938168931,0,1,2,3,7,195,5.278114659230517,0,0,0,6,5,5,1.791759469228055,0,2,0,5,5,84900,11.349241150793087,1,0,0,4,0,1,3,0,1,3,20.0
175,5.170483995038151,0,1,0,0,5,164,5.10594547390058,1,2,4,3,4,323,5.780743515792329,0,2,3,1,3,1,0.6931471805599453,0,1,1,1,1,5325,8.580355766373877,0,0,0,5,5,1,3,5,1,4,15.0
103,4.6443908991413725,0,1,3,5,3,362,5.8944028342648505,1,2,2,5,2,214,5.3706380281276624,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,55848,10.930406899234095,1,0,3,2,8,1,0,5,1,3,39.0
96,4.574710978503383,1,0,1,5,6,274,5.616771097666572,1,1,4,1,4,103,4.6443908991413725,0,1,3,5,3,4,1.6094379124341003,1,1,4,4,4,68796,11.138915418319561,1,0,1,0,6,1,1,9,1,2,27.0
355,5.87493073085203,0,1,0,5,5,243,5.497168225293202,0,0,3,5,3,126,4.844187086458591,1,0,1,0,6,5,1.791759469228055,0,2,0,5,5,310300,12.645298073119001,1,1,0,4,0,1,6,7,1,2,58.0
112,4.727387818712341,1,1,2,0,2,24,3.2188758248682006,1,0,4,3,4,26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,0,0,3,3,3,25092,10.13034420176222,1,0,2,4,2,0,6,3,1,2,34.0
143,4.969813299576001,0,2,3,3,3,99,4.605170185988092,0,0,4,1,9,158,5.0689042022202315,1,2,3,4,8,2,1.0986122886681098,1,2,2,2,2,12388,9.424564261115739,1,1,3,5,8,1,7,1,1,2,19.0
177,5.181783550292085,0,0,2,2,7,281,5.641907070938114,0,2,1,1,1,179,5.19295685089021,0,2,4,4,9,7,2.0794415416798357,0,1,2,0,7,273427,12.518793612073381,0,1,2,0,7,0,1,7,1,1,53.0
323,5.780743515792329,0,2,3,1,3,321,5.7745515455444085,0,0,1,6,1,601,6.400257445308821,0,1,1,6,1,7,2.0794415416798357,0,1,2,0,7,177933,12.08916797399905,0,0,3,0,3,0,4,1,1,1,37.0
329,5.799092654460526,0,2,4,0,9,391,5.971261839790462,0,1,1,6,1,598,6.395261598115449,1,1,3,3,8,2,1.0986122886681098,1,2,2,2,2,79148,11.279087430990558,1,2,3,6,8,1,2,5,1,2,47.0
177,5.181783550292085,0,0,2,2,7,214,5.3706380281276624,1,1,4,4,4,332,5.808142489980444,1,2,2,3,2,2,1.0986122886681098,1,2,2,2,2,23400,10.060534035475412,1,0,0,6,0,0,3,3,1,3,26.0
346,5.849324779946859,1,1,1,3,6,157,5.062595033026967,0,1,2,3,7,184,5.220355825078324,1,1,4,2,4,2,1.0986122886681098,1,2,2,2,2,55896,10.931265990440082,1,0,1,1,6,1,2,6,1,3,34.0
351,5.863631175598097,0,0,1,1,1,190,5.25227342804663,1,1,0,1,0,461,6.135564891081739,0,2,1,6,1,7,2.0794415416798357,0,1,2,0,7,69552,11.149844330856984,1,0,2,0,2,0,0,4,1,1,16.0
255,5.545177444479562,0,0,0,3,5,82,4.418840607796598,1,1,2,5,2,128,4.859812404361672,1,2,3,2,8,4,1.6094379124341003,1,1,4,4,4,93912,11.450124100768129,1,0,2,0,2,0,4,9,1,2,43.0
120,4.795790545596741,1,0,0,1,0,343,5.840641657373398,0,1,3,0,3,425,6.054439346269371,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,88176,11.387101437013163,1,0,1,4,6,0,7,4,1,2,44.0
243,5.497168225293202,0,0,3,5,3,59,4.0943445622221,0,2,4,3,9,77,4.356708826689592,0,2,2,0,7,3,1.3862943611198906,0,0,3,3,3,37944,10.543893021838013,1,0,4,4,4,0,5,5,1,2,24.0
267,5.5909869805108565,0,0,2,1,7,289,5.66988092298052,0,1,4,2,9,217,5.384495062789089,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,48330,10.785828455707216,1,0,0,2,0,1,6,0,1,1,27.0
282,5.645446897643238,1,0,2,2,2,68,4.23410650459726,1,2,3,5,8,124,4.8283137373023015,1,1,4,5,4,7,2.0794415416798357,0,1,2,0,7,104832,11.560123886799229,1,0,2,0,2,1,1,5,1,1,26.0
74,4.31748811353631,1,2,4,4,4,20,3.044522437723423,1,2,0,6,0,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,7056,8.86177531100083,1,0,1,0,6,0,4,8,1,5,42.0
266,5.58724865840025,1,2,1,0,6,229,5.438079308923196,0,1,4,5,9,150,5.017279836814924,1,0,0,3,0,4,1.6094379124341003,1,1,4,4,4,164640,12.011522624907546,1,0,0,0,0,0,1,8,1,1,49.0
