slot_venue_name,slot_venue_capacity,slot_venue_capacity_abs_log1p,slot_venue_capacity_is_even,slot_venue_capacity_mod3,slot_venue_capacity_mod5,slot_venue_capacity_mod7,slot_venue_capacity_mod10,slot_num_participants,slot_num_participants_abs_log1p,slot_num_participants_is_even,slot_num_participants_mod3,slot_num_participants_mod5,slot_num_participants_mod7,slot_num_participants_mod10,slot_reserved_staff,slot_reserved_staff_abs_log1p,slot_reserved_staff_is_even,slot_reserved_staff_mod3,slot_reserved_staff_mod5,slot_reserved_staff_mod7,slot_reserved_staff_mod10,slot_group_term,slot_staff_term,gcd_all,n_multiple_pairs,y
5,3681,8.211211361793023,0,0,1,6,1,272,5.60947179518496,1,2,2,6,2,145,4.983606621708336,0,1,0,5,5,5,5,1,0,12.0
9,7023,8.857088135314953,0,0,3,2,3,2649,7.882314918980268,0,0,4,3,9,1725,7.453561871643373,0,0,0,3,5,0,5,3,0,1.0
5,33270,10.412441425669323,1,0,0,6,0,2974,7.99799931797973,1,1,4,6,4,556,6.322565239927284,1,1,1,3,6,1,6,2,0,10.0
0,9234,9.13075589263334,1,0,4,1,4,2904,7.974188669286011,1,0,4,6,4,522,6.259581464064923,1,0,2,4,2,6,2,6,0,2.0
1,6708,8.811205187562887,1,0,3,2,8,953,6.860663671448287,0,2,3,1,3,1943,7.572502985020384,0,2,3,4,3,3,3,1,0,4.0
4,23006,10.043553796432969,1,2,1,4,6,2682,7.894690850425624,1,0,2,1,2,1550,7.346655163176539,1,2,0,3,0,1,1,2,0,7.0
7,7502,8.923058219545728,1,2,2,5,2,2943,7.987524479848767,0,0,3,3,3,1616,7.388327859577107,1,2,1,6,6,5,3,1,0,1.0
1,7749,8.955448122347393,0,0,4,0,9,2068,7.634820677745543,1,1,3,3,8,1545,7.343426229147367,0,0,0,5,5,0,0,1,0,2.0
3,9795,9.189729418072059,0,0,0,2,5,1941,7.571473648851271,0,0,1,2,1,90,4.51085950651685,1,0,0,6,0,2,2,3,0,4.0
9,5457,8.604837701268284,0,0,2,4,7,1758,7.472500744737558,1,0,3,1,8,1941,7.571473648851271,0,0,1,2,1,4,5,3,0,1.0
0,33372,10.415502468813338,1,0,2,3,2,2853,7.956476798036782,0,0,3,4,3,1989,7.595889917718538,0,0,4,1,9,0,1,9,0,10.0
0,2143,7.670428522190693,0,1,3,1,3,242,5.493061443340548,1,2,2,4,2,933,6.839476438228843,0,0,3,2,3,5,1,1,0,4.0
4,19164,9.860840977814656,1,0,4,5,4,1731,7.4570320891223805,0,0,1,2,1,123,4.820281565605037,0,0,3,4,3,1,5,3,0,10.0
3,5501,8.61286694148452,0,2,1,6,1,651,6.480044561926653,0,0,1,0,1,944,6.851184927493743,1,2,4,6,4,6,4,1,0,6.0
7,20299,9.918376165029878,0,1,4,6,9,1985,7.593877844605118,0,2,0,4,5,449,6.1092475827643655,0,2,4,1,9,3,0,1,0,9.0
7,2191,7.692569648067906,0,1,1,0,1,102,4.634728988229636,1,0,2,4,2,1069,6.975413927455952,0,1,4,5,9,6,5,1,0,10.0
4,5991,8.698180525197055,0,0,1,6,1,2088,7.644440761556566,1,0,3,2,8,1815,7.504391559161238,0,0,0,2,5,4,0,3,0,1.0
5,14858,9.606361021256347,1,2,3,4,8,1686,7.430707082545968,1,0,1,6,6,1370,7.223295679562314,1,2,0,5,0,5,1,2,0,7.0
0,3553,8.175829008714597,0,1,3,4,3,1528,7.332369205929062,1,1,3,2,8,497,6.210600077024653,0,2,2,0,7,6,0,1,0,1.0
8,18615,9.831776704982127,0,0,0,2,5,1929,7.5652752818989315,0,0,4,4,9,1254,7.134890851565884,1,0,4,1,4,6,0,3,0,8.0
3,10783,9.285818833152089,0,1,3,3,3,2518,7.831617276352611,1,1,3,5,8,711,6.568077911411976,0,0,1,4,1,2,6,1,0,3.0
4,13361,9.500170136485423,0,2,1,5,1,1265,7.143617602704121,0,2,0,5,5,1976,7.589335823170617,1,2,1,2,6,6,6,1,0,8.0
0,994,6.902742737158593,1,1,4,0,4,124,4.8283137373023015,1,1,4,5,4,2,1.0986122886681098,1,2,2,2,2,5,4,2,2,7.0
8,7362,8.904222737368716,1,0,2,5,2,500,6.2166061010848646,1,2,0,3,0,1362,7.217443431696533,1,0,2,4,2,5,0,2,0,11.0
1,3134,8.050384453067021,1,2,4,5,4,1125,7.026426808699636,0,0,0,5,5,884,6.785587645007929,1,2,4,2,4,6,0,1,0,1.0
1,1774,7.4815557019095165,1,1,4,3,4,163,5.099866427824199,0,1,3,2,3,470,6.154858094016418,1,2,0,1,0,6,4,1,0,7.0
9,30805,10.335464755184402,0,1,0,5,5,2694,7.899153483343097,1,0,4,6,4,1171,7.066466970136958,0,1,1,2,1,2,0,1,0,10.0
6,17624,9.777073627680469,1,2,4,5,4,1676,7.424761761823209,1,2,1,3,6,864,6.762729506931879,1,0,4,3,4,0,6,4,0,9.0
2,4535,8.419800845407588,0,2,0,6,5,1677,7.425357887027151,0,0,2,4,7,1181,7.074963197966044,0,2,1,5,1,1,1,1,0,1.0
4,6175,8.728426091704613,0,1,0,1,5,1731,7.4570320891223805,0,0,1,2,1,982,6.890609120147166,1,1,2,2,2,3,5,1,0,2.0
2,7427,8.913011922472597,0,2,2,0,7,457,6.126869184114185,0,1,2,2,7,1943,7.572502985020384,0,2,3,4,3,4,0,1,0,11.0
4,13708,9.5258078304359,1,1,3,2,8,1890,7.544861068658458,1,0,0,0,0,478,6.171700597410915,1,1,3,2,8,3,1,2,0,6.0
6,24232,10.095470619600714,1,1,2,5,2,2142,7.669961995473577,1,0,2,0,2,670,6.508769136971682,1,1,0,5,0,2,6,2,0,10.0
5,32357,10.384616564565283,0,2,2,3,7,2438,7.79934339821592,1,2,3,2,8,663,6.498282149476434,0,0,3,5,3,0,4,1,0,12.0
4,10548,9.263786347681808,1,0,3,6,8,1027,6.93537044601511,0,1,2,5,7,1305,7.174724309836376,0,0,0,3,5,3,1,1,0,8.0
2,6836,8.830104317913793,1,2,1,4,6,1072,6.9782137426306985,1,1,2,1,2,404,6.003887067106539,1,2,4,5,4,1,1,4,0,5.0
5,730,6.594413459749778,1,1,0,2,0,163,5.099866427824199,0,1,3,2,3,404,6.003887067106539,1,2,4,5,4,4,5,1,0,1.0
7,4467,8.404696160189092,0,0,2,1,7,929,6.835184586147301,0,2,4,5,9,1680,7.427144133408616,1,0,0,0,0,6,1,1,0,2.0
7,3316,8.106816038947052,1,1,1,5,6,288,5.666426688112432,1,0,3,1,8,1588,7.370860166536716,1,1,3,6,8,4,3,4,0,5.0
7,6500,8.77971129020447,1,2,0,4,0,798,6.683360945766275,1,0,3,0,8,914,6.818924065275521,1,2,4,4,4,6,0,2,0,6.0
5,12247,9.41311793733752,0,1,2,4,7,2032,7.617267813628347,1,1,2,2,2,55,4.02535169073515,0,1,0,6,5,4,4,1,0,5.0
0,28029,10.241030644158833,0,0,4,1,9,2118,7.6586995582682995,1,0,3,4,8,495,6.206575926724928,0,0,0,5,5,5,1,3,0,12.0
9,6969,8.84937050375457,0,0,4,4,9,525,6.26530121273771,0,0,0,0,5,144,4.976733742420574,1,0,4,4,4,5,2,3,0,12.0
1,1257,7.1372784372603855,0,0,2,4,7,233,5.455321115357702,0,2,3,2,3,92,4.532599493153256,1,2,2,1,2,5,4,1,0,4.0
8,3008,8.009363076630045,1,2,3,5,8,596,6.391917113392602,1,2,1,1,6,1816,7.504942068396171,1,1,1,3,6,3,0,4,0,1.0
4,10223,9.232493176617316,0,2,3,3,3,2079,7.640123172695364,0,0,4,0,9,1907,7.553810852008231,0,2,2,3,7,3,0,1,0,3.0
3,9921,9.202509792860994,0,0,1,2,1,974,6.882437470997847,1,2,4,1,4,1155,7.052721049232323,0,0,0,0,5,4,1,1,0,8.0
9,16187,9.692025505995757,0,2,2,3,7,1193,7.085064293952548,0,2,3,3,3,678,6.520621127558696,1,0,3,6,8,0,0,1,0,12.0
0,5255,8.567125560164447,0,2,0,5,5,1651,7.409741954080923,0,1,1,6,1,302,5.713732805509369,1,2,2,1,2,6,3,1,0,2.0
5,23640,10.070737771809798,1,0,0,1,0,1774,7.4815557019095165,1,1,4,3,4,578,6.361302477572996,1,2,3,4,8,4,1,2,0,12.0
7,2864,7.9603236291488395,1,2,4,1,4,657,6.489204931325317,0,0,2,6,7,1550,7.346655163176539,1,2,0,3,0,5,4,1,0,1.0
5,22361,10.015118368707313,0,2,1,3,1,1861,7.529406457837013,0,1,1,6,1,1890,7.544861068658458,1,0,0,0,0,0,3,1,0,10.0
2,19247,9.86516243821446,0,2,2,4,7,1906,7.553286605600419,1,1,1,2,6,187,5.236441962829949,0,1,2,5,7,0,6,1,0,9.0
5,7310,8.897135342293316,1,2,0,2,0,535,6.284134161070802,0,1,0,3,5,355,5.87493073085203,0,1,0,5,5,3,0,5,0,12.0
6,22603,10.025882160749735,0,1,3,0,3,2685,7.895808377083183,0,0,0,4,5,1123,7.024649030453636,0,1,3,3,3,3,5,1,0,7.0
5,17023,9.742379392141371,0,1,3,6,3,1634,7.399398083331354,1,2,4,3,4,683,6.52795791762255,0,2,3,4,3,5,4,1,0,9.0
1,7406,8.91018077801329,1,2,1,0,6,2081,7.641084249174914,0,2,1,2,1,1163,7.059617628291383,0,2,3,1,3,4,0,1,0,2.0
2,8033,8.991437814919227,0,2,3,4,3,848,6.744059186311348,1,2,3,1,8,1249,7.1308988302963465,0,1,4,3,9,0,4,1,0,7.0
7,9846,9.194922119247803,1,0,1,4,6,973,6.881411303642535,0,1,3,0,3,1089,6.993932975223189,0,0,4,4,9,2,6,1,0,8.0
7,9802,9.190443740261726,1,1,2,2,2,1768,7.478169694159785,1,1,3,4,8,962,6.870053411798126,1,2,2,3,2,5,0,26,0,4.0
4,14324,9.56976154158294,1,2,4,2,4,2366,7.769378609513984,1,2,1,0,6,128,4.859812404361672,1,2,3,2,8,0,1,2,0,5.0
8,28205,10.247290000252185,0,2,0,2,5,2731,7.912789220690681,0,1,1,1,1,895,6.79794041297493,0,1,0,6,5,2,2,1,0,9.0
8,5609,8.632305998516742,0,2,4,2,9,582,6.368187186350492,1,0,2,1,2,953,6.860663671448287,0,2,3,1,3,2,0,1,0,7.0
2,6349,8.756210091886738,0,1,4,0,9,651,6.480044561926653,0,0,1,0,1,1792,7.491645473605133,1,1,2,0,2,0,2,7,0,6.0
6,14246,9.564301637217232,1,2,1,1,6,1828,7.511524648390866,1,1,3,1,8,1450,7.280008252884188,1,1,0,1,0,4,1,2,0,6.0
8,21353,9.968994354738248,0,2,3,3,3,2443,7.8013913202914855,0,1,3,0,3,1809,7.501082124259871,0,0,4,3,9,5,3,1,0,7.0
1,20957,9.950275714034888,0,2,2,6,7,2970,7.9966538754626075,1,0,0,2,0,167,5.123963979403259,0,2,2,6,7,5,3,1,0,6.0
8,2484,7.818027938530729,1,0,4,6,4,147,4.997212273764115,0,0,2,0,7,867,6.7661917146603505,0,0,2,6,7,6,0,3,0,10.0
4,9014,9.106645135637418,1,2,4,5,4,1055,6.962243464266207,0,2,0,5,5,1629,7.396335293800808,0,0,4,5,9,3,6,1,0,6.0
1,3540,8.172164452111904,1,0,0,5,0,318,5.765191102784844,1,0,3,3,8,1632,7.398174092970465,1,0,2,1,2,0,0,6,0,5.0
3,2654,7.884199933676039,1,2,4,1,4,563,6.335054251498059,0,2,3,3,3,402,5.998936561946683,1,0,2,3,2,1,1,1,0,3.0
5,9448,9.153664194782626,1,1,3,5,8,851,6.747586526829315,0,2,1,4,1,87,4.477336814478207,0,0,2,3,7,5,0,1,0,10.0
2,9597,9.169310022418191,0,0,2,0,7,900,6.803505257608338,1,0,0,4,0,1497,7.311886164077165,0,0,2,6,7,6,0,3,0,8.0
6,8349,9.030016817844901,0,0,4,5,9,1071,6.977281341630747,0,0,1,0,1,852,6.748759547491679,1,0,2,5,2,4,3,3,0,6.0
5,6829,8.829079952564836,0,1,4,4,9,2594,7.861341795599989,1,2,4,4,4,1641,7.403670290012373,0,0,1,3,1,5,3,1,0,1.0
5,2837,7.950854857719988,0,2,2,2,7,708,6.5638555265321274,1,0,3,1,8,5,1.791759469228055,0,2,0,5,5,3,2,1,0,3.0
2,17670,9.779680156808055,1,0,0,2,0,1909,7.554858521040676,0,1,4,5,9,489,6.194405391104672,0,0,4,6,9,0,2,1,0,8.0
7,2734,7.913886714856082,1,1,4,4,4,453,6.118097198041348,0,0,3,5,3,16,2.833213344056216,1,1,1,2,6,2,2,1,0,5.0
5,1349,7.2078598714324755,0,2,4,5,9,281,5.641907070938114,0,2,1,1,1,787,6.669498089857879,0,1,2,3,7,2,5,1,0,1.0
2,16114,9.687505794249539,1,1,4,0,4,2170,7.682943169878292,1,1,0,0,0,924,6.829793737512425,1,0,4,0,4,3,6,14,0,6.0
3,2290,7.736743682453495,1,1,0,1,0,1076,6.981934677156389,1,2,1,5,6,138,4.9344739331306915,1,0,3,5,8,4,6,2,0,1.0
0,13320,9.497097016351463,1,0,0,6,0,2153,7.675081857716334,0,2,3,4,3,402,5.998936561946683,1,0,2,3,2,1,4,1,0,5.0
9,3096,8.038189179973203,1,0,1,2,6,831,6.723832440821209,0,0,1,5,1,603,6.403574197934815,0,0,3,1,3,4,3,3,0,2.0
8,1042,6.949856455000773,1,1,2,6,2,172,5.153291594497779,1,1,2,4,2,526,6.267200548541362,1,1,1,1,6,5,4,2,0,2.0
3,22161,10.006134389496271,0,0,1,6,1,1828,7.511524648390866,1,1,3,1,8,225,5.420534999272286,0,0,0,1,5,1,2,1,0,11.0
5,4302,8.3670677328386,1,0,2,4,2,835,6.728628613084702,0,1,0,2,5,1797,7.494430215031565,0,0,2,5,7,1,6,1,0,2.0
4,8445,9.041448235493888,0,0,0,3,5,2686,7.8961806086154915,1,1,1,5,6,387,5.961005339623274,0,0,2,2,7,5,5,1,0,2.0
7,6286,8.74623928838306,1,1,1,0,6,642,6.466144724237619,1,0,2,5,2,1792,7.491645473605133,1,1,2,0,2,6,1,2,0,6.0
5,28541,10.259131965660336,0,2,1,2,1,2100,7.650168700845001,1,0,0,0,0,1241,7.124478262493424,0,2,1,2,1,6,5,1,0,12.0
6,11179,9.32188174670909,0,1,4,0,9,752,6.6240652277998935,1,2,2,3,2,1403,7.247080584585756,0,2,3,3,3,6,2,1,0,12.0
7,8247,9.017726025696795,0,0,2,1,7,2292,7.737616282857904,1,0,2,3,2,1371,7.22402480828583,0,0,1,6,1,2,2,3,0,2.0
5,4590,8.431853144249223,1,0,0,5,0,693,6.542471960506805,0,0,3,0,3,1125,7.026426808699636,0,0,0,5,5,1,2,9,0,4.0
0,27551,10.223830407227457,0,2,1,6,1,2088,7.644440761556566,1,0,3,2,8,407,6.0112671744041615,0,2,2,1,7,2,0,1,0,12.0
2,1465,7.290292882446597,0,1,0,2,5,596,6.391917113392602,1,2,1,1,6,273,5.6131281063880705,0,0,3,0,3,5,5,1,0,1.0
0,6828,8.82893352896109,1,0,3,3,8,2449,7.803843303538772,0,1,4,6,9,1930,7.565793282428515,1,1,0,5,0,4,1,1,0,1.0
7,4900,8.497194544909547,1,1,0,0,0,470,6.154858094016418,1,2,0,1,0,670,6.508769136971682,1,1,0,5,0,4,6,10,0,8.0
0,2240,7.714677473800927,1,2,0,0,0,235,5.4638318050256105,0,1,0,4,5,1300,7.170888478512505,1,1,0,5,0,4,3,5,0,3.0
5,2225,7.70796153183549,0,2,0,6,5,265,5.583496308781699,0,1,0,6,5,1695,7.4360278163518485,0,0,0,1,5,4,0,5,0,1.0
9,10225,9.232688775639945,0,1,0,5,5,1225,7.111512116496157,0,1,0,0,5,425,6.054439346269371,0,2,0,5,5,5,0,25,0,7.0
9,8594,9.05893591781695,1,2,4,5,4,821,6.71174039505618,0,2,1,2,1,384,5.953243334287785,1,0,4,6,4,0,0,1,0,9.0
4,4850,8.486940148245216,1,2,0,6,0,1998,7.6004023345004,1,0,3,3,8,854,6.75110146893676,1,2,4,0,4,0,0,2,0,1.0
6,20496,9.928033812954128,1,0,1,0,6,2756,7.921898411023797,1,2,1,5,6,1204,7.094234845924755,1,1,4,0,4,2,2,4,0,6.0
7,2274,7.729735331385051,1,0,4,6,4,96,4.574710978503383,1,0,1,5,6,1698,7.4377951216719325,1,0,3,4,8,6,3,6,0,5.0
9,25337,10.140060524162,0,2,2,4,7,2016,7.6093665379542115,1,0,1,0,6,1145,7.044032897274685,0,2,0,4,5,1,6,1,0,11.0
7,6682,8.80732226751107,1,1,2,4,2,1635,7.400009517162692,0,0,0,4,5,142,4.962844630259907,1,1,2,2,2,2,1,1,0,3.0
3,7009,8.855092980028635,0,1,4,2,9,1475,7.297091005160418,0,2,0,5,5,1109,7.01211529430638,0,2,4,3,9,1,4,1,0,3.0
6,2308,7.744569809354496,1,1,3,5,8,115,4.7535901911063645,0,1,0,3,5,1273,7.149916836132109,0,1,3,6,3,4,2,1,0,8.0
0,17261,9.756262832779603,0,2,1,6,1,1844,7.520234556474628,1,2,4,3,4,665,6.501289670540389,0,2,0,0,5,0,6,1,0,8.0
2,32851,10.399767904860083,0,1,1,0,1,2737,7.914983005848394,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,4,5,7,2,11.0
9,15999,9.680344001221918,0,0,4,4,9,2520,7.83241092718792,1,0,0,0,0,879,6.779921907472252,0,0,4,4,9,1,5,3,0,5.0
7,7841,8.967249182852276,0,2,1,1,1,744,6.61338421837956,1,0,4,2,4,1889,7.5443321080536885,0,2,4,6,9,4,2,1,0,7.0
6,25485,10.145884560772224,0,0,0,5,5,2821,7.945201132412759,0,1,1,0,1,96,4.574710978503383,1,0,1,5,6,3,1,1,0,8.0
1,3298,8.101374671228582,1,1,3,1,8,1375,7.226936018493289,0,1,0,3,5,548,6.3080984415095305,1,2,3,2,8,0,3,1,0,1.0
3,8420,9.038483865029992,1,2,0,6,0,762,6.637258031284457,1,0,2,6,2,1562,7.354362330421477,1,2,2,1,2,6,0,2,0,8.0
8,6967,8.849083518532339,0,1,2,2,7,1456,7.284134806195205,1,1,1,0,6,1143,7.042286171939743,0,0,3,2,3,5,4,1,0,3.0
5,9880,9.198369000194964,1,1,0,3,0,1325,7.189922170745808,0,2,0,2,5,1930,7.565793282428515,1,1,0,5,0,4,1,5,0,5.0
6,6548,8.787067645218054,1,2,3,3,8,2549,7.843848638152472,0,2,4,1,9,1450,7.280008252884188,1,1,0,1,0,6,0,1,0,1.0
7,2756,7.921898411023797,1,2,1,5,6,472,6.159095388491933,1,1,2,3,2,396,5.983936280687191,1,0,1,4,6,6,4,4,0,4.0
8,6279,8.745125259462244,0,0,4,0,9,1559,7.352441100243583,0,2,4,5,9,1602,7.3796321526095525,1,0,2,6,2,6,4,1,0,2.0
1,14269,9.565914710470881,0,1,4,3,9,1695,7.4360278163518485,0,0,0,1,5,709,6.565264970035361,0,1,4,2,9,5,3,1,0,7.0
3,8096,8.999248901686114,1,2,1,4,6,2679,7.893572073504902,0,0,4,5,9,59,4.0943445622221,0,2,4,3,9,6,2,1,0,2.0
2,4924,8.502079553606189,1,1,4,3,4,2349,7.762170607138205,0,0,4,4,9,226,5.424950017481403,1,1,1,2,6,2,5,1,0,1.0
3,13269,9.493261127326253,0,0,4,4,9,1804,7.498315870766981,1,1,4,5,4,641,6.464588303689961,0,2,1,4,1,3,5,1,0,6.0
7,10715,9.2794932306645,0,2,0,5,5,1118,7.020190708311925,1,2,3,5,8,653,6.483107351457199,0,2,3,2,3,4,6,1,0,8.0
7,13393,9.502562124469996,0,1,3,2,3,1172,7.067319848653476,1,2,2,3,2,1673,7.422971251049421,0,2,3,0,3,4,5,1,0,9.0
8,807,6.694562058521095,0,0,2,2,7,77,4.356708826689592,0,2,2,0,7,345,5.846438775057725,0,0,0,2,5,0,6,1,0,5.0
0,27419,10.219027953116305,0,2,4,0,9,2313,7.746732907753622,0,0,3,3,3,1976,7.589335823170617,1,2,1,2,6,6,2,1,0,10.0
1,3896,8.26796230533871,1,2,1,4,6,1062,6.968850378341948,1,0,2,5,2,710,6.566672429803241,1,2,0,3,0,3,4,2,0,2.0
4,5363,8.587465244401569,0,2,3,1,3,891,6.79346613258001,0,0,1,2,1,908,6.812345094177479,1,2,3,5,8,0,1,1,0,4.0
8,6833,8.829665432675236,0,2,3,1,3,868,6.767343125265392,1,1,3,0,8,1625,7.3938782901077555,0,2,0,1,5,5,2,1,0,5.0
8,10042,9.21463115339334,1,1,2,4,2,861,6.759255270663693,0,0,1,0,1,1432,7.267525427828172,1,1,2,4,2,6,5,1,0,9.0
8,11099,9.314700387300425,0,2,4,4,9,1986,7.594381242551817,1,0,1,5,6,1169,7.064759027791802,0,2,4,0,9,5,0,1,0,4.0
0,2927,7.982074875081202,0,2,2,1,7,688,6.535241271013659,1,1,3,2,8,1551,7.347299700743164,0,0,1,4,1,0,3,1,0,1.0
3,22298,10.012297113393403,1,2,3,3,8,2215,7.703459047867175,0,1,0,3,5,148,5.003946305945459,1,1,3,1,8,4,5,1,0,9.0
5,12056,9.397400683117311,1,2,1,2,6,2771,7.927324360309794,0,2,1,6,1,972,6.880384082186005,1,0,2,6,2,0,0,1,0,3.0
9,17369,9.76249985923515,0,2,4,2,9,1264,7.142827401161621,1,1,4,4,4,937,6.843749949006225,0,1,2,6,7,5,0,1,0,12.0
7,2161,7.6787889981991535,0,1,1,5,1,269,5.598421958998375,0,2,4,3,9,278,5.631211781821365,1,2,3,5,8,3,0,1,0,6.0
3,13079,9.47883962501119,0,2,4,3,9,1501,7.31455283232408,0,1,1,3,1,1071,6.977281341630747,0,0,1,0,1,4,6,1,0,7.0
2,26820,10.196940441748334,1,0,0,3,0,2592,7.860570785538664,1,0,2,2,2,900,6.803505257608338,1,0,0,4,0,6,5,36,0,9.0
3,1698,7.4377951216719325,1,0,3,4,8,203,5.318119993844216,0,2,3,0,3,1089,6.993932975223189,0,0,4,4,9,1,0,1,0,2.0
2,10048,9.21522840604896,1,1,3,3,8,2852,7.9561263512135,1,2,2,3,2,1492,7.30854279753919,1,1,2,1,2,6,6,4,0,2.0
6,9493,9.158415299111264,0,1,3,1,3,1034,6.942156705699469,1,2,4,5,4,1221,7.108244139731541,0,0,1,3,1,3,2,11,0,7.0
7,1250,7.1316985104669115,1,2,0,4,0,229,5.438079308923196,0,1,4,5,9,334,5.814130531825066,1,1,4,5,4,0,5,1,0,3.0
6,13397,9.502860721068213,0,2,2,6,7,1691,7.433666540166168,0,2,1,4,1,1560,7.353081920515432,1,0,0,6,0,5,1,1,0,6.0
7,22346,10.014447362844386,1,2,1,2,6,2615,7.86940171257709,0,2,0,4,5,1426,7.2633296174768365,1,1,1,5,6,0,0,1,0,7.0
5,1696,7.436617265234227,1,1,1,2,6,459,6.131226489483141,0,0,4,4,9,319,5.768320995793772,0,1,4,4,9,3,1,1,0,2.0
6,19681,9.88745979145893,0,1,1,4,1,2293,7.738052297689316,0,1,3,4,3,1337,7.198931240688173,0,2,2,0,7,5,2,1,0,7.0
7,15319,9.636914443294582,0,1,4,3,9,2766,7.925518979786926,1,0,1,1,6,1489,7.306531398939505,0,1,4,5,9,3,2,1,0,4.0
5,24375,10.101354320665545,0,0,0,1,5,1980,7.591357046698551,1,0,0,6,0,615,6.423246963533519,0,0,0,6,5,4,6,15,0,11.0
2,26934,10.201181835114634,1,0,4,5,4,2328,7.753194269884341,1,0,3,4,8,1326,7.190676034332207,1,0,1,3,6,5,2,6,0,10.0
5,6784,8.82246957226897,1,1,4,1,4,484,6.184148890937483,1,1,4,1,4,976,6.884486652042782,1,1,1,3,6,5,0,4,0,11.0
1,11765,9.3729692954244,0,2,0,5,5,2925,7.98139158158007,0,0,0,6,5,65,4.189654742026425,0,2,0,2,5,5,6,65,2,3.0
9,13081,9.478992518521158,0,1,1,5,1,1281,7.156176637480615,0,0,1,0,1,1552,7.347943823148687,1,1,2,5,2,3,1,1,0,8.0
1,8786,9.081028635495842,1,2,1,1,6,1693,7.434847875211999,0,1,3,6,3,321,5.7745515455444085,0,0,1,6,1,4,6,1,0,4.0
4,4635,8.441607204459642,0,0,0,1,5,1427,7.2640301428995295,0,2,2,6,7,1781,7.485491608030754,0,2,1,3,1,4,0,1,0,1.0
1,2716,7.907283609426348,1,1,1,0,6,713,6.570882962339584,0,2,3,6,3,577,6.359573868672378,0,1,2,3,7,4,6,1,0,2.0
6,25934,10.1633486867855,1,2,4,6,4,2429,7.795646536334594,0,2,4,0,9,1644,7.405495663199472,1,0,4,6,4,0,6,1,0,9.0
3,13479,9.508962384466297,0,0,4,4,9,1686,7.430707082545968,1,0,1,6,6,1677,7.425357887027151,0,0,2,4,7,3,0,3,0,6.0
7,17150,9.749811759932081,1,2,0,0,0,1486,7.304515946460155,1,1,1,2,6,804,6.690842277418564,1,0,4,6,4,5,5,2,0,10.0
9,16819,9.73032393352694,0,1,4,5,9,2370,7.771067086065406,1,0,0,4,0,229,5.438079308923196,0,1,4,5,9,1,4,1,0,6.0
8,12333,9.420114955551439,0,0,3,6,3,1091,6.9957661563048505,0,2,1,6,1,1423,7.261225091971921,0,1,3,2,3,3,2,1,0,9.0
3,14182,9.559799343294607,1,1,2,0,2,1882,7.5406215286571525,1,1,2,6,2,1008,6.9167150203536085,1,0,3,0,8,4,2,2,0,6.0
9,7490,8.921457578947884,1,2,0,0,0,526,6.267200548541362,1,1,1,1,6,1704,7.4413203897176174,1,0,4,3,4,4,2,2,0,10.0
1,9748,9.184919994629272,1,1,3,4,8,2867,7.961370201719511,0,2,2,4,7,1147,7.045776576879511,0,1,2,6,7,2,3,1,0,2.0
1,1849,7.52294091807237,0,1,4,1,9,114,4.74493212836325,1,0,4,2,4,1621,7.3914152346753585,0,1,1,4,1,1,4,1,0,1.0
0,8520,9.050288983827956,1,0,0,1,0,888,6.790097235513905,1,0,3,6,8,1416,7.256297239690681,1,0,1,2,6,3,3,24,0,7.0
8,23060,10.045898158017241,1,2,0,2,0,1880,7.53955882930103,1,2,0,4,0,500,6.2166061010848646,1,2,0,3,0,5,2,20,0,11.0
8,18175,9.807857321520878,0,1,0,3,5,1315,7.182352111885263,0,1,0,6,5,1080,6.985641817639208,1,0,0,2,0,0,1,5,0,12.0
1,1793,7.492203042618741,0,2,3,1,3,180,5.198497031265826,1,0,0,5,0,533,6.280395838960195,0,2,3,1,3,6,5,1,0,6.0
8,19104,9.857705359881,1,0,4,1,4,1816,7.504942068396171,1,1,1,3,6,944,6.851184927493743,1,2,4,6,4,2,4,8,0,9.0
1,7202,8.882252884889363,1,2,2,6,2,573,6.352629396319567,0,0,3,6,3,326,5.7899601708972535,1,2,1,4,6,6,6,1,0,11.0
4,8051,8.993675786759683,0,2,1,1,1,2167,7.681560362559537,0,1,2,4,7,1550,7.346655163176539,1,2,0,3,0,0,0,1,0,2.0
7,9976,9.208037722913508,1,1,1,1,6,1131,7.0317412587631285,0,0,1,4,1,928,6.834108738813838,1,1,3,4,8,2,0,29,0,7.0
5,3867,8.260492856573185,0,0,2,3,7,400,5.993961427306569,1,1,0,1,0,1067,6.97354301952014,0,2,2,3,7,3,5,1,0,6.0
1,16656,9.720585827477107,1,0,1,3,6,1780,7.484930283289661,1,1,0,2,0,636,6.456769655572163,1,0,1,6,6,0,5,4,0,8.0
7,9808,9.191055610564316,1,1,3,1,8,871,6.77078942390898,0,1,1,3,1,1098,7.002155954403621,1,0,3,6,8,1,6,1,0,9.0
4,17565,9.773720494477063,0,0,0,2,5,2261,7.724004656676065,0,2,1,0,1,1738,7.461065514354283,1,1,3,2,8,6,6,1,0,6.0
8,5785,8.66319648553608,0,1,0,3,5,1032,6.940222469119639,1,0,2,3,2,625,6.439350371100098,0,1,0,2,5,3,4,1,0,4.0
1,4089,8.316300249036848,0,0,4,1,9,1007,6.915723448631314,0,2,2,6,7,61,4.127134385045092,0,1,1,5,1,2,4,1,0,3.0
