slot_d1,slot_d1_abs_log1p,slot_d1_is_even,slot_d1_mod3,slot_d1_mod5,slot_d1_mod7,slot_d1_mod10,slot_d2,slot_d2_abs_log1p,slot_d2_is_even,slot_d2_mod3,slot_d2_mod5,slot_d2_mod7,slot_d2_mod10,slot_d3,slot_d3_abs_log1p,slot_d3_is_even,slot_d3_mod3,slot_d3_mod5,slot_d3_mod7,slot_d3_mod10,slot_removed,slot_removed_abs_log1p,slot_removed_sign,slot_removed_is_even,slot_removed_mod3,slot_removed_mod5,slot_removed_mod7,slot_removed_mod10,slot_k,slot_k_abs_log1p,slot_k_is_even,slot_k_mod3,slot_k_mod5,slot_k_mod7,slot_k_mod10,slot_group,slot_place,slot_event_phrase,gcd_all,n_multiple_pairs,y
14,2.70805020110221,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,5,0,0,1,2,46.0
29,3.4011973816621555,0,2,4,1,9,15,2.772588722239781,0,0,0,1,5,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,1,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,4,4,0,1,5,57.0
26,3.295836866004329,1,2,1,5,6,17,2.8903717578961645,0,2,2,3,7,26,3.295836866004329,1,2,1,5,6,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,0,2,1,2,39.0
15,2.772588722239781,0,0,0,1,5,14,2.70805020110221,1,2,4,0,4,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,0,1,1,3,37.0
19,2.995732273553991,0,1,4,5,9,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,2,0,1,2,14.0
18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1,1,1,8,20.0
27,3.332204510175204,0,0,2,6,7,15,2.772588722239781,0,0,0,1,5,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,0,0,3,1,6,24.0
28,3.367295829986474,1,1,3,0,8,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,0,6,0,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,0,5,5,2,0,104.0
10,2.3978952727983707,1,1,0,3,0,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,0,4,1,5,23.0
14,2.70805020110221,1,2,4,0,4,27,3.332204510175204,0,0,2,6,7,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,3,1,5,1,1,39.0
9,2.302585092994046,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,3,3,1,3,4.0
30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,3,0,1,6,125.0
29,3.4011973816621555,0,2,4,1,9,18,2.9444389791664403,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,5,5,0,1,3,82.0
13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,26,3.295836866004329,1,2,1,5,6,6,1.9459101490553132,1,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,5,4,1,2,27.0
29,3.4011973816621555,0,2,4,1,9,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4,5,3,1,6,12.0
29,3.4011973816621555,0,2,4,1,9,30,3.4339872044851463,1,0,0,2,0,24,3.2188758248682006,1,0,4,3,4,0,0.0,0,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,3,3,5,1,1,62.0
29,3.4011973816621555,0,2,4,1,9,11,2.4849066497880004,0,2,1,4,1,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,5,5,5,1,1,122.0
13,2.6390573296152584,0,1,3,6,3,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,3,1,1,1,0,43.0
5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,2,1,5,1,2,8.0
20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,5,1,1,4,40.0
30,3.4339872044851463,1,0,0,2,0,26,3.295836866004329,1,2,1,5,6,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,0,5,1,1,6,69.0
14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,1,0,1,1,15.0
12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,3,1,1,1,5,35.0
6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,1,1,3,20.0
30,3.4339872044851463,1,0,0,2,0,14,2.70805020110221,1,2,4,0,4,11,2.4849066497880004,0,2,1,4,1,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,2,2,2,2,3,2,2,1,2,5.0
11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,0,2,1,1,6,42.0
19,2.995732273553991,0,1,4,5,9,25,3.258096538021482,0,1,0,4,5,17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,4,5,1,1,59.0
29,3.4011973816621555,0,2,4,1,9,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,4,4,4,1,1,4,1,1,47.0
23,3.1780538303479458,0,2,3,2,3,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,5,3,1,1,5.0
22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,1,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,4,0,1,4,54.0
15,2.772588722239781,0,0,0,1,5,29,3.4011973816621555,0,2,4,1,9,26,3.295836866004329,1,2,1,5,6,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,2,5,4,1,5,6.0
29,3.4011973816621555,0,2,4,1,9,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,4,2,1,1,71.0
26,3.295836866004329,1,2,1,5,6,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,0,1,1,2,42.0
26,3.295836866004329,1,2,1,5,6,26,3.295836866004329,1,2,1,5,6,23,3.1780538303479458,0,2,3,2,3,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,2,1,2,1,5,56.0
28,3.367295829986474,1,1,3,0,8,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,1,4,1,4,115.0
27,3.332204510175204,0,0,2,6,7,16,2.833213344056216,1,1,1,2,6,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,0,1,1,1,2,4.0
18,2.9444389791664403,1,0,3,4,8,27,3.332204510175204,0,0,2,6,7,26,3.295836866004329,1,2,1,5,6,0,0.0,0,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,0,4,4,1,0,19.0
10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,5,2,5,1,3,24.0
7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0,0,1,2,5.0
28,3.367295829986474,1,1,3,0,8,11,2.4849066497880004,0,2,1,4,1,27,3.332204510175204,0,0,2,6,7,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,0,0,3,3,3,0,0,5,1,1,18.0
20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,3,2,3,2,4,74.0
11,2.4849066497880004,0,2,1,4,1,29,3.4011973816621555,0,2,4,1,9,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,2,4,1,1,1,4.0
9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,29,3.4011973816621555,0,2,4,1,9,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,3,4,1,1,1,3.0
21,3.091042453358316,0,0,1,0,1,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,3,2,1,2,77.0
26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,2,3,5,1,1,112.0
11,2.4849066497880004,0,2,1,4,1,29,3.4011973816621555,0,2,4,1,9,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,2,1,1,1,0,12.0
10,2.3978952727983707,1,1,0,3,0,14,2.70805020110221,1,2,4,0,4,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,0,4,3,1,1,19.0
25,3.258096538021482,0,1,0,4,5,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,4,0,1,5,43.0
27,3.332204510175204,0,0,2,6,7,26,3.295836866004329,1,2,1,5,6,27,3.332204510175204,0,0,2,6,7,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,2,0,1,4,3.0
28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,5,0,1,3,93.0
26,3.295836866004329,1,2,1,5,6,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,4,3,2,5,6.0
15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,4,4,4,1,1,4,1,1,22.0
18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,3,1,1,4,11.0
17,2.8903717578961645,0,2,2,3,7,23,3.1780538303479458,0,2,3,2,3,9,2.302585092994046,0,0,4,2,9,0,0.0,0,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,4,3,1,1,0,36.0
18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,4,4,4,4,3,2,1,1,19.0
14,2.70805020110221,1,2,4,0,4,30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,5,4,1,3,10.0
21,3.091042453358316,0,0,1,0,1,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,5,2,1,3,45.0
29,3.4011973816621555,0,2,4,1,9,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,2,2,2,2,0,4,1,1,1,14.0
21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,0,5,2,1,3,24.0
11,2.4849066497880004,0,2,1,4,1,13,2.6390573296152584,0,1,3,6,3,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,3,2,1,1,0,26.0
21,3.091042453358316,0,0,1,0,1,23,3.1780538303479458,0,2,3,2,3,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,0,1,2,40.0
19,2.995732273553991,0,1,4,5,9,29,3.4011973816621555,0,2,4,1,9,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,1,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,3,1,1,25.0
16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,27,3.332204510175204,0,0,2,6,7,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,4,2,2,1,5,50.0
22,3.1354942159291497,1,1,2,1,2,9,2.302585092994046,0,0,4,2,9,29,3.4011973816621555,0,2,4,1,9,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,2,3,1,2,30.0
17,2.8903717578961645,0,2,2,3,7,27,3.332204510175204,0,0,2,6,7,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1,0,1,2,26.0
18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,21,3.091042453358316,0,0,1,0,1,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,4,2,1,1,1,58.0
8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,2,3,0,1,2,37.0
27,3.332204510175204,0,0,2,6,7,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,4,4,4,1,3,124.0
24,3.2188758248682006,1,0,4,3,4,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,1,4,1,5,100.0
22,3.1354942159291497,1,1,2,1,2,26,3.295836866004329,1,2,1,5,6,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,1,5,1,1,2.0
12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,3,2,0,1,2,23.0
11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,3,2,1,3,14.0
25,3.258096538021482,0,1,0,4,5,28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,4,4,5,1,2,81.0
22,3.1354942159291497,1,1,2,1,2,16,2.833213344056216,1,1,1,2,6,27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,2,4,4,1,1,50.0
22,3.1354942159291497,1,1,2,1,2,30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,0,4,1,2,3,72.0
16,2.833213344056216,1,1,1,2,6,27,3.332204510175204,0,0,2,6,7,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,4,2,1,1,3,3.0
12,2.5649493574615367,1,0,2,5,2,23,3.1780538303479458,0,2,3,2,3,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,0,2,2,1,3,30.0
23,3.1780538303479458,0,2,3,2,3,18,2.9444389791664403,1,0,3,4,8,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,4,4,1,3,8.0
22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,0,4,4,2,2,104.0
6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,2,2,5,1,4,15.0
26,3.295836866004329,1,2,1,5,6,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,4,4,3,1,1,103.0
7,2.0794415416798357,0,1,2,0,7,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,3,1,1,2,2.0
25,3.258096538021482,0,1,0,4,5,27,3.332204510175204,0,0,2,6,7,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,1,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,3,4,1,1,41.0
30,3.4339872044851463,1,0,0,2,0,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,0,5,1,3,65.0
16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,2,2,3,1,5,53.0
15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,4,0,1,4,4.0
12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,29,3.4011973816621555,0,2,4,1,9,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,0,3,1,2,20.0
29,3.4011973816621555,0,2,4,1,9,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,4,2,0,1,1,129.0
25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,19,2.995732273553991,0,1,4,5,9,0,0.0,0,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,0,2,4,1,2,51.0
11,2.4849066497880004,0,2,1,4,1,22,3.1354942159291497,1,1,2,1,2,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,0,0,3,1,5,17.0
27,3.332204510175204,0,0,2,6,7,23,3.1780538303479458,0,2,3,2,3,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,0,5,0,1,1,79.0
22,3.1354942159291497,1,1,2,1,2,25,3.258096538021482,0,1,0,4,5,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,5,2,1,1,36.0
22,3.1354942159291497,1,1,2,1,2,23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,5,2,0,1,1,84.0
16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,0,4,1,1,1,72.0
25,3.258096538021482,0,1,0,4,5,28,3.367295829986474,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,3,3,1,2,19.0
17,2.8903717578961645,0,2,2,3,7,9,2.302585092994046,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,2,1,2,1,0,66.0
22,3.1354942159291497,1,1,2,1,2,30,3.4339872044851463,1,0,0,2,0,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,3,3,4,1,5,68.0
14,2.70805020110221,1,2,4,0,4,24,3.2188758248682006,1,0,4,3,4,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,1,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,3,5,1,5,8.0
22,3.1354942159291497,1,1,2,1,2,13,2.6390573296152584,0,1,3,6,3,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,4,2,0,1,4,29.0
25,3.258096538021482,0,1,0,4,5,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,0,1,1,1,4,47.0
16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,0,2,0,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,1,2,1,2,2,46.0
21,3.091042453358316,0,0,1,0,1,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,4,4,5,1,3,52.0
6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,1,5,1,4,7.0
23,3.1780538303479458,0,2,3,2,3,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,0,2,4,1,2,45.0
29,3.4011973816621555,0,2,4,1,9,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,0,0.0,0,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,5,3,5,1,0,94.0
22,3.1354942159291497,1,1,2,1,2,16,2.833213344056216,1,1,1,2,6,25,3.258096538021482,0,1,0,4,5,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,0,5,1,1,3,29.0
28,3.367295829986474,1,1,3,0,8,29,3.4011973816621555,0,2,4,1,9,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,2,5,2,1,0,95.0
21,3.091042453358316,0,0,1,0,1,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,5,2,1,5,54.0
11,2.4849066497880004,0,2,1,4,1,15,2.772588722239781,0,0,0,1,5,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,3,1,1,5,13.0
24,3.2188758248682006,1,0,4,3,4,17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,5,3,2,1,6,100.0
29,3.4011973816621555,0,2,4,1,9,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3,4,5,1,5,36.0
20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,3,0,1,2,92.0
11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,0,0.0,0,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,0,1,2,1,2,28.0
6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,0,0.0,0,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,5,1,0,1,1,10.0
