slot_name,slot_daily_amount,slot_daily_amount_abs_log1p,slot_daily_amount_is_even,slot_daily_amount_mod3,slot_daily_amount_mod5,slot_daily_amount_mod7,slot_daily_amount_mod10,slot_small_unit,slot_per_large,slot_per_large_abs_log1p,slot_per_large_is_even,slot_per_large_mod3,slot_per_large_mod5,slot_per_large_mod7,slot_per_large_mod10,slot_large_unit,slot_days,slot_days_abs_log1p,slot_days_is_even,slot_days_mod3,slot_days_mod5,slot_days_mod7,slot_days_mod10,gcd_all,n_multiple_pairs,y
3,24,3.2188758248682006,1,0,4,3,4,3,10,2.3978952727983707,1,1,0,3,0,3,190,5.25227342804663,1,1,0,1,0,2,1,456.0
10,44,3.8066624897703196,1,2,4,2,4,4,6,1.9459101490553132,1,0,1,6,6,4,129,4.867534450455582,0,0,4,3,9,1,0,946.0
5,5,1.791759469228055,0,2,0,5,5,2,100,4.61512051684126,1,1,0,2,0,2,20,3.044522437723423,1,2,0,6,0,5,3,1.0
6,8,2.1972245773362196,1,2,3,1,8,3,24,3.2188758248682006,1,0,4,3,4,3,183,5.214935757608986,0,0,3,1,3,1,1,61.0
6,7,2.0794415416798357,0,1,2,0,7,3,30,3.4339872044851463,1,0,0,2,0,3,360,5.8888779583328805,1,0,0,3,0,1,1,84.0
0,27,3.332204510175204,0,0,2,6,7,5,16,2.833213344056216,1,1,1,2,6,5,272,5.60947179518496,1,2,2,6,2,1,1,459.0
0,44,3.8066624897703196,1,2,4,2,4,4,12,2.5649493574615367,1,0,2,5,2,4,219,5.393627546352362,0,0,4,2,9,1,0,803.0
1,27,3.332204510175204,0,0,2,6,7,2,200,5.303304908059076,1,2,0,4,0,2,200,5.303304908059076,1,2,0,4,0,1,1,27.0
5,36,3.6109179126442243,1,0,1,1,6,9,20,3.044522437723423,1,2,0,6,0,9,25,3.258096538021482,0,1,0,4,5,1,0,45.0
2,2,1.0986122886681098,1,2,2,2,2,0,20,3.044522437723423,1,2,0,6,0,0,70,4.2626798770413155,1,1,0,0,0,2,2,7.0
0,28,3.367295829986474,1,1,3,0,8,0,10,2.3978952727983707,1,1,0,3,0,0,100,4.61512051684126,1,1,0,2,0,2,1,280.0
5,14,2.70805020110221,1,2,4,0,4,1,50,3.9318256327243257,1,2,0,1,0,1,150,5.017279836814924,1,0,0,3,0,2,1,42.0
3,4,1.6094379124341003,1,1,4,4,4,8,30,3.4339872044851463,1,0,0,2,0,8,195,5.278114659230517,0,0,0,6,5,1,0,26.0
5,40,3.713572066704308,1,1,0,5,0,1,10,2.3978952727983707,1,1,0,3,0,1,65,4.189654742026425,0,2,0,2,5,5,1,260.0
8,8,2.1972245773362196,1,2,3,1,8,0,20,3.044522437723423,1,2,0,6,0,0,290,5.673323267171493,1,2,0,3,0,2,0,116.0
6,9,2.302585092994046,0,0,4,2,9,3,40,3.713572066704308,1,1,0,5,0,3,360,5.8888779583328805,1,0,0,3,0,1,2,81.0
8,39,3.6888794541139363,0,0,4,4,9,0,10,2.3978952727983707,1,1,0,3,0,0,20,3.044522437723423,1,2,0,6,0,1,1,78.0
9,18,2.9444389791664403,1,0,3,4,8,5,8,2.1972245773362196,1,2,3,1,8,5,208,5.342334251964811,1,1,3,5,8,2,1,468.0
3,37,3.6375861597263857,0,1,2,2,7,2,50,3.9318256327243257,1,2,0,1,0,2,200,5.303304908059076,1,2,0,4,0,1,1,148.0
3,19,2.995732273553991,0,1,4,5,9,5,8,2.1972245773362196,1,2,3,1,8,5,128,4.859812404361672,1,2,3,2,8,1,1,304.0
1,25,3.258096538021482,0,1,0,4,5,9,20,3.044522437723423,1,2,0,6,0,9,180,5.198497031265826,1,0,0,5,0,5,1,225.0
0,11,2.4849066497880004,0,2,1,4,1,7,60,4.110873864173311,1,0,0,4,0,7,360,5.8888779583328805,1,0,0,3,0,1,1,66.0
3,25,3.258096538021482,0,1,0,4,5,9,20,3.044522437723423,1,2,0,6,0,9,356,5.877735781779639,1,2,1,6,6,1,0,445.0
4,3,1.3862943611198906,0,0,3,3,3,5,8,2.1972245773362196,1,2,3,1,8,5,344,5.84354441703136,1,2,4,1,4,1,1,129.0
1,13,2.6390573296152584,0,1,3,6,3,7,60,4.110873864173311,1,0,0,4,0,7,240,5.484796933490655,1,0,0,2,0,1,1,52.0
0,21,3.091042453358316,0,0,1,0,1,5,8,2.1972245773362196,1,2,3,1,8,5,312,5.746203190540153,1,0,2,4,2,1,1,819.0
8,16,2.833213344056216,1,1,1,2,6,0,10,2.3978952727983707,1,1,0,3,0,0,265,5.583496308781699,0,1,0,6,5,1,0,424.0
2,36,3.6109179126442243,1,0,1,1,6,5,8,2.1972245773362196,1,2,3,1,8,5,280,5.638354669333745,1,1,0,0,0,4,1,1260.0
10,35,3.58351893845611,0,2,0,0,5,9,20,3.044522437723423,1,2,0,6,0,9,228,5.43372200355424,1,0,3,4,8,1,0,399.0
11,21,3.091042453358316,0,0,1,0,1,1,50,3.9318256327243257,1,2,0,1,0,1,250,5.5254529391317835,1,1,0,5,0,1,1,105.0
5,20,3.044522437723423,1,2,0,6,0,5,8,2.1972245773362196,1,2,3,1,8,5,270,5.602118820879701,1,0,0,4,0,2,0,675.0
10,9,2.302585092994046,0,0,4,2,9,8,50,3.9318256327243257,1,2,0,1,0,8,300,5.707110264748875,1,0,0,6,0,1,1,54.0
0,45,3.828641396489095,0,0,0,3,5,3,40,3.713572066704308,1,1,0,5,0,3,272,5.60947179518496,1,2,2,6,2,1,0,306.0
5,42,3.7612001156935624,1,0,2,0,2,7,60,4.110873864173311,1,0,0,4,0,7,100,4.61512051684126,1,1,0,2,0,2,0,70.0
6,29,3.4011973816621555,0,2,4,1,9,9,50,3.9318256327243257,1,2,0,1,0,9,50,3.9318256327243257,1,2,0,1,0,1,1,29.0
7,31,3.4657359027997265,0,1,1,3,1,6,16,2.833213344056216,1,1,1,2,6,6,112,4.727387818712341,1,1,2,0,2,1,1,217.0
5,45,3.828641396489095,0,0,0,3,5,4,12,2.5649493574615367,1,0,2,5,2,4,268,5.594711379601839,1,1,3,2,8,1,0,1005.0
9,43,3.784189633918261,0,1,3,1,3,6,16,2.833213344056216,1,1,1,2,6,6,128,4.859812404361672,1,2,3,2,8,1,1,344.0
6,3,1.3862943611198906,0,0,3,3,3,5,16,2.833213344056216,1,1,1,2,6,5,256,5.54907608489522,1,1,1,4,6,1,1,48.0
0,25,3.258096538021482,0,1,0,4,5,1,10,2.3978952727983707,1,1,0,3,0,1,226,5.424950017481403,1,1,1,2,6,1,0,565.0
6,7,2.0794415416798357,0,1,2,0,7,1,50,3.9318256327243257,1,2,0,1,0,1,100,4.61512051684126,1,1,0,2,0,1,1,14.0
9,40,3.713572066704308,1,1,0,5,0,1,50,3.9318256327243257,1,2,0,1,0,1,190,5.25227342804663,1,1,0,1,0,10,0,152.0
0,50,3.9318256327243257,1,2,0,1,0,6,16,2.833213344056216,1,1,1,2,6,6,344,5.84354441703136,1,2,4,1,4,2,0,1075.0
6,29,3.4011973816621555,0,2,4,1,9,7,60,4.110873864173311,1,0,0,4,0,7,240,5.484796933490655,1,0,0,2,0,1,1,116.0
11,36,3.6109179126442243,1,0,1,1,6,2,50,3.9318256327243257,1,2,0,1,0,2,25,3.258096538021482,0,1,0,4,5,1,1,18.0
8,20,3.044522437723423,1,2,0,6,0,4,6,1.9459101490553132,1,0,1,6,6,4,252,5.53338948872752,1,0,2,0,2,2,1,840.0
0,44,3.8066624897703196,1,2,4,2,4,5,16,2.833213344056216,1,1,1,2,6,5,252,5.53338948872752,1,0,2,0,2,4,0,693.0
8,2,1.0986122886681098,1,2,2,2,2,6,16,2.833213344056216,1,1,1,2,6,6,272,5.60947179518496,1,2,2,6,2,2,3,34.0
6,27,3.332204510175204,0,0,2,6,7,0,20,3.044522437723423,1,2,0,6,0,0,280,5.638354669333745,1,1,0,0,0,1,1,378.0
1,33,3.5263605246161616,0,0,3,5,3,5,16,2.833213344056216,1,1,1,2,6,5,320,5.771441123130016,1,2,0,5,0,1,1,660.0
8,9,2.302585092994046,0,0,4,2,9,0,20,3.044522437723423,1,2,0,6,0,0,80,4.394449154672439,1,2,0,3,0,1,1,36.0
1,24,3.2188758248682006,1,0,4,3,4,1,50,3.9318256327243257,1,2,0,1,0,1,300,5.707110264748875,1,0,0,6,0,2,1,144.0
11,12,2.5649493574615367,1,0,2,5,2,6,16,2.833213344056216,1,1,1,2,6,6,236,5.4680601411351315,1,2,1,5,6,4,0,177.0
9,23,3.1780538303479458,0,2,3,2,3,3,30,3.4339872044851463,1,0,0,2,0,3,60,4.110873864173311,1,0,0,4,0,1,1,46.0
7,48,3.8918202981106265,1,0,3,6,8,0,20,3.044522437723423,1,2,0,6,0,0,330,5.802118375377063,1,0,0,1,0,2,0,792.0
7,4,1.6094379124341003,1,1,4,4,4,4,6,1.9459101490553132,1,0,1,6,6,4,39,3.6888794541139363,0,0,4,4,9,1,0,26.0
4,47,3.871201010907891,0,2,2,5,7,4,6,1.9459101490553132,1,0,1,6,6,4,42,3.7612001156935624,1,0,2,0,2,1,1,329.0
10,8,2.1972245773362196,1,2,3,1,8,6,16,2.833213344056216,1,1,1,2,6,6,110,4.709530201312334,1,2,0,5,0,2,1,55.0
0,5,1.791759469228055,0,2,0,5,5,1,25,3.258096538021482,0,1,0,4,5,1,80,4.394449154672439,1,2,0,3,0,5,2,16.0
9,33,3.5263605246161616,0,0,3,5,3,2,100,4.61512051684126,1,1,0,2,0,2,200,5.303304908059076,1,2,0,4,0,1,1,66.0
9,43,3.784189633918261,0,1,3,1,3,6,16,2.833213344056216,1,1,1,2,6,6,48,3.8918202981106265,1,0,3,6,8,1,1,129.0
11,9,2.302585092994046,0,0,4,2,9,6,16,2.833213344056216,1,1,1,2,6,6,336,5.820082930352362,1,0,1,0,6,1,1,189.0
10,18,2.9444389791664403,1,0,3,4,8,9,20,3.044522437723423,1,2,0,6,0,9,50,3.9318256327243257,1,2,0,1,0,2,0,45.0
3,49,3.912023005428146,0,1,4,0,9,9,20,3.044522437723423,1,2,0,6,0,9,20,3.044522437723423,1,2,0,6,0,1,1,49.0
11,22,3.1354942159291497,1,1,2,1,2,4,6,1.9459101490553132,1,0,1,6,6,4,111,4.718498871295094,0,0,1,6,1,1,0,407.0
8,42,3.7612001156935624,1,0,2,0,2,6,16,2.833213344056216,1,1,1,2,6,6,120,4.795790545596741,1,0,0,1,0,2,0,315.0
11,10,2.3978952727983707,1,1,0,3,0,1,25,3.258096538021482,0,1,0,4,5,1,110,4.709530201312334,1,2,0,5,0,5,1,44.0
0,14,2.70805020110221,1,2,4,0,4,5,16,2.833213344056216,1,1,1,2,6,5,104,4.653960350157523,1,2,4,6,4,2,0,91.0
7,37,3.6375861597263857,0,1,2,2,7,0,20,3.044522437723423,1,2,0,6,0,0,140,4.948759890378168,1,2,0,0,0,1,1,259.0
2,3,1.3862943611198906,0,0,3,3,3,0,20,3.044522437723423,1,2,0,6,0,0,40,3.713572066704308,1,1,0,5,0,1,1,6.0
6,11,2.4849066497880004,0,2,1,4,1,8,20,3.044522437723423,1,2,0,6,0,8,240,5.484796933490655,1,0,0,2,0,1,1,132.0
6,5,1.791759469228055,0,2,0,5,5,2,100,4.61512051684126,1,1,0,2,0,2,120,4.795790545596741,1,0,0,1,0,5,2,6.0
1,36,3.6109179126442243,1,0,1,1,6,0,20,3.044522437723423,1,2,0,6,0,0,310,5.739792912179234,1,1,0,2,0,2,0,558.0
6,14,2.70805020110221,1,2,4,0,4,0,10,2.3978952727983707,1,1,0,3,0,0,155,5.049856007249537,0,2,0,1,5,1,0,217.0
6,38,3.6635616461296463,1,2,3,3,8,3,10,2.3978952727983707,1,1,0,3,0,3,195,5.278114659230517,0,0,0,6,5,1,0,741.0
10,50,3.9318256327243257,1,2,0,1,0,6,16,2.833213344056216,1,1,1,2,6,6,312,5.746203190540153,1,0,2,4,2,2,0,975.0
2,22,3.1354942159291497,1,1,2,1,2,8,25,3.258096538021482,0,1,0,4,5,8,325,5.786897381366708,0,1,0,3,5,1,1,286.0
1,8,2.1972245773362196,1,2,3,1,8,0,20,3.044522437723423,1,2,0,6,0,0,165,5.111987788356544,0,0,0,4,5,1,0,66.0
0,6,1.9459101490553132,1,0,1,6,6,7,60,4.110873864173311,1,0,0,4,0,7,120,4.795790545596741,1,0,0,1,0,6,3,12.0
3,28,3.367295829986474,1,1,3,0,8,0,10,2.3978952727983707,1,1,0,3,0,0,325,5.786897381366708,0,1,0,3,5,1,0,910.0
7,41,3.7376696182833684,0,2,1,6,1,2,50,3.9318256327243257,1,2,0,1,0,2,300,5.707110264748875,1,0,0,6,0,1,1,246.0
9,34,3.5553480614894135,1,1,4,6,4,6,16,2.833213344056216,1,1,1,2,6,6,32,3.4965075614664802,1,2,2,4,2,2,1,68.0
0,22,3.1354942159291497,1,1,2,1,2,4,12,2.5649493574615367,1,0,2,5,2,4,90,4.51085950651685,1,0,0,6,0,2,0,165.0
7,22,3.1354942159291497,1,1,2,1,2,2,200,5.303304908059076,1,2,0,4,0,2,100,4.61512051684126,1,1,0,2,0,2,1,11.0
11,28,3.367295829986474,1,1,3,0,8,1,10,2.3978952727983707,1,1,0,3,0,1,160,5.081404364984463,1,1,0,6,0,2,1,448.0
11,13,2.6390573296152584,0,1,3,6,3,8,25,3.258096538021482,0,1,0,4,5,8,150,5.017279836814924,1,0,0,3,0,1,1,78.0
6,9,2.302585092994046,0,0,4,2,9,3,24,3.2188758248682006,1,0,4,3,4,3,352,5.8664680569332965,1,1,2,2,2,1,0,132.0
0,34,3.5553480614894135,1,1,4,6,4,4,24,3.2188758248682006,1,0,4,3,4,4,96,4.574710978503383,1,0,1,5,6,2,1,136.0
2,50,3.9318256327243257,1,2,0,1,0,0,20,3.044522437723423,1,2,0,6,0,0,82,4.418840607796598,1,1,2,5,2,2,0,205.0
6,35,3.58351893845611,0,2,0,0,5,1,10,2.3978952727983707,1,1,0,3,0,1,292,5.680172609017068,1,1,2,5,2,1,0,1022.0
3,48,3.8918202981106265,1,0,3,6,8,8,40,3.713572066704308,1,1,0,5,0,8,270,5.602118820879701,1,0,0,4,0,2,0,324.0
6,14,2.70805020110221,1,2,4,0,4,9,50,3.9318256327243257,1,2,0,1,0,9,350,5.860786223465865,1,2,0,0,0,2,2,98.0
10,47,3.871201010907891,0,2,2,5,7,7,60,4.110873864173311,1,0,0,4,0,7,360,5.8888779583328805,1,0,0,3,0,1,1,282.0
6,50,3.9318256327243257,1,2,0,1,0,8,20,3.044522437723423,1,2,0,6,0,8,198,5.293304824724492,1,0,3,2,8,2,0,495.0
4,22,3.1354942159291497,1,1,2,1,2,1,50,3.9318256327243257,1,2,0,1,0,1,150,5.017279836814924,1,0,0,3,0,2,1,66.0
1,48,3.8918202981106265,1,0,3,6,8,3,20,3.044522437723423,1,2,0,6,0,3,10,2.3978952727983707,1,1,0,3,0,2,1,24.0
10,17,2.8903717578961645,0,2,2,3,7,4,12,2.5649493574615367,1,0,2,5,2,4,192,5.262690188904886,1,0,2,3,2,1,1,272.0
5,10,2.3978952727983707,1,1,0,3,0,4,6,1.9459101490553132,1,0,1,6,6,4,270,5.602118820879701,1,0,0,4,0,2,2,450.0
7,4,1.6094379124341003,1,1,4,4,4,0,10,2.3978952727983707,1,1,0,3,0,0,350,5.860786223465865,1,2,0,0,0,2,1,140.0
11,37,3.6375861597263857,0,1,2,2,7,7,60,4.110873864173311,1,0,0,4,0,7,360,5.8888779583328805,1,0,0,3,0,1,1,222.0
1,30,3.4339872044851463,1,0,0,2,0,4,24,3.2188758248682006,1,0,4,3,4,4,260,5.564520407322694,1,2,0,1,0,2,0,325.0
6,3,1.3862943611198906,0,0,3,3,3,4,12,2.5649493574615367,1,0,2,5,2,4,224,5.41610040220442,1,2,4,0,4,1,1,56.0
2,2,1.0986122886681098,1,2,2,2,2,5,8,2.1972245773362196,1,2,3,1,8,5,316,5.75890177387728,1,1,1,1,6,2,2,79.0
3,40,3.713572066704308,1,1,0,5,0,9,20,3.044522437723423,1,2,0,6,0,9,230,5.442417710521793,1,2,0,6,0,10,1,460.0
10,36,3.6109179126442243,1,0,1,1,6,0,20,3.044522437723423,1,2,0,6,0,0,215,5.375278407684165,0,2,0,5,5,1,0,387.0
2,41,3.7376696182833684,0,2,1,6,1,7,60,4.110873864173311,1,0,0,4,0,7,360,5.8888779583328805,1,0,0,3,0,1,1,246.0
2,36,3.6109179126442243,1,0,1,1,6,9,50,3.9318256327243257,1,2,0,1,0,9,275,5.62040086571715,0,2,0,2,5,1,0,198.0
10,45,3.828641396489095,0,0,0,3,5,5,8,2.1972245773362196,1,2,3,1,8,5,32,3.4965075614664802,1,2,2,4,2,1,1,180.0
3,41,3.7376696182833684,0,2,1,6,1,5,16,2.833213344056216,1,1,1,2,6,5,240,5.484796933490655,1,0,0,2,0,1,1,615.0
3,26,3.295836866004329,1,2,1,5,6,1,50,3.9318256327243257,1,2,0,1,0,1,150,5.017279836814924,1,0,0,3,0,2,1,78.0
9,15,2.772588722239781,0,0,0,1,5,4,24,3.2188758248682006,1,0,4,3,4,4,240,5.484796933490655,1,0,0,2,0,3,2,150.0
6,23,3.1780538303479458,0,2,3,2,3,3,24,3.2188758248682006,1,0,4,3,4,3,360,5.8888779583328805,1,0,0,3,0,1,1,345.0
7,25,3.258096538021482,0,1,0,4,5,6,16,2.833213344056216,1,1,1,2,6,6,144,4.976733742420574,1,0,4,4,4,1,1,225.0
11,8,2.1972245773362196,1,2,3,1,8,2,50,3.9318256327243257,1,2,0,1,0,2,100,4.61512051684126,1,1,0,2,0,2,1,16.0
0,37,3.6375861597263857,0,1,2,2,7,0,10,2.3978952727983707,1,1,0,3,0,0,270,5.602118820879701,1,0,0,4,0,1,1,999.0
5,15,2.772588722239781,0,0,0,1,5,0,20,3.044522437723423,1,2,0,6,0,0,136,4.919980925828125,1,1,1,3,6,1,0,102.0
5,48,3.8918202981106265,1,0,3,6,8,0,10,2.3978952727983707,1,1,0,3,0,0,60,4.110873864173311,1,0,0,4,0,2,1,288.0
2,5,1.791759469228055,0,2,0,5,5,1,25,3.258096538021482,0,1,0,4,5,1,350,5.860786223465865,1,2,0,0,0,5,3,70.0
6,3,1.3862943611198906,0,0,3,3,3,3,15,2.772588722239781,0,0,0,1,5,3,275,5.62040086571715,0,2,0,2,5,1,1,55.0
3,27,3.332204510175204,0,0,2,6,7,6,16,2.833213344056216,1,1,1,2,6,6,224,5.41610040220442,1,2,4,0,4,1,1,378.0
6,49,3.912023005428146,0,1,4,0,9,5,8,2.1972245773362196,1,2,3,1,8,5,24,3.2188758248682006,1,0,4,3,4,1,1,147.0
6,7,2.0794415416798357,0,1,2,0,7,1,25,3.258096538021482,0,1,0,4,5,1,325,5.786897381366708,0,1,0,3,5,1,1,91.0
6,12,2.5649493574615367,1,0,2,5,2,3,40,3.713572066704308,1,1,0,5,0,3,140,4.948759890378168,1,2,0,0,0,4,0,42.0
6,35,3.58351893845611,0,2,0,0,5,9,50,3.9318256327243257,1,2,0,1,0,9,210,5.351858133476067,1,0,0,0,0,5,1,147.0
3,42,3.7612001156935624,1,0,2,0,2,3,30,3.4339872044851463,1,0,0,2,0,3,250,5.5254529391317835,1,1,0,5,0,2,0,350.0
1,33,3.5263605246161616,0,0,3,5,3,9,20,3.044522437723423,1,2,0,6,0,9,20,3.044522437723423,1,2,0,6,0,1,1,33.0
2,9,2.302585092994046,0,0,4,2,9,4,24,3.2188758248682006,1,0,4,3,4,4,128,4.859812404361672,1,2,3,2,8,1,0,48.0
8,26,3.295836866004329,1,2,1,5,6,8,30,3.4339872044851463,1,0,0,2,0,8,345,5.846438775057725,0,0,0,2,5,1,0,299.0
4,24,3.2188758248682006,1,0,4,3,4,7,60,4.110873864173311,1,0,0,4,0,7,280,5.638354669333745,1,1,0,0,0,4,0,112.0
2,14,2.70805020110221,1,2,4,0,4,8,50,3.9318256327243257,1,2,0,1,0,8,50,3.9318256327243257,1,2,0,1,0,2,1,14.0
0,31,3.4657359027997265,0,1,1,3,1,6,16,2.833213344056216,1,1,1,2,6,6,112,4.727387818712341,1,1,2,0,2,1,1,217.0
1,41,3.7376696182833684,0,2,1,6,1,1,10,2.3978952727983707,1,1,0,3,0,1,110,4.709530201312334,1,2,0,5,0,1,1,451.0
8,5,1.791759469228055,0,2,0,5,5,9,50,3.9318256327243257,1,2,0,1,0,9,30,3.4339872044851463,1,0,0,2,0,5,2,3.0
9,11,2.4849066497880004,0,2,1,4,1,0,20,3.044522437723423,1,2,0,6,0,0,40,3.713572066704308,1,1,0,5,0,1,1,22.0
5,3,1.3862943611198906,0,0,3,3,3,1,50,3.9318256327243257,1,2,0,1,0,1,100,4.61512051684126,1,1,0,2,0,1,1,6.0
3,3,1.3862943611198906,0,0,3,3,3,1,50,3.9318256327243257,1,2,0,1,0,1,200,5.303304908059076,1,2,0,4,0,1,1,12.0
3,44,3.8066624897703196,1,2,4,2,4,2,200,5.303304908059076,1,2,0,4,0,2,100,4.61512051684126,1,1,0,2,0,4,1,22.0
10,21,3.091042453358316,0,0,1,0,1,9,50,3.9318256327243257,1,2,0,1,0,9,250,5.5254529391317835,1,1,0,5,0,1,1,105.0
10,40,3.713572066704308,1,1,0,5,0,4,6,1.9459101490553132,1,0,1,6,6,4,195,5.278114659230517,0,0,0,6,5,1,0,1300.0
4,19,2.995732273553991,0,1,4,5,9,7,60,4.110873864173311,1,0,0,4,0,7,120,4.795790545596741,1,0,0,1,0,1,1,38.0
11,32,3.4965075614664802,1,2,2,4,2,3,20,3.044522437723423,1,2,0,6,0,3,105,4.663439094112067,0,0,0,0,5,1,0,168.0
10,36,3.6109179126442243,1,0,1,1,6,1,10,2.3978952727983707,1,1,0,3,0,1,180,5.198497031265826,1,0,0,5,0,2,2,648.0
1,20,3.044522437723423,1,2,0,6,0,2,50,3.9318256327243257,1,2,0,1,0,2,110,4.709530201312334,1,2,0,5,0,10,0,44.0
7,33,3.5263605246161616,0,0,3,5,3,0,10,2.3978952727983707,1,1,0,3,0,0,340,5.831882477283517,1,1,0,4,0,1,1,1122.0
11,14,2.70805020110221,1,2,4,0,4,6,16,2.833213344056216,1,1,1,2,6,6,288,5.666426688112432,1,0,3,1,8,2,1,252.0
11,43,3.784189633918261,0,1,3,1,3,2,200,5.303304908059076,1,2,0,4,0,2,200,5.303304908059076,1,2,0,4,0,1,1,43.0
9,46,3.8501476017100584,1,1,1,4,6,4,24,3.2188758248682006,1,0,4,3,4,4,96,4.574710978503383,1,0,1,5,6,2,1,184.0
7,11,2.4849066497880004,0,2,1,4,1,5,8,2.1972245773362196,1,2,3,1,8,5,40,3.713572066704308,1,1,0,5,0,1,1,55.0
7,25,3.258096538021482,0,1,0,4,5,5,8,2.1972245773362196,1,2,3,1,8,5,272,5.60947179518496,1,2,2,6,2,1,1,850.0
2,18,2.9444389791664403,1,0,3,4,8,6,16,2.833213344056216,1,1,1,2,6,6,352,5.8664680569332965,1,1,2,2,2,2,1,396.0
4,48,3.8918202981106265,1,0,3,6,8,4,24,3.2188758248682006,1,0,4,3,4,4,171,5.147494476813453,0,0,1,3,1,3,1,342.0
9,45,3.828641396489095,0,0,0,3,5,5,8,2.1972245773362196,1,2,3,1,8,5,224,5.41610040220442,1,2,4,0,4,1,1,1260.0
8,46,3.8501476017100584,1,1,1,4,6,7,60,4.110873864173311,1,0,0,4,0,7,360,5.8888779583328805,1,0,0,3,0,2,1,276.0
5,19,2.995732273553991,0,1,4,5,9,5,8,2.1972245773362196,1,2,3,1,8,5,200,5.303304908059076,1,2,0,4,0,1,1,475.0
5,32,3.4965075614664802,1,2,2,4,2,0,20,3.044522437723423,1,2,0,6,0,0,20,3.044522437723423,1,2,0,6,0,4,1,32.0
9,12,2.5649493574615367,1,0,2,5,2,3,24,3.2188758248682006,1,0,4,3,4,3,272,5.60947179518496,1,2,2,6,2,4,1,136.0
7,39,3.6888794541139363,0,0,4,4,9,6,16,2.833213344056216,1,1,1,2,6,6,144,4.976733742420574,1,0,4,4,4,1,1,351.0
9,24,3.2188758248682006,1,0,4,3,4,9,20,3.044522437723423,1,2,0,6,0,9,270,5.602118820879701,1,0,0,4,0,2,0,324.0
10,24,3.2188758248682006,1,0,4,3,4,6,16,2.833213344056216,1,1,1,2,6,6,364,5.8998973535824915,1,1,4,0,4,4,0,546.0
10,45,3.828641396489095,0,0,0,3,5,7,60,4.110873864173311,1,0,0,4,0,7,192,5.262690188904886,1,0,2,3,2,3,0,144.0
0,49,3.912023005428146,0,1,4,0,9,4,6,1.9459101490553132,1,0,1,6,6,4,174,5.1647859739235145,1,0,4,6,4,1,1,1421.0
9,17,2.8903717578961645,0,2,2,3,7,1,25,3.258096538021482,0,1,0,4,5,1,50,3.9318256327243257,1,2,0,1,0,1,1,34.0
3,34,3.5553480614894135,1,1,4,6,4,3,10,2.3978952727983707,1,1,0,3,0,3,105,4.663439094112067,0,0,0,0,5,1,0,357.0
7,14,2.70805020110221,1,2,4,0,4,4,12,2.5649493574615367,1,0,2,5,2,4,84,4.442651256490317,1,0,4,0,4,2,2,98.0
3,18,2.9444389791664403,1,0,3,4,8,7,60,4.110873864173311,1,0,0,4,0,7,20,3.044522437723423,1,2,0,6,0,2,1,6.0
6,5,1.791759469228055,0,2,0,5,5,5,8,2.1972245773362196,1,2,3,1,8,5,184,5.220355825078324,1,1,4,2,4,1,1,115.0
9,29,3.4011973816621555,0,2,4,1,9,3,12,2.5649493574615367,1,0,2,5,2,3,108,4.6913478822291435,1,0,3,3,8,1,1,261.0
2,17,2.8903717578961645,0,2,2,3,7,1,25,3.258096538021482,0,1,0,4,5,1,275,5.62040086571715,0,2,0,2,5,1,1,187.0
1,45,3.828641396489095,0,0,0,3,5,8,40,3.713572066704308,1,1,0,5,0,8,352,5.8664680569332965,1,1,2,2,2,1,0,396.0
7,37,3.6375861597263857,0,1,2,2,7,6,16,2.833213344056216,1,1,1,2,6,6,256,5.54907608489522,1,1,1,4,6,1,1,592.0
8,5,1.791759469228055,0,2,0,5,5,0,10,2.3978952727983707,1,1,0,3,0,0,288,5.666426688112432,1,0,3,1,8,1,1,144.0
0,13,2.6390573296152584,0,1,3,6,3,3,40,3.713572066704308,1,1,0,5,0,3,240,5.484796933490655,1,0,0,2,0,1,1,78.0
2,18,2.9444389791664403,1,0,3,4,8,2,100,4.61512051684126,1,1,0,2,0,2,200,5.303304908059076,1,2,0,4,0,2,1,36.0
0,32,3.4965075614664802,1,2,2,4,2,2,50,3.9318256327243257,1,2,0,1,0,2,25,3.258096538021482,0,1,0,4,5,1,1,16.0
1,12,2.5649493574615367,1,0,2,5,2,2,100,4.61512051684126,1,1,0,2,0,2,100,4.61512051684126,1,1,0,2,0,4,1,12.0
0,49,3.912023005428146,0,1,4,0,9,4,12,2.5649493574615367,1,0,2,5,2,4,240,5.484796933490655,1,0,0,2,0,1,1,980.0
7,13,2.6390573296152584,0,1,3,6,3,8,30,3.4339872044851463,1,0,0,2,0,8,210,5.351858133476067,1,0,0,0,0,1,1,91.0
2,25,3.258096538021482,0,1,0,4,5,0,10,2.3978952727983707,1,1,0,3,0,0,214,5.3706380281276624,1,1,4,4,4,1,0,535.0
4,44,3.8066624897703196,1,2,4,2,4,0,10,2.3978952727983707,1,1,0,3,0,0,110,4.709530201312334,1,2,0,5,0,2,1,484.0
9,35,3.58351893845611,0,2,0,0,5,0,10,2.3978952727983707,1,1,0,3,0,0,294,5.68697535633982,1,0,4,0,4,1,0,1029.0
11,30,3.4339872044851463,1,0,0,2,0,9,50,3.9318256327243257,1,2,0,1,0,9,15,2.772588722239781,0,0,0,1,5,5,1,9.0
9,11,2.4849066497880004,0,2,1,4,1,1,25,3.258096538021482,0,1,0,4,5,1,125,4.836281906951478,0,2,0,6,5,1,1,55.0
