slot_items_per_container,slot_items_per_container_abs_log1p,slot_items_per_container_is_even,slot_items_per_container_mod3,slot_items_per_container_mod5,slot_items_per_container_mod7,slot_items_per_container_mod10,slot_num_containers,slot_num_containers_abs_log1p,slot_num_containers_is_even,slot_num_containers_mod3,slot_num_containers_mod5,slot_num_containers_mod7,slot_num_containers_mod10,slot_duration_per_item,slot_duration_per_item_abs_log1p,slot_duration_per_item_is_even,slot_duration_per_item_mod3,slot_duration_per_item_mod5,slot_duration_per_item_mod7,slot_duration_per_item_mod10,slot_time_unit,slot_person_name,slot_item_noun_plural,slot_container_noun_singular,slot_container_noun_plural,gcd_all,n_multiple_pairs,y
376,5.932245187448011,1,1,1,5,6,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,0,9,3,2,2,1,1,9400.0
431,6.068425588244111,0,2,1,4,1,36,3.6109179126442243,1,0,1,1,6,9,2.302585092994046,0,0,4,2,9,0,0,5,3,3,1,1,139644.0
333,5.811140992976701,0,0,3,4,3,20,3.044522437723423,1,2,0,6,0,11,2.4849066497880004,0,2,1,4,1,0,2,0,0,0,1,0,73260.0
109,4.700480365792417,0,1,4,4,9,37,3.6375861597263857,0,1,2,2,7,78,4.3694478524670215,1,0,3,1,8,1,5,4,1,1,1,0,314574.0
309,5.736572297479192,0,0,4,1,9,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,0,7,3,5,5,1,0,12978.0
464,6.142037405587356,1,2,4,2,4,55,4.02535169073515,0,1,0,6,5,11,2.4849066497880004,0,2,1,4,1,0,5,3,5,5,1,1,280720.0
795,6.679599185844383,0,0,0,4,5,27,3.332204510175204,0,0,2,6,7,9,2.302585092994046,0,0,4,2,9,0,5,2,5,5,3,1,193185.0
217,5.384495062789089,0,1,2,0,7,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,0,2,3,3,3,1,1,48825.0
708,6.5638555265321274,1,0,3,1,8,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,0,1,3,0,0,1,0,54516.0
200,5.303304908059076,1,2,0,4,0,44,3.8066624897703196,1,2,4,2,4,9,2.302585092994046,0,0,4,2,9,0,8,4,3,3,1,0,79200.0
639,6.461468176353717,0,0,4,2,9,32,3.4965075614664802,1,2,2,4,2,7,2.0794415416798357,0,1,2,0,7,0,5,5,1,1,1,0,143136.0
653,6.483107351457199,0,2,3,2,3,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,0,0,0,0,0,1,1,18284.0
590,6.3818160174060985,1,2,0,2,0,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,0,3,0,1,1,2,2,59000.0
476,6.1675164908883415,1,2,1,0,6,43,3.784189633918261,0,1,3,1,3,6,1.9459101490553132,1,0,1,6,6,0,6,4,2,2,1,0,122808.0
259,5.560681631015528,0,1,4,0,9,19,2.995732273553991,0,1,4,5,9,6,1.9459101490553132,1,0,1,6,6,0,9,0,4,4,1,0,29526.0
287,5.662960480135946,0,2,2,0,7,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,0,1,2,1,1,1,1,27552.0
792,6.675823221634848,1,0,2,1,2,56,4.04305126783455,1,2,1,0,6,52,3.970291913552122,1,1,2,3,2,1,2,4,4,4,4,0,2306304.0
557,6.324358962381311,0,2,2,4,7,56,4.04305126783455,1,2,1,0,6,3,1.3862943611198906,0,0,3,3,3,0,8,1,0,0,1,0,93576.0
206,5.332718793265369,1,2,1,3,6,53,3.9889840465642745,0,2,3,4,3,8,2.1972245773362196,1,2,3,1,8,0,4,0,5,5,1,0,87344.0
634,6.453624998892692,1,1,4,4,4,27,3.332204510175204,0,0,2,6,7,161,5.087596335232384,0,2,1,0,1,1,7,2,4,4,1,0,2755998.0
780,6.660575149839686,1,0,0,3,0,55,4.02535169073515,0,1,0,6,5,146,4.990432586778736,1,2,1,6,6,1,8,0,4,4,1,0,6263400.0
152,5.030437921392435,1,2,2,5,2,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,0,4,3,5,5,1,1,4104.0
696,6.546785410760524,1,0,1,3,6,48,3.8918202981106265,1,0,3,6,8,133,4.897839799950911,0,1,3,0,3,1,2,0,5,5,1,0,4443264.0
553,6.317164686747284,0,1,3,0,3,14,2.70805020110221,1,2,4,0,4,10,2.3978952727983707,1,1,0,3,0,0,6,4,4,4,1,0,77420.0
732,6.597145701886651,1,0,2,4,2,57,4.060443010546419,0,0,2,1,7,6,1.9459101490553132,1,0,1,6,6,0,9,0,4,4,3,1,250344.0
141,4.955827057601261,0,0,1,1,1,17,2.8903717578961645,0,2,2,3,7,8,2.1972245773362196,1,2,3,1,8,0,5,5,4,4,1,0,19176.0
759,6.633318433280377,0,0,4,3,9,24,3.2188758248682006,1,0,4,3,4,175,5.170483995038151,0,1,0,0,5,1,1,0,5,5,1,0,3187800.0
73,4.30406509320417,0,1,3,3,3,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,0,3,0,4,4,1,0,9636.0
98,4.59511985013459,1,2,3,0,8,51,3.9512437185814275,0,0,1,2,1,114,4.74493212836325,1,0,4,2,4,1,1,2,0,0,1,0,569772.0
119,4.787491742782046,0,2,4,0,9,35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,0,0,2,4,4,1,0,16660.0
365,5.902633333401366,0,2,0,1,5,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,0,2,1,5,5,5,2,63875.0
800,6.68586094706836,1,2,0,2,0,19,2.995732273553991,0,1,4,5,9,7,2.0794415416798357,0,1,2,0,7,0,8,0,4,4,1,0,106400.0
172,5.153291594497779,1,1,2,4,2,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,0,2,3,3,3,4,1,24768.0
265,5.583496308781699,0,1,0,6,5,21,3.091042453358316,0,0,1,0,1,86,4.465908118654584,1,2,1,2,6,1,5,2,1,1,1,0,478590.0
520,6.255750041753367,1,1,0,2,0,31,3.4657359027997265,0,1,1,3,1,2,1.0986122886681098,1,2,2,2,2,0,2,4,0,0,1,1,32240.0
465,6.144185634125646,0,0,0,3,5,35,3.58351893845611,0,2,0,0,5,131,4.882801922586371,0,2,1,5,1,1,3,5,2,2,1,0,2132025.0
124,4.8283137373023015,1,1,4,5,4,39,3.6888794541139363,0,0,4,4,9,169,5.135798437050262,0,1,4,1,9,1,7,2,1,1,1,0,817284.0
343,5.840641657373398,0,1,3,0,3,37,3.6375861597263857,0,1,2,2,7,59,4.0943445622221,0,2,4,3,9,1,8,4,1,1,1,0,748769.0
82,4.418840607796598,1,1,2,5,2,39,3.6888794541139363,0,0,4,4,9,5,1.791759469228055,0,2,0,5,5,0,5,0,5,5,1,0,15990.0
262,5.572154032177765,1,1,2,3,2,28,3.367295829986474,1,1,3,0,8,43,3.784189633918261,0,1,3,1,3,1,2,0,4,4,1,0,315448.0
343,5.840641657373398,0,1,3,0,3,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,0,5,3,0,0,1,1,15092.0
362,5.8944028342648505,1,2,2,5,2,39,3.6888794541139363,0,0,4,4,9,9,2.302585092994046,0,0,4,2,9,0,7,4,1,1,1,0,127062.0
255,5.545177444479562,0,0,0,3,5,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,0,0,0,1,1,1,0,25245.0
564,6.336825731146441,1,0,4,4,4,27,3.332204510175204,0,0,2,6,7,126,4.844187086458591,1,0,1,0,6,1,6,0,0,0,3,0,1918728.0
767,6.643789733147672,0,2,2,4,7,9,2.302585092994046,0,0,4,2,9,168,5.1298987149230735,1,0,3,0,8,1,5,0,5,5,1,0,1159704.0
499,6.214608098422191,0,1,4,2,9,16,2.833213344056216,1,1,1,2,6,9,2.302585092994046,0,0,4,2,9,0,1,0,2,2,1,0,71856.0
22,3.1354942159291497,1,1,2,1,2,54,4.007333185232471,1,0,4,5,4,7,2.0794415416798357,0,1,2,0,7,0,2,5,5,5,1,0,8316.0
656,6.48768401848461,1,2,1,5,6,24,3.2188758248682006,1,0,4,3,4,157,5.062595033026967,0,1,2,3,7,1,4,4,5,5,1,0,2471808.0
675,6.516193076042964,0,0,0,3,5,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,0,9,5,1,1,1,0,162000.0
297,5.697093486505405,0,0,2,3,7,37,3.6375861597263857,0,1,2,2,7,75,4.330733340286331,0,0,0,5,5,1,1,4,5,5,1,0,824175.0
372,5.921578419643816,1,0,2,1,2,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,0,8,4,4,4,3,2,53568.0
111,4.718498871295094,0,0,1,6,1,45,3.828641396489095,0,0,0,3,5,88,4.48863636973214,1,1,3,4,8,1,3,2,5,5,1,0,439560.0
254,5.541263545158426,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,1,9,4,3,3,2,2,5080.0
441,6.091309882077698,0,0,1,0,1,29,3.4011973816621555,0,2,4,1,9,11,2.4849066497880004,0,2,1,4,1,0,9,3,0,0,1,0,140679.0
564,6.336825731146441,1,0,4,4,4,44,3.8066624897703196,1,2,4,2,4,96,4.574710978503383,1,0,1,5,6,1,3,1,0,0,4,0,2382336.0
310,5.739792912179234,1,1,0,2,0,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,0,4,3,1,1,10,3,31000.0
371,5.918893854273146,0,2,1,0,1,37,3.6375861597263857,0,1,2,2,7,114,4.74493212836325,1,0,4,2,4,1,8,5,1,1,1,0,1564878.0
302,5.713732805509369,1,2,2,1,2,20,3.044522437723423,1,2,0,6,0,145,4.983606621708336,0,1,0,5,5,1,2,5,1,1,1,0,875800.0
523,6.261491684321042,0,1,3,5,3,8,2.1972245773362196,1,2,3,1,8,110,4.709530201312334,1,2,0,5,0,1,9,3,2,2,1,0,460240.0
471,6.156978985585555,0,0,1,2,1,34,3.5553480614894135,1,1,4,6,4,73,4.30406509320417,0,1,3,3,3,1,3,4,3,3,1,0,1169022.0
531,6.2766434893416445,0,0,1,6,1,36,3.6109179126442243,1,0,1,1,6,6,1.9459101490553132,1,0,1,6,6,0,9,5,3,3,3,1,114696.0
519,6.253828811575473,0,0,4,1,9,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,0,1,6,6,0,2,3,5,5,1,0,40482.0
632,6.450470422144176,1,2,2,2,2,37,3.6375861597263857,0,1,2,2,7,2,1.0986122886681098,1,2,2,2,2,0,9,1,4,4,1,1,46768.0
699,6.551080335043404,0,0,4,6,9,23,3.1780538303479458,0,2,3,2,3,78,4.3694478524670215,1,0,3,1,8,1,9,3,4,4,1,0,1254006.0
334,5.814130531825066,1,1,4,5,4,19,2.995732273553991,0,1,4,5,9,9,2.302585092994046,0,0,4,2,9,0,0,2,4,4,1,0,57114.0
353,5.869296913133774,0,2,3,3,3,50,3.9318256327243257,1,2,0,1,0,9,2.302585092994046,0,0,4,2,9,0,6,5,1,1,1,0,158850.0
745,6.61472560020376,0,1,0,3,5,36,3.6109179126442243,1,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,0,9,1,3,3,1,0,214560.0
723,6.584791392385716,0,0,3,2,3,3,1.3862943611198906,0,0,3,3,3,69,4.248495242049359,0,0,4,6,9,1,5,1,1,1,3,2,149661.0
70,4.2626798770413155,1,1,0,0,0,37,3.6375861597263857,0,1,2,2,7,11,2.4849066497880004,0,2,1,4,1,0,8,5,4,4,1,0,28490.0
512,6.240275845170769,1,2,2,1,2,40,3.713572066704308,1,1,0,5,0,179,5.19295685089021,0,2,4,4,9,1,2,0,0,0,1,0,3665920.0
481,6.1779441140506,0,1,1,5,1,43,3.784189633918261,0,1,3,1,3,138,4.9344739331306915,1,0,3,5,8,1,2,5,0,0,1,0,2854254.0
58,4.07753744390572,1,1,3,2,8,15,2.772588722239781,0,0,0,1,5,137,4.927253685157205,0,2,2,4,7,1,7,2,1,1,1,0,119190.0
193,5.267858159063328,0,1,3,4,3,22,3.1354942159291497,1,1,2,1,2,100,4.61512051684126,1,1,0,2,0,1,7,0,0,0,1,0,424600.0
413,6.025865973825314,0,2,3,0,3,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,1,9,3,5,5,1,1,26432.0
24,3.2188758248682006,1,0,4,3,4,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,0,2,0,0,0,2,2,672.0
392,5.973809611869261,1,2,2,0,2,51,3.9512437185814275,0,0,1,2,1,80,4.394449154672439,1,2,0,3,0,1,4,0,2,2,1,0,1599360.0
315,5.755742213586912,0,0,0,0,5,51,3.9512437185814275,0,0,1,2,1,136,4.919980925828125,1,1,1,3,6,1,8,4,4,4,1,0,2184840.0
382,5.948034989180646,1,1,2,4,2,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,0,0,3,2,2,1,0,22920.0
633,6.452048954437226,0,0,3,3,3,32,3.4965075614664802,1,2,2,4,2,10,2.3978952727983707,1,1,0,3,0,0,0,5,2,2,1,0,202560.0
684,6.529418838262226,1,0,4,5,4,58,4.07753744390572,1,1,3,2,8,90,4.51085950651685,1,0,0,6,0,1,1,5,5,5,2,0,3570480.0
791,6.674561391814426,0,2,1,0,1,37,3.6375861597263857,0,1,2,2,7,9,2.302585092994046,0,0,4,2,9,0,5,0,3,3,1,0,263403.0
333,5.811140992976701,0,0,3,4,3,33,3.5263605246161616,0,0,3,5,3,35,3.58351893845611,0,2,0,0,5,1,5,1,0,0,1,0,384615.0
41,3.7376696182833684,0,2,1,6,1,24,3.2188758248682006,1,0,4,3,4,95,4.564348191467836,0,2,0,4,5,1,0,5,2,2,1,0,93480.0
275,5.62040086571715,0,2,0,2,5,53,3.9889840465642745,0,2,3,4,3,143,4.969813299576001,0,2,3,3,3,1,4,4,5,5,1,0,2084225.0
755,6.628041376179533,0,2,0,6,5,53,3.9889840465642745,0,2,3,4,3,9,2.302585092994046,0,0,4,2,9,0,5,0,1,1,1,0,360135.0
774,6.652863029353347,1,0,4,4,4,45,3.828641396489095,0,0,0,3,5,6,1.9459101490553132,1,0,1,6,6,0,9,4,2,2,3,1,208980.0
507,6.230481447578482,0,0,2,3,7,46,3.8501476017100584,1,1,1,4,6,8,2.1972245773362196,1,2,3,1,8,0,5,5,1,1,1,0,186576.0
273,5.6131281063880705,0,0,3,0,3,27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,0,2,0,5,5,0,4,4,0,0,1,0,36855.0
363,5.8971538676367405,0,0,3,6,3,52,3.970291913552122,1,1,2,3,2,33,3.5263605246161616,0,0,3,5,3,1,4,2,0,0,1,1,622908.0
686,6.532334292222349,1,2,1,0,6,13,2.6390573296152584,0,1,3,6,3,177,5.181783550292085,0,0,2,2,7,1,7,5,0,0,1,0,1578486.0
417,6.035481432524756,0,0,2,4,7,37,3.6375861597263857,0,1,2,2,7,167,5.123963979403259,0,2,2,6,7,1,8,1,3,3,1,0,2576643.0
173,5.159055299214529,0,2,3,5,3,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,0,3,1,3,3,1,0,7266.0
760,6.634633357861686,1,1,0,4,0,4,1.6094379124341003,1,1,4,4,4,104,4.653960350157523,1,2,4,6,4,1,1,4,0,0,4,2,316160.0
105,4.663439094112067,0,0,0,0,5,31,3.4657359027997265,0,1,1,3,1,98,4.59511985013459,1,2,3,0,8,1,4,1,3,3,1,0,318990.0
69,4.248495242049359,0,0,4,6,9,43,3.784189633918261,0,1,3,1,3,8,2.1972245773362196,1,2,3,1,8,0,5,3,0,0,1,0,23736.0
778,6.658011045870748,1,1,3,1,8,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,0,4,5,0,0,1,0,84024.0
184,5.220355825078324,1,1,4,2,4,13,2.6390573296152584,0,1,3,6,3,8,2.1972245773362196,1,2,3,1,8,0,2,1,4,4,1,1,19136.0
642,6.466144724237619,1,0,2,5,2,23,3.1780538303479458,0,2,3,2,3,8,2.1972245773362196,1,2,3,1,8,0,3,5,0,0,1,0,118128.0
259,5.560681631015528,0,1,4,0,9,43,3.784189633918261,0,1,3,1,3,131,4.882801922586371,0,2,1,5,1,1,3,4,2,2,1,0,1458947.0
728,6.591673732008658,1,2,3,0,8,51,3.9512437185814275,0,0,1,2,1,7,2.0794415416798357,0,1,2,0,7,1,5,0,5,5,1,1,259896.0
760,6.634633357861686,1,1,0,4,0,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,0,6,1,0,0,4,3,24320.0
372,5.921578419643816,1,0,2,1,2,41,3.7376696182833684,0,2,1,6,1,3,1.3862943611198906,0,0,3,3,3,0,9,5,3,3,1,1,45756.0
436,6.07993319509559,1,1,1,2,6,11,2.4849066497880004,0,2,1,4,1,148,5.003946305945459,1,1,3,1,8,1,9,3,3,3,1,0,709808.0
390,5.968707559985366,1,0,0,5,0,32,3.4965075614664802,1,2,2,4,2,164,5.10594547390058,1,2,4,3,4,1,7,5,1,1,2,0,2046720.0
518,6.251903883165888,1,2,3,0,8,21,3.091042453358316,0,0,1,0,1,8,2.1972245773362196,1,2,3,1,8,0,0,3,5,5,1,0,87024.0
339,5.8289456176102075,0,0,4,3,9,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,0,7,5,0,0,3,2,24408.0
333,5.811140992976701,0,0,3,4,3,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,1,8,3,0,0,1,0,25641.0
329,5.799092654460526,0,2,4,0,9,51,3.9512437185814275,0,0,1,2,1,10,2.3978952727983707,1,1,0,3,0,0,0,0,1,1,1,0,167790.0
631,6.448889394146858,0,1,1,1,1,41,3.7376696182833684,0,2,1,6,1,5,1.791759469228055,0,2,0,5,5,0,4,3,2,2,1,0,129355.0
592,6.385194398997726,1,1,2,4,2,15,2.772588722239781,0,0,0,1,5,140,4.948759890378168,1,2,0,0,0,1,7,4,2,2,1,0,1243200.0
155,5.049856007249537,0,2,0,1,5,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,0,7,0,4,4,1,0,13640.0
700,6.55250788703459,1,1,0,0,0,23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,0,2,1,1,1,1,0,48300.0
160,5.081404364984463,1,1,0,6,0,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,0,1,4,1,1,1,1,10400.0
183,5.214935757608986,0,0,3,1,3,36,3.6109179126442243,1,0,1,1,6,5,1.791759469228055,0,2,0,5,5,0,1,4,0,0,1,0,32940.0
35,3.58351893845611,0,2,0,0,5,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,0,3,3,5,5,1,2,1225.0
784,6.665683717782408,1,1,4,0,4,31,3.4657359027997265,0,1,1,3,1,86,4.465908118654584,1,2,1,2,6,1,1,3,1,1,1,0,2090144.0
230,5.442417710521793,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,0,3,5,5,1,1,3220.0
328,5.796057750765372,1,1,3,6,8,27,3.332204510175204,0,0,2,6,7,142,4.962844630259907,1,1,2,2,2,1,7,0,4,4,1,0,1257552.0
429,6.063785208687608,0,0,4,2,9,48,3.8918202981106265,1,0,3,6,8,11,2.4849066497880004,0,2,1,4,1,0,6,3,1,1,1,1,226512.0
789,6.672032945461067,0,0,4,5,9,53,3.9889840465642745,0,2,3,4,3,140,4.948759890378168,1,2,0,0,0,1,2,4,5,5,1,0,5854380.0
609,6.413458957167357,0,0,4,0,9,19,2.995732273553991,0,1,4,5,9,160,5.081404364984463,1,1,0,6,0,1,6,0,0,0,1,0,1851360.0
716,6.57507584059962,1,2,1,2,6,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,0,0,5,1,1,1,1,161100.0
390,5.968707559985366,1,0,0,5,0,52,3.970291913552122,1,1,2,3,2,3,1.3862943611198906,0,0,3,3,3,0,6,0,5,5,1,1,60840.0
172,5.153291594497779,1,1,2,4,2,33,3.5263605246161616,0,0,3,5,3,8,2.1972245773362196,1,2,3,1,8,0,3,3,2,2,1,0,45408.0
228,5.43372200355424,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,0,0,1,3,3,2,1,22800.0
31,3.4657359027997265,0,1,1,3,1,45,3.828641396489095,0,0,0,3,5,7,2.0794415416798357,0,1,2,0,7,1,2,1,5,5,1,0,9765.0
367,5.908082938168931,0,1,2,3,7,31,3.4657359027997265,0,1,1,3,1,151,5.0238805208462765,0,1,1,4,1,1,6,4,1,1,1,0,1717927.0
104,4.653960350157523,1,2,4,6,4,21,3.091042453358316,0,0,1,0,1,154,5.043425116919247,1,1,4,0,4,1,3,4,5,5,1,0,336336.0
411,6.021023349349527,0,0,1,5,1,35,3.58351893845611,0,2,0,0,5,83,4.430816798843313,0,2,3,6,3,1,4,1,4,4,1,0,1193955.0
20,3.044522437723423,1,2,0,6,0,40,3.713572066704308,1,1,0,5,0,12,2.5649493574615367,1,0,2,5,2,0,1,3,1,1,4,1,9600.0
411,6.021023349349527,0,0,1,5,1,22,3.1354942159291497,1,1,2,1,2,12,2.5649493574615367,1,0,2,5,2,0,4,3,1,1,1,0,108504.0
708,6.5638555265321274,1,0,3,1,8,11,2.4849066497880004,0,2,1,4,1,110,4.709530201312334,1,2,0,5,0,1,9,0,2,2,1,1,856680.0
215,5.375278407684165,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,0,9,5,3,3,1,1,13760.0
482,6.180016653652572,1,2,2,6,2,36,3.6109179126442243,1,0,1,1,6,88,4.48863636973214,1,1,3,4,8,1,3,5,2,2,2,0,1526976.0
335,5.817111159963204,0,2,0,6,5,25,3.258096538021482,0,1,0,4,5,175,5.170483995038151,0,1,0,0,5,1,7,3,3,3,5,1,1465625.0
584,6.371611847231857,1,2,4,3,4,59,4.0943445622221,0,2,4,3,9,57,4.060443010546419,0,0,2,1,7,1,3,0,4,4,1,0,1963992.0
702,6.555356891810665,1,0,2,2,2,16,2.833213344056216,1,1,1,2,6,165,5.111987788356544,0,0,0,4,5,1,8,2,5,5,1,0,1853280.0
328,5.796057750765372,1,1,3,6,8,29,3.4011973816621555,0,2,4,1,9,126,4.844187086458591,1,0,1,0,6,1,8,1,3,3,1,0,1198512.0
355,5.87493073085203,0,1,0,5,5,4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,1,1,5,2,2,1,1,22720.0
470,6.154858094016418,1,2,0,1,0,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,0,1,1,5,5,10,2,94000.0
440,6.089044875446846,1,2,0,6,0,9,2.302585092994046,0,0,4,2,9,155,5.049856007249537,0,2,0,1,5,1,4,1,2,2,1,0,613800.0
781,6.661854740545311,0,1,1,4,1,24,3.2188758248682006,1,0,4,3,4,11,2.4849066497880004,0,2,1,4,1,0,9,0,4,4,1,1,206184.0
543,6.298949246855942,0,0,3,4,3,39,3.6888794541139363,0,0,4,4,9,103,4.6443908991413725,0,1,3,5,3,1,2,4,1,1,1,0,2181231.0
98,4.59511985013459,1,2,3,0,8,58,4.07753744390572,1,1,3,2,8,6,1.9459101490553132,1,0,1,6,6,1,2,1,0,0,2,0,34104.0
706,6.561030665896573,1,1,1,6,6,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,0,7,5,1,1,1,1,35300.0
41,3.7376696182833684,0,2,1,6,1,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,0,2,4,5,5,1,1,2009.0
449,6.1092475827643655,0,2,4,1,9,31,3.4657359027997265,0,1,1,3,1,58,4.07753744390572,1,1,3,2,8,1,4,3,5,5,1,0,807302.0
147,4.997212273764115,0,0,2,0,7,30,3.4339872044851463,1,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,0,3,5,3,3,1,0,35280.0
367,5.908082938168931,0,1,2,3,7,24,3.2188758248682006,1,0,4,3,4,119,4.787491742782046,0,2,4,0,9,1,0,4,4,4,1,0,1048152.0
393,5.976350909297934,0,0,3,1,3,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,0,3,4,3,3,1,1,29475.0
191,5.2574953720277815,0,2,1,2,1,16,2.833213344056216,1,1,1,2,6,47,3.871201010907891,0,2,2,5,7,1,3,4,4,4,1,0,143632.0
535,6.284134161070802,0,1,0,3,5,51,3.9512437185814275,0,0,1,2,1,146,4.990432586778736,1,2,1,6,6,1,0,1,4,4,1,0,3983610.0
266,5.58724865840025,1,2,1,0,6,50,3.9318256327243257,1,2,0,1,0,177,5.181783550292085,0,0,2,2,7,1,4,2,0,0,1,0,2354100.0
727,6.590301048196686,0,1,2,6,7,53,3.9889840465642745,0,2,3,4,3,64,4.174387269895637,1,1,4,1,4,1,6,2,4,4,1,0,2465984.0
273,5.6131281063880705,0,0,3,0,3,45,3.828641396489095,0,0,0,3,5,35,3.58351893845611,0,2,0,0,5,1,9,2,0,0,1,0,429975.0
350,5.860786223465865,1,2,0,0,0,58,4.07753744390572,1,1,3,2,8,11,2.4849066497880004,0,2,1,4,1,0,5,4,1,1,1,0,223300.0
614,6.421622267806518,1,2,4,5,4,51,3.9512437185814275,0,0,1,2,1,55,4.02535169073515,0,1,0,6,5,1,1,2,3,3,1,0,1722270.0
505,6.226536669287466,0,1,0,1,5,27,3.332204510175204,0,0,2,6,7,4,1.6094379124341003,1,1,4,4,4,0,5,0,5,5,1,0,54540.0
681,6.525029657843462,0,0,1,2,1,49,3.912023005428146,0,1,4,0,9,139,4.941642422609304,0,1,4,6,9,1,4,4,0,0,1,0,4638291.0
632,6.450470422144176,1,2,2,2,2,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,0,2,3,1,1,1,1,56880.0
628,6.444131256700441,1,1,3,5,8,18,2.9444389791664403,1,0,3,4,8,71,4.276666119016055,0,2,1,1,1,1,0,3,0,0,1,0,802584.0
46,3.8501476017100584,1,1,1,4,6,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,0,9,3,2,2,2,0,2760.0
578,6.361302477572996,1,2,3,4,8,20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,0,0,2,4,4,2,0,138720.0
237,5.472270673671475,0,0,2,6,7,20,3.044522437723423,1,2,0,6,0,108,4.6913478822291435,1,0,3,3,8,1,5,4,3,3,1,0,511920.0
396,5.983936280687191,1,0,1,4,6,9,2.302585092994046,0,0,4,2,9,87,4.477336814478207,0,0,2,3,7,1,6,1,5,5,3,1,310068.0
289,5.66988092298052,0,1,4,2,9,42,3.7612001156935624,1,0,2,0,2,122,4.812184355372417,1,2,2,3,2,1,8,2,0,0,1,0,1480836.0
337,5.823045895483019,0,1,2,1,7,7,2.0794415416798357,0,1,2,0,7,26,3.295836866004329,1,2,1,5,6,1,3,5,4,4,1,0,61334.0
427,6.059123195581797,0,1,2,0,7,51,3.9512437185814275,0,0,1,2,1,4,1.6094379124341003,1,1,4,4,4,0,4,0,4,4,1,0,87108.0
427,6.059123195581797,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,95,4.564348191467836,0,2,0,4,5,1,0,4,4,4,1,0,81130.0
