slot_name1,slot_name2,slot_sold1_whole,slot_sold1_whole_abs_log1p,slot_sold1_whole_is_even,slot_sold1_whole_mod3,slot_sold1_whole_mod5,slot_sold1_whole_mod7,slot_sold1_whole_mod10,slot_sold2_whole,slot_sold2_whole_abs_log1p,slot_sold2_whole_is_even,slot_sold2_whole_mod3,slot_sold2_whole_mod5,slot_sold2_whole_mod7,slot_sold2_whole_mod10,slot_frac_num,slot_frac_num_abs_log1p,slot_frac_num_is_even,slot_frac_num_mod3,slot_frac_num_mod5,slot_frac_num_mod7,slot_frac_num_mod10,slot_frac_den,slot_frac_den_abs_log1p,slot_frac_den_is_even,slot_frac_den_mod3,slot_frac_den_mod5,slot_frac_den_mod7,slot_frac_den_mod10,slot_frac_decimal_str,slot_container_singular,slot_container_plural,slot_item_singular,slot_item_plural,slot_total_items,slot_total_items_abs_log1p,slot_total_items_is_even,slot_total_items_mod3,slot_total_items_mod5,slot_total_items_mod7,slot_total_items_mod10,gcd_all,n_multiple_pairs,y
1,17,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,20,3.044522437723423,1,2,0,6,0,15,1,1,4,4,1404,7.247792581767846,1,0,4,4,4,1,7,360.0
6,13,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,24,2,2,1,1,840,6.734591659972948,1,0,0,0,0,1,8,200.0
9,9,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,1,1,7,7,512,6.240275845170769,1,2,2,1,2,1,6,64.0
16,5,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,3,3,0,0,920,6.825460036255307,1,2,0,3,0,1,4,100.0
11,20,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,9,2,2,2,2,222,5.407171771460119,1,0,2,5,2,1,6,30.0
11,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,8,0,0,3,3,98,4.59511985013459,1,2,3,0,8,1,3,10.0
9,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,3,3,3,3,576,6.3578422665081,1,0,1,2,6,1,6,80.0
5,12,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,3,3,6,6,120,4.795790545596741,1,0,0,1,0,1,7,16.0
4,18,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,8,4,4,4,4,396,5.983936280687191,1,0,1,4,6,1,5,45.0
3,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,2,5,5,90,4.51085950651685,1,0,0,6,0,1,10,18.0
3,19,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,2,2,4,4,616,6.424869023905388,1,1,1,0,6,1,2,55.0
6,7,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,0,3,3,7,7,1160,7.057036981697891,1,2,0,5,0,1,2,100.0
13,11,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,3,3,2,2,697,6.548219102762372,0,1,2,4,7,1,1,85.0
1,17,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,3,5,5,330,5.802118375377063,1,0,0,1,0,1,8,30.0
14,19,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,2,4,4,168,5.1298987149230735,1,0,3,0,8,1,10,28.0
10,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,25,1,1,4,4,1248,7.130098510125578,1,0,3,2,8,1,5,160.0
19,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,3,3,7,7,846,6.741700694652055,1,0,1,6,6,1,5,90.0
2,8,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,3,0,0,108,4.6913478822291435,1,0,3,3,8,1,10,12.0
8,20,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,20,3.044522437723423,1,2,0,6,0,15,2,2,6,6,1962,7.5822291942764615,1,0,2,2,2,1,3,180.0
18,6,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,1,1,1,1,561,6.331501849893691,0,0,1,1,1,1,2,55.0
7,10,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,4,4,4,152,5.030437921392435,1,2,2,5,2,1,10,38.0
21,1,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,1,6,6,224,5.41610040220442,1,2,4,0,4,1,7,16.0
6,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,24,3,3,1,1,1364,7.21890970761906,1,2,4,6,4,2,9,220.0
15,15,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,4,4,6,6,72,4.290459441148391,1,0,2,2,2,1,10,12.0
18,11,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,2,2,0,0,672,6.511745329644728,1,0,2,0,2,1,7,64.0
13,10,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,3,3,2,2,81,4.406719247264253,0,0,1,4,1,1,5,15.0
4,16,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,19,0,0,1,1,2176,7.685703061234547,1,1,1,6,6,2,9,340.0
7,0,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,20,3.044522437723423,1,2,0,6,0,22,4,4,1,1,2964,7.994632311431825,1,0,4,3,4,2,3,260.0
1,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,16,4,4,1,1,768,6.645090969505644,1,0,3,5,8,1,3,120.0
4,9,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,2,2,5,5,153,5.0369526024136295,0,0,3,6,3,1,5,15.0
7,5,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,20,3.044522437723423,1,2,0,6,0,23,1,1,5,5,3042,8.02059914989697,1,0,2,4,2,1,2,260.0
13,11,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,2,2,1,1,460,6.133398042996649,1,1,0,5,0,1,4,50.0
0,7,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,10,2,2,2,2,1472,7.29505641646263,1,2,2,2,2,2,5,160.0
16,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,3,2,2,154,5.043425116919247,1,1,4,0,4,1,6,22.0
16,17,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,0,0,5,5,480,6.175867270105761,1,0,0,4,0,1,8,80.0
5,20,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,3,3,5,5,160,5.081404364984463,1,1,0,6,0,1,6,25.0
5,18,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,0,0,0,0,646,6.472346294500901,1,1,1,2,6,1,1,68.0
14,19,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,8,4,4,2,2,1248,7.130098510125578,1,0,3,2,8,1,6,160.0
17,19,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0,0,0,0,256,5.54907608489522,1,1,1,4,6,1,9,32.0
11,15,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,0,0,6,6,336,5.820082930352362,1,0,1,0,6,1,4,30.0
3,1,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,12,3,3,2,2,312,5.746203190540153,1,0,2,4,2,1,5,40.0
5,7,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,21,0,0,1,1,1162,7.0587581525186645,1,1,2,0,2,1,4,140.0
14,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,4,4,7,7,208,5.342334251964811,1,1,3,5,8,1,7,32.0
15,19,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,10,4,4,2,2,1224,7.110696122978827,1,0,4,6,4,1,3,120.0
4,4,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,4,4,0,0,183,5.214935757608986,0,0,3,1,3,1,1,15.0
8,15,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,3,3,4,4,288,5.666426688112432,1,0,3,1,8,2,9,32.0
17,14,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,3,2,2,352,5.8664680569332965,1,1,2,2,2,1,8,32.0
11,1,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,3,6,6,60,4.110873864173311,1,0,0,4,0,1,10,20.0
5,21,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,4,2,2,480,6.175867270105761,1,0,0,4,0,1,8,40.0
18,15,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,20,3.044522437723423,1,2,0,6,0,14,0,0,7,7,474,6.163314804034641,1,0,4,5,4,1,4,60.0
12,4,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,3,3,1,1,720,6.580639137284949,1,0,0,6,0,1,5,90.0
3,9,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,2,7,7,360,5.8888779583328805,1,0,0,3,0,1,8,40.0
6,10,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,1,1,6,6,660,6.493753839851686,1,0,0,2,0,1,8,100.0
6,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,27,3,3,6,6,920,6.825460036255307,1,2,0,3,0,4,8,100.0
12,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,12,3,3,6,6,216,5.37989735354046,1,0,1,6,6,1,3,20.0
3,15,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,2,2,3,3,1000,6.90875477931522,1,1,0,6,0,1,3,80.0
3,16,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,0,6,0,26,3,3,7,7,3440,8.14351740579748,1,2,0,3,0,1,6,400.0
11,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,2,2,2,2,224,5.41610040220442,1,2,4,0,4,1,6,40.0
4,11,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,0,6,0,26,0,0,0,0,1892,7.545918151209323,1,2,2,2,2,1,4,220.0
12,14,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,1,1,1,1,104,4.653960350157523,1,2,4,6,4,1,10,16.0
12,12,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,0,0,3,3,357,5.8805329864007,0,0,2,0,7,1,2,35.0
0,13,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,10,4,4,4,4,2432,7.796880342783522,1,2,2,3,2,1,1,160.0
6,0,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,2,2,5,5,900,6.803505257608338,1,0,0,4,0,1,5,72.0
1,3,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,2,5,5,264,5.579729825986222,1,0,4,5,4,1,6,24.0
11,12,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,1,1,4,4,876,6.776506992372183,1,0,1,1,6,1,2,60.0
19,21,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,1,1,1,48,3.8918202981106265,1,0,3,6,8,1,8,6.0
12,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,1,7,7,176,5.176149732573829,1,2,1,1,6,1,7,22.0
2,18,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,2,2,2,1,1,1326,7.190676034332207,1,0,1,3,6,1,5,130.0
13,5,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,3,3,6,6,798,6.683360945766275,1,0,3,0,8,1,6,76.0
11,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0,0,3,3,300,5.707110264748875,1,0,0,6,0,1,9,30.0
4,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,1,4,4,54,4.007333185232471,1,0,4,5,4,1,6,6.0
15,19,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,4,4,5,5,300,5.707110264748875,1,0,0,6,0,1,8,60.0
14,4,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,0,6,0,26,2,2,0,0,1392,7.239214973779806,1,0,2,6,2,2,5,120.0
14,14,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,8,3,3,4,4,1672,7.422373700986824,1,1,2,6,2,1,2,190.0
8,14,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,8,3,3,7,7,98,4.59511985013459,1,2,3,0,8,1,3,10.0
7,10,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,1,7,7,72,4.290459441148391,1,0,2,2,2,1,10,8.0
21,20,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,1,1,0,0,44,3.8066624897703196,1,2,4,2,4,1,7,10.0
13,16,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,14,2.70805020110221,1,2,4,0,4,20,3.044522437723423,1,2,0,6,0,22,4,4,5,5,2160,7.6783263565068856,1,0,0,4,0,2,8,400.0
21,12,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,3,3,3,240,5.484796933490655,1,0,0,2,0,1,7,24.0
0,12,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,3,7,7,342,5.8377304471659395,1,0,2,6,2,1,6,38.0
18,11,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,10,1,1,7,7,410,6.018593214496234,1,2,0,4,0,1,6,50.0
12,16,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,0,0,7,7,330,5.802118375377063,1,0,0,1,0,1,7,60.0
7,6,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,9,4,4,0,0,1216,7.104144092987527,1,1,1,5,6,2,8,190.0
13,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,1,0,0,120,4.795790545596741,1,0,0,1,0,1,10,20.0
5,8,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,3,3,4,4,432,6.07073772800249,1,0,2,5,2,1,3,45.0
4,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,0,6,0,26,0,0,3,3,396,5.983936280687191,1,0,1,4,6,1,4,60.0
16,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0,0,2,2,84,4.442651256490317,1,0,4,0,4,1,10,14.0
6,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,2,2,3,3,864,6.762729506931879,1,0,4,3,4,1,6,90.0
16,17,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,10,1,1,1,1,930,6.836259277277067,1,0,0,6,0,1,6,150.0
18,7,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,2,2,6,6,228,5.43372200355424,1,0,3,4,8,1,6,30.0
12,6,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,0,2,2,2,2,318,5.765191102784844,1,0,3,3,8,1,3,30.0
14,17,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,2,3,3,48,3.8918202981106265,1,0,3,6,8,1,10,12.0
7,6,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,21,3,3,2,2,920,6.825460036255307,1,2,0,3,0,1,8,400.0
12,15,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,0,0,1,1,846,6.741700694652055,1,0,1,6,6,1,7,90.0
15,15,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,1,0,0,88,4.48863636973214,1,1,3,4,8,1,5,8.0
6,1,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,4,0,0,5,5,946,6.853299093186078,1,1,1,1,6,1,4,110.0
7,2,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,21,0,0,7,7,1328,7.192182058713246,1,2,3,5,8,1,4,160.0
5,17,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,2,2,4,4,522,6.259581464064923,1,0,2,4,2,1,2,45.0
8,16,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,20,3.044522437723423,1,2,0,6,0,14,2,2,1,1,2834,7.949797216161852,1,2,4,6,4,1,2,260.0
5,9,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,4,7,7,320,5.771441123130016,1,2,0,5,0,1,7,40.0
9,21,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,2,2,3,3,190,5.25227342804663,1,1,0,1,0,1,6,20.0
5,18,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,20,4,4,4,4,2640,7.878912912297133,1,0,0,1,0,2,8,400.0
15,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,4,1,1,6,6,1462,7.288244401020124,1,1,2,6,2,1,2,170.0
4,16,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1,1,4,4,252,5.53338948872752,1,0,2,0,2,1,7,24.0
12,8,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,9,2,2,6,6,924,6.829793737512425,1,0,4,0,4,1,7,110.0
0,16,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,3,3,0,0,630,6.447305862541213,1,0,0,0,0,1,6,60.0
18,16,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,3,3,7,7,88,4.48863636973214,1,1,3,4,8,1,7,20.0
