slot_old_item,slot_new_item,slot_old_units_per_day,slot_old_units_per_day_abs_log1p,slot_old_units_per_day_is_even,slot_old_units_per_day_mod3,slot_old_units_per_day_mod5,slot_old_units_per_day_mod7,slot_old_units_per_day_mod10,slot_old_unit_profit,slot_old_unit_profit_abs_log1p,slot_old_unit_profit_mod3,slot_old_unit_profit_mod7,slot_new_units_per_day,slot_new_units_per_day_abs_log1p,slot_new_units_per_day_is_even,slot_new_units_per_day_mod3,slot_new_units_per_day_mod5,slot_new_units_per_day_mod7,slot_new_units_per_day_mod10,slot_new_unit_profit,slot_new_unit_profit_abs_log1p,slot_new_unit_profit_is_even,slot_new_unit_profit_mod3,slot_new_unit_profit_mod5,slot_new_unit_profit_mod7,slot_new_unit_profit_mod10,slot_currency,gcd_all,n_multiple_pairs,y
5,2,11,2.4849066497880004,0,2,1,4,1,380,5.942799375126701,2,2,26,3.295836866004329,1,2,1,5,6,209,5.3471075307174685,0,2,4,6,9,3,1,1,30.0
8,9,17,2.8903717578961645,0,2,2,3,7,380,5.942799375126701,2,2,1,0.6931471805599453,0,1,1,1,1,7752,8.955835144218959,1,0,2,3,2,1,1,4,20.0
9,4,17,2.8903717578961645,0,2,2,3,7,420,6.042632833682381,0,0,25,3.258096538021482,0,1,0,4,5,357,5.8805329864007,0,0,2,0,7,0,1,1,25.0
2,10,20,3.044522437723423,1,2,0,6,0,400,5.993961427306569,1,1,4,1.6094379124341003,1,1,4,4,4,2900,7.972810784121404,1,2,0,2,0,2,4,5,45.0
5,0,9,2.302585092994046,0,0,4,2,9,420,6.042632833682381,0,0,7,2.0794415416798357,0,1,2,0,7,729,6.593044534142437,0,0,4,1,9,2,1,2,35.0
2,8,10,2.3978952727983707,1,1,0,3,0,360,5.8888779583328805,0,3,9,2.302585092994046,0,0,4,2,9,540,6.293419278846481,1,0,0,1,0,1,1,4,35.0
2,6,17,2.8903717578961645,0,2,2,3,7,260,5.564520407322694,2,1,13,2.6390573296152584,0,1,3,6,3,493,6.202535517187923,0,1,3,3,3,3,1,2,45.0
3,1,17,2.8903717578961645,0,2,2,3,7,260,5.564520407322694,2,1,13,2.6390573296152584,0,1,3,6,3,442,6.093569770045136,1,1,2,1,2,3,1,3,30.0
3,1,20,3.044522437723423,1,2,0,6,0,320,5.771441123130016,2,5,28,3.367295829986474,1,1,3,0,8,240,5.484796933490655,1,0,0,2,0,1,4,2,5.0
3,9,20,3.044522437723423,1,2,0,6,0,80,4.394449154672439,2,3,26,3.295836866004329,1,2,1,5,6,80,4.394449154672439,1,2,0,3,0,3,2,3,30.0
2,3,14,2.70805020110221,1,2,4,0,4,380,5.942799375126701,2,2,1,0.6931471805599453,0,1,1,1,1,7448,8.915835074176277,1,2,3,0,8,1,1,4,40.0
0,1,11,2.4849066497880004,0,2,1,4,1,380,5.942799375126701,2,2,23,3.1780538303479458,0,2,3,2,3,209,5.3471075307174685,0,2,4,6,9,0,1,1,15.0
2,3,5,1.791759469228055,0,2,0,5,5,60,4.110873864173311,0,4,15,2.772588722239781,0,0,0,1,5,25,3.258096538021482,0,1,0,4,5,2,5,4,25.0
7,9,18,2.9444389791664403,1,0,3,4,8,300,5.707110264748875,0,6,30,3.4339872044851463,1,0,0,2,0,270,5.602118820879701,1,0,0,4,0,0,6,3,50.0
2,0,10,2.3978952727983707,1,1,0,3,0,100,4.61512051684126,1,2,2,1.0986122886681098,1,2,2,2,2,725,6.587550014824796,0,2,0,4,5,0,1,3,45.0
7,3,20,3.044522437723423,1,2,0,6,0,200,5.303304908059076,2,4,1,0.6931471805599453,0,1,1,1,1,5600,8.630700432209832,1,2,0,0,0,1,1,6,40.0
5,2,20,3.044522437723423,1,2,0,6,0,60,4.110873864173311,0,4,1,0.6931471805599453,0,1,1,1,1,1800,7.496097345175956,1,0,0,1,0,0,1,6,50.0
9,6,14,2.70805020110221,1,2,4,0,4,60,4.110873864173311,0,4,24,3.2188758248682006,1,0,4,3,4,49,3.912023005428146,0,1,4,0,9,3,1,0,40.0
10,4,11,2.4849066497880004,0,2,1,4,1,360,5.8888779583328805,0,3,6,1.9459101490553132,1,0,1,6,6,858,6.755768921984255,1,0,3,4,8,2,1,3,30.0
3,0,8,2.1972245773362196,1,2,3,1,8,500,6.2166061010848646,2,3,25,3.258096538021482,0,1,0,4,5,200,5.303304908059076,1,2,0,4,0,1,1,3,25.0
3,10,13,2.6390573296152584,0,1,3,6,3,440,6.089044875446846,2,6,22,3.1354942159291497,1,1,2,1,2,364,5.8998973535824915,1,1,4,0,4,0,1,2,40.0
5,2,13,2.6390573296152584,0,1,3,6,3,60,4.110873864173311,0,4,6,1.9459101490553132,1,0,1,6,6,195,5.278114659230517,0,0,0,6,5,0,1,2,50.0
5,0,7,2.0794415416798357,0,1,2,0,7,320,5.771441123130016,2,5,18,2.9444389791664403,1,0,3,4,8,168,5.1298987149230735,1,0,3,0,8,0,1,1,35.0
3,8,20,3.044522437723423,1,2,0,6,0,420,6.042632833682381,0,0,6,1.9459101490553132,1,0,1,6,6,1470,7.293697720601438,1,0,0,0,0,0,2,3,5.0
5,2,16,2.833213344056216,1,1,1,2,6,240,5.484796933490655,0,2,18,2.9444389791664403,1,0,3,4,8,256,5.54907608489522,1,1,1,4,6,0,2,2,20.0
9,2,20,3.044522437723423,1,2,0,6,0,140,4.948759890378168,2,0,6,1.9459101490553132,1,0,1,6,6,490,6.19644412779452,1,1,0,0,0,0,2,1,5.0
4,10,11,2.4849066497880004,0,2,1,4,1,340,5.831882477283517,1,4,12,2.5649493574615367,1,0,2,5,2,374,5.926926025970411,1,2,4,3,4,2,1,1,20.0
8,7,9,2.302585092994046,0,0,4,2,9,320,5.771441123130016,2,5,16,2.833213344056216,1,1,1,2,6,198,5.293304824724492,1,0,3,2,8,2,1,2,10.0
2,5,16,2.833213344056216,1,1,1,2,6,340,5.831882477283517,1,4,4,1.6094379124341003,1,1,4,4,4,1632,7.398174092970465,1,0,2,1,2,3,4,4,20.0
7,3,15,2.772588722239781,0,0,0,1,5,300,5.707110264748875,0,6,25,3.258096538021482,0,1,0,4,5,207,5.337538079701318,0,0,2,4,7,2,1,2,15.0
10,5,7,2.0794415416798357,0,1,2,0,7,100,4.61512051684126,1,2,14,2.70805020110221,1,2,4,0,4,70,4.2626798770413155,1,1,0,0,0,0,1,3,40.0
0,8,16,2.833213344056216,1,1,1,2,6,360,5.8888779583328805,0,3,3,1.3862943611198906,0,0,3,3,3,2784,7.932003152361385,1,0,4,5,4,0,1,3,45.0
4,2,11,2.4849066497880004,0,2,1,4,1,260,5.564520407322694,2,1,22,3.1354942159291497,1,1,2,1,2,182,5.209486152841421,1,2,2,0,2,0,1,1,40.0
0,8,13,2.6390573296152584,0,1,3,6,3,220,5.3981627015177525,1,3,11,2.4849066497880004,0,2,1,4,1,286,5.659482215759621,1,1,1,6,6,0,1,3,10.0
4,5,11,2.4849066497880004,0,2,1,4,1,420,6.042632833682381,0,0,26,3.295836866004329,1,2,1,5,6,231,5.44673737166631,0,0,1,0,1,2,1,1,30.0
1,3,18,2.9444389791664403,1,0,3,4,8,380,5.942799375126701,2,2,23,3.1780538303479458,0,2,3,2,3,342,5.8377304471659395,1,0,2,6,2,1,1,1,15.0
8,1,7,2.0794415416798357,0,1,2,0,7,300,5.707110264748875,0,6,29,3.4011973816621555,0,2,4,1,9,105,4.663439094112067,0,0,0,0,5,0,1,1,45.0
8,6,6,1.9459101490553132,1,0,1,6,6,360,5.8888779583328805,0,3,4,1.6094379124341003,1,1,4,4,4,756,6.6293632534374485,1,0,1,0,6,0,2,4,40.0
5,5,19,2.995732273553991,0,1,4,5,9,460,6.133398042996649,1,5,19,2.995732273553991,0,1,4,5,9,575,6.3561076606958915,0,2,0,1,5,2,1,1,25.0
3,4,19,2.995732273553991,0,1,4,5,9,220,5.3981627015177525,1,3,19,2.995732273553991,0,1,4,5,9,231,5.44673737166631,0,0,1,0,1,3,1,1,5.0
5,0,16,2.833213344056216,1,1,1,2,6,60,4.110873864173311,0,4,24,3.2188758248682006,1,0,4,3,4,50,3.9318256327243257,1,2,0,1,0,3,2,0,25.0
5,9,6,1.9459101490553132,1,0,1,6,6,200,5.303304908059076,2,4,6,1.9459101490553132,1,0,1,6,6,290,5.673323267171493,1,2,0,3,0,0,2,1,45.0
5,6,13,2.6390573296152584,0,1,3,6,3,400,5.993961427306569,1,1,4,1.6094379124341003,1,1,4,4,4,1625,7.3938782901077555,0,2,0,1,5,2,1,2,25.0
10,9,20,3.044522437723423,1,2,0,6,0,440,6.089044875446846,2,6,10,2.3978952727983707,1,1,0,3,0,1188,7.080867896690782,1,0,3,5,8,2,2,3,35.0
7,0,11,2.4849066497880004,0,2,1,4,1,120,4.795790545596741,0,1,28,3.367295829986474,1,1,3,0,8,66,4.204692619390966,1,0,1,3,6,0,1,1,40.0
6,5,12,2.5649493574615367,1,0,2,5,2,380,5.942799375126701,2,2,9,2.302585092994046,0,0,4,2,9,608,6.411818267709897,1,2,3,6,8,1,1,0,20.0
4,9,10,2.3978952727983707,1,1,0,3,0,480,6.175867270105761,0,4,18,2.9444389791664403,1,0,3,4,8,360,5.8888779583328805,1,0,0,3,0,3,2,3,35.0
1,10,16,2.833213344056216,1,1,1,2,6,380,5.942799375126701,2,2,19,2.995732273553991,0,1,4,5,9,480,6.175867270105761,1,0,0,4,0,1,1,2,50.0
5,3,5,1.791759469228055,0,2,0,5,5,360,5.8888779583328805,0,3,9,2.302585092994046,0,0,4,2,9,260,5.564520407322694,1,2,0,1,0,2,1,3,30.0
8,10,17,2.8903717578961645,0,2,2,3,7,100,4.61512051684126,1,2,29,3.4011973816621555,0,2,4,1,9,85,4.454347296253507,0,1,0,1,5,0,1,1,45.0
5,9,17,2.8903717578961645,0,2,2,3,7,400,5.993961427306569,1,1,2,1.0986122886681098,1,2,2,2,2,4760,8.46821300919452,1,2,0,0,0,0,1,3,40.0
5,1,8,2.1972245773362196,1,2,3,1,8,400,5.993961427306569,1,1,28,3.367295829986474,1,1,3,0,8,160,5.081404364984463,1,1,0,6,0,1,4,2,40.0
6,4,16,2.833213344056216,1,1,1,2,6,220,5.3981627015177525,1,3,8,2.1972245773362196,1,2,3,1,8,484,6.184148890937483,1,1,4,1,4,2,4,1,10.0
10,7,17,2.8903717578961645,0,2,2,3,7,160,5.081404364984463,1,6,16,2.833213344056216,1,1,1,2,6,221,5.402677381872279,0,2,1,4,1,0,1,2,30.0
0,0,18,2.9444389791664403,1,0,3,4,8,440,6.089044875446846,2,6,11,2.4849066497880004,0,2,1,4,1,828,6.720220155135295,1,0,3,2,8,0,1,2,15.0
6,3,13,2.6390573296152584,0,1,3,6,3,100,4.61512051684126,1,2,14,2.70805020110221,1,2,4,0,4,130,4.875197323201151,1,1,0,4,0,1,1,1,40.0
3,9,17,2.8903717578961645,0,2,2,3,7,280,5.638354669333745,1,0,1,0.6931471805599453,0,1,1,1,1,6188,8.73052880173936,1,2,3,0,8,1,1,4,30.0
3,9,16,2.833213344056216,1,1,1,2,6,360,5.8888779583328805,0,3,29,3.4011973816621555,0,2,4,1,9,288,5.666426688112432,1,0,3,1,8,1,1,1,45.0
7,4,17,2.8903717578961645,0,2,2,3,7,400,5.993961427306569,1,1,29,3.4011973816621555,0,2,4,1,9,340,5.831882477283517,1,1,0,4,0,0,1,1,45.0
3,8,14,2.70805020110221,1,2,4,0,4,500,6.2166061010848646,2,3,9,2.302585092994046,0,0,4,2,9,1050,6.957497370876951,1,0,0,0,0,2,1,1,35.0
1,0,15,2.772588722239781,0,0,0,1,5,280,5.638354669333745,1,0,18,2.9444389791664403,1,0,3,4,8,315,5.755742213586912,0,0,0,0,5,3,1,1,35.0
4,6,15,2.772588722239781,0,0,0,1,5,100,4.61512051684126,1,2,3,1.3862943611198906,0,0,3,3,3,725,6.587550014824796,0,2,0,4,5,0,1,1,45.0
5,4,15,2.772588722239781,0,0,0,1,5,300,5.707110264748875,0,6,9,2.302585092994046,0,0,4,2,9,650,6.478509642208569,1,2,0,6,0,2,1,1,30.0
10,0,7,2.0794415416798357,0,1,2,0,7,360,5.8888779583328805,0,3,3,1.3862943611198906,0,0,3,3,3,882,6.78332520060396,1,0,2,0,2,2,1,3,5.0
4,6,10,2.3978952727983707,1,1,0,3,0,80,4.394449154672439,2,3,5,1.791759469228055,0,2,0,5,5,216,5.37989735354046,1,0,1,6,6,0,1,3,35.0
9,8,18,2.9444389791664403,1,0,3,4,8,440,6.089044875446846,2,6,3,1.3862943611198906,0,0,3,3,3,2772,7.927685045615778,1,0,2,0,2,1,1,3,5.0
7,4,10,2.3978952727983707,1,1,0,3,0,120,4.795790545596741,0,1,20,3.044522437723423,1,2,0,6,0,84,4.442651256490317,1,0,4,0,4,2,2,3,40.0
3,8,15,2.772588722239781,0,0,0,1,5,460,6.133398042996649,1,5,2,1.0986122886681098,1,2,2,2,2,5175,8.551787836180736,0,0,0,2,5,3,1,2,50.0
4,7,11,2.4849066497880004,0,2,1,4,1,340,5.831882477283517,1,4,1,0.6931471805599453,0,1,1,1,1,5610,8.632484235750972,1,0,0,3,0,1,1,4,50.0
5,7,5,1.791759469228055,0,2,0,5,5,180,5.198497031265826,0,5,3,1.3862943611198906,0,0,3,3,3,405,6.0063531596017325,0,0,0,6,5,1,1,4,35.0
9,8,9,2.302585092994046,0,0,4,2,9,220,5.3981627015177525,1,3,1,0.6931471805599453,0,1,1,1,1,2475,7.814399633804487,0,0,0,4,5,3,1,4,25.0
1,1,10,2.3978952727983707,1,1,0,3,0,80,4.394449154672439,2,3,4,1.6094379124341003,1,1,4,4,4,260,5.564520407322694,1,2,0,1,0,2,2,4,30.0
4,0,8,2.1972245773362196,1,2,3,1,8,440,6.089044875446846,2,6,4,1.6094379124341003,1,1,4,4,4,924,6.829793737512425,1,0,4,0,4,1,4,4,5.0
5,3,10,2.3978952727983707,1,1,0,3,0,300,5.707110264748875,0,6,13,2.6390573296152584,0,1,3,6,3,300,5.707110264748875,1,0,0,6,0,1,1,3,30.0
3,6,9,2.302585092994046,0,0,4,2,9,320,5.771441123130016,2,5,14,2.70805020110221,1,2,4,0,4,216,5.37989735354046,1,0,1,6,6,2,1,1,5.0
9,0,7,2.0794415416798357,0,1,2,0,7,500,6.2166061010848646,2,3,7,2.0794415416798357,0,1,2,0,7,725,6.587550014824796,0,2,0,4,5,1,1,1,45.0
5,8,20,3.044522437723423,1,2,0,6,0,420,6.042632833682381,0,0,28,3.367295829986474,1,1,3,0,8,420,6.042632833682381,1,0,0,0,0,1,4,5,40.0
1,10,7,2.0794415416798357,0,1,2,0,7,60,4.110873864173311,0,4,4,1.6094379124341003,1,1,4,4,4,126,4.844187086458591,1,0,1,0,6,2,1,2,20.0
3,6,19,2.995732273553991,0,1,4,5,9,140,4.948759890378168,2,0,7,2.0794415416798357,0,1,2,0,7,475,6.16541785423142,0,1,0,6,5,2,1,2,25.0
6,7,17,2.8903717578961645,0,2,2,3,7,420,6.042632833682381,0,0,21,3.091042453358316,0,0,1,0,1,493,6.202535517187923,0,1,3,3,3,1,1,2,45.0
4,9,15,2.772588722239781,0,0,0,1,5,200,5.303304908059076,2,4,15,2.772588722239781,0,0,0,1,5,210,5.351858133476067,1,0,0,0,0,2,5,3,5.0
6,10,19,2.995732273553991,0,1,4,5,9,280,5.638354669333745,1,0,5,1.791759469228055,0,2,0,5,5,1330,7.193685818395112,1,1,0,0,0,0,1,3,25.0
5,1,18,2.9444389791664403,1,0,3,4,8,140,4.948759890378168,2,0,1,0.6931471805599453,0,1,1,1,1,3402,8.132412674500905,1,0,2,0,2,1,1,4,35.0
5,9,20,3.044522437723423,1,2,0,6,0,440,6.089044875446846,2,6,22,3.1354942159291497,1,1,2,1,2,520,6.255750041753367,1,1,0,2,0,0,2,3,30.0
3,0,20,3.044522437723423,1,2,0,6,0,440,6.089044875446846,2,6,8,2.1972245773362196,1,2,3,1,8,1595,7.3752557780097545,0,2,0,6,5,1,1,2,45.0
10,8,18,2.9444389791664403,1,0,3,4,8,60,4.110873864173311,0,4,1,0.6931471805599453,0,1,1,1,1,1134,7.034387929915503,1,0,4,0,4,0,1,4,5.0
8,5,10,2.3978952727983707,1,1,0,3,0,460,6.133398042996649,1,5,26,3.295836866004329,1,2,1,5,6,230,5.442417710521793,1,2,0,6,0,1,2,3,30.0
5,0,18,2.9444389791664403,1,0,3,4,8,500,6.2166061010848646,2,3,6,1.9459101490553132,1,0,1,6,6,1575,7.362645270417825,0,0,0,0,5,1,1,1,5.0
2,9,5,1.791759469228055,0,2,0,5,5,100,4.61512051684126,1,2,5,1.791759469228055,0,2,0,5,5,105,4.663439094112067,0,0,0,0,5,0,5,5,5.0
9,8,16,2.833213344056216,1,1,1,2,6,440,6.089044875446846,2,6,8,2.1972245773362196,1,2,3,1,8,1232,7.117205503164344,1,2,2,0,2,3,8,4,40.0
5,9,17,2.8903717578961645,0,2,2,3,7,340,5.831882477283517,1,4,17,2.8903717578961645,0,2,2,3,7,425,6.054439346269371,0,2,0,5,5,0,17,5,25.0
1,3,18,2.9444389791664403,1,0,3,4,8,100,4.61512051684126,1,2,30,3.4339872044851463,1,0,0,2,0,84,4.442651256490317,1,0,4,0,4,2,2,0,40.0
5,5,15,2.772588722239781,0,0,0,1,5,100,4.61512051684126,1,2,2,1.0986122886681098,1,2,2,2,2,1125,7.026426808699636,0,0,0,5,5,3,1,2,50.0
10,9,9,2.302585092994046,0,0,4,2,9,360,5.8888779583328805,0,3,5,1.791759469228055,0,2,0,5,5,972,6.880384082186005,1,0,2,6,2,1,1,3,50.0
2,10,8,2.1972245773362196,1,2,3,1,8,360,5.8888779583328805,0,3,24,3.2188758248682006,1,0,4,3,4,168,5.1298987149230735,1,0,3,0,8,2,8,5,40.0
9,0,12,2.5649493574615367,1,0,2,5,2,100,4.61512051684126,1,2,2,1.0986122886681098,1,2,2,2,2,840,6.734591659972948,1,0,0,0,0,0,2,4,40.0
9,9,7,2.0794415416798357,0,1,2,0,7,300,5.707110264748875,0,6,25,3.258096538021482,0,1,0,4,5,126,4.844187086458591,1,0,1,0,6,1,1,2,50.0
6,10,11,2.4849066497880004,0,2,1,4,1,140,4.948759890378168,2,0,14,2.70805020110221,1,2,4,0,4,165,5.111987788356544,0,0,0,4,5,3,1,2,50.0
10,5,17,2.8903717578961645,0,2,2,3,7,380,5.942799375126701,2,2,1,0.6931471805599453,0,1,1,1,1,6783,8.822322177471738,0,0,3,0,3,0,1,4,5.0
8,5,18,2.9444389791664403,1,0,3,4,8,280,5.638354669333745,1,0,28,3.367295829986474,1,1,3,0,8,252,5.53338948872752,1,0,2,0,2,3,2,3,40.0
5,5,8,2.1972245773362196,1,2,3,1,8,340,5.831882477283517,1,4,6,1.9459101490553132,1,0,1,6,6,544,6.300785794663244,1,1,4,5,4,1,2,1,20.0
3,5,20,3.044522437723423,1,2,0,6,0,260,5.564520407322694,2,1,11,2.4849066497880004,0,2,1,4,1,520,6.255750041753367,1,1,0,2,0,0,1,3,10.0
4,9,20,3.044522437723423,1,2,0,6,0,420,6.042632833682381,0,0,30,3.4339872044851463,1,0,0,2,0,364,5.8998973535824915,1,1,4,0,4,0,2,2,30.0
5,0,11,2.4849066497880004,0,2,1,4,1,500,6.2166061010848646,2,3,25,3.258096538021482,0,1,0,4,5,319,5.768320995793772,0,1,4,4,9,0,1,2,45.0
5,9,20,3.044522437723423,1,2,0,6,0,240,5.484796933490655,0,2,30,3.4339872044851463,1,0,0,2,0,208,5.342334251964811,1,1,3,5,8,0,2,2,30.0
0,6,8,2.1972245773362196,1,2,3,1,8,60,4.110873864173311,0,4,24,3.2188758248682006,1,0,4,3,4,22,3.1354942159291497,1,1,2,1,2,3,2,1,10.0
2,7,17,2.8903717578961645,0,2,2,3,7,60,4.110873864173311,0,4,17,2.8903717578961645,0,2,2,3,7,78,4.3694478524670215,1,0,3,1,8,0,1,1,30.0
2,3,12,2.5649493574615367,1,0,2,5,2,220,5.3981627015177525,1,3,8,2.1972245773362196,1,2,3,1,8,363,5.8971538676367405,0,0,3,6,3,0,1,0,10.0
0,6,10,2.3978952727983707,1,1,0,3,0,240,5.484796933490655,0,2,4,1.6094379124341003,1,1,4,4,4,870,6.769641976852503,1,0,0,2,0,2,2,3,45.0
3,1,14,2.70805020110221,1,2,4,0,4,160,5.081404364984463,1,6,2,1.0986122886681098,1,2,2,2,2,1400,7.244941546337007,1,2,0,0,0,0,2,4,25.0
4,2,16,2.833213344056216,1,1,1,2,6,480,6.175867270105761,0,4,6,1.9459101490553132,1,0,1,6,6,1728,7.455298485683291,1,0,3,6,8,2,2,4,35.0
7,4,8,2.1972245773362196,1,2,3,1,8,440,6.089044875446846,2,6,8,2.1972245773362196,1,2,3,1,8,594,6.38856140554563,1,0,4,6,4,3,2,3,35.0
6,9,5,1.791759469228055,0,2,0,5,5,160,5.081404364984463,1,6,3,1.3862943611198906,0,0,3,3,3,360,5.8888779583328805,1,0,0,3,0,1,1,3,35.0
6,9,20,3.044522437723423,1,2,0,6,0,140,4.948759890378168,2,0,7,2.0794415416798357,0,1,2,0,7,460,6.133398042996649,1,1,0,5,0,3,1,3,15.0
2,1,16,2.833213344056216,1,1,1,2,6,80,4.394449154672439,2,3,1,0.6931471805599453,0,1,1,1,1,1472,7.29505641646263,1,2,2,2,2,1,1,5,15.0
1,7,16,2.833213344056216,1,1,1,2,6,320,5.771441123130016,2,5,2,1.0986122886681098,1,2,2,2,2,2816,7.943427767876373,1,2,1,2,6,2,2,5,10.0
3,1,12,2.5649493574615367,1,0,2,5,2,120,4.795790545596741,0,1,16,2.833213344056216,1,1,1,2,6,117,4.770684624465665,0,0,2,5,7,1,1,1,30.0
0,9,9,2.302585092994046,0,0,4,2,9,60,4.110873864173311,0,4,21,3.091042453358316,0,0,1,0,1,27,3.332204510175204,0,0,2,6,7,0,3,1,5.0
7,4,7,2.0794415416798357,0,1,2,0,7,120,4.795790545596741,0,1,7,2.0794415416798357,0,1,2,0,7,174,5.1647859739235145,1,0,4,6,4,0,1,1,45.0
7,6,17,2.8903717578961645,0,2,2,3,7,320,5.771441123130016,2,5,16,2.833213344056216,1,1,1,2,6,357,5.8805329864007,0,0,2,0,7,2,1,2,5.0
7,8,5,1.791759469228055,0,2,0,5,5,140,4.948759890378168,2,0,1,0.6931471805599453,0,1,1,1,1,770,6.647688373563329,1,2,0,0,0,2,1,5,10.0
5,6,12,2.5649493574615367,1,0,2,5,2,400,5.993961427306569,1,1,30,3.4339872044851463,1,0,0,2,0,176,5.176149732573829,1,2,1,1,6,3,2,0,10.0
2,6,10,2.3978952727983707,1,1,0,3,0,220,5.3981627015177525,1,3,10,2.3978952727983707,1,1,0,3,0,253,5.537334267018537,0,1,3,1,3,1,1,3,15.0
0,5,10,2.3978952727983707,1,1,0,3,0,220,5.3981627015177525,1,3,1,0.6931471805599453,0,1,1,1,1,2530,7.836369760545124,1,1,0,3,0,0,1,5,15.0
4,4,14,2.70805020110221,1,2,4,0,4,440,6.089044875446846,2,6,28,3.367295829986474,1,1,3,0,8,319,5.768320995793772,0,1,4,4,9,3,1,1,45.0
2,9,16,2.833213344056216,1,1,1,2,6,120,4.795790545596741,0,1,12,2.5649493574615367,1,0,2,5,2,216,5.37989735354046,1,0,1,6,6,3,4,2,35.0
4,2,8,2.1972245773362196,1,2,3,1,8,260,5.564520407322694,2,1,28,3.367295829986474,1,1,3,0,8,78,4.3694478524670215,1,0,3,1,8,3,2,0,5.0
5,4,10,2.3978952727983707,1,1,0,3,0,340,5.831882477283517,1,4,23,3.1780538303479458,0,2,3,2,3,170,5.14166355650266,1,2,0,2,0,2,1,3,15.0
0,4,18,2.9444389791664403,1,0,3,4,8,120,4.795790545596741,0,1,12,2.5649493574615367,1,0,2,5,2,198,5.293304824724492,1,0,3,2,8,0,6,2,10.0
8,8,18,2.9444389791664403,1,0,3,4,8,200,5.303304908059076,2,4,6,1.9459101490553132,1,0,1,6,6,780,6.660575149839686,1,0,0,3,0,1,2,2,30.0
6,5,18,2.9444389791664403,1,0,3,4,8,240,5.484796933490655,0,2,2,1.0986122886681098,1,2,2,2,2,3024,8.014666370464942,1,0,4,0,4,2,2,4,40.0
8,7,13,2.6390573296152584,0,1,3,6,3,280,5.638354669333745,1,0,10,2.3978952727983707,1,1,0,3,0,546,6.304448802421981,1,0,1,0,6,2,1,2,50.0
0,6,6,1.9459101490553132,1,0,1,6,6,240,5.484796933490655,0,2,21,3.091042453358316,0,0,1,0,1,72,4.290459441148391,1,0,2,2,2,1,3,2,5.0
7,2,14,2.70805020110221,1,2,4,0,4,120,4.795790545596741,0,1,1,0.6931471805599453,0,1,1,1,1,2016,7.6093665379542115,1,0,1,0,6,3,1,4,20.0
5,6,14,2.70805020110221,1,2,4,0,4,440,6.089044875446846,2,6,22,3.1354942159291497,1,1,2,1,2,294,5.68697535633982,1,0,4,0,4,2,2,2,5.0
8,2,14,2.70805020110221,1,2,4,0,4,60,4.110873864173311,0,4,21,3.091042453358316,0,0,1,0,1,48,3.8918202981106265,1,0,3,6,8,1,1,0,20.0
5,3,18,2.9444389791664403,1,0,3,4,8,180,5.198497031265826,0,5,4,1.6094379124341003,1,1,4,4,4,972,6.880384082186005,1,0,2,6,2,3,2,4,20.0
3,7,6,1.9459101490553132,1,0,1,6,6,180,5.198497031265826,0,5,25,3.258096538021482,0,1,0,4,5,54,4.007333185232471,1,0,4,5,4,2,1,2,25.0
10,8,18,2.9444389791664403,1,0,3,4,8,440,6.089044875446846,2,6,2,1.0986122886681098,1,2,2,2,2,5742,8.655737000864297,1,0,2,2,2,2,2,4,45.0
0,9,7,2.0794415416798357,0,1,2,0,7,440,6.089044875446846,2,6,24,3.2188758248682006,1,0,4,3,4,154,5.043425116919247,1,1,4,0,4,0,1,1,20.0
5,3,6,1.9459101490553132,1,0,1,6,6,220,5.3981627015177525,1,3,7,2.0794415416798357,0,1,2,0,7,264,5.579729825986222,1,0,4,5,4,1,1,1,40.0
1,5,6,1.9459101490553132,1,0,1,6,6,460,6.133398042996649,1,5,6,1.9459101490553132,1,0,1,6,6,506,6.2285110035911835,1,2,1,2,6,2,2,1,10.0
8,3,6,1.9459101490553132,1,0,1,6,6,420,6.042632833682381,0,0,1,0.6931471805599453,0,1,1,1,1,2898,7.972121128921655,1,0,3,0,8,3,1,5,15.0
4,8,14,2.70805020110221,1,2,4,0,4,500,6.2166061010848646,2,3,2,1.0986122886681098,1,2,2,2,2,5250,8.566173813637858,1,0,0,0,0,1,2,4,50.0
6,6,11,2.4849066497880004,0,2,1,4,1,420,6.042632833682381,0,0,3,1.3862943611198906,0,0,3,3,3,2156,7.676473646389156,1,2,1,0,6,3,1,2,40.0
6,1,14,2.70805020110221,1,2,4,0,4,340,5.831882477283517,1,4,14,2.70805020110221,1,2,4,0,4,493,6.202535517187923,0,1,3,3,3,0,1,1,45.0
0,0,7,2.0794415416798357,0,1,2,0,7,80,4.394449154672439,2,3,4,1.6094379124341003,1,1,4,4,4,161,5.087596335232384,0,2,1,0,1,1,1,2,15.0
1,0,12,2.5649493574615367,1,0,2,5,2,240,5.484796933490655,0,2,22,3.1354942159291497,1,1,2,1,2,144,4.976733742420574,1,0,4,4,4,3,2,2,10.0
2,3,19,2.995732273553991,0,1,4,5,9,180,5.198497031265826,0,5,3,1.3862943611198906,0,0,3,3,3,1368,7.221835825288449,1,0,3,3,8,2,1,3,20.0
0,2,6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,0,4,13,2.6390573296152584,0,1,3,6,3,36,3.6109179126442243,1,0,1,1,6,2,1,2,30.0
5,5,14,2.70805020110221,1,2,4,0,4,460,6.133398042996649,1,5,2,1.0986122886681098,1,2,2,2,2,4347,8.3774712482411,0,0,2,0,7,1,1,2,35.0
