slot_person_a,slot_person_b,slot_a_current_age,slot_a_current_age_abs_log1p,slot_a_current_age_is_even,slot_a_current_age_mod3,slot_a_current_age_mod5,slot_a_current_age_mod7,slot_a_current_age_mod10,slot_years_ago,slot_years_ago_abs_log1p,slot_years_ago_is_even,slot_years_ago_mod3,slot_years_ago_mod5,slot_years_ago_mod7,slot_years_ago_mod10,slot_multiple,slot_multiple_abs_log1p,slot_multiple_is_even,slot_multiple_mod3,slot_multiple_mod5,slot_multiple_mod7,slot_multiple_mod10,gcd_all,n_multiple_pairs,y
2,6,110,4.709530201312334,1,2,0,5,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,3,56.0
3,8,91,4.5217885770490405,0,1,1,0,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,46.0
6,8,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,0,8.0
8,4,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,2,2,11.0
8,3,109,4.700480365792417,0,1,4,4,9,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0,33.0
0,2,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,0,12.0
9,6,71,4.276666119016055,0,2,1,1,1,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,0,41.0
7,3,55,4.02535169073515,0,1,0,6,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0,16.0
4,1,61,4.127134385045092,0,1,1,5,1,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0,17.0
6,6,86,4.465908118654584,1,2,1,2,6,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,36.0
6,1,111,4.718498871295094,0,0,1,6,1,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,3,2,47.0
6,6,59,4.0943445622221,0,2,4,3,9,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,0,19.0
6,8,56,4.04305126783455,1,2,1,0,6,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,2,31.0
4,4,98,4.59511985013459,1,2,3,0,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,34.0
7,2,47,3.871201010907891,0,2,2,5,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,0,25.0
2,2,92,4.532599493153256,1,2,2,1,2,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,3,26.0
9,3,82,4.418840607796598,1,1,2,5,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,0,22.0
8,2,88,4.48863636973214,1,1,3,4,8,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,3,48.0
0,6,70,4.2626798770413155,1,1,0,0,0,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,1,28.0
7,6,39,3.6888794541139363,0,0,4,4,9,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,1,21.0
3,5,120,4.795790545596741,1,0,0,1,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,3,33.0
7,6,77,4.356708826689592,0,2,2,0,7,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,0,29.0
6,7,105,4.663439094112067,0,0,0,0,5,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,5,2,29.0
2,2,41,3.7376696182833684,0,2,1,6,1,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,2,9.0
4,7,114,4.74493212836325,1,0,4,2,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,26.0
7,6,81,4.406719247264253,0,0,1,4,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,2,31.0
9,7,26,3.295836866004329,1,2,1,5,6,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,16.0
5,0,25,3.258096538021482,0,1,0,4,5,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,0,16.0
2,4,74,4.31748811353631,1,2,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,2,39.0
3,8,89,4.499809670330265,0,2,4,5,9,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,0,32.0
8,9,116,4.762173934797756,1,2,1,4,6,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,0,44.0
0,6,101,4.624972813284271,0,2,1,3,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0,35.0
6,4,104,4.653960350157523,1,2,4,6,4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,3,56.0
4,1,96,4.574710978503383,1,0,1,5,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,3,49.0
0,9,108,4.6913478822291435,1,0,3,3,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,3,30.0
0,4,33,3.5263605246161616,0,0,3,5,3,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,0,24.0
7,2,53,3.9889840465642745,0,2,3,4,3,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0,17.0
8,9,87,4.477336814478207,0,0,2,3,7,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,0,49.0
9,7,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0,6.0
0,7,88,4.48863636973214,1,1,3,4,8,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,1,32.0
8,5,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,8.0
7,8,67,4.219507705176107,0,1,2,4,7,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,0,29.0
4,9,87,4.477336814478207,0,0,2,3,7,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,2,37.0
5,7,75,4.330733340286331,0,0,0,5,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,1,40.0
8,4,43,3.784189633918261,0,1,3,1,3,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,19.0
3,2,86,4.465908118654584,1,2,1,2,6,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,2,45.0
1,6,109,4.700480365792417,0,1,4,4,9,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,0,41.0
6,5,104,4.653960350157523,1,2,4,6,4,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0,32.0
8,8,106,4.672828834461906,1,1,1,1,6,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,0,42.0
9,0,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,1,20.0
0,7,41,3.7376696182833684,0,2,1,6,1,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,0,14.0
4,0,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,12.0
5,2,17,2.8903717578961645,0,2,2,3,7,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,0,13.0
5,8,72,4.290459441148391,1,0,2,2,2,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,2,43.0
4,5,118,4.77912349311153,1,1,3,6,8,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0,30.0
4,2,34,3.5553480614894135,1,1,4,6,4,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,0,14.0
9,8,83,4.430816798843313,0,2,3,6,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,19.0
3,2,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,3,18.0
8,9,88,4.48863636973214,1,1,3,4,8,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,2,31.0
7,2,70,4.2626798770413155,1,1,0,0,0,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,3,42.0
4,0,64,4.174387269895637,1,1,4,1,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,3,34.0
5,3,82,4.418840607796598,1,1,2,5,2,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,0,34.0
4,6,111,4.718498871295094,0,0,1,6,1,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,1,0,31.0
5,3,39,3.6888794541139363,0,0,4,4,9,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0,19.0
7,4,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,2,11.0
7,1,99,4.605170185988092,0,0,4,1,9,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,1,54.0
2,0,81,4.406719247264253,0,0,1,4,1,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,0,48.0
6,5,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,2,5.0
6,3,113,4.736198448394496,0,2,3,1,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,25.0
8,4,120,4.795790545596741,1,0,0,1,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,28.0
5,3,63,4.1588830833596715,0,0,3,0,3,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,0,27.0
8,8,33,3.5263605246161616,0,0,3,5,3,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,1,0,23.0
4,8,70,4.2626798770413155,1,1,0,0,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,18.0
1,5,17,2.8903717578961645,0,2,2,3,7,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,0,11.0
7,4,92,4.532599493153256,1,2,2,1,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,0,24.0
0,0,27,3.332204510175204,0,0,2,6,7,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,0,21.0
6,0,83,4.430816798843313,0,2,3,6,3,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,35.0
9,8,18,2.9444389791664403,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,0,15.0
5,6,103,4.6443908991413725,0,1,3,5,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,52.0
2,9,110,4.709530201312334,1,2,0,5,0,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,1,0,46.0
2,5,111,4.718498871295094,0,0,1,6,1,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0,27.0
2,2,33,3.5263605246161616,0,0,3,5,3,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,0,15.0
9,3,38,3.6635616461296463,1,2,3,3,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,2,11.0
4,7,32,3.4965075614664802,1,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,3,20.0
8,9,97,4.584967478670572,0,1,2,6,7,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,0,28.0
1,6,68,4.23410650459726,1,2,3,5,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,3,20.0
8,7,86,4.465908118654584,1,2,1,2,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,2,23.0
5,1,85,4.454347296253507,0,1,0,1,5,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,0,31.0
4,3,117,4.770684624465665,0,0,2,5,7,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,2,43.0
1,5,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,1,15.0
2,6,73,4.30406509320417,0,1,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,17.0
4,7,70,4.2626798770413155,1,1,0,0,0,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,5,2,26.0
0,3,35,3.58351893845611,0,2,0,0,5,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,5,2,15.0
4,9,98,4.59511985013459,1,2,3,0,8,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0,26.0
3,6,118,4.77912349311153,1,1,3,6,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,26.0
0,7,112,4.727387818712341,1,1,2,0,2,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,0,44.0
6,4,21,3.091042453358316,0,0,1,0,1,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,1,0,13.0
0,3,94,4.553876891600541,1,1,4,3,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,3,48.0
2,4,28,3.367295829986474,1,1,3,0,8,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,2,10.0
6,0,110,4.709530201312334,1,2,0,5,0,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,0,38.0
4,8,53,3.9889840465642745,0,2,3,4,3,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,0,23.0
6,8,76,4.343805421853684,1,1,1,6,6,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,2,45.0
5,2,88,4.48863636973214,1,1,3,4,8,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,3,48.0
5,9,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,6.0
4,3,30,3.4339872044851463,1,0,0,2,0,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,2,16.0
4,9,55,4.02535169073515,0,1,0,6,5,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,5,2,19.0
1,7,70,4.2626798770413155,1,1,0,0,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,2,19.0
0,6,84,4.442651256490317,1,0,4,0,4,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,2,27.0
9,8,19,2.995732273553991,0,1,4,5,9,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,0,16.0
2,1,80,4.394449154672439,1,2,0,3,0,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,2,47.0
4,1,107,4.68213122712422,0,2,2,2,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,0,23.0
3,8,34,3.5553480614894135,1,1,4,6,4,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,0,13.0
9,1,34,3.5553480614894135,1,1,4,6,4,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,0,18.0
7,5,99,4.605170185988092,0,0,4,1,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,23.0
1,2,76,4.343805421853684,1,1,1,6,6,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,1,28.0
9,2,106,4.672828834461906,1,1,1,1,6,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,0,31.0
5,9,23,3.1780538303479458,0,2,3,2,3,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,15.0
1,9,15,2.772588722239781,0,0,0,1,5,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,0,12.0
4,8,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0,7.0
1,8,28,3.367295829986474,1,1,3,0,8,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,20.0
7,5,38,3.6635616461296463,1,2,3,3,8,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0,14.0
5,5,30,3.4339872044851463,1,0,0,2,0,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,3,3,20.0
5,0,114,4.74493212836325,1,0,4,2,4,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,63.0
2,4,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,11.0
4,6,55,4.02535169073515,0,1,0,6,5,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,1,22.0
3,4,55,4.02535169073515,0,1,0,6,5,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,1,22.0
7,3,62,4.143134726391533,1,2,2,6,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,22.0
3,8,44,3.8066624897703196,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,3,23.0
0,3,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,3,18.0
3,8,31,3.4657359027997265,0,1,1,3,1,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,1,0,22.0
7,0,54,4.007333185232471,1,0,4,5,4,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,0,24.0
8,1,65,4.189654742026425,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,1,25.0
7,2,81,4.406719247264253,0,0,1,4,1,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,1,45.0
6,2,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,2,9.0
6,7,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,2,14.0
8,6,112,4.727387818712341,1,1,2,0,2,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,2,2,61.0
6,1,112,4.727387818712341,1,1,2,0,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,2,38.0
7,2,65,4.189654742026425,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,17.0
6,9,64,4.174387269895637,1,1,4,1,4,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,38.0
7,9,72,4.290459441148391,1,0,2,2,2,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,1,24.0
5,6,87,4.477336814478207,0,0,2,3,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,1,45.0
8,3,90,4.51085950651685,1,0,0,6,0,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,3,36.0
3,2,86,4.465908118654584,1,2,1,2,6,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,2,0,29.0
6,1,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,2,2.0
2,0,105,4.663439094112067,0,0,0,0,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,1,56.0
9,4,43,3.784189633918261,0,1,3,1,3,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,1,0,28.0
3,2,106,4.672828834461906,1,1,1,1,6,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,0,40.0
3,8,21,3.091042453358316,0,0,1,0,1,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,1,14.0
5,7,89,4.499809670330265,0,2,4,5,9,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0,29.0
6,1,41,3.7376696182833684,0,2,1,6,1,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,21.0
0,8,95,4.564348191467836,0,2,0,4,5,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,0,37.0
8,8,105,4.663439094112067,0,0,0,0,5,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,2,43.0
9,3,29,3.4011973816621555,0,2,4,1,9,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,0,15.0
3,6,50,3.9318256327243257,1,2,0,1,0,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,5,3,18.0
0,0,34,3.5553480614894135,1,1,4,6,4,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,0,19.0
2,0,76,4.343805421853684,1,1,1,6,6,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,0,34.0
8,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0,3.0
9,0,62,4.143134726391533,1,2,2,6,2,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,0,26.0
0,4,22,3.1354942159291497,1,1,2,1,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,0,10.0
4,2,116,4.762173934797756,1,2,1,4,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,2,24.0
9,8,99,4.605170185988092,0,0,4,1,9,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,1,54.0
0,3,51,3.9512437185814275,0,0,1,2,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,2,21.0
2,3,117,4.770684624465665,0,0,2,5,7,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,3,41.0
4,1,57,4.060443010546419,0,0,2,1,7,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,0,34.0
2,8,110,4.709530201312334,1,2,0,5,0,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,2,3,60.0
5,6,87,4.477336814478207,0,0,2,3,7,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,0,30.0
4,4,45,3.828641396489095,0,0,0,3,5,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,3,3,25.0
0,4,72,4.290459441148391,1,0,2,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,1,16.0
7,9,109,4.700480365792417,0,1,4,4,9,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,0,34.0
2,2,86,4.465908118654584,1,2,1,2,6,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,0,32.0
2,0,116,4.762173934797756,1,2,1,4,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,3,59.0
7,6,117,4.770684624465665,0,0,2,5,7,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,3,45.0
4,4,33,3.5263605246161616,0,0,3,5,3,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,0,21.0
7,7,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,5,2,16.0
2,1,48,3.8918202981106265,1,0,3,6,8,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,20.0
9,0,87,4.477336814478207,0,0,2,3,7,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,0,47.0
5,9,53,3.9889840465642745,0,2,3,4,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,0,17.0
5,3,56,4.04305126783455,1,2,1,0,6,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,34.0
8,1,89,4.499809670330265,0,2,4,5,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,21.0
6,2,65,4.189654742026425,0,2,0,2,5,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,1,0,31.0
4,1,63,4.1588830833596715,0,0,3,0,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,3,23.0
2,3,104,4.653960350157523,1,2,4,6,4,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,0,28.0
7,1,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0,6.0
6,5,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,3,9.0
0,2,98,4.59511985013459,1,2,3,0,8,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0,26.0
3,5,85,4.454347296253507,0,1,0,1,5,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,0,33.0
