slot_num_people,slot_num_people_abs_log1p,slot_num_people_is_even,slot_num_people_mod3,slot_num_people_mod5,slot_num_people_mod7,slot_num_people_mod10,slot_payer_name,slot_currency,slot_total_bill,slot_total_bill_abs_log1p,slot_total_bill_mod3,slot_total_bill_mod7,slot_tip_percent,slot_tip_percent_abs_log1p,slot_tip_percent_is_even,slot_tip_percent_mod3,slot_tip_percent_mod5,slot_tip_percent_mod7,slot_tip_percent_mod10,gcd_all,n_multiple_pairs,y
5,1.791759469228055,0,2,0,5,5,2,0,80,4.394449154672439,2,3,18,2.9444389791664403,1,0,3,4,8,1,1,30.4
6,1.9459101490553132,1,0,1,6,6,2,0,180,5.198497031265826,0,5,5,1.791759469228055,0,2,0,5,5,1,2,39.0
2,1.0986122886681098,1,2,2,2,2,7,2,240,5.484796933490655,0,2,18,2.9444389791664403,1,0,3,4,8,2,2,163.2
3,1.3862943611198906,0,0,3,3,3,4,0,2160,7.6783263565068856,0,4,20,3.044522437723423,1,2,0,6,0,1,2,1152.0
3,1.3862943611198906,0,0,3,3,3,3,1,420,6.042632833682381,0,0,25,3.258096538021482,0,1,0,4,5,1,1,245.0
6,1.9459101490553132,1,0,1,6,6,4,1,1320,7.186144304522325,0,4,10,2.3978952727983707,1,1,0,3,0,2,2,352.0
2,1.0986122886681098,1,2,2,2,2,6,3,800,6.68586094706836,2,2,22,3.1354942159291497,1,1,2,1,2,2,2,576.0
5,1.791759469228055,0,2,0,5,5,6,2,200,5.303304908059076,2,4,15,2.772588722239781,0,0,0,1,5,5,2,70.0
6,1.9459101490553132,1,0,1,6,6,0,0,1800,7.496097345175956,0,1,18,2.9444389791664403,1,0,3,4,8,6,3,624.0
3,1.3862943611198906,0,0,3,3,3,1,3,360,5.8888779583328805,0,3,10,2.3978952727983707,1,1,0,3,0,1,2,156.0
5,1.791759469228055,0,2,0,5,5,4,3,620,6.431331081933479,2,4,5,1.791759469228055,0,2,0,5,5,5,3,155.0
4,1.6094379124341003,1,1,4,4,4,3,3,220,5.3981627015177525,1,3,22,3.1354942159291497,1,1,2,1,2,2,2,103.4
5,1.791759469228055,0,2,0,5,5,6,0,660,6.493753839851686,0,2,20,3.044522437723423,1,2,0,6,0,5,3,264.0
6,1.9459101490553132,1,0,1,6,6,0,1,720,6.580639137284949,0,6,15,2.772588722239781,0,0,0,1,5,3,2,228.0
2,1.0986122886681098,1,2,2,2,2,5,3,260,5.564520407322694,2,1,20,3.044522437723423,1,2,0,6,0,2,3,182.0
5,1.791759469228055,0,2,0,5,5,5,0,80,4.394449154672439,2,3,5,1.791759469228055,0,2,0,5,5,5,3,20.0
2,1.0986122886681098,1,2,2,2,2,1,1,660,6.493753839851686,0,2,22,3.1354942159291497,1,1,2,1,2,2,3,475.2
6,1.9459101490553132,1,0,1,6,6,1,0,1920,7.560601162768557,0,2,30,3.4339872044851463,1,0,0,2,0,6,3,896.0
2,1.0986122886681098,1,2,2,2,2,3,3,80,4.394449154672439,2,3,5,1.791759469228055,0,2,0,5,5,1,2,44.0
6,1.9459101490553132,1,0,1,6,6,5,1,360,5.8888779583328805,0,3,22,3.1354942159291497,1,1,2,1,2,2,1,139.2
6,1.9459101490553132,1,0,1,6,6,1,2,1320,7.186144304522325,0,4,18,2.9444389791664403,1,0,3,4,8,6,2,457.6
5,1.791759469228055,0,2,0,5,5,6,0,80,4.394449154672439,2,3,5,1.791759469228055,0,2,0,5,5,5,3,20.0
3,1.3862943611198906,0,0,3,3,3,5,1,1680,7.427144133408616,0,0,10,2.3978952727983707,1,1,0,3,0,1,2,728.0
5,1.791759469228055,0,2,0,5,5,7,2,160,5.081404364984463,1,6,20,3.044522437723423,1,2,0,6,0,5,3,64.0
5,1.791759469228055,0,2,0,5,5,2,3,780,6.660575149839686,0,3,30,3.4339872044851463,1,0,0,2,0,5,3,390.0
4,1.6094379124341003,1,1,4,4,4,0,1,760,6.634633357861686,1,4,15,2.772588722239781,0,0,0,1,5,1,1,304.0
5,1.791759469228055,0,2,0,5,5,1,2,160,5.081404364984463,1,6,20,3.044522437723423,1,2,0,6,0,5,3,64.0
2,1.0986122886681098,1,2,2,2,2,2,0,500,6.2166061010848646,2,3,22,3.1354942159291497,1,1,2,1,2,2,2,360.0
6,1.9459101490553132,1,0,1,6,6,1,0,1680,7.427144133408616,0,0,5,1.791759469228055,0,2,0,5,5,1,2,364.0
3,1.3862943611198906,0,0,3,3,3,3,0,1860,7.528869256642251,0,5,25,3.258096538021482,0,1,0,4,5,1,1,1085.0
3,1.3862943611198906,0,0,3,3,3,1,3,660,6.493753839851686,0,2,5,1.791759469228055,0,2,0,5,5,1,2,253.0
5,1.791759469228055,0,2,0,5,5,1,1,440,6.089044875446846,2,6,15,2.772588722239781,0,0,0,1,5,5,2,154.0
4,1.6094379124341003,1,1,4,4,4,7,2,380,5.942799375126701,2,2,30,3.4339872044851463,1,0,0,2,0,2,1,209.0
3,1.3862943611198906,0,0,3,3,3,0,2,1980,7.591357046698551,0,6,5,1.791759469228055,0,2,0,5,5,1,2,759.0
3,1.3862943611198906,0,0,3,3,3,5,2,1920,7.560601162768557,0,2,18,2.9444389791664403,1,0,3,4,8,3,2,985.6
6,1.9459101490553132,1,0,1,6,6,4,2,1560,7.353081920515432,0,6,25,3.258096538021482,0,1,0,4,5,1,1,650.0
2,1.0986122886681098,1,2,2,2,2,1,2,400,5.993961427306569,1,1,20,3.044522437723423,1,2,0,6,0,2,3,280.0
6,1.9459101490553132,1,0,1,6,6,5,0,1260,7.13966033596492,0,0,10,2.3978952727983707,1,1,0,3,0,2,2,336.0
5,1.791759469228055,0,2,0,5,5,7,2,440,6.089044875446846,2,6,10,2.3978952727983707,1,1,0,3,0,5,3,132.0
5,1.791759469228055,0,2,0,5,5,6,0,160,5.081404364984463,1,6,25,3.258096538021482,0,1,0,4,5,5,2,72.0
2,1.0986122886681098,1,2,2,2,2,5,2,700,6.55250788703459,1,0,20,3.044522437723423,1,2,0,6,0,2,3,490.0
4,1.6094379124341003,1,1,4,4,4,3,0,140,4.948759890378168,2,0,5,1.791759469228055,0,2,0,5,5,1,2,42.0
5,1.791759469228055,0,2,0,5,5,6,3,100,4.61512051684126,1,2,5,1.791759469228055,0,2,0,5,5,5,3,25.0
5,1.791759469228055,0,2,0,5,5,6,0,800,6.68586094706836,2,2,20,3.044522437723423,1,2,0,6,0,5,3,320.0
6,1.9459101490553132,1,0,1,6,6,5,1,180,5.198497031265826,0,5,30,3.4339872044851463,1,0,0,2,0,6,3,84.0
4,1.6094379124341003,1,1,4,4,4,7,0,80,4.394449154672439,2,3,20,3.044522437723423,1,2,0,6,0,4,3,36.0
2,1.0986122886681098,1,2,2,2,2,4,3,220,5.3981627015177525,1,3,10,2.3978952727983707,1,1,0,3,0,2,3,132.0
2,1.0986122886681098,1,2,2,2,2,6,1,180,5.198497031265826,0,5,30,3.4339872044851463,1,0,0,2,0,2,3,144.0
3,1.3862943611198906,0,0,3,3,3,1,2,1380,7.2305631534092925,0,1,18,2.9444389791664403,1,0,3,4,8,3,2,708.4
6,1.9459101490553132,1,0,1,6,6,2,2,240,5.484796933490655,0,2,30,3.4339872044851463,1,0,0,2,0,6,3,112.0
2,1.0986122886681098,1,2,2,2,2,6,2,140,4.948759890378168,2,0,20,3.044522437723423,1,2,0,6,0,2,3,98.0
5,1.791759469228055,0,2,0,5,5,4,0,140,4.948759890378168,2,0,20,3.044522437723423,1,2,0,6,0,5,3,56.0
4,1.6094379124341003,1,1,4,4,4,5,1,620,6.431331081933479,2,4,10,2.3978952727983707,1,1,0,3,0,2,2,217.0
5,1.791759469228055,0,2,0,5,5,1,0,500,6.2166061010848646,2,3,10,2.3978952727983707,1,1,0,3,0,5,3,150.0
4,1.6094379124341003,1,1,4,4,4,2,3,420,6.042632833682381,0,0,25,3.258096538021482,0,1,0,4,5,1,1,210.0
6,1.9459101490553132,1,0,1,6,6,6,0,1320,7.186144304522325,0,4,18,2.9444389791664403,1,0,3,4,8,6,2,457.6
3,1.3862943611198906,0,0,3,3,3,6,1,1620,7.390798521735676,0,3,18,2.9444389791664403,1,0,3,4,8,3,3,831.6
2,1.0986122886681098,1,2,2,2,2,3,0,100,4.61512051684126,1,2,5,1.791759469228055,0,2,0,5,5,1,2,55.0
2,1.0986122886681098,1,2,2,2,2,5,3,60,4.110873864173311,0,4,18,2.9444389791664403,1,0,3,4,8,2,2,40.8
5,1.791759469228055,0,2,0,5,5,3,0,660,6.493753839851686,0,2,18,2.9444389791664403,1,0,3,4,8,1,1,250.8
5,1.791759469228055,0,2,0,5,5,2,3,540,6.293419278846481,0,1,5,1.791759469228055,0,2,0,5,5,5,3,135.0
3,1.3862943611198906,0,0,3,3,3,0,3,660,6.493753839851686,0,2,10,2.3978952727983707,1,1,0,3,0,1,2,286.0
4,1.6094379124341003,1,1,4,4,4,2,3,280,5.638354669333745,1,0,30,3.4339872044851463,1,0,0,2,0,2,1,154.0
6,1.9459101490553132,1,0,1,6,6,7,2,960,6.8679744089702925,0,1,10,2.3978952727983707,1,1,0,3,0,2,2,256.0
6,1.9459101490553132,1,0,1,6,6,1,2,1800,7.496097345175956,0,1,25,3.258096538021482,0,1,0,4,5,1,2,750.0
4,1.6094379124341003,1,1,4,4,4,0,0,620,6.431331081933479,2,4,5,1.791759469228055,0,2,0,5,5,1,2,186.0
5,1.791759469228055,0,2,0,5,5,4,2,200,5.303304908059076,2,4,18,2.9444389791664403,1,0,3,4,8,1,1,76.0
6,1.9459101490553132,1,0,1,6,6,5,0,240,5.484796933490655,0,2,10,2.3978952727983707,1,1,0,3,0,2,2,64.0
2,1.0986122886681098,1,2,2,2,2,4,1,120,4.795790545596741,0,1,22,3.1354942159291497,1,1,2,1,2,2,2,86.4
3,1.3862943611198906,0,0,3,3,3,4,2,2100,7.650168700845001,0,0,30,3.4339872044851463,1,0,0,2,0,3,3,1330.0
2,1.0986122886681098,1,2,2,2,2,5,0,440,6.089044875446846,2,6,10,2.3978952727983707,1,1,0,3,0,2,3,264.0
3,1.3862943611198906,0,0,3,3,3,1,3,1800,7.496097345175956,0,1,18,2.9444389791664403,1,0,3,4,8,3,3,924.0
2,1.0986122886681098,1,2,2,2,2,6,0,660,6.493753839851686,0,2,22,3.1354942159291497,1,1,2,1,2,2,3,475.2
4,1.6094379124341003,1,1,4,4,4,3,1,760,6.634633357861686,1,4,25,3.258096538021482,0,1,0,4,5,1,1,380.0
3,1.3862943611198906,0,0,3,3,3,1,1,1080,6.985641817639208,0,2,22,3.1354942159291497,1,1,2,1,2,1,1,597.6
2,1.0986122886681098,1,2,2,2,2,1,3,580,6.364750756851911,1,6,18,2.9444389791664403,1,0,3,4,8,2,2,394.4
6,1.9459101490553132,1,0,1,6,6,6,0,1740,7.462214939768189,0,4,15,2.772588722239781,0,0,0,1,5,3,2,551.0
3,1.3862943611198906,0,0,3,3,3,5,2,1440,7.273092595999522,0,5,15,2.772588722239781,0,0,0,1,5,3,3,696.0
2,1.0986122886681098,1,2,2,2,2,5,1,440,6.089044875446846,2,6,10,2.3978952727983707,1,1,0,3,0,2,3,264.0
2,1.0986122886681098,1,2,2,2,2,2,1,700,6.55250788703459,1,0,25,3.258096538021482,0,1,0,4,5,1,2,525.0
2,1.0986122886681098,1,2,2,2,2,0,0,40,3.713572066704308,1,5,30,3.4339872044851463,1,0,0,2,0,2,2,32.0
6,1.9459101490553132,1,0,1,6,6,3,3,2220,7.7057128238944275,0,1,18,2.9444389791664403,1,0,3,4,8,6,2,769.6
5,1.791759469228055,0,2,0,5,5,5,1,40,3.713572066704308,1,5,10,2.3978952727983707,1,1,0,3,0,5,3,12.0
4,1.6094379124341003,1,1,4,4,4,2,2,340,5.831882477283517,1,4,10,2.3978952727983707,1,1,0,3,0,2,2,119.0
4,1.6094379124341003,1,1,4,4,4,0,2,800,6.68586094706836,2,2,10,2.3978952727983707,1,1,0,3,0,2,2,280.0
2,1.0986122886681098,1,2,2,2,2,6,0,680,6.523562306149512,2,1,15,2.772588722239781,0,0,0,1,5,1,1,442.0
5,1.791759469228055,0,2,0,5,5,7,0,460,6.133398042996649,1,5,22,3.1354942159291497,1,1,2,1,2,1,1,193.2
2,1.0986122886681098,1,2,2,2,2,4,0,180,5.198497031265826,0,5,5,1.791759469228055,0,2,0,5,5,1,2,99.0
4,1.6094379124341003,1,1,4,4,4,6,1,40,3.713572066704308,1,5,20,3.044522437723423,1,2,0,6,0,4,3,18.0
2,1.0986122886681098,1,2,2,2,2,2,0,620,6.431331081933479,2,4,20,3.044522437723423,1,2,0,6,0,2,3,434.0
6,1.9459101490553132,1,0,1,6,6,5,3,1080,6.985641817639208,0,2,15,2.772588722239781,0,0,0,1,5,3,2,342.0
5,1.791759469228055,0,2,0,5,5,5,3,620,6.431331081933479,2,4,22,3.1354942159291497,1,1,2,1,2,1,1,260.4
2,1.0986122886681098,1,2,2,2,2,4,2,200,5.303304908059076,2,4,30,3.4339872044851463,1,0,0,2,0,2,2,160.0
5,1.791759469228055,0,2,0,5,5,4,2,300,5.707110264748875,0,6,15,2.772588722239781,0,0,0,1,5,5,3,105.0
3,1.3862943611198906,0,0,3,3,3,7,0,960,6.8679744089702925,0,1,25,3.258096538021482,0,1,0,4,5,1,1,560.0
4,1.6094379124341003,1,1,4,4,4,2,2,280,5.638354669333745,1,0,20,3.044522437723423,1,2,0,6,0,4,3,126.0
5,1.791759469228055,0,2,0,5,5,5,2,360,5.8888779583328805,0,3,20,3.044522437723423,1,2,0,6,0,5,3,144.0
2,1.0986122886681098,1,2,2,2,2,7,3,520,6.255750041753367,1,2,15,2.772588722239781,0,0,0,1,5,1,1,338.0
6,1.9459101490553132,1,0,1,6,6,5,1,2400,7.783640596221253,0,6,5,1.791759469228055,0,2,0,5,5,1,2,520.0
2,1.0986122886681098,1,2,2,2,2,5,0,480,6.175867270105761,0,4,15,2.772588722239781,0,0,0,1,5,1,2,312.0
6,1.9459101490553132,1,0,1,6,6,7,1,2220,7.7057128238944275,0,1,5,1.791759469228055,0,2,0,5,5,1,2,481.0
3,1.3862943611198906,0,0,3,3,3,7,1,480,6.175867270105761,0,4,25,3.258096538021482,0,1,0,4,5,1,1,280.0
4,1.6094379124341003,1,1,4,4,4,1,0,260,5.564520407322694,2,1,25,3.258096538021482,0,1,0,4,5,1,1,130.0
5,1.791759469228055,0,2,0,5,5,5,0,120,4.795790545596741,0,1,15,2.772588722239781,0,0,0,1,5,5,3,42.0
6,1.9459101490553132,1,0,1,6,6,6,3,1320,7.186144304522325,0,4,20,3.044522437723423,1,2,0,6,0,2,2,484.0
4,1.6094379124341003,1,1,4,4,4,5,1,340,5.831882477283517,1,4,20,3.044522437723423,1,2,0,6,0,4,3,153.0
3,1.3862943611198906,0,0,3,3,3,1,3,480,6.175867270105761,0,4,20,3.044522437723423,1,2,0,6,0,1,2,256.0
2,1.0986122886681098,1,2,2,2,2,7,0,780,6.660575149839686,0,3,25,3.258096538021482,0,1,0,4,5,1,1,585.0
6,1.9459101490553132,1,0,1,6,6,0,1,2040,7.621195162809845,0,3,15,2.772588722239781,0,0,0,1,5,3,2,646.0
3,1.3862943611198906,0,0,3,3,3,5,0,1260,7.13966033596492,0,0,10,2.3978952727983707,1,1,0,3,0,1,2,546.0
6,1.9459101490553132,1,0,1,6,6,5,2,1200,7.0909098220799835,0,3,30,3.4339872044851463,1,0,0,2,0,6,3,560.0
6,1.9459101490553132,1,0,1,6,6,0,1,1860,7.528869256642251,0,5,25,3.258096538021482,0,1,0,4,5,1,1,775.0
3,1.3862943611198906,0,0,3,3,3,5,3,1800,7.496097345175956,0,1,20,3.044522437723423,1,2,0,6,0,1,2,960.0
6,1.9459101490553132,1,0,1,6,6,2,0,2220,7.7057128238944275,0,1,15,2.772588722239781,0,0,0,1,5,3,2,703.0
5,1.791759469228055,0,2,0,5,5,3,2,680,6.523562306149512,2,1,22,3.1354942159291497,1,1,2,1,2,1,1,285.6
2,1.0986122886681098,1,2,2,2,2,4,2,140,4.948759890378168,2,0,18,2.9444389791664403,1,0,3,4,8,2,2,95.2
6,1.9459101490553132,1,0,1,6,6,5,2,1860,7.528869256642251,0,5,5,1.791759469228055,0,2,0,5,5,1,2,403.0
5,1.791759469228055,0,2,0,5,5,3,1,60,4.110873864173311,0,4,15,2.772588722239781,0,0,0,1,5,5,3,21.0
5,1.791759469228055,0,2,0,5,5,6,3,300,5.707110264748875,0,6,20,3.044522437723423,1,2,0,6,0,5,3,120.0
2,1.0986122886681098,1,2,2,2,2,4,0,660,6.493753839851686,0,2,20,3.044522437723423,1,2,0,6,0,2,3,462.0
5,1.791759469228055,0,2,0,5,5,7,1,760,6.634633357861686,1,4,30,3.4339872044851463,1,0,0,2,0,5,2,380.0
2,1.0986122886681098,1,2,2,2,2,3,1,360,5.8888779583328805,0,3,30,3.4339872044851463,1,0,0,2,0,2,3,288.0
3,1.3862943611198906,0,0,3,3,3,6,1,1320,7.186144304522325,0,4,25,3.258096538021482,0,1,0,4,5,1,1,770.0
2,1.0986122886681098,1,2,2,2,2,4,1,700,6.55250788703459,1,0,18,2.9444389791664403,1,0,3,4,8,2,2,476.0
4,1.6094379124341003,1,1,4,4,4,2,3,320,5.771441123130016,2,5,15,2.772588722239781,0,0,0,1,5,1,1,128.0
6,1.9459101490553132,1,0,1,6,6,2,0,2040,7.621195162809845,0,3,5,1.791759469228055,0,2,0,5,5,1,2,442.0
4,1.6094379124341003,1,1,4,4,4,2,1,200,5.303304908059076,2,4,22,3.1354942159291497,1,1,2,1,2,2,1,94.0
3,1.3862943611198906,0,0,3,3,3,0,3,1440,7.273092595999522,0,5,15,2.772588722239781,0,0,0,1,5,3,3,696.0
3,1.3862943611198906,0,0,3,3,3,6,2,360,5.8888779583328805,0,3,20,3.044522437723423,1,2,0,6,0,1,2,192.0
4,1.6094379124341003,1,1,4,4,4,4,3,720,6.580639137284949,0,6,20,3.044522437723423,1,2,0,6,0,4,3,324.0
3,1.3862943611198906,0,0,3,3,3,1,2,1680,7.427144133408616,0,0,20,3.044522437723423,1,2,0,6,0,1,2,896.0
2,1.0986122886681098,1,2,2,2,2,4,0,620,6.431331081933479,2,4,20,3.044522437723423,1,2,0,6,0,2,3,434.0
6,1.9459101490553132,1,0,1,6,6,3,0,2040,7.621195162809845,0,3,10,2.3978952727983707,1,1,0,3,0,2,2,544.0
5,1.791759469228055,0,2,0,5,5,1,3,680,6.523562306149512,2,1,22,3.1354942159291497,1,1,2,1,2,1,1,285.6
6,1.9459101490553132,1,0,1,6,6,2,1,1440,7.273092595999522,0,5,25,3.258096538021482,0,1,0,4,5,1,1,600.0
2,1.0986122886681098,1,2,2,2,2,6,0,700,6.55250788703459,1,0,5,1.791759469228055,0,2,0,5,5,1,2,385.0
2,1.0986122886681098,1,2,2,2,2,4,0,360,5.8888779583328805,0,3,22,3.1354942159291497,1,1,2,1,2,2,2,259.2
3,1.3862943611198906,0,0,3,3,3,6,1,300,5.707110264748875,0,6,25,3.258096538021482,0,1,0,4,5,1,2,175.0
2,1.0986122886681098,1,2,2,2,2,5,0,220,5.3981627015177525,1,3,18,2.9444389791664403,1,0,3,4,8,2,2,149.6
5,1.791759469228055,0,2,0,5,5,3,3,320,5.771441123130016,2,5,30,3.4339872044851463,1,0,0,2,0,5,2,160.0
3,1.3862943611198906,0,0,3,3,3,7,2,120,4.795790545596741,0,1,20,3.044522437723423,1,2,0,6,0,1,2,64.0
5,1.791759469228055,0,2,0,5,5,1,1,400,5.993961427306569,1,1,10,2.3978952727983707,1,1,0,3,0,5,3,120.0
5,1.791759469228055,0,2,0,5,5,0,2,260,5.564520407322694,2,1,25,3.258096538021482,0,1,0,4,5,5,2,117.0
5,1.791759469228055,0,2,0,5,5,0,3,380,5.942799375126701,2,2,15,2.772588722239781,0,0,0,1,5,5,2,133.0
2,1.0986122886681098,1,2,2,2,2,3,2,740,6.608000625296087,2,5,5,1.791759469228055,0,2,0,5,5,1,2,407.0
4,1.6094379124341003,1,1,4,4,4,1,1,580,6.364750756851911,1,6,10,2.3978952727983707,1,1,0,3,0,2,2,203.0
6,1.9459101490553132,1,0,1,6,6,3,3,2220,7.7057128238944275,0,1,22,3.1354942159291497,1,1,2,1,2,2,1,858.4
5,1.791759469228055,0,2,0,5,5,0,3,300,5.707110264748875,0,6,30,3.4339872044851463,1,0,0,2,0,5,3,150.0
4,1.6094379124341003,1,1,4,4,4,7,0,780,6.660575149839686,0,3,5,1.791759469228055,0,2,0,5,5,1,2,234.0
3,1.3862943611198906,0,0,3,3,3,7,3,2220,7.7057128238944275,0,1,30,3.4339872044851463,1,0,0,2,0,3,3,1406.0
3,1.3862943611198906,0,0,3,3,3,0,1,1380,7.2305631534092925,0,1,10,2.3978952727983707,1,1,0,3,0,1,2,598.0
5,1.791759469228055,0,2,0,5,5,4,2,200,5.303304908059076,2,4,10,2.3978952727983707,1,1,0,3,0,5,3,60.0
4,1.6094379124341003,1,1,4,4,4,6,1,300,5.707110264748875,0,6,10,2.3978952727983707,1,1,0,3,0,2,2,105.0
2,1.0986122886681098,1,2,2,2,2,4,1,440,6.089044875446846,2,6,20,3.044522437723423,1,2,0,6,0,2,3,308.0
3,1.3862943611198906,0,0,3,3,3,7,0,720,6.580639137284949,0,6,5,1.791759469228055,0,2,0,5,5,1,2,276.0
5,1.791759469228055,0,2,0,5,5,3,1,660,6.493753839851686,0,2,22,3.1354942159291497,1,1,2,1,2,1,2,277.2
5,1.791759469228055,0,2,0,5,5,2,3,100,4.61512051684126,1,2,15,2.772588722239781,0,0,0,1,5,5,2,35.0
4,1.6094379124341003,1,1,4,4,4,4,1,780,6.660575149839686,0,3,10,2.3978952727983707,1,1,0,3,0,2,2,273.0
6,1.9459101490553132,1,0,1,6,6,4,1,1560,7.353081920515432,0,6,18,2.9444389791664403,1,0,3,4,8,6,2,540.8
5,1.791759469228055,0,2,0,5,5,6,1,240,5.484796933490655,0,2,10,2.3978952727983707,1,1,0,3,0,5,3,72.0
5,1.791759469228055,0,2,0,5,5,2,2,600,6.398594934535208,0,5,18,2.9444389791664403,1,0,3,4,8,1,1,228.0
5,1.791759469228055,0,2,0,5,5,6,3,40,3.713572066704308,1,5,20,3.044522437723423,1,2,0,6,0,5,3,16.0
2,1.0986122886681098,1,2,2,2,2,3,2,140,4.948759890378168,2,0,15,2.772588722239781,0,0,0,1,5,1,1,91.0
4,1.6094379124341003,1,1,4,4,4,3,3,340,5.831882477283517,1,4,5,1.791759469228055,0,2,0,5,5,1,2,102.0
4,1.6094379124341003,1,1,4,4,4,5,0,180,5.198497031265826,0,5,30,3.4339872044851463,1,0,0,2,0,2,2,99.0
6,1.9459101490553132,1,0,1,6,6,1,3,1020,6.928537818164665,0,5,18,2.9444389791664403,1,0,3,4,8,6,2,353.6
2,1.0986122886681098,1,2,2,2,2,3,2,240,5.484796933490655,0,2,10,2.3978952727983707,1,1,0,3,0,2,3,144.0
5,1.791759469228055,0,2,0,5,5,5,2,80,4.394449154672439,2,3,10,2.3978952727983707,1,1,0,3,0,5,3,24.0
4,1.6094379124341003,1,1,4,4,4,6,2,740,6.608000625296087,2,5,22,3.1354942159291497,1,1,2,1,2,2,1,347.8
6,1.9459101490553132,1,0,1,6,6,4,3,1980,7.591357046698551,0,6,5,1.791759469228055,0,2,0,5,5,1,2,429.0
4,1.6094379124341003,1,1,4,4,4,6,2,640,6.46302945692067,1,3,25,3.258096538021482,0,1,0,4,5,1,1,320.0
2,1.0986122886681098,1,2,2,2,2,5,3,220,5.3981627015177525,1,3,25,3.258096538021482,0,1,0,4,5,1,1,165.0
5,1.791759469228055,0,2,0,5,5,6,0,780,6.660575149839686,0,3,22,3.1354942159291497,1,1,2,1,2,1,1,327.6
3,1.3862943611198906,0,0,3,3,3,4,2,2040,7.621195162809845,0,3,22,3.1354942159291497,1,1,2,1,2,1,1,1128.8
2,1.0986122886681098,1,2,2,2,2,0,1,620,6.431331081933479,2,4,5,1.791759469228055,0,2,0,5,5,1,2,341.0
2,1.0986122886681098,1,2,2,2,2,6,3,360,5.8888779583328805,0,3,15,2.772588722239781,0,0,0,1,5,1,2,234.0
2,1.0986122886681098,1,2,2,2,2,1,0,640,6.46302945692067,1,3,5,1.791759469228055,0,2,0,5,5,1,2,352.0
5,1.791759469228055,0,2,0,5,5,6,1,120,4.795790545596741,0,1,25,3.258096538021482,0,1,0,4,5,5,2,54.0
4,1.6094379124341003,1,1,4,4,4,6,3,80,4.394449154672439,2,3,5,1.791759469228055,0,2,0,5,5,1,2,24.0
5,1.791759469228055,0,2,0,5,5,2,0,760,6.634633357861686,1,4,25,3.258096538021482,0,1,0,4,5,5,2,342.0
5,1.791759469228055,0,2,0,5,5,6,3,780,6.660575149839686,0,3,5,1.791759469228055,0,2,0,5,5,5,3,195.0
4,1.6094379124341003,1,1,4,4,4,5,3,240,5.484796933490655,0,2,15,2.772588722239781,0,0,0,1,5,1,2,96.0
3,1.3862943611198906,0,0,3,3,3,1,1,2280,7.732369222284388,0,5,25,3.258096538021482,0,1,0,4,5,1,1,1330.0
3,1.3862943611198906,0,0,3,3,3,3,3,2280,7.732369222284388,0,5,25,3.258096538021482,0,1,0,4,5,1,1,1330.0
6,1.9459101490553132,1,0,1,6,6,3,0,1860,7.528869256642251,0,5,25,3.258096538021482,0,1,0,4,5,1,1,775.0
2,1.0986122886681098,1,2,2,2,2,7,2,140,4.948759890378168,2,0,10,2.3978952727983707,1,1,0,3,0,2,3,84.0
4,1.6094379124341003,1,1,4,4,4,4,0,260,5.564520407322694,2,1,18,2.9444389791664403,1,0,3,4,8,2,1,111.8
3,1.3862943611198906,0,0,3,3,3,6,1,960,6.8679744089702925,0,1,20,3.044522437723423,1,2,0,6,0,1,2,512.0
2,1.0986122886681098,1,2,2,2,2,6,0,680,6.523562306149512,2,1,20,3.044522437723423,1,2,0,6,0,2,3,476.0
5,1.791759469228055,0,2,0,5,5,5,1,240,5.484796933490655,0,2,25,3.258096538021482,0,1,0,4,5,5,2,108.0
5,1.791759469228055,0,2,0,5,5,4,1,320,5.771441123130016,2,5,10,2.3978952727983707,1,1,0,3,0,5,3,96.0
3,1.3862943611198906,0,0,3,3,3,6,0,1440,7.273092595999522,0,5,10,2.3978952727983707,1,1,0,3,0,1,2,624.0
6,1.9459101490553132,1,0,1,6,6,0,0,2220,7.7057128238944275,0,1,18,2.9444389791664403,1,0,3,4,8,6,2,769.6
2,1.0986122886681098,1,2,2,2,2,5,0,140,4.948759890378168,2,0,25,3.258096538021482,0,1,0,4,5,1,1,105.0
2,1.0986122886681098,1,2,2,2,2,1,1,280,5.638354669333745,1,0,18,2.9444389791664403,1,0,3,4,8,2,2,190.4
2,1.0986122886681098,1,2,2,2,2,2,1,420,6.042632833682381,0,0,30,3.4339872044851463,1,0,0,2,0,2,3,336.0
4,1.6094379124341003,1,1,4,4,4,5,1,380,5.942799375126701,2,2,30,3.4339872044851463,1,0,0,2,0,2,1,209.0
5,1.791759469228055,0,2,0,5,5,6,1,500,6.2166061010848646,2,3,10,2.3978952727983707,1,1,0,3,0,5,3,150.0
5,1.791759469228055,0,2,0,5,5,1,3,720,6.580639137284949,0,6,25,3.258096538021482,0,1,0,4,5,5,2,324.0
4,1.6094379124341003,1,1,4,4,4,4,3,540,6.293419278846481,0,1,25,3.258096538021482,0,1,0,4,5,1,1,270.0
5,1.791759469228055,0,2,0,5,5,4,0,220,5.3981627015177525,1,3,10,2.3978952727983707,1,1,0,3,0,5,3,66.0
5,1.791759469228055,0,2,0,5,5,0,0,100,4.61512051684126,1,2,5,1.791759469228055,0,2,0,5,5,5,3,25.0
4,1.6094379124341003,1,1,4,4,4,1,0,40,3.713572066704308,1,5,5,1.791759469228055,0,2,0,5,5,1,2,12.0
