slot_person1,slot_person2,slot_country,slot_years_ago,slot_years_ago_abs_log1p,slot_years_ago_is_even,slot_years_ago_mod3,slot_years_ago_mod5,slot_years_ago_mod7,slot_years_ago_mod10,slot_person2_current_age,slot_person2_current_age_abs_log1p,slot_person2_current_age_is_even,slot_person2_current_age_mod3,slot_person2_current_age_mod5,slot_person2_current_age_mod7,slot_person2_current_age_mod10,slot_ratio_num,slot_ratio_num_abs_log1p,slot_ratio_num_is_even,slot_ratio_num_mod3,slot_ratio_num_mod5,slot_ratio_num_mod7,slot_ratio_num_mod10,slot_ratio_den,slot_ratio_den_abs_log1p,slot_ratio_den_is_even,slot_ratio_den_mod3,slot_ratio_den_mod5,slot_ratio_den_mod7,slot_ratio_den_mod10,slot_pop_scale_k,slot_pop_scale_k_abs_log1p,slot_pop_scale_k_mod3,slot_pop_scale_k_mod7,slot_current_to_past_factor,slot_current_to_past_factor_abs_log1p,slot_current_to_past_factor_is_even,slot_current_to_past_factor_mod3,slot_current_to_past_factor_mod5,slot_current_to_past_factor_mod7,slot_current_to_past_factor_mod10,n_multiple_pairs,y
12,12,2,6,1.9459101490553132,1,0,1,6,6,166,5.117993812416755,1,1,1,5,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2300,7.741099090035366,2,4,6,1.9459101490553132,1,0,1,6,6,4,1324800.0
1,2,7,3,1.3862943611198906,0,0,3,3,3,99,4.605170185988092,0,0,4,1,9,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3100,8.03947991910045,1,6,6,1.9459101490553132,1,0,1,6,6,10,595200.0
4,5,8,4,1.6094379124341003,1,1,4,4,4,129,4.867534450455582,0,0,4,3,9,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,3000,8.006700845440367,0,4,6,1.9459101490553132,1,0,1,6,6,8,450000.0
6,7,9,10,2.3978952727983707,1,1,0,3,0,140,4.948759890378168,1,2,0,0,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,5900,8.682877107057168,2,6,6,1.9459101490553132,1,0,1,6,6,10,920400.0
1,4,3,10,2.3978952727983707,1,1,0,3,0,43,3.784189633918261,0,1,3,1,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,7000,8.853808274977197,1,0,5,1.791759469228055,0,2,0,5,5,8,385000.0
3,17,9,6,1.9459101490553132,1,0,1,6,6,166,5.117993812416755,1,1,1,5,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,5600,8.630700432209832,2,0,3,1.3862943611198906,0,0,3,3,3,7,537600.0
13,1,5,9,2.302585092994046,0,0,4,2,9,77,4.356708826689592,0,2,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4200,8.343077871169383,0,0,2,1.0986122886681098,1,2,2,2,2,8,285600.0
13,3,2,8,2.1972245773362196,1,2,3,1,8,128,4.859812404361672,1,2,3,2,8,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4300,8.366602832783736,1,2,4,1.6094379124341003,1,1,4,4,4,10,412800.0
8,8,3,10,2.3978952727983707,1,1,0,3,0,58,4.07753744390572,1,1,3,2,8,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3300,8.101980731853192,0,3,2,1.0986122886681098,1,2,2,2,2,10,105600.0
8,4,8,4,1.6094379124341003,1,1,4,4,4,164,5.10594547390058,1,2,4,3,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,6600,8.79497643168877,0,6,2,1.0986122886681098,1,2,2,2,2,10,1584000.0
11,6,5,12,2.5649493574615367,1,0,2,5,2,58,4.07753744390572,1,1,3,2,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,5500,8.612685172875459,1,5,5,1.791759469228055,0,2,0,5,5,9,632500.0
0,17,6,8,2.1972245773362196,1,2,3,1,8,72,4.290459441148391,1,0,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2900,7.972810784121404,2,2,3,1.3862943611198906,0,0,3,3,3,10,278400.0
3,16,0,7,2.0794415416798357,0,1,2,0,7,55,4.02535169073515,0,1,0,6,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,7400,8.909370405197466,2,1,2,1.0986122886681098,1,2,2,2,2,3,532800.0
2,15,8,9,2.302585092994046,0,0,4,2,9,81,4.406719247264253,0,0,1,4,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2500,7.824445930877619,1,1,6,1.9459101490553132,1,0,1,6,6,8,540000.0
13,12,4,4,1.6094379124341003,1,1,4,4,4,144,4.976733742420574,1,0,4,4,4,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4100,8.31898612539206,2,5,4,1.6094379124341003,1,1,4,4,4,11,459200.0
12,1,2,8,2.1972245773362196,1,2,3,1,8,120,4.795790545596741,1,0,0,1,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2200,7.696667081526462,1,2,2,1.0986122886681098,1,2,2,2,2,10,369600.0
3,12,1,4,1.6094379124341003,1,1,4,4,4,76,4.343805421853684,1,1,1,6,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,5700,8.648396877031582,0,2,2,1.0986122886681098,1,2,2,2,2,15,205200.0
2,15,6,5,1.791759469228055,0,2,0,5,5,49,3.912023005428146,0,1,4,0,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3500,8.160803920954665,2,0,5,1.791759469228055,0,2,0,5,5,4,577500.0
15,10,7,11,2.4849066497880004,0,2,1,4,1,146,4.990432586778736,1,2,1,6,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,6800,8.824824939175638,2,3,3,1.3862943611198906,0,0,3,3,3,6,550800.0
8,7,5,6,1.9459101490553132,1,0,1,6,6,99,4.605170185988092,0,0,4,1,9,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3200,8.071218539969863,2,1,6,1.9459101490553132,1,0,1,6,6,7,1190400.0
4,13,0,5,1.791759469228055,0,2,0,5,5,117,4.770684624465665,0,0,2,5,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,6100,8.716207971151853,1,3,6,1.9459101490553132,1,0,1,6,6,7,1024800.0
12,17,3,8,2.1972245773362196,1,2,3,1,8,122,4.812184355372417,1,2,2,3,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5200,8.556606193773073,1,6,3,1.3862943611198906,0,0,3,3,3,7,592800.0
8,3,8,9,2.302585092994046,0,0,4,2,9,184,5.220355825078324,1,1,4,2,4,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,5600,8.630700432209832,2,0,3,1.3862943611198906,0,0,3,3,3,7,588000.0
13,8,6,8,2.1972245773362196,1,2,3,1,8,122,4.812184355372417,1,2,2,3,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4400,8.38958706681109,2,4,2,1.0986122886681098,1,2,2,2,2,8,668800.0
2,4,6,10,2.3978952727983707,1,1,0,3,0,118,4.77912349311153,1,1,3,6,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3200,8.071218539969863,2,1,4,1.6094379124341003,1,1,4,4,4,6,921600.0
17,4,9,7,2.0794415416798357,0,1,2,0,7,182,5.209486152841421,1,2,2,0,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,6600,8.79497643168877,0,6,2,1.0986122886681098,1,2,2,2,2,9,462000.0
8,6,6,10,2.3978952727983707,1,1,0,3,0,80,4.394449154672439,1,2,0,3,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,7200,8.881975184248867,0,4,5,1.791759469228055,0,2,0,5,5,14,1260000.0
3,9,7,7,2.0794415416798357,0,1,2,0,7,61,4.127134385045092,0,1,1,5,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5700,8.648396877031582,0,2,5,1.791759469228055,0,2,0,5,5,3,1026000.0
6,17,3,12,2.5649493574615367,1,0,2,5,2,75,4.330733340286331,0,0,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4000,8.294299608857235,1,3,6,1.9459101490553132,1,0,1,6,6,7,1008000.0
1,13,2,9,2.302585092994046,0,0,4,2,9,199,5.298317366548036,0,1,4,3,9,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,2400,7.783640596221253,0,6,6,1.9459101490553132,1,0,1,6,6,7,547200.0
15,17,9,7,2.0794415416798357,0,1,2,0,7,100,4.61512051684126,1,1,0,2,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4300,8.366602832783736,1,2,2,1.0986122886681098,1,2,2,2,2,8,266600.0
7,6,6,6,1.9459101490553132,1,0,1,6,6,134,4.90527477843843,1,2,4,1,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5000,8.517393171418904,2,2,5,1.791759469228055,0,2,0,5,5,3,2400000.0
12,11,8,5,1.791759469228055,0,2,0,5,5,133,4.897839799950911,0,1,3,0,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3900,8.268988209506656,0,1,4,1.6094379124341003,1,1,4,4,4,5,1497600.0
5,16,7,6,1.9459101490553132,1,0,1,6,6,142,4.962844630259907,1,1,2,2,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,5500,8.612685172875459,1,5,6,1.9459101490553132,1,0,1,6,6,7,1122000.0
5,4,4,11,2.4849066497880004,0,2,1,4,1,86,4.465908118654584,1,2,1,2,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,8000,8.987321812850125,2,6,2,1.0986122886681098,1,2,2,2,2,7,400000.0
1,9,4,9,2.302585092994046,0,0,4,2,9,87,4.477336814478207,0,0,2,3,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2300,7.741099090035366,2,4,6,1.9459101490553132,1,0,1,6,6,7,538200.0
11,4,5,10,2.3978952727983707,1,1,0,3,0,175,5.170483995038151,0,1,0,0,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,5500,8.612685172875459,1,5,4,1.6094379124341003,1,1,4,4,4,10,726000.0
12,2,4,9,2.302585092994046,0,0,4,2,9,129,4.867534450455582,0,0,4,3,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,6100,8.716207971151853,1,3,3,1.3862943611198906,0,0,3,3,3,6,1647000.0
12,6,5,8,2.1972245773362196,1,2,3,1,8,80,4.394449154672439,1,2,0,3,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2200,7.696667081526462,1,2,6,1.9459101490553132,1,0,1,6,6,6,712800.0
3,13,2,10,2.3978952727983707,1,1,0,3,0,61,4.127134385045092,0,1,1,5,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4500,8.412054873292933,0,6,4,1.6094379124341003,1,1,4,4,4,8,306000.0
15,10,2,12,2.5649493574615367,1,0,2,5,2,207,5.337538079701318,0,0,2,4,7,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,7700,8.94910546953925,2,0,5,1.791759469228055,0,2,0,5,5,8,1501500.0
16,11,5,3,1.3862943611198906,0,0,3,3,3,143,4.969813299576001,0,2,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4700,8.45553053102413,2,3,2,1.0986122886681098,1,2,2,2,2,3,789600.0
11,4,8,3,1.3862943611198906,0,0,3,3,3,53,3.9889840465642745,0,2,3,4,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3400,8.131824785007195,1,5,6,1.9459101490553132,1,0,1,6,6,8,510000.0
7,17,5,9,2.302585092994046,0,0,4,2,9,165,5.111987788356544,0,0,0,4,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2900,7.972810784121404,2,2,5,1.791759469228055,0,2,0,5,5,8,565500.0
12,17,1,8,2.1972245773362196,1,2,3,1,8,133,4.897839799950911,0,1,3,0,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,5600,8.630700432209832,2,0,3,1.3862943611198906,0,0,3,3,3,4,840000.0
5,13,3,12,2.5649493574615367,1,0,2,5,2,187,5.236441962829949,0,1,2,5,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,7200,8.881975184248867,0,4,6,1.9459101490553132,1,0,1,6,6,7,4536000.0
6,2,9,8,2.1972245773362196,1,2,3,1,8,88,4.48863636973214,1,1,3,4,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3700,8.216358332386156,1,4,2,1.0986122886681098,1,2,2,2,2,13,296000.0
14,12,8,5,1.791759469228055,0,2,0,5,5,75,4.330733340286331,0,0,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3100,8.03947991910045,1,6,3,1.3862943611198906,0,0,3,3,3,8,390600.0
10,10,4,12,2.5649493574615367,1,0,2,5,2,152,5.030437921392435,1,2,2,5,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,3400,8.131824785007195,1,5,2,1.0986122886681098,1,2,2,2,2,8,380800.0
5,11,9,5,1.791759469228055,0,2,0,5,5,110,4.709530201312334,1,2,0,5,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,5400,8.594339400592892,0,3,6,1.9459101490553132,1,0,1,6,6,11,680400.0
6,11,1,3,1.3862943611198906,0,0,3,3,3,193,5.267858159063328,0,1,3,4,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6500,8.77971129020447,2,4,2,1.0986122886681098,1,2,2,2,2,3,1482000.0
13,15,9,8,2.1972245773362196,1,2,3,1,8,198,5.293304824724492,1,0,3,2,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3700,8.216358332386156,1,4,3,1.3862943611198906,0,0,3,3,3,4,1265400.0
7,15,1,11,2.4849066497880004,0,2,1,4,1,136,4.919980925828125,1,1,1,3,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,2500,7.824445930877619,1,1,5,1.791759469228055,0,2,0,5,5,8,312500.0
4,4,8,11,2.4849066497880004,0,2,1,4,1,76,4.343805421853684,1,1,1,6,6,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,8000,8.987321812850125,2,6,2,1.0986122886681098,1,2,2,2,2,6,416000.0
14,9,5,12,2.5649493574615367,1,0,2,5,2,69,4.248495242049359,0,0,4,6,9,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4100,8.31898612539206,2,5,2,1.0986122886681098,1,2,2,2,2,7,311600.0
13,11,0,12,2.5649493574615367,1,0,2,5,2,157,5.062595033026967,0,1,2,3,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,5600,8.630700432209832,2,0,4,1.6094379124341003,1,1,4,4,4,6,1299200.0
7,0,1,9,2.302585092994046,0,0,4,2,9,64,4.174387269895637,1,1,4,1,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2600,7.8636512654486515,2,3,5,1.791759469228055,0,2,0,5,5,4,429000.0
7,6,8,5,1.791759469228055,0,2,0,5,5,107,4.68213122712422,0,2,2,2,7,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6800,8.824824939175638,2,3,6,1.9459101490553132,1,0,1,6,6,4,2774400.0
10,14,4,12,2.5649493574615367,1,0,2,5,2,88,4.48863636973214,1,1,3,4,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3700,8.216358332386156,1,4,5,1.791759469228055,0,2,0,5,5,9,351500.0
2,10,4,6,1.9459101490553132,1,0,1,6,6,102,4.634728988229636,1,0,2,4,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2600,7.8636512654486515,2,3,3,1.3862943611198906,0,0,3,3,3,9,499200.0
15,13,2,6,1.9459101490553132,1,0,1,6,6,138,4.9344739331306915,1,0,3,5,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,4600,8.434028950155469,1,1,2,1.0986122886681098,1,2,2,2,2,11,303600.0
7,7,0,11,2.4849066497880004,0,2,1,4,1,53,3.9889840465642745,0,2,3,4,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4400,8.38958706681109,2,4,2,1.0986122886681098,1,2,2,2,2,7,123200.0
5,9,3,6,1.9459101490553132,1,0,1,6,6,134,4.90527477843843,1,2,4,1,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,7500,8.922791623969637,0,3,6,1.9459101490553132,1,0,1,6,6,9,1440000.0
17,16,1,7,2.0794415416798357,0,1,2,0,7,162,5.093750200806762,1,0,2,1,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7600,8.936035096566041,1,5,3,1.3862943611198906,0,0,3,3,3,4,1413600.0
17,3,7,4,1.6094379124341003,1,1,4,4,4,79,4.382026634673881,0,1,4,2,9,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,6900,8.839421607620602,0,5,3,1.3862943611198906,0,0,3,3,3,9,517500.0
6,15,2,12,2.5649493574615367,1,0,2,5,2,120,4.795790545596741,1,0,0,1,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3000,8.006700845440367,0,4,5,1.791759469228055,0,2,0,5,5,13,405000.0
4,14,6,5,1.791759469228055,0,2,0,5,5,71,4.276666119016055,0,2,1,1,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,7100,8.867990898182093,2,2,4,1.6094379124341003,1,1,4,4,4,8,624800.0
3,17,4,4,1.6094379124341003,1,1,4,4,4,119,4.787491742782046,0,2,4,0,9,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,3000,8.006700845440367,0,4,5,1.791759469228055,0,2,0,5,5,9,345000.0
16,7,2,8,2.1972245773362196,1,2,3,1,8,56,4.04305126783455,1,2,1,0,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7900,8.974744612722734,1,4,4,1.6094379124341003,1,1,4,4,4,8,1011200.0
5,17,9,11,2.4849066497880004,0,2,1,4,1,131,4.882801922586371,0,2,1,5,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,6900,8.839421607620602,0,5,3,1.3862943611198906,0,0,3,3,3,3,993600.0
14,8,9,10,2.3978952727983707,1,1,0,3,0,134,4.90527477843843,1,2,4,1,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5800,8.665785595466064,1,4,3,1.3862943611198906,0,0,3,3,3,3,1618200.0
17,14,1,11,2.4849066497880004,0,2,1,4,1,206,5.332718793265369,1,2,1,3,6,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,3100,8.03947991910045,1,6,2,1.0986122886681098,1,2,2,2,2,6,483600.0
1,4,0,7,2.0794415416798357,0,1,2,0,7,99,4.605170185988092,0,0,4,1,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3600,8.188966863648876,0,2,2,1.0986122886681098,1,2,2,2,2,5,496800.0
16,1,2,6,1.9459101490553132,1,0,1,6,6,86,4.465908118654584,1,2,1,2,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,6600,8.79497643168877,0,6,2,1.0986122886681098,1,2,2,2,2,10,211200.0
16,1,7,3,1.3862943611198906,0,0,3,3,3,55,4.02535169073515,0,1,0,6,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,7700,8.94910546953925,2,0,6,1.9459101490553132,1,0,1,6,6,8,600600.0
12,9,1,11,2.4849066497880004,0,2,1,4,1,62,4.143134726391533,1,2,2,6,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4900,8.497194544909547,1,0,4,1.6094379124341003,1,1,4,4,4,6,333200.0
13,11,7,4,1.6094379124341003,1,1,4,4,4,85,4.454347296253507,0,1,0,1,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4400,8.38958706681109,2,4,4,1.6094379124341003,1,1,4,4,4,8,475200.0
10,10,8,8,2.1972245773362196,1,2,3,1,8,40,3.713572066704308,1,1,0,5,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,5700,8.648396877031582,0,2,4,1.6094379124341003,1,1,4,4,4,13,364800.0
13,16,4,6,1.9459101490553132,1,0,1,6,6,38,3.6635616461296463,1,2,3,3,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2800,7.937731775260109,1,0,4,1.6094379124341003,1,1,4,4,4,10,179200.0
16,14,9,9,2.302585092994046,0,0,4,2,9,209,5.3471075307174685,0,2,4,6,9,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2700,7.901377353792616,0,5,5,1.791759469228055,0,2,0,5,5,6,1620000.0
15,7,8,12,2.5649493574615367,1,0,2,5,2,132,4.890349128221754,1,0,2,6,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7900,8.974744612722734,1,4,5,1.791759469228055,0,2,0,5,5,7,1896000.0
7,7,5,9,2.302585092994046,0,0,4,2,9,81,4.406719247264253,0,0,1,4,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,6800,8.824824939175638,2,3,3,1.3862943611198906,0,0,3,3,3,7,1101600.0
9,10,2,9,2.302585092994046,0,0,4,2,9,164,5.10594547390058,1,2,4,3,4,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,4700,8.45553053102413,2,3,3,1.3862943611198906,0,0,3,3,3,4,874200.0
8,5,7,12,2.5649493574615367,1,0,2,5,2,142,4.962844630259907,1,1,2,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,4500,8.412054873292933,0,6,5,1.791759469228055,0,2,0,5,5,7,1170000.0
6,14,8,8,2.1972245773362196,1,2,3,1,8,104,4.653960350157523,1,2,4,6,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,8000,8.987321812850125,2,6,5,1.791759469228055,0,2,0,5,5,8,1280000.0
15,17,9,7,2.0794415416798357,0,1,2,0,7,27,3.332204510175204,0,0,2,6,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3000,8.006700845440367,0,4,5,1.791759469228055,0,2,0,5,5,7,150000.0
15,10,2,11,2.4849066497880004,0,2,1,4,1,86,4.465908118654584,1,2,1,2,6,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,3900,8.268988209506656,0,1,2,1.0986122886681098,1,2,2,2,2,6,234000.0
10,6,8,4,1.6094379124341003,1,1,4,4,4,44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,7100,8.867990898182093,2,2,3,1.3862943611198906,0,0,3,3,3,6,639000.0
0,13,3,11,2.4849066497880004,0,2,1,4,1,96,4.574710978503383,1,0,1,5,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,2000,7.601402334583733,2,5,6,1.9459101490553132,1,0,1,6,6,7,204000.0
5,14,0,5,1.791759469228055,0,2,0,5,5,39,3.6888794541139363,0,0,4,4,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2000,7.601402334583733,2,5,5,1.791759469228055,0,2,0,5,5,9,170000.0
16,16,1,7,2.0794415416798357,0,1,2,0,7,187,5.236441962829949,0,1,2,5,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,7000,8.853808274977197,1,0,4,1.6094379124341003,1,1,4,4,4,3,3024000.0
7,3,7,10,2.3978952727983707,1,1,0,3,0,125,4.836281906951478,0,2,0,6,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,6800,8.824824939175638,2,3,2,1.0986122886681098,1,2,2,2,2,11,312800.0
8,4,5,7,2.0794415416798357,0,1,2,0,7,87,4.477336814478207,0,0,2,3,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7400,8.909370405197466,2,1,4,1.6094379124341003,1,1,4,4,4,4,947200.0
5,13,3,5,1.791759469228055,0,2,0,5,5,81,4.406719247264253,0,0,1,4,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2600,7.8636512654486515,2,3,6,1.9459101490553132,1,0,1,6,6,4,889200.0
12,8,2,10,2.3978952727983707,1,1,0,3,0,210,5.351858133476067,1,0,0,0,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2400,7.783640596221253,0,6,5,1.791759469228055,0,2,0,5,5,12,960000.0
1,2,4,9,2.302585092994046,0,0,4,2,9,53,3.9889840465642745,0,2,3,4,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,7200,8.881975184248867,0,4,6,1.9459101490553132,1,0,1,6,6,9,950400.0
9,1,4,11,2.4849066497880004,0,2,1,4,1,161,5.087596335232384,0,2,1,0,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2500,7.824445930877619,1,1,5,1.791759469228055,0,2,0,5,5,4,750000.0
14,0,6,7,2.0794415416798357,0,1,2,0,7,64,4.174387269895637,1,1,4,1,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7900,8.974744612722734,1,4,3,1.3862943611198906,0,0,3,3,3,3,900600.0
2,14,1,11,2.4849066497880004,0,2,1,4,1,206,5.332718793265369,1,2,1,3,6,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2600,7.8636512654486515,2,3,2,1.0986122886681098,1,2,2,2,2,6,405600.0
7,1,2,7,2.0794415416798357,0,1,2,0,7,99,4.605170185988092,0,0,4,1,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5100,8.537191877922927,0,4,3,1.3862943611198906,0,0,3,3,3,6,1055700.0
6,12,1,12,2.5649493574615367,1,0,2,5,2,132,4.890349128221754,1,0,2,6,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4400,8.38958706681109,2,4,5,1.791759469228055,0,2,0,5,5,9,880000.0
7,4,3,9,2.302585092994046,0,0,4,2,9,159,5.075173815233827,0,0,4,5,9,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,5300,8.575650760987806,2,1,2,1.0986122886681098,1,2,2,2,2,7,318000.0
