slot_first_item,slot_second_item,slot_third_item,slot_fourth_item,slot_place,slot_base_weight,slot_base_weight_abs_log1p,slot_base_weight_is_even,slot_base_weight_mod3,slot_base_weight_mod5,slot_base_weight_mod7,slot_base_weight_mod10,slot_m1,slot_m1_abs_log1p,slot_m1_is_even,slot_m1_mod3,slot_m1_mod5,slot_m1_mod7,slot_m1_mod10,slot_frac_num,slot_frac_num_abs_log1p,slot_frac_num_is_even,slot_frac_num_mod3,slot_frac_num_mod5,slot_frac_num_mod7,slot_frac_num_mod10,slot_frac_den,slot_frac_den_abs_log1p,slot_frac_den_is_even,slot_frac_den_mod3,slot_frac_den_mod5,slot_frac_den_mod7,slot_frac_den_mod10,slot_m3,slot_m3_abs_log1p,slot_m3_is_even,slot_m3_mod3,slot_m3_mod5,slot_m3_mod7,slot_m3_mod10,slot_unit,gcd_all,n_multiple_pairs,y
2,0,2,0,3,40,3.713572066704308,1,1,0,5,0,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,13,2.6390573296152584,0,1,3,6,3,2,1,1,2730.0
1,3,6,5,1,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,53,3.9889840465642745,0,2,3,4,3,0,1,3,13992.0
0,0,6,5,1,319,5.768320995793772,0,1,4,4,9,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,54,4.007333185232471,1,0,4,5,4,1,1,2,50112.0
2,0,3,2,6,91,4.5217885770490405,0,1,1,0,1,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,25,3.258096538021482,0,1,0,4,5,1,1,2,5200.0
0,1,0,1,2,204,5.3230099791384085,1,0,4,1,4,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,42,3.7612001156935624,1,0,2,0,2,2,1,2,17850.0
1,3,4,2,6,63,4.1588830833596715,0,0,3,0,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,3,1,2,1848.0
3,0,6,4,6,156,5.056245805348308,1,0,1,2,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,2,1,3,2730.0
3,5,4,1,0,96,4.574710978503383,1,0,1,5,6,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,39,3.6888794541139363,0,0,4,4,9,2,1,2,14040.0
1,2,1,5,3,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,47,3.871201010907891,0,2,2,5,7,2,1,4,3008.0
4,6,6,5,1,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,57,4.060443010546419,0,0,2,1,7,0,1,3,2280.0
6,3,3,3,3,330,5.802118375377063,1,0,0,1,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,0,6,0,2,1,5,4800.0
6,5,0,3,2,135,4.912654885736052,0,0,0,2,5,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,37,3.6375861597263857,0,1,2,2,7,2,1,2,20979.0
5,1,1,4,2,40,3.713572066704308,1,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,42,3.7612001156935624,1,0,2,0,2,3,1,7,2520.0
6,3,5,5,1,68,4.23410650459726,1,2,3,5,8,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,21,3.091042453358316,0,0,1,0,1,3,1,3,8568.0
0,5,5,1,3,11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,56,4.04305126783455,1,2,1,0,6,2,1,2,2688.0
2,2,4,3,3,130,4.875197323201151,1,1,0,4,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,1,1,3,1404.0
3,2,0,5,2,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,29,3.4011973816621555,0,2,4,1,9,0,1,1,696.0
1,6,5,3,4,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,60,4.110873864173311,1,0,0,4,0,1,1,6,2400.0
4,5,6,6,0,22,3.1354942159291497,1,1,2,1,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,0,6,0,1,1,2,1400.0
5,4,0,6,2,42,3.7612001156935624,1,0,2,0,2,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,16,2.833213344056216,1,1,1,2,6,1,1,8,1344.0
1,0,0,1,0,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,57,4.060443010546419,0,0,2,1,7,0,1,4,2280.0
3,3,4,5,3,81,4.406719247264253,0,0,1,4,1,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,0,1,1,3213.0
4,6,0,1,1,52,3.970291913552122,1,1,2,3,2,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,0,1,5,910.0
3,2,5,5,3,192,5.262690188904886,1,0,2,3,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,48,3.8918202981106265,1,0,3,6,8,2,1,5,17280.0
6,5,0,1,0,44,3.8066624897703196,1,2,4,2,4,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,1,1,5,2970.0
4,6,6,3,6,208,5.342334251964811,1,1,3,5,8,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,17,2.8903717578961645,0,2,2,3,7,0,1,3,10608.0
3,2,0,2,6,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,3,4,10,768.0
3,6,6,1,1,180,5.198497031265826,1,0,0,5,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,0,2,8,960.0
2,2,2,6,3,54,4.007333185232471,1,0,4,5,4,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,43,3.784189633918261,0,1,3,1,3,0,1,6,3483.0
6,0,2,3,4,117,4.770684624465665,0,0,2,5,7,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,23,3.1780538303479458,0,2,3,2,3,2,1,2,4784.0
0,6,4,0,5,40,3.713572066704308,1,1,0,5,0,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,32,3.4965075614664802,1,2,2,4,2,3,4,9,5120.0
4,5,6,3,1,132,4.890349128221754,1,0,2,6,2,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,1,1,2,7776.0
1,6,2,5,1,92,4.532599493153256,1,2,2,1,2,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,0,1,7,1656.0
2,4,6,0,5,133,4.897839799950911,0,1,3,0,3,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,30,3.4339872044851463,1,0,0,2,0,0,1,4,6840.0
0,6,1,2,6,63,4.1588830833596715,0,0,3,0,3,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,2,1,6,1008.0
1,2,1,0,3,69,4.248495242049359,0,0,4,6,9,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,31,3.4657359027997265,0,1,1,3,1,3,1,4,6417.0
1,0,1,4,5,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,0,1,7,288.0
1,1,2,6,5,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,60,4.110873864173311,1,0,0,4,0,1,1,7,3600.0
2,5,2,5,6,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,60,4.110873864173311,1,0,0,4,0,2,1,4,1260.0
2,2,4,4,1,65,4.189654742026425,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,53,3.9889840465642745,0,2,3,4,3,0,1,3,13780.0
0,2,6,5,4,85,4.454347296253507,0,1,0,1,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,0,1,0,1,1,3,7650.0
1,6,1,1,0,112,4.727387818712341,1,1,2,0,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,2,1,3,3360.0
4,4,0,4,3,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,43,3.784189633918261,0,1,3,1,3,0,1,3,1376.0
4,5,2,2,0,216,5.37989735354046,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,40,3.713572066704308,1,1,0,5,0,3,1,7,5760.0
3,4,6,6,3,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,55,4.02535169073515,0,1,0,6,5,3,1,2,4400.0
5,4,4,1,5,276,5.6240175061873385,1,0,1,3,6,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,37,3.6375861597263857,0,1,2,2,7,2,1,3,18722.0
2,3,1,5,3,66,4.204692619390966,1,0,1,3,6,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,58,4.07753744390572,1,1,3,2,8,1,1,2,17400.0
4,1,1,4,4,85,4.454347296253507,0,1,0,1,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,47,3.871201010907891,0,2,2,5,7,1,1,3,15980.0
6,4,6,1,3,324,5.783825182329737,1,0,4,2,4,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,46,3.8501476017100584,1,1,1,4,6,1,1,2,78246.0
1,1,2,4,3,170,5.14166355650266,1,2,0,2,0,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,38,3.6635616461296463,1,2,3,3,8,1,1,1,40698.0
2,5,2,3,6,110,4.709530201312334,1,2,0,5,0,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,60,4.110873864173311,1,0,0,4,0,2,1,3,19200.0
3,0,3,4,0,56,4.04305126783455,1,2,1,0,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,18,2.9444389791664403,1,0,3,4,8,3,1,8,3024.0
3,3,4,4,2,100,4.61512051684126,1,1,0,2,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,47,3.871201010907891,0,2,2,5,7,3,1,2,8460.0
5,3,4,1,4,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,0,2,0,2,1,8,150.0
1,6,6,4,3,56,4.04305126783455,1,2,1,0,6,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,0,1,0,0,1,6,3500.0
3,2,4,1,4,64,4.174387269895637,1,1,4,1,4,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,1,1,3,2576.0
6,0,1,2,1,230,5.442417710521793,1,2,0,6,0,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,34,3.5553480614894135,1,1,4,6,4,0,1,1,49266.0
6,6,5,5,3,180,5.198497031265826,1,0,0,5,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,31,3.4657359027997265,0,1,1,3,1,3,1,4,23250.0
4,3,5,1,6,110,4.709530201312334,1,2,0,5,0,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,1,1,4,7920.0
1,3,6,0,2,210,5.351858133476067,1,0,0,0,0,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,32,3.4965075614664802,1,2,2,4,2,2,1,4,30720.0
2,4,3,2,1,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,52,3.970291913552122,1,1,2,3,2,0,1,5,1820.0
5,6,0,6,1,50,3.9318256327243257,1,2,0,1,0,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,29,3.4011973816621555,0,2,4,1,9,2,1,1,5075.0
3,3,2,6,3,80,4.394449154672439,1,2,0,3,0,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,28,3.367295829986474,1,1,3,0,8,0,1,4,13720.0
0,2,6,6,3,42,3.7612001156935624,1,0,2,0,2,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,38,3.6635616461296463,1,2,3,3,8,0,1,5,2736.0
4,5,2,1,4,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,43,3.784189633918261,0,1,3,1,3,1,1,6,1376.0
3,4,4,5,0,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,14,2.70805020110221,1,2,4,0,4,2,1,5,224.0
5,1,1,6,5,42,3.7612001156935624,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,27,3.332204510175204,0,0,2,6,7,1,1,4,2268.0
2,2,6,2,6,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,0,1,4,2880.0
4,3,0,2,4,26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,17,2.8903717578961645,0,2,2,3,7,2,1,2,663.0
6,5,4,2,4,48,3.8918202981106265,1,0,3,6,8,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,1,1,7,3072.0
6,5,4,1,2,72,4.290459441148391,1,0,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,33,3.5263605246161616,0,0,3,5,3,0,1,6,1584.0
3,1,2,6,6,275,5.62040086571715,0,2,0,2,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,16,2.833213344056216,1,1,1,2,6,0,1,2,5600.0
0,3,4,3,3,117,4.770684624465665,0,0,2,5,7,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,0,1,2,5824.0
0,3,5,0,5,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,56,4.04305126783455,1,2,1,0,6,2,2,4,2016.0
2,5,4,5,5,72,4.290459441148391,1,0,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1,6,480.0
3,4,6,6,3,105,4.663439094112067,0,0,0,0,5,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,42,3.7612001156935624,1,0,2,0,2,3,1,3,15876.0
0,6,2,5,4,30,3.4339872044851463,1,0,0,2,0,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,59,4.0943445622221,0,2,4,3,9,0,1,2,9558.0
0,2,4,3,0,64,4.174387269895637,1,1,4,1,4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,60,4.110873864173311,1,0,0,4,0,3,2,7,7680.0
6,1,3,4,4,84,4.442651256490317,1,0,4,0,4,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,2,1,6,1568.0
4,3,0,3,1,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,0,1,4,2376.0
5,2,2,0,2,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,60,4.110873864173311,1,0,0,4,0,3,1,8,5400.0
5,6,5,0,3,68,4.23410650459726,1,2,3,5,8,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,34,3.5553480614894135,1,1,4,6,4,2,1,6,4046.0
5,6,1,2,2,20,3.044522437723423,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,29,3.4011973816621555,0,2,4,1,9,2,1,5,1015.0
4,0,6,4,2,90,4.51085950651685,1,0,0,6,0,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,52,3.970291913552122,1,1,2,3,2,2,1,7,4680.0
4,0,0,5,5,39,3.6888794541139363,0,0,4,4,9,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,56,4.04305126783455,1,2,1,0,6,2,1,2,7280.0
6,5,4,2,0,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,56,4.04305126783455,1,2,1,0,6,3,1,6,3360.0
1,4,6,1,6,120,4.795790545596741,1,0,0,1,0,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,27,3.332204510175204,0,0,2,6,7,1,1,6,3645.0
5,3,5,2,6,132,4.890349128221754,1,0,2,6,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,58,4.07753744390572,1,1,3,2,8,3,1,2,20880.0
0,4,4,5,4,75,4.330733340286331,0,0,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,0,1,3,500.0
2,5,3,3,1,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,34,3.5553480614894135,1,1,4,6,4,1,1,5,408.0
5,1,5,1,2,108,4.6913478822291435,1,0,3,3,8,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,52,3.970291913552122,1,1,2,3,2,3,1,1,26208.0
3,5,5,3,3,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,3,1,4,608.0
2,1,0,0,2,84,4.442651256490317,1,0,4,0,4,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,26,3.295836866004329,1,2,1,5,6,2,1,3,11466.0
5,1,2,6,1,60,4.110873864173311,1,0,0,4,0,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,54,4.007333185232471,1,0,4,5,4,1,1,1,15120.0
1,0,4,1,6,34,3.5553480614894135,1,1,4,6,4,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,58,4.07753744390572,1,1,3,2,8,3,1,6,8874.0
0,1,0,0,0,75,4.330733340286331,0,0,0,5,5,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,28,3.367295829986474,1,1,3,0,8,3,1,1,7560.0
6,0,0,3,4,11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,46,3.8501476017100584,1,1,1,4,6,2,1,1,2576.0
1,0,0,3,4,66,4.204692619390966,1,0,1,3,6,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,43,3.784189633918261,0,1,3,1,3,0,1,1,8514.0
6,6,6,1,1,65,4.189654742026425,0,2,0,2,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,60,4.110873864173311,1,0,0,4,0,0,1,6,5460.0
0,1,1,0,3,95,4.564348191467836,0,2,0,4,5,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,3,1,6,684.0
0,5,5,6,4,69,4.248495242049359,0,0,4,6,9,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,0,1,6,4968.0
4,4,3,0,4,70,4.2626798770413155,1,1,0,0,0,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,28,3.367295829986474,1,1,3,0,8,2,1,4,8960.0
4,4,3,5,6,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,37,3.6375861597263857,0,1,2,2,7,2,1,6,888.0
4,0,6,5,0,54,4.007333185232471,1,0,4,5,4,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,1,4,756.0
3,0,4,0,2,52,3.970291913552122,1,1,2,3,2,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,1,1,6,3120.0
3,6,5,3,0,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,0,5,0,1,1,6,2160.0
1,6,5,2,1,42,3.7612001156935624,1,0,2,0,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,37,3.6375861597263857,0,1,2,2,7,2,1,3,2590.0
6,1,1,1,1,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,3,1,3,1650.0
5,0,6,1,1,290,5.673323267171493,1,2,0,3,0,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,57,4.060443010546419,0,0,2,1,7,2,1,2,34713.0
