slot_person1,slot_person2,slot_factor,slot_factor_abs_log1p,slot_factor_is_even,slot_factor_mod3,slot_factor_mod5,slot_factor_mod7,slot_factor_mod10,slot_total,slot_total_abs_log1p,slot_total_is_even,slot_total_mod3,slot_total_mod5,slot_total_mod7,slot_total_mod10,slot_item,gcd_all,n_multiple_pairs,y
3,16,5,1.791759469228055,0,2,0,5,5,28200,10.247112717290387,1,0,0,4,0,1,5,1,4700.0
9,15,2,1.0986122886681098,1,2,2,2,2,4500,8.412054873292933,1,0,0,6,0,7,2,1,1500.0
17,6,6,1.9459101490553132,1,0,1,6,6,2282,7.733245646529795,1,2,2,0,2,15,2,0,326.0
8,9,10,2.3978952727983707,1,1,0,3,0,91300,11.421917019425596,1,1,0,6,0,15,10,1,8300.0
2,16,5,1.791759469228055,0,2,0,5,5,768,6.645090969505644,1,0,3,5,8,7,1,0,128.0
15,14,10,2.3978952727983707,1,1,0,3,0,68090000,18.036340932145595,1,2,0,6,0,14,10,1,6190000.0
6,11,5,1.791759469228055,0,2,0,5,5,16560,9.714805812589491,1,0,0,5,0,12,5,1,2760.0
5,8,12,2.5649493574615367,1,0,2,5,2,45890,10.734024298391375,1,2,0,5,0,5,2,0,3530.0
15,14,5,1.791759469228055,0,2,0,5,5,376800,12.839472475608636,1,0,0,4,0,4,5,1,62800.0
5,0,3,1.3862943611198906,0,0,3,3,3,12760,9.454148923733976,1,1,0,6,0,14,1,0,3190.0
10,11,8,2.1972245773362196,1,2,3,1,8,1233,7.1180162044653335,0,0,3,1,3,6,1,0,137.0
19,15,5,1.791759469228055,0,2,0,5,5,21060,9.955178267941482,1,0,0,4,0,0,5,1,3510.0
6,13,10,2.3978952727983707,1,1,0,3,0,15730000,16.57108033860725,1,1,0,6,0,0,10,1,1430000.0
4,14,4,1.6094379124341003,1,1,4,4,4,2245000,14.624216524592692,1,1,0,2,0,1,4,1,449000.0
13,1,8,2.1972245773362196,1,2,3,1,8,6426000,15.67586297427573,1,0,0,0,0,15,8,1,714000.0
8,18,6,1.9459101490553132,1,0,1,6,6,5397,8.59378379357795,0,0,2,0,7,1,3,0,771.0
15,16,6,1.9459101490553132,1,0,1,6,6,6188,8.73052880173936,1,2,3,0,8,5,2,0,884.0
9,6,3,1.3862943611198906,0,0,3,3,3,27720,10.229945527689226,1,0,0,0,0,12,3,1,6930.0
14,3,5,1.791759469228055,0,2,0,5,5,2040,7.621195162809845,1,0,0,3,0,0,5,1,340.0
0,6,2,1.0986122886681098,1,2,2,2,2,45600,10.727684925086583,1,0,0,2,0,7,2,1,15200.0
5,0,5,1.791759469228055,0,2,0,5,5,1476,7.29776828253138,1,0,1,6,6,9,1,0,246.0
10,17,2,1.0986122886681098,1,2,2,2,2,2181000,14.595294503688933,1,0,0,3,0,14,2,1,727000.0
14,5,6,1.9459101490553132,1,0,1,6,6,784000,13.572165574841936,1,1,0,0,0,3,2,0,112000.0
0,5,5,1.791759469228055,0,2,0,5,5,3420,8.137688184977605,1,0,0,4,0,5,5,1,570.0
18,9,9,2.302585092994046,0,0,4,2,9,7100,8.867990898182093,1,2,0,2,0,5,1,0,710.0
5,18,12,2.5649493574615367,1,0,2,5,2,202800,12.219980481653478,1,0,0,3,0,15,12,1,15600.0
12,5,5,1.791759469228055,0,2,0,5,5,25800,10.158168529848494,1,0,0,5,0,5,5,1,4300.0
8,11,9,2.302585092994046,0,0,4,2,9,3470,8.152198015861787,1,2,0,5,0,12,1,0,347.0
11,3,10,2.3978952727983707,1,1,0,3,0,701800,13.461405167037618,1,1,0,1,0,10,10,1,63800.0
0,13,2,1.0986122886681098,1,2,2,2,2,218400,12.294088101596984,1,0,0,0,0,12,2,1,72800.0
18,13,9,2.302585092994046,0,0,4,2,9,70000000,18.064005814299346,1,1,0,0,0,12,1,0,7000000.0
0,18,6,1.9459101490553132,1,0,1,6,6,19810,9.893992617974327,1,1,0,0,0,13,2,0,2830.0
3,1,3,1.3862943611198906,0,0,3,3,3,1884000,14.448908264903867,1,0,0,6,0,5,3,1,471000.0
2,0,4,1.6094379124341003,1,1,4,4,4,440000,12.994532278619134,1,2,0,1,0,0,4,1,88000.0
3,2,12,2.5649493574615367,1,0,2,5,2,7514,8.924656302187074,1,2,4,3,4,5,2,0,578.0
1,9,9,2.302585092994046,0,0,4,2,9,2290000,14.64406281221155,1,1,0,6,0,11,1,0,229000.0
18,9,10,2.3978952727983707,1,1,0,3,0,814000,13.609716873485151,1,1,0,5,0,14,10,1,74000.0
13,4,2,1.0986122886681098,1,2,2,2,2,144000,11.87757552297847,1,0,0,3,0,12,2,1,48000.0
15,13,12,2.5649493574615367,1,0,2,5,2,839800,13.640920237991226,1,1,0,3,0,9,4,0,64600.0
0,9,7,2.0794415416798357,0,1,2,0,7,51200,10.843514342086866,1,2,0,2,0,10,1,0,6400.0
3,15,2,1.0986122886681098,1,2,2,2,2,8640000,15.971913256520972,1,0,0,5,0,1,2,1,2880000.0
8,13,4,1.6094379124341003,1,1,4,4,4,92000,11.429554725537322,1,2,0,6,0,14,4,1,18400.0
9,0,5,1.791759469228055,0,2,0,5,5,1260,7.13966033596492,1,0,0,0,0,9,5,1,210.0
0,16,9,2.302585092994046,0,0,4,2,9,38100000,17.455724866343648,1,0,0,1,0,2,3,0,3810000.0
3,2,12,2.5649493574615367,1,0,2,5,2,960700,13.775418505304959,1,1,0,6,0,6,4,0,73900.0
15,7,2,1.0986122886681098,1,2,2,2,2,1548000,14.252474979126433,1,0,0,6,0,14,2,1,516000.0
10,17,8,2.1972245773362196,1,2,3,1,8,509400,13.140990804619403,1,0,0,3,0,9,8,1,56600.0
12,18,11,2.4849066497880004,0,2,1,4,1,80280,11.293288259235284,1,0,0,4,0,12,1,0,6690.0
12,6,12,2.5649493574615367,1,0,2,5,2,650000,13.384729180332174,1,2,0,1,0,9,4,0,50000.0
18,12,3,1.3862943611198906,0,0,3,3,3,190400,12.15688765342645,1,2,0,0,0,15,1,0,47600.0
5,5,8,2.1972245773362196,1,2,3,1,8,4725,8.460834457746854,0,0,0,0,5,5,1,0,525.0
0,18,12,2.5649493574615367,1,0,2,5,2,774800,13.560361501169798,1,2,0,5,0,12,4,0,59600.0
8,3,11,2.4849066497880004,0,2,1,4,1,107040000,18.488713163686494,1,0,0,4,0,13,1,0,8920000.0
12,5,4,1.6094379124341003,1,1,4,4,4,1580,7.365812837209472,1,2,0,5,0,13,4,1,316.0
13,12,3,1.3862943611198906,0,0,3,3,3,4320000,15.278766191701747,1,0,0,6,0,4,3,1,1080000.0
3,0,12,2.5649493574615367,1,0,2,5,2,77870,11.262808890404589,1,2,0,2,0,0,2,0,5990.0
16,13,4,1.6094379124341003,1,1,4,4,4,39200,10.576457535657255,1,2,0,0,0,7,4,1,7840.0
19,11,6,1.9459101490553132,1,0,1,6,6,44590,10.70528732392309,1,1,0,0,0,3,2,0,6370.0
13,12,8,2.1972245773362196,1,2,3,1,8,698400,13.45654871535072,1,0,0,3,0,7,8,1,77600.0
8,13,10,2.3978952727983707,1,1,0,3,0,68640,11.13664530282029,1,0,0,5,0,11,10,1,6240.0
11,2,6,1.9459101490553132,1,0,1,6,6,27650,10.227417172661774,1,2,0,0,0,15,2,0,3950.0
6,16,10,2.3978952727983707,1,1,0,3,0,933900,13.747125715875692,1,0,0,2,0,1,10,1,84900.0
0,16,10,2.3978952727983707,1,1,0,3,0,598400,13.302016376764003,1,2,0,5,0,6,10,1,54400.0
14,14,7,2.0794415416798357,0,1,2,0,7,2720,7.908754738783246,1,2,0,4,0,10,1,0,340.0
7,9,9,2.302585092994046,0,0,4,2,9,79500,11.283524879179666,1,0,0,1,0,9,3,0,7950.0
5,15,6,1.9459101490553132,1,0,1,6,6,564900,13.244405773536606,1,0,0,0,0,12,6,1,80700.0
3,18,10,2.3978952727983707,1,1,0,3,0,843700,13.645553445408439,1,1,0,4,0,10,10,1,76700.0
4,7,7,2.0794415416798357,0,1,2,0,7,3672,8.208764045819667,1,0,2,4,2,15,1,0,459.0
0,7,10,2.3978952727983707,1,1,0,3,0,9790000,16.096872116651735,1,1,0,3,0,14,10,1,890000.0
0,18,3,1.3862943611198906,0,0,3,3,3,16640000,16.627320053453488,1,2,0,6,0,15,1,0,4160000.0
6,6,12,2.5649493574615367,1,0,2,5,2,112190,11.627958054949682,1,2,0,1,0,1,2,0,8630.0
11,17,8,2.1972245773362196,1,2,3,1,8,360,5.8888779583328805,1,0,0,3,0,4,8,1,40.0
8,11,8,2.1972245773362196,1,2,3,1,8,30150000,17.221695514304965,1,0,0,6,0,15,8,1,3350000.0
2,18,5,1.791759469228055,0,2,0,5,5,34500,10.448743588106625,1,0,0,4,0,12,5,1,5750.0
19,0,3,1.3862943611198906,0,0,3,3,3,2860,7.95892649305011,1,1,0,4,0,5,1,0,715.0
17,16,7,2.0794415416798357,0,1,2,0,7,27920,10.23713437285382,1,2,0,4,0,10,1,0,3490.0
2,17,9,2.302585092994046,0,0,4,2,9,59100000,17.8947414992968,1,0,0,1,0,10,3,0,5910000.0
8,7,10,2.3978952727983707,1,1,0,3,0,14190000,16.468048119608387,1,0,0,6,0,7,10,1,1290000.0
19,0,11,2.4849066497880004,0,2,1,4,1,1380,7.2305631534092925,1,0,0,1,0,15,1,0,115.0
13,11,9,2.302585092994046,0,0,4,2,9,7280,8.893023494394711,1,2,0,0,0,8,1,0,728.0
6,12,3,1.3862943611198906,0,0,3,3,3,21640,9.982344942613622,1,1,0,3,0,2,1,0,5410.0
11,11,10,2.3978952727983707,1,1,0,3,0,21890000,16.901540515182006,1,2,0,6,0,0,10,1,1990000.0
5,15,6,1.9459101490553132,1,0,1,6,6,18760000,16.747237554847256,1,1,0,0,0,0,2,0,2680000.0
3,15,4,1.6094379124341003,1,1,4,4,4,33400000,17.32406648788705,1,1,0,4,0,1,4,1,6680000.0
5,8,6,1.9459101490553132,1,0,1,6,6,5999,8.699514748210191,0,2,4,0,9,5,1,0,857.0
5,5,9,2.302585092994046,0,0,4,2,9,4930000,15.41084974885861,1,1,0,5,0,7,1,0,493000.0
17,15,7,2.0794415416798357,0,1,2,0,7,816000,13.61217085943569,1,0,0,3,0,6,1,0,102000.0
17,14,12,2.5649493574615367,1,0,2,5,2,16510000,16.61947687646566,1,1,0,3,0,14,4,0,1270000.0
10,3,12,2.5649493574615367,1,0,2,5,2,53040,10.87882047837734,1,0,0,1,0,12,12,1,4080.0
4,15,11,2.4849066497880004,0,2,1,4,1,27480000,17.128969061708524,1,0,0,2,0,13,1,0,2290000.0
16,18,4,1.6094379124341003,1,1,4,4,4,17000000,16.648723960844016,1,2,0,3,0,7,4,1,3400000.0
17,10,2,1.0986122886681098,1,2,2,2,2,14460,9.579210649614792,1,0,0,5,0,6,2,1,4820.0
18,11,4,1.6094379124341003,1,1,4,4,4,3900000,15.176487367510099,1,0,0,6,0,6,4,1,780000.0
14,18,5,1.791759469228055,0,2,0,5,5,29040,10.27646390360756,1,0,0,4,0,5,5,1,4840.0
8,8,12,2.5649493574615367,1,0,2,5,2,79820,11.287541906712672,1,2,0,6,0,10,4,0,6140.0
17,13,11,2.4849066497880004,0,2,1,4,1,91320,11.422136051087499,1,0,0,5,0,1,1,0,7610.0
13,3,5,1.791759469228055,0,2,0,5,5,6060000,15.617220523061984,1,0,0,2,0,5,5,1,1010000.0
19,19,4,1.6094379124341003,1,1,4,4,4,4320000,15.278766191701747,1,0,0,6,0,13,4,1,864000.0
6,6,9,2.302585092994046,0,0,4,2,9,27000000,17.11134746100564,1,0,0,6,0,1,9,1,2700000.0
13,13,3,1.3862943611198906,0,0,3,3,3,412000,12.928781055513184,1,1,0,1,0,7,1,0,103000.0
19,19,8,2.1972245773362196,1,2,3,1,8,64440,11.07350535548211,1,0,0,5,0,14,8,1,7160.0
2,4,5,1.791759469228055,0,2,0,5,5,50520,10.83014437040946,1,0,0,1,0,3,5,1,8420.0
16,2,10,2.3978952727983707,1,1,0,3,0,567600,13.24917398607056,1,0,0,5,0,15,10,1,51600.0
19,13,7,2.0794415416798357,0,1,2,0,7,2904,7.974188669286011,1,0,4,6,4,12,1,0,363.0
7,17,4,1.6094379124341003,1,1,4,4,4,585,6.373319789577012,0,0,0,4,5,6,1,0,117.0
17,1,2,1.0986122886681098,1,2,2,2,2,189,5.247024072160486,0,0,4,0,9,11,1,0,63.0
2,15,12,2.5649493574615367,1,0,2,5,2,95680,11.468775020634858,1,1,0,4,0,7,4,0,7360.0
14,17,10,2.3978952727983707,1,1,0,3,0,568700,13.251110091689688,1,2,0,6,0,5,10,1,51700.0
1,7,2,1.0986122886681098,1,2,2,2,2,1320,7.186144304522325,1,0,0,4,0,5,2,1,440.0
4,4,2,1.0986122886681098,1,2,2,2,2,2133,7.665753431861699,0,0,3,5,3,14,1,0,711.0
10,12,2,1.0986122886681098,1,2,2,2,2,20220,9.91447694733573,1,0,0,4,0,12,2,1,6740.0
16,14,9,2.302585092994046,0,0,4,2,9,6200000,15.64006001130563,1,2,0,2,0,6,1,0,620000.0
10,7,7,2.0794415416798357,0,1,2,0,7,3008000,14.916786296498621,1,2,0,2,0,9,1,0,376000.0
6,10,11,2.4849066497880004,0,2,1,4,1,9288000,16.044233910025664,1,0,0,1,0,1,1,0,774000.0
16,6,7,2.0794415416798357,0,1,2,0,7,650400,13.38534437472993,1,0,0,2,0,7,1,0,81300.0
14,18,3,1.3862943611198906,0,0,3,3,3,2668000,14.796840060830174,1,1,0,6,0,2,1,0,667000.0
3,5,12,2.5649493574615367,1,0,2,5,2,53560000,17.796313097457894,1,1,0,4,0,3,4,0,4120000.0
2,2,2,1.0986122886681098,1,2,2,2,2,1470000,14.200773639026796,1,0,0,0,0,5,2,1,490000.0
8,1,3,1.3862943611198906,0,0,3,3,3,35640000,17.388979188625243,1,0,0,4,0,6,3,1,8910000.0
4,15,7,2.0794415416798357,0,1,2,0,7,50320000,17.733913190229273,1,1,0,3,0,4,1,0,6290000.0
12,5,5,1.791759469228055,0,2,0,5,5,3654,8.203851372183879,1,0,4,0,4,5,1,0,609.0
12,11,7,2.0794415416798357,0,1,2,0,7,63440,11.057865619110094,1,2,0,6,0,5,1,0,7930.0
2,17,6,1.9459101490553132,1,0,1,6,6,5460000,15.512959530871255,1,0,0,0,0,12,6,1,780000.0
9,2,8,2.1972245773362196,1,2,3,1,8,721800,13.489504756615192,1,0,0,2,0,2,8,1,80200.0
6,12,5,1.791759469228055,0,2,0,5,5,527400,13.175716448993573,1,0,0,6,0,0,5,1,87900.0
19,14,10,2.3978952727983707,1,1,0,3,0,297000,12.601490784782536,1,0,0,4,0,11,10,1,27000.0
1,1,10,2.3978952727983707,1,1,0,3,0,8349,9.030016817844901,0,0,4,5,9,7,1,0,759.0
3,3,4,1.6094379124341003,1,1,4,4,4,368000,12.81584093453868,1,2,0,3,0,2,4,1,73600.0
11,13,11,2.4849066497880004,0,2,1,4,1,5760000,15.56644820628317,1,0,0,1,0,3,1,0,480000.0
5,19,7,2.0794415416798357,0,1,2,0,7,46400,10.74507628970625,1,2,0,4,0,14,1,0,5800.0
17,7,5,1.791759469228055,0,2,0,5,5,2124,7.661527081358517,1,0,4,3,4,5,1,0,354.0
15,12,6,1.9459101490553132,1,0,1,6,6,1148,7.046647277848756,1,2,3,0,8,5,2,0,164.0
10,15,9,2.302585092994046,0,0,4,2,9,3810000,15.153140009570041,1,0,0,5,0,0,3,0,381000.0
1,12,3,1.3862943611198906,0,0,3,3,3,1068,6.974478911025045,1,0,3,4,8,8,3,1,267.0
18,6,7,2.0794415416798357,0,1,2,0,7,10160,9.22631214148588,1,2,0,3,0,12,1,0,1270.0
16,2,12,2.5649493574615367,1,0,2,5,2,10205000,16.138388452217256,1,2,0,1,0,2,4,0,785000.0
16,0,10,2.3978952727983707,1,1,0,3,0,68310000,18.039566741347176,1,0,0,3,0,4,10,1,6210000.0
10,10,6,1.9459101490553132,1,0,1,6,6,3318000,15.014873051118858,1,0,0,0,0,1,6,1,474000.0
7,8,3,1.3862943611198906,0,0,3,3,3,20400000,16.83104550783405,1,0,0,5,0,12,3,1,5100000.0
5,13,11,2.4849066497880004,0,2,1,4,1,80880000,18.208477145040487,1,0,0,5,0,9,1,0,6740000.0
0,12,12,2.5649493574615367,1,0,2,5,2,74620000,18.127919139158518,1,1,0,0,0,7,4,0,5740000.0
16,0,10,2.3978952727983707,1,1,0,3,0,42900,10.666650414667744,1,0,0,4,0,15,10,1,3900.0
9,4,4,1.6094379124341003,1,1,4,4,4,40800000,17.524192663884193,1,0,0,3,0,12,4,1,8160000.0
11,16,4,1.6094379124341003,1,1,4,4,4,1550000,14.253766134056512,1,2,0,4,0,9,4,1,310000.0
4,13,9,2.302585092994046,0,0,4,2,9,7780000,15.86706702468927,1,1,0,4,0,13,1,0,778000.0
0,16,8,2.1972245773362196,1,2,3,1,8,61830,11.032160135800446,1,0,0,6,0,8,2,0,6870.0
0,6,11,2.4849066497880004,0,2,1,4,1,14160000,16.465931716851316,1,0,0,1,0,8,1,0,1180000.0
17,14,6,1.9459101490553132,1,0,1,6,6,2870000,14.869822936167798,1,2,0,0,0,7,2,0,410000.0
19,10,5,1.791759469228055,0,2,0,5,5,39660,10.588123616077645,1,0,0,5,0,5,5,1,6610.0
6,1,5,1.791759469228055,0,2,0,5,5,2094000,14.554587147967425,1,0,0,6,0,3,5,1,349000.0
19,6,12,2.5649493574615367,1,0,2,5,2,968500,13.783504794353178,1,1,0,1,0,2,4,0,74500.0
2,6,10,2.3978952727983707,1,1,0,3,0,78320000,18.176313568954658,1,2,0,3,0,3,10,1,7120000.0
19,16,8,2.1972245773362196,1,2,3,1,8,7803,8.962391701743002,0,0,3,5,3,14,1,0,867.0
1,3,9,2.302585092994046,0,0,4,2,9,14300,9.568084743872936,1,2,0,6,0,1,1,0,1430.0
6,1,10,2.3978952727983707,1,1,0,3,0,8415,9.03788993497749,0,0,0,1,5,8,5,0,765.0
16,15,6,1.9459101490553132,1,0,1,6,6,4613,8.4368504387337,0,2,3,0,3,1,1,0,659.0
2,9,7,2.0794415416798357,0,1,2,0,7,71920,11.183323573386991,1,1,0,2,0,4,1,0,8990.0
19,5,3,1.3862943611198906,0,0,3,3,3,720000,13.487007879880162,1,0,0,1,0,13,3,1,180000.0
9,6,9,2.302585092994046,0,0,4,2,9,130000,11.775297421715827,1,1,0,3,0,15,1,0,13000.0
4,6,5,1.791759469228055,0,2,0,5,5,49260,10.804887971915088,1,0,0,1,0,7,5,1,8210.0
3,15,7,2.0794415416798357,0,1,2,0,7,3816,8.247220052745229,1,0,1,1,6,0,1,0,477.0
8,17,11,2.4849066497880004,0,2,1,4,1,72960,11.197680330794636,1,0,0,6,0,10,1,0,6080.0
11,7,10,2.3978952727983707,1,1,0,3,0,704000,13.464535055593716,1,2,0,3,0,5,10,1,64000.0
8,15,7,2.0794415416798357,0,1,2,0,7,20720,9.938902957757083,1,2,0,0,0,9,7,1,2590.0
12,5,5,1.791759469228055,0,2,0,5,5,30300,10.318935994253193,1,0,0,4,0,7,5,1,5050.0
15,11,2,1.0986122886681098,1,2,2,2,2,13320000,16.40477729815159,1,0,0,1,0,10,2,1,4440000.0
13,4,6,1.9459101490553132,1,0,1,6,6,455,6.1224928095143865,0,2,0,0,5,3,1,0,65.0
13,16,2,1.0986122886681098,1,2,2,2,2,582000,13.274227444925158,1,0,0,6,0,15,2,1,194000.0
10,1,10,2.3978952727983707,1,1,0,3,0,5896,8.682199026000504,1,1,1,2,6,7,2,0,536.0
15,16,11,2.4849066497880004,0,2,1,4,1,6252,8.740816627567298,1,0,2,1,2,8,1,0,521.0
6,11,6,1.9459101490553132,1,0,1,6,6,5292000,15.48170699318144,1,0,0,0,0,6,6,1,756000.0
7,9,2,1.0986122886681098,1,2,2,2,2,14490,9.581283046045924,1,0,0,0,0,6,2,1,4830.0
0,5,11,2.4849066497880004,0,2,1,4,1,105360,11.565147827640155,1,0,0,3,0,7,1,0,8780.0
2,13,7,2.0794415416798357,0,1,2,0,7,29840000,17.2113603668119,1,2,0,1,0,12,1,0,3730000.0
0,11,7,2.0794415416798357,0,1,2,0,7,45680000,17.637171145203446,1,2,0,2,0,4,1,0,5710000.0
15,1,11,2.4849066497880004,0,2,1,4,1,11760000,16.280214585468766,1,0,0,0,0,0,1,0,980000.0
0,8,8,2.1972245773362196,1,2,3,1,8,70470000,18.07069765949364,1,0,0,6,0,11,8,1,7830000.0
2,19,10,2.3978952727983707,1,1,0,3,0,3575,8.182000136293405,0,2,0,5,5,15,5,0,325.0
7,15,7,2.0794415416798357,0,1,2,0,7,304000,12.624786269856633,1,1,0,4,0,9,1,0,38000.0
4,9,2,1.0986122886681098,1,2,2,2,2,354,5.872117789475416,1,0,4,4,4,1,2,1,118.0
8,9,12,2.5649493574615367,1,0,2,5,2,76050,11.239159446844907,1,0,0,2,0,15,6,0,5850.0
9,6,12,2.5649493574615367,1,0,2,5,2,504400,13.131126865624465,1,1,0,1,0,15,4,0,38800.0
5,7,12,2.5649493574615367,1,0,2,5,2,6721,8.81314100828505,0,1,1,1,1,3,1,0,517.0
19,12,5,1.791759469228055,0,2,0,5,5,9900000,16.108045416114916,1,0,0,5,0,9,5,1,1650000.0
8,8,3,1.3862943611198906,0,0,3,3,3,204000,12.225880174775122,1,0,0,6,0,15,3,1,51000.0
16,18,6,1.9459101490553132,1,0,1,6,6,25410000,17.05065339465093,1,0,0,0,0,10,6,1,3630000.0
5,2,4,1.6094379124341003,1,1,4,4,4,1580000,14.272936037914342,1,2,0,2,0,4,4,1,316000.0
2,3,7,2.0794415416798357,0,1,2,0,7,1272000,14.056101809045417,1,0,0,2,0,7,1,0,159000.0
17,18,5,1.791759469228055,0,2,0,5,5,24780,10.117832509493988,1,0,0,0,0,10,5,1,4130.0
16,4,11,2.4849066497880004,0,2,1,4,1,10152000,16.133181386879112,1,0,0,5,0,13,1,0,846000.0
3,8,8,2.1972245773362196,1,2,3,1,8,6651,8.802672840312818,0,0,1,1,1,14,1,0,739.0
0,8,2,1.0986122886681098,1,2,2,2,2,237000,12.37581963951765,1,0,0,1,0,0,2,1,79000.0
18,18,10,2.3978952727983707,1,1,0,3,0,2552000,14.75238831529627,1,2,0,3,0,6,10,1,232000.0
1,17,4,1.6094379124341003,1,1,4,4,4,241000,12.392556361841777,1,1,0,4,0,12,4,1,48200.0
7,8,2,1.0986122886681098,1,2,2,2,2,780000,13.567050480716235,1,0,0,4,0,3,2,1,260000.0
2,18,6,1.9459101490553132,1,0,1,6,6,5922000,15.594184956505531,1,0,0,0,0,12,6,1,846000.0
11,1,6,1.9459101490553132,1,0,1,6,6,4753000,15.37428676598956,1,1,0,0,0,6,2,0,679000.0
8,10,4,1.6094379124341003,1,1,4,4,4,10100,9.220389707829185,1,2,0,6,0,2,4,1,2020.0
19,1,4,1.6094379124341003,1,1,4,4,4,265000,12.487488878546145,1,1,0,1,0,13,4,1,53000.0
1,5,7,2.0794415416798357,0,1,2,0,7,8160000,15.914754849489302,1,0,0,2,0,5,1,0,1020000.0
1,4,7,2.0794415416798357,0,1,2,0,7,4768000,15.377437697458845,1,1,0,6,0,1,1,0,596000.0
14,16,8,2.1972245773362196,1,2,3,1,8,51750000,17.761935009433422,1,0,0,1,0,11,8,1,5750000.0
9,14,11,2.4849066497880004,0,2,1,4,1,3960,8.284251797621916,1,0,0,5,0,3,11,1,330.0
7,5,10,2.3978952727983707,1,1,0,3,0,68970000,18.049182199906532,1,0,0,1,0,3,10,1,6270000.0
8,7,2,1.0986122886681098,1,2,2,2,2,7800,8.962007209588313,1,0,0,2,0,14,2,1,2600.0
10,11,5,1.791759469228055,0,2,0,5,5,384000,12.85840043573314,1,0,0,1,0,4,5,1,64000.0
13,12,5,1.791759469228055,0,2,0,5,5,393600,12.883092984807414,1,0,0,4,0,1,5,1,65600.0
14,16,5,1.791759469228055,0,2,0,5,5,1506000,14.224968351352379,1,0,0,6,0,7,5,1,251000.0
19,0,9,2.302585092994046,0,0,4,2,9,8480000,15.953221125692608,1,2,0,4,0,13,1,0,848000.0
8,11,10,2.3978952727983707,1,1,0,3,0,181500,12.109016442313738,1,0,0,4,0,5,10,1,16500.0
4,16,7,2.0794415416798357,0,1,2,0,7,5752000,15.565058352235578,1,1,0,2,0,3,1,0,719000.0
13,0,10,2.3978952727983707,1,1,0,3,0,7183000,15.787227820274525,1,1,0,6,0,8,10,1,653000.0
19,12,12,2.5649493574615367,1,0,2,5,2,995800,13.811302717407429,1,1,0,1,0,0,4,0,76600.0
4,13,8,2.1972245773362196,1,2,3,1,8,70290000,18.068140113378863,1,0,0,4,0,1,8,1,7810000.0
16,16,10,2.3978952727983707,1,1,0,3,0,6655,8.803273982501045,0,1,0,5,5,8,5,0,605.0
6,15,2,1.0986122886681098,1,2,2,2,2,24060000,16.996061310073564,1,0,0,6,0,15,2,1,8020000.0
1,0,4,1.6094379124341003,1,1,4,4,4,68500,11.134603622683905,1,1,0,5,0,2,4,1,13700.0
12,9,3,1.3862943611198906,0,0,3,3,3,19200,9.862717639992917,1,0,0,6,0,15,3,1,4800.0
6,16,5,1.791759469228055,0,2,0,5,5,47400,10.766398604507042,1,0,0,3,0,15,5,1,7900.0
16,19,5,1.791759469228055,0,2,0,5,5,4884000,15.401475318962916,1,0,0,2,0,0,5,1,814000.0
12,13,10,2.3978952727983707,1,1,0,3,0,578600,13.268368399832392,1,2,0,1,0,8,10,1,52600.0
9,14,6,1.9459101490553132,1,0,1,6,6,2261,7.724004656676065,0,2,1,0,1,4,1,0,323.0
6,11,4,1.6094379124341003,1,1,4,4,4,373500,12.830675960927596,1,0,0,1,0,1,4,1,74700.0
0,16,10,2.3978952727983707,1,1,0,3,0,18480000,16.732199678290364,1,0,0,0,0,1,10,1,1680000.0
15,17,10,2.3978952727983707,1,1,0,3,0,1727000,14.361896936167444,1,2,0,2,0,10,10,1,157000.0
16,5,5,1.791759469228055,0,2,0,5,5,42540000,17.56595539124365,1,0,0,6,0,15,5,1,7090000.0
6,11,10,2.3978952727983707,1,1,0,3,0,9713000,16.088975855339264,1,2,0,3,0,0,10,1,883000.0
5,9,7,2.0794415416798357,0,1,2,0,7,13840,9.535390480896702,1,1,0,1,0,10,1,0,1730.0
2,6,10,2.3978952727983707,1,1,0,3,0,928400,13.74121903050377,1,2,0,4,0,15,10,1,84400.0
7,11,11,2.4849066497880004,0,2,1,4,1,228,5.43372200355424,1,0,3,4,8,1,1,0,19.0
11,19,10,2.3978952727983707,1,1,0,3,0,929500,13.742403161990287,1,1,0,5,0,9,10,1,84500.0
14,9,9,2.302585092994046,0,0,4,2,9,2730000,14.819812533461441,1,0,0,0,0,0,3,0,273000.0
10,18,11,2.4849066497880004,0,2,1,4,1,3612,8.19229373114764,1,0,2,0,2,13,1,0,301.0
17,10,7,2.0794415416798357,0,1,2,0,7,452800,13.023208014349237,1,1,0,5,0,1,1,0,56600.0
7,13,7,2.0794415416798357,0,1,2,0,7,60080,11.003448930773533,1,2,0,6,0,3,1,0,7510.0
1,11,4,1.6094379124341003,1,1,4,4,4,8050,8.993551586299981,1,1,0,0,0,7,2,0,1610.0
19,12,7,2.0794415416798357,0,1,2,0,7,333600,12.717700947064154,1,0,0,1,0,13,1,0,41700.0
0,3,2,1.0986122886681098,1,2,2,2,2,129900,11.774527900858468,1,0,0,1,0,5,2,1,43300.0
5,5,6,1.9459101490553132,1,0,1,6,6,3115000,14.951740031230926,1,1,0,0,0,14,2,0,445000.0
9,12,12,2.5649493574615367,1,0,2,5,2,9919000,16.10996276854474,1,1,0,0,0,5,4,0,763000.0
11,19,10,2.3978952727983707,1,1,0,3,0,952600,13.7669514171069,1,1,0,5,0,8,10,1,86600.0
17,19,2,1.0986122886681098,1,2,2,2,2,84900,11.349241150793087,1,0,0,4,0,6,2,1,28300.0
