slot_a,slot_a_abs_log1p,slot_a_mod3,slot_a_mod5,slot_a_mod7,slot_a_mod10,slot_d,slot_d_abs_log1p,slot_d_sign,slot_d_is_even,slot_d_mod3,slot_d_mod5,slot_d_mod7,slot_d_mod10,slot_name1,slot_name2,gcd_all,n_multiple_pairs,y
878,6.778784897685177,2,3,3,8,32,3.4965075614664802,1,1,2,2,4,2,5,12,2,0,1349.0
902,6.805722553416985,2,2,6,2,42,3.7612001156935624,1,1,0,2,0,2,14,2,2,0,1395.0
646,6.472346294500901,1,1,2,6,9,2.302585092994046,1,0,0,4,2,9,5,3,1,0,978.0
198,5.293304824724492,0,3,2,8,39,3.6888794541139363,1,0,0,4,4,9,2,6,3,0,336.0
534,6.282266746896006,0,4,2,4,27,3.332204510175204,1,0,0,2,6,7,12,10,3,0,828.0
434,6.075346031088684,2,4,0,4,10,2.3978952727983707,1,1,1,0,3,0,14,19,2,0,661.0
876,6.776506992372183,0,1,1,6,44,3.8066624897703196,1,1,2,4,2,4,3,0,4,0,1358.0
320,5.771441123130016,2,0,5,0,4,1.6094379124341003,1,1,1,4,4,4,2,11,4,1,484.0
1138,7.037905963447182,1,3,4,8,44,3.8066624897703196,1,1,2,4,2,4,0,12,2,0,1751.0
284,5.652489180268651,2,4,4,4,34,3.5553480614894135,1,1,1,4,6,4,0,10,2,0,460.0
570,6.3473892096560105,0,0,3,0,18,2.9444389791664403,1,1,0,3,4,8,18,6,6,0,873.0
956,6.863803391452954,2,1,4,6,43,3.784189633918261,1,0,1,3,1,3,10,15,1,0,1477.0
868,6.767343125265392,1,3,0,8,36,3.6109179126442243,1,1,0,1,1,6,12,12,4,0,1338.0
874,6.774223886357614,1,4,6,4,44,3.8066624897703196,1,1,2,4,2,4,8,2,2,0,1355.0
998,6.906754778648554,2,3,4,8,2,1.0986122886681098,1,1,2,2,2,2,4,1,2,1,1499.0
834,6.727431724850855,0,4,1,4,1,0.6931471805599453,1,0,1,1,1,1,11,11,1,1,1252.0
672,6.511745329644728,0,2,0,2,36,3.6109179126442243,1,1,0,1,1,6,2,4,12,0,1044.0
798,6.683360945766275,0,3,0,8,39,3.6888794541139363,1,0,0,4,4,9,6,4,3,0,1236.0
630,6.447305862541213,0,0,0,0,8,2.1972245773362196,1,1,2,3,1,8,8,1,2,0,953.0
1184,7.077498053569231,2,4,1,4,26,3.295836866004329,1,1,2,1,5,6,9,4,2,0,1802.0
260,5.564520407322694,2,0,1,0,22,3.1354942159291497,1,1,1,2,1,2,9,5,2,0,412.0
598,6.395261598115449,1,3,3,8,28,3.367295829986474,1,1,1,3,0,8,10,1,2,0,925.0
226,5.424950017481403,1,1,2,6,28,3.367295829986474,1,1,1,3,0,8,1,10,2,0,367.0
638,6.459904454377535,2,3,1,8,22,3.1354942159291497,1,1,1,2,1,2,4,18,22,1,979.0
1176,7.0707241072602764,0,1,0,6,19,2.995732273553991,1,0,1,4,5,9,6,19,1,0,1783.0
526,6.267200548541362,1,1,1,6,31,3.4657359027997265,1,0,1,1,3,1,6,10,1,0,820.0
824,6.715383386334681,2,4,5,4,5,1.791759469228055,1,0,2,0,5,5,9,16,1,0,1241.0
880,6.78105762593618,1,0,5,0,12,2.5649493574615367,1,1,0,2,5,2,17,11,4,0,1332.0
270,5.602118820879701,0,0,4,0,35,3.58351893845611,1,0,2,0,0,5,8,14,5,0,440.0
266,5.58724865840025,2,1,0,6,31,3.4657359027997265,1,0,1,1,3,1,0,3,1,0,430.0
176,5.176149732573829,2,1,1,6,37,3.6375861597263857,1,0,1,2,2,7,8,3,1,0,301.0
972,6.880384082186005,0,2,6,2,38,3.6635616461296463,1,1,2,3,3,8,12,6,2,0,1496.0
716,6.57507584059962,2,1,2,6,38,3.6635616461296463,1,1,2,3,3,8,2,16,2,0,1112.0
166,5.117993812416755,1,1,5,6,19,2.995732273553991,1,0,1,4,5,9,11,2,1,0,268.0
200,5.303304908059076,2,0,4,0,13,2.6390573296152584,1,0,1,3,6,3,14,18,1,0,313.0
864,6.762729506931879,0,4,3,4,14,2.70805020110221,1,1,2,4,0,4,16,19,2,0,1310.0
468,6.150602768446279,0,3,6,8,20,3.044522437723423,1,1,2,0,6,0,8,15,4,0,722.0
708,6.5638555265321274,0,3,1,8,46,3.8501476017100584,1,1,1,1,4,6,13,3,2,0,1108.0
848,6.744059186311348,2,3,1,8,1,0.6931471805599453,1,0,1,1,1,1,11,8,1,1,1273.0
480,6.175867270105761,0,0,4,0,49,3.912023005428146,1,0,1,4,0,9,0,3,1,0,769.0
1094,6.9985096422506015,2,4,2,4,42,3.7612001156935624,1,1,0,2,0,2,3,5,2,0,1683.0
352,5.8664680569332965,1,2,2,2,9,2.302585092994046,1,0,0,4,2,9,13,4,1,0,537.0
1194,7.085901464365611,0,4,4,4,11,2.4849066497880004,1,0,2,1,4,1,2,4,1,0,1802.0
122,4.812184355372417,2,2,3,2,0,0.0,0,1,0,0,0,0,6,12,122,0,183.0
560,6.329720905522696,2,0,0,0,6,1.9459101490553132,1,1,0,1,6,6,8,3,2,0,846.0
958,6.8658910748834385,1,3,6,8,48,3.8918202981106265,1,1,0,3,6,8,7,0,2,0,1485.0
806,6.693323668269949,2,1,1,6,43,3.784189633918261,1,0,1,3,1,3,1,15,1,0,1252.0
1098,7.002155954403621,0,3,6,8,34,3.5553480614894135,1,1,1,4,6,4,7,5,2,0,1681.0
776,6.655440350367647,2,1,6,6,35,3.58351893845611,1,0,2,0,0,5,14,8,1,0,1199.0
294,5.68697535633982,0,4,0,4,24,3.2188758248682006,1,1,0,4,3,4,3,11,6,0,465.0
892,6.794586580876499,1,2,3,2,12,2.5649493574615367,1,1,0,2,5,2,6,6,4,0,1350.0
920,6.825460036255307,2,0,3,0,47,3.871201010907891,1,0,2,2,5,7,19,9,1,0,1427.0
384,5.953243334287785,0,4,6,4,13,2.6390573296152584,1,0,1,3,6,3,8,11,1,0,589.0
222,5.407171771460119,0,2,5,2,8,2.1972245773362196,1,1,2,3,1,8,1,0,2,0,341.0
802,6.688354713946762,1,2,4,2,40,3.713572066704308,1,1,1,0,5,0,19,17,2,0,1243.0
1068,6.974478911025045,0,3,4,8,7,2.0794415416798357,1,0,1,2,0,7,13,17,1,0,1609.0
1004,6.912742820493176,2,4,3,4,36,3.6109179126442243,1,1,0,1,1,6,4,12,4,0,1542.0
162,5.093750200806762,0,2,1,2,50,3.9318256327243257,1,1,2,0,1,0,10,9,2,0,293.0
1034,6.942156705699469,2,4,5,4,30,3.4339872044851463,1,1,0,0,2,0,9,19,2,0,1581.0
792,6.675823221634848,0,2,1,2,8,2.1972245773362196,1,1,2,3,1,8,5,0,8,1,1196.0
392,5.973809611869261,2,2,0,2,41,3.7376696182833684,1,0,2,1,6,1,15,16,1,0,629.0
1056,6.963189985870238,0,1,6,6,43,3.784189633918261,1,0,1,3,1,3,12,1,1,0,1627.0
678,6.520621127558696,0,3,6,8,21,3.091042453358316,1,0,0,1,0,1,10,12,3,0,1038.0
116,4.762173934797756,2,1,4,6,12,2.5649493574615367,1,1,0,2,5,2,15,3,4,0,186.0
1106,7.009408932708637,2,1,0,6,3,1.3862943611198906,1,0,0,3,3,3,1,18,1,0,1662.0
200,5.303304908059076,2,0,4,0,12,2.5649493574615367,1,1,0,2,5,2,12,6,4,0,312.0
922,6.827629234502852,1,2,5,2,25,3.258096538021482,1,0,1,0,4,5,14,8,1,0,1408.0
502,6.220590170099739,1,2,5,2,39,3.6888794541139363,1,0,0,4,4,9,11,9,1,0,792.0
196,5.2832037287379885,1,1,0,6,27,3.332204510175204,1,0,0,2,6,7,8,13,1,0,321.0
1038,6.946013991099227,0,3,2,8,7,2.0794415416798357,1,0,1,2,0,7,7,6,1,0,1564.0
1070,6.976348070447749,2,0,6,0,28,3.367295829986474,1,1,1,3,0,8,7,3,2,0,1633.0
420,6.042632833682381,0,0,0,0,37,3.6375861597263857,1,0,1,2,2,7,10,15,1,0,667.0
262,5.572154032177765,1,2,3,2,21,3.091042453358316,1,0,0,1,0,1,14,14,1,0,414.0
736,6.602587892189336,1,1,1,6,33,3.5263605246161616,1,0,0,3,5,3,18,6,1,0,1137.0
586,6.375024819828097,1,1,5,6,39,3.6888794541139363,1,0,0,4,4,9,9,18,1,0,918.0
560,6.329720905522696,2,0,0,0,50,3.9318256327243257,1,1,2,0,1,0,7,9,10,0,890.0
1008,6.9167150203536085,0,3,0,8,46,3.8501476017100584,1,1,1,1,4,6,3,19,2,0,1558.0
1138,7.037905963447182,1,3,4,8,15,2.772588722239781,1,0,0,0,1,5,4,5,1,0,1722.0
784,6.665683717782408,1,4,0,4,35,3.58351893845611,1,0,2,0,0,5,12,8,7,0,1211.0
926,6.831953565565855,2,1,2,6,18,2.9444389791664403,1,1,0,3,4,8,11,7,2,0,1407.0
1092,6.996681488176539,0,2,0,2,50,3.9318256327243257,1,1,2,0,1,0,11,9,2,0,1688.0
566,6.340359303727752,2,1,6,6,4,1.6094379124341003,1,1,1,4,4,4,1,11,2,0,853.0
1162,7.0587581525186645,1,2,0,2,34,3.5553480614894135,1,1,1,4,6,4,14,10,2,0,1777.0
628,6.444131256700441,1,3,5,8,0,0.0,0,1,0,0,0,0,2,7,628,0,942.0
1140,7.039660349862076,0,0,6,0,32,3.4965075614664802,1,1,2,2,4,2,5,3,4,0,1742.0
742,6.610696044717759,1,2,0,2,15,2.772588722239781,1,0,0,0,1,5,14,11,1,0,1128.0
836,6.729824070489475,2,1,3,6,12,2.5649493574615367,1,1,0,2,5,2,10,13,4,0,1266.0
164,5.10594547390058,2,4,3,4,26,3.295836866004329,1,1,2,1,5,6,3,3,2,0,272.0
1064,6.970730078143525,2,4,0,4,4,1.6094379124341003,1,1,1,4,4,4,19,5,4,1,1600.0
1046,6.953684210870537,2,1,3,6,28,3.367295829986474,1,1,1,3,0,8,17,8,2,0,1597.0
834,6.727431724850855,0,4,1,4,44,3.8066624897703196,1,1,2,4,2,4,5,11,2,0,1295.0
348,5.855071922202427,0,3,5,8,32,3.4965075614664802,1,1,2,2,4,2,16,10,4,0,554.0
1182,7.075808863978387,0,2,6,2,45,3.828641396489095,1,0,0,0,3,5,12,3,3,0,1818.0
432,6.07073772800249,0,2,5,2,24,3.2188758248682006,1,1,0,4,3,4,19,5,24,1,672.0
1008,6.9167150203536085,0,3,0,8,26,3.295836866004329,1,1,2,1,5,6,5,4,2,0,1538.0
802,6.688354713946762,1,2,4,2,29,3.4011973816621555,1,0,2,4,1,9,1,6,1,0,1232.0
382,5.948034989180646,1,2,4,2,13,2.6390573296152584,1,0,1,3,6,3,16,1,1,0,586.0
472,6.159095388491933,1,2,3,2,3,1.3862943611198906,1,0,0,3,3,3,13,9,1,0,711.0
550,6.311734809152915,1,0,4,0,20,3.044522437723423,1,1,2,0,6,0,1,10,10,0,845.0
114,4.74493212836325,0,4,2,4,7,2.0794415416798357,1,0,1,2,0,7,6,13,1,0,178.0
862,6.760414691083428,1,2,1,2,31,3.4657359027997265,1,0,1,1,3,1,12,16,1,0,1324.0
354,5.872117789475416,0,4,4,4,39,3.6888794541139363,1,0,0,4,4,9,18,6,3,0,570.0
426,6.056784013228625,0,1,6,6,32,3.4965075614664802,1,1,2,2,4,2,9,16,2,0,671.0
962,6.870053411798126,2,2,3,2,25,3.258096538021482,1,0,1,0,4,5,14,5,1,0,1468.0
1102,7.005789019253503,1,2,3,2,43,3.784189633918261,1,0,1,3,1,3,11,5,1,0,1696.0
868,6.767343125265392,1,3,0,8,37,3.6375861597263857,1,0,1,2,2,7,5,17,1,0,1339.0
186,5.231108616854587,0,1,4,6,11,2.4849066497880004,1,0,2,1,4,1,4,2,1,0,290.0
940,6.846943139585379,1,0,2,0,4,1.6094379124341003,1,1,1,4,4,4,17,6,4,1,1414.0
960,6.8679744089702925,0,0,1,0,37,3.6375861597263857,1,0,1,2,2,7,11,18,1,0,1477.0
306,5.726847747587197,0,1,5,6,40,3.713572066704308,1,1,1,0,5,0,18,13,2,0,499.0
746,6.616065185132817,2,1,4,6,44,3.8066624897703196,1,1,2,4,2,4,15,10,2,0,1163.0
176,5.176149732573829,2,1,1,6,27,3.332204510175204,1,0,0,2,6,7,0,1,1,0,291.0
1072,6.9782137426306985,1,2,1,2,13,2.6390573296152584,1,0,1,3,6,3,13,1,1,0,1621.0
452,6.115892125483034,2,2,4,2,19,2.995732273553991,1,0,1,4,5,9,6,2,1,0,697.0
502,6.220590170099739,1,2,5,2,10,2.3978952727983707,1,1,1,0,3,0,9,9,2,0,763.0
786,6.668228248417403,0,1,2,6,38,3.6635616461296463,1,1,2,3,3,8,17,8,2,0,1217.0
912,6.816735880594968,0,2,2,2,20,3.044522437723423,1,1,2,0,6,0,14,14,4,0,1388.0
646,6.472346294500901,1,1,2,6,48,3.8918202981106265,1,1,0,3,6,8,4,15,2,0,1017.0
882,6.78332520060396,0,2,0,2,45,3.828641396489095,1,0,0,0,3,5,17,5,9,0,1368.0
1088,6.9930151229329605,2,3,3,8,21,3.091042453358316,1,0,0,1,0,1,9,15,1,0,1653.0
298,5.700443573390687,1,3,4,8,37,3.6375861597263857,1,0,1,2,2,7,2,3,1,0,484.0
944,6.851184927493743,2,4,6,4,29,3.4011973816621555,1,0,2,4,1,9,11,19,1,0,1445.0
864,6.762729506931879,0,4,3,4,35,3.58351893845611,1,0,2,0,0,5,0,16,1,0,1331.0
548,6.3080984415095305,2,3,2,8,4,1.6094379124341003,1,1,1,4,4,4,17,14,4,1,826.0
1120,7.02197642307216,1,0,0,0,40,3.713572066704308,1,1,1,0,5,0,10,16,40,1,1720.0
260,5.564520407322694,2,0,1,0,2,1.0986122886681098,1,1,2,2,2,2,8,19,2,1,392.0
660,6.493753839851686,0,0,2,0,49,3.912023005428146,1,0,1,4,0,9,3,14,1,0,1039.0
298,5.700443573390687,1,3,4,8,24,3.2188758248682006,1,1,0,4,3,4,3,16,2,0,471.0
240,5.484796933490655,0,0,2,0,13,2.6390573296152584,1,0,1,3,6,3,17,8,1,0,373.0
1142,7.04141166379481,2,2,1,2,46,3.8501476017100584,1,1,1,1,4,6,18,4,2,0,1759.0
898,6.80128303447162,1,3,2,8,32,3.4965075614664802,1,1,2,2,4,2,16,3,2,0,1379.0
570,6.3473892096560105,0,0,3,0,41,3.7376696182833684,1,0,2,1,6,1,14,18,1,0,896.0
1056,6.963189985870238,0,1,6,6,47,3.871201010907891,1,0,2,2,5,7,10,15,1,0,1631.0
760,6.634633357861686,1,0,4,0,20,3.044522437723423,1,1,2,0,6,0,10,14,20,1,1160.0
452,6.115892125483034,2,2,4,2,13,2.6390573296152584,1,0,1,3,6,3,9,1,1,0,691.0
562,6.333279628139691,1,2,2,2,31,3.4657359027997265,1,0,1,1,3,1,6,18,1,0,874.0
526,6.267200548541362,1,1,1,6,21,3.091042453358316,1,0,0,1,0,1,19,14,1,0,810.0
944,6.851184927493743,2,4,6,4,28,3.367295829986474,1,1,1,3,0,8,5,18,4,0,1444.0
310,5.739792912179234,1,0,2,0,12,2.5649493574615367,1,1,0,2,5,2,15,8,2,0,477.0
802,6.688354713946762,1,2,4,2,49,3.912023005428146,1,0,1,4,0,9,1,18,1,0,1252.0
378,5.937536205082426,0,3,0,8,39,3.6888794541139363,1,0,0,4,4,9,13,15,3,0,606.0
872,6.771935555839602,2,2,4,2,12,2.5649493574615367,1,1,0,2,5,2,10,5,4,0,1320.0
452,6.115892125483034,2,2,4,2,38,3.6635616461296463,1,1,2,3,3,8,5,5,2,0,716.0
246,5.5093883366279774,0,1,1,6,44,3.8066624897703196,1,1,2,4,2,4,11,6,2,0,413.0
868,6.767343125265392,1,3,0,8,2,1.0986122886681098,1,1,2,2,2,2,19,12,2,1,1304.0
1176,7.0707241072602764,0,1,0,6,33,3.5263605246161616,1,0,0,3,5,3,9,16,3,0,1797.0
1124,7.025538314638521,2,4,4,4,43,3.784189633918261,1,0,1,3,1,3,5,19,1,0,1729.0
460,6.133398042996649,1,0,5,0,32,3.4965075614664802,1,1,2,2,4,2,6,8,4,0,722.0
1192,7.084226422097916,1,2,2,2,34,3.5553480614894135,1,1,1,4,6,4,17,9,2,0,1822.0
896,6.799055862058796,2,1,0,6,50,3.9318256327243257,1,1,2,0,1,0,4,11,2,0,1394.0
696,6.546785410760524,0,1,3,6,10,2.3978952727983707,1,1,1,0,3,0,11,2,2,0,1054.0
184,5.220355825078324,1,4,2,4,28,3.367295829986474,1,1,1,3,0,8,12,5,4,0,304.0
684,6.529418838262226,0,4,5,4,30,3.4339872044851463,1,1,0,0,2,0,8,19,6,0,1056.0
614,6.421622267806518,2,4,5,4,16,2.833213344056216,1,1,1,1,2,6,10,1,2,0,937.0
790,6.673297967767654,1,0,6,0,39,3.6888794541139363,1,0,0,4,4,9,5,0,1,0,1224.0
884,6.785587645007929,2,4,2,4,8,2.1972245773362196,1,1,2,3,1,8,2,6,4,0,1334.0
378,5.937536205082426,0,3,0,8,4,1.6094379124341003,1,1,1,4,4,4,1,1,2,0,571.0
232,5.4510384535657,1,2,1,2,0,0.0,0,1,0,0,0,0,15,11,232,0,348.0
498,6.212606095751519,0,3,1,8,7,2.0794415416798357,1,0,1,2,0,7,6,18,1,0,754.0
110,4.709530201312334,2,0,5,0,12,2.5649493574615367,1,1,0,2,5,2,18,9,2,0,177.0
246,5.5093883366279774,0,1,1,6,19,2.995732273553991,1,0,1,4,5,9,4,17,1,0,388.0
242,5.493061443340548,2,2,4,2,50,3.9318256327243257,1,1,2,0,1,0,8,6,2,0,413.0
520,6.255750041753367,1,0,2,0,25,3.258096538021482,1,0,1,0,4,5,9,7,5,0,805.0
1090,6.994849985833071,1,0,5,0,9,2.302585092994046,1,0,0,4,2,9,15,6,1,0,1644.0
434,6.075346031088684,2,4,0,4,1,0.6931471805599453,1,0,1,1,1,1,15,10,1,1,652.0
576,6.3578422665081,0,1,2,6,18,2.9444389791664403,1,1,0,3,4,8,3,11,18,1,882.0
398,5.988961416889864,2,3,6,8,47,3.871201010907891,1,0,2,2,5,7,18,6,1,0,644.0
888,6.790097235513905,0,3,6,8,27,3.332204510175204,1,0,0,2,6,7,2,5,3,0,1359.0
594,6.38856140554563,0,4,6,4,25,3.258096538021482,1,0,1,0,4,5,16,12,1,0,916.0
464,6.142037405587356,2,4,2,4,7,2.0794415416798357,1,0,1,2,0,7,7,17,1,0,703.0
476,6.1675164908883415,2,1,0,6,4,1.6094379124341003,1,1,1,4,4,4,5,4,4,1,718.0
292,5.680172609017068,1,2,5,2,25,3.258096538021482,1,0,1,0,4,5,1,18,1,0,463.0
952,6.859614903654202,1,2,0,2,4,1.6094379124341003,1,1,1,4,4,4,1,15,4,1,1432.0
736,6.602587892189336,1,1,1,6,38,3.6635616461296463,1,1,2,3,3,8,1,12,2,0,1142.0
454,6.12029741895095,1,4,6,4,45,3.828641396489095,1,0,0,0,3,5,6,6,1,0,726.0
1088,6.9930151229329605,2,3,3,8,22,3.1354942159291497,1,1,1,2,1,2,17,12,2,0,1654.0
1050,6.957497370876951,0,0,0,0,35,3.58351893845611,1,0,2,0,0,5,6,13,35,1,1610.0
1026,6.934397209928558,0,1,4,6,28,3.367295829986474,1,1,1,3,0,8,2,12,2,0,1567.0
724,6.586171654854675,1,4,3,4,11,2.4849066497880004,1,0,2,1,4,1,15,13,1,0,1097.0
226,5.424950017481403,1,1,2,6,9,2.302585092994046,1,0,0,4,2,9,10,1,1,0,348.0
960,6.8679744089702925,0,0,1,0,29,3.4011973816621555,1,0,2,4,1,9,16,12,1,0,1469.0
338,5.82600010738045,2,3,2,8,14,2.70805020110221,1,1,2,4,0,4,5,7,2,0,521.0
370,5.916202062607435,1,0,6,0,37,3.6375861597263857,1,0,1,2,2,7,13,4,37,1,592.0
572,6.35088571671474,2,2,5,2,21,3.091042453358316,1,0,0,1,0,1,1,17,1,0,879.0
552,6.315358001522335,0,2,6,2,29,3.4011973816621555,1,0,2,4,1,9,12,13,1,0,857.0
604,6.405228458030842,1,4,2,4,41,3.7376696182833684,1,0,2,1,6,1,8,16,1,0,947.0
842,6.736966958001855,2,2,2,2,27,3.332204510175204,1,0,0,2,6,7,5,7,1,0,1290.0
660,6.493753839851686,0,0,2,0,34,3.5553480614894135,1,1,1,4,6,4,0,17,2,0,1024.0
1150,7.048386408721883,1,0,2,0,27,3.332204510175204,1,0,0,2,6,7,15,3,1,0,1752.0
734,6.5998704992128365,2,4,6,4,40,3.713572066704308,1,1,1,0,5,0,8,16,2,0,1141.0
842,6.736966958001855,2,2,2,2,39,3.6888794541139363,1,0,0,4,4,9,17,3,1,0,1302.0
1102,7.005789019253503,1,2,3,2,10,2.3978952727983707,1,1,1,0,3,0,10,10,2,0,1663.0
1122,7.023758954738443,0,2,2,2,26,3.295836866004329,1,1,2,1,5,6,9,7,2,0,1709.0
202,5.313205979041787,1,2,6,2,38,3.6635616461296463,1,1,2,3,3,8,1,5,2,0,341.0
606,6.408528791059498,0,1,4,6,34,3.5553480614894135,1,1,1,4,6,4,3,15,2,0,943.0
632,6.450470422144176,2,2,2,2,29,3.4011973816621555,1,0,2,4,1,9,13,1,1,0,977.0
1106,7.009408932708637,2,1,0,6,42,3.7612001156935624,1,1,0,2,0,2,18,5,14,0,1701.0
1172,7.067319848653476,2,2,3,2,23,3.1780538303479458,1,0,2,3,2,3,5,18,1,0,1781.0
898,6.80128303447162,1,3,2,8,48,3.8918202981106265,1,1,0,3,6,8,3,16,2,0,1395.0
1164,7.060476365999801,0,4,2,4,48,3.8918202981106265,1,1,0,3,6,8,6,13,12,0,1794.0
572,6.35088571671474,2,2,5,2,25,3.258096538021482,1,0,1,0,4,5,0,15,1,0,883.0
338,5.82600010738045,2,3,2,8,3,1.3862943611198906,1,0,0,3,3,3,15,17,1,0,510.0
1086,6.99117688712121,0,1,1,6,45,3.828641396489095,1,0,0,0,3,5,0,17,3,0,1674.0
358,5.883322388488279,1,3,1,8,18,2.9444389791664403,1,1,0,3,4,8,4,16,2,0,555.0
1150,7.048386408721883,1,0,2,0,6,1.9459101490553132,1,1,0,1,6,6,5,18,2,0,1731.0
896,6.799055862058796,2,1,0,6,25,3.258096538021482,1,0,1,0,4,5,8,2,1,0,1369.0
208,5.342334251964811,1,3,5,8,4,1.6094379124341003,1,1,1,4,4,4,12,11,4,1,316.0
156,5.056245805348308,0,1,2,6,50,3.9318256327243257,1,1,2,0,1,0,19,8,2,0,284.0
144,4.976733742420574,0,4,4,4,26,3.295836866004329,1,1,2,1,5,6,0,17,2,0,242.0
662,6.4967749901858625,2,2,4,2,27,3.332204510175204,1,0,0,2,6,7,1,2,1,0,1020.0
506,6.2285110035911835,2,1,2,6,43,3.784189633918261,1,0,1,3,1,3,2,13,1,0,802.0
532,6.278521424165844,1,2,0,2,45,3.828641396489095,1,0,0,0,3,5,0,16,1,0,843.0
106,4.672828834461906,1,1,1,6,7,2.0794415416798357,1,0,1,2,0,7,13,18,1,0,166.0
382,5.948034989180646,1,2,4,2,17,2.8903717578961645,1,0,2,2,3,7,13,12,1,0,590.0
466,6.1463292576688975,1,1,4,6,13,2.6390573296152584,1,0,1,3,6,3,12,17,1,0,712.0
606,6.408528791059498,0,1,4,6,1,0.6931471805599453,1,0,1,1,1,1,15,10,1,1,910.0
652,6.481577129276431,1,2,1,2,1,0.6931471805599453,1,0,1,1,1,1,6,2,1,1,979.0
890,6.792344427470809,2,0,1,0,30,3.4339872044851463,1,1,0,0,2,0,5,8,10,0,1365.0
662,6.4967749901858625,2,2,4,2,42,3.7612001156935624,1,1,0,2,0,2,18,14,2,0,1035.0
422,6.0473721790462776,2,2,2,2,20,3.044522437723423,1,1,2,0,6,0,15,15,2,0,653.0
1188,7.080867896690782,0,3,5,8,21,3.091042453358316,1,0,0,1,0,1,4,8,3,0,1803.0
236,5.4680601411351315,2,1,5,6,5,1.791759469228055,1,0,2,0,5,5,0,7,1,0,359.0
960,6.8679744089702925,0,0,1,0,20,3.044522437723423,1,1,2,0,6,0,6,8,20,1,1460.0
360,5.8888779583328805,0,0,3,0,7,2.0794415416798357,1,0,1,2,0,7,5,16,1,0,547.0
258,5.556828061699537,0,3,6,8,8,2.1972245773362196,1,1,2,3,1,8,16,4,2,0,395.0
1178,7.072421900537371,2,3,2,8,33,3.5263605246161616,1,0,0,3,5,3,0,5,1,0,1800.0
876,6.776506992372183,0,1,1,6,13,2.6390573296152584,1,0,1,3,6,3,14,7,1,0,1327.0
1198,7.089243155027514,1,3,1,8,35,3.58351893845611,1,0,2,0,0,5,3,16,1,0,1832.0
738,6.6052979209482015,0,3,3,8,23,3.1780538303479458,1,0,2,3,2,3,14,12,1,0,1130.0
338,5.82600010738045,2,3,2,8,19,2.995732273553991,1,0,1,4,5,9,7,5,1,0,526.0
826,6.717804695023691,1,1,0,6,40,3.713572066704308,1,1,1,0,5,0,9,17,2,0,1279.0
346,5.849324779946859,1,1,3,6,10,2.3978952727983707,1,1,1,0,3,0,6,7,2,0,529.0
586,6.375024819828097,1,1,5,6,13,2.6390573296152584,1,0,1,3,6,3,2,13,1,0,892.0
1120,7.02197642307216,1,0,0,0,39,3.6888794541139363,1,0,0,4,4,9,16,14,1,0,1719.0
716,6.57507584059962,2,1,2,6,29,3.4011973816621555,1,0,2,4,1,9,9,19,1,0,1103.0
736,6.602587892189336,1,1,1,6,34,3.5553480614894135,1,1,1,4,6,4,2,9,2,0,1138.0
508,6.2324480165505225,1,3,4,8,42,3.7612001156935624,1,1,0,2,0,2,14,19,2,0,804.0
694,6.543911845564792,1,4,1,4,20,3.044522437723423,1,1,2,0,6,0,9,12,2,0,1061.0
572,6.35088571671474,2,2,5,2,41,3.7376696182833684,1,0,2,1,6,1,19,17,1,0,899.0
416,6.0330862217988015,2,1,3,6,21,3.091042453358316,1,0,0,1,0,1,15,14,1,0,645.0
1160,7.057036981697891,2,0,5,0,4,1.6094379124341003,1,1,1,4,4,4,2,3,4,1,1744.0
598,6.395261598115449,1,3,3,8,28,3.367295829986474,1,1,1,3,0,8,9,11,2,0,925.0
896,6.799055862058796,2,1,0,6,36,3.6109179126442243,1,1,0,1,1,6,13,1,4,0,1380.0
624,6.437751649736401,0,4,1,4,32,3.4965075614664802,1,1,2,2,4,2,9,16,16,0,968.0
874,6.774223886357614,1,4,6,4,11,2.4849066497880004,1,0,2,1,4,1,19,18,1,0,1322.0
994,6.902742737158593,1,4,0,4,13,2.6390573296152584,1,0,1,3,6,3,19,3,1,0,1504.0
428,6.061456918928017,2,3,1,8,14,2.70805020110221,1,1,2,4,0,4,12,3,2,0,656.0
246,5.5093883366279774,0,1,1,6,4,1.6094379124341003,1,1,1,4,4,4,7,8,2,0,373.0
700,6.55250788703459,1,0,0,0,23,3.1780538303479458,1,0,2,3,2,3,12,16,1,0,1073.0
1148,7.046647277848756,2,3,0,8,10,2.3978952727983707,1,1,1,0,3,0,9,16,2,0,1732.0
930,6.836259277277067,0,0,6,0,36,3.6109179126442243,1,1,0,1,1,6,14,6,6,0,1431.0
222,5.407171771460119,0,2,5,2,36,3.6109179126442243,1,1,0,1,1,6,11,3,6,0,369.0
596,6.391917113392602,2,1,1,6,0,0.0,0,1,0,0,0,0,6,1,596,0,894.0
1102,7.005789019253503,1,2,3,2,11,2.4849066497880004,1,0,2,1,4,1,3,10,1,0,1664.0
126,4.844187086458591,0,1,0,6,43,3.784189633918261,1,0,1,3,1,3,8,11,1,0,232.0
808,6.695798917058491,1,3,3,8,10,2.3978952727983707,1,1,1,0,3,0,13,14,2,0,1222.0
1042,6.949856455000773,1,2,6,2,4,1.6094379124341003,1,1,1,4,4,4,10,9,2,0,1567.0
1082,6.9874902470009905,2,2,4,2,31,3.4657359027997265,1,0,1,1,3,1,13,13,1,0,1654.0
612,6.418364935936212,0,2,3,2,23,3.1780538303479458,1,0,2,3,2,3,10,11,1,0,941.0
