slot_name_a,slot_name_b,slot_a_yesterday,slot_a_yesterday_abs_log1p,slot_a_yesterday_is_even,slot_a_yesterday_mod3,slot_a_yesterday_mod5,slot_a_yesterday_mod7,slot_a_yesterday_mod10,slot_b_yesterday,slot_b_yesterday_abs_log1p,slot_b_yesterday_is_even,slot_b_yesterday_mod3,slot_b_yesterday_mod5,slot_b_yesterday_mod7,slot_b_yesterday_mod10,slot_delta,slot_delta_abs_log1p,slot_delta_is_even,slot_delta_mod3,slot_delta_mod5,slot_delta_mod7,slot_delta_mod10,gcd_all,n_multiple_pairs,y
0,5,26,3.295836866004329,1,2,1,5,6,52,3.970291913552122,1,1,2,3,2,25,3.258096538021482,0,1,0,4,5,1,1,51.0
11,12,39,3.6888794541139363,0,0,4,4,9,9,2.302585092994046,0,0,4,2,9,13,2.6390573296152584,0,1,3,6,3,1,1,52.0
14,5,46,3.8501476017100584,1,1,1,4,6,78,4.3694478524670215,1,0,3,1,8,11,2.4849066497880004,0,2,1,4,1,1,0,57.0
9,8,30,3.4339872044851463,1,0,0,2,0,63,4.1588830833596715,0,0,3,0,3,15,2.772588722239781,0,0,0,1,5,3,1,45.0
11,8,71,4.276666119016055,0,2,1,1,1,25,3.258096538021482,0,1,0,4,5,13,2.6390573296152584,0,1,3,6,3,1,0,84.0
12,12,6,1.9459101490553132,1,0,1,6,6,39,3.6888794541139363,0,0,4,4,9,14,2.70805020110221,1,2,4,0,4,1,0,20.0
11,12,25,3.258096538021482,0,1,0,4,5,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,1,0,40.0
9,7,28,3.367295829986474,1,1,3,0,8,58,4.07753744390572,1,1,3,2,8,14,2.70805020110221,1,2,4,0,4,2,1,42.0
11,14,52,3.970291913552122,1,1,2,3,2,8,2.1972245773362196,1,2,3,1,8,21,3.091042453358316,0,0,1,0,1,1,0,73.0
13,7,68,4.23410650459726,1,2,3,5,8,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,2,1,72.0
5,8,59,4.0943445622221,0,2,4,3,9,19,2.995732273553991,0,1,4,5,9,22,3.1354942159291497,1,1,2,1,2,1,0,81.0
3,8,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,2,1,14.0
12,5,18,2.9444389791664403,1,0,3,4,8,65,4.189654742026425,0,2,0,2,5,8,2.1972245773362196,1,2,3,1,8,1,0,26.0
1,11,58,4.07753744390572,1,1,3,2,8,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,1,0,62.0
8,7,58,4.07753744390572,1,1,3,2,8,10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,2,0,80.0
8,7,25,3.258096538021482,0,1,0,4,5,19,2.995732273553991,0,1,4,5,9,18,2.9444389791664403,1,0,3,4,8,1,0,43.0
13,7,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,22,3.1354942159291497,1,1,2,1,2,2,1,46.0
13,4,25,3.258096538021482,0,1,0,4,5,40,3.713572066704308,1,1,0,5,0,19,2.995732273553991,0,1,4,5,9,1,0,44.0
2,4,64,4.174387269895637,1,1,4,1,4,32,3.4965075614664802,1,2,2,4,2,5,1.791759469228055,0,2,0,5,5,1,1,69.0
2,11,9,2.302585092994046,0,0,4,2,9,71,4.276666119016055,0,2,1,1,1,21,3.091042453358316,0,0,1,0,1,1,0,30.0
8,11,9,2.302585092994046,0,0,4,2,9,69,4.248495242049359,0,0,4,6,9,23,3.1780538303479458,0,2,3,2,3,1,1,32.0
10,10,8,2.1972245773362196,1,2,3,1,8,48,3.8918202981106265,1,0,3,6,8,15,2.772588722239781,0,0,0,1,5,1,1,23.0
10,5,11,2.4849066497880004,0,2,1,4,1,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,1,1,26.0
0,7,34,3.5553480614894135,1,1,4,6,4,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,2,1,40.0
7,7,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,2,2,6.0
5,1,39,3.6888794541139363,0,0,4,4,9,70,4.2626798770413155,1,1,0,0,0,3,1.3862943611198906,0,0,3,3,3,1,1,42.0
7,1,9,2.302585092994046,0,0,4,2,9,75,4.330733340286331,0,0,0,5,5,22,3.1354942159291497,1,1,2,1,2,1,0,31.0
0,14,49,3.912023005428146,0,1,4,0,9,42,3.7612001156935624,1,0,2,0,2,12,2.5649493574615367,1,0,2,5,2,1,0,61.0
13,4,75,4.330733340286331,0,0,0,5,5,32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,1,1,77.0
13,13,50,3.9318256327243257,1,2,0,1,0,43,3.784189633918261,0,1,3,1,3,12,2.5649493574615367,1,0,2,5,2,1,0,62.0
12,12,34,3.5553480614894135,1,1,4,6,4,35,3.58351893845611,0,2,0,0,5,18,2.9444389791664403,1,0,3,4,8,1,0,52.0
2,0,34,3.5553480614894135,1,1,4,6,4,56,4.04305126783455,1,2,1,0,6,4,1.6094379124341003,1,1,4,4,4,2,1,38.0
1,11,79,4.382026634673881,0,1,4,2,9,79,4.382026634673881,0,1,4,2,9,9,2.302585092994046,0,0,4,2,9,1,1,88.0
2,14,4,1.6094379124341003,1,1,4,4,4,75,4.330733340286331,0,0,0,5,5,18,2.9444389791664403,1,0,3,4,8,1,0,22.0
10,9,55,4.02535169073515,0,1,0,6,5,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,1,1,57.0
1,13,4,1.6094379124341003,1,1,4,4,4,56,4.04305126783455,1,2,1,0,6,24,3.2188758248682006,1,0,4,3,4,4,2,28.0
10,9,3,1.3862943611198906,0,0,3,3,3,38,3.6635616461296463,1,2,3,3,8,23,3.1780538303479458,0,2,3,2,3,1,0,26.0
1,3,57,4.060443010546419,0,0,2,1,7,34,3.5553480614894135,1,1,4,6,4,10,2.3978952727983707,1,1,0,3,0,1,0,67.0
2,6,56,4.04305126783455,1,2,1,0,6,46,3.8501476017100584,1,1,1,4,6,3,1.3862943611198906,0,0,3,3,3,1,0,59.0
7,3,18,2.9444389791664403,1,0,3,4,8,16,2.833213344056216,1,1,1,2,6,11,2.4849066497880004,0,2,1,4,1,1,0,29.0
0,1,23,3.1780538303479458,0,2,3,2,3,45,3.828641396489095,0,0,0,3,5,13,2.6390573296152584,0,1,3,6,3,1,0,36.0
8,7,30,3.4339872044851463,1,0,0,2,0,59,4.0943445622221,0,2,4,3,9,6,1.9459101490553132,1,0,1,6,6,1,1,36.0
5,7,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,3,1,21.0
3,4,56,4.04305126783455,1,2,1,0,6,41,3.7376696182833684,0,2,1,6,1,22,3.1354942159291497,1,1,2,1,2,1,0,78.0
2,14,39,3.6888794541139363,0,0,4,4,9,13,2.6390573296152584,0,1,3,6,3,21,3.091042453358316,0,0,1,0,1,1,1,60.0
4,4,15,2.772588722239781,0,0,0,1,5,23,3.1780538303479458,0,2,3,2,3,21,3.091042453358316,0,0,1,0,1,1,0,36.0
13,6,65,4.189654742026425,0,2,0,2,5,42,3.7612001156935624,1,0,2,0,2,20,3.044522437723423,1,2,0,6,0,1,0,85.0
8,8,31,3.4657359027997265,0,1,1,3,1,63,4.1588830833596715,0,0,3,0,3,4,1.6094379124341003,1,1,4,4,4,1,0,35.0
8,7,16,2.833213344056216,1,1,1,2,6,33,3.5263605246161616,0,0,3,5,3,3,1.3862943611198906,0,0,3,3,3,1,1,19.0
7,1,23,3.1780538303479458,0,2,3,2,3,64,4.174387269895637,1,1,4,1,4,14,2.70805020110221,1,2,4,0,4,1,0,37.0
14,0,38,3.6635616461296463,1,2,3,3,8,11,2.4849066497880004,0,2,1,4,1,14,2.70805020110221,1,2,4,0,4,1,0,52.0
12,14,25,3.258096538021482,0,1,0,4,5,34,3.5553480614894135,1,1,4,6,4,6,1.9459101490553132,1,0,1,6,6,1,0,31.0
13,13,19,2.995732273553991,0,1,4,5,9,12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,1,0,35.0
13,3,37,3.6375861597263857,0,1,2,2,7,38,3.6635616461296463,1,2,3,3,8,5,1.791759469228055,0,2,0,5,5,1,0,42.0
12,0,55,4.02535169073515,0,1,0,6,5,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,1,2,56.0
11,14,40,3.713572066704308,1,1,0,5,0,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,2,2,42.0
0,13,19,2.995732273553991,0,1,4,5,9,79,4.382026634673881,0,1,4,2,9,14,2.70805020110221,1,2,4,0,4,1,0,33.0
7,7,78,4.3694478524670215,1,0,3,1,8,47,3.871201010907891,0,2,2,5,7,14,2.70805020110221,1,2,4,0,4,1,0,92.0
3,8,47,3.871201010907891,0,2,2,5,7,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,1,1,57.0
5,6,16,2.833213344056216,1,1,1,2,6,51,3.9512437185814275,0,0,1,2,1,2,1.0986122886681098,1,2,2,2,2,1,1,18.0
1,13,21,3.091042453358316,0,0,1,0,1,72,4.290459441148391,1,0,2,2,2,11,2.4849066497880004,0,2,1,4,1,1,0,32.0
8,1,23,3.1780538303479458,0,2,3,2,3,53,3.9889840465642745,0,2,3,4,3,5,1.791759469228055,0,2,0,5,5,1,0,28.0
8,7,63,4.1588830833596715,0,0,3,0,3,13,2.6390573296152584,0,1,3,6,3,15,2.772588722239781,0,0,0,1,5,1,0,78.0
10,1,8,2.1972245773362196,1,2,3,1,8,58,4.07753744390572,1,1,3,2,8,18,2.9444389791664403,1,0,3,4,8,2,0,26.0
12,12,69,4.248495242049359,0,0,4,6,9,54,4.007333185232471,1,0,4,5,4,24,3.2188758248682006,1,0,4,3,4,3,0,93.0
10,2,6,1.9459101490553132,1,0,1,6,6,80,4.394449154672439,1,2,0,3,0,11,2.4849066497880004,0,2,1,4,1,1,0,17.0
12,3,21,3.091042453358316,0,0,1,0,1,51,3.9512437185814275,0,0,1,2,1,10,2.3978952727983707,1,1,0,3,0,1,0,31.0
10,0,30,3.4339872044851463,1,0,0,2,0,78,4.3694478524670215,1,0,3,1,8,18,2.9444389791664403,1,0,3,4,8,6,0,48.0
7,14,11,2.4849066497880004,0,2,1,4,1,67,4.219507705176107,0,1,2,4,7,2,1.0986122886681098,1,2,2,2,2,1,0,13.0
1,12,72,4.290459441148391,1,0,2,2,2,65,4.189654742026425,0,2,0,2,5,16,2.833213344056216,1,1,1,2,6,1,0,88.0
11,6,51,3.9512437185814275,0,0,1,2,1,50,3.9318256327243257,1,2,0,1,0,21,3.091042453358316,0,0,1,0,1,1,0,72.0
7,4,58,4.07753744390572,1,1,3,2,8,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,0,65.0
8,11,45,3.828641396489095,0,0,0,3,5,9,2.302585092994046,0,0,4,2,9,20,3.044522437723423,1,2,0,6,0,1,1,65.0
1,5,17,2.8903717578961645,0,2,2,3,7,51,3.9512437185814275,0,0,1,2,1,3,1.3862943611198906,0,0,3,3,3,1,2,20.0
10,9,76,4.343805421853684,1,1,1,6,6,77,4.356708826689592,0,2,2,0,7,5,1.791759469228055,0,2,0,5,5,1,0,81.0
6,6,53,3.9889840465642745,0,2,3,4,3,57,4.060443010546419,0,0,2,1,7,10,2.3978952727983707,1,1,0,3,0,1,0,63.0
4,14,74,4.31748811353631,1,2,4,4,4,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,2,1,78.0
9,5,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,0,15.0
0,14,5,1.791759469228055,0,2,0,5,5,75,4.330733340286331,0,0,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,10.0
2,2,33,3.5263605246161616,0,0,3,5,3,26,3.295836866004329,1,2,1,5,6,22,3.1354942159291497,1,1,2,1,2,1,0,55.0
3,11,28,3.367295829986474,1,1,3,0,8,65,4.189654742026425,0,2,0,2,5,25,3.258096538021482,0,1,0,4,5,1,0,53.0
2,6,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,1,1,8.0
14,3,22,3.1354942159291497,1,1,2,1,2,41,3.7376696182833684,0,2,1,6,1,7,2.0794415416798357,0,1,2,0,7,1,0,29.0
1,0,40,3.713572066704308,1,1,0,5,0,21,3.091042453358316,0,0,1,0,1,25,3.258096538021482,0,1,0,4,5,1,0,65.0
10,0,48,3.8918202981106265,1,0,3,6,8,14,2.70805020110221,1,2,4,0,4,16,2.833213344056216,1,1,1,2,6,2,1,64.0
4,10,39,3.6888794541139363,0,0,4,4,9,72,4.290459441148391,1,0,2,2,2,5,1.791759469228055,0,2,0,5,5,1,0,44.0
8,9,76,4.343805421853684,1,1,1,6,6,34,3.5553480614894135,1,1,4,6,4,25,3.258096538021482,0,1,0,4,5,1,0,101.0
4,1,32,3.4965075614664802,1,2,2,4,2,31,3.4657359027997265,0,1,1,3,1,21,3.091042453358316,0,0,1,0,1,1,0,53.0
2,6,55,4.02535169073515,0,1,0,6,5,48,3.8918202981106265,1,0,3,6,8,18,2.9444389791664403,1,0,3,4,8,1,0,73.0
12,4,39,3.6888794541139363,0,0,4,4,9,46,3.8501476017100584,1,1,1,4,6,5,1.791759469228055,0,2,0,5,5,1,0,44.0
0,10,42,3.7612001156935624,1,0,2,0,2,80,4.394449154672439,1,2,0,3,0,6,1.9459101490553132,1,0,1,6,6,2,1,48.0
13,2,75,4.330733340286331,0,0,0,5,5,30,3.4339872044851463,1,0,0,2,0,13,2.6390573296152584,0,1,3,6,3,1,0,88.0
9,10,35,3.58351893845611,0,2,0,0,5,61,4.127134385045092,0,1,1,5,1,2,1.0986122886681098,1,2,2,2,2,1,0,37.0
14,5,74,4.31748811353631,1,2,4,4,4,20,3.044522437723423,1,2,0,6,0,11,2.4849066497880004,0,2,1,4,1,1,0,85.0
6,11,78,4.3694478524670215,1,0,3,1,8,49,3.912023005428146,0,1,4,0,9,12,2.5649493574615367,1,0,2,5,2,1,0,90.0
5,6,43,3.784189633918261,0,1,3,1,3,53,3.9889840465642745,0,2,3,4,3,19,2.995732273553991,0,1,4,5,9,1,0,62.0
14,8,39,3.6888794541139363,0,0,4,4,9,59,4.0943445622221,0,2,4,3,9,2,1.0986122886681098,1,2,2,2,2,1,0,41.0
2,2,34,3.5553480614894135,1,1,4,6,4,12,2.5649493574615367,1,0,2,5,2,25,3.258096538021482,0,1,0,4,5,1,0,59.0
12,14,15,2.772588722239781,0,0,0,1,5,19,2.995732273553991,0,1,4,5,9,25,3.258096538021482,0,1,0,4,5,1,0,40.0
0,13,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,18,2.9444389791664403,1,0,3,4,8,2,1,26.0
3,7,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,3,3,27.0
5,11,3,1.3862943611198906,0,0,3,3,3,29,3.4011973816621555,0,2,4,1,9,23,3.1780538303479458,0,2,3,2,3,1,0,26.0
5,3,45,3.828641396489095,0,0,0,3,5,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,0,1,1,1,1,1,2,46.0
1,8,25,3.258096538021482,0,1,0,4,5,47,3.871201010907891,0,2,2,5,7,7,2.0794415416798357,0,1,2,0,7,1,0,32.0
5,13,70,4.2626798770413155,1,1,0,0,0,13,2.6390573296152584,0,1,3,6,3,17,2.8903717578961645,0,2,2,3,7,1,0,87.0
11,12,54,4.007333185232471,1,0,4,5,4,52,3.970291913552122,1,1,2,3,2,25,3.258096538021482,0,1,0,4,5,1,0,79.0
10,10,40,3.713572066704308,1,1,0,5,0,65,4.189654742026425,0,2,0,2,5,20,3.044522437723423,1,2,0,6,0,5,1,60.0
8,13,22,3.1354942159291497,1,1,2,1,2,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,1,1,33.0
3,3,34,3.5553480614894135,1,1,4,6,4,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,1,0,46.0
4,8,25,3.258096538021482,0,1,0,4,5,32,3.4965075614664802,1,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,1,1,29.0
3,1,31,3.4657359027997265,0,1,1,3,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,1,37.0
7,14,77,4.356708826689592,0,2,2,0,7,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,1,0,95.0
1,11,75,4.330733340286331,0,0,0,5,5,26,3.295836866004329,1,2,1,5,6,21,3.091042453358316,0,0,1,0,1,1,0,96.0
3,11,68,4.23410650459726,1,2,3,5,8,5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,1,0,87.0
9,7,56,4.04305126783455,1,2,1,0,6,80,4.394449154672439,1,2,0,3,0,15,2.772588722239781,0,0,0,1,5,1,0,71.0
9,5,15,2.772588722239781,0,0,0,1,5,45,3.828641396489095,0,0,0,3,5,21,3.091042453358316,0,0,1,0,1,3,1,36.0
6,6,74,4.31748811353631,1,2,4,4,4,52,3.970291913552122,1,1,2,3,2,24,3.2188758248682006,1,0,4,3,4,2,0,98.0
12,5,56,4.04305126783455,1,2,1,0,6,28,3.367295829986474,1,1,3,0,8,25,3.258096538021482,0,1,0,4,5,1,1,81.0
11,2,57,4.060443010546419,0,0,2,1,7,37,3.6375861597263857,0,1,2,2,7,12,2.5649493574615367,1,0,2,5,2,1,0,69.0
9,6,11,2.4849066497880004,0,2,1,4,1,27,3.332204510175204,0,0,2,6,7,19,2.995732273553991,0,1,4,5,9,1,0,30.0
11,14,21,3.091042453358316,0,0,1,0,1,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,1,0,29.0
6,9,34,3.5553480614894135,1,1,4,6,4,39,3.6888794541139363,0,0,4,4,9,8,2.1972245773362196,1,2,3,1,8,1,0,42.0
8,14,59,4.0943445622221,0,2,4,3,9,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,1,1,68.0
10,0,7,2.0794415416798357,0,1,2,0,7,26,3.295836866004329,1,2,1,5,6,18,2.9444389791664403,1,0,3,4,8,1,0,25.0
3,2,28,3.367295829986474,1,1,3,0,8,73,4.30406509320417,0,1,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,0,36.0
11,12,49,3.912023005428146,0,1,4,0,9,65,4.189654742026425,0,2,0,2,5,19,2.995732273553991,0,1,4,5,9,1,0,68.0
9,10,38,3.6635616461296463,1,2,3,3,8,54,4.007333185232471,1,0,4,5,4,16,2.833213344056216,1,1,1,2,6,2,0,54.0
2,8,18,2.9444389791664403,1,0,3,4,8,43,3.784189633918261,0,1,3,1,3,11,2.4849066497880004,0,2,1,4,1,1,0,29.0
1,6,47,3.871201010907891,0,2,2,5,7,66,4.204692619390966,1,0,1,3,6,21,3.091042453358316,0,0,1,0,1,1,0,68.0
12,13,4,1.6094379124341003,1,1,4,4,4,68,4.23410650459726,1,2,3,5,8,11,2.4849066497880004,0,2,1,4,1,1,1,15.0
10,8,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,1,0,32.0
9,13,61,4.127134385045092,0,1,1,5,1,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,1,0,76.0
2,6,68,4.23410650459726,1,2,3,5,8,66,4.204692619390966,1,0,1,3,6,11,2.4849066497880004,0,2,1,4,1,1,1,79.0
7,13,21,3.091042453358316,0,0,1,0,1,63,4.1588830833596715,0,0,3,0,3,15,2.772588722239781,0,0,0,1,5,3,1,36.0
14,14,25,3.258096538021482,0,1,0,4,5,34,3.5553480614894135,1,1,4,6,4,18,2.9444389791664403,1,0,3,4,8,1,0,43.0
8,3,50,3.9318256327243257,1,2,0,1,0,58,4.07753744390572,1,1,3,2,8,19,2.995732273553991,0,1,4,5,9,1,0,69.0
12,6,67,4.219507705176107,0,1,2,4,7,51,3.9512437185814275,0,0,1,2,1,3,1.3862943611198906,0,0,3,3,3,1,1,70.0
7,14,45,3.828641396489095,0,0,0,3,5,35,3.58351893845611,0,2,0,0,5,6,1.9459101490553132,1,0,1,6,6,1,0,51.0
9,2,35,3.58351893845611,0,2,0,0,5,61,4.127134385045092,0,1,1,5,1,23,3.1780538303479458,0,2,3,2,3,1,0,58.0
14,8,25,3.258096538021482,0,1,0,4,5,46,3.8501476017100584,1,1,1,4,6,21,3.091042453358316,0,0,1,0,1,1,0,46.0
0,6,5,1.791759469228055,0,2,0,5,5,41,3.7376696182833684,0,2,1,6,1,20,3.044522437723423,1,2,0,6,0,1,1,25.0
9,2,59,4.0943445622221,0,2,4,3,9,62,4.143134726391533,1,2,2,6,2,3,1.3862943611198906,0,0,3,3,3,1,0,62.0
2,2,65,4.189654742026425,0,2,0,2,5,75,4.330733340286331,0,0,0,5,5,10,2.3978952727983707,1,1,0,3,0,5,0,75.0
14,12,5,1.791759469228055,0,2,0,5,5,56,4.04305126783455,1,2,1,0,6,1,0.6931471805599453,0,1,1,1,1,1,2,6.0
7,5,14,2.70805020110221,1,2,4,0,4,64,4.174387269895637,1,1,4,1,4,14,2.70805020110221,1,2,4,0,4,2,1,28.0
10,0,15,2.772588722239781,0,0,0,1,5,72,4.290459441148391,1,0,2,2,2,19,2.995732273553991,0,1,4,5,9,1,0,34.0
13,4,55,4.02535169073515,0,1,0,6,5,78,4.3694478524670215,1,0,3,1,8,6,1.9459101490553132,1,0,1,6,6,1,1,61.0
12,5,57,4.060443010546419,0,0,2,1,7,40,3.713572066704308,1,1,0,5,0,1,0.6931471805599453,0,1,1,1,1,1,2,58.0
3,2,42,3.7612001156935624,1,0,2,0,2,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,1,45.0
9,7,77,4.356708826689592,0,2,2,0,7,39,3.6888794541139363,0,0,4,4,9,12,2.5649493574615367,1,0,2,5,2,1,0,89.0
8,1,74,4.31748811353631,1,2,4,4,4,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,1,1,79.0
13,3,25,3.258096538021482,0,1,0,4,5,73,4.30406509320417,0,1,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,30.0
4,10,17,2.8903717578961645,0,2,2,3,7,32,3.4965075614664802,1,2,2,4,2,18,2.9444389791664403,1,0,3,4,8,1,0,35.0
9,4,34,3.5553480614894135,1,1,4,6,4,9,2.302585092994046,0,0,4,2,9,18,2.9444389791664403,1,0,3,4,8,1,1,52.0
2,10,55,4.02535169073515,0,1,0,6,5,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,1,1,57.0
0,5,6,1.9459101490553132,1,0,1,6,6,34,3.5553480614894135,1,1,4,6,4,10,2.3978952727983707,1,1,0,3,0,2,0,16.0
10,1,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,4,3,20.0
14,10,70,4.2626798770413155,1,1,0,0,0,71,4.276666119016055,0,2,1,1,1,13,2.6390573296152584,0,1,3,6,3,1,0,83.0
8,10,62,4.143134726391533,1,2,2,6,2,37,3.6375861597263857,0,1,2,2,7,20,3.044522437723423,1,2,0,6,0,1,0,82.0
4,12,76,4.343805421853684,1,1,1,6,6,36,3.6109179126442243,1,0,1,1,6,16,2.833213344056216,1,1,1,2,6,4,0,92.0
4,2,29,3.4011973816621555,0,2,4,1,9,80,4.394449154672439,1,2,0,3,0,20,3.044522437723423,1,2,0,6,0,1,1,49.0
12,3,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,0,1,0,14,2.70805020110221,1,2,4,0,4,1,1,19.0
13,2,73,4.30406509320417,0,1,3,3,3,16,2.833213344056216,1,1,1,2,6,18,2.9444389791664403,1,0,3,4,8,1,0,91.0
11,13,68,4.23410650459726,1,2,3,5,8,12,2.5649493574615367,1,0,2,5,2,19,2.995732273553991,0,1,4,5,9,1,0,87.0
6,13,4,1.6094379124341003,1,1,4,4,4,17,2.8903717578961645,0,2,2,3,7,8,2.1972245773362196,1,2,3,1,8,1,1,12.0
2,2,73,4.30406509320417,0,1,3,3,3,48,3.8918202981106265,1,0,3,6,8,14,2.70805020110221,1,2,4,0,4,1,0,87.0
2,5,32,3.4965075614664802,1,2,2,4,2,19,2.995732273553991,0,1,4,5,9,6,1.9459101490553132,1,0,1,6,6,1,0,38.0
1,7,61,4.127134385045092,0,1,1,5,1,59,4.0943445622221,0,2,4,3,9,17,2.8903717578961645,0,2,2,3,7,1,0,78.0
7,0,62,4.143134726391533,1,2,2,6,2,71,4.276666119016055,0,2,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,64.0
10,12,27,3.332204510175204,0,0,2,6,7,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,1,29.0
9,2,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,21,3.091042453358316,0,0,1,0,1,1,1,38.0
9,8,66,4.204692619390966,1,0,1,3,6,62,4.143134726391533,1,2,2,6,2,11,2.4849066497880004,0,2,1,4,1,1,1,77.0
5,14,31,3.4657359027997265,0,1,1,3,1,74,4.31748811353631,1,2,4,4,4,8,2.1972245773362196,1,2,3,1,8,1,0,39.0
6,12,77,4.356708826689592,0,2,2,0,7,44,3.8066624897703196,1,2,4,2,4,1,0.6931471805599453,0,1,1,1,1,1,2,78.0
5,12,73,4.30406509320417,0,1,3,3,3,56,4.04305126783455,1,2,1,0,6,24,3.2188758248682006,1,0,4,3,4,1,0,97.0
11,2,73,4.30406509320417,0,1,3,3,3,55,4.02535169073515,0,1,0,6,5,17,2.8903717578961645,0,2,2,3,7,1,0,90.0
2,5,27,3.332204510175204,0,0,2,6,7,79,4.382026634673881,0,1,4,2,9,13,2.6390573296152584,0,1,3,6,3,1,0,40.0
11,7,51,3.9512437185814275,0,0,1,2,1,78,4.3694478524670215,1,0,3,1,8,23,3.1780538303479458,0,2,3,2,3,1,0,74.0
13,8,17,2.8903717578961645,0,2,2,3,7,9,2.302585092994046,0,0,4,2,9,18,2.9444389791664403,1,0,3,4,8,1,1,35.0
12,10,5,1.791759469228055,0,2,0,5,5,47,3.871201010907891,0,2,2,5,7,10,2.3978952727983707,1,1,0,3,0,1,1,15.0
11,0,77,4.356708826689592,0,2,2,0,7,31,3.4657359027997265,0,1,1,3,1,11,2.4849066497880004,0,2,1,4,1,1,1,88.0
8,5,5,1.791759469228055,0,2,0,5,5,35,3.58351893845611,0,2,0,0,5,10,2.3978952727983707,1,1,0,3,0,5,2,15.0
0,2,16,2.833213344056216,1,1,1,2,6,18,2.9444389791664403,1,0,3,4,8,21,3.091042453358316,0,0,1,0,1,1,0,37.0
8,6,74,4.31748811353631,1,2,4,4,4,73,4.30406509320417,0,1,3,3,3,22,3.1354942159291497,1,1,2,1,2,1,0,96.0
10,3,41,3.7376696182833684,0,2,1,6,1,52,3.970291913552122,1,1,2,3,2,13,2.6390573296152584,0,1,3,6,3,1,1,54.0
6,0,54,4.007333185232471,1,0,4,5,4,66,4.204692619390966,1,0,1,3,6,10,2.3978952727983707,1,1,0,3,0,2,0,64.0
