slot_person_name,slot_years_ahead,slot_years_ahead_abs_log1p,slot_years_ahead_is_even,slot_years_ahead_mod3,slot_years_ahead_mod5,slot_years_ahead_mod7,slot_years_ahead_mod10,slot_future_age,slot_future_age_abs_log1p,slot_future_age_is_even,slot_future_age_mod3,slot_future_age_mod5,slot_future_age_mod7,slot_future_age_mod10,slot_k,slot_k_abs_log1p,slot_k_is_even,slot_k_mod3,slot_k_mod5,slot_k_mod7,slot_k_mod10,gcd_all,n_multiple_pairs,y
2,28,3.367295829986474,1,1,3,0,8,43,3.784189633918261,0,1,3,1,3,3,1.3862943611198906,0,0,3,3,3,1,0,30.0
3,28,3.367295829986474,1,1,3,0,8,73,4.30406509320417,0,1,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,135.0
6,13,2.6390573296152584,0,1,3,6,3,35,3.58351893845611,0,2,0,0,5,6,1.9459101490553132,1,0,1,6,6,1,0,110.0
5,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,5,3,40.0
6,26,3.295836866004329,1,2,1,5,6,85,4.454347296253507,0,1,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,1,59.0
3,36,3.6109179126442243,1,0,1,1,6,76,4.343805421853684,1,1,1,6,6,4,1.6094379124341003,1,1,4,4,4,4,2,120.0
8,8,2.1972245773362196,1,2,3,1,8,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,1,1,168.0
2,6,1.9459101490553132,1,0,1,6,6,26,3.295836866004329,1,2,1,5,6,4,1.6094379124341003,1,1,4,4,4,2,0,60.0
6,9,2.302585092994046,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,1,0,30.0
1,20,3.044522437723423,1,2,0,6,0,76,4.343805421853684,1,1,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,2,56.0
1,3,1.3862943611198906,0,0,3,3,3,61,4.127134385045092,0,1,1,5,1,3,1.3862943611198906,0,0,3,3,3,1,1,116.0
2,17,2.8903717578961645,0,2,2,3,7,36,3.6109179126442243,1,0,1,1,6,5,1.791759469228055,0,2,0,5,5,1,0,76.0
4,22,3.1354942159291497,1,1,2,1,2,56,4.04305126783455,1,2,1,0,6,3,1.3862943611198906,0,0,3,3,3,1,0,68.0
9,17,2.8903717578961645,0,2,2,3,7,31,3.4657359027997265,0,1,1,3,1,5,1.791759469228055,0,2,0,5,5,1,0,56.0
2,12,2.5649493574615367,1,0,2,5,2,52,3.970291913552122,1,1,2,3,2,4,1.6094379124341003,1,1,4,4,4,4,2,120.0
5,14,2.70805020110221,1,2,4,0,4,27,3.332204510175204,0,0,2,6,7,2,1.0986122886681098,1,2,2,2,2,1,1,13.0
2,40,3.713572066704308,1,1,0,5,0,82,4.418840607796598,1,1,2,5,2,6,1.9459101490553132,1,0,1,6,6,2,0,210.0
1,39,3.6888794541139363,0,0,4,4,9,97,4.584967478670572,0,1,2,6,7,3,1.3862943611198906,0,0,3,3,3,1,1,116.0
1,4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,1,1,48.0
5,27,3.332204510175204,0,0,2,6,7,67,4.219507705176107,0,1,2,4,7,3,1.3862943611198906,0,0,3,3,3,1,1,80.0
3,37,3.6375861597263857,0,1,2,2,7,62,4.143134726391533,1,2,2,6,2,6,1.9459101490553132,1,0,1,6,6,1,0,125.0
5,26,3.295836866004329,1,2,1,5,6,47,3.871201010907891,0,2,2,5,7,5,1.791759469228055,0,2,0,5,5,1,0,84.0
2,1,0.6931471805599453,0,1,1,1,1,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,1,2,26.0
0,3,1.3862943611198906,0,0,3,3,3,59,4.0943445622221,0,2,4,3,9,2,1.0986122886681098,1,2,2,2,2,1,0,56.0
7,26,3.295836866004329,1,2,1,5,6,78,4.3694478524670215,1,0,3,1,8,5,1.791759469228055,0,2,0,5,5,1,1,208.0
2,8,2.1972245773362196,1,2,3,1,8,34,3.5553480614894135,1,1,4,6,4,4,1.6094379124341003,1,1,4,4,4,2,1,78.0
6,38,3.6635616461296463,1,2,3,3,8,42,3.7612001156935624,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,1,1,8.0
8,19,2.995732273553991,0,1,4,5,9,74,4.31748811353631,1,2,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,0,275.0
2,2,1.0986122886681098,1,2,2,2,2,31,3.4657359027997265,0,1,1,3,1,4,1.6094379124341003,1,1,4,4,4,1,1,87.0
6,35,3.58351893845611,0,2,0,0,5,78,4.3694478524670215,1,0,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,1,43.0
5,1,0.6931471805599453,0,1,1,1,1,41,3.7376696182833684,0,2,1,6,1,2,1.0986122886681098,1,2,2,2,2,1,2,40.0
4,21,3.091042453358316,0,0,1,0,1,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,1,1,8.0
3,2,1.0986122886681098,1,2,2,2,2,31,3.4657359027997265,0,1,1,3,1,3,1.3862943611198906,0,0,3,3,3,1,0,58.0
1,24,3.2188758248682006,1,0,4,3,4,65,4.189654742026425,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,1,1,164.0
4,17,2.8903717578961645,0,2,2,3,7,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,1,0,28.0
0,15,2.772588722239781,0,0,0,1,5,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,1,1,30.0
0,21,3.091042453358316,0,0,1,0,1,49,3.912023005428146,0,1,4,0,9,6,1.9459101490553132,1,0,1,6,6,1,0,140.0
6,31,3.4657359027997265,0,1,1,3,1,62,4.143134726391533,1,2,2,6,2,5,1.791759469228055,0,2,0,5,5,1,1,124.0
1,32,3.4965075614664802,1,2,2,4,2,42,3.7612001156935624,1,0,2,0,2,4,1.6094379124341003,1,1,4,4,4,2,1,30.0
4,35,3.58351893845611,0,2,0,0,5,63,4.1588830833596715,0,0,3,0,3,6,1.9459101490553132,1,0,1,6,6,1,0,140.0
0,31,3.4657359027997265,0,1,1,3,1,53,3.9889840465642745,0,2,3,4,3,4,1.6094379124341003,1,1,4,4,4,1,0,66.0
8,20,3.044522437723423,1,2,0,6,0,58,4.07753744390572,1,1,3,2,8,6,1.9459101490553132,1,0,1,6,6,2,0,190.0
3,19,2.995732273553991,0,1,4,5,9,42,3.7612001156935624,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,1,1,46.0
4,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,0,12.0
7,13,2.6390573296152584,0,1,3,6,3,46,3.8501476017100584,1,1,1,4,6,5,1.791759469228055,0,2,0,5,5,1,0,132.0
7,8,2.1972245773362196,1,2,3,1,8,43,3.784189633918261,0,1,3,1,3,3,1.3862943611198906,0,0,3,3,3,1,0,70.0
0,35,3.58351893845611,0,2,0,0,5,66,4.204692619390966,1,0,1,3,6,3,1.3862943611198906,0,0,3,3,3,1,1,62.0
3,28,3.367295829986474,1,1,3,0,8,73,4.30406509320417,0,1,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,0,225.0
9,19,2.995732273553991,0,1,4,5,9,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,1,0,28.0
9,10,2.3978952727983707,1,1,0,3,0,26,3.295836866004329,1,2,1,5,6,4,1.6094379124341003,1,1,4,4,4,2,0,48.0
0,18,2.9444389791664403,1,0,3,4,8,43,3.784189633918261,0,1,3,1,3,4,1.6094379124341003,1,1,4,4,4,1,0,75.0
2,28,3.367295829986474,1,1,3,0,8,65,4.189654742026425,0,2,0,2,5,6,1.9459101490553132,1,0,1,6,6,1,0,185.0
8,4,1.6094379124341003,1,1,4,4,4,44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,1,1,80.0
9,39,3.6888794541139363,0,0,4,4,9,43,3.784189633918261,0,1,3,1,3,4,1.6094379124341003,1,1,4,4,4,1,0,12.0
7,1,0.6931471805599453,0,1,1,1,1,46,3.8501476017100584,1,1,1,4,6,6,1.9459101490553132,1,0,1,6,6,1,2,225.0
4,31,3.4657359027997265,0,1,1,3,1,54,4.007333185232471,1,0,4,5,4,6,1.9459101490553132,1,0,1,6,6,1,1,115.0
4,13,2.6390573296152584,0,1,3,6,3,27,3.332204510175204,0,0,2,6,7,4,1.6094379124341003,1,1,4,4,4,1,0,42.0
4,27,3.332204510175204,0,0,2,6,7,32,3.4965075614664802,1,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,1,1,15.0
3,17,2.8903717578961645,0,2,2,3,7,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,1,1,152.0
9,26,3.295836866004329,1,2,1,5,6,67,4.219507705176107,0,1,2,4,7,4,1.6094379124341003,1,1,4,4,4,1,0,123.0
7,15,2.772588722239781,0,0,0,1,5,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,1,0,105.0
7,11,2.4849066497880004,0,2,1,4,1,70,4.2626798770413155,1,1,0,0,0,3,1.3862943611198906,0,0,3,3,3,1,0,118.0
9,22,3.1354942159291497,1,1,2,1,2,61,4.127134385045092,0,1,1,5,1,5,1.791759469228055,0,2,0,5,5,1,0,156.0
3,8,2.1972245773362196,1,2,3,1,8,50,3.9318256327243257,1,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,2,0,210.0
1,9,2.302585092994046,0,0,4,2,9,55,4.02535169073515,0,1,0,6,5,6,1.9459101490553132,1,0,1,6,6,1,0,230.0
9,2,1.0986122886681098,1,2,2,2,2,57,4.060443010546419,0,0,2,1,7,5,1.791759469228055,0,2,0,5,5,1,0,220.0
9,21,3.091042453358316,0,0,1,0,1,52,3.970291913552122,1,1,2,3,2,3,1.3862943611198906,0,0,3,3,3,1,1,62.0
6,34,3.5553480614894135,1,1,4,6,4,82,4.418840607796598,1,1,2,5,2,5,1.791759469228055,0,2,0,5,5,1,0,192.0
2,22,3.1354942159291497,1,1,2,1,2,47,3.871201010907891,0,2,2,5,7,3,1.3862943611198906,0,0,3,3,3,1,0,50.0
8,35,3.58351893845611,0,2,0,0,5,67,4.219507705176107,0,1,2,4,7,4,1.6094379124341003,1,1,4,4,4,1,0,96.0
3,18,2.9444389791664403,1,0,3,4,8,22,3.1354942159291497,1,1,2,1,2,5,1.791759469228055,0,2,0,5,5,1,0,16.0
7,4,1.6094379124341003,1,1,4,4,4,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0,40.0
0,23,3.1780538303479458,0,2,3,2,3,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,1,1,13.0
1,18,2.9444389791664403,1,0,3,4,8,63,4.1588830833596715,0,0,3,0,3,4,1.6094379124341003,1,1,4,4,4,1,0,135.0
1,11,2.4849066497880004,0,2,1,4,1,66,4.204692619390966,1,0,1,3,6,4,1.6094379124341003,1,1,4,4,4,1,1,165.0
6,35,3.58351893845611,0,2,0,0,5,92,4.532599493153256,1,2,2,1,2,2,1.0986122886681098,1,2,2,2,2,1,1,57.0
6,18,2.9444389791664403,1,0,3,4,8,43,3.784189633918261,0,1,3,1,3,6,1.9459101490553132,1,0,1,6,6,1,1,125.0
5,29,3.4011973816621555,0,2,4,1,9,70,4.2626798770413155,1,1,0,0,0,2,1.0986122886681098,1,2,2,2,2,1,1,41.0
3,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,1,1,12.0
4,26,3.295836866004329,1,2,1,5,6,66,4.204692619390966,1,0,1,3,6,5,1.791759469228055,0,2,0,5,5,1,0,160.0
4,32,3.4965075614664802,1,2,2,4,2,91,4.5217885770490405,0,1,1,0,1,4,1.6094379124341003,1,1,4,4,4,1,1,177.0
6,11,2.4849066497880004,0,2,1,4,1,68,4.23410650459726,1,2,3,5,8,6,1.9459101490553132,1,0,1,6,6,1,0,285.0
9,33,3.5263605246161616,0,0,3,5,3,49,3.912023005428146,0,1,4,0,9,6,1.9459101490553132,1,0,1,6,6,1,0,80.0
9,20,3.044522437723423,1,2,0,6,0,44,3.8066624897703196,1,2,4,2,4,5,1.791759469228055,0,2,0,5,5,1,1,96.0
5,34,3.5553480614894135,1,1,4,6,4,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,2,1,70.0
3,4,1.6094379124341003,1,1,4,4,4,62,4.143134726391533,1,2,2,6,2,4,1.6094379124341003,1,1,4,4,4,2,1,174.0
0,31,3.4657359027997265,0,1,1,3,1,80,4.394449154672439,1,2,0,3,0,5,1.791759469228055,0,2,0,5,5,1,1,196.0
0,34,3.5553480614894135,1,1,4,6,4,70,4.2626798770413155,1,1,0,0,0,2,1.0986122886681098,1,2,2,2,2,2,2,36.0
5,28,3.367295829986474,1,1,3,0,8,66,4.204692619390966,1,0,1,3,6,3,1.3862943611198906,0,0,3,3,3,1,1,76.0
8,6,1.9459101490553132,1,0,1,6,6,26,3.295836866004329,1,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,2,1,100.0
2,8,2.1972245773362196,1,2,3,1,8,36,3.6109179126442243,1,0,1,1,6,6,1.9459101490553132,1,0,1,6,6,2,1,140.0
0,30,3.4339872044851463,1,0,0,2,0,62,4.143134726391533,1,2,2,6,2,5,1.791759469228055,0,2,0,5,5,1,1,128.0
2,27,3.332204510175204,0,0,2,6,7,47,3.871201010907891,0,2,2,5,7,4,1.6094379124341003,1,1,4,4,4,1,0,60.0
3,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,4,3,48.0
1,32,3.4965075614664802,1,2,2,4,2,51,3.9512437185814275,0,0,1,2,1,3,1.3862943611198906,0,0,3,3,3,1,1,38.0
2,39,3.6888794541139363,0,0,4,4,9,98,4.59511985013459,1,2,3,0,8,3,1.3862943611198906,0,0,3,3,3,1,1,118.0
7,40,3.713572066704308,1,1,0,5,0,78,4.3694478524670215,1,0,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,1,76.0
4,24,3.2188758248682006,1,0,4,3,4,38,3.6635616461296463,1,2,3,3,8,3,1.3862943611198906,0,0,3,3,3,1,1,28.0
6,12,2.5649493574615367,1,0,2,5,2,36,3.6109179126442243,1,0,1,1,6,5,1.791759469228055,0,2,0,5,5,1,1,96.0
6,17,2.8903717578961645,0,2,2,3,7,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,1,0,10.0
9,14,2.70805020110221,1,2,4,0,4,33,3.5263605246161616,0,0,3,5,3,6,1.9459101490553132,1,0,1,6,6,1,0,95.0
0,15,2.772588722239781,0,0,0,1,5,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,1,1,33.0
0,33,3.5263605246161616,0,0,3,5,3,42,3.7612001156935624,1,0,2,0,2,4,1.6094379124341003,1,1,4,4,4,1,0,27.0
7,23,3.1780538303479458,0,2,3,2,3,56,4.04305126783455,1,2,1,0,6,6,1.9459101490553132,1,0,1,6,6,1,0,165.0
2,27,3.332204510175204,0,0,2,6,7,38,3.6635616461296463,1,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,1,0,33.0
2,26,3.295836866004329,1,2,1,5,6,33,3.5263605246161616,0,0,3,5,3,6,1.9459101490553132,1,0,1,6,6,1,0,35.0
9,34,3.5553480614894135,1,1,4,6,4,70,4.2626798770413155,1,1,0,0,0,5,1.791759469228055,0,2,0,5,5,1,1,144.0
6,24,3.2188758248682006,1,0,4,3,4,81,4.406719247264253,0,0,1,4,1,5,1.791759469228055,0,2,0,5,5,1,0,228.0
1,14,2.70805020110221,1,2,4,0,4,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,2,2,42.0
1,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,1,2,16.0
4,23,3.1780538303479458,0,2,3,2,3,57,4.060443010546419,0,0,2,1,7,3,1.3862943611198906,0,0,3,3,3,1,1,68.0
3,37,3.6375861597263857,0,1,2,2,7,80,4.394449154672439,1,2,0,3,0,6,1.9459101490553132,1,0,1,6,6,1,0,215.0
1,27,3.332204510175204,0,0,2,6,7,73,4.30406509320417,0,1,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0,138.0
0,27,3.332204510175204,0,0,2,6,7,54,4.007333185232471,1,0,4,5,4,2,1.0986122886681098,1,2,2,2,2,1,2,27.0
7,10,2.3978952727983707,1,1,0,3,0,23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,1,0,26.0
7,3,1.3862943611198906,0,0,3,3,3,53,3.9889840465642745,0,2,3,4,3,6,1.9459101490553132,1,0,1,6,6,1,1,250.0
8,36,3.6109179126442243,1,0,1,1,6,41,3.7376696182833684,0,2,1,6,1,4,1.6094379124341003,1,1,4,4,4,1,1,15.0
8,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,1,1,8.0
3,21,3.091042453358316,0,0,1,0,1,78,4.3694478524670215,1,0,3,1,8,3,1.3862943611198906,0,0,3,3,3,3,2,114.0
2,10,2.3978952727983707,1,1,0,3,0,58,4.07753744390572,1,1,3,2,8,6,1.9459101490553132,1,0,1,6,6,2,0,240.0
9,38,3.6635616461296463,1,2,3,3,8,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,2,1,66.0
7,2,1.0986122886681098,1,2,2,2,2,31,3.4657359027997265,0,1,1,3,1,4,1.6094379124341003,1,1,4,4,4,1,1,87.0
1,6,1.9459101490553132,1,0,1,6,6,63,4.1588830833596715,0,0,3,0,3,6,1.9459101490553132,1,0,1,6,6,3,1,285.0
5,32,3.4965075614664802,1,2,2,4,2,58,4.07753744390572,1,1,3,2,8,5,1.791759469228055,0,2,0,5,5,1,0,104.0
7,34,3.5553480614894135,1,1,4,6,4,78,4.3694478524670215,1,0,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0,176.0
0,10,2.3978952727983707,1,1,0,3,0,63,4.1588830833596715,0,0,3,0,3,5,1.791759469228055,0,2,0,5,5,1,1,212.0
7,9,2.302585092994046,0,0,4,2,9,39,3.6888794541139363,0,0,4,4,9,6,1.9459101490553132,1,0,1,6,6,3,0,150.0
7,37,3.6375861597263857,0,1,2,2,7,69,4.248495242049359,0,0,4,6,9,4,1.6094379124341003,1,1,4,4,4,1,0,96.0
0,18,2.9444389791664403,1,0,3,4,8,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,1,1,8.0
3,8,2.1972245773362196,1,2,3,1,8,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,1,1,87.0
0,34,3.5553480614894135,1,1,4,6,4,74,4.31748811353631,1,2,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,0,120.0
2,35,3.58351893845611,0,2,0,0,5,71,4.276666119016055,0,2,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,0,108.0
4,30,3.4339872044851463,1,0,0,2,0,75,4.330733340286331,0,0,0,5,5,6,1.9459101490553132,1,0,1,6,6,3,1,225.0
1,18,2.9444389791664403,1,0,3,4,8,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,2,1,110.0
2,15,2.772588722239781,0,0,0,1,5,26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,0,0,3,3,3,1,1,22.0
6,21,3.091042453358316,0,0,1,0,1,63,4.1588830833596715,0,0,3,0,3,6,1.9459101490553132,1,0,1,6,6,3,1,210.0
4,33,3.5263605246161616,0,0,3,5,3,56,4.04305126783455,1,2,1,0,6,6,1.9459101490553132,1,0,1,6,6,1,0,115.0
8,29,3.4011973816621555,0,2,4,1,9,80,4.394449154672439,1,2,0,3,0,2,1.0986122886681098,1,2,2,2,2,1,1,51.0
0,17,2.8903717578961645,0,2,2,3,7,68,4.23410650459726,1,2,3,5,8,4,1.6094379124341003,1,1,4,4,4,1,2,153.0
0,18,2.9444389791664403,1,0,3,4,8,34,3.5553480614894135,1,1,4,6,4,5,1.791759469228055,0,2,0,5,5,1,0,64.0
3,17,2.8903717578961645,0,2,2,3,7,28,3.367295829986474,1,1,3,0,8,2,1.0986122886681098,1,2,2,2,2,1,1,11.0
2,15,2.772588722239781,0,0,0,1,5,29,3.4011973816621555,0,2,4,1,9,3,1.3862943611198906,0,0,3,3,3,1,1,28.0
1,31,3.4657359027997265,0,1,1,3,1,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,1,0,18.0
9,31,3.4657359027997265,0,1,1,3,1,78,4.3694478524670215,1,0,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,1,47.0
2,35,3.58351893845611,0,2,0,0,5,76,4.343805421853684,1,1,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,1,123.0
0,20,3.044522437723423,1,2,0,6,0,78,4.3694478524670215,1,0,3,1,8,5,1.791759469228055,0,2,0,5,5,1,1,232.0
2,15,2.772588722239781,0,0,0,1,5,43,3.784189633918261,0,1,3,1,3,4,1.6094379124341003,1,1,4,4,4,1,0,84.0
6,11,2.4849066497880004,0,2,1,4,1,41,3.7376696182833684,0,2,1,6,1,2,1.0986122886681098,1,2,2,2,2,1,0,30.0
1,18,2.9444389791664403,1,0,3,4,8,42,3.7612001156935624,1,0,2,0,2,2,1.0986122886681098,1,2,2,2,2,2,2,24.0
7,29,3.4011973816621555,0,2,4,1,9,68,4.23410650459726,1,2,3,5,8,2,1.0986122886681098,1,2,2,2,2,1,1,39.0
7,15,2.772588722239781,0,0,0,1,5,64,4.174387269895637,1,1,4,1,4,5,1.791759469228055,0,2,0,5,5,1,1,196.0
1,26,3.295836866004329,1,2,1,5,6,57,4.060443010546419,0,0,2,1,7,6,1.9459101490553132,1,0,1,6,6,1,0,155.0
2,16,2.833213344056216,1,1,1,2,6,39,3.6888794541139363,0,0,4,4,9,3,1.3862943611198906,0,0,3,3,3,1,1,46.0
4,37,3.6375861597263857,0,1,2,2,7,72,4.290459441148391,1,0,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,70.0
0,24,3.2188758248682006,1,0,4,3,4,74,4.31748811353631,1,2,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,1,100.0
5,38,3.6635616461296463,1,2,3,3,8,86,4.465908118654584,1,2,1,2,6,2,1.0986122886681098,1,2,2,2,2,2,2,48.0
4,24,3.2188758248682006,1,0,4,3,4,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,1,1,39.0
5,13,2.6390573296152584,0,1,3,6,3,54,4.007333185232471,1,0,4,5,4,6,1.9459101490553132,1,0,1,6,6,1,1,205.0
6,40,3.713572066704308,1,1,0,5,0,55,4.02535169073515,0,1,0,6,5,3,1.3862943611198906,0,0,3,3,3,1,0,30.0
0,28,3.367295829986474,1,1,3,0,8,88,4.48863636973214,1,1,3,4,8,3,1.3862943611198906,0,0,3,3,3,1,0,120.0
0,25,3.258096538021482,0,1,0,4,5,62,4.143134726391533,1,2,2,6,2,2,1.0986122886681098,1,2,2,2,2,1,1,37.0
5,39,3.6888794541139363,0,0,4,4,9,87,4.477336814478207,0,0,2,3,7,3,1.3862943611198906,0,0,3,3,3,3,2,96.0
7,12,2.5649493574615367,1,0,2,5,2,47,3.871201010907891,0,2,2,5,7,2,1.0986122886681098,1,2,2,2,2,1,1,35.0
3,13,2.6390573296152584,0,1,3,6,3,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,1,0,60.0
3,30,3.4339872044851463,1,0,0,2,0,39,3.6888794541139363,0,0,4,4,9,2,1.0986122886681098,1,2,2,2,2,1,1,9.0
8,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,0,1,6,6,1,1,35.0
8,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,1,16.0
4,16,2.833213344056216,1,1,1,2,6,51,3.9512437185814275,0,0,1,2,1,4,1.6094379124341003,1,1,4,4,4,1,1,105.0
8,18,2.9444389791664403,1,0,3,4,8,38,3.6635616461296463,1,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,2,0,60.0
1,33,3.5263605246161616,0,0,3,5,3,68,4.23410650459726,1,2,3,5,8,5,1.791759469228055,0,2,0,5,5,1,0,140.0
9,34,3.5553480614894135,1,1,4,6,4,71,4.276666119016055,0,2,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,0,74.0
8,28,3.367295829986474,1,1,3,0,8,33,3.5263605246161616,0,0,3,5,3,6,1.9459101490553132,1,0,1,6,6,1,0,25.0
6,7,2.0794415416798357,0,1,2,0,7,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,1,0,40.0
7,26,3.295836866004329,1,2,1,5,6,29,3.4011973816621555,0,2,4,1,9,6,1.9459101490553132,1,0,1,6,6,1,0,15.0
5,27,3.332204510175204,0,0,2,6,7,35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,1,1,16.0
7,37,3.6375861597263857,0,1,2,2,7,54,4.007333185232471,1,0,4,5,4,6,1.9459101490553132,1,0,1,6,6,1,1,85.0
6,14,2.70805020110221,1,2,4,0,4,33,3.5263605246161616,0,0,3,5,3,6,1.9459101490553132,1,0,1,6,6,1,0,95.0
3,8,2.1972245773362196,1,2,3,1,8,31,3.4657359027997265,0,1,1,3,1,6,1.9459101490553132,1,0,1,6,6,1,0,115.0
5,6,1.9459101490553132,1,0,1,6,6,32,3.4965075614664802,1,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,2,1,78.0
1,34,3.5553480614894135,1,1,4,6,4,68,4.23410650459726,1,2,3,5,8,4,1.6094379124341003,1,1,4,4,4,2,2,102.0
5,33,3.5263605246161616,0,0,3,5,3,81,4.406719247264253,0,0,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,0,48.0
5,13,2.6390573296152584,0,1,3,6,3,63,4.1588830833596715,0,0,3,0,3,4,1.6094379124341003,1,1,4,4,4,1,0,150.0
4,16,2.833213344056216,1,1,1,2,6,60,4.110873864173311,1,0,0,4,0,6,1.9459101490553132,1,0,1,6,6,2,1,220.0
9,10,2.3978952727983707,1,1,0,3,0,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,1,2,100.0
7,8,2.1972245773362196,1,2,3,1,8,55,4.02535169073515,0,1,0,6,5,6,1.9459101490553132,1,0,1,6,6,1,0,235.0
1,21,3.091042453358316,0,0,1,0,1,67,4.219507705176107,0,1,2,4,7,3,1.3862943611198906,0,0,3,3,3,1,1,92.0
4,27,3.332204510175204,0,0,2,6,7,82,4.418840607796598,1,1,2,5,2,6,1.9459101490553132,1,0,1,6,6,1,0,275.0
1,22,3.1354942159291497,1,1,2,1,2,57,4.060443010546419,0,0,2,1,7,6,1.9459101490553132,1,0,1,6,6,1,0,175.0
7,40,3.713572066704308,1,1,0,5,0,88,4.48863636973214,1,1,3,4,8,2,1.0986122886681098,1,2,2,2,2,2,2,48.0
6,30,3.4339872044851463,1,0,0,2,0,43,3.784189633918261,0,1,3,1,3,6,1.9459101490553132,1,0,1,6,6,1,1,65.0
9,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,2,1,70.0
