slot_name_r,slot_name_m,slot_name_a,slot_s_r,slot_s_r_abs_log1p,slot_s_r_is_even,slot_s_r_mod3,slot_s_r_mod5,slot_s_r_mod7,slot_s_r_mod10,slot_diff_m,slot_diff_m_abs_log1p,slot_diff_m_is_even,slot_diff_m_mod3,slot_diff_m_mod5,slot_diff_m_mod7,slot_diff_m_mod10,slot_diff_a,slot_diff_a_abs_log1p,slot_diff_a_is_even,slot_diff_a_mod3,slot_diff_a_mod5,slot_diff_a_mod7,slot_diff_a_mod10,slot_item_plural,slot_context,gcd_all,n_multiple_pairs,y
17,25,18,169,5.135798437050262,0,1,4,1,9,27,3.332204510175204,0,0,2,6,7,80,4.394449154672439,1,2,0,3,0,0,5,1,0,400.0
1,0,24,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,0,1,0,9,6,5,2,110.0
0,19,0,156,5.056245805348308,1,0,1,2,6,41,3.7376696182833684,0,2,1,6,1,49,3.912023005428146,0,1,4,0,9,1,9,1,0,378.0
5,12,25,29,3.4011973816621555,0,2,4,1,9,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,8,4,1,1,57.0
18,18,14,118,4.77912349311153,1,1,3,6,8,66,4.204692619390966,1,0,1,3,6,91,4.5217885770490405,0,1,1,0,1,1,1,1,0,197.0
22,2,9,176,5.176149732573829,1,2,1,1,6,83,4.430816798843313,0,2,3,6,3,127,4.852030263919617,0,1,2,1,7,8,9,1,0,318.0
24,16,25,45,3.828641396489095,0,0,0,3,5,20,3.044522437723423,1,2,0,6,0,23,3.1780538303479458,0,2,3,2,3,7,3,1,0,92.0
12,13,19,154,5.043425116919247,1,1,4,0,4,44,3.8066624897703196,1,2,4,2,4,67,4.219507705176107,0,1,2,4,7,4,3,1,0,351.0
6,22,2,83,4.430816798843313,0,2,3,6,3,40,3.713572066704308,1,1,0,5,0,44,3.8066624897703196,1,2,4,2,4,4,0,1,0,165.0
13,16,19,85,4.454347296253507,0,1,0,1,5,67,4.219507705176107,0,1,2,4,7,7,2.0794415416798357,0,1,2,0,7,10,1,1,0,181.0
13,16,7,191,5.2574953720277815,0,2,1,2,1,27,3.332204510175204,0,0,2,6,7,48,3.8918202981106265,1,0,3,6,8,1,3,1,0,498.0
2,19,0,141,4.955827057601261,0,0,1,1,1,78,4.3694478524670215,1,0,3,1,8,63,4.1588830833596715,0,0,3,0,3,5,9,3,0,282.0
26,8,15,77,4.356708826689592,0,2,2,0,7,16,2.833213344056216,1,1,1,2,6,17,2.8903717578961645,0,2,2,3,7,10,0,1,0,198.0
7,5,6,42,3.7612001156935624,1,0,2,0,2,37,3.6375861597263857,0,1,2,2,7,38,3.6635616461296463,1,2,3,3,8,3,2,1,0,51.0
26,18,20,143,4.969813299576001,0,2,3,3,3,93,4.543294782270004,0,0,3,2,3,66,4.204692619390966,1,0,1,3,6,0,7,1,0,270.0
17,13,17,29,3.4011973816621555,0,2,4,1,9,25,3.258096538021482,0,1,0,4,5,12,2.5649493574615367,1,0,2,5,2,2,3,1,0,50.0
8,24,1,182,5.209486152841421,1,2,2,0,2,70,4.2626798770413155,1,1,0,0,0,14,2.70805020110221,1,2,4,0,4,2,9,14,2,462.0
17,15,8,176,5.176149732573829,1,2,1,1,6,56,4.04305126783455,1,2,1,0,6,18,2.9444389791664403,1,0,3,4,8,0,3,2,0,454.0
15,5,18,79,4.382026634673881,0,1,4,2,9,70,4.2626798770413155,1,1,0,0,0,36,3.6109179126442243,1,0,1,1,6,8,3,1,0,131.0
12,9,19,166,5.117993812416755,1,1,1,5,6,144,4.976733742420574,1,0,4,4,4,31,3.4657359027997265,0,1,1,3,1,6,1,1,0,323.0
2,5,16,99,4.605170185988092,0,0,4,1,9,92,4.532599493153256,1,2,2,1,2,95,4.564348191467836,0,2,0,4,5,2,4,1,0,110.0
6,21,21,90,4.51085950651685,1,0,0,6,0,27,3.332204510175204,0,0,2,6,7,57,4.060443010546419,0,0,2,1,7,10,4,3,0,186.0
21,22,7,135,4.912654885736052,0,0,0,2,5,55,4.02535169073515,0,1,0,6,5,100,4.61512051684126,1,1,0,2,0,3,2,5,0,250.0
24,5,12,157,5.062595033026967,0,1,2,3,7,110,4.709530201312334,1,2,0,5,0,14,2.70805020110221,1,2,4,0,4,11,9,1,0,347.0
6,20,24,199,5.298317366548036,0,1,4,3,9,61,4.127134385045092,0,1,1,5,1,44,3.8066624897703196,1,2,4,2,4,2,2,1,0,492.0
17,23,26,61,4.127134385045092,0,1,1,5,1,41,3.7376696182833684,0,2,1,6,1,9,2.302585092994046,0,0,4,2,9,7,5,1,0,133.0
26,18,10,172,5.153291594497779,1,1,2,4,2,28,3.367295829986474,1,1,3,0,8,96,4.574710978503383,1,0,1,5,6,6,1,4,0,392.0
27,4,21,188,5.241747015059643,1,2,3,6,8,87,4.477336814478207,0,0,2,3,7,105,4.663439094112067,0,0,0,0,5,4,7,1,0,372.0
1,2,4,128,4.859812404361672,1,2,3,2,8,120,4.795790545596741,1,0,0,1,0,53,3.9889840465642745,0,2,3,4,3,2,5,1,0,211.0
8,24,11,85,4.454347296253507,0,1,0,1,5,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,4,4,1,1,228.0
22,1,14,107,4.68213122712422,0,2,2,2,7,23,3.1780538303479458,0,2,3,2,3,54,4.007333185232471,1,0,4,5,4,3,5,1,0,244.0
1,10,9,173,5.159055299214529,0,2,3,5,3,154,5.043425116919247,1,1,4,0,4,108,4.6913478822291435,1,0,3,3,8,2,3,1,0,257.0
21,5,13,154,5.043425116919247,1,1,4,0,4,71,4.276666119016055,0,2,1,1,1,22,3.1354942159291497,1,1,2,1,2,8,8,1,1,369.0
1,19,18,39,3.6888794541139363,0,0,4,4,9,9,2.302585092994046,0,0,4,2,9,34,3.5553480614894135,1,1,4,6,4,3,3,1,0,74.0
2,8,4,39,3.6888794541139363,0,0,4,4,9,37,3.6375861597263857,0,1,2,2,7,16,2.833213344056216,1,1,1,2,6,0,1,1,0,64.0
8,6,12,46,3.8501476017100584,1,1,1,4,6,29,3.4011973816621555,0,2,4,1,9,37,3.6375861597263857,0,1,2,2,7,11,6,1,0,72.0
21,0,20,158,5.0689042022202315,1,2,3,4,8,144,4.976733742420574,1,0,4,4,4,84,4.442651256490317,1,0,4,0,4,9,8,2,0,246.0
18,1,21,195,5.278114659230517,0,0,0,6,5,9,2.302585092994046,0,0,4,2,9,66,4.204692619390966,1,0,1,3,6,5,2,3,0,510.0
20,11,1,35,3.58351893845611,0,2,0,0,5,32,3.4965075614664802,1,2,2,4,2,26,3.295836866004329,1,2,1,5,6,11,8,1,0,47.0
24,24,8,192,5.262690188904886,1,0,2,3,2,140,4.948759890378168,1,2,0,0,0,118,4.77912349311153,1,1,3,6,8,8,5,2,0,318.0
1,27,19,161,5.087596335232384,0,2,1,0,1,46,3.8501476017100584,1,1,1,4,6,79,4.382026634673881,0,1,4,2,9,9,1,1,0,358.0
1,24,0,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,10,2,1,1,48.0
8,4,23,199,5.298317366548036,0,1,4,3,9,44,3.8066624897703196,1,2,4,2,4,48,3.8918202981106265,1,0,3,6,8,11,1,1,0,505.0
5,23,6,33,3.5263605246161616,0,0,3,5,3,9,2.302585092994046,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,3,1,1,0,71.0
8,16,10,167,5.123963979403259,0,2,2,6,7,139,4.941642422609304,0,1,4,6,9,23,3.1780538303479458,0,2,3,2,3,4,7,1,0,339.0
27,17,5,61,4.127134385045092,0,1,1,5,1,55,4.02535169073515,0,1,0,6,5,46,3.8501476017100584,1,1,1,4,6,5,7,1,0,82.0
19,27,2,77,4.356708826689592,0,2,2,0,7,44,3.8066624897703196,1,2,4,2,4,40,3.713572066704308,1,1,0,5,0,1,0,1,0,147.0
17,13,15,37,3.6375861597263857,0,1,2,2,7,20,3.044522437723423,1,2,0,6,0,26,3.295836866004329,1,2,1,5,6,5,2,1,0,65.0
27,2,22,31,3.4657359027997265,0,1,1,3,1,22,3.1354942159291497,1,1,2,1,2,17,2.8903717578961645,0,2,2,3,7,3,7,1,0,54.0
18,28,11,133,4.897839799950911,0,1,3,0,3,35,3.58351893845611,0,2,0,0,5,131,4.882801922586371,0,2,1,5,1,7,5,1,0,233.0
4,10,20,105,4.663439094112067,0,0,0,0,5,59,4.0943445622221,0,2,4,3,9,21,3.091042453358316,0,0,1,0,1,0,5,1,1,235.0
12,2,20,174,5.1647859739235145,1,0,4,6,4,140,4.948759890378168,1,2,0,0,0,61,4.127134385045092,0,1,1,5,1,5,4,1,0,321.0
13,3,27,169,5.135798437050262,0,1,4,1,9,37,3.6375861597263857,0,1,2,2,7,68,4.23410650459726,1,2,3,5,8,0,4,1,0,402.0
3,16,5,102,4.634728988229636,1,0,2,4,2,36,3.6109179126442243,1,0,1,1,6,53,3.9889840465642745,0,2,3,4,3,6,7,1,0,217.0
21,28,17,132,4.890349128221754,1,0,2,6,2,42,3.7612001156935624,1,0,2,0,2,21,3.091042453358316,0,0,1,0,1,7,3,3,1,333.0
8,20,18,171,5.147494476813453,0,0,1,3,1,70,4.2626798770413155,1,1,0,0,0,91,4.5217885770490405,0,1,1,0,1,11,5,1,0,352.0
19,26,3,101,4.624972813284271,0,2,1,3,1,61,4.127134385045092,0,1,1,5,1,88,4.48863636973214,1,1,3,4,8,6,3,1,0,154.0
23,14,17,149,5.0106352940962555,0,2,4,2,9,54,4.007333185232471,1,0,4,5,4,52,3.970291913552122,1,1,2,3,2,8,6,1,0,341.0
3,14,16,107,4.68213122712422,0,2,2,2,7,14,2.70805020110221,1,2,4,0,4,29,3.4011973816621555,0,2,4,1,9,8,9,1,0,278.0
17,10,10,126,4.844187086458591,1,0,1,0,6,85,4.454347296253507,0,1,0,1,5,33,3.5263605246161616,0,0,3,5,3,8,3,1,0,260.0
3,1,21,99,4.605170185988092,0,0,4,1,9,37,3.6375861597263857,0,1,2,2,7,87,4.477336814478207,0,0,2,3,7,9,0,1,0,173.0
23,4,4,105,4.663439094112067,0,0,0,0,5,59,4.0943445622221,0,2,4,3,9,93,4.543294782270004,0,0,3,2,3,3,4,1,0,163.0
27,20,12,67,4.219507705176107,0,1,2,4,7,11,2.4849066497880004,0,2,1,4,1,22,3.1354942159291497,1,1,2,1,2,7,9,1,1,168.0
24,1,13,177,5.181783550292085,0,0,2,2,7,90,4.51085950651685,1,0,0,6,0,124,4.8283137373023015,1,1,4,5,4,2,5,1,0,317.0
18,3,16,134,4.90527477843843,1,2,4,1,4,30,3.4339872044851463,1,0,0,2,0,99,4.605170185988092,0,0,4,1,9,9,8,1,0,273.0
25,2,1,125,4.836281906951478,0,2,0,6,5,114,4.74493212836325,1,0,4,2,4,112,4.727387818712341,1,1,2,0,2,6,9,1,0,149.0
0,10,1,123,4.820281565605037,0,0,3,4,3,80,4.394449154672439,1,2,0,3,0,112,4.727387818712341,1,1,2,0,2,4,6,1,0,177.0
19,28,1,48,3.8918202981106265,1,0,3,6,8,5,1.791759469228055,0,2,0,5,5,32,3.4965075614664802,1,2,2,4,2,5,7,1,0,107.0
7,4,21,88,4.48863636973214,1,1,3,4,8,64,4.174387269895637,1,1,4,1,4,69,4.248495242049359,0,0,4,6,9,5,3,1,0,131.0
5,1,26,163,5.099866427824199,0,1,3,2,3,74,4.31748811353631,1,2,4,4,4,18,2.9444389791664403,1,0,3,4,8,3,2,1,0,397.0
11,15,21,163,5.099866427824199,0,1,3,2,3,42,3.7612001156935624,1,0,2,0,2,39,3.6888794541139363,0,0,4,4,9,2,6,1,0,408.0
23,18,12,175,5.170483995038151,0,1,0,0,5,52,3.970291913552122,1,1,2,3,2,51,3.9512437185814275,0,0,1,2,1,11,6,1,0,422.0
1,12,17,42,3.7612001156935624,1,0,2,0,2,38,3.6635616461296463,1,2,3,3,8,8,2.1972245773362196,1,2,3,1,8,11,3,2,0,80.0
17,14,19,177,5.181783550292085,0,0,2,2,7,117,4.770684624465665,0,0,2,5,7,122,4.812184355372417,1,2,2,3,2,5,5,1,0,292.0
16,5,28,75,4.330733340286331,0,0,0,5,5,72,4.290459441148391,1,0,2,2,2,24,3.2188758248682006,1,0,4,3,4,9,6,3,1,129.0
17,7,13,23,3.1780538303479458,0,2,3,2,3,20,3.044522437723423,1,2,0,6,0,11,2.4849066497880004,0,2,1,4,1,8,6,1,0,38.0
23,22,2,104,4.653960350157523,1,2,4,6,4,48,3.8918202981106265,1,0,3,6,8,53,3.9889840465642745,0,2,3,4,3,6,3,1,0,211.0
6,17,18,123,4.820281565605037,0,0,3,4,3,36,3.6109179126442243,1,0,1,1,6,47,3.871201010907891,0,2,2,5,7,2,6,1,0,286.0
24,23,0,87,4.477336814478207,0,0,2,3,7,30,3.4339872044851463,1,0,0,2,0,24,3.2188758248682006,1,0,4,3,4,2,0,3,0,207.0
28,8,20,61,4.127134385045092,0,1,1,5,1,27,3.332204510175204,0,0,2,6,7,32,3.4965075614664802,1,2,2,4,2,10,6,1,0,124.0
23,22,11,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,38,3.6635616461296463,1,2,3,3,8,10,1,2,0,76.0
16,16,15,26,3.295836866004329,1,2,1,5,6,18,2.9444389791664403,1,0,3,4,8,19,2.995732273553991,0,1,4,5,9,7,7,1,0,41.0
23,6,1,111,4.718498871295094,0,0,1,6,1,93,4.543294782270004,0,0,3,2,3,30,3.4339872044851463,1,0,0,2,0,0,1,3,0,210.0
17,2,19,65,4.189654742026425,0,2,0,2,5,6,1.9459101490553132,1,0,1,6,6,32,3.4965075614664802,1,2,2,4,2,6,5,1,0,157.0
15,1,16,47,3.871201010907891,0,2,2,5,7,20,3.044522437723423,1,2,0,6,0,30,3.4339872044851463,1,0,0,2,0,0,1,1,0,91.0
28,16,10,163,5.099866427824199,0,1,3,2,3,110,4.709530201312334,1,2,0,5,0,98,4.59511985013459,1,2,3,0,8,3,6,1,0,281.0
2,27,2,52,3.970291913552122,1,1,2,3,2,37,3.6375861597263857,0,1,2,2,7,43,3.784189633918261,0,1,3,1,3,5,0,1,0,76.0
7,25,2,104,4.653960350157523,1,2,4,6,4,29,3.4011973816621555,0,2,4,1,9,84,4.442651256490317,1,0,4,0,4,8,4,1,0,199.0
24,0,22,114,4.74493212836325,1,0,4,2,4,32,3.4965075614664802,1,2,2,4,2,10,2.3978952727983707,1,1,0,3,0,6,3,2,0,300.0
23,13,22,163,5.099866427824199,0,1,3,2,3,138,4.9344739331306915,1,0,3,5,8,102,4.634728988229636,1,0,2,4,2,7,4,1,0,249.0
7,26,20,83,4.430816798843313,0,2,3,6,3,53,3.9889840465642745,0,2,3,4,3,19,2.995732273553991,0,1,4,5,9,1,1,1,0,177.0
10,20,22,87,4.477336814478207,0,0,2,3,7,83,4.430816798843313,0,2,3,6,3,11,2.4849066497880004,0,2,1,4,1,4,6,1,0,167.0
28,17,4,91,4.5217885770490405,0,1,1,0,1,84,4.442651256490317,1,0,4,0,4,83,4.430816798843313,0,2,3,6,3,9,5,1,0,106.0
10,2,9,81,4.406719247264253,0,0,1,4,1,13,2.6390573296152584,0,1,3,6,3,11,2.4849066497880004,0,2,1,4,1,6,4,1,0,219.0
3,1,10,99,4.605170185988092,0,0,4,1,9,77,4.356708826689592,0,2,2,0,7,49,3.912023005428146,0,1,4,0,9,5,7,1,0,171.0
23,21,24,162,5.093750200806762,1,0,2,1,2,8,2.1972245773362196,1,2,3,1,8,81,4.406719247264253,0,0,1,4,1,5,2,1,1,397.0
25,22,26,141,4.955827057601261,0,0,1,1,1,61,4.127134385045092,0,1,1,5,1,24,3.2188758248682006,1,0,4,3,4,7,1,1,0,338.0
4,5,18,31,3.4657359027997265,0,1,1,3,1,19,2.995732273553991,0,1,4,5,9,30,3.4339872044851463,1,0,0,2,0,7,4,1,0,44.0
2,6,6,95,4.564348191467836,0,2,0,4,5,42,3.7612001156935624,1,0,2,0,2,5,1.791759469228055,0,2,0,5,5,6,5,1,1,238.0
13,10,16,125,4.836281906951478,0,2,0,6,5,66,4.204692619390966,1,0,1,3,6,19,2.995732273553991,0,1,4,5,9,9,6,1,0,290.0
10,9,25,78,4.3694478524670215,1,0,3,1,8,22,3.1354942159291497,1,1,2,1,2,12,2.5649493574615367,1,0,2,5,2,2,0,2,0,200.0
12,12,25,25,3.258096538021482,0,1,0,4,5,13,2.6390573296152584,0,1,3,6,3,12,2.5649493574615367,1,0,2,5,2,4,3,1,0,50.0
22,1,22,85,4.454347296253507,0,1,0,1,5,13,2.6390573296152584,0,1,3,6,3,17,2.8903717578961645,0,2,2,3,7,7,7,1,1,225.0
20,21,22,96,4.574710978503383,1,0,1,5,6,33,3.5263605246161616,0,0,3,5,3,62,4.143134726391533,1,2,2,6,2,4,3,1,0,193.0
23,14,10,107,4.68213122712422,0,2,2,2,7,34,3.5553480614894135,1,1,4,6,4,34,3.5553480614894135,1,1,4,6,4,7,2,1,1,253.0
26,10,19,164,5.10594547390058,1,2,4,3,4,29,3.4011973816621555,0,2,4,1,9,65,4.189654742026425,0,2,0,2,5,6,0,1,0,398.0
25,21,12,58,4.07753744390572,1,1,3,2,8,47,3.871201010907891,0,2,2,5,7,18,2.9444389791664403,1,0,3,4,8,2,9,1,0,109.0
18,4,12,45,3.828641396489095,0,0,0,3,5,25,3.258096538021482,0,1,0,4,5,22,3.1354942159291497,1,1,2,1,2,6,5,1,0,88.0
26,3,28,73,4.30406509320417,0,1,3,3,3,67,4.219507705176107,0,1,2,4,7,18,2.9444389791664403,1,0,3,4,8,11,7,1,0,134.0
8,12,3,171,5.147494476813453,0,0,1,3,1,78,4.3694478524670215,1,0,3,1,8,25,3.258096538021482,0,1,0,4,5,7,4,1,0,410.0
16,2,21,177,5.181783550292085,0,0,2,2,7,162,5.093750200806762,1,0,2,1,2,90,4.51085950651685,1,0,0,6,0,0,1,3,0,279.0
23,7,11,135,4.912654885736052,0,0,0,2,5,19,2.995732273553991,0,1,4,5,9,98,4.59511985013459,1,2,3,0,8,1,4,1,0,288.0
13,24,12,32,3.4965075614664802,1,2,2,4,2,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,7,2,1,0,71.0
24,10,15,23,3.1780538303479458,0,2,3,2,3,19,2.995732273553991,0,1,4,5,9,14,2.70805020110221,1,2,4,0,4,1,4,1,0,36.0
10,17,25,57,4.060443010546419,0,0,2,1,7,13,2.6390573296152584,0,1,3,6,3,14,2.70805020110221,1,2,4,0,4,3,0,1,0,144.0
5,20,13,104,4.653960350157523,1,2,4,6,4,36,3.6109179126442243,1,0,1,1,6,22,3.1354942159291497,1,1,2,1,2,0,1,2,0,254.0
17,14,15,36,3.6109179126442243,1,0,1,1,6,29,3.4011973816621555,0,2,4,1,9,18,2.9444389791664403,1,0,3,4,8,2,1,1,1,61.0
17,6,13,179,5.19295685089021,0,2,4,4,9,174,5.1647859739235145,1,0,4,6,4,158,5.0689042022202315,1,2,3,4,8,5,3,1,0,205.0
0,1,12,29,3.4011973816621555,0,2,4,1,9,21,3.091042453358316,0,0,1,0,1,21,3.091042453358316,0,0,1,0,1,11,5,1,1,45.0
22,8,0,101,4.624972813284271,0,2,1,3,1,88,4.48863636973214,1,1,3,4,8,89,4.499809670330265,0,2,4,5,9,1,8,1,0,126.0
20,20,11,21,3.091042453358316,0,0,1,0,1,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,6,2,1,1,43.0
3,23,19,165,5.111987788356544,0,0,0,4,5,96,4.574710978503383,1,0,1,5,6,134,4.90527477843843,1,2,4,1,4,6,5,1,0,265.0
5,25,14,69,4.248495242049359,0,0,4,6,9,55,4.02535169073515,0,1,0,6,5,12,2.5649493574615367,1,0,2,5,2,8,4,1,0,140.0
27,0,9,73,4.30406509320417,0,1,3,3,3,52,3.970291913552122,1,1,2,3,2,14,2.70805020110221,1,2,4,0,4,3,7,1,0,153.0
3,9,12,24,3.2188758248682006,1,0,4,3,4,23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,0,1,6,6,11,9,1,1,43.0
14,16,23,170,5.14166355650266,1,2,0,2,0,35,3.58351893845611,0,2,0,0,5,162,5.093750200806762,1,0,2,1,2,8,6,1,0,313.0
8,12,10,48,3.8918202981106265,1,0,3,6,8,11,2.4849066497880004,0,2,1,4,1,41,3.7376696182833684,0,2,1,6,1,11,5,1,0,92.0
17,15,21,143,4.969813299576001,0,2,3,3,3,97,4.584967478670572,0,1,2,6,7,118,4.77912349311153,1,1,3,6,8,3,0,1,0,214.0
11,20,11,117,4.770684624465665,0,0,2,5,7,54,4.007333185232471,1,0,4,5,4,44,3.8066624897703196,1,2,4,2,4,6,6,1,0,253.0
8,26,21,136,4.919980925828125,1,1,1,3,6,18,2.9444389791664403,1,0,3,4,8,131,4.882801922586371,0,2,1,5,1,7,0,1,0,259.0
16,1,18,92,4.532599493153256,1,2,2,1,2,14,2.70805020110221,1,2,4,0,4,67,4.219507705176107,0,1,2,4,7,3,0,1,0,195.0
20,8,18,35,3.58351893845611,0,2,0,0,5,14,2.70805020110221,1,2,4,0,4,19,2.995732273553991,0,1,4,5,9,5,2,1,0,72.0
0,17,9,173,5.159055299214529,0,2,3,5,3,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,0,1,0,4,0,1,0,463.0
10,17,28,180,5.198497031265826,1,0,0,5,0,153,5.0369526024136295,0,0,3,6,3,77,4.356708826689592,0,2,2,0,7,10,1,1,0,310.0
23,20,20,94,4.553876891600541,1,1,4,3,4,59,4.0943445622221,0,2,4,3,9,73,4.30406509320417,0,1,3,3,3,0,9,1,0,150.0
22,12,10,84,4.442651256490317,1,0,4,0,4,9,2.302585092994046,0,0,4,2,9,65,4.189654742026425,0,2,0,2,5,8,7,1,0,178.0
6,17,11,106,4.672828834461906,1,1,1,1,6,90,4.51085950651685,1,0,0,6,0,69,4.248495242049359,0,0,4,6,9,0,2,1,0,159.0
27,14,5,183,5.214935757608986,0,0,3,1,3,102,4.634728988229636,1,0,2,4,2,65,4.189654742026425,0,2,0,2,5,9,4,1,0,382.0
19,24,14,24,3.2188758248682006,1,0,4,3,4,16,2.833213344056216,1,1,1,2,6,14,2.70805020110221,1,2,4,0,4,7,9,2,0,42.0
24,16,2,37,3.6375861597263857,0,1,2,2,7,7,2.0794415416798357,0,1,2,0,7,33,3.5263605246161616,0,0,3,5,3,4,2,1,0,71.0
17,12,26,154,5.043425116919247,1,1,4,0,4,130,4.875197323201151,1,1,0,4,0,34,3.5553480614894135,1,1,4,6,4,3,6,2,0,298.0
22,19,18,169,5.135798437050262,0,1,4,1,9,155,5.049856007249537,0,2,0,1,5,81,4.406719247264253,0,0,1,4,1,10,4,1,0,271.0
10,8,20,155,5.049856007249537,0,2,0,1,5,74,4.31748811353631,1,2,4,4,4,134,4.90527477843843,1,2,4,1,4,10,5,1,0,257.0
19,12,10,33,3.5263605246161616,0,0,3,5,3,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,3,0,1,0,66.0
26,19,9,103,4.6443908991413725,0,1,3,5,3,63,4.1588830833596715,0,0,3,0,3,50,3.9318256327243257,1,2,0,1,0,11,5,1,0,196.0
17,11,23,170,5.14166355650266,1,2,0,2,0,65,4.189654742026425,0,2,0,2,5,122,4.812184355372417,1,2,2,3,2,7,5,1,0,323.0
21,2,16,116,4.762173934797756,1,2,1,4,6,67,4.219507705176107,0,1,2,4,7,80,4.394449154672439,1,2,0,3,0,5,0,1,0,201.0
0,14,26,121,4.804021044733257,0,1,1,2,1,50,3.9318256327243257,1,2,0,1,0,60,4.110873864173311,1,0,0,4,0,3,1,1,0,253.0
14,8,28,91,4.5217885770490405,0,1,1,0,1,43,3.784189633918261,0,1,3,1,3,26,3.295836866004329,1,2,1,5,6,7,3,1,0,204.0
4,10,14,28,3.367295829986474,1,1,3,0,8,22,3.1354942159291497,1,1,2,1,2,20,3.044522437723423,1,2,0,6,0,9,0,2,0,42.0
10,26,19,127,4.852030263919617,0,1,2,1,7,85,4.454347296253507,0,1,0,1,5,73,4.30406509320417,0,1,3,3,3,2,0,1,0,223.0
12,13,17,99,4.605170185988092,0,0,4,1,9,24,3.2188758248682006,1,0,4,3,4,28,3.367295829986474,1,1,3,0,8,1,1,1,0,245.0
11,5,11,148,5.003946305945459,1,1,3,1,8,40,3.713572066704308,1,1,0,5,0,23,3.1780538303479458,0,2,3,2,3,4,1,1,0,381.0
6,17,7,102,4.634728988229636,1,0,2,4,2,24,3.2188758248682006,1,0,4,3,4,16,2.833213344056216,1,1,1,2,6,10,8,2,0,266.0
19,14,19,64,4.174387269895637,1,1,4,1,4,38,3.6635616461296463,1,2,3,3,8,36,3.6109179126442243,1,0,1,1,6,1,6,2,0,118.0
16,8,21,57,4.060443010546419,0,0,2,1,7,41,3.7376696182833684,0,2,1,6,1,43,3.784189633918261,0,1,3,1,3,7,4,1,0,87.0
14,10,27,41,3.7376696182833684,0,2,1,6,1,40,3.713572066704308,1,1,0,5,0,18,2.9444389791664403,1,0,3,4,8,11,6,1,0,65.0
3,27,4,183,5.214935757608986,0,0,3,1,3,13,2.6390573296152584,0,1,3,6,3,25,3.258096538021482,0,1,0,4,5,1,6,1,0,511.0
27,11,27,171,5.147494476813453,0,0,1,3,1,42,3.7612001156935624,1,0,2,0,2,145,4.983606621708336,0,1,0,5,5,3,5,1,0,326.0
6,2,7,77,4.356708826689592,0,2,2,0,7,67,4.219507705176107,0,1,2,4,7,22,3.1354942159291497,1,1,2,1,2,5,7,1,0,142.0
28,1,25,46,3.8501476017100584,1,1,1,4,6,9,2.302585092994046,0,0,4,2,9,37,3.6375861597263857,0,1,2,2,7,4,1,1,0,92.0
17,20,27,113,4.736198448394496,0,2,3,1,3,77,4.356708826689592,0,2,2,0,7,20,3.044522437723423,1,2,0,6,0,1,3,1,0,242.0
25,7,13,177,5.181783550292085,0,0,2,2,7,27,3.332204510175204,0,0,2,6,7,53,3.9889840465642745,0,2,3,4,3,3,4,1,0,451.0
3,7,0,199,5.298317366548036,0,1,4,3,9,97,4.584967478670572,0,1,2,6,7,15,2.772588722239781,0,0,0,1,5,11,7,1,0,485.0
10,1,18,41,3.7376696182833684,0,2,1,6,1,19,2.995732273553991,0,1,4,5,9,17,2.8903717578961645,0,2,2,3,7,10,0,1,0,87.0
7,7,25,71,4.276666119016055,0,2,1,1,1,27,3.332204510175204,0,0,2,6,7,10,2.3978952727983707,1,1,0,3,0,2,0,1,0,176.0
4,0,27,46,3.8501476017100584,1,1,1,4,6,44,3.8066624897703196,1,2,4,2,4,5,1.791759469228055,0,2,0,5,5,2,6,1,0,89.0
28,12,19,196,5.2832037287379885,1,1,1,0,6,139,4.941642422609304,0,1,4,6,9,173,5.159055299214529,0,2,3,5,3,7,4,1,0,276.0
14,5,5,34,3.5553480614894135,1,1,4,6,4,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,6,5,1,0,83.0
5,8,3,105,4.663439094112067,0,0,0,0,5,20,3.044522437723423,1,2,0,6,0,28,3.367295829986474,1,1,3,0,8,8,8,1,0,267.0
10,12,25,48,3.8918202981106265,1,0,3,6,8,33,3.5263605246161616,0,0,3,5,3,41,3.7376696182833684,0,2,1,6,1,9,0,1,0,70.0
20,3,7,130,4.875197323201151,1,1,0,4,0,127,4.852030263919617,0,1,2,1,7,26,3.295836866004329,1,2,1,5,6,4,1,1,1,237.0
23,23,0,47,3.871201010907891,0,2,2,5,7,38,3.6635616461296463,1,2,3,3,8,46,3.8501476017100584,1,1,1,4,6,0,6,1,0,57.0
