slot_person_name,slot_giver_name,slot_item_plural,slot_init_amt,slot_init_amt_abs_log1p,slot_init_amt_is_even,slot_init_amt_mod3,slot_init_amt_mod5,slot_init_amt_mod7,slot_init_amt_mod10,slot_loss_amt,slot_loss_amt_abs_log1p,slot_loss_amt_is_even,slot_loss_amt_mod3,slot_loss_amt_mod5,slot_loss_amt_mod7,slot_loss_amt_mod10,slot_gain_amt,slot_gain_amt_abs_log1p,slot_gain_amt_is_even,slot_gain_amt_mod3,slot_gain_amt_mod5,slot_gain_amt_mod7,slot_gain_amt_mod10,slot_reason_initial,slot_loss_context,slot_reason_additional,gcd_all,n_multiple_pairs,y
1,9,2,44,3.8066624897703196,1,2,4,2,4,13,2.6390573296152584,0,1,3,6,3,22,3.1354942159291497,1,1,2,1,2,5,1,6,1,1,53.0
2,9,9,32,3.4965075614664802,1,2,2,4,2,24,3.2188758248682006,1,0,4,3,4,33,3.5263605246161616,0,0,3,5,3,3,5,5,1,0,41.0
4,1,8,41,3.7376696182833684,0,2,1,6,1,5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,2,3,0,1,0,53.0
9,1,4,44,3.8066624897703196,1,2,4,2,4,23,3.1780538303479458,0,2,3,2,3,7,2.0794415416798357,0,1,2,0,7,7,5,2,1,0,28.0
7,9,0,40,3.713572066704308,1,1,0,5,0,39,3.6888794541139363,0,0,4,4,9,12,2.5649493574615367,1,0,2,5,2,7,3,4,1,0,13.0
0,7,3,33,3.5263605246161616,0,0,3,5,3,16,2.833213344056216,1,1,1,2,6,12,2.5649493574615367,1,0,2,5,2,7,0,5,1,0,29.0
7,1,4,23,3.1780538303479458,0,2,3,2,3,12,2.5649493574615367,1,0,2,5,2,29,3.4011973816621555,0,2,4,1,9,5,4,6,1,0,40.0
2,0,2,19,2.995732273553991,0,1,4,5,9,18,2.9444389791664403,1,0,3,4,8,23,3.1780538303479458,0,2,3,2,3,8,2,7,1,0,24.0
6,7,3,31,3.4657359027997265,0,1,1,3,1,26,3.295836866004329,1,2,1,5,6,30,3.4339872044851463,1,0,0,2,0,8,8,5,1,0,35.0
3,8,5,43,3.784189633918261,0,1,3,1,3,39,3.6888794541139363,0,0,4,4,9,6,1.9459101490553132,1,0,1,6,6,3,4,3,1,0,10.0
9,3,9,33,3.5263605246161616,0,0,3,5,3,4,1.6094379124341003,1,1,4,4,4,34,3.5553480614894135,1,1,4,6,4,0,3,2,1,0,63.0
1,4,8,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,1,4,3,1,0,34.0
2,8,3,45,3.828641396489095,0,0,0,3,5,38,3.6635616461296463,1,2,3,3,8,18,2.9444389791664403,1,0,3,4,8,6,5,2,1,0,25.0
3,2,8,14,2.70805020110221,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,28,3.367295829986474,1,1,3,0,8,5,1,6,7,3,35.0
4,9,7,30,3.4339872044851463,1,0,0,2,0,13,2.6390573296152584,0,1,3,6,3,26,3.295836866004329,1,2,1,5,6,8,4,4,1,1,43.0
2,7,2,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,1,3,3,3,3,3.0
9,3,7,48,3.8918202981106265,1,0,3,6,8,37,3.6375861597263857,0,1,2,2,7,2,1.0986122886681098,1,2,2,2,2,6,6,3,1,1,13.0
4,5,7,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,2,0,2,1,3,10.0
9,2,2,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,1,6,2,3,2,30.0
2,6,4,41,3.7376696182833684,0,2,1,6,1,23,3.1780538303479458,0,2,3,2,3,27,3.332204510175204,0,0,2,6,7,1,4,1,1,0,45.0
6,5,8,44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,3,6,0,1,1,63.0
2,9,6,43,3.784189633918261,0,1,3,1,3,16,2.833213344056216,1,1,1,2,6,40,3.713572066704308,1,1,0,5,0,1,7,7,1,0,67.0
5,3,3,21,3.091042453358316,0,0,1,0,1,14,2.70805020110221,1,2,4,0,4,34,3.5553480614894135,1,1,4,6,4,8,3,0,1,0,41.0
4,8,4,44,3.8066624897703196,1,2,4,2,4,41,3.7376696182833684,0,2,1,6,1,6,1.9459101490553132,1,0,1,6,6,6,8,0,1,0,9.0
5,4,6,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,7,8,2,1,0,15.0
4,3,8,45,3.828641396489095,0,0,0,3,5,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,2,8,7,1,0,47.0
5,3,0,47,3.871201010907891,0,2,2,5,7,19,2.995732273553991,0,1,4,5,9,12,2.5649493574615367,1,0,2,5,2,5,7,7,1,0,40.0
0,4,0,29,3.4011973816621555,0,2,4,1,9,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,7,3,0,1,0,31.0
2,9,2,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,24,3.2188758248682006,1,0,4,3,4,5,4,3,1,2,39.0
9,3,8,22,3.1354942159291497,1,1,2,1,2,17,2.8903717578961645,0,2,2,3,7,25,3.258096538021482,0,1,0,4,5,8,1,3,1,0,30.0
9,6,9,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,22,3.1354942159291497,1,1,2,1,2,8,1,3,1,1,43.0
1,9,4,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,1,8,0,1,0,19.0
0,0,0,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,0,7,2,3,2,18.0
5,0,1,20,3.044522437723423,1,2,0,6,0,16,2.833213344056216,1,1,1,2,6,27,3.332204510175204,0,0,2,6,7,1,0,5,1,0,31.0
1,2,1,35,3.58351893845611,0,2,0,0,5,18,2.9444389791664403,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,0,1,2,1,1,35.0
9,7,0,19,2.995732273553991,0,1,4,5,9,18,2.9444389791664403,1,0,3,4,8,40,3.713572066704308,1,1,0,5,0,0,0,3,1,0,41.0
1,8,1,18,2.9444389791664403,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,23,3.1780538303479458,0,2,3,2,3,6,2,3,1,0,27.0
2,7,1,33,3.5263605246161616,0,0,3,5,3,13,2.6390573296152584,0,1,3,6,3,34,3.5553480614894135,1,1,4,6,4,7,8,0,1,0,54.0
4,8,4,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,39,3.6888794541139363,0,0,4,4,9,2,6,0,1,1,44.0
4,4,4,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,36,3.6109179126442243,1,0,1,1,6,8,5,3,1,1,37.0
2,7,7,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,38,3.6635616461296463,1,2,3,3,8,2,8,2,1,2,61.0
6,6,6,17,2.8903717578961645,0,2,2,3,7,14,2.70805020110221,1,2,4,0,4,24,3.2188758248682006,1,0,4,3,4,0,5,0,1,0,27.0
2,0,6,35,3.58351893845611,0,2,0,0,5,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,7,5,2,1,0,42.0
7,4,7,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,39,3.6888794541139363,0,0,4,4,9,7,2,5,3,1,51.0
4,4,8,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,6,6,3,1,1,10.0
5,9,7,32,3.4965075614664802,1,2,2,4,2,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,5,6,3,1,3,39.0
7,8,4,43,3.784189633918261,0,1,3,1,3,25,3.258096538021482,0,1,0,4,5,39,3.6888794541139363,0,0,4,4,9,2,2,5,1,0,57.0
7,1,1,30,3.4339872044851463,1,0,0,2,0,19,2.995732273553991,0,1,4,5,9,7,2.0794415416798357,0,1,2,0,7,6,2,2,1,0,18.0
7,8,2,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,31,3.4657359027997265,0,1,1,3,1,6,1,0,1,1,49.0
8,5,8,40,3.713572066704308,1,1,0,5,0,13,2.6390573296152584,0,1,3,6,3,18,2.9444389791664403,1,0,3,4,8,0,1,3,1,0,45.0
3,0,1,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,6,4,6,1,1,9.0
7,0,2,18,2.9444389791664403,1,0,3,4,8,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,3,7,1,2,2,4.0
1,0,5,39,3.6888794541139363,0,0,4,4,9,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,2,6,4,3,2,45.0
1,8,6,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,38,3.6635616461296463,1,2,3,3,8,4,2,6,1,0,39.0
1,3,4,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,4,4,6,2,0,12.0
8,4,9,21,3.091042453358316,0,0,1,0,1,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,5,8,1,1,0,20.0
2,4,8,38,3.6635616461296463,1,2,3,3,8,11,2.4849066497880004,0,2,1,4,1,31,3.4657359027997265,0,1,1,3,1,4,8,4,1,0,58.0
0,4,0,29,3.4011973816621555,0,2,4,1,9,11,2.4849066497880004,0,2,1,4,1,24,3.2188758248682006,1,0,4,3,4,5,6,7,1,0,42.0
8,1,0,20,3.044522437723423,1,2,0,6,0,16,2.833213344056216,1,1,1,2,6,11,2.4849066497880004,0,2,1,4,1,8,4,1,1,0,15.0
5,7,1,33,3.5263605246161616,0,0,3,5,3,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,8,5,2,1,0,28.0
7,7,2,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,7,2,1,2,13.0
7,2,5,40,3.713572066704308,1,1,0,5,0,16,2.833213344056216,1,1,1,2,6,9,2.302585092994046,0,0,4,2,9,8,4,4,1,0,33.0
5,6,4,44,3.8066624897703196,1,2,4,2,4,31,3.4657359027997265,0,1,1,3,1,34,3.5553480614894135,1,1,4,6,4,3,6,5,1,0,47.0
3,7,1,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,40,3.713572066704308,1,1,0,5,0,1,3,1,1,0,47.0
0,3,5,24,3.2188758248682006,1,0,4,3,4,11,2.4849066497880004,0,2,1,4,1,33,3.5263605246161616,0,0,3,5,3,0,0,2,1,1,46.0
1,7,4,35,3.58351893845611,0,2,0,0,5,28,3.367295829986474,1,1,3,0,8,35,3.58351893845611,0,2,0,0,5,5,8,1,7,1,42.0
4,9,8,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,3,1,1,1,0,13.0
9,3,3,17,2.8903717578961645,0,2,2,3,7,8,2.1972245773362196,1,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,1,0,6,1,0,32.0
1,4,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,0,5,0,7,7,6,1,2,43.0
0,0,0,31,3.4657359027997265,0,1,1,3,1,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,7,5,0,1,0,33.0
0,7,0,46,3.8501476017100584,1,1,1,4,6,20,3.044522437723423,1,2,0,6,0,17,2.8903717578961645,0,2,2,3,7,1,8,5,1,0,43.0
9,3,4,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,3,0,5,1,0,24.0
3,6,5,29,3.4011973816621555,0,2,4,1,9,7,2.0794415416798357,0,1,2,0,7,39,3.6888794541139363,0,0,4,4,9,7,4,6,1,0,61.0
9,3,9,43,3.784189633918261,0,1,3,1,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6,4,5,1,0,44.0
8,7,1,29,3.4011973816621555,0,2,4,1,9,11,2.4849066497880004,0,2,1,4,1,40,3.713572066704308,1,1,0,5,0,3,8,5,1,0,58.0
2,8,3,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,7,2,1,1,2,7.0
0,3,1,42,3.7612001156935624,1,0,2,0,2,1,0.6931471805599453,0,1,1,1,1,34,3.5553480614894135,1,1,4,6,4,8,1,7,1,2,75.0
4,7,7,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,37,3.6375861597263857,0,1,2,2,7,3,0,6,1,1,49.0
6,9,1,37,3.6375861597263857,0,1,2,2,7,29,3.4011973816621555,0,2,4,1,9,5,1.791759469228055,0,2,0,5,5,4,4,4,1,0,13.0
2,9,5,33,3.5263605246161616,0,0,3,5,3,6,1.9459101490553132,1,0,1,6,6,37,3.6375861597263857,0,1,2,2,7,1,0,6,1,0,64.0
3,7,5,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,3,0,5,1,1,38.0
5,2,4,30,3.4339872044851463,1,0,0,2,0,21,3.091042453358316,0,0,1,0,1,13,2.6390573296152584,0,1,3,6,3,3,8,0,1,0,22.0
3,3,1,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,14,2.70805020110221,1,2,4,0,4,5,6,4,1,1,17.0
8,5,1,50,3.9318256327243257,1,2,0,1,0,49,3.912023005428146,0,1,4,0,9,25,3.258096538021482,0,1,0,4,5,7,8,4,1,1,26.0
7,7,5,29,3.4011973816621555,0,2,4,1,9,19,2.995732273553991,0,1,4,5,9,9,2.302585092994046,0,0,4,2,9,4,5,4,1,0,19.0
4,5,5,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,4,5,5,2,1,18.0
9,6,5,49,3.912023005428146,0,1,4,0,9,14,2.70805020110221,1,2,4,0,4,11,2.4849066497880004,0,2,1,4,1,8,6,0,1,0,46.0
3,3,7,16,2.833213344056216,1,1,1,2,6,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,0,6,4,1,1,10.0
5,6,5,15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,22,3.1354942159291497,1,1,2,1,2,2,0,2,1,1,26.0
7,2,8,18,2.9444389791664403,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,5,0,2,1,1,7.0
4,7,4,48,3.8918202981106265,1,0,3,6,8,18,2.9444389791664403,1,0,3,4,8,13,2.6390573296152584,0,1,3,6,3,3,2,7,1,0,43.0
9,6,8,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,6,0,5,1,2,44.0
2,1,4,33,3.5263605246161616,0,0,3,5,3,33,3.5263605246161616,0,0,3,5,3,7,2.0794415416798357,0,1,2,0,7,4,4,0,1,1,7.0
9,2,3,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,6,2,2,1,0,32.0
2,9,9,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,27,3.332204510175204,0,0,2,6,7,5,0,0,1,0,44.0
6,0,6,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,0,1,6,6,21,3.091042453358316,0,0,1,0,1,0,2,6,1,0,28.0
6,7,5,28,3.367295829986474,1,1,3,0,8,16,2.833213344056216,1,1,1,2,6,31,3.4657359027997265,0,1,1,3,1,4,0,0,1,0,43.0
9,4,5,31,3.4657359027997265,0,1,1,3,1,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,3,6,3,1,0,39.0
7,8,6,48,3.8918202981106265,1,0,3,6,8,46,3.8501476017100584,1,1,1,4,6,12,2.5649493574615367,1,0,2,5,2,2,7,7,2,1,14.0
5,2,2,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,6,0,5,1,1,43.0
4,0,0,43,3.784189633918261,0,1,3,1,3,43,3.784189633918261,0,1,3,1,3,14,2.70805020110221,1,2,4,0,4,6,4,6,1,1,14.0
5,6,9,44,3.8066624897703196,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,0,2,0,4,0,2,2,2,72.0
2,9,7,49,3.912023005428146,0,1,4,0,9,1,0.6931471805599453,0,1,1,1,1,36,3.6109179126442243,1,0,1,1,6,7,3,5,1,2,84.0
9,3,6,42,3.7612001156935624,1,0,2,0,2,32,3.4965075614664802,1,2,2,4,2,26,3.295836866004329,1,2,1,5,6,1,1,5,2,0,36.0
2,2,6,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,31,3.4657359027997265,0,1,1,3,1,4,8,3,1,0,40.0
8,0,0,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,5,3,7,1,0,44.0
0,5,8,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,26,3.295836866004329,1,2,1,5,6,8,8,3,1,1,33.0
1,3,6,50,3.9318256327243257,1,2,0,1,0,42,3.7612001156935624,1,0,2,0,2,18,2.9444389791664403,1,0,3,4,8,1,7,0,2,0,26.0
1,9,3,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,39,3.6888794541139363,0,0,4,4,9,6,5,3,1,0,43.0
9,8,1,50,3.9318256327243257,1,2,0,1,0,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,8,0,7,2,1,46.0
1,6,6,23,3.1780538303479458,0,2,3,2,3,8,2.1972245773362196,1,2,3,1,8,38,3.6635616461296463,1,2,3,3,8,1,5,7,1,0,53.0
2,8,1,16,2.833213344056216,1,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,5,5,4,2,1,22.0
0,5,8,31,3.4657359027997265,0,1,1,3,1,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,0,7,2,1,0,36.0
7,1,9,50,3.9318256327243257,1,2,0,1,0,20,3.044522437723423,1,2,0,6,0,39,3.6888794541139363,0,0,4,4,9,0,4,0,1,0,69.0
7,1,8,30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,3,0,4,10,2,20.0
6,2,0,21,3.091042453358316,0,0,1,0,1,7,2.0794415416798357,0,1,2,0,7,38,3.6635616461296463,1,2,3,3,8,6,3,4,1,1,52.0
1,8,8,48,3.8918202981106265,1,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,31,3.4657359027997265,0,1,1,3,1,8,7,1,1,1,55.0
0,6,7,29,3.4011973816621555,0,2,4,1,9,13,2.6390573296152584,0,1,3,6,3,16,2.833213344056216,1,1,1,2,6,1,0,7,1,0,32.0
7,4,5,27,3.332204510175204,0,0,2,6,7,23,3.1780538303479458,0,2,3,2,3,38,3.6635616461296463,1,2,3,3,8,1,5,6,1,0,42.0
4,4,6,36,3.6109179126442243,1,0,1,1,6,33,3.5263605246161616,0,0,3,5,3,23,3.1780538303479458,0,2,3,2,3,0,5,5,1,0,26.0
9,8,5,23,3.1780538303479458,0,2,3,2,3,20,3.044522437723423,1,2,0,6,0,19,2.995732273553991,0,1,4,5,9,8,3,6,1,0,22.0
0,4,0,20,3.044522437723423,1,2,0,6,0,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,5,6,3,1,1,21.0
3,3,5,29,3.4011973816621555,0,2,4,1,9,25,3.258096538021482,0,1,0,4,5,7,2.0794415416798357,0,1,2,0,7,3,0,4,1,0,11.0
0,9,6,23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,5,4,2,1,1,21.0
0,9,1,39,3.6888794541139363,0,0,4,4,9,11,2.4849066497880004,0,2,1,4,1,40,3.713572066704308,1,1,0,5,0,6,8,5,1,0,68.0
8,4,4,44,3.8066624897703196,1,2,4,2,4,39,3.6888794541139363,0,0,4,4,9,33,3.5263605246161616,0,0,3,5,3,6,7,3,1,0,38.0
0,5,4,46,3.8501476017100584,1,1,1,4,6,32,3.4965075614664802,1,2,2,4,2,3,1.3862943611198906,0,0,3,3,3,6,6,0,1,0,17.0
8,6,1,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,35,3.58351893845611,0,2,0,0,5,5,4,6,1,1,46.0
8,0,2,31,3.4657359027997265,0,1,1,3,1,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,6,5,5,1,0,15.0
4,4,6,30,3.4339872044851463,1,0,0,2,0,27,3.332204510175204,0,0,2,6,7,18,2.9444389791664403,1,0,3,4,8,1,7,4,3,0,21.0
7,9,0,31,3.4657359027997265,0,1,1,3,1,4,1.6094379124341003,1,1,4,4,4,31,3.4657359027997265,0,1,1,3,1,2,8,5,1,1,58.0
6,0,4,32,3.4965075614664802,1,2,2,4,2,32,3.4965075614664802,1,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,8,5,1,4,3,4.0
4,6,8,37,3.6375861597263857,0,1,2,2,7,37,3.6375861597263857,0,1,2,2,7,5,1.791759469228055,0,2,0,5,5,4,4,4,1,1,5.0
0,3,8,48,3.8918202981106265,1,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,15,2.772588722239781,0,0,0,1,5,2,5,5,3,1,39.0
7,2,4,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,0,5,0,7,8,3,1,1,55.0
2,6,2,40,3.713572066704308,1,1,0,5,0,7,2.0794415416798357,0,1,2,0,7,40,3.713572066704308,1,1,0,5,0,4,5,5,1,1,73.0
8,7,9,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,3,1,2,1,0,10.0
6,6,0,32,3.4965075614664802,1,2,2,4,2,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,5,0,4,2,1,18.0
0,2,9,46,3.8501476017100584,1,1,1,4,6,32,3.4965075614664802,1,2,2,4,2,7,2.0794415416798357,0,1,2,0,7,2,0,0,1,0,21.0
2,1,1,49,3.912023005428146,0,1,4,0,9,11,2.4849066497880004,0,2,1,4,1,38,3.6635616461296463,1,2,3,3,8,5,4,4,1,0,76.0
2,6,5,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,33,3.5263605246161616,0,0,3,5,3,1,6,1,1,2,40.0
0,3,8,17,2.8903717578961645,0,2,2,3,7,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,0,4,5,1,1,17.0
6,6,4,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,4,6,3,3,6.0
4,7,3,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,34,3.5553480614894135,1,1,4,6,4,2,3,0,2,0,52.0
4,1,4,18,2.9444389791664403,1,0,3,4,8,16,2.833213344056216,1,1,1,2,6,34,3.5553480614894135,1,1,4,6,4,5,5,4,2,0,36.0
1,4,2,32,3.4965075614664802,1,2,2,4,2,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,0,0,3,1,2,16.0
9,5,8,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,33,3.5263605246161616,0,0,3,5,3,6,7,1,1,0,41.0
4,5,2,36,3.6109179126442243,1,0,1,1,6,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,1,4,4,1,1,41.0
4,6,4,34,3.5553480614894135,1,1,4,6,4,19,2.995732273553991,0,1,4,5,9,11,2.4849066497880004,0,2,1,4,1,2,1,3,1,0,26.0
8,8,4,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,6,1,4,1,0,6.0
8,8,2,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,28,3.367295829986474,1,1,3,0,8,2,5,4,1,1,28.0
9,4,3,23,3.1780538303479458,0,2,3,2,3,13,2.6390573296152584,0,1,3,6,3,9,2.302585092994046,0,0,4,2,9,8,3,5,1,0,19.0
8,5,7,27,3.332204510175204,0,0,2,6,7,24,3.2188758248682006,1,0,4,3,4,10,2.3978952727983707,1,1,0,3,0,1,2,1,1,0,13.0
3,3,1,38,3.6635616461296463,1,2,3,3,8,12,2.5649493574615367,1,0,2,5,2,21,3.091042453358316,0,0,1,0,1,7,2,5,1,0,47.0
2,5,7,49,3.912023005428146,0,1,4,0,9,44,3.8066624897703196,1,2,4,2,4,32,3.4965075614664802,1,2,2,4,2,4,5,4,1,0,37.0
4,3,4,22,3.1354942159291497,1,1,2,1,2,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,0,2,0,5,5,3,0,5,1,0,6.0
7,4,5,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,32,3.4965075614664802,1,2,2,4,2,8,2,0,1,2,55.0
9,6,9,39,3.6888794541139363,0,0,4,4,9,19,2.995732273553991,0,1,4,5,9,22,3.1354942159291497,1,1,2,1,2,7,7,4,1,0,42.0
5,0,7,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,0,8,1,1,1,15.0
5,0,0,25,3.258096538021482,0,1,0,4,5,16,2.833213344056216,1,1,1,2,6,22,3.1354942159291497,1,1,2,1,2,3,6,0,1,0,31.0
4,2,8,32,3.4965075614664802,1,2,2,4,2,7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,0,3,0,1,0,44.0
7,2,2,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,22,3.1354942159291497,1,1,2,1,2,1,3,2,1,2,27.0
4,7,7,25,3.258096538021482,0,1,0,4,5,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,7,2,6,1,1,3.0
8,6,8,31,3.4657359027997265,0,1,1,3,1,15,2.772588722239781,0,0,0,1,5,37,3.6375861597263857,0,1,2,2,7,4,3,7,1,0,53.0
0,5,4,37,3.6375861597263857,0,1,2,2,7,16,2.833213344056216,1,1,1,2,6,19,2.995732273553991,0,1,4,5,9,0,6,7,1,0,40.0
5,1,1,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,4,5,4,3,8.0
