slot_initial_count,slot_initial_count_abs_log1p,slot_initial_count_mod3,slot_initial_count_mod7,slot_percent_increase,slot_percent_increase_abs_log1p,slot_percent_increase_is_even,slot_percent_increase_mod3,slot_percent_increase_mod7,slot_percent_increase_mod10,slot_program_name,slot_people_noun,slot_time_prev,slot_time_curr,gcd_all,n_multiple_pairs,y
220,5.3981627015177525,1,3,30,3.4339872044851463,1,0,2,0,0,0,2,2,10,0,286.0
300,5.707110264748875,0,6,10,2.3978952727983707,1,1,3,0,7,2,1,1,10,1,330.0
120,4.795790545596741,0,1,30,3.4339872044851463,1,0,2,0,5,1,0,0,30,1,156.0
420,6.042632833682381,0,0,15,2.772588722239781,0,0,1,5,4,4,2,2,15,1,483.0
120,4.795790545596741,0,1,40,3.713572066704308,1,1,5,0,0,2,1,1,40,1,168.0
360,5.8888779583328805,0,3,5,1.791759469228055,0,2,5,5,1,4,2,2,5,1,378.0
260,5.564520407322694,2,1,45,3.828641396489095,0,0,3,5,8,4,2,2,5,0,377.0
280,5.638354669333745,1,0,35,3.58351893845611,0,2,0,5,2,3,1,1,35,1,378.0
460,6.133398042996649,1,5,60,4.110873864173311,1,0,4,0,2,0,0,0,20,0,736.0
320,5.771441123130016,2,5,25,3.258096538021482,0,1,4,5,5,5,4,4,5,0,400.0
40,3.713572066704308,1,5,70,4.2626798770413155,1,1,0,0,8,5,0,0,10,0,68.0
100,4.61512051684126,1,2,15,2.772588722239781,0,0,1,5,6,3,0,0,5,0,115.0
260,5.564520407322694,2,1,35,3.58351893845611,0,2,0,5,6,3,1,1,5,0,351.0
400,5.993961427306569,1,1,15,2.772588722239781,0,0,1,5,0,3,1,1,5,0,460.0
500,6.2166061010848646,2,3,55,4.02535169073515,0,1,6,5,4,3,0,0,5,0,775.0
40,3.713572066704308,1,5,55,4.02535169073515,0,1,6,5,0,3,3,3,5,0,62.0
400,5.993961427306569,1,1,80,4.394449154672439,1,2,3,0,7,1,0,0,80,1,720.0
100,4.61512051684126,1,2,65,4.189654742026425,0,2,2,5,9,3,1,1,5,0,165.0
140,4.948759890378168,2,0,5,1.791759469228055,0,2,5,5,1,2,2,2,5,1,147.0
500,6.2166061010848646,2,3,65,4.189654742026425,0,2,2,5,5,1,3,3,5,0,825.0
380,5.942799375126701,2,2,55,4.02535169073515,0,1,6,5,2,1,1,1,5,0,589.0
460,6.133398042996649,1,5,70,4.2626798770413155,1,1,0,0,7,4,3,3,10,0,782.0
220,5.3981627015177525,1,3,20,3.044522437723423,1,2,6,0,5,5,2,2,20,1,264.0
100,4.61512051684126,1,2,10,2.3978952727983707,1,1,3,0,3,3,3,3,10,1,110.0
140,4.948759890378168,2,0,45,3.828641396489095,0,0,3,5,7,3,2,2,5,0,203.0
160,5.081404364984463,1,6,80,4.394449154672439,1,2,3,0,2,3,0,0,80,1,288.0
80,4.394449154672439,2,3,60,4.110873864173311,1,0,4,0,9,0,2,2,20,0,128.0
60,4.110873864173311,0,4,45,3.828641396489095,0,0,3,5,9,4,0,0,15,0,87.0
220,5.3981627015177525,1,3,40,3.713572066704308,1,1,5,0,0,4,0,0,20,0,308.0
500,6.2166061010848646,2,3,20,3.044522437723423,1,2,6,0,9,1,1,1,20,1,600.0
220,5.3981627015177525,1,3,50,3.9318256327243257,1,2,1,0,7,3,2,2,10,0,330.0
200,5.303304908059076,2,4,5,1.791759469228055,0,2,5,5,1,4,3,3,5,1,210.0
320,5.771441123130016,2,5,10,2.3978952727983707,1,1,3,0,6,1,0,0,10,1,352.0
180,5.198497031265826,0,5,5,1.791759469228055,0,2,5,5,0,1,1,1,5,1,189.0
480,6.175867270105761,0,4,70,4.2626798770413155,1,1,0,0,2,1,3,3,10,0,816.0
240,5.484796933490655,0,2,80,4.394449154672439,1,2,3,0,0,0,3,3,80,1,432.0
200,5.303304908059076,2,4,20,3.044522437723423,1,2,6,0,2,0,0,0,20,1,240.0
380,5.942799375126701,2,2,70,4.2626798770413155,1,1,0,0,2,0,1,1,10,0,646.0
140,4.948759890378168,2,0,50,3.9318256327243257,1,2,1,0,0,1,1,1,10,0,210.0
360,5.8888779583328805,0,3,25,3.258096538021482,0,1,4,5,0,1,1,1,5,0,450.0
440,6.089044875446846,2,6,25,3.258096538021482,0,1,4,5,9,3,0,0,5,0,550.0
80,4.394449154672439,2,3,80,4.394449154672439,1,2,3,0,3,4,3,3,80,1,144.0
100,4.61512051684126,1,2,70,4.2626798770413155,1,1,0,0,8,2,2,2,10,0,170.0
220,5.3981627015177525,1,3,40,3.713572066704308,1,1,5,0,1,1,4,4,20,0,308.0
120,4.795790545596741,0,1,55,4.02535169073515,0,1,6,5,1,5,1,1,5,0,186.0
500,6.2166061010848646,2,3,30,3.4339872044851463,1,0,2,0,0,3,4,4,10,0,650.0
120,4.795790545596741,0,1,25,3.258096538021482,0,1,4,5,5,0,0,0,5,0,150.0
280,5.638354669333745,1,0,75,4.330733340286331,0,0,5,5,4,4,2,2,5,0,490.0
40,3.713572066704308,1,5,40,3.713572066704308,1,1,5,0,2,0,2,2,40,1,56.0
420,6.042632833682381,0,0,25,3.258096538021482,0,1,4,5,9,4,3,3,5,0,525.0
420,6.042632833682381,0,0,10,2.3978952727983707,1,1,3,0,8,0,2,2,10,1,462.0
460,6.133398042996649,1,5,35,3.58351893845611,0,2,0,5,1,5,4,4,5,0,621.0
500,6.2166061010848646,2,3,60,4.110873864173311,1,0,4,0,8,1,3,3,20,0,800.0
80,4.394449154672439,2,3,15,2.772588722239781,0,0,1,5,3,1,0,0,5,0,92.0
420,6.042632833682381,0,0,5,1.791759469228055,0,2,5,5,6,5,1,1,5,1,441.0
120,4.795790545596741,0,1,5,1.791759469228055,0,2,5,5,0,0,1,1,5,1,126.0
300,5.707110264748875,0,6,35,3.58351893845611,0,2,0,5,2,4,4,4,5,0,405.0
20,3.044522437723423,2,6,5,1.791759469228055,0,2,5,5,5,4,1,1,5,1,21.0
200,5.303304908059076,2,4,5,1.791759469228055,0,2,5,5,2,0,2,2,5,1,210.0
20,3.044522437723423,2,6,5,1.791759469228055,0,2,5,5,7,4,1,1,5,1,21.0
280,5.638354669333745,1,0,15,2.772588722239781,0,0,1,5,6,1,3,3,5,0,322.0
300,5.707110264748875,0,6,80,4.394449154672439,1,2,3,0,1,0,2,2,20,0,540.0
400,5.993961427306569,1,1,20,3.044522437723423,1,2,6,0,3,5,2,2,20,1,480.0
360,5.8888779583328805,0,3,15,2.772588722239781,0,0,1,5,8,5,4,4,15,1,414.0
240,5.484796933490655,0,2,80,4.394449154672439,1,2,3,0,3,2,4,4,80,1,432.0
300,5.707110264748875,0,6,10,2.3978952727983707,1,1,3,0,9,2,4,4,10,1,330.0
80,4.394449154672439,2,3,80,4.394449154672439,1,2,3,0,2,3,1,1,80,1,144.0
400,5.993961427306569,1,1,5,1.791759469228055,0,2,5,5,4,0,1,1,5,1,420.0
400,5.993961427306569,1,1,15,2.772588722239781,0,0,1,5,4,4,4,4,5,0,460.0
480,6.175867270105761,0,4,30,3.4339872044851463,1,0,2,0,4,2,3,3,30,1,624.0
340,5.831882477283517,1,4,30,3.4339872044851463,1,0,2,0,5,5,4,4,10,0,442.0
40,3.713572066704308,1,5,30,3.4339872044851463,1,0,2,0,3,0,0,0,10,0,52.0
60,4.110873864173311,0,4,45,3.828641396489095,0,0,3,5,3,4,3,3,15,0,87.0
280,5.638354669333745,1,0,30,3.4339872044851463,1,0,2,0,4,2,1,1,10,0,364.0
60,4.110873864173311,0,4,25,3.258096538021482,0,1,4,5,0,4,0,0,5,0,75.0
440,6.089044875446846,2,6,10,2.3978952727983707,1,1,3,0,7,4,4,4,10,1,484.0
400,5.993961427306569,1,1,45,3.828641396489095,0,0,3,5,4,4,4,4,5,0,580.0
40,3.713572066704308,1,5,60,4.110873864173311,1,0,4,0,5,3,2,2,20,0,64.0
160,5.081404364984463,1,6,40,3.713572066704308,1,1,5,0,1,4,0,0,40,1,224.0
220,5.3981627015177525,1,3,15,2.772588722239781,0,0,1,5,1,0,0,0,5,0,253.0
220,5.3981627015177525,1,3,55,4.02535169073515,0,1,6,5,0,4,1,1,55,1,341.0
140,4.948759890378168,2,0,10,2.3978952727983707,1,1,3,0,7,1,0,0,10,1,154.0
60,4.110873864173311,0,4,50,3.9318256327243257,1,2,1,0,4,0,1,1,10,0,90.0
360,5.8888779583328805,0,3,15,2.772588722239781,0,0,1,5,1,0,0,0,15,1,414.0
480,6.175867270105761,0,4,5,1.791759469228055,0,2,5,5,8,4,0,0,5,1,504.0
320,5.771441123130016,2,5,20,3.044522437723423,1,2,6,0,0,5,4,4,20,1,384.0
220,5.3981627015177525,1,3,10,2.3978952727983707,1,1,3,0,2,4,2,2,10,1,242.0
320,5.771441123130016,2,5,25,3.258096538021482,0,1,4,5,1,0,1,1,5,0,400.0
40,3.713572066704308,1,5,70,4.2626798770413155,1,1,0,0,6,5,1,1,10,0,68.0
100,4.61512051684126,1,2,70,4.2626798770413155,1,1,0,0,3,5,3,3,10,0,170.0
140,4.948759890378168,2,0,25,3.258096538021482,0,1,4,5,5,3,2,2,5,0,175.0
180,5.198497031265826,0,5,30,3.4339872044851463,1,0,2,0,5,1,3,3,30,1,234.0
240,5.484796933490655,0,2,75,4.330733340286331,0,0,5,5,4,5,0,0,15,0,420.0
340,5.831882477283517,1,4,70,4.2626798770413155,1,1,0,0,8,5,3,3,10,0,578.0
420,6.042632833682381,0,0,45,3.828641396489095,0,0,3,5,6,1,2,2,15,0,609.0
160,5.081404364984463,1,6,55,4.02535169073515,0,1,6,5,3,4,3,3,5,0,248.0
220,5.3981627015177525,1,3,45,3.828641396489095,0,0,3,5,0,3,0,0,5,0,319.0
380,5.942799375126701,2,2,60,4.110873864173311,1,0,4,0,1,2,3,3,20,0,608.0
160,5.081404364984463,1,6,35,3.58351893845611,0,2,0,5,9,2,0,0,5,0,216.0
60,4.110873864173311,0,4,25,3.258096538021482,0,1,4,5,7,4,3,3,5,0,75.0
280,5.638354669333745,1,0,70,4.2626798770413155,1,1,0,0,6,3,0,0,70,1,476.0
340,5.831882477283517,1,4,40,3.713572066704308,1,1,5,0,3,4,1,1,20,0,476.0
480,6.175867270105761,0,4,45,3.828641396489095,0,0,3,5,3,2,0,0,15,0,696.0
220,5.3981627015177525,1,3,20,3.044522437723423,1,2,6,0,0,2,3,3,20,1,264.0
340,5.831882477283517,1,4,5,1.791759469228055,0,2,5,5,0,3,1,1,5,1,357.0
120,4.795790545596741,0,1,50,3.9318256327243257,1,2,1,0,6,2,2,2,10,0,180.0
260,5.564520407322694,2,1,50,3.9318256327243257,1,2,1,0,4,4,4,4,10,0,390.0
20,3.044522437723423,2,6,25,3.258096538021482,0,1,4,5,5,5,4,4,5,0,25.0
440,6.089044875446846,2,6,80,4.394449154672439,1,2,3,0,7,2,3,3,40,0,792.0
300,5.707110264748875,0,6,15,2.772588722239781,0,0,1,5,4,5,0,0,15,1,345.0
280,5.638354669333745,1,0,60,4.110873864173311,1,0,4,0,4,4,4,4,20,0,448.0
320,5.771441123130016,2,5,40,3.713572066704308,1,1,5,0,8,1,1,1,40,1,448.0
460,6.133398042996649,1,5,50,3.9318256327243257,1,2,1,0,6,3,0,0,10,0,690.0
340,5.831882477283517,1,4,10,2.3978952727983707,1,1,3,0,4,4,3,3,10,1,374.0
180,5.198497031265826,0,5,60,4.110873864173311,1,0,4,0,1,5,4,4,60,1,288.0
160,5.081404364984463,1,6,65,4.189654742026425,0,2,2,5,7,2,3,3,5,0,264.0
360,5.8888779583328805,0,3,30,3.4339872044851463,1,0,2,0,6,1,1,1,30,1,468.0
280,5.638354669333745,1,0,40,3.713572066704308,1,1,5,0,5,3,2,2,40,1,392.0
180,5.198497031265826,0,5,30,3.4339872044851463,1,0,2,0,1,0,2,2,30,1,234.0
20,3.044522437723423,2,6,75,4.330733340286331,0,0,5,5,9,2,2,2,5,0,35.0
480,6.175867270105761,0,4,45,3.828641396489095,0,0,3,5,5,1,4,4,15,0,696.0
160,5.081404364984463,1,6,15,2.772588722239781,0,0,1,5,6,1,4,4,5,0,184.0
400,5.993961427306569,1,1,5,1.791759469228055,0,2,5,5,9,3,2,2,5,1,420.0
20,3.044522437723423,2,6,35,3.58351893845611,0,2,0,5,3,0,4,4,5,0,27.0
400,5.993961427306569,1,1,55,4.02535169073515,0,1,6,5,7,3,3,3,5,0,620.0
200,5.303304908059076,2,4,50,3.9318256327243257,1,2,1,0,4,4,0,0,50,1,300.0
40,3.713572066704308,1,5,60,4.110873864173311,1,0,4,0,8,1,2,2,20,0,64.0
360,5.8888779583328805,0,3,10,2.3978952727983707,1,1,3,0,7,4,1,1,10,1,396.0
320,5.771441123130016,2,5,55,4.02535169073515,0,1,6,5,9,4,1,1,5,0,496.0
80,4.394449154672439,2,3,45,3.828641396489095,0,0,3,5,7,2,3,3,5,0,116.0
480,6.175867270105761,0,4,80,4.394449154672439,1,2,3,0,0,0,3,3,80,1,864.0
320,5.771441123130016,2,5,70,4.2626798770413155,1,1,0,0,8,0,1,1,10,0,544.0
240,5.484796933490655,0,2,75,4.330733340286331,0,0,5,5,9,1,1,1,15,0,420.0
180,5.198497031265826,0,5,55,4.02535169073515,0,1,6,5,8,4,2,2,5,0,279.0
80,4.394449154672439,2,3,70,4.2626798770413155,1,1,0,0,0,5,2,2,10,0,136.0
100,4.61512051684126,1,2,55,4.02535169073515,0,1,6,5,5,4,2,2,5,0,155.0
240,5.484796933490655,0,2,25,3.258096538021482,0,1,4,5,5,4,4,4,5,0,300.0
20,3.044522437723423,2,6,70,4.2626798770413155,1,1,0,0,5,4,2,2,10,0,34.0
260,5.564520407322694,2,1,25,3.258096538021482,0,1,4,5,6,5,1,1,5,0,325.0
300,5.707110264748875,0,6,50,3.9318256327243257,1,2,1,0,4,5,1,1,50,1,450.0
240,5.484796933490655,0,2,15,2.772588722239781,0,0,1,5,5,3,4,4,15,1,276.0
420,6.042632833682381,0,0,45,3.828641396489095,0,0,3,5,5,4,3,3,15,0,609.0
40,3.713572066704308,1,5,30,3.4339872044851463,1,0,2,0,5,4,2,2,10,0,52.0
500,6.2166061010848646,2,3,25,3.258096538021482,0,1,4,5,7,4,1,1,25,1,625.0
140,4.948759890378168,2,0,20,3.044522437723423,1,2,6,0,9,1,4,4,20,1,168.0
240,5.484796933490655,0,2,15,2.772588722239781,0,0,1,5,9,2,3,3,15,1,276.0
240,5.484796933490655,0,2,5,1.791759469228055,0,2,5,5,7,2,4,4,5,1,252.0
500,6.2166061010848646,2,3,60,4.110873864173311,1,0,4,0,8,2,3,3,20,0,800.0
420,6.042632833682381,0,0,5,1.791759469228055,0,2,5,5,8,1,3,3,5,1,441.0
500,6.2166061010848646,2,3,70,4.2626798770413155,1,1,0,0,2,2,1,1,10,0,850.0
20,3.044522437723423,2,6,15,2.772588722239781,0,0,1,5,4,2,2,2,5,0,23.0
380,5.942799375126701,2,2,25,3.258096538021482,0,1,4,5,3,5,0,0,5,0,475.0
300,5.707110264748875,0,6,30,3.4339872044851463,1,0,2,0,5,2,1,1,30,1,390.0
500,6.2166061010848646,2,3,80,4.394449154672439,1,2,3,0,9,4,2,2,20,0,900.0
140,4.948759890378168,2,0,65,4.189654742026425,0,2,2,5,9,1,2,2,5,0,231.0
300,5.707110264748875,0,6,5,1.791759469228055,0,2,5,5,6,5,2,2,5,1,315.0
460,6.133398042996649,1,5,45,3.828641396489095,0,0,3,5,7,0,4,4,5,0,667.0
40,3.713572066704308,1,5,60,4.110873864173311,1,0,4,0,5,0,2,2,20,0,64.0
500,6.2166061010848646,2,3,80,4.394449154672439,1,2,3,0,3,1,2,2,20,0,900.0
400,5.993961427306569,1,1,35,3.58351893845611,0,2,0,5,6,0,4,4,5,0,540.0
340,5.831882477283517,1,4,60,4.110873864173311,1,0,4,0,9,2,2,2,20,0,544.0
320,5.771441123130016,2,5,40,3.713572066704308,1,1,5,0,0,3,2,2,40,1,448.0
160,5.081404364984463,1,6,15,2.772588722239781,0,0,1,5,6,0,3,3,5,0,184.0
40,3.713572066704308,1,5,50,3.9318256327243257,1,2,1,0,6,1,4,4,10,0,60.0
40,3.713572066704308,1,5,10,2.3978952727983707,1,1,3,0,5,2,0,0,10,1,44.0
40,3.713572066704308,1,5,70,4.2626798770413155,1,1,0,0,0,0,3,3,10,0,68.0
20,3.044522437723423,2,6,5,1.791759469228055,0,2,5,5,0,4,1,1,5,1,21.0
140,4.948759890378168,2,0,35,3.58351893845611,0,2,0,5,5,1,2,2,35,1,189.0
320,5.771441123130016,2,5,45,3.828641396489095,0,0,3,5,9,0,1,1,5,0,464.0
120,4.795790545596741,0,1,20,3.044522437723423,1,2,6,0,8,1,1,1,20,1,144.0
440,6.089044875446846,2,6,15,2.772588722239781,0,0,1,5,2,0,1,1,5,0,506.0
180,5.198497031265826,0,5,20,3.044522437723423,1,2,6,0,0,4,0,0,20,1,216.0
440,6.089044875446846,2,6,10,2.3978952727983707,1,1,3,0,3,3,1,1,10,1,484.0
380,5.942799375126701,2,2,80,4.394449154672439,1,2,3,0,2,1,1,1,20,0,684.0
60,4.110873864173311,0,4,10,2.3978952727983707,1,1,3,0,8,3,4,4,10,1,66.0
100,4.61512051684126,1,2,15,2.772588722239781,0,0,1,5,5,5,0,0,5,0,115.0
420,6.042632833682381,0,0,60,4.110873864173311,1,0,4,0,3,2,1,1,60,1,672.0
500,6.2166061010848646,2,3,10,2.3978952727983707,1,1,3,0,0,0,2,2,10,1,550.0
120,4.795790545596741,0,1,25,3.258096538021482,0,1,4,5,3,4,4,4,5,0,150.0
380,5.942799375126701,2,2,40,3.713572066704308,1,1,5,0,7,2,0,0,20,0,532.0
500,6.2166061010848646,2,3,25,3.258096538021482,0,1,4,5,3,0,4,4,25,1,625.0
420,6.042632833682381,0,0,25,3.258096538021482,0,1,4,5,6,0,2,2,5,0,525.0
80,4.394449154672439,2,3,65,4.189654742026425,0,2,2,5,1,3,1,1,5,0,132.0
140,4.948759890378168,2,0,65,4.189654742026425,0,2,2,5,9,3,4,4,5,0,231.0
20,3.044522437723423,2,6,10,2.3978952727983707,1,1,3,0,9,1,0,0,10,1,22.0
440,6.089044875446846,2,6,10,2.3978952727983707,1,1,3,0,1,1,3,3,10,1,484.0
360,5.8888779583328805,0,3,50,3.9318256327243257,1,2,1,0,1,1,1,1,10,0,540.0
40,3.713572066704308,1,5,45,3.828641396489095,0,0,3,5,8,0,3,3,5,0,58.0
300,5.707110264748875,0,6,20,3.044522437723423,1,2,6,0,5,1,2,2,20,1,360.0
480,6.175867270105761,0,4,75,4.330733340286331,0,0,5,5,5,2,2,2,15,0,840.0
40,3.713572066704308,1,5,40,3.713572066704308,1,1,5,0,8,2,1,1,40,1,56.0
440,6.089044875446846,2,6,65,4.189654742026425,0,2,2,5,0,0,4,4,5,0,726.0
480,6.175867270105761,0,4,30,3.4339872044851463,1,0,2,0,7,5,0,0,30,1,624.0
340,5.831882477283517,1,4,75,4.330733340286331,0,0,5,5,4,2,0,0,5,0,595.0
420,6.042632833682381,0,0,45,3.828641396489095,0,0,3,5,3,3,4,4,15,0,609.0
100,4.61512051684126,1,2,20,3.044522437723423,1,2,6,0,5,1,3,3,20,1,120.0
240,5.484796933490655,0,2,75,4.330733340286331,0,0,5,5,4,4,0,0,15,0,420.0
200,5.303304908059076,2,4,35,3.58351893845611,0,2,0,5,6,0,1,1,5,0,270.0
120,4.795790545596741,0,1,80,4.394449154672439,1,2,3,0,3,5,4,4,40,0,216.0
20,3.044522437723423,2,6,15,2.772588722239781,0,0,1,5,2,5,4,4,5,0,23.0
160,5.081404364984463,1,6,30,3.4339872044851463,1,0,2,0,6,1,3,3,10,0,208.0
440,6.089044875446846,2,6,55,4.02535169073515,0,1,6,5,0,0,2,2,55,1,682.0
240,5.484796933490655,0,2,65,4.189654742026425,0,2,2,5,8,2,1,1,5,0,396.0
260,5.564520407322694,2,1,40,3.713572066704308,1,1,5,0,7,5,0,0,20,0,364.0
240,5.484796933490655,0,2,80,4.394449154672439,1,2,3,0,8,3,1,1,80,1,432.0
360,5.8888779583328805,0,3,80,4.394449154672439,1,2,3,0,4,0,4,4,40,0,648.0
140,4.948759890378168,2,0,30,3.4339872044851463,1,0,2,0,4,0,4,4,10,0,182.0
240,5.484796933490655,0,2,30,3.4339872044851463,1,0,2,0,6,4,0,0,30,1,312.0
220,5.3981627015177525,1,3,25,3.258096538021482,0,1,4,5,0,5,2,2,5,0,275.0
500,6.2166061010848646,2,3,35,3.58351893845611,0,2,0,5,2,3,4,4,5,0,675.0
20,3.044522437723423,2,6,80,4.394449154672439,1,2,3,0,2,4,0,0,20,1,36.0
240,5.484796933490655,0,2,15,2.772588722239781,0,0,1,5,6,1,1,1,15,1,276.0
160,5.081404364984463,1,6,30,3.4339872044851463,1,0,2,0,7,5,4,4,10,0,208.0
40,3.713572066704308,1,5,80,4.394449154672439,1,2,3,0,3,3,2,2,40,1,72.0
120,4.795790545596741,0,1,45,3.828641396489095,0,0,3,5,8,5,2,2,15,0,174.0
280,5.638354669333745,1,0,50,3.9318256327243257,1,2,1,0,6,4,0,0,10,0,420.0
160,5.081404364984463,1,6,15,2.772588722239781,0,0,1,5,5,3,4,4,5,0,184.0
300,5.707110264748875,0,6,60,4.110873864173311,1,0,4,0,2,0,2,2,60,1,480.0
500,6.2166061010848646,2,3,70,4.2626798770413155,1,1,0,0,7,4,4,4,10,0,850.0
280,5.638354669333745,1,0,75,4.330733340286331,0,0,5,5,2,3,4,4,5,0,490.0
240,5.484796933490655,0,2,15,2.772588722239781,0,0,1,5,2,2,3,3,15,1,276.0
460,6.133398042996649,1,5,20,3.044522437723423,1,2,6,0,1,2,3,3,20,1,552.0
400,5.993961427306569,1,1,45,3.828641396489095,0,0,3,5,8,1,1,1,5,0,580.0
380,5.942799375126701,2,2,35,3.58351893845611,0,2,0,5,8,2,1,1,5,0,513.0
460,6.133398042996649,1,5,65,4.189654742026425,0,2,2,5,9,5,3,3,5,0,759.0
460,6.133398042996649,1,5,10,2.3978952727983707,1,1,3,0,2,1,2,2,10,1,506.0
380,5.942799375126701,2,2,20,3.044522437723423,1,2,6,0,3,3,3,3,20,1,456.0
260,5.564520407322694,2,1,45,3.828641396489095,0,0,3,5,9,2,3,3,5,0,377.0
460,6.133398042996649,1,5,80,4.394449154672439,1,2,3,0,0,2,0,0,20,0,828.0
320,5.771441123130016,2,5,30,3.4339872044851463,1,0,2,0,0,1,3,3,10,0,416.0
140,4.948759890378168,2,0,5,1.791759469228055,0,2,5,5,8,5,0,0,5,1,147.0
20,3.044522437723423,2,6,40,3.713572066704308,1,1,5,0,8,4,2,2,20,1,28.0
60,4.110873864173311,0,4,20,3.044522437723423,1,2,6,0,5,4,0,0,20,1,72.0
320,5.771441123130016,2,5,50,3.9318256327243257,1,2,1,0,2,5,1,1,10,0,480.0
260,5.564520407322694,2,1,5,1.791759469228055,0,2,5,5,1,2,1,1,5,1,273.0
40,3.713572066704308,1,5,10,2.3978952727983707,1,1,3,0,4,3,3,3,10,1,44.0
180,5.198497031265826,0,5,70,4.2626798770413155,1,1,0,0,7,0,3,3,10,0,306.0
420,6.042632833682381,0,0,70,4.2626798770413155,1,1,0,0,0,1,3,3,70,1,714.0
40,3.713572066704308,1,5,25,3.258096538021482,0,1,4,5,4,0,3,3,5,0,50.0
120,4.795790545596741,0,1,5,1.791759469228055,0,2,5,5,0,0,4,4,5,1,126.0
140,4.948759890378168,2,0,35,3.58351893845611,0,2,0,5,2,4,1,1,35,1,189.0
160,5.081404364984463,1,6,55,4.02535169073515,0,1,6,5,7,2,3,3,5,0,248.0
140,4.948759890378168,2,0,25,3.258096538021482,0,1,4,5,4,0,0,0,5,0,175.0
440,6.089044875446846,2,6,60,4.110873864173311,1,0,4,0,8,4,1,1,20,0,704.0
300,5.707110264748875,0,6,5,1.791759469228055,0,2,5,5,0,1,4,4,5,1,315.0
480,6.175867270105761,0,4,70,4.2626798770413155,1,1,0,0,9,4,0,0,10,0,816.0
100,4.61512051684126,1,2,45,3.828641396489095,0,0,3,5,8,3,1,1,5,0,145.0
380,5.942799375126701,2,2,70,4.2626798770413155,1,1,0,0,7,3,1,1,10,0,646.0
420,6.042632833682381,0,0,75,4.330733340286331,0,0,5,5,0,5,4,4,15,0,735.0
400,5.993961427306569,1,1,35,3.58351893845611,0,2,0,5,1,1,2,2,5,0,540.0
200,5.303304908059076,2,4,55,4.02535169073515,0,1,6,5,1,0,0,0,5,0,310.0
40,3.713572066704308,1,5,65,4.189654742026425,0,2,2,5,9,5,4,4,5,0,66.0
100,4.61512051684126,1,2,65,4.189654742026425,0,2,2,5,1,0,4,4,5,0,165.0
420,6.042632833682381,0,0,60,4.110873864173311,1,0,4,0,2,2,0,0,60,1,672.0
40,3.713572066704308,1,5,65,4.189654742026425,0,2,2,5,2,3,3,3,5,0,66.0
140,4.948759890378168,2,0,35,3.58351893845611,0,2,0,5,7,3,4,4,35,1,189.0
260,5.564520407322694,2,1,20,3.044522437723423,1,2,6,0,3,0,0,0,20,1,312.0
20,3.044522437723423,2,6,55,4.02535169073515,0,1,6,5,6,1,2,2,5,0,31.0
400,5.993961427306569,1,1,20,3.044522437723423,1,2,6,0,3,3,2,2,20,1,480.0
20,3.044522437723423,2,6,65,4.189654742026425,0,2,2,5,4,1,2,2,5,0,33.0
480,6.175867270105761,0,4,75,4.330733340286331,0,0,5,5,6,5,4,4,15,0,840.0
200,5.303304908059076,2,4,60,4.110873864173311,1,0,4,0,6,0,3,3,20,0,320.0
40,3.713572066704308,1,5,40,3.713572066704308,1,1,5,0,6,0,4,4,40,1,56.0
140,4.948759890378168,2,0,35,3.58351893845611,0,2,0,5,2,2,0,0,35,1,189.0
360,5.8888779583328805,0,3,45,3.828641396489095,0,0,3,5,6,0,3,3,45,1,522.0
40,3.713572066704308,1,5,70,4.2626798770413155,1,1,0,0,2,2,3,3,10,0,68.0
480,6.175867270105761,0,4,5,1.791759469228055,0,2,5,5,9,2,4,4,5,1,504.0
460,6.133398042996649,1,5,35,3.58351893845611,0,2,0,5,6,3,2,2,5,0,621.0
380,5.942799375126701,2,2,30,3.4339872044851463,1,0,2,0,9,5,1,1,10,0,494.0
340,5.831882477283517,1,4,15,2.772588722239781,0,0,1,5,5,0,0,0,5,0,391.0
380,5.942799375126701,2,2,30,3.4339872044851463,1,0,2,0,0,2,2,2,10,0,494.0
100,4.61512051684126,1,2,5,1.791759469228055,0,2,5,5,9,2,3,3,5,1,105.0
400,5.993961427306569,1,1,40,3.713572066704308,1,1,5,0,9,2,0,0,40,1,560.0
160,5.081404364984463,1,6,10,2.3978952727983707,1,1,3,0,6,1,1,1,10,1,176.0
420,6.042632833682381,0,0,55,4.02535169073515,0,1,6,5,5,1,3,3,5,0,651.0
120,4.795790545596741,0,1,45,3.828641396489095,0,0,3,5,0,0,2,2,15,0,174.0
440,6.089044875446846,2,6,15,2.772588722239781,0,0,1,5,5,3,1,1,5,0,506.0
480,6.175867270105761,0,4,65,4.189654742026425,0,2,2,5,2,1,1,1,5,0,792.0
60,4.110873864173311,0,4,25,3.258096538021482,0,1,4,5,0,0,3,3,5,0,75.0
360,5.8888779583328805,0,3,10,2.3978952727983707,1,1,3,0,7,2,3,3,10,1,396.0
440,6.089044875446846,2,6,75,4.330733340286331,0,0,5,5,7,4,2,2,5,0,770.0
280,5.638354669333745,1,0,10,2.3978952727983707,1,1,3,0,7,4,1,1,10,1,308.0
140,4.948759890378168,2,0,60,4.110873864173311,1,0,4,0,4,5,0,0,20,0,224.0
200,5.303304908059076,2,4,80,4.394449154672439,1,2,3,0,5,5,0,0,40,0,360.0
40,3.713572066704308,1,5,65,4.189654742026425,0,2,2,5,8,4,2,2,5,0,66.0
