slot_person,slot_object,slot_place,slot_level_term,slot_floors,slot_floors_abs_log1p,slot_floors_is_even,slot_floors_mod3,slot_floors_mod5,slot_floors_mod7,slot_floors_mod10,slot_height_per_floor,slot_height_per_floor_abs_log1p,slot_height_per_floor_is_even,slot_height_per_floor_mod3,slot_height_per_floor_mod5,slot_height_per_floor_mod7,slot_height_per_floor_mod10,slot_unit,slot_ratio_numer,slot_ratio_numer_abs_log1p,slot_ratio_numer_is_even,slot_ratio_numer_mod3,slot_ratio_numer_mod5,slot_ratio_numer_mod7,slot_ratio_numer_mod10,slot_ratio_denom,slot_ratio_denom_abs_log1p,slot_ratio_denom_is_even,slot_ratio_denom_mod3,slot_ratio_denom_mod5,slot_ratio_denom_mod7,slot_ratio_denom_mod10,slot_bounce_count,slot_bounce_count_abs_log1p,slot_bounce_count_is_even,slot_bounce_count_mod3,slot_bounce_count_mod5,slot_bounce_count_mod7,slot_bounce_count_mod10,n_multiple_pairs,y
1,4,4,2,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,75.0
3,3,0,0,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,5,120.0
2,1,0,0,4,1.6094379124341003,1,1,4,4,4,80,4.394449154672439,1,2,0,3,0,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,6,180.0
3,3,4,0,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,60.0
7,0,2,2,6,1.9459101490553132,1,0,1,6,6,200,5.303304908059076,1,2,0,4,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,768.0
2,4,0,2,4,1.6094379124341003,1,1,4,4,4,192,5.262690188904886,1,0,2,3,2,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,7,432.0
6,3,1,0,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,72.0
3,0,2,2,5,1.791759469228055,0,2,0,5,5,81,4.406719247264253,0,0,1,4,1,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,120.0
2,3,5,2,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,10,6.0
2,1,3,1,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,75.0
0,4,4,2,3,1.3862943611198906,0,0,3,3,3,48,3.8918202981106265,1,0,3,6,8,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,8,36.0
4,2,2,2,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,0,1,1,6,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,8,48.0
6,3,0,2,5,1.791759469228055,0,2,0,5,5,45,3.828641396489095,0,0,0,3,5,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,3,100.0
3,4,3,1,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,8,54.0
5,3,4,1,5,1.791759469228055,0,2,0,5,5,112,4.727387818712341,1,1,2,0,2,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,3,315.0
1,4,3,2,6,1.9459101490553132,1,0,1,6,6,54,4.007333185232471,1,0,4,5,4,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,8,144.0
7,2,1,2,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,0,5,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,96.0
3,3,4,1,6,1.9459101490553132,1,0,1,6,6,250,5.5254529391317835,1,1,0,5,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,960.0
3,1,0,2,2,1.0986122886681098,1,2,2,2,2,48,3.8918202981106265,1,0,3,6,8,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,10,24.0
7,4,2,0,6,1.9459101490553132,1,0,1,6,6,80,4.394449154672439,1,2,0,3,0,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,5,270.0
1,3,5,0,5,1.791759469228055,0,2,0,5,5,200,5.303304908059076,1,2,0,4,0,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,6,640.0
5,2,2,1,2,1.0986122886681098,1,2,2,2,2,275,5.62040086571715,0,2,0,2,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,352.0
6,1,5,2,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,75.0
3,4,5,2,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,18.0
3,4,0,0,4,1.6094379124341003,1,1,4,4,4,576,6.3578422665081,1,0,1,2,6,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,6,972.0
1,2,2,1,2,1.0986122886681098,1,2,2,2,2,28,3.367295829986474,1,1,3,0,8,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,7,42.0
3,2,2,1,5,1.791759469228055,0,2,0,5,5,256,5.54907608489522,1,1,1,4,6,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,540.0
2,3,1,2,5,1.791759469228055,0,2,0,5,5,270,5.602118820879701,1,0,0,4,0,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,400.0
6,0,4,2,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,10,20.0
6,4,2,2,5,1.791759469228055,0,2,0,5,5,250,5.5254529391317835,1,1,0,5,0,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,800.0
2,0,5,1,5,1.791759469228055,0,2,0,5,5,256,5.54907608489522,1,1,1,4,6,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,540.0
0,2,4,2,5,1.791759469228055,0,2,0,5,5,90,4.51085950651685,1,0,0,6,0,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,200.0
4,3,3,1,4,1.6094379124341003,1,1,4,4,4,125,4.836281906951478,0,2,0,6,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,180.0
5,1,5,2,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,0,1,1,6,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,8,162.0
6,2,4,2,3,1.3862943611198906,0,0,3,3,3,1000,6.90875477931522,1,1,0,6,0,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,1536.0
7,0,1,1,6,1.9459101490553132,1,0,1,6,6,768,6.645090969505644,1,0,3,5,8,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,7,1944.0
7,0,5,0,6,1.9459101490553132,1,0,1,6,6,216,5.37989735354046,1,0,1,6,6,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,8,384.0
1,0,4,1,6,1.9459101490553132,1,0,1,6,6,45,3.828641396489095,0,0,0,3,5,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,162.0
3,1,4,1,4,1.6094379124341003,1,1,4,4,4,90,4.51085950651685,1,0,0,6,0,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,6,160.0
6,0,4,0,4,1.6094379124341003,1,1,4,4,4,22,3.1354942159291497,1,1,2,1,2,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,44.0
6,2,1,1,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,0,5,0,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,90.0
3,3,5,2,2,1.0986122886681098,1,2,2,2,2,64,4.174387269895637,1,1,4,1,4,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,6,72.0
2,3,3,0,4,1.6094379124341003,1,1,4,4,4,1000,6.90875477931522,1,1,0,6,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,864.0
0,3,0,2,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,96.0
7,4,2,2,5,1.791759469228055,0,2,0,5,5,250,5.5254529391317835,1,1,0,5,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,800.0
3,4,4,1,4,1.6094379124341003,1,1,4,4,4,50,3.9318256327243257,1,2,0,1,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,160.0
7,1,4,0,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,9,96.0
4,1,1,2,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,6,50.0
5,3,0,1,4,1.6094379124341003,1,1,4,4,4,448,6.1070228877422545,1,1,3,0,8,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,756.0
5,2,3,0,2,1.0986122886681098,1,2,2,2,2,96,4.574710978503383,1,0,1,5,6,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,7,108.0
1,1,5,0,4,1.6094379124341003,1,1,4,4,4,1000,6.90875477931522,1,1,0,6,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,864.0
1,4,3,1,3,1.3862943611198906,0,0,3,3,3,32,3.4965075614664802,1,2,2,4,2,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,7,24.0
5,4,1,1,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,48.0
1,1,1,0,5,1.791759469228055,0,2,0,5,5,512,6.240275845170769,1,2,2,1,2,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1080.0
5,0,5,0,3,1.3862943611198906,0,0,3,3,3,1375,7.226936018493289,0,1,0,3,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,2112.0
4,3,1,2,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,8,18.0
4,3,1,1,3,1.3862943611198906,0,0,3,3,3,28,3.367295829986474,1,1,3,0,8,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,7,21.0
7,0,1,2,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,7,12.0
4,4,0,0,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,6,48.0
6,4,0,0,5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,1,0,3,6,8,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,7,60.0
3,2,0,1,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,150.0
3,0,0,1,2,1.0986122886681098,1,2,2,2,2,320,5.771441123130016,1,2,0,5,0,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,270.0
0,0,4,0,3,1.3862943611198906,0,0,3,3,3,200,5.303304908059076,1,2,0,4,0,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,216.0
6,3,5,2,6,1.9459101490553132,1,0,1,6,6,500,6.2166061010848646,1,2,0,3,0,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,648.0
7,0,0,2,4,1.6094379124341003,1,1,4,4,4,625,6.439350371100098,0,1,0,2,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,1280.0
5,1,0,2,3,1.3862943611198906,0,0,3,3,3,275,5.62040086571715,0,2,0,2,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,297.0
6,3,3,2,6,1.9459101490553132,1,0,1,6,6,275,5.62040086571715,0,2,0,2,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,594.0
2,4,0,0,2,1.0986122886681098,1,2,2,2,2,75,4.330733340286331,0,0,0,5,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,54.0
1,4,0,0,3,1.3862943611198906,0,0,3,3,3,144,4.976733742420574,1,0,4,4,4,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,6,243.0
5,2,5,2,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,0,2,0,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,8,108.0
1,3,2,2,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,72.0
4,3,4,2,4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,10,28.0
0,3,5,0,6,1.9459101490553132,1,0,1,6,6,150,5.017279836814924,1,0,0,3,0,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,576.0
2,0,2,2,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,8,9.0
0,2,1,1,5,1.791759469228055,0,2,0,5,5,80,4.394449154672439,1,2,0,3,0,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6,50.0
4,3,4,0,3,1.3862943611198906,0,0,3,3,3,48,3.8918202981106265,1,0,3,6,8,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,6,81.0
7,2,3,0,5,1.791759469228055,0,2,0,5,5,90,4.51085950651685,1,0,0,6,0,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,200.0
0,2,0,0,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,150.0
6,0,2,0,2,1.0986122886681098,1,2,2,2,2,275,5.62040086571715,0,2,0,2,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,198.0
4,2,1,0,3,1.3862943611198906,0,0,3,3,3,81,4.406719247264253,0,0,1,4,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,108.0
3,0,2,2,6,1.9459101490553132,1,0,1,6,6,125,4.836281906951478,0,2,0,6,5,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,480.0
5,3,0,0,5,1.791759469228055,0,2,0,5,5,192,5.262690188904886,1,0,2,3,2,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,405.0
7,2,3,1,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,72.0
5,3,4,0,5,1.791759469228055,0,2,0,5,5,300,5.707110264748875,1,0,0,6,0,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,540.0
0,2,0,0,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,0,5,0,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,10,20.0
4,2,4,0,4,1.6094379124341003,1,1,4,4,4,275,5.62040086571715,0,2,0,2,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,396.0
7,4,2,0,2,1.0986122886681098,1,2,2,2,2,16,2.833213344056216,1,1,1,2,6,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,7,24.0
3,0,1,1,6,1.9459101490553132,1,0,1,6,6,1125,7.026426808699636,0,0,0,5,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,3456.0
7,1,1,1,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,8,54.0
7,4,2,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,12.0
6,0,1,1,6,1.9459101490553132,1,0,1,6,6,80,4.394449154672439,1,2,0,3,0,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,5,270.0
4,3,3,1,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,8,60.0
2,2,1,2,3,1.3862943611198906,0,0,3,3,3,60,4.110873864173311,1,0,0,4,0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,144.0
2,0,5,0,5,1.791759469228055,0,2,0,5,5,36,3.6109179126442243,1,0,1,1,6,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,135.0
2,3,2,0,2,1.0986122886681098,1,2,2,2,2,640,6.46302945692067,1,1,0,3,0,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,540.0
3,0,3,0,2,1.0986122886681098,1,2,2,2,2,256,5.54907608489522,1,1,1,4,6,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,216.0
1,0,3,0,2,1.0986122886681098,1,2,2,2,2,500,6.2166061010848646,1,2,0,3,0,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,216.0
2,0,0,1,2,1.0986122886681098,1,2,2,2,2,88,4.48863636973214,1,1,3,4,8,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7,22.0
7,0,3,1,6,1.9459101490553132,1,0,1,6,6,375,5.929589143389895,0,0,0,4,5,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,6,486.0
1,4,0,1,4,1.6094379124341003,1,1,4,4,4,150,5.017279836814924,1,0,0,3,0,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,216.0
4,2,5,2,2,1.0986122886681098,1,2,2,2,2,81,4.406719247264253,0,0,1,4,1,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,72.0
6,4,3,1,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,8,32.0
4,1,2,0,5,1.791759469228055,0,2,0,5,5,875,6.775366090936392,0,2,0,0,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,2240.0
6,3,4,1,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,10,6.0
1,2,2,2,3,1.3862943611198906,0,0,3,3,3,108,4.6913478822291435,1,0,3,3,8,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,7,96.0
3,2,4,2,6,1.9459101490553132,1,0,1,6,6,44,3.8066624897703196,1,2,4,2,4,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,9,66.0
6,2,4,0,5,1.791759469228055,0,2,0,5,5,81,4.406719247264253,0,0,1,4,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,2,180.0
6,3,4,2,3,1.3862943611198906,0,0,3,3,3,35,3.58351893845611,0,2,0,0,5,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,63.0
5,1,0,1,4,1.6094379124341003,1,1,4,4,4,81,4.406719247264253,0,0,1,4,1,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,144.0
7,2,5,0,6,1.9459101490553132,1,0,1,6,6,875,6.775366090936392,0,2,0,0,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,2688.0
7,2,2,0,3,1.3862943611198906,0,0,3,3,3,704,6.558197802812269,1,2,4,4,4,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,891.0
3,2,5,0,2,1.0986122886681098,1,2,2,2,2,75,4.330733340286331,0,0,0,5,5,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,96.0
