slot_buyer_name,slot_store_type,slot_unit_name,slot_item1_name,slot_item2_name,slot_item3_name,slot_q1,slot_q1_abs_log1p,slot_q1_is_even,slot_q1_mod3,slot_q1_mod5,slot_q1_mod7,slot_q1_mod10,slot_q2,slot_q2_abs_log1p,slot_q2_is_even,slot_q2_mod3,slot_q2_mod5,slot_q2_mod7,slot_q2_mod10,slot_q3,slot_q3_abs_log1p,slot_q3_is_even,slot_q3_mod3,slot_q3_mod5,slot_q3_mod7,slot_q3_mod10,slot_p1,slot_p1_abs_log1p,slot_p1_is_even,slot_p1_mod3,slot_p1_mod5,slot_p1_mod7,slot_p1_mod10,slot_p2,slot_p2_abs_log1p,slot_p2_is_even,slot_p2_mod3,slot_p2_mod5,slot_p2_mod7,slot_p2_mod10,slot_p3,slot_p3_abs_log1p,slot_p3_is_even,slot_p3_mod3,slot_p3_mod5,slot_p3_mod7,slot_p3_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
7,2,4,2,4,8,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,197,5.288267030694535,0,2,2,1,7,182,5.209486152841421,1,2,2,0,2,102,4.634728988229636,1,0,2,4,2,0,1,6,1181.0
5,2,0,9,2,5,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,192,5.262690188904886,1,0,2,3,2,67,4.219507705176107,0,1,2,4,7,50,3.9318256327243257,1,2,0,1,0,1,1,3,1663.0
9,5,4,4,4,1,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,99,4.605170185988092,0,0,4,1,9,15,2.772588722239781,0,0,0,1,5,109,4.700480365792417,0,1,4,4,9,3,1,5,952.0
6,5,0,6,11,6,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,15,2.772588722239781,0,0,0,1,5,71,4.276666119016055,0,2,1,1,1,124,4.8283137373023015,1,1,4,5,4,3,1,0,2351.0
0,4,2,5,9,2,11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,65,4.189654742026425,0,2,0,2,5,54,4.007333185232471,1,0,4,5,4,157,5.062595033026967,0,1,2,3,7,0,1,1,2874.0
0,4,0,10,4,8,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,156,5.056245805348308,1,0,1,2,6,163,5.099866427824199,0,1,3,2,3,59,4.0943445622221,0,2,4,3,9,2,1,2,2202.0
7,2,2,11,0,9,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,83,4.430816798843313,0,2,3,6,3,143,4.969813299576001,0,2,3,3,3,122,4.812184355372417,1,2,2,3,2,0,1,3,2852.0
6,1,3,8,11,9,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,110,4.709530201312334,1,2,0,5,0,14,2.70805020110221,1,2,4,0,4,83,4.430816798843313,0,2,3,6,3,0,1,2,1530.0
9,3,1,9,10,9,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,41,3.7376696182833684,0,2,1,6,1,76,4.343805421853684,1,1,1,6,6,36,3.6109179126442243,1,0,1,1,6,0,1,3,980.0
3,1,3,7,0,9,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,145,4.983606621708336,0,1,0,5,5,58,4.07753744390572,1,1,3,2,8,1,1,0,1647.0
1,4,1,5,11,0,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,75,4.330733340286331,0,0,0,5,5,142,4.962844630259907,1,1,2,2,2,23,3.1780538303479458,0,2,3,2,3,0,1,0,2129.0
9,3,1,2,8,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,1,0,3,6,8,102,4.634728988229636,1,0,2,4,2,39,3.6888794541139363,0,0,4,4,9,0,1,7,447.0
3,1,0,4,8,8,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,59,4.0943445622221,0,2,4,3,9,122,4.812184355372417,1,2,2,3,2,112,4.727387818712341,1,1,2,0,2,0,1,7,1005.0
7,6,0,4,11,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,169,5.135798437050262,0,1,4,1,9,139,4.941642422609304,0,1,4,6,9,66,4.204692619390966,1,0,1,3,6,3,1,2,1789.0
4,4,0,7,10,9,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,118,4.77912349311153,1,1,3,6,8,175,5.170483995038151,0,1,0,0,5,96,4.574710978503383,1,0,1,5,6,1,1,8,891.0
1,1,0,2,4,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,150,5.017279836814924,1,0,0,3,0,99,4.605170185988092,0,0,4,1,9,184,5.220355825078324,1,1,4,2,4,3,1,8,2655.0
2,1,0,2,6,4,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,195,5.278114659230517,0,0,0,6,5,48,3.8918202981106265,1,0,3,6,8,73,4.30406509320417,0,1,3,3,3,1,1,2,2191.0
7,4,4,8,0,11,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,165,5.111987788356544,0,0,0,4,5,62,4.143134726391533,1,2,2,6,2,100,4.61512051684126,1,1,0,2,0,3,1,3,2156.0
3,3,4,7,2,3,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,196,5.2832037287379885,1,1,1,0,6,24,3.2188758248682006,1,0,4,3,4,186,5.231108616854587,1,0,1,4,6,3,1,3,2346.0
0,0,4,7,2,8,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,181,5.204006687076795,0,1,1,6,1,23,3.1780538303479458,0,2,3,2,3,30,3.4339872044851463,1,0,0,2,0,0,1,5,1410.0
7,3,3,0,8,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,87,4.477336814478207,0,0,2,3,7,65,4.189654742026425,0,2,0,2,5,45,3.828641396489095,0,0,0,3,5,2,1,7,732.0
5,1,4,5,2,11,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,16,2.833213344056216,1,1,1,2,6,58,4.07753744390572,1,1,3,2,8,3,1,2,646.0
3,0,3,11,0,0,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,169,5.135798437050262,0,1,4,1,9,176,5.176149732573829,1,2,1,1,6,155,5.049856007249537,0,2,0,1,5,3,1,1,3739.0
7,4,2,3,11,10,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,124,4.8283137373023015,1,1,4,5,4,118,4.77912349311153,1,1,3,6,8,29,3.4011973816621555,0,2,4,1,9,2,1,5,1130.0
5,4,3,10,9,1,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,61,4.127134385045092,0,1,1,5,1,46,3.8501476017100584,1,1,1,4,6,75,4.330733340286331,0,0,0,5,5,3,1,3,985.0
1,3,3,3,3,4,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,82,4.418840607796598,1,1,2,5,2,34,3.5553480614894135,1,1,4,6,4,114,4.74493212836325,1,0,4,2,4,0,1,3,1346.0
8,3,4,1,6,4,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,83,4.430816798843313,0,2,3,6,3,133,4.897839799950911,0,1,3,0,3,150,5.017279836814924,1,0,0,3,0,0,1,3,1547.0
1,3,4,8,10,11,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,34,3.5553480614894135,1,1,4,6,4,128,4.859812404361672,1,2,3,2,8,41,3.7376696182833684,0,2,1,6,1,0,1,0,1731.0
5,3,4,5,11,2,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,171,5.147494476813453,0,0,1,3,1,148,5.003946305945459,1,1,3,1,8,55,4.02535169073515,0,1,0,6,5,2,1,1,2821.0
0,5,1,4,3,4,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,0,2,0,14,2.70805020110221,1,2,4,0,4,145,4.983606621708336,0,1,0,5,5,3,1,9,604.0
8,5,2,8,0,5,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,132,4.890349128221754,1,0,2,6,2,103,4.6443908991413725,0,1,3,5,3,120,4.795790545596741,1,0,0,1,0,3,1,5,1977.0
3,3,3,7,9,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,27,3.332204510175204,0,0,2,6,7,137,4.927253685157205,0,2,2,4,7,70,4.2626798770413155,1,1,0,0,0,3,1,3,1100.0
3,2,0,9,5,2,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,75,4.330733340286331,0,0,0,5,5,152,5.030437921392435,1,2,2,5,2,73,4.30406509320417,0,1,3,3,3,1,1,2,2110.0
1,5,3,2,7,10,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,153,5.0369526024136295,0,0,3,6,3,46,3.8501476017100584,1,1,1,4,6,109,4.700480365792417,0,1,4,4,9,3,1,2,2227.0
4,1,1,3,3,5,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,76,4.343805421853684,1,1,1,6,6,70,4.2626798770413155,1,1,0,0,0,143,4.969813299576001,0,2,3,3,3,2,1,1,2388.0
6,4,2,7,9,8,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,40,3.713572066704308,1,1,0,5,0,48,3.8918202981106265,1,0,3,6,8,49,3.912023005428146,0,1,4,0,9,2,1,3,1082.0
9,3,3,6,6,3,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,32,3.4965075614664802,1,2,2,4,2,149,5.0106352940962555,0,2,4,2,9,13,2.6390573296152584,0,1,3,6,3,3,1,1,1662.0
5,6,3,9,8,6,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,98,4.59511985013459,1,2,3,0,8,128,4.859812404361672,1,2,3,2,8,15,2.772588722239781,0,0,0,1,5,0,1,2,2342.0
7,5,3,11,2,4,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,163,5.099866427824199,0,1,3,2,3,54,4.007333185232471,1,0,4,5,4,107,4.68213122712422,0,2,2,2,7,0,1,2,2003.0
2,4,0,7,7,0,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,153,5.0369526024136295,0,0,3,6,3,32,3.4965075614664802,1,2,2,4,2,185,5.225746673713202,0,2,0,3,5,3,1,6,1416.0
2,0,1,9,3,3,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,61,4.127134385045092,0,1,1,5,1,33,3.5263605246161616,0,0,3,5,3,1,1,3,832.0
3,4,1,6,1,3,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,193,5.267858159063328,0,1,3,4,3,41,3.7376696182833684,0,2,1,6,1,70,4.2626798770413155,1,1,0,0,0,2,1,4,1544.0
6,5,0,11,9,7,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,133,4.897839799950911,0,1,3,0,3,186,5.231108616854587,1,0,1,4,6,31,3.4657359027997265,0,1,1,3,1,3,1,1,2468.0
3,5,3,7,7,11,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,157,5.062595033026967,0,1,2,3,7,27,3.332204510175204,0,0,2,6,7,177,5.181783550292085,0,0,2,2,7,0,1,1,2794.0
7,6,0,11,6,8,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,142,4.962844630259907,1,1,2,2,2,118,4.77912349311153,1,1,3,6,8,173,5.159055299214529,0,2,3,5,3,1,1,0,3268.0
5,1,3,7,0,4,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,46,3.8501476017100584,1,1,1,4,6,11,2.4849066497880004,0,2,1,4,1,127,4.852030263919617,0,1,2,1,7,1,1,1,1459.0
2,4,4,11,4,3,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,41,3.7376696182833684,0,2,1,6,1,195,5.278114659230517,0,0,0,6,5,183,5.214935757608986,0,0,3,1,3,0,1,5,1763.0
1,6,2,1,0,1,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,31,3.4657359027997265,0,1,1,3,1,15,2.772588722239781,0,0,0,1,5,43,3.784189633918261,0,1,3,1,3,3,1,1,482.0
9,5,2,8,1,7,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,71,4.276666119016055,0,2,1,1,1,56,4.04305126783455,1,2,1,0,6,91,4.5217885770490405,0,1,1,0,1,3,1,3,1269.0
0,6,3,5,6,10,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,183,5.214935757608986,0,0,3,1,3,22,3.1354942159291497,1,1,2,1,2,72,4.290459441148391,1,0,2,2,2,3,1,6,1179.0
1,5,4,5,11,7,9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,55,4.02535169073515,0,1,0,6,5,116,4.762173934797756,1,2,1,4,6,172,5.153291594497779,1,1,2,4,2,0,1,2,2399.0
7,2,2,10,2,1,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,58,4.07753744390572,1,1,3,2,8,133,4.897839799950911,0,1,3,0,3,27,3.332204510175204,0,0,2,6,7,3,1,0,2330.0
1,0,2,3,2,10,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,51,3.9512437185814275,0,0,1,2,1,24,3.2188758248682006,1,0,4,3,4,171,5.147494476813453,0,0,1,3,1,2,1,2,915.0
2,6,1,9,7,0,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,75,4.330733340286331,0,0,0,5,5,198,5.293304824724492,1,0,3,2,8,144,4.976733742420574,1,0,4,4,4,1,1,5,2748.0
3,4,3,8,1,9,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,88,4.48863636973214,1,1,3,4,8,177,5.181783550292085,0,0,2,2,7,2,1,3,1842.0
3,5,3,9,6,4,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,182,5.209486152841421,1,2,2,0,2,168,5.1298987149230735,1,0,3,0,8,101,4.624972813284271,0,2,1,3,1,0,1,5,4038.0
9,3,3,10,10,8,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,48,3.8918202981106265,1,0,3,6,8,106,4.672828834461906,1,1,1,1,6,135,4.912654885736052,0,0,0,2,5,1,1,3,2562.0
7,1,3,7,0,5,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,114,4.74493212836325,1,0,4,2,4,15,2.772588722239781,0,0,0,1,5,0,1,4,549.0
7,4,2,10,10,1,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,173,5.159055299214529,0,2,3,5,3,151,5.0238805208462765,0,1,1,4,1,192,5.262690188904886,1,0,2,3,2,0,1,1,4257.0
8,3,1,8,0,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,111,4.718498871295094,0,0,1,6,1,101,4.624972813284271,0,2,1,3,1,146,4.990432586778736,1,2,1,6,6,1,1,5,1859.0
1,4,2,3,1,11,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,103,4.6443908991413725,0,1,3,5,3,68,4.23410650459726,1,2,3,5,8,50,3.9318256327243257,1,2,0,1,0,0,1,2,1752.0
0,2,4,6,5,4,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,181,5.204006687076795,0,1,1,6,1,120,4.795790545596741,1,0,0,1,0,66,4.204692619390966,1,0,1,3,6,2,1,8,1405.0
1,0,0,2,8,3,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,94,4.553876891600541,1,1,4,3,4,116,4.762173934797756,1,2,1,4,6,69,4.248495242049359,0,0,4,6,9,1,1,1,2436.0
8,2,2,0,2,1,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,120,4.795790545596741,1,0,0,1,0,191,5.2574953720277815,0,2,1,2,1,173,5.159055299214529,0,2,3,5,3,0,1,6,4240.0
6,1,4,11,5,7,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,87,4.477336814478207,0,0,2,3,7,173,5.159055299214529,0,2,3,5,3,87,4.477336814478207,0,0,2,3,7,0,1,3,1560.0
2,1,1,4,8,4,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,152,5.030437921392435,1,2,2,5,2,104,4.653960350157523,1,2,4,6,4,120,4.795790545596741,1,0,0,1,0,0,1,7,3160.0
0,0,2,5,10,10,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,121,4.804021044733257,0,1,1,2,1,150,5.017279836814924,1,0,0,3,0,127,4.852030263919617,0,1,2,1,7,2,1,8,1753.0
8,4,2,3,8,11,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,49,3.912023005428146,0,1,4,0,9,186,5.231108616854587,1,0,1,4,6,102,4.634728988229636,1,0,2,4,2,2,1,3,2717.0
3,4,1,4,8,10,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,135,4.912654885736052,0,0,0,2,5,55,4.02535169073515,0,1,0,6,5,44,3.8066624897703196,1,2,4,2,4,0,1,3,2241.0
2,4,4,6,1,11,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,72,4.290459441148391,1,0,2,2,2,60,4.110873864173311,1,0,0,4,0,133,4.897839799950911,0,1,3,0,3,3,1,3,1879.0
2,0,4,5,11,3,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,106,4.672828834461906,1,1,1,1,6,130,4.875197323201151,1,1,0,4,0,20,3.044522437723423,1,2,0,6,0,3,1,4,1122.0
5,3,4,11,4,1,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,75,4.330733340286331,0,0,0,5,5,90,4.51085950651685,1,0,0,6,0,93,4.543294782270004,0,0,3,2,3,0,1,5,1014.0
7,0,2,6,1,11,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,34,3.5553480614894135,1,1,4,6,4,169,5.135798437050262,0,1,4,1,9,172,5.153291594497779,1,1,2,4,2,2,1,6,1226.0
7,3,3,0,3,4,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,111,4.718498871295094,0,0,1,6,1,98,4.59511985013459,1,2,3,0,8,26,3.295836866004329,1,2,1,5,6,3,1,2,1677.0
8,4,1,2,8,3,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,22,3.1354942159291497,1,1,2,1,2,38,3.6635616461296463,1,2,3,3,8,28,3.367295829986474,1,1,3,0,8,1,1,4,466.0
3,1,3,3,0,4,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,143,4.969813299576001,0,2,3,3,3,69,4.248495242049359,0,0,4,6,9,153,5.0369526024136295,0,0,3,6,3,0,1,2,3152.0
0,6,3,9,11,9,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,131,4.882801922586371,0,2,1,5,1,186,5.231108616854587,1,0,1,4,6,109,4.700480365792417,0,1,4,4,9,1,1,4,2391.0
4,4,0,8,3,11,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,35,3.58351893845611,0,2,0,0,5,145,4.983606621708336,0,1,0,5,5,87,4.477336814478207,0,0,2,3,7,3,1,1,1985.0
8,0,0,9,2,4,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,48,3.8918202981106265,1,0,3,6,8,72,4.290459441148391,1,0,2,2,2,95,4.564348191467836,0,2,0,4,5,3,1,6,1575.0
9,1,4,6,11,8,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,137,4.927253685157205,0,2,2,4,7,111,4.718498871295094,0,0,1,6,1,127,4.852030263919617,0,1,2,1,7,1,1,0,3518.0
2,4,3,9,6,10,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,127,4.852030263919617,0,1,2,1,7,119,4.787491742782046,0,2,4,0,9,196,5.2832037287379885,1,1,1,0,6,0,1,6,1418.0
6,4,2,6,10,7,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,101,4.624972813284271,0,2,1,3,1,160,5.081404364984463,1,1,0,6,0,100,4.61512051684126,1,1,0,2,0,1,1,1,2829.0
7,1,2,11,5,11,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,117,4.770684624465665,0,0,2,5,7,101,4.624972813284271,0,2,1,3,1,73,4.30406509320417,0,1,3,3,3,0,1,1,2266.0
1,3,0,11,11,8,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,101,4.624972813284271,0,2,1,3,1,171,5.147494476813453,0,0,1,3,1,2,1,7,563.0
4,6,3,5,9,7,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,130,4.875197323201151,1,1,0,4,0,162,5.093750200806762,1,0,2,1,2,171,5.147494476813453,0,0,1,3,1,2,1,5,3316.0
3,6,0,10,1,2,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,96,4.574710978503383,1,0,1,5,6,64,4.174387269895637,1,1,4,1,4,120,4.795790545596741,1,0,0,1,0,2,1,1,2024.0
1,2,4,11,9,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,29,3.4011973816621555,0,2,4,1,9,188,5.241747015059643,1,2,3,6,8,22,3.1354942159291497,1,1,2,1,2,1,1,2,936.0
6,0,0,11,9,0,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,112,4.727387818712341,1,1,2,0,2,167,5.123963979403259,0,2,2,6,7,120,4.795790545596741,1,0,0,1,0,0,1,7,3892.0
3,4,4,6,1,10,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,84,4.442651256490317,1,0,4,0,4,155,5.049856007249537,0,2,0,1,5,67,4.219507705176107,0,1,2,4,7,3,1,7,1656.0
4,6,0,6,6,0,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,109,4.700480365792417,0,1,4,4,9,24,3.2188758248682006,1,0,4,3,4,70,4.2626798770413155,1,1,0,0,0,2,1,8,677.0
2,2,4,4,7,4,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,98,4.59511985013459,1,2,3,0,8,68,4.23410650459726,1,2,3,5,8,69,4.248495242049359,0,0,4,6,9,3,1,1,2449.0
1,4,4,4,4,10,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,177,5.181783550292085,0,0,2,2,7,178,5.187385805840755,1,1,3,3,8,82,4.418840607796598,1,1,2,5,2,0,1,6,2367.0
