slot_buyer,slot_item,slot_pack_a_size,slot_pack_a_size_abs_log1p,slot_pack_a_size_is_even,slot_pack_a_size_mod3,slot_pack_a_size_mod5,slot_pack_a_size_mod7,slot_pack_a_size_mod10,slot_pack_a_price,slot_pack_a_price_abs_log1p,slot_pack_a_price_frac,slot_pack_a_price_n_decimals,slot_pack_b_size,slot_pack_b_size_abs_log1p,slot_pack_b_size_is_even,slot_pack_b_size_mod3,slot_pack_b_size_mod5,slot_pack_b_size_mod7,slot_pack_b_size_mod10,slot_pack_b_price,slot_pack_b_price_abs_log1p,slot_pack_b_price_frac,slot_pack_b_price_n_decimals,slot_total_items,slot_total_items_abs_log1p,slot_total_items_is_even,slot_total_items_mod3,slot_total_items_mod5,slot_total_items_mod7,slot_total_items_mod10,slot_currency,gcd_all,n_multiple_pairs,y
9,2,5,1.791759469228055,0,2,0,5,5,12.5,2.6026896854443837,0.5,1,8,2.1972245773362196,1,2,3,1,8,12.0,2.5649493574615367,0.0,1,160,5.081404364984463,1,1,0,6,0,1,1,2,160.0
7,7,3,1.3862943611198906,0,0,3,3,3,0.75,0.5596157879354227,0.75,2,2,1.0986122886681098,1,2,2,2,2,5.5,1.8718021769015913,0.5,1,24,3.2188758248682006,1,0,4,3,4,0,1,2,60.0
4,4,7,2.0794415416798357,0,1,2,0,7,7.0,2.0794415416798357,0.0,1,8,2.1972245773362196,1,2,3,1,8,10.0,2.3978952727983707,0.0,1,392,5.973809611869261,1,2,2,0,2,0,1,2,98.0
0,2,8,2.1972245773362196,1,2,3,1,8,16.0,2.833213344056216,0.0,1,2,1.0986122886681098,1,2,2,2,2,2.5,1.252762968495368,0.5,1,16,2.833213344056216,1,1,1,2,6,1,2,3,12.0
9,7,7,2.0794415416798357,0,1,2,0,7,17.5,2.917770732084279,0.5,1,2,1.0986122886681098,1,2,2,2,2,2.0,1.0986122886681098,0.0,1,70,4.2626798770413155,1,1,0,0,0,1,1,2,105.0
2,6,3,1.3862943611198906,0,0,3,3,3,4.5,1.7047480922384253,0.5,1,8,2.1972245773362196,1,2,3,1,8,20.0,3.044522437723423,0.0,1,96,4.574710978503383,1,0,1,5,6,2,1,2,96.0
1,2,6,1.9459101490553132,1,0,1,6,6,4.5,1.7047480922384253,0.5,1,4,1.6094379124341003,1,1,4,4,4,7.0,2.0794415416798357,0.0,1,108,4.6913478822291435,1,0,3,3,8,1,2,2,108.0
7,7,8,2.1972245773362196,1,2,3,1,8,20.0,3.044522437723423,0.0,1,7,2.0794415416798357,0,1,2,0,7,3.5,1.5040773967762742,0.5,1,560,6.329720905522696,1,2,0,0,0,0,1,2,1120.0
0,3,5,1.791759469228055,0,2,0,5,5,7.5,2.1400661634962708,0.5,1,6,1.9459101490553132,1,0,1,6,6,12.0,2.5649493574615367,0.0,1,120,4.795790545596741,1,0,0,1,0,0,1,2,60.0
6,3,7,2.0794415416798357,0,1,2,0,7,21.0,3.091042453358316,0.0,1,4,1.6094379124341003,1,1,4,4,4,1.0,0.6931471805599453,0.0,1,252,5.53338948872752,1,0,2,0,2,0,1,2,693.0
6,6,5,1.791759469228055,0,2,0,5,5,13.75,2.691243082785829,0.75,2,3,1.3862943611198906,0,0,3,3,3,7.5,2.1400661634962708,0.5,1,105,4.663439094112067,0,0,0,0,5,1,1,2,26.25
4,7,4,1.6094379124341003,1,1,4,4,4,5.0,1.791759469228055,0.0,1,2,1.0986122886681098,1,2,2,2,2,4.0,1.6094379124341003,0.0,1,12,2.5649493574615367,1,0,2,5,2,0,2,3,9.0
6,8,5,1.791759469228055,0,2,0,5,5,2.5,1.252762968495368,0.5,1,6,1.9459101490553132,1,0,1,6,6,18.0,2.9444389791664403,0.0,1,90,4.51085950651685,1,0,0,6,0,0,1,2,225.0
1,1,8,2.1972245773362196,1,2,3,1,8,14.0,2.70805020110221,0.0,1,5,1.791759469228055,0,2,0,5,5,3.75,1.55814461804655,0.75,2,120,4.795790545596741,1,0,0,1,0,2,1,2,120.0
9,3,5,1.791759469228055,0,2,0,5,5,11.25,2.505525936990736,0.25,2,2,1.0986122886681098,1,2,2,2,2,3.5,1.5040773967762742,0.5,1,90,4.51085950651685,1,0,0,6,0,0,1,2,45.0
0,9,4,1.6094379124341003,1,1,4,4,4,9.0,2.302585092994046,0.0,1,6,1.9459101490553132,1,0,1,6,6,3.0,1.3862943611198906,0.0,1,120,4.795790545596741,1,0,0,1,0,1,2,2,210.0
4,9,3,1.3862943611198906,0,0,3,3,3,3.75,1.55814461804655,0.75,2,8,2.1972245773362196,1,2,3,1,8,20.0,3.044522437723423,0.0,1,168,5.1298987149230735,1,0,3,0,8,0,1,2,210.0
6,4,2,1.0986122886681098,1,2,2,2,2,4.0,1.6094379124341003,0.0,1,8,2.1972245773362196,1,2,3,1,8,18.0,2.9444389791664403,0.0,1,56,4.04305126783455,1,2,1,0,6,0,2,3,14.0
7,3,5,1.791759469228055,0,2,0,5,5,13.75,2.691243082785829,0.75,2,6,1.9459101490553132,1,0,1,6,6,6.0,1.9459101490553132,0.0,1,180,5.198497031265826,1,0,0,5,0,2,1,2,315.0
1,7,5,1.791759469228055,0,2,0,5,5,15.0,2.772588722239781,0.0,1,4,1.6094379124341003,1,1,4,4,4,7.0,2.0794415416798357,0.0,1,140,4.948759890378168,1,2,0,0,0,0,1,2,175.0
3,1,4,1.6094379124341003,1,1,4,4,4,11.0,2.4849066497880004,0.0,1,6,1.9459101490553132,1,0,1,6,6,6.0,1.9459101490553132,0.0,1,60,4.110873864173311,1,0,0,4,0,0,2,2,105.0
1,4,4,1.6094379124341003,1,1,4,4,4,9.0,2.302585092994046,0.0,1,6,1.9459101490553132,1,0,1,6,6,4.5,1.7047480922384253,0.5,1,60,4.110873864173311,1,0,0,4,0,2,2,2,90.0
1,4,6,1.9459101490553132,1,0,1,6,6,10.5,2.4423470353692043,0.5,1,4,1.6094379124341003,1,1,4,4,4,2.0,1.0986122886681098,0.0,1,72,4.290459441148391,1,0,2,2,2,2,2,2,90.0
5,3,5,1.791759469228055,0,2,0,5,5,6.25,1.9810014688665833,0.25,2,6,1.9459101490553132,1,0,1,6,6,4.5,1.7047480922384253,0.5,1,300,5.707110264748875,1,0,0,6,0,1,1,2,150.0
7,8,6,1.9459101490553132,1,0,1,6,6,7.5,2.1400661634962708,0.5,1,7,2.0794415416798357,0,1,2,0,7,12.25,2.583997552432231,0.25,2,378,5.937536205082426,1,0,3,0,8,0,1,2,189.0
9,5,3,1.3862943611198906,0,0,3,3,3,3.75,1.55814461804655,0.75,2,6,1.9459101490553132,1,0,1,6,6,16.5,2.8622008809294686,0.5,1,48,3.8918202981106265,1,0,3,6,8,0,3,3,72.0
6,3,2,1.0986122886681098,1,2,2,2,2,1.0,0.6931471805599453,0.0,1,4,1.6094379124341003,1,1,4,4,4,12.0,2.5649493574615367,0.0,1,40,3.713572066704308,1,1,0,5,0,0,2,3,100.0
3,7,8,2.1972245773362196,1,2,3,1,8,22.0,3.1354942159291497,0.0,1,7,2.0794415416798357,0,1,2,0,7,15.75,2.8183982582710754,0.75,2,504,6.22455842927536,1,0,4,0,4,1,1,2,252.0
3,4,6,1.9459101490553132,1,0,1,6,6,10.5,2.4423470353692043,0.5,1,3,1.3862943611198906,0,0,3,3,3,0.75,0.5596157879354227,0.75,2,24,3.2188758248682006,1,0,4,3,4,0,3,3,36.0
7,3,7,2.0794415416798357,0,1,2,0,7,7.0,2.0794415416798357,0.0,1,2,1.0986122886681098,1,2,2,2,2,5.0,1.791759469228055,0.0,1,56,4.04305126783455,1,2,1,0,6,2,1,2,84.0
2,8,4,1.6094379124341003,1,1,4,4,4,6.0,1.9459101490553132,0.0,1,6,1.9459101490553132,1,0,1,6,6,15.0,2.772588722239781,0.0,1,24,3.2188758248682006,1,0,4,3,4,1,2,2,24.0
9,3,3,1.3862943611198906,0,0,3,3,3,9.0,2.302585092994046,0.0,1,6,1.9459101490553132,1,0,1,6,6,10.5,2.4423470353692043,0.5,1,12,2.5649493574615367,1,0,2,5,2,2,3,3,15.0
5,9,4,1.6094379124341003,1,1,4,4,4,6.0,1.9459101490553132,0.0,1,5,1.791759469228055,0,2,0,5,5,8.75,2.277267285009756,0.75,2,160,5.081404364984463,1,1,0,6,0,1,1,2,40.0
2,8,6,1.9459101490553132,1,0,1,6,6,3.0,1.3862943611198906,0.0,1,5,1.791759469228055,0,2,0,5,5,1.25,0.8109302162163288,0.25,2,210,5.351858133476067,1,0,0,0,0,1,1,2,52.5
4,7,4,1.6094379124341003,1,1,4,4,4,11.0,2.4849066497880004,0.0,1,2,1.0986122886681098,1,2,2,2,2,1.0,0.6931471805599453,0.0,1,8,2.1972245773362196,1,2,3,1,8,1,2,3,18.0
2,7,6,1.9459101490553132,1,0,1,6,6,15.0,2.772588722239781,0.0,1,3,1.3862943611198906,0,0,3,3,3,3.0,1.3862943611198906,0.0,1,60,4.110873864173311,1,0,0,4,0,0,3,3,90.0
1,8,2,1.0986122886681098,1,2,2,2,2,0.5,0.4054651081081644,0.5,1,6,1.9459101490553132,1,0,1,6,6,9.0,2.302585092994046,0.0,1,48,3.8918202981106265,1,0,3,6,8,2,2,3,60.0
9,2,4,1.6094379124341003,1,1,4,4,4,2.0,1.0986122886681098,0.0,1,6,1.9459101490553132,1,0,1,6,6,6.0,1.9459101490553132,0.0,1,36,3.6109179126442243,1,0,1,1,6,0,2,2,18.0
9,0,2,1.0986122886681098,1,2,2,2,2,0.5,0.4054651081081644,0.5,1,5,1.791759469228055,0,2,0,5,5,3.75,1.55814461804655,0.75,2,20,3.044522437723423,1,2,0,6,0,2,1,2,10.0
3,4,8,2.1972245773362196,1,2,3,1,8,14.0,2.70805020110221,0.0,1,5,1.791759469228055,0,2,0,5,5,1.25,0.8109302162163288,0.25,2,280,5.638354669333745,1,1,0,0,0,0,1,2,420.0
9,0,3,1.3862943611198906,0,0,3,3,3,1.5,0.9162907318741551,0.5,1,2,1.0986122886681098,1,2,2,2,2,3.5,1.5040773967762742,0.5,1,48,3.8918202981106265,1,0,3,6,8,0,1,2,60.0
9,4,2,1.0986122886681098,1,2,2,2,2,4.0,1.6094379124341003,0.0,1,3,1.3862943611198906,0,0,3,3,3,2.25,1.1786549963416462,0.25,2,18,2.9444389791664403,1,0,3,4,8,2,1,2,22.5
7,9,4,1.6094379124341003,1,1,4,4,4,1.0,0.6931471805599453,0.0,1,7,2.0794415416798357,0,1,2,0,7,14.0,2.70805020110221,0.0,1,84,4.442651256490317,1,0,4,0,4,1,1,2,147.0
4,3,3,1.3862943611198906,0,0,3,3,3,6.0,1.9459101490553132,0.0,1,7,2.0794415416798357,0,1,2,0,7,15.75,2.8183982582710754,0.75,2,210,5.351858133476067,1,0,0,0,0,1,1,2,52.5
9,9,2,1.0986122886681098,1,2,2,2,2,6.0,1.9459101490553132,0.0,1,6,1.9459101490553132,1,0,1,6,6,7.5,2.1400661634962708,0.5,1,18,2.9444389791664403,1,0,3,4,8,2,2,3,31.5
9,6,2,1.0986122886681098,1,2,2,2,2,3.0,1.3862943611198906,0.0,1,4,1.6094379124341003,1,1,4,4,4,1.0,0.6931471805599453,0.0,1,28,3.367295829986474,1,1,3,0,8,1,2,3,35.0
9,9,5,1.791759469228055,0,2,0,5,5,5.0,1.791759469228055,0.0,1,3,1.3862943611198906,0,0,3,3,3,2.25,1.1786549963416462,0.25,2,90,4.51085950651685,1,0,0,6,0,1,1,2,22.5
7,0,8,2.1972245773362196,1,2,3,1,8,4.0,1.6094379124341003,0.0,1,2,1.0986122886681098,1,2,2,2,2,3.5,1.5040773967762742,0.5,1,40,3.713572066704308,1,1,0,5,0,1,2,3,50.0
1,2,2,1.0986122886681098,1,2,2,2,2,5.0,1.791759469228055,0.0,1,6,1.9459101490553132,1,0,1,6,6,1.5,0.9162907318741551,0.5,1,54,4.007333185232471,1,0,4,5,4,1,2,3,121.5
2,4,2,1.0986122886681098,1,2,2,2,2,2.5,1.252762968495368,0.5,1,5,1.791759469228055,0,2,0,5,5,12.5,2.6026896854443837,0.5,1,60,4.110873864173311,1,0,0,4,0,0,1,2,75.0
2,5,8,2.1972245773362196,1,2,3,1,8,8.0,2.1972245773362196,0.0,1,6,1.9459101490553132,1,0,1,6,6,12.0,2.5649493574615367,0.0,1,48,3.8918202981106265,1,0,3,6,8,0,2,2,48.0
2,2,7,2.0794415416798357,0,1,2,0,7,17.5,2.917770732084279,0.5,1,8,2.1972245773362196,1,2,3,1,8,22.0,3.1354942159291497,0.0,1,112,4.727387818712341,1,1,2,0,2,0,1,2,28.0
4,0,3,1.3862943611198906,0,0,3,3,3,2.25,1.1786549963416462,0.25,2,7,2.0794415416798357,0,1,2,0,7,12.25,2.583997552432231,0.25,2,42,3.7612001156935624,1,0,2,0,2,0,1,2,42.0
5,7,5,1.791759469228055,0,2,0,5,5,13.75,2.691243082785829,0.75,2,4,1.6094379124341003,1,1,4,4,4,1.0,0.6931471805599453,0.0,1,40,3.713572066704308,1,1,0,5,0,2,1,2,100.0
4,2,3,1.3862943611198906,0,0,3,3,3,2.25,1.1786549963416462,0.25,2,2,1.0986122886681098,1,2,2,2,2,5.5,1.8718021769015913,0.5,1,24,3.2188758248682006,1,0,4,3,4,1,1,2,48.0
8,5,5,1.791759469228055,0,2,0,5,5,15.0,2.772588722239781,0.0,1,4,1.6094379124341003,1,1,4,4,4,11.0,2.4849066497880004,0.0,1,100,4.61512051684126,1,1,0,2,0,0,1,2,25.0
7,1,6,1.9459101490553132,1,0,1,6,6,9.0,2.302585092994046,0.0,1,4,1.6094379124341003,1,1,4,4,4,12.0,2.5649493574615367,0.0,1,108,4.6913478822291435,1,0,3,3,8,2,2,2,162.0
8,3,5,1.791759469228055,0,2,0,5,5,2.5,1.252762968495368,0.5,1,4,1.6094379124341003,1,1,4,4,4,7.0,2.0794415416798357,0.0,1,140,4.948759890378168,1,2,0,0,0,0,1,2,175.0
8,3,2,1.0986122886681098,1,2,2,2,2,1.5,0.9162907318741551,0.5,1,7,2.0794415416798357,0,1,2,0,7,1.75,1.0116009116784799,0.75,2,126,4.844187086458591,1,0,1,0,6,0,1,2,63.0
3,8,4,1.6094379124341003,1,1,4,4,4,6.0,1.9459101490553132,0.0,1,2,1.0986122886681098,1,2,2,2,2,2.0,1.0986122886681098,0.0,1,12,2.5649493574615367,1,0,2,5,2,1,2,3,6.0
1,1,5,1.791759469228055,0,2,0,5,5,3.75,1.55814461804655,0.75,2,7,2.0794415416798357,0,1,2,0,7,19.25,3.0081547935525483,0.25,2,140,4.948759890378168,1,2,0,0,0,1,1,2,280.0
6,2,6,1.9459101490553132,1,0,1,6,6,1.5,0.9162907318741551,0.5,1,8,2.1972245773362196,1,2,3,1,8,20.0,3.044522437723423,0.0,1,144,4.976733742420574,1,0,4,4,4,2,2,2,324.0
8,1,3,1.3862943611198906,0,0,3,3,3,7.5,2.1400661634962708,0.5,1,2,1.0986122886681098,1,2,2,2,2,4.5,1.7047480922384253,0.5,1,18,2.9444389791664403,1,0,3,4,8,2,1,2,4.5
2,1,5,1.791759469228055,0,2,0,5,5,5.0,1.791759469228055,0.0,1,6,1.9459101490553132,1,0,1,6,6,4.5,1.7047480922384253,0.5,1,150,5.017279836814924,1,0,0,3,0,0,1,2,37.5
3,3,8,2.1972245773362196,1,2,3,1,8,12.0,2.5649493574615367,0.0,1,7,2.0794415416798357,0,1,2,0,7,15.75,2.8183982582710754,0.75,2,112,4.727387818712341,1,1,2,0,2,1,1,2,84.0
6,1,4,1.6094379124341003,1,1,4,4,4,12.0,2.5649493574615367,0.0,1,2,1.0986122886681098,1,2,2,2,2,2.5,1.252762968495368,0.5,1,20,3.044522437723423,1,2,0,6,0,2,2,3,35.0
8,3,5,1.791759469228055,0,2,0,5,5,12.5,2.6026896854443837,0.5,1,7,2.0794415416798357,0,1,2,0,7,5.25,1.8325814637483102,0.25,2,210,5.351858133476067,1,0,0,0,0,0,1,2,367.5
9,2,2,1.0986122886681098,1,2,2,2,2,3.5,1.5040773967762742,0.5,1,5,1.791759469228055,0,2,0,5,5,11.25,2.505525936990736,0.25,2,100,4.61512051684126,1,1,0,2,0,0,1,2,50.0
8,9,2,1.0986122886681098,1,2,2,2,2,2.0,1.0986122886681098,0.0,1,5,1.791759469228055,0,2,0,5,5,10.0,2.3978952727983707,0.0,1,70,4.2626798770413155,1,1,0,0,0,2,1,2,70.0
5,4,7,2.0794415416798357,0,1,2,0,7,5.25,1.8325814637483102,0.25,2,8,2.1972245773362196,1,2,3,1,8,10.0,2.3978952727983707,0.0,1,280,5.638354669333745,1,1,0,0,0,1,1,2,140.0
3,1,8,2.1972245773362196,1,2,3,1,8,4.0,1.6094379124341003,0.0,1,3,1.3862943611198906,0,0,3,3,3,7.5,2.1400661634962708,0.5,1,120,4.795790545596741,1,0,0,1,0,1,1,2,240.0
2,8,4,1.6094379124341003,1,1,4,4,4,4.0,1.6094379124341003,0.0,1,5,1.791759469228055,0,2,0,5,5,13.75,2.691243082785829,0.75,2,80,4.394449154672439,1,2,0,3,0,1,1,2,140.0
5,9,5,1.791759469228055,0,2,0,5,5,11.25,2.505525936990736,0.25,2,3,1.3862943611198906,0,0,3,3,3,5.25,1.8325814637483102,0.25,2,135,4.912654885736052,0,0,0,2,5,1,1,2,67.5
3,8,7,2.0794415416798357,0,1,2,0,7,19.25,3.0081547935525483,0.25,2,8,2.1972245773362196,1,2,3,1,8,10.0,2.3978952727983707,0.0,1,336,5.820082930352362,1,0,1,0,6,2,1,2,504.0
0,4,4,1.6094379124341003,1,1,4,4,4,11.0,2.4849066497880004,0.0,1,6,1.9459101490553132,1,0,1,6,6,13.5,2.6741486494265287,0.5,1,72,4.290459441148391,1,0,2,2,2,2,2,2,36.0
5,8,4,1.6094379124341003,1,1,4,4,4,12.0,2.5649493574615367,0.0,1,5,1.791759469228055,0,2,0,5,5,13.75,2.691243082785829,0.75,2,200,5.303304908059076,1,2,0,4,0,2,1,2,50.0
7,7,7,2.0794415416798357,0,1,2,0,7,19.25,3.0081547935525483,0.25,2,8,2.1972245773362196,1,2,3,1,8,6.0,1.9459101490553132,0.0,1,168,5.1298987149230735,1,0,3,0,8,0,1,2,336.0
9,6,2,1.0986122886681098,1,2,2,2,2,5.0,1.791759469228055,0.0,1,4,1.6094379124341003,1,1,4,4,4,1.0,0.6931471805599453,0.0,1,8,2.1972245773362196,1,2,3,1,8,1,2,3,18.0
4,4,7,2.0794415416798357,0,1,2,0,7,19.25,3.0081547935525483,0.25,2,4,1.6094379124341003,1,1,4,4,4,12.0,2.5649493574615367,0.0,1,224,5.41610040220442,1,2,4,0,4,2,1,2,56.0
7,6,7,2.0794415416798357,0,1,2,0,7,7.0,2.0794415416798357,0.0,1,3,1.3862943611198906,0,0,3,3,3,3.75,1.55814461804655,0.75,2,63,4.1588830833596715,0,0,3,0,3,1,1,2,15.75
5,6,6,1.9459101490553132,1,0,1,6,6,3.0,1.3862943611198906,0.0,1,7,2.0794415416798357,0,1,2,0,7,1.75,1.0116009116784799,0.75,2,294,5.68697535633982,1,0,4,0,4,0,1,2,73.5
8,1,6,1.9459101490553132,1,0,1,6,6,9.0,2.302585092994046,0.0,1,5,1.791759469228055,0,2,0,5,5,15.0,2.772588722239781,0.0,1,300,5.707110264748875,1,0,0,6,0,1,1,2,450.0
1,4,2,1.0986122886681098,1,2,2,2,2,1.5,0.9162907318741551,0.5,1,4,1.6094379124341003,1,1,4,4,4,1.0,0.6931471805599453,0.0,1,24,3.2188758248682006,1,0,4,3,4,1,2,3,12.0
3,4,8,2.1972245773362196,1,2,3,1,8,24.0,3.2188758248682006,0.0,1,4,1.6094379124341003,1,1,4,4,4,3.0,1.3862943611198906,0.0,1,40,3.713572066704308,1,1,0,5,0,1,4,3,90.0
8,6,6,1.9459101490553132,1,0,1,6,6,9.0,2.302585092994046,0.0,1,7,2.0794415416798357,0,1,2,0,7,12.25,2.583997552432231,0.25,2,336,5.820082930352362,1,0,1,0,6,1,1,2,84.0
5,2,4,1.6094379124341003,1,1,4,4,4,9.0,2.302585092994046,0.0,1,5,1.791759469228055,0,2,0,5,5,8.75,2.277267285009756,0.75,2,200,5.303304908059076,1,2,0,4,0,2,1,2,100.0
3,9,5,1.791759469228055,0,2,0,5,5,7.5,2.1400661634962708,0.5,1,2,1.0986122886681098,1,2,2,2,2,0.5,0.4054651081081644,0.5,1,80,4.394449154672439,1,2,0,3,0,1,1,2,100.0
8,7,6,1.9459101490553132,1,0,1,6,6,18.0,2.9444389791664403,0.0,1,8,2.1972245773362196,1,2,3,1,8,14.0,2.70805020110221,0.0,1,72,4.290459441148391,1,0,2,2,2,0,2,2,90.0
6,5,2,1.0986122886681098,1,2,2,2,2,5.5,1.8718021769015913,0.5,1,7,2.0794415416798357,0,1,2,0,7,3.5,1.5040773967762742,0.5,1,70,4.2626798770413155,1,1,0,0,0,1,1,2,157.5
6,5,4,1.6094379124341003,1,1,4,4,4,9.0,2.302585092994046,0.0,1,2,1.0986122886681098,1,2,2,2,2,4.0,1.6094379124341003,0.0,1,24,3.2188758248682006,1,0,4,3,4,0,2,3,6.0
8,7,7,2.0794415416798357,0,1,2,0,7,1.75,1.0116009116784799,0.75,2,2,1.0986122886681098,1,2,2,2,2,5.5,1.8718021769015913,0.5,1,70,4.2626798770413155,1,1,0,0,0,0,1,2,175.0
6,9,8,2.1972245773362196,1,2,3,1,8,14.0,2.70805020110221,0.0,1,3,1.3862943611198906,0,0,3,3,3,3.75,1.55814461804655,0.75,2,168,5.1298987149230735,1,0,3,0,8,0,1,2,84.0
4,6,4,1.6094379124341003,1,1,4,4,4,8.0,2.1972245773362196,0.0,1,6,1.9459101490553132,1,0,1,6,6,13.5,2.6741486494265287,0.5,1,48,3.8918202981106265,1,0,3,6,8,1,2,2,12.0
5,1,8,2.1972245773362196,1,2,3,1,8,14.0,2.70805020110221,0.0,1,7,2.0794415416798357,0,1,2,0,7,10.5,2.4423470353692043,0.5,1,448,6.1070228877422545,1,1,3,0,8,2,1,2,112.0
6,0,8,2.1972245773362196,1,2,3,1,8,16.0,2.833213344056216,0.0,1,6,1.9459101490553132,1,0,1,6,6,3.0,1.3862943611198906,0.0,1,144,4.976733742420574,1,0,4,4,4,1,2,2,216.0
1,1,7,2.0794415416798357,0,1,2,0,7,14.0,2.70805020110221,0.0,1,5,1.791759469228055,0,2,0,5,5,11.25,2.505525936990736,0.25,2,140,4.948759890378168,1,2,0,0,0,2,1,2,35.0
9,4,5,1.791759469228055,0,2,0,5,5,13.75,2.691243082785829,0.75,2,6,1.9459101490553132,1,0,1,6,6,3.0,1.3862943611198906,0.0,1,120,4.795790545596741,1,0,0,1,0,0,1,2,270.0
0,2,7,2.0794415416798357,0,1,2,0,7,1.75,1.0116009116784799,0.75,2,6,1.9459101490553132,1,0,1,6,6,16.5,2.8622008809294686,0.5,1,126,4.844187086458591,1,0,1,0,6,0,1,2,315.0
2,5,8,2.1972245773362196,1,2,3,1,8,10.0,2.3978952727983707,0.0,1,3,1.3862943611198906,0,0,3,3,3,4.5,1.7047480922384253,0.5,1,72,4.290459441148391,1,0,2,2,2,0,1,2,18.0
1,6,4,1.6094379124341003,1,1,4,4,4,9.0,2.302585092994046,0.0,1,2,1.0986122886681098,1,2,2,2,2,2.5,1.252762968495368,0.5,1,36,3.6109179126442243,1,0,1,1,6,1,2,3,36.0
8,6,7,2.0794415416798357,0,1,2,0,7,1.75,1.0116009116784799,0.75,2,3,1.3862943611198906,0,0,3,3,3,6.75,2.0476928433652555,0.75,2,63,4.1588830833596715,0,0,3,0,3,1,1,2,126.0
2,0,8,2.1972245773362196,1,2,3,1,8,22.0,3.1354942159291497,0.0,1,7,2.0794415416798357,0,1,2,0,7,15.75,2.8183982582710754,0.75,2,448,6.1070228877422545,1,1,3,0,8,0,1,2,224.0
5,6,8,2.1972245773362196,1,2,3,1,8,22.0,3.1354942159291497,0.0,1,3,1.3862943611198906,0,0,3,3,3,6.0,1.9459101490553132,0.0,1,240,5.484796933490655,1,0,0,2,0,2,1,2,180.0
3,9,4,1.6094379124341003,1,1,4,4,4,12.0,2.5649493574615367,0.0,1,3,1.3862943611198906,0,0,3,3,3,6.0,1.9459101490553132,0.0,1,120,4.795790545596741,1,0,0,1,0,2,1,2,120.0
9,8,3,1.3862943611198906,0,0,3,3,3,6.0,1.9459101490553132,0.0,1,7,2.0794415416798357,0,1,2,0,7,7.0,2.0794415416798357,0.0,1,84,4.442651256490317,1,0,4,0,4,2,1,2,84.0
1,6,8,2.1972245773362196,1,2,3,1,8,14.0,2.70805020110221,0.0,1,6,1.9459101490553132,1,0,1,6,6,12.0,2.5649493574615367,0.0,1,48,3.8918202981106265,1,0,3,6,8,0,2,2,12.0
4,9,7,2.0794415416798357,0,1,2,0,7,8.75,2.277267285009756,0.75,2,3,1.3862943611198906,0,0,3,3,3,2.25,1.1786549963416462,0.25,2,168,5.1298987149230735,1,0,3,0,8,1,1,2,84.0
4,2,8,2.1972245773362196,1,2,3,1,8,6.0,1.9459101490553132,0.0,1,6,1.9459101490553132,1,0,1,6,6,1.5,0.9162907318741551,0.5,1,168,5.1298987149230735,1,0,3,0,8,1,2,2,84.0
4,4,2,1.0986122886681098,1,2,2,2,2,3.0,1.3862943611198906,0.0,1,7,2.0794415416798357,0,1,2,0,7,3.5,1.5040773967762742,0.5,1,126,4.844187086458591,1,0,1,0,6,0,1,2,126.0
1,3,2,1.0986122886681098,1,2,2,2,2,5.0,1.791759469228055,0.0,1,4,1.6094379124341003,1,1,4,4,4,3.0,1.3862943611198906,0.0,1,12,2.5649493574615367,1,0,2,5,2,0,2,3,21.0
0,4,4,1.6094379124341003,1,1,4,4,4,1.0,0.6931471805599453,0.0,1,5,1.791759469228055,0,2,0,5,5,15.0,2.772588722239781,0.0,1,80,4.394449154672439,1,2,0,3,0,2,1,2,220.0
0,9,2,1.0986122886681098,1,2,2,2,2,6.0,1.9459101490553132,0.0,1,7,2.0794415416798357,0,1,2,0,7,10.5,2.4423470353692043,0.5,1,56,4.04305126783455,1,2,1,0,6,2,1,2,84.0
7,1,8,2.1972245773362196,1,2,3,1,8,6.0,1.9459101490553132,0.0,1,5,1.791759469228055,0,2,0,5,5,10.0,2.3978952727983707,0.0,1,400,5.993961427306569,1,1,0,1,0,0,1,2,500.0
7,9,3,1.3862943611198906,0,0,3,3,3,7.5,2.1400661634962708,0.5,1,6,1.9459101490553132,1,0,1,6,6,4.5,1.7047480922384253,0.5,1,30,3.4339872044851463,1,0,0,2,0,0,3,3,52.5
5,4,5,1.791759469228055,0,2,0,5,5,10.0,2.3978952727983707,0.0,1,7,2.0794415416798357,0,1,2,0,7,3.5,1.5040773967762742,0.5,1,280,5.638354669333745,1,1,0,0,0,1,1,2,420.0
9,4,2,1.0986122886681098,1,2,2,2,2,1.5,0.9162907318741551,0.5,1,6,1.9459101490553132,1,0,1,6,6,13.5,2.6741486494265287,0.5,1,24,3.2188758248682006,1,0,4,3,4,1,2,3,36.0
5,0,4,1.6094379124341003,1,1,4,4,4,11.0,2.4849066497880004,0.0,1,6,1.9459101490553132,1,0,1,6,6,4.5,1.7047480922384253,0.5,1,84,4.442651256490317,1,0,4,0,4,0,2,2,168.0
2,2,5,1.791759469228055,0,2,0,5,5,3.75,1.55814461804655,0.75,2,8,2.1972245773362196,1,2,3,1,8,8.0,2.1972245773362196,0.0,1,120,4.795790545596741,1,0,0,1,0,0,1,2,30.0
1,7,4,1.6094379124341003,1,1,4,4,4,6.0,1.9459101490553132,0.0,1,6,1.9459101490553132,1,0,1,6,6,18.0,2.9444389791664403,0.0,1,96,4.574710978503383,1,0,1,5,6,0,2,2,144.0
