slot_person_name,slot_room_name,slot_length_ft,slot_length_ft_abs_log1p,slot_length_ft_is_even,slot_length_ft_mod3,slot_length_ft_mod5,slot_length_ft_mod7,slot_length_ft_mod10,slot_width_ft,slot_width_ft_abs_log1p,slot_width_ft_is_even,slot_width_ft_mod3,slot_width_ft_mod5,slot_width_ft_mod7,slot_width_ft_mod10,slot_cost_material_per_sqft,slot_cost_material_per_sqft_abs_log1p,slot_cost_material_per_sqft_is_even,slot_cost_material_per_sqft_mod3,slot_cost_material_per_sqft_mod5,slot_cost_material_per_sqft_mod7,slot_cost_material_per_sqft_mod10,slot_cost_padding_per_sqft,slot_cost_padding_per_sqft_abs_log1p,slot_cost_padding_per_sqft_sign,slot_cost_padding_per_sqft_is_even,slot_cost_padding_per_sqft_mod3,slot_cost_padding_per_sqft_mod5,slot_cost_padding_per_sqft_mod7,slot_cost_padding_per_sqft_mod10,slot_cost_removal_per_sqft,slot_cost_removal_per_sqft_abs_log1p,slot_cost_removal_per_sqft_sign,slot_cost_removal_per_sqft_is_even,slot_cost_removal_per_sqft_mod3,slot_cost_removal_per_sqft_mod5,slot_cost_removal_per_sqft_mod7,slot_cost_removal_per_sqft_mod10,slot_cost_install_per_sqft,slot_cost_install_per_sqft_abs_log1p,slot_cost_install_per_sqft_is_even,slot_cost_install_per_sqft_mod3,slot_cost_install_per_sqft_mod5,slot_cost_install_per_sqft_mod7,slot_cost_install_per_sqft_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
3,0,28,3.367295829986474,1,1,3,0,8,12,2.5649493574615367,1,0,2,5,2,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,1,0,1,1,1,1,8,2.1972245773362196,1,1,2,3,1,8,33,3.5263605246161616,0,0,3,5,3,0,1,5,21168.0
4,4,10,2.3978952727983707,1,1,0,3,0,13,2.6390573296152584,0,1,3,6,3,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,1,4,4,4,7,2.0794415416798357,1,0,1,2,0,7,48,3.8918202981106265,1,0,3,6,8,1,1,3,8710.0
3,2,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,0,6,0,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,1,0,2,0,5,5,7,2.0794415416798357,1,0,1,2,0,7,44,3.8066624897703196,1,2,4,2,4,2,1,3,18480.0
1,1,24,3.2188758248682006,1,0,4,3,4,27,3.332204510175204,0,0,2,6,7,31,3.4657359027997265,0,1,1,3,1,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,22,3.1354942159291497,1,1,2,1,2,2,1,2,35640.0
2,3,11,2.4849066497880004,0,2,1,4,1,19,2.995732273553991,0,1,4,5,9,9,2.302585092994046,0,0,4,2,9,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,1,1,1,6061.0
0,1,11,2.4849066497880004,0,2,1,4,1,22,3.1354942159291497,1,1,2,1,2,34,3.5553480614894135,1,1,4,6,4,8,2.1972245773362196,1,1,2,3,1,8,3,1.3862943611198906,1,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,0,1,2,19602.0
4,4,29,3.4011973816621555,0,2,4,1,9,10,2.3978952727983707,1,1,0,3,0,33,3.5263605246161616,0,0,3,5,3,8,2.1972245773362196,1,1,2,3,1,8,6,1.9459101490553132,1,1,0,1,6,6,46,3.8501476017100584,1,1,1,4,6,1,1,0,26970.0
6,3,13,2.6390573296152584,0,1,3,6,3,27,3.332204510175204,0,0,2,6,7,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,1,0,1,6,6,4,1.6094379124341003,1,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,2,1,2,14391.0
4,4,24,3.2188758248682006,1,0,4,3,4,29,3.4011973816621555,0,2,4,1,9,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,1,0,1,6,6,40,3.713572066704308,1,1,0,5,0,2,1,4,64032.0
6,0,17,2.8903717578961645,0,2,2,3,7,23,3.1780538303479458,0,2,3,2,3,31,3.4657359027997265,0,1,1,3,1,3,1.3862943611198906,1,0,0,3,3,3,4,1.6094379124341003,1,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,2,1,1,21896.0
5,2,15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,23,3.1780538303479458,0,2,3,2,3,1,0.6931471805599453,1,0,1,1,1,1,8,2.1972245773362196,1,1,2,3,1,8,43,3.784189633918261,0,1,3,1,3,2,1,5,12375.0
5,0,22,3.1354942159291497,1,1,2,1,2,16,2.833213344056216,1,1,1,2,6,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,27,3.332204510175204,0,0,2,6,7,0,1,4,17248.0
6,3,27,3.332204510175204,0,0,2,6,7,10,2.3978952727983707,1,1,0,3,0,27,3.332204510175204,0,0,2,6,7,4,1.6094379124341003,1,1,1,4,4,4,7,2.0794415416798357,1,0,1,2,0,7,40,3.713572066704308,1,1,0,5,0,0,1,3,21060.0
7,4,22,3.1354942159291497,1,1,2,1,2,30,3.4339872044851463,1,0,0,2,0,26,3.295836866004329,1,2,1,5,6,6,1.9459101490553132,1,1,0,1,6,6,7,2.0794415416798357,1,0,1,2,0,7,23,3.1780538303479458,0,2,3,2,3,2,1,1,40920.0
5,4,25,3.258096538021482,0,1,0,4,5,26,3.295836866004329,1,2,1,5,6,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,38,3.6635616461296463,1,2,3,3,8,2,1,2,37050.0
6,4,18,2.9444389791664403,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,36,3.6109179126442243,1,0,1,1,6,6,1.9459101490553132,1,1,0,1,6,6,1,0.6931471805599453,1,0,1,1,1,1,50,3.9318256327243257,1,2,0,1,0,1,1,8,23436.0
5,2,22,3.1354942159291497,1,1,2,1,2,27,3.332204510175204,0,0,2,6,7,16,2.833213344056216,1,1,1,2,6,8,2.1972245773362196,1,1,2,3,1,8,3,1.3862943611198906,1,0,0,3,3,3,37,3.6375861597263857,0,1,2,2,7,1,1,2,38016.0
7,0,29,3.4011973816621555,0,2,4,1,9,17,2.8903717578961645,0,2,2,3,7,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,2,1,4,26622.0
6,0,13,2.6390573296152584,0,1,3,6,3,12,2.5649493574615367,1,0,2,5,2,34,3.5553480614894135,1,1,4,6,4,4,1.6094379124341003,1,1,1,4,4,4,10,2.3978952727983707,1,1,1,0,3,0,45,3.828641396489095,0,0,0,3,5,2,1,1,14508.0
6,4,19,2.995732273553991,0,1,4,5,9,18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,1,2,3,1,8,2,1.0986122886681098,1,1,2,2,2,2,47,3.871201010907891,0,2,2,5,7,0,1,3,23598.0
7,0,16,2.833213344056216,1,1,1,2,6,25,3.258096538021482,0,1,0,4,5,40,3.713572066704308,1,1,0,5,0,7,2.0794415416798357,1,0,1,2,0,7,9,2.302585092994046,1,0,0,4,2,9,18,2.9444389791664403,1,0,3,4,8,2,1,1,29600.0
0,1,30,3.4339872044851463,1,0,0,2,0,28,3.367295829986474,1,1,3,0,8,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,1,0,1,2,0,7,4,1.6094379124341003,1,1,1,4,4,4,48,3.8918202981106265,1,0,3,6,8,2,1,5,69720.0
0,2,10,2.3978952727983707,1,1,0,3,0,29,3.4011973816621555,0,2,4,1,9,22,3.1354942159291497,1,1,2,1,2,1,0.6931471805599453,1,0,1,1,1,1,10,2.3978952727983707,1,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,2,1,8,15370.0
5,1,21,3.091042453358316,0,0,1,0,1,17,2.8903717578961645,0,2,2,3,7,32,3.4965075614664802,1,2,2,4,2,5,1.791759469228055,1,0,2,0,5,5,7,2.0794415416798357,1,0,1,2,0,7,24,3.2188758248682006,1,0,4,3,4,2,1,1,24276.0
1,2,19,2.995732273553991,0,1,4,5,9,27,3.332204510175204,0,0,2,6,7,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,45,3.828641396489095,0,0,0,3,5,2,1,7,33858.0
7,4,18,2.9444389791664403,1,0,3,4,8,21,3.091042453358316,0,0,1,0,1,29,3.4011973816621555,0,2,4,1,9,8,2.1972245773362196,1,1,2,3,1,8,9,2.302585092994046,1,0,0,4,2,9,36,3.6109179126442243,1,0,1,1,6,1,1,3,30996.0
7,3,16,2.833213344056216,1,1,1,2,6,24,3.2188758248682006,1,0,4,3,4,27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,1,0,2,0,5,5,9,2.302585092994046,1,0,0,4,2,9,20,3.044522437723423,1,2,0,6,0,0,1,2,23424.0
6,4,23,3.1780538303479458,0,2,3,2,3,13,2.6390573296152584,0,1,3,6,3,27,3.332204510175204,0,0,2,6,7,6,1.9459101490553132,1,1,0,1,6,6,8,2.1972245773362196,1,1,2,3,1,8,22,3.1354942159291497,1,1,2,1,2,1,1,0,18837.0
4,3,25,3.258096538021482,0,1,0,4,5,21,3.091042453358316,0,0,1,0,1,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,42,3.7612001156935624,1,0,2,0,2,0,1,6,37275.0
4,0,22,3.1354942159291497,1,1,2,1,2,17,2.8903717578961645,0,2,2,3,7,23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,1,4,4,4,10,2.3978952727983707,1,1,1,0,3,0,37,3.6375861597263857,0,1,2,2,7,0,1,0,27676.0
0,0,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,0,6,0,36,3.6109179126442243,1,0,1,1,6,8,2.1972245773362196,1,1,2,3,1,8,1,0.6931471805599453,1,0,1,1,1,1,48,3.8918202981106265,1,0,3,6,8,1,1,6,20460.0
1,2,14,2.70805020110221,1,2,4,0,4,17,2.8903717578961645,0,2,2,3,7,8,2.1972245773362196,1,2,3,1,8,0,0.0,0,1,0,0,0,0,8,2.1972245773362196,1,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,1,1,2,7140.0
4,4,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,36,3.6109179126442243,1,0,1,1,6,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,33,3.5263605246161616,0,0,3,5,3,1,1,9,9900.0
1,4,24,3.2188758248682006,1,0,4,3,4,27,3.332204510175204,0,0,2,6,7,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,43,3.784189633918261,0,1,3,1,3,0,1,8,49896.0
6,2,15,2.772588722239781,0,0,0,1,5,21,3.091042453358316,0,0,1,0,1,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,1,0,0,3,3,3,8,2.1972245773362196,1,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,0,1,3,17010.0
0,4,16,2.833213344056216,1,1,1,2,6,25,3.258096538021482,0,1,0,4,5,29,3.4011973816621555,0,2,4,1,9,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,1,0,1,6,6,27,3.332204510175204,0,0,2,6,7,2,1,5,25200.0
3,0,15,2.772588722239781,0,0,0,1,5,16,2.833213344056216,1,1,1,2,6,27,3.332204510175204,0,0,2,6,7,8,2.1972245773362196,1,1,2,3,1,8,0,0.0,0,1,0,0,0,0,13,2.6390573296152584,0,1,3,6,3,1,1,1,11520.0
3,1,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,1,2,3,1,8,2,1.0986122886681098,1,1,2,2,2,2,47,3.871201010907891,0,2,2,5,7,1,1,3,23700.0
4,4,14,2.70805020110221,1,2,4,0,4,11,2.4849066497880004,0,2,1,4,1,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,1,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,2,1,6,5082.0
6,2,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,29,3.4011973816621555,0,2,4,1,9,2,1,4,14700.0
1,1,25,3.258096538021482,0,1,0,4,5,22,3.1354942159291497,1,1,2,1,2,38,3.6635616461296463,1,2,3,3,8,0,0.0,0,1,0,0,0,0,7,2.0794415416798357,1,0,1,2,0,7,23,3.1780538303479458,0,2,3,2,3,2,1,0,37400.0
3,2,29,3.4011973816621555,0,2,4,1,9,12,2.5649493574615367,1,0,2,5,2,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,42,3.7612001156935624,1,0,2,0,2,1,1,1,24360.0
6,4,24,3.2188758248682006,1,0,4,3,4,22,3.1354942159291497,1,1,2,1,2,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,26,3.295836866004329,1,2,1,5,6,0,1,3,31152.0
6,0,12,2.5649493574615367,1,0,2,5,2,29,3.4011973816621555,0,2,4,1,9,29,3.4011973816621555,0,2,4,1,9,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,19,2.995732273553991,0,1,4,5,9,1,1,2,17400.0
4,3,26,3.295836866004329,1,2,1,5,6,11,2.4849066497880004,0,2,1,4,1,33,3.5263605246161616,0,0,3,5,3,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,1,1,5,18018.0
4,3,28,3.367295829986474,1,1,3,0,8,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,1,0,2,0,5,5,36,3.6109179126442243,1,0,1,1,6,0,1,4,14840.0
1,4,27,3.332204510175204,0,0,2,6,7,21,3.091042453358316,0,0,1,0,1,27,3.332204510175204,0,0,2,6,7,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,1,0,2,0,5,5,26,3.295836866004329,1,2,1,5,6,0,1,6,33453.0
5,0,20,3.044522437723423,1,2,0,6,0,27,3.332204510175204,0,0,2,6,7,29,3.4011973816621555,0,2,4,1,9,7,2.0794415416798357,1,0,1,2,0,7,1,0.6931471805599453,1,0,1,1,1,1,27,3.332204510175204,0,0,2,6,7,1,1,6,34560.0
7,3,14,2.70805020110221,1,2,4,0,4,22,3.1354942159291497,1,1,2,1,2,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,1,2,3,1,8,1,0.6931471805599453,1,0,1,1,1,1,24,3.2188758248682006,1,0,4,3,4,0,1,7,16940.0
2,0,16,2.833213344056216,1,1,1,2,6,30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,7,2.0794415416798357,1,0,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,49,3.912023005428146,0,1,4,0,9,0,1,2,37920.0
1,4,26,3.295836866004329,1,2,1,5,6,13,2.6390573296152584,0,1,3,6,3,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,2,1,3,13520.0
4,0,22,3.1354942159291497,1,1,2,1,2,20,3.044522437723423,1,2,0,6,0,31,3.4657359027997265,0,1,1,3,1,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,1,1,1,24200.0
4,2,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,0,6,0,31,3.4657359027997265,0,1,1,3,1,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,40,3.713572066704308,1,1,0,5,0,2,1,1,15620.0
1,1,27,3.332204510175204,0,0,2,6,7,20,3.044522437723423,1,2,0,6,0,36,3.6109179126442243,1,0,1,1,6,6,1.9459101490553132,1,1,0,1,6,6,0,0.0,0,1,0,0,0,0,36,3.6109179126442243,1,0,1,1,6,2,1,3,42120.0
2,4,18,2.9444389791664403,1,0,3,4,8,22,3.1354942159291497,1,1,2,1,2,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,1,0,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,48,3.8918202981106265,1,0,3,6,8,0,1,4,27720.0
6,0,20,3.044522437723423,1,2,0,6,0,23,3.1780538303479458,0,2,3,2,3,13,2.6390573296152584,0,1,3,6,3,7,2.0794415416798357,1,0,1,2,0,7,0,0.0,0,1,0,0,0,0,22,3.1354942159291497,1,1,2,1,2,1,1,0,19320.0
0,3,10,2.3978952727983707,1,1,0,3,0,27,3.332204510175204,0,0,2,6,7,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,1,1,3,10260.0
4,2,21,3.091042453358316,0,0,1,0,1,21,3.091042453358316,0,0,1,0,1,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,1,0,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,44,3.8066624897703196,1,2,4,2,4,0,1,6,32193.0
6,3,15,2.772588722239781,0,0,0,1,5,28,3.367295829986474,1,1,3,0,8,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,2,1,5,14700.0
0,1,12,2.5649493574615367,1,0,2,5,2,27,3.332204510175204,0,0,2,6,7,19,2.995732273553991,0,1,4,5,9,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,29,3.4011973816621555,0,2,4,1,9,1,1,3,18144.0
1,0,30,3.4339872044851463,1,0,0,2,0,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,7,2.0794415416798357,1,0,1,2,0,7,0,0.0,0,1,0,0,0,0,14,2.70805020110221,1,2,4,0,4,0,1,2,38250.0
7,3,13,2.6390573296152584,0,1,3,6,3,26,3.295836866004329,1,2,1,5,6,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,1,0,0,3,3,3,0,0.0,0,1,0,0,0,0,12,2.5649493574615367,1,0,2,5,2,1,1,3,8112.0
1,1,25,3.258096538021482,0,1,0,4,5,17,2.8903717578961645,0,2,2,3,7,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,1,0,1,1,1,1,9,2.302585092994046,1,0,0,4,2,9,21,3.091042453358316,0,0,1,0,1,2,1,5,17850.0
4,3,12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,35,3.58351893845611,0,2,0,0,5,7,2.0794415416798357,1,0,1,2,0,7,8,2.1972245773362196,1,1,2,3,1,8,21,3.091042453358316,0,0,1,0,1,0,1,3,13632.0
1,3,23,3.1780538303479458,0,2,3,2,3,10,2.3978952727983707,1,1,0,3,0,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,35,3.58351893845611,0,2,0,0,5,1,1,6,17480.0
7,1,24,3.2188758248682006,1,0,4,3,4,22,3.1354942159291497,1,1,2,1,2,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,1,0,2,0,5,5,8,2.1972245773362196,1,1,2,3,1,8,33,3.5263605246161616,0,0,3,5,3,2,1,1,38016.0
7,0,27,3.332204510175204,0,0,2,6,7,18,2.9444389791664403,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,1,2,3,1,8,7,2.0794415416798357,1,0,1,2,0,7,38,3.6635616461296463,1,2,3,3,8,0,1,1,34506.0
1,4,14,2.70805020110221,1,2,4,0,4,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,1,0,1,6,6,4,1.6094379124341003,1,1,1,4,4,4,22,3.1354942159291497,1,1,2,1,2,2,2,2,10080.0
5,4,29,3.4011973816621555,0,2,4,1,9,30,3.4339872044851463,1,0,0,2,0,26,3.295836866004329,1,2,1,5,6,6,1.9459101490553132,1,1,0,1,6,6,7,2.0794415416798357,1,0,1,2,0,7,29,3.4011973816621555,0,2,4,1,9,2,1,2,59160.0
3,2,24,3.2188758248682006,1,0,4,3,4,29,3.4011973816621555,0,2,4,1,9,39,3.6888794541139363,0,0,4,4,9,4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,1,2,2,2,2,43,3.784189633918261,0,1,3,1,3,1,1,3,61248.0
3,3,24,3.2188758248682006,1,0,4,3,4,23,3.1780538303479458,0,2,3,2,3,14,2.70805020110221,1,2,4,0,4,8,2.1972245773362196,1,1,2,3,1,8,3,1.3862943611198906,1,0,0,3,3,3,33,3.5263605246161616,0,0,3,5,3,2,1,3,32016.0
6,1,18,2.9444389791664403,1,0,3,4,8,29,3.4011973816621555,0,2,4,1,9,34,3.5553480614894135,1,1,4,6,4,7,2.0794415416798357,1,0,1,2,0,7,10,2.3978952727983707,1,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,0,1,0,34452.0
2,2,14,2.70805020110221,1,2,4,0,4,17,2.8903717578961645,0,2,2,3,7,36,3.6109179126442243,1,0,1,1,6,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,2,1,2,15232.0
0,3,30,3.4339872044851463,1,0,0,2,0,30,3.4339872044851463,1,0,0,2,0,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,1,2,3,1,8,0,0.0,0,1,0,0,0,0,42,3.7612001156935624,1,0,2,0,2,0,2,1,64800.0
6,3,12,2.5649493574615367,1,0,2,5,2,29,3.4011973816621555,0,2,4,1,9,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,19,2.995732273553991,0,1,4,5,9,2,1,3,13920.0
1,2,20,3.044522437723423,1,2,0,6,0,28,3.367295829986474,1,1,3,0,8,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,1,0,2,0,5,5,9,2.302585092994046,1,0,0,4,2,9,17,2.8903717578961645,0,2,2,3,7,1,1,2,25200.0
5,0,17,2.8903717578961645,0,2,2,3,7,25,3.258096538021482,0,1,0,4,5,27,3.332204510175204,0,0,2,6,7,0,0.0,0,1,0,0,0,0,10,2.3978952727983707,1,1,1,0,3,0,35,3.58351893845611,0,2,0,0,5,0,1,0,30600.0
2,3,28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,0,6,0,33,3.5263605246161616,0,0,3,5,3,8,2.1972245773362196,1,1,2,3,1,8,5,1.791759469228055,1,0,2,0,5,5,39,3.6888794541139363,0,0,4,4,9,0,1,1,47600.0
1,3,26,3.295836866004329,1,2,1,5,6,22,3.1354942159291497,1,1,2,1,2,26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,1,0,0,3,3,3,4,1.6094379124341003,1,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,2,1,3,32604.0
0,1,21,3.091042453358316,0,0,1,0,1,19,2.995732273553991,0,1,4,5,9,19,2.995732273553991,0,1,4,5,9,7,2.0794415416798357,1,0,1,2,0,7,6,1.9459101490553132,1,1,0,1,6,6,29,3.4011973816621555,0,2,4,1,9,1,1,2,24339.0
7,4,15,2.772588722239781,0,0,0,1,5,14,2.70805020110221,1,2,4,0,4,17,2.8903717578961645,0,2,2,3,7,8,2.1972245773362196,1,1,2,3,1,8,7,2.0794415416798357,1,0,1,2,0,7,29,3.4011973816621555,0,2,4,1,9,2,1,1,12810.0
5,3,25,3.258096538021482,0,1,0,4,5,22,3.1354942159291497,1,1,2,1,2,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,1,0,1,6,6,46,3.8501476017100584,1,1,1,4,6,1,1,5,34100.0
4,0,21,3.091042453358316,0,0,1,0,1,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,39,3.6888794541139363,0,0,4,4,9,1,1,7,39375.0
6,0,19,2.995732273553991,0,1,4,5,9,13,2.6390573296152584,0,1,3,6,3,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,1,0,1,2,0,7,5,1.791759469228055,1,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,0,1,1,8892.0
4,4,18,2.9444389791664403,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,26,3.295836866004329,1,2,1,5,6,7,2.0794415416798357,1,0,1,2,0,7,5,1.791759469228055,1,0,2,0,5,5,47,3.871201010907891,0,2,2,5,7,0,1,1,27540.0
3,0,25,3.258096538021482,0,1,0,4,5,17,2.8903717578961645,0,2,2,3,7,33,3.5263605246161616,0,0,3,5,3,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,1,0,1,6,6,36,3.6109179126442243,1,0,1,1,6,1,1,4,33150.0
7,2,30,3.4339872044851463,1,0,0,2,0,27,3.332204510175204,0,0,2,6,7,34,3.5553480614894135,1,1,4,6,4,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,1,0,1,6,6,28,3.367295829986474,1,1,3,0,8,2,1,5,56700.0
7,2,22,3.1354942159291497,1,1,2,1,2,27,3.332204510175204,0,0,2,6,7,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,1,0,1,2,0,7,0,0.0,0,1,0,0,0,0,18,2.9444389791664403,1,0,3,4,8,0,1,0,24948.0
4,3,14,2.70805020110221,1,2,4,0,4,18,2.9444389791664403,1,0,3,4,8,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,42,3.7612001156935624,1,0,2,0,2,0,1,6,18396.0
1,3,28,3.367295829986474,1,1,3,0,8,24,3.2188758248682006,1,0,4,3,4,35,3.58351893845611,0,2,0,0,5,6,1.9459101490553132,1,1,0,1,6,6,0,0.0,0,1,0,0,0,0,42,3.7612001156935624,1,0,2,0,2,2,1,2,55776.0
2,3,17,2.8903717578961645,0,2,2,3,7,13,2.6390573296152584,0,1,3,6,3,16,2.833213344056216,1,1,1,2,6,8,2.1972245773362196,1,1,2,3,1,8,8,2.1972245773362196,1,1,2,3,1,8,48,3.8918202981106265,1,0,3,6,8,1,1,6,17680.0
7,4,21,3.091042453358316,0,0,1,0,1,22,3.1354942159291497,1,1,2,1,2,34,3.5553480614894135,1,1,4,6,4,6,1.9459101490553132,1,1,0,1,6,6,0,0.0,0,1,0,0,0,0,41,3.7376696182833684,0,2,1,6,1,1,1,0,37422.0
4,2,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,1,4,4,4,7,2.0794415416798357,1,0,1,2,0,7,50,3.9318256327243257,1,2,0,1,0,1,1,3,29100.0
