slot_base_price,slot_base_price_abs_log1p,slot_base_price_is_even,slot_base_price_mod3,slot_base_price_mod7,slot_base_price_mod10,slot_inc_pct,slot_inc_pct_abs_log1p,slot_inc_pct_is_even,slot_inc_pct_mod3,slot_inc_pct_mod7,slot_inc_pct_mod10,slot_dec_pct,slot_dec_pct_abs_log1p,slot_dec_pct_is_even,slot_dec_pct_mod3,slot_dec_pct_mod7,slot_dec_pct_mod10,slot_currency,slot_item,slot_month1,slot_month2,slot_month3,gcd_all,n_multiple_pairs,y
275,5.62040086571715,0,2,2,5,5,1.791759469228055,0,2,5,5,75,4.330733340286331,0,0,5,5,1,9,7,8,9,5,2,72.19
460,6.133398042996649,1,1,5,0,75,4.330733340286331,0,0,5,5,80,4.394449154672439,1,2,3,0,0,0,10,9,9,5,0,161.0
425,6.054439346269371,0,2,5,5,5,1.791759469228055,0,2,5,5,10,2.3978952727983707,1,1,3,0,3,7,1,7,4,5,2,401.62
340,5.831882477283517,1,1,4,0,25,3.258096538021482,0,1,4,5,70,4.2626798770413155,1,1,0,0,0,2,11,1,6,5,0,127.5
350,5.860786223465865,1,2,0,0,100,4.61512051684126,1,1,2,0,60,4.110873864173311,1,0,4,0,3,3,7,7,2,10,0,280.0
350,5.860786223465865,1,2,0,0,70,4.2626798770413155,1,1,0,0,45,3.828641396489095,0,0,3,5,3,3,7,3,3,5,1,327.25
440,6.089044875446846,1,2,6,0,80,4.394449154672439,1,2,3,0,55,4.02535169073515,0,1,6,5,2,5,1,6,4,5,1,356.4
125,4.836281906951478,0,2,6,5,5,1.791759469228055,0,2,5,5,90,4.51085950651685,1,0,6,0,3,6,8,7,1,5,2,13.12
190,5.25227342804663,1,1,1,0,90,4.51085950651685,1,0,6,0,15,2.772588722239781,0,0,1,5,0,3,2,10,8,5,1,306.85
405,6.0063531596017325,0,0,6,5,40,3.713572066704308,1,1,5,0,30,3.4339872044851463,1,0,2,0,1,1,11,11,8,5,0,396.9
250,5.5254529391317835,1,1,5,0,75,4.330733340286331,0,0,5,5,75,4.330733340286331,0,0,5,5,0,8,11,0,4,25,1,109.38
155,5.049856007249537,0,2,1,5,20,3.044522437723423,1,2,6,0,20,3.044522437723423,1,2,6,0,2,9,5,10,6,5,1,148.8
335,5.817111159963204,0,2,6,5,25,3.258096538021482,0,1,4,5,35,3.58351893845611,0,2,0,5,1,9,10,3,4,5,0,272.19
335,5.817111159963204,0,2,6,5,25,3.258096538021482,0,1,4,5,90,4.51085950651685,1,0,6,0,2,4,4,10,7,5,0,41.87
350,5.860786223465865,1,2,0,0,40,3.713572066704308,1,1,5,0,65,4.189654742026425,0,2,2,5,2,4,3,4,8,5,0,171.5
190,5.25227342804663,1,1,1,0,75,4.330733340286331,0,0,5,5,35,3.58351893845611,0,2,0,5,2,2,1,11,2,5,0,216.12
240,5.484796933490655,1,0,2,0,100,4.61512051684126,1,1,2,0,35,3.58351893845611,0,2,0,5,2,2,11,1,9,5,0,312.0
380,5.942799375126701,1,2,2,0,70,4.2626798770413155,1,1,0,0,55,4.02535169073515,0,1,6,5,3,3,11,7,10,5,0,290.7
345,5.846438775057725,0,0,2,5,15,2.772588722239781,0,0,1,5,15,2.772588722239781,0,0,1,5,3,3,7,5,10,15,3,337.24
260,5.564520407322694,1,2,1,0,90,4.51085950651685,1,0,6,0,25,3.258096538021482,0,1,4,5,1,5,4,1,7,5,0,370.5
485,6.186208623900494,0,2,2,5,75,4.330733340286331,0,0,5,5,80,4.394449154672439,1,2,3,0,1,6,9,3,2,5,0,169.75
80,4.394449154672439,1,2,3,0,75,4.330733340286331,0,0,5,5,65,4.189654742026425,0,2,2,5,3,5,0,2,5,5,0,49.0
15,2.772588722239781,0,0,1,5,15,2.772588722239781,0,0,1,5,55,4.02535169073515,0,1,6,5,2,0,1,10,3,5,1,7.76
305,5.723585101952381,0,2,4,5,30,3.4339872044851463,1,0,2,0,90,4.51085950651685,1,0,6,0,2,8,7,3,4,5,1,39.65
70,4.2626798770413155,1,1,0,0,75,4.330733340286331,0,0,5,5,30,3.4339872044851463,1,0,2,0,1,9,3,6,7,5,0,85.75
235,5.4638318050256105,0,1,4,5,50,3.9318256327243257,1,2,1,0,60,4.110873864173311,1,0,4,0,3,0,10,2,5,5,0,141.0
60,4.110873864173311,1,0,4,0,120,4.795790545596741,1,0,1,0,10,2.3978952727983707,1,1,3,0,1,9,5,9,9,10,3,118.8
400,5.993961427306569,1,1,1,0,10,2.3978952727983707,1,1,3,0,65,4.189654742026425,0,2,2,5,1,0,6,4,3,5,1,154.0
380,5.942799375126701,1,2,2,0,20,3.044522437723423,1,2,6,0,50,3.9318256327243257,1,2,1,0,2,3,5,4,11,10,1,228.0
315,5.755742213586912,0,0,0,5,20,3.044522437723423,1,2,6,0,5,1.791759469228055,0,2,5,5,3,1,11,1,10,5,2,359.1
360,5.8888779583328805,1,0,3,0,10,2.3978952727983707,1,1,3,0,25,3.258096538021482,0,1,4,5,2,6,11,10,3,5,1,297.0
345,5.846438775057725,0,0,2,5,80,4.394449154672439,1,2,3,0,30,3.4339872044851463,1,0,2,0,2,2,8,5,7,5,0,434.7
120,4.795790545596741,1,0,1,0,20,3.044522437723423,1,2,6,0,50,3.9318256327243257,1,2,1,0,2,6,3,4,4,10,1,72.0
80,4.394449154672439,1,2,3,0,40,3.713572066704308,1,1,5,0,35,3.58351893845611,0,2,0,5,2,7,3,7,1,5,1,72.8
110,4.709530201312334,1,2,5,0,80,4.394449154672439,1,2,3,0,45,3.828641396489095,0,0,3,5,0,9,7,5,11,5,0,108.9
110,4.709530201312334,1,2,5,0,100,4.61512051684126,1,1,2,0,30,3.4339872044851463,1,0,2,0,3,6,2,4,2,10,0,154.0
355,5.87493073085203,0,1,5,5,80,4.394449154672439,1,2,3,0,70,4.2626798770413155,1,1,0,0,3,5,8,10,0,5,0,191.7
245,5.5053315359323625,0,2,0,5,100,4.61512051684126,1,1,2,0,5,1.791759469228055,0,2,5,5,3,6,3,6,10,5,2,465.5
60,4.110873864173311,1,0,4,0,10,2.3978952727983707,1,1,3,0,35,3.58351893845611,0,2,0,5,3,3,11,9,6,5,1,42.9
200,5.303304908059076,1,2,4,0,50,3.9318256327243257,1,2,1,0,60,4.110873864173311,1,0,4,0,1,2,10,4,7,10,1,120.0
240,5.484796933490655,1,0,2,0,75,4.330733340286331,0,0,5,5,25,3.258096538021482,0,1,4,5,1,4,5,2,6,5,1,315.0
60,4.110873864173311,1,0,4,0,120,4.795790545596741,1,0,1,0,15,2.772588722239781,0,0,1,5,0,6,4,6,10,15,3,112.2
460,6.133398042996649,1,1,5,0,70,4.2626798770413155,1,1,0,0,50,3.9318256327243257,1,2,1,0,1,7,5,2,7,10,0,391.0
135,4.912654885736052,0,0,2,5,75,4.330733340286331,0,0,5,5,10,2.3978952727983707,1,1,3,0,0,6,5,9,2,5,0,212.62
80,4.394449154672439,1,2,3,0,30,3.4339872044851463,1,0,2,0,90,4.51085950651685,1,0,6,0,2,7,3,3,8,10,1,10.4
200,5.303304908059076,1,2,4,0,90,4.51085950651685,1,0,6,0,55,4.02535169073515,0,1,6,5,2,1,3,4,7,5,0,171.0
160,5.081404364984463,1,1,6,0,50,3.9318256327243257,1,2,1,0,10,2.3978952727983707,1,1,3,0,1,1,9,1,4,10,2,216.0
260,5.564520407322694,1,2,1,0,40,3.713572066704308,1,1,5,0,5,1.791759469228055,0,2,5,5,3,2,2,9,1,5,2,345.8
490,6.19644412779452,1,1,0,0,40,3.713572066704308,1,1,5,0,90,4.51085950651685,1,0,6,0,1,7,6,2,7,10,0,68.6
60,4.110873864173311,1,0,4,0,70,4.2626798770413155,1,1,0,0,60,4.110873864173311,1,0,4,0,3,6,6,3,11,10,1,40.8
155,5.049856007249537,0,2,1,5,100,4.61512051684126,1,1,2,0,40,3.713572066704308,1,1,5,0,3,8,8,11,7,5,0,186.0
195,5.278114659230517,0,0,6,5,120,4.795790545596741,1,0,1,0,80,4.394449154672439,1,2,3,0,0,9,1,8,6,5,0,85.8
240,5.484796933490655,1,0,2,0,120,4.795790545596741,1,0,1,0,45,3.828641396489095,0,0,3,5,3,0,10,6,2,15,1,290.4
380,5.942799375126701,1,2,2,0,90,4.51085950651685,1,0,6,0,25,3.258096538021482,0,1,4,5,3,4,7,10,11,5,0,541.5
435,6.077642243349034,0,0,1,5,5,1.791759469228055,0,2,5,5,75,4.330733340286331,0,0,5,5,0,0,5,10,1,5,2,114.19
150,5.017279836814924,1,0,3,0,5,1.791759469228055,0,2,5,5,20,3.044522437723423,1,2,6,0,3,9,11,2,9,5,2,126.0
420,6.042632833682381,1,0,0,0,25,3.258096538021482,0,1,4,5,50,3.9318256327243257,1,2,1,0,1,3,11,3,5,5,1,262.5
455,6.1224928095143865,0,2,0,5,70,4.2626798770413155,1,1,0,0,20,3.044522437723423,1,2,6,0,3,4,3,5,4,5,0,618.8
230,5.442417710521793,1,2,6,0,20,3.044522437723423,1,2,6,0,90,4.51085950651685,1,0,6,0,0,5,2,0,4,10,0,27.6
140,4.948759890378168,1,2,0,0,80,4.394449154672439,1,2,3,0,40,3.713572066704308,1,1,5,0,0,5,11,11,8,20,1,151.2
75,4.330733340286331,0,0,5,5,40,3.713572066704308,1,1,5,0,10,2.3978952727983707,1,1,3,0,2,2,1,10,10,5,1,94.5
155,5.049856007249537,0,2,1,5,20,3.044522437723423,1,2,6,0,80,4.394449154672439,1,2,3,0,1,0,6,7,6,5,1,37.2
90,4.51085950651685,1,0,6,0,70,4.2626798770413155,1,1,0,0,15,2.772588722239781,0,0,1,5,1,7,7,4,0,5,1,130.05
270,5.602118820879701,1,0,4,0,100,4.61512051684126,1,1,2,0,50,3.9318256327243257,1,2,1,0,2,8,7,2,1,10,1,270.0
360,5.8888779583328805,1,0,3,0,70,4.2626798770413155,1,1,0,0,60,4.110873864173311,1,0,4,0,1,0,6,9,7,10,1,244.8
55,4.02535169073515,0,1,6,5,40,3.713572066704308,1,1,5,0,65,4.189654742026425,0,2,2,5,1,3,4,8,1,5,0,26.95
200,5.303304908059076,1,2,4,0,60,4.110873864173311,1,0,4,0,5,1.791759469228055,0,2,5,5,1,0,11,2,6,5,2,304.0
360,5.8888779583328805,1,0,3,0,5,1.791759469228055,0,2,5,5,15,2.772588722239781,0,0,1,5,2,7,11,0,9,5,3,321.3
490,6.19644412779452,1,1,0,0,10,2.3978952727983707,1,1,3,0,50,3.9318256327243257,1,2,1,0,2,4,0,9,7,10,2,269.5
285,5.655991810819852,0,0,5,5,50,3.9318256327243257,1,2,1,0,70,4.2626798770413155,1,1,0,0,0,9,9,9,0,5,0,128.25
200,5.303304908059076,1,2,4,0,30,3.4339872044851463,1,0,2,0,20,3.044522437723423,1,2,6,0,3,7,1,0,4,10,1,208.0
395,5.981414211254481,0,2,3,5,5,1.791759469228055,0,2,5,5,60,4.110873864173311,1,0,4,0,0,1,3,4,4,5,2,165.9
380,5.942799375126701,1,2,2,0,20,3.044522437723423,1,2,6,0,75,4.330733340286331,0,0,5,5,1,9,6,6,7,5,1,114.0
155,5.049856007249537,0,2,1,5,80,4.394449154672439,1,2,3,0,90,4.51085950651685,1,0,6,0,2,4,2,5,7,5,0,27.9
465,6.144185634125646,0,0,3,5,50,3.9318256327243257,1,2,1,0,40,3.713572066704308,1,1,5,0,3,6,1,9,4,5,0,418.5
495,6.206575926724928,0,0,5,5,10,2.3978952727983707,1,1,3,0,65,4.189654742026425,0,2,2,5,3,8,2,7,4,5,0,190.57
180,5.198497031265826,1,0,5,0,20,3.044522437723423,1,2,6,0,5,1.791759469228055,0,2,5,5,0,7,10,1,5,5,3,205.2
360,5.8888779583328805,1,0,3,0,15,2.772588722239781,0,0,1,5,10,2.3978952727983707,1,1,3,0,1,3,5,4,0,5,2,372.6
480,6.175867270105761,1,0,4,0,40,3.713572066704308,1,1,5,0,45,3.828641396489095,0,0,3,5,2,7,0,5,7,5,1,369.6
455,6.1224928095143865,0,2,0,5,30,3.4339872044851463,1,0,2,0,90,4.51085950651685,1,0,6,0,0,9,7,1,10,5,1,59.15
335,5.817111159963204,0,2,6,5,25,3.258096538021482,0,1,4,5,35,3.58351893845611,0,2,0,5,0,6,0,6,2,5,0,272.19
160,5.081404364984463,1,1,6,0,10,2.3978952727983707,1,1,3,0,15,2.772588722239781,0,0,1,5,3,4,6,7,3,5,1,149.6
80,4.394449154672439,1,2,3,0,80,4.394449154672439,1,2,3,0,80,4.394449154672439,1,2,3,0,1,4,9,10,10,80,3,28.8
95,4.564348191467836,0,2,4,5,50,3.9318256327243257,1,2,1,0,65,4.189654742026425,0,2,2,5,1,9,10,6,0,5,0,49.88
215,5.375278407684165,0,2,5,5,40,3.713572066704308,1,1,5,0,10,2.3978952727983707,1,1,3,0,2,4,0,7,1,5,1,270.9
465,6.144185634125646,0,0,3,5,90,4.51085950651685,1,0,6,0,15,2.772588722239781,0,0,1,5,0,1,9,2,6,15,2,750.98
225,5.420534999272286,0,0,1,5,120,4.795790545596741,1,0,1,0,35,3.58351893845611,0,2,0,5,2,7,11,9,1,5,0,321.75
55,4.02535169073515,0,1,6,5,60,4.110873864173311,1,0,4,0,10,2.3978952727983707,1,1,3,0,1,1,5,3,11,5,1,79.2
325,5.786897381366708,0,1,3,5,100,4.61512051684126,1,1,2,0,50,3.9318256327243257,1,2,1,0,2,5,9,5,2,25,1,325.0
245,5.5053315359323625,0,2,0,5,50,3.9318256327243257,1,2,1,0,65,4.189654742026425,0,2,2,5,3,0,4,1,8,5,0,128.62
270,5.602118820879701,1,0,4,0,50,3.9318256327243257,1,2,1,0,10,2.3978952727983707,1,1,3,0,1,5,4,6,8,10,2,364.5
495,6.206575926724928,0,0,5,5,5,1.791759469228055,0,2,5,5,20,3.044522437723423,1,2,6,0,1,3,0,0,8,5,2,415.8
400,5.993961427306569,1,1,1,0,50,3.9318256327243257,1,2,1,0,20,3.044522437723423,1,2,6,0,3,5,3,3,11,10,2,480.0
335,5.817111159963204,0,2,6,5,70,4.2626798770413155,1,1,0,0,30,3.4339872044851463,1,0,2,0,1,0,9,1,0,5,0,398.65
15,2.772588722239781,0,0,1,5,30,3.4339872044851463,1,0,2,0,15,2.772588722239781,0,0,1,5,1,4,6,10,5,15,3,16.57
435,6.077642243349034,0,0,1,5,50,3.9318256327243257,1,2,1,0,30,3.4339872044851463,1,0,2,0,3,6,8,8,5,5,0,456.75
240,5.484796933490655,1,0,2,0,30,3.4339872044851463,1,0,2,0,60,4.110873864173311,1,0,4,0,2,7,2,9,8,30,3,124.8
90,4.51085950651685,1,0,6,0,5,1.791759469228055,0,2,5,5,45,3.828641396489095,0,0,3,5,1,0,10,8,7,5,3,51.98
475,6.16541785423142,0,1,6,5,100,4.61512051684126,1,1,2,0,25,3.258096538021482,0,1,4,5,1,8,5,2,9,25,2,712.5
310,5.739792912179234,1,1,2,0,50,3.9318256327243257,1,2,1,0,70,4.2626798770413155,1,1,0,0,0,5,7,2,9,10,0,139.5
425,6.054439346269371,0,2,5,5,75,4.330733340286331,0,0,5,5,35,3.58351893845611,0,2,0,5,3,0,5,7,2,5,0,483.44
10,2.3978952727983707,1,1,3,0,80,4.394449154672439,1,2,3,0,20,3.044522437723423,1,2,6,0,0,6,11,0,11,10,3,14.4
460,6.133398042996649,1,1,5,0,5,1.791759469228055,0,2,5,5,15,2.772588722239781,0,0,1,5,1,4,3,2,3,5,2,410.55
430,6.066108090103747,1,1,3,0,60,4.110873864173311,1,0,4,0,35,3.58351893845611,0,2,0,5,1,8,4,11,2,5,0,447.2
170,5.14166355650266,1,2,2,0,60,4.110873864173311,1,0,4,0,45,3.828641396489095,0,0,3,5,0,1,9,10,5,5,0,149.6
280,5.638354669333745,1,1,0,0,100,4.61512051684126,1,1,2,0,30,3.4339872044851463,1,0,2,0,3,5,3,2,10,10,0,392.0
150,5.017279836814924,1,0,3,0,90,4.51085950651685,1,0,6,0,10,2.3978952727983707,1,1,3,0,2,0,5,3,2,10,2,256.5
55,4.02535169073515,0,1,6,5,50,3.9318256327243257,1,2,1,0,40,3.713572066704308,1,1,5,0,3,5,7,8,8,5,0,49.5
295,5.69035945432406,0,1,1,5,70,4.2626798770413155,1,1,0,0,10,2.3978952727983707,1,1,3,0,1,7,3,4,4,5,1,451.35
130,4.875197323201151,1,1,4,0,75,4.330733340286331,0,0,5,5,40,3.713572066704308,1,1,5,0,3,3,6,6,3,5,0,136.5
140,4.948759890378168,1,2,0,0,75,4.330733340286331,0,0,5,5,50,3.9318256327243257,1,2,1,0,0,0,8,11,7,5,0,122.5
220,5.3981627015177525,1,1,3,0,80,4.394449154672439,1,2,3,0,20,3.044522437723423,1,2,6,0,2,6,11,4,1,20,2,316.8
40,3.713572066704308,1,1,5,0,120,4.795790545596741,1,0,1,0,75,4.330733340286331,0,0,5,5,2,3,4,5,5,5,1,22.0
85,4.454347296253507,0,1,1,5,5,1.791759469228055,0,2,5,5,15,2.772588722239781,0,0,1,5,0,0,3,10,3,5,2,75.86
430,6.066108090103747,1,1,3,0,70,4.2626798770413155,1,1,0,0,50,3.9318256327243257,1,2,1,0,2,1,4,2,2,10,0,365.5
130,4.875197323201151,1,1,4,0,15,2.772588722239781,0,0,1,5,90,4.51085950651685,1,0,6,0,1,0,11,1,1,5,1,14.95
465,6.144185634125646,0,0,3,5,10,2.3978952727983707,1,1,3,0,25,3.258096538021482,0,1,4,5,0,3,4,5,7,5,0,383.63
325,5.786897381366708,0,1,3,5,30,3.4339872044851463,1,0,2,0,65,4.189654742026425,0,2,2,5,2,5,7,1,0,5,1,147.88
265,5.583496308781699,0,1,6,5,80,4.394449154672439,1,2,3,0,15,2.772588722239781,0,0,1,5,2,8,7,5,8,5,0,405.45
45,3.828641396489095,0,0,3,5,30,3.4339872044851463,1,0,2,0,45,3.828641396489095,0,0,3,5,3,8,6,6,3,15,1,32.18
400,5.993961427306569,1,1,1,0,60,4.110873864173311,1,0,4,0,90,4.51085950651685,1,0,6,0,1,3,3,0,4,10,0,64.0
470,6.154858094016418,1,2,1,0,5,1.791759469228055,0,2,5,5,20,3.044522437723423,1,2,6,0,2,4,7,8,10,5,2,394.8
120,4.795790545596741,1,0,1,0,90,4.51085950651685,1,0,6,0,75,4.330733340286331,0,0,5,5,3,4,5,9,2,15,0,57.0
180,5.198497031265826,1,0,5,0,50,3.9318256327243257,1,2,1,0,80,4.394449154672439,1,2,3,0,2,8,9,0,10,10,0,54.0
100,4.61512051684126,1,1,2,0,100,4.61512051684126,1,1,2,0,15,2.772588722239781,0,0,1,5,3,6,3,10,4,5,1,170.0
195,5.278114659230517,0,0,6,5,50,3.9318256327243257,1,2,1,0,55,4.02535169073515,0,1,6,5,2,8,3,11,3,5,0,131.62
440,6.089044875446846,1,2,6,0,10,2.3978952727983707,1,1,3,0,60,4.110873864173311,1,0,4,0,0,7,3,1,1,10,2,193.6
480,6.175867270105761,1,0,4,0,60,4.110873864173311,1,0,4,0,10,2.3978952727983707,1,1,3,0,0,4,10,3,1,10,3,691.2
65,4.189654742026425,0,2,2,5,40,3.713572066704308,1,1,5,0,25,3.258096538021482,0,1,4,5,0,8,9,1,5,5,0,68.25
490,6.19644412779452,1,1,0,0,70,4.2626798770413155,1,1,0,0,40,3.713572066704308,1,1,5,0,2,0,4,1,8,10,1,499.8
25,3.258096538021482,0,1,4,5,75,4.330733340286331,0,0,5,5,60,4.110873864173311,1,0,4,0,0,8,11,10,6,5,1,17.5
270,5.602118820879701,1,0,4,0,75,4.330733340286331,0,0,5,5,20,3.044522437723423,1,2,6,0,3,4,1,3,5,5,0,378.0
485,6.186208623900494,0,2,2,5,70,4.2626798770413155,1,1,0,0,50,3.9318256327243257,1,2,1,0,3,8,6,10,5,5,0,412.25
110,4.709530201312334,1,2,5,0,10,2.3978952727983707,1,1,3,0,40,3.713572066704308,1,1,5,0,0,0,5,10,6,10,2,72.6
230,5.442417710521793,1,2,6,0,20,3.044522437723423,1,2,6,0,80,4.394449154672439,1,2,3,0,3,3,3,6,6,10,1,55.2
240,5.484796933490655,1,0,2,0,10,2.3978952727983707,1,1,3,0,15,2.772588722239781,0,0,1,5,3,4,1,4,0,5,2,224.4
200,5.303304908059076,1,2,4,0,5,1.791759469228055,0,2,5,5,55,4.02535169073515,0,1,6,5,0,9,3,7,9,5,2,94.5
310,5.739792912179234,1,1,2,0,5,1.791759469228055,0,2,5,5,60,4.110873864173311,1,0,4,0,0,8,0,8,5,5,2,130.2
410,6.018593214496234,1,2,4,0,75,4.330733340286331,0,0,5,5,35,3.58351893845611,0,2,0,5,2,8,11,8,6,5,0,466.38
165,5.111987788356544,0,0,4,5,60,4.110873864173311,1,0,4,0,65,4.189654742026425,0,2,2,5,0,2,5,10,0,5,0,92.4
220,5.3981627015177525,1,1,3,0,90,4.51085950651685,1,0,6,0,80,4.394449154672439,1,2,3,0,0,4,8,10,0,10,0,83.6
175,5.170483995038151,0,1,0,5,20,3.044522437723423,1,2,6,0,45,3.828641396489095,0,0,3,5,2,5,1,11,0,5,0,115.5
20,3.044522437723423,1,2,6,0,20,3.044522437723423,1,2,6,0,90,4.51085950651685,1,0,6,0,3,2,3,1,8,10,1,2.4
445,6.100318952020064,0,1,4,5,30,3.4339872044851463,1,0,2,0,75,4.330733340286331,0,0,5,5,3,7,5,1,9,5,0,144.62
480,6.175867270105761,1,0,4,0,75,4.330733340286331,0,0,5,5,40,3.713572066704308,1,1,5,0,3,0,10,8,4,5,1,504.0
325,5.786897381366708,0,1,3,5,75,4.330733340286331,0,0,5,5,75,4.330733340286331,0,0,5,5,0,7,0,7,3,25,1,142.19
95,4.564348191467836,0,2,4,5,30,3.4339872044851463,1,0,2,0,70,4.2626798770413155,1,1,0,0,1,8,10,6,2,5,0,37.05
405,6.0063531596017325,0,0,6,5,120,4.795790545596741,1,0,1,0,75,4.330733340286331,0,0,5,5,0,4,9,9,3,15,0,222.75
365,5.902633333401366,0,2,1,5,40,3.713572066704308,1,1,5,0,45,3.828641396489095,0,0,3,5,3,5,10,4,2,5,0,281.05
400,5.993961427306569,1,1,1,0,10,2.3978952727983707,1,1,3,0,30,3.4339872044851463,1,0,2,0,2,3,10,2,3,10,2,308.0
110,4.709530201312334,1,2,5,0,60,4.110873864173311,1,0,4,0,25,3.258096538021482,0,1,4,5,3,4,11,9,1,5,0,132.0
80,4.394449154672439,1,2,3,0,5,1.791759469228055,0,2,5,5,20,3.044522437723423,1,2,6,0,0,9,6,7,10,5,3,67.2
295,5.69035945432406,0,1,1,5,75,4.330733340286331,0,0,5,5,15,2.772588722239781,0,0,1,5,2,2,10,4,2,5,1,438.81
170,5.14166355650266,1,2,2,0,75,4.330733340286331,0,0,5,5,70,4.2626798770413155,1,1,0,0,2,5,5,8,7,5,0,89.25
145,4.983606621708336,0,1,5,5,80,4.394449154672439,1,2,3,0,45,3.828641396489095,0,0,3,5,2,8,9,4,0,5,0,143.55
475,6.16541785423142,0,1,6,5,75,4.330733340286331,0,0,5,5,60,4.110873864173311,1,0,4,0,3,4,4,10,0,5,0,332.5
295,5.69035945432406,0,1,1,5,60,4.110873864173311,1,0,4,0,35,3.58351893845611,0,2,0,5,2,5,5,9,11,5,0,306.8
390,5.968707559985366,1,0,5,0,20,3.044522437723423,1,2,6,0,60,4.110873864173311,1,0,4,0,0,8,8,4,10,10,1,187.2
90,4.51085950651685,1,0,6,0,100,4.61512051684126,1,1,2,0,30,3.4339872044851463,1,0,2,0,3,3,6,6,7,10,1,126.0
445,6.100318952020064,0,1,4,5,20,3.044522437723423,1,2,6,0,5,1.791759469228055,0,2,5,5,1,6,11,10,3,5,2,507.3
375,5.929589143389895,0,0,4,5,10,2.3978952727983707,1,1,3,0,55,4.02535169073515,0,1,6,5,1,0,8,3,5,5,0,185.62
40,3.713572066704308,1,1,5,0,20,3.044522437723423,1,2,6,0,60,4.110873864173311,1,0,4,0,0,8,3,10,2,20,2,19.2
400,5.993961427306569,1,1,1,0,120,4.795790545596741,1,0,1,0,60,4.110873864173311,1,0,4,0,2,3,5,0,10,20,1,352.0
70,4.2626798770413155,1,1,0,0,120,4.795790545596741,1,0,1,0,5,1.791759469228055,0,2,5,5,1,3,10,6,10,5,2,146.3
105,4.663439094112067,0,0,0,5,30,3.4339872044851463,1,0,2,0,50,3.9318256327243257,1,2,1,0,1,6,4,10,8,5,0,68.25
115,4.7535901911063645,0,1,3,5,50,3.9318256327243257,1,2,1,0,70,4.2626798770413155,1,1,0,0,0,4,1,8,3,5,0,51.75
425,6.054439346269371,0,2,5,5,10,2.3978952727983707,1,1,3,0,20,3.044522437723423,1,2,6,0,2,5,4,11,9,5,1,374.0
400,5.993961427306569,1,1,1,0,80,4.394449154672439,1,2,3,0,70,4.2626798770413155,1,1,0,0,0,8,3,11,2,10,1,216.0
170,5.14166355650266,1,2,2,0,90,4.51085950651685,1,0,6,0,5,1.791759469228055,0,2,5,5,0,6,11,6,4,5,2,306.85
80,4.394449154672439,1,2,3,0,80,4.394449154672439,1,2,3,0,70,4.2626798770413155,1,1,0,0,3,6,6,5,6,10,1,43.2
100,4.61512051684126,1,1,2,0,15,2.772588722239781,0,0,1,5,35,3.58351893845611,0,2,0,5,3,7,5,1,1,5,0,74.75
200,5.303304908059076,1,2,4,0,70,4.2626798770413155,1,1,0,0,10,2.3978952727983707,1,1,3,0,1,4,11,7,6,10,2,306.0
270,5.602118820879701,1,0,4,0,5,1.791759469228055,0,2,5,5,30,3.4339872044851463,1,0,2,0,2,6,8,3,6,5,3,198.45
475,6.16541785423142,0,1,6,5,60,4.110873864173311,1,0,4,0,80,4.394449154672439,1,2,3,0,1,9,0,5,7,5,0,152.0
470,6.154858094016418,1,2,1,0,15,2.772588722239781,0,0,1,5,50,3.9318256327243257,1,2,1,0,2,6,3,11,6,5,0,270.25
375,5.929589143389895,0,0,4,5,75,4.330733340286331,0,0,5,5,30,3.4339872044851463,1,0,2,0,3,1,9,1,5,15,1,459.37
390,5.968707559985366,1,0,5,0,50,3.9318256327243257,1,2,1,0,90,4.51085950651685,1,0,6,0,3,5,3,6,0,10,0,58.5
385,5.955837369464831,0,1,0,5,30,3.4339872044851463,1,0,2,0,80,4.394449154672439,1,2,3,0,3,1,0,5,7,5,0,100.1
410,6.018593214496234,1,2,4,0,20,3.044522437723423,1,2,6,0,25,3.258096538021482,0,1,4,5,0,3,1,6,10,5,0,369.0
340,5.831882477283517,1,1,4,0,25,3.258096538021482,0,1,4,5,80,4.394449154672439,1,2,3,0,3,2,7,6,5,5,0,85.0
205,5.327876168789581,0,1,2,5,20,3.044522437723423,1,2,6,0,5,1.791759469228055,0,2,5,5,1,2,6,3,5,5,2,233.7
270,5.602118820879701,1,0,4,0,50,3.9318256327243257,1,2,1,0,45,3.828641396489095,0,0,3,5,1,4,8,10,10,5,1,222.75
325,5.786897381366708,0,1,3,5,40,3.713572066704308,1,1,5,0,70,4.2626798770413155,1,1,0,0,0,1,10,1,9,5,0,136.5
175,5.170483995038151,0,1,0,5,75,4.330733340286331,0,0,5,5,45,3.828641396489095,0,0,3,5,1,8,0,3,4,5,0,168.44
220,5.3981627015177525,1,1,3,0,120,4.795790545596741,1,0,1,0,15,2.772588722239781,0,0,1,5,1,7,4,8,9,5,1,411.4
465,6.144185634125646,0,0,3,5,70,4.2626798770413155,1,1,0,0,5,1.791759469228055,0,2,5,5,1,3,3,1,9,5,2,750.97
10,2.3978952727983707,1,1,3,0,30,3.4339872044851463,1,0,2,0,35,3.58351893845611,0,2,0,5,0,3,10,10,11,5,1,8.45
385,5.955837369464831,0,1,0,5,10,2.3978952727983707,1,1,3,0,55,4.02535169073515,0,1,6,5,1,4,4,6,2,5,1,190.58
385,5.955837369464831,0,1,0,5,60,4.110873864173311,1,0,4,0,80,4.394449154672439,1,2,3,0,3,9,9,3,6,5,0,123.2
