slot_person1,slot_person2,slot_item1,slot_item2,slot_currency_symbol,slot_rate1,slot_rate1_abs_log1p,slot_rate1_is_even,slot_rate1_mod3,slot_rate1_mod5,slot_rate1_mod7,slot_rate1_mod10,slot_rate2,slot_rate2_abs_log1p,slot_rate2_is_even,slot_rate2_mod3,slot_rate2_mod5,slot_rate2_mod7,slot_rate2_mod10,slot_hours1,slot_hours1_abs_log1p,slot_hours1_is_even,slot_hours1_mod3,slot_hours1_mod5,slot_hours1_mod7,slot_hours1_mod10,slot_hours2,slot_hours2_abs_log1p,slot_hours2_is_even,slot_hours2_mod3,slot_hours2_mod5,slot_hours2_mod7,slot_hours2_mod10,gcd_all,n_multiple_pairs,y
18,10,9,10,2,35,3.58351893845611,0,2,0,0,5,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,1,275.0
17,1,10,11,2,30,3.4339872044851463,1,0,0,2,0,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,2,1,416.0
17,3,1,2,0,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,2,1,140.0
5,12,8,0,0,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,1,196.0
14,2,6,4,2,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,1,3,102.0
2,12,0,8,3,60,4.110873864173311,1,0,0,4,0,50,3.9318256327243257,1,2,0,1,0,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,1,630.0
14,12,7,0,2,55,4.02535169073515,0,1,0,6,5,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,2,755.0
19,15,2,6,0,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,1,2,156.0
9,8,7,5,2,22,3.1354942159291497,1,1,2,1,2,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,3,112.0
17,7,10,6,2,35,3.58351893845611,0,2,0,0,5,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,3,195.0
7,8,4,11,1,15,2.772588722239781,0,0,0,1,5,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,3,114.0
20,8,4,7,1,28,3.367295829986474,1,1,3,0,8,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,1,4,211.0
5,8,2,9,3,50,3.9318256327243257,1,2,0,1,0,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,1,488.0
13,18,8,10,2,60,4.110873864173311,1,0,0,4,0,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,110.0
4,13,11,10,1,18,2.9444389791664403,1,0,3,4,8,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,2,1,284.0
5,4,7,8,2,22,3.1354942159291497,1,1,2,1,2,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,2,224.0
4,16,4,2,3,12,2.5649493574615367,1,0,2,5,2,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,4,105.0
21,20,2,3,0,20,3.044522437723423,1,2,0,6,0,35,3.58351893845611,0,2,0,0,5,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,2,190.0
15,4,4,4,1,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,4,75.0
0,21,9,9,0,15,2.772588722239781,0,0,0,1,5,55,4.02535169073515,0,1,0,6,5,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,1,0,450.0
9,6,10,8,0,22,3.1354942159291497,1,1,2,1,2,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,3,116.0
21,3,5,0,2,55,4.02535169073515,0,1,0,6,5,50,3.9318256327243257,1,2,0,1,0,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,1,735.0
19,10,0,7,2,40,3.713572066704308,1,1,0,5,0,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,2,600.0
3,9,3,1,2,45,3.828641396489095,0,0,0,3,5,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,1,535.0
17,19,1,2,1,50,3.9318256327243257,1,2,0,1,0,28,3.367295829986474,1,1,3,0,8,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,3,274.0
0,21,10,7,2,28,3.367295829986474,1,1,3,0,8,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,5,106.0
15,8,4,2,2,18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,4,144.0
2,21,4,2,1,30,3.4339872044851463,1,0,0,2,0,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,5,330.0
1,18,8,4,1,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,5,56.0
1,6,1,1,3,18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2,3,196.0
8,10,7,11,0,18,2.9444389791664403,1,0,3,4,8,45,3.828641396489095,0,0,0,3,5,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,2,261.0
13,10,1,0,2,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,3,105.0
8,9,0,1,2,22,3.1354942159291497,1,1,2,1,2,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,3,166.0
0,21,4,11,0,30,3.4339872044851463,1,0,0,2,0,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,3,164.0
15,11,6,9,1,35,3.58351893845611,0,2,0,0,5,55,4.02535169073515,0,1,0,6,5,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,1,595.0
6,20,11,1,3,20,3.044522437723423,1,2,0,6,0,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,4,180.0
16,14,6,7,2,40,3.713572066704308,1,1,0,5,0,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,3,170.0
4,12,6,3,1,40,3.713572066704308,1,1,0,5,0,50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,5,140.0
9,2,6,6,3,25,3.258096538021482,0,1,0,4,5,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,2,146.0
13,17,1,10,0,18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,3,84.0
7,16,8,4,0,35,3.58351893845611,0,2,0,0,5,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,5,220.0
15,0,8,1,0,8,2.1972245773362196,1,2,3,1,8,60,4.110873864173311,1,0,0,4,0,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,1,236.0
13,12,1,1,2,22,3.1354942159291497,1,1,2,1,2,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,2,1,268.0
3,5,3,7,2,22,3.1354942159291497,1,1,2,1,2,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,5,124.0
10,14,3,4,1,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,2,120.0
9,8,8,10,1,18,2.9444389791664403,1,0,3,4,8,35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,2,299.0
0,1,10,5,0,55,4.02535169073515,0,1,0,6,5,28,3.367295829986474,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,1,469.0
3,21,0,2,1,30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,1,230.0
3,13,0,7,0,50,3.9318256327243257,1,2,0,1,0,30,3.4339872044851463,1,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,1,440.0
17,6,11,11,0,20,3.044522437723423,1,2,0,6,0,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,4,300.0
21,15,3,10,2,55,4.02535169073515,0,1,0,6,5,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,2,485.0
7,21,7,10,3,8,2.1972245773362196,1,2,3,1,8,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,5,80.0
1,16,5,8,1,10,2.3978952727983707,1,1,0,3,0,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2,5,340.0
20,0,7,10,2,45,3.828641396489095,0,0,0,3,5,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,3,165.0
2,5,3,2,2,20,3.044522437723423,1,2,0,6,0,22,3.1354942159291497,1,1,2,1,2,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,4,122.0
17,9,11,1,3,45,3.828641396489095,0,0,0,3,5,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,3,220.0
12,5,11,11,2,10,2.3978952727983707,1,1,0,3,0,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,4,210.0
1,16,1,7,0,55,4.02535169073515,0,1,0,6,5,22,3.1354942159291497,1,1,2,1,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,5,77.0
12,20,7,0,2,60,4.110873864173311,1,0,0,4,0,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,4,220.0
15,9,4,1,1,18,2.9444389791664403,1,0,3,4,8,35,3.58351893845611,0,2,0,0,5,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,3,213.0
13,13,2,10,1,10,2.3978952727983707,1,1,0,3,0,28,3.367295829986474,1,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,142.0
7,8,7,11,3,18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,4,93.0
19,19,1,4,3,30,3.4339872044851463,1,0,0,2,0,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,5,84.0
4,20,11,5,1,35,3.58351893845611,0,2,0,0,5,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,4,222.0
5,14,0,1,3,8,2.1972245773362196,1,2,3,1,8,35,3.58351893845611,0,2,0,0,5,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,1,1,274.0
7,18,6,3,2,18,2.9444389791664403,1,0,3,4,8,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,1,208.0
8,17,6,7,2,22,3.1354942159291497,1,1,2,1,2,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,3,148.0
2,5,10,5,1,15,2.772588722239781,0,0,0,1,5,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,2,174.0
17,12,6,5,0,40,3.713572066704308,1,1,0,5,0,40,3.713572066704308,1,1,0,5,0,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,3,560.0
15,12,3,2,1,8,2.1972245773362196,1,2,3,1,8,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,5,152.0
1,12,0,8,3,35,3.58351893845611,0,2,0,0,5,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,1,330.0
9,9,2,0,3,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,1,176.0
5,6,10,10,0,45,3.828641396489095,0,0,0,3,5,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,1,396.0
18,7,2,5,2,22,3.1354942159291497,1,1,2,1,2,35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,1,276.0
17,15,10,4,2,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,3,108.0
10,16,9,2,2,40,3.713572066704308,1,1,0,5,0,15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,1,400.0
19,12,8,4,1,15,2.772588722239781,0,0,0,1,5,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,3,320.0
19,2,11,0,0,20,3.044522437723423,1,2,0,6,0,55,4.02535169073515,0,1,0,6,5,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,2,480.0
13,10,8,4,0,10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,1,168.0
11,3,0,10,2,60,4.110873864173311,1,0,0,4,0,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,4,390.0
20,20,10,3,3,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,3,69.0
21,21,0,8,1,25,3.258096538021482,0,1,0,4,5,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,2,98.0
12,16,3,4,1,40,3.713572066704308,1,1,0,5,0,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,5,220.0
8,19,9,11,1,25,3.258096538021482,0,1,0,4,5,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,2,285.0
17,20,5,0,3,12,2.5649493574615367,1,0,2,5,2,50,3.9318256327243257,1,2,0,1,0,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,1,3,134.0
7,2,8,9,0,25,3.258096538021482,0,1,0,4,5,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,2,375.0
9,7,9,6,0,28,3.367295829986474,1,1,3,0,8,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,4,175.0
21,0,4,9,1,22,3.1354942159291497,1,1,2,1,2,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,1,350.0
8,15,2,1,0,35,3.58351893845611,0,2,0,0,5,35,3.58351893845611,0,2,0,0,5,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,4,315.0
2,3,7,2,1,45,3.828641396489095,0,0,0,3,5,60,4.110873864173311,1,0,0,4,0,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,1,435.0
7,13,11,11,3,30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,5,250.0
5,2,11,5,1,55,4.02535169073515,0,1,0,6,5,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,4,115.0
17,11,3,5,1,15,2.772588722239781,0,0,0,1,5,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,4,87.0
17,11,0,2,0,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,5,275.0
4,2,1,6,2,60,4.110873864173311,1,0,0,4,0,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,5,400.0
7,5,0,4,3,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,4,55.0
19,19,3,7,2,35,3.58351893845611,0,2,0,0,5,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,4,67.0
0,18,10,8,0,20,3.044522437723423,1,2,0,6,0,28,3.367295829986474,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,1,1,308.0
3,9,3,2,1,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,2,3,208.0
12,9,5,4,1,15,2.772588722239781,0,0,0,1,5,28,3.367295829986474,1,1,3,0,8,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,2,174.0
19,7,10,1,0,60,4.110873864173311,1,0,0,4,0,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,2,306.0
1,6,1,6,3,40,3.713572066704308,1,1,0,5,0,28,3.367295829986474,1,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,4,348.0
16,21,0,7,0,30,3.4339872044851463,1,0,0,2,0,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,5,75.0
17,12,1,9,1,18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,2,150.0
7,5,4,8,0,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,2,2,136.0
12,20,1,7,1,25,3.258096538021482,0,1,0,4,5,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,3,216.0
20,17,0,11,3,45,3.828641396489095,0,0,0,3,5,60,4.110873864173311,1,0,0,4,0,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,0,795.0
9,2,2,1,0,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,6,72.0
13,20,4,11,1,50,3.9318256327243257,1,2,0,1,0,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,3,250.0
19,7,10,9,2,8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,1,94.0
5,15,11,9,2,20,3.044522437723423,1,2,0,6,0,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,1,230.0
11,20,1,9,2,15,2.772588722239781,0,0,0,1,5,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,1,245.0
12,19,9,2,1,28,3.367295829986474,1,1,3,0,8,50,3.9318256327243257,1,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,2,1,468.0
12,17,10,9,3,10,2.3978952727983707,1,1,0,3,0,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,2,460.0
6,9,3,6,2,60,4.110873864173311,1,0,0,4,0,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,2,448.0
17,9,9,5,3,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,6,96.0
6,1,3,4,2,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,4,6,96.0
17,18,2,3,0,22,3.1354942159291497,1,1,2,1,2,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,4,89.0
12,0,8,8,0,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,4,55.0
19,18,10,3,0,60,4.110873864173311,1,0,0,4,0,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,6,80.0
2,0,3,2,2,18,2.9444389791664403,1,0,3,4,8,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,3,340.0
10,16,3,4,0,35,3.58351893845611,0,2,0,0,5,55,4.02535169073515,0,1,0,6,5,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,1,390.0
20,5,1,4,1,35,3.58351893845611,0,2,0,0,5,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,1,160.0
10,2,2,5,0,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,2,110.0
2,9,2,3,1,25,3.258096538021482,0,1,0,4,5,45,3.828641396489095,0,0,0,3,5,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,1,1,380.0
4,15,7,7,1,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,0,164.0
21,6,9,10,1,45,3.828641396489095,0,0,0,3,5,40,3.713572066704308,1,1,0,5,0,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,2,390.0
0,13,9,11,0,50,3.9318256327243257,1,2,0,1,0,55,4.02535169073515,0,1,0,6,5,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,1,735.0
19,21,8,2,3,22,3.1354942159291497,1,1,2,1,2,40,3.713572066704308,1,1,0,5,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,3,142.0
0,0,6,10,2,22,3.1354942159291497,1,1,2,1,2,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,1,232.0
12,16,0,7,3,8,2.1972245773362196,1,2,3,1,8,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,5,76.0
13,12,5,5,1,12,2.5649493574615367,1,0,2,5,2,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,4,92.0
17,11,10,11,3,8,2.1972245773362196,1,2,3,1,8,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,1,186.0
8,13,7,8,2,28,3.367295829986474,1,1,3,0,8,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,2,264.0
6,9,4,3,1,35,3.58351893845611,0,2,0,0,5,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,4,315.0
