slot_person_name,slot_base_item,slot_other_item,slot_base_count,slot_base_count_abs_log1p,slot_base_count_mod3,slot_base_count_mod7,slot_percent_more,slot_percent_more_abs_log1p,slot_percent_more_is_even,slot_percent_more_mod3,slot_percent_more_mod7,slot_percent_more_mod10,gcd_all,n_multiple_pairs,y
4,0,0,1000,6.90875477931522,1,6,70,4.2626798770413155,1,1,0,0,10,0,2700.0
0,4,4,480,6.175867270105761,0,4,85,4.454347296253507,0,1,1,5,5,0,1368.0
2,4,4,420,6.042632833682381,0,0,50,3.9318256327243257,1,2,1,0,10,0,1050.0
2,2,2,180,5.198497031265826,0,5,30,3.4339872044851463,1,0,2,0,30,1,414.0
7,2,2,80,4.394449154672439,2,3,75,4.330733340286331,0,0,5,5,5,0,220.0
9,1,1,940,6.846943139585379,1,2,40,3.713572066704308,1,1,5,0,20,0,2256.0
1,8,8,560,6.329720905522696,2,0,55,4.02535169073515,0,1,6,5,5,0,1428.0
5,2,2,200,5.303304908059076,2,4,30,3.4339872044851463,1,0,2,0,10,0,460.0
4,7,7,520,6.255750041753367,1,2,20,3.044522437723423,1,2,6,0,20,1,1144.0
9,3,3,120,4.795790545596741,0,1,45,3.828641396489095,0,0,3,5,15,0,294.0
7,3,3,700,6.55250788703459,1,0,70,4.2626798770413155,1,1,0,0,70,1,1890.0
5,6,6,580,6.364750756851911,1,6,40,3.713572066704308,1,1,5,0,20,0,1392.0
3,1,1,620,6.431331081933479,2,4,30,3.4339872044851463,1,0,2,0,10,0,1426.0
9,2,2,180,5.198497031265826,0,5,60,4.110873864173311,1,0,4,0,60,1,468.0
0,4,4,920,6.825460036255307,2,3,75,4.330733340286331,0,0,5,5,5,0,2530.0
3,4,4,120,4.795790545596741,0,1,45,3.828641396489095,0,0,3,5,15,0,294.0
2,6,6,600,6.398594934535208,0,5,80,4.394449154672439,1,2,3,0,40,0,1680.0
4,3,3,540,6.293419278846481,0,1,35,3.58351893845611,0,2,0,5,5,0,1269.0
0,7,7,240,5.484796933490655,0,2,85,4.454347296253507,0,1,1,5,5,0,684.0
1,0,0,400,5.993961427306569,1,1,55,4.02535169073515,0,1,6,5,5,0,1020.0
4,0,0,60,4.110873864173311,0,4,20,3.044522437723423,1,2,6,0,20,1,132.0
7,1,1,320,5.771441123130016,2,5,75,4.330733340286331,0,0,5,5,5,0,880.0
7,0,0,420,6.042632833682381,0,0,25,3.258096538021482,0,1,4,5,5,0,945.0
1,2,2,300,5.707110264748875,0,6,55,4.02535169073515,0,1,6,5,5,0,765.0
8,7,7,900,6.803505257608338,0,4,50,3.9318256327243257,1,2,1,0,50,1,2250.0
3,3,3,500,6.2166061010848646,2,3,90,4.51085950651685,1,0,6,0,10,0,1450.0
2,0,0,540,6.293419278846481,0,1,15,2.772588722239781,0,0,1,5,15,1,1161.0
5,1,1,440,6.089044875446846,2,6,10,2.3978952727983707,1,1,3,0,10,1,924.0
0,8,8,820,6.710523109452428,1,1,75,4.330733340286331,0,0,5,5,5,0,2255.0
0,5,5,800,6.68586094706836,2,2,80,4.394449154672439,1,2,3,0,80,1,2240.0
1,0,0,680,6.523562306149512,2,1,50,3.9318256327243257,1,2,1,0,10,0,1700.0
3,7,7,420,6.042632833682381,0,0,15,2.772588722239781,0,0,1,5,15,1,903.0
9,6,6,140,4.948759890378168,2,0,35,3.58351893845611,0,2,0,5,35,1,329.0
1,6,6,460,6.133398042996649,1,5,60,4.110873864173311,1,0,4,0,20,0,1196.0
1,3,3,920,6.825460036255307,2,3,60,4.110873864173311,1,0,4,0,20,0,2392.0
1,2,2,740,6.608000625296087,2,5,55,4.02535169073515,0,1,6,5,5,0,1887.0
5,2,2,280,5.638354669333745,1,0,25,3.258096538021482,0,1,4,5,5,0,630.0
8,4,4,120,4.795790545596741,0,1,35,3.58351893845611,0,2,0,5,5,0,282.0
4,6,6,660,6.493753839851686,0,2,35,3.58351893845611,0,2,0,5,5,0,1551.0
3,7,7,640,6.46302945692067,1,3,15,2.772588722239781,0,0,1,5,5,0,1376.0
1,6,6,200,5.303304908059076,2,4,95,4.564348191467836,0,2,4,5,5,0,590.0
9,1,1,160,5.081404364984463,1,6,75,4.330733340286331,0,0,5,5,5,0,440.0
6,7,7,180,5.198497031265826,0,5,60,4.110873864173311,1,0,4,0,60,1,468.0
9,0,0,700,6.55250788703459,1,0,60,4.110873864173311,1,0,4,0,20,0,1820.0
6,1,1,400,5.993961427306569,1,1,35,3.58351893845611,0,2,0,5,5,0,940.0
3,4,4,920,6.825460036255307,2,3,70,4.2626798770413155,1,1,0,0,10,0,2484.0
0,4,4,580,6.364750756851911,1,6,95,4.564348191467836,0,2,4,5,5,0,1711.0
0,3,3,760,6.634633357861686,1,4,80,4.394449154672439,1,2,3,0,40,0,2128.0
6,6,6,400,5.993961427306569,1,1,85,4.454347296253507,0,1,1,5,5,0,1140.0
6,3,3,900,6.803505257608338,0,4,80,4.394449154672439,1,2,3,0,20,0,2520.0
0,4,4,140,4.948759890378168,2,0,35,3.58351893845611,0,2,0,5,35,1,329.0
3,7,7,920,6.825460036255307,2,3,5,1.791759469228055,0,2,5,5,5,1,1886.0
3,8,8,680,6.523562306149512,2,1,95,4.564348191467836,0,2,4,5,5,0,2006.0
7,2,2,740,6.608000625296087,2,5,40,3.713572066704308,1,1,5,0,20,0,1776.0
1,5,5,740,6.608000625296087,2,5,90,4.51085950651685,1,0,6,0,10,0,2146.0
3,8,8,120,4.795790545596741,0,1,5,1.791759469228055,0,2,5,5,5,1,246.0
9,8,8,860,6.7580945044277305,2,6,35,3.58351893845611,0,2,0,5,5,0,2021.0
9,5,5,140,4.948759890378168,2,0,5,1.791759469228055,0,2,5,5,5,1,287.0
0,1,1,600,6.398594934535208,0,5,70,4.2626798770413155,1,1,0,0,10,0,1620.0
7,2,2,460,6.133398042996649,1,5,35,3.58351893845611,0,2,0,5,5,0,1081.0
6,2,2,420,6.042632833682381,0,0,45,3.828641396489095,0,0,3,5,15,0,1029.0
3,0,0,900,6.803505257608338,0,4,60,4.110873864173311,1,0,4,0,60,1,2340.0
1,0,0,980,6.8885724595653635,2,0,50,3.9318256327243257,1,2,1,0,10,0,2450.0
6,5,5,200,5.303304908059076,2,4,50,3.9318256327243257,1,2,1,0,50,1,500.0
9,5,5,340,5.831882477283517,1,4,80,4.394449154672439,1,2,3,0,20,0,952.0
1,1,1,380,5.942799375126701,2,2,15,2.772588722239781,0,0,1,5,5,0,817.0
3,8,8,340,5.831882477283517,1,4,35,3.58351893845611,0,2,0,5,5,0,799.0
6,5,5,360,5.8888779583328805,0,3,85,4.454347296253507,0,1,1,5,5,0,1026.0
1,5,5,620,6.431331081933479,2,4,90,4.51085950651685,1,0,6,0,10,0,1798.0
7,0,0,100,4.61512051684126,1,2,90,4.51085950651685,1,0,6,0,10,0,290.0
8,8,8,100,4.61512051684126,1,2,90,4.51085950651685,1,0,6,0,10,0,290.0
7,5,5,760,6.634633357861686,1,4,75,4.330733340286331,0,0,5,5,5,0,2090.0
9,3,3,160,5.081404364984463,1,6,80,4.394449154672439,1,2,3,0,80,1,448.0
8,0,0,300,5.707110264748875,0,6,90,4.51085950651685,1,0,6,0,30,0,870.0
9,5,5,940,6.846943139585379,1,2,15,2.772588722239781,0,0,1,5,5,0,2021.0
9,6,6,600,6.398594934535208,0,5,70,4.2626798770413155,1,1,0,0,10,0,1620.0
8,8,8,860,6.7580945044277305,2,6,65,4.189654742026425,0,2,2,5,5,0,2279.0
8,4,4,700,6.55250788703459,1,0,65,4.189654742026425,0,2,2,5,5,0,1855.0
0,2,2,140,4.948759890378168,2,0,25,3.258096538021482,0,1,4,5,5,0,315.0
8,3,3,760,6.634633357861686,1,4,95,4.564348191467836,0,2,4,5,95,1,2242.0
0,1,1,360,5.8888779583328805,0,3,25,3.258096538021482,0,1,4,5,5,0,810.0
3,2,2,80,4.394449154672439,2,3,85,4.454347296253507,0,1,1,5,5,0,228.0
4,5,5,160,5.081404364984463,1,6,40,3.713572066704308,1,1,5,0,40,1,384.0
3,8,8,980,6.8885724595653635,2,0,55,4.02535169073515,0,1,6,5,5,0,2499.0
7,0,0,800,6.68586094706836,2,2,45,3.828641396489095,0,0,3,5,5,0,1960.0
1,0,0,740,6.608000625296087,2,5,20,3.044522437723423,1,2,6,0,20,1,1628.0
1,2,2,340,5.831882477283517,1,4,15,2.772588722239781,0,0,1,5,5,0,731.0
3,0,0,60,4.110873864173311,0,4,15,2.772588722239781,0,0,1,5,15,1,129.0
3,2,2,880,6.78105762593618,1,5,95,4.564348191467836,0,2,4,5,5,0,2596.0
5,6,6,400,5.993961427306569,1,1,55,4.02535169073515,0,1,6,5,5,0,1020.0
2,6,6,120,4.795790545596741,0,1,60,4.110873864173311,1,0,4,0,60,1,312.0
7,5,5,200,5.303304908059076,2,4,40,3.713572066704308,1,1,5,0,40,1,480.0
5,3,3,540,6.293419278846481,0,1,60,4.110873864173311,1,0,4,0,60,1,1404.0
8,6,6,460,6.133398042996649,1,5,10,2.3978952727983707,1,1,3,0,10,1,966.0
7,0,0,860,6.7580945044277305,2,6,90,4.51085950651685,1,0,6,0,10,0,2494.0
5,7,7,980,6.8885724595653635,2,0,25,3.258096538021482,0,1,4,5,5,0,2205.0
6,3,3,940,6.846943139585379,1,2,10,2.3978952727983707,1,1,3,0,10,1,1974.0
1,6,6,500,6.2166061010848646,2,3,85,4.454347296253507,0,1,1,5,5,0,1425.0
6,2,2,840,6.734591659972948,0,0,5,1.791759469228055,0,2,5,5,5,1,1722.0
3,3,3,520,6.255750041753367,1,2,55,4.02535169073515,0,1,6,5,5,0,1326.0
8,0,0,600,6.398594934535208,0,5,80,4.394449154672439,1,2,3,0,40,0,1680.0
8,2,2,980,6.8885724595653635,2,0,5,1.791759469228055,0,2,5,5,5,1,2009.0
6,5,5,680,6.523562306149512,2,1,40,3.713572066704308,1,1,5,0,40,1,1632.0
0,4,4,800,6.68586094706836,2,2,65,4.189654742026425,0,2,2,5,5,0,2120.0
5,1,1,660,6.493753839851686,0,2,35,3.58351893845611,0,2,0,5,5,0,1551.0
3,5,5,920,6.825460036255307,2,3,75,4.330733340286331,0,0,5,5,5,0,2530.0
8,6,6,400,5.993961427306569,1,1,5,1.791759469228055,0,2,5,5,5,1,820.0
2,7,7,140,4.948759890378168,2,0,75,4.330733340286331,0,0,5,5,5,0,385.0
8,4,4,300,5.707110264748875,0,6,5,1.791759469228055,0,2,5,5,5,1,615.0
8,2,2,80,4.394449154672439,2,3,30,3.4339872044851463,1,0,2,0,10,0,184.0
6,4,4,840,6.734591659972948,0,0,5,1.791759469228055,0,2,5,5,5,1,1722.0
9,0,0,120,4.795790545596741,0,1,15,2.772588722239781,0,0,1,5,15,1,258.0
3,6,6,160,5.081404364984463,1,6,30,3.4339872044851463,1,0,2,0,10,0,368.0
8,5,5,680,6.523562306149512,2,1,30,3.4339872044851463,1,0,2,0,10,0,1564.0
9,3,3,440,6.089044875446846,2,6,90,4.51085950651685,1,0,6,0,10,0,1276.0
8,5,5,480,6.175867270105761,0,4,50,3.9318256327243257,1,2,1,0,10,0,1200.0
2,1,1,820,6.710523109452428,1,1,55,4.02535169073515,0,1,6,5,5,0,2091.0
1,4,4,740,6.608000625296087,2,5,90,4.51085950651685,1,0,6,0,10,0,2146.0
6,5,5,500,6.2166061010848646,2,3,15,2.772588722239781,0,0,1,5,5,0,1075.0
1,6,6,280,5.638354669333745,1,0,10,2.3978952727983707,1,1,3,0,10,1,588.0
2,6,6,260,5.564520407322694,2,1,75,4.330733340286331,0,0,5,5,5,0,715.0
7,6,6,1000,6.90875477931522,1,6,5,1.791759469228055,0,2,5,5,5,1,2050.0
0,1,1,560,6.329720905522696,2,0,70,4.2626798770413155,1,1,0,0,70,1,1512.0
8,7,7,840,6.734591659972948,0,0,15,2.772588722239781,0,0,1,5,15,1,1806.0
3,0,0,320,5.771441123130016,2,5,45,3.828641396489095,0,0,3,5,5,0,784.0
0,7,7,760,6.634633357861686,1,4,90,4.51085950651685,1,0,6,0,10,0,2204.0
1,5,5,100,4.61512051684126,1,2,25,3.258096538021482,0,1,4,5,25,1,225.0
2,2,2,480,6.175867270105761,0,4,55,4.02535169073515,0,1,6,5,5,0,1224.0
3,8,8,680,6.523562306149512,2,1,60,4.110873864173311,1,0,4,0,20,0,1768.0
4,8,8,560,6.329720905522696,2,0,70,4.2626798770413155,1,1,0,0,70,1,1512.0
4,7,7,820,6.710523109452428,1,1,45,3.828641396489095,0,0,3,5,5,0,2009.0
5,1,1,580,6.364750756851911,1,6,45,3.828641396489095,0,0,3,5,5,0,1421.0
4,8,8,540,6.293419278846481,0,1,75,4.330733340286331,0,0,5,5,15,0,1485.0
1,6,6,620,6.431331081933479,2,4,90,4.51085950651685,1,0,6,0,10,0,1798.0
9,2,2,420,6.042632833682381,0,0,35,3.58351893845611,0,2,0,5,35,1,987.0
9,0,0,940,6.846943139585379,1,2,70,4.2626798770413155,1,1,0,0,10,0,2538.0
6,3,3,340,5.831882477283517,1,4,80,4.394449154672439,1,2,3,0,20,0,952.0
1,6,6,80,4.394449154672439,2,3,40,3.713572066704308,1,1,5,0,40,1,192.0
2,3,3,700,6.55250788703459,1,0,60,4.110873864173311,1,0,4,0,20,0,1820.0
5,7,7,900,6.803505257608338,0,4,30,3.4339872044851463,1,0,2,0,30,1,2070.0
4,4,4,440,6.089044875446846,2,6,5,1.791759469228055,0,2,5,5,5,1,902.0
7,1,1,800,6.68586094706836,2,2,55,4.02535169073515,0,1,6,5,5,0,2040.0
3,2,2,820,6.710523109452428,1,1,70,4.2626798770413155,1,1,0,0,10,0,2214.0
7,6,6,520,6.255750041753367,1,2,80,4.394449154672439,1,2,3,0,40,0,1456.0
4,3,3,240,5.484796933490655,0,2,35,3.58351893845611,0,2,0,5,5,0,564.0
9,8,8,520,6.255750041753367,1,2,25,3.258096538021482,0,1,4,5,5,0,1170.0
2,8,8,320,5.771441123130016,2,5,65,4.189654742026425,0,2,2,5,5,0,848.0
3,6,6,720,6.580639137284949,0,6,70,4.2626798770413155,1,1,0,0,10,0,1944.0
6,7,7,60,4.110873864173311,0,4,90,4.51085950651685,1,0,6,0,30,0,174.0
6,3,3,760,6.634633357861686,1,4,45,3.828641396489095,0,0,3,5,5,0,1862.0
8,5,5,280,5.638354669333745,1,0,30,3.4339872044851463,1,0,2,0,10,0,644.0
4,4,4,120,4.795790545596741,0,1,90,4.51085950651685,1,0,6,0,30,0,348.0
6,0,0,520,6.255750041753367,1,2,70,4.2626798770413155,1,1,0,0,10,0,1404.0
3,2,2,940,6.846943139585379,1,2,80,4.394449154672439,1,2,3,0,20,0,2632.0
6,8,8,940,6.846943139585379,1,2,90,4.51085950651685,1,0,6,0,10,0,2726.0
7,7,7,240,5.484796933490655,0,2,25,3.258096538021482,0,1,4,5,5,0,540.0
2,1,1,540,6.293419278846481,0,1,75,4.330733340286331,0,0,5,5,15,0,1485.0
1,1,1,200,5.303304908059076,2,4,25,3.258096538021482,0,1,4,5,25,1,450.0
5,6,6,280,5.638354669333745,1,0,35,3.58351893845611,0,2,0,5,35,1,658.0
4,3,3,100,4.61512051684126,1,2,80,4.394449154672439,1,2,3,0,20,0,280.0
3,4,4,800,6.68586094706836,2,2,35,3.58351893845611,0,2,0,5,5,0,1880.0
6,3,3,680,6.523562306149512,2,1,5,1.791759469228055,0,2,5,5,5,1,1394.0
7,7,7,540,6.293419278846481,0,1,65,4.189654742026425,0,2,2,5,5,0,1431.0
6,1,1,860,6.7580945044277305,2,6,85,4.454347296253507,0,1,1,5,5,0,2451.0
8,4,4,760,6.634633357861686,1,4,40,3.713572066704308,1,1,5,0,40,1,1824.0
6,4,4,580,6.364750756851911,1,6,45,3.828641396489095,0,0,3,5,5,0,1421.0
5,5,5,840,6.734591659972948,0,0,75,4.330733340286331,0,0,5,5,15,0,2310.0
6,7,7,500,6.2166061010848646,2,3,65,4.189654742026425,0,2,2,5,5,0,1325.0
8,5,5,400,5.993961427306569,1,1,40,3.713572066704308,1,1,5,0,40,1,960.0
0,1,1,680,6.523562306149512,2,1,45,3.828641396489095,0,0,3,5,5,0,1666.0
6,5,5,660,6.493753839851686,0,2,25,3.258096538021482,0,1,4,5,5,0,1485.0
6,0,0,740,6.608000625296087,2,5,95,4.564348191467836,0,2,4,5,5,0,2183.0
5,8,8,160,5.081404364984463,1,6,45,3.828641396489095,0,0,3,5,5,0,392.0
0,5,5,300,5.707110264748875,0,6,65,4.189654742026425,0,2,2,5,5,0,795.0
4,2,2,740,6.608000625296087,2,5,10,2.3978952727983707,1,1,3,0,10,1,1554.0
4,0,0,80,4.394449154672439,2,3,10,2.3978952727983707,1,1,3,0,10,1,168.0
6,1,1,540,6.293419278846481,0,1,65,4.189654742026425,0,2,2,5,5,0,1431.0
1,4,4,500,6.2166061010848646,2,3,30,3.4339872044851463,1,0,2,0,10,0,1150.0
6,2,2,820,6.710523109452428,1,1,85,4.454347296253507,0,1,1,5,5,0,2337.0
4,6,6,400,5.993961427306569,1,1,75,4.330733340286331,0,0,5,5,25,0,1100.0
9,3,3,380,5.942799375126701,2,2,70,4.2626798770413155,1,1,0,0,10,0,1026.0
0,3,3,720,6.580639137284949,0,6,25,3.258096538021482,0,1,4,5,5,0,1620.0
5,8,8,140,4.948759890378168,2,0,40,3.713572066704308,1,1,5,0,20,0,336.0
7,8,8,100,4.61512051684126,1,2,5,1.791759469228055,0,2,5,5,5,1,205.0
2,3,3,700,6.55250788703459,1,0,45,3.828641396489095,0,0,3,5,5,0,1715.0
9,8,8,660,6.493753839851686,0,2,50,3.9318256327243257,1,2,1,0,10,0,1650.0
7,0,0,980,6.8885724595653635,2,0,90,4.51085950651685,1,0,6,0,10,0,2842.0
8,8,8,580,6.364750756851911,1,6,55,4.02535169073515,0,1,6,5,5,0,1479.0
2,7,7,200,5.303304908059076,2,4,70,4.2626798770413155,1,1,0,0,10,0,540.0
7,1,1,120,4.795790545596741,0,1,15,2.772588722239781,0,0,1,5,15,1,258.0
9,5,5,500,6.2166061010848646,2,3,75,4.330733340286331,0,0,5,5,25,0,1375.0
0,4,4,860,6.7580945044277305,2,6,15,2.772588722239781,0,0,1,5,5,0,1849.0
9,1,1,440,6.089044875446846,2,6,95,4.564348191467836,0,2,4,5,5,0,1298.0
4,4,4,360,5.8888779583328805,0,3,35,3.58351893845611,0,2,0,5,5,0,846.0
6,0,0,260,5.564520407322694,2,1,80,4.394449154672439,1,2,3,0,20,0,728.0
6,3,3,520,6.255750041753367,1,2,25,3.258096538021482,0,1,4,5,5,0,1170.0
4,6,6,680,6.523562306149512,2,1,95,4.564348191467836,0,2,4,5,5,0,2006.0
8,8,8,620,6.431331081933479,2,4,10,2.3978952727983707,1,1,3,0,10,1,1302.0
7,5,5,160,5.081404364984463,1,6,85,4.454347296253507,0,1,1,5,5,0,456.0
7,3,3,680,6.523562306149512,2,1,85,4.454347296253507,0,1,1,5,85,1,1938.0
7,0,0,500,6.2166061010848646,2,3,5,1.791759469228055,0,2,5,5,5,1,1025.0
7,1,1,120,4.795790545596741,0,1,85,4.454347296253507,0,1,1,5,5,0,342.0
5,4,4,880,6.78105762593618,1,5,90,4.51085950651685,1,0,6,0,10,0,2552.0
9,6,6,160,5.081404364984463,1,6,60,4.110873864173311,1,0,4,0,20,0,416.0
8,6,6,300,5.707110264748875,0,6,70,4.2626798770413155,1,1,0,0,10,0,810.0
0,2,2,320,5.771441123130016,2,5,5,1.791759469228055,0,2,5,5,5,1,656.0
7,2,2,340,5.831882477283517,1,4,35,3.58351893845611,0,2,0,5,5,0,799.0
5,3,3,200,5.303304908059076,2,4,95,4.564348191467836,0,2,4,5,5,0,590.0
2,5,5,180,5.198497031265826,0,5,20,3.044522437723423,1,2,6,0,20,1,396.0
4,2,2,440,6.089044875446846,2,6,30,3.4339872044851463,1,0,2,0,10,0,1012.0
1,1,1,840,6.734591659972948,0,0,5,1.791759469228055,0,2,5,5,5,1,1722.0
0,5,5,960,6.8679744089702925,0,1,30,3.4339872044851463,1,0,2,0,30,1,2208.0
2,7,7,500,6.2166061010848646,2,3,20,3.044522437723423,1,2,6,0,20,1,1100.0
4,0,0,580,6.364750756851911,1,6,40,3.713572066704308,1,1,5,0,20,0,1392.0
1,5,5,700,6.55250788703459,1,0,95,4.564348191467836,0,2,4,5,5,0,2065.0
4,3,3,440,6.089044875446846,2,6,45,3.828641396489095,0,0,3,5,5,0,1078.0
3,4,4,380,5.942799375126701,2,2,35,3.58351893845611,0,2,0,5,5,0,893.0
7,0,0,860,6.7580945044277305,2,6,85,4.454347296253507,0,1,1,5,5,0,2451.0
6,4,4,980,6.8885724595653635,2,0,80,4.394449154672439,1,2,3,0,20,0,2744.0
3,4,4,600,6.398594934535208,0,5,15,2.772588722239781,0,0,1,5,15,1,1290.0
4,5,5,420,6.042632833682381,0,0,70,4.2626798770413155,1,1,0,0,70,1,1134.0
2,4,4,220,5.3981627015177525,1,3,60,4.110873864173311,1,0,4,0,20,0,572.0
8,4,4,960,6.8679744089702925,0,1,20,3.044522437723423,1,2,6,0,20,1,2112.0
9,0,0,680,6.523562306149512,2,1,10,2.3978952727983707,1,1,3,0,10,1,1428.0
7,3,3,660,6.493753839851686,0,2,50,3.9318256327243257,1,2,1,0,10,0,1650.0
5,1,1,440,6.089044875446846,2,6,20,3.044522437723423,1,2,6,0,20,1,968.0
7,8,8,240,5.484796933490655,0,2,40,3.713572066704308,1,1,5,0,40,1,576.0
4,4,4,60,4.110873864173311,0,4,20,3.044522437723423,1,2,6,0,20,1,132.0
6,5,5,580,6.364750756851911,1,6,15,2.772588722239781,0,0,1,5,5,0,1247.0
7,1,1,660,6.493753839851686,0,2,25,3.258096538021482,0,1,4,5,5,0,1485.0
5,4,4,680,6.523562306149512,2,1,30,3.4339872044851463,1,0,2,0,10,0,1564.0
4,3,3,620,6.431331081933479,2,4,15,2.772588722239781,0,0,1,5,5,0,1333.0
3,3,3,700,6.55250788703459,1,0,80,4.394449154672439,1,2,3,0,20,0,1960.0
6,6,6,160,5.081404364984463,1,6,55,4.02535169073515,0,1,6,5,5,0,408.0
8,6,6,300,5.707110264748875,0,6,5,1.791759469228055,0,2,5,5,5,1,615.0
0,6,6,420,6.042632833682381,0,0,10,2.3978952727983707,1,1,3,0,10,1,882.0
2,8,8,260,5.564520407322694,2,1,60,4.110873864173311,1,0,4,0,20,0,676.0
5,1,1,960,6.8679744089702925,0,1,90,4.51085950651685,1,0,6,0,30,0,2784.0
3,7,7,80,4.394449154672439,2,3,70,4.2626798770413155,1,1,0,0,10,0,216.0
6,5,5,460,6.133398042996649,1,5,75,4.330733340286331,0,0,5,5,5,0,1265.0
3,4,4,960,6.8679744089702925,0,1,55,4.02535169073515,0,1,6,5,5,0,2448.0
5,1,1,960,6.8679744089702925,0,1,15,2.772588722239781,0,0,1,5,15,1,2064.0
8,6,6,1000,6.90875477931522,1,6,45,3.828641396489095,0,0,3,5,5,0,2450.0
8,8,8,320,5.771441123130016,2,5,50,3.9318256327243257,1,2,1,0,10,0,800.0
5,8,8,800,6.68586094706836,2,2,95,4.564348191467836,0,2,4,5,5,0,2360.0
8,3,3,620,6.431331081933479,2,4,75,4.330733340286331,0,0,5,5,5,0,1705.0
2,1,1,240,5.484796933490655,0,2,70,4.2626798770413155,1,1,0,0,10,0,648.0
2,1,1,500,6.2166061010848646,2,3,75,4.330733340286331,0,0,5,5,25,0,1375.0
1,1,1,540,6.293419278846481,0,1,25,3.258096538021482,0,1,4,5,5,0,1215.0
4,4,4,580,6.364750756851911,1,6,90,4.51085950651685,1,0,6,0,10,0,1682.0
8,8,8,600,6.398594934535208,0,5,40,3.713572066704308,1,1,5,0,40,1,1440.0
1,0,0,400,5.993961427306569,1,1,90,4.51085950651685,1,0,6,0,10,0,1160.0
1,6,6,340,5.831882477283517,1,4,85,4.454347296253507,0,1,1,5,85,1,969.0
7,0,0,300,5.707110264748875,0,6,70,4.2626798770413155,1,1,0,0,10,0,810.0
4,1,1,860,6.7580945044277305,2,6,55,4.02535169073515,0,1,6,5,5,0,2193.0
6,2,2,260,5.564520407322694,2,1,65,4.189654742026425,0,2,2,5,65,1,689.0
6,7,7,800,6.68586094706836,2,2,70,4.2626798770413155,1,1,0,0,10,0,2160.0
5,8,8,880,6.78105762593618,1,5,20,3.044522437723423,1,2,6,0,20,1,1936.0
8,1,1,460,6.133398042996649,1,5,45,3.828641396489095,0,0,3,5,5,0,1127.0
6,2,2,300,5.707110264748875,0,6,95,4.564348191467836,0,2,4,5,5,0,885.0
3,3,3,420,6.042632833682381,0,0,70,4.2626798770413155,1,1,0,0,70,1,1134.0
9,7,7,1000,6.90875477931522,1,6,85,4.454347296253507,0,1,1,5,5,0,2850.0
2,4,4,260,5.564520407322694,2,1,60,4.110873864173311,1,0,4,0,20,0,676.0
3,1,1,240,5.484796933490655,0,2,10,2.3978952727983707,1,1,3,0,10,1,504.0
1,5,5,700,6.55250788703459,1,0,85,4.454347296253507,0,1,1,5,5,0,1995.0
6,2,2,780,6.660575149839686,0,3,60,4.110873864173311,1,0,4,0,60,1,2028.0
9,1,1,80,4.394449154672439,2,3,90,4.51085950651685,1,0,6,0,10,0,232.0
8,8,8,720,6.580639137284949,0,6,80,4.394449154672439,1,2,3,0,80,1,2016.0
5,2,2,560,6.329720905522696,2,0,40,3.713572066704308,1,1,5,0,40,1,1344.0
7,0,0,480,6.175867270105761,0,4,5,1.791759469228055,0,2,5,5,5,1,984.0
8,4,4,300,5.707110264748875,0,6,20,3.044522437723423,1,2,6,0,20,1,660.0
0,5,5,400,5.993961427306569,1,1,60,4.110873864173311,1,0,4,0,20,0,1040.0
7,5,5,340,5.831882477283517,1,4,75,4.330733340286331,0,0,5,5,5,0,935.0
9,6,6,280,5.638354669333745,1,0,55,4.02535169073515,0,1,6,5,5,0,714.0
7,6,6,880,6.78105762593618,1,5,55,4.02535169073515,0,1,6,5,55,1,2244.0
7,6,6,60,4.110873864173311,0,4,55,4.02535169073515,0,1,6,5,5,0,153.0
3,7,7,260,5.564520407322694,2,1,80,4.394449154672439,1,2,3,0,20,0,728.0
7,8,8,860,6.7580945044277305,2,6,65,4.189654742026425,0,2,2,5,5,0,2279.0
4,4,4,540,6.293419278846481,0,1,20,3.044522437723423,1,2,6,0,20,1,1188.0
4,0,0,280,5.638354669333745,1,0,15,2.772588722239781,0,0,1,5,5,0,602.0
2,2,2,500,6.2166061010848646,2,3,75,4.330733340286331,0,0,5,5,25,0,1375.0
4,7,7,340,5.831882477283517,1,4,15,2.772588722239781,0,0,1,5,5,0,731.0
4,3,3,320,5.771441123130016,2,5,15,2.772588722239781,0,0,1,5,5,0,688.0
2,5,5,520,6.255750041753367,1,2,80,4.394449154672439,1,2,3,0,40,0,1456.0
9,1,1,540,6.293419278846481,0,1,10,2.3978952727983707,1,1,3,0,10,1,1134.0
8,0,0,760,6.634633357861686,1,4,65,4.189654742026425,0,2,2,5,5,0,2014.0
4,8,8,140,4.948759890378168,2,0,70,4.2626798770413155,1,1,0,0,70,1,378.0
5,2,2,760,6.634633357861686,1,4,75,4.330733340286331,0,0,5,5,5,0,2090.0
0,3,3,660,6.493753839851686,0,2,45,3.828641396489095,0,0,3,5,15,0,1617.0
7,3,3,580,6.364750756851911,1,6,75,4.330733340286331,0,0,5,5,5,0,1595.0
6,5,5,180,5.198497031265826,0,5,10,2.3978952727983707,1,1,3,0,10,1,378.0
4,6,6,700,6.55250788703459,1,0,40,3.713572066704308,1,1,5,0,20,0,1680.0
1,5,5,760,6.634633357861686,1,4,25,3.258096538021482,0,1,4,5,5,0,1710.0
9,2,2,520,6.255750041753367,1,2,90,4.51085950651685,1,0,6,0,10,0,1508.0
3,6,6,540,6.293419278846481,0,1,30,3.4339872044851463,1,0,2,0,30,1,1242.0
