slot_person_name,slot_sold_item,slot_bought_item,slot_initial_qty,slot_initial_qty_abs_log1p,slot_initial_qty_is_even,slot_initial_qty_mod3,slot_initial_qty_mod5,slot_initial_qty_mod7,slot_initial_qty_mod10,slot_sell_price,slot_sell_price_abs_log1p,slot_sell_price_is_even,slot_sell_price_mod3,slot_sell_price_mod7,slot_sell_price_mod10,slot_buy_qty,slot_buy_qty_abs_log1p,slot_buy_qty_is_even,slot_buy_qty_mod3,slot_buy_qty_mod5,slot_buy_qty_mod7,slot_buy_qty_mod10,slot_buy_price,slot_buy_price_abs_log1p,slot_buy_price_is_even,slot_buy_price_mod3,slot_buy_price_mod7,slot_buy_price_mod10,slot_leftover_cash,slot_leftover_cash_abs_log1p,slot_leftover_cash_sign,slot_leftover_cash_is_even,slot_leftover_cash_mod3,slot_leftover_cash_mod7,slot_leftover_cash_mod10,gcd_all,n_multiple_pairs,y
1,7,7,16,2.833213344056216,1,1,1,2,6,50,3.9318256327243257,1,2,1,0,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,550,6.311734809152915,1,1,1,4,0,1,6,4.0
0,4,3,33,3.5263605246161616,0,0,3,5,3,20,3.044522437723423,1,2,6,0,13,2.6390573296152584,0,1,3,6,3,35,3.58351893845611,0,2,0,5,65,4.189654742026425,1,0,2,2,5,1,1,7.0
2,6,6,20,3.044522437723423,1,2,0,6,0,45,3.828641396489095,0,0,3,5,20,3.044522437723423,1,2,0,6,0,30,3.4339872044851463,1,0,2,0,75,4.330733340286331,1,0,0,5,5,5,1,5.0
7,1,3,26,3.295836866004329,1,2,1,5,6,30,3.4339872044851463,1,0,2,0,16,2.833213344056216,1,1,1,2,6,40,3.713572066704308,1,1,5,0,50,3.9318256327243257,1,1,2,1,0,2,0,3.0
8,1,0,18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,6,0,2,1.0986122886681098,1,2,2,2,2,35,3.58351893845611,0,2,0,5,90,4.51085950651685,1,1,0,6,0,1,4,10.0
4,2,1,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,3,0,1,0.6931471805599453,0,1,1,1,1,30,3.4339872044851463,1,0,2,0,20,3.044522437723423,1,1,2,6,0,1,6,6.0
7,3,5,14,2.70805020110221,1,2,4,0,4,30,3.4339872044851463,1,0,2,0,1,0.6931471805599453,0,1,1,1,1,45,3.828641396489095,0,0,3,5,105,4.663439094112067,1,0,0,0,5,1,4,9.0
4,0,3,34,3.5553480614894135,1,1,4,6,4,25,3.258096538021482,0,1,4,5,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,2,0,690,6.53813982376767,1,1,0,4,0,1,4,4.0
8,7,4,21,3.091042453358316,0,0,1,0,1,25,3.258096538021482,0,1,4,5,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,200,5.303304908059076,1,1,2,4,0,1,3,1.0
0,2,0,18,2.9444389791664403,1,0,3,4,8,35,3.58351893845611,0,2,0,5,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,240,5.484796933490655,1,1,0,2,0,1,2,9.0
7,2,0,17,2.8903717578961645,0,2,2,3,7,30,3.4339872044851463,1,0,2,0,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,2,0,270,5.602118820879701,1,1,0,4,0,1,6,2.0
3,6,5,21,3.091042453358316,0,0,1,0,1,30,3.4339872044851463,1,0,2,0,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,500,6.2166061010848646,1,1,2,3,0,1,4,3.0
6,1,2,28,3.367295829986474,1,1,3,0,8,15,2.772588722239781,0,0,1,5,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,5,5,200,5.303304908059076,1,1,2,4,0,1,4,8.0
3,6,4,34,3.5553480614894135,1,1,4,6,4,45,3.828641396489095,0,0,3,5,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,1140,7.039660349862076,1,1,0,6,0,1,2,6.0
4,4,4,30,3.4339872044851463,1,0,0,2,0,45,3.828641396489095,0,0,3,5,9,2.302585092994046,0,0,4,2,9,55,4.02535169073515,0,1,6,5,810,6.698268054115413,1,1,0,5,0,1,4,1.0
9,6,4,21,3.091042453358316,0,0,1,0,1,15,2.772588722239781,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,35,3.58351893845611,0,2,0,5,245,5.5053315359323625,1,0,2,0,5,1,1,0.0
1,0,7,17,2.8903717578961645,0,2,2,3,7,30,3.4339872044851463,1,0,2,0,3,1.3862943611198906,0,0,3,3,3,55,4.02535169073515,0,1,6,5,195,5.278114659230517,1,0,0,6,5,1,2,5.0
8,4,0,29,3.4011973816621555,0,2,4,1,9,35,3.58351893845611,0,2,0,5,1,0.6931471805599453,0,1,1,1,1,55,4.02535169073515,0,1,6,5,925,6.8308742346461795,1,0,1,1,5,1,4,1.0
1,0,1,20,3.044522437723423,1,2,0,6,0,20,3.044522437723423,1,2,6,0,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,1,5,310,5.739792912179234,1,1,1,2,0,1,4,3.0
7,4,3,28,3.367295829986474,1,1,3,0,8,30,3.4339872044851463,1,0,2,0,14,2.70805020110221,1,2,4,0,4,30,3.4339872044851463,1,0,2,0,270,5.602118820879701,1,1,0,4,0,2,4,5.0
0,1,5,23,3.1780538303479458,0,2,3,2,3,40,3.713572066704308,1,1,5,0,12,2.5649493574615367,1,0,2,5,2,30,3.4339872044851463,1,0,2,0,440,6.089044875446846,1,1,2,6,0,1,1,3.0
4,7,4,4,1.6094379124341003,1,1,4,4,4,35,3.58351893845611,0,2,0,5,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,5,5,35,3.58351893845611,1,0,2,0,5,1,3,1.0
1,4,5,21,3.091042453358316,0,0,1,0,1,40,3.713572066704308,1,1,5,0,19,2.995732273553991,0,1,4,5,9,15,2.772588722239781,0,0,1,5,515,6.246106765481563,1,0,2,4,5,1,0,1.0
4,5,7,16,2.833213344056216,1,1,1,2,6,60,4.110873864173311,1,0,4,0,12,2.5649493574615367,1,0,2,5,2,35,3.58351893845611,0,2,0,5,480,6.175867270105761,1,1,0,4,0,1,4,1.0
8,7,4,22,3.1354942159291497,1,1,2,1,2,35,3.58351893845611,0,2,0,5,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,5,5,390,5.968707559985366,1,1,0,5,0,1,3,9.0
8,6,1,33,3.5263605246161616,0,0,3,5,3,25,3.258096538021482,0,1,4,5,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,6,0,430,6.066108090103747,1,1,1,3,0,1,1,7.0
2,1,1,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,3,0,1,0.6931471805599453,0,1,1,1,1,30,3.4339872044851463,1,0,2,0,70,4.2626798770413155,1,1,1,0,0,1,6,2.0
8,4,6,9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,4,5,1,0.6931471805599453,0,1,1,1,1,55,4.02535169073515,0,1,6,5,45,3.828641396489095,1,0,0,3,5,1,5,5.0
2,7,6,23,3.1780538303479458,0,2,3,2,3,15,2.772588722239781,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,115,4.7535901911063645,1,0,1,3,5,1,2,10.0
6,0,3,11,2.4849066497880004,0,2,1,4,1,15,2.772588722239781,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,6,0,5,1.791759469228055,1,0,2,5,5,1,2,0.0
4,6,3,33,3.5263605246161616,0,0,3,5,3,35,3.58351893845611,0,2,0,5,16,2.833213344056216,1,1,1,2,6,40,3.713572066704308,1,1,5,0,165,5.111987788356544,1,0,0,4,5,1,1,10.0
5,2,3,27,3.332204510175204,0,0,2,6,7,50,3.9318256327243257,1,2,1,0,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,5,5,955,6.862757913051401,1,0,1,3,5,1,3,7.0
4,4,3,29,3.4011973816621555,0,2,4,1,9,35,3.58351893845611,0,2,0,5,20,3.044522437723423,1,2,0,6,0,45,3.828641396489095,0,0,3,5,45,3.828641396489095,1,0,0,3,5,1,1,2.0
0,5,6,26,3.295836866004329,1,2,1,5,6,55,4.02535169073515,0,1,6,5,3,1.3862943611198906,0,0,3,3,3,35,3.58351893845611,0,2,0,5,830,6.7226297948554485,1,1,2,4,0,1,0,9.0
4,2,0,25,3.258096538021482,0,1,0,4,5,60,4.110873864173311,1,0,4,0,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,3,0,950,6.85751406254539,1,1,2,5,0,1,7,9.0
1,7,4,32,3.4965075614664802,1,2,2,4,2,15,2.772588722239781,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,6,0,325,5.786897381366708,1,0,1,3,5,1,2,5.0
0,0,7,26,3.295836866004329,1,2,1,5,6,60,4.110873864173311,1,0,4,0,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,6,0,1200,7.0909098220799835,1,1,0,3,0,1,5,1.0
7,3,6,9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,20,3.044522437723423,1,2,6,0,55,4.02535169073515,1,0,1,6,5,1,4,4.0
1,2,5,19,2.995732273553991,0,1,4,5,9,25,3.258096538021482,0,1,4,5,1,0.6931471805599453,0,1,1,1,1,40,3.713572066704308,1,1,5,0,210,5.351858133476067,1,1,0,0,0,1,4,9.0
9,7,5,28,3.367295829986474,1,1,3,0,8,15,2.772588722239781,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,6,0,110,4.709530201312334,1,1,2,5,0,1,1,6.0
6,0,5,33,3.5263605246161616,0,0,3,5,3,30,3.4339872044851463,1,0,2,0,7,2.0794415416798357,0,1,2,0,7,55,4.02535169073515,0,1,6,5,305,5.723585101952381,1,0,2,4,5,1,0,10.0
9,6,6,22,3.1354942159291497,1,1,2,1,2,50,3.9318256327243257,1,2,1,0,3,1.3862943611198906,0,0,3,3,3,35,3.58351893845611,0,2,0,5,995,6.903747257584598,1,0,2,1,5,1,0,0.0
9,3,7,19,2.995732273553991,0,1,4,5,9,60,4.110873864173311,1,0,4,0,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,5,5,920,6.825460036255307,1,1,2,3,0,1,5,2.0
0,5,3,34,3.5553480614894135,1,1,4,6,4,35,3.58351893845611,0,2,0,5,12,2.5649493574615367,1,0,2,5,2,50,3.9318256327243257,1,2,1,0,310,5.739792912179234,1,1,1,2,0,1,0,8.0
3,4,7,19,2.995732273553991,0,1,4,5,9,50,3.9318256327243257,1,2,1,0,1,0.6931471805599453,0,1,1,1,1,45,3.828641396489095,0,0,3,5,605,6.406879986069314,1,0,2,3,5,1,4,6.0
2,2,3,14,2.70805020110221,1,2,4,0,4,45,3.828641396489095,0,0,3,5,6,1.9459101490553132,1,0,1,6,6,45,3.828641396489095,0,0,3,5,90,4.51085950651685,1,1,0,6,0,1,4,6.0
3,3,2,32,3.4965075614664802,1,2,2,4,2,35,3.58351893845611,0,2,0,5,16,2.833213344056216,1,1,1,2,6,35,3.58351893845611,0,2,0,5,420,6.042632833682381,1,1,0,0,0,1,4,4.0
5,4,1,38,3.6635616461296463,1,2,3,3,8,20,3.044522437723423,1,2,6,0,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,380,5.942799375126701,1,1,2,2,0,1,6,9.0
4,3,1,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,5,5,1,0.6931471805599453,0,1,1,1,1,20,3.044522437723423,1,2,6,0,5,1.791759469228055,1,0,2,5,5,1,10,5.0
6,4,0,17,2.8903717578961645,0,2,2,3,7,45,3.828641396489095,0,0,3,5,22,3.1354942159291497,1,1,2,1,2,20,3.044522437723423,1,2,6,0,100,4.61512051684126,1,1,1,2,0,1,1,5.0
1,3,0,13,2.6390573296152584,0,1,3,6,3,30,3.4339872044851463,1,0,2,0,2,1.0986122886681098,1,2,2,2,2,55,4.02535169073515,0,1,6,5,190,5.25227342804663,1,1,1,1,0,1,2,3.0
9,2,5,15,2.772588722239781,0,0,0,1,5,55,4.02535169073515,0,1,6,5,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,1,5,235,5.4638318050256105,1,0,1,4,5,5,1,8.0
4,2,4,30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,3,0,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,1,5,120,4.795790545596741,1,1,0,1,0,1,6,6.0
1,2,2,21,3.091042453358316,0,0,1,0,1,50,3.9318256327243257,1,2,1,0,13,2.6390573296152584,0,1,3,6,3,40,3.713572066704308,1,1,5,0,80,4.394449154672439,1,1,2,3,0,1,1,9.0
7,1,1,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,3,0,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,40,3.713572066704308,1,1,1,5,0,1,3,2.0
4,7,7,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,5,5,1,0.6931471805599453,0,1,1,1,1,25,3.258096538021482,0,1,4,5,0,0.0,0,1,0,0,0,1,4,9.0
3,2,4,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,6,0,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,5,5,0,0.0,0,1,0,0,0,1,2,9.0
4,7,6,14,2.70805020110221,1,2,4,0,4,50,3.9318256327243257,1,2,1,0,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,130,4.875197323201151,1,1,1,4,0,1,0,9.0
0,5,1,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,5,5,1,0.6931471805599453,0,1,1,1,1,45,3.828641396489095,0,0,3,5,55,4.02535169073515,1,0,1,6,5,1,6,4.0
7,6,3,10,2.3978952727983707,1,1,0,3,0,50,3.9318256327243257,1,2,1,0,3,1.3862943611198906,0,0,3,3,3,55,4.02535169073515,0,1,6,5,135,4.912654885736052,1,0,0,2,5,1,2,4.0
5,4,0,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,3,0,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,3,0,80,4.394449154672439,1,1,2,3,0,1,3,1.0
9,7,3,25,3.258096538021482,0,1,0,4,5,35,3.58351893845611,0,2,0,5,12,2.5649493574615367,1,0,2,5,2,35,3.58351893845611,0,2,0,5,140,4.948759890378168,1,1,2,0,0,1,3,9.0
4,4,6,31,3.4657359027997265,0,1,1,3,1,15,2.772588722239781,0,0,1,5,12,2.5649493574615367,1,0,2,5,2,30,3.4339872044851463,1,0,2,0,75,4.330733340286331,1,0,0,5,5,1,2,2.0
0,3,5,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,1,0,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,2,0,20,3.044522437723423,1,1,2,6,0,1,4,1.0
2,4,4,17,2.8903717578961645,0,2,2,3,7,50,3.9318256327243257,1,2,1,0,21,3.091042453358316,0,0,1,0,1,25,3.258096538021482,0,1,4,5,175,5.170483995038151,1,0,1,0,5,1,2,3.0
0,1,6,12,2.5649493574615367,1,0,2,5,2,40,3.713572066704308,1,1,5,0,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,2,0,420,6.042632833682381,1,1,0,0,0,2,6,0.0
2,4,7,34,3.5553480614894135,1,1,4,6,4,25,3.258096538021482,0,1,4,5,6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,1,0,4,0,290,5.673323267171493,1,1,2,3,0,1,1,8.0
0,4,1,30,3.4339872044851463,1,0,0,2,0,30,3.4339872044851463,1,0,2,0,8,2.1972245773362196,1,2,3,1,8,60,4.110873864173311,1,0,4,0,270,5.602118820879701,1,1,0,4,0,2,5,5.0
6,2,3,22,3.1354942159291497,1,1,2,1,2,40,3.713572066704308,1,1,5,0,1,0.6931471805599453,0,1,1,1,1,45,3.828641396489095,0,0,3,5,835,6.728628613084702,1,0,1,2,5,1,4,0.0
0,4,5,27,3.332204510175204,0,0,2,6,7,45,3.828641396489095,0,0,3,5,10,2.3978952727983707,1,1,0,3,0,60,4.110873864173311,1,0,4,0,480,6.175867270105761,1,1,0,4,0,1,3,3.0
8,5,4,23,3.1780538303479458,0,2,3,2,3,60,4.110873864173311,1,0,4,0,16,2.833213344056216,1,1,1,2,6,15,2.772588722239781,0,0,1,5,1020,6.928537818164665,1,1,0,5,0,1,3,2.0
0,0,4,19,2.995732273553991,0,1,4,5,9,60,4.110873864173311,1,0,4,0,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,1,5,420,6.042632833682381,1,1,0,0,0,1,5,9.0
1,3,2,22,3.1354942159291497,1,1,2,1,2,25,3.258096538021482,0,1,4,5,1,0.6931471805599453,0,1,1,1,1,55,4.02535169073515,0,1,6,5,495,6.206575926724928,1,0,0,5,5,1,5,0.0
2,2,6,25,3.258096538021482,0,1,0,4,5,15,2.772588722239781,0,0,1,5,5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,1,0,35,3.58351893845611,1,0,2,0,5,5,5,6.0
6,5,1,21,3.091042453358316,0,0,1,0,1,35,3.58351893845611,0,2,0,5,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,285,5.655991810819852,1,0,0,5,5,1,1,10.0
6,6,7,21,3.091042453358316,0,0,1,0,1,15,2.772588722239781,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,60,4.110873864173311,1,0,4,0,150,5.017279836814924,1,1,0,3,0,1,6,7.0
7,5,1,25,3.258096538021482,0,1,0,4,5,45,3.828641396489095,0,0,3,5,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,3,0,665,6.501289670540389,1,0,2,0,5,5,1,8.0
3,2,6,11,2.4849066497880004,0,2,1,4,1,40,3.713572066704308,1,1,5,0,1,0.6931471805599453,0,1,1,1,1,35,3.58351893845611,0,2,0,5,285,5.655991810819852,1,0,0,5,5,1,4,3.0
3,5,4,6,1.9459101490553132,1,0,1,6,6,35,3.58351893845611,0,2,0,5,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,1,5,150,5.017279836814924,1,1,0,3,0,1,2,0.0
2,3,0,20,3.044522437723423,1,2,0,6,0,25,3.258096538021482,0,1,4,5,8,2.1972245773362196,1,2,3,1,8,40,3.713572066704308,1,1,5,0,30,3.4339872044851463,1,1,0,2,0,1,2,6.0
8,0,1,6,1.9459101490553132,1,0,1,6,6,45,3.828641396489095,0,0,3,5,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,3,0,25,3.258096538021482,1,0,1,4,5,1,1,1.0
6,5,2,26,3.295836866004329,1,2,1,5,6,20,3.044522437723423,1,2,6,0,2,1.0986122886681098,1,2,2,2,2,35,3.58351893845611,0,2,0,5,310,5.739792912179234,1,1,1,2,0,1,3,7.0
4,4,2,29,3.4011973816621555,0,2,4,1,9,25,3.258096538021482,0,1,4,5,14,2.70805020110221,1,2,4,0,4,30,3.4339872044851463,1,0,2,0,80,4.394449154672439,1,1,2,3,0,1,0,9.0
1,7,4,33,3.5263605246161616,0,0,3,5,3,10,2.3978952727983707,1,1,3,0,3,1.3862943611198906,0,0,3,3,3,60,4.110873864173311,1,0,4,0,100,4.61512051684126,1,1,1,2,0,1,4,5.0
5,6,3,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,3,0,1,0.6931471805599453,0,1,1,1,1,20,3.044522437723423,1,2,6,0,10,2.3978952727983707,1,1,1,3,0,1,7,6.0
2,6,4,21,3.091042453358316,0,0,1,0,1,10,2.3978952727983707,1,1,3,0,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,6,0,90,4.51085950651685,1,1,0,6,0,1,3,4.0
2,0,5,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,6,0,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,40,3.713572066704308,1,1,1,5,0,1,3,8.0
6,1,5,28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,6,0,11,2.4849066497880004,0,2,1,4,1,25,3.258096538021482,0,1,4,5,145,4.983606621708336,1,0,1,5,5,1,0,7.0
8,6,4,24,3.2188758248682006,1,0,4,3,4,40,3.713572066704308,1,1,5,0,10,2.3978952727983707,1,1,0,3,0,35,3.58351893845611,0,2,0,5,450,6.111467339502679,1,1,0,2,0,1,2,4.0
3,4,4,26,3.295836866004329,1,2,1,5,6,60,4.110873864173311,1,0,4,0,17,2.8903717578961645,0,2,2,3,7,40,3.713572066704308,1,1,5,0,580,6.364750756851911,1,1,1,6,0,1,0,5.0
3,4,3,20,3.044522437723423,1,2,0,6,0,20,3.044522437723423,1,2,6,0,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,320,5.771441123130016,1,1,2,5,0,2,10,0.0
8,3,3,23,3.1780538303479458,0,2,3,2,3,25,3.258096538021482,0,1,4,5,5,1.791759469228055,0,2,0,5,5,55,4.02535169073515,0,1,6,5,275,5.62040086571715,1,0,2,2,5,1,5,1.0
3,3,4,16,2.833213344056216,1,1,1,2,6,10,2.3978952727983707,1,1,3,0,1,0.6931471805599453,0,1,1,1,1,50,3.9318256327243257,1,2,1,0,30,3.4339872044851463,1,1,0,2,0,1,6,8.0
3,5,1,35,3.58351893845611,0,2,0,0,5,55,4.02535169073515,0,1,6,5,3,1.3862943611198906,0,0,3,3,3,35,3.58351893845611,0,2,0,5,1380,7.2305631534092925,1,1,0,1,0,1,2,8.0
2,6,4,20,3.044522437723423,1,2,0,6,0,35,3.58351893845611,0,2,0,5,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,5,5,410,6.018593214496234,1,1,2,4,0,1,3,7.0
7,6,1,35,3.58351893845611,0,2,0,0,5,10,2.3978952727983707,1,1,3,0,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,1,0,190,5.25227342804663,1,1,1,1,0,1,5,6.0
3,6,7,40,3.713572066704308,1,1,0,5,0,10,2.3978952727983707,1,1,3,0,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,180,5.198497031265826,1,1,0,5,0,1,5,10.0
2,3,6,19,2.995732273553991,0,1,4,5,9,25,3.258096538021482,0,1,4,5,3,1.3862943611198906,0,0,3,3,3,45,3.828641396489095,0,0,3,5,165,5.111987788356544,1,0,0,4,5,1,2,7.0
1,1,1,37,3.6375861597263857,0,1,2,2,7,60,4.110873864173311,1,0,4,0,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,1580,7.365812837209472,1,1,2,5,0,1,2,9.0
4,6,3,27,3.332204510175204,0,0,2,6,7,20,3.044522437723423,1,2,6,0,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,0,2,5,5,275,5.62040086571715,1,0,2,2,5,1,2,8.0
4,1,1,32,3.4965075614664802,1,2,2,4,2,10,2.3978952727983707,1,1,3,0,5,1.791759469228055,0,2,0,5,5,45,3.828641396489095,0,0,3,5,5,1.791759469228055,1,0,2,5,5,1,5,9.0
7,5,6,19,2.995732273553991,0,1,4,5,9,55,4.02535169073515,0,1,6,5,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,3,0,705,6.559615237493242,1,0,0,5,5,1,4,6.0
9,3,3,32,3.4965075614664802,1,2,2,4,2,35,3.58351893845611,0,2,0,5,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,5,5,845,6.740519359606223,1,0,2,5,5,1,2,7.0
7,3,5,19,2.995732273553991,0,1,4,5,9,40,3.713572066704308,1,1,5,0,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,400,5.993961427306569,1,1,1,1,0,1,6,4.0
5,0,5,29,3.4011973816621555,0,2,4,1,9,40,3.713572066704308,1,1,5,0,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,3,0,1020,6.928537818164665,1,1,0,5,0,1,5,3.0
3,5,5,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,1,5,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,55,4.02535169073515,1,0,1,6,5,1,3,0.0
8,5,2,8,2.1972245773362196,1,2,3,1,8,55,4.02535169073515,0,1,6,5,8,2.1972245773362196,1,2,3,1,8,40,3.713572066704308,1,1,5,0,10,2.3978952727983707,1,1,1,3,0,1,4,2.0
4,0,5,24,3.2188758248682006,1,0,4,3,4,10,2.3978952727983707,1,1,3,0,1,0.6931471805599453,0,1,1,1,1,20,3.044522437723423,1,2,6,0,140,4.948759890378168,1,1,2,0,0,1,7,8.0
6,3,6,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,3,0,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,5,5,35,3.58351893845611,1,0,2,0,5,1,2,6.0
1,5,1,36,3.6109179126442243,1,0,1,1,6,50,3.9318256327243257,1,2,1,0,4,1.6094379124341003,1,1,4,4,4,45,3.828641396489095,0,0,3,5,1220,7.107425474110705,1,1,2,2,0,1,2,8.0
5,2,0,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,5,5,1,0.6931471805599453,0,1,1,1,1,55,4.02535169073515,0,1,6,5,65,4.189654742026425,1,0,2,2,5,1,6,2.0
5,2,3,30,3.4339872044851463,1,0,0,2,0,45,3.828641396489095,0,0,3,5,19,2.995732273553991,0,1,4,5,9,15,2.772588722239781,0,0,1,5,885,6.786716950605081,1,0,0,3,5,1,3,4.0
8,1,3,23,3.1780538303479458,0,2,3,2,3,50,3.9318256327243257,1,2,1,0,16,2.833213344056216,1,1,1,2,6,30,3.4339872044851463,1,0,2,0,670,6.508769136971682,1,1,1,5,0,1,0,0.0
4,4,0,34,3.5553480614894135,1,1,4,6,4,50,3.9318256327243257,1,2,1,0,23,3.1780538303479458,0,2,3,2,3,55,4.02535169073515,0,1,6,5,235,5.4638318050256105,1,0,1,4,5,1,0,4.0
9,3,6,20,3.044522437723423,1,2,0,6,0,50,3.9318256327243257,1,2,1,0,4,1.6094379124341003,1,1,4,4,4,60,4.110873864173311,1,0,4,0,310,5.739792912179234,1,1,1,2,0,2,3,9.0
5,2,5,12,2.5649493574615367,1,0,2,5,2,45,3.828641396489095,0,0,3,5,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,3,0,275,5.62040086571715,1,0,2,2,5,1,1,5.0
1,6,1,22,3.1354942159291497,1,1,2,1,2,30,3.4339872044851463,1,0,2,0,1,0.6931471805599453,0,1,1,1,1,35,3.58351893845611,0,2,0,5,505,6.226536669287466,1,0,1,1,5,1,4,4.0
2,5,3,24,3.2188758248682006,1,0,4,3,4,50,3.9318256327243257,1,2,1,0,11,2.4849066497880004,0,2,1,4,1,40,3.713572066704308,1,1,5,0,260,5.564520407322694,1,1,2,1,0,1,0,10.0
8,4,7,28,3.367295829986474,1,1,3,0,8,40,3.713572066704308,1,1,5,0,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,2,0,290,5.673323267171493,1,1,2,3,0,1,0,2.0
5,3,1,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,6,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,3,0,10,2.3978952727983707,1,1,1,3,0,1,4,2.0
