slot_seller,slot_item_plural,slot_container_singular,slot_container_plural,slot_bag_size,slot_bag_size_abs_log1p,slot_bag_size_is_even,slot_bag_size_mod3,slot_bag_size_mod5,slot_bag_size_mod7,slot_bag_size_mod10,slot_total_items,slot_total_items_abs_log1p,slot_total_items_is_even,slot_total_items_mod3,slot_total_items_mod5,slot_total_items_mod7,slot_total_items_mod10,slot_price_per_container,slot_price_per_container_abs_log1p,slot_price_per_container_is_even,slot_price_per_container_mod3,slot_price_per_container_mod5,slot_price_per_container_mod7,slot_price_per_container_mod10,slot_currency_symbol,slot_timeframe,gcd_all,n_multiple_pairs,y
1,5,2,2,18,2.9444389791664403,1,0,3,4,8,5778,8.661985936317778,1,0,3,3,8,21,3.091042453358316,0,0,1,0,1,0,2,3,1,6741.0
1,8,0,0,24,3.2188758248682006,1,0,4,3,4,5784,8.663023639627777,1,0,4,2,4,1,0.6931471805599453,0,1,1,1,1,2,1,1,3,241.0
5,6,2,2,27,3.332204510175204,0,0,2,6,7,15552,9.65200882504456,1,0,2,5,2,13,2.6390573296152584,0,1,3,6,3,3,3,1,1,7488.0
5,8,6,6,22,3.1354942159291497,1,1,2,1,2,9152,9.121836973384779,1,2,2,3,2,48,3.8918202981106265,1,0,3,6,8,1,5,2,1,19968.0
6,0,0,0,9,2.302585092994046,0,0,4,2,9,2502,7.8252452914317745,1,0,2,3,2,32,3.4965075614664802,1,2,2,4,2,2,1,1,1,8896.0
4,6,3,3,20,3.044522437723423,1,2,0,6,0,9680,9.177920480720072,1,2,0,6,0,43,3.784189633918261,0,1,3,1,3,0,3,1,1,20812.0
5,6,4,4,23,3.1780538303479458,0,2,3,2,3,17963,9.796125034207629,0,2,3,1,3,15,2.772588722239781,0,0,0,1,5,1,0,1,1,11715.0
1,8,1,1,8,2.1972245773362196,1,2,3,1,8,5792,8.664405571096625,1,2,2,3,2,30,3.4339872044851463,1,0,0,2,0,2,6,2,1,21720.0
1,6,6,6,22,3.1354942159291497,1,1,2,1,2,242,5.493061443340548,1,2,2,4,2,38,3.6635616461296463,1,2,3,3,8,1,4,2,1,418.0
5,1,2,2,20,3.044522437723423,1,2,0,6,0,3580,8.183397369998433,1,1,0,3,0,45,3.828641396489095,0,0,0,3,5,3,4,5,1,8055.0
2,5,6,6,18,2.9444389791664403,1,0,3,4,8,1404,7.247792581767846,1,0,4,4,4,27,3.332204510175204,0,0,2,6,7,2,0,9,2,2106.0
3,6,0,0,10,2.3978952727983707,1,1,0,3,0,810,6.698268054115413,1,0,0,5,0,26,3.295836866004329,1,2,1,5,6,3,2,2,1,2106.0
0,8,6,6,11,2.4849066497880004,0,2,1,4,1,1661,7.415776975415394,0,2,1,2,1,11,2.4849066497880004,0,2,1,4,1,1,6,11,3,1661.0
5,7,0,0,19,2.995732273553991,0,1,4,5,9,14231,9.563248229345671,0,2,1,0,1,24,3.2188758248682006,1,0,4,3,4,1,3,1,1,17976.0
2,5,6,6,28,3.367295829986474,1,1,3,0,8,6692,8.808817483100642,1,2,2,0,2,29,3.4011973816621555,0,2,4,1,9,1,3,1,1,6931.0
5,8,6,6,24,3.2188758248682006,1,0,4,3,4,14208,9.561630845638076,1,0,3,5,8,44,3.8066624897703196,1,2,4,2,4,3,5,4,1,26048.0
5,6,5,5,6,1.9459101490553132,1,0,1,6,6,2772,7.927685045615778,1,0,2,0,2,36,3.6109179126442243,1,0,1,1,6,1,6,6,3,16632.0
1,2,2,2,2,1.0986122886681098,1,2,2,2,2,378,5.937536205082426,1,0,3,0,8,14,2.70805020110221,1,2,4,0,4,2,2,2,3,2646.0
2,9,5,5,9,2.302585092994046,0,0,4,2,9,6741,8.816111895794005,0,0,1,0,1,15,2.772588722239781,0,0,0,1,5,3,3,3,1,11235.0
4,7,4,4,12,2.5649493574615367,1,0,2,5,2,672,6.511745329644728,1,0,2,0,2,44,3.8066624897703196,1,2,4,2,4,0,6,4,1,2464.0
6,4,4,4,24,3.2188758248682006,1,0,4,3,4,16632,9.719143952790535,1,0,2,0,2,15,2.772588722239781,0,0,0,1,5,2,4,3,1,10395.0
3,3,1,1,29,3.4011973816621555,0,2,4,1,9,6293,8.747352077624353,0,2,3,0,3,13,2.6390573296152584,0,1,3,6,3,0,6,1,1,2821.0
3,0,2,2,16,2.833213344056216,1,1,1,2,6,8736,9.075322160298095,1,0,1,0,6,44,3.8066624897703196,1,2,4,2,4,2,5,4,1,24024.0
6,8,5,5,14,2.70805020110221,1,2,4,0,4,8246,9.017604776833355,1,2,1,0,6,3,1.3862943611198906,0,0,3,3,3,2,5,1,1,1767.0
4,8,4,4,13,2.6390573296152584,0,1,3,6,3,9789,9.189116735524555,0,0,4,3,9,35,3.58351893845611,0,2,0,0,5,0,4,1,1,26355.0
4,3,0,0,12,2.5649493574615367,1,0,2,5,2,5604,8.63141433550626,1,0,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,6,2,3,934.0
2,1,1,1,19,2.995732273553991,0,1,4,5,9,4484,8.408493774492896,1,2,4,4,4,36,3.6109179126442243,1,0,1,1,6,3,3,1,1,8496.0
4,4,5,5,21,3.091042453358316,0,0,1,0,1,10878,9.294589604421082,1,0,3,0,8,29,3.4011973816621555,0,2,4,1,9,2,3,1,1,15022.0
1,4,2,2,24,3.2188758248682006,1,0,4,3,4,13680,9.523763287920113,1,0,0,2,0,39,3.6888794541139363,0,0,4,4,9,3,4,3,1,22230.0
6,5,2,2,5,1.791759469228055,0,2,0,5,5,3635,8.19863945529737,0,2,0,2,5,48,3.8918202981106265,1,0,3,6,8,0,1,1,1,34896.0
3,6,6,6,4,1.6094379124341003,1,1,4,4,4,2728,7.911690520708339,1,1,3,5,8,34,3.5553480614894135,1,1,4,6,4,0,3,2,1,23188.0
6,0,1,1,14,2.70805020110221,1,2,4,0,4,6608,8.796187635470453,1,2,3,0,8,14,2.70805020110221,1,2,4,0,4,0,6,14,3,6608.0
5,1,6,6,10,2.3978952727983707,1,1,0,3,0,2150,7.67368812926773,1,2,0,1,0,45,3.828641396489095,0,0,0,3,5,1,6,5,1,9675.0
0,4,3,3,24,3.2188758248682006,1,0,4,3,4,11352,9.337237305164534,1,0,2,5,2,42,3.7612001156935624,1,0,2,0,2,3,3,6,1,19866.0
6,9,5,5,13,2.6390573296152584,0,1,3,6,3,4498,8.411610428841172,1,1,3,4,8,45,3.828641396489095,0,0,0,3,5,0,6,1,1,15570.0
6,1,1,1,13,2.6390573296152584,0,1,3,6,3,1534,7.336285660021297,1,1,4,1,4,20,3.044522437723423,1,2,0,6,0,1,5,1,1,2360.0
4,1,6,6,7,2.0794415416798357,0,1,2,0,7,1799,7.495541943884256,0,2,4,0,9,28,3.367295829986474,1,1,3,0,8,2,0,7,2,7196.0
1,5,5,5,27,3.332204510175204,0,0,2,6,7,17415,9.765144602914383,0,0,0,6,5,23,3.1780538303479458,0,2,3,2,3,0,5,1,1,14835.0
4,3,3,3,17,2.8903717578961645,0,2,2,3,7,10897,9.296334565143043,0,1,2,5,7,18,2.9444389791664403,1,0,3,4,8,2,3,1,1,11538.0
0,4,2,2,27,3.332204510175204,0,0,2,6,7,18657,9.834030287520907,0,0,2,2,7,39,3.6888794541139363,0,0,4,4,9,0,3,3,1,26949.0
2,7,4,4,27,3.332204510175204,0,0,2,6,7,729,6.593044534142437,0,0,4,1,9,24,3.2188758248682006,1,0,4,3,4,3,6,3,1,648.0
2,0,5,5,30,3.4339872044851463,1,0,0,2,0,10650,9.273409063443166,1,0,0,3,0,8,2.1972245773362196,1,2,3,1,8,0,5,2,1,2840.0
6,5,1,1,15,2.772588722239781,0,0,0,1,5,10620,9.27058845232154,1,0,0,1,0,7,2.0794415416798357,0,1,2,0,7,0,4,1,1,4956.0
3,0,3,3,11,2.4849066497880004,0,2,1,4,1,7095,8.867286523989415,0,0,0,4,5,45,3.828641396489095,0,0,0,3,5,1,6,1,1,29025.0
4,3,1,1,24,3.2188758248682006,1,0,4,3,4,1968,7.585281078639126,1,0,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,4,6,3,492.0
3,7,1,1,25,3.258096538021482,0,1,0,4,5,18650,9.833655042937448,1,2,0,2,0,47,3.871201010907891,0,2,2,5,7,2,0,1,1,35062.0
0,8,3,3,18,2.9444389791664403,1,0,3,4,8,2538,7.839525581704678,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,0,4,9,3,1269.0
1,4,2,2,4,1.6094379124341003,1,1,4,4,4,212,5.3612921657094255,1,2,2,2,2,14,2.70805020110221,1,2,4,0,4,2,0,2,1,742.0
4,0,3,3,12,2.5649493574615367,1,0,2,5,2,4368,8.382289428951436,1,0,3,0,8,2,1.0986122886681098,1,2,2,2,2,0,1,2,3,728.0
3,9,3,3,18,2.9444389791664403,1,0,3,4,8,4680,8.45126704130007,1,0,0,4,0,11,2.4849066497880004,0,2,1,4,1,3,3,1,1,2860.0
2,6,0,0,19,2.995732273553991,0,1,4,5,9,1387,7.23561914106675,0,1,2,1,7,32,3.4965075614664802,1,2,2,4,2,0,6,1,1,2336.0
4,9,0,0,19,2.995732273553991,0,1,4,5,9,9063,9.112065802707843,0,0,3,5,3,2,1.0986122886681098,1,2,2,2,2,1,3,1,1,954.0
0,9,0,0,20,3.044522437723423,1,2,0,6,0,15980,9.679155795585109,1,2,0,6,0,28,3.367295829986474,1,1,3,0,8,2,1,4,1,22372.0
5,9,0,0,4,1.6094379124341003,1,1,4,4,4,2096,7.64826303090192,1,2,1,3,6,2,1.0986122886681098,1,2,2,2,2,1,2,2,3,1048.0
2,5,1,1,3,1.3862943611198906,0,0,3,3,3,750,6.621405651764134,1,0,0,1,0,15,2.772588722239781,0,0,0,1,5,1,2,3,3,3750.0
5,3,1,1,6,1.9459101490553132,1,0,1,6,6,666,6.502790045915623,1,0,1,1,6,14,2.70805020110221,1,2,4,0,4,3,1,2,1,1554.0
2,6,0,0,6,1.9459101490553132,1,0,1,6,6,1452,7.2813856635702825,1,0,2,3,2,30,3.4339872044851463,1,0,0,2,0,1,5,6,2,7260.0
1,6,2,2,29,3.4011973816621555,0,2,4,1,9,13775,9.530683226667511,0,2,0,6,5,40,3.713572066704308,1,1,0,5,0,2,2,1,1,19000.0
3,8,0,0,28,3.367295829986474,1,1,3,0,8,3360,8.119993827725105,1,0,0,0,0,26,3.295836866004329,1,2,1,5,6,3,3,2,1,3120.0
2,1,1,1,30,3.4339872044851463,1,0,0,2,0,9150,9.121618441915379,1,0,0,1,0,18,2.9444389791664403,1,0,3,4,8,3,5,6,1,5490.0
2,2,2,2,24,3.2188758248682006,1,0,4,3,4,5856,8.675392806089782,1,0,1,4,6,32,3.4965075614664802,1,2,2,4,2,1,3,8,2,7808.0
5,4,5,5,7,2.0794415416798357,0,1,2,0,7,945,6.852242569051878,0,0,0,0,5,39,3.6888794541139363,0,0,4,4,9,3,5,1,1,5265.0
4,7,0,0,7,2.0794415416798357,0,1,2,0,7,1582,7.367077059881012,1,1,2,0,2,14,2.70805020110221,1,2,4,0,4,3,2,7,3,3164.0
2,8,2,2,19,2.995732273553991,0,1,4,5,9,9272,9.134862230800225,1,2,2,4,2,33,3.5263605246161616,0,0,3,5,3,0,1,1,1,16104.0
2,8,6,6,12,2.5649493574615367,1,0,2,5,2,5844,8.67334187390617,1,0,4,6,4,50,3.9318256327243257,1,2,0,1,0,0,2,2,1,24350.0
2,3,3,3,18,2.9444389791664403,1,0,3,4,8,10584,9.267193183568965,1,0,4,0,4,11,2.4849066497880004,0,2,1,4,1,0,6,1,1,6468.0
0,0,6,6,11,2.4849066497880004,0,2,1,4,1,1892,7.545918151209323,1,2,2,2,2,35,3.58351893845611,0,2,0,0,5,1,0,1,1,6020.0
3,1,4,4,9,2.302585092994046,0,0,4,2,9,3330,8.11102783819368,1,0,0,5,0,10,2.3978952727983707,1,1,0,3,0,3,3,1,2,3700.0
3,5,4,4,21,3.091042453358316,0,0,1,0,1,1659,7.414572881350589,0,0,4,0,9,29,3.4011973816621555,0,2,4,1,9,0,4,1,1,2291.0
3,9,5,5,3,1.3862943611198906,0,0,3,3,3,201,5.308267697401205,0,0,1,5,1,34,3.5553480614894135,1,1,4,6,4,2,0,1,1,2278.0
3,2,1,1,30,3.4339872044851463,1,0,0,2,0,8160,9.007121989469242,1,0,0,5,0,36,3.6109179126442243,1,0,1,1,6,3,4,6,1,9792.0
4,4,0,0,11,2.4849066497880004,0,2,1,4,1,8679,9.068776807654396,0,0,4,6,9,19,2.995732273553991,0,1,4,5,9,3,0,1,1,14991.0
0,5,5,5,19,2.995732273553991,0,1,4,5,9,4788,8.47407690034261,1,0,3,0,8,39,3.6888794541139363,0,0,4,4,9,3,2,1,1,9828.0
5,5,2,2,2,1.0986122886681098,1,2,2,2,2,150,5.017279836814924,1,0,0,3,0,20,3.044522437723423,1,2,0,6,0,1,0,2,2,1500.0
6,1,0,0,3,1.3862943611198906,0,0,3,3,3,96,4.574710978503383,1,0,1,5,6,3,1.3862943611198906,0,0,3,3,3,0,2,3,3,96.0
6,3,3,3,10,2.3978952727983707,1,1,0,3,0,170,5.14166355650266,1,2,0,2,0,1,0.6931471805599453,0,1,1,1,1,2,5,1,3,17.0
2,0,3,3,28,3.367295829986474,1,1,3,0,8,3220,8.0774471493312,1,1,0,0,0,19,2.995732273553991,0,1,4,5,9,0,2,1,1,2185.0
0,6,1,1,21,3.091042453358316,0,0,1,0,1,5964,8.693664334532016,1,0,4,0,4,16,2.833213344056216,1,1,1,2,6,3,3,1,1,4544.0
6,9,5,5,26,3.295836866004329,1,2,1,5,6,12532,9.436120444611522,1,1,2,2,2,16,2.833213344056216,1,1,1,2,6,3,4,2,1,7712.0
1,9,5,5,2,1.0986122886681098,1,2,2,2,2,1474,7.29641326877392,1,1,4,4,4,49,3.912023005428146,0,1,4,0,9,1,5,1,1,36113.0
0,8,1,1,21,3.091042453358316,0,0,1,0,1,12180,9.407632639699958,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,2,2,1,2,2900.0
0,1,1,1,22,3.1354942159291497,1,1,2,1,2,5918,8.685922794690725,1,2,3,3,8,17,2.8903717578961645,0,2,2,3,7,3,2,1,1,4573.0
4,3,0,0,22,3.1354942159291497,1,1,2,1,2,7766,8.957639268419648,1,2,1,3,6,33,3.5263605246161616,0,0,3,5,3,1,4,11,1,11649.0
5,7,3,3,20,3.044522437723423,1,2,0,6,0,1060,6.966967138613983,1,1,0,3,0,49,3.912023005428146,0,1,4,0,9,1,3,1,1,2597.0
5,2,4,4,15,2.772588722239781,0,0,0,1,5,10770,9.28461261635077,1,0,0,4,0,40,3.713572066704308,1,1,0,5,0,1,5,5,1,28720.0
5,8,4,4,8,2.1972245773362196,1,2,3,1,8,968,6.876264611890766,1,2,3,2,8,39,3.6888794541139363,0,0,4,4,9,1,1,1,1,4719.0
3,8,4,4,4,1.6094379124341003,1,1,4,4,4,1756,7.471363088187097,1,1,1,6,6,48,3.8918202981106265,1,0,3,6,8,0,0,4,2,21072.0
3,1,5,5,6,1.9459101490553132,1,0,1,6,6,1590,7.372118028337787,1,0,0,1,0,2,1.0986122886681098,1,2,2,2,2,1,5,2,3,530.0
2,8,6,6,9,2.302585092994046,0,0,4,2,9,3969,8.286521373681236,0,0,4,0,9,13,2.6390573296152584,0,1,3,6,3,1,6,1,1,5733.0
4,8,0,0,3,1.3862943611198906,0,0,3,3,3,1707,7.443078374348516,0,0,2,6,7,25,3.258096538021482,0,1,0,4,5,0,1,1,1,14225.0
4,8,3,3,7,2.0794415416798357,0,1,2,0,7,2338,7.757478766584179,1,1,3,0,8,23,3.1780538303479458,0,2,3,2,3,2,4,1,1,7682.0
2,0,5,5,2,1.0986122886681098,1,2,2,2,2,548,6.3080984415095305,1,2,3,2,8,34,3.5553480614894135,1,1,4,6,4,0,3,2,2,9316.0
5,3,2,2,15,2.772588722239781,0,0,0,1,5,1695,7.4360278163518485,0,0,0,1,5,29,3.4011973816621555,0,2,4,1,9,2,3,1,1,3277.0
5,1,0,0,20,3.044522437723423,1,2,0,6,0,2340,7.75833346749091,1,0,0,2,0,19,2.995732273553991,0,1,4,5,9,2,6,1,1,2223.0
3,8,1,1,15,2.772588722239781,0,0,0,1,5,10815,9.288781798282745,0,0,0,0,5,25,3.258096538021482,0,1,0,4,5,2,2,5,1,18025.0
2,6,6,6,16,2.833213344056216,1,1,1,2,6,5184,8.553525120663627,1,0,4,4,4,34,3.5553480614894135,1,1,4,6,4,3,6,2,1,11016.0
6,8,5,5,22,3.1354942159291497,1,1,2,1,2,17204,9.752955318231582,1,2,4,5,4,16,2.833213344056216,1,1,1,2,6,1,6,2,1,12512.0
5,7,1,1,11,2.4849066497880004,0,2,1,4,1,649,6.476972362889683,0,1,4,5,9,12,2.5649493574615367,1,0,2,5,2,3,2,1,1,708.0
4,4,3,3,14,2.70805020110221,1,2,4,0,4,1358,7.214504414151143,1,2,3,0,8,1,0.6931471805599453,0,1,1,1,1,3,2,1,3,97.0
0,0,4,4,20,3.044522437723423,1,2,0,6,0,14900,9.60918360377546,1,2,0,4,0,48,3.8918202981106265,1,0,3,6,8,2,6,4,1,35760.0
0,5,1,1,12,2.5649493574615367,1,0,2,5,2,6336,8.754160749323518,1,0,1,1,6,32,3.4965075614664802,1,2,2,4,2,2,1,4,2,16896.0
1,2,4,4,27,3.332204510175204,0,0,2,6,7,1161,7.057897937411856,0,0,1,6,1,11,2.4849066497880004,0,2,1,4,1,0,2,1,1,473.0
2,1,3,3,26,3.295836866004329,1,2,1,5,6,14976,9.614270969992395,1,0,1,3,6,5,1.791759469228055,0,2,0,5,5,3,2,1,1,2880.0
3,9,4,4,19,2.995732273553991,0,1,4,5,9,10754,9.28312604170183,1,2,4,2,4,33,3.5263605246161616,0,0,3,5,3,3,6,1,1,18678.0
3,7,0,0,9,2.302585092994046,0,0,4,2,9,4275,8.360773272144936,0,0,0,5,5,16,2.833213344056216,1,1,1,2,6,2,6,1,1,7600.0
3,5,5,5,30,3.4339872044851463,1,0,0,2,0,11760,9.372544251851037,1,0,0,0,0,17,2.8903717578961645,0,2,2,3,7,3,1,1,1,6664.0
4,3,4,4,28,3.367295829986474,1,1,3,0,8,21840,9.991544216356411,1,0,0,0,0,33,3.5263605246161616,0,0,3,5,3,0,6,1,1,25740.0
6,7,6,6,30,3.4339872044851463,1,0,0,2,0,3240,8.083637203141548,1,0,0,6,0,41,3.7376696182833684,0,2,1,6,1,2,6,1,1,4428.0
1,2,4,4,14,2.70805020110221,1,2,4,0,4,476,6.1675164908883415,1,2,1,0,6,4,1.6094379124341003,1,1,4,4,4,3,3,2,2,136.0
4,0,3,3,6,1.9459101490553132,1,0,1,6,6,1146,7.044905117129371,1,0,1,5,6,26,3.295836866004329,1,2,1,5,6,2,6,2,1,4966.0
3,7,5,5,3,1.3862943611198906,0,0,3,3,3,1488,7.305860032684009,1,0,3,4,8,45,3.828641396489095,0,0,0,3,5,2,6,3,2,22320.0
6,9,6,6,30,3.4339872044851463,1,0,0,2,0,6390,8.762646029650282,1,0,0,6,0,22,3.1354942159291497,1,1,2,1,2,1,3,2,1,4686.0
1,7,1,1,12,2.5649493574615367,1,0,2,5,2,864,6.762729506931879,1,0,4,3,4,45,3.828641396489095,0,0,0,3,5,2,3,3,1,3240.0
6,2,5,5,6,1.9459101490553132,1,0,1,6,6,3390,8.128880142125638,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,1,0,6,2,6780.0
3,5,0,0,29,3.4011973816621555,0,2,4,1,9,13282,9.494240301132503,1,1,2,3,2,36,3.6109179126442243,1,0,1,1,6,2,5,1,1,16488.0
1,2,4,4,6,1.9459101490553132,1,0,1,6,6,1818,7.506042178518122,1,0,3,5,8,44,3.8066624897703196,1,2,4,2,4,2,0,2,1,13332.0
2,4,0,0,29,3.4011973816621555,0,2,4,1,9,15370,9.640237896224932,1,1,0,5,0,44,3.8066624897703196,1,2,4,2,4,3,6,1,1,23320.0
3,7,3,3,16,2.833213344056216,1,1,1,2,6,11488,9.349145334853365,1,1,3,1,8,39,3.6888794541139363,0,0,4,4,9,3,4,1,1,28002.0
3,0,6,6,27,3.332204510175204,0,0,2,6,7,20088,9.90792768056215,1,0,3,5,8,12,2.5649493574615367,1,0,2,5,2,1,2,3,2,8928.0
4,1,1,1,9,2.302585092994046,0,0,4,2,9,4392,8.38776764397578,1,0,2,3,2,12,2.5649493574615367,1,0,2,5,2,0,3,3,2,5856.0
1,6,0,0,30,3.4339872044851463,1,0,0,2,0,13740,9.528139343331775,1,0,0,6,0,10,2.3978952727983707,1,1,0,3,0,1,3,10,3,4580.0
0,7,4,4,20,3.044522437723423,1,2,0,6,0,15580,9.653807502217354,1,1,0,5,0,28,3.367295829986474,1,1,3,0,8,0,1,4,1,21812.0
4,8,4,4,16,2.833213344056216,1,1,1,2,6,6480,8.776630098427717,1,0,0,5,0,12,2.5649493574615367,1,0,2,5,2,3,3,4,2,4860.0
1,9,3,3,9,2.302585092994046,0,0,4,2,9,612,6.418364935936212,1,0,2,3,2,37,3.6375861597263857,0,1,2,2,7,2,4,1,1,2516.0
5,6,1,1,4,1.6094379124341003,1,1,4,4,4,172,5.153291594497779,1,1,2,4,2,39,3.6888794541139363,0,0,4,4,9,2,5,1,1,1677.0
3,2,1,1,25,3.258096538021482,0,1,0,4,5,8325,9.02713842775492,0,0,0,2,5,11,2.4849066497880004,0,2,1,4,1,2,6,1,1,3663.0
2,6,6,6,9,2.302585092994046,0,0,4,2,9,1296,7.167809184316444,1,0,1,1,6,36,3.6109179126442243,1,0,1,1,6,0,5,9,3,5184.0
2,1,1,1,13,2.6390573296152584,0,1,3,6,3,5746,8.656433258507741,1,1,1,6,6,36,3.6109179126442243,1,0,1,1,6,0,4,1,1,15912.0
0,9,3,3,6,1.9459101490553132,1,0,1,6,6,2994,8.00469951054955,1,0,4,5,4,47,3.871201010907891,0,2,2,5,7,3,1,1,1,23453.0
3,9,2,2,5,1.791759469228055,0,2,0,5,5,2395,7.78155595923534,0,1,0,1,5,49,3.912023005428146,0,1,4,0,9,2,5,1,1,23471.0
6,9,0,0,10,2.3978952727983707,1,1,0,3,0,5350,8.585038738311304,1,1,0,2,0,34,3.5553480614894135,1,1,4,6,4,0,4,2,1,18190.0
3,6,0,0,18,2.9444389791664403,1,0,3,4,8,3042,8.02059914989697,1,0,2,4,2,2,1.0986122886681098,1,2,2,2,2,0,1,2,3,338.0
2,2,6,6,27,3.332204510175204,0,0,2,6,7,7425,8.912742634737025,0,0,0,5,5,32,3.4965075614664802,1,2,2,4,2,3,5,1,1,8800.0
6,5,0,0,25,3.258096538021482,0,1,0,4,5,12100,9.401043372798053,1,1,0,4,0,5,1.791759469228055,0,2,0,5,5,3,1,5,3,2420.0
2,8,5,5,11,2.4849066497880004,0,2,1,4,1,6468,8.774776816043985,1,0,3,0,8,35,3.58351893845611,0,2,0,0,5,3,6,1,1,20580.0
4,9,2,2,14,2.70805020110221,1,2,4,0,4,1652,7.410347097821024,1,2,2,0,2,3,1.3862943611198906,0,0,3,3,3,2,1,1,1,354.0
5,9,6,6,6,1.9459101490553132,1,0,1,6,6,360,5.8888779583328805,1,0,0,3,0,28,3.367295829986474,1,1,3,0,8,2,2,2,1,1680.0
5,3,5,5,11,2.4849066497880004,0,2,1,4,1,2783,7.931644021454311,0,2,3,4,3,46,3.8501476017100584,1,1,1,4,6,0,0,1,1,11638.0
5,3,2,2,19,2.995732273553991,0,1,4,5,9,13072,9.47830431356186,1,1,2,3,2,11,2.4849066497880004,0,2,1,4,1,0,6,1,1,7568.0
2,8,5,5,7,2.0794415416798357,0,1,2,0,7,5173,8.551401362745974,0,1,3,0,3,30,3.4339872044851463,1,0,0,2,0,0,2,1,1,22170.0
1,7,2,2,2,1.0986122886681098,1,2,2,2,2,1536,7.337587743538596,1,0,1,3,6,24,3.2188758248682006,1,0,4,3,4,3,0,2,3,18432.0
6,6,6,6,22,3.1354942159291497,1,1,2,1,2,5896,8.682199026000504,1,1,1,2,6,29,3.4011973816621555,0,2,4,1,9,1,1,1,1,7772.0
4,3,5,5,5,1.791759469228055,0,2,0,5,5,3335,8.112527763478637,0,2,0,3,5,3,1.3862943611198906,0,0,3,3,3,2,2,1,1,2001.0
5,8,4,4,7,2.0794415416798357,0,1,2,0,7,287,5.662960480135946,0,2,2,0,7,49,3.912023005428146,0,1,4,0,9,2,4,7,2,2009.0
1,1,3,3,9,2.302585092994046,0,0,4,2,9,765,6.641182169740591,0,0,0,2,5,32,3.4965075614664802,1,2,2,4,2,0,0,1,1,2720.0
6,9,3,3,9,2.302585092994046,0,0,4,2,9,612,6.418364935936212,1,0,2,3,2,43,3.784189633918261,0,1,3,1,3,2,1,1,1,2924.0
3,5,6,6,13,2.6390573296152584,0,1,3,6,3,5785,8.66319648553608,0,1,0,3,5,24,3.2188758248682006,1,0,4,3,4,3,0,1,1,10680.0
6,6,2,2,22,3.1354942159291497,1,1,2,1,2,462,6.137727054086234,1,0,2,0,2,25,3.258096538021482,0,1,0,4,5,3,6,1,1,525.0
0,6,4,4,26,3.295836866004329,1,2,1,5,6,18538,9.827631900232593,1,1,3,2,8,40,3.713572066704308,1,1,0,5,0,2,0,2,1,28520.0
6,3,0,0,16,2.833213344056216,1,1,1,2,6,6112,8.718172930028725,1,1,2,1,2,31,3.4657359027997265,0,1,1,3,1,3,3,1,1,11842.0
6,7,4,4,27,3.332204510175204,0,0,2,6,7,12798,9.457122321855792,1,0,3,2,8,26,3.295836866004329,1,2,1,5,6,2,6,1,1,12324.0
0,0,4,4,8,2.1972245773362196,1,2,3,1,8,2240,7.714677473800927,1,2,0,0,0,10,2.3978952727983707,1,1,0,3,0,2,2,2,2,2800.0
1,2,6,6,13,2.6390573296152584,0,1,3,6,3,5967,8.694167141883597,0,0,2,3,7,34,3.5553480614894135,1,1,4,6,4,0,4,1,1,15606.0
6,1,2,2,20,3.044522437723423,1,2,0,6,0,14780,9.601097851212073,1,2,0,3,0,42,3.7612001156935624,1,0,2,0,2,3,2,2,1,31038.0
4,3,5,5,16,2.833213344056216,1,1,1,2,6,2976,7.998671361015776,1,0,1,1,6,22,3.1354942159291497,1,1,2,1,2,2,3,2,1,4092.0
2,4,4,4,8,2.1972245773362196,1,2,3,1,8,2616,7.869783902530146,1,0,1,5,6,49,3.912023005428146,0,1,4,0,9,1,3,1,1,16023.0
3,2,3,3,15,2.772588722239781,0,0,0,1,5,2100,7.650168700845001,1,0,0,0,0,36,3.6109179126442243,1,0,1,1,6,2,4,3,1,5040.0
4,3,1,1,11,2.4849066497880004,0,2,1,4,1,3784,8.23880116587155,1,1,4,4,4,36,3.6109179126442243,1,0,1,1,6,3,1,1,1,12384.0
1,2,3,3,7,2.0794415416798357,0,1,2,0,7,1757,7.471932078245122,0,2,2,0,7,48,3.8918202981106265,1,0,3,6,8,2,1,1,1,12048.0
2,3,5,5,26,3.295836866004329,1,2,1,5,6,5902,8.683215975240689,1,1,2,1,2,38,3.6635616461296463,1,2,3,3,8,3,4,2,1,8626.0
2,3,4,4,17,2.8903717578961645,0,2,2,3,7,8721,9.073603848402712,0,0,1,6,1,4,1.6094379124341003,1,1,4,4,4,2,0,1,1,2052.0
5,2,4,4,8,2.1972245773362196,1,2,3,1,8,4992,8.51579221050061,1,0,2,1,2,2,1.0986122886681098,1,2,2,2,2,3,5,2,3,1248.0
0,5,5,5,22,3.1354942159291497,1,1,2,1,2,8558,9.05473863988161,1,2,3,4,8,43,3.784189633918261,0,1,3,1,3,0,0,1,1,16727.0
2,1,5,5,21,3.091042453358316,0,0,1,0,1,6531,8.784468454090355,0,0,1,0,1,8,2.1972245773362196,1,2,3,1,8,1,1,1,1,2488.0
