slot_person_name,slot_activity,slot_venue,slot_distance_km,slot_distance_km_abs_log1p,slot_speed_offset_1,slot_speed_offset_1_abs_log1p,slot_total_time1_hours,slot_total_time1_hours_abs_log1p,slot_total_time1_hours_frac,slot_total_time1_hours_n_decimals,slot_total_time2_hours,slot_total_time2_hours_abs_log1p,slot_total_time2_hours_frac,slot_total_time2_hours_n_decimals,y
1,0,4,21.0,3.091042453358316,2.0,1.0986122886681098,3.930769230769231,1.5954950064650877,0.930769230769231,15,3.170588235294118,1.4280570894818658,0.17058823529411793,15,222.0
1,1,4,14.0,2.70805020110221,1.0,0.6931471805599453,9.433333333333334,2.345005808877998,0.43333333333333357,15,5.699999999999999,1.9021075263969203,0.6999999999999993,15,426.0
3,2,4,32.0,3.4965075614664802,1.0,0.6931471805599453,9.542857142857143,2.3554485825511136,0.5428571428571427,15,7.511111111111111,2.141372499410326,0.5111111111111111,15,504.0
5,1,3,24.0,3.2188758248682006,2.0,1.0986122886681098,10.1,2.4069451083182885,0.09999999999999964,1,5.833333333333333,1.9218125974762528,0.833333333333333,15,510.0
1,0,2,16.0,2.833213344056216,2.0,1.0986122886681098,5.171428571428571,1.8199303461947511,0.17142857142857082,15,3.5090909090909093,1.5060955609325113,0.5090909090909093,16,276.0
4,2,4,12.0,2.5649493574615367,1.0,0.6931471805599453,3.728571428571428,1.5536231333277037,0.7285714285714282,15,2.9666666666666663,1.377926111449374,0.9666666666666663,16,198.0
3,1,1,42.0,3.7612001156935624,1.0,0.6931471805599453,6.961538461538462,2.074622255243887,0.9615384615384617,15,6.1,1.9600947840472698,0.09999999999999964,1,390.0
3,0,0,25.0,3.258096538021482,3.0,1.3862943611198906,5.7555555555555555,1.910365211635902,0.7555555555555555,16,3.5333333333333337,1.5114575040738967,0.5333333333333337,16,312.0
7,1,3,42.0,3.7612001156935624,3.0,1.3862943611198906,6.561538461538461,2.0230746696915842,0.5615384615384613,15,4.521052631578947,1.708568536235811,0.5210526315789474,15,366.0
5,1,0,28.0,3.367295829986474,3.0,1.3862943611198906,8.2,2.2192034840549946,0.1999999999999993,1,4.507692307692308,1.706145716505063,0.5076923076923077,15,432.0
5,2,2,18.0,2.9444389791664403,3.0,1.3862943611198906,7.6000000000000005,2.1517622032594623,0.6000000000000005,16,3.672727272727273,1.541742899662749,0.6727272727272728,15,384.0
2,3,4,12.0,2.5649493574615367,1.0,0.6931471805599453,5.3999999999999995,1.856297990365626,0.39999999999999947,16,4.0285714285714285,1.615135933548738,0.02857142857142847,16,276.0
3,3,1,14.0,2.70805020110221,2.0,1.0986122886681098,9.933333333333334,2.3918162267219882,0.9333333333333336,15,4.6,1.7227665977411035,0.5999999999999996,1,456.0
2,3,0,30.0,3.4339872044851463,2.0,1.0986122886681098,5.554545454545454,1.8801587714925327,0.5545454545454538,15,4.1,1.62924053973028,0.09999999999999964,1,306.0
2,0,3,35.0,3.58351893845611,1.0,0.6931471805599453,5.684615384615385,1.8998086748098097,0.6846153846153848,15,4.966666666666667,1.7861884241785997,0.9666666666666668,15,318.0
1,3,2,24.0,3.2188758248682006,1.0,0.6931471805599453,5.0636363636363635,1.8023096801232075,0.06363636363636349,16,4.392307692307693,1.6849734365790077,0.3923076923076927,15,282.0
3,0,3,30.0,3.4339872044851463,3.0,1.3862943611198906,6.766666666666667,2.049841071903545,0.7666666666666666,15,4.1,1.62924053973028,0.09999999999999964,1,366.0
1,3,0,12.0,2.5649493574615367,2.0,1.0986122886681098,8.1,2.2082744135228043,0.09999999999999964,1,3.5285714285714285,1.5104065318279216,0.5285714285714285,16,366.0
1,1,0,15.0,2.772588722239781,3.0,1.3862943611198906,3.5333333333333337,1.5114575040738967,0.5333333333333337,16,2.2,1.1631508098056809,0.20000000000000018,1,192.0
1,0,1,24.0,3.2188758248682006,2.0,1.0986122886681098,4.863636363636363,1.768769951003356,0.8636363636363633,15,3.7,1.547562508716013,0.7000000000000002,1,270.0
1,0,4,18.0,2.9444389791664403,1.0,0.6931471805599453,3.9727272727272727,1.603968436629565,0.9727272727272727,16,3.4692307692307693,1.4972163063963289,0.46923076923076934,16,222.0
7,0,4,15.0,2.772588722239781,1.0,0.6931471805599453,6.7,2.0412203288596382,0.7000000000000002,1,4.985714285714286,1.7893756778727787,0.9857142857142858,15,342.0
4,3,4,28.0,3.367295829986474,2.0,1.0986122886681098,8.5,2.2512917986064953,0.5,1,5.590909090909091,1.8856912890622586,0.5909090909090908,15,450.0
4,2,2,28.0,3.367295829986474,3.0,1.3862943611198906,4.407692307692307,1.6878224413550824,0.40769230769230713,15,3.0473684210526315,1.3980668973451578,0.047368421052631504,16,246.0
0,2,3,14.0,2.70805020110221,3.0,1.3862943611198906,9.533333333333333,2.354544831924757,0.5333333333333332,15,3.3111111111111113,1.4611956692930084,0.31111111111111134,16,432.0
4,0,4,14.0,2.70805020110221,3.0,1.3862943611198906,9.533333333333333,2.354544831924757,0.5333333333333332,15,3.3111111111111113,1.4611956692930084,0.31111111111111134,16,432.0
3,1,3,24.0,3.2188758248682006,3.0,1.3862943611198906,4.663636363636363,1.7340661529950367,0.6636363636363631,15,3.123529411764706,1.4167094499843282,0.12352941176470589,15,258.0
0,1,1,16.0,2.833213344056216,1.0,0.6931471805599453,4.671428571428571,1.7354410386378314,0.6714285714285708,15,3.6555555555555554,1.5380612495918726,0.6555555555555554,16,246.0
6,3,1,49.0,3.912023005428146,2.0,1.0986122886681098,8.038461538461538,2.201488976122677,0.038461538461538325,15,6.264705882352941,1.9830278120118159,0.2647058823529411,15,450.0
4,0,3,35.0,3.58351893845611,1.0,0.6931471805599453,5.684615384615385,1.8998086748098097,0.6846153846153848,15,4.966666666666667,1.7861884241785997,0.9666666666666668,15,318.0
5,2,3,56.0,4.04305126783455,2.0,1.0986122886681098,9.215384615384615,2.3238948795807968,0.21538461538461462,15,7.188235294117646,2.1026984038441032,0.1882352941176464,15,516.0
7,0,0,24.0,3.2188758248682006,2.0,1.0986122886681098,10.299999999999999,2.424802725718295,0.29999999999999893,15,6.033333333333333,1.9506607518139112,0.033333333333333215,15,522.0
3,1,1,56.0,4.04305126783455,2.0,1.0986122886681098,9.115384615384615,2.3140574941562826,0.11538461538461497,15,7.088235294117647,2.0904105730504097,0.08823529411764675,15,510.0
1,1,4,20.0,3.044522437723423,2.0,1.0986122886681098,5.144444444444445,1.8155483311920697,0.14444444444444482,15,3.776923076923077,1.5637966314778964,0.7769230769230768,15,282.0
3,0,1,35.0,3.58351893845611,1.0,0.6931471805599453,5.484615384615385,1.869432507546273,0.48461538461538467,15,4.766666666666667,1.7520942128356236,0.7666666666666666,15,306.0
6,2,0,35.0,3.58351893845611,3.0,1.3862943611198906,8.177777777777777,2.216785103190713,0.17777777777777715,15,5.066666666666667,1.8028093054146401,0.06666666666666732,15,444.0
0,0,1,16.0,2.833213344056216,2.0,1.0986122886681098,5.171428571428571,1.8199303461947511,0.17142857142857082,15,3.5090909090909093,1.5060955609325113,0.5090909090909093,16,276.0
4,2,3,40.0,3.713572066704308,3.0,1.3862943611198906,9.28888888888889,2.3310645643159145,0.28888888888888964,14,5.733333333333333,1.9070703157390494,0.7333333333333334,15,504.0
5,0,1,16.0,2.833213344056216,3.0,1.3862943611198906,5.071428571428571,1.8035939268750578,0.07142857142857117,15,2.9615384615384617,1.3766324502081537,0.9615384615384617,16,270.0
1,2,4,18.0,2.9444389791664403,2.0,1.0986122886681098,3.472727272727273,1.497998350699892,0.4727272727272731,15,2.6,1.2809338454620642,0.6000000000000001,1,192.0
7,2,0,30.0,3.4339872044851463,3.0,1.3862943611198906,5.554545454545454,1.8801587714925327,0.5545454545454538,15,3.6294117647058823,1.5324298113671415,0.6294117647058823,16,306.0
3,3,0,49.0,3.912023005428146,2.0,1.0986122886681098,7.638461538461538,2.1562245042828607,0.638461538461538,15,5.864705882352941,1.9263931952362943,0.8647058823529408,15,426.0
1,1,1,42.0,3.7612001156935624,3.0,1.3862943611198906,7.161538461538462,2.0994326881584007,0.16153846153846185,15,5.121052631578948,1.8117340803581783,0.12105263157894797,15,402.0
2,1,3,15.0,2.772588722239781,2.0,1.0986122886681098,3.5333333333333337,1.5114575040738967,0.5333333333333337,16,2.5076923076923077,1.2549583590588036,0.5076923076923077,16,192.0
3,0,0,18.0,2.9444389791664403,1.0,0.6931471805599453,7.3,2.1162555148025524,0.2999999999999998,1,5.242857142857143,1.8314379530462312,0.24285714285714288,15,366.0
6,1,2,6.0,1.9459101490553132,2.0,1.0986122886681098,4.6,1.7227665977411035,0.5999999999999996,1,2.314285714285714,1.198242129616951,0.31428571428571406,15,216.0
3,0,4,25.0,3.258096538021482,1.0,0.6931471805599453,6.2555555555555555,1.981767458946166,0.25555555555555554,16,5.245454545454546,1.8318539264299332,0.24545454545454604,15,342.0
3,2,1,40.0,3.713572066704308,2.0,1.0986122886681098,9.28888888888889,2.3310645643159145,0.28888888888888964,14,6.5538461538461545,2.0220568578988836,0.5538461538461545,16,504.0
2,1,1,20.0,3.044522437723423,1.0,0.6931471805599453,4.7444444444444445,1.748233204178164,0.7444444444444445,16,3.936363636363636,1.596628954141519,0.9363636363636361,15,258.0
3,3,2,48.0,3.8918202981106265,2.0,1.0986122886681098,8.927272727272726,2.295285790512434,0.9272727272727259,15,6.6000000000000005,2.0281482472922856,0.6000000000000005,16,492.0
7,1,0,36.0,3.6109179126442243,1.0,0.6931471805599453,7.245454545454546,2.1096620843227205,0.24545454545454604,15,6.2384615384615385,1.9794086891297973,0.2384615384615385,16,402.0
6,2,0,15.0,2.772588722239781,1.0,0.6931471805599453,6.5,2.0149030205422647,0.5,1,4.785714285714286,1.75539182505718,0.7857142857142856,15,330.0
2,2,4,21.0,3.091042453358316,2.0,1.0986122886681098,9.0,2.302585092994046,0.0,1,5.266666666666667,1.8352445811677938,0.2666666666666666,15,456.0
2,0,1,30.0,3.4339872044851463,3.0,1.3862943611198906,5.554545454545454,1.8801587714925327,0.5545454545454538,15,3.6294117647058823,1.5324298113671415,0.6294117647058823,16,306.0
2,2,0,20.0,3.044522437723423,3.0,1.3862943611198906,4.844444444444445,1.7654915424074449,0.844444444444445,15,3.0666666666666664,1.402823663071101,0.06666666666666643,16,264.0
1,0,0,12.0,2.5649493574615367,2.0,1.0986122886681098,3.8285714285714283,1.5745506534336597,0.8285714285714283,16,2.5818181818181816,1.2758705435055175,0.5818181818181816,16,204.0
0,0,0,12.0,2.5649493574615367,3.0,1.3862943611198906,8.4,2.2407096892759584,0.40000000000000036,1,3.0666666666666664,1.402823663071101,0.06666666666666643,16,384.0
1,1,0,12.0,2.5649493574615367,3.0,1.3862943611198906,8.5,2.2512917986064953,0.5,1,3.1666666666666665,1.4271163556401456,0.16666666666666652,16,390.0
4,2,2,21.0,3.091042453358316,2.0,1.0986122886681098,8.6,2.2617630984737906,0.5999999999999996,1,4.866666666666667,1.7692866133759966,0.8666666666666671,15,432.0
2,2,0,20.0,3.044522437723423,3.0,1.3862943611198906,6.414285714285715,2.0034086411165295,0.4142857142857146,15,3.776923076923077,1.5637966314778964,0.7769230769230768,15,342.0
3,2,0,24.0,3.2188758248682006,2.0,1.0986122886681098,6.957142857142856,2.074069997877925,0.9571428571428564,15,4.463636363636363,1.6981145687427912,0.46363636363636296,15,366.0
3,2,1,9.0,2.302585092994046,1.0,0.6931471805599453,4.2,1.6486586255873816,0.20000000000000018,1,3.1714285714285717,1.4282585602189228,0.1714285714285717,16,216.0
5,2,4,16.0,2.833213344056216,3.0,1.3862943611198906,4.871428571428571,1.7700979724468755,0.871428571428571,15,2.7615384615384615,1.3248280390192897,0.7615384615384615,16,258.0
2,2,2,9.0,2.302585092994046,1.0,0.6931471805599453,3.9,1.589235205116581,0.8999999999999999,1,2.8714285714285714,1.353623578830342,0.8714285714285714,16,198.0
0,2,0,28.0,3.367295829986474,1.0,0.6931471805599453,8.4,2.2407096892759584,0.40000000000000036,1,6.622222222222223,2.0310679573956203,0.6222222222222227,15,444.0
6,2,2,15.0,2.772588722239781,3.0,1.3862943611198906,6.7,2.0412203288596382,0.7000000000000002,1,3.427272727272727,1.4877837572901735,0.4272727272727268,15,342.0
5,1,1,12.0,2.5649493574615367,1.0,0.6931471805599453,4.0285714285714285,1.615135933548738,0.02857142857142847,16,3.2666666666666666,1.4508328822574619,0.2666666666666666,16,216.0
7,0,0,28.0,3.367295829986474,1.0,0.6931471805599453,4.707692307692308,1.741814792711798,0.7076923076923078,15,4.133333333333334,1.6357552207514738,0.13333333333333375,15,264.0
3,3,3,30.0,3.4339872044851463,2.0,1.0986122886681098,5.954545454545454,1.9393954680341194,0.9545454545454541,15,4.5,1.7047480922384253,0.5,1,330.0
3,1,2,15.0,2.772588722239781,2.0,1.0986122886681098,3.8333333333333335,1.575536360758419,0.8333333333333335,16,2.8076923076923075,1.3370233121131079,0.8076923076923075,16,210.0
3,0,3,12.0,2.5649493574615367,3.0,1.3862943611198906,5.0,1.791759469228055,0.0,1,2.381818181818182,1.2184134884807303,0.38181818181818183,15,252.0
5,0,1,20.0,3.044522437723423,1.0,0.6931471805599453,6.014285714285714,1.9479488857451617,0.014285714285714235,15,4.7444444444444445,1.748233204178164,0.7444444444444445,16,318.0
4,0,1,10.0,2.3978952727983707,3.0,1.3862943611198906,6.966666666666667,2.075266170269355,0.9666666666666668,15,2.522222222222222,1.2590921035470155,0.5222222222222221,15,318.0
1,2,4,16.0,2.833213344056216,3.0,1.3862943611198906,11.166666666666666,2.498699971920336,0.16666666666666607,15,4.055555555555555,1.6204877486206852,0.05555555555555536,15,510.0
0,0,3,24.0,3.2188758248682006,1.0,0.6931471805599453,7.157142857142857,2.098893967606651,0.15714285714285658,15,5.633333333333333,1.892107443062337,0.6333333333333329,15,378.0
1,3,2,18.0,2.9444389791664403,3.0,1.3862943611198906,7.3,2.1162555148025524,0.2999999999999998,1,3.372727272727273,1.475386904313345,0.372727272727273,15,366.0
7,0,2,14.0,2.70805020110221,2.0,1.0986122886681098,9.933333333333334,2.3918162267219882,0.9333333333333336,15,4.6,1.7227665977411035,0.5999999999999996,1,456.0
6,2,4,24.0,3.2188758248682006,2.0,1.0986122886681098,7.157142857142857,2.098893967606651,0.15714285714285658,15,4.663636363636363,1.7340661529950367,0.6636363636363631,15,378.0
6,2,2,48.0,3.8918202981106265,1.0,0.6931471805599453,8.827272727272726,2.285161451846792,0.8272727272727263,15,7.484615384615385,2.13825456879792,0.48461538461538467,15,486.0
7,3,2,8.0,2.1972245773362196,1.0,0.6931471805599453,5.533333333333333,1.8769172775683618,0.5333333333333332,15,3.4000000000000004,1.4816045409242156,0.40000000000000036,16,252.0
5,1,0,8.0,2.1972245773362196,3.0,1.3862943611198906,5.733333333333333,1.9070703157390494,0.7333333333333334,15,2.1777777777777776,1.1561821404895876,0.1777777777777776,16,264.0
4,1,3,28.0,3.367295829986474,3.0,1.3862943611198906,8.1,2.2082744135228043,0.09999999999999964,1,4.407692307692307,1.6878224413550824,0.40769230769230713,15,426.0
6,3,1,24.0,3.2188758248682006,3.0,1.3862943611198906,6.957142857142856,2.074069997877925,0.9571428571428564,15,3.7923076923076926,1.5670120683318707,0.7923076923076926,16,366.0
6,1,2,28.0,3.367295829986474,3.0,1.3862943611198906,8.4,2.2407096892759584,0.40000000000000036,1,4.707692307692308,1.741814792711798,0.7076923076923078,15,444.0
3,3,0,24.0,3.2188758248682006,1.0,0.6931471805599453,4.663636363636363,1.7340661529950367,0.6636363636363631,15,3.9923076923076923,1.6078982662485075,0.9923076923076923,16,258.0
2,3,0,15.0,2.772588722239781,1.0,0.6931471805599453,4.033333333333333,1.6160824551527688,0.033333333333333215,15,3.427272727272727,1.4877837572901735,0.4272727272727268,15,222.0
7,3,1,16.0,2.833213344056216,3.0,1.3862943611198906,5.071428571428571,1.8035939268750578,0.07142857142857117,15,2.9615384615384617,1.3766324502081537,0.9615384615384617,16,270.0
0,1,0,42.0,3.7612001156935624,2.0,1.0986122886681098,7.061538461538461,2.087104414425405,0.06153846153846132,15,5.541176470588235,1.8781170377602658,0.5411764705882351,15,396.0
7,3,4,18.0,2.9444389791664403,2.0,1.0986122886681098,3.872727272727273,1.5836537952783858,0.872727272727273,15,3.0,1.3862943611198906,0.0,1,216.0
4,3,3,16.0,2.833213344056216,2.0,1.0986122886681098,11.366666666666665,2.5150046809452795,0.36666666666666536,15,5.271428571428571,1.8360041710258124,0.27142857142857135,15,522.0
6,1,0,8.0,2.1972245773362196,1.0,0.6931471805599453,5.833333333333333,1.9218125974762528,0.833333333333333,15,3.7,1.547562508716013,0.7000000000000002,1,270.0
4,0,2,18.0,2.9444389791664403,1.0,0.6931471805599453,3.472727272727273,1.497998350699892,0.4727272727272731,15,2.9692307692307693,1.3785723150259803,0.9692307692307693,16,192.0
4,3,0,12.0,2.5649493574615367,2.0,1.0986122886681098,3.6285714285714286,1.5322482737429703,0.6285714285714286,16,2.381818181818182,1.2184134884807303,0.38181818181818183,15,192.0
4,1,4,30.0,3.4339872044851463,2.0,1.0986122886681098,5.554545454545454,1.8801587714925327,0.5545454545454538,15,4.1,1.62924053973028,0.09999999999999964,1,306.0
3,3,1,40.0,3.713572066704308,2.0,1.0986122886681098,9.488888888888889,2.350316495815236,0.48888888888888893,15,6.753846153846154,2.0481889981757315,0.7538461538461538,15,516.0
6,3,2,35.0,3.58351893845611,3.0,1.3862943611198906,7.877777777777777,2.1835512754360096,0.8777777777777773,15,4.766666666666667,1.7520942128356236,0.7666666666666666,15,426.0
6,2,0,56.0,4.04305126783455,3.0,1.3862943611198906,9.215384615384615,2.3238948795807968,0.21538461538461462,15,6.4947368421052625,2.0142010198114346,0.4947368421052625,16,516.0
3,3,3,9.0,2.302585092994046,2.0,1.0986122886681098,4.2,1.6486586255873816,0.20000000000000018,1,2.6,1.2809338454620642,0.6000000000000001,1,216.0
2,1,4,21.0,3.091042453358316,1.0,0.6931471805599453,3.830769230769231,1.5750057160126163,0.8307692307692309,15,3.4,1.4816045409242156,0.3999999999999999,1,216.0
6,0,4,10.0,2.3978952727983707,2.0,1.0986122886681098,7.066666666666667,2.0877403444945313,0.06666666666666732,15,3.257142857142857,1.4485982444560455,0.2571428571428571,15,324.0
7,1,1,14.0,2.70805020110221,3.0,1.3862943611198906,9.933333333333334,2.3918162267219882,0.9333333333333336,15,3.7111111111111112,1.5499237849016927,0.7111111111111112,16,456.0
5,3,1,35.0,3.58351893845611,2.0,1.0986122886681098,8.377777777777778,2.238342824265692,0.3777777777777782,15,5.984615384615385,1.9437099281457109,0.9846153846153847,15,456.0
7,0,3,32.0,3.4965075614664802,2.0,1.0986122886681098,9.442857142857143,2.3459182177004196,0.44285714285714306,15,6.118181818181818,1.962652330198387,0.11818181818181817,15,498.0
4,3,0,24.0,3.2188758248682006,1.0,0.6931471805599453,7.557142857142857,2.1467663560660903,0.5571428571428569,15,6.033333333333333,1.9506607518139112,0.033333333333333215,15,402.0
5,0,2,56.0,4.04305126783455,3.0,1.3862943611198906,8.715384615384615,2.2737106718949085,0.7153846153846146,15,5.9947368421052625,1.945157986552759,0.9947368421052625,16,486.0
3,3,4,18.0,2.9444389791664403,2.0,1.0986122886681098,3.372727272727273,1.475386904313345,0.372727272727273,15,2.5,1.252762968495368,0.5,1,186.0
0,0,3,40.0,3.713572066704308,2.0,1.0986122886681098,9.588888888888889,2.359805233323937,0.5888888888888886,15,6.853846153846154,2.061003367709083,0.8538461538461544,15,522.0
2,0,4,30.0,3.4339872044851463,1.0,0.6931471805599453,5.754545454545454,1.9102156789253428,0.754545454545454,15,4.915384615384615,1.7775565190500615,0.9153846153846148,15,318.0
7,3,1,12.0,2.5649493574615367,3.0,1.3862943611198906,3.8285714285714283,1.5745506534336597,0.8285714285714283,16,2.246153846153846,1.1774708635804294,0.24615384615384617,15,204.0
5,0,3,24.0,3.2188758248682006,3.0,1.3862943611198906,10.2,2.4159137783010487,0.1999999999999993,1,4.963636363636363,1.7856804231516727,0.963636363636363,15,516.0
0,2,0,36.0,3.6109179126442243,3.0,1.3862943611198906,7.245454545454546,2.1096620843227205,0.24545454545454604,15,4.935294117647059,1.7809165833033471,0.935294117647059,15,402.0
7,2,3,20.0,3.044522437723423,3.0,1.3862943611198906,5.044444444444444,1.7991395765256775,0.04444444444444429,15,3.2666666666666666,1.4508328822574619,0.2666666666666666,16,276.0
4,0,1,30.0,3.4339872044851463,3.0,1.3862943611198906,6.966666666666667,2.075266170269355,0.9666666666666668,15,4.3,1.667706820558076,0.2999999999999998,1,378.0
0,3,4,18.0,2.9444389791664403,1.0,0.6931471805599453,3.472727272727273,1.497998350699892,0.4727272727272731,15,2.9692307692307693,1.3785723150259803,0.9692307692307693,16,192.0
2,2,3,24.0,3.2188758248682006,1.0,0.6931471805599453,4.963636363636363,1.7856804231516727,0.963636363636363,15,4.292307692307692,1.6662543874777611,0.29230769230769216,15,276.0
2,3,4,42.0,3.7612001156935624,3.0,1.3862943611198906,8.136363636363637,2.21226245470076,0.1363636363636367,15,5.4411764705882355,1.8627112052003394,0.4411764705882355,16,450.0
1,2,2,24.0,3.2188758248682006,2.0,1.0986122886681098,7.557142857142857,2.1467663560660903,0.5571428571428569,15,5.0636363636363635,1.8023096801232075,0.06363636363636349,16,402.0
7,0,1,16.0,2.833213344056216,1.0,0.6931471805599453,4.871428571428571,1.7700979724468755,0.871428571428571,15,3.855555555555555,1.580123524765325,0.8555555555555552,15,258.0
6,3,1,21.0,3.091042453358316,1.0,0.6931471805599453,3.830769230769231,1.5750057160126163,0.8307692307692309,15,3.4,1.4816045409242156,0.3999999999999999,1,216.0
3,3,3,10.0,2.3978952727983707,2.0,1.0986122886681098,7.266666666666667,2.112231364502827,0.2666666666666666,15,3.4571428571428573,1.4945079457601234,0.4571428571428573,16,336.0
1,3,1,35.0,3.58351893845611,1.0,0.6931471805599453,8.277777777777779,2.2276220545205905,0.27777777777777857,15,6.863636363636363,2.0622491411394632,0.8636363636363633,15,450.0
0,2,0,56.0,4.04305126783455,1.0,0.6931471805599453,9.215384615384615,2.3238948795807968,0.21538461538461462,15,8.066666666666666,2.204604684633842,0.06666666666666643,15,516.0
4,3,0,15.0,2.772588722239781,2.0,1.0986122886681098,6.4,2.0014800002101243,0.40000000000000036,1,3.7333333333333334,1.5546296759391054,0.7333333333333334,16,324.0
5,0,4,32.0,3.4965075614664802,2.0,1.0986122886681098,9.342857142857142,2.336296150336357,0.34285714285714164,15,6.0181818181818185,1.94850418423236,0.01818181818181852,16,492.0
6,0,2,42.0,3.7612001156935624,3.0,1.3862943611198906,6.7615384615384615,2.0491805698980263,0.7615384615384615,16,4.721052631578948,1.7441528149607233,0.7210526315789476,15,378.0
1,2,3,24.0,3.2188758248682006,2.0,1.0986122886681098,7.057142857142857,2.0865590094487,0.05714285714285694,15,4.5636363636363635,1.7162519167199097,0.5636363636363635,16,372.0
7,1,2,30.0,3.4339872044851463,1.0,0.6931471805599453,6.054545454545454,1.9536721543908024,0.054545454545453786,15,5.215384615384615,1.8270276080655128,0.21538461538461462,15,336.0
1,0,4,30.0,3.4339872044851463,1.0,0.6931471805599453,7.366666666666667,2.1242555574696285,0.36666666666666714,15,6.154545454545454,1.967747882624987,0.15454545454545432,15,402.0
0,2,0,42.0,3.7612001156935624,1.0,0.6931471805599453,6.961538461538462,2.074622255243887,0.9615384615384617,15,6.1,1.9600947840472698,0.09999999999999964,1,390.0
4,1,4,35.0,3.58351893845611,1.0,0.6931471805599453,8.477777777777778,2.2489498771614143,0.47777777777777786,15,7.0636363636363635,2.087364616517163,0.06363636363636349,16,462.0
1,3,1,18.0,2.9444389791664403,2.0,1.0986122886681098,7.8,2.174751721484161,0.7999999999999998,1,4.6,1.7227665977411035,0.5999999999999996,1,396.0
0,2,4,18.0,2.9444389791664403,1.0,0.6931471805599453,3.9727272727272727,1.603968436629565,0.9727272727272727,16,3.4692307692307693,1.4972163063963289,0.46923076923076934,16,222.0
2,3,3,18.0,2.9444389791664403,2.0,1.0986122886681098,7.6000000000000005,2.1517622032594623,0.6000000000000005,16,4.4,1.6863989535702288,0.40000000000000036,1,384.0
3,2,2,42.0,3.7612001156935624,1.0,0.6931471805599453,6.961538461538462,2.074622255243887,0.9615384615384617,15,6.1,1.9600947840472698,0.09999999999999964,1,390.0
4,2,0,6.0,1.9459101490553132,3.0,1.3862943611198906,4.7,1.7404661748405046,0.7000000000000002,1,2.033333333333333,1.1096621248546947,0.033333333333333215,15,222.0
4,0,4,24.0,3.2188758248682006,1.0,0.6931471805599453,7.557142857142857,2.1467663560660903,0.5571428571428569,15,6.033333333333333,1.9506607518139112,0.033333333333333215,15,402.0
6,0,1,40.0,3.713572066704308,3.0,1.3862943611198906,8.988888888888889,2.3014733641413554,0.9888888888888889,15,5.433333333333333,1.8614928072427301,0.4333333333333327,15,486.0
6,3,1,14.0,2.70805020110221,1.0,0.6931471805599453,9.833333333333334,2.3826278006675823,0.8333333333333339,15,6.1,1.9600947840472698,0.09999999999999964,1,450.0
7,1,3,36.0,3.6109179126442243,3.0,1.3862943611198906,6.745454545454546,2.0471061610368997,0.745454545454546,15,4.435294117647059,1.6929136345914224,0.43529411764705905,15,372.0
5,1,1,21.0,3.091042453358316,2.0,1.0986122886681098,8.6,2.2617630984737906,0.5999999999999996,1,4.866666666666667,1.7692866133759966,0.8666666666666671,15,432.0
6,1,0,21.0,3.091042453358316,2.0,1.0986122886681098,8.6,2.2617630984737906,0.5999999999999996,1,4.866666666666667,1.7692866133759966,0.8666666666666671,15,432.0
3,2,4,15.0,2.772588722239781,2.0,1.0986122886681098,6.1,1.9600947840472698,0.09999999999999964,1,3.4333333333333336,1.4891517465595985,0.43333333333333357,16,306.0
2,2,2,30.0,3.4339872044851463,3.0,1.3862943611198906,6.966666666666667,2.075266170269355,0.9666666666666668,15,4.3,1.667706820558076,0.2999999999999998,1,378.0
2,0,3,16.0,2.833213344056216,1.0,0.6931471805599453,4.771428571428571,1.7529196359117911,0.7714285714285714,15,3.7555555555555555,1.5593135252515318,0.7555555555555555,16,252.0
4,0,0,24.0,3.2188758248682006,2.0,1.0986122886681098,10.1,2.4069451083182885,0.09999999999999964,1,5.833333333333333,1.9218125974762528,0.833333333333333,15,510.0
6,0,3,12.0,2.5649493574615367,2.0,1.0986122886681098,4.8999999999999995,1.7749523509116736,0.8999999999999995,16,2.7666666666666666,1.3261904370501851,0.7666666666666666,16,246.0
3,3,1,18.0,2.9444389791664403,3.0,1.3862943611198906,3.372727272727273,1.475386904313345,0.372727272727273,15,2.2176470588235295,1.1686503653717195,0.21764705882352953,16,186.0
5,1,0,14.0,2.70805020110221,1.0,0.6931471805599453,9.533333333333333,2.354544831924757,0.5333333333333332,15,5.8,1.916922612182061,0.7999999999999998,1,432.0
1,0,4,15.0,2.772588722239781,3.0,1.3862943611198906,3.9333333333333336,1.5960148921019597,0.9333333333333336,16,2.6,1.2809338454620642,0.6000000000000001,1,216.0
0,2,1,24.0,3.2188758248682006,3.0,1.3862943611198906,10.0,2.3978952727983707,0.0,1,4.763636363636364,1.7515685886448098,0.7636363636363637,15,504.0
0,0,4,35.0,3.58351893845611,3.0,1.3862943611198906,5.484615384615385,1.869432507546273,0.48461538461538467,15,3.7842105263157895,1.5653210220169926,0.7842105263157895,16,306.0
0,3,2,8.0,2.1972245773362196,1.0,0.6931471805599453,5.933333333333333,1.9363406980391624,0.9333333333333327,15,3.8000000000000003,1.5686159179138452,0.8000000000000003,16,276.0
1,3,2,42.0,3.7612001156935624,2.0,1.0986122886681098,8.336363636363636,2.233916844136142,0.336363636363636,15,6.3,1.9878743481543455,0.2999999999999998,1,462.0
0,3,4,10.0,2.3978952727983707,1.0,0.6931471805599453,6.766666666666667,2.049841071903545,0.7666666666666666,15,4.1,1.62924053973028,0.09999999999999964,1,306.0
