slot_x,slot_x_abs_log1p,slot_x_is_even,slot_x_mod3,slot_x_mod5,slot_x_mod7,slot_x_mod10,slot_y,slot_y_abs_log1p,slot_y_is_even,slot_y_mod3,slot_y_mod5,slot_y_mod7,slot_y_mod10,slot_z,slot_z_abs_log1p,slot_z_is_even,slot_z_mod3,slot_z_mod5,slot_z_mod7,slot_z_mod10,gcd_all,n_multiple_pairs,y
22,3.1354942159291497,1,1,2,1,2,62,4.143134726391533,1,2,2,6,2,49,3.912023005428146,0,1,4,0,9,1,0,26376057.0
74,4.31748811353631,1,2,4,4,4,51,3.9512437185814275,0,0,1,2,1,82,4.418840607796598,1,1,2,5,2,1,0,7057657179.0
48,3.8918202981106265,1,0,3,6,8,16,2.833213344056216,1,1,1,2,6,53,3.9889840465642745,0,2,3,4,3,1,1,115897575.0
58,4.07753744390572,1,1,3,2,8,29,3.4011973816621555,0,2,4,1,9,32,3.4965075614664802,1,2,2,4,2,1,1,141555.0
64,4.174387269895637,1,1,4,1,4,59,4.0943445622221,0,2,4,3,9,40,3.713572066704308,1,1,0,5,0,1,0,9552405.0
80,4.394449154672439,1,2,0,3,0,18,2.9444389791664403,1,0,3,4,8,80,4.394449154672439,1,2,0,3,0,2,1,11026.0
46,3.8501476017100584,1,1,1,4,6,66,4.204692619390966,1,0,1,3,6,72,4.290459441148391,1,0,2,2,2,2,0,985865.0
61,4.127134385045092,0,1,1,5,1,42,3.7612001156935624,1,0,2,0,2,81,4.406719247264253,0,0,1,4,1,1,0,1669649.0
43,3.784189633918261,0,1,3,1,3,49,3.912023005428146,0,1,4,0,9,69,4.248495242049359,0,0,4,6,9,1,0,858373.0
46,3.8501476017100584,1,1,1,4,6,55,4.02535169073515,0,1,0,6,5,38,3.6635616461296463,1,2,3,3,8,1,0,117397989.0
52,3.970291913552122,1,1,2,3,2,51,3.9512437185814275,0,0,1,2,1,61,4.127134385045092,0,1,1,5,1,1,0,4799345.0
21,3.091042453358316,0,0,1,0,1,14,2.70805020110221,1,2,4,0,4,26,3.295836866004329,1,2,1,5,6,1,0,154033.0
31,3.4657359027997265,0,1,1,3,1,44,3.8066624897703196,1,2,4,2,4,47,3.871201010907891,0,2,2,5,7,1,0,130598.0
47,3.871201010907891,0,2,2,5,7,56,4.04305126783455,1,2,1,0,6,75,4.330733340286331,0,0,0,5,5,1,0,6758.0
54,4.007333185232471,1,0,4,5,4,40,3.713572066704308,1,1,0,5,0,46,3.8501476017100584,1,1,1,4,6,2,0,68.0
74,4.31748811353631,1,2,4,4,4,20,3.044522437723423,1,2,0,6,0,87,4.477336814478207,0,0,2,3,7,1,0,42502127.0
29,3.4011973816621555,0,2,4,1,9,19,2.995732273553991,0,1,4,5,9,39,3.6888794541139363,0,0,4,4,9,1,0,131647.0
73,4.30406509320417,0,1,3,3,3,85,4.454347296253507,0,1,0,1,5,64,4.174387269895637,1,1,4,1,4,1,0,1289266.0
52,3.970291913552122,1,1,2,3,2,46,3.8501476017100584,1,1,1,4,6,79,4.382026634673881,0,1,4,2,9,1,0,241225447.0
65,4.189654742026425,0,2,0,2,5,82,4.418840607796598,1,1,2,5,2,47,3.871201010907891,0,2,2,5,7,1,0,1991.0
55,4.02535169073515,0,1,0,6,5,46,3.8501476017100584,1,1,1,4,6,72,4.290459441148391,1,0,2,2,2,1,0,422719.0
37,3.6375861597263857,0,1,2,2,7,49,3.912023005428146,0,1,4,0,9,61,4.127134385045092,0,1,1,5,1,1,0,1037.0
30,3.4339872044851463,1,0,0,2,0,35,3.58351893845611,0,2,0,0,5,33,3.5263605246161616,0,0,3,5,3,1,0,53200.0
45,3.828641396489095,0,0,0,3,5,73,4.30406509320417,0,1,3,3,3,56,4.04305126783455,1,2,1,0,6,1,0,54200.0
87,4.477336814478207,0,0,2,3,7,72,4.290459441148391,1,0,2,2,2,87,4.477336814478207,0,0,2,3,7,3,1,831.0
33,3.5263605246161616,0,0,3,5,3,13,2.6390573296152584,0,1,3,6,3,30,3.4339872044851463,1,0,0,2,0,1,0,224.0
75,4.330733340286331,0,0,0,5,5,73,4.30406509320417,0,1,3,3,3,79,4.382026634673881,0,1,4,2,9,1,0,20258307.0
18,2.9444389791664403,1,0,3,4,8,41,3.7376696182833684,0,2,1,6,1,51,3.9512437185814275,0,0,1,2,1,1,0,279.0
41,3.7376696182833684,0,2,1,6,1,41,3.7376696182833684,0,2,1,6,1,79,4.382026634673881,0,1,4,2,9,1,1,40631.0
86,4.465908118654584,1,2,1,2,6,87,4.477336814478207,0,0,2,3,7,54,4.007333185232471,1,0,4,5,4,1,0,10938734659.0
80,4.394449154672439,1,2,0,3,0,71,4.276666119016055,0,2,1,1,1,68,4.23410650459726,1,2,3,5,8,1,0,1326549851.0
54,4.007333185232471,1,0,4,5,4,56,4.04305126783455,1,2,1,0,6,19,2.995732273553991,0,1,4,5,9,1,0,5060871.0
57,4.060443010546419,0,0,2,1,7,56,4.04305126783455,1,2,1,0,6,14,2.70805020110221,1,2,4,0,4,1,1,1418229.0
71,4.276666119016055,0,2,1,1,1,88,4.48863636973214,1,1,3,4,8,83,4.430816798843313,0,2,3,6,3,1,0,755434.0
76,4.343805421853684,1,1,1,6,6,85,4.454347296253507,0,1,0,1,5,86,4.465908118654584,1,2,1,2,6,1,0,35505631.0
46,3.8501476017100584,1,1,1,4,6,47,3.871201010907891,0,2,2,5,7,56,4.04305126783455,1,2,1,0,6,1,0,1688684327.0
73,4.30406509320417,0,1,3,3,3,89,4.499809670330265,0,2,4,5,9,33,3.5263605246161616,0,0,3,5,3,1,0,41033337.0
20,3.044522437723423,1,2,0,6,0,24,3.2188758248682006,1,0,4,3,4,13,2.6390573296152584,0,1,3,6,3,1,0,1014625.0
86,4.465908118654584,1,2,1,2,6,19,2.995732273553991,0,1,4,5,9,69,4.248495242049359,0,0,4,6,9,1,0,11793.0
82,4.418840607796598,1,1,2,5,2,75,4.330733340286331,0,0,0,5,5,46,3.8501476017100584,1,1,1,4,6,1,0,626073467.0
68,4.23410650459726,1,2,3,5,8,71,4.276666119016055,0,2,1,1,1,61,4.127134385045092,0,1,1,5,1,1,0,7483743.0
46,3.8501476017100584,1,1,1,4,6,28,3.367295829986474,1,1,3,0,8,47,3.871201010907891,0,2,2,5,7,1,0,50041825.0
24,3.2188758248682006,1,0,4,3,4,66,4.204692619390966,1,0,1,3,6,43,3.784189633918261,0,1,3,1,3,1,0,32991239.0
61,4.127134385045092,0,1,1,5,1,75,4.330733340286331,0,0,0,5,5,33,3.5263605246161616,0,0,3,5,3,1,0,1414851743.0
59,4.0943445622221,0,2,4,3,9,60,4.110873864173311,1,0,0,4,0,27,3.332204510175204,0,0,2,6,7,1,0,186634.0
41,3.7376696182833684,0,2,1,6,1,28,3.367295829986474,1,1,3,0,8,46,3.8501476017100584,1,1,1,4,6,1,0,363906659.0
60,4.110873864173311,1,0,0,4,0,67,4.219507705176107,0,1,2,4,7,77,4.356708826689592,0,2,2,0,7,1,0,4273.0
80,4.394449154672439,1,2,0,3,0,68,4.23410650459726,1,2,3,5,8,20,3.044522437723423,1,2,0,6,0,4,1,46.0
89,4.499809670330265,0,2,4,5,9,21,3.091042453358316,0,0,1,0,1,72,4.290459441148391,1,0,2,2,2,1,0,251460.0
90,4.51085950651685,1,0,0,6,0,42,3.7612001156935624,1,0,2,0,2,65,4.189654742026425,0,2,0,2,5,1,0,2736610759.0
49,3.912023005428146,0,1,4,0,9,37,3.6375861597263857,0,1,2,2,7,47,3.871201010907891,0,2,2,5,7,1,0,923115095.0
86,4.465908118654584,1,2,1,2,6,74,4.31748811353631,1,2,4,4,4,31,3.4657359027997265,0,1,1,3,1,1,0,1005731.0
20,3.044522437723423,1,2,0,6,0,60,4.110873864173311,1,0,0,4,0,53,3.9889840465642745,0,2,3,4,3,1,1,3286657.0
74,4.31748811353631,1,2,4,4,4,21,3.091042453358316,0,0,1,0,1,87,4.477336814478207,0,0,2,3,7,1,0,458325.0
79,4.382026634673881,0,1,4,2,9,64,4.174387269895637,1,1,4,1,4,58,4.07753744390572,1,1,3,2,8,1,0,6936708367.0
74,4.31748811353631,1,2,4,4,4,81,4.406719247264253,0,0,1,4,1,36,3.6109179126442243,1,0,1,1,6,1,0,2912993851.0
69,4.248495242049359,0,0,4,6,9,82,4.418840607796598,1,1,2,5,2,36,3.6109179126442243,1,0,1,1,6,1,0,95713.0
18,2.9444389791664403,1,0,3,4,8,66,4.204692619390966,1,0,1,3,6,79,4.382026634673881,0,1,4,2,9,1,0,186120899.0
32,3.4965075614664802,1,2,2,4,2,56,4.04305126783455,1,2,1,0,6,57,4.060443010546419,0,0,2,1,7,1,0,1419343.0
58,4.07753744390572,1,1,3,2,8,37,3.6375861597263857,0,1,2,2,7,73,4.30406509320417,0,1,3,3,3,1,0,13533.0
45,3.828641396489095,0,0,0,3,5,88,4.48863636973214,1,1,3,4,8,47,3.871201010907891,0,2,2,5,7,1,0,911955.0
84,4.442651256490317,1,0,4,0,4,25,3.258096538021482,0,1,0,4,5,90,4.51085950651685,1,0,0,6,0,1,0,1411053515.0
24,3.2188758248682006,1,0,4,3,4,62,4.143134726391533,1,2,2,6,2,63,4.1588830833596715,0,0,3,0,3,1,0,25216955.0
63,4.1588830833596715,0,0,3,0,3,53,3.9889840465642745,0,2,3,4,3,44,3.8066624897703196,1,2,4,2,4,1,0,11807.0
38,3.6635616461296463,1,2,3,3,8,54,4.007333185232471,1,0,4,5,4,83,4.430816798843313,0,2,3,6,3,1,0,1332227.0
46,3.8501476017100584,1,1,1,4,6,88,4.48863636973214,1,1,3,4,8,44,3.8066624897703196,1,2,4,2,4,2,1,1746.0
84,4.442651256490317,1,0,4,0,4,47,3.871201010907891,0,2,2,5,7,90,4.51085950651685,1,0,0,6,0,1,0,7788510007.0
51,3.9512437185814275,0,0,1,2,1,38,3.6635616461296463,1,2,3,3,8,43,3.784189633918261,0,1,3,1,3,1,0,3404145.0
40,3.713572066704308,1,1,0,5,0,13,2.6390573296152584,0,1,3,6,3,41,3.7376696182833684,0,2,1,6,1,1,0,380.0
39,3.6888794541139363,0,0,4,4,9,41,3.7376696182833684,0,2,1,6,1,44,3.8066624897703196,1,2,4,2,4,1,0,5647.0
61,4.127134385045092,0,1,1,5,1,65,4.189654742026425,0,2,0,2,5,49,3.912023005428146,0,1,4,0,9,1,0,405323837.0
29,3.4011973816621555,0,2,4,1,9,63,4.1588830833596715,0,0,3,0,3,52,3.970291913552122,1,1,2,3,2,1,0,308235.0
85,4.454347296253507,0,1,0,1,5,46,3.8501476017100584,1,1,1,4,6,47,3.871201010907891,0,2,2,5,7,1,0,969993.0
19,2.995732273553991,0,1,4,5,9,27,3.332204510175204,0,0,2,6,7,45,3.828641396489095,0,0,0,3,5,1,0,8052227.0
56,4.04305126783455,1,2,1,0,6,32,3.4965075614664802,1,2,2,4,2,54,4.007333185232471,1,0,4,5,4,2,0,184870.0
63,4.1588830833596715,0,0,3,0,3,43,3.784189633918261,0,1,3,1,3,49,3.912023005428146,0,1,4,0,9,1,0,21370051.0
23,3.1780538303479458,0,2,3,2,3,18,2.9444389791664403,1,0,3,4,8,20,3.044522437723423,1,2,0,6,0,1,0,83.0
65,4.189654742026425,0,2,0,2,5,51,3.9512437185814275,0,0,1,2,1,37,3.6375861597263857,0,1,2,2,7,1,0,1300887423.0
85,4.454347296253507,0,1,0,1,5,15,2.772588722239781,0,0,0,1,5,74,4.31748811353631,1,2,4,4,4,1,0,14934.0
65,4.189654742026425,0,2,0,2,5,84,4.442651256490317,1,0,4,0,4,75,4.330733340286331,0,0,0,5,5,1,0,49803835.0
20,3.044522437723423,1,2,0,6,0,74,4.31748811353631,1,2,4,4,4,74,4.31748811353631,1,2,4,4,4,2,1,418.0
65,4.189654742026425,0,2,0,2,5,45,3.828641396489095,0,0,0,3,5,62,4.143134726391533,1,2,2,6,2,1,0,16734.0
82,4.418840607796598,1,1,2,5,2,52,3.970291913552122,1,1,2,3,2,34,3.5553480614894135,1,1,4,6,4,2,0,33.0
71,4.276666119016055,0,2,1,1,1,90,4.51085950651685,1,0,0,6,0,41,3.7376696182833684,0,2,1,6,1,1,0,1737.0
36,3.6109179126442243,1,0,1,1,6,48,3.8918202981106265,1,0,3,6,8,18,2.9444389791664403,1,0,3,4,8,6,1,11858.0
60,4.110873864173311,1,0,0,4,0,45,3.828641396489095,0,0,0,3,5,37,3.6375861597263857,0,1,2,2,7,1,0,939139.0
60,4.110873864173311,1,0,0,4,0,63,4.1588830833596715,0,0,3,0,3,79,4.382026634673881,0,1,4,2,9,1,0,1766039.0
88,4.48863636973214,1,1,3,4,8,46,3.8501476017100584,1,1,1,4,6,76,4.343805421853684,1,1,1,6,6,2,0,93288424.0
86,4.465908118654584,1,2,1,2,6,13,2.6390573296152584,0,1,3,6,3,76,4.343805421853684,1,1,1,6,6,1,0,81091739.0
64,4.174387269895637,1,1,4,1,4,35,3.58351893845611,0,2,0,0,5,53,3.9889840465642745,0,2,3,4,3,1,0,4842131.0
76,4.343805421853684,1,1,1,6,6,52,3.970291913552122,1,1,2,3,2,63,4.1588830833596715,0,0,3,0,3,1,0,41603.0
56,4.04305126783455,1,2,1,0,6,71,4.276666119016055,0,2,1,1,1,32,3.4965075614664802,1,2,2,4,2,1,0,1044328507.0
40,3.713572066704308,1,1,0,5,0,42,3.7612001156935624,1,0,2,0,2,31,3.4657359027997265,0,1,1,3,1,1,0,44680167.0
19,2.995732273553991,0,1,4,5,9,26,3.295836866004329,1,2,1,5,6,34,3.5553480614894135,1,1,4,6,4,1,0,5027053.0
34,3.5553480614894135,1,1,4,6,4,69,4.248495242049359,0,0,4,6,9,61,4.127134385045092,0,1,1,5,1,1,0,173992.0
68,4.23410650459726,1,2,3,5,8,51,3.9512437185814275,0,0,1,2,1,83,4.430816798843313,0,2,3,6,3,1,0,3421.0
64,4.174387269895637,1,1,4,1,4,47,3.871201010907891,0,2,2,5,7,60,4.110873864173311,1,0,0,4,0,1,0,3185093907.0
46,3.8501476017100584,1,1,1,4,6,18,2.9444389791664403,1,0,3,4,8,39,3.6888794541139363,0,0,4,4,9,1,0,3971391.0
28,3.367295829986474,1,1,3,0,8,38,3.6635616461296463,1,2,3,3,8,19,2.995732273553991,0,1,4,5,9,1,1,5588313.0
78,4.3694478524670215,1,0,3,1,8,74,4.31748811353631,1,2,4,4,4,80,4.394449154672439,1,2,0,3,0,2,0,49985.0
72,4.290459441148391,1,0,2,2,2,63,4.1588830833596715,0,0,3,0,3,50,3.9318256327243257,1,2,0,1,0,1,0,4490264047.0
42,3.7612001156935624,1,0,2,0,2,67,4.219507705176107,0,1,2,4,7,85,4.454347296253507,0,1,0,1,5,1,0,14775.0
50,3.9318256327243257,1,2,0,1,0,78,4.3694478524670215,1,0,3,1,8,47,3.871201010907891,0,2,2,5,7,1,0,126591.0
80,4.394449154672439,1,2,0,3,0,86,4.465908118654584,1,2,1,2,6,16,2.833213344056216,1,1,1,2,6,2,1,8790.0
53,3.9889840465642745,0,2,3,4,3,45,3.828641396489095,0,0,0,3,5,58,4.07753744390572,1,1,3,2,8,1,0,13503.0
70,4.2626798770413155,1,1,0,0,0,56,4.04305126783455,1,2,1,0,6,72,4.290459441148391,1,0,2,2,2,2,0,11943916.0
53,3.9889840465642745,0,2,3,4,3,35,3.58351893845611,0,2,0,0,5,68,4.23410650459726,1,2,3,5,8,1,0,3593.0
80,4.394449154672439,1,2,0,3,0,46,3.8501476017100584,1,1,1,4,6,65,4.189654742026425,0,2,0,2,5,1,0,457624397.0
16,2.833213344056216,1,1,1,2,6,39,3.6888794541139363,0,0,4,4,9,34,3.5553480614894135,1,1,4,6,4,1,0,6015671.0
33,3.5263605246161616,0,0,3,5,3,33,3.5263605246161616,0,0,3,5,3,29,3.4011973816621555,0,2,4,1,9,1,1,221451.0
28,3.367295829986474,1,1,3,0,8,42,3.7612001156935624,1,0,2,0,2,15,2.772588722239781,0,0,0,1,5,1,0,5362727.0
88,4.48863636973214,1,1,3,4,8,75,4.330733340286331,0,0,0,5,5,25,3.258096538021482,0,1,0,4,5,1,1,1608513.0
57,4.060443010546419,0,0,2,1,7,12,2.5649493574615367,1,0,2,5,2,60,4.110873864173311,1,0,0,4,0,3,1,4369.0
48,3.8918202981106265,1,0,3,6,8,47,3.871201010907891,0,2,2,5,7,28,3.367295829986474,1,1,3,0,8,1,0,52887173.0
26,3.295836866004329,1,2,1,5,6,43,3.784189633918261,0,1,3,1,3,30,3.4339872044851463,1,0,0,2,0,1,0,833091.0
15,2.772588722239781,0,0,0,1,5,69,4.248495242049359,0,0,4,6,9,64,4.174387269895637,1,1,4,1,4,1,0,110705.0
88,4.48863636973214,1,1,3,4,8,69,4.248495242049359,0,0,4,6,9,86,4.465908118654584,1,2,1,2,6,1,0,19227252579.0
79,4.382026634673881,0,1,4,2,9,90,4.51085950651685,1,0,0,6,0,67,4.219507705176107,0,1,2,4,7,1,0,775549.0
50,3.9318256327243257,1,2,0,1,0,72,4.290459441148391,1,0,2,2,2,43,3.784189633918261,0,1,3,1,3,1,0,1759684167.0
76,4.343805421853684,1,1,1,6,6,48,3.8918202981106265,1,0,3,6,8,34,3.5553480614894135,1,1,4,6,4,2,0,84940.0
86,4.465908118654584,1,2,1,2,6,90,4.51085950651685,1,0,0,6,0,10,2.3978952727983707,1,1,0,3,0,2,1,1484996.0
86,4.465908118654584,1,2,1,2,6,32,3.4965075614664802,1,2,2,4,2,62,4.143134726391533,1,2,2,6,2,2,0,50185.0
82,4.418840607796598,1,1,2,5,2,72,4.290459441148391,1,0,2,2,2,84,4.442651256490317,1,0,4,0,4,2,0,284796694.0
25,3.258096538021482,0,1,0,4,5,72,4.290459441148391,1,0,2,2,2,65,4.189654742026425,0,2,0,2,5,1,0,1550.0
22,3.1354942159291497,1,1,2,1,2,33,3.5263605246161616,0,0,3,5,3,43,3.784189633918261,0,1,3,1,3,1,0,466.0
22,3.1354942159291497,1,1,2,1,2,41,3.7376696182833684,0,2,1,6,1,49,3.912023005428146,0,1,4,0,9,1,0,3046917.0
33,3.5263605246161616,0,0,3,5,3,36,3.6109179126442243,1,0,1,1,6,54,4.007333185232471,1,0,4,5,4,3,0,4876083.0
43,3.784189633918261,0,1,3,1,3,52,3.970291913552122,1,1,2,3,2,86,4.465908118654584,1,2,1,2,6,1,1,129701145.0
18,2.9444389791664403,1,0,3,4,8,46,3.8501476017100584,1,1,1,4,6,48,3.8918202981106265,1,0,3,6,8,2,0,36482.0
58,4.07753744390572,1,1,3,2,8,33,3.5263605246161616,0,0,3,5,3,26,3.295836866004329,1,2,1,5,6,1,0,22761255.0
90,4.51085950651685,1,0,0,6,0,40,3.713572066704308,1,1,0,5,0,88,4.48863636973214,1,1,3,4,8,2,0,119536.0
34,3.5553480614894135,1,1,4,6,4,71,4.276666119016055,0,2,1,1,1,66,4.204692619390966,1,0,1,3,6,1,0,1895373651.0
71,4.276666119016055,0,2,1,1,1,67,4.219507705176107,0,1,2,4,7,55,4.02535169073515,0,1,0,6,5,1,0,6063406223.0
34,3.5553480614894135,1,1,4,6,4,86,4.465908118654584,1,2,1,2,6,59,4.0943445622221,0,2,4,3,9,1,0,30245667.0
40,3.713572066704308,1,1,0,5,0,32,3.4965075614664802,1,2,2,4,2,43,3.784189633918261,0,1,3,1,3,1,0,443021987.0
55,4.02535169073515,0,1,0,6,5,44,3.8066624897703196,1,2,4,2,4,14,2.70805020110221,1,2,4,0,4,1,0,52051.0
77,4.356708826689592,0,2,2,0,7,30,3.4339872044851463,1,0,0,2,0,52,3.970291913552122,1,1,2,3,2,1,0,12885.0
84,4.442651256490317,1,0,4,0,4,79,4.382026634673881,0,1,4,2,9,72,4.290459441148391,1,0,2,2,2,1,0,349966043.0
86,4.465908118654584,1,2,1,2,6,58,4.07753744390572,1,1,3,2,8,63,4.1588830833596715,0,0,3,0,3,1,0,1748491.0
32,3.4965075614664802,1,2,2,4,2,28,3.367295829986474,1,1,3,0,8,10,2.3978952727983707,1,1,0,3,0,2,0,6238.0
19,2.995732273553991,0,1,4,5,9,80,4.394449154672439,1,2,0,3,0,77,4.356708826689592,0,2,2,0,7,1,0,2125082.0
71,4.276666119016055,0,2,1,1,1,74,4.31748811353631,1,2,4,4,4,23,3.1780538303479458,0,2,3,2,3,1,0,12159757.0
38,3.6635616461296463,1,2,3,3,8,32,3.4965075614664802,1,2,2,4,2,30,3.4339872044851463,1,0,0,2,0,2,0,207.0
29,3.4011973816621555,0,2,4,1,9,15,2.772588722239781,0,0,0,1,5,33,3.5263605246161616,0,0,3,5,3,1,0,31813351.0
70,4.2626798770413155,1,1,0,0,0,87,4.477336814478207,0,0,2,3,7,90,4.51085950651685,1,0,0,6,0,1,0,20798538539.0
24,3.2188758248682006,1,0,4,3,4,58,4.07753744390572,1,1,3,2,8,64,4.174387269895637,1,1,4,1,4,2,0,3080.0
62,4.143134726391533,1,2,2,6,2,20,3.044522437723423,1,2,0,6,0,73,4.30406509320417,0,1,3,3,3,1,0,34806789.0
82,4.418840607796598,1,1,2,5,2,57,4.060443010546419,0,0,2,1,7,63,4.1588830833596715,0,0,3,0,3,1,0,17851.0
73,4.30406509320417,0,1,3,3,3,50,3.9318256327243257,1,2,0,1,0,58,4.07753744390572,1,1,3,2,8,1,0,77199.0
40,3.713572066704308,1,1,0,5,0,22,3.1354942159291497,1,1,2,1,2,54,4.007333185232471,1,0,4,5,4,2,0,6.0
88,4.48863636973214,1,1,3,4,8,43,3.784189633918261,0,1,3,1,3,73,4.30406509320417,0,1,3,3,3,1,0,7834921.0
66,4.204692619390966,1,0,1,3,6,47,3.871201010907891,0,2,2,5,7,29,3.4011973816621555,0,2,4,1,9,1,0,47054.0
74,4.31748811353631,1,2,4,4,4,65,4.189654742026425,0,2,0,2,5,70,4.2626798770413155,1,1,0,0,0,1,0,9628911455.0
41,3.7376696182833684,0,2,1,6,1,56,4.04305126783455,1,2,1,0,6,45,3.828641396489095,0,0,0,3,5,1,0,72.0
19,2.995732273553991,0,1,4,5,9,72,4.290459441148391,1,0,2,2,2,63,4.1588830833596715,0,0,3,0,3,1,0,297982.0
41,3.7376696182833684,0,2,1,6,1,40,3.713572066704308,1,1,0,5,0,57,4.060443010546419,0,0,2,1,7,1,0,228141.0
88,4.48863636973214,1,1,3,4,8,70,4.2626798770413155,1,1,0,0,0,46,3.8501476017100584,1,1,1,4,6,2,0,53.0
19,2.995732273553991,0,1,4,5,9,49,3.912023005428146,0,1,4,0,9,65,4.189654742026425,0,2,0,2,5,1,0,2967543.0
89,4.499809670330265,0,2,4,5,9,52,3.970291913552122,1,1,2,3,2,67,4.219507705176107,0,1,2,4,7,1,0,23516945.0
75,4.330733340286331,0,0,0,5,5,49,3.912023005428146,0,1,4,0,9,89,4.499809670330265,0,2,4,5,9,1,0,553.0
64,4.174387269895637,1,1,4,1,4,50,3.9318256327243257,1,2,0,1,0,54,4.007333185232471,1,0,4,5,4,2,0,1197.0
18,2.9444389791664403,1,0,3,4,8,70,4.2626798770413155,1,1,0,0,0,70,4.2626798770413155,1,1,0,0,0,2,1,8256.0
68,4.23410650459726,1,2,3,5,8,66,4.204692619390966,1,0,1,3,6,70,4.2626798770413155,1,1,0,0,0,2,0,15161.0
27,3.332204510175204,0,0,2,6,7,45,3.828641396489095,0,0,0,3,5,53,3.9889840465642745,0,2,3,4,3,1,0,424858567.0
75,4.330733340286331,0,0,0,5,5,86,4.465908118654584,1,2,1,2,6,70,4.2626798770413155,1,1,0,0,0,1,0,188189107.0
76,4.343805421853684,1,1,1,6,6,35,3.58351893845611,0,2,0,0,5,82,4.418840607796598,1,1,2,5,2,1,0,1705983.0
35,3.58351893845611,0,2,0,0,5,18,2.9444389791664403,1,0,3,4,8,52,3.970291913552122,1,1,2,3,2,1,0,12176847.0
29,3.4011973816621555,0,2,4,1,9,32,3.4965075614664802,1,2,2,4,2,52,3.970291913552122,1,1,2,3,2,1,0,413955.0
35,3.58351893845611,0,2,0,0,5,72,4.290459441148391,1,0,2,2,2,46,3.8501476017100584,1,1,1,4,6,1,0,64416673.0
67,4.219507705176107,0,1,2,4,7,85,4.454347296253507,0,1,0,1,5,80,4.394449154672439,1,2,0,3,0,1,0,140789.0
78,4.3694478524670215,1,0,3,1,8,59,4.0943445622221,0,2,4,3,9,80,4.394449154672439,1,2,0,3,0,1,0,128861609.0
51,3.9512437185814275,0,0,1,2,1,54,4.007333185232471,1,0,4,5,4,32,3.4965075614664802,1,2,2,4,2,1,0,6966999.0
79,4.382026634673881,0,1,4,2,9,89,4.499809670330265,0,2,4,5,9,15,2.772588722239781,0,0,0,1,5,1,0,35849.0
37,3.6375861597263857,0,1,2,2,7,44,3.8066624897703196,1,2,4,2,4,35,3.58351893845611,0,2,0,0,5,1,0,151977.0
36,3.6109179126442243,1,0,1,1,6,58,4.07753744390572,1,1,3,2,8,31,3.4657359027997265,0,1,1,3,1,1,0,363305.0
60,4.110873864173311,1,0,0,4,0,68,4.23410650459726,1,2,3,5,8,83,4.430816798843313,0,2,3,6,3,1,0,177273.0
41,3.7376696182833684,0,2,1,6,1,72,4.290459441148391,1,0,2,2,2,65,4.189654742026425,0,2,0,2,5,1,0,596.0
76,4.343805421853684,1,1,1,6,6,60,4.110873864173311,1,0,0,4,0,73,4.30406509320417,0,1,3,3,3,1,0,112636249.0
73,4.30406509320417,0,1,3,3,3,58,4.07753744390572,1,1,3,2,8,55,4.02535169073515,0,1,0,6,5,1,0,20709.0
50,3.9318256327243257,1,2,0,1,0,66,4.204692619390966,1,0,1,3,6,42,3.7612001156935624,1,0,2,0,2,2,0,26939382.0
87,4.477336814478207,0,0,2,3,7,79,4.382026634673881,0,1,4,2,9,32,3.4965075614664802,1,2,2,4,2,1,0,150044.0
57,4.060443010546419,0,0,2,1,7,31,3.4657359027997265,0,1,1,3,1,52,3.970291913552122,1,1,2,3,2,1,0,1039.0
77,4.356708826689592,0,2,2,0,7,48,3.8918202981106265,1,0,3,6,8,70,4.2626798770413155,1,1,0,0,0,1,0,4825469.0
72,4.290459441148391,1,0,2,2,2,64,4.174387269895637,1,1,4,1,4,68,4.23410650459726,1,2,3,5,8,4,0,8364197.0
17,2.8903717578961645,0,2,2,3,7,90,4.51085950651685,1,0,0,6,0,80,4.394449154672439,1,2,0,3,0,1,0,430085.0
70,4.2626798770413155,1,1,0,0,0,85,4.454347296253507,0,1,0,1,5,88,4.48863636973214,1,1,3,4,8,1,0,19456798051.0
23,3.1780538303479458,0,2,3,2,3,47,3.871201010907891,0,2,2,5,7,44,3.8066624897703196,1,2,4,2,4,1,0,63214.0
65,4.189654742026425,0,2,0,2,5,58,4.07753744390572,1,1,3,2,8,45,3.828641396489095,0,0,0,3,5,1,0,256733.0
71,4.276666119016055,0,2,1,1,1,49,3.912023005428146,0,1,4,0,9,68,4.23410650459726,1,2,3,5,8,1,0,8386579.0
65,4.189654742026425,0,2,0,2,5,47,3.871201010907891,0,2,2,5,7,49,3.912023005428146,0,1,4,0,9,1,0,239955585.0
31,3.4657359027997265,0,1,1,3,1,23,3.1780538303479458,0,2,3,2,3,34,3.5553480614894135,1,1,4,6,4,1,0,1674717.0
26,3.295836866004329,1,2,1,5,6,78,4.3694478524670215,1,0,3,1,8,87,4.477336814478207,0,0,2,3,7,1,1,1294033723.0
74,4.31748811353631,1,2,4,4,4,53,3.9889840465642745,0,2,3,4,3,66,4.204692619390966,1,0,1,3,6,1,0,70581369.0
39,3.6888794541139363,0,0,4,4,9,42,3.7612001156935624,1,0,2,0,2,49,3.912023005428146,0,1,4,0,9,1,0,207302.0
27,3.332204510175204,0,0,2,6,7,55,4.02535169073515,0,1,0,6,5,60,4.110873864173311,1,0,0,4,0,1,0,374.0
