slot_p,slot_p_abs_log1p,slot_p_mod3,slot_p_mod5,slot_p_mod7,slot_p_mod10,slot_t,slot_t_abs_log1p,slot_t_sign,slot_t_is_even,slot_t_mod3,slot_t_mod5,slot_t_mod7,slot_t_mod10,slot_u,slot_u_abs_log1p,slot_u_sign,slot_u_is_even,slot_u_mod3,slot_u_mod5,slot_u_mod7,slot_u_mod10,slot_mod,slot_mod_abs_log1p,slot_mod_is_even,slot_mod_mod3,slot_mod_mod5,slot_mod_mod7,slot_mod_mod10,gcd_all,n_multiple_pairs,y
17,2.8903717578961645,2,2,3,7,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,1,2,2,2,2,3431,8.140898460607852,0,2,1,1,1,1,1,183.0
23,3.1780538303479458,2,3,2,3,-6,1.9459101490553132,-1,1,0,4,1,4,3,1.3862943611198906,1,0,0,3,3,3,2529,7.835974581721566,0,0,4,2,9,1,2,1279.0
11,2.4849066497880004,2,1,4,1,-3,1.3862943611198906,-1,0,0,2,4,7,-6,1.9459101490553132,-1,1,0,4,1,4,1000,6.90875477931522,1,1,0,6,0,1,1,939.0
7,2.0794415416798357,1,2,0,7,-4,1.6094379124341003,-1,1,2,1,3,6,-3,1.3862943611198906,-1,0,0,2,4,7,1000,6.90875477931522,1,1,0,6,0,1,1,261.0
11,2.4849066497880004,2,1,4,1,-4,1.6094379124341003,-1,1,2,1,3,6,6,1.9459101490553132,1,1,0,1,6,6,1000,6.90875477931522,1,1,0,6,0,1,1,611.0
5,1.791759469228055,2,0,5,5,-5,1.791759469228055,-1,0,1,0,2,5,-1,0.6931471805599453,-1,0,2,4,6,9,10000,9.210440366976517,1,1,0,4,0,1,6,755.0
17,2.8903717578961645,2,2,3,7,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,1037,6.945051063725834,0,2,2,1,7,1,1,766.0
5,1.791759469228055,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,0,0.0,0,1,0,0,0,0,1000,6.90875477931522,1,1,0,6,0,1,1,555.0
7,2.0794415416798357,1,2,0,7,-3,1.3862943611198906,-1,0,0,2,4,7,0,0.0,0,1,0,0,0,0,1000,6.90875477931522,1,1,0,6,0,1,0,547.0
11,2.4849066497880004,2,1,4,1,-5,1.791759469228055,-1,0,1,0,2,5,0,0.0,0,1,0,0,0,0,10000,9.210440366976517,1,1,0,4,0,1,1,8021.0
7,2.0794415416798357,1,2,0,7,-6,1.9459101490553132,-1,1,0,4,1,4,1,0.6931471805599453,1,0,1,1,1,1,4748,8.465689348549121,1,2,3,2,8,1,3,73.0
11,2.4849066497880004,2,1,4,1,4,1.6094379124341003,1,1,1,4,4,4,-3,1.3862943611198906,-1,0,0,2,4,7,4002,8.294799358992574,1,0,2,5,2,1,1,2003.0
5,1.791759469228055,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,4981,8.513586695822125,0,1,1,4,1,1,3,71.0
23,3.1780538303479458,2,3,2,3,0,0.0,0,1,0,0,0,0,-2,1.0986122886681098,-1,1,1,3,5,8,10000,9.210440366976517,1,1,0,4,0,1,1,8607.0
17,2.8903717578961645,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,-3,1.3862943611198906,-1,0,0,2,4,7,3029,8.016317898503415,0,2,4,5,9,1,0,2573.0
17,2.8903717578961645,2,2,3,7,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,3879,8.263590432617319,0,0,4,1,9,1,2,1.0
7,2.0794415416798357,1,2,0,7,5,1.791759469228055,1,0,2,0,5,5,-3,1.3862943611198906,-1,0,0,2,4,7,505,6.226536669287466,0,1,0,1,5,1,1,3.0
11,2.4849066497880004,2,1,4,1,5,1.791759469228055,1,0,2,0,5,5,-3,1.3862943611198906,-1,0,0,2,4,7,1000,6.90875477931522,1,1,0,6,0,1,1,573.0
19,2.995732273553991,1,4,5,9,-2,1.0986122886681098,-1,1,1,3,5,8,-5,1.791759469228055,-1,0,1,0,2,5,2248,7.718240951959316,1,1,3,1,8,1,1,1651.0
13,2.6390573296152584,1,3,6,3,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,2,637.0
23,3.1780538303479458,2,3,2,3,-4,1.6094379124341003,-1,1,2,1,3,6,3,1.3862943611198906,1,0,0,3,3,3,1000,6.90875477931522,1,1,0,6,0,1,1,707.0
13,2.6390573296152584,1,3,6,3,-3,1.3862943611198906,-1,0,0,2,4,7,0,0.0,0,1,0,0,0,0,2146,7.671826797878781,1,1,1,4,6,1,0,1571.0
17,2.8903717578961645,2,2,3,7,3,1.3862943611198906,1,0,0,3,3,3,-5,1.791759469228055,-1,0,1,0,2,5,2258,7.7226775164680035,1,2,3,4,8,1,0,1891.0
7,2.0794415416798357,1,2,0,7,-6,1.9459101490553132,-1,1,0,4,1,4,-2,1.0986122886681098,-1,1,1,3,5,8,10000,9.210440366976517,1,1,0,4,0,1,2,221.0
17,2.8903717578961645,2,2,3,7,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,2847,7.954372272531867,0,0,2,5,7,1,1,61.0
13,2.6390573296152584,1,3,6,3,6,1.9459101490553132,1,1,0,1,6,6,-4,1.6094379124341003,-1,1,2,1,3,6,3174,8.063062911326792,1,0,4,3,4,1,1,1543.0
11,2.4849066497880004,2,1,4,1,-3,1.3862943611198906,-1,0,0,2,4,7,-2,1.0986122886681098,-1,1,1,3,5,8,1000,6.90875477931522,1,1,0,6,0,1,1,771.0
7,2.0794415416798357,1,2,0,7,-6,1.9459101490553132,-1,1,0,4,1,4,-6,1.9459101490553132,-1,1,0,4,1,4,10000,9.210440366976517,1,1,0,4,0,1,1,4529.0
5,1.791759469228055,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,-4,1.6094379124341003,-1,1,2,1,3,6,4328,8.37309184744198,1,2,3,2,8,1,1,341.0
23,3.1780538303479458,2,3,2,3,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,10000,9.210440366976517,1,1,0,4,0,1,3,3019.0
11,2.4849066497880004,2,1,4,1,-5,1.791759469228055,-1,0,1,0,2,5,-3,1.3862943611198906,-1,0,0,2,4,7,10000,9.210440366976517,1,1,0,4,0,1,1,9573.0
5,1.791759469228055,2,0,5,5,-4,1.6094379124341003,-1,1,2,1,3,6,0,0.0,0,1,0,0,0,0,4565,8.42639282708974,0,2,0,1,5,1,1,205.0
17,2.8903717578961645,2,2,3,7,-5,1.791759469228055,-1,0,1,0,2,5,-3,1.3862943611198906,-1,0,0,2,4,7,4152,8.331586243630754,1,0,2,1,2,1,1,3173.0
13,2.6390573296152584,1,3,6,3,-4,1.6094379124341003,-1,1,2,1,3,6,-4,1.6094379124341003,-1,1,2,1,3,6,2989,8.003028666384733,0,1,4,0,9,1,1,2675.0
13,2.6390573296152584,1,3,6,3,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,1,0,1,6,6,3620,8.19450550976564,1,2,0,1,0,1,1,951.0
5,1.791759469228055,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,1,0,1,6,6,10000,9.210440366976517,1,1,0,4,0,1,2,2651.0
5,1.791759469228055,2,0,5,5,-4,1.6094379124341003,-1,1,2,1,3,6,6,1.9459101490553132,1,1,0,1,6,6,10000,9.210440366976517,1,1,0,4,0,1,2,691.0
13,2.6390573296152584,1,3,6,3,-2,1.0986122886681098,-1,1,1,3,5,8,1,0.6931471805599453,1,0,1,1,1,1,10000,9.210440366976517,1,1,0,4,0,1,4,1.0
11,2.4849066497880004,2,1,4,1,1,0.6931471805599453,1,0,1,1,1,1,-4,1.6094379124341003,-1,1,2,1,3,6,10000,9.210440366976517,1,1,0,4,0,1,4,6331.0
5,1.791759469228055,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,1000,6.90875477931522,1,1,0,6,0,1,4,71.0
17,2.8903717578961645,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,-2,1.0986122886681098,-1,1,1,3,5,8,10000,9.210440366976517,1,1,0,4,0,1,3,1427.0
17,2.8903717578961645,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,0,0.0,0,1,0,0,0,0,1000,6.90875477931522,1,1,0,6,0,1,1,61.0
13,2.6390573296152584,1,3,6,3,-1,0.6931471805599453,-1,0,2,4,6,9,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,5,521.0
19,2.995732273553991,1,4,5,9,-1,0.6931471805599453,-1,0,2,4,6,9,5,1.791759469228055,1,0,2,0,5,5,755,6.628041376179533,0,2,0,6,5,1,4,11.0
13,2.6390573296152584,1,3,6,3,3,1.3862943611198906,1,0,0,3,3,3,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,3,841.0
19,2.995732273553991,1,4,5,9,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,1000,6.90875477931522,1,1,0,6,0,1,1,371.0
11,2.4849066497880004,2,1,4,1,-3,1.3862943611198906,-1,0,0,2,4,7,1,0.6931471805599453,1,0,1,1,1,1,1000,6.90875477931522,1,1,0,6,0,1,3,921.0
17,2.8903717578961645,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,1,0,2,0,5,5,1000,6.90875477931522,1,1,0,6,0,1,2,41.0
13,2.6390573296152584,1,3,6,3,-2,1.0986122886681098,-1,1,1,3,5,8,5,1.791759469228055,1,0,2,0,5,5,1000,6.90875477931522,1,1,0,6,0,1,2,681.0
23,3.1780538303479458,2,3,2,3,-6,1.9459101490553132,-1,1,0,4,1,4,-2,1.0986122886681098,-1,1,1,3,5,8,10000,9.210440366976517,1,1,0,4,0,1,2,8509.0
5,1.791759469228055,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,1,0,2,0,5,5,3240,8.083637203141548,1,0,0,6,0,1,4,761.0
11,2.4849066497880004,2,1,4,1,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,10000,9.210440366976517,1,1,0,4,0,1,3,209.0
13,2.6390573296152584,1,3,6,3,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,1000,6.90875477931522,1,1,0,6,0,1,1,913.0
7,2.0794415416798357,1,2,0,7,-5,1.791759469228055,-1,0,1,0,2,5,0,0.0,0,1,0,0,0,0,10000,9.210440366976517,1,1,0,4,0,1,1,3021.0
23,3.1780538303479458,2,3,2,3,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,10000,9.210440366976517,1,1,0,4,0,1,3,8987.0
19,2.995732273553991,1,4,5,9,-2,1.0986122886681098,-1,1,1,3,5,8,-5,1.791759469228055,-1,0,1,0,2,5,1000,6.90875477931522,1,1,0,6,0,1,2,923.0
23,3.1780538303479458,2,3,2,3,2,1.0986122886681098,1,1,2,2,2,2,-4,1.6094379124341003,-1,1,2,1,3,6,10000,9.210440366976517,1,1,0,4,0,1,3,7939.0
23,3.1780538303479458,2,3,2,3,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,1000,6.90875477931522,1,1,0,6,0,1,3,449.0
11,2.4849066497880004,2,1,4,1,3,1.3862943611198906,1,0,0,3,3,3,-6,1.9459101490553132,-1,1,0,4,1,4,1000,6.90875477931522,1,1,0,6,0,1,1,29.0
13,2.6390573296152584,1,3,6,3,-4,1.6094379124341003,-1,1,2,1,3,6,-6,1.9459101490553132,-1,1,0,4,1,4,10000,9.210440366976517,1,1,0,4,0,1,1,751.0
19,2.995732273553991,1,4,5,9,-5,1.791759469228055,-1,0,1,0,2,5,5,1.791759469228055,1,0,2,0,5,5,1000,6.90875477931522,1,1,0,6,0,1,3,841.0
19,2.995732273553991,1,4,5,9,-1,0.6931471805599453,-1,0,2,4,6,9,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,4,873.0
13,2.6390573296152584,1,3,6,3,-5,1.791759469228055,-1,0,1,0,2,5,5,1.791759469228055,1,0,2,0,5,5,1000,6.90875477931522,1,1,0,6,0,1,3,841.0
23,3.1780538303479458,2,3,2,3,6,1.9459101490553132,1,1,0,1,6,6,-2,1.0986122886681098,-1,1,1,3,5,8,1565,7.356279876550748,0,2,0,4,5,1,1,362.0
19,2.995732273553991,1,4,5,9,0,0.0,0,1,0,0,0,0,-4,1.6094379124341003,-1,1,2,1,3,6,4911,8.499436469826978,0,0,1,4,1,1,0,3058.0
17,2.8903717578961645,2,2,3,7,-2,1.0986122886681098,-1,1,1,3,5,8,0,0.0,0,1,0,0,0,0,1000,6.90875477931522,1,1,0,6,0,1,1,691.0
13,2.6390573296152584,1,3,6,3,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,897,6.8001700683022,0,0,2,1,7,1,2,313.0
17,2.8903717578961645,2,2,3,7,6,1.9459101490553132,1,1,0,1,6,6,0,0.0,0,1,0,0,0,0,631,6.448889394146858,0,1,1,1,1,1,0,232.0
5,1.791759469228055,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,1,0,1,6,6,1000,6.90875477931522,1,1,0,6,0,1,3,525.0
17,2.8903717578961645,2,2,3,7,-2,1.0986122886681098,-1,1,1,3,5,8,4,1.6094379124341003,1,1,1,4,4,4,2648,7.88193748927207,1,2,3,2,8,1,3,191.0
5,1.791759469228055,2,0,5,5,-5,1.791759469228055,-1,0,1,0,2,5,6,1.9459101490553132,1,1,0,1,6,6,1055,6.962243464266207,0,2,0,5,5,1,3,671.0
17,2.8903717578961645,2,2,3,7,6,1.9459101490553132,1,1,0,1,6,6,-5,1.791759469228055,-1,0,1,0,2,5,928,6.834108738813838,1,1,3,4,8,1,0,289.0
7,2.0794415416798357,1,2,0,7,6,1.9459101490553132,1,1,0,1,6,6,4,1.6094379124341003,1,1,1,4,4,4,1000,6.90875477931522,1,1,0,6,0,1,1,519.0
11,2.4849066497880004,2,1,4,1,5,1.791759469228055,1,0,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,1000,6.90875477931522,1,1,0,6,0,1,4,481.0
13,2.6390573296152584,1,3,6,3,-4,1.6094379124341003,-1,1,2,1,3,6,1,0.6931471805599453,1,0,1,1,1,1,1000,6.90875477931522,1,1,0,6,0,1,4,161.0
23,3.1780538303479458,2,3,2,3,3,1.3862943611198906,1,0,0,3,3,3,0,0.0,0,1,0,0,0,0,596,6.391917113392602,1,2,1,1,6,1,0,517.0
5,1.791759469228055,2,0,5,5,-5,1.791759469228055,-1,0,1,0,2,5,5,1.791759469228055,1,0,2,0,5,5,10000,9.210440366976517,1,1,0,4,0,5,6,341.0
17,2.8903717578961645,2,2,3,7,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,4439,8.39840965542627,0,2,4,1,9,1,3,3441.0
17,2.8903717578961645,2,2,3,7,-1,0.6931471805599453,-1,0,2,4,6,9,4,1.6094379124341003,1,1,1,4,4,4,10000,9.210440366976517,1,1,0,4,0,1,4,1581.0
11,2.4849066497880004,2,1,4,1,-5,1.791759469228055,-1,0,1,0,2,5,-1,0.6931471805599453,-1,0,2,4,6,9,4794,8.475328987317539,1,0,4,6,4,1,3,433.0
17,2.8903717578961645,2,2,3,7,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,1,2,2,2,2,4348,8.37770121259764,1,1,3,1,8,1,3,121.0
11,2.4849066497880004,2,1,4,1,3,1.3862943611198906,1,0,0,3,3,3,-1,0.6931471805599453,-1,0,2,4,6,9,2129,7.6638772587034705,0,2,4,1,9,1,3,1848.0
23,3.1780538303479458,2,3,2,3,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,1000,6.90875477931522,1,1,0,6,0,1,1,691.0
7,2.0794415416798357,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,-6,1.9459101490553132,-1,1,0,4,1,4,2112,7.655864017616056,1,0,2,5,2,1,3,793.0
11,2.4849066497880004,2,1,4,1,4,1.6094379124341003,1,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,10000,9.210440366976517,1,1,0,4,0,1,4,8121.0
13,2.6390573296152584,1,3,6,3,-2,1.0986122886681098,-1,1,1,3,5,8,-5,1.791759469228055,-1,0,1,0,2,5,10000,9.210440366976517,1,1,0,4,0,1,2,6281.0
7,2.0794415416798357,1,2,0,7,-2,1.0986122886681098,-1,1,1,3,5,8,4,1.6094379124341003,1,1,1,4,4,4,10000,9.210440366976517,1,1,0,4,0,1,3,2359.0
23,3.1780538303479458,2,3,2,3,-6,1.9459101490553132,-1,1,0,4,1,4,6,1.9459101490553132,1,1,0,1,6,6,10000,9.210440366976517,1,1,0,4,0,1,1,2261.0
11,2.4849066497880004,2,1,4,1,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,1000,6.90875477931522,1,1,0,6,0,1,3,601.0
13,2.6390573296152584,1,3,6,3,-3,1.3862943611198906,-1,0,0,2,4,7,5,1.791759469228055,1,0,2,0,5,5,10000,9.210440366976517,1,1,0,4,0,1,1,2641.0
17,2.8903717578961645,2,2,3,7,-3,1.3862943611198906,-1,0,0,2,4,7,2,1.0986122886681098,1,1,2,2,2,2,2634,7.876638460975463,1,0,4,2,4,1,2,1547.0
5,1.791759469228055,2,0,5,5,-2,1.0986122886681098,-1,1,1,3,5,8,6,1.9459101490553132,1,1,0,1,6,6,4965,8.510369966068112,0,0,0,2,5,1,2,881.0
23,3.1780538303479458,2,3,2,3,-2,1.0986122886681098,-1,1,1,3,5,8,1,0.6931471805599453,1,0,1,1,1,1,1859,7.528331766707247,0,2,4,4,9,1,3,1.0
19,2.995732273553991,1,4,5,9,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,1000,6.90875477931522,1,1,0,6,0,1,3,1.0
17,2.8903717578961645,2,2,3,7,1,0.6931471805599453,1,0,1,1,1,1,-2,1.0986122886681098,-1,1,1,3,5,8,10000,9.210440366976517,1,1,0,4,0,1,4,1071.0
11,2.4849066497880004,2,1,4,1,-1,0.6931471805599453,-1,0,2,4,6,9,1,0.6931471805599453,1,0,1,1,1,1,10000,9.210440366976517,1,1,0,4,0,1,5,1.0
13,2.6390573296152584,1,3,6,3,0,0.0,0,1,0,0,0,0,-2,1.0986122886681098,-1,1,1,3,5,8,841,6.7357800142423265,0,1,1,1,1,1,0,622.0
7,2.0794415416798357,1,2,0,7,-5,1.791759469228055,-1,0,1,0,2,5,6,1.9459101490553132,1,1,0,1,6,6,10000,9.210440366976517,1,1,0,4,0,1,1,3521.0
13,2.6390573296152584,1,3,6,3,-6,1.9459101490553132,-1,1,0,4,1,4,3,1.3862943611198906,1,0,0,3,3,3,2277,7.731053144007127,0,0,2,2,7,1,2,757.0
7,2.0794415416798357,1,2,0,7,-6,1.9459101490553132,-1,1,0,4,1,4,5,1.791759469228055,1,0,2,0,5,5,10000,9.210440366976517,1,1,0,4,0,1,1,3021.0
13,2.6390573296152584,1,3,6,3,3,1.3862943611198906,1,0,0,3,3,3,-6,1.9459101490553132,-1,1,0,4,1,4,3018,8.012680929706839,1,0,3,1,8,1,3,2227.0
17,2.8903717578961645,2,2,3,7,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,10000,9.210440366976517,1,1,0,4,0,1,1,1071.0
7,2.0794415416798357,1,2,0,7,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,10000,9.210440366976517,1,1,0,4,0,1,3,1.0
23,3.1780538303479458,2,3,2,3,6,1.9459101490553132,1,1,0,1,6,6,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,3,639.0
5,1.791759469228055,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,-4,1.6094379124341003,-1,1,2,1,3,6,10000,9.210440366976517,1,1,0,4,0,1,2,1511.0
7,2.0794415416798357,1,2,0,7,4,1.6094379124341003,1,1,1,4,4,4,-2,1.0986122886681098,-1,1,1,3,5,8,1000,6.90875477931522,1,1,0,6,0,1,3,931.0
11,2.4849066497880004,2,1,4,1,-4,1.6094379124341003,-1,1,2,1,3,6,3,1.3862943611198906,1,0,0,3,3,3,1478,7.2991214627108,1,2,3,1,8,1,0,1425.0
7,2.0794415416798357,1,2,0,7,-4,1.6094379124341003,-1,1,2,1,3,6,-3,1.3862943611198906,-1,0,0,2,4,7,4348,8.37770121259764,1,1,3,1,8,1,1,521.0
5,1.791759469228055,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,827,6.71901315438526,0,2,2,1,7,1,3,20.0
7,2.0794415416798357,1,2,0,7,2,1.0986122886681098,1,1,2,2,2,2,-6,1.9459101490553132,-1,1,0,4,1,4,10000,9.210440366976517,1,1,0,4,0,1,2,1209.0
23,3.1780538303479458,2,3,2,3,-4,1.6094379124341003,-1,1,2,1,3,6,5,1.791759469228055,1,0,2,0,5,5,10000,9.210440366976517,1,1,0,4,0,1,2,7133.0
13,2.6390573296152584,1,3,6,3,-6,1.9459101490553132,-1,1,0,4,1,4,4,1.6094379124341003,1,1,1,4,4,4,3850,8.25608813381491,1,1,0,0,0,1,0,1461.0
11,2.4849066497880004,2,1,4,1,-1,0.6931471805599453,-1,0,2,4,6,9,-5,1.791759469228055,-1,0,1,0,2,5,4670,8.449128460502108,1,2,0,1,0,1,4,2601.0
19,2.995732273553991,1,4,5,9,-2,1.0986122886681098,-1,1,1,3,5,8,6,1.9459101490553132,1,1,0,1,6,6,10000,9.210440366976517,1,1,0,4,0,1,2,4121.0
7,2.0794415416798357,1,2,0,7,-1,0.6931471805599453,-1,0,2,4,6,9,-1,0.6931471805599453,-1,0,2,4,6,9,10000,9.210440366976517,1,1,0,4,0,1,5,29.0
23,3.1780538303479458,2,3,2,3,-5,1.791759469228055,-1,0,1,0,2,5,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,2,433.0
23,3.1780538303479458,2,3,2,3,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,2945,7.988203597022576,0,2,0,5,5,1,1,1022.0
17,2.8903717578961645,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,-3,1.3862943611198906,-1,0,0,2,4,7,10000,9.210440366976517,1,1,0,4,0,1,1,7553.0
7,2.0794415416798357,1,2,0,7,-3,1.3862943611198906,-1,0,0,2,4,7,-2,1.0986122886681098,-1,1,1,3,5,8,1000,6.90875477931522,1,1,0,6,0,1,1,571.0
17,2.8903717578961645,2,2,3,7,-5,1.791759469228055,-1,0,1,0,2,5,-2,1.0986122886681098,-1,1,1,3,5,8,4234,8.351138607086154,1,1,4,6,4,1,1,3621.0
5,1.791759469228055,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,-3,1.3862943611198906,-1,0,0,2,4,7,10000,9.210440366976517,1,1,0,4,0,1,2,1441.0
17,2.8903717578961645,2,2,3,7,3,1.3862943611198906,1,0,0,3,3,3,0,0.0,0,1,0,0,0,0,924,6.829793737512425,1,0,4,0,4,1,1,37.0
13,2.6390573296152584,1,3,6,3,3,1.3862943611198906,1,0,0,3,3,3,-2,1.0986122886681098,-1,1,1,3,5,8,3489,8.157657015196472,0,0,4,3,9,1,1,2200.0
13,2.6390573296152584,1,3,6,3,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,1,0,1,6,6,1000,6.90875477931522,1,1,0,6,0,1,1,311.0
17,2.8903717578961645,2,2,3,7,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,10000,9.210440366976517,1,1,0,4,0,1,1,3691.0
19,2.995732273553991,1,4,5,9,4,1.6094379124341003,1,1,1,4,4,4,0,0.0,0,1,0,0,0,0,4469,8.405143687607614,0,2,4,3,9,1,0,1527.0
5,1.791759469228055,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,1,0,2,0,5,5,10000,9.210440366976517,1,1,0,4,0,1,6,605.0
7,2.0794415416798357,1,2,0,7,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,1,0,1,6,6,10000,9.210440366976517,1,1,0,4,0,1,1,3451.0
13,2.6390573296152584,1,3,6,3,0,0.0,0,1,0,0,0,0,-2,1.0986122886681098,-1,1,1,3,5,8,10000,9.210440366976517,1,1,0,4,0,1,1,8191.0
7,2.0794415416798357,1,2,0,7,-6,1.9459101490553132,-1,1,0,4,1,4,-4,1.6094379124341003,-1,1,2,1,3,6,3707,8.218247926685745,0,2,2,4,7,1,0,3222.0
5,1.791759469228055,2,0,5,5,-4,1.6094379124341003,-1,1,2,1,3,6,3,1.3862943611198906,1,0,0,3,3,3,1000,6.90875477931522,1,1,0,6,0,1,2,61.0
13,2.6390573296152584,1,3,6,3,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,10000,9.210440366976517,1,1,0,4,0,1,2,1.0
19,2.995732273553991,1,4,5,9,-4,1.6094379124341003,-1,1,2,1,3,6,4,1.6094379124341003,1,1,1,4,4,4,1000,6.90875477931522,1,1,0,6,0,1,3,169.0
17,2.8903717578961645,2,2,3,7,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,2853,7.956476798036782,0,0,3,4,3,1,4,2261.0
23,3.1780538303479458,2,3,2,3,6,1.9459101490553132,1,1,0,1,6,6,0,0.0,0,1,0,0,0,0,10000,9.210440366976517,1,1,0,4,0,1,0,563.0
23,3.1780538303479458,2,3,2,3,2,1.0986122886681098,1,1,2,2,2,2,-1,0.6931471805599453,-1,0,2,4,6,9,2751,7.920083199053234,0,0,1,0,1,1,3,1343.0
17,2.8903717578961645,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,4,281.0
11,2.4849066497880004,2,1,4,1,-2,1.0986122886681098,-1,1,1,3,5,8,-5,1.791759469228055,-1,0,1,0,2,5,4132,8.326758814511733,1,1,2,2,2,1,1,4027.0
17,2.8903717578961645,2,2,3,7,6,1.9459101490553132,1,1,0,1,6,6,-4,1.6094379124341003,-1,1,2,1,3,6,10000,9.210440366976517,1,1,0,4,0,1,1,6471.0
11,2.4849066497880004,2,1,4,1,-2,1.0986122886681098,-1,1,1,3,5,8,6,1.9459101490553132,1,1,0,1,6,6,4160,8.333510708982942,1,2,0,2,0,1,2,441.0
17,2.8903717578961645,2,2,3,7,2,1.0986122886681098,1,1,2,2,2,2,-5,1.791759469228055,-1,0,1,0,2,5,916,6.821107472256465,1,1,1,6,6,1,1,701.0
19,2.995732273553991,1,4,5,9,5,1.791759469228055,1,0,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,2,723.0
19,2.995732273553991,1,4,5,9,-6,1.9459101490553132,-1,1,0,4,1,4,4,1.6094379124341003,1,1,1,4,4,4,4467,8.404696160189092,0,0,2,1,7,1,0,4303.0
11,2.4849066497880004,2,1,4,1,2,1.0986122886681098,1,1,2,2,2,2,-2,1.0986122886681098,-1,1,1,3,5,8,1000,6.90875477931522,1,1,0,6,0,1,3,781.0
