slot_threshold_count,slot_threshold_count_abs_log1p,slot_threshold_count_sign,slot_threshold_count_is_even,slot_threshold_count_mod3,slot_threshold_count_mod5,slot_threshold_count_mod7,slot_threshold_count_mod10,slot_base_min,slot_base_min_abs_log1p,slot_base_min_is_even,slot_base_min_mod3,slot_base_min_mod5,slot_base_min_mod7,slot_base_min_mod10,gcd_all,n_multiple_pairs,y
38,3.6635616461296463,1,1,2,3,3,8,12808,9.457903327831136,1,1,3,5,8,2,0,30031.0
38,3.6635616461296463,1,1,2,3,3,8,25509,10.146825811135857,0,0,4,1,9,1,0,30031.0
28,3.367295829986474,1,1,1,3,0,8,1513,7.322510433997394,0,1,3,1,3,1,0,2311.0
16,2.833213344056216,1,1,1,1,2,6,1005,6.913737350659685,0,0,0,4,5,1,0,2311.0
25,3.258096538021482,1,0,1,0,4,5,2071,7.6362696033793735,0,1,1,6,1,1,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,2257,7.722234744709607,0,1,2,3,7,1,0,2311.0
11,2.4849066497880004,1,0,2,1,4,1,135,4.912654885736052,0,0,0,2,5,1,0,211.0
21,3.091042453358316,1,0,0,1,0,1,843,6.738152494595957,0,0,3,3,3,3,0,2311.0
6,1.9459101490553132,1,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,3,0,31.0
15,2.772588722239781,1,0,0,0,1,5,2252,7.720017940432244,1,2,2,5,2,1,0,2311.0
31,3.4657359027997265,1,0,1,1,3,1,21730,9.986495091519735,1,1,0,2,0,1,0,30031.0
31,3.4657359027997265,1,0,1,1,3,1,9996,9.210040326967182,1,0,1,0,6,1,0,30031.0
21,3.091042453358316,1,0,0,1,0,1,1756,7.471363088187097,1,1,1,6,6,1,0,2311.0
20,3.044522437723423,1,1,2,0,6,0,21,3.091042453358316,0,0,1,0,1,1,0,2311.0
14,2.70805020110221,1,1,2,4,0,4,16,2.833213344056216,1,1,1,2,6,2,0,211.0
31,3.4657359027997265,1,0,1,1,3,1,15635,9.657331226912845,0,2,0,4,5,1,0,30031.0
40,3.713572066704308,1,1,1,0,5,0,9277,9.135401285311689,0,1,2,2,7,1,0,30031.0
32,3.4965075614664802,1,1,2,2,4,2,1498,7.312553498102598,1,1,3,0,8,2,0,30031.0
18,2.9444389791664403,1,1,0,3,4,8,1912,7.556427969440253,1,1,2,1,2,2,0,2311.0
7,2.0794415416798357,1,0,1,2,0,7,46,3.8501476017100584,1,1,1,4,6,1,0,211.0
39,3.6888794541139363,1,0,0,4,4,9,23821,10.078364802440847,0,1,1,0,1,1,0,30031.0
39,3.6888794541139363,1,0,0,4,4,9,25115,10.131260372234,0,2,0,6,5,1,0,30031.0
5,1.791759469228055,1,0,2,0,5,5,21,3.091042453358316,0,0,1,0,1,1,0,31.0
16,2.833213344056216,1,1,1,1,2,6,2295,7.738923757439457,0,0,0,6,5,1,0,2311.0
16,2.833213344056216,1,1,1,1,2,6,1104,7.007600613951853,1,0,4,5,4,16,1,2311.0
36,3.6109179126442243,1,1,0,1,1,6,8539,9.052516286782616,0,1,4,6,9,1,0,30031.0
27,3.332204510175204,1,0,0,2,6,7,1325,7.189922170745808,0,2,0,2,5,1,0,2311.0
11,2.4849066497880004,1,0,2,1,4,1,155,5.049856007249537,0,2,0,1,5,1,0,211.0
19,2.995732273553991,1,0,1,4,5,9,2041,7.621684998724611,0,1,1,4,1,1,0,2311.0
28,3.367295829986474,1,1,1,3,0,8,1015,6.923628628138427,0,1,0,0,5,7,0,2311.0
20,3.044522437723423,1,1,2,0,6,0,118,4.77912349311153,1,1,3,6,8,2,0,2311.0
40,3.713572066704308,1,1,1,0,5,0,3902,8.269500767180615,1,2,2,3,2,2,0,30031.0
13,2.6390573296152584,1,0,1,3,6,3,31,3.4657359027997265,0,1,1,3,1,1,0,211.0
33,3.5263605246161616,1,0,0,3,5,3,13682,9.52390946537981,1,2,2,4,2,1,0,30031.0
4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,31.0
4,1.6094379124341003,1,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,4,1,31.0
34,3.5553480614894135,1,1,1,4,6,4,9602,9.169830828637973,1,2,2,5,2,2,0,30031.0
22,3.1354942159291497,1,1,1,2,1,2,965,6.873163834212518,0,2,0,6,5,1,0,2311.0
2,1.0986122886681098,1,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,0,7.0
9,2.302585092994046,1,0,0,4,2,9,171,5.147494476813453,0,0,1,3,1,9,1,211.0
36,3.6109179126442243,1,1,0,1,1,6,25910,10.162422867948395,1,2,0,3,0,2,0,30031.0
35,3.58351893845611,1,0,2,0,0,5,23376,10.059507911994038,1,0,1,3,6,1,0,30031.0
34,3.5553480614894135,1,1,1,4,6,4,21509,9.976273222261776,0,2,4,5,9,1,0,30031.0
8,2.1972245773362196,1,1,2,3,1,8,100,4.61512051684126,1,1,0,2,0,4,0,211.0
27,3.332204510175204,1,0,0,2,6,7,77,4.356708826689592,0,2,2,0,7,1,0,2311.0
32,3.4965075614664802,1,1,2,2,4,2,18428,9.821680789832037,1,2,3,4,8,4,0,30031.0
17,2.8903717578961645,1,0,2,2,3,7,281,5.641907070938114,0,2,1,1,1,1,0,2311.0
5,1.791759469228055,1,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,1,0,31.0
19,2.995732273553991,1,0,1,4,5,9,1748,7.466799475018602,1,2,3,5,8,19,1,2311.0
12,2.5649493574615367,1,1,0,2,5,2,47,3.871201010907891,0,2,2,5,7,1,0,211.0
24,3.2188758248682006,1,1,0,4,3,4,396,5.983936280687191,1,0,1,4,6,12,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,2060,7.630946580890459,1,2,0,2,0,1,0,2311.0
18,2.9444389791664403,1,1,0,3,4,8,2152,7.674617497364363,1,1,2,3,2,2,0,2311.0
23,3.1780538303479458,1,0,2,3,2,3,860,6.7580945044277305,1,2,0,6,0,1,0,2311.0
19,2.995732273553991,1,0,1,4,5,9,1120,7.02197642307216,1,1,0,0,0,1,0,2311.0
16,2.833213344056216,1,1,1,1,2,6,927,6.833031732786201,0,0,2,3,7,1,0,2311.0
6,1.9459101490553132,1,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,2,0,31.0
9,2.302585092994046,1,0,0,4,2,9,44,3.8066624897703196,1,2,4,2,4,1,0,211.0
12,2.5649493574615367,1,1,0,2,5,2,66,4.204692619390966,1,0,1,3,6,6,0,211.0
40,3.713572066704308,1,1,1,0,5,0,18262,9.812632434192041,1,1,2,6,2,2,0,30031.0
17,2.8903717578961645,1,0,2,2,3,7,1984,7.59337419312129,1,1,4,3,4,1,0,2311.0
10,2.3978952727983707,1,1,1,0,3,0,85,4.454347296253507,0,1,0,1,5,5,0,211.0
30,3.4339872044851463,1,1,0,0,2,0,15,2.772588722239781,0,0,0,1,5,15,1,2311.0
33,3.5263605246161616,1,0,0,3,5,3,14942,9.611998241741393,1,2,2,4,2,1,0,30031.0
31,3.4657359027997265,1,0,1,1,3,1,6490,8.778171881033469,1,1,0,1,0,1,0,30031.0
33,3.5263605246161616,1,0,0,3,5,3,22508,10.02167050821384,1,2,3,3,8,1,0,30031.0
22,3.1354942159291497,1,1,1,2,1,2,1346,7.205635176410364,1,2,1,2,6,2,0,2311.0
35,3.58351893845611,1,0,2,0,0,5,1905,7.552762084214147,0,0,0,1,5,5,0,30031.0
23,3.1780538303479458,1,0,2,3,2,3,975,6.883462586413092,0,0,0,2,5,1,0,2311.0
37,3.6375861597263857,1,0,1,2,2,7,18296,9.814492390964565,1,2,1,5,6,1,0,30031.0
22,3.1354942159291497,1,1,1,2,1,2,1483,7.302496423727326,0,1,3,6,3,1,0,2311.0
35,3.58351893845611,1,0,2,0,0,5,23915,10.082302970000795,0,2,0,3,5,5,0,30031.0
14,2.70805020110221,1,1,2,4,0,4,117,4.770684624465665,0,0,2,5,7,1,0,211.0
22,3.1354942159291497,1,1,1,2,1,2,1143,7.042286171939743,0,0,3,2,3,1,0,2311.0
38,3.6635616461296463,1,1,2,3,3,8,16658,9.720705889909716,1,2,3,5,8,2,0,30031.0
32,3.4965075614664802,1,1,2,2,4,2,2481,7.8168199657645525,0,0,1,3,1,1,0,30031.0
2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,1,7.0
10,2.3978952727983707,1,1,1,0,3,0,130,4.875197323201151,1,1,0,4,0,10,1,211.0
33,3.5263605246161616,1,0,0,3,5,3,24428,10.103526230135241,1,2,3,5,8,1,0,30031.0
38,3.6635616461296463,1,1,2,3,3,8,8238,9.01663425631559,1,0,3,6,8,2,0,30031.0
11,2.4849066497880004,1,0,2,1,4,1,165,5.111987788356544,0,0,0,4,5,11,1,211.0
7,2.0794415416798357,1,0,1,2,0,7,32,3.4965075614664802,1,2,2,4,2,1,0,211.0
13,2.6390573296152584,1,0,1,3,6,3,184,5.220355825078324,1,1,4,2,4,1,0,211.0
39,3.6888794541139363,1,0,0,4,4,9,24686,10.114032068273822,1,2,1,4,6,1,0,30031.0
26,3.295836866004329,1,1,2,1,5,6,2253,7.720461694599722,0,0,3,6,3,1,0,2311.0
37,3.6375861597263857,1,0,1,2,2,7,12719,9.450930836894113,0,2,4,0,9,1,0,30031.0
23,3.1780538303479458,1,0,2,3,2,3,267,5.5909869805108565,0,0,2,1,7,1,0,2311.0
7,2.0794415416798357,1,0,1,2,0,7,15,2.772588722239781,0,0,0,1,5,1,0,211.0
27,3.332204510175204,1,0,0,2,6,7,991,6.899723107284872,0,1,1,4,1,1,0,2311.0
30,3.4339872044851463,1,1,0,0,2,0,900,6.803505257608338,1,0,0,4,0,30,1,2311.0
24,3.2188758248682006,1,1,0,4,3,4,1995,7.59890045687141,0,0,0,0,5,3,0,2311.0
26,3.295836866004329,1,1,2,1,5,6,588,6.3784261836515865,1,0,3,0,8,2,0,2311.0
21,3.091042453358316,1,0,0,1,0,1,670,6.508769136971682,1,1,0,5,0,1,0,2311.0
38,3.6635616461296463,1,1,2,3,3,8,4601,8.434246270595311,0,2,1,2,1,1,0,30031.0
3,1.3862943611198906,1,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0,31.0
30,3.4339872044851463,1,1,0,0,2,0,681,6.525029657843462,0,0,1,2,1,3,0,2311.0
16,2.833213344056216,1,1,1,1,2,6,294,5.68697535633982,1,0,4,0,4,2,0,2311.0
12,2.5649493574615367,1,1,0,2,5,2,54,4.007333185232471,1,0,4,5,4,6,0,211.0
32,3.4965075614664802,1,1,2,2,4,2,5864,8.676757761087575,1,2,4,5,4,8,0,30031.0
13,2.6390573296152584,1,0,1,3,6,3,94,4.553876891600541,1,1,4,3,4,1,0,211.0
18,2.9444389791664403,1,1,0,3,4,8,147,4.997212273764115,0,0,2,0,7,3,0,2311.0
5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,0,31.0
8,2.1972245773362196,1,1,2,3,1,8,47,3.871201010907891,0,2,2,5,7,1,0,211.0
22,3.1354942159291497,1,1,1,2,1,2,9,2.302585092994046,0,0,4,2,9,1,0,2311.0
14,2.70805020110221,1,1,2,4,0,4,98,4.59511985013459,1,2,3,0,8,14,1,211.0
10,2.3978952727983707,1,1,1,0,3,0,75,4.330733340286331,0,0,0,5,5,5,0,211.0
14,2.70805020110221,1,1,2,4,0,4,53,3.9889840465642745,0,2,3,4,3,1,0,211.0
38,3.6635616461296463,1,1,2,3,3,8,13919,9.54108193388841,0,2,4,3,9,1,0,30031.0
8,2.1972245773362196,1,1,2,3,1,8,43,3.784189633918261,0,1,3,1,3,1,0,211.0
37,3.6375861597263857,1,0,1,2,2,7,912,6.816735880594968,1,0,2,2,2,1,0,30031.0
26,3.295836866004329,1,1,2,1,5,6,857,6.754604099487962,0,2,2,3,7,1,0,2311.0
30,3.4339872044851463,1,1,0,0,2,0,707,6.56244409369372,0,2,2,0,7,1,0,2311.0
38,3.6635616461296463,1,1,2,3,3,8,12302,9.41759841406017,1,2,2,3,2,2,0,30031.0
28,3.367295829986474,1,1,1,3,0,8,40,3.713572066704308,1,1,0,5,0,4,0,2311.0
40,3.713572066704308,1,1,1,0,5,0,29428,10.28973586171716,1,1,3,0,8,4,0,30031.0
32,3.4965075614664802,1,1,2,2,4,2,26891,10.199584123588927,0,2,1,4,1,1,0,30031.0
14,2.70805020110221,1,1,2,4,0,4,109,4.700480365792417,0,1,4,4,9,1,0,211.0
25,3.258096538021482,1,0,1,0,4,5,1508,7.319202458767849,1,2,3,3,8,1,0,2311.0
25,3.258096538021482,1,0,1,0,4,5,770,6.647688373563329,1,2,0,0,0,5,0,2311.0
23,3.1780538303479458,1,0,2,3,2,3,2209,7.700747794511798,0,1,4,4,9,1,0,2311.0
11,2.4849066497880004,1,0,2,1,4,1,195,5.278114659230517,0,0,0,6,5,1,0,211.0
17,2.8903717578961645,1,0,2,2,3,7,1759,7.473069088032197,0,1,4,2,9,1,0,2311.0
34,3.5553480614894135,1,1,1,4,6,4,8962,9.100860271357362,1,1,2,2,2,2,0,30031.0
40,3.713572066704308,1,1,1,0,5,0,2305,7.743269700829004,0,1,0,2,5,5,0,30031.0
23,3.1780538303479458,1,0,2,3,2,3,1030,6.93828448401696,1,1,0,1,0,1,0,2311.0
8,2.1972245773362196,1,1,2,3,1,8,156,5.056245805348308,1,0,1,2,6,4,0,211.0
27,3.332204510175204,1,0,0,2,6,7,818,6.70808408385307,1,2,3,6,8,1,0,2311.0
23,3.1780538303479458,1,0,2,3,2,3,2092,7.646353722445999,1,1,2,6,2,1,0,2311.0
11,2.4849066497880004,1,0,2,1,4,1,132,4.890349128221754,1,0,2,6,2,11,1,211.0
19,2.995732273553991,1,0,1,4,5,9,1574,7.362010551259734,1,2,4,6,4,1,0,2311.0
38,3.6635616461296463,1,1,2,3,3,8,22492,10.0209594286763,1,1,2,1,2,2,0,30031.0
23,3.1780538303479458,1,0,2,3,2,3,359,5.886104031450156,0,2,4,2,9,1,0,2311.0
7,2.0794415416798357,1,0,1,2,0,7,118,4.77912349311153,1,1,3,6,8,1,0,211.0
29,3.4011973816621555,1,0,2,4,1,9,607,6.410174881966167,0,1,2,5,7,1,0,2311.0
18,2.9444389791664403,1,1,0,3,4,8,2226,7.708410667257367,1,0,1,0,6,6,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,297,5.697093486505405,0,0,2,3,7,1,0,2311.0
33,3.5263605246161616,1,0,0,3,5,3,19298,9.86780856007911,1,2,3,6,8,1,0,30031.0
34,3.5553480614894135,1,1,1,4,6,4,6411,8.765926513729443,0,0,1,6,1,1,0,30031.0
26,3.295836866004329,1,1,2,1,5,6,925,6.8308742346461795,0,1,0,1,5,1,0,2311.0
32,3.4965075614664802,1,1,2,2,4,2,13411,9.50390510758612,0,1,1,6,1,1,0,30031.0
30,3.4339872044851463,1,1,0,0,2,0,2036,7.619233416226805,1,2,1,6,6,2,0,2311.0
23,3.1780538303479458,1,0,2,3,2,3,1733,7.458186157340487,0,2,3,4,3,1,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,1544,7.3427791893318455,1,2,4,4,4,1,0,2311.0
27,3.332204510175204,1,0,0,2,6,7,2253,7.720461694599722,0,0,3,6,3,3,0,2311.0
36,3.6109179126442243,1,1,0,1,1,6,18469,9.823903073193286,0,1,4,3,9,1,0,30031.0
32,3.4965075614664802,1,1,2,2,4,2,15521,9.650013651414085,0,2,1,2,1,1,0,30031.0
36,3.6109179126442243,1,1,0,1,1,6,23043,10.045160710852274,0,0,3,6,3,3,0,30031.0
34,3.5553480614894135,1,1,1,4,6,4,16592,9.716736198662788,1,2,2,2,2,34,1,30031.0
39,3.6888794541139363,1,0,0,4,4,9,9901,9.200492035921368,0,1,1,3,1,1,0,30031.0
32,3.4965075614664802,1,1,2,2,4,2,3465,8.150756470275551,0,0,0,0,5,1,0,30031.0
10,2.3978952727983707,1,1,1,0,3,0,97,4.584967478670572,0,1,2,6,7,1,0,211.0
8,2.1972245773362196,1,1,2,3,1,8,33,3.5263605246161616,0,0,3,5,3,1,0,211.0
25,3.258096538021482,1,0,1,0,4,5,902,6.805722553416985,1,2,2,6,2,1,0,2311.0
26,3.295836866004329,1,1,2,1,5,6,2123,7.66105638236183,0,2,3,2,3,1,0,2311.0
37,3.6375861597263857,1,0,1,2,2,7,3665,8.20685642839965,0,2,0,4,5,1,0,30031.0
16,2.833213344056216,1,1,1,1,2,6,1130,7.030857476116121,1,2,0,3,0,2,0,2311.0
30,3.4339872044851463,1,1,0,0,2,0,186,5.231108616854587,1,0,1,4,6,6,0,2311.0
31,3.4657359027997265,1,0,1,1,3,1,13291,9.494917629474484,0,1,1,5,1,1,0,30031.0
8,2.1972245773362196,1,1,2,3,1,8,112,4.727387818712341,1,1,2,0,2,8,1,211.0
15,2.772588722239781,1,0,0,0,1,5,1181,7.074963197966044,0,2,1,5,1,1,0,2311.0
31,3.4657359027997265,1,0,1,1,3,1,4471,8.405591014834934,0,1,1,5,1,1,0,30031.0
26,3.295836866004329,1,1,2,1,5,6,1200,7.0909098220799835,1,0,0,3,0,2,0,2311.0
4,1.6094379124341003,1,1,1,4,4,4,30,3.4339872044851463,1,0,0,2,0,2,0,31.0
40,3.713572066704308,1,1,1,0,5,0,2311,7.7458682297922685,0,1,1,1,1,1,0,30031.0
25,3.258096538021482,1,0,1,0,4,5,162,5.093750200806762,1,0,2,1,2,1,0,2311.0
39,3.6888794541139363,1,0,0,4,4,9,28024,10.24085224794036,1,1,4,3,4,1,0,30031.0
6,1.9459101490553132,1,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,2,0,31.0
13,2.6390573296152584,1,0,1,3,6,3,186,5.231108616854587,1,0,1,4,6,1,0,211.0
14,2.70805020110221,1,1,2,4,0,4,103,4.6443908991413725,0,1,3,5,3,1,0,211.0
17,2.8903717578961645,1,0,2,2,3,7,884,6.785587645007929,1,2,4,2,4,17,1,2311.0
34,3.5553480614894135,1,1,1,4,6,4,2963,7.994294986415977,0,2,3,2,3,1,0,30031.0
7,2.0794415416798357,1,0,1,2,0,7,197,5.288267030694535,0,2,2,1,7,1,0,211.0
9,2.302585092994046,1,0,0,4,2,9,64,4.174387269895637,1,1,4,1,4,1,0,211.0
27,3.332204510175204,1,0,0,2,6,7,1357,7.213768308118642,0,1,2,6,7,1,0,2311.0
38,3.6635616461296463,1,1,2,3,3,8,26083,10.169077378513093,0,1,3,1,3,1,0,30031.0
19,2.995732273553991,1,0,1,4,5,9,281,5.641907070938114,0,2,1,1,1,1,0,2311.0
30,3.4339872044851463,1,1,0,0,2,0,2178,7.68662133494462,1,0,3,1,8,6,0,2311.0
21,3.091042453358316,1,0,0,1,0,1,1758,7.472500744737558,1,0,3,1,8,3,0,2311.0
14,2.70805020110221,1,1,2,4,0,4,182,5.209486152841421,1,2,2,0,2,14,1,211.0
22,3.1354942159291497,1,1,1,2,1,2,46,3.8501476017100584,1,1,1,4,6,2,0,2311.0
12,2.5649493574615367,1,1,0,2,5,2,48,3.8918202981106265,1,0,3,6,8,12,1,211.0
26,3.295836866004329,1,1,2,1,5,6,1777,7.48324441607385,0,1,2,6,7,1,0,2311.0
27,3.332204510175204,1,0,0,2,6,7,775,6.654152520183219,0,1,0,5,5,1,0,2311.0
15,2.772588722239781,1,0,0,0,1,5,685,6.530877627725885,0,1,0,6,5,5,0,2311.0
10,2.3978952727983707,1,1,1,0,3,0,178,5.187385805840755,1,1,3,3,8,2,0,211.0
18,2.9444389791664403,1,1,0,3,4,8,1822,7.508238774678663,1,1,2,2,2,2,0,2311.0
19,2.995732273553991,1,0,1,4,5,9,2146,7.671826797878781,1,1,1,4,6,1,0,2311.0
4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,1,31.0
4,1.6094379124341003,1,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,1,0,31.0
34,3.5553480614894135,1,1,1,4,6,4,6941,8.845345196421732,0,2,1,4,1,1,0,30031.0
26,3.295836866004329,1,1,2,1,5,6,291,5.676753802268282,0,0,1,4,1,1,0,2311.0
4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,1,31.0
7,2.0794415416798357,1,0,1,2,0,7,58,4.07753744390572,1,1,3,2,8,1,0,211.0
39,3.6888794541139363,1,0,0,4,4,9,14402,9.57519179719905,1,2,2,3,2,1,0,30031.0
28,3.367295829986474,1,1,1,3,0,8,2273,7.729295674310482,0,2,3,5,3,1,0,2311.0
31,3.4657359027997265,1,0,1,1,3,1,9041,9.109635667854551,0,2,1,4,1,1,0,30031.0
13,2.6390573296152584,1,0,1,3,6,3,145,4.983606621708336,0,1,0,5,5,1,0,211.0
21,3.091042453358316,1,0,0,1,0,1,704,6.558197802812269,1,2,4,4,4,1,0,2311.0
23,3.1780538303479458,1,0,2,3,2,3,1051,6.9584483932976555,0,1,1,1,1,1,0,2311.0
40,3.713572066704308,1,1,1,0,5,0,18680,9.835262243540562,1,2,0,4,0,40,1,30031.0
33,3.5263605246161616,1,0,0,3,5,3,5997,8.699181359308954,0,0,2,5,7,3,0,30031.0
30,3.4339872044851463,1,1,0,0,2,0,408,6.013715156042802,1,0,3,2,8,6,0,2311.0
4,1.6094379124341003,1,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,4,1,31.0
28,3.367295829986474,1,1,1,3,0,8,1974,7.5883236773352225,1,0,4,0,4,14,0,2311.0
26,3.295836866004329,1,1,2,1,5,6,1709,7.444248649496705,0,2,4,1,9,1,0,2311.0
37,3.6375861597263857,1,0,1,2,2,7,28280,10.24994548006426,1,2,0,0,0,1,0,30031.0
33,3.5263605246161616,1,0,0,3,5,3,8566,9.055672891964043,1,1,1,5,6,1,0,30031.0
25,3.258096538021482,1,0,1,0,4,5,1548,7.3453648404168685,1,0,3,1,8,1,0,2311.0
28,3.367295829986474,1,1,1,3,0,8,835,6.728628613084702,0,1,0,2,5,1,0,2311.0
28,3.367295829986474,1,1,1,3,0,8,2051,7.62657020629066,0,2,1,0,1,7,0,2311.0
5,1.791759469228055,1,0,2,0,5,5,22,3.1354942159291497,1,1,2,1,2,1,0,31.0
36,3.6109179126442243,1,1,0,1,1,6,13405,9.503457646917903,0,1,0,0,5,1,0,30031.0
20,3.044522437723423,1,1,2,0,6,0,892,6.794586580876499,1,1,2,3,2,4,0,2311.0
19,2.995732273553991,1,0,1,4,5,9,378,5.937536205082426,1,0,3,0,8,1,0,2311.0
35,3.58351893845611,1,0,2,0,0,5,613,6.419994928147142,0,1,3,4,3,1,0,30031.0
28,3.367295829986474,1,1,1,3,0,8,1747,7.466227556215481,0,1,2,4,7,1,0,2311.0
38,3.6635616461296463,1,1,2,3,3,8,16011,9.681093720112464,0,0,1,2,1,1,0,30031.0
18,2.9444389791664403,1,1,0,3,4,8,763,6.638567789166521,0,1,3,0,3,1,0,2311.0
9,2.302585092994046,1,0,0,4,2,9,31,3.4657359027997265,0,1,1,3,1,1,0,211.0
21,3.091042453358316,1,0,0,1,0,1,1266,7.144407180321139,1,0,1,6,6,3,0,2311.0
17,2.8903717578961645,1,0,2,2,3,7,307,5.730099782973574,0,1,2,6,7,1,0,2311.0
22,3.1354942159291497,1,1,1,2,1,2,1693,7.434847875211999,0,1,3,6,3,1,0,2311.0
33,3.5263605246161616,1,0,0,3,5,3,475,6.16541785423142,0,1,0,6,5,1,0,30031.0
34,3.5553480614894135,1,1,1,4,6,4,6266,8.743053050224676,1,2,1,1,6,2,0,30031.0
7,2.0794415416798357,1,0,1,2,0,7,69,4.248495242049359,0,0,4,6,9,1,0,211.0
17,2.8903717578961645,1,0,2,2,3,7,858,6.755768921984255,1,0,3,4,8,1,0,2311.0
18,2.9444389791664403,1,1,0,3,4,8,85,4.454347296253507,0,1,0,1,5,1,0,2311.0
19,2.995732273553991,1,0,1,4,5,9,135,4.912654885736052,0,0,0,2,5,1,0,2311.0
35,3.58351893845611,1,0,2,0,0,5,1964,7.583247524303362,1,2,4,4,4,1,0,30031.0
12,2.5649493574615367,1,1,0,2,5,2,46,3.8501476017100584,1,1,1,4,6,2,0,211.0
26,3.295836866004329,1,1,2,1,5,6,48,3.8918202981106265,1,0,3,6,8,2,0,2311.0
40,3.713572066704308,1,1,1,0,5,0,17216,9.753652546776472,1,2,1,3,6,8,0,30031.0
39,3.6888794541139363,1,0,0,4,4,9,4788,8.47407690034261,1,0,3,0,8,3,0,30031.0
33,3.5263605246161616,1,0,0,3,5,3,7174,8.878358040627822,1,1,4,6,4,1,0,30031.0
14,2.70805020110221,1,1,2,4,0,4,49,3.912023005428146,0,1,4,0,9,7,0,211.0
11,2.4849066497880004,1,0,2,1,4,1,76,4.343805421853684,1,1,1,6,6,1,0,211.0
16,2.833213344056216,1,1,1,1,2,6,1826,7.510430556378006,1,2,1,6,6,2,0,2311.0
17,2.8903717578961645,1,0,2,2,3,7,503,6.222576268071369,0,2,3,6,3,1,0,2311.0
16,2.833213344056216,1,1,1,1,2,6,2115,7.65728279297819,0,0,0,1,5,1,0,2311.0
15,2.772588722239781,1,0,0,0,1,5,1516,7.324489979348532,1,1,1,4,6,1,0,2311.0
28,3.367295829986474,1,1,1,3,0,8,568,6.343880434126331,1,1,3,1,8,4,0,2311.0
16,2.833213344056216,1,1,1,1,2,6,1571,7.360103972989152,0,2,1,3,1,1,0,2311.0
30,3.4339872044851463,1,1,0,0,2,0,1387,7.23561914106675,0,1,2,1,7,1,0,2311.0
18,2.9444389791664403,1,1,0,3,4,8,2124,7.661527081358517,1,0,4,3,4,18,1,2311.0
40,3.713572066704308,1,1,1,0,5,0,5223,8.561018670956267,0,0,3,1,3,1,0,30031.0
29,3.4011973816621555,1,0,2,4,1,9,699,6.551080335043404,0,0,4,6,9,1,0,2311.0
6,1.9459101490553132,1,1,0,1,6,6,26,3.295836866004329,1,2,1,5,6,2,0,31.0
24,3.2188758248682006,1,1,0,4,3,4,1052,6.959398512133975,1,2,2,2,2,4,0,2311.0
20,3.044522437723423,1,1,2,0,6,0,1796,7.493873886783559,1,2,1,4,6,4,0,2311.0
15,2.772588722239781,1,0,0,0,1,5,813,6.70196036600254,0,0,3,1,3,3,0,2311.0
34,3.5553480614894135,1,1,1,4,6,4,17888,9.791941277791215,1,2,3,3,8,2,0,30031.0
31,3.4657359027997265,1,0,1,1,3,1,25435,10.143920772387299,0,1,0,4,5,1,0,30031.0
15,2.772588722239781,1,0,0,0,1,5,518,6.251903883165888,1,2,3,0,8,1,0,2311.0
13,2.6390573296152584,1,0,1,3,6,3,102,4.634728988229636,1,0,2,4,2,1,0,211.0
12,2.5649493574615367,1,1,0,2,5,2,56,4.04305126783455,1,2,1,0,6,4,0,211.0
40,3.713572066704308,1,1,1,0,5,0,14201,9.561138078742038,0,2,1,5,1,1,0,30031.0
33,3.5263605246161616,1,0,0,3,5,3,15818,9.66896702819858,1,2,3,5,8,11,0,30031.0
14,2.70805020110221,1,1,2,4,0,4,170,5.14166355650266,1,2,0,2,0,2,0,211.0
21,3.091042453358316,1,0,0,1,0,1,886,6.787844982309579,1,1,1,4,6,1,0,2311.0
14,2.70805020110221,1,1,2,4,0,4,61,4.127134385045092,0,1,1,5,1,1,0,211.0
32,3.4965075614664802,1,1,2,2,4,2,21637,9.98220630724752,0,1,2,0,7,1,0,30031.0
20,3.044522437723423,1,1,2,0,6,0,1689,7.432483807917119,0,0,4,2,9,1,0,2311.0
40,3.713572066704308,1,1,1,0,5,0,21766,9.988150340414837,1,1,1,3,6,2,0,30031.0
19,2.995732273553991,1,0,1,4,5,9,1197,7.088408778675395,0,0,2,0,7,19,1,2311.0
19,2.995732273553991,1,0,1,4,5,9,1098,7.002155954403621,1,0,3,6,8,1,0,2311.0
