slot_R,slot_R_abs_log1p,slot_R_is_even,slot_R_mod3,slot_R_mod5,slot_R_mod7,slot_R_mod10,slot_r,slot_r_abs_log1p,slot_r_is_even,slot_r_mod3,slot_r_mod5,slot_r_mod7,slot_r_mod10,slot_triangle_name,gcd_all,n_multiple_pairs,y
26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,0,0,3,3,3,2,1,0,468.0
16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,0,2,0,576.0
70,4.2626798770413155,1,1,0,0,0,5,1.791759469228055,0,2,0,5,5,2,5,1,2100.0
51,3.9512437185814275,0,0,1,2,1,17,2.8903717578961645,0,2,2,3,7,3,17,1,5202.0
32,3.4965075614664802,1,2,2,4,2,9,2.302585092994046,0,0,4,2,9,3,1,0,1728.0
82,4.418840607796598,1,1,2,5,2,3,1.3862943611198906,0,0,3,3,3,2,1,0,1476.0
97,4.584967478670572,0,1,2,6,7,4,1.6094379124341003,1,1,4,4,4,3,1,0,2328.0
83,4.430816798843313,0,2,3,6,3,23,3.1780538303479458,0,2,3,2,3,2,1,0,11454.0
80,4.394449154672439,1,2,0,3,0,24,3.2188758248682006,1,0,4,3,4,0,8,0,11520.0
20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,1,5,1,600.0
83,4.430816798843313,0,2,3,6,3,19,2.995732273553991,0,1,4,5,9,2,1,0,9462.0
42,3.7612001156935624,1,0,2,0,2,11,2.4849066497880004,0,2,1,4,1,1,1,0,2772.0
91,4.5217885770490405,0,1,1,0,1,8,2.1972245773362196,1,2,3,1,8,2,1,0,4368.0
18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,3,1,0,540.0
4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,1,1,24.0
82,4.418840607796598,1,1,2,5,2,25,3.258096538021482,0,1,0,4,5,2,1,0,12300.0
83,4.430816798843313,0,2,3,6,3,14,2.70805020110221,1,2,4,0,4,1,1,0,6972.0
51,3.9512437185814275,0,0,1,2,1,23,3.1780538303479458,0,2,3,2,3,2,1,0,7038.0
98,4.59511985013459,1,2,3,0,8,26,3.295836866004329,1,2,1,5,6,2,2,0,15288.0
61,4.127134385045092,0,1,1,5,1,7,2.0794415416798357,0,1,2,0,7,2,1,0,2562.0
56,4.04305126783455,1,2,1,0,6,14,2.70805020110221,1,2,4,0,4,0,14,1,4704.0
36,3.6109179126442243,1,0,1,1,6,5,1.791759469228055,0,2,0,5,5,0,1,0,1080.0
66,4.204692619390966,1,0,1,3,6,20,3.044522437723423,1,2,0,6,0,2,2,0,7920.0
84,4.442651256490317,1,0,4,0,4,26,3.295836866004329,1,2,1,5,6,3,2,0,13104.0
50,3.9318256327243257,1,2,0,1,0,9,2.302585092994046,0,0,4,2,9,1,1,0,2700.0
60,4.110873864173311,1,0,0,4,0,22,3.1354942159291497,1,1,2,1,2,2,2,0,7920.0
77,4.356708826689592,0,2,2,0,7,6,1.9459101490553132,1,0,1,6,6,2,1,0,2772.0
90,4.51085950651685,1,0,0,6,0,29,3.4011973816621555,0,2,4,1,9,1,1,0,15660.0
41,3.7376696182833684,0,2,1,6,1,6,1.9459101490553132,1,0,1,6,6,1,1,0,1476.0
85,4.454347296253507,0,1,0,1,5,8,2.1972245773362196,1,2,3,1,8,2,1,0,4080.0
88,4.48863636973214,1,1,3,4,8,19,2.995732273553991,0,1,4,5,9,3,1,0,10032.0
67,4.219507705176107,0,1,2,4,7,7,2.0794415416798357,0,1,2,0,7,2,1,0,2814.0
81,4.406719247264253,0,0,1,4,1,23,3.1780538303479458,0,2,3,2,3,2,1,0,11178.0
91,4.5217885770490405,0,1,1,0,1,27,3.332204510175204,0,0,2,6,7,0,1,0,14742.0
83,4.430816798843313,0,2,3,6,3,6,1.9459101490553132,1,0,1,6,6,1,1,0,2988.0
43,3.784189633918261,0,1,3,1,3,7,2.0794415416798357,0,1,2,0,7,2,1,0,1806.0
75,4.330733340286331,0,0,0,5,5,11,2.4849066497880004,0,2,1,4,1,0,1,0,4950.0
94,4.553876891600541,1,1,4,3,4,30,3.4339872044851463,1,0,0,2,0,1,2,0,16920.0
85,4.454347296253507,0,1,0,1,5,24,3.2188758248682006,1,0,4,3,4,2,1,0,12240.0
54,4.007333185232471,1,0,4,5,4,14,2.70805020110221,1,2,4,0,4,3,2,0,4536.0
26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,0,0,3,3,3,0,1,0,468.0
45,3.828641396489095,0,0,0,3,5,19,2.995732273553991,0,1,4,5,9,2,1,0,5130.0
94,4.553876891600541,1,1,4,3,4,30,3.4339872044851463,1,0,0,2,0,2,2,0,16920.0
73,4.30406509320417,0,1,3,3,3,21,3.091042453358316,0,0,1,0,1,2,1,0,9198.0
62,4.143134726391533,1,2,2,6,2,27,3.332204510175204,0,0,2,6,7,2,1,0,10044.0
94,4.553876891600541,1,1,4,3,4,28,3.367295829986474,1,1,3,0,8,2,2,0,15792.0
82,4.418840607796598,1,1,2,5,2,22,3.1354942159291497,1,1,2,1,2,2,2,0,10824.0
72,4.290459441148391,1,0,2,2,2,9,2.302585092994046,0,0,4,2,9,3,9,1,3888.0
53,3.9889840465642745,0,2,3,4,3,2,1.0986122886681098,1,2,2,2,2,0,1,0,636.0
94,4.553876891600541,1,1,4,3,4,23,3.1780538303479458,0,2,3,2,3,1,1,0,12972.0
94,4.553876891600541,1,1,4,3,4,25,3.258096538021482,0,1,0,4,5,0,1,0,14100.0
91,4.5217885770490405,0,1,1,0,1,18,2.9444389791664403,1,0,3,4,8,2,1,0,9828.0
94,4.553876891600541,1,1,4,3,4,18,2.9444389791664403,1,0,3,4,8,2,2,0,10152.0
68,4.23410650459726,1,2,3,5,8,14,2.70805020110221,1,2,4,0,4,0,2,0,5712.0
66,4.204692619390966,1,0,1,3,6,26,3.295836866004329,1,2,1,5,6,2,2,0,10296.0
73,4.30406509320417,0,1,3,3,3,14,2.70805020110221,1,2,4,0,4,0,1,0,6132.0
68,4.23410650459726,1,2,3,5,8,13,2.6390573296152584,0,1,3,6,3,0,1,0,5304.0
64,4.174387269895637,1,1,4,1,4,14,2.70805020110221,1,2,4,0,4,1,2,0,5376.0
94,4.553876891600541,1,1,4,3,4,24,3.2188758248682006,1,0,4,3,4,1,2,0,13536.0
39,3.6888794541139363,0,0,4,4,9,17,2.8903717578961645,0,2,2,3,7,3,1,0,3978.0
16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,2,1,1,96.0
95,4.564348191467836,0,2,0,4,5,2,1.0986122886681098,1,2,2,2,2,3,1,0,1140.0
26,3.295836866004329,1,2,1,5,6,1,0.6931471805599453,0,1,1,1,1,1,1,1,156.0
96,4.574710978503383,1,0,1,5,6,21,3.091042453358316,0,0,1,0,1,2,3,0,12096.0
64,4.174387269895637,1,1,4,1,4,16,2.833213344056216,1,1,1,2,6,0,16,1,6144.0
99,4.605170185988092,0,0,4,1,9,24,3.2188758248682006,1,0,4,3,4,1,3,0,14256.0
67,4.219507705176107,0,1,2,4,7,13,2.6390573296152584,0,1,3,6,3,2,1,0,5226.0
42,3.7612001156935624,1,0,2,0,2,4,1.6094379124341003,1,1,4,4,4,3,2,0,1008.0
36,3.6109179126442243,1,0,1,1,6,11,2.4849066497880004,0,2,1,4,1,1,1,0,2376.0
81,4.406719247264253,0,0,1,4,1,21,3.091042453358316,0,0,1,0,1,1,3,0,10206.0
34,3.5553480614894135,1,1,4,6,4,13,2.6390573296152584,0,1,3,6,3,0,1,0,2652.0
93,4.543294782270004,0,0,3,2,3,25,3.258096538021482,0,1,0,4,5,0,1,0,13950.0
62,4.143134726391533,1,2,2,6,2,4,1.6094379124341003,1,1,4,4,4,1,2,0,1488.0
69,4.248495242049359,0,0,4,6,9,5,1.791759469228055,0,2,0,5,5,3,1,0,2070.0
79,4.382026634673881,0,1,4,2,9,13,2.6390573296152584,0,1,3,6,3,3,1,0,6162.0
66,4.204692619390966,1,0,1,3,6,14,2.70805020110221,1,2,4,0,4,2,2,0,5544.0
57,4.060443010546419,0,0,2,1,7,10,2.3978952727983707,1,1,0,3,0,0,1,0,3420.0
81,4.406719247264253,0,0,1,4,1,29,3.4011973816621555,0,2,4,1,9,2,1,0,14094.0
69,4.248495242049359,0,0,4,6,9,9,2.302585092994046,0,0,4,2,9,0,3,0,3726.0
100,4.61512051684126,1,1,0,2,0,20,3.044522437723423,1,2,0,6,0,2,20,1,12000.0
25,3.258096538021482,0,1,0,4,5,10,2.3978952727983707,1,1,0,3,0,0,5,0,1500.0
100,4.61512051684126,1,1,0,2,0,30,3.4339872044851463,1,0,0,2,0,1,10,0,18000.0
86,4.465908118654584,1,2,1,2,6,29,3.4011973816621555,0,2,4,1,9,0,1,0,14964.0
96,4.574710978503383,1,0,1,5,6,27,3.332204510175204,0,0,2,6,7,0,3,0,15552.0
52,3.970291913552122,1,1,2,3,2,23,3.1780538303479458,0,2,3,2,3,0,1,0,7176.0
95,4.564348191467836,0,2,0,4,5,1,0.6931471805599453,0,1,1,1,1,3,1,1,570.0
85,4.454347296253507,0,1,0,1,5,30,3.4339872044851463,1,0,0,2,0,0,5,0,15300.0
65,4.189654742026425,0,2,0,2,5,18,2.9444389791664403,1,0,3,4,8,1,1,0,7020.0
56,4.04305126783455,1,2,1,0,6,23,3.1780538303479458,0,2,3,2,3,3,1,0,7728.0
94,4.553876891600541,1,1,4,3,4,15,2.772588722239781,0,0,0,1,5,3,1,0,8460.0
49,3.912023005428146,0,1,4,0,9,13,2.6390573296152584,0,1,3,6,3,3,1,0,3822.0
60,4.110873864173311,1,0,0,4,0,25,3.258096538021482,0,1,0,4,5,1,5,0,9000.0
81,4.406719247264253,0,0,1,4,1,1,0.6931471805599453,0,1,1,1,1,0,1,1,486.0
8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,1,1,48.0
83,4.430816798843313,0,2,3,6,3,15,2.772588722239781,0,0,0,1,5,3,1,0,7470.0
46,3.8501476017100584,1,1,1,4,6,15,2.772588722239781,0,0,0,1,5,1,1,0,4140.0
67,4.219507705176107,0,1,2,4,7,4,1.6094379124341003,1,1,4,4,4,3,1,0,1608.0
49,3.912023005428146,0,1,4,0,9,13,2.6390573296152584,0,1,3,6,3,0,1,0,3822.0
77,4.356708826689592,0,2,2,0,7,20,3.044522437723423,1,2,0,6,0,2,1,0,9240.0
47,3.871201010907891,0,2,2,5,7,23,3.1780538303479458,0,2,3,2,3,0,1,0,6486.0
40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,2,2,1,480.0
64,4.174387269895637,1,1,4,1,4,27,3.332204510175204,0,0,2,6,7,1,1,0,10368.0
64,4.174387269895637,1,1,4,1,4,2,1.0986122886681098,1,2,2,2,2,1,2,1,768.0
32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,2,2,1,384.0
89,4.499809670330265,0,2,4,5,9,24,3.2188758248682006,1,0,4,3,4,3,1,0,12816.0
84,4.442651256490317,1,0,4,0,4,2,1.0986122886681098,1,2,2,2,2,1,2,1,1008.0
34,3.5553480614894135,1,1,4,6,4,12,2.5649493574615367,1,0,2,5,2,2,2,0,2448.0
97,4.584967478670572,0,1,2,6,7,29,3.4011973816621555,0,2,4,1,9,0,1,0,16878.0
79,4.382026634673881,0,1,4,2,9,28,3.367295829986474,1,1,3,0,8,0,1,0,13272.0
67,4.219507705176107,0,1,2,4,7,6,1.9459101490553132,1,0,1,6,6,3,1,0,2412.0
12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,2,1,0,360.0
95,4.564348191467836,0,2,0,4,5,19,2.995732273553991,0,1,4,5,9,2,19,1,10830.0
98,4.59511985013459,1,2,3,0,8,27,3.332204510175204,0,0,2,6,7,3,1,0,15876.0
86,4.465908118654584,1,2,1,2,6,7,2.0794415416798357,0,1,2,0,7,1,1,0,3612.0
48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,3,3,1,864.0
24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,1,1,0,720.0
99,4.605170185988092,0,0,4,1,9,15,2.772588722239781,0,0,0,1,5,3,3,0,8910.0
93,4.543294782270004,0,0,3,2,3,27,3.332204510175204,0,0,2,6,7,1,3,0,15066.0
68,4.23410650459726,1,2,3,5,8,21,3.091042453358316,0,0,1,0,1,2,1,0,8568.0
78,4.3694478524670215,1,0,3,1,8,21,3.091042453358316,0,0,1,0,1,0,3,0,9828.0
58,4.07753744390572,1,1,3,2,8,3,1.3862943611198906,0,0,3,3,3,0,1,0,1044.0
90,4.51085950651685,1,0,0,6,0,13,2.6390573296152584,0,1,3,6,3,3,1,0,7020.0
54,4.007333185232471,1,0,4,5,4,1,0.6931471805599453,0,1,1,1,1,0,1,1,324.0
51,3.9512437185814275,0,0,1,2,1,21,3.091042453358316,0,0,1,0,1,0,3,0,6426.0
80,4.394449154672439,1,2,0,3,0,21,3.091042453358316,0,0,1,0,1,0,1,0,10080.0
87,4.477336814478207,0,0,2,3,7,2,1.0986122886681098,1,2,2,2,2,0,1,0,1044.0
27,3.332204510175204,0,0,2,6,7,2,1.0986122886681098,1,2,2,2,2,0,1,0,324.0
82,4.418840607796598,1,1,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,1,984.0
94,4.553876891600541,1,1,4,3,4,16,2.833213344056216,1,1,1,2,6,2,2,0,9024.0
39,3.6888794541139363,0,0,4,4,9,6,1.9459101490553132,1,0,1,6,6,0,3,0,1404.0
57,4.060443010546419,0,0,2,1,7,22,3.1354942159291497,1,1,2,1,2,0,1,0,7524.0
68,4.23410650459726,1,2,3,5,8,20,3.044522437723423,1,2,0,6,0,3,4,0,8160.0
89,4.499809670330265,0,2,4,5,9,25,3.258096538021482,0,1,0,4,5,2,1,0,13350.0
91,4.5217885770490405,0,1,1,0,1,21,3.091042453358316,0,0,1,0,1,1,7,0,11466.0
77,4.356708826689592,0,2,2,0,7,28,3.367295829986474,1,1,3,0,8,3,7,0,12936.0
76,4.343805421853684,1,1,1,6,6,28,3.367295829986474,1,1,3,0,8,2,4,0,12768.0
79,4.382026634673881,0,1,4,2,9,24,3.2188758248682006,1,0,4,3,4,2,1,0,11376.0
68,4.23410650459726,1,2,3,5,8,23,3.1780538303479458,0,2,3,2,3,3,1,0,9384.0
63,4.1588830833596715,0,0,3,0,3,8,2.1972245773362196,1,2,3,1,8,3,1,0,3024.0
98,4.59511985013459,1,2,3,0,8,27,3.332204510175204,0,0,2,6,7,0,1,0,15876.0
76,4.343805421853684,1,1,1,6,6,22,3.1354942159291497,1,1,2,1,2,3,2,0,10032.0
14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,1,1,0,252.0
75,4.330733340286331,0,0,0,5,5,6,1.9459101490553132,1,0,1,6,6,3,3,0,2700.0
40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,2,4,1,960.0
24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,3,1,1,144.0
93,4.543294782270004,0,0,3,2,3,24,3.2188758248682006,1,0,4,3,4,0,3,0,13392.0
100,4.61512051684126,1,1,0,2,0,21,3.091042453358316,0,0,1,0,1,3,1,0,12600.0
79,4.382026634673881,0,1,4,2,9,30,3.4339872044851463,1,0,0,2,0,0,1,0,14220.0
66,4.204692619390966,1,0,1,3,6,24,3.2188758248682006,1,0,4,3,4,1,6,0,9504.0
85,4.454347296253507,0,1,0,1,5,21,3.091042453358316,0,0,1,0,1,3,1,0,10710.0
89,4.499809670330265,0,2,4,5,9,10,2.3978952727983707,1,1,0,3,0,2,1,0,5340.0
52,3.970291913552122,1,1,2,3,2,11,2.4849066497880004,0,2,1,4,1,0,1,0,3432.0
59,4.0943445622221,0,2,4,3,9,24,3.2188758248682006,1,0,4,3,4,1,1,0,8496.0
57,4.060443010546419,0,0,2,1,7,18,2.9444389791664403,1,0,3,4,8,1,3,0,6156.0
90,4.51085950651685,1,0,0,6,0,28,3.367295829986474,1,1,3,0,8,0,2,0,15120.0
96,4.574710978503383,1,0,1,5,6,28,3.367295829986474,1,1,3,0,8,1,4,0,16128.0
59,4.0943445622221,0,2,4,3,9,28,3.367295829986474,1,1,3,0,8,2,1,0,9912.0
86,4.465908118654584,1,2,1,2,6,20,3.044522437723423,1,2,0,6,0,3,2,0,10320.0
71,4.276666119016055,0,2,1,1,1,1,0.6931471805599453,0,1,1,1,1,0,1,1,426.0
45,3.828641396489095,0,0,0,3,5,8,2.1972245773362196,1,2,3,1,8,0,1,0,2160.0
72,4.290459441148391,1,0,2,2,2,13,2.6390573296152584,0,1,3,6,3,0,1,0,5616.0
26,3.295836866004329,1,2,1,5,6,13,2.6390573296152584,0,1,3,6,3,1,13,1,2028.0
86,4.465908118654584,1,2,1,2,6,29,3.4011973816621555,0,2,4,1,9,3,1,0,14964.0
43,3.784189633918261,0,1,3,1,3,18,2.9444389791664403,1,0,3,4,8,2,1,0,4644.0
73,4.30406509320417,0,1,3,3,3,28,3.367295829986474,1,1,3,0,8,3,1,0,12264.0
93,4.543294782270004,0,0,3,2,3,3,1.3862943611198906,0,0,3,3,3,3,3,1,1674.0
54,4.007333185232471,1,0,4,5,4,13,2.6390573296152584,0,1,3,6,3,0,1,0,4212.0
82,4.418840607796598,1,1,2,5,2,23,3.1780538303479458,0,2,3,2,3,3,1,0,11316.0
82,4.418840607796598,1,1,2,5,2,30,3.4339872044851463,1,0,0,2,0,2,2,0,14760.0
19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,3,1,0,570.0
74,4.31748811353631,1,2,4,4,4,15,2.772588722239781,0,0,0,1,5,1,1,0,6660.0
92,4.532599493153256,1,2,2,1,2,29,3.4011973816621555,0,2,4,1,9,3,1,0,16008.0
91,4.5217885770490405,0,1,1,0,1,13,2.6390573296152584,0,1,3,6,3,2,13,1,7098.0
70,4.2626798770413155,1,1,0,0,0,12,2.5649493574615367,1,0,2,5,2,3,2,0,5040.0
65,4.189654742026425,0,2,0,2,5,9,2.302585092994046,0,0,4,2,9,1,1,0,3510.0
29,3.4011973816621555,0,2,4,1,9,3,1.3862943611198906,0,0,3,3,3,1,1,0,522.0
82,4.418840607796598,1,1,2,5,2,26,3.295836866004329,1,2,1,5,6,3,2,0,12792.0
68,4.23410650459726,1,2,3,5,8,18,2.9444389791664403,1,0,3,4,8,0,2,0,7344.0
25,3.258096538021482,0,1,0,4,5,7,2.0794415416798357,0,1,2,0,7,2,1,0,1050.0
82,4.418840607796598,1,1,2,5,2,30,3.4339872044851463,1,0,0,2,0,0,2,0,14760.0
63,4.1588830833596715,0,0,3,0,3,27,3.332204510175204,0,0,2,6,7,1,9,0,10206.0
76,4.343805421853684,1,1,1,6,6,29,3.4011973816621555,0,2,4,1,9,3,1,0,13224.0
6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,2,1,72.0
85,4.454347296253507,0,1,0,1,5,27,3.332204510175204,0,0,2,6,7,0,1,0,13770.0
76,4.343805421853684,1,1,1,6,6,25,3.258096538021482,0,1,0,4,5,2,1,0,11400.0
83,4.430816798843313,0,2,3,6,3,27,3.332204510175204,0,0,2,6,7,0,1,0,13446.0
57,4.060443010546419,0,0,2,1,7,26,3.295836866004329,1,2,1,5,6,1,1,0,8892.0
77,4.356708826689592,0,2,2,0,7,2,1.0986122886681098,1,2,2,2,2,2,1,0,924.0
91,4.5217885770490405,0,1,1,0,1,19,2.995732273553991,0,1,4,5,9,0,1,0,10374.0
82,4.418840607796598,1,1,2,5,2,6,1.9459101490553132,1,0,1,6,6,1,2,0,2952.0
72,4.290459441148391,1,0,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,3,1,1296.0
38,3.6635616461296463,1,2,3,3,8,2,1.0986122886681098,1,2,2,2,2,0,2,1,456.0
100,4.61512051684126,1,1,0,2,0,15,2.772588722239781,0,0,0,1,5,3,5,0,9000.0
67,4.219507705176107,0,1,2,4,7,27,3.332204510175204,0,0,2,6,7,1,1,0,10854.0
85,4.454347296253507,0,1,0,1,5,23,3.1780538303479458,0,2,3,2,3,3,1,0,11730.0
54,4.007333185232471,1,0,4,5,4,15,2.772588722239781,0,0,0,1,5,0,3,0,4860.0
51,3.9512437185814275,0,0,1,2,1,24,3.2188758248682006,1,0,4,3,4,0,3,0,7344.0
100,4.61512051684126,1,1,0,2,0,6,1.9459101490553132,1,0,1,6,6,2,2,0,3600.0
61,4.127134385045092,0,1,1,5,1,30,3.4339872044851463,1,0,0,2,0,1,1,0,10980.0
39,3.6888794541139363,0,0,4,4,9,14,2.70805020110221,1,2,4,0,4,3,1,0,3276.0
66,4.204692619390966,1,0,1,3,6,21,3.091042453358316,0,0,1,0,1,0,3,0,8316.0
74,4.31748811353631,1,2,4,4,4,19,2.995732273553991,0,1,4,5,9,2,1,0,8436.0
47,3.871201010907891,0,2,2,5,7,21,3.091042453358316,0,0,1,0,1,1,1,0,5922.0
62,4.143134726391533,1,2,2,6,2,8,2.1972245773362196,1,2,3,1,8,1,2,0,2976.0
69,4.248495242049359,0,0,4,6,9,25,3.258096538021482,0,1,0,4,5,0,1,0,10350.0
94,4.553876891600541,1,1,4,3,4,13,2.6390573296152584,0,1,3,6,3,2,1,0,7332.0
36,3.6109179126442243,1,0,1,1,6,18,2.9444389791664403,1,0,3,4,8,3,18,1,3888.0
73,4.30406509320417,0,1,3,3,3,19,2.995732273553991,0,1,4,5,9,0,1,0,8322.0
72,4.290459441148391,1,0,2,2,2,16,2.833213344056216,1,1,1,2,6,0,8,0,6912.0
78,4.3694478524670215,1,0,3,1,8,29,3.4011973816621555,0,2,4,1,9,3,1,0,13572.0
77,4.356708826689592,0,2,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,1,0,1848.0
74,4.31748811353631,1,2,4,4,4,18,2.9444389791664403,1,0,3,4,8,1,2,0,7992.0
71,4.276666119016055,0,2,1,1,1,5,1.791759469228055,0,2,0,5,5,1,1,0,2130.0
51,3.9512437185814275,0,0,1,2,1,20,3.044522437723423,1,2,0,6,0,3,1,0,6120.0
51,3.9512437185814275,0,0,1,2,1,19,2.995732273553991,0,1,4,5,9,2,1,0,5814.0
97,4.584967478670572,0,1,2,6,7,18,2.9444389791664403,1,0,3,4,8,2,1,0,10476.0
94,4.553876891600541,1,1,4,3,4,21,3.091042453358316,0,0,1,0,1,3,1,0,11844.0
57,4.060443010546419,0,0,2,1,7,23,3.1780538303479458,0,2,3,2,3,1,1,0,7866.0
79,4.382026634673881,0,1,4,2,9,5,1.791759469228055,0,2,0,5,5,0,1,0,2370.0
13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,3,1,0,312.0
90,4.51085950651685,1,0,0,6,0,14,2.70805020110221,1,2,4,0,4,2,2,0,7560.0
36,3.6109179126442243,1,0,1,1,6,11,2.4849066497880004,0,2,1,4,1,3,1,0,2376.0
91,4.5217885770490405,0,1,1,0,1,30,3.4339872044851463,1,0,0,2,0,3,1,0,16380.0
55,4.02535169073515,0,1,0,6,5,9,2.302585092994046,0,0,4,2,9,0,1,0,2970.0
92,4.532599493153256,1,2,2,1,2,30,3.4339872044851463,1,0,0,2,0,1,2,0,16560.0
94,4.553876891600541,1,1,4,3,4,23,3.1780538303479458,0,2,3,2,3,2,1,0,12972.0
58,4.07753744390572,1,1,3,2,8,9,2.302585092994046,0,0,4,2,9,3,1,0,3132.0
64,4.174387269895637,1,1,4,1,4,11,2.4849066497880004,0,2,1,4,1,1,1,0,4224.0
25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,2,1,0,900.0
55,4.02535169073515,0,1,0,6,5,25,3.258096538021482,0,1,0,4,5,2,5,0,8250.0
68,4.23410650459726,1,2,3,5,8,24,3.2188758248682006,1,0,4,3,4,3,4,0,9792.0
50,3.9318256327243257,1,2,0,1,0,13,2.6390573296152584,0,1,3,6,3,0,1,0,3900.0
88,4.48863636973214,1,1,3,4,8,30,3.4339872044851463,1,0,0,2,0,2,2,0,15840.0
56,4.04305126783455,1,2,1,0,6,25,3.258096538021482,0,1,0,4,5,1,1,0,8400.0
33,3.5263605246161616,0,0,3,5,3,14,2.70805020110221,1,2,4,0,4,1,1,0,2772.0
68,4.23410650459726,1,2,3,5,8,6,1.9459101490553132,1,0,1,6,6,2,2,0,2448.0
46,3.8501476017100584,1,1,1,4,6,4,1.6094379124341003,1,1,4,4,4,1,2,0,1104.0
62,4.143134726391533,1,2,2,6,2,11,2.4849066497880004,0,2,1,4,1,2,1,0,4092.0
73,4.30406509320417,0,1,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,1,0,3504.0
73,4.30406509320417,0,1,3,3,3,21,3.091042453358316,0,0,1,0,1,1,1,0,9198.0
31,3.4657359027997265,0,1,1,3,1,7,2.0794415416798357,0,1,2,0,7,2,1,0,1302.0
66,4.204692619390966,1,0,1,3,6,9,2.302585092994046,0,0,4,2,9,1,3,0,3564.0
41,3.7376696182833684,0,2,1,6,1,15,2.772588722239781,0,0,0,1,5,0,1,0,3690.0
73,4.30406509320417,0,1,3,3,3,28,3.367295829986474,1,1,3,0,8,2,1,0,12264.0
30,3.4339872044851463,1,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,0,1,0,1260.0
62,4.143134726391533,1,2,2,6,2,25,3.258096538021482,0,1,0,4,5,2,1,0,9300.0
69,4.248495242049359,0,0,4,6,9,29,3.4011973816621555,0,2,4,1,9,1,1,0,12006.0
97,4.584967478670572,0,1,2,6,7,15,2.772588722239781,0,0,0,1,5,3,1,0,8730.0
42,3.7612001156935624,1,0,2,0,2,6,1.9459101490553132,1,0,1,6,6,0,6,1,1512.0
91,4.5217885770490405,0,1,1,0,1,14,2.70805020110221,1,2,4,0,4,2,7,0,7644.0
87,4.477336814478207,0,0,2,3,7,29,3.4011973816621555,0,2,4,1,9,0,29,1,15138.0
75,4.330733340286331,0,0,0,5,5,23,3.1780538303479458,0,2,3,2,3,0,1,0,10350.0
57,4.060443010546419,0,0,2,1,7,26,3.295836866004329,1,2,1,5,6,0,1,0,8892.0
99,4.605170185988092,0,0,4,1,9,30,3.4339872044851463,1,0,0,2,0,0,3,0,17820.0
85,4.454347296253507,0,1,0,1,5,14,2.70805020110221,1,2,4,0,4,1,1,0,7140.0
5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,1,1,30.0
56,4.04305126783455,1,2,1,0,6,26,3.295836866004329,1,2,1,5,6,1,2,0,8736.0
99,4.605170185988092,0,0,4,1,9,18,2.9444389791664403,1,0,3,4,8,1,9,0,10692.0
71,4.276666119016055,0,2,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,1,0,1704.0
42,3.7612001156935624,1,0,2,0,2,15,2.772588722239781,0,0,0,1,5,2,3,0,3780.0
85,4.454347296253507,0,1,0,1,5,22,3.1354942159291497,1,1,2,1,2,2,1,0,11220.0
100,4.61512051684126,1,1,0,2,0,18,2.9444389791664403,1,0,3,4,8,1,2,0,10800.0
33,3.5263605246161616,0,0,3,5,3,7,2.0794415416798357,0,1,2,0,7,2,1,0,1386.0
90,4.51085950651685,1,0,0,6,0,5,1.791759469228055,0,2,0,5,5,1,5,1,2700.0
50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,1,2,0,1200.0
88,4.48863636973214,1,1,3,4,8,18,2.9444389791664403,1,0,3,4,8,2,2,0,9504.0
48,3.8918202981106265,1,0,3,6,8,18,2.9444389791664403,1,0,3,4,8,1,6,0,5184.0
