slot_total_listed,slot_total_listed_abs_log1p,slot_total_listed_is_even,slot_total_listed_mod3,slot_total_listed_mod5,slot_total_listed_mod7,slot_total_listed_mod10,slot_alice_name,slot_bob_name,gcd_all,y
355635,12.781663014843064,0,0,0,0,5,0,0,355635,111.0
201830,12.215185992546708,1,2,0,6,0,0,2,201830,77.0
454991,13.028035115360932,0,2,1,5,1,3,1,454991,121.0
51827,10.855685822748702,0,2,2,6,7,1,4,51827,74.0
231161,12.350874042410206,0,2,1,0,1,0,4,231161,103.0
88019,11.385319340365083,0,2,4,1,9,0,4,88019,98.0
388974,12.871270353183164,1,0,4,5,4,4,2,388974,145.0
278627,12.537632837790365,0,2,2,6,7,4,3,278627,50.0
458010,13.034648480275155,1,0,0,0,0,2,3,458010,138.0
176330,12.080118189570598,1,2,0,0,0,3,4,176330,82.0
102255,11.535234751890062,0,0,0,6,5,3,4,102255,98.0
306441,12.632783783172572,0,0,1,2,1,3,2,306441,86.0
438735,12.991653144421207,0,0,0,3,5,4,1,438735,114.0
493166,13.108603138058085,1,2,1,2,6,3,3,493166,113.0
110796,11.61545497711649,1,0,1,0,6,1,0,110796,82.0
428887,12.968951091563786,0,1,2,4,7,0,3,428887,102.0
348916,12.762589350550774,1,1,1,1,6,1,4,348916,103.0
403882,12.908880511039566,1,1,2,3,2,2,1,403882,92.0
487882,13.097830901991315,1,1,2,3,2,4,1,487882,126.0
268257,12.499704482974625,0,0,2,3,7,0,0,268257,84.0
162928,12.00106980207306,1,1,3,3,8,2,3,162928,101.0
139182,11.843544892987634,1,0,2,1,2,0,2,139182,96.0
142137,11.864553695647308,0,0,2,2,7,0,1,142137,79.0
28734,10.265871170941843,1,0,4,6,4,4,1,28734,62.0
334866,12.721488717050539,1,0,1,0,6,1,2,334866,79.0
25843,10.159833744678057,0,1,3,6,3,1,2,25843,69.0
100163,11.514564121638736,0,2,3,0,3,1,3,100163,73.0
415845,12.938070278397621,0,0,0,3,5,1,1,415845,94.0
468656,13.057626436582874,1,2,1,6,6,3,2,468656,108.0
7384,8.90720619496548,1,1,4,6,4,0,0,7384,60.0
382633,12.85483419769601,0,1,3,6,3,0,3,382633,120.0
22327,10.013596775216158,0,1,2,4,7,2,2,22327,75.0
278023,12.535462719881725,0,1,3,4,3,4,3,278023,85.0
107108,11.58160228651866,1,2,3,1,8,4,1,107108,73.0
293832,12.59076685772136,1,0,2,0,2,2,4,293832,111.0
199005,12.201090254005873,0,0,0,2,5,3,3,199005,76.0
214372,12.275472767412758,1,1,2,4,2,1,3,214372,86.0
35143,10.467209185655616,0,1,3,3,3,2,0,35143,50.0
20070,9.907031266159493,1,0,0,1,0,4,3,20070,66.0
74834,11.223040968963247,1,2,4,4,4,0,3,74834,56.0
303126,12.621907138590263,1,0,1,5,6,0,3,303126,59.0
226600,12.330946040628971,1,1,0,3,0,4,0,226600,107.0
160983,11.989060260146204,0,0,3,4,3,3,3,160983,97.0
54837,10.91213866328109,0,0,2,6,7,4,1,54837,80.0
139292,11.84433490724898,1,2,2,6,2,3,4,139292,44.0
182522,12.114631471461157,1,2,2,4,2,0,3,182522,93.0
224823,12.323073152868899,0,0,3,4,3,2,2,224823,114.0
148419,11.907801371524124,0,0,4,5,9,0,0,148419,70.0
3798,8.242493153187626,1,0,3,4,8,0,1,3798,58.0
45232,10.719582187930941,1,1,2,5,2,2,1,45232,62.0
479699,13.080916187490155,0,2,4,3,9,3,3,479699,114.0
375960,12.837240693588132,1,0,0,4,0,3,2,375960,119.0
91454,11.423602327010027,1,2,4,6,4,4,4,91454,86.0
180273,12.102233194688726,0,0,3,2,3,2,2,180273,61.0
82006,11.314559888456591,1,1,1,1,6,1,3,82006,49.0
437768,12.989446652975456,1,2,3,2,8,3,1,437768,104.0
179694,12.099016248233188,1,0,4,4,4,3,4,179694,123.0
195497,12.183305428176201,0,2,2,1,7,2,4,195497,126.0
284077,12.557004127321841,0,1,2,3,7,0,2,284077,89.0
46404,10.745162491029493,1,0,4,1,4,0,2,46404,73.0
109050,11.599570941693186,1,0,0,4,0,1,4,109050,100.0
264047,12.48388618378335,0,2,2,0,7,1,0,264047,72.0
153324,11.940315130494184,1,0,4,3,4,2,0,153324,95.0
148485,11.908245956686345,0,0,0,1,5,2,3,148485,48.0
69690,11.151826463590629,1,0,0,5,0,3,2,69690,47.0
190616,12.158021458250051,1,2,1,6,6,2,4,190616,92.0
340756,12.738924892267805,1,1,1,3,6,4,3,340756,90.0
92958,11.439913814712904,1,0,3,5,8,2,2,92958,91.0
329105,12.704135166305804,0,2,0,0,5,4,0,329105,70.0
448104,13.012782858935593,1,0,4,6,4,4,1,448104,119.0
360922,12.796419918165213,1,1,2,2,2,3,2,360922,87.0
94528,11.456661944711197,1,1,3,0,8,0,1,94528,75.0
166609,12.023411030923114,0,1,4,2,9,3,4,166609,77.0
407211,12.917089213332366,0,0,1,0,1,3,2,407211,106.0
54003,10.896813396877137,0,0,3,5,3,3,3,54003,83.0
6169,8.727454116899434,0,1,4,2,9,4,0,6169,35.0
484575,13.091029560756382,0,0,0,0,5,3,2,484575,124.0
451101,13.019448756993398,0,0,1,0,1,3,2,451101,105.0
301982,12.618126003381859,1,2,2,2,2,2,2,301982,101.0
242217,12.397593426084466,0,0,2,3,7,2,2,242217,99.0
435331,12.983864237358578,0,1,1,1,1,4,4,435331,89.0
361730,12.798656120654115,1,2,0,5,0,1,1,361730,74.0
179645,12.098743526777502,0,2,0,4,5,0,4,179645,120.0
241752,12.395671822752504,1,0,2,0,2,0,3,241752,94.0
254653,12.447661040023666,0,1,3,0,3,1,1,254653,117.0
88969,11.396054513238813,0,1,4,6,9,0,2,88969,89.0
192872,12.16978722020146,1,2,2,1,2,3,4,192872,102.0
15709,9.662052731249666,0,1,4,1,9,0,2,15709,79.0
473561,13.068038122846328,0,2,1,4,1,0,1,473561,127.0
330919,12.709631933304118,0,1,4,1,9,1,2,330919,79.0
454545,13.027054397599285,0,0,0,0,5,4,4,454545,138.0
189670,12.153046271279543,1,1,0,5,0,2,1,189670,100.0
72251,11.187915287252448,0,2,1,4,1,0,2,72251,70.0
139442,11.845411194592415,1,2,2,2,2,1,1,139442,53.0
284730,12.559300153885662,1,0,0,5,0,2,3,284730,76.0
66289,11.101794335235438,0,1,4,6,9,4,1,66289,54.0
119047,11.687282052109886,0,1,2,5,7,3,4,119047,76.0
252234,12.438116471631103,1,0,4,3,4,0,3,252234,113.0
17215,9.75359446296151,0,1,0,2,5,4,0,17215,55.0
228482,12.339217088299256,1,2,2,2,2,4,4,228482,110.0
392919,12.881361307788806,0,0,4,2,9,3,4,392919,153.0
288911,12.573877422455661,0,2,1,0,1,4,3,288911,78.0
8083,8.997642078523512,0,1,3,5,3,4,2,8083,71.0
208763,12.24895970633255,0,2,3,2,3,1,3,208763,116.0
312281,12.651661904722493,0,2,1,4,1,4,0,312281,94.0
104667,11.558548714994645,0,0,2,3,7,4,3,104667,85.0
499379,13.121122607968196,0,2,4,6,9,1,3,499379,138.0
71714,11.180455209728313,1,2,4,6,4,2,3,71714,50.0
465873,13.051670490280731,0,0,3,2,3,3,2,465873,119.0
494927,13.112167576425835,0,2,2,6,7,3,1,494927,119.0
162794,12.000247019548224,1,2,4,2,4,1,2,162794,118.0
73837,11.209628783219447,0,1,2,1,7,1,0,73837,52.0
476068,13.073318080691356,1,1,3,5,8,3,4,476068,105.0
445355,13.006629241318942,0,2,0,1,5,2,1,445355,120.0
31001,10.34180699751524,0,2,1,5,1,0,0,31001,73.0
156531,11.961015740904072,0,0,1,4,1,1,1,156531,87.0
206690,12.238980203357611,1,2,0,1,0,0,0,206690,94.0
343105,12.745794716306575,0,1,0,0,5,4,2,343105,94.0
59104,10.987070802184478,1,1,4,3,4,1,0,59104,87.0
248803,12.424420716888344,0,1,3,2,3,2,3,248803,121.0
6889,8.837826364007704,0,1,4,1,9,1,1,6889,61.0
366512,12.81178927034826,1,2,2,6,2,1,3,366512,114.0
209830,12.254057723800145,1,1,0,5,0,4,4,209830,100.0
382889,12.855503020644846,0,2,4,3,9,2,0,382889,129.0
97379,11.486376129736692,0,2,4,2,9,2,3,97379,98.0
476225,13.073647810452455,0,2,0,1,5,4,0,476225,88.0
241740,12.39562218408066,1,0,0,2,0,3,4,241740,92.0
462193,13.043739995344822,0,1,3,4,3,1,0,462193,105.0
8636,9.063810579280286,1,2,1,5,6,2,0,8636,49.0
19204,9.862925940780006,1,1,4,3,4,1,2,19204,49.0
272573,12.51566541585282,0,2,3,0,3,3,3,272573,72.0
395271,12.88732941449677,0,0,1,2,1,1,3,395271,55.0
90662,11.414904614615788,1,2,2,5,2,3,4,90662,67.0
483578,13.088969972462294,1,2,3,4,8,4,0,483578,115.0
177595,12.087266586764049,0,1,0,5,5,1,3,177595,107.0
415625,12.937541096404399,0,2,0,0,5,0,0,415625,108.0
184229,12.123940255991554,0,2,4,3,9,3,1,184229,109.0
152905,11.937578632481438,0,1,0,4,5,1,2,152905,78.0
420273,12.948662158503984,0,0,3,0,3,1,0,420273,107.0
344282,12.74921927256302,1,2,2,1,2,1,1,344282,77.0
262933,12.479658329096196,0,1,3,6,3,4,4,262933,47.0
228933,12.34118903138902,0,0,3,5,3,3,2,228933,121.0
321031,12.679296085617107,0,1,1,4,1,0,3,321031,91.0
15942,9.676775140407365,1,0,2,3,2,0,4,15942,72.0
309833,12.643791949167671,0,2,3,6,3,3,0,309833,96.0
222316,12.311859570262728,1,1,1,3,6,2,0,222316,95.0
87637,11.380969972819159,0,1,2,4,7,1,4,87637,82.0
415643,12.937584403633103,0,2,3,4,3,3,3,415643,115.0
72839,11.196020533841544,0,2,4,4,9,1,3,72839,67.0
199566,12.203905298529557,1,0,1,3,6,3,3,199566,83.0
443610,13.002703331265423,1,0,0,6,0,2,1,443610,105.0
415107,12.936294006319885,0,0,2,0,7,2,0,415107,96.0
88441,11.390102248917405,0,1,1,3,1,3,1,88441,89.0
289542,12.57605909691705,1,0,2,1,2,0,3,289542,84.0
221024,12.306031096274005,1,2,4,6,4,3,4,221024,118.0
75723,11.2348504301298,0,0,3,4,3,3,1,75723,83.0
228545,12.339492781965957,0,2,0,2,5,1,1,228545,116.0
5662,8.641709066113805,1,1,2,6,2,0,4,5662,48.0
143618,11.87491923882152,1,2,3,6,8,0,0,143618,56.0
330515,12.70841034859981,0,2,0,3,5,4,3,330515,75.0
146559,11.895190179907956,0,0,4,0,9,2,3,146559,96.0
416006,12.938457366024906,1,2,1,3,6,3,4,416006,91.0
53608,10.889472243411273,1,1,3,2,8,0,4,53608,70.0
371690,12.825818142917141,1,2,0,4,0,2,4,371690,124.0
497760,13.117875321129768,1,0,0,4,0,0,2,497760,108.0
463324,13.046184030665511,1,1,4,1,4,4,1,463324,103.0
47900,10.776891660007811,1,2,0,6,0,3,2,47900,86.0
115988,11.661250638005875,1,2,3,5,8,0,2,115988,76.0
369786,12.82068244317987,1,0,1,4,6,4,4,369786,101.0
394377,12.885065119221741,0,0,2,4,7,4,1,394377,61.0
339852,12.736268450159686,1,0,2,2,2,4,0,339852,107.0
35261,10.470561175840706,0,2,1,2,1,3,2,35261,64.0
197609,12.194050670302849,0,2,4,6,9,4,0,197609,80.0
89747,11.404761021979668,0,2,2,0,7,0,1,89747,94.0
433423,12.979471742647181,0,1,3,4,3,3,0,433423,108.0
354253,12.777769448950012,0,1,3,4,3,3,4,354253,118.0
12913,9.466067273186413,0,1,3,5,3,1,1,12913,56.0
271754,12.51265620407822,1,2,4,0,4,4,3,271754,67.0
421285,12.951067216937869,0,1,0,4,5,0,2,421285,116.0
403708,12.908449600375041,1,1,3,4,8,2,4,403708,96.0
484503,13.090880966212831,0,0,3,5,3,0,1,484503,113.0
411889,12.928511602392149,0,1,4,2,9,4,2,411889,91.0
74679,11.220967597655658,0,0,4,3,9,0,4,74679,75.0
220780,12.304926538957863,1,1,0,0,0,3,3,220780,116.0
228401,12.33886251329308,0,2,1,5,1,3,4,228401,112.0
52474,10.868092144688834,1,1,4,2,4,2,1,52474,86.0
19153,9.860266850081565,0,1,3,1,3,4,1,19153,58.0
166772,12.024388885300743,1,2,2,4,2,0,0,166772,86.0
156190,11.958834896289817,1,1,0,6,0,0,3,156190,71.0
457956,13.03453057222583,1,0,1,2,6,2,0,457956,142.0
43424,10.678790591109305,1,2,4,3,4,0,4,43424,65.0
430038,12.971631181231379,1,0,3,0,8,2,3,430038,120.0
305781,12.630627708743356,0,0,1,0,1,0,3,305781,93.0
405762,12.913524524296735,1,0,2,0,2,0,4,405762,75.0
66525,11.10534812767579,0,0,0,4,5,1,4,66525,64.0
241821,12.395957197308544,0,0,1,6,1,4,3,241821,99.0
10275,9.237566358229774,0,0,0,6,5,1,0,10275,35.0
45892,10.734067878971876,1,1,2,0,2,1,0,45892,72.0
333869,12.71850697463558,0,2,4,4,9,3,3,333869,75.0
444296,13.00424853670674,1,2,1,6,6,3,4,444296,110.0
233695,12.361776404419837,0,1,0,0,5,2,4,233695,94.0
306093,12.631647523303954,0,0,3,4,3,3,4,306093,102.0
228635,12.339886498259085,0,2,0,1,5,2,3,228635,121.0
37079,10.520833019679792,0,2,4,0,9,0,0,37079,55.0
424708,12.959159507506072,1,1,3,4,8,3,4,424708,113.0
2360,7.766840537085513,1,2,0,1,0,0,3,2360,36.0
85954,11.361579182475595,1,1,4,1,4,3,3,85954,91.0
90444,11.412497210135735,1,0,4,4,4,3,3,90444,69.0
374866,12.834326575376783,1,1,1,2,6,4,4,374866,105.0
93782,11.448738881895192,1,2,2,3,2,3,3,93782,96.0
135213,11.814613987525897,0,0,3,1,3,4,2,135213,45.0
59131,10.98752751202098,0,1,1,2,1,3,3,59131,99.0
132878,11.797194218671864,1,2,3,4,8,0,2,132878,57.0
386130,12.863931969109542,1,0,0,3,0,2,1,386130,106.0
220069,12.30170095654358,0,1,4,3,9,2,1,220069,112.0
392518,12.8803402226763,1,1,3,0,8,0,3,392518,138.0
364145,12.805310165101316,0,2,0,5,5,1,3,364145,104.0
145960,11.891094741719023,1,1,0,3,0,1,3,145960,77.0
492734,13.107726783151314,1,2,4,4,4,2,0,492734,109.0
175785,12.07702262511216,0,0,0,1,5,0,2,175785,100.0
381742,12.852502886305034,1,1,2,4,2,1,1,381742,114.0
265934,12.49100719700059,1,2,4,4,4,1,4,265934,76.0
155851,11.956662117965244,0,1,1,3,1,4,3,155851,69.0
438842,12.9918969971126,1,2,2,5,2,3,4,438842,107.0
14647,9.592059086354347,0,1,2,3,7,3,0,14647,65.0
222452,12.31247112231992,1,2,2,6,2,2,2,222452,104.0
479633,13.08077859203309,0,2,3,0,3,3,4,479633,105.0
54827,10.911956291351272,0,2,2,3,7,2,4,54827,78.0
15685,9.660523873772611,0,1,0,5,5,3,3,15685,70.0
401876,12.903901350633488,1,2,1,6,6,1,4,401876,83.0
156728,11.962273478228346,1,2,3,5,8,2,4,156728,73.0
257805,12.459962643072094,0,0,0,2,5,4,0,257805,130.0
41506,10.633617366693608,1,1,1,3,6,1,4,41506,48.0
292952,12.5877674655759,1,2,2,2,2,0,1,292952,89.0
297821,12.604251271587366,0,2,1,6,1,2,4,297821,86.0
332208,12.713519567907532,1,0,3,2,8,2,3,332208,77.0
344272,12.749190226269034,1,1,2,5,2,0,2,344272,71.0
179354,12.09712236102179,1,2,4,0,4,0,2,179354,103.0
367140,12.813501249437538,1,0,0,4,0,3,3,367140,96.0
416756,12.940258597112651,1,2,1,4,6,2,3,416756,125.0
73499,11.205040685200927,0,2,4,6,9,1,4,73499,84.0
225249,12.324966175470584,0,0,4,3,9,2,4,225249,128.0
356646,12.784501776062788,1,0,1,3,6,2,1,356646,98.0
136940,11.827305455116626,1,2,0,6,0,0,3,136940,80.0
75796,11.235813993010828,1,1,1,0,6,0,0,75796,51.0
429302,12.969918242308431,1,2,2,6,2,1,0,429302,107.0
433401,12.979420982748413,0,0,1,3,1,1,3,433401,120.0
93185,11.442352774798065,0,2,0,1,5,1,3,93185,70.0
90730,11.41565436381571,1,1,0,3,0,1,3,90730,75.0
486956,13.095931102478549,1,2,1,1,6,3,3,486956,129.0
360802,12.796087381991914,1,1,2,1,2,4,0,360802,76.0
229767,12.344825383177335,0,0,2,6,7,2,3,229767,74.0
296975,12.60140660643888,0,2,0,0,5,2,4,296975,57.0
363051,12.802301353676294,0,0,1,3,1,4,3,363051,87.0
430558,12.972839643401365,1,1,3,2,8,0,2,430558,104.0
192455,12.167622835154974,0,2,0,4,5,2,1,192455,126.0
123957,11.727698077534676,0,0,2,1,7,4,3,123957,88.0
295615,12.596816593790278,0,1,0,5,5,2,2,295615,74.0
363956,12.804791007772627,1,2,1,5,6,2,4,363956,106.0
213295,12.270436151353458,0,1,0,5,5,4,3,213295,75.0
214981,12.278309582674774,0,1,1,4,1,4,2,214981,99.0
124121,11.729020231871104,0,2,1,4,1,0,0,124121,98.0
361685,12.798531711081052,0,2,0,2,5,3,1,361685,87.0
371148,12.824358878213625,1,0,3,1,8,1,0,371148,109.0
445278,13.006456330979258,1,0,3,1,8,2,1,445278,120.0
486297,13.094576883695778,0,0,2,0,7,0,0,486297,132.0
379140,12.845663446540213,1,0,0,6,0,2,4,379140,91.0
348619,12.761737782768856,0,1,4,5,9,1,2,348619,95.0
455370,13.02886775030303,1,0,0,6,0,2,4,455370,126.0
6105,8.717027173294824,0,0,0,1,5,2,1,6105,68.0
187853,12.143420344360717,0,2,3,1,3,0,1,187853,117.0
148560,11.908750927290955,1,0,0,6,0,0,4,148560,56.0
424880,12.959564408699235,1,2,0,1,0,0,0,424880,129.0
71115,11.172067625636462,0,0,0,2,5,1,0,71115,72.0
252378,12.43868720491995,1,0,3,0,8,0,4,252378,126.0
217537,12.290128826894078,0,1,2,5,7,2,2,217537,88.0
319514,12.674559500054494,1,2,4,6,4,4,1,319514,75.0
8056,8.994296557777195,1,1,1,6,6,2,2,8056,77.0
346853,12.756659221109643,0,2,3,3,3,2,2,346853,98.0
71172,11.172868811997306,1,0,2,3,2,2,1,71172,54.0
116483,11.665509203500227,0,2,3,3,3,3,1,116483,81.0
382236,12.853796114056673,1,0,1,1,6,1,4,382236,112.0
84425,11.34363069001631,0,2,0,5,5,0,0,84425,73.0
286557,12.565696237929032,0,0,2,5,7,1,1,286557,109.0
171506,12.052379361081698,1,2,1,6,6,4,0,171506,107.0
107208,11.582535479318677,1,0,3,3,8,4,4,107208,76.0
324492,12.69001924324492,1,0,2,0,2,2,2,324492,111.0
1796,7.493873886783559,1,2,1,4,6,0,3,1796,33.0
260410,12.470016431127886,1,1,0,3,0,1,3,260410,131.0
83367,11.331019821672264,0,0,2,4,7,2,3,83367,72.0
397295,12.892436873793287,0,2,0,3,5,4,4,397295,110.0
220554,12.30390237587235,1,0,4,5,4,2,0,220554,109.0
153772,11.943232767976708,1,1,2,3,2,1,4,153772,79.0
152362,11.934021110606094,1,1,2,0,2,3,0,152362,77.0
484975,13.091854684159138,0,1,0,1,5,3,3,484975,127.0
307934,12.637644000722817,1,2,4,4,4,2,0,307934,101.0
423358,12.955975797850005,1,1,3,5,8,0,4,423358,127.0
457930,13.03447379672488,1,1,0,4,0,2,3,457930,139.0
464451,13.048613494974981,0,0,1,1,1,4,2,464451,98.0
189581,12.152576927587424,0,2,1,0,1,3,3,189581,90.0
413534,12.932497433152838,1,2,4,2,4,2,0,413534,115.0
495241,13.11280181097248,0,1,1,5,1,2,1,495241,116.0
360394,12.794955931146164,1,1,4,6,4,0,3,360394,141.0
490864,13.103924419887726,1,1,4,3,4,0,1,490864,146.0
330451,12.708216693233135,0,1,1,2,1,3,0,330451,81.0
86700,11.370220696727491,1,0,0,5,0,1,3,86700,76.0
77049,11.252209840748263,0,0,4,0,9,4,4,77049,85.0
403765,12.908590781216787,0,1,0,5,5,4,0,403765,87.0
99346,11.506374051248253,1,1,1,2,6,3,0,99346,51.0
145395,11.887216333386771,0,0,0,5,5,4,2,145395,104.0
428463,12.967961999488264,0,0,3,0,3,1,2,428463,98.0
34483,10.448250727329816,0,1,3,1,3,0,0,34483,59.0
257599,12.459163273212335,0,1,4,6,9,0,4,257599,134.0
367972,12.815764844894172,1,1,2,3,2,0,3,367972,113.0
426760,12.963979416540068,1,1,0,5,0,4,0,426760,76.0
403152,12.907071421484464,1,0,2,1,2,4,0,403152,92.0
358745,12.790369896168023,0,2,0,2,5,1,4,358745,116.0
426968,12.964466690043672,1,2,3,3,8,4,2,426968,96.0
401064,12.901878787915862,1,0,4,6,4,1,2,401064,101.0
258940,12.46435551550369,1,1,0,3,0,1,0,258940,137.0
38500,10.55843949396453,1,1,0,0,0,1,1,38500,66.0
489468,13.101076409018779,1,0,3,0,8,0,3,489468,159.0
438633,12.991420631341297,0,0,3,6,3,4,1,438633,107.0
449303,13.015454997756214,0,2,3,1,3,0,1,449303,123.0
420969,12.950316851218119,0,0,4,3,9,3,3,420969,107.0
463450,13.046455941031718,1,1,0,1,0,1,3,463450,95.0
43349,10.677061982208688,0,2,4,5,9,2,2,43349,67.0
111289,11.619894685967472,0,1,4,3,9,2,2,111289,94.0
314323,12.658179580035817,0,1,3,2,3,3,3,314323,104.0
303117,12.621877447623737,0,0,2,3,7,0,4,303117,57.0
115416,11.656306935898048,1,0,1,0,6,1,4,115416,82.0
387339,12.867058139281722,0,0,4,1,9,2,2,387339,109.0
490259,13.102691141606808,0,2,4,0,9,0,4,490259,135.0
127732,11.757697426803988,1,1,2,3,2,1,4,127732,114.0
116612,11.66661603896503,1,2,2,6,2,4,0,116612,89.0
382012,12.85320991842327,1,1,2,1,2,3,2,382012,109.0
388503,12.870058744747132,0,0,3,3,3,3,1,388503,132.0
482280,13.08628221071338,1,0,0,1,0,4,2,482280,138.0
290223,12.57840831759775,0,0,3,3,3,3,0,290223,104.0
201647,12.214278882077274,0,2,2,5,7,2,0,201647,91.0
230407,12.347606929423293,0,1,2,2,7,4,0,230407,68.0
120373,11.698358841693127,0,1,3,1,3,3,0,120373,97.0
225354,12.32543221558066,1,0,4,3,4,3,2,225354,90.0
188129,12.144888492205176,0,2,4,4,9,2,2,188129,117.0
296033,12.598229591574599,0,2,3,3,3,4,3,296033,60.0
247495,12.41914969924412,0,1,0,3,5,3,3,247495,108.0
263296,12.481037951572167,1,1,1,5,6,0,3,263296,38.0
242493,12.398732246785539,0,0,3,6,3,0,0,242493,116.0
109241,11.60132088373202,0,2,1,6,1,1,1,109241,93.0
476916,13.07509775053712,1,0,1,6,6,1,0,476916,119.0
456297,13.030901383824583,0,0,2,2,7,4,0,456297,134.0
32242,10.381056244400666,1,1,2,0,2,1,2,32242,102.0
85802,11.359809249899756,1,2,2,3,2,4,0,85802,86.0
117377,11.673154775289367,0,2,2,1,7,3,2,117377,79.0
497356,13.11706335707687,1,1,1,6,6,2,2,497356,126.0
340367,12.737782664211888,0,2,2,6,7,4,0,340367,90.0
412961,12.93111085802479,0,2,1,3,1,0,4,412961,91.0
95253,11.46430228685785,0,0,3,4,3,1,4,95253,79.0
411622,12.927863160875486,1,1,2,1,2,0,1,411622,108.0
458814,13.036402357687223,1,0,4,6,4,2,1,458814,74.0
312148,12.65123591689674,1,1,3,4,8,3,0,312148,84.0
363391,12.803237420392588,0,1,1,0,1,1,3,363391,111.0
253524,12.443217716480197,1,0,4,5,4,4,4,253524,127.0
323859,12.688066602627462,0,0,4,4,9,3,3,323859,94.0
109031,11.599396696107348,0,2,1,6,1,0,3,109031,95.0
62556,11.04383342010517,1,0,1,4,6,0,4,62556,88.0
373639,12.831048045986785,0,1,4,0,9,3,3,373639,112.0
361167,12.797098503023358,0,0,2,2,7,0,1,361167,87.0
221255,12.30707568114654,0,2,0,6,5,4,0,221255,77.0
255620,12.451451157735013,1,2,0,1,0,4,1,255620,112.0
438541,12.991210867279497,0,1,1,5,1,0,0,438541,97.0
188726,12.148056805381797,1,2,1,6,6,1,0,188726,88.0
380993,12.850538905953341,0,2,3,4,3,1,0,380993,88.0
266488,12.493088245938793,1,1,3,5,8,0,4,266488,62.0
7722,8.951958168569265,1,0,2,1,2,4,3,7722,58.0
493051,13.108369924135982,0,1,1,6,1,4,2,493051,123.0
441284,12.997446204197285,1,2,4,4,4,2,2,441284,129.0
1098,7.002155954403621,1,0,3,6,8,0,3,1098,24.0
407584,12.918004778868458,1,1,4,2,4,3,3,407584,82.0
80199,11.292278793854607,0,0,4,0,9,4,2,80199,78.0
141282,11.858520250040426,1,0,2,1,2,2,1,141282,85.0
457036,13.032519629399907,1,1,1,6,6,3,0,457036,130.0
99326,11.506172716397517,1,2,1,3,6,4,1,99326,87.0
208675,12.248538088848344,0,1,0,5,5,3,1,208675,100.0
485158,13.092231951244997,1,1,3,2,8,2,0,485158,124.0
454076,13.026022066166663,1,2,1,0,6,4,4,454076,140.0
279514,12.540811237400224,1,1,4,4,4,3,4,279514,79.0
438586,12.991313474763777,1,1,1,1,6,0,1,438586,106.0
284610,12.558878614628846,1,0,0,4,0,1,4,284610,94.0
131533,11.787020652313418,0,1,3,3,3,0,0,131533,50.0
409278,12.92215235405454,1,0,3,2,8,1,2,409278,125.0
405069,12.911815170659823,0,0,4,0,9,2,3,405069,99.0
257279,12.457920264972739,0,2,4,1,9,2,0,257279,139.0
447722,13.011930016597212,1,2,2,2,2,4,4,447722,119.0
430646,12.973044007979192,1,2,1,6,6,3,2,430646,92.0
377126,12.840337279728706,1,2,1,1,6,3,3,377126,87.0
401511,12.902992699842617,0,0,1,5,1,4,2,401511,70.0
298453,12.60637109608698,0,1,3,1,3,0,0,298453,91.0
115004,11.652730884661105,1,2,4,1,4,3,3,115004,75.0
262724,12.478863136733798,1,2,4,0,4,3,2,262724,39.0
492388,13.107024333481572,1,1,3,1,8,3,3,492388,105.0
222056,12.310689384654799,1,2,1,2,6,1,0,222056,100.0
384510,12.859727676101192,1,0,0,0,0,1,2,384510,147.0
271106,12.510268855883766,1,2,1,3,6,4,1,271106,54.0
403121,12.906994524644018,0,2,1,5,1,0,0,403121,92.0
199278,12.202461131858437,1,0,3,2,8,0,0,199278,79.0
426342,12.962999465599854,1,0,2,0,2,4,0,426342,80.0
211451,12.26175330135673,0,2,1,2,1,3,0,211451,116.0
4894,8.49596955496461,1,1,4,1,4,3,0,4894,46.0
78253,11.267715225306771,0,1,3,0,3,3,2,78253,75.0
279115,12.539382745004172,0,1,0,4,5,2,2,279115,58.0
34750,10.455963627557306,1,1,0,2,0,0,4,34750,74.0
388441,12.869899145495365,0,1,1,4,1,3,0,388441,130.0
240223,12.389327100372729,0,1,3,4,3,1,0,240223,109.0
289594,12.576238674151282,1,1,4,4,4,4,2,289594,96.0
64793,11.078968285460816,0,2,3,1,3,3,3,64793,100.0
324428,12.689821993035473,1,2,3,6,8,3,3,324428,110.0
218774,12.295799083404033,1,2,4,3,4,2,4,218774,102.0
260272,12.469486359133237,1,1,2,5,2,4,3,260272,124.0
445117,13.00609469453674,0,1,2,1,7,0,0,445117,117.0
368328,12.816731839490794,1,0,3,2,8,2,4,368328,117.0
15260,9.633055833490875,1,2,0,0,0,1,4,15260,78.0
275982,12.528094548599388,1,0,2,0,2,2,0,275982,76.0
404088,12.909390429711163,1,0,3,6,8,0,0,404088,95.0
103826,11.550481331496663,1,2,1,2,6,3,4,103826,81.0
473630,13.068183816490858,1,2,0,3,0,0,3,473630,117.0
448413,13.013472191815845,0,0,3,0,3,2,3,448413,132.0
336864,12.72743753560369,1,0,4,3,4,4,3,336864,90.0
155571,11.95486392594762,0,0,1,3,1,2,2,155571,110.0
232429,12.356344383408473,0,1,4,1,9,2,2,232429,111.0
441591,12.998141657838898,0,0,1,3,1,3,2,441591,135.0
279191,12.539654996164712,0,2,1,3,1,4,0,279191,63.0
272513,12.515445267912515,0,2,3,3,3,4,1,272513,54.0
1134,7.034387929915503,1,0,4,0,4,0,2,1134,33.0
