slot_n_big,slot_n_big_abs_log1p,slot_n_big_is_even,slot_n_big_mod3,slot_n_big_mod5,slot_n_big_mod7,slot_n_big_mod10,slot_R_big,slot_R_big_abs_log1p,slot_R_big_is_even,slot_R_big_mod3,slot_R_big_mod5,slot_R_big_mod7,slot_R_big_mod10,slot_N_small,slot_N_small_abs_log1p,slot_N_small_is_even,slot_N_small_mod3,slot_N_small_mod5,slot_N_small_mod7,slot_N_small_mod10,slot_r_small,slot_r_small_abs_log1p,slot_r_small_is_even,slot_r_small_mod3,slot_r_small_mod5,slot_r_small_mod7,slot_r_small_mod10,gcd_all,n_multiple_pairs,y
12,2.5649493574615367,1,0,2,5,2,58,4.07753744390572,1,1,3,2,8,400,5.993961427306569,1,1,0,1,0,50,3.9318256327243257,1,2,0,1,0,2,1,71532.0
5,1.791759469228055,0,2,0,5,5,53,3.9889840465642745,0,2,3,4,3,392,5.973809611869261,1,2,2,0,2,8,2.1972245773362196,1,2,3,1,8,1,1,4639.0
10,2.3978952727983707,1,1,0,3,0,37,3.6375861597263857,0,1,2,2,7,292,5.680172609017068,1,1,2,5,2,5,1.791759469228055,0,2,0,5,5,1,1,8882.0
12,2.5649493574615367,1,0,2,5,2,33,3.5263605246161616,0,0,3,5,3,353,5.869296913133774,0,2,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,1,2099.0
5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,451,6.113682179832232,0,1,1,3,1,8,2.1972245773362196,1,2,3,1,8,1,1,10701.0
6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,0,2,0,291,5.676753802268282,0,0,1,4,1,29,3.4011973816621555,0,2,4,1,9,1,1,25621.0
5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,312,5.746203190540153,1,0,2,4,2,2,1.0986122886681098,1,2,2,2,2,1,2,1836.0
9,2.302585092994046,0,0,4,2,9,50,3.9318256327243257,1,2,0,1,0,352,5.8664680569332965,1,1,2,2,2,18,2.9444389791664403,1,0,3,4,8,1,1,157309.0
9,2.302585092994046,0,0,4,2,9,59,4.0943445622221,0,2,4,3,9,82,4.418840607796598,1,1,2,5,2,37,3.6375861597263857,0,1,2,2,7,1,0,161884.0
12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,394,5.978885764901122,1,1,4,2,4,5,1.791759469228055,0,2,0,5,5,1,1,4191.0
6,1.9459101490553132,1,0,1,6,6,54,4.007333185232471,1,0,4,5,4,121,4.804021044733257,0,1,1,2,1,11,2.4849066497880004,0,2,1,4,1,1,2,2312.0
7,2.0794415416798357,0,1,2,0,7,16,2.833213344056216,1,1,1,2,6,434,6.075346031088684,1,2,4,0,4,13,2.6390573296152584,0,1,3,6,3,1,1,94349.0
8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,21,3.091042453358316,0,0,1,0,1,9,2.302585092994046,0,0,4,2,9,1,0,122.0
9,2.302585092994046,0,0,4,2,9,18,2.9444389791664403,1,0,3,4,8,125,4.836281906951478,0,2,0,6,5,2,1.0986122886681098,1,2,2,2,2,1,2,535.0
7,2.0794415416798357,0,1,2,0,7,52,3.970291913552122,1,1,2,3,2,266,5.58724865840025,1,2,1,0,6,13,2.6390573296152584,0,1,3,6,3,1,2,13709.0
3,1.3862943611198906,0,0,3,3,3,35,3.58351893845611,0,2,0,0,5,101,4.624972813284271,0,2,1,3,1,10,2.3978952727983707,1,1,0,3,0,1,0,3523.0
11,2.4849066497880004,0,2,1,4,1,33,3.5263605246161616,0,0,3,5,3,146,4.990432586778736,1,2,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,1,6374.0
8,2.1972245773362196,1,2,3,1,8,58,4.07753744390572,1,1,3,2,8,208,5.342334251964811,1,1,3,5,8,3,1.3862943611198906,0,0,3,3,3,1,1,7003.0
3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,366,5.905361848054571,1,0,1,2,6,14,2.70805020110221,1,2,4,0,4,1,1,50815.0
8,2.1972245773362196,1,2,3,1,8,13,2.6390573296152584,0,1,3,6,3,214,5.3706380281276624,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,0,17255.0
10,2.3978952727983707,1,1,0,3,0,28,3.367295829986474,1,1,3,0,8,439,6.0867747269123065,0,1,4,5,9,26,3.295836866004329,1,2,1,5,6,1,0,13477.0
5,1.791759469228055,0,2,0,5,5,31,3.4657359027997265,0,1,1,3,1,432,6.07073772800249,1,0,2,5,2,21,3.091042453358316,0,0,1,0,1,1,0,286904.0
5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,1,0,3,6,8,157,5.062595033026967,0,1,2,3,7,8,2.1972245773362196,1,2,3,1,8,1,1,619.0
5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,0,2,0,145,4.983606621708336,0,1,0,5,5,29,3.4011973816621555,0,2,4,1,9,1,3,5244.0
6,1.9459101490553132,1,0,1,6,6,43,3.784189633918261,0,1,3,1,3,203,5.318119993844216,0,2,3,0,3,29,3.4011973816621555,0,2,4,1,9,1,1,251302.0
3,1.3862943611198906,0,0,3,3,3,44,3.8066624897703196,1,2,4,2,4,433,6.073044534100405,0,1,3,6,3,30,3.4339872044851463,1,0,0,2,0,1,1,72559.0
3,1.3862943611198906,0,0,3,3,3,49,3.912023005428146,0,1,4,0,9,286,5.659482215759621,1,1,1,6,6,46,3.8501476017100584,1,1,1,4,6,1,0,325447.0
12,2.5649493574615367,1,0,2,5,2,52,3.970291913552122,1,1,2,3,2,223,5.4116460518550396,0,1,3,6,3,32,3.4965075614664802,1,2,2,4,2,1,0,89409.0
7,2.0794415416798357,0,1,2,0,7,14,2.70805020110221,1,2,4,0,4,254,5.541263545158426,1,2,4,2,4,11,2.4849066497880004,0,2,1,4,1,1,1,40737.0
4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,159,5.075173815233827,0,0,4,5,9,11,2.4849066497880004,0,2,1,4,1,1,0,44288.0
4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,360,5.8888779583328805,1,0,0,3,0,7,2.0794415416798357,0,1,2,0,7,1,2,12457.0
7,2.0794415416798357,0,1,2,0,7,50,3.9318256327243257,1,2,0,1,0,494,6.20455776256869,1,2,4,4,4,23,3.1780538303479458,0,2,3,2,3,1,0,571089.0
7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,292,5.680172609017068,1,1,2,5,2,6,1.9459101490553132,1,0,1,6,6,1,0,949.0
5,1.791759469228055,0,2,0,5,5,50,3.9318256327243257,1,2,0,1,0,471,6.156978985585555,0,0,1,2,1,6,1.9459101490553132,1,0,1,6,6,1,1,7121.0
6,1.9459101490553132,1,0,1,6,6,23,3.1780538303479458,0,2,3,2,3,196,5.2832037287379885,1,1,1,0,6,19,2.995732273553991,0,1,4,5,9,1,0,8662.0
6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,118,4.77912349311153,1,1,3,6,8,13,2.6390573296152584,0,1,3,6,3,1,0,24737.0
5,1.791759469228055,0,2,0,5,5,31,3.4657359027997265,0,1,1,3,1,49,3.912023005428146,0,1,4,0,9,6,1.9459101490553132,1,0,1,6,6,1,0,2087.0
7,2.0794415416798357,0,1,2,0,7,51,3.9512437185814275,0,0,1,2,1,397,5.986452005284438,0,1,2,5,7,39,3.6888794541139363,0,0,4,4,9,1,0,43936.0
12,2.5649493574615367,1,0,2,5,2,30,3.4339872044851463,1,0,0,2,0,546,6.304448802421981,1,0,1,0,6,5,1.791759469228055,0,2,0,5,5,1,1,16499.0
7,2.0794415416798357,0,1,2,0,7,58,4.07753744390572,1,1,3,2,8,330,5.802118375377063,1,0,0,1,0,13,2.6390573296152584,0,1,3,6,3,1,0,247471.0
8,2.1972245773362196,1,2,3,1,8,48,3.8918202981106265,1,0,3,6,8,359,5.886104031450156,0,2,4,2,9,31,3.4657359027997265,0,1,1,3,1,1,1,266525.0
9,2.302585092994046,0,0,4,2,9,29,3.4011973816621555,0,2,4,1,9,465,6.144185634125646,0,0,0,3,5,21,3.091042453358316,0,0,1,0,1,1,0,1238.0
12,2.5649493574615367,1,0,2,5,2,27,3.332204510175204,0,0,2,6,7,69,4.248495242049359,0,0,4,6,9,21,3.091042453358316,0,0,1,0,1,3,0,11150.0
11,2.4849066497880004,0,2,1,4,1,36,3.6109179126442243,1,0,1,1,6,265,5.583496308781699,0,1,0,6,5,23,3.1780538303479458,0,2,3,2,3,1,0,9001.0
7,2.0794415416798357,0,1,2,0,7,56,4.04305126783455,1,2,1,0,6,159,5.075173815233827,0,0,4,5,9,39,3.6888794541139363,0,0,4,4,9,1,1,56299.0
7,2.0794415416798357,0,1,2,0,7,20,3.044522437723423,1,2,0,6,0,391,5.971261839790462,0,1,1,6,1,5,1.791759469228055,0,2,0,5,5,1,1,1341.0
4,1.6094379124341003,1,1,4,4,4,29,3.4011973816621555,0,2,4,1,9,447,6.104793232414985,0,0,2,6,7,19,2.995732273553991,0,1,4,5,9,1,0,252480.0
4,1.6094379124341003,1,1,4,4,4,23,3.1780538303479458,0,2,3,2,3,75,4.330733340286331,0,0,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,3,1638.0
5,1.791759469228055,0,2,0,5,5,39,3.6888794541139363,0,0,4,4,9,413,6.025865973825314,0,2,3,0,3,4,1.6094379124341003,1,1,4,4,4,1,0,16285.0
12,2.5649493574615367,1,0,2,5,2,44,3.8066624897703196,1,2,4,2,4,481,6.1779441140506,0,1,1,5,1,33,3.5263605246161616,0,0,3,5,3,1,0,15826.0
10,2.3978952727983707,1,1,0,3,0,46,3.8501476017100584,1,1,1,4,6,164,5.10594547390058,1,2,4,3,4,3,1.3862943611198906,0,0,3,3,3,1,0,7109.0
12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,94,4.553876891600541,1,1,4,3,4,14,2.70805020110221,1,2,4,0,4,2,0,9747.0
4,1.6094379124341003,1,1,4,4,4,31,3.4657359027997265,0,1,1,3,1,222,5.407171771460119,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,1,0,10453.0
7,2.0794415416798357,0,1,2,0,7,30,3.4339872044851463,1,0,0,2,0,46,3.8501476017100584,1,1,1,4,6,16,2.833213344056216,1,1,1,2,6,1,0,107.0
4,1.6094379124341003,1,1,4,4,4,31,3.4657359027997265,0,1,1,3,1,384,5.953243334287785,1,0,4,6,4,16,2.833213344056216,1,1,1,2,6,1,3,38903.0
10,2.3978952727983707,1,1,0,3,0,32,3.4965075614664802,1,2,2,4,2,385,5.955837369464831,0,1,0,0,5,28,3.367295829986474,1,1,3,0,8,1,0,3609.0
12,2.5649493574615367,1,0,2,5,2,37,3.6375861597263857,0,1,2,2,7,316,5.75890177387728,1,1,1,1,6,5,1.791759469228055,0,2,0,5,5,1,0,3588.0
8,2.1972245773362196,1,2,3,1,8,48,3.8918202981106265,1,0,3,6,8,419,6.040254711277414,0,2,4,6,9,15,2.772588722239781,0,0,0,1,5,1,1,50309.0
3,1.3862943611198906,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,424,6.052089168924417,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,1,22706.0
11,2.4849066497880004,0,2,1,4,1,59,4.0943445622221,0,2,4,3,9,406,6.008813185442595,1,1,1,0,6,7,2.0794415416798357,0,1,2,0,7,1,1,33076.0
5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,301,5.71042701737487,0,1,1,0,1,5,1.791759469228055,0,2,0,5,5,1,1,1601.0
8,2.1972245773362196,1,2,3,1,8,32,3.4965075614664802,1,2,2,4,2,470,6.154858094016418,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,2,3,2171.0
10,2.3978952727983707,1,1,0,3,0,55,4.02535169073515,0,1,0,6,5,102,4.634728988229636,1,0,2,4,2,7,2.0794415416798357,0,1,2,0,7,1,0,8908.0
5,1.791759469228055,0,2,0,5,5,49,3.912023005428146,0,1,4,0,9,133,4.897839799950911,0,1,3,0,3,38,3.6635616461296463,1,2,3,3,8,1,0,60789.0
3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,429,6.063785208687608,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,1,1597.0
10,2.3978952727983707,1,1,0,3,0,17,2.8903717578961645,0,2,2,3,7,30,3.4339872044851463,1,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,1,1,2799.0
7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,244,5.501258210544727,1,1,4,6,4,1,0.6931471805599453,0,1,1,1,1,1,3,181.0
4,1.6094379124341003,1,1,4,4,4,22,3.1354942159291497,1,1,2,1,2,271,5.605802066295998,0,1,1,5,1,21,3.091042453358316,0,0,1,0,1,1,0,21493.0
10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,393,5.976350909297934,0,0,3,1,3,17,2.8903717578961645,0,2,2,3,7,1,0,61850.0
7,2.0794415416798357,0,1,2,0,7,32,3.4965075614664802,1,2,2,4,2,382,5.948034989180646,1,1,2,4,2,1,0.6931471805599453,0,1,1,1,1,1,3,4063.0
5,1.791759469228055,0,2,0,5,5,59,4.0943445622221,0,2,4,3,9,271,5.605802066295998,0,1,1,5,1,24,3.2188758248682006,1,0,4,3,4,1,0,13675.0
4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,0,1,1,6,238,5.476463551931511,1,1,3,0,8,12,2.5649493574615367,1,0,2,5,2,2,3,721.0
11,2.4849066497880004,0,2,1,4,1,34,3.5553480614894135,1,1,4,6,4,107,4.68213122712422,0,2,2,2,7,19,2.995732273553991,0,1,4,5,9,1,0,10615.0
4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,149,5.0106352940962555,0,2,4,2,9,5,1.791759469228055,0,2,0,5,5,1,1,2351.0
12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,492,6.20050917404269,1,0,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,3,11509.0
9,2.302585092994046,0,0,4,2,9,23,3.1780538303479458,0,2,3,2,3,405,6.0063531596017325,0,0,0,6,5,5,1.791759469228055,0,2,0,5,5,1,2,1316.0
5,1.791759469228055,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,332,5.808142489980444,1,2,2,3,2,25,3.258096538021482,0,1,0,4,5,1,1,228892.0
11,2.4849066497880004,0,2,1,4,1,60,4.110873864173311,1,0,0,4,0,215,5.375278407684165,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,1,1,3101.0
10,2.3978952727983707,1,1,0,3,0,49,3.912023005428146,0,1,4,0,9,408,6.013715156042802,1,0,3,2,8,16,2.833213344056216,1,1,1,2,6,1,0,318103.0
7,2.0794415416798357,0,1,2,0,7,56,4.04305126783455,1,2,1,0,6,44,3.8066624897703196,1,2,4,2,4,41,3.7376696182833684,0,2,1,6,1,1,1,86379.0
3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,61,4.127134385045092,0,1,1,5,1,16,2.833213344056216,1,1,1,2,6,1,1,483.0
11,2.4849066497880004,0,2,1,4,1,52,3.970291913552122,1,1,2,3,2,199,5.298317366548036,0,1,4,3,9,19,2.995732273553991,0,1,4,5,9,1,0,94493.0
4,1.6094379124341003,1,1,4,4,4,53,3.9889840465642745,0,2,3,4,3,93,4.543294782270004,0,0,3,2,3,26,3.295836866004329,1,2,1,5,6,1,0,124875.0
10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,0,4,5,381,5.945420608606575,0,0,1,3,1,11,2.4849066497880004,0,2,1,4,1,1,0,3028.0
4,1.6094379124341003,1,1,4,4,4,32,3.4965075614664802,1,2,2,4,2,247,5.5134287461649825,0,1,2,2,7,10,2.3978952727983707,1,1,0,3,0,1,1,6677.0
3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,41,3.7376696182833684,0,2,1,6,1,3,1.3862943611198906,0,0,3,3,3,1,3,22.0
3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,0,4,5,310,5.739792912179234,1,1,0,2,0,16,2.833213344056216,1,1,1,2,6,1,0,63847.0
10,2.3978952727983707,1,1,0,3,0,31,3.4657359027997265,0,1,1,3,1,148,5.003946305945459,1,1,3,1,8,19,2.995732273553991,0,1,4,5,9,1,0,13966.0
6,1.9459101490553132,1,0,1,6,6,37,3.6375861597263857,0,1,2,2,7,20,3.044522437723423,1,2,0,6,0,19,2.995732273553991,0,1,4,5,9,1,0,5009.0
6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,305,5.723585101952381,0,2,0,4,5,1,0.6931471805599453,0,1,1,1,1,1,3,332.0
6,1.9459101490553132,1,0,1,6,6,44,3.8066624897703196,1,2,4,2,4,174,5.1647859739235145,1,0,4,6,4,42,3.7612001156935624,1,0,2,0,2,2,2,158755.0
5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,335,5.817111159963204,0,2,0,6,5,11,2.4849066497880004,0,2,1,4,1,1,1,23593.0
3,1.3862943611198906,0,0,3,3,3,37,3.6375861597263857,0,1,2,2,7,223,5.4116460518550396,0,1,3,6,3,28,3.367295829986474,1,1,3,0,8,1,0,3163.0
8,2.1972245773362196,1,2,3,1,8,52,3.970291913552122,1,1,2,3,2,289,5.66988092298052,0,1,4,2,9,42,3.7612001156935624,1,0,2,0,2,1,0,22337.0
10,2.3978952727983707,1,1,0,3,0,58,4.07753744390572,1,1,3,2,8,502,6.220590170099739,1,1,2,5,2,5,1.791759469228055,0,2,0,5,5,1,1,48221.0
4,1.6094379124341003,1,1,4,4,4,34,3.5553480614894135,1,1,4,6,4,317,5.762051382780177,0,2,2,2,7,19,2.995732273553991,0,1,4,5,9,1,0,104050.0
8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,221,5.402677381872279,0,2,1,4,1,15,2.772588722239781,0,0,0,1,5,1,0,3353.0
7,2.0794415416798357,0,1,2,0,7,53,3.9889840465642745,0,2,3,4,3,378,5.937536205082426,1,0,3,0,8,5,1.791759469228055,0,2,0,5,5,1,1,99882.0
9,2.302585092994046,0,0,4,2,9,44,3.8066624897703196,1,2,4,2,4,341,5.834810737062605,0,2,1,5,1,27,3.332204510175204,0,0,2,6,7,1,1,100811.0
12,2.5649493574615367,1,0,2,5,2,58,4.07753744390572,1,1,3,2,8,338,5.82600010738045,1,2,3,2,8,38,3.6635616461296463,1,2,3,3,8,2,0,91334.0
6,1.9459101490553132,1,0,1,6,6,21,3.091042453358316,0,0,1,0,1,405,6.0063531596017325,0,0,0,6,5,7,2.0794415416798357,0,1,2,0,7,1,1,8768.0
12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,88,4.48863636973214,1,1,3,4,8,6,1.9459101490553132,1,0,1,6,6,1,2,5417.0
10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,0,4,5,450,6.111467339502679,1,0,0,2,0,13,2.6390573296152584,0,1,3,6,3,1,2,37153.0
9,2.302585092994046,0,0,4,2,9,16,2.833213344056216,1,1,1,2,6,304,5.720311776607412,1,1,4,3,4,3,1.3862943611198906,0,0,3,3,3,1,2,14941.0
3,1.3862943611198906,0,0,3,3,3,39,3.6888794541139363,0,0,4,4,9,375,5.929589143389895,0,0,0,4,5,22,3.1354942159291497,1,1,2,1,2,1,2,163663.0
10,2.3978952727983707,1,1,0,3,0,48,3.8918202981106265,1,0,3,6,8,459,6.131226489483141,0,0,4,4,9,9,2.302585092994046,0,0,4,2,9,1,1,10981.0
11,2.4849066497880004,0,2,1,4,1,58,4.07753744390572,1,1,3,2,8,319,5.768320995793772,0,1,4,4,9,54,4.007333185232471,1,0,4,5,4,1,1,61328.0
5,1.791759469228055,0,2,0,5,5,39,3.6888794541139363,0,0,4,4,9,500,6.2166061010848646,1,2,0,3,0,23,3.1780538303479458,0,2,3,2,3,1,1,455336.0
8,2.1972245773362196,1,2,3,1,8,13,2.6390573296152584,0,1,3,6,3,255,5.545177444479562,0,0,0,3,5,1,0.6931471805599453,0,1,1,1,1,1,3,3374.0
7,2.0794415416798357,0,1,2,0,7,35,3.58351893845611,0,2,0,0,5,425,6.054439346269371,0,2,0,5,5,21,3.091042453358316,0,0,1,0,1,1,2,7522.0
9,2.302585092994046,0,0,4,2,9,22,3.1354942159291497,1,1,2,1,2,266,5.58724865840025,1,2,1,0,6,11,2.4849066497880004,0,2,1,4,1,1,1,5903.0
6,1.9459101490553132,1,0,1,6,6,19,2.995732273553991,0,1,4,5,9,344,5.84354441703136,1,2,4,1,4,3,1.3862943611198906,0,0,3,3,3,1,1,10100.0
8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,149,5.0106352940962555,0,2,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,2,2623.0
5,1.791759469228055,0,2,0,5,5,23,3.1780538303479458,0,2,3,2,3,386,5.958424693029782,1,2,1,1,6,9,2.302585092994046,0,0,4,2,9,1,0,82240.0
4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,190,5.25227342804663,1,1,0,1,0,5,1.791759469228055,0,2,0,5,5,1,3,681.0
9,2.302585092994046,0,0,4,2,9,30,3.4339872044851463,1,0,0,2,0,401,5.996452088619021,0,2,1,2,1,19,2.995732273553991,0,1,4,5,9,1,0,2885.0
12,2.5649493574615367,1,0,2,5,2,59,4.0943445622221,0,2,4,3,9,514,6.244166900663736,1,1,4,3,4,26,3.295836866004329,1,2,1,5,6,1,0,782757.0
11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,0,6,0,423,6.049733455231958,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,1,4281.0
11,2.4849066497880004,0,2,1,4,1,37,3.6375861597263857,0,1,2,2,7,28,3.367295829986474,1,1,3,0,8,35,3.58351893845611,0,2,0,0,5,1,0,4518.0
3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,37,3.6375861597263857,0,1,2,2,7,5,1.791759469228055,0,2,0,5,5,1,1,93.0
12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,223,5.4116460518550396,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,1,3776.0
7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,501,6.218600119691729,0,0,1,4,1,9,2.302585092994046,0,0,4,2,9,1,0,535.0
11,2.4849066497880004,0,2,1,4,1,47,3.871201010907891,0,2,2,5,7,307,5.730099782973574,0,1,2,6,7,24,3.2188758248682006,1,0,4,3,4,1,0,170381.0
12,2.5649493574615367,1,0,2,5,2,57,4.060443010546419,0,0,2,1,7,573,6.352629396319567,0,0,3,6,3,7,2.0794415416798357,0,1,2,0,7,1,0,20656.0
10,2.3978952727983707,1,1,0,3,0,51,3.9512437185814275,0,0,1,2,1,60,4.110873864173311,1,0,0,4,0,27,3.332204510175204,0,0,2,6,7,1,1,432.0
5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,400,5.993961427306569,1,1,0,1,0,7,2.0794415416798357,0,1,2,0,7,1,1,9214.0
7,2.0794415416798357,0,1,2,0,7,38,3.6635616461296463,1,2,3,3,8,357,5.8805329864007,0,0,2,0,7,30,3.4339872044851463,1,0,0,2,0,1,1,34121.0
12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,510,6.236369590203704,1,0,0,6,0,9,2.302585092994046,0,0,4,2,9,1,0,76117.0
4,1.6094379124341003,1,1,4,4,4,55,4.02535169073515,0,1,0,6,5,287,5.662960480135946,0,2,2,0,7,15,2.772588722239781,0,0,0,1,5,1,0,288.0
8,2.1972245773362196,1,2,3,1,8,17,2.8903717578961645,0,2,2,3,7,361,5.8916442118257715,0,1,1,4,1,16,2.833213344056216,1,1,1,2,6,1,1,101657.0
4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,239,5.480638923341991,0,2,4,1,9,2,1.0986122886681098,1,2,2,2,2,1,1,107.0
5,1.791759469228055,0,2,0,5,5,56,4.04305126783455,1,2,1,0,6,141,4.955827057601261,0,0,1,1,1,22,3.1354942159291497,1,1,2,1,2,1,0,179.0
12,2.5649493574615367,1,0,2,5,2,48,3.8918202981106265,1,0,3,6,8,385,5.955837369464831,0,1,0,0,5,19,2.995732273553991,0,1,4,5,9,1,1,7228.0
11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,557,6.324358962381311,0,2,2,4,7,1,0.6931471805599453,0,1,1,1,1,1,3,1747.0
6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,212,5.3612921657094255,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,2,1,1955.0
12,2.5649493574615367,1,0,2,5,2,44,3.8066624897703196,1,2,4,2,4,77,4.356708826689592,0,2,2,0,7,18,2.9444389791664403,1,0,3,4,8,1,0,1007.0
7,2.0794415416798357,0,1,2,0,7,22,3.1354942159291497,1,1,2,1,2,40,3.713572066704308,1,1,0,5,0,7,2.0794415416798357,0,1,2,0,7,1,1,1741.0
10,2.3978952727983707,1,1,0,3,0,35,3.58351893845611,0,2,0,0,5,163,5.099866427824199,0,1,3,2,3,16,2.833213344056216,1,1,1,2,6,1,0,9773.0
3,1.3862943611198906,0,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,445,6.100318952020064,0,1,0,4,5,4,1.6094379124341003,1,1,4,4,4,1,0,12367.0
11,2.4849066497880004,0,2,1,4,1,48,3.8918202981106265,1,0,3,6,8,120,4.795790545596741,1,0,0,1,0,30,3.4339872044851463,1,0,0,2,0,1,1,5335.0
4,1.6094379124341003,1,1,4,4,4,17,2.8903717578961645,0,2,2,3,7,34,3.5553480614894135,1,1,4,6,4,13,2.6390573296152584,0,1,3,6,3,1,1,1168.0
7,2.0794415416798357,0,1,2,0,7,42,3.7612001156935624,1,0,2,0,2,38,3.6635616461296463,1,2,3,3,8,36,3.6109179126442243,1,0,1,1,6,1,1,222.0
7,2.0794415416798357,0,1,2,0,7,37,3.6375861597263857,0,1,2,2,7,669,6.507277712385012,0,0,4,4,9,1,0.6931471805599453,0,1,1,1,1,1,3,12470.0
3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,167,5.123963979403259,0,2,2,6,7,6,1.9459101490553132,1,0,1,6,6,1,1,9827.0
9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,325,5.786897381366708,0,1,0,3,5,11,2.4849066497880004,0,2,1,4,1,1,0,3765.0
3,1.3862943611198906,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,103,4.6443908991413725,0,1,3,5,3,13,2.6390573296152584,0,1,3,6,3,1,0,344.0
6,1.9459101490553132,1,0,1,6,6,38,3.6635616461296463,1,2,3,3,8,169,5.135798437050262,0,1,4,1,9,16,2.833213344056216,1,1,1,2,6,1,0,50801.0
8,2.1972245773362196,1,2,3,1,8,41,3.7376696182833684,0,2,1,6,1,471,6.156978985585555,0,0,1,2,1,17,2.8903717578961645,0,2,2,3,7,1,0,330414.0
3,1.3862943611198906,0,0,3,3,3,52,3.970291913552122,1,1,2,3,2,447,6.104793232414985,0,0,2,6,7,18,2.9444389791664403,1,0,3,4,8,1,2,105877.0
12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,429,6.063785208687608,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,4,1454.0
