slot_a_real,slot_a_real_abs_log1p,slot_a_real_is_even,slot_a_real_mod3,slot_a_real_mod5,slot_a_real_mod7,slot_a_real_mod10,slot_a_imag,slot_a_imag_abs_log1p,slot_a_imag_is_even,slot_a_imag_mod3,slot_a_imag_mod5,slot_a_imag_mod7,slot_a_imag_mod10,slot_b_real,slot_b_real_abs_log1p,slot_b_real_sign,slot_b_real_is_even,slot_b_real_mod3,slot_b_real_mod5,slot_b_real_mod7,slot_b_real_mod10,slot_b_imag,slot_b_imag_abs_log1p,slot_b_imag_sign,slot_b_imag_is_even,slot_b_imag_mod3,slot_b_imag_mod5,slot_b_imag_mod7,slot_b_imag_mod10,slot_radius,slot_radius_abs_log1p,slot_radius_is_even,slot_radius_mod3,slot_radius_mod5,slot_radius_mod7,slot_radius_mod10,gcd_all,n_multiple_pairs,y
95,4.564348191467836,0,2,0,4,5,110,4.709530201312334,1,2,0,5,0,-12080,9.399389249519563,-1,1,1,0,2,0,14440,9.577826662126565,1,1,1,0,6,0,10,2.3978952727983707,1,1,0,3,0,5,4,430.0
12,2.5649493574615367,1,0,2,5,2,111,4.718498871295094,0,0,1,6,1,116,4.762173934797756,1,1,2,1,4,6,2832,7.949091499830517,1,1,0,2,4,2,4,1.6094379124341003,1,1,4,4,4,1,4,275.0
71,4.276666119016055,0,2,1,1,1,84,4.442651256490317,1,0,4,0,4,460,6.133398042996649,1,1,1,0,5,0,-17520,9.771155440487087,-1,1,0,0,1,0,10,2.3978952727983707,1,1,0,3,0,1,2,2700.0
32,3.4965075614664802,1,2,2,4,2,138,4.9344739331306915,1,0,3,5,8,3762,8.232971790593437,1,1,0,2,3,2,21816,9.990444761392025,1,1,0,1,4,6,6,1.9459101490553132,1,0,1,6,6,2,3,2925.0
10,2.3978952727983707,1,1,0,3,0,84,4.442651256490317,1,0,4,0,4,5520,8.616314282284044,1,1,0,0,4,0,-15744,9.664278133535126,-1,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,2,3,2750.0
131,4.882801922586371,0,2,1,5,1,98,4.59511985013459,1,2,3,0,8,260,5.564520407322694,1,1,2,0,1,0,-9670,9.176886995716963,-1,1,2,0,4,0,5,1.791759469228055,0,2,0,5,5,1,2,2525.0
114,4.74493212836325,1,0,4,2,4,103,4.6443908991413725,0,1,3,5,3,-5685,8.645762292210945,-1,0,0,0,6,5,15175,9.62747051161485,1,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,1,2,2583.0
29,3.4011973816621555,0,2,4,1,9,120,4.795790545596741,1,0,0,1,0,-4716,8.458928283284262,-1,1,0,4,2,4,-12000,9.392745258631441,-1,1,0,0,5,0,6,1.9459101490553132,1,0,1,6,6,1,4,2788.0
51,3.9512437185814275,0,0,1,2,1,17,2.8903717578961645,0,2,2,3,7,-688,6.535241271013659,-1,1,2,2,5,2,9920,9.202409001649903,1,1,2,0,1,0,8,2.1972245773362196,1,2,3,1,8,1,3,1150.0
73,4.30406509320417,0,1,3,3,3,13,2.6390573296152584,0,1,3,6,3,-2212,7.70210434005105,-1,1,2,3,0,8,-3548,8.174421152646497,-1,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,1,2,2040.0
46,3.8501476017100584,1,1,1,4,6,38,3.6635616461296463,1,2,3,3,8,1686,7.430707082545968,1,1,0,1,6,6,-6858,8.83331693749932,-1,1,0,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,2,2500.0
65,4.189654742026425,0,2,0,2,5,139,4.941642422609304,0,1,4,6,9,-4634,8.441391477999955,-1,1,1,1,0,6,371,5.918893854273146,1,0,2,1,0,1,7,2.0794415416798357,0,1,2,0,7,1,2,943.0
117,4.770684624465665,0,0,2,5,7,75,4.330733340286331,0,0,0,5,5,-3969,8.286521373681236,-1,0,0,1,0,1,-12285,9.416215681723873,-1,0,0,0,0,5,3,1.3862943611198906,0,0,3,3,3,3,5,4428.0
120,4.795790545596741,1,0,0,1,0,85,4.454347296253507,0,1,0,1,5,-3600,8.188966863648876,-1,1,0,0,5,0,-4400,8.38958706681109,-1,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,1,4,1500.0
24,3.2188758248682006,1,0,4,3,4,40,3.713572066704308,1,1,0,5,0,-2712,7.905810312658931,-1,1,0,3,4,8,-4896,8.496378051702317,-1,1,0,4,4,4,6,1.9459101490553132,1,0,1,6,6,2,5,1100.0
29,3.4011973816621555,0,2,4,1,9,143,4.969813299576001,0,2,3,3,3,52,3.970291913552122,1,1,1,2,3,2,-4,1.6094379124341003,-1,1,2,1,3,6,2,1.0986122886681098,1,2,2,2,2,1,3,300.0
56,4.04305126783455,1,2,1,0,6,81,4.406719247264253,0,0,1,4,1,6496,8.77909581088053,1,1,1,1,0,6,15768,9.665801266405587,1,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,1,4,1827.0
37,3.6375861597263857,0,1,2,2,7,147,4.997212273764115,0,0,2,0,7,7707,8.950014029534257,1,0,0,2,0,7,17199,9.752664662801545,1,0,0,4,0,9,7,2.0794415416798357,0,1,2,0,7,1,4,1972.0
79,4.382026634673881,0,1,4,2,9,99,4.605170185988092,0,0,4,1,9,-8743,9.076123029856374,-1,0,2,2,0,7,-4284,8.36287583103188,-1,1,0,1,0,6,7,2.0794415416798357,0,1,2,0,7,1,2,1479.0
103,4.6443908991413725,0,1,3,5,3,127,4.852030263919617,0,1,2,1,7,-11898,9.384209641955154,-1,1,0,2,2,2,18819,9.842675413139371,1,0,0,4,3,9,9,2.302585092994046,0,0,4,2,9,1,2,1027.0
33,3.5263605246161616,0,0,3,5,3,121,4.804021044733257,0,1,1,2,1,4980,8.513385953073284,1,1,0,0,3,0,48900,10.797553125151618,1,1,0,0,5,0,10,2.3978952727983707,1,1,0,3,0,1,2,3772.0
111,4.718498871295094,0,0,1,6,1,94,4.553876891600541,1,1,4,3,4,-4823,8.481358738407021,-1,0,1,2,0,7,5761,8.659039915644474,1,0,1,1,0,1,7,2.0794415416798357,0,1,2,0,7,1,2,187.0
65,4.189654742026425,0,2,0,2,5,87,4.477336814478207,0,0,2,3,7,-120,4.795790545596741,-1,1,0,0,6,0,7335,8.9005490139363,1,0,0,0,6,5,5,1.791759469228055,0,2,0,5,5,1,3,1075.0
81,4.406719247264253,0,0,1,4,1,104,4.653960350157523,1,2,4,6,4,-1041,6.948897222313312,-1,0,0,4,2,9,1521,7.3277805384216315,1,0,0,1,2,1,3,1.3862943611198906,0,0,3,3,3,1,3,221.0
123,4.820281565605037,0,0,3,4,3,48,3.8918202981106265,1,0,3,6,8,-3252,8.087332926473351,-1,1,0,3,3,8,-2304,7.742835955430749,-1,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,3,4,700.0
85,4.454347296253507,0,1,0,1,5,84,4.442651256490317,1,0,4,0,4,-2625,7.873217054862741,-1,0,0,0,0,5,2499,7.824046010856292,1,0,0,4,0,9,7,2.0794415416798357,0,1,2,0,7,1,3,319.0
147,4.997212273764115,0,0,2,0,7,63,4.1588830833596715,0,0,3,0,3,-2190,7.692113339595466,-1,1,0,0,1,0,7372,8.90557995798965,1,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,1,2,3649.0
25,3.258096538021482,0,1,0,4,5,99,4.605170185988092,0,0,4,1,9,515,6.246106765481563,1,0,2,0,4,5,5800,8.665785595466064,1,1,1,0,4,0,5,1.791759469228055,0,2,0,5,5,1,4,703.0
86,4.465908118654584,1,2,1,2,6,80,4.394449154672439,1,2,0,3,0,-1136,7.036148493750536,-1,1,1,4,5,4,1600,7.3783837129967145,1,1,1,0,4,0,4,1.6094379124341003,1,1,4,4,4,2,4,100.0
126,4.844187086458591,1,0,1,0,6,103,4.6443908991413725,0,1,3,5,3,-8850,9.088285725968877,-1,1,0,0,5,0,19200,9.862717639992917,1,1,0,0,6,0,5,1.791759469228055,0,2,0,5,5,1,2,3515.0
95,4.564348191467836,0,2,0,4,5,70,4.2626798770413155,1,1,0,0,0,2149,7.673223121121708,1,0,1,4,0,9,-16415,9.706011747970496,-1,0,1,0,0,5,7,2.0794415416798357,0,1,2,0,7,1,3,2997.0
99,4.605170185988092,0,0,4,1,9,94,4.553876891600541,1,1,4,3,4,-1675,7.424165281042028,-1,0,2,0,5,5,430,6.066108090103747,1,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,1,2,416.0
73,4.30406509320417,0,1,3,3,3,59,4.0943445622221,0,2,4,3,9,-6232,8.73761303680885,-1,1,2,3,5,8,7520,8.925454386826402,1,1,2,0,2,0,8,2.1972245773362196,1,2,3,1,8,1,2,507.0
109,4.700480365792417,0,1,4,4,9,77,4.356708826689592,0,2,2,0,7,-4356,8.379539026117442,-1,1,0,4,5,4,3348,8.116417072794205,1,1,0,3,2,8,6,1.9459101490553132,1,0,1,6,6,1,2,120.0
61,4.127134385045092,0,1,1,5,1,134,4.90527477843843,1,2,4,1,4,7900,8.974744612722734,1,1,1,0,4,0,28100,10.243560441877241,1,1,2,0,2,0,10,2.3978952727983707,1,1,0,3,0,1,2,2030.0
40,3.713572066704308,1,1,0,5,0,78,4.3694478524670215,1,0,3,1,8,-10240,9.234154550075438,-1,1,2,0,1,0,-8832,9.086249986745132,-1,1,0,3,2,8,4,1.6094379124341003,1,1,4,4,4,2,4,3480.0
14,2.70805020110221,1,2,4,0,4,16,2.833213344056216,1,1,1,2,6,-7184,8.879750798513125,-1,1,1,1,5,6,-7052,8.86120833720818,-1,1,1,3,4,8,4,1.6094379124341003,1,1,4,4,4,2,4,2523.0
105,4.663439094112067,0,0,0,0,5,74,4.31748811353631,1,2,4,4,4,-240,5.484796933490655,-1,1,0,0,5,0,-8750,9.076923258535832,-1,1,1,0,0,0,5,1.791759469228055,0,2,0,5,5,1,3,2173.0
49,3.912023005428146,0,1,4,0,9,103,4.6443908991413725,0,1,3,5,3,2255,7.721348612617949,1,0,2,0,1,5,9100,9.116139576577355,1,1,1,0,0,0,5,1.791759469228055,0,2,0,5,5,1,2,1479.0
144,4.976733742420574,1,0,4,4,4,57,4.060443010546419,0,0,2,1,7,-12128,9.40335455830888,-1,1,1,2,3,2,-6336,8.754160749323518,-1,1,0,4,6,4,8,2.1972245773362196,1,2,3,1,8,1,4,1300.0
37,3.6375861597263857,0,1,2,2,7,67,4.219507705176107,0,1,2,4,7,-1351,7.20934025660291,-1,0,2,4,0,9,2667,7.889084407035514,1,0,0,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,2,110.0
109,4.700480365792417,0,1,4,4,9,114,4.74493212836325,1,0,4,2,4,-5470,8.607216694063826,-1,1,2,0,4,0,15050,9.619199713152362,1,1,2,0,0,0,5,1.791759469228055,0,2,0,5,5,1,2,2501.0
125,4.836281906951478,0,2,0,6,5,61,4.127134385045092,0,1,1,5,1,-640,6.46302945692067,-1,1,2,0,4,0,-236,5.4680601411351315,-1,1,1,4,2,4,2,1.0986122886681098,1,2,2,2,2,1,2,250.0
34,3.5553480614894135,1,1,4,6,4,128,4.859812404361672,1,2,3,2,8,3690,8.213652703029998,1,1,0,0,1,0,21456,9.973806211445082,1,1,0,1,1,6,6,1.9459101490553132,1,0,1,6,6,2,2,2925.0
30,3.4339872044851463,1,0,0,2,0,87,4.477336814478207,0,0,2,3,7,-844,6.739336627357174,-1,1,2,1,3,6,144,4.976733742420574,1,1,0,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,2,325.0
29,3.4011973816621555,0,2,4,1,9,98,4.59511985013459,1,2,3,0,8,1179,7.07326971745971,1,0,0,4,3,9,-3318,8.107418811719974,-1,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,1,2,1480.0
82,4.418840607796598,1,1,2,5,2,60,4.110873864173311,1,0,0,4,0,711,6.568077911411976,1,0,0,1,4,1,-4428,8.395929103923198,-1,1,0,2,3,2,3,1.3862943611198906,0,0,3,3,3,1,4,1725.0
111,4.718498871295094,0,0,1,6,1,42,3.7612001156935624,1,0,2,0,2,-714,6.5722825426940075,-1,1,0,1,0,6,528,6.270988431858299,1,1,0,3,3,8,2,1.0986122886681098,1,2,2,2,2,1,4,225.0
79,4.382026634673881,0,1,4,2,9,25,3.258096538021482,0,1,0,4,5,564,6.336825731146441,1,1,0,4,4,4,-824,6.715383386334681,-1,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,1,2,638.0
53,3.9889840465642745,0,2,3,4,3,43,3.784189633918261,0,1,3,1,3,-3528,8.16876982367527,-1,1,0,2,0,2,-2340,7.75833346749091,-1,1,0,0,5,0,6,1.9459101490553132,1,0,1,6,6,1,2,702.0
26,3.295836866004329,1,2,1,5,6,131,4.882801922586371,0,2,1,5,1,747,6.617402977974478,1,0,0,2,5,7,2487,7.81923445385907,1,0,0,2,2,7,3,1.3862943611198906,0,0,3,3,3,1,2,545.0
42,3.7612001156935624,1,0,2,0,2,46,3.8501476017100584,1,1,1,4,6,735,6.601230118728877,1,0,0,0,0,5,-7322,8.89877535906107,-1,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,1,3,1425.0
129,4.867534450455582,0,0,4,3,9,25,3.258096538021482,0,1,0,4,5,-885,6.786716950605081,-1,0,0,0,4,5,-9775,9.187685681411377,-1,0,2,0,4,5,5,1.791759469228055,0,2,0,5,5,1,4,2132.0
116,4.762173934797756,1,2,1,4,6,59,4.0943445622221,0,2,4,3,9,1008,6.9167150203536085,1,1,0,3,0,8,11844,9.379661116592885,1,1,0,4,0,4,6,1.9459101490553132,1,0,1,6,6,1,2,1836.0
104,4.653960350157523,1,2,4,6,4,113,4.736198448394496,0,2,3,1,3,-4214,8.346404870435956,-1,1,1,1,0,6,6713,8.81195017753998,1,0,2,3,0,3,7,2.0794415416798357,0,1,2,0,7,1,2,210.0
24,3.2188758248682006,1,0,4,3,4,98,4.59511985013459,1,2,3,0,8,-2763,7.92443418488756,-1,0,0,2,2,7,5130,8.543055850941965,1,1,0,0,6,0,9,2.302585092994046,0,0,4,2,9,1,2,325.0
87,4.477336814478207,0,0,2,3,7,81,4.406719247264253,0,0,1,4,1,-1701,7.43955930913332,-1,0,0,4,0,9,30321,10.319628800641526,1,0,0,1,4,1,9,2.302585092994046,0,0,4,2,9,3,4,2706.0
58,4.07753744390572,1,1,3,2,8,132,4.890349128221754,1,0,2,6,2,-99,4.605170185988092,-1,0,0,1,6,1,624,6.437751649736401,1,1,0,4,1,4,3,1.3862943611198906,0,0,3,3,3,1,3,235.0
137,4.927253685157205,0,2,2,4,7,44,3.8066624897703196,1,2,4,2,4,-17060,9.74455043597491,-1,1,1,0,6,0,15920,9.675394271496005,1,1,2,0,2,0,10,2.3978952727983707,1,1,0,3,0,1,2,1200.0
32,3.4965075614664802,1,2,2,4,2,48,3.8918202981106265,1,0,3,6,8,-3353,8.117908942383155,-1,0,1,2,0,7,6636,8.800415333145924,1,1,0,1,0,6,7,2.0794415416798357,0,1,2,0,7,1,2,663.0
36,3.6109179126442243,1,0,1,1,6,16,2.833213344056216,1,1,1,2,6,4176,8.337348564497175,1,1,0,1,4,6,16536,9.713355573650196,1,1,0,1,2,6,6,1.9459101490553132,1,0,1,6,6,2,5,2812.0
47,3.871201010907891,0,2,2,5,7,88,4.48863636973214,1,1,3,4,8,3670,8.208219383496834,1,1,1,0,2,0,-28400,10.254179634797001,-1,1,1,0,6,0,10,2.3978952727983707,1,1,0,3,0,1,2,3813.0
82,4.418840607796598,1,1,2,5,2,54,4.007333185232471,1,0,4,5,4,-11772,9.373564053078196,-1,1,0,3,2,8,16686,9.722385252146903,1,1,0,1,5,6,9,2.302585092994046,0,0,4,2,9,1,5,1482.0
126,4.844187086458591,1,0,1,0,6,111,4.718498871295094,0,0,1,6,1,-846,6.741700694652055,-1,1,0,4,1,4,900,6.803505257608338,1,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,1,3,285.0
99,4.605170185988092,0,0,4,1,9,81,4.406719247264253,0,0,1,4,1,1108,7.011213987350367,1,1,1,3,2,8,-2496,7.822845290279774,-1,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,1,2,1598.0
122,4.812184355372417,1,2,2,3,2,65,4.189654742026425,0,2,0,2,5,-14528,9.583901931071338,-1,1,1,2,4,2,-8440,9.04085606398372,-1,1,2,0,2,0,8,2.1972245773362196,1,2,3,1,8,1,2,1785.0
20,3.044522437723423,1,2,0,6,0,53,3.9889840465642745,0,2,3,4,3,3064,8.027802848370312,1,1,1,4,5,4,-14192,9.560504164299259,-1,1,1,3,4,8,4,1.6094379124341003,1,1,4,4,4,1,3,3854.0
65,4.189654742026425,0,2,0,2,5,120,4.795790545596741,1,0,0,1,0,-800,6.68586094706836,-1,1,1,0,5,0,2880,7.9658927350845286,1,1,0,0,3,0,2,1.0986122886681098,1,2,2,2,2,1,4,1230.0
109,4.700480365792417,0,1,4,4,9,17,2.8903717578961645,0,2,2,3,7,-9909,9.201299627324033,-1,0,0,1,3,1,4527,8.41803561988302,1,0,0,2,5,7,9,2.302585092994046,0,0,4,2,9,1,2,370.0
83,4.430816798843313,0,2,3,6,3,96,4.574710978503383,1,0,1,5,6,-3870,8.261268150577648,-1,1,0,0,1,0,432,6.07073772800249,1,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,1,3,525.0
63,4.1588830833596715,0,0,3,0,3,12,2.5649493574615367,1,0,2,5,2,-3078,8.0323601479245,-1,1,0,2,2,2,-11052,9.310457163310955,-1,1,0,3,1,8,3,1.3862943611198906,0,0,3,3,3,3,5,3813.0
121,4.804021044733257,0,1,1,2,1,88,4.48863636973214,1,1,3,4,8,-4184,8.339261982923576,-1,1,1,1,2,6,-2912,7.976938756959434,-1,1,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,1,3,1157.0
34,3.5553480614894135,1,1,4,6,4,33,3.5263605246161616,0,0,3,5,3,876,6.776506992372183,1,1,0,1,1,6,6228,8.736971085254146,1,1,0,3,5,8,6,1.9459101490553132,1,0,1,6,6,1,2,910.0
87,4.477336814478207,0,0,2,3,7,29,3.4011973816621555,0,2,4,1,9,-8835,9.086589564540008,-1,0,0,0,6,5,20150,9.911009193934975,1,1,2,0,4,0,5,1.791759469228055,0,2,0,5,5,1,3,4107.0
15,2.772588722239781,0,0,0,1,5,66,4.204692619390966,1,0,1,3,6,1337,7.198931240688173,1,0,2,2,0,7,7119,8.87066300440602,1,0,0,4,0,9,7,2.0794415416798357,0,1,2,0,7,1,2,629.0
56,4.04305126783455,1,2,1,0,6,110,4.709530201312334,1,2,0,5,0,261,5.568344503761097,1,0,0,1,2,1,-30,3.4339872044851463,-1,1,0,0,5,0,3,1.3862943611198906,0,0,3,3,3,1,2,425.0
104,4.653960350157523,1,2,4,6,4,87,4.477336814478207,0,0,2,3,7,-8616,9.061492275239766,-1,1,0,4,1,4,864,6.762729506931879,1,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,1,3,637.0
11,2.4849066497880004,0,2,1,4,1,140,4.948759890378168,1,2,0,0,0,1928,7.564757012905729,1,1,2,3,3,8,17984,9.797293356129725,1,1,2,4,1,4,8,2.1972245773362196,1,2,3,1,8,1,2,1175.0
49,3.912023005428146,0,1,4,0,9,90,4.51085950651685,1,0,0,6,0,434,6.075346031088684,1,1,2,4,0,4,1872,7.5352967024440884,1,1,0,2,3,2,2,1.0986122886681098,1,2,2,2,2,1,3,819.0
119,4.787491742782046,0,2,4,0,9,116,4.762173934797756,1,2,1,4,6,-9650,9.174816815907135,-1,1,1,0,3,0,14600,9.588845298501564,1,1,2,0,5,0,10,2.3978952727983707,1,1,0,3,0,1,2,375.0
37,3.6375861597263857,0,1,2,2,7,17,2.8903717578961645,0,2,2,3,7,234,5.459585514144159,1,1,0,4,3,4,2673,7.891330757661889,1,0,0,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,2,861.0
17,2.8903717578961645,0,2,2,3,7,131,4.882801922586371,0,2,1,5,1,340,5.831882477283517,1,1,1,0,4,0,-20,3.044522437723423,-1,1,1,0,1,0,2,1.0986122886681098,1,2,2,2,2,1,4,340.0
25,3.258096538021482,0,1,0,4,5,81,4.406719247264253,0,0,1,4,1,-1756,7.471363088187097,-1,1,2,4,1,4,-7036,8.85893722196655,-1,1,2,4,6,4,2,1.0986122886681098,1,2,2,2,2,1,2,3772.0
62,4.143134726391533,1,2,2,6,2,53,3.9889840465642745,0,2,3,4,3,2842,7.952615111651,1,1,1,2,0,2,19747,9.890807499378754,1,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,2,2590.0
36,3.6109179126442243,1,0,1,1,6,60,4.110873864173311,1,0,0,4,0,-1242,7.1252830915107115,-1,1,0,3,4,8,-684,6.529418838262226,-1,1,0,1,2,6,3,1.3862943611198906,0,0,3,3,3,3,5,510.0
75,4.330733340286331,0,0,0,5,5,49,3.912023005428146,0,1,4,0,9,912,6.816735880594968,1,1,0,2,2,2,-5376,8.589885876809678,-1,1,0,4,0,4,4,1.6094379124341003,1,1,4,4,4,1,2,1628.0
50,3.9318256327243257,1,2,0,1,0,44,3.8066624897703196,1,2,4,2,4,6650,8.802522498284421,1,1,2,0,0,0,-7195,8.881280595070423,-1,0,2,0,1,5,5,1.791759469228055,0,2,0,5,5,1,4,2291.0
132,4.890349128221754,1,0,2,6,2,78,4.3694478524670215,1,0,3,1,8,5892,8.681520484837913,1,1,0,2,5,2,8136,9.004176840696656,1,1,0,1,2,6,3,1.3862943611198906,0,0,3,3,3,3,4,3422.0
139,4.941642422609304,0,1,4,6,9,64,4.174387269895637,1,1,4,1,4,-7955,8.981681639973862,-1,0,1,0,4,5,10000,9.210440366976517,1,1,1,0,4,0,5,1.791759469228055,0,2,0,5,5,1,2,1904.0
97,4.584967478670572,0,1,2,6,7,10,2.3978952727983707,1,1,0,3,0,6543,8.786303878282583,1,0,0,3,5,3,-14310,9.568783751310876,-1,1,0,0,5,0,9,2.302585092994046,0,0,4,2,9,1,3,2320.0
58,4.07753744390572,1,1,3,2,8,16,2.833213344056216,1,1,1,2,6,-4050,8.30671904320269,-1,1,0,0,3,0,2160,7.6783263565068856,1,1,0,0,4,0,9,2.302585092994046,0,0,4,2,9,1,3,120.0
68,4.23410650459726,1,2,3,5,8,74,4.31748811353631,1,2,4,4,4,-1792,7.491645473605133,-1,1,2,3,0,8,-1408,7.25063551189868,-1,1,2,2,6,2,8,2.1972245773362196,1,2,3,1,8,2,2,832.0
137,4.927253685157205,0,2,2,4,7,71,4.276666119016055,0,2,1,1,1,-6395,8.763428073953845,-1,0,1,0,3,5,14975,9.614204198717374,1,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,1,2,2706.0
99,4.605170185988092,0,0,4,1,9,34,3.5553480614894135,1,1,4,6,4,2376,7.773594467360194,1,1,0,1,3,6,27624,10.226476438820054,1,1,0,4,2,4,6,1.9459101490553132,1,0,1,6,6,1,3,4510.0
86,4.465908118654584,1,2,1,2,6,71,4.276666119016055,0,2,1,1,1,-7479,8.919988070968524,-1,0,0,1,4,1,5067,8.53070154144103,1,0,0,2,6,7,9,2.302585092994046,0,0,4,2,9,1,2,95.0
86,4.465908118654584,1,2,1,2,6,114,4.74493212836325,1,0,4,2,4,936,6.842683282238422,1,1,0,1,5,6,-3456,8.148156439921625,-1,1,0,4,2,4,6,1.9459101490553132,1,0,1,6,6,2,3,1428.0
32,3.4965075614664802,1,2,2,4,2,44,3.8066624897703196,1,2,4,2,4,-19400,9.873079890114703,-1,1,1,0,4,0,21410,9.971660087639178,1,1,2,0,4,0,10,2.3978952727983707,1,1,0,3,0,2,2,2349.0
33,3.5263605246161616,0,0,3,5,3,53,3.9889840465642745,0,2,3,4,3,-2508,7.827639546366422,-1,1,0,2,5,2,-7952,8.981304494957135,-1,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,1,3,2255.0
114,4.74493212836325,1,0,4,2,4,13,2.6390573296152584,0,1,3,6,3,-3952,8.282230063296685,-1,1,2,3,3,8,7504,8.923324744067562,1,1,1,4,0,4,4,1.6094379124341003,1,1,4,4,4,1,3,1900.0
93,4.543294782270004,0,0,3,2,3,99,4.605170185988092,0,0,4,1,9,-5292,8.574140471857987,-1,1,0,3,0,8,6615,8.797246236703527,1,0,0,0,0,5,7,2.0794415416798357,0,1,2,0,7,1,2,273.0
146,4.990432586778736,1,2,1,6,6,91,4.5217885770490405,0,1,1,0,1,-8099,8.99961934066053,-1,0,1,1,0,1,2191,7.692569648067906,1,0,1,1,0,1,7,2.0794415416798357,0,1,2,0,7,1,4,351.0
53,3.9889840465642745,0,2,3,4,3,50,3.9318256327243257,1,2,0,1,0,2788,7.933438387627489,1,1,1,3,2,8,16960,9.738671869871839,1,1,1,0,6,0,4,1.6094379124341003,1,1,4,4,4,1,3,4141.0
21,3.091042453358316,0,0,1,0,1,50,3.9318256327243257,1,2,0,1,0,2184,7.68937110752969,1,1,0,4,0,4,11880,9.382695764458287,1,1,0,0,1,0,6,1.9459101490553132,1,0,1,6,6,1,3,1750.0
125,4.836281906951478,0,2,0,6,5,125,4.836281906951478,0,2,0,6,5,6080,8.71292443512011,1,1,2,0,4,0,-6784,8.82246957226897,-1,1,2,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,3,2552.0
143,4.969813299576001,0,2,3,3,3,58,4.07753744390572,1,1,3,2,8,1044,6.951772164398911,1,1,0,4,1,4,-15972,9.678655075789957,-1,1,0,3,2,8,6,1.9459101490553132,1,0,1,6,6,1,3,3182.0
126,4.844187086458591,1,0,1,0,6,76,4.343805421853684,1,1,1,6,6,-5910,8.684570300824369,-1,1,0,0,5,0,-6150,8.724369949208368,-1,1,0,0,3,0,5,1.791759469228055,0,2,0,5,5,1,2,1702.0
66,4.204692619390966,1,0,1,3,6,100,4.61512051684126,1,1,0,2,0,-16860,9.732758541777981,-1,1,0,0,3,0,55600,10.925956465688445,1,1,1,0,6,0,10,2.3978952727983707,1,1,0,3,0,2,4,4674.0
109,4.700480365792417,0,1,4,4,9,54,4.007333185232471,1,0,4,5,4,-7735,8.95364003713313,-1,0,2,0,0,5,13286,9.494541392591309,1,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,1,2,1558.0
69,4.248495242049359,0,0,4,6,9,67,4.219507705176107,0,1,2,4,7,4119,8.323608442343572,1,0,0,4,3,9,5580,8.627123250788433,1,1,0,0,1,0,3,1.3862943611198906,0,0,3,3,3,1,3,2291.0
30,3.4339872044851463,1,0,0,2,0,94,4.553876891600541,1,1,4,3,4,-1164,7.060476365999801,-1,1,0,1,5,6,2416,7.790282380703483,1,1,1,1,1,6,4,1.6094379124341003,1,1,4,4,4,2,2,285.0
83,4.430816798843313,0,2,3,6,3,112,4.727387818712341,1,1,2,0,2,1926,7.563719668414366,1,1,0,1,1,6,25872,10.160955232894292,1,1,0,2,0,2,6,1.9459101490553132,1,0,1,6,6,1,3,3731.0
14,2.70805020110221,1,2,4,0,4,136,4.919980925828125,1,1,1,3,6,-2975,7.998335395952982,-1,0,1,0,0,5,12400,9.425532393502772,1,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,1,2,1875.0
138,4.9344739331306915,1,0,3,5,8,120,4.795790545596741,1,0,0,1,0,-918,6.823286122355687,-1,1,0,2,6,2,968,6.876264611890766,1,1,2,3,2,8,2,1.0986122886681098,1,2,2,2,2,2,4,305.0
63,4.1588830833596715,0,0,3,0,3,92,4.532599493153256,1,2,2,1,2,450,6.111467339502679,1,1,0,0,2,0,-6700,8.81001204797317,-1,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,1,2,1845.0
110,4.709530201312334,1,2,0,5,0,11,2.4849066497880004,0,2,1,4,1,-13750,9.528866827722945,-1,1,2,0,5,0,11825,9.378055776380775,1,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,1,7,3190.0
