slot_town_name,slot_total_residents,slot_total_residents_abs_log1p,slot_total_residents_is_even,slot_total_residents_mod3,slot_total_residents_mod5,slot_total_residents_mod7,slot_total_residents_mod10,slot_item_a_name,slot_item_b_name,slot_item_c_name,slot_universal_item_name,slot_count_item_a,slot_count_item_a_abs_log1p,slot_count_item_a_is_even,slot_count_item_a_mod3,slot_count_item_a_mod5,slot_count_item_a_mod7,slot_count_item_a_mod10,slot_count_item_b,slot_count_item_b_abs_log1p,slot_count_item_b_sign,slot_count_item_b_is_even,slot_count_item_b_mod3,slot_count_item_b_mod5,slot_count_item_b_mod7,slot_count_item_b_mod10,slot_count_item_c,slot_count_item_c_abs_log1p,slot_count_item_c_sign,slot_count_item_c_is_even,slot_count_item_c_mod3,slot_count_item_c_mod5,slot_count_item_c_mod7,slot_count_item_c_mod10,slot_count_universal,slot_count_universal_abs_log1p,slot_count_universal_is_even,slot_count_universal_mod3,slot_count_universal_mod5,slot_count_universal_mod7,slot_count_universal_mod10,slot_exactly_two_count,slot_exactly_two_count_abs_log1p,slot_exactly_two_count_sign,slot_exactly_two_count_is_even,slot_exactly_two_count_mod3,slot_exactly_two_count_mod5,slot_exactly_two_count_mod7,slot_exactly_two_count_mod10,slot_exactly_three_count,slot_exactly_three_count_abs_log1p,slot_exactly_three_count_sign,slot_exactly_three_count_is_even,slot_exactly_three_count_mod3,slot_exactly_three_count_mod5,slot_exactly_three_count_mod7,slot_exactly_three_count_mod10,gcd_all,n_multiple_pairs,y
6,1064,6.970730078143525,1,2,4,0,4,11,17,7,0,1064,6.970730078143525,1,2,4,0,4,131,4.882801922586371,1,0,2,1,5,1,0,0.0,0,1,0,0,0,0,1064,6.970730078143525,1,2,4,0,4,661,6.495265555937008,1,0,1,1,3,1,30,3.4339872044851463,1,1,0,0,2,0,1,3,158.0
3,1432,7.267525427828172,1,1,2,4,2,11,10,16,0,1432,7.267525427828172,1,1,2,4,2,467,6.148468295917647,1,0,2,2,5,7,0,0.0,0,1,0,0,0,0,1432,7.267525427828172,1,1,2,4,2,1117,7.0192966537150445,1,0,1,2,4,7,139,4.941642422609304,1,0,1,4,6,9,1,3,168.0
2,510,6.236369590203704,1,0,0,6,0,0,14,9,3,425,6.054439346269371,0,2,0,5,5,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,510,6.236369590203704,1,0,0,6,0,309,5.736572297479192,1,0,0,4,1,9,19,2.995732273553991,1,0,1,4,5,9,1,1,26.0
8,342,5.8377304471659395,1,0,2,6,2,12,6,3,2,342,5.8377304471659395,1,0,2,6,2,342,5.8377304471659395,1,1,0,2,6,2,249,5.521460917862246,1,0,0,4,4,9,342,5.8377304471659395,1,0,2,6,2,2,1.0986122886681098,1,1,2,2,2,2,89,4.499809670330265,1,0,2,4,5,9,1,10,251.0
7,776,6.655440350367647,1,2,1,6,6,17,10,13,3,776,6.655440350367647,1,2,1,6,6,715,6.573680166960646,1,0,1,0,1,5,0,0.0,0,1,0,0,0,0,776,6.655440350367647,1,2,1,6,6,320,5.771441123130016,1,1,2,0,5,0,53,3.9889840465642745,1,0,2,3,4,3,1,3,355.0
6,588,6.3784261836515865,1,0,3,0,8,9,15,15,3,588,6.3784261836515865,1,0,3,0,8,256,5.54907608489522,1,1,1,1,4,6,0,0.0,0,1,0,0,0,0,588,6.3784261836515865,1,0,3,0,8,361,5.8916442118257715,1,0,1,1,4,1,141,4.955827057601261,1,0,0,1,1,1,1,3,67.0
6,523,6.261491684321042,0,1,3,5,3,10,9,0,3,523,6.261491684321042,0,1,3,5,3,370,5.916202062607435,1,1,1,0,6,0,0,0.0,0,1,0,0,0,0,523,6.261491684321042,0,1,3,5,3,33,3.5263605246161616,1,0,0,3,5,3,307,5.730099782973574,1,0,1,2,6,7,1,3,82.0
1,1989,7.595889917718538,0,0,4,1,9,10,17,3,2,1989,7.595889917718538,0,0,4,1,9,189,5.247024072160486,1,0,0,4,0,9,0,0.0,0,1,0,0,0,0,1989,7.595889917718538,0,0,4,1,9,150,5.017279836814924,1,1,0,0,3,0,849,6.745236349484363,1,0,0,4,2,9,3,3,110.0
6,1715,7.447751280047908,0,2,0,0,5,10,0,7,0,1715,7.447751280047908,0,2,0,0,5,1117,7.0192966537150445,1,0,1,2,4,7,0,0.0,0,1,0,0,0,0,1715,7.447751280047908,0,2,0,0,5,184,5.220355825078324,1,1,1,4,2,4,325,5.786897381366708,1,0,1,0,3,5,1,3,666.0
1,1973,7.587817219993427,0,2,3,6,3,6,9,13,2,1973,7.587817219993427,0,2,3,6,3,683,6.52795791762255,1,0,2,3,4,3,0,0.0,0,1,0,0,0,0,1973,7.587817219993427,0,2,3,6,3,607,6.410174881966167,1,0,1,2,5,7,561,6.331501849893691,1,0,0,1,1,1,1,3,309.0
6,366,5.905361848054571,1,0,1,2,6,12,16,12,1,366,5.905361848054571,1,0,1,2,6,331,5.805134968916488,1,0,1,1,2,1,0,0.0,0,1,0,0,0,0,366,5.905361848054571,1,0,1,2,6,30,3.4339872044851463,1,1,0,0,2,0,323,5.780743515792329,1,0,2,3,1,3,1,3,7.0
0,909,6.813444599510896,0,0,4,6,9,4,2,1,4,909,6.813444599510896,0,0,4,6,9,376,5.932245187448011,1,1,1,1,5,6,0,0.0,0,1,0,0,0,0,909,6.813444599510896,0,0,4,6,9,507,6.230481447578482,1,0,0,2,3,7,263,5.575949103146316,1,0,2,3,4,3,1,3,84.0
5,1473,7.295735072749282,0,0,3,3,3,1,2,4,3,889,6.7912214627261855,0,1,4,0,9,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1473,7.295735072749282,0,0,3,3,3,503,6.222576268071369,1,0,2,3,6,3,25,3.258096538021482,1,0,1,0,4,5,1,1,112.0
0,1919,7.560080465021827,0,2,4,1,9,0,13,13,5,1919,7.560080465021827,0,2,4,1,9,406,6.008813185442595,1,1,1,1,0,6,0,0.0,0,1,0,0,0,0,1919,7.560080465021827,0,2,4,1,9,1067,6.97354301952014,1,0,2,2,3,7,599,6.396929655216146,1,0,2,4,4,9,1,3,20.0
4,1348,7.207118856207756,1,1,3,4,8,6,11,0,0,1348,7.207118856207756,1,1,3,4,8,4,1.6094379124341003,1,1,1,4,4,4,0,0.0,0,1,0,0,0,0,1348,7.207118856207756,1,1,3,4,8,1214,7.102499355774649,1,1,2,4,3,4,36,3.6109179126442243,1,1,0,1,1,6,2,7,22.0
6,1904,7.552237287560802,1,2,4,0,4,16,5,0,2,1904,7.552237287560802,1,2,4,0,4,488,6.192362489474872,1,1,2,3,5,8,0,0.0,0,1,0,0,0,0,1904,7.552237287560802,1,2,4,0,4,1143,7.042286171939743,1,0,0,3,2,3,404,6.003887067106539,1,1,2,4,5,4,1,3,147.0
3,930,6.836259277277067,1,0,0,6,0,1,9,0,5,916,6.821107472256465,1,1,1,6,6,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,930,6.836259277277067,1,0,0,6,0,907,6.811244378601294,1,0,1,2,4,7,0,0.0,0,1,0,0,0,0,1,1,3.0
3,736,6.602587892189336,1,1,1,1,6,2,8,4,5,736,6.602587892189336,1,1,1,1,6,509,6.234410725718371,1,0,2,4,5,9,0,0.0,0,1,0,0,0,0,736,6.602587892189336,1,1,1,1,6,320,5.771441123130016,1,1,2,0,5,0,260,5.564520407322694,1,1,2,0,1,0,1,3,135.0
1,464,6.142037405587356,1,2,4,2,4,2,10,7,2,464,6.142037405587356,1,2,4,2,4,124,4.8283137373023015,1,1,1,4,5,4,0,0.0,0,1,0,0,0,0,464,6.142037405587356,1,2,4,2,4,237,5.472270673671475,1,0,0,2,6,7,159,5.075173815233827,1,0,0,4,5,9,1,3,11.0
7,359,5.886104031450156,0,2,4,2,9,7,17,15,4,359,5.886104031450156,0,2,4,2,9,210,5.351858133476067,1,1,0,0,0,0,0,0.0,0,1,0,0,0,0,359,5.886104031450156,0,2,4,2,9,122,4.812184355372417,1,1,2,2,3,2,222,5.407171771460119,1,1,0,2,5,2,1,3,1.0
3,1289,7.162397497355718,0,2,4,1,9,2,15,6,5,1289,7.162397497355718,0,2,4,1,9,826,6.717804695023691,1,1,1,1,0,6,0,0.0,0,1,0,0,0,0,1289,7.162397497355718,0,2,4,1,9,432,6.07073772800249,1,1,0,2,5,2,807,6.694562058521095,1,0,0,2,2,7,1,3,23.0
1,592,6.385194398997726,1,1,2,4,2,9,9,11,1,376,5.932245187448011,1,1,1,5,6,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,592,6.385194398997726,1,1,2,4,2,328,5.796057750765372,1,1,1,3,6,8,18,2.9444389791664403,1,1,0,3,4,8,2,1,4.0
5,1485,7.303843225277705,0,0,0,1,5,5,5,0,5,1485,7.303843225277705,0,0,0,1,5,111,4.718498871295094,1,0,0,1,6,1,0,0.0,0,1,0,0,0,0,1485,7.303843225277705,0,0,0,1,5,1103,7.00669522683704,1,0,2,3,4,3,227,5.429345628954441,1,0,2,2,3,7,1,3,13.0
1,1652,7.410347097821024,1,2,2,0,2,0,16,17,1,1652,7.410347097821024,1,2,2,0,2,522,6.259581464064923,1,1,0,2,4,2,0,0.0,0,1,0,0,0,0,1652,7.410347097821024,1,2,2,0,2,630,6.447305862541213,1,1,0,0,0,0,577,6.359573868672378,1,0,1,2,3,7,1,3,130.0
7,613,6.419994928147142,0,1,3,4,3,15,1,7,3,613,6.419994928147142,0,1,3,4,3,613,6.419994928147142,1,0,1,3,4,3,243,5.497168225293202,1,0,0,3,5,3,613,6.419994928147142,0,1,3,4,3,92,4.532599493153256,1,1,2,2,1,2,9,2.302585092994046,1,0,0,4,2,9,1,7,453.0
3,1655,7.412160334945205,0,2,0,3,5,4,6,10,0,1655,7.412160334945205,0,2,0,3,5,509,6.234410725718371,1,0,2,4,5,9,0,0.0,0,1,0,0,0,0,1655,7.412160334945205,0,2,0,3,5,1090,6.994849985833071,1,1,1,0,5,0,114,4.74493212836325,1,1,0,4,2,4,1,3,282.0
7,1045,6.952728644624869,0,1,0,2,5,5,8,6,5,1045,6.952728644624869,0,1,0,2,5,213,5.365976015021851,1,0,0,3,3,3,0,0.0,0,1,0,0,0,0,1045,6.952728644624869,0,1,0,2,5,701,6.553933404025811,1,0,2,1,1,1,97,4.584967478670572,1,0,1,2,6,7,1,3,121.0
4,1482,7.301822342137932,1,0,2,5,2,13,9,7,2,1482,7.301822342137932,1,0,2,5,2,571,6.349138991379798,1,0,1,1,4,1,0,0.0,0,1,0,0,0,0,1482,7.301822342137932,1,0,2,5,2,830,6.7226297948554485,1,1,2,0,4,0,109,4.700480365792417,1,0,1,4,4,9,1,3,335.0
6,1885,7.542213463193403,0,1,0,2,5,15,16,3,4,1885,7.542213463193403,0,1,0,2,5,941,6.848005274576363,1,0,2,1,3,1,0,0.0,0,1,0,0,0,0,1885,7.542213463193403,0,1,0,2,5,682,6.52649485957079,1,1,1,2,3,2,790,6.673297967767654,1,1,1,0,6,0,1,3,188.0
4,1116,7.018401799069201,1,0,1,3,6,1,15,13,0,1116,7.018401799069201,1,0,1,3,6,287,5.662960480135946,1,0,2,2,0,7,0,0.0,0,1,0,0,0,0,1116,7.018401799069201,1,0,1,3,6,640,6.46302945692067,1,1,1,0,3,0,359,5.886104031450156,1,0,2,4,2,9,1,3,15.0
2,1704,7.4413203897176174,1,0,4,3,4,2,10,12,4,1704,7.4413203897176174,1,0,4,3,4,14,2.70805020110221,1,1,2,4,0,4,0,0.0,0,1,0,0,0,0,1704,7.4413203897176174,1,0,4,3,4,1677,7.425357887027151,1,0,0,2,4,7,1,0.6931471805599453,1,0,1,1,1,1,1,8,13.0
4,1317,7.183870715062453,0,0,2,1,7,12,9,9,2,1206,7.095893221097532,1,0,1,2,6,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1317,7.183870715062453,0,0,2,1,7,1097,7.001245622069476,1,0,2,2,5,7,53,3.9889840465642745,1,0,2,3,4,3,1,1,1.0
4,1378,7.229113877793302,1,1,3,6,8,13,9,11,4,1318,7.1846291527173145,1,1,3,2,8,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1378,7.229113877793302,1,1,3,6,8,1309,7.177782416195197,1,0,1,4,0,9,0,0.0,0,1,0,0,0,0,1,1,3.0
8,575,6.3561076606958915,0,2,0,1,5,13,8,10,1,575,6.3561076606958915,0,2,0,1,5,484,6.184148890937483,1,1,1,4,1,4,0,0.0,0,1,0,0,0,0,575,6.3561076606958915,0,2,0,1,5,188,5.241747015059643,1,1,2,3,6,8,104,4.653960350157523,1,1,2,4,6,4,1,3,221.0
6,1451,7.280697195384741,0,2,1,2,1,7,16,1,1,1451,7.280697195384741,0,2,1,2,1,840,6.734591659972948,1,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1451,7.280697195384741,0,2,1,2,1,151,5.0238805208462765,1,0,1,1,4,1,53,3.9889840465642745,1,0,2,3,4,3,1,3,678.0
3,1499,7.313220387090301,0,2,4,1,9,11,15,1,3,1048,6.955592608396297,1,1,3,5,8,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1499,7.313220387090301,0,2,4,1,9,256,5.54907608489522,1,1,1,1,4,6,165,5.111987788356544,1,0,0,0,4,5,1,1,154.0
4,715,6.573680166960646,0,1,0,1,5,0,8,16,3,700,6.55250788703459,1,1,0,0,0,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,715,6.573680166960646,0,1,0,1,5,644,6.4692503167957724,1,1,2,4,0,4,19,2.995732273553991,1,0,1,4,5,9,1,1,6.0
4,1919,7.560080465021827,0,2,4,1,9,13,14,2,0,1919,7.560080465021827,0,2,4,1,9,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,1919,7.560080465021827,0,2,4,1,9,1356,7.213031659834869,1,1,0,1,5,6,195,5.278114659230517,1,0,0,0,6,5,1,8,58.0
1,391,5.971261839790462,0,1,1,6,1,4,16,15,2,391,5.971261839790462,0,1,1,6,1,134,4.90527477843843,1,1,2,4,1,4,0,0.0,0,1,0,0,0,0,391,5.971261839790462,0,1,1,6,1,193,5.267858159063328,1,0,1,3,4,3,31,3.4657359027997265,1,0,1,1,3,1,1,3,90.0
4,317,5.762051382780177,0,2,2,2,7,11,17,10,1,317,5.762051382780177,0,2,2,2,7,162,5.093750200806762,1,1,0,2,1,2,0,0.0,0,1,0,0,0,0,317,5.762051382780177,0,2,2,2,7,157,5.062595033026967,1,0,1,2,3,7,146,4.990432586778736,1,1,2,1,6,6,1,3,10.0
8,413,6.025865973825314,0,2,3,0,3,10,11,5,4,413,6.025865973825314,0,2,3,0,3,399,5.991464547107982,1,0,0,4,0,9,0,0.0,0,1,0,0,0,0,413,6.025865973825314,0,2,3,0,3,113,4.736198448394496,1,0,2,3,1,3,102,4.634728988229636,1,1,0,2,4,2,1,3,165.0
4,678,6.520621127558696,1,0,3,6,8,3,7,6,4,678,6.520621127558696,1,0,3,6,8,273,5.6131281063880705,1,0,0,3,0,3,0,0.0,0,1,0,0,0,0,678,6.520621127558696,1,0,3,6,8,360,5.8888779583328805,1,1,0,0,3,0,30,3.4339872044851463,1,1,0,0,2,0,3,4,177.0
8,1781,7.485491608030754,0,2,1,3,1,10,2,8,1,1781,7.485491608030754,0,2,1,3,1,936,6.842683282238422,1,1,0,1,5,6,0,0.0,0,1,0,0,0,0,1781,7.485491608030754,0,2,1,3,1,456,6.124683390894205,1,1,0,1,1,6,583,6.369900982828227,1,0,1,3,2,3,1,3,365.0
7,1841,7.518607216815252,0,2,1,0,1,4,12,13,5,1841,7.518607216815252,0,2,1,0,1,449,6.1092475827643655,1,0,2,4,1,9,0,0.0,0,1,0,0,0,0,1841,7.518607216815252,0,2,1,0,1,1560,7.353081920515432,1,1,0,0,6,0,2,1.0986122886681098,1,1,2,2,2,2,1,4,242.0
4,442,6.093569770045136,1,1,2,1,2,14,14,13,0,442,6.093569770045136,1,1,2,1,2,322,5.777652323222656,1,1,1,2,0,2,0,0.0,0,1,0,0,0,0,442,6.093569770045136,1,1,2,1,2,18,2.9444389791664403,1,1,0,3,4,8,361,5.8916442118257715,1,0,1,1,4,1,1,3,8.0
1,1565,7.356279876550748,0,2,0,4,5,9,13,17,2,1565,7.356279876550748,0,2,0,4,5,336,5.820082930352362,1,1,0,1,0,6,0,0.0,0,1,0,0,0,0,1565,7.356279876550748,0,2,0,4,5,1078,6.983789965258135,1,1,1,3,0,8,407,6.0112671744041615,1,0,2,2,1,7,1,3,3.0
7,1080,6.985641817639208,1,0,0,2,0,16,13,8,0,1080,6.985641817639208,1,0,0,2,0,551,6.313548046277095,1,0,2,1,5,1,0,0.0,0,1,0,0,0,0,1080,6.985641817639208,1,0,0,2,0,162,5.093750200806762,1,1,0,2,1,2,157,5.062595033026967,1,0,1,2,3,7,1,3,385.0
1,755,6.628041376179533,0,2,0,6,5,5,0,17,5,755,6.628041376179533,0,2,0,6,5,3,1.3862943611198906,1,0,0,3,3,3,0,0.0,0,1,0,0,0,0,755,6.628041376179533,0,2,0,6,5,751,6.62273632394984,1,0,1,1,2,1,2,1.0986122886681098,1,1,2,2,2,2,1,3,1.0
8,507,6.230481447578482,0,0,2,3,7,4,16,2,4,507,6.230481447578482,0,0,2,3,7,472,6.159095388491933,1,1,1,2,3,2,0,0.0,0,1,0,0,0,0,507,6.230481447578482,0,0,2,3,7,36,3.6109179126442243,1,1,0,1,1,6,452,6.115892125483034,1,1,2,2,4,2,1,3,13.0
3,734,6.5998704992128365,1,2,4,6,4,14,6,9,1,734,6.5998704992128365,1,2,4,6,4,29,3.4011973816621555,1,0,2,4,1,9,0,0.0,0,1,0,0,0,0,734,6.5998704992128365,1,2,4,6,4,703,6.556778356158042,1,0,1,3,3,3,24,3.2188758248682006,1,1,0,4,3,4,1,3,4.0
0,1222,7.109062135687172,1,1,2,4,2,14,5,14,5,1222,7.109062135687172,1,1,2,4,2,814,6.703188113240863,1,1,1,4,2,4,0,0.0,0,1,0,0,0,0,1222,7.109062135687172,1,1,2,4,2,129,4.867534450455582,1,0,0,4,3,9,769,6.646390514847729,1,0,1,4,6,9,1,3,123.0
7,1860,7.528869256642251,1,0,0,5,0,17,4,17,0,1860,7.528869256642251,1,0,0,5,0,922,6.827629234502852,1,1,1,2,5,2,0,0.0,0,1,0,0,0,0,1860,7.528869256642251,1,0,0,5,0,1126,7.027314514039777,1,1,1,1,6,6,435,6.077642243349034,1,0,0,0,1,5,1,3,262.0
7,1845,7.520776415062797,0,0,0,4,5,15,5,5,2,1845,7.520776415062797,0,0,0,4,5,379,5.940171252720432,1,0,1,4,1,9,0,0.0,0,1,0,0,0,0,1845,7.520776415062797,0,0,0,4,5,797,6.682108597449809,1,0,2,2,6,7,292,5.680172609017068,1,1,1,2,5,2,1,3,281.0
8,1454,7.282761179605593,1,2,4,5,4,9,12,15,4,1454,7.282761179605593,1,2,4,5,4,231,5.44673737166631,1,0,0,1,0,1,0,0.0,0,1,0,0,0,0,1454,7.282761179605593,1,2,4,5,4,1232,7.117205503164344,1,1,2,2,0,2,81,4.406719247264253,1,0,0,1,4,1,1,3,97.0
3,928,6.834108738813838,1,1,3,4,8,6,12,15,1,928,6.834108738813838,1,1,3,4,8,928,6.834108738813838,1,1,1,3,4,8,317,5.762051382780177,1,0,2,2,2,7,928,6.834108738813838,1,1,3,4,8,56,4.04305126783455,1,1,2,1,0,6,76,4.343805421853684,1,1,1,1,6,6,1,6,655.0
5,1772,7.480428306074208,1,2,2,1,2,2,6,0,2,1772,7.480428306074208,1,2,2,1,2,555,6.320768294250582,1,0,0,0,2,5,0,0.0,0,1,0,0,0,0,1772,7.480428306074208,1,2,2,1,2,737,6.6039438246004725,1,0,2,2,2,7,453,6.118097198041348,1,0,0,3,5,3,1,3,228.0
2,1423,7.261225091971921,0,1,3,2,3,11,0,7,0,1423,7.261225091971921,0,1,3,2,3,1423,7.261225091971921,1,0,1,3,2,3,198,5.293304824724492,1,1,0,3,2,8,1423,7.261225091971921,0,1,3,2,3,188,5.241747015059643,1,1,2,3,6,8,759,6.633318433280377,1,0,0,4,3,9,1,6,446.0
7,1152,7.050122520269059,1,0,2,4,2,13,9,11,1,1152,7.050122520269059,1,0,2,4,2,266,5.58724865840025,1,1,2,1,0,6,0,0.0,0,1,0,0,0,0,1152,7.050122520269059,1,0,2,4,2,788,6.670766320845874,1,1,2,3,4,8,201,5.308267697401205,1,0,0,1,5,1,1,3,76.0
7,1082,6.9874902470009905,1,2,2,4,2,17,16,17,2,1082,6.9874902470009905,1,2,2,4,2,489,6.194405391104672,1,0,0,4,6,9,0,0.0,0,1,0,0,0,0,1082,6.9874902470009905,1,2,2,4,2,78,4.3694478524670215,1,1,0,3,1,8,403,6.0014148779611505,1,0,1,3,4,3,1,3,229.0
6,1824,7.509335266016592,1,0,4,4,4,8,2,8,0,1824,7.509335266016592,1,0,4,4,4,706,6.561030665896573,1,1,1,1,6,6,0,0.0,0,1,0,0,0,0,1824,7.509335266016592,1,0,4,4,4,560,6.329720905522696,1,1,2,0,0,0,775,6.654152520183219,1,0,1,0,5,5,1,3,140.0
5,441,6.091309882077698,0,0,1,0,1,3,17,11,3,441,6.091309882077698,0,0,1,0,1,148,5.003946305945459,1,1,1,3,1,8,0,0.0,0,1,0,0,0,0,441,6.091309882077698,0,0,1,0,1,285,5.655991810819852,1,0,0,0,5,5,113,4.736198448394496,1,0,2,3,1,3,1,3,26.0
4,1214,7.102499355774649,1,2,4,3,4,1,4,3,2,1214,7.102499355774649,1,2,4,3,4,166,5.117993812416755,1,1,1,1,5,6,0,0.0,0,1,0,0,0,0,1214,7.102499355774649,1,2,4,3,4,1063,6.96979066990159,1,0,1,3,6,3,109,4.700480365792417,1,0,1,4,4,9,1,3,33.0
6,1122,7.023758954738443,1,0,2,2,2,13,1,9,3,1122,7.023758954738443,1,0,2,2,2,521,6.257667587882639,1,0,2,1,3,1,0,0.0,0,1,0,0,0,0,1122,7.023758954738443,1,0,2,2,2,359,5.886104031450156,1,0,2,4,2,9,66,4.204692619390966,1,1,0,1,3,6,1,6,384.0
4,733,6.598509028614515,0,1,3,5,3,14,11,10,5,733,6.598509028614515,0,1,3,5,3,733,6.598509028614515,1,0,1,3,5,3,264,5.579729825986222,1,1,0,4,5,4,733,6.598509028614515,0,1,3,5,3,1,0.6931471805599453,1,0,1,1,1,1,92,4.532599493153256,1,1,2,2,1,2,1,12,515.0
7,978,6.88653164253051,1,0,3,5,8,10,17,1,3,978,6.88653164253051,1,0,3,5,8,496,6.208590026096629,1,1,1,1,6,6,0,0.0,0,1,0,0,0,0,978,6.88653164253051,1,0,3,5,8,407,6.0112671744041615,1,0,2,2,1,7,532,6.278521424165844,1,1,1,2,0,2,1,3,1.0
5,340,5.831882477283517,1,1,0,4,0,10,6,3,1,340,5.831882477283517,1,1,0,4,0,156,5.056245805348308,1,1,0,1,2,6,0,0.0,0,1,0,0,0,0,340,5.831882477283517,1,1,0,4,0,151,5.0238805208462765,1,0,1,1,4,1,12,2.5649493574615367,1,1,0,2,5,2,1,4,107.0
4,920,6.825460036255307,1,2,0,3,0,3,16,14,5,920,6.825460036255307,1,2,0,3,0,614,6.421622267806518,1,1,2,4,5,4,0,0.0,0,1,0,0,0,0,920,6.825460036255307,1,2,0,3,0,8,2.1972245773362196,1,1,2,3,1,8,685,6.530877627725885,1,0,1,0,6,5,1,6,52.0
1,821,6.71174039505618,0,2,1,2,1,17,3,13,3,821,6.71174039505618,0,2,1,2,1,281,5.641907070938114,1,0,2,1,1,1,0,0.0,0,1,0,0,0,0,821,6.71174039505618,0,2,1,2,1,527,6.269096283706261,1,0,2,2,2,7,250,5.5254529391317835,1,1,1,0,5,0,1,3,25.0
1,731,6.595780513961311,0,2,1,3,1,11,9,4,5,731,6.595780513961311,0,2,1,3,1,371,5.918893854273146,1,0,2,1,0,1,0,0.0,0,1,0,0,0,0,731,6.595780513961311,0,2,1,3,1,291,5.676753802268282,1,0,0,1,4,1,395,5.981414211254481,1,0,2,0,3,5,1,3,7.0
6,1412,7.253470382684528,1,2,2,5,2,8,12,0,2,1412,7.253470382684528,1,2,2,5,2,845,6.740519359606223,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,1412,7.253470382684528,1,2,2,5,2,208,5.342334251964811,1,1,1,3,5,8,948,6.855408798609928,1,1,0,3,3,8,1,3,51.0
6,1329,7.1929342212158,0,0,4,6,9,14,17,2,1,1329,7.1929342212158,0,0,4,6,9,60,4.110873864173311,1,1,0,0,4,0,0,0.0,0,1,0,0,0,0,1329,7.1929342212158,0,0,4,6,9,1228,7.113956109566034,1,1,1,3,3,8,64,4.174387269895637,1,1,1,4,1,4,1,3,11.0
3,1311,7.179307969504034,0,0,1,2,1,4,2,9,2,1311,7.179307969504034,0,0,1,2,1,1311,7.179307969504034,1,0,0,1,2,1,436,6.07993319509559,1,1,1,1,2,6,1311,7.179307969504034,0,0,1,2,1,199,5.298317366548036,1,0,1,4,3,9,276,5.6240175061873385,1,1,0,1,3,6,1,6,769.0
0,1688,7.4318919168078,1,2,3,1,8,4,9,0,3,1688,7.4318919168078,1,2,3,1,8,1011,6.919683849847411,1,0,0,1,3,1,0,0.0,0,1,0,0,0,0,1688,7.4318919168078,1,2,3,1,8,677,6.519147287940395,1,0,2,2,5,7,948,6.855408798609928,1,1,0,3,3,8,1,3,42.0
5,964,6.872128101338986,1,1,4,5,4,13,11,16,5,964,6.872128101338986,1,1,4,5,4,357,5.8805329864007,1,0,0,2,0,7,0,0.0,0,1,0,0,0,0,964,6.872128101338986,1,1,4,5,4,594,6.38856140554563,1,1,0,4,6,4,353,5.869296913133774,1,0,2,3,3,3,1,3,7.0
7,1533,7.335633981927201,0,0,3,0,3,4,8,7,3,766,6.642486801367256,1,1,1,3,6,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1533,7.335633981927201,0,0,3,0,3,391,5.971261839790462,1,0,1,1,6,1,168,5.1298987149230735,1,1,0,3,0,8,1,1,13.0
4,1297,7.168579897264035,0,1,2,2,7,17,16,12,0,1297,7.168579897264035,0,1,2,2,7,1297,7.168579897264035,1,0,1,2,2,7,531,6.2766434893416445,1,0,0,1,6,1,1297,7.168579897264035,0,1,2,2,7,194,5.272999558563747,1,1,2,4,5,4,222,5.407171771460119,1,1,0,2,5,2,1,6,829.0
8,1099,7.003065458786462,0,1,4,0,9,15,14,16,0,1099,7.003065458786462,0,1,4,0,9,146,4.990432586778736,1,1,2,1,6,6,0,0.0,0,1,0,0,0,0,1099,7.003065458786462,0,1,4,0,9,953,6.860663671448287,1,0,2,3,1,3,143,4.969813299576001,1,0,2,3,3,3,1,3,2.0
1,467,6.148468295917647,0,2,2,5,7,3,12,11,2,467,6.148468295917647,0,2,2,5,7,105,4.663439094112067,1,0,0,0,0,5,0,0.0,0,1,0,0,0,0,467,6.148468295917647,0,2,2,5,7,373,5.924255797414532,1,0,1,3,2,3,23,3.1780538303479458,1,0,2,3,2,3,1,3,51.0
5,787,6.669498089857879,0,1,2,3,7,6,17,5,1,787,6.669498089857879,0,1,2,3,7,713,6.570882962339584,1,0,2,3,6,3,0,0.0,0,1,0,0,0,0,787,6.669498089857879,0,1,2,3,7,27,3.332204510175204,1,0,0,2,6,7,18,2.9444389791664403,1,1,0,3,4,8,1,3,479.0
2,1280,7.155396301896734,1,2,0,6,0,4,15,16,1,1280,7.155396301896734,1,2,0,6,0,319,5.768320995793772,1,0,1,4,4,9,0,0.0,0,1,0,0,0,0,1280,7.155396301896734,1,2,0,6,0,486,6.18826412308259,1,1,0,1,3,6,60,4.110873864173311,1,1,0,0,4,0,1,3,331.0
